ticker,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-06-22,94.05,93.9,81.9406,92.896,94.5726,DOWN,0
2011-06-23,93.14,92.91,82.0842,93.234,94.6922,DOWN,0
2011-06-24,91.48,93.42,82.2153,93.112,94.7708,UP,1
2011-06-27,92.71,91.28,82.349,93.136,94.881,UP,1
2011-06-28,94.02,92.96,82.4839,93.08,95.0052,UP,1
2011-06-29,95.35,94.47,82.6221,93.34,95.193,UP,1
2011-06-30,95.74,95.58,82.7592,93.86,95.3796,UP,1
2011-07-01,97.63,95.98,82.9049,95.09,95.539,UP,1
2011-07-05,97.93,97.3,83.0499,96.134,95.6816,UP,1
2011-07-06,98.03,97.77,83.1906,96.936,95.8276,UP,1
2011-07-07,98.57,98.87,83.332,97.58,95.8326,DOWN,0
2011-07-08,98.55,97.36,83.4708,98.142,95.8374,DOWN,0
2011-07-11,95.05,96.96,83.5975,97.626,95.7792,DOWN,0
2011-07-12,94.41,94.85,83.7121,96.922,95.7074,UP,1
2011-07-13,94.47,94.97,83.8302,96.21,95.631,DOWN,0
2011-07-14,93.44,94.68,83.9428,95.184,95.5498,UP,1
2011-07-15,93.69,93.87,84.0557,94.212,95.4862,DOWN,0
2011-07-18,93.06,93.28,84.1671,93.814,95.4344,UP,1
2011-07-19,96.14,93.66,84.2933,94.16,95.4198,UP,1
2011-07-20,96.36,96.17,84.4258,94.538,95.391,UP,1
2011-07-21,99.16,96.87,84.564,95.682,95.4138,DOWN,0
2011-07-22,98.06,99.13,84.7016,96.556,95.4292,DOWN,0
2011-07-25,97.1,96.93,84.834,97.364,95.4026,DOWN,0
2011-07-26,89.25,90.45,84.9263,95.986,95.2336,DOWN,0
2011-07-27,86.65,88.03,85.005,94.044,95.0232,UP,1
2011-07-28,87.47,86.51,85.0843,91.706,94.853,UP,1
2011-07-29,87.89,86.63,85.1615,89.672,94.6416,DOWN,0
2011-08-01,86.29,88.64,85.2357,87.51,94.3762,DOWN,0
2011-08-02,81.85,85.6,85.2847,86.03,94.0386,UP,1
2011-08-03,82.86,82.09,85.3367,85.272,93.7506,DOWN,0
2011-08-04,78.87,81.43,85.3764,83.552,93.3856,DOWN,0
2011-08-05,78.01,80.12,85.4055,81.576,92.9942,DOWN,0
2011-08-08,73.2,75.95,85.4097,78.958,92.4986,UP,1
2011-08-09,76.82,74.48,85.4312,77.952,92.079,DOWN,0
2011-08-10,73.15,75.16,85.4306,76.01,91.5708,UP,1
2011-08-11,75.74,73.44,85.4429,75.384,91.1668,UP,1
2011-08-12,78.89,76.25,85.4671,75.56,90.8226,UP,1
2011-08-15,81.11,79.84,85.5008,77.142,90.5646,DOWN,0
2011-08-16,77.75,80.13,85.5189,77.328,90.267,UP,1
2011-08-17,78.29,78.25,85.5353,78.356,89.9548,DOWN,0
2011-08-18,72.19,75.71,85.5185,77.646,89.5404,UP,1
2011-08-19,72.38,71.34,85.5008,76.344,89.1042,UP,1
2011-08-22,72.83,74.1,85.4794,74.688,88.7158,UP,1
2011-08-23,75.78,73.02,85.4689,74.294,88.4012,UP,1
2011-08-24,77.3,75.39,85.4675,74.096,88.0838,DOWN,0
2011-08-25,76.62,77.37,85.4655,74.982,87.7952,UP,1
2011-08-26,78.34,75.75,85.4746,76.174,87.533,UP,1
2011-08-29,80.31,79.55,85.489,77.67,87.2974,UP,1
2011-08-30,80.59,79.99,85.5097,78.632,87.0574,DOWN,0
2011-08-31,79.87,81.14,85.5273,79.146,86.7688,DOWN,0
2011-09-01,78.83,80.08,85.546,79.588,86.4644,DOWN,0
2011-09-02,75.84,77.21,85.5412,79.088,86.1184,UP,1
2011-09-06,75.85,73.48,85.5299,78.196,85.8058,UP,1
2011-09-07,78.76,77.06,85.53,77.83,85.5268,DOWN,0
2011-09-08,77.02,78.11,85.5215,77.26,85.1868,DOWN,0
2011-09-09,74.62,75.84,85.5084,76.418,84.7722,UP,1
2011-09-12,75.45,73.07,85.4923,76.34,84.3664,UP,1
2011-09-13,77.67,75.4,85.4906,76.704,83.9672,UP,1
2011-09-14,79.7,78.01,85.5011,76.892,83.6026,UP,1
2011-09-15,81.81,80.28,85.5258,77.85,83.2782,UP,1
2011-09-16,82.43,82.14,85.5444,79.412,82.9554,DOWN,0
2011-09-19,80.63,80.97,85.5511,80.448,82.597,UP,1
2011-09-20,81.25,80.98,85.5603,81.164,82.321,DOWN,0
2011-09-21,77.16,81.04,85.5542,80.656,81.976,DOWN,0
2011-09-22,74.27,74.62,85.5326,79.148,81.572,UP,1
2011-09-23,75.09,74.22,85.52,77.68,81.205,UP,1
2011-09-26,76.76,75.86,85.5086,76.906,80.8664,UP,1
2011-09-27,79.6,78.55,85.5049,76.576,80.5972,DOWN,0
2011-09-28,77.03,79.65,85.4879,76.55,80.215,UP,1
2011-09-29,77.75,78.51,85.4764,77.246,79.8428,DOWN,0
2011-09-30,75.49,76.59,85.4571,77.326,79.3694,DOWN,0
2011-10-03,73.86,75.0,85.424,76.746,78.8854,UP,1
2011-10-04,75.43,72.79,85.4003,75.912,78.452,UP,1
2011-10-05,77.0,75.2,85.383,75.906,78.207,UP,1
2011-10-06,79.1,76.99,85.3782,76.176,78.056,DOWN,0
2011-10-07,72.78,76.15,85.3428,75.634,77.7622,UP,1
2011-10-10,75.91,73.95,85.3245,76.044,77.5226,UP,1
2011-10-11,78.23,75.52,85.3189,76.604,77.3614,DOWN,0
2011-10-12,77.33,78.65,85.3107,76.67,77.271,DOWN,0
2011-10-13,75.96,77.09,85.2959,76.042,77.133,UP,1
2011-10-14,77.25,77.68,85.2898,76.936,77.1006,DOWN,0
2011-10-17,75.22,77.03,85.2774,76.798,77.0448,UP,1
2011-10-18,76.66,75.19,85.2702,76.484,77.114,DOWN,0
2011-10-19,76.01,76.71,85.2621,76.22,77.0978,UP,1
2011-10-20,77.72,76.02,85.2617,76.572,77.1892,UP,1
2011-10-21,80.59,78.86,85.2844,77.24,77.2862,UP,1
2011-10-24,83.14,80.63,85.3241,78.824,77.3712,DOWN,0
2011-10-25,78.9,79.3,85.3452,79.272,77.327,DOWN,0
2011-10-26,77.02,78.63,85.3488,79.474,77.3124,UP,1
2011-10-27,80.95,79.26,85.3698,80.12,77.3656,UP,1
2011-10-28,82.22,80.75,85.3989,80.446,77.5662,DOWN,0
2011-10-31,80.12,81.41,85.4173,79.842,77.721,DOWN,0
2011-11-01,76.85,77.72,85.4145,79.432,77.8014,UP,1
2011-11-02,77.46,78.07,85.4243,79.52,77.835,UP,1
2011-11-03,79.67,78.58,85.4437,79.264,77.8824,DOWN,0
2011-11-04,78.55,79.03,85.4552,78.53,77.921,UP,1
2011-11-07,79.4,78.5,85.4609,78.386,77.9422,UP,1
2011-11-08,81.5,79.57,85.4784,79.316,77.966,DOWN,0
2011-11-09,77.48,79.49,85.4825,79.32,77.9038,UP,1
2011-11-10,77.93,78.43,85.4838,78.972,77.865,UP,1
2011-11-11,80.03,79.1,85.5036,79.268,77.889,DOWN,0
2011-11-14,79.46,79.52,85.519,79.28,77.9614,DOWN,0
2011-11-15,79.24,79.37,85.5267,78.828,78.0292,DOWN,0
2011-11-16,78.66,78.01,85.5405,79.064,78.0272,DOWN,0
2011-11-17,76.17,78.36,85.5437,78.712,78.0102,DOWN,0
2011-11-18,74.77,77.22,85.5407,77.66,78.0132,DOWN,0
2011-11-21,74.35,73.59,85.5318,76.638,77.9912,UP,1
2011-11-22,74.67,74.29,85.5209,75.724,77.9312,DOWN,0
2011-11-23,72.78,73.72,85.4952,74.548,77.7928,DOWN,0
2011-11-25,72.55,72.37,85.4607,73.824,77.6076,UP,1
2011-11-28,75.16,74.67,85.4371,73.902,77.4622,UP,1
2011-11-29,75.18,75.56,85.412,74.068,77.3532,UP,1
2011-11-30,80.0,77.3,85.4125,75.134,77.3282,DOWN,0
2011-12-01,79.95,79.67,85.4106,76.568,77.384,DOWN,0
2011-12-02,79.88,80.92,85.4075,78.034,77.4962,UP,1
2011-12-05,80.05,81.17,85.3909,79.012,77.5954,UP,1
2011-12-06,80.17,80.0,85.377,80.01,77.6636,DOWN,0
2011-12-07,79.15,79.99,85.3703,79.84,77.6546,DOWN,0
2011-12-08,75.56,78.65,85.3401,78.962,77.6252,DOWN,0
2011-12-09,74.82,75.82,85.302,77.95,77.5666,DOWN,0
2011-12-12,73.54,74.1,85.2545,76.648,77.5276,DOWN,0
2011-12-13,72.45,73.84,85.2065,75.104,77.4994,DOWN,0
2011-12-14,71.84,72.22,85.1536,73.642,77.4276,UP,1
2011-12-15,71.93,72.64,85.09,72.916,77.3262,DOWN,0
2011-12-16,71.61,72.59,85.013,72.274,77.1764,UP,1
2011-12-19,71.72,71.65,84.9416,71.91,77.1552,UP,1
2011-12-20,74.11,72.93,84.8765,72.242,77.1192,DOWN,0
2011-12-21,73.73,73.95,84.8103,72.62,77.0292,UP,1
2011-12-22,74.52,73.72,84.7579,73.138,76.973,UP,1
2011-12-23,74.59,74.74,84.704,73.734,76.9456,UP,1
2011-12-27,74.62,74.43,84.6534,74.314,76.893,DOWN,0
2011-12-28,73.26,74.64,84.6062,74.144,76.8538,UP,1
2011-12-29,74.14,73.52,84.5741,74.226,76.8034,DOWN,0
2011-12-30,74.05,73.93,84.5355,74.132,76.7642,UP,1
2012-01-03,75.94,76.06,84.4974,74.402,76.7286,DOWN,0
2012-01-04,74.45,75.79,84.4448,74.368,76.6058,DOWN,0
2012-01-05,73.71,74.32,84.3913,74.458,76.4172,UP,1
2012-01-06,74.15,74.01,84.3417,74.46,76.3222,UP,1
2012-01-09,74.27,74.41,84.2899,74.504,76.2672,DOWN,0
2012-01-10,74.14,75.16,84.2331,74.144,76.131,UP,1
2012-01-11,75.39,73.69,84.1824,74.332,75.9944,UP,1
2012-01-12,76.71,75.61,84.136,74.932,75.9262,DOWN,0
2012-01-13,76.06,76.15,84.0823,75.314,75.9104,UP,1
2012-01-17,77.78,77.03,84.0367,76.016,75.9168,DOWN,0
2012-01-18,76.29,75.97,83.9785,76.446,75.8492,UP,1
2012-01-19,79.38,76.35,83.9303,77.244,75.8658,DOWN,0
2012-01-20,77.99,79.19,83.8716,77.5,75.8376,UP,1
2012-01-23,78.76,80.09,83.8185,78.04,75.7828,UP,1
2012-01-24,85.04,78.34,83.8027,79.492,75.934,UP,1
2012-01-25,87.91,86.35,83.804,81.816,76.1336,DOWN,0
2012-01-26,86.95,87.95,83.7995,83.33,76.272,DOWN,0
2012-01-27,86.82,86.47,83.7978,85.096,76.4192,DOWN,0
2012-01-30,86.27,86.01,83.7914,86.598,76.5598,UP,1
2012-01-31,86.57,86.66,83.7883,86.904,76.718,UP,1
2012-02-01,88.33,87.1,83.7909,86.988,76.9612,UP,1
2012-02-02,88.78,88.28,83.805,87.354,77.2414,UP,1
2012-02-03,89.49,89.61,83.8204,87.888,77.5442,DOWN,0
2012-02-06,89.26,89.0,83.8184,88.486,77.836,DOWN,0
2012-02-07,88.83,88.81,83.8085,88.938,78.157,DOWN,0
2012-02-08,88.56,88.78,83.7977,88.984,78.4772,DOWN,0
2012-02-09,88.34,88.75,83.7478,88.896,78.7408,DOWN,0
2012-02-10,87.8,87.67,83.6952,88.558,78.9932,UP,1
2012-02-13,88.14,88.37,83.6461,88.334,79.156,UP,1
2012-02-14,88.51,87.64,83.5987,88.27,79.3272,DOWN,0
2012-02-15,87.92,88.7,83.5468,88.142,79.488,UP,1
2012-02-16,89.1,87.91,83.5048,88.294,79.669,DOWN,0
2012-02-17,88.63,89.46,83.4636,88.46,79.8382,DOWN,0
2012-02-21,87.44,89.0,83.4226,88.32,80.004,UP,1
2012-02-22,88.12,87.45,83.3788,88.242,80.2552,DOWN,0
2012-02-23,88.11,88.17,83.3304,88.28,80.521,UP,1
2012-02-24,88.56,88.29,83.2831,88.172,80.8214,UP,1
2012-02-27,88.98,87.68,83.2415,88.242,81.152,UP,1
2012-02-28,89.9,89.64,83.1989,88.734,81.5132,DOWN,0
2012-02-29,89.6,89.86,83.1584,89.03,81.8666,UP,1
2012-03-01,90.3,89.58,83.124,89.468,82.2404,DOWN,0
2012-03-02,89.34,90.05,83.0908,89.624,82.5928,DOWN,0
2012-03-05,88.92,89.21,83.0431,89.612,82.889,DOWN,0
2012-03-06,87.32,88.17,82.9819,89.096,83.1608,UP,1
2012-03-07,87.88,87.28,82.9277,88.752,83.428,UP,1
2012-03-08,89.86,88.47,82.8907,88.664,83.7334,UP,1
2012-03-09,90.98,89.76,82.86,88.992,84.0606,DOWN,0
2012-03-12,90.51,90.4,82.8246,89.31,84.4056,UP,1
2012-03-13,92.27,91.15,82.7961,90.3,84.7682,DOWN,0
2012-03-14,92.18,92.14,82.768,91.16,85.1308,UP,1
2012-03-15,93.13,92.08,82.7408,91.814,85.4746,DOWN,0
2012-03-16,92.96,93.17,82.7259,92.21,85.8448,DOWN,0
2012-03-19,92.58,92.96,82.7083,92.624,86.2222,UP,1
2012-03-20,92.88,92.04,82.7027,92.746,86.5968,DOWN,0
2012-03-21,92.38,92.81,82.7014,92.786,86.959,DOWN,0
2012-03-22,91.21,91.24,82.688,92.402,87.3004,DOWN,0
2012-03-23,90.89,91.25,82.6779,91.988,87.6104,UP,1
2012-03-26,94.03,91.7,82.6771,92.278,87.9568,DOWN,0
2012-03-27,93.11,94.23,82.6814,92.324,88.2978,DOWN,0
2012-03-28,92.86,93.3,82.6881,92.42,88.5994,DOWN,0
2012-03-29,91.81,92.43,82.6813,92.54,88.9098,UP,1
2012-03-30,92.66,92.28,82.6894,92.894,89.1754,UP,1
2012-04-02,93.99,92.69,82.7021,92.886,89.4954,DOWN,0
2012-04-03,93.89,94.0,82.7111,93.042,89.798,DOWN,0
2012-04-04,91.76,92.99,82.7069,92.822,89.9324,UP,1
2012-04-05,91.93,91.32,82.6951,92.846,90.0128,DOWN,0
2012-04-09,90.08,90.37,82.6752,92.33,90.0754,DOWN,0
2012-04-10,87.44,89.77,82.6467,91.02,90.0878,UP,1
2012-04-11,88.15,88.76,82.6301,89.872,90.1254,UP,1
2012-04-12,89.28,88.15,82.6129,89.376,90.1796,DOWN,0
2012-04-13,87.56,89.06,82.5806,88.502,90.1642,DOWN,0
2012-04-16,86.95,88.04,82.5386,87.876,90.1276,UP,1
2012-04-17,88.56,87.44,82.5027,88.1,90.109,DOWN,0
2012-04-18,88.19,88.18,82.4555,88.108,90.0876,DOWN,0
2012-04-19,88.04,88.38,82.4061,87.86,90.0718,UP,1
2012-04-20,88.75,88.33,82.3597,88.098,90.0756,DOWN,0
2012-04-23,88.34,86.34,82.3085,88.376,90.0756,DOWN,0
2012-04-24,81.8,79.56,82.2248,87.024,89.9556,UP,1
2012-04-25,83.27,82.71,82.1659,86.04,89.8582,UP,1
2012-04-26,84.3,83.15,82.1153,85.292,89.774,DOWN,0
2012-04-27,83.82,84.68,82.0621,84.306,89.692,UP,1
2012-04-30,84.11,83.42,82.0154,83.46,89.5922,DOWN,0
2012-05-01,83.92,83.94,81.9666,83.884,89.498,DOWN,0
2012-05-02,83.82,83.65,81.9204,83.994,89.4256,DOWN,0
2012-05-03,83.52,84.0,81.8573,83.838,89.3336,DOWN,0
2012-05-04,83.51,83.38,81.793,83.776,89.2416,UP,1
2012-05-07,83.78,83.14,81.7161,83.71,89.146,UP,1
2012-05-08,84.5,83.06,81.6483,83.826,89.0564,DOWN,0
2012-05-09,84.35,83.49,81.5846,83.932,88.9454,DOWN,0
2012-05-10,84.29,84.94,81.5598,84.086,88.8392,UP,1
2012-05-11,84.82,83.86,81.5506,84.348,88.7296,DOWN,0
2012-05-14,83.84,83.83,81.5325,84.36,88.6196,DOWN,0
2012-05-15,83.12,83.85,81.5086,84.084,88.5036,UP,1
2012-05-16,83.18,83.62,81.4931,83.85,88.4208,DOWN,0
2012-05-17,82.52,83.5,81.4964,83.496,88.3136,DOWN,0
2012-05-18,80.81,83.02,81.4862,82.694,88.1326,UP,1
2012-05-21,82.55,81.99,81.5046,82.436,87.964,UP,1
2012-05-22,82.77,82.89,81.5284,82.366,87.8092,DOWN,0
2012-05-23,82.09,82.12,81.5728,82.148,87.6056,UP,1
2012-05-24,82.25,82.34,81.6,82.094,87.407,DOWN,0
2012-05-25,82.1,81.89,81.6447,82.352,87.1864,UP,1
2012-05-29,82.47,82.66,81.6784,82.336,86.9766,DOWN,0
2012-05-30,80.8,81.75,81.6879,81.942,86.741,DOWN,0
2012-05-31,79.78,80.84,81.6813,81.48,86.479,DOWN,0
2012-06-01,77.07,78.33,81.6779,80.444,86.1728,DOWN,0
2012-06-04,76.15,77.15,81.6672,79.254,85.8716,UP,1
2012-06-05,76.97,75.87,81.6911,78.154,85.5932,UP,1
2012-06-06,78.83,77.6,81.7233,77.76,85.2892,DOWN,0
2012-06-07,78.35,79.64,81.7509,77.474,84.994,UP,1
2012-06-08,78.78,77.88,81.7659,77.816,84.7124,DOWN,0
2012-06-11,78.26,79.4,81.7707,78.238,84.4414,UP,1
2012-06-12,79.38,78.4,81.7845,78.72,84.1758,UP,1
2012-06-13,79.5,79.0,81.7903,78.854,83.886,UP,1
2012-06-14,80.32,79.7,81.7904,79.248,83.6146,UP,1
2012-06-15,80.56,80.79,81.7902,79.604,83.3906,UP,1
2012-06-18,81.28,79.9,81.7973,80.208,83.1776,UP,1
2012-06-19,82.38,81.33,81.815,80.808,83.0236,DOWN,0
2012-06-20,82.35,82.54,81.8476,81.378,82.9218,DOWN,0
2012-06-21,80.04,82.56,81.8685,81.322,82.7596,UP,1
2012-06-22,81.09,80.49,81.8802,81.428,82.5958,DOWN,0
2012-06-25,79.52,80.26,81.8927,81.076,82.435,DOWN,0
2012-06-26,77.83,79.64,81.9087,80.166,82.2526,UP,1
2012-06-27,78.14,78.13,81.9222,79.324,82.0442,DOWN,0
2012-06-28,76.89,77.64,81.9183,78.694,81.8182,UP,1
2012-06-29,79.47,78.23,81.9171,78.37,81.6468,DOWN,0
2012-07-02,78.5,79.47,81.9006,78.166,81.4418,UP,1
2012-07-03,79.43,78.34,81.8856,78.486,81.2636,UP,1
2012-07-05,79.82,79.13,81.8815,78.822,81.224,DOWN,0
2012-07-06,77.31,78.64,81.8618,78.906,81.1048,DOWN,0
2012-07-09,75.96,76.99,81.8558,78.204,80.938,DOWN,0
2012-07-10,74.66,76.23,81.8578,77.436,80.7548,UP,1
2012-07-11,75.3,74.69,81.8588,76.61,80.5786,UP,1
2012-07-12,75.41,74.64,81.8521,75.728,80.4084,UP,1
2012-07-13,76.63,75.47,81.8372,75.592,80.2646,DOWN,0
2012-07-16,76.19,76.29,81.833,75.638,80.118,UP,1
2012-07-17,77.12,76.36,81.8299,76.13,79.9902,UP,1
2012-07-18,78.63,76.74,81.8456,76.796,79.8872,DOWN,0
2012-07-19,78.51,78.71,81.8688,77.416,79.7674,DOWN,0
2012-07-20,76.48,78.14,81.8741,77.386,79.61,DOWN,0
2012-07-23,75.59,75.29,81.867,77.266,79.436,UP,1
2012-07-24,75.69,74.77,81.85,76.98,79.2534,DOWN,0
2012-07-25,75.11,75.48,81.8616,76.276,79.0788,UP,1
2012-07-26,77.09,77.17,81.8675,75.992,78.9582,UP,1
2012-07-27,79.06,77.49,81.8717,76.508,78.8758,DOWN,0
2012-07-30,78.11,78.89,81.8756,77.012,78.7876,DOWN,0
2012-07-31,77.48,78.12,81.8832,77.37,78.721,DOWN,0
2012-08-01,77.32,77.81,81.8835,77.812,78.6164,DOWN,0
2012-08-02,75.4,76.65,81.8844,77.474,78.469,UP,1
2012-08-03,77.11,76.71,81.8867,77.084,78.3694,DOWN,0
2012-08-06,77.0,77.54,81.8916,76.862,78.2644,UP,1
2012-08-07,78.68,77.11,81.8964,77.102,78.196,UP,1
2012-08-08,79.27,78.6,81.8898,77.492,78.132,DOWN,0
2012-08-09,78.56,79.2,81.8669,78.124,78.0872,UP,1
2012-08-10,78.65,78.41,81.8657,78.432,78.0646,DOWN,0
2012-08-13,78.02,78.29,81.8707,78.636,78.0836,DOWN,0
2012-08-14,77.33,78.24,81.8526,78.366,78.1072,UP,1
2012-08-15,78.33,77.22,81.8331,78.178,78.1344,DOWN,0
2012-08-16,76.17,77.88,81.8134,77.7,78.0812,DOWN,0
2012-08-17,75.26,76.16,81.8054,77.022,78.0194,UP,1
2012-08-20,75.75,75.11,81.7969,76.568,77.9588,UP,1
2012-08-21,76.0,76.0,81.7785,76.302,77.9136,UP,1
2012-08-22,76.65,76.02,81.769,75.966,77.859,UP,1
2012-08-23,77.1,76.66,81.7575,76.152,77.811,UP,1
2012-08-24,77.72,77.02,81.7386,76.644,77.759,UP,1
2012-08-27,78.01,77.79,81.7413,77.096,77.708,DOWN,0
2012-08-28,77.54,77.95,81.7393,77.404,77.6332,UP,1
2012-08-29,79.18,77.63,81.7351,77.91,77.5692,DOWN,0
2012-08-30,79.09,78.49,81.7332,78.308,77.504,UP,1
2012-08-31,80.19,79.74,81.738,78.802,77.507,DOWN,0
2012-09-04,79.87,80.06,81.744,79.174,77.4826,DOWN,0
2012-09-05,79.61,79.73,81.7612,79.588,77.4844,UP,1
2012-09-06,81.67,80.45,81.7957,80.086,77.5612,UP,1
2012-09-07,83.18,81.99,81.8399,80.904,77.662,UP,1
2012-09-10,83.22,83.0,81.8826,81.51,77.7886,UP,1
2012-09-11,83.42,83.34,81.9358,82.22,77.8676,UP,1
2012-09-12,83.64,83.66,81.9913,83.026,77.9704,UP,1
2012-09-13,85.15,83.78,82.0412,83.722,78.0848,DOWN,0
2012-09-14,85.04,85.11,82.0905,84.094,78.1892,DOWN,0
2012-09-17,84.92,84.9,82.1151,84.434,78.3414,UP,1
2012-09-18,85.24,84.92,82.1416,84.798,78.527,DOWN,0
2012-09-19,85.01,85.38,82.1672,85.072,78.734,UP,1
2012-09-20,85.09,84.75,82.1924,85.06,78.9298,DOWN,0
2012-09-21,84.69,85.61,82.215,84.99,79.1154,DOWN,0
2012-09-24,84.62,84.31,82.2424,84.93,79.2752,DOWN,0
2012-09-25,84.12,84.96,82.2852,84.706,79.4338,DOWN,0
2012-09-26,83.36,84.21,82.3279,84.376,79.5586,UP,1
2012-09-27,84.12,83.83,82.3808,84.182,79.6684,DOWN,0
2012-09-28,83.33,83.69,82.4352,83.91,79.7648,UP,1
2012-10-01,84.16,83.65,82.4968,83.818,79.9184,DOWN,0
2012-10-02,84.01,84.6,82.5572,83.796,80.0868,UP,1
2012-10-03,84.32,84.19,82.6207,83.988,80.2594,UP,1
2012-10-04,84.45,84.66,82.6844,84.054,80.4462,DOWN,0
2012-10-05,84.35,84.86,82.7356,84.258,80.5914,UP,1
2012-10-08,84.37,83.98,82.7888,84.3,80.6976,DOWN,0
2012-10-09,81.98,84.12,82.8261,83.894,80.775,DOWN,0
2012-10-10,80.39,81.8,82.8551,83.108,80.8332,UP,1
2012-10-11,80.89,80.89,82.8864,82.396,80.9046,DOWN,0
2012-10-12,80.38,81.0,82.922,81.602,81.0042,UP,1
2012-10-15,80.6,80.39,82.9543,80.848,81.074,UP,1
2012-10-16,81.69,80.81,82.9925,80.79,81.1678,UP,1
2012-10-17,82.11,81.72,83.0234,81.134,81.2364,DOWN,0
2012-10-18,81.1,81.59,83.0566,81.176,81.273,DOWN,0
2012-10-19,79.88,80.8,83.0875,81.076,81.2994,UP,1
2012-10-22,81.06,79.94,83.122,81.168,81.3476,DOWN,0
2012-10-23,78.89,79.83,83.1451,80.608,81.365,UP,1
2012-10-24,79.6,78.93,83.1724,80.106,81.4104,UP,1
2012-10-25,80.67,80.35,83.1988,80.02,81.4572,UP,1
2012-10-26,81.56,80.95,83.2231,80.356,81.565,UP,1
2012-10-31,81.81,81.49,83.2518,80.506,81.696,UP,1
2012-11-01,84.19,82.0,83.2839,81.566,81.8648,DOWN,0
2012-11-02,83.49,84.57,83.3199,82.344,82.0146,UP,1
2012-11-05,84.74,82.94,83.3467,83.158,82.1764,UP,1
2012-11-06,85.38,84.74,83.3836,83.922,82.342,DOWN,0
2012-11-07,84.0,84.75,83.4098,84.36,82.4676,DOWN,0
2012-11-08,83.21,83.91,83.4007,84.164,82.5716,DOWN,0
2012-11-09,82.97,83.08,83.376,84.06,82.6802,DOWN,0
2012-11-12,82.91,83.29,83.3558,83.694,82.7548,DOWN,0
2012-11-13,82.39,82.32,83.3336,83.096,82.8208,DOWN,0
2012-11-14,80.74,82.58,83.306,82.444,82.8318,UP,1
2012-11-15,81.13,80.49,83.2788,82.028,82.857,UP,1
2012-11-16,81.21,81.1,83.2432,81.676,82.889,UP,1
2012-11-19,83.17,82.14,83.2151,81.728,82.919,DOWN,0
2012-11-20,82.84,82.79,83.1819,81.818,82.9122,DOWN,0
2012-11-21,82.13,82.85,83.1462,82.096,82.8904,UP,1
2012-11-23,83.64,82.63,83.1203,82.598,82.8948,DOWN,0
2012-11-26,83.27,83.27,83.0938,83.01,82.8874,DOWN,0
2012-11-27,82.95,82.8,83.0669,82.966,82.8434,UP,1
2012-11-28,83.73,82.48,83.0465,83.144,82.8172,UP,1
2012-11-29,84.55,83.97,83.0286,83.628,82.8098,DOWN,0
2012-11-30,84.55,84.39,83.0088,83.81,82.796,DOWN,0
2012-12-03,84.14,84.73,82.9899,83.984,82.7786,UP,1
2012-12-04,84.43,84.24,82.9665,84.28,82.7654,DOWN,0
2012-12-05,84.15,84.41,82.9441,84.364,82.7546,UP,1
2012-12-06,85.02,84.1,82.932,84.458,82.7626,UP,1
2012-12-07,85.5,85.1,82.9189,84.648,82.7902,UP,1
2012-12-10,86.0,85.21,82.9084,85.02,82.843,UP,1
2012-12-11,87.06,86.24,82.9009,85.546,82.9018,UP,1
2012-12-12,87.61,87.23,82.894,86.238,82.9874,DOWN,0
2012-12-13,87.43,87.33,82.8817,86.72,83.0528,DOWN,0
2012-12-14,87.35,87.06,82.8704,87.09,83.1196,UP,1
2012-12-17,88.18,87.56,82.8598,87.526,83.1968,UP,1
2012-12-18,89.2,88.34,82.8591,87.954,83.2918,DOWN,0
2012-12-19,88.39,89.39,82.8565,88.11,83.3726,UP,1
2012-12-20,89.33,88.39,82.8665,88.49,83.4718,DOWN,0
2012-12-21,88.42,88.72,82.8692,88.704,83.6006,UP,1
2012-12-24,88.62,88.28,82.863,88.792,83.7652,DOWN,0
2012-12-26,87.38,88.78,82.845,88.428,83.895,UP,1
2012-12-27,87.53,87.57,82.8301,88.256,84.038,DOWN,0
2012-12-28,86.25,87.06,82.8,87.64,84.151,UP,1
2012-12-31,87.12,86.09,82.7747,87.38,84.2596,UP,1
2013-01-02,88.71,88.96,82.7526,87.398,84.3916,DOWN,0
2013-01-03,86.22,86.78,82.7189,87.166,84.494,UP,1
2013-01-04,86.82,85.01,82.6901,87.024,84.6328,UP,1
2013-01-07,87.09,86.7,82.6612,87.192,84.7534,UP,1
2013-01-08,88.74,86.86,82.643,87.516,84.9504,UP,1
2013-01-09,91.02,89.08,82.642,87.978,85.1788,UP,1
2013-01-10,91.26,91.46,82.6439,88.986,85.3906,DOWN,0
2013-01-11,90.61,91.55,82.6268,89.744,85.5716,DOWN,0
2013-01-14,90.3,90.48,82.6127,90.386,85.7414,UP,1
2013-01-15,90.9,89.87,82.6029,90.818,85.8756,DOWN,0
2013-01-16,90.56,90.78,82.5967,90.726,86.017,UP,1
2013-01-17,90.57,90.05,82.5862,90.588,86.1336,UP,1
2013-01-18,91.89,90.73,82.5757,90.844,86.2638,DOWN,0
2013-01-22,91.27,91.34,82.5626,91.038,86.4092,DOWN,0
2013-01-23,90.87,91.07,82.5582,91.032,86.5624,UP,1
2013-01-24,90.95,90.93,82.5533,91.11,86.722,UP,1
2013-01-25,92.61,91.37,82.5659,91.518,86.916,UP,1
