ticker,WAB US Equity,WAB US Equity,WAB US Equity,WAB US Equity,WAB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-06-05,17.365,17.965,14.986,17.561,17.8096,DOWN,0
2006-06-06,16.75,17.35,15.0082,17.475,17.8221,DOWN,0
2006-06-07,16.55,16.74,15.0266,17.288,17.8326,DOWN,0
2006-06-08,16.385,16.35,15.0443,17.028,17.835,DOWN,0
2006-06-09,16.155,16.4,15.0617,16.641,17.8301,DOWN,0
2006-06-12,15.61,16.155,15.0778,16.29,17.8178,DOWN,0
2006-06-13,15.435,15.375,15.0925,16.027,17.8005,UP,1
2006-06-14,16.035,15.56,15.1119,15.924,17.7867,UP,1
2006-06-15,17.195,16.25,15.1344,16.086,17.7953,DOWN,0
2006-06-16,16.97,17.165,15.1559,16.249,17.7974,DOWN,0
2006-06-19,16.555,17.03,15.1737,16.438,17.7921,UP,1
2006-06-20,16.755,16.75,15.1926,16.702,17.7987,UP,1
2006-06-21,17.19,16.7,15.2129,16.933,17.8096,UP,1
2006-06-22,17.23,17.09,15.2317,16.94,17.8242,UP,1
2006-06-23,17.29,17.23,15.2506,17.004,17.8306,UP,1
2006-06-26,17.425,17.39,15.2713,17.178,17.8281,DOWN,0
2006-06-27,17.315,17.465,15.2914,17.29,17.8207,UP,1
2006-06-28,17.33,17.35,15.3109,17.318,17.8093,UP,1
2006-06-29,18.15,17.525,15.3351,17.502,17.7943,UP,1
2006-06-30,18.7,18.275,15.3632,17.784,17.7979,DOWN,0
2006-07-03,18.615,18.665,15.391,18.022,17.7916,DOWN,0
2006-07-05,18.285,18.55,15.4158,18.216,17.7824,DOWN,0
2006-07-06,18.275,18.3,15.4415,18.405,17.7549,DOWN,0
2006-07-07,18.09,18.2,15.4671,18.393,17.7197,UP,1
2006-07-10,18.14,18.13,15.4929,18.281,17.7071,UP,1
2006-07-11,18.34,18.1,15.5192,18.226,17.7086,DOWN,0
2006-07-12,18.04,18.3,15.5439,18.177,17.6979,DOWN,0
2006-07-13,17.17,17.95,15.565,17.956,17.6698,DOWN,0
2006-07-14,16.875,16.985,15.5846,17.713,17.6358,DOWN,0
2006-07-17,16.6,16.775,15.6026,17.405,17.5848,UP,1
2006-07-18,16.705,16.725,15.6199,17.078,17.5372,UP,1
2006-07-19,17.68,16.7,15.6401,17.006,17.5127,DOWN,0
2006-07-20,16.37,17.79,15.653,16.846,17.4428,DOWN,0
2006-07-21,16.08,16.29,15.6654,16.687,17.3699,UP,1
2006-07-24,16.225,16.08,15.6815,16.612,17.3127,DOWN,0
2006-07-25,12.725,14.05,15.6803,15.816,17.1996,DOWN,0
2006-07-26,12.63,12.9,15.678,14.806,17.0854,UP,1
2006-07-27,12.75,13.0,15.677,14.082,16.9659,UP,1
2006-07-28,13.085,12.825,15.6751,13.483,16.8649,UP,1
2006-07-31,13.28,13.15,15.6752,12.894,16.7772,DOWN,0
2006-08-01,12.975,13.27,15.6743,12.944,16.691,UP,1
2006-08-02,13.065,13.025,15.6742,13.031,16.6091,UP,1
2006-08-03,13.115,12.995,15.6735,13.104,16.5274,UP,1
2006-08-04,13.345,13.725,15.6761,13.156,16.4485,DOWN,0
2006-08-07,13.325,13.25,15.6775,13.165,16.3673,DOWN,0
2006-08-08,13.12,13.375,15.6791,13.194,16.2747,DOWN,0
2006-08-09,12.77,13.245,15.6794,13.135,16.1865,UP,1
2006-08-10,12.875,12.675,15.679,13.087,16.0943,DOWN,0
2006-08-11,12.66,12.85,15.6735,12.95,15.9938,DOWN,0
2006-08-14,12.64,12.75,15.6682,12.813,15.8848,UP,1
2006-08-15,13.14,12.76,15.6675,12.817,15.8003,UP,1
2006-08-16,13.525,13.25,15.6689,12.968,15.7358,UP,1
2006-08-17,13.6,13.44,15.6689,13.113,15.6768,DOWN,0
2006-08-18,13.535,13.62,15.6699,13.288,15.6198,DOWN,0
2006-08-21,13.305,13.45,15.6692,13.421,15.5628,UP,1
2006-08-22,13.555,13.275,15.6693,13.504,15.5217,DOWN,0
2006-08-23,13.425,13.625,15.6697,13.484,15.4815,DOWN,0
2006-08-24,13.405,13.435,15.6699,13.445,15.4289,DOWN,0
2006-08-25,13.35,13.325,15.6701,13.408,15.352,UP,1
2006-08-28,13.4,13.3,15.6683,13.427,15.2806,UP,1
2006-08-29,13.64,13.385,15.6664,13.444,15.2223,UP,1
2006-08-30,13.785,13.65,15.665,13.516,15.1629,UP,1
2006-08-31,14.105,13.85,15.666,13.656,15.1012,DOWN,0
2006-09-01,14.1,14.125,15.6674,13.806,15.0386,UP,1
2006-09-05,14.3,14.105,15.6727,13.986,14.9788,DOWN,0
2006-09-06,13.53,14.225,15.6729,13.964,14.9009,DOWN,0
2006-09-07,13.47,13.52,15.6721,13.901,14.824,UP,1
2006-09-08,13.48,13.49,15.6723,13.776,14.747,DOWN,0
2006-09-11,13.25,13.425,15.6743,13.606,14.649,UP,1
2006-09-12,13.555,13.275,15.6769,13.457,14.5461,UP,1
2006-09-13,14.03,13.605,15.6816,13.557,14.4544,DOWN,0
2006-09-14,14.0,14.03,15.6887,13.663,14.3687,UP,1
2006-09-15,14.005,14.125,15.6954,13.768,14.2833,UP,1
2006-09-18,14.125,13.95,15.7014,13.943,14.204,DOWN,0
2006-09-19,13.89,14.15,15.7041,14.01,14.119,DOWN,0
2006-09-20,13.85,13.95,15.7078,13.974,14.0292,DOWN,0
2006-09-21,13.645,13.85,15.711,13.903,13.9413,DOWN,0
2006-09-22,13.09,13.585,15.7118,13.72,13.8597,UP,1
2006-09-25,13.1,13.09,15.7136,13.515,13.7842,UP,1
2006-09-26,13.26,13.05,15.715,13.389,13.7174,UP,1
2006-09-27,13.5,13.2,15.7183,13.319,13.6533,DOWN,0
2006-09-28,13.485,13.625,15.7211,13.287,13.5694,UP,1
2006-09-29,13.565,13.45,15.7229,13.382,13.5133,DOWN,0
2006-10-02,13.53,13.59,15.7235,13.468,13.4623,UP,1
2006-10-03,13.58,13.475,15.7243,13.532,13.4094,UP,1
2006-10-04,14.095,13.55,15.7268,13.651,13.4368,UP,1
2006-10-05,14.63,14.125,15.7337,13.88,13.4768,DOWN,0
2006-10-06,14.285,14.5,15.7393,14.024,13.5075,UP,1
2006-10-09,14.7,14.28,15.7456,14.258,13.5398,UP,1
2006-10-10,14.895,14.665,15.7516,14.521,13.5721,DOWN,0
2006-10-11,14.645,14.895,15.7559,14.631,13.6055,UP,1
2006-10-12,14.995,14.72,15.7626,14.704,13.6441,DOWN,0
2006-10-13,14.97,14.76,15.7683,14.841,13.6812,UP,1
2006-10-16,15.575,14.985,15.778,15.016,13.7258,DOWN,0
2006-10-17,15.275,15.275,15.7872,15.092,13.7648,DOWN,0
2006-10-18,14.95,15.4,15.7943,15.153,13.8014,UP,1
2006-10-19,15.32,14.875,15.8017,15.218,13.8524,DOWN,0
2006-10-20,15.0,15.25,15.8089,15.224,13.8949,DOWN,0
2006-10-23,14.95,14.9,15.8152,15.099,13.9407,DOWN,0
2006-10-24,14.8,14.875,15.8215,15.004,13.9839,UP,1
2006-10-25,16.525,15.5,15.8359,15.319,14.0516,DOWN,0
2006-10-26,16.175,16.575,15.8467,15.49,14.1046,DOWN,0
2006-10-27,16.1,16.075,15.8564,15.71,14.1546,DOWN,0
2006-10-30,16.05,16.0,15.8667,15.93,14.2049,DOWN,0
2006-10-31,15.695,16.025,15.8748,16.109,14.2527,DOWN,0
2006-11-01,15.445,15.69,15.8824,15.893,14.2905,DOWN,0
2006-11-02,15.36,15.32,15.8887,15.73,14.3292,DOWN,0
2006-11-03,15.345,15.385,15.8956,15.579,14.368,UP,1
2006-11-06,15.62,15.47,15.9032,15.493,14.4134,UP,1
2006-11-07,15.68,15.575,15.9071,15.49,14.459,UP,1
2006-11-08,15.75,15.555,15.9109,15.551,14.5012,DOWN,0
2006-11-09,15.37,15.77,15.9107,15.553,14.5329,UP,1
2006-11-10,15.405,15.125,15.9088,15.565,14.5589,UP,1
2006-11-13,15.47,15.375,15.9074,15.535,14.5863,UP,1
2006-11-14,15.725,15.495,15.9071,15.544,14.6148,UP,1
2006-11-15,15.805,15.775,15.9053,15.555,14.6603,UP,1
2006-11-16,15.885,15.905,15.9047,15.658,14.7086,DOWN,0
2006-11-17,15.645,15.875,15.9026,15.706,14.7519,DOWN,0
2006-11-20,15.565,15.52,15.9004,15.725,14.7982,UP,1
2006-11-21,15.825,15.565,15.9014,15.745,14.8436,UP,1
2006-11-22,16.11,15.875,15.9045,15.806,14.8852,UP,1
2006-11-24,16.155,16.075,15.908,15.86,14.9283,DOWN,0
2006-11-27,15.85,16.115,15.9108,15.901,14.9652,UP,1
2006-11-28,16.085,15.775,15.9156,16.005,15.0044,UP,1
2006-11-29,16.315,16.21,15.9186,16.103,15.0529,UP,1
2006-11-30,16.425,16.3,15.9202,16.166,15.1044,DOWN,0
2006-12-01,16.245,16.35,15.92,16.184,15.1564,UP,1
2006-12-04,16.6,16.325,15.9217,16.334,15.2266,UP,1
2006-12-05,16.81,16.65,15.9213,16.479,15.3008,DOWN,0
2006-12-06,16.775,16.775,15.9227,16.571,15.3711,UP,1
2006-12-07,16.84,16.8,15.9233,16.654,15.4379,DOWN,0
2006-12-08,16.59,16.76,15.9229,16.723,15.5,UP,1
2006-12-11,16.75,16.64,15.9224,16.753,15.5637,DOWN,0
2006-12-12,15.885,16.825,15.9193,16.568,15.6108,UP,1
2006-12-13,15.945,15.975,15.9155,16.402,15.6581,UP,1
2006-12-14,16.44,16.025,15.9148,16.322,15.705,DOWN,0
2006-12-15,16.0,16.52,15.9116,16.204,15.7324,DOWN,0
2006-12-18,15.9,16.005,15.9093,16.034,15.7647,UP,1
2006-12-19,15.915,15.775,15.9104,16.04,15.789,DOWN,0
2006-12-20,15.52,15.65,15.9126,15.955,15.8015,DOWN,0
2006-12-21,15.48,15.5,15.9131,15.763,15.8182,DOWN,0
2006-12-22,15.135,15.45,15.9103,15.59,15.821,UP,1
2006-12-26,15.345,15.125,15.9087,15.479,15.8285,UP,1
2006-12-27,15.48,15.44,15.9075,15.392,15.8266,DOWN,0
2006-12-28,15.355,15.465,15.902,15.359,15.8282,DOWN,0
2006-12-29,15.19,15.305,15.8958,15.301,15.833,DOWN,0
2007-01-03,14.98,15.24,15.8892,15.27,15.8262,DOWN,0
2007-01-04,14.715,14.93,15.8808,15.144,15.8205,DOWN,0
2007-01-05,14.325,14.665,15.8729,14.913,15.808,UP,1
2007-01-08,14.485,14.325,15.864,14.739,15.8017,DOWN,0
2007-01-09,14.485,14.5,15.8556,14.598,15.7609,UP,1
2007-01-10,14.6,14.3,15.848,14.522,15.7294,UP,1
2007-01-11,15.35,14.725,15.8446,14.649,15.7144,UP,1
2007-01-12,15.58,15.34,15.8412,14.9,15.705,UP,1
2007-01-16,15.61,15.675,15.8372,15.125,15.7033,UP,1
2007-01-17,15.81,15.58,15.8351,15.39,15.7106,DOWN,0
2007-01-18,15.56,15.75,15.8314,15.582,15.7146,UP,1
2007-01-19,15.695,15.535,15.8263,15.651,15.7216,DOWN,0
2007-01-22,15.525,15.65,15.8201,15.64,15.7197,UP,1
2007-01-23,16.18,15.425,15.8167,15.754,15.7297,DOWN,0
2007-01-24,16.055,16.14,15.8128,15.803,15.7358,DOWN,0
2007-01-25,15.85,16.0,15.81,15.861,15.7454,DOWN,0
2007-01-26,15.715,15.825,15.8053,15.865,15.7516,DOWN,0
2007-01-29,15.625,15.65,15.8009,15.885,15.7547,UP,1
2007-01-30,15.79,15.65,15.795,15.807,15.756,UP,1
2007-01-31,16.01,15.675,15.7873,15.798,15.7601,UP,1
2007-02-01,16.15,16.025,15.7797,15.858,15.7654,UP,1
2007-02-02,16.36,16.25,15.772,15.987,15.7797,DOWN,0
2007-02-05,16.11,16.28,15.758,16.084,15.7906,UP,1
2007-02-06,16.235,16.18,15.7466,16.173,15.7988,UP,1
2007-02-07,16.25,16.225,15.7332,16.221,15.8016,DOWN,0
2007-02-08,15.95,16.15,15.7192,16.181,15.7975,DOWN,0
2007-02-09,15.67,15.91,15.6993,16.043,15.7939,UP,1
2007-02-12,15.855,15.675,15.6793,15.992,15.7893,UP,1
2007-02-13,16.245,15.9,15.6667,15.994,15.7879,UP,1
2007-02-14,16.745,16.17,15.6591,16.093,15.7943,UP,1
2007-02-15,16.76,16.75,15.65,16.255,15.8046,DOWN,0
2007-02-16,16.7,16.76,15.6407,16.461,15.8066,UP,1
2007-02-20,16.95,16.71,15.6325,16.68,15.8094,UP,1
2007-02-21,17.09,16.825,15.6222,16.849,15.8157,UP,1
2007-02-22,17.195,17.34,15.6128,16.939,15.8228,DOWN,0
2007-02-23,16.945,17.19,15.603,16.976,15.8299,DOWN,0
2007-02-26,16.645,16.955,15.5869,16.965,15.8278,DOWN,0
2007-02-27,15.89,15.92,15.5677,16.753,15.8279,UP,1
2007-02-28,16.07,16.05,15.5526,16.549,15.8304,UP,1
2007-03-01,16.195,15.875,15.5417,16.349,15.8255,DOWN,0
2007-03-02,15.615,16.09,15.5281,16.083,15.8178,UP,1
2007-03-05,15.685,15.49,15.5129,15.891,15.8135,DOWN,0
2007-03-06,15.435,15.85,15.4994,15.8,15.8039,UP,1
2007-03-07,15.825,15.505,15.4902,15.751,15.81,UP,1
2007-03-08,16.125,15.95,15.4844,15.737,15.8229,UP,1
2007-03-09,16.305,16.25,15.4801,15.875,15.8463,UP,1
2007-03-12,16.315,16.24,15.4757,16.001,15.8657,DOWN,0
2007-03-13,15.86,16.215,15.4685,16.086,15.8733,UP,1
2007-03-14,16.225,15.83,15.4627,16.166,15.8907,UP,1
2007-03-15,16.655,16.27,15.4573,16.272,15.92,DOWN,0
2007-03-16,16.54,16.65,15.4541,16.319,15.9512,UP,1
2007-03-19,16.625,16.61,15.4498,16.381,15.9894,DOWN,0
2007-03-20,16.625,16.6,15.4445,16.534,16.0354,UP,1
2007-03-21,17.015,16.65,15.4391,16.692,16.086,UP,1
2007-03-22,17.03,17.0,15.4374,16.767,16.1369,UP,1
2007-03-23,17.165,17.0,15.4395,16.892,16.1882,UP,1
2007-03-26,17.27,17.15,15.4431,17.021,16.2266,DOWN,0
2007-03-27,17.055,17.185,15.4464,17.107,16.2561,DOWN,0
2007-03-28,17.01,16.95,15.4507,17.106,16.2841,UP,1
2007-03-29,17.205,17.15,15.4587,17.141,16.312,UP,1
2007-03-30,17.245,17.185,15.4677,17.157,16.3457,UP,1
2007-04-02,17.39,17.3,15.4745,17.181,16.3796,UP,1
2007-04-03,17.495,17.5,15.476,17.269,16.419,DOWN,0
2007-04-04,16.885,17.35,15.4756,17.244,16.4331,UP,1
2007-04-05,16.935,16.76,15.4775,17.19,16.4507,UP,1
2007-04-09,17.165,17.05,15.4795,17.174,16.477,UP,1
2007-04-10,17.22,17.215,15.4797,17.14,16.5071,DOWN,0
2007-04-11,16.96,17.195,15.4783,17.033,16.5338,UP,1
2007-04-12,17.465,16.95,15.4792,17.149,16.5673,UP,1
2007-04-13,17.525,17.44,15.4797,17.267,16.5976,UP,1
2007-04-16,17.995,17.525,15.4831,17.433,16.6345,DOWN,0
2007-04-17,17.925,18.005,15.4861,17.574,16.6658,UP,1
2007-04-18,17.95,17.925,15.4851,17.772,16.7026,DOWN,0
2007-04-19,17.89,17.74,15.481,17.857,16.7357,UP,1
2007-04-20,18.2,18.245,15.479,17.992,16.7747,UP,1
2007-04-23,18.38,18.13,15.4794,18.069,16.8233,DOWN,0
2007-04-24,18.275,18.38,15.4794,18.139,16.8754,DOWN,0
2007-04-25,18.105,18.435,15.4795,18.17,16.9204,UP,1
2007-04-26,19.395,18.525,15.4858,18.471,16.9834,DOWN,0
2007-04-27,19.05,19.395,15.4893,18.641,17.0295,DOWN,0
2007-04-30,18.575,19.12,15.492,18.68,17.0658,DOWN,0
2007-05-01,18.575,18.68,15.499,18.74,17.1033,UP,1
2007-05-02,19.16,18.575,15.5105,18.951,17.1475,DOWN,0
2007-05-03,19.125,19.335,15.5231,18.897,17.1882,UP,1
2007-05-04,19.22,19.2,15.5357,18.931,17.2287,DOWN,0
2007-05-07,19.11,19.215,15.5428,19.038,17.272,DOWN,0
2007-05-08,19.1,18.9,15.5565,19.143,17.3211,UP,1
2007-05-09,19.13,19.015,15.5717,19.137,17.3859,DOWN,0
2007-05-10,18.65,18.95,15.5838,19.042,17.4375,UP,1
2007-05-11,18.905,18.975,15.6147,18.979,17.4917,UP,1
2007-05-14,19.01,18.93,15.6466,18.959,17.5596,DOWN,0
2007-05-15,18.845,19.11,15.6771,18.908,17.6228,UP,1
2007-05-16,19.005,19.125,15.7067,18.883,17.6942,UP,1
2007-05-17,19.395,19.0,15.7373,19.032,17.7656,DOWN,0
2007-05-18,19.095,19.45,15.7679,19.07,17.825,UP,1
2007-05-21,19.13,19.035,15.7982,19.094,17.8815,UP,1
2007-05-22,19.225,19.22,15.8288,19.17,17.9397,UP,1
2007-05-23,19.305,19.265,15.8586,19.23,18.0086,UP,1
2007-05-24,19.38,19.25,15.8888,19.227,18.0717,UP,1
2007-05-25,19.405,19.69,15.9203,19.289,18.1267,DOWN,0
2007-05-29,19.195,18.96,15.9524,19.302,18.1798,UP,1
2007-05-30,19.53,19.105,15.9857,19.363,18.2379,UP,1
2007-05-31,19.58,19.65,16.0203,19.418,18.297,UP,1
2007-06-01,19.715,19.875,16.0556,19.485,18.351,DOWN,0
2007-06-04,19.605,19.715,16.088,19.525,18.4025,DOWN,0
2007-06-05,19.475,19.585,16.1177,19.581,18.4487,DOWN,0
2007-06-06,19.09,19.235,16.1452,19.493,18.4851,DOWN,0
2007-06-07,18.56,19.09,16.1703,19.289,18.5152,UP,1
2007-06-08,18.85,18.56,16.198,19.116,18.552,UP,1
2007-06-11,19.035,18.76,16.2254,19.002,18.5886,DOWN,0
2007-06-12,18.885,19.02,16.2527,18.884,18.6214,DOWN,0
2007-06-13,18.825,18.885,16.2798,18.831,18.6501,UP,1
2007-06-14,19.0,18.875,16.3081,18.919,18.6802,UP,1
2007-06-15,19.11,19.315,16.3366,18.971,18.7247,DOWN,0
2007-06-18,18.985,19.185,16.3633,18.961,18.7657,UP,1
2007-06-19,19.055,18.86,16.3897,18.995,18.8035,DOWN,0
2007-06-20,18.68,19.145,16.4126,18.966,18.8327,UP,1
2007-06-21,18.98,18.68,16.437,18.962,18.8731,DOWN,0
2007-06-22,18.545,18.98,16.4582,18.849,18.8947,DOWN,0
2007-06-25,18.36,18.465,16.4823,18.724,18.9114,DOWN,0
2007-06-26,18.06,18.42,16.5053,18.525,18.9127,UP,1
2007-06-27,18.405,17.895,16.5299,18.47,18.9223,DOWN,0
2007-06-28,18.285,17.96,16.5551,18.331,18.929,DOWN,0
2007-06-29,18.265,18.38,16.5786,18.275,18.9365,UP,1
2007-07-02,18.855,18.23,16.6028,18.374,18.9496,UP,1
2007-07-03,18.925,18.825,16.6274,18.547,18.9605,DOWN,0
2007-07-05,18.83,18.975,16.6515,18.632,18.9716,UP,1
2007-07-06,18.955,18.785,16.6757,18.766,18.9886,UP,1
2007-07-09,19.025,19.02,16.7013,18.918,18.9812,UP,1
2007-07-10,19.17,20.305,16.7279,18.981,18.9836,DOWN,0
2007-07-11,19.1,19.2,16.7552,19.016,18.9941,UP,1
2007-07-12,19.595,19.305,16.7877,19.169,19.0145,UP,1
2007-07-13,19.63,19.46,16.8204,19.304,19.0239,UP,1
2007-07-16,19.725,19.575,16.8527,19.444,19.0359,UP,1
2007-07-17,20.135,19.805,16.8859,19.637,19.0542,UP,1
2007-07-18,20.445,20.18,16.9207,19.906,19.0809,UP,1
2007-07-19,20.65,20.64,16.9561,20.117,19.1119,DOWN,0
2007-07-20,20.495,20.605,16.9909,20.29,19.1392,DOWN,0
2007-07-23,20.25,20.53,17.0243,20.395,19.1712,DOWN,0
2007-07-24,20.08,20.25,17.0542,20.384,19.1947,UP,1
2007-07-25,20.225,20.225,17.0822,20.34,19.219,DOWN,0
2007-07-26,20.04,20.01,17.111,20.218,19.2429,DOWN,0
2007-07-27,19.865,19.95,17.1368,20.092,19.2601,UP,1
2007-07-30,20.28,19.8,17.1637,20.098,19.2778,UP,1
2007-07-31,20.42,20.425,17.1926,20.166,19.3043,DOWN,0
2007-08-01,20.215,20.42,17.2187,20.164,19.326,DOWN,0
2007-08-02,19.835,20.35,17.243,20.123,19.3382,DOWN,0
2007-08-03,19.145,19.885,17.2609,19.979,19.335,UP,1
2007-08-06,19.495,19.235,17.282,19.822,19.3373,DOWN,0
2007-08-07,19.385,19.4,17.3041,19.615,19.3369,DOWN,0
2007-08-08,19.33,19.615,17.3242,19.438,19.3396,DOWN,0
2007-08-09,18.945,18.97,17.3439,19.26,19.3279,UP,1
2007-08-10,19.99,18.475,17.3691,19.429,19.3361,DOWN,0
2007-08-13,19.52,20.315,17.3927,19.434,19.3322,DOWN,0
2007-08-14,18.84,19.565,17.4043,19.325,19.3169,DOWN,0
2007-08-15,18.15,18.76,17.4142,19.089,19.2904,UP,1
2007-08-16,18.675,17.975,17.427,19.035,19.2821,UP,1
2007-08-17,19.385,19.65,17.4437,18.914,19.2986,DOWN,0
2007-08-20,19.26,19.54,17.4615,18.862,19.3068,DOWN,0
2007-08-21,19.0,19.175,17.4793,18.894,19.3061,UP,1
2007-08-22,19.47,19.22,17.4999,19.158,19.3178,DOWN,0
2007-08-23,19.17,19.475,17.519,19.257,19.3247,UP,1
2007-08-24,19.55,19.255,17.5386,19.29,19.3357,DOWN,0
2007-08-27,18.975,19.45,17.5551,19.233,19.333,DOWN,0
2007-08-28,18.38,18.825,17.5683,19.109,19.3209,UP,1
2007-08-29,18.54,18.5,17.5841,18.923,19.3106,DOWN,0
2007-08-30,18.435,18.325,17.5993,18.776,19.3057,UP,1
2007-08-31,18.735,18.75,17.6156,18.613,19.3008,UP,1
2007-09-04,18.75,18.69,17.6307,18.568,19.3049,UP,1
2007-09-05,18.84,18.6,17.6459,18.66,19.3145,DOWN,0
2007-09-06,18.785,18.89,17.6604,18.709,19.329,DOWN,0
2007-09-07,18.405,18.45,17.6742,18.703,19.329,DOWN,0
2007-09-10,17.73,18.485,17.685,18.502,19.3179,UP,1
2007-09-11,17.91,17.85,17.6954,18.334,19.3108,DOWN,0
2007-09-12,17.79,17.88,17.7038,18.124,19.2895,UP,1
2007-09-13,17.885,17.86,17.7125,17.944,19.2687,UP,1
2007-09-14,18.06,17.71,17.7235,17.875,19.2533,DOWN,0
2007-09-17,17.51,18.045,17.7307,17.831,19.2244,UP,1
2007-09-18,18.535,17.695,17.7418,17.956,19.2146,UP,1
2007-09-19,18.935,18.775,17.7543,18.185,19.2099,UP,1
2007-09-20,19.315,18.95,17.7697,18.471,19.2142,UP,1
2007-09-21,19.415,19.485,17.7837,18.742,19.2106,DOWN,0
2007-09-24,18.885,19.43,17.7941,19.017,19.1957,DOWN,0
2007-09-25,18.85,18.74,17.8045,19.08,19.1782,UP,1
2007-09-26,18.965,18.915,17.8151,19.086,19.1548,UP,1
2007-09-27,19.05,19.09,17.8274,19.033,19.1269,DOWN,0
2007-09-28,18.73,19.0,17.8373,18.896,19.0885,UP,1
2007-10-01,19.355,18.75,17.8547,18.99,19.0657,DOWN,0
2007-10-02,19.0,19.31,17.8699,19.02,19.0407,DOWN,0
2007-10-03,18.95,18.935,17.8825,19.017,19.0181,UP,1
2007-10-04,18.96,19.05,17.8973,18.999,18.9928,UP,1
2007-10-05,19.53,19.2,17.9154,19.159,18.9826,DOWN,0
2007-10-08,19.15,19.495,17.9316,19.118,18.9683,UP,1
2007-10-09,19.255,19.2,17.9503,19.169,18.9478,DOWN,0
2007-10-10,18.99,19.2,17.9678,19.177,18.9192,DOWN,0
2007-10-11,18.745,19.125,17.9859,19.134,18.8898,DOWN,0
2007-10-12,18.5,18.705,18.0017,18.928,18.8631,UP,1
2007-10-15,18.545,18.475,18.017,18.807,18.8511,DOWN,0
2007-10-16,18.35,18.46,18.032,18.626,18.8282,DOWN,0
2007-10-17,18.14,18.55,18.0467,18.456,18.8033,UP,1
2007-10-18,18.285,18.05,18.0632,18.364,18.7824,DOWN,0
2007-10-19,17.47,18.2,18.077,18.158,18.7529,UP,1
2007-10-22,17.695,17.24,18.0939,17.988,18.707,DOWN,0
2007-10-23,17.665,17.925,18.1098,17.851,18.6699,UP,1
2007-10-24,18.94,18.5,18.132,18.011,18.6719,DOWN,0
2007-10-25,18.5,19.06,18.1515,18.054,18.6789,UP,1
2007-10-26,19.22,18.635,18.1709,18.404,18.6898,DOWN,0
2007-10-29,19.14,19.445,18.1887,18.693,18.6849,DOWN,0
2007-10-30,18.8,19.15,18.2046,18.92,18.6757,DOWN,0
2007-10-31,18.765,18.805,18.2194,18.885,18.671,DOWN,0
2007-11-01,17.75,18.055,18.2304,18.735,18.6366,UP,1
2007-11-02,17.775,17.95,18.2408,18.446,18.6087,DOWN,0
2007-11-05,17.67,17.705,18.2515,18.152,18.5711,UP,1
2007-11-06,17.7,17.815,18.2591,17.932,18.5456,DOWN,0
2007-11-07,17.155,17.63,18.2646,17.61,18.5211,UP,1
2007-11-08,17.49,17.34,18.2728,17.558,18.5001,DOWN,0
2007-11-09,16.83,17.215,18.2784,17.369,18.468,DOWN,0
2007-11-12,16.575,16.86,18.2831,17.15,18.4248,UP,1
2007-11-13,17.675,17.565,18.2925,17.145,18.4033,DOWN,0
2007-11-14,17.62,17.76,18.3006,17.238,18.3789,UP,1
2007-11-15,17.64,17.495,18.308,17.268,18.356,DOWN,0
2007-11-16,17.555,17.785,18.314,17.413,18.339,DOWN,0
2007-11-19,17.14,17.56,18.3192,17.526,18.3272,DOWN,0
2007-11-20,16.98,17.14,18.3229,17.387,18.3086,DOWN,0
2007-11-21,16.635,16.875,18.3248,17.19,18.2855,UP,1
2007-11-23,16.825,16.715,18.3292,17.027,18.2643,DOWN,0
2007-11-26,16.36,16.785,18.3326,16.788,18.2303,UP,1
2007-11-27,16.395,16.42,18.3353,16.639,18.208,UP,1
2007-11-28,17.07,16.615,18.3395,16.657,18.1787,DOWN,0
2007-11-29,17.015,17.03,18.3408,16.733,18.1403,DOWN,0
2007-11-30,16.97,17.155,18.3419,16.762,18.0934,DOWN,0
2007-12-03,16.585,16.81,18.3413,16.807,18.0368,UP,1
2007-12-04,16.65,16.475,18.3398,16.858,17.9921,UP,1
2007-12-05,17.075,16.93,18.3397,16.859,17.9566,UP,1
2007-12-06,17.735,17.115,18.3424,17.003,17.932,UP,1
2007-12-07,17.75,17.74,18.3464,17.159,17.906,UP,1
2007-12-10,17.78,17.835,18.3521,17.398,17.887,DOWN,0
2007-12-11,17.06,17.92,18.358,17.48,17.8411,UP,1
2007-12-12,17.255,17.415,18.3639,17.516,17.8062,UP,1
2007-12-13,17.61,17.245,18.371,17.491,17.7794,DOWN,0
2007-12-14,17.345,17.305,18.3796,17.41,17.7471,DOWN,0
2007-12-17,16.885,17.3,18.3856,17.231,17.6942,UP,1
2007-12-18,17.09,17.075,18.3939,17.237,17.653,DOWN,0
2007-12-19,17.04,17.025,18.4,17.194,17.6087,UP,1
2007-12-20,17.305,17.135,18.4059,17.133,17.575,UP,1
2007-12-21,17.785,17.545,18.4133,17.221,17.5558,UP,1
2007-12-24,18.115,17.895,18.4223,17.467,17.5481,DOWN,0
2007-12-26,17.725,17.925,18.4316,17.594,17.5317,DOWN,0
2007-12-27,17.3,17.765,18.437,17.646,17.5107,UP,1
2007-12-28,17.425,17.32,18.4408,17.67,17.4964,DOWN,0
2007-12-31,17.22,17.37,18.4442,17.557,17.4751,DOWN,0
2008-01-02,16.795,17.175,18.4451,17.293,17.4616,DOWN,0
2008-01-03,16.365,16.86,18.4438,17.021,17.435,DOWN,0
