ticker,WAB US Equity,WAB US Equity,WAB US Equity,WAB US Equity,WAB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-11-29,42.665,42.085,38.7721,41.592,40.9684,DOWN,0
2012-11-30,42.31,42.995,38.8062,41.882,41.0053,UP,1
2012-12-03,42.595,42.5,38.8457,42.195,41.0394,UP,1
2012-12-04,43.145,42.84,38.8844,42.53,41.0972,UP,1
2012-12-05,43.455,43.135,38.9246,42.834,41.1669,DOWN,0
2012-12-06,43.43,43.315,38.9643,42.987,41.2187,UP,1
2012-12-07,43.505,43.645,38.9952,43.226,41.3005,UP,1
2012-12-10,44.21,43.5,39.0284,43.549,41.3989,DOWN,0
2012-12-11,44.01,44.305,39.064,43.722,41.4831,DOWN,0
2012-12-12,43.98,44.23,39.0946,43.827,41.5598,DOWN,0
2012-12-13,43.54,44.035,39.1213,43.849,41.6403,DOWN,0
2012-12-14,43.395,43.43,39.1514,43.827,41.6944,UP,1
2012-12-17,43.785,43.545,39.1816,43.742,41.738,UP,1
2012-12-18,44.345,44.0,39.2147,43.809,41.7758,DOWN,0
2012-12-19,44.185,44.3,39.2491,43.85,41.8128,DOWN,0
2012-12-20,44.18,44.175,39.2899,43.978,41.8492,DOWN,0
2012-12-21,43.98,43.425,39.3283,44.095,41.8918,DOWN,0
2012-12-24,43.9,44.0,39.3619,44.118,41.9408,DOWN,0
2012-12-26,43.6,43.99,39.3904,43.969,41.9805,DOWN,0
2012-12-27,43.44,43.715,39.4199,43.82,42.0133,DOWN,0
2012-12-28,43.375,43.265,39.4452,43.659,42.0479,UP,1
2012-12-31,43.77,43.295,39.4751,43.617,42.0824,UP,1
2013-01-02,44.5,44.64,39.5062,43.737,42.1335,UP,1
2013-01-03,45.185,44.58,39.5384,44.054,42.1929,DOWN,0
2013-01-04,45.035,45.225,39.5686,44.373,42.2637,DOWN,0
2013-01-07,44.615,44.84,39.5996,44.621,42.315,DOWN,0
2013-01-08,44.565,44.605,39.6305,44.78,42.3739,UP,1
2013-01-09,44.6,44.62,39.6653,44.8,42.4456,UP,1
2013-01-10,45.0,44.87,39.701,44.763,42.5266,DOWN,0
2013-01-11,44.425,44.85,39.7311,44.641,42.5966,DOWN,0
2013-01-14,44.4,44.41,39.764,44.598,42.6656,UP,1
2013-01-15,44.965,44.3,39.8029,44.678,42.7332,DOWN,0
2013-01-16,44.645,44.76,39.8417,44.687,42.8096,UP,1
2013-01-17,44.7,44.62,39.8768,44.627,42.881,UP,1
2013-01-18,45.29,44.84,39.9135,44.8,42.9636,UP,1
2013-01-22,45.79,45.29,39.9535,45.078,43.0713,DOWN,0
2013-01-23,45.77,45.8,39.9959,45.239,43.1836,UP,1
2013-01-24,46.14,45.78,40.0407,45.538,43.3058,DOWN,0
2013-01-25,46.105,46.375,40.0873,45.819,43.4162,UP,1
2013-01-28,46.22,46.275,40.1408,46.005,43.5337,UP,1
2013-01-29,46.355,46.175,40.1943,46.118,43.6628,DOWN,0
2013-01-30,45.865,46.34,40.2327,46.137,43.784,UP,1
2013-01-31,46.81,45.75,40.2747,46.271,43.9218,UP,1
2013-02-01,47.925,47.18,40.3203,46.635,44.0701,DOWN,0
2013-02-04,47.61,47.57,40.3605,46.913,44.2167,UP,1
2013-02-05,47.835,47.855,40.3972,47.209,44.3689,UP,1
2013-02-06,48.0,47.76,40.4389,47.636,44.5117,DOWN,0
2013-02-07,47.94,48.01,40.4788,47.862,44.6499,UP,1
2013-02-08,48.205,47.935,40.5224,47.918,44.7846,DOWN,0
2013-02-11,48.05,48.25,40.5659,48.006,44.9069,UP,1
2013-02-12,48.39,48.05,40.6126,48.117,45.0214,UP,1
2013-02-13,48.47,48.36,40.6586,48.211,45.1446,DOWN,0
2013-02-14,48.325,48.34,40.7019,48.288,45.2592,DOWN,0
2013-02-15,47.745,48.245,40.7462,48.196,45.3512,UP,1
2013-02-19,49.755,48.01,40.8012,48.537,45.4772,DOWN,0
2013-02-20,48.77,49.58,40.8488,48.613,45.584,DOWN,0
2013-02-21,48.24,48.66,40.8933,48.567,45.6787,UP,1
2013-02-22,48.88,48.605,40.9449,48.678,45.7721,DOWN,0
2013-02-25,48.325,49.125,40.996,48.794,45.8584,UP,1
2013-02-26,48.47,48.575,41.0489,48.537,45.9482,UP,1
2013-02-27,48.875,48.44,41.1068,48.558,46.0549,UP,1
2013-02-28,48.895,48.77,41.1678,48.689,46.1649,DOWN,0
2013-03-01,48.86,48.775,41.227,48.685,46.2664,UP,1
2013-03-04,49.04,48.86,41.2907,48.828,46.3603,UP,1
2013-03-05,49.585,49.28,41.3571,49.051,46.4683,DOWN,0
2013-03-06,49.2,49.77,41.4231,49.116,46.5687,DOWN,0
2013-03-07,49.02,49.245,41.4946,49.141,46.6695,UP,1
2013-03-08,49.24,49.34,41.5682,49.217,46.7763,DOWN,0
2013-03-11,49.2,49.225,41.6345,49.249,46.8883,UP,1
2013-03-12,49.33,49.165,41.6996,49.198,47.0061,UP,1
2013-03-13,49.705,49.355,41.7657,49.299,47.1327,UP,1
2013-03-14,50.26,49.72,41.8335,49.547,47.2625,DOWN,0
2013-03-15,49.59,50.0,41.9001,49.617,47.3643,UP,1
2013-03-18,50.025,49.235,41.9651,49.782,47.4611,DOWN,0
2013-03-19,49.87,50.005,42.033,49.89,47.5578,UP,1
2013-03-20,50.32,49.95,42.1031,50.013,47.6719,DOWN,0
2013-03-21,49.845,50.16,42.1763,49.93,47.7775,UP,1
2013-03-22,50.28,50.015,42.2535,50.068,47.8911,DOWN,0
2013-03-25,49.83,50.39,42.3273,50.029,47.9877,DOWN,0
2013-03-26,49.73,50.14,42.3951,50.001,48.0938,UP,1
2013-03-27,49.905,49.615,42.4645,49.918,48.2039,UP,1
2013-03-28,51.055,50.06,42.5391,50.16,48.3257,DOWN,0
2013-04-01,50.245,51.09,42.6138,50.153,48.4377,DOWN,0
2013-04-02,49.325,50.27,42.6837,50.052,48.5302,DOWN,0
2013-04-03,48.44,49.425,42.7525,49.794,48.5932,UP,1
2013-04-04,49.005,48.34,42.8221,49.614,48.6575,UP,1
2013-04-05,49.51,48.435,42.8865,49.305,48.7323,UP,1
2013-04-08,50.0,49.43,42.9514,49.256,48.8095,UP,1
2013-04-09,50.155,50.21,43.0124,49.422,48.8905,UP,1
2013-04-10,50.945,50.14,43.0771,49.923,48.985,UP,1
2013-04-11,51.38,50.92,43.1456,50.398,49.0855,DOWN,0
2013-04-12,51.265,51.18,43.2123,50.749,49.1935,DOWN,0
2013-04-15,50.245,50.88,43.2798,50.798,49.2622,UP,1
2013-04-16,51.08,50.555,43.3509,50.983,49.3253,DOWN,0
2013-04-17,50.125,50.625,43.4161,50.819,49.3756,DOWN,0
2013-04-18,49.71,50.375,43.4742,50.485,49.4131,UP,1
2013-04-19,50.505,49.73,43.5317,50.333,49.4632,UP,1
2013-04-22,50.51,50.665,43.5891,50.386,49.5146,UP,1
2013-04-23,50.89,50.68,43.6474,50.348,49.5683,DOWN,0
2013-04-24,50.705,50.89,43.7052,50.464,49.6214,UP,1
2013-04-25,51.96,50.955,43.7733,50.914,49.6928,DOWN,0
2013-04-26,51.54,51.905,43.8398,51.121,49.7542,UP,1
2013-04-29,52.335,51.78,43.9139,51.486,49.8344,UP,1
2013-04-30,52.47,52.405,43.9905,51.802,49.9289,DOWN,0
2013-05-01,51.32,52.385,44.061,51.925,49.9602,UP,1
2013-05-02,52.11,51.52,44.1297,51.955,50.027,UP,1
2013-05-03,52.83,52.5,44.2049,52.213,50.1188,DOWN,0
2013-05-06,52.7,52.76,44.2776,52.286,50.1952,UP,1
2013-05-07,52.78,52.77,44.349,52.348,50.2843,UP,1
2013-05-08,52.81,52.805,44.4207,52.646,50.3711,UP,1
2013-05-09,52.91,52.815,44.4953,52.806,50.4518,UP,1
2013-05-10,53.14,52.96,44.5722,52.868,50.5367,DOWN,0
2013-05-13,52.96,53.015,44.6421,52.92,50.6187,UP,1
2013-05-14,54.42,52.975,44.7187,53.248,50.7263,UP,1
2013-05-15,55.745,54.715,44.8011,53.835,50.8495,UP,1
2013-05-16,55.95,55.89,44.8783,54.443,50.9845,UP,1
2013-05-17,56.03,56.215,44.9588,55.021,51.1247,DOWN,0
2013-05-20,55.645,55.605,45.0391,55.558,51.2528,DOWN,0
2013-05-21,55.465,55.695,45.1225,55.767,51.3781,DOWN,0
2013-05-22,55.04,55.44,45.2044,55.626,51.4923,DOWN,0
2013-05-23,54.895,54.335,45.2829,55.415,51.5961,DOWN,0
2013-05-24,54.82,54.595,45.362,55.173,51.6873,UP,1
2013-05-28,55.45,55.43,45.441,55.134,51.8045,DOWN,0
2013-05-29,54.935,55.215,45.5201,55.028,51.9027,UP,1
2013-05-30,54.97,55.025,45.5995,55.014,52.0047,UP,1
2013-05-31,55.005,54.8,45.6756,55.036,52.0984,UP,1
2013-06-03,55.435,55.035,45.7555,55.159,52.2102,DOWN,0
2013-06-04,54.68,55.345,45.8302,55.005,52.2982,DOWN,0
2013-06-05,54.275,54.6,45.9025,54.873,52.3871,UP,1
2013-06-06,54.74,54.27,45.9738,54.827,52.4873,UP,1
2013-06-07,55.515,54.925,46.0494,54.929,52.5995,DOWN,0
2013-06-10,55.2,55.57,46.125,54.882,52.6824,DOWN,0
2013-06-11,54.955,54.945,46.1959,54.937,52.7766,DOWN,0
2013-06-12,53.42,54.36,46.2603,54.766,52.8585,UP,1
2013-06-13,53.71,53.54,46.3284,54.56,52.9639,DOWN,0
2013-06-14,53.37,53.33,46.3952,54.131,53.0512,UP,1
2013-06-17,53.72,53.56,46.4672,53.835,53.1354,UP,1
2013-06-18,53.98,53.86,46.5412,53.64,53.215,DOWN,0
2013-06-19,53.34,54.05,46.6121,53.624,53.2787,DOWN,0
2013-06-20,51.56,53.01,46.6747,53.194,53.291,DOWN,0
2013-06-21,50.54,51.74,46.7321,52.628,53.2742,DOWN,0
2013-06-24,49.65,49.76,46.7843,51.814,53.2419,UP,1
2013-06-25,50.51,50.04,46.8401,51.12,53.2472,UP,1
2013-06-26,52.26,50.96,46.9007,50.904,53.2708,UP,1
2013-06-27,53.31,52.7,46.9627,51.254,53.3345,UP,1
2013-06-28,53.43,53.29,47.0261,51.832,53.4089,UP,1
2013-07-01,53.69,54.23,47.0912,52.64,53.4726,DOWN,0
2013-07-02,53.3,53.69,47.1505,53.198,53.5284,UP,1
2013-07-03,53.49,53.0,47.2128,53.444,53.5804,UP,1
2013-07-05,54.39,54.11,47.2779,53.66,53.6541,DOWN,0
2013-07-08,54.36,54.56,47.3462,53.846,53.7021,UP,1
2013-07-09,55.14,54.54,47.4196,54.136,53.7741,DOWN,0
2013-07-10,54.76,55.48,47.4889,54.428,53.8226,UP,1
2013-07-11,55.37,55.52,47.5645,54.804,53.8806,UP,1
2013-07-12,56.04,55.59,47.6448,55.134,53.975,DOWN,0
2013-07-15,55.9,56.14,47.7201,55.442,54.0508,DOWN,0
2013-07-16,55.49,55.94,47.8005,55.512,54.104,UP,1
2013-07-17,55.62,55.85,47.8822,55.684,54.1624,UP,1
2013-07-18,56.43,56.03,47.9653,55.896,54.2354,UP,1
2013-07-19,56.62,56.19,48.0477,56.012,54.3116,UP,1
2013-07-22,57.01,56.77,48.1352,56.234,54.3936,UP,1
2013-07-23,57.1,57.21,48.2172,56.556,54.4728,DOWN,0
2013-07-24,56.9,57.16,48.2937,56.812,54.5516,UP,1
2013-07-25,57.48,56.81,48.3688,57.022,54.6128,DOWN,0
2013-07-26,57.32,57.02,48.4437,57.162,54.6443,UP,1
2013-07-29,57.41,57.25,48.519,57.242,54.6735,DOWN,0
2013-07-30,57.41,57.65,48.5968,57.304,54.7011,UP,1
2013-07-31,58.06,57.71,48.6798,57.536,54.7494,UP,1
2013-08-01,59.53,58.81,48.7694,57.946,54.8307,DOWN,0
2013-08-02,59.15,59.23,48.8562,58.312,54.9129,DOWN,0
2013-08-05,59.08,59.17,48.9433,58.646,54.9966,DOWN,0
2013-08-06,58.62,58.96,49.0262,58.888,55.0726,DOWN,0
2013-08-07,58.24,58.5,49.1077,58.924,55.1284,UP,1
2013-08-08,58.9,58.53,49.1911,58.798,55.2077,DOWN,0
2013-08-09,58.78,58.78,49.2775,58.724,55.2839,UP,1
2013-08-12,58.94,58.59,49.362,58.696,55.3626,UP,1
2013-08-13,59.27,58.92,49.4502,58.826,55.4393,DOWN,0
2013-08-14,58.82,59.21,49.5393,58.942,55.5221,DOWN,0
2013-08-15,57.78,58.21,49.6234,58.718,55.5922,UP,1
2013-08-16,58.29,57.78,49.7102,58.62,55.6632,DOWN,0
2013-08-19,58.02,58.3,49.7956,58.436,55.7133,UP,1
2013-08-20,58.58,58.03,49.8806,58.298,55.7809,UP,1
2013-08-21,58.88,58.44,49.9708,58.31,55.8594,UP,1
2013-08-22,59.75,59.19,50.0639,58.704,55.986,DOWN,0
2013-08-23,59.52,59.83,50.1557,58.95,56.1022,DOWN,0
2013-08-26,59.36,59.64,50.2505,59.218,56.222,DOWN,0
2013-08-27,58.39,58.71,50.3417,59.18,56.3154,UP,1
2013-08-28,58.76,58.36,50.4353,59.156,56.411,UP,1
2013-08-29,59.36,58.7,50.5292,59.078,56.5314,DOWN,0
2013-08-30,58.52,59.39,50.6201,58.878,56.6706,UP,1
2013-09-03,58.64,59.28,50.7138,58.734,56.8326,UP,1
2013-09-04,59.06,58.71,50.8101,58.868,57.0208,UP,1
2013-09-05,59.51,58.99,50.908,59.018,57.2008,UP,1
2013-09-06,59.91,59.83,51.005,59.128,57.3538,UP,1
2013-09-09,61.51,60.25,51.1112,59.726,57.5178,UP,1
2013-09-10,62.39,61.99,51.222,60.476,57.697,DOWN,0
2013-09-11,62.26,62.42,51.329,61.116,57.8684,DOWN,0
2013-09-12,61.31,62.26,51.4304,61.476,58.0286,DOWN,0
2013-09-13,61.12,61.36,51.5286,61.718,58.1812,UP,1
2013-09-16,61.63,61.8,51.6271,61.742,58.326,UP,1
2013-09-17,61.81,61.66,51.7228,61.626,58.475,UP,1
2013-09-18,62.47,61.74,51.8236,61.668,58.6216,UP,1
2013-09-19,62.84,62.53,51.9249,61.974,58.7832,DOWN,0
2013-09-20,62.2,63.15,52.0201,62.19,58.9198,UP,1
2013-09-23,62.89,62.3,52.1173,62.442,59.0568,UP,1
2013-09-24,62.97,62.9,52.215,62.674,59.1982,DOWN,0
2013-09-25,62.41,63.06,52.3095,62.662,59.3366,UP,1
2013-09-26,62.62,62.68,52.4016,62.618,59.4766,DOWN,0
2013-09-27,62.56,62.23,52.4943,62.69,59.5992,UP,1
2013-09-30,62.87,62.05,52.5888,62.686,59.7242,UP,1
2013-10-01,63.74,63.02,52.6898,62.84,59.8588,DOWN,0
2013-10-02,63.43,63.43,52.79,63.044,59.9854,DOWN,0
2013-10-03,63.31,63.24,52.8876,63.182,60.1136,UP,1
2013-10-04,63.7,63.25,52.9844,63.41,60.238,DOWN,0
2013-10-07,62.95,62.94,53.0782,63.426,60.3506,DOWN,0
2013-10-08,62.44,62.8,53.1695,63.166,60.4512,UP,1
2013-10-09,62.53,62.49,53.2622,62.986,60.5536,UP,1
2013-10-10,64.07,63.13,53.3631,63.138,60.6738,UP,1
2013-10-11,64.49,64.09,53.4675,63.296,60.773,UP,1
2013-10-14,64.95,63.87,53.5751,63.696,60.889,DOWN,0
2013-10-15,64.34,64.91,53.6799,64.076,60.9942,UP,1
2013-10-16,64.81,64.75,53.7851,64.532,61.118,UP,1
2013-10-17,65.36,64.83,53.8894,64.79,61.2604,UP,1
2013-10-18,65.82,65.48,53.9926,65.056,61.3988,DOWN,0
2013-10-21,65.81,65.95,54.0965,65.228,61.5394,UP,1
2013-10-22,65.85,66.18,54.2026,65.53,61.6776,DOWN,0
2013-10-23,65.79,65.76,54.3088,65.726,61.808,DOWN,0
2013-10-24,65.49,66.11,54.4132,65.752,61.9414,UP,1
2013-10-25,66.08,65.62,54.5186,65.804,62.1074,DOWN,0
2013-10-28,65.7,66.1,54.625,65.782,62.2556,UP,1
2013-10-29,65.74,65.93,54.7317,65.76,62.41,DOWN,0
2013-10-30,65.17,65.97,54.8327,65.636,62.5418,UP,1
2013-10-31,65.19,65.17,54.9354,65.576,62.668,UP,1
2013-11-01,65.82,65.42,55.041,65.524,62.7894,UP,1
2013-11-04,66.36,66.08,55.1464,65.656,62.9262,DOWN,0
2013-11-05,66.09,66.21,55.2479,65.726,63.0608,DOWN,0
2013-11-06,65.86,66.4,55.3483,65.864,63.2102,DOWN,0
2013-11-07,63.75,65.89,55.4364,65.576,63.31,UP,1
2013-11-08,64.36,63.68,55.5277,65.284,63.41,UP,1
2013-11-11,64.55,64.42,55.6193,64.922,63.5306,UP,1
2013-11-12,64.57,64.55,55.7104,64.618,63.6492,UP,1
2013-11-13,66.19,64.49,55.812,64.684,63.7918,UP,1
2013-11-14,67.0,66.34,55.913,65.334,63.9416,UP,1
2013-11-15,67.95,67.2,56.0131,66.052,64.1024,DOWN,0
2013-11-18,67.85,68.01,56.1143,66.712,64.2292,DOWN,0
2013-11-19,67.05,67.7,56.2104,67.208,64.3224,DOWN,0
2013-11-20,66.9,67.39,56.3049,67.35,64.4152,UP,1
2013-11-21,66.96,66.98,56.4,67.342,64.5282,UP,1
2013-11-22,67.75,66.96,56.4977,67.302,64.6608,UP,1
2013-11-25,68.61,68.08,56.6005,67.454,64.8004,UP,1
2013-11-26,69.0,68.77,56.7035,67.844,64.9442,UP,1
2013-11-27,69.09,69.25,56.8066,68.282,65.0766,DOWN,0
2013-11-29,69.0,69.32,56.91,68.69,65.1998,DOWN,0
2013-12-02,68.31,68.89,57.0128,68.802,65.322,DOWN,0
2013-12-03,66.74,68.0,57.0978,68.428,65.399,UP,1
2013-12-04,67.0,66.36,57.1889,68.028,65.4796,DOWN,0
2013-12-05,66.64,66.89,57.2809,67.538,65.5642,UP,1
2013-12-06,66.95,67.1,57.3713,67.128,65.6508,UP,1
2013-12-09,67.11,66.97,57.4652,66.888,65.7418,DOWN,0
2013-12-10,66.65,67.18,57.5561,66.87,65.8174,UP,1
2013-12-11,67.22,67.02,57.6478,66.914,65.887,UP,1
2013-12-12,68.26,67.31,57.7446,67.238,65.9836,UP,1
2013-12-13,69.44,68.27,57.8475,67.736,66.1062,UP,1
2013-12-16,70.71,69.72,57.9559,68.456,66.2464,UP,1
2013-12-17,71.61,70.62,58.066,69.448,66.4196,UP,1
2013-12-18,74.11,71.75,58.1906,70.826,66.653,DOWN,0
2013-12-19,73.8,73.81,58.3145,71.934,66.8784,DOWN,0
2013-12-20,73.78,76.92,58.4372,72.802,67.0726,DOWN,0
2013-12-23,73.56,74.15,58.559,73.372,67.254,UP,1
2013-12-24,74.04,73.42,58.6825,73.858,67.4358,UP,1
2013-12-26,74.09,74.35,58.8044,73.854,67.6308,UP,1
2013-12-27,74.16,74.38,58.9239,73.926,67.8178,DOWN,0
2013-12-30,74.15,74.13,59.0467,74.0,67.9936,UP,1
2013-12-31,74.27,74.23,59.168,74.142,68.1626,DOWN,0
2014-01-02,73.26,73.99,59.2849,73.986,68.3116,UP,1
2014-01-03,73.73,73.43,59.402,73.914,68.4692,DOWN,0
2014-01-06,72.89,74.0,59.5172,73.66,68.6112,UP,1
2014-01-07,73.15,73.28,59.6315,73.46,68.7644,DOWN,0
2014-01-08,72.86,73.12,59.7467,73.178,68.9,UP,1
2014-01-09,73.29,72.88,59.8645,73.184,69.0518,UP,1
2014-01-10,73.69,73.38,59.9834,73.176,69.2108,DOWN,0
2014-01-13,72.69,73.49,60.0916,73.136,69.3612,UP,1
2014-01-14,73.12,72.98,60.206,73.13,69.5198,UP,1
2014-01-15,75.17,73.55,60.3352,73.592,69.7068,UP,1
2014-01-16,75.37,74.89,60.4698,74.008,69.887,DOWN,0
2014-01-17,74.91,75.48,60.5994,74.252,70.0634,UP,1
2014-01-21,75.62,75.49,60.7299,74.838,70.2586,UP,1
2014-01-22,75.99,75.64,60.8599,75.412,70.5034,UP,1
2014-01-23,76.43,75.62,60.9912,75.664,70.7448,DOWN,0
2014-01-24,73.0,75.57,61.1015,75.19,70.9138,DOWN,0
2014-01-27,72.0,73.16,61.2046,74.608,71.0624,UP,1
2014-01-28,72.82,72.18,61.3124,74.048,71.195,DOWN,0
2014-01-29,72.25,71.92,61.4224,73.3,71.3,UP,1
2014-01-30,73.61,72.96,61.5351,72.736,71.4132,UP,1
2014-01-31,73.81,73.14,61.6535,72.898,71.5324,DOWN,0
2014-02-03,70.89,73.87,61.7594,72.676,71.6092,UP,1
2014-02-04,71.42,71.11,61.864,72.396,71.6996,DOWN,0
2014-02-05,71.02,71.28,61.9665,72.15,71.7808,UP,1
2014-02-06,72.56,71.31,62.0749,71.94,71.877,UP,1
2014-02-07,73.34,72.97,62.188,71.846,71.9716,DOWN,0
2014-02-10,72.36,73.18,62.29,72.14,72.0388,UP,1
2014-02-11,73.33,72.35,62.399,72.522,72.1236,UP,1
2014-02-12,74.48,73.51,62.5097,73.214,72.2332,UP,1
2014-02-13,75.94,73.98,62.6271,73.89,72.3858,UP,1
2014-02-14,76.45,75.94,62.7527,74.512,72.58,DOWN,0
2014-02-18,75.88,76.61,62.8716,75.216,72.7576,DOWN,0
2014-02-19,75.67,75.94,62.9858,75.684,72.9382,UP,1
2014-02-20,77.99,76.01,63.1122,76.386,73.159,UP,1
2014-02-21,78.23,78.25,63.2395,76.844,73.3814,UP,1
2014-02-24,79.14,78.15,63.3711,77.382,73.6312,DOWN,0
2014-02-25,79.0,79.24,63.5016,78.006,73.8668,DOWN,0
2014-02-26,78.19,79.04,63.6268,78.51,74.0654,UP,1
2014-02-27,78.63,78.16,63.7552,78.638,74.2492,UP,1
2014-02-28,79.37,78.7,63.8799,78.866,74.4224,DOWN,0
2014-03-03,78.9,78.47,63.9957,78.818,74.5682,UP,1
2014-03-04,80.54,80.03,64.1186,79.126,74.6968,UP,1
2014-03-05,80.76,80.58,64.2423,79.64,74.836,UP,1
2014-03-06,81.08,80.97,64.3695,80.13,74.982,UP,1
2014-03-07,81.61,81.29,64.5002,80.578,75.143,DOWN,0
2014-03-10,80.49,81.19,64.6274,80.896,75.272,UP,1
2014-03-11,80.5,80.52,64.7555,80.888,75.4002,UP,1
2014-03-12,80.74,79.79,64.8851,80.884,75.5318,DOWN,0
2014-03-13,80.4,80.98,65.0098,80.748,75.6568,DOWN,0
2014-03-14,79.51,80.33,65.1327,80.328,75.7616,UP,1
2014-03-17,80.44,80.09,65.26,80.318,75.9052,UP,1
2014-03-18,80.7,80.78,65.3885,80.358,76.0446,UP,1
2014-03-19,80.97,80.31,65.5162,80.404,76.2062,UP,1
2014-03-20,81.04,80.83,65.648,80.532,76.364,UP,1
2014-03-21,81.46,81.75,65.7839,80.922,76.536,DOWN,0
2014-03-24,80.23,81.68,65.9114,80.88,76.6748,DOWN,0
2014-03-25,80.2,80.54,66.0348,80.78,76.805,DOWN,0
2014-03-26,77.9,80.75,66.1483,80.166,76.9092,DOWN,0
2014-03-27,76.16,77.66,66.2543,79.19,76.97,UP,1
2014-03-28,76.97,76.62,66.3721,78.292,77.006,UP,1
2014-03-31,77.5,77.91,66.491,77.746,77.0486,UP,1
2014-04-01,78.57,79.0,66.617,77.42,77.1218,UP,1
2014-04-02,78.96,78.74,66.7432,77.632,77.1886,DOWN,0
2014-04-03,78.4,78.9,66.8653,78.08,77.2368,DOWN,0
2014-04-04,75.6,79.12,66.9766,77.806,77.2202,DOWN,0
2014-04-07,73.15,75.14,67.0846,76.936,77.2232,DOWN,0
2014-04-08,73.01,73.26,67.1969,75.824,77.2434,UP,1
2014-04-09,75.03,73.06,67.3238,75.038,77.2876,DOWN,0
2014-04-10,73.37,75.14,67.4381,74.032,77.31,DOWN,0
2014-04-11,71.81,72.98,67.5359,73.274,77.274,DOWN,0
2014-04-14,71.28,72.53,67.6257,72.9,77.2234,DOWN,0
2014-04-15,70.82,71.24,67.7127,72.462,77.222,UP,1
2014-04-16,73.47,71.2,67.8116,72.15,77.263,UP,1
2014-04-17,73.89,73.42,67.9145,72.254,77.3204,UP,1
2014-04-21,74.2,73.95,68.0181,72.732,77.3532,UP,1
2014-04-22,74.78,74.3,68.12,73.432,77.382,DOWN,0
2014-04-23,74.51,75.16,68.2208,74.17,77.425,UP,1
2014-04-24,75.51,74.78,68.3226,74.578,77.4686,DOWN,0
2014-04-25,73.83,75.11,68.418,74.566,77.4556,DOWN,0
2014-04-28,73.66,74.32,68.5094,74.458,77.41,UP,1
2014-04-29,73.97,74.07,68.5991,74.296,77.3604,UP,1
2014-04-30,74.55,74.38,68.6923,74.304,77.3338,DOWN,0
2014-05-01,74.54,74.28,68.7876,74.11,77.3112,DOWN,0
2014-05-02,74.22,74.72,68.8806,74.188,77.2358,UP,1
2014-05-05,74.91,73.94,68.973,74.438,77.1694,DOWN,0
2014-05-06,74.48,74.65,69.0623,74.54,77.0762,UP,1
2014-05-07,74.85,74.54,69.1515,74.6,76.9932,UP,1
2014-05-08,75.21,74.83,69.242,74.734,76.9336,DOWN,0
2014-05-09,74.31,75.08,69.3291,74.752,76.8472,UP,1
2014-05-12,75.9,74.56,69.4212,74.95,76.7778,DOWN,0
2014-05-13,75.83,75.98,69.5137,75.22,76.7164,DOWN,0
2014-05-14,75.3,75.79,69.6032,75.31,76.6116,DOWN,0
2014-05-15,74.24,74.87,69.6873,75.116,76.4812,UP,1
2014-05-16,74.39,74.55,69.769,75.132,76.3474,UP,1
2014-05-19,75.64,74.4,69.8495,75.08,76.228,DOWN,0
2014-05-20,74.66,75.59,69.9271,74.846,76.1114,UP,1
2014-05-21,74.85,75.16,70.0059,74.756,75.9984,UP,1
2014-05-22,75.32,74.94,70.0894,74.972,75.89,UP,1
2014-05-23,77.06,75.35,70.1835,75.506,75.8232,UP,1
2014-05-27,78.01,77.62,70.2791,75.98,75.7932,DOWN,0
2014-05-28,77.92,77.96,70.3748,76.632,75.7428,UP,1
2014-05-29,78.23,78.11,70.4712,77.308,75.6934,UP,1
2014-05-30,78.74,77.85,70.5686,77.992,75.6488,UP,1
2014-06-02,78.99,79.0,70.6694,78.378,75.6078,DOWN,0
2014-06-03,78.23,78.54,70.7717,78.422,75.5432,DOWN,0
2014-06-04,78.17,77.87,70.8711,78.472,75.502,UP,1
2014-06-05,78.96,78.33,70.9758,78.618,75.4772,UP,1
2014-06-06,79.87,79.11,71.0822,78.844,75.5166,UP,1
2014-06-09,81.31,80.0,71.1944,79.308,75.6196,UP,1
2014-06-10,81.38,81.31,71.3025,79.938,75.7078,DOWN,0
2014-06-11,81.19,80.95,71.4109,80.542,75.7816,DOWN,0
2014-06-12,80.3,81.03,71.5156,80.81,75.8162,UP,1
2014-06-13,80.44,80.57,71.6258,80.924,75.8458,UP,1
2014-06-16,80.63,80.26,71.7352,80.788,75.8904,UP,1
2014-06-17,81.66,80.73,71.8467,80.844,76.0116,UP,1
2014-06-18,82.22,81.58,71.9652,81.05,76.193,UP,1
2014-06-19,82.69,82.66,72.0854,81.528,76.3866,UP,1
2014-06-20,83.28,82.57,72.2065,82.096,76.5516,DOWN,0
2014-06-23,82.97,83.62,72.3238,82.564,76.7436,DOWN,0
2014-06-24,81.73,82.78,72.4329,82.578,76.942,UP,1
2014-06-25,82.77,81.7,72.5392,82.688,77.1718,DOWN,0
2014-06-26,82.49,82.65,72.6397,82.648,77.4052,UP,1
2014-06-27,82.7,82.3,72.7419,82.532,77.5898,DOWN,0
2014-06-30,82.59,82.59,72.8483,82.456,77.7638,DOWN,0
2014-07-01,82.45,82.95,72.955,82.6,77.9288,UP,1
2014-07-02,83.8,82.8,73.0658,82.806,78.1092,UP,1
2014-07-03,83.86,84.17,73.1761,83.08,78.2962,DOWN,0
