ticker,LEN US Equity,LEN US Equity,LEN US Equity,LEN US Equity,LEN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-09-10,33.1303,33.8889,25.8262,33.3279,31.2053,DOWN,0
2012-09-11,33.0205,33.0803,25.9092,33.3718,31.2487,UP,1
2012-09-12,34.4579,33.2401,25.9995,33.6992,31.3169,UP,1
2012-09-13,35.0568,34.408,26.091,33.9069,31.3982,UP,1
2012-09-14,36.4044,35.6058,26.188,34.4139,31.4974,DOWN,0
2012-09-17,35.8753,36.4443,26.2755,34.963,31.5799,DOWN,0
2012-09-18,35.5259,35.8254,26.3611,35.464,31.6621,UP,1
2012-09-19,36.1947,35.486,26.4502,35.8114,31.7769,UP,1
2012-09-20,36.5341,35.9352,26.5366,36.1069,31.9091,UP,1
2012-09-21,37.4425,36.8236,26.6276,36.3145,32.0378,DOWN,0
2012-09-24,36.8935,38.2011,26.7143,36.5181,32.1564,DOWN,0
2012-09-25,36.1947,36.7637,26.8003,36.6519,32.2536,DOWN,0
2012-09-26,34.5776,35.9951,26.8752,36.3285,32.3233,UP,1
2012-09-27,35.1965,34.4279,26.9537,36.061,32.4207,DOWN,0
2012-09-28,34.7074,34.947,27.0338,35.514,32.5096,DOWN,0
2012-10-01,34.5876,35.2065,27.1158,35.0528,32.5856,UP,1
2012-10-02,34.927,35.0468,27.1986,34.7992,32.6685,UP,1
2012-10-03,37.3427,34.9669,27.2916,35.3523,32.8112,UP,1
2012-10-04,37.4425,37.3626,27.3864,35.8014,32.9803,UP,1
2012-10-05,37.8517,37.8118,27.4775,36.4303,33.1347,DOWN,0
2012-10-08,37.5423,37.702,27.5654,37.0212,33.2798,DOWN,0
2012-10-09,36.7737,37.4225,27.6516,37.3906,33.4251,DOWN,0
2012-10-10,36.7138,36.7038,27.7385,37.2648,33.5763,DOWN,0
2012-10-11,35.6557,36.9234,27.8204,36.9074,33.711,UP,1
2012-10-12,35.6956,35.8254,27.9042,36.4762,33.8342,UP,1
2012-10-15,36.9833,35.7955,27.99,36.3644,33.9731,UP,1
2012-10-16,37.2528,37.2229,28.0782,36.4603,34.1253,UP,1
2012-10-17,38.0614,37.9017,28.1692,36.7298,34.2802,UP,1
2012-10-18,38.6104,38.0115,28.2614,37.3207,34.4393,UP,1
2012-10-19,38.6603,38.5704,28.351,37.9136,34.5838,DOWN,0
2012-10-22,38.1113,38.4507,28.4398,38.1392,34.7232,DOWN,0
2012-10-23,37.682,37.5623,28.525,38.2251,34.8534,UP,1
2012-10-24,38.1312,37.8018,28.612,38.239,34.9915,DOWN,0
2012-10-25,37.4425,38.5804,28.6882,38.0055,35.1149,DOWN,0
2012-10-26,36.9534,37.3227,28.7622,37.6641,35.2069,UP,1
2012-10-31,37.4026,37.3626,28.8394,37.5223,35.3013,UP,1
2012-11-01,38.2211,37.5623,28.9205,37.6301,35.4293,DOWN,0
2012-11-02,37.2428,38.4307,28.992,37.4525,35.5517,UP,1
2012-11-05,38.5505,37.2329,29.0717,37.6741,35.6769,UP,1
2012-11-06,38.82,38.5704,29.1557,38.0474,35.8138,UP,1
2012-11-07,38.9797,38.251,29.242,38.3628,35.942,DOWN,0
2012-11-08,38.3409,39.0296,29.3221,38.3868,36.0698,DOWN,0
2012-11-09,38.0414,38.1312,29.3985,38.5465,36.1863,DOWN,0
2012-11-12,36.3145,38.281,29.4696,38.0993,36.2694,DOWN,0
2012-11-13,36.1448,36.0051,29.5391,37.5643,36.3514,DOWN,0
2012-11-14,34.947,36.4543,29.6034,36.7577,36.403,DOWN,0
