ticker,GE US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2009-08-11,107.5832,111.0437,101.7515,110.0594,96.1528,UP,1
2009-08-12,108.6598,106.1221,101.6092,110.2747,96.2035,DOWN,0
2009-08-13,108.4291,110.5823,101.4697,109.9517,96.2958,DOWN,0
2009-08-14,107.0449,108.506,101.2555,108.7521,96.322,DOWN,0
2009-08-17,102.7385,102.6616,101.0309,106.8911,96.2943,UP,1
2009-08-18,104.5072,104.0458,100.8095,106.2759,96.2989,DOWN,0
2009-08-19,104.0458,102.5078,100.5795,105.3531,96.2927,UP,1
2009-08-20,106.199,105.0455,100.3684,104.9071,96.3558,UP,1
2009-08-21,109.275,108.8905,100.1162,105.3531,96.4712,DOWN,0
2009-08-24,109.1981,110.4285,99.8959,106.645,96.5773,UP,1
2009-08-25,109.9671,109.4288,99.7406,107.737,96.7541,DOWN,0
2009-08-26,108.506,109.5057,99.5579,108.6291,96.9587,UP,1
2009-08-27,109.1212,108.506,99.3941,109.2135,97.2571,DOWN,0
2009-08-28,108.2753,110.3516,99.2507,109.0136,97.5816,DOWN,0
2009-08-31,106.8911,107.1987,99.1588,108.5522,97.8584,DOWN,0
2009-09-01,102.5847,105.6607,99.0235,107.0757,98.1383,DOWN,0
2009-09-02,101.5081,101.585,98.915,105.6761,98.3844,UP,1
2009-09-03,103.4306,102.6616,98.8128,104.538,98.6536,UP,1
2009-09-04,106.6604,103.6613,98.7286,104.215,98.9627,UP,1
2009-09-08,111.5051,111.6589,98.7305,105.1378,99.3857,UP,1
2009-09-09,114.3504,113.6583,98.8085,107.4909,99.864,DOWN,0
2009-09-10,113.8121,114.7349,98.8381,109.9517,100.3377,DOWN,0
2009-09-11,112.8124,114.3504,98.8154,111.8281,100.7822,UP,1
2009-09-14,118.0416,111.8896,98.7993,114.1043,101.3805,UP,1
2009-09-15,123.0401,119.1182,98.792,116.4113,102.0756,UP,1
2009-09-16,130.7301,126.0392,98.7855,119.6873,102.9969,DOWN,0
2009-09-17,128.1155,130.4994,98.8301,122.548,103.912,DOWN,0
2009-09-18,126.8851,129.8073,98.7874,125.3625,104.7794,UP,1
2009-09-21,128.8845,126.3468,98.7347,127.5311,105.6992,UP,1
2009-09-22,130.807,131.1915,98.7139,129.0845,106.5528,DOWN,0
2009-09-23,130.7301,132.0374,98.6813,129.0845,107.3771,DOWN,0
2009-09-24,127.5003,131.1915,98.5928,128.9614,108.0446,DOWN,0
2009-09-25,125.8854,125.7316,98.5386,128.7615,108.6552,UP,1
2009-09-28,128.8845,126.6544,98.4909,128.7615,109.4411,DOWN,0
2009-09-29,128.5,130.038,98.4779,128.3001,110.2163,DOWN,0
2009-09-30,126.2699,129.4228,98.4513,127.4081,110.9776,DOWN,0
2009-10-01,122.8094,125.424,98.4136,126.4699,111.6451,DOWN,0
2009-10-02,118.1185,118.8106,98.3152,124.9165,112.1695,UP,1
2009-10-05,121.7328,119.8872,98.2552,123.4861,112.754,UP,1
2009-10-06,123.6553,124.1167,98.2598,122.5172,113.3323,UP,1
2009-10-07,124.2705,123.2708,98.2468,122.1173,113.8921,UP,1
2009-10-08,124.7319,126.5775,98.2525,122.5018,114.5011,DOWN,0
2009-10-09,124.4243,124.5781,98.2429,123.763,114.9733,UP,1
2009-10-12,125.5778,125.8085,98.2514,124.532,115.4239,UP,1
2009-10-13,126.0392,125.5009,98.2675,125.0088,115.8346,UP,1
2009-10-14,129.4997,128.9614,98.3129,126.0546,116.2991,DOWN,0
2009-10-15,129.1152,129.1152,98.3502,126.9313,116.7297,DOWN,0
2009-10-16,123.6553,125.7316,98.3456,126.7775,117.0019,DOWN,0
2009-10-19,121.8097,123.4246,98.2983,126.0239,117.1773,DOWN,0
2009-10-20,119.8103,121.5021,98.2579,124.7781,117.3326,DOWN,0
2009-10-21,119.4258,119.272,98.2068,122.7633,117.5695,DOWN,0
2009-10-22,117.9647,119.1951,98.1772,120.5332,117.7556,DOWN,0
2009-10-23,116.8881,118.1954,98.141,119.1797,117.9247,DOWN,0
2009-10-26,115.427,117.1957,98.103,117.9032,118.0924,DOWN,0
2009-10-27,114.8118,115.8884,98.0684,116.9035,118.3338,DOWN,0
2009-10-28,110.8899,113.5814,98.0484,115.1963,118.4615,UP,1
2009-10-29,114.3504,111.8127,98.0776,114.4735,118.6676,DOWN,0
2009-10-30,109.6595,114.8118,98.0964,113.0277,118.7368,UP,1
2009-11-02,111.2744,109.9671,98.116,112.1972,118.7768,DOWN,0
2009-11-03,110.1209,109.1981,98.1695,111.259,118.7952,DOWN,0
2009-11-04,109.1212,111.0437,98.2141,110.9053,118.7783,UP,1
2009-11-05,110.9668,109.8133,98.2506,110.2286,118.8275,UP,1
2009-11-06,117.8878,115.1963,98.3775,111.8742,119.0029,UP,1
2009-11-09,121.8866,120.7331,98.5094,113.9967,119.2751,DOWN,0
2009-11-10,121.3483,122.6556,98.614,116.2422,119.5642,UP,1
2009-11-11,121.7328,122.5787,98.7036,118.7645,119.9472,DOWN,0
2009-11-12,121.1176,121.5021,98.8201,120.7946,120.3394,DOWN,0
2009-11-13,120.4255,121.1945,98.9558,121.3022,120.6793,UP,1
2009-11-16,123.0401,121.5021,99.1242,121.5329,121.0069,UP,1
2009-11-17,123.1939,122.7325,99.303,121.902,121.2407,UP,1
2009-11-18,123.7322,123.117,99.4887,122.3019,121.4283,DOWN,0
2009-11-19,121.1945,122.4249,99.6775,122.3173,121.576,DOWN,0
2009-11-20,119.8872,120.4255,99.8501,122.2096,121.7174,UP,1
2009-11-23,123.1939,121.7328,99.9801,122.2404,121.8205,UP,1
2009-11-24,123.9629,123.6553,100.1531,122.3942,121.8389,UP,1
2009-11-25,124.4243,124.8857,100.3162,122.5326,121.7128,DOWN,0
2009-11-27,122.5787,119.1182,100.48,122.8094,121.6021,UP,1
2009-11-30,123.1939,121.6559,100.6561,123.4708,121.5283,UP,1
2009-12-01,124.3474,125.1164,100.8621,123.7015,121.4375,DOWN,0
2009-12-02,123.5784,123.9629,101.0625,123.6246,121.293,DOWN,0
2009-12-03,123.0401,123.9629,101.2909,123.3477,121.1392,UP,1
2009-12-04,124.5781,125.6547,101.5531,123.7476,121.0807,DOWN,0
2009-12-07,123.6553,123.5784,101.8311,123.8399,121.0361,DOWN,0
2009-12-08,120.8869,122.2711,102.0864,123.1478,120.8762,DOWN,0
2009-12-09,120.4255,120.9638,102.3421,122.5172,120.7147,DOWN,0
2009-12-10,120.041,121.579,102.5924,121.9174,120.5901,UP,1
2009-12-11,122.4249,120.8869,102.8773,121.4867,120.5824,UP,1
2009-12-14,122.6556,122.8863,103.1984,121.2868,120.6731,DOWN,0
2009-12-15,121.1176,121.7328,103.5344,121.3329,120.6608,DOWN,0
2009-12-16,120.6562,121.5021,103.8805,121.3791,120.6009,UP,1
2009-12-17,121.4252,119.8872,104.2315,121.6559,120.544,DOWN,0
2009-12-18,119.8872,122.348,104.5595,121.1484,120.4471,DOWN,0
2009-12-21,119.7334,120.6562,104.8733,120.5639,120.3532,DOWN,0
2009-12-22,119.0413,119.7334,105.1274,120.1487,120.2225,DOWN,0
2009-12-23,118.503,118.8875,105.3935,119.718,120.0718,UP,1
2009-12-24,118.7337,118.2723,105.6192,119.1797,119.8565,DOWN,0
2009-12-28,117.9647,118.2723,105.8391,118.7952,119.6335,UP,1
2009-12-29,118.7337,118.1185,106.0614,118.5953,119.535,DOWN,0
2009-12-30,118.0416,117.6571,106.2671,118.3954,119.4597,DOWN,0
2009-12-31,116.3498,117.4264,106.452,117.9647,119.3905,UP,1
2010-01-04,118.8106,117.0419,106.6566,117.9801,119.3781,UP,1
2010-01-05,119.4258,118.8875,106.8869,118.2723,119.4074,DOWN,0
2010-01-06,118.8106,119.4258,107.0799,118.2877,119.4458,UP,1
2010-01-07,124.9626,119.0413,107.3044,119.6719,119.6365,UP,1
2010-01-08,127.6541,125.424,107.5394,121.9328,119.8934,UP,1
2010-01-11,128.8845,129.4228,107.7647,123.9475,120.2533,UP,1
2010-01-12,128.9614,127.5003,107.995,125.8547,120.5455,UP,1
2010-01-13,129.4228,128.8845,108.2603,127.9771,120.9408,DOWN,0
2010-01-14,128.4231,129.1152,108.5137,128.6692,121.2837,DOWN,0
2010-01-15,126.4237,128.2693,108.7548,128.4231,121.6098,UP,1
2010-01-19,127.1927,125.7316,108.9778,128.0848,121.9712,DOWN,0
2010-01-20,126.8851,126.8851,109.1916,127.6695,122.2896,DOWN,0
2010-01-21,123.1939,126.6544,109.3773,126.4237,122.3957,UP,1
2010-01-22,123.886,127.2696,109.5872,125.5163,122.4357,UP,1
2010-01-25,125.8854,126.5775,109.8075,125.4087,122.5264,DOWN,0
2010-01-26,125.7316,125.5778,110.0006,125.1164,122.6064,DOWN,0
2010-01-27,125.3471,125.2702,110.1609,124.8088,122.691,DOWN,0
2010-01-28,124.2705,126.3468,110.3397,125.0242,122.7679,DOWN,0
2010-01-29,123.6553,124.7319,110.5031,124.978,122.7802,UP,1
2010-02-01,124.9626,124.5781,110.6561,124.7934,122.8156,UP,1
2010-02-02,129.5766,125.1164,110.8276,125.5625,122.9325,DOWN,0
2010-02-03,128.2693,129.1152,111.0326,126.1469,123.074,DOWN,0
2010-02-04,123.3477,126.7313,111.1994,125.9623,123.1432,DOWN,0
2010-02-05,121.4252,123.3477,111.3529,125.5163,123.1078,DOWN,0
2010-02-08,119.9641,121.7328,111.4959,124.5166,123.0278,DOWN,0
2010-02-09,119.9641,121.1945,111.6301,122.5941,122.9386,UP,1
2010-02-10,120.6562,119.7334,111.7685,121.0715,122.9002,UP,1
2010-02-11,121.2714,120.1179,111.9135,120.6562,122.8617,DOWN,0
2010-02-12,119.5796,119.8872,112.0415,120.2871,122.7664,UP,1
2010-02-16,123.3477,120.7331,112.1718,120.9638,122.7617,UP,1
2010-02-17,124.1936,124.5012,112.3049,121.8097,122.7848,UP,1
2010-02-18,124.8857,123.8091,112.4256,122.6556,122.791,DOWN,0
2010-02-19,124.3474,124.1167,112.5437,123.2708,122.8048,UP,1
2010-02-22,124.9626,124.8088,112.6429,124.3474,122.8863,DOWN,0
2010-02-23,122.6556,124.5012,112.7194,124.209,122.9309,UP,1
2010-02-24,123.9629,122.8863,112.7805,124.1629,123.0094,DOWN,0
2010-02-25,122.4249,121.1945,112.847,123.6707,123.0094,UP,1
2010-02-26,123.5015,123.0401,112.9385,123.5015,123.0263,DOWN,0
2010-03-01,122.2711,123.8091,113.0535,122.9632,123.0494,DOWN,0
2010-03-02,122.2711,122.4249,113.1635,122.8863,123.0817,UP,1
2010-03-03,123.2708,122.8863,113.2854,122.7479,123.1186,UP,1
2010-03-04,123.886,123.5784,113.3869,123.0401,123.1985,UP,1
2010-03-05,125.7316,124.5012,113.4888,123.4861,123.3185,DOWN,0
2010-03-08,125.1164,125.8854,113.5849,124.0552,123.44,UP,1
2010-03-09,126.8082,125.3471,113.7098,124.9626,123.6061,UP,1
2010-03-10,126.962,126.8082,113.841,125.7009,123.7707,DOWN,0
2010-03-11,126.7313,126.8082,113.9598,126.2699,123.946,UP,1
2010-03-12,131.0377,127.5388,114.1155,127.3312,124.1921,UP,1
2010-03-15,132.9602,130.8839,114.2731,128.8999,124.4905,UP,1
2010-03-16,138.9584,134.4982,114.4496,131.33,124.9426,DOWN,0
2010-03-17,138.7277,140.8809,114.6103,133.6831,125.341,UP,1
2010-03-18,139.8812,139.1122,114.7791,136.3131,125.7501,DOWN,0
2010-03-19,138.9584,140.8809,114.9549,137.8972,126.153,DOWN,0
2010-03-22,138.9584,137.3435,115.121,139.0969,126.433,UP,1
2010-03-23,140.9578,139.6505,115.3051,139.4967,126.699,UP,1
2010-03-24,141.8806,141.1885,115.4932,140.1273,126.959,DOWN,0
2010-03-25,140.7271,143.88,115.675,140.2965,127.1943,UP,1
2010-03-26,141.0347,140.8809,115.865,140.7118,127.4265,UP,1
2010-03-29,141.4961,142.4189,116.0549,141.2193,127.688,DOWN,0
2010-03-30,140.7271,142.0344,116.2391,141.1732,127.974,DOWN,0
2010-03-31,139.9581,140.035,116.4333,140.7887,128.2293,UP,1
2010-04-01,140.9578,140.4964,116.6467,140.8348,128.5108,UP,1
2010-04-05,142.4958,141.6499,116.8881,141.127,128.8968,UP,1
2010-04-06,143.0341,141.8806,117.143,141.4346,129.2798,DOWN,0
2010-04-07,142.2651,142.8034,117.3891,141.7422,129.6074,UP,1
2010-04-08,142.7265,141.4192,117.6598,142.2959,129.9473,DOWN,0
2010-04-09,142.4189,142.9572,117.9259,142.5881,130.2887,UP,1
2010-04-12,143.88,142.7265,118.1954,142.865,130.6809,UP,1
2010-04-13,145.7257,144.1877,118.468,143.4033,131.1223,UP,1
2010-04-14,148.8017,147.7251,118.7603,144.7106,131.5991,UP,1
2010-04-15,149.9552,149.5707,119.0579,146.1563,132.0067,DOWN,0
2010-04-16,145.8795,149.4938,119.3366,146.8484,132.3589,DOWN,0
2010-04-19,145.6488,143.3417,119.6119,147.2021,132.8049,UP,1
2010-04-20,146.1102,146.4178,119.9018,147.279,133.2986,UP,1
2010-04-21,146.3409,146.8792,120.1921,146.7869,133.8261,DOWN,0
2010-04-22,145.7257,145.4181,120.4974,145.941,134.3414,UP,1
2010-04-23,146.6485,145.0336,120.8189,146.0948,134.8612,UP,1
2010-04-26,148.4172,147.5713,121.1434,146.6485,135.4041,DOWN,0
2010-04-27,143.8031,147.9558,121.4479,146.1871,135.8886,UP,1
2010-04-28,145.7257,143.5724,121.7359,146.064,136.3362,UP,1
2010-04-29,149.8783,146.4178,122.0377,146.8945,136.8498,DOWN,0
2010-04-30,145.0336,149.6476,122.2923,146.5716,137.2528,UP,1
2010-05-03,148.1096,145.8795,122.556,146.51,137.728,DOWN,0
2010-05-04,142.8803,146.5716,122.8225,146.3255,138.0864,DOWN,0
2010-05-05,139.1891,140.1119,123.0697,145.0182,138.4171,DOWN,0
2010-05-06,133.114,138.4201,123.2943,141.6653,138.6001,DOWN,0
2010-05-07,129.8073,134.652,123.4961,138.6201,138.7477,UP,1
2010-05-10,138.7277,138.7277,123.7303,136.7437,139.0523,DOWN,0
2010-05-11,138.4201,137.2666,123.9599,135.8517,139.3752,UP,1
2010-05-12,141.8037,139.1122,124.1952,136.3746,139.7659,DOWN,0
2010-05-13,138.8046,141.573,124.4078,137.5127,140.0766,DOWN,0
2010-05-14,135.6517,138.1894,124.6147,138.6816,140.3119,DOWN,0
2010-05-17,135.0365,135.421,124.7858,137.9434,140.498,DOWN,0
2010-05-18,132.4988,136.2669,124.933,136.7591,140.6456,UP,1
2010-05-19,132.7295,131.2684,125.0691,134.9443,140.7641,DOWN,0
2010-05-20,125.0395,129.269,125.163,132.1912,140.7256,UP,1
2010-05-21,126.2699,120.7331,125.2564,130.3149,140.7164,DOWN,0
2010-05-24,123.117,125.4625,125.3218,127.931,140.558,DOWN,0
2010-05-25,122.6556,119.1951,125.3698,125.9623,140.3519,UP,1
2010-05-26,123.117,125.6932,125.4252,124.0398,140.035,UP,1
2010-05-27,128.1155,126.2699,125.5278,124.655,139.8228,DOWN,0
2010-05-28,125.7316,128.1155,125.6132,124.5474,139.5398,DOWN,0
2010-06-01,122.8863,124.8857,125.6855,124.5012,139.2184,UP,1
2010-06-02,125.7316,124.2705,125.7789,125.1164,138.9538,UP,1
2010-06-03,126.5006,126.193,125.8977,125.7932,138.6647,DOWN,0
2010-06-04,120.81,123.6553,125.9792,124.332,138.2433,DOWN,0
2010-06-07,118.503,120.9638,126.0515,122.8863,137.7988,UP,1
2010-06-08,119.0413,118.8875,126.1157,122.1173,137.3589,DOWN,0
2010-06-09,117.8109,119.8103,126.1584,120.5332,136.8852,UP,1
2010-06-10,120.5793,119.8872,126.2153,119.3489,136.4823,DOWN,0
2010-06-11,119.6565,119.4258,126.2638,119.1182,136.0762,DOWN,0
2010-06-14,118.3492,121.2714,126.313,119.0875,135.6241,UP,1
2010-06-15,121.3868,119.3489,126.3743,119.5566,135.2019,UP,1
2010-06-16,121.8866,120.81,126.4424,120.3717,134.7789,UP,1
2010-06-17,122.348,122.0404,126.5197,120.7254,134.3806,UP,1
2010-06-18,122.6556,123.0401,126.62,121.3253,133.9792,UP,1
2010-06-21,123.8091,124.655,126.7315,122.4172,133.607,DOWN,0
2010-06-22,121.4252,123.7322,126.8215,122.4249,133.1579,DOWN,0
2010-06-23,118.3492,121.1945,126.8799,121.7174,132.6103,DOWN,0
2010-06-24,115.9653,118.2723,126.9022,120.4409,131.9536,DOWN,0
2010-06-25,114.658,116.2729,126.9038,118.8414,131.2477,UP,1
2010-06-28,115.3501,115.0425,126.9115,117.1496,130.6371,DOWN,0
2010-06-29,111.3513,113.4276,126.9042,115.1348,129.9511,DOWN,0
2010-06-30,110.8899,111.2744,126.8684,113.6429,129.2467,DOWN,0
2010-07-01,108.5829,110.1978,126.7961,112.1665,128.4916,DOWN,0
2010-07-02,106.7373,108.8905,126.6762,110.5823,127.7118,UP,1
2010-07-06,107.4294,108.506,126.5727,108.9982,126.9274,UP,1
2010-07-07,112.4279,107.5832,126.5004,109.2135,126.2076,UP,1
2010-07-08,114.0428,114.3504,126.4262,109.8441,125.6124,UP,1
2010-07-09,114.9656,114.9656,126.347,111.1206,124.9972,DOWN,0
2010-07-12,114.8118,114.5811,126.2674,112.7355,124.2959,UP,1
2010-07-13,116.965,117.0419,126.2148,114.6426,123.7345,DOWN,0
2010-07-14,116.8881,117.3495,126.1698,115.5347,123.1101,UP,1
2010-07-15,117.2726,116.5805,126.1117,116.1806,122.598,DOWN,0
2010-07-16,111.8896,115.3501,126.0287,115.5654,122.052,UP,1
2010-07-19,112.4279,112.5817,125.9594,115.0887,121.6382,UP,1
2010-07-20,114.8887,110.4285,125.9198,114.6734,121.3399,DOWN,0
2010-07-21,114.1197,116.196,125.8998,114.1197,120.8477,UP,1
2010-07-22,116.965,115.9653,125.876,114.0582,120.4186,UP,1
2010-07-23,120.81,116.965,125.8618,115.8423,119.9987,UP,1
2010-07-26,124.1167,122.348,125.861,118.18,119.705,UP,1
2010-07-27,124.4243,125.3471,125.8595,120.0872,119.4804,DOWN,0
2010-07-28,123.4246,123.8091,125.8545,121.9481,119.2482,UP,1
2010-07-29,124.1936,124.1936,125.8476,123.3939,119.0821,DOWN,0
2010-07-30,123.9629,122.4249,125.8372,124.0244,118.9067,UP,1
2010-08-02,126.193,125.5009,125.8206,124.4397,118.9298,DOWN,0
2010-08-03,126.1161,126.0392,125.8056,124.7781,118.9267,UP,1
2010-08-04,126.7313,126.193,125.821,125.4394,118.999,UP,1
2010-08-05,127.0389,125.7316,125.8472,126.0085,119.0867,DOWN,0
2010-08-06,126.5006,125.5009,125.8806,126.516,119.1544,DOWN,0
2010-08-09,125.9623,126.2699,125.9133,126.4699,119.1113,DOWN,0
2010-08-10,124.9626,124.5012,125.9483,126.2392,119.0959,DOWN,0
2010-08-11,120.7331,122.8863,125.9675,125.0395,119.0529,DOWN,0
2010-08-12,119.1567,118.5799,125.9862,123.4631,118.9214,DOWN,0
2010-08-13,118.2723,117.9647,126.0035,121.8174,118.7568,UP,1
2010-08-16,118.8875,117.5802,126.0435,120.4025,118.7183,UP,1
2010-08-17,119.8103,120.4255,126.0708,119.372,118.7445,UP,1
2010-08-18,120.7331,119.8103,126.1261,119.372,118.7783,DOWN,0
2010-08-19,117.2726,119.6565,126.1561,118.9952,118.7676,DOWN,0
2010-08-20,115.5808,116.7343,126.1834,118.4569,118.6676,DOWN,0
2010-08-23,114.5042,117.0419,126.2103,117.5802,118.5645,DOWN,0
2010-08-24,112.0434,113.3507,126.2157,116.0268,118.4384,DOWN,0
2010-08-25,112.0434,111.1975,126.1865,114.2889,118.2516,DOWN,0
2010-08-26,111.5051,112.7355,126.1346,113.1354,118.0439,UP,1
2010-08-27,113.12,112.351,126.0934,112.6432,117.8594,DOWN,0
2010-08-30,111.6589,112.8124,126.0431,112.0742,117.6394,DOWN,0
2010-08-31,111.3513,110.4285,125.9942,111.9358,117.3903,UP,1
2010-09-01,115.427,113.2738,125.9693,112.6125,117.2703,UP,1
2010-09-02,116.5036,116.1191,125.9366,113.6122,117.2334,UP,1
2010-09-03,118.3684,118.3492,125.9124,114.6619,117.2815,UP,1
2010-09-07,118.7337,117.5033,125.8874,116.0768,117.363,UP,1
2010-09-08,120.7331,118.3492,125.8851,117.9532,117.4706,UP,1
2010-09-09,122.348,122.348,125.8974,119.3374,117.6906,UP,1
2010-09-10,122.8863,122.7325,125.8959,120.6139,117.9305,UP,1
2010-09-13,124.9626,124.5012,125.9009,121.9328,118.2581,DOWN,0
2010-09-14,124.2705,124.4243,125.9001,123.0401,118.6088,UP,1
2010-09-15,125.6547,123.5784,125.9155,124.0244,118.9733,DOWN,0
2010-09-16,124.8088,124.4243,125.9236,124.5166,119.2209,UP,1
2010-09-17,125.2702,125.424,125.9282,124.9934,119.4454,UP,1
2010-09-20,127.2696,125.1164,125.9467,125.4548,119.6915,DOWN,0
2010-09-21,127.0389,127.0389,125.9667,126.0085,119.9361,DOWN,0
2010-09-22,126.8851,126.962,125.9782,126.2546,120.1345,DOWN,0
2010-09-23,124.1167,125.1164,125.9805,126.1161,120.279,UP,1
2010-09-24,128.1155,125.5778,126.0166,126.6852,120.4959,DOWN,0
2010-09-27,126.3468,128.0386,126.0462,126.5006,120.785,UP,1
2010-09-28,126.4237,126.3468,126.0782,126.3776,121.0649,DOWN,0
2010-09-29,125.8085,125.6547,126.0951,126.1623,121.2833,DOWN,0
2010-09-30,124.9626,126.5775,126.1066,126.3315,121.5002,UP,1
2010-10-01,125.8085,126.1161,126.1301,125.8701,121.6771,DOWN,0
2010-10-04,123.8091,125.424,126.1458,125.3625,121.7371,UP,1
2010-10-05,126.962,124.9626,126.1735,125.4702,121.794,UP,1
2010-10-06,129.9611,126.8082,126.2239,126.3007,121.9047,UP,1
2010-10-07,131.1146,130.7301,126.2808,127.5311,122.0585,UP,1
2010-10-08,131.6529,131.7298,126.3439,128.7,122.2077,DOWN,0
2010-10-11,130.4225,132.5757,126.4034,130.0227,122.3369,UP,1
2010-10-12,132.1912,130.4994,126.4707,131.0685,122.4568,UP,1
2010-10-13,132.8833,133.0371,126.5453,131.6529,122.5922,DOWN,0
2010-10-14,131.9605,133.7292,126.6115,131.8221,122.6968,DOWN,0
2010-10-15,125.3471,129.0383,126.648,130.561,122.6629,DOWN,0
2010-10-18,124.9626,125.424,126.6911,129.469,122.6322,DOWN,0
2010-10-19,123.5784,123.8091,126.7149,127.7464,122.5845,DOWN,0
2010-10-20,123.4246,124.5012,126.7349,125.8547,122.5537,UP,1
2010-10-21,123.8091,123.7322,126.7599,124.2244,122.6153,DOWN,0
2010-10-22,123.4631,123.886,126.7524,123.8476,122.7014,UP,1
2010-10-25,123.5015,125.0395,126.7316,123.5554,122.806,UP,1
2010-10-26,124.2705,123.5015,126.7086,123.6938,122.9136,DOWN,0
2010-10-27,123.886,123.5015,126.6832,123.7861,122.9951,DOWN,0
2010-10-28,123.6553,124.7319,126.6543,123.7553,123.0536,DOWN,0
2010-10-29,123.1939,123.5784,126.6282,123.7015,123.172,DOWN,0
2010-11-01,122.6556,123.7322,126.6093,123.5323,123.3135,DOWN,0
2010-11-02,122.5787,123.0401,126.5863,123.1939,123.475,UP,1
2010-11-03,123.5015,122.7325,126.5694,123.117,123.7042,UP,1
2010-11-04,126.962,124.5781,126.5882,123.7784,124.0025,UP,1
2010-11-05,128.6538,127.0389,126.612,124.8703,124.3455,DOWN,0
2010-11-08,128.5,127.8079,126.6251,126.0392,124.6531,DOWN,0
2010-11-09,127.8079,129.3459,126.6355,127.0851,124.9761,DOWN,0
2010-11-10,127.2696,127.9617,126.6451,127.8387,125.2945,DOWN,0
2010-11-11,125.7316,126.4237,126.6524,127.5926,125.5005,DOWN,0
2010-11-12,124.9626,124.9626,126.6589,126.8544,125.6697,DOWN,0
2010-11-15,124.5781,124.8088,126.657,126.07,125.7939,DOWN,0
2010-11-16,121.9635,124.1167,126.619,124.9011,125.8585,DOWN,0
2010-11-17,121.579,122.0404,126.5855,123.763,125.8754,UP,1
2010-11-18,123.3477,123.0401,126.5855,123.2862,125.8954,UP,1
2010-11-19,124.7319,123.5015,126.602,123.2401,125.9323,DOWN,0
2010-11-22,123.2708,124.1167,126.6186,122.9786,125.8985,DOWN,0
2010-11-23,121.1945,121.7328,126.6247,122.8248,125.837,UP,1
2010-11-24,122.5787,121.579,126.6343,123.0247,125.7755,DOWN,0
2010-11-26,121.5021,121.3483,126.6355,122.6556,125.7093,UP,1
2010-11-29,122.8094,120.9638,126.6516,122.2711,125.6601,DOWN,0
2010-11-30,121.7328,121.1176,126.6436,121.9635,125.5494,UP,1
2010-12-01,125.3471,123.2708,126.6493,122.794,125.5155,UP,1
2010-12-02,128.2693,125.2702,126.6663,123.9322,125.5432,UP,1
2010-12-03,129.0383,126.8082,126.6897,125.4394,125.6417,DOWN,0
2010-12-06,128.4231,128.4231,126.707,126.5622,125.6478,UP,1
2010-12-07,130.9608,130.1149,126.7485,128.4078,125.7401,UP,1
2010-12-08,131.0377,130.807,126.7839,129.5459,125.8324,UP,1
2010-12-09,131.7298,132.345,126.8304,130.238,125.9508,UP,1
2010-12-10,136.2669,132.4219,126.8943,131.6837,126.1769,DOWN,0
2010-12-13,135.4979,137.5742,126.9604,133.0987,126.3707,UP,1
2010-12-14,136.0362,135.8065,127.0292,134.1137,126.6152,DOWN,0
2010-12-15,134.4982,135.6517,127.0854,134.8058,126.7659,UP,1
2010-12-16,136.6514,134.8058,127.1492,135.7902,126.8997,DOWN,0
2010-12-17,136.1131,136.3438,127.2011,135.7594,126.9997,DOWN,0
2010-12-20,136.1131,136.6514,127.2561,135.8824,127.0889,UP,1
2010-12-21,137.6511,136.7283,127.3103,136.2054,127.2335,UP,1
2010-12-22,138.8815,137.1128,127.3699,137.0821,127.3673,DOWN,0
2010-12-23,138.7277,138.4201,127.4299,137.4973,127.4842,UP,1
2010-12-27,139.8812,137.8049,127.4741,138.251,127.6426,UP,1
2010-12-28,140.8809,140.035,127.5137,139.2045,127.9533,DOWN,0
2010-12-29,140.4964,141.2654,127.5214,139.7736,128.264,DOWN,0
2010-12-30,139.8812,140.5733,127.5272,139.9735,128.59,UP,1
2010-12-31,140.6502,139.5736,127.531,140.358,128.9345,DOWN,0
2011-01-03,140.5733,142.1882,127.5391,140.4964,129.2698,UP,1
2011-01-04,143.111,141.0347,127.5598,140.9425,129.6628,UP,1
2011-01-05,143.3417,142.4189,127.5718,141.5115,130.0596,DOWN,0
2011-01-06,142.7265,143.7262,127.576,142.0806,130.4287,DOWN,0
2011-01-07,141.7268,142.8803,127.581,142.2959,130.7855,UP,1
2011-01-10,142.342,143.111,127.5875,142.6496,131.1592,UP,1
2011-01-11,143.2648,143.8416,127.5964,142.6804,131.5607,UP,1
2011-01-12,143.5724,142.8034,127.6106,142.7265,131.979,DOWN,0
2011-01-13,143.0341,144.0338,127.626,142.7881,132.3881,UP,1
2011-01-14,144.7067,143.111,127.6447,143.384,132.8122,DOWN,0
2011-01-18,143.0341,145.9564,127.6474,143.5225,133.1336,DOWN,0
2011-01-19,140.9578,143.111,127.637,143.0611,133.3797,UP,1
2011-01-20,141.7268,141.9575,127.6343,142.6919,133.6443,UP,1
2011-01-21,151.8008,148.4941,127.6797,144.4453,134.1241,UP,1
2011-01-24,154.1078,153.2619,127.7381,146.3255,134.6609,DOWN,0
2011-01-25,153.6464,153.6464,127.787,148.4479,135.2192,DOWN,0
2011-01-26,153.185,155.1844,127.8243,150.8933,135.7836,UP,1
2011-01-27,155.9534,153.4926,127.86,153.7386,136.4111,DOWN,0
