ticker,ALLE US Equity,ALLE US Equity,ALLE US Equity,ALLE US Equity,ALLE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-07-08,58.48,59.29,59.534,61.3784,56.5341,UP,1
2015-07-09,59.19,59.25,59.33,61.346,56.584,UP,1
2015-07-10,60.27,59.83,59.43,61.3404,56.6408,UP,1
2015-07-13,60.99,60.75,59.716,61.3372,56.7007,UP,1
2015-07-14,61.52,61.02,60.09,61.3386,56.7673,DOWN,0
2015-07-15,60.89,61.38,60.572,61.3114,56.8297,UP,1
2015-07-16,61.27,61.19,60.988,61.3068,56.8961,UP,1
2015-07-17,61.39,61.09,61.212,61.309,56.9648,UP,1
2015-07-20,61.67,61.41,61.348,61.3126,57.0343,DOWN,0
2015-07-21,60.82,61.59,61.208,61.2814,57.0991,UP,1
2015-07-22,61.07,60.76,61.244,61.2392,57.1587,UP,1
2015-07-23,61.08,61.36,61.206,61.2252,57.2212,UP,1
2015-07-24,61.43,61.31,61.214,61.219,57.2954,DOWN,0
2015-07-27,61.2,61.13,61.12,61.2056,57.3652,UP,1
2015-07-28,62.39,61.32,61.434,61.2176,57.4436,UP,1
2015-07-29,63.75,62.56,61.97,61.2548,57.5311,DOWN,0
2015-07-30,63.2,63.9,62.394,61.2822,57.6205,UP,1
2015-07-31,63.22,63.68,62.752,61.3158,57.7113,DOWN,0
2015-08-03,62.69,63.22,63.05,61.3416,57.7962,DOWN,0
2015-08-04,62.63,62.8,63.098,61.369,57.8777,UP,1
2015-08-05,62.88,63.31,62.924,61.4088,57.9583,DOWN,0
2015-08-06,62.29,62.89,62.742,61.4182,58.0353,UP,1
2015-08-07,62.67,62.24,62.632,61.4328,58.1075,UP,1
2015-08-10,63.38,63.05,62.77,61.4516,58.1889,DOWN,0
2015-08-11,63.16,62.88,62.876,61.474,58.2624,DOWN,0
2015-08-12,63.07,62.8,62.914,61.4876,58.3322,UP,1
2015-08-13,63.29,62.95,63.114,61.4972,58.4029,UP,1
2015-08-14,63.6,63.25,63.3,61.5326,58.4699,UP,1
2015-08-17,64.68,63.56,63.56,61.5882,58.5418,DOWN,0
2015-08-18,64.57,64.67,63.842,61.6516,58.6015,DOWN,0
2015-08-19,64.23,64.05,64.074,61.7172,58.6572,DOWN,0
2015-08-20,62.6,63.55,63.936,61.7368,58.703,DOWN,0
2015-08-21,60.38,62.15,63.292,61.7114,58.7393,DOWN,0
2015-08-24,58.56,56.88,62.068,61.6606,58.7669,DOWN,0
2015-08-25,56.95,59.75,60.544,61.5824,58.7845,UP,1
2015-08-26,59.02,58.29,59.502,61.5506,58.8148,UP,1
2015-08-27,60.51,59.49,59.084,61.5374,58.854,DOWN,0
2015-08-28,60.27,60.48,59.062,61.5146,58.8927,DOWN,0
2015-08-31,59.61,59.96,59.272,61.4734,58.9283,DOWN,0
2015-09-01,58.56,57.17,59.594,61.403,58.9605,UP,1
2015-09-02,59.32,59.22,59.654,61.3478,58.9957,UP,1
2015-09-03,59.79,59.41,59.51,61.3026,59.0305,DOWN,0
2015-09-04,58.72,59.05,59.2,61.2424,59.0547,UP,1
2015-09-08,60.36,59.69,59.35,61.217,59.0865,DOWN,0
2015-09-09,60.2,60.83,59.678,61.223,59.1171,UP,1
2015-09-10,60.3,60.08,59.874,61.2262,59.1476,UP,1
2015-09-11,60.63,59.92,60.042,61.2346,59.181,UP,1
2015-09-14,60.72,60.44,60.442,61.2536,59.2167,UP,1
2015-09-15,61.64,60.93,60.698,61.2952,59.2596,UP,1
2015-09-16,61.81,61.49,61.02,61.3384,59.2994,UP,1
2015-09-17,62.04,61.71,61.368,61.4096,59.3411,DOWN,0
2015-09-18,61.12,61.4,61.466,61.4482,59.3749,UP,1
2015-09-21,61.72,61.45,61.666,61.4772,59.4101,DOWN,0
2015-09-22,60.37,61.07,61.412,61.4648,59.439,UP,1
2015-09-23,60.59,60.6,61.168,61.4462,59.4642,DOWN,0
2015-09-24,60.18,60.1,60.796,61.432,59.4905,DOWN,0
2015-09-25,59.64,60.53,60.5,61.3994,59.5137,DOWN,0
2015-09-28,57.26,59.38,59.608,61.3168,59.5293,DOWN,0
2015-09-29,56.07,57.23,58.748,61.2048,59.5387,UP,1
2015-09-30,57.66,56.52,58.162,61.1416,59.5579,UP,1
2015-10-01,58.56,57.95,57.838,61.0914,59.5822,DOWN,0
2015-10-02,58.08,57.98,57.526,61.0314,59.6055,UP,1
2015-10-05,59.01,58.45,57.876,60.983,59.63,DOWN,0
2015-10-06,58.65,59.15,58.392,60.932,59.6485,UP,1
2015-10-07,59.64,58.87,58.788,60.877,59.6717,UP,1
2015-10-08,59.74,59.39,59.024,60.7968,59.6924,DOWN,0
2015-10-09,59.67,59.81,59.342,60.7262,59.7123,DOWN,0
2015-10-12,59.14,59.69,59.368,60.6446,59.7294,DOWN,0
2015-10-13,58.86,58.9,59.41,60.568,59.7454,DOWN,0
2015-10-14,58.83,58.81,59.248,60.492,59.76,UP,1
2015-10-15,60.34,59.22,59.368,60.4412,59.7834,DOWN,0
2015-10-16,60.32,60.59,59.498,60.4018,59.8077,DOWN,0
2015-10-19,59.98,60.03,59.666,60.348,59.8324,UP,1
2015-10-20,61.99,59.94,60.292,60.3202,59.8676,DOWN,0
2015-10-21,61.27,62.34,60.78,60.2824,59.8997,UP,1
2015-10-22,64.0,61.52,61.512,60.301,59.9417,DOWN,0
2015-10-23,63.73,64.38,62.194,60.3098,59.9786,UP,1
2015-10-26,64.07,63.77,63.012,60.3192,60.0196,UP,1
2015-10-27,64.5,63.81,63.514,60.3156,60.0671,UP,1
2015-10-28,65.2,64.58,64.3,60.3282,60.1176,DOWN,0
2015-10-29,64.51,67.5,64.402,60.3338,60.1635,UP,1
2015-10-30,65.17,64.59,64.69,60.3852,60.2204,UP,1
2015-11-02,66.75,65.18,65.226,60.5126,60.2873,DOWN,0
2015-11-03,65.33,66.5,65.392,60.648,60.35,DOWN,0
2015-11-04,64.7,64.46,65.292,60.803,60.4089,DOWN,0
2015-11-05,64.16,63.98,65.222,60.9058,60.4579,UP,1
2015-11-06,64.27,64.08,65.042,60.981,60.5068,DOWN,0
2015-11-09,63.68,64.22,64.428,61.0492,60.5557,DOWN,0
2015-11-10,63.33,63.62,64.028,61.1236,60.6033,UP,1
2015-11-11,65.01,63.58,64.09,61.2526,60.6566,DOWN,0
2015-11-12,64.68,64.5,64.194,61.3598,60.7061,DOWN,0
2015-11-13,63.69,64.63,64.078,61.4378,60.7545,UP,1
2015-11-16,64.72,63.99,64.286,61.5578,60.8056,DOWN,0
2015-11-17,64.59,65.0,64.538,61.6424,60.8533,UP,1
2015-11-18,65.85,65.17,64.706,61.7554,60.9044,UP,1
2015-11-19,66.68,65.9,65.106,61.883,60.9528,DOWN,0
2015-11-20,66.51,66.82,65.67,62.0006,60.9976,DOWN,0
2015-11-23,65.69,66.64,65.864,62.1,61.0415,DOWN,0
2015-11-24,65.18,65.47,65.982,62.1708,61.083,UP,1
2015-11-25,66.4,65.5,66.092,62.2626,61.1314,UP,1
2015-11-27,67.13,66.49,66.182,62.3644,61.1783,UP,1
2015-11-30,67.21,67.27,66.322,62.4862,61.221,UP,1
2015-12-01,68.03,67.34,66.79,62.6124,61.2684,DOWN,0
2015-12-02,67.31,67.9,67.216,62.7512,61.3249,DOWN,0
2015-12-03,66.1,67.4,67.156,62.8614,61.3673,UP,1
2015-12-04,67.12,66.35,67.154,63.0002,61.4099,DOWN,0
2015-12-07,66.39,66.97,66.99,63.1352,61.4502,DOWN,0
2015-12-08,65.85,65.64,66.554,63.307,61.4874,DOWN,0
2015-12-09,65.18,65.14,66.128,63.4892,61.5206,UP,1
2015-12-10,65.39,65.18,65.986,63.6438,61.5561,DOWN,0
2015-12-11,64.59,64.74,65.48,63.7644,61.5904,UP,1
2015-12-14,64.91,64.53,65.184,63.901,61.6208,UP,1
2015-12-15,65.43,65.21,65.1,64.0294,61.6555,UP,1
2015-12-16,66.46,65.97,65.356,64.1856,61.6955,DOWN,0
2015-12-17,65.62,66.48,65.402,64.3052,61.7331,DOWN,0
2015-12-18,64.65,65.39,65.414,64.4034,61.7691,UP,1
2015-12-21,64.76,65.0,65.384,64.5052,61.8029,UP,1
2015-12-22,65.17,65.07,65.332,64.6258,61.8407,UP,1
2015-12-23,65.82,65.55,65.204,64.765,61.8803,DOWN,0
2015-12-24,65.61,65.84,65.202,64.9006,61.9163,UP,1
2015-12-28,66.31,65.45,65.534,65.02,61.9571,UP,1
2015-12-29,66.96,67.04,65.974,65.1528,61.9982,DOWN,0
2015-12-30,66.61,66.7,66.262,65.2854,62.0395,DOWN,0
2015-12-31,65.92,66.26,66.282,65.364,62.0699,DOWN,0
2016-01-04,64.53,64.88,66.066,65.4292,62.0925,DOWN,0
2016-01-05,64.46,64.57,65.696,65.4384,62.1091,DOWN,0
2016-01-06,62.77,63.62,64.858,65.4192,62.1185,DOWN,0
2016-01-07,60.96,61.63,63.728,65.357,62.1188,DOWN,0
2016-01-08,59.77,61.3,62.498,65.2624,62.1161,DOWN,0
2016-01-11,59.49,60.02,61.49,65.1482,62.111,UP,1
2016-01-12,60.11,59.96,60.62,65.0602,62.1054,DOWN,0
2016-01-13,58.81,60.53,59.828,64.933,62.0899,UP,1
2016-01-14,60.23,59.8,59.682,64.8026,62.0852,DOWN,0
2016-01-15,58.68,60.42,59.464,64.6696,62.0732,DOWN,0
2016-01-19,58.01,60.05,59.168,64.5358,62.056,DOWN,0
2016-01-20,57.41,57.55,58.628,64.4008,62.0348,DOWN,0
2016-01-21,57.21,57.44,58.308,64.2596,62.013,UP,1
2016-01-22,59.96,58.15,58.254,64.1852,62.0043,DOWN,0
2016-01-25,59.19,59.69,58.356,64.1024,61.9931,UP,1
2016-01-26,59.94,59.04,58.742,64.001,61.9866,DOWN,0
2016-01-27,59.73,59.68,59.206,63.902,61.9838,DOWN,0
2016-01-28,59.22,60.06,59.608,63.8126,61.9801,UP,1
2016-01-29,60.56,59.53,59.728,63.7294,61.9804,DOWN,0
2016-02-01,60.45,60.0,59.98,63.6466,61.9819,DOWN,0
2016-02-02,58.73,59.95,59.738,63.5042,61.98,UP,1
2016-02-03,59.38,59.39,59.668,63.3582,61.9804,UP,1
2016-02-04,59.8,59.32,59.784,63.224,61.9803,DOWN,0
2016-02-05,56.27,59.83,58.926,63.0356,61.9599,DOWN,0
2016-02-08,53.77,55.38,57.59,62.8074,61.93,UP,1
2016-02-09,54.28,53.33,56.7,62.565,61.8966,UP,1
2016-02-10,54.85,54.81,55.794,62.3194,61.8679,UP,1
2016-02-11,56.74,56.19,55.182,62.11,61.8476,UP,1
2016-02-12,57.5,58.09,55.428,61.8994,61.8323,UP,1
2016-02-16,58.5,58.38,56.374,61.7232,61.8191,UP,1
2016-02-17,58.81,58.9,57.28,61.5774,61.8059,DOWN,0
2016-02-18,58.59,59.09,58.028,61.4068,61.7876,UP,1
2016-02-19,58.76,58.5,58.432,61.2542,61.7739,UP,1
2016-02-22,61.07,59.45,59.146,61.1586,61.7728,UP,1
2016-02-23,61.11,60.8,59.668,61.0772,61.7709,UP,1
2016-02-24,62.63,60.45,60.432,61.022,61.7722,UP,1
2016-02-25,63.8,62.72,61.474,61.0062,61.7753,UP,1
2016-02-26,63.88,64.0,62.498,60.9856,61.7858,DOWN,0
2016-02-29,63.0,63.92,62.884,60.937,61.7921,UP,1
2016-03-01,64.83,63.58,63.628,60.9044,61.8069,DOWN,0
2016-03-02,64.64,64.59,64.03,60.8848,61.8211,UP,1
2016-03-03,64.84,64.57,64.238,60.8886,61.8359,DOWN,0
2016-03-04,63.94,64.83,64.25,60.8722,61.8464,DOWN,0
2016-03-07,63.49,63.59,64.348,60.8386,61.8562,DOWN,0
2016-03-08,62.95,63.08,63.972,60.7812,61.8639,UP,1
2016-03-09,63.32,63.43,63.708,60.7354,61.8742,DOWN,0
2016-03-10,63.1,63.55,63.36,60.6712,61.8853,UP,1
2016-03-11,63.75,63.78,63.322,60.607,61.8949,UP,1
2016-03-14,64.17,63.23,63.458,60.5582,61.9061,DOWN,0
2016-03-15,63.64,63.66,63.596,60.5126,61.9121,UP,1
2016-03-16,63.76,63.34,63.684,60.4972,61.9207,UP,1
2016-03-17,64.37,63.63,63.938,60.4954,61.9306,UP,1
2016-03-18,64.56,64.68,64.1,60.5312,61.9393,DOWN,0
2016-03-21,64.49,64.26,64.164,60.6018,61.9526,DOWN,0
2016-03-22,64.22,64.16,64.28,60.6908,61.9642,DOWN,0
2016-03-23,63.36,64.07,64.2,60.7682,61.974,DOWN,0
2016-03-24,63.14,63.23,63.954,60.8288,61.985,UP,1
2016-03-28,63.37,63.33,63.716,60.92,61.9937,UP,1
2016-03-29,63.64,63.41,63.546,60.9882,62.0037,UP,1
2016-03-30,63.84,63.82,63.47,61.0914,62.0174,DOWN,0
2016-03-31,63.71,63.8,63.54,61.2054,62.0316,UP,1
2016-04-01,65.38,63.47,63.988,61.3648,62.0555,DOWN,0
2016-04-04,64.86,65.37,64.286,61.5178,62.0739,DOWN,0
2016-04-05,64.7,64.55,64.498,61.6126,62.0904,UP,1
2016-04-06,66.21,64.86,64.972,61.753,62.1131,DOWN,0
2016-04-07,63.97,65.99,65.024,61.8336,62.1225,UP,1
2016-04-08,64.06,64.53,64.76,61.9202,62.1324,DOWN,0
2016-04-11,63.41,64.55,64.47,62.004,62.1392,DOWN,0
2016-04-12,63.41,63.44,64.212,62.061,62.1476,UP,1
2016-04-13,64.28,63.64,63.826,62.1376,62.1609,DOWN,0
2016-04-14,63.7,64.22,63.772,62.237,62.1799,UP,1
2016-04-15,63.77,63.58,63.714,62.3248,62.198,UP,1
2016-04-18,64.25,63.51,63.882,62.4138,62.2182,DOWN,0
2016-04-19,63.88,64.35,63.976,62.566,62.2388,UP,1
2016-04-20,63.91,63.99,63.902,62.7688,62.2605,DOWN,0
2016-04-21,63.24,63.95,63.81,62.948,62.2785,UP,1
2016-04-22,64.24,63.33,63.904,63.1358,62.3073,UP,1
2016-04-25,64.7,64.31,63.994,63.295,62.3348,UP,1
2016-04-26,65.67,65.0,64.352,63.4584,62.3618,UP,1
2016-04-27,66.83,65.85,64.936,63.625,62.391,DOWN,0
2016-04-28,65.24,63.95,65.336,63.7536,62.4096,UP,1
2016-04-29,65.45,65.23,65.578,63.8908,62.4324,UP,1
2016-05-02,66.5,65.49,65.938,64.0456,62.4586,DOWN,0
2016-05-03,65.69,66.3,65.942,64.138,62.4801,DOWN,0
2016-05-04,65.46,65.37,65.668,64.225,62.499,DOWN,0
2016-05-05,65.37,65.49,65.694,64.2798,62.5218,UP,1
2016-05-06,66.01,65.37,65.806,64.324,62.5465,UP,1
2016-05-09,66.17,65.98,65.74,64.3698,62.5719,UP,1
2016-05-10,66.94,66.58,65.99,64.4486,62.5995,DOWN,0
2016-05-11,65.94,66.94,66.086,64.4708,62.6232,UP,1
2016-05-12,66.13,66.29,66.238,64.5006,62.6419,DOWN,0
2016-05-13,66.01,66.01,66.238,64.524,62.6532,UP,1
2016-05-16,66.34,66.08,66.272,64.572,62.6689,UP,1
2016-05-17,66.83,66.43,66.25,64.6388,62.6869,UP,1
2016-05-18,67.18,66.73,66.498,64.7234,62.7094,UP,1
2016-05-19,67.21,66.68,66.714,64.8012,62.7323,UP,1
2016-05-20,67.36,67.69,66.984,64.8864,62.7547,DOWN,0
2016-05-23,67.22,67.39,67.16,64.9558,62.7793,UP,1
2016-05-24,68.12,67.7,67.418,65.0348,62.8066,DOWN,0
2016-05-25,67.95,68.45,67.572,65.121,62.8294,DOWN,0
2016-05-26,67.73,67.95,67.676,65.2004,62.8523,UP,1
2016-05-27,67.99,67.76,67.802,65.2728,62.8769,DOWN,0
2016-05-31,67.64,68.07,67.886,65.3344,62.8986,UP,1
2016-06-01,68.19,67.48,67.9,65.4084,62.9216,DOWN,0
2016-06-02,68.13,68.03,67.936,65.4866,62.9388,DOWN,0
2016-06-03,67.89,67.86,67.968,65.5772,62.9554,UP,1
2016-06-06,67.9,68.14,67.95,65.6724,62.9738,DOWN,0
2016-06-07,67.75,67.93,67.972,65.76,62.9995,UP,1
2016-06-08,69.01,67.69,68.136,65.8674,63.0427,DOWN,0
2016-06-09,68.98,68.67,68.306,65.9702,63.0948,DOWN,0
2016-06-10,67.91,68.96,68.31,66.0542,63.1496,DOWN,0
2016-06-13,67.49,67.52,68.228,66.0964,63.1919,UP,1
2016-06-14,67.63,67.44,68.204,66.1518,63.2275,UP,1
2016-06-15,68.16,68.0,68.034,66.221,63.267,UP,1
2016-06-16,68.2,67.7,67.878,66.2608,63.3099,DOWN,0
2016-06-17,67.69,68.34,67.834,66.3352,63.3556,UP,1
2016-06-20,68.95,68.17,68.126,66.433,63.4037,UP,1
2016-06-21,69.02,68.94,68.404,66.5452,63.4499,DOWN,0
2016-06-22,68.84,68.9,68.54,66.6538,63.5005,UP,1
2016-06-23,69.25,69.25,68.75,66.7532,63.5449,DOWN,0
2016-06-24,65.72,66.86,68.356,66.7936,63.5725,DOWN,0
2016-06-27,64.02,65.06,67.37,66.7986,63.5911,UP,1
2016-06-28,66.41,64.43,66.848,66.8418,63.62,UP,1
2016-06-29,68.01,66.84,66.682,66.9244,63.6565,UP,1
2016-06-30,69.43,68.07,66.718,67.0348,63.6954,DOWN,0
2016-07-01,68.8,69.3,67.334,67.146,63.7304,DOWN,0
2016-07-05,68.01,68.36,68.132,67.2214,63.7602,UP,1
2016-07-06,68.26,67.93,68.502,67.2926,63.7959,UP,1
2016-07-07,68.64,68.49,68.628,67.352,63.8305,UP,1
2016-07-08,69.74,69.14,68.69,67.4102,63.8774,UP,1
2016-07-11,69.93,70.0,68.916,67.504,63.9241,UP,1
2016-07-12,70.53,70.23,69.42,67.6056,63.9758,DOWN,0
2016-07-13,70.44,71.01,69.856,67.6844,64.0298,UP,1
2016-07-14,71.01,71.07,70.33,67.7908,64.0986,UP,1
2016-07-15,71.35,71.21,70.652,67.9086,64.175,DOWN,0
2016-07-18,70.94,71.35,70.854,68.02,64.2414,UP,1
2016-07-19,71.84,70.84,71.116,68.1366,64.3078,UP,1
2016-07-20,71.93,71.92,71.414,68.2518,64.377,DOWN,0
2016-07-21,71.56,71.93,71.524,68.3442,64.4398,UP,1
2016-07-22,72.34,71.47,71.722,68.4722,64.5082,DOWN,0
2016-07-25,71.87,71.69,71.908,68.587,64.5694,UP,1
2016-07-26,72.46,71.95,72.032,68.716,64.633,DOWN,0
2016-07-27,71.88,72.55,72.022,68.8268,64.694,UP,1
2016-07-28,72.78,72.75,72.266,68.9458,64.7622,DOWN,0
2016-07-29,72.39,72.82,72.276,69.05,64.8299,UP,1
2016-08-01,72.4,72.21,72.382,69.1538,64.8977,DOWN,0
2016-08-02,71.69,70.99,72.228,69.2404,64.9545,DOWN,0
2016-08-03,71.05,71.7,72.062,69.317,65.0081,DOWN,0
2016-08-04,71.0,71.23,71.706,69.3746,65.0632,UP,1
2016-08-05,71.41,71.56,71.51,69.4438,65.1103,DOWN,0
2016-08-08,70.98,71.36,71.226,69.5088,65.1589,UP,1
2016-08-09,71.31,71.11,71.15,69.5752,65.1954,UP,1
2016-08-10,71.35,71.5,71.21,69.6494,65.2335,UP,1
2016-08-11,71.81,71.49,71.372,69.7218,65.2722,UP,1
2016-08-12,72.35,71.81,71.56,69.8062,65.3115,UP,1
2016-08-15,72.82,72.63,71.928,69.9048,65.3496,DOWN,0
2016-08-16,72.23,72.58,72.112,69.9914,65.3882,DOWN,0
2016-08-17,71.66,72.23,72.174,70.0696,65.4206,UP,1
2016-08-18,71.89,71.58,72.19,70.1272,65.4463,DOWN,0
2016-08-19,71.28,71.62,71.976,70.1732,65.4761,UP,1
2016-08-22,71.91,71.22,71.794,70.2532,65.5121,UP,1
2016-08-23,72.18,72.08,71.784,70.347,65.5522,DOWN,0
2016-08-24,71.8,72.01,71.812,70.4304,65.5899,UP,1
2016-08-25,72.09,71.69,71.852,70.509,65.6319,DOWN,0
2016-08-26,71.58,72.25,71.912,70.5766,65.6732,UP,1
2016-08-29,72.1,71.69,71.95,70.6648,65.7086,DOWN,0
2016-08-30,71.26,71.93,71.766,70.711,65.7415,DOWN,0
2016-08-31,71.22,71.08,71.65,70.755,65.7792,UP,1
2016-09-01,71.84,71.32,71.6,70.815,65.8148,UP,1
2016-09-02,72.39,72.05,71.762,70.8778,65.8538,DOWN,0
2016-09-06,72.07,72.36,71.756,71.0048,65.8849,DOWN,0
2016-09-07,70.89,71.9,71.682,71.1422,65.9059,DOWN,0
2016-09-08,69.88,70.68,71.414,71.2116,65.9228,DOWN,0
2016-09-09,66.83,69.36,70.412,71.188,65.9285,UP,1
2016-09-12,67.38,66.73,69.41,71.147,65.9395,DOWN,0
2016-09-13,66.58,66.57,68.312,71.1026,65.9404,DOWN,0
2016-09-14,66.09,66.65,67.352,71.0642,65.9352,UP,1
2016-09-15,66.85,66.05,66.746,71.036,65.9334,DOWN,0
2016-09-16,66.25,66.43,66.63,70.9882,65.9245,UP,1
2016-09-19,67.37,66.25,66.628,70.9408,65.9248,DOWN,0
2016-09-20,67.36,67.74,66.784,70.8894,65.9311,UP,1
2016-09-21,67.88,67.71,67.142,70.8364,65.9349,UP,1
2016-09-22,69.05,68.56,67.582,70.8086,65.9482,DOWN,0
2016-09-23,68.67,69.05,68.066,70.7618,65.9623,DOWN,0
2016-09-26,68.25,68.42,68.242,70.6998,65.9776,UP,1
2016-09-27,68.94,68.19,68.558,70.6598,65.9954,UP,1
2016-09-28,69.41,69.05,68.864,70.6112,66.0195,DOWN,0
2016-09-29,68.26,69.19,68.706,70.5378,66.0362,UP,1
2016-09-30,68.91,68.44,68.754,70.4848,66.0536,DOWN,0
2016-10-03,68.17,68.66,68.738,70.4014,66.0622,DOWN,0
2016-10-04,67.38,68.21,68.426,70.3116,66.071,UP,1
2016-10-05,67.55,67.77,68.054,70.2134,66.0855,UP,1
2016-10-06,67.95,67.6,67.992,70.1348,66.1014,DOWN,0
2016-10-07,66.88,68.16,67.586,70.0168,66.11,UP,1
2016-10-10,67.28,67.11,67.408,69.9146,66.1173,DOWN,0
2016-10-11,66.23,67.0,67.178,69.7912,66.1204,UP,1
2016-10-12,67.03,66.28,67.074,69.698,66.124,DOWN,0
2016-10-13,66.54,66.43,66.792,69.6078,66.1219,UP,1
2016-10-14,67.69,67.02,66.954,69.5416,66.1273,UP,1
2016-10-17,68.34,68.33,67.166,69.4802,66.1394,DOWN,0
2016-10-18,67.9,68.99,67.5,69.4186,66.1562,DOWN,0
2016-10-19,67.2,67.93,67.534,69.3364,66.1699,UP,1
2016-10-20,67.28,67.19,67.682,69.255,66.1925,DOWN,0
2016-10-21,67.18,66.66,67.58,69.1624,66.2236,UP,1
2016-10-24,67.76,67.69,67.464,69.0706,66.2635,DOWN,0
2016-10-25,65.52,67.56,66.988,68.9246,66.2937,UP,1
2016-10-26,65.59,65.43,66.666,68.7918,66.3211,DOWN,0
2016-10-27,62.84,64.16,65.778,68.6154,66.3412,UP,1
2016-10-28,63.59,62.65,65.06,68.4494,66.358,UP,1
2016-10-31,63.84,63.56,64.276,68.3006,66.3838,DOWN,0
2016-11-01,63.46,63.91,63.864,68.1316,66.4111,DOWN,0
2016-11-02,63.35,63.32,63.416,67.955,66.4408,DOWN,0
2016-11-03,63.29,63.4,63.506,67.7848,66.4712,UP,1
2016-11-04,63.64,63.48,63.516,67.6158,66.4896,UP,1
2016-11-07,65.42,64.76,63.832,67.4926,66.5207,UP,1
2016-11-08,65.71,65.31,64.282,67.3648,66.5496,UP,1
2016-11-09,66.75,64.32,64.962,67.2746,66.5847,UP,1
2016-11-10,69.11,67.28,66.126,67.2324,66.6341,UP,1
2016-11-11,69.31,68.95,67.26,67.1818,66.6779,DOWN,0
2016-11-14,68.59,69.38,67.894,67.1058,66.7186,UP,1
2016-11-15,68.77,68.6,68.506,67.0398,66.7688,DOWN,0
2016-11-16,67.57,68.79,68.67,66.9734,66.8097,UP,1
2016-11-17,68.28,67.66,68.504,66.9414,66.8521,DOWN,0
2016-11-18,67.32,68.04,68.106,66.9512,66.9074,UP,1
2016-11-21,67.93,67.68,67.974,66.9622,66.9782,UP,1
2016-11-22,68.0,67.93,67.82,66.9906,67.0468,DOWN,0
2016-11-23,67.7,67.93,67.846,67.0228,67.111,UP,1
2016-11-25,67.91,67.99,67.772,67.044,67.1669,DOWN,0
2016-11-28,67.4,67.57,67.788,67.067,67.2164,UP,1
2016-11-29,67.48,67.55,67.698,67.0692,67.2613,DOWN,0
2016-11-30,66.91,67.67,67.48,67.0602,67.3018,DOWN,0
2016-12-01,65.46,66.97,67.032,67.0118,67.3361,DOWN,0
2016-12-02,64.87,65.43,66.424,66.9282,67.3667,DOWN,0
2016-12-05,64.61,65.19,65.866,66.847,67.3844,UP,1
2016-12-06,65.0,64.69,65.37,66.782,67.4038,UP,1
2016-12-07,65.78,65.13,65.144,66.7188,67.4196,DOWN,0
2016-12-08,65.38,65.63,65.128,66.6382,67.4275,UP,1
2016-12-09,65.68,65.47,65.29,66.5866,67.4365,DOWN,0
2016-12-12,65.12,65.68,65.392,66.5108,67.4471,UP,1
2016-12-13,65.65,65.14,65.522,66.4604,67.4512,DOWN,0
2016-12-14,65.44,65.67,65.454,66.4216,67.4552,DOWN,0
2016-12-15,64.9,65.47,65.358,66.3686,67.4555,DOWN,0
2016-12-16,64.22,65.11,65.066,66.294,67.4569,UP,1
2016-12-19,64.91,64.48,65.024,66.2546,67.464,UP,1
2016-12-20,65.33,65.06,64.96,66.2156,67.4759,UP,1
2016-12-21,65.55,65.41,64.982,66.202,67.487,DOWN,0
2016-12-22,65.25,65.45,65.052,66.1664,67.4978,UP,1
2016-12-23,65.39,65.35,65.286,66.1434,67.506,UP,1
2016-12-27,65.54,65.45,65.412,66.1004,67.5128,DOWN,0
2016-12-28,64.8,65.56,65.306,66.0296,67.5186,DOWN,0
2016-12-29,64.77,64.87,65.15,65.967,67.5237,DOWN,0
2016-12-30,64.0,65.04,64.9,65.903,67.5218,UP,1
2017-01-03,64.7,64.64,64.762,65.8514,67.5225,UP,1
2017-01-04,65.93,64.68,64.84,65.8264,67.5297,UP,1
2017-01-05,66.29,65.58,65.138,65.797,67.5401,DOWN,0
2017-01-06,65.89,66.39,65.362,65.8044,67.5527,DOWN,0
2017-01-09,65.42,65.64,65.646,65.801,67.5641,DOWN,0
2017-01-10,64.5,65.11,65.606,65.8342,67.5698,UP,1
2017-01-11,65.7,64.76,65.56,65.8764,67.5801,UP,1
2017-01-12,66.12,65.33,65.526,65.922,67.5915,DOWN,0
2017-01-13,65.5,66.21,65.448,65.9628,67.6004,UP,1
2017-01-17,65.87,65.13,65.538,66.0132,67.6029,UP,1
2017-01-18,66.48,65.94,65.934,66.077,67.611,UP,1
2017-01-19,66.58,66.64,66.11,66.1358,67.6204,DOWN,0
2017-01-20,65.16,66.54,65.918,66.1306,67.6151,DOWN,0
2017-01-23,65.07,64.83,65.832,66.1178,67.6206,UP,1
2017-01-24,66.42,65.31,65.942,66.1112,67.6324,UP,1
2017-01-25,66.6,67.0,65.966,66.061,67.6484,DOWN,0
2017-01-26,65.95,66.6,65.84,65.9938,67.6611,UP,1
2017-01-27,66.52,66.16,66.112,65.9524,67.6723,DOWN,0
2017-01-30,65.84,66.02,66.266,65.8938,67.683,DOWN,0
2017-01-31,65.67,65.68,66.116,65.8558,67.6925,UP,1
2017-02-01,65.94,65.94,65.984,65.809,67.7009,DOWN,0
2017-02-02,65.62,65.59,65.918,65.775,67.7097,UP,1
2017-02-03,67.33,66.62,66.08,65.763,67.7268,UP,1
2017-02-06,67.34,67.12,66.38,65.7498,67.7473,DOWN,0
