ticker,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-11-03,59.75,59.5,65.5862,58.726,59.8924,UP,1
2004-11-04,61.5,59.65,65.4968,59.322,59.8982,UP,1
2004-11-05,62.45,61.5,65.4142,60.062,59.9158,DOWN,0
2004-11-08,62.01,61.8,65.3334,60.876,59.9242,UP,1
2004-11-09,63.77,62.3,65.2596,61.896,59.9768,DOWN,0
2004-11-10,63.69,63.93,65.1911,62.684,60.0278,DOWN,0
2004-11-11,63.58,63.75,65.1362,63.1,60.078,UP,1
2004-11-12,64.1,63.65,65.0811,63.43,60.125,UP,1
2004-11-15,64.39,64.05,65.0233,63.906,60.1806,DOWN,0
2004-11-16,63.53,63.98,64.9664,63.858,60.2106,UP,1
2004-11-17,66.43,64.42,64.932,64.406,60.3128,DOWN,0
2004-11-18,65.76,66.43,64.8961,64.842,60.4122,DOWN,0
2004-11-19,64.64,66.05,64.8542,64.95,60.4816,UP,1
2004-11-22,64.81,64.44,64.8106,65.034,60.5506,DOWN,0
2004-11-23,64.5,64.71,64.7668,65.228,60.6256,UP,1
2004-11-24,65.07,64.6,64.7246,64.956,60.7106,DOWN,0
2004-11-26,64.95,65.03,64.68,64.794,60.7874,UP,1
2004-11-29,65.16,64.95,64.6373,64.898,60.8542,DOWN,0
2004-11-30,64.55,65.1,64.5975,64.846,60.9142,UP,1
2004-12-01,65.0,64.55,64.5594,64.946,60.9424,DOWN,0
2004-12-02,64.25,64.87,64.5198,64.782,60.9668,DOWN,0
2004-12-03,63.92,64.35,64.4801,64.576,61.0092,DOWN,0
2004-12-06,63.31,63.82,64.44,64.206,61.0466,DOWN,0
2004-12-07,63.31,63.31,64.4056,63.958,61.1042,UP,1
2004-12-08,64.0,63.32,64.374,63.758,61.1758,UP,1
2004-12-09,64.06,63.95,64.3435,63.72,61.2566,DOWN,0
2004-12-10,63.92,63.89,64.2998,63.72,61.3332,UP,1
2004-12-13,65.86,64.34,64.2644,64.23,61.434,UP,1
2004-12-14,67.43,65.55,64.2323,65.054,61.5902,UP,1
2004-12-15,68.66,67.39,64.2135,65.986,61.7756,DOWN,0
2004-12-16,67.67,68.3,64.1886,66.708,61.923,DOWN,0
2004-12-17,66.28,67.17,64.1594,67.18,62.068,UP,1
2004-12-20,66.51,66.88,64.1271,67.31,62.24,UP,1
2004-12-21,67.84,66.52,64.1095,67.392,62.4268,UP,1
2004-12-22,69.1,68.64,64.104,67.48,62.633,DOWN,0
2004-12-23,68.32,69.25,64.1032,67.61,62.8284,DOWN,0
2004-12-27,67.8,68.55,64.1084,67.914,63.0272,UP,1
2004-12-28,69.0,68.2,64.1137,68.412,63.2496,DOWN,0
2004-12-29,68.99,68.7,64.1247,68.642,63.4638,UP,1
2004-12-30,69.25,69.1,64.1351,68.672,63.6626,DOWN,0
2004-12-31,69.21,69.4,64.1353,68.85,63.905,DOWN,0
2005-01-03,69.05,70.95,64.1373,69.1,64.1556,DOWN,0
2005-01-04,67.86,69.22,64.136,68.872,64.3988,UP,1
2005-01-05,67.92,68.2,64.1386,68.658,64.6564,UP,1
2005-01-06,68.8,68.25,64.1437,68.568,64.8974,DOWN,0
2005-01-07,67.94,68.67,64.1446,68.314,65.0756,UP,1
2005-01-10,69.47,67.94,64.1512,68.398,65.2946,UP,1
2005-01-11,70.6,68.9,64.1636,68.946,65.5316,UP,1
2005-01-12,70.85,70.43,64.1764,69.532,65.7898,DOWN,0
2005-01-13,69.3,70.49,64.1794,69.632,66.0024,DOWN,0
2005-01-14,69.27,69.5,64.1814,69.898,66.1928,UP,1
2005-01-18,70.42,69.27,64.1855,70.088,66.3712,DOWN,0
2005-01-19,68.46,70.3,64.1794,69.66,66.4914,DOWN,0
2005-01-20,68.31,68.47,64.1694,69.152,66.6174,DOWN,0
2005-01-21,67.55,68.17,64.1558,68.802,66.693,UP,1
2005-01-24,67.62,67.62,64.1456,68.472,66.7716,UP,1
2005-01-25,67.66,65.67,64.1413,67.92,66.8532,UP,1
2005-01-26,68.17,67.6,64.1358,67.862,66.9346,DOWN,0
2005-01-27,67.97,68.17,64.1396,67.794,67.0062,DOWN,0
2005-01-28,66.74,67.68,64.1338,67.632,67.0704,UP,1
2005-01-31,68.26,67.3,64.1335,67.76,67.107,UP,1
2005-02-01,69.08,68.11,64.1339,68.044,67.1734,DOWN,0
2005-02-02,68.27,69.38,64.1339,68.064,67.246,DOWN,0
2005-02-03,65.35,66.16,64.1234,67.54,67.2568,DOWN,0
2005-02-04,64.52,64.6,64.1123,67.096,67.2572,DOWN,0
2005-02-07,63.39,64.5,64.0825,66.122,67.2236,DOWN,0
2005-02-08,62.84,63.39,64.0507,64.874,67.1814,DOWN,0
2005-02-09,61.83,62.98,64.0186,63.586,67.1148,UP,1
2005-02-10,62.46,62.0,63.9896,63.008,67.073,UP,1
2005-02-11,63.18,62.2,63.968,62.74,67.0366,UP,1
2005-02-14,63.27,63.18,63.9558,62.716,67.017,UP,1
2005-02-15,64.45,63.47,63.9505,63.038,67.0276,DOWN,0
2005-02-16,63.8,64.25,63.9388,63.432,67.0374,DOWN,0
2005-02-17,62.46,63.77,63.9258,63.432,67.0204,UP,1
2005-02-18,62.89,62.15,63.9143,63.374,66.9982,DOWN,0
2005-02-22,61.8,62.5,63.9044,63.08,66.953,UP,1
2005-02-23,63.23,62.9,63.9101,62.836,66.9392,UP,1
2005-02-24,63.95,62.9,63.9194,62.866,66.901,UP,1
2005-02-25,64.02,63.95,63.9209,63.178,66.8328,DOWN,0
2005-02-28,63.75,64.02,63.919,63.35,66.7346,UP,1
2005-03-01,64.13,63.75,63.9175,63.816,66.6638,DOWN,0
2005-03-02,63.76,64.08,63.9144,63.922,66.6134,UP,1
2005-03-03,63.98,63.76,63.9143,63.928,66.5628,UP,1
2005-03-04,65.79,64.25,63.92,64.282,66.5218,UP,1
2005-03-07,67.26,65.7,63.9386,64.984,66.485,DOWN,0
2005-03-08,66.0,67.26,63.9485,65.358,66.4386,DOWN,0
2005-03-09,65.33,65.85,63.953,65.672,66.3892,UP,1
2005-03-10,65.87,65.34,63.9555,66.05,66.3266,UP,1
2005-03-11,65.94,65.97,63.9442,66.08,66.2656,DOWN,0
2005-03-14,65.78,65.99,63.9336,65.784,66.1962,DOWN,0
2005-03-15,65.39,66.0,63.9223,65.662,66.1198,DOWN,0
2005-03-16,64.17,65.1,63.9105,65.43,66.0222,DOWN,0
2005-03-17,64.0,64.89,63.8965,65.056,65.945,DOWN,0
2005-03-18,63.87,64.0,63.8817,64.642,65.864,UP,1
2005-03-21,66.6,65.0,63.882,64.806,65.82,UP,1
2005-03-22,67.02,66.98,63.8865,65.132,65.8016,DOWN,0
2005-03-23,66.68,66.43,63.8827,65.634,65.7458,UP,1
2005-03-24,66.94,66.79,63.8817,66.222,65.6726,DOWN,0
2005-03-28,66.28,66.97,63.8788,66.704,65.5812,DOWN,0
2005-03-29,65.13,66.38,63.8677,66.41,65.4978,UP,1
2005-03-30,67.93,65.4,63.877,66.592,65.471,DOWN,0
2005-03-31,67.73,68.16,63.8773,66.802,65.4172,DOWN,0
2005-04-01,66.87,68.06,63.8762,66.788,65.3854,UP,1
2005-04-04,67.37,67.02,63.8778,67.006,65.3666,UP,1
2005-04-05,67.54,67.43,63.8797,67.488,65.3664,UP,1
2005-04-06,67.62,67.88,63.8802,67.426,65.3664,UP,1
2005-04-07,67.98,67.81,63.8802,67.476,65.3728,DOWN,0
2005-04-08,67.12,67.98,63.8677,67.526,65.3518,DOWN,0
2005-04-11,66.58,67.39,63.8465,67.368,65.324,UP,1
2005-04-12,68.24,66.58,63.8386,67.508,65.354,DOWN,0
2005-04-13,67.4,68.24,63.8317,67.464,65.3368,DOWN,0
2005-04-14,65.52,67.52,63.819,66.972,65.2656,DOWN,0
2005-04-15,63.86,65.53,63.7953,66.32,65.1774,UP,1
2005-04-18,65.22,64.17,63.7833,66.048,65.1748,DOWN,0
2005-04-19,64.64,65.22,63.7659,65.328,65.1772,DOWN,0
2005-04-20,61.64,64.64,63.7324,64.176,65.1422,UP,1
2005-04-21,67.0,65.0,63.7355,64.472,65.2254,DOWN,0
2005-04-22,64.53,66.2,63.7357,64.606,65.2794,UP,1
2005-04-25,64.59,64.63,63.7335,64.48,65.322,DOWN,0
2005-04-26,62.83,64.59,63.7291,64.118,65.315,DOWN,0
2005-04-27,62.52,62.84,63.7232,64.294,65.3,DOWN,0
2005-04-28,61.91,62.5,63.7198,63.276,65.2492,UP,1
2005-04-29,62.06,62.16,63.7185,62.782,65.2144,DOWN,0
2005-05-02,61.64,62.25,63.7161,62.192,65.198,DOWN,0
2005-05-03,61.28,61.89,63.7123,61.882,65.1658,UP,1
2005-05-04,63.32,61.52,63.7092,62.042,65.1962,DOWN,0
2005-05-05,62.79,63.25,63.7099,62.218,65.1874,UP,1
2005-05-06,63.0,62.8,63.7062,62.406,65.1684,UP,1
2005-05-09,63.53,63.1,63.7088,62.784,65.1586,DOWN,0
2005-05-10,62.92,63.04,63.7141,63.112,65.142,DOWN,0
2005-05-11,62.34,63.15,63.7155,62.916,65.1062,DOWN,0
2005-05-12,61.13,61.09,63.7114,62.584,65.0536,UP,1
2005-05-13,61.41,61.1,63.7057,62.266,65.0022,UP,1
2005-05-16,63.33,61.41,63.7102,62.226,64.953,UP,1
2005-05-17,63.84,63.33,63.715,62.41,64.8846,UP,1
2005-05-18,65.55,64.1,63.7334,63.052,64.8756,DOWN,0
2005-05-19,65.51,65.77,63.7496,63.928,64.8792,UP,1
2005-05-20,68.25,67.51,63.7923,65.296,64.9268,UP,1
2005-05-23,68.98,68.58,63.8437,66.426,64.9876,DOWN,0
2005-05-24,68.21,68.99,63.8847,67.3,65.0362,UP,1
2005-05-25,68.27,68.2,63.9236,67.844,65.0938,UP,1
2005-05-26,69.44,68.33,63.9737,68.63,65.1992,DOWN,0
2005-05-27,69.06,69.3,64.0243,68.792,65.3004,DOWN,0
2005-05-31,68.8,69.11,64.0708,68.756,65.399,UP,1
2005-06-01,68.85,68.7,64.1092,68.884,65.444,DOWN,0
2005-06-02,68.34,68.38,64.1422,68.898,65.4704,DOWN,0
2005-06-03,68.0,68.17,64.1677,68.61,65.4968,DOWN,0
2005-06-06,67.75,67.83,64.1963,68.348,65.513,DOWN,0
2005-06-07,67.65,67.68,64.2246,68.118,65.5404,DOWN,0
2005-06-08,67.25,67.85,64.2517,67.798,65.5828,DOWN,0
2005-06-09,66.79,67.26,64.2791,67.488,65.56,UP,1
2005-06-10,66.9,66.79,64.3075,67.268,65.5434,UP,1
2005-06-13,67.05,66.9,64.3349,67.128,65.547,UP,1
2005-06-14,68.0,67.1,64.367,67.198,65.5596,DOWN,0
2005-06-15,67.98,68.15,64.4012,67.344,65.5684,UP,1
2005-06-16,70.74,67.99,64.4492,68.134,65.6308,UP,1
2005-06-17,72.51,71.15,64.5064,69.256,65.7214,UP,1
2005-06-20,72.56,72.45,64.5604,70.358,65.8302,UP,1
2005-06-21,73.44,72.56,64.6196,71.446,65.9674,DOWN,0
2005-06-22,71.41,73.68,64.6665,72.132,66.0308,DOWN,0
2005-06-23,70.77,71.49,64.7137,72.138,66.0982,DOWN,0
2005-06-24,69.6,70.5,64.7578,71.556,66.1798,DOWN,0
2005-06-27,69.52,69.61,64.7995,70.948,66.293,UP,1
2005-06-28,70.31,69.7,64.8443,70.322,66.3948,DOWN,0
2005-06-29,70.1,70.31,64.891,70.06,66.504,UP,1
2005-06-30,70.11,70.2,64.9375,69.928,66.6734,DOWN,0
2005-07-01,69.6,70.3,64.9799,69.928,66.7254,UP,1
2005-07-05,70.87,69.61,65.0252,70.198,66.8522,DOWN,0
2005-07-06,70.01,71.0,65.0675,70.138,66.9606,DOWN,0
2005-07-07,69.6,69.57,65.0975,70.038,67.096,UP,1
2005-07-08,70.0,69.6,65.1324,70.016,67.2456,UP,1
2005-07-11,71.15,69.96,65.1791,70.326,67.4304,DOWN,0
2005-07-12,70.37,70.9,65.2238,70.226,67.5966,UP,1
2005-07-13,70.5,70.41,65.2741,70.324,67.7738,UP,1
2005-07-14,70.85,70.75,65.3263,70.574,67.9652,DOWN,0
2005-07-15,69.99,71.03,65.3761,70.572,68.0986,UP,1
2005-07-18,73.31,71.44,65.4422,71.004,68.309,UP,1
2005-07-19,75.43,73.31,65.5153,72.016,68.5576,UP,1
2005-07-20,77.02,75.43,65.6023,73.32,68.8274,UP,1
2005-07-21,77.9,77.0,65.6948,74.73,69.127,DOWN,0
2005-07-22,77.18,77.85,65.7792,76.168,69.4238,UP,1
2005-07-25,82.68,77.95,65.8975,78.042,69.8548,DOWN,0
2005-07-26,80.28,82.8,66.0093,79.012,70.2322,DOWN,0
2005-07-27,79.69,81.0,66.1153,79.546,70.5594,UP,1
2005-07-28,79.94,79.95,66.221,79.954,70.8814,UP,1
2005-07-29,79.98,80.04,66.3282,80.514,71.17,DOWN,0
2005-08-01,79.74,80.0,66.4376,79.926,71.4546,DOWN,0
2005-08-02,78.7,79.8,66.5417,79.61,71.6636,UP,1
2005-08-03,78.89,78.7,66.6447,79.45,71.8618,UP,1
2005-08-04,78.99,78.89,66.7431,79.26,72.0774,UP,1
2005-08-05,79.71,79.05,66.8562,79.206,72.3062,UP,1
2005-08-08,82.46,82.0,66.9859,79.75,72.5666,UP,1
2005-08-09,83.02,82.46,67.1225,80.614,72.8458,DOWN,0
2005-08-10,81.53,83.0,67.255,81.142,73.1004,DOWN,0
2005-08-11,80.7,81.39,67.3747,81.484,73.3374,UP,1
2005-08-12,84.4,80.68,67.5016,82.422,73.6586,DOWN,0
2005-08-15,82.19,84.41,67.6199,82.368,73.9424,DOWN,0
2005-08-16,80.24,82.35,67.7274,81.812,74.1922,DOWN,0
2005-08-17,80.0,80.7,67.8377,81.506,74.4392,DOWN,0
2005-08-18,79.5,79.93,67.9418,81.266,74.6842,UP,1
2005-08-19,81.83,80.95,68.0522,80.752,74.985,DOWN,0
2005-08-22,81.48,81.9,68.1521,80.61,75.2766,DOWN,0
2005-08-23,79.88,81.1,68.2393,80.538,75.5332,DOWN,0
2005-08-24,77.81,79.5,68.3183,80.1,75.7294,UP,1
2005-08-25,78.15,77.85,68.3902,79.83,75.9328,DOWN,0
2005-08-26,77.16,77.87,68.4575,78.896,76.0612,DOWN,0
2005-08-29,76.55,77.0,68.5224,77.91,76.142,DOWN,0
2005-08-30,75.81,76.4,68.5809,77.096,76.207,UP,1
2005-08-31,76.05,75.4,68.6392,76.744,76.2592,DOWN,0
2005-09-01,75.96,75.9,68.7013,76.306,76.3502,UP,1
2005-09-02,76.3,76.21,68.7507,76.134,76.4608,UP,1
2005-09-06,78.0,76.6,68.8119,76.424,76.6288,UP,1
2005-09-07,78.88,78.33,68.8831,77.038,76.816,DOWN,0
2005-09-08,77.93,78.1,68.9487,77.414,76.9684,UP,1
2005-09-09,78.81,78.1,69.0202,77.984,77.1426,UP,1
2005-09-12,79.1,78.49,69.0904,78.544,77.3224,DOWN,0
2005-09-13,77.91,79.25,69.1552,78.526,77.4886,UP,1
2005-09-14,77.97,77.76,69.2192,78.344,77.6306,DOWN,0
2005-09-15,77.36,77.97,69.2833,78.23,77.7776,UP,1
2005-09-16,77.52,77.87,69.3459,77.972,77.936,DOWN,0
2005-09-19,76.25,77.07,69.4059,77.402,78.061,DOWN,0
2005-09-20,73.1,75.3,69.4518,76.44,78.1,DOWN,0
2005-09-21,71.78,73.0,69.4942,75.202,78.1282,UP,1
2005-09-22,72.77,72.0,69.5415,74.284,78.1736,UP,1
2005-09-23,73.14,72.6,69.5872,73.408,78.2194,DOWN,0
2005-09-26,72.99,73.3,69.6318,72.756,78.2794,UP,1
2005-09-27,73.41,73.0,69.6793,72.818,78.2814,UP,1
2005-09-28,74.13,74.25,69.7206,73.288,78.2554,UP,1
2005-09-29,74.62,74.41,69.7566,73.658,78.2074,UP,1
2005-09-30,75.77,74.73,69.7921,74.184,78.1648,DOWN,0
2005-10-03,75.11,75.6,69.8293,74.608,78.1234,DOWN,0
2005-10-04,74.8,75.3,69.8719,74.886,77.9658,DOWN,0
2005-10-05,73.46,74.39,69.9066,74.752,77.8294,DOWN,0
2005-10-06,73.29,73.69,69.9339,74.486,77.7014,UP,1
2005-10-07,73.7,73.75,69.9569,74.072,77.5766,DOWN,0
2005-10-10,72.87,73.3,69.9797,73.624,77.4344,DOWN,0
2005-10-11,69.82,72.78,69.9898,72.628,77.236,UP,1
2005-10-12,70.24,69.97,69.996,71.984,77.0668,DOWN,0
2005-10-13,70.09,69.9,70.0015,71.344,76.8908,UP,1
2005-10-14,71.33,70.19,70.0119,70.87,76.7376,UP,1
2005-10-17,71.56,71.4,70.0236,70.608,76.5746,DOWN,0
2005-10-18,71.42,71.56,70.0355,70.928,76.3538,UP,1
2005-10-19,73.23,71.42,70.0623,71.526,76.158,UP,1
2005-10-20,74.37,74.85,70.0946,72.382,76.0148,UP,1
2005-10-21,74.72,74.37,70.1242,73.06,75.8952,UP,1
2005-10-24,76.17,74.72,70.1653,73.982,75.7306,DOWN,0
2005-10-25,76.11,76.17,70.1985,74.92,75.609,UP,1
2005-10-26,76.95,76.0,70.2303,75.664,75.5432,DOWN,0
2005-10-27,75.64,76.85,70.2542,75.918,75.456,UP,1
2005-10-28,77.76,76.15,70.2965,76.526,75.4212,UP,1
2005-10-31,78.5,77.76,70.3427,76.992,75.3546,UP,1
2005-11-01,79.33,78.65,70.3872,77.636,75.3116,UP,1
2005-11-02,80.27,79.35,70.4463,78.3,75.3194,UP,1
2005-11-03,80.59,81.0,70.5077,79.29,75.375,DOWN,0
2005-11-04,80.17,80.55,70.5708,79.772,75.4154,UP,1
2005-11-07,80.97,80.6,70.6375,80.266,75.4916,DOWN,0
2005-11-08,78.45,79.6,70.6915,80.09,75.5296,DOWN,0
2005-11-09,78.32,78.46,70.7422,79.7,75.5798,UP,1
2005-11-10,79.05,78.0,70.7976,79.392,75.6398,DOWN,0
2005-11-11,78.74,79.17,70.8576,79.106,75.6954,UP,1
2005-11-14,78.97,79.25,70.9112,78.706,75.7488,DOWN,0
2005-11-15,78.75,79.2,70.9595,78.766,75.7638,UP,1
2005-11-16,79.0,79.2,71.0132,78.902,75.7662,UP,1
2005-11-17,80.03,79.2,71.0866,79.098,75.8082,DOWN,0
2005-11-18,80.03,80.9,71.1641,79.356,75.8326,UP,1
2005-11-21,81.44,80.14,71.2544,79.85,75.8794,UP,1
2005-11-22,82.22,81.44,71.3513,80.544,75.9656,UP,1
2005-11-23,83.17,82.28,71.458,81.378,76.0696,DOWN,0
2005-11-25,82.75,83.18,71.5594,81.922,76.1774,DOWN,0
2005-11-28,81.78,83.2,71.6524,82.272,76.2626,DOWN,0
2005-11-29,81.55,82.0,71.7438,82.294,76.3686,UP,1
2005-11-30,81.85,81.75,71.8308,82.22,76.5436,UP,1
2005-12-01,84.85,82.15,71.9361,82.556,76.805,DOWN,0
2005-12-02,84.81,84.6,72.0478,82.968,77.0458,DOWN,0
2005-12-05,83.28,84.82,72.1498,83.268,77.2486,UP,1
2005-12-06,83.68,84.1,72.2592,83.694,77.4624,DOWN,0
2005-12-07,82.51,84.0,72.3556,83.826,77.6444,UP,1
2005-12-08,83.14,83.0,72.4515,83.484,77.8246,UP,1
2005-12-09,83.85,83.14,72.5507,83.292,78.0092,DOWN,0
2005-12-12,83.76,84.1,72.6507,83.388,78.169,UP,1
2005-12-13,84.28,83.9,72.7515,83.508,78.3524,UP,1
2005-12-14,85.65,84.28,72.8609,84.136,78.5694,DOWN,0
2005-12-15,84.13,85.94,72.9617,84.334,78.7828,DOWN,0
2005-12-16,83.9,84.9,73.0522,84.344,78.995,DOWN,0
2005-12-19,82.91,83.6,73.1305,84.174,79.1792,DOWN,0
2005-12-20,82.46,83.1,73.2128,83.81,79.371,UP,1
2005-12-21,83.88,83.0,73.3055,83.456,79.6522,UP,1
2005-12-22,84.17,83.77,73.397,83.464,79.9308,DOWN,0
2005-12-23,83.83,84.17,73.4865,83.45,80.2056,DOWN,0
2005-12-27,83.15,83.84,73.5733,83.498,80.442,UP,1
2005-12-28,83.58,83.05,73.6643,83.722,80.6824,UP,1
2005-12-29,84.21,83.53,73.7645,83.788,80.9382,DOWN,0
2005-12-30,83.76,84.0,73.8633,83.706,81.1488,DOWN,0
2006-01-03,82.67,83.94,73.9573,83.474,81.3148,UP,1
2006-01-04,83.05,83.0,74.0395,83.454,81.4814,UP,1
2006-01-05,83.18,83.15,74.1203,83.374,81.6216,UP,1
2006-01-06,83.68,83.9,74.2053,83.268,81.773,UP,1
2006-01-09,84.99,83.75,74.2955,83.514,81.9338,DOWN,0
2006-01-10,83.1,84.15,74.3797,83.6,82.083,DOWN,0
2006-01-11,83.05,83.35,74.4692,83.6,82.1888,DOWN,0
2006-01-12,81.88,83.05,74.539,83.34,82.2564,DOWN,0
2006-01-13,81.18,81.88,74.6062,82.84,82.2934,UP,1
2006-01-17,81.45,80.4,74.6791,82.132,82.317,DOWN,0
2006-01-18,81.0,81.14,74.7473,81.712,82.3252,UP,1
2006-01-19,81.94,81.21,74.8193,81.49,82.3606,DOWN,0
2006-01-20,81.16,83.4,74.887,81.346,82.3644,UP,1
2006-01-23,82.16,81.35,74.9579,81.542,82.4386,DOWN,0
2006-01-24,82.01,82.12,75.0323,81.654,82.5124,DOWN,0
2006-01-25,81.89,82.42,75.1089,81.832,82.5692,DOWN,0
2006-01-26,81.85,81.92,75.1769,81.814,82.6314,DOWN,0
2006-01-27,81.74,81.85,75.2486,81.93,82.6868,DOWN,0
2006-01-30,81.2,81.784,75.327,81.738,82.7358,DOWN,0
2006-01-31,80.68,81.1,75.4111,81.472,82.7694,DOWN,0
2006-02-01,80.48,80.31,75.4874,81.19,82.7784,UP,1
2006-02-02,86.37,84.6,75.5961,82.094,82.9052,UP,1
2006-02-03,86.61,85.68,75.7209,83.068,83.0086,UP,1
2006-02-06,87.46,86.62,75.8232,84.32,83.1134,DOWN,0
2006-02-07,86.92,87.15,75.9352,85.568,83.1884,UP,1
2006-02-08,89.75,86.887,76.061,87.422,83.3284,DOWN,0
2006-02-09,87.38,88.5,76.1837,87.624,83.4404,DOWN,0
2006-02-10,87.28,87.13,76.3075,87.758,83.555,DOWN,0
2006-02-13,85.83,87.29,76.4271,87.432,83.6346,UP,1
2006-02-14,88.07,85.83,76.5572,87.662,83.699,UP,1
2006-02-15,88.14,87.9,76.6897,87.34,83.7656,UP,1
2006-02-16,89.3,88.14,76.8298,87.724,83.886,DOWN,0
2006-02-17,89.2,89.45,76.9592,88.108,83.9964,UP,1
2006-02-21,89.39,89.5,77.0922,88.82,84.134,UP,1
2006-02-22,91.11,89.39,77.2327,89.428,84.2934,DOWN,0
2006-02-23,90.6,91.09,77.3681,89.92,84.4284,UP,1
2006-02-24,90.64,90.5,77.5067,90.188,84.566,UP,1
2006-02-27,90.87,91.1,77.6493,90.522,84.6978,DOWN,0
2006-02-28,89.79,90.78,77.7926,90.602,84.7806,UP,1
2006-03-01,89.9,89.26,77.9351,90.36,84.896,DOWN,0
2006-03-02,89.49,89.9,78.0659,90.138,85.0078,DOWN,0
2006-03-03,89.42,89.49,78.1938,89.894,85.138,DOWN,0
2006-03-06,88.3,89.42,78.3075,89.38,85.2548,DOWN,0
2006-03-07,85.79,88.29,78.4089,88.58,85.293,DOWN,0
2006-03-08,85.55,85.95,78.4954,87.71,85.3206,UP,1
2006-03-09,86.31,85.75,78.5821,87.074,85.3702,DOWN,0
2006-03-10,86.0,86.31,78.671,86.39,85.4272,UP,1
2006-03-13,86.29,86.2,78.7611,85.988,85.4814,UP,1
2006-03-14,88.0,86.29,78.8539,86.43,85.5572,UP,1
2006-03-15,89.02,88.25,78.9537,87.124,85.6624,DOWN,0
2006-03-16,87.54,89.03,79.0475,87.37,85.7598,DOWN,0
2006-03-17,86.25,87.54,79.1345,87.42,85.8238,UP,1
2006-03-20,87.6,86.35,79.2308,87.682,85.9122,DOWN,0
2006-03-21,86.87,87.5,79.3251,87.456,85.976,UP,1
2006-03-22,87.95,85.0,79.4261,87.242,86.0352,DOWN,0
2006-03-23,87.41,87.95,79.5249,87.216,86.1214,UP,1
2006-03-24,87.72,87.46,79.6273,87.51,86.2148,UP,1
2006-03-27,90.0,88.15,79.7433,87.99,86.3772,DOWN,0
2006-03-28,89.57,90.16,79.8567,88.53,86.545,UP,1
2006-03-29,95.95,89.67,80.0012,90.13,86.835,DOWN,0
2006-03-30,91.46,94.75,80.1185,90.94,87.0442,UP,1
2006-03-31,91.47,91.66,80.2359,91.69,87.2348,UP,1
2006-04-03,92.28,92.6,80.3436,92.146,87.4572,DOWN,0
2006-04-04,91.74,91.995,80.4398,92.58,87.6488,DOWN,0
2006-04-05,91.41,91.57,80.534,91.672,87.8368,DOWN,0
2006-04-06,90.92,91.05,80.6214,91.564,88.0174,DOWN,0
2006-04-07,90.91,90.92,80.7189,91.452,88.1986,DOWN,0
2006-04-10,90.31,90.51,80.8166,91.058,88.37,DOWN,0
2006-04-11,90.22,90.4,80.9197,90.754,88.5504,UP,1
2006-04-12,92.09,90.21,81.0325,90.89,88.7786,DOWN,0
2006-04-13,91.33,92.0,81.1376,90.972,88.9956,DOWN,0
2006-04-17,90.79,91.11,81.2411,90.948,89.084,DOWN,0
2006-04-18,90.48,90.81,81.3429,90.982,89.1614,UP,1
2006-04-19,91.25,90.2,81.4512,91.188,89.2372,DOWN,0
2006-04-20,90.75,91.0,81.5506,90.92,89.3138,DOWN,0
2006-04-21,90.05,91.33,81.6508,90.664,89.3198,UP,1
2006-04-24,90.5,90.05,81.7553,90.606,89.3822,UP,1
2006-04-25,92.64,93.95,81.8685,91.038,89.4894,DOWN,0
2006-04-26,90.27,90.97,81.9641,90.842,89.5782,UP,1
2006-04-27,90.5,90.1,82.0647,90.792,89.6268,DOWN,0
2006-04-28,89.75,90.5,82.161,90.732,89.659,DOWN,0
2006-05-01,88.95,89.83,82.2515,90.422,89.652,UP,1
2006-05-02,89.18,89.1,82.3474,89.73,89.6516,UP,1
2006-05-03,91.34,89.6,82.4376,89.944,89.6906,UP,1
2006-05-04,92.83,91.37,82.5246,90.41,89.725,DOWN,0
2006-05-05,92.58,92.9,82.6024,90.976,89.7646,UP,1
2006-05-08,92.78,92.7,82.6768,91.742,89.8074,UP,1
2006-05-09,93.09,92.45,82.7563,92.524,89.8518,DOWN,0
2006-05-10,92.17,93.1,82.8038,92.69,89.8994,DOWN,0
2006-05-11,91.03,91.65,82.8575,92.33,89.922,DOWN,0
2006-05-12,88.78,90.7,82.903,91.57,89.9078,UP,1
2006-05-15,89.3,87.4,82.9498,90.874,89.9054,DOWN,0
2006-05-16,89.0,89.25,82.9949,90.056,89.9194,DOWN,0
2006-05-17,87.85,87.8,83.0354,89.192,89.9606,DOWN,0
2006-05-18,84.73,88.0,83.0656,87.932,89.9442,UP,1
2006-05-19,85.96,85.6,83.1009,87.368,89.9372,DOWN,0
2006-05-22,84.62,85.05,83.1291,86.432,89.9096,UP,1
2006-05-23,88.0,84.87,83.1705,86.232,89.9438,DOWN,0
2006-05-24,87.88,88.0,83.1976,86.238,89.9414,UP,1
2006-05-25,88.36,86.93,83.2243,86.964,89.9282,UP,1
2006-05-26,90.98,88.4,83.2716,87.968,89.997,DOWN,0
2006-05-30,88.48,91.4,83.3105,88.74,90.0416,UP,1
2006-05-31,89.92,88.5,83.3381,89.124,90.088,UP,1
2006-06-01,90.25,89.92,83.3784,89.598,90.1556,DOWN,0
2006-06-02,89.5,90.25,83.4247,89.826,90.1866,DOWN,0
2006-06-05,86.63,89.5,83.4578,88.956,90.171,DOWN,0
