ticker,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,54.938,55.063,66.23,55.7625,60.2512,DOWN,0
2000-02-10,54.375,55.0,66.1613,55.125,60.1187,DOWN,0
2000-02-11,52.75,54.938,66.081,54.4,59.9512,UP,1
2000-02-14,52.938,51.75,66.0138,53.875,59.7662,DOWN,0
2000-02-15,52.688,53.063,65.9288,53.5375,59.5837,UP,1
2000-02-16,54.0,53.063,65.8569,53.35,59.4262,UP,1
2000-02-17,57.0,54.0,65.8006,53.875,59.3337,DOWN,0
2000-02-18,54.5,56.375,65.7238,54.225,59.22,UP,1
2000-02-22,54.563,54.5,65.6519,54.55,59.0875,DOWN,0
2000-02-23,54.188,54.563,65.5728,54.85,58.9825,UP,1
2000-02-24,54.25,54.188,65.4931,54.9,58.9087,DOWN,0
2000-02-25,53.375,53.875,65.4097,54.175,58.7787,UP,1
2000-02-28,53.625,53.875,65.3128,54.0,58.6275,UP,1
2000-02-29,54.313,53.125,65.2328,53.95,58.4875,DOWN,0
2000-03-01,53.438,54.313,65.1575,53.8,58.3175,DOWN,0
2000-03-02,51.5,53.188,65.0844,53.25,58.105,UP,1
2000-03-03,52.188,51.563,65.0144,53.0125,57.88,UP,1
2000-03-06,52.313,52.125,64.9472,52.75,57.67,DOWN,0
2000-03-07,50.438,52.063,64.86,51.975,57.42,DOWN,0
2000-03-08,49.625,50.75,64.7775,51.2125,57.1462,UP,1
2000-03-09,51.688,49.625,64.7016,51.25,56.9237,DOWN,0
2000-03-10,50.063,51.938,64.6294,50.825,56.65,DOWN,0
2000-03-13,49.563,49.5,64.561,50.275,56.3425,DOWN,0
2000-03-14,48.875,49.813,64.4828,49.9625,56.0187,UP,1
2000-03-15,54.063,49.125,64.4266,50.85,55.8637,UP,1
2000-03-16,58.438,56.0,64.3869,52.2,55.8437,DOWN,0
2000-03-17,57.063,58.375,64.3344,53.6,55.7787,DOWN,0
2000-03-20,56.875,57.188,64.2831,55.0625,55.7,UP,1
2000-03-21,60.375,56.875,64.2416,57.3625,55.6875,DOWN,0
2000-03-22,57.625,59.375,64.1875,58.075,55.605,UP,1
2000-03-23,58.0,57.875,64.1456,57.9875,55.485,DOWN,0
2000-03-24,56.813,58.0,64.1113,57.9375,55.3862,DOWN,0
2000-03-27,56.5,56.875,64.0828,57.8625,55.2875,DOWN,0
2000-03-28,56.188,55.875,64.0422,57.025,55.1875,UP,1
2000-03-29,58.938,55.938,64.0169,57.2875,55.18,UP,1
2000-03-30,59.688,59.063,63.9838,57.625,55.1812,DOWN,0
2000-03-31,58.625,59.938,63.9475,57.9875,55.1637,UP,1
2000-04-03,59.375,58.813,63.9194,58.5625,55.2012,UP,1
2000-04-04,62.063,60.438,63.8985,59.7375,55.2837,DOWN,0
2000-04-05,60.625,61.5,63.8613,60.075,55.4237,UP,1
2000-04-06,60.75,60.375,63.8253,60.2875,55.4412,DOWN,0
2000-04-07,60.188,60.625,63.8006,60.6,55.5112,UP,1
2000-04-10,61.5,60.125,63.781,61.025,55.6062,DOWN,0
2000-04-11,61.313,61.75,63.7478,60.875,55.6675,UP,1
2000-04-12,63.875,61.563,63.7175,61.525,55.7512,UP,1
2000-04-13,64.0,64.0,63.6675,62.175,55.8787,DOWN,0
2000-04-14,61.5,64.25,63.6156,62.4375,55.9575,DOWN,0
2000-04-17,61.0,61.375,63.5613,62.3375,56.05,DOWN,0
2000-04-18,60.188,61.0,63.505,62.1125,56.1425,DOWN,0
2000-04-19,58.063,60.625,63.4378,60.95,56.2162,UP,1
2000-04-20,61.75,58.0,63.3881,60.5,56.3525,UP,1
2000-04-24,64.125,61.625,63.3481,61.025,56.5475,UP,1
2000-04-25,66.625,65.125,63.32,62.15,56.825,DOWN,0
2000-04-26,66.25,66.563,63.2972,63.3625,57.0912,DOWN,0
2000-04-27,64.375,64.5,63.2494,64.625,57.325,UP,1
2000-04-28,65.125,64.625,63.2163,65.3,57.5475,UP,1
2000-05-01,67.0,66.438,63.1931,65.875,57.7475,DOWN,0
2000-05-02,66.5,67.063,63.1569,65.85,57.9875,UP,1
2000-05-03,67.25,65.875,63.1241,66.05,58.2412,DOWN,0
2000-05-04,65.0,67.125,63.0741,66.175,58.4575,UP,1
2000-05-05,66.813,64.75,63.0241,66.5125,58.7087,DOWN,0
2000-05-08,63.25,67.063,62.9628,65.7625,58.9062,UP,1
2000-05-09,63.5,64.5,62.9056,65.1625,59.1037,DOWN,0
2000-05-10,61.875,63.625,62.8425,64.0875,59.255,UP,1
2000-05-11,65.688,62.25,62.8016,64.225,59.5,DOWN,0
2000-05-12,63.75,65.563,62.7619,63.6125,59.745,UP,1
2000-05-15,65.063,63.625,62.7288,63.975,60.0025,UP,1
2000-05-16,65.125,64.688,62.7,64.3,60.2587,DOWN,0
2000-05-17,63.063,64.5,62.6625,64.5375,60.5112,UP,1
2000-05-18,64.875,64.0,62.6375,64.375,60.8162,DOWN,0
2000-05-19,61.938,63.75,62.6044,64.0125,61.0212,DOWN,0
2000-05-22,61.125,62.0,62.5713,63.225,61.2425,UP,1
2000-05-23,61.75,61.375,62.5381,62.55,61.4862,UP,1
2000-05-24,62.625,61.625,62.5075,62.4625,61.7612,DOWN,0
2000-05-25,61.0,62.375,62.4644,61.6875,61.9,DOWN,0
2000-05-26,59.0,61.0,62.4138,61.1,61.9112,UP,1
2000-05-30,60.688,60.125,62.3678,61.0125,61.9837,DOWN,0
2000-05-31,56.688,60.0,62.3006,60.0,61.98,DOWN,0
2000-06-01,56.563,56.938,62.2288,58.7875,61.9037,UP,1
2000-06-02,59.75,57.0,62.1763,58.5375,61.9462,DOWN,0
2000-06-05,58.375,59.75,62.1185,58.4125,61.9537,DOWN,0
2000-06-06,55.297,57.875,62.0406,57.3344,61.9234,DOWN,0
2000-06-07,53.938,55.813,61.9478,56.7844,61.8722,UP,1
2000-06-08,54.188,54.063,61.854,56.3094,61.8322,UP,1
2000-06-09,54.375,54.875,61.7396,55.2344,61.7409,UP,1
2000-06-12,55.25,54.375,61.6393,54.6094,61.6522,DOWN,0
2000-06-13,53.438,55.0,61.5334,54.2375,61.5484,UP,1
2000-06-14,53.813,53.563,61.4387,54.2125,61.4372,DOWN,0
2000-06-15,53.375,53.813,61.3521,54.05,61.2634,DOWN,0
2000-06-16,51.5,53.25,61.2446,53.475,61.0809,DOWN,0
2000-06-19,50.625,51.25,61.1387,52.55,60.8784,DOWN,0
2000-06-20,49.563,51.0,61.0209,51.775,60.6659,DOWN,0
2000-06-21,48.625,49.75,60.894,50.7375,60.4084,UP,1
2000-06-22,50.563,48.75,60.7837,50.175,60.1934,UP,1
2000-06-23,51.438,50.563,60.6893,50.1625,59.9447,DOWN,0
2000-06-26,49.5,51.438,60.5953,49.9375,59.6547,UP,1
2000-06-27,51.875,50.375,60.5099,50.4,59.4622,DOWN,0
2000-06-28,51.356,52.5,60.422,50.9461,59.2693,DOWN,0
2000-06-29,50.875,51.375,60.3455,51.0086,59.083,DOWN,0
2000-06-30,46.625,49.25,60.243,50.0461,58.8543,UP,1
2000-07-03,50.5,47.25,60.157,50.2461,58.6293,DOWN,0
2000-07-05,49.938,50.625,60.0698,49.8586,58.3455,UP,1
2000-07-06,51.0,49.688,60.0008,49.7875,58.033,DOWN,0
2000-07-07,50.5,51.0,59.9258,49.7125,57.718,UP,1
2000-07-10,52.563,50.688,59.8645,50.9,57.4818,UP,1
2000-07-11,53.688,52.0,59.8239,51.5375,57.253,DOWN,0
2000-07-12,53.313,53.25,59.7758,52.2125,56.9793,UP,1
2000-07-13,54.063,53.25,59.7311,52.825,56.7305,DOWN,0
2000-07-14,53.25,53.875,59.6789,53.375,56.4505,UP,1
2000-07-17,54.063,52.625,59.6227,53.675,56.2318,DOWN,0
2000-07-18,49.375,49.5,59.5511,52.8125,55.883,DOWN,0
2000-07-19,48.125,49.375,59.4789,51.775,55.5805,DOWN,0
2000-07-20,48.0,47.875,59.4083,50.5625,55.2705,DOWN,0
2000-07-21,47.688,47.625,59.3214,49.45,54.9868,DOWN,0
2000-07-24,46.938,47.438,59.2505,48.025,54.6118,DOWN,0
2000-07-25,43.125,44.875,59.1567,46.775,54.1993,DOWN,0
2000-07-26,41.438,43.25,59.047,45.4375,53.7268,DOWN,0
2000-07-27,40.5,41.5,58.933,43.9375,53.2343,UP,1
2000-07-28,40.875,40.75,58.8267,42.575,52.7905,UP,1
2000-07-31,43.188,40.75,58.7095,41.825,52.3568,DOWN,0
2000-08-01,42.313,42.25,58.5998,41.6625,51.9643,DOWN,0
2000-08-02,41.188,42.0,58.477,41.6125,51.5655,DOWN,0
2000-08-03,40.75,41.188,58.3602,41.6625,51.1455,DOWN,0
2000-08-04,40.063,41.0,58.2386,41.5,50.6943,UP,1
2000-08-07,42.25,40.375,58.1392,41.3125,50.3193,UP,1
2000-08-08,42.625,41.25,58.0305,41.375,49.9918,DOWN,0
2000-08-09,42.5,42.75,57.9158,41.6375,49.628,DOWN,0
2000-08-10,42.375,42.688,57.8005,41.9625,49.3418,UP,1
2000-08-11,43.188,42.375,57.6927,42.5875,49.0743,UP,1
2000-08-14,45.563,45.938,57.5883,43.25,48.7905,DOWN,0
2000-08-15,45.0,45.5,57.4648,43.725,48.523,DOWN,0
2000-08-16,44.0,45.0,57.3295,44.025,48.2971,UP,1
2000-08-17,44.313,44.5,57.1933,44.4125,48.1046,DOWN,0
2000-08-18,43.625,44.813,57.0711,44.5,47.8934,DOWN,0
2000-08-21,43.438,43.875,56.9458,44.075,47.6746,UP,1
2000-08-22,44.5,43.875,56.8183,43.975,47.4596,DOWN,0
2000-08-23,43.75,44.75,56.6923,43.925,47.2659,UP,1
2000-08-24,43.938,44.5,56.5602,43.85,47.0684,DOWN,0
2000-08-25,42.813,43.813,56.4308,43.6875,46.8571,DOWN,0
2000-08-28,38.125,38.625,56.2817,42.625,46.5896,DOWN,0
2000-08-29,37.875,38.25,56.1317,41.3,46.3346,UP,1
2000-08-30,38.0,33.0,55.987,40.15,46.1034,UP,1
2000-08-31,38.02,38.563,55.8403,38.9664,45.8913,DOWN,0
2000-09-01,37.688,38.0,55.7015,37.9414,45.6338,UP,1
2000-09-05,38.438,37.5,55.5596,38.0039,45.3738,UP,1
2000-09-06,40.5,38.563,55.4371,38.5289,45.1938,DOWN,0
2000-09-07,39.875,41.0,55.3146,38.9039,44.9538,DOWN,0
2000-09-08,39.813,39.813,55.1959,39.2625,44.7229,UP,1
2000-09-11,40.875,39.875,55.0871,39.9,44.5229,DOWN,0
2000-09-12,39.938,40.625,54.9702,40.2,44.3891,UP,1
2000-09-13,40.125,39.563,54.8537,40.125,44.1816,DOWN,0
2000-09-14,39.563,39.875,54.7465,40.0625,43.9741,DOWN,0
2000-09-15,38.813,38.5,54.6349,39.8625,43.7304,DOWN,0
2000-09-18,37.75,38.875,54.5127,39.2375,43.4754,UP,1
2000-09-19,38.875,37.5,54.398,39.025,43.2016,UP,1
2000-09-20,38.938,38.625,54.2834,38.7875,42.9066,UP,1
2000-09-21,39.5,38.813,54.1727,38.775,42.6304,UP,1
2000-09-22,39.75,39.5,54.0705,38.9625,42.3441,UP,1
2000-09-25,40.5,39.5,53.9671,39.5125,42.0891,DOWN,0
2000-09-26,39.0,40.25,53.8649,39.5375,41.7879,UP,1
2000-09-27,39.25,39.0,53.7715,39.6,41.5854,DOWN,0
2000-09-28,39.25,39.313,53.6684,39.55,41.4079,DOWN,0
2000-09-29,38.875,39.625,53.5568,39.375,41.2254,DOWN,0
2000-10-02,38.5,38.625,53.4427,38.975,41.0416,DOWN,0
2000-10-03,38.188,38.5,53.324,38.8125,40.8666,DOWN,0
2000-10-04,38.063,38.375,53.2037,38.575,40.7654,DOWN,0
2000-10-05,37.875,38.125,53.0759,38.3,40.6941,DOWN,0
2000-10-06,37.813,38.125,52.9509,38.0875,40.6404,DOWN,0
2000-10-09,37.813,37.875,52.8252,37.95,40.5791,DOWN,0
2000-10-10,37.438,37.875,52.6959,37.8,40.4641,DOWN,0
2000-10-11,36.688,37.438,52.5652,37.525,40.3516,DOWN,0
2000-10-12,35.5,36.688,52.424,37.05,40.2379,UP,1
2000-10-13,35.938,35.063,52.279,36.675,40.1416,UP,1
2000-10-16,36.063,36.063,52.134,36.325,40.0616,DOWN,0
2000-10-17,34.813,35.688,51.999,35.8,39.9129,UP,1
2000-10-18,38.563,34.813,51.8946,36.175,39.8316,UP,1
2000-10-19,39.625,38.438,51.7912,37.0,39.7741,UP,1
2000-10-20,40.438,39.0,51.6893,37.9,39.7354,DOWN,0
2000-10-23,40.0,40.375,51.5843,38.6875,39.6716,UP,1
2000-10-24,40.313,39.75,51.4771,39.7875,39.5666,DOWN,0
2000-10-25,39.563,40.063,51.3549,39.9875,39.4579,UP,1
2000-10-26,40.188,39.625,51.2471,40.1,39.3816,DOWN,0
2000-10-27,40.188,40.25,51.1409,40.05,39.2991,UP,1
2000-10-30,42.25,40.313,51.0462,40.5,39.2716,UP,1
2000-10-31,43.5,42.5,50.9671,41.1375,39.2729,DOWN,0
2000-11-01,43.125,43.313,50.8846,41.85,39.2454,DOWN,0
2000-11-02,42.813,42.813,50.8012,42.375,39.2266,UP,1
2000-11-03,43.188,42.938,50.7296,42.975,39.2116,DOWN,0
2000-11-06,42.938,42.75,50.6546,43.1125,39.2141,DOWN,0
2000-11-07,42.813,43.0,50.6005,42.975,39.3079,DOWN,0
2000-11-08,42.625,43.0,50.5143,42.875,39.4029,DOWN,0
2000-11-09,41.063,41.375,50.4362,42.525,39.4641,DOWN,0
2000-11-10,40.375,41.125,50.3543,41.9625,39.5112,UP,1
2000-11-13,40.625,40.125,50.2662,41.5,39.57,DOWN,0
2000-11-14,40.313,40.875,50.1693,41.0,39.6075,UP,1
2000-11-15,40.375,40.5,50.083,40.55,39.605,DOWN,0
2000-11-16,39.875,40.375,49.9946,40.3125,39.605,UP,1
2000-11-17,40.125,39.938,49.9134,40.2625,39.6113,DOWN,0
2000-11-20,38.938,40.25,49.8302,39.925,39.5725,DOWN,0
2000-11-21,38.75,39.0,49.7521,39.6125,39.5488,DOWN,0
2000-11-22,37.938,38.75,49.6671,39.125,39.505,UP,1
2000-11-24,38.438,38.063,49.5874,38.8375,39.4825,UP,1
2000-11-27,38.75,38.25,49.5174,38.5625,39.4812,UP,1
2000-11-28,38.875,38.813,49.4471,38.55,39.5037,UP,1
2000-11-29,39.125,38.5,49.3793,38.625,39.5087,DOWN,0
2000-11-30,39.125,39.125,49.3049,38.8625,39.5125,UP,1
2000-12-01,40.0,39.188,49.2199,39.175,39.5225,UP,1
2000-12-04,41.688,40.0,49.1559,39.7625,39.5612,UP,1
2000-12-05,43.375,41.563,49.0999,40.6625,39.6188,DOWN,0
2000-12-06,43.375,43.25,49.0459,41.5125,39.7063,DOWN,0
2000-12-07,43.375,43.375,48.9915,42.3625,39.7887,DOWN,0
2000-12-08,43.313,43.375,48.9412,43.025,39.87,UP,1
2000-12-11,44.188,43.313,48.894,43.525,39.9762,DOWN,0
2000-12-12,44.188,44.188,48.8434,43.6875,40.09,DOWN,0
2000-12-13,41.438,40.625,48.7834,43.3,40.155,DOWN,0
2000-12-14,40.688,40.938,48.7293,42.7625,40.2075,DOWN,0
2000-12-15,40.063,40.125,48.6687,42.1125,40.2513,UP,1
2000-12-18,41.125,40.25,48.6127,41.5,40.3175,UP,1
2000-12-19,41.188,41.125,48.5665,40.9,40.385,UP,1
2000-12-20,41.375,41.438,48.5252,40.8875,40.4638,UP,1
2000-12-21,42.75,41.375,48.4805,41.3,40.585,UP,1
2000-12-22,46.188,43.688,48.4612,42.525,40.7988,UP,1
2000-12-26,46.875,46.875,48.4477,43.675,41.0175,UP,1
2000-12-27,47.25,46.938,48.4396,44.8875,41.2413,UP,1
2000-12-28,48.813,46.75,48.4134,46.375,41.5213,DOWN,0
2000-12-29,47.688,49.0,48.3596,47.3625,41.7038,DOWN,0
2001-01-02,47.25,47.563,48.3105,47.575,41.8563,UP,1
2001-01-03,49.5,47.25,48.2737,48.1,42.0375,UP,1
2001-01-04,50.313,50.0,48.2234,48.7125,42.2438,DOWN,0
2001-01-05,49.063,50.875,48.1805,48.7625,42.4188,DOWN,0
2001-01-08,48.938,48.625,48.1352,49.0125,42.6063,DOWN,0
2001-01-09,47.688,48.938,48.0896,49.1,42.7563,DOWN,0
2001-01-10,47.438,47.25,48.0443,48.6875,42.9013,UP,1
2001-01-11,49.125,47.688,48.009,48.45,43.0388,DOWN,0
2001-01-12,48.688,49.125,47.9577,48.375,43.1425,DOWN,0
2001-01-16,48.0,48.5,47.8993,48.1875,43.24,UP,1
2001-01-17,48.375,48.5,47.848,48.325,43.3513,UP,1
2001-01-18,49.375,48.375,47.798,48.7125,43.475,DOWN,0
2001-01-19,48.5,49.25,47.7302,48.5875,43.5863,UP,1
2001-01-22,49.0,48.5,47.6721,48.65,43.71,UP,1
2001-01-23,49.438,49.0,47.6155,48.9375,43.8463,UP,1
2001-01-24,50.063,50.0,47.5649,49.275,44.0263,UP,1
2001-01-25,50.188,50.375,47.5084,49.4375,44.2225,DOWN,0
2001-01-26,50.188,50.125,47.4527,49.775,44.4138,UP,1
2001-01-29,50.96,50.2,47.3882,50.167,44.6267,UP,1
2001-01-30,51.61,50.71,47.3262,50.6015,44.8514,UP,1
2001-01-31,52.49,51.7,47.2812,51.087,45.1037,UP,1
2001-02-01,52.6,54.0,47.2392,51.5695,45.3532,UP,1
2001-02-02,53.06,52.6,47.2035,52.144,45.6357,DOWN,0
2001-02-05,53.0,52.76,47.1782,52.552,45.9206,UP,1
2001-02-06,53.24,53.0,47.1357,52.878,46.2267,DOWN,0
2001-02-07,53.1,53.25,47.0805,53.0,46.5199,UP,1
2001-02-08,53.22,53.25,47.0135,53.124,46.8093,DOWN,0
2001-02-09,52.89,52.75,46.9467,53.09,47.0896,UP,1
2001-02-12,53.5,52.9,46.8923,53.19,47.3771,UP,1
2001-02-13,53.8,53.5,46.8357,53.302,47.6706,UP,1
2001-02-14,53.96,54.0,46.7705,53.474,47.9498,DOWN,0
2001-02-15,53.88,53.98,46.7074,53.606,48.1937,UP,1
2001-02-16,53.92,53.5,46.6408,53.812,48.4046,UP,1
2001-02-20,54.34,54.5,46.5875,53.98,48.6239,DOWN,0
2001-02-21,53.72,54.34,46.522,53.964,48.8308,DOWN,0
2001-02-22,52.05,53.73,46.466,53.582,49.0055,DOWN,0
2001-02-23,51.5,52.1,46.406,53.106,49.1518,UP,1
2001-02-26,52.99,51.75,46.3616,52.92,49.3278,DOWN,0
2001-02-27,52.72,53.0,46.2967,52.596,49.5535,UP,1
2001-02-28,52.87,52.63,46.2423,52.426,49.7971,DOWN,0
2001-03-01,51.98,52.75,46.1769,52.412,50.0355,UP,1
2001-03-02,53.26,52.0,46.1176,52.764,50.2782,UP,1
2001-03-05,54.39,53.26,46.0742,53.044,50.5422,UP,1
2001-03-06,55.19,55.06,46.0258,53.538,50.8185,UP,1
2001-03-07,55.94,55.9,45.9958,54.152,51.0823,UP,1
2001-03-08,57.29,55.99,45.9766,55.214,51.3044,DOWN,0
2001-03-09,56.66,56.4,45.9512,55.894,51.5001,DOWN,0
2001-03-12,56.55,55.5,45.9208,56.326,51.6861,DOWN,0
2001-03-13,54.65,56.56,45.8891,56.218,51.8028,DOWN,0
2001-03-14,52.97,54.4,45.8589,55.624,51.9085,UP,1
2001-03-15,53.43,53.2,45.8226,54.852,52.0321,DOWN,0
2001-03-16,52.3,53.17,45.8007,53.98,52.0881,UP,1
2001-03-19,53.99,52.35,45.7878,53.468,52.1616,DOWN,0
2001-03-20,53.41,53.99,45.7561,53.22,52.2486,DOWN,0
2001-03-21,50.87,53.41,45.7186,52.8,52.2872,DOWN,0
2001-03-22,49.44,50.88,45.6893,52.002,52.3223,UP,1
2001-03-23,49.71,49.5,45.6682,51.484,52.3677,UP,1
2001-03-26,51.18,49.6,45.6532,50.922,52.4088,DOWN,0
2001-03-27,49.64,50.0,45.6295,50.168,52.4279,UP,1
2001-03-28,50.6,49.34,45.6062,50.114,52.4799,DOWN,0
2001-03-29,49.92,50.2,45.5886,50.21,52.5108,UP,1
2001-03-30,49.99,49.67,45.5695,50.266,52.5231,UP,1
2001-04-02,50.35,50.5,45.5544,50.1,52.5601,DOWN,0
2001-04-03,48.89,50.35,45.5414,49.95,52.5579,UP,1
2001-04-04,50.09,49.0,45.5387,49.848,52.5709,UP,1
2001-04-05,51.69,51.09,45.5493,50.202,52.6035,DOWN,0
2001-04-06,50.75,51.3,45.5599,50.354,52.6147,UP,1
2001-04-09,51.68,50.6,45.5655,50.62,52.6446,UP,1
2001-04-10,52.09,51.68,45.5688,51.26,52.6672,DOWN,0
2001-04-11,50.9,52.08,45.5758,51.422,52.653,DOWN,0
2001-04-12,49.99,50.8,45.5664,51.082,52.603,UP,1
2001-04-16,50.43,50.12,45.5617,51.018,52.5596,DOWN,0
2001-04-17,49.5,50.18,45.5549,50.582,52.4884,UP,1
2001-04-18,54.1,50.6,45.5922,50.984,52.5104,UP,1
2001-04-19,54.98,54.1,45.6146,51.8,52.5452,DOWN,0
2001-04-20,54.39,54.9,45.6369,52.68,52.571,DOWN,0
2001-04-23,54.37,54.64,45.6537,53.468,52.594,DOWN,0
2001-04-24,53.24,54.3,45.6674,54.216,52.601,UP,1
2001-04-25,54.56,53.8,45.6774,54.308,52.6222,UP,1
2001-04-26,55.19,54.56,45.6849,54.35,52.65,UP,1
2001-04-27,56.33,55.9,45.7,54.738,52.6974,DOWN,0
2001-04-30,55.77,56.98,45.7086,55.018,52.7352,UP,1
2001-05-01,56.61,56.02,45.7254,55.692,52.789,UP,1
2001-05-02,58.23,57.05,45.7462,56.426,52.8668,DOWN,0
2001-05-03,56.39,57.6,45.7813,56.666,52.9202,UP,1
2001-05-04,57.15,56.0,45.8264,56.83,53.0222,DOWN,0
2001-05-07,57.0,57.15,45.8714,57.076,53.1322,DOWN,0
2001-05-08,56.71,56.81,45.9165,57.096,53.2066,UP,1
2001-05-09,56.75,56.46,45.9656,56.8,53.2872,UP,1
2001-05-10,58.08,56.8,46.0404,57.138,53.3914,DOWN,0
2001-05-11,56.7,58.33,46.1167,57.048,53.4858,UP,1
2001-05-14,57.07,56.45,46.1995,57.062,53.562,UP,1
2001-05-15,57.78,57.25,46.284,57.276,53.6298,UP,1
2001-05-16,60.69,58.0,46.3716,58.064,53.7398,UP,1
2001-05-17,61.81,60.69,46.469,58.81,53.8572,DOWN,0
2001-05-18,61.66,61.8,46.5714,59.802,53.9446,UP,1
2001-05-21,62.22,61.6,46.6788,60.832,54.0558,DOWN,0
2001-05-22,61.5,62.3,46.7859,61.576,54.1548,DOWN,0
2001-05-23,61.0,61.25,46.8797,61.638,54.2818,UP,1
2001-05-24,62.26,60.9,46.9779,61.728,54.4676,UP,1
2001-05-25,62.85,62.27,47.0796,61.966,54.656,UP,1
2001-05-29,64.46,62.6,47.19,62.414,54.8992,DOWN,0
2001-05-30,62.75,64.21,47.2879,62.664,55.0744,UP,1
2001-05-31,62.89,62.75,47.3745,63.042,55.264,UP,1
2001-06-01,63.22,62.9,47.4656,63.234,55.511,UP,1
2001-06-04,63.38,63.0,47.5625,63.34,55.7898,UP,1
2001-06-05,65.42,63.18,47.668,63.532,56.104,DOWN,0
2001-06-06,64.5,65.0,47.7724,63.882,56.3704,DOWN,0
2001-06-07,63.59,64.4,47.8732,64.022,56.6494,DOWN,0
2001-06-08,63.25,63.59,47.9669,64.028,56.9024,UP,1
2001-06-11,63.43,63.25,48.0653,64.038,57.1726,DOWN,0
2001-06-12,62.51,63.8,48.1582,63.456,57.423,DOWN,0
2001-06-13,62.33,60.0,48.2558,63.022,57.6626,DOWN,0
2001-06-14,60.69,62.25,48.3686,62.442,57.8986,DOWN,0
2001-06-15,59.15,60.44,48.475,61.622,58.0798,UP,1
2001-06-18,61.18,59.15,48.5909,61.172,58.2696,DOWN,0
2001-06-19,60.59,61.18,48.7037,60.788,58.4664,UP,1
2001-06-20,60.84,60.79,48.8195,60.49,58.6496,UP,1
2001-06-21,62.24,60.9,48.9385,60.8,58.8526,DOWN,0
2001-06-22,62.11,62.24,49.0465,61.392,59.0768,DOWN,0
2001-06-25,61.17,61.9,49.153,61.39,59.3004,UP,1
2001-06-26,61.88,60.45,49.2634,61.648,59.5294,UP,1
2001-06-27,62.78,61.55,49.3729,62.036,59.795,UP,1
2001-06-28,63.61,62.78,49.4912,62.31,59.9852,DOWN,0
2001-06-29,62.5,63.62,49.6031,62.388,60.1356,UP,1
2001-07-02,64.6,62.75,49.7283,63.074,60.3398,DOWN,0
2001-07-03,63.98,64.5,49.8541,63.494,60.532,DOWN,0
2001-07-05,63.58,63.99,49.9833,63.654,60.7388,DOWN,0
2001-07-06,61.89,63.58,50.0984,63.31,60.8854,DOWN,0
2001-07-09,61.17,62.0,50.2095,63.044,61.005,DOWN,0
2001-07-10,59.76,61.17,50.3108,62.076,61.0736,UP,1
2001-07-11,63.36,59.0,50.4289,61.952,61.2254,UP,1
2001-07-12,66.94,64.05,50.5611,62.624,61.432,UP,1
2001-07-13,68.66,66.94,50.7094,63.978,61.6406,DOWN,0
2001-07-16,68.09,68.5,50.8536,65.362,61.8746,UP,1
2001-07-17,71.19,68.09,51.0133,67.648,62.1554,DOWN,0
2001-07-18,70.67,70.19,51.1723,69.11,62.4288,DOWN,0
2001-07-19,69.53,69.6,51.3274,69.628,62.6852,UP,1
2001-07-20,69.6,69.01,51.4845,69.816,62.9422,DOWN,0
2001-07-23,69.09,69.59,51.6396,70.016,63.1624,DOWN,0
