ticker,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-08-09,55.48,50.17,56.312,60.7694,46.4064,DOWN,0
2011-08-10,53.08,53.91,54.512,60.7114,46.5113,UP,1
2011-08-11,57.16,53.34,54.52,60.7722,46.6354,UP,1
2011-08-12,59.39,59.84,55.12,60.9482,46.7744,DOWN,0
2011-08-15,57.71,60.02,56.564,61.0812,46.9073,DOWN,0
2011-08-16,55.56,56.77,56.58,61.1984,47.0316,DOWN,0
2011-08-17,53.31,55.97,56.626,61.2724,47.1461,DOWN,0
2011-08-18,50.08,51.61,55.21,61.156,47.2425,DOWN,0
2011-08-19,49.6,49.09,53.252,61.007,47.3321,DOWN,0
2011-08-22,48.89,49.67,51.488,60.8616,47.4173,UP,1
2011-08-23,52.69,48.94,50.914,60.7604,47.5192,UP,1
2011-08-24,54.26,52.68,51.104,60.6594,47.6254,DOWN,0
2011-08-25,53.48,54.73,51.784,60.5884,47.7297,UP,1
2011-08-26,56.48,53.2,53.16,60.5804,47.8471,UP,1
2011-08-29,58.97,57.78,55.176,60.6114,47.9782,DOWN,0
2011-08-30,57.59,58.83,56.156,60.5884,48.1063,UP,1
2011-08-31,59.08,58.13,57.12,60.5284,48.2427,DOWN,0
2011-09-01,57.6,59.26,57.944,60.4506,48.3728,DOWN,0
2011-09-02,55.33,56.13,57.714,60.3056,48.492,UP,1
2011-09-06,55.37,53.26,56.994,60.1566,48.609,UP,1
2011-09-07,56.8,56.39,56.836,60.0292,48.7332,UP,1
2011-09-08,59.76,56.59,56.972,59.9406,48.8686,UP,1
2011-09-09,68.45,62.13,59.142,60.0426,49.0435,UP,1
2011-09-12,70.93,68.06,62.262,60.1696,49.2258,DOWN,0
2011-09-13,69.96,70.26,65.18,60.2652,49.4006,DOWN,0
2011-09-14,69.95,69.95,67.81,60.3278,49.5746,UP,1
2011-09-15,70.2,70.5,69.898,60.39,49.7509,UP,1
2011-09-16,70.46,69.85,70.3,60.4654,49.9208,UP,1
2011-09-19,72.86,69.78,70.686,60.5486,50.1065,DOWN,0
2011-09-20,70.18,73.62,70.73,60.653,50.2813,DOWN,0
2011-09-21,68.06,70.39,70.352,60.7284,50.4512,DOWN,0
2011-09-22,66.88,66.29,69.688,60.7686,50.6163,UP,1
2011-09-23,66.96,66.56,68.988,60.8412,50.7791,UP,1
2011-09-26,69.12,67.26,68.24,60.9374,50.9509,UP,1
2011-09-27,70.02,70.27,68.208,61.0632,51.1274,DOWN,0
2011-09-28,67.34,70.18,68.064,61.095,51.2941,DOWN,0
2011-09-29,66.12,68.67,67.912,61.1112,51.4589,DOWN,0
2011-09-30,62.23,65.28,66.966,61.0414,51.6061,DOWN,0
2011-10-03,61.32,61.25,65.406,60.9474,51.7422,UP,1
2011-10-04,62.93,60.27,63.988,60.9042,51.8911,UP,1
2011-10-05,66.68,62.89,63.856,60.939,52.0594,DOWN,0
2011-10-06,66.61,66.37,63.954,61.0296,52.2254,DOWN,0
2011-10-07,65.58,67.09,64.624,61.0856,52.3808,UP,1
2011-10-10,69.24,66.75,66.208,61.2098,52.5533,DOWN,0
2011-10-11,68.35,68.61,67.292,61.3122,52.7243,DOWN,0
2011-10-12,67.77,69.0,67.51,61.439,52.8934,UP,1
2011-10-13,67.96,67.73,67.78,61.5566,53.0618,UP,1
2011-10-14,68.9,69.96,68.444,61.7922,53.2346,DOWN,0
2011-10-17,67.48,68.89,68.092,62.014,53.402,UP,1
2011-10-18,68.75,67.4,68.172,62.3792,53.5742,DOWN,0
2011-10-19,68.7,68.74,68.358,62.6436,53.7463,DOWN,0
2011-10-20,67.88,69.18,68.342,62.9396,53.9131,UP,1
2011-10-21,68.0,67.89,68.162,63.1564,54.0672,UP,1
2011-10-24,70.93,68.66,68.852,63.3872,54.2341,DOWN,0
2011-10-25,68.6,71.0,68.822,63.605,54.3878,DOWN,0
2011-10-26,67.6,68.7,68.602,63.8458,54.54,UP,1
2011-10-27,68.42,69.96,68.71,64.148,54.6966,DOWN,0
2011-10-28,67.53,68.17,68.616,64.497,54.8487,DOWN,0
2011-10-31,67.29,66.75,67.888,64.8508,54.9998,UP,1
2011-11-01,70.33,65.66,68.234,65.2796,55.1692,UP,1
2011-11-02,71.03,72.05,68.92,65.6464,55.3458,UP,1
2011-11-03,71.26,72.11,69.488,65.9864,55.5215,UP,1
2011-11-04,74.24,70.91,70.83,66.4016,55.7133,DOWN,0
2011-11-07,74.0,74.96,72.172,66.752,55.9029,DOWN,0
2011-11-08,73.4,74.9,72.786,67.0406,56.0896,DOWN,0
2011-11-09,71.13,71.69,72.806,67.3114,56.262,UP,1
2011-11-10,72.15,72.16,72.984,67.5728,56.4375,UP,1
2011-11-11,72.35,72.9,72.606,67.8678,56.6156,DOWN,0
2011-11-14,71.78,72.77,72.162,68.1968,56.7893,UP,1
2011-11-15,72.51,71.55,71.984,68.5396,56.9621,DOWN,0
2011-11-16,71.55,72.54,72.068,68.8346,57.1353,DOWN,0
2011-11-17,69.02,71.55,71.442,69.0198,57.2857,DOWN,0
2011-11-18,67.54,70.97,70.48,69.0016,57.423,DOWN,0
2011-11-21,66.26,66.19,69.376,68.9082,57.5524,UP,1
2011-11-22,66.49,66.3,68.172,68.8388,57.6788,DOWN,0
2011-11-23,65.97,65.91,67.056,68.7592,57.8026,DOWN,0
2011-11-25,64.6,65.54,66.172,68.6472,57.9179,UP,1
2011-11-28,68.45,67.2,66.354,68.607,58.0472,DOWN,0
2011-11-29,68.37,67.69,66.776,68.5172,58.1741,UP,1
2011-11-30,69.63,71.1,67.404,68.5062,58.3107,DOWN,0
2011-12-01,68.49,69.75,67.908,68.5148,58.4376,UP,1
2011-12-02,74.19,70.48,69.826,68.661,58.592,DOWN,0
2011-12-05,73.9,75.29,70.916,68.7998,58.7442,DOWN,0
2011-12-06,72.93,73.59,71.828,68.876,58.8961,UP,1
2011-12-07,73.13,72.5,72.528,68.9382,59.0566,DOWN,0
2011-12-08,72.13,72.68,73.256,69.034,59.2113,UP,1
2011-12-09,74.06,72.86,73.23,69.1928,59.3668,DOWN,0
2011-12-12,72.76,73.33,73.002,69.4034,59.5219,DOWN,0
2011-12-13,70.62,72.95,72.54,69.5894,59.6698,DOWN,0
2011-12-14,67.21,69.98,71.356,69.675,59.8003,DOWN,0
2011-12-15,66.72,67.81,70.274,69.6758,59.9227,UP,1
2011-12-16,67.01,66.79,68.864,69.6838,60.0478,DOWN,0
2011-12-19,64.91,67.63,67.294,69.6704,60.166,UP,1
2011-12-20,66.97,65.66,66.564,69.625,60.2915,DOWN,0
2011-12-21,65.87,66.71,66.296,69.5754,60.4152,DOWN,0
2011-12-22,64.16,65.88,65.784,69.5032,60.5255,UP,1
2011-12-23,66.26,63.97,65.634,69.4692,60.6279,DOWN,0
2011-12-27,65.51,65.33,65.754,69.4014,60.7207,DOWN,0
2011-12-28,64.09,65.29,65.178,69.3336,60.8052,UP,1
2011-12-29,64.67,64.11,64.938,69.252,60.8976,UP,1
2011-12-30,64.92,64.18,65.09,69.1764,60.9901,DOWN,0
2012-01-03,64.1,65.9,64.658,69.1008,61.0767,UP,1
2012-01-04,66.37,63.85,64.83,69.0682,61.1723,UP,1
2012-01-05,69.56,69.99,65.924,69.0408,61.2878,DOWN,0
2012-01-06,69.52,69.74,66.894,69.0592,61.399,UP,1
2012-01-09,69.93,69.56,67.896,69.1058,61.5095,UP,1
2012-01-10,70.46,70.7,69.168,69.1466,61.6236,UP,1
2012-01-11,71.78,69.97,70.25,69.2316,61.7428,UP,1
2012-01-12,71.93,71.96,70.724,69.3244,61.8635,UP,1
2012-01-13,73.13,71.49,71.446,69.3804,61.9856,UP,1
2012-01-17,74.13,74.46,72.286,69.4424,62.1156,UP,1
2012-01-18,75.75,74.37,73.344,69.5322,62.2521,UP,1
2012-01-19,77.39,76.0,74.466,69.5952,62.3976,DOWN,0
2012-01-20,76.26,77.25,75.332,69.6404,62.5299,UP,1
2012-01-23,76.9,76.84,76.086,69.7104,62.6651,UP,1
2012-01-24,77.38,76.45,76.736,69.8354,62.7965,UP,1
2012-01-25,78.8,77.45,77.346,69.9684,62.9371,DOWN,0
2012-01-26,76.69,79.49,77.206,70.0552,63.0649,UP,1
2012-01-27,77.31,76.55,77.416,70.1658,63.1989,DOWN,0
2012-01-30,77.27,76.99,77.49,70.261,63.3363,DOWN,0
2012-01-31,76.15,77.51,77.244,70.353,63.4691,UP,1
2012-02-01,76.82,76.54,76.848,70.509,63.6028,DOWN,0
2012-02-02,76.61,77.97,76.832,70.6904,63.7353,UP,1
2012-02-03,78.11,77.15,76.992,70.9274,63.8769,UP,1
2012-02-06,78.68,77.89,77.274,71.1712,64.0052,UP,1
2012-02-07,79.65,78.53,77.974,71.4448,64.1391,UP,1
2012-02-08,80.61,80.03,78.732,71.765,64.2785,UP,1
2012-02-09,81.42,80.76,79.694,72.0244,64.4228,DOWN,0
2012-02-10,80.84,80.62,80.24,72.2738,64.5624,UP,1
2012-02-13,82.05,81.71,80.914,72.5222,64.7086,UP,1
2012-02-14,82.8,82.0,81.544,72.8084,64.8567,UP,1
2012-02-15,83.53,83.0,82.128,72.9952,65.0075,UP,1
2012-02-16,84.17,83.84,82.678,73.2006,65.1664,DOWN,0
2012-02-17,82.56,84.11,83.022,73.3932,65.3138,DOWN,0
2012-02-21,82.06,82.77,83.024,73.5718,65.4585,UP,1
2012-02-22,82.57,81.04,82.978,73.7806,65.6025,UP,1
2012-02-23,83.4,82.35,82.952,73.9674,65.7466,DOWN,0
2012-02-24,81.94,83.28,82.506,74.151,65.8811,UP,1
2012-02-27,83.81,81.69,82.756,74.4148,66.0286,UP,1
2012-02-28,83.88,83.76,83.12,74.7482,66.1685,DOWN,0
2012-02-29,83.24,83.9,83.254,75.0786,66.3071,UP,1
2012-03-01,85.31,83.19,83.636,75.4446,66.4669,DOWN,0
2012-03-02,85.15,85.42,84.278,75.8494,66.6315,UP,1
2012-03-05,87.14,86.12,84.944,76.2528,66.7984,DOWN,0
2012-03-06,85.85,86.4,85.338,76.6524,66.9604,UP,1
2012-03-07,87.92,86.0,86.274,77.1276,67.1375,UP,1
2012-03-08,89.272,88.98,87.0664,77.5878,67.3218,UP,1
2012-03-09,89.28,90.44,87.8924,78.0632,67.5079,DOWN,0
2012-03-12,88.46,89.45,88.1564,78.5506,67.6861,UP,1
2012-03-13,90.0,88.74,88.9864,79.0572,67.8633,DOWN,0
2012-03-14,89.46,90.2,89.2944,79.548,68.0344,UP,1
2012-03-15,90.37,89.93,89.514,80.0734,68.2063,DOWN,0
2012-03-16,88.58,89.65,89.374,80.5176,68.3786,UP,1
2012-03-19,89.6,88.41,89.602,80.9184,68.5737,UP,1
2012-03-20,90.61,89.26,89.724,81.3402,68.7714,UP,1
2012-03-21,92.07,90.76,90.246,81.783,68.9833,UP,1
2012-03-22,93.59,91.55,90.89,82.2456,69.2032,DOWN,0
2012-03-23,93.55,93.49,91.884,82.681,69.3914,UP,1
2012-03-26,94.51,94.28,92.866,83.1326,69.5787,DOWN,0
2012-03-27,93.97,94.55,93.538,83.5494,69.7678,DOWN,0
2012-03-28,93.59,93.58,93.842,83.9386,69.947,DOWN,0
2012-03-29,92.83,92.61,93.69,84.2802,70.1146,UP,1
2012-03-30,92.89,93.13,93.558,84.5902,70.2939,UP,1
2012-04-02,93.92,92.58,93.44,84.9434,70.4791,UP,1
2012-04-03,95.01,93.93,93.648,85.3056,70.667,DOWN,0
2012-04-04,94.93,94.18,93.916,85.6566,70.848,UP,1
2012-04-05,95.04,94.33,94.358,85.9814,71.0128,DOWN,0
2012-04-09,94.37,93.59,94.654,86.335,71.1772,DOWN,0
2012-04-10,91.86,94.0,94.242,86.626,71.3236,UP,1
2012-04-11,93.7,92.56,93.98,86.9546,71.478,UP,1
2012-04-12,94.73,93.45,93.94,87.3262,71.6358,UP,1
2012-04-13,94.93,94.1,93.918,87.6884,71.7895,DOWN,0
2012-04-16,93.15,95.44,93.674,88.0192,71.9385,UP,1
2012-04-17,94.46,93.26,94.194,88.3462,72.0879,UP,1
2012-04-18,95.56,93.81,94.566,88.6838,72.2398,DOWN,0
2012-04-19,94.49,95.73,94.518,88.9806,72.3781,UP,1
2012-04-20,95.35,94.75,94.602,89.2754,72.5194,DOWN,0
2012-04-23,93.53,94.36,94.678,89.5176,72.6536,DOWN,0
2012-04-24,87.15,93.71,93.216,89.6438,72.7459,UP,1
2012-04-25,89.13,87.67,91.93,89.7854,72.8667,UP,1
2012-04-26,89.53,89.0,90.938,89.92,72.9929,UP,1
2012-04-27,89.62,90.02,89.792,90.0418,73.1167,DOWN,0
2012-04-30,88.18,89.19,88.722,90.122,73.2409,UP,1
2012-05-01,89.08,87.95,89.108,90.2524,73.3648,UP,1
2012-05-02,91.33,88.72,89.548,90.4378,73.5028,DOWN,0
2012-05-03,90.85,91.35,89.812,90.6034,73.6283,DOWN,0
2012-05-04,87.49,90.23,89.386,90.6852,73.7392,DOWN,0
2012-05-07,86.06,86.95,88.962,90.7676,73.8409,DOWN,0
2012-05-08,85.0,85.28,88.146,90.7914,73.9358,DOWN,0
2012-05-09,84.27,83.34,86.734,90.7992,74.0317,UP,1
2012-05-10,86.06,85.659,85.776,90.8556,74.1373,UP,1
2012-05-11,87.96,85.37,85.87,90.9086,74.2667,DOWN,0
2012-05-14,87.34,87.23,86.126,90.9524,74.3895,UP,1
2012-05-15,87.51,87.36,86.628,90.9598,74.5119,UP,1
2012-05-16,90.31,87.9,87.836,91.049,74.6473,DOWN,0
2012-05-17,85.87,90.53,87.798,91.008,74.7695,DOWN,0
2012-05-18,85.32,86.17,87.27,90.929,74.8857,UP,1
2012-05-21,87.84,85.14,87.37,90.9002,75.0393,UP,1
2012-05-22,90.5,87.93,87.968,90.941,75.2098,UP,1
2012-05-23,91.2,90.12,88.146,90.965,75.4134,DOWN,0
2012-05-24,90.93,91.93,89.158,90.9944,75.5906,UP,1
2012-05-25,90.95,91.33,90.284,91.006,75.78,UP,1
2012-05-29,91.24,91.72,90.964,91.0592,75.9504,DOWN,0
2012-05-30,89.6,91.15,90.784,91.0592,76.1014,DOWN,0
2012-05-31,89.37,90.13,90.418,91.0344,76.2597,DOWN,0
2012-06-01,86.55,88.5,89.542,90.924,76.4147,DOWN,0
2012-06-04,86.29,86.44,88.61,90.778,76.5796,UP,1
2012-06-05,87.38,86.48,87.838,90.6546,76.7661,UP,1
2012-06-06,94.74,91.6,88.866,90.6592,76.9918,DOWN,0
2012-06-07,93.33,96.07,89.658,90.6464,77.214,UP,1
2012-06-08,94.0,92.97,91.148,90.6546,77.4205,DOWN,0
2012-06-11,92.25,95.0,92.34,90.643,77.6105,UP,1
2012-06-12,94.26,92.44,93.716,90.6704,77.8144,DOWN,0
2012-06-13,91.65,93.82,93.098,90.625,77.9902,UP,1
2012-06-14,92.98,92.14,93.028,90.5844,78.1603,UP,1
2012-06-15,95.84,93.07,93.396,90.6026,78.3515,UP,1
2012-06-18,97.01,95.75,94.348,90.642,78.5412,DOWN,0
2012-06-19,96.76,97.24,94.848,90.6898,78.737,UP,1
2012-06-20,97.7,95.87,96.058,90.8066,78.9488,DOWN,0
2012-06-21,95.05,97.4,96.472,90.8336,79.1472,UP,1
2012-06-22,95.605,95.41,96.425,90.8511,79.3412,DOWN,0
2012-06-25,94.37,94.49,95.897,90.8399,79.5143,DOWN,0
2012-06-26,94.17,94.45,95.379,90.8603,79.6429,DOWN,0
2012-06-27,93.26,94.54,94.491,90.8363,79.7545,DOWN,0
2012-06-28,90.29,92.4,93.539,90.7309,79.8562,UP,1
2012-06-29,93.38,91.9,93.094,90.7087,79.9733,DOWN,0
2012-07-02,92.07,93.08,92.634,90.6431,80.0827,UP,1
2012-07-03,93.59,92.3,92.518,90.6443,80.1983,UP,1
2012-07-05,94.41,93.56,92.748,90.7895,80.3061,DOWN,0
2012-07-06,93.66,93.55,93.422,90.8801,80.4235,DOWN,0
2012-07-09,93.36,93.54,93.418,90.9567,80.55,DOWN,0
2012-07-10,93.19,93.76,93.642,91.0281,80.6815,DOWN,0
2012-07-11,91.05,93.1,93.134,91.0855,80.802,UP,1
2012-07-12,91.45,90.87,92.542,91.1329,80.9136,UP,1
2012-07-13,92.69,91.67,92.348,91.1601,81.027,DOWN,0
2012-07-16,91.0,92.17,91.876,91.1631,81.1453,UP,1
2012-07-17,91.35,91.62,91.508,91.2403,81.2714,UP,1
2012-07-18,91.96,90.8,91.69,91.3583,81.4201,UP,1
2012-07-19,92.51,92.42,91.902,91.5085,81.576,DOWN,0
2012-07-20,87.53,91.44,90.87,91.5737,81.699,DOWN,0
2012-07-23,86.47,83.76,89.964,91.5819,81.798,DOWN,0
2012-07-24,85.14,86.69,88.722,91.5255,81.8906,DOWN,0
2012-07-25,83.78,85.11,87.086,91.4543,81.9816,UP,1
2012-07-26,86.37,85.0,85.858,91.4315,82.0673,UP,1
2012-07-27,87.38,86.36,85.828,91.3729,82.1624,UP,1
2012-07-30,87.51,87.81,86.036,91.4057,82.2611,DOWN,0
2012-07-31,84.88,87.45,85.984,91.3969,82.3457,DOWN,0
2012-08-01,83.74,85.03,85.976,91.3149,82.4199,UP,1
2012-08-02,85.25,83.3,85.752,91.2099,82.5088,UP,1
2012-08-03,87.78,86.68,85.832,91.1415,82.6039,UP,1
2012-08-06,87.89,87.33,85.908,91.0807,82.6999,UP,1
2012-08-07,88.26,87.93,86.584,91.0269,82.8018,DOWN,0
2012-08-08,86.53,87.68,87.142,90.9327,82.8944,UP,1
2012-08-09,87.09,88.52,87.51,90.8825,82.9752,DOWN,0
2012-08-10,85.35,86.94,87.024,90.8021,83.059,DOWN,0
2012-08-13,84.11,84.5,86.268,90.7533,83.1415,UP,1
2012-08-14,86.14,84.86,85.844,90.7503,83.2301,DOWN,0
2012-08-15,85.9,85.77,85.718,90.7207,83.322,UP,1
2012-08-16,90.27,85.93,86.354,90.6313,83.4369,UP,1
2012-08-17,91.85,90.96,87.654,90.6017,83.5445,DOWN,0
2012-08-20,90.9,91.99,89.012,90.5397,83.6438,UP,1
2012-08-21,91.99,91.0,90.182,90.5345,83.7475,DOWN,0
2012-08-22,91.9,91.92,91.382,90.4873,83.8358,UP,1
2012-08-23,92.21,91.38,91.77,90.4985,83.9268,UP,1
2012-08-24,92.96,92.45,91.992,90.4981,84.0246,UP,1
2012-08-27,93.69,93.58,92.55,90.4551,84.1374,UP,1
2012-08-28,94.85,93.68,93.122,90.4119,84.2509,DOWN,0
2012-08-29,94.33,94.31,93.608,90.3633,84.3608,DOWN,0
2012-08-30,93.63,94.09,93.892,90.2819,84.4701,UP,1
2012-08-31,94.0,94.25,94.1,90.2609,84.5775,UP,1
2012-09-04,94.18,94.03,94.198,90.2324,84.6907,DOWN,0
2012-09-05,92.92,94.43,93.812,90.2034,84.8102,UP,1
2012-09-06,95.26,93.8,93.998,90.2252,84.9488,UP,1
2012-09-07,101.54,102.75,95.58,90.3908,85.1252,DOWN,0
2012-09-10,100.19,101.5,96.818,90.5888,85.2937,DOWN,0
2012-09-11,99.34,99.02,97.85,90.708,85.4605,DOWN,0
2012-09-12,98.9,99.28,99.046,90.8446,85.632,UP,1
2012-09-13,100.16,97.43,100.026,90.976,85.7906,UP,1
2012-09-14,100.87,100.0,99.892,91.1052,85.9531,DOWN,0
2012-09-17,99.66,101.35,99.786,91.2252,86.1032,DOWN,0
2012-09-18,97.77,98.97,99.472,91.3134,86.2496,UP,1
2012-09-19,98.55,97.73,99.402,91.4206,86.3714,DOWN,0
2012-09-20,98.5,98.85,99.07,91.5696,86.4944,DOWN,0
2012-09-21,97.92,98.38,98.48,91.699,86.6194,UP,1
2012-09-24,98.44,97.46,98.236,91.814,86.7459,DOWN,0
2012-09-25,97.09,98.7,98.1,91.9358,86.8707,DOWN,0
2012-09-26,96.48,96.5,97.686,92.0384,86.9828,UP,1
2012-09-27,96.66,97.2,97.318,92.1324,87.1023,DOWN,0
2012-09-28,96.305,96.38,96.995,92.2083,87.2308,UP,1
2012-10-01,96.81,96.78,96.669,92.3939,87.3788,DOWN,0
2012-10-02,96.3,97.16,96.511,92.5905,87.5267,UP,1
2012-10-03,97.54,96.43,96.723,92.8385,87.6793,UP,1
2012-10-04,98.955,97.74,97.182,93.142,87.8495,UP,1
2012-10-05,99.77,99.03,97.875,93.41,88.0135,DOWN,0
2012-10-08,98.17,100.35,98.147,93.6258,88.175,DOWN,0
2012-10-09,95.75,97.85,98.037,93.7906,88.333,UP,1
2012-10-10,96.34,95.73,97.797,94.0198,88.4834,DOWN,0
2012-10-11,95.65,97.02,97.136,94.258,88.6341,DOWN,0
2012-10-12,95.22,95.26,96.226,94.4574,88.7897,UP,1
2012-10-15,95.3,95.59,95.652,94.6078,88.9429,UP,1
2012-10-16,98.0,95.0,96.102,94.81,89.1083,DOWN,0
2012-10-17,96.34,98.09,96.102,94.9716,89.2695,DOWN,0
2012-10-18,95.55,94.55,96.082,95.152,89.4154,DOWN,0
2012-10-19,94.78,95.37,95.994,95.3058,89.5415,UP,1
2012-10-22,95.01,94.42,95.936,95.499,89.6689,DOWN,0
2012-10-23,94.04,93.95,95.144,95.6976,89.7895,DOWN,0
2012-10-24,93.14,94.19,94.504,95.8376,89.9029,DOWN,0
2012-10-25,92.27,93.57,93.848,95.965,90.0053,UP,1
2012-10-26,92.41,92.27,93.374,96.0078,90.1077,DOWN,0
2012-10-31,92.19,92.0,92.81,96.0146,90.203,UP,1
2012-11-01,93.71,92.25,92.744,96.0708,90.3009,DOWN,0
2012-11-02,92.45,93.8,92.606,96.08,90.3844,UP,1
2012-11-05,92.68,92.45,92.688,96.0956,90.4609,UP,1
2012-11-06,94.06,92.78,93.018,96.1326,90.5499,DOWN,0
2012-11-07,93.05,93.11,93.19,96.1344,90.6306,DOWN,0
2012-11-08,90.99,92.86,92.646,96.0804,90.6987,DOWN,0
2012-11-09,88.34,89.48,91.824,95.9502,90.7464,DOWN,0
2012-11-12,87.22,88.57,90.732,95.808,90.799,UP,1
2012-11-13,89.46,86.74,89.812,95.7246,90.8598,DOWN,0
2012-11-14,87.31,89.34,88.664,95.5908,90.91,DOWN,0
2012-11-15,86.93,86.99,87.852,95.4458,90.9639,UP,1
2012-11-16,87.6,87.56,87.704,95.3394,91.0178,UP,1
2012-11-19,89.023,88.4,88.0647,95.2147,91.0799,DOWN,0
2012-11-20,88.94,89.03,87.9607,94.9627,91.134,UP,1
2012-11-21,90.52,88.85,88.6027,94.7693,91.1932,UP,1
2012-11-23,92.2,90.79,89.6567,94.6265,91.256,UP,1
2012-11-26,92.93,92.17,90.7227,94.5071,91.3176,UP,1
2012-11-27,93.24,92.9,91.566,94.3687,91.3767,UP,1
2012-11-28,94.19,92.72,92.616,94.2351,91.4434,DOWN,0
2012-11-29,93.15,94.29,93.142,94.1049,91.4989,UP,1
2012-11-30,100.28,98.0,94.758,94.1551,91.5863,UP,1
2012-12-03,100.9,100.0,96.352,94.2021,91.6732,DOWN,0
2012-12-04,100.38,100.95,97.78,94.2397,91.7542,DOWN,0
2012-12-05,100.19,100.4,98.98,94.2851,91.8424,UP,1
2012-12-06,101.53,100.3,100.656,94.3469,91.9397,DOWN,0
2012-12-07,100.44,101.45,100.688,94.4139,92.0291,DOWN,0
2012-12-10,99.53,100.57,100.414,94.4749,92.1097,DOWN,0
2012-12-11,97.03,99.6,99.744,94.4823,92.1852,DOWN,0
2012-12-12,95.4,97.76,98.786,94.4642,92.2431,DOWN,0
2012-12-13,94.25,95.57,97.33,94.413,92.295,UP,1
2012-12-14,95.0,94.3,96.242,94.387,92.3538,UP,1
2012-12-17,97.24,95.88,95.784,94.381,92.4134,UP,1
2012-12-18,97.92,97.6,95.962,94.3603,92.4773,DOWN,0
2012-12-19,96.34,98.33,96.15,94.2917,92.5233,UP,1
2012-12-20,96.41,96.48,96.582,94.2565,92.5761,UP,1
2012-12-21,97.23,95.11,97.028,94.2861,92.6226,DOWN,0
2012-12-24,97.1,97.13,97.0,94.3013,92.6617,DOWN,0
2012-12-26,95.72,96.8,96.56,94.3027,92.6939,UP,1
2012-12-27,96.44,95.57,96.58,94.3271,92.7338,UP,1
2012-12-28,96.55,95.89,96.608,94.3521,92.7666,UP,1
2012-12-31,98.26,96.67,96.814,94.3573,92.8106,UP,1
2013-01-02,101.53,100.26,97.7,94.4611,92.8664,UP,1
2013-01-03,101.99,101.69,98.954,94.5899,92.9334,DOWN,0
2013-01-04,97.85,97.76,99.236,94.6513,92.9747,DOWN,0
2013-01-07,96.32,97.48,99.19,94.6775,93.0032,DOWN,0
2013-01-08,95.09,96.82,98.556,94.6985,93.0183,DOWN,0
2013-01-09,94.22,95.8,97.094,94.7201,93.0215,UP,1
2013-01-10,94.32,94.6,95.56,94.7611,93.0253,DOWN,0
2013-01-11,93.39,93.88,94.668,94.7807,93.0197,UP,1
2013-01-14,94.99,93.47,94.402,94.8367,93.0248,DOWN,0
2013-01-15,94.6,94.35,94.304,94.8545,93.0299,UP,1
2013-01-16,94.99,95.51,94.458,94.9053,93.0407,UP,1
2013-01-17,95.66,94.69,94.726,94.9649,93.0545,DOWN,0
2013-01-18,94.29,95.66,94.906,94.9695,93.0564,UP,1
2013-01-22,96.17,94.78,95.142,95.0319,93.0622,UP,1
2013-01-23,97.14,95.73,95.65,95.1549,93.0732,UP,1
2013-01-24,98.01,96.39,96.254,95.3483,93.0881,UP,1
2013-01-25,100.4,98.29,97.202,95.6119,93.1182,DOWN,0
2013-01-28,98.54,100.25,98.052,95.7935,93.1516,DOWN,0
2013-01-29,98.21,98.06,98.46,96.0115,93.1742,DOWN,0
2013-01-30,97.84,98.15,98.6,96.2297,93.1897,DOWN,0
2013-01-31,97.82,97.25,98.562,96.4341,93.2042,DOWN,0
2013-02-01,97.54,98.73,97.99,96.6044,93.2261,DOWN,0
2013-02-04,97.37,97.46,97.756,96.773,93.2407,UP,1
2013-02-05,99.52,98.35,98.018,96.953,93.2605,UP,1
2013-02-06,99.66,99.33,98.382,97.1022,93.2863,DOWN,0
2013-02-07,98.96,99.31,98.61,97.2228,93.3044,UP,1
2013-02-08,99.32,99.14,98.966,97.3444,93.3333,DOWN,0
2013-02-11,99.19,99.28,99.33,97.4444,93.3935,DOWN,0
2013-02-12,98.71,99.53,99.168,97.5556,93.4414,UP,1
2013-02-13,99.49,98.72,99.134,97.5398,93.4912,DOWN,0
2013-02-14,87.8,88.3,96.902,97.2778,93.4821,UP,1
2013-02-15,87.96,88.32,94.63,97.0294,93.481,DOWN,0
2013-02-19,85.68,87.68,91.928,96.7392,93.464,UP,1
2013-02-20,87.17,85.61,89.62,96.452,93.4432,UP,1
2013-02-21,87.67,86.75,87.256,96.1966,93.4273,UP,1
2013-02-22,88.05,88.01,87.306,95.967,93.4301,UP,1
2013-02-25,88.07,88.17,87.328,95.7878,93.4402,DOWN,0
2013-02-26,86.2,88.02,87.432,95.6038,93.4462,UP,1
2013-02-27,88.03,86.64,87.604,95.4794,93.465,UP,1
2013-02-28,88.56,88.0,87.782,95.3506,93.4775,UP,1
2013-03-01,88.78,88.39,87.928,95.1814,93.4816,UP,1
2013-03-04,89.79,89.2,88.272,95.0188,93.4938,UP,1
2013-03-05,91.68,90.27,89.368,94.9256,93.5147,DOWN,0
2013-03-06,91.11,91.38,89.984,94.8196,93.5187,DOWN,0
2013-03-07,89.91,90.72,90.254,94.6732,93.5389,DOWN,0
2013-03-08,89.79,90.08,90.456,94.527,93.5612,UP,1
2013-03-11,89.82,89.88,90.462,94.409,93.5711,DOWN,0
2013-03-12,87.19,89.73,89.564,94.224,93.5546,UP,1
