ticker,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-07-31,166.03,167.0,166.348,159.093,142.2394,DOWN,0
2015-08-03,165.27,167.23,166.124,159.3534,142.5143,DOWN,0
2015-08-04,165.07,164.83,165.936,159.63,142.7704,UP,1
2015-08-05,167.01,166.52,166.04,159.967,143.0226,DOWN,0
2015-08-06,164.8,167.27,165.636,160.1674,143.2473,UP,1
2015-08-07,165.61,164.7,165.552,160.3542,143.4805,UP,1
2015-08-10,168.36,167.66,166.17,160.669,143.7342,UP,1
2015-08-11,168.51,166.96,166.858,160.9618,143.9876,DOWN,0
2015-08-12,166.94,166.6,166.844,161.2136,144.2355,UP,1
2015-08-13,169.28,167.24,167.74,161.474,144.4933,UP,1
2015-08-14,171.04,168.73,168.826,161.7768,144.7437,UP,1
2015-08-17,171.39,171.12,169.432,162.079,144.9928,UP,1
2015-08-18,173.32,170.76,170.394,162.4716,145.2566,DOWN,0
2015-08-19,172.62,173.65,171.53,162.8486,145.5157,DOWN,0
2015-08-20,171.3,171.67,171.934,163.175,145.7726,DOWN,0
2015-08-21,162.57,167.77,170.24,163.319,145.9849,DOWN,0
2015-08-24,158.72,143.0,167.706,163.387,146.1852,DOWN,0
2015-08-25,153.26,164.11,163.694,163.3608,146.3411,UP,1
2015-08-26,158.05,154.3,160.78,163.4118,146.5226,UP,1
2015-08-27,160.24,160.87,158.568,163.5042,146.7034,DOWN,0
2015-08-28,159.0,164.78,157.854,163.5546,146.8875,DOWN,0
2015-08-31,158.09,157.28,157.728,163.6218,147.0528,DOWN,0
2015-09-01,153.76,155.35,157.828,163.5832,147.202,UP,1
2015-09-02,158.51,155.55,157.92,163.6262,147.3758,UP,1
2015-09-03,158.93,158.6,157.658,163.693,147.5494,DOWN,0
2015-09-04,157.7,157.22,157.398,163.7502,147.7135,UP,1
2015-09-08,164.61,160.72,158.702,163.8828,147.9003,DOWN,0
2015-09-09,163.4,169.0,160.63,164.0772,148.0821,UP,1
2015-09-10,164.83,162.0,161.894,164.2848,148.2693,UP,1
2015-09-11,165.06,164.81,163.12,164.4776,148.4608,DOWN,0
2015-09-14,163.0,164.77,164.18,164.613,148.6473,UP,1
2015-09-15,164.06,163.09,164.07,164.7496,148.8386,UP,1
2015-09-16,164.72,164.53,164.334,164.8556,149.0297,UP,1
2015-09-17,168.14,164.49,164.996,165.0474,149.2481,DOWN,0
2015-09-18,167.23,167.98,165.43,165.1938,149.4743,UP,1
2015-09-21,168.69,168.46,166.568,165.3054,149.6943,DOWN,0
2015-09-22,165.78,166.42,166.912,165.282,149.8945,UP,1
2015-09-23,168.1,165.56,167.588,165.304,150.0863,DOWN,0
2015-09-24,168.01,167.08,167.562,165.2992,150.2914,UP,1
2015-09-25,169.15,169.39,167.946,165.3358,150.4995,DOWN,0
2015-09-28,164.36,168.02,167.08,165.2848,150.6951,DOWN,0
2015-09-29,161.71,163.9,166.266,165.1602,150.8565,UP,1
2015-09-30,163.35,163.95,165.316,165.0914,151.0299,UP,1
2015-10-01,165.59,164.26,164.832,164.9928,151.2161,UP,1
2015-10-02,165.76,163.91,164.154,164.9236,151.4085,UP,1
2015-10-05,168.04,166.83,164.89,164.8936,151.5944,DOWN,0
2015-10-06,165.91,167.96,165.73,164.884,151.7755,DOWN,0
2015-10-07,165.05,165.95,166.07,164.8648,151.9546,DOWN,0
2015-10-08,163.94,164.63,165.74,164.8138,152.1317,UP,1
2015-10-09,165.8,163.81,165.748,164.7934,152.3179,UP,1
2015-10-12,166.07,166.73,165.354,164.7942,152.5073,DOWN,0
2015-10-13,163.85,165.54,164.942,164.7658,152.6874,DOWN,0
2015-10-14,159.26,163.6,163.784,164.6496,152.8399,UP,1
2015-10-15,161.06,160.3,163.208,164.5306,153.0013,UP,1
2015-10-16,166.11,161.32,163.27,164.5568,153.1927,UP,1
2015-10-19,168.36,166.08,163.728,164.6118,153.4003,UP,1
2015-10-20,169.21,169.0,164.8,164.6288,153.6106,DOWN,0
2015-10-21,168.22,169.69,166.592,164.623,153.8169,DOWN,0
2015-10-22,168.02,168.99,167.984,164.6446,154.0041,DOWN,0
2015-10-23,165.91,169.92,167.944,164.5772,154.1725,UP,1
2015-10-26,169.2,166.01,168.112,164.5404,154.3606,DOWN,0
2015-10-27,169.09,169.73,168.088,164.4944,154.5569,UP,1
2015-10-28,172.96,169.32,169.036,164.4872,154.7776,UP,1
2015-10-29,173.3,172.07,170.092,164.5008,155.0004,UP,1
2015-10-30,173.96,173.36,171.702,164.554,155.2345,DOWN,0
2015-11-02,172.76,174.88,172.414,164.7578,155.4497,UP,1
2015-11-03,172.95,171.92,173.186,165.0424,155.6787,DOWN,0
2015-11-04,170.12,173.32,172.618,165.3796,155.8875,UP,1
2015-11-05,172.53,170.58,172.464,165.6692,156.0874,UP,1
2015-11-06,172.64,172.04,172.2,165.9172,156.2739,DOWN,0
2015-11-09,171.56,172.27,171.96,166.1684,156.4513,UP,1
2015-11-10,174.08,170.98,172.186,166.4882,156.6425,DOWN,0
2015-11-11,170.69,174.28,172.3,166.8268,156.8266,DOWN,0
2015-11-12,169.36,170.23,171.666,167.0438,157.0014,DOWN,0
2015-11-13,155.2,167.89,168.178,166.9692,157.1177,UP,1
2015-11-16,159.48,154.34,165.762,167.0048,157.2603,UP,1
2015-11-17,162.7,160.59,163.486,166.9666,157.4046,UP,1
2015-11-18,164.99,163.74,162.346,166.9984,157.5695,DOWN,0
2015-11-19,164.5,165.24,161.374,166.9918,157.7269,UP,1
2015-11-20,170.51,165.0,164.436,167.1008,157.9131,UP,1
2015-11-23,170.84,170.77,166.708,167.2576,158.0925,DOWN,0
2015-11-24,170.83,169.78,168.334,167.393,158.2616,DOWN,0
2015-11-25,170.11,170.01,169.358,167.5008,158.4327,UP,1
2015-11-27,170.98,170.59,170.654,167.5576,158.6072,DOWN,0
2015-11-30,167.0,173.01,169.952,167.553,158.7589,DOWN,0
2015-12-01,165.83,167.82,168.95,167.4958,158.9085,DOWN,0
2015-12-02,163.52,165.83,167.488,167.4506,159.0431,DOWN,0
2015-12-03,163.19,164.41,166.104,167.3524,159.1744,UP,1
2015-12-04,184.08,174.5,168.724,167.6738,159.4048,UP,1
2015-12-07,184.24,184.64,172.172,167.9756,159.6398,UP,1
2015-12-08,185.08,182.25,176.022,168.39,159.8732,DOWN,0
2015-12-09,184.06,184.56,180.13,168.837,160.0997,DOWN,0
2015-12-10,183.11,183.61,184.114,169.2322,160.3123,DOWN,0
2015-12-11,182.47,179.69,183.792,169.5698,160.5209,UP,1
2015-12-14,185.54,183.05,184.052,169.9654,160.7305,DOWN,0
2015-12-15,185.42,186.18,184.12,170.313,160.9474,UP,1
2015-12-16,187.27,185.43,184.762,170.7402,161.1842,DOWN,0
2015-12-17,185.43,188.0,185.226,171.1478,161.4071,DOWN,0
2015-12-18,184.94,184.95,185.72,171.5678,161.6388,UP,1
2015-12-21,186.49,186.46,185.91,171.9816,161.8665,DOWN,0
2015-12-22,186.12,187.06,186.05,172.3826,162.0947,UP,1
2015-12-23,186.27,186.84,185.85,172.831,162.3163,DOWN,0
2015-12-24,184.93,185.93,185.75,173.3444,162.5168,DOWN,0
2015-12-28,184.77,184.73,185.716,173.8186,162.6902,UP,1
2015-12-29,185.31,186.29,185.48,174.2026,162.8658,UP,1
2015-12-30,185.61,185.61,185.378,174.5476,163.0416,DOWN,0
2015-12-31,185.0,184.61,185.124,174.8634,163.2116,DOWN,0
2016-01-04,181.81,182.67,184.5,175.1352,163.3592,UP,1
2016-01-05,182.67,182.57,184.08,175.4282,163.5125,UP,1
2016-01-06,183.21,180.39,183.66,175.7742,163.6626,DOWN,0
2016-01-07,182.98,179.8,183.134,176.0498,163.8087,DOWN,0
2016-01-08,182.17,184.8,182.568,176.3114,163.9616,DOWN,0
2016-01-11,182.0,182.64,182.606,176.4922,164.1216,UP,1
2016-01-12,185.62,182.81,183.196,176.7386,164.2937,DOWN,0
2016-01-13,179.09,186.0,182.372,176.8412,164.4313,DOWN,0
2016-01-14,177.88,179.09,181.352,176.9436,164.5664,DOWN,0
2016-01-15,170.45,173.2,179.008,176.8936,164.6638,UP,1
2016-01-19,175.31,171.98,177.67,176.9974,164.7837,DOWN,0
2016-01-20,174.26,173.3,175.398,177.032,164.8886,UP,1
2016-01-21,176.5,174.5,174.88,177.1092,165.0139,UP,1
2016-01-22,179.73,177.95,175.25,177.2726,165.1517,DOWN,0
2016-01-25,175.66,178.5,176.292,177.3042,165.271,UP,1
2016-01-26,179.13,176.58,177.056,177.473,165.4082,DOWN,0
2016-01-27,173.93,178.83,176.99,177.5644,165.5179,UP,1
2016-01-28,174.34,175.83,176.558,177.9472,165.6221,UP,1
2016-01-29,181.17,175.34,176.846,178.381,165.7602,DOWN,0
2016-02-01,180.57,179.92,177.828,178.7384,165.8922,DOWN,0
2016-02-02,177.03,179.74,177.408,178.9792,166.0171,DOWN,0
2016-02-03,173.46,180.5,177.314,179.1584,166.1265,DOWN,0
2016-02-04,168.88,173.55,176.222,179.1258,166.206,DOWN,0
2016-02-05,159.71,168.75,171.93,178.9032,166.2349,DOWN,0
2016-02-08,155.34,156.76,166.884,178.5934,166.2266,DOWN,0
2016-02-09,151.98,152.0,161.874,178.2308,166.2011,UP,1
2016-02-10,153.84,152.79,157.95,177.888,166.1908,DOWN,0
2016-02-11,153.31,152.54,154.836,177.6142,166.1849,UP,1
2016-02-12,158.49,156.24,154.592,177.4674,166.2182,UP,1
2016-02-16,159.02,160.61,155.328,177.3774,166.2579,DOWN,0
2016-02-17,158.92,160.51,156.716,177.292,166.2811,DOWN,0
2016-02-18,154.55,155.33,156.858,176.7014,166.2847,DOWN,0
2016-02-19,150.07,153.16,156.21,176.018,166.2677,UP,1
2016-02-22,156.27,151.0,155.766,175.4418,166.2888,UP,1
2016-02-23,159.17,156.63,155.796,174.944,166.3154,UP,1
2016-02-24,160.75,156.52,156.162,174.4968,166.3478,UP,1
2016-02-25,164.25,161.52,158.102,174.1324,166.3977,UP,1
2016-02-26,164.75,165.57,161.038,173.7166,166.4554,UP,1
2016-02-29,165.19,165.0,162.822,173.312,166.5208,UP,1
2016-03-01,168.41,165.86,164.67,172.9348,166.6137,DOWN,0
2016-03-02,168.32,168.21,166.184,172.5926,166.7003,UP,1
2016-03-03,169.38,167.41,167.21,172.2814,166.7896,DOWN,0
2016-03-04,168.97,169.96,168.054,171.931,166.8738,DOWN,0
2016-03-07,164.64,168.57,167.944,171.5014,166.9428,DOWN,0
2016-03-08,162.96,164.34,166.854,171.0352,166.9963,DOWN,0
2016-03-09,159.01,164.7,164.992,170.5168,167.0352,UP,1
2016-03-10,163.39,159.56,163.794,170.0892,167.1014,UP,1
2016-03-11,191.62,186.6,168.324,170.2154,167.2856,DOWN,0
2016-03-14,190.02,189.52,173.4,170.3036,167.4543,DOWN,0
2016-03-15,187.87,189.02,178.382,170.361,167.6306,UP,1
2016-03-16,190.02,187.1,184.584,170.5252,167.8113,DOWN,0
2016-03-17,188.01,189.44,189.508,170.632,167.9796,UP,1
2016-03-18,191.39,188.32,189.462,170.7956,168.1552,UP,1
2016-03-21,192.35,190.88,189.928,170.983,168.3375,DOWN,0
2016-03-22,191.65,190.44,190.684,171.1726,168.5143,DOWN,0
2016-03-23,191.57,191.22,190.994,171.364,168.7037,UP,1
2016-03-24,191.76,191.4,191.744,171.4868,168.8937,UP,1
2016-03-28,191.91,191.84,191.848,171.7432,169.0784,UP,1
2016-03-29,193.37,192.55,192.052,172.053,169.2684,UP,1
2016-03-30,194.11,194.87,192.544,172.5262,169.4623,DOWN,0
2016-03-31,193.74,193.87,192.978,172.8948,169.6581,UP,1
2016-04-01,194.18,192.62,193.462,173.2932,169.8515,DOWN,0
2016-04-04,193.12,194.68,193.704,173.6256,170.039,UP,1
2016-04-05,193.75,192.27,193.78,173.906,170.2254,UP,1
2016-04-06,194.67,193.91,193.892,174.2862,170.4251,DOWN,0
2016-04-07,194.12,194.12,193.968,174.586,170.6172,UP,1
2016-04-08,200.51,201.94,195.234,175.1176,170.838,UP,1
2016-04-11,202.1,201.51,197.03,175.6728,171.0705,UP,1
2016-04-12,203.94,203.5,199.068,176.1282,171.3161,UP,1
2016-04-13,207.42,205.44,201.618,176.6652,171.5632,DOWN,0
2016-04-14,205.67,207.72,203.928,177.238,171.8232,DOWN,0
2016-04-15,204.06,206.34,204.638,177.85,172.0712,UP,1
2016-04-18,206.91,203.93,205.6,178.6106,172.3287,DOWN,0
2016-04-19,204.04,206.2,205.62,179.4972,172.5678,UP,1
2016-04-20,204.42,203.98,205.02,180.4788,172.8037,UP,1
2016-04-21,205.86,204.62,205.058,181.5564,173.0359,DOWN,0
2016-04-22,205.39,205.42,205.324,182.5874,173.2701,UP,1
2016-04-25,207.37,205.08,205.416,183.6686,173.5074,UP,1
2016-04-26,208.13,207.04,206.234,184.6614,173.7325,UP,1
2016-04-27,212.52,207.32,207.854,185.7314,173.9603,DOWN,0
2016-04-28,206.99,211.51,208.08,186.6928,174.1603,UP,1
2016-04-29,208.28,206.46,208.658,187.7674,174.3604,UP,1
2016-05-02,210.72,208.29,209.328,188.9804,174.5774,DOWN,0
2016-05-03,209.91,208.4,209.684,190.0532,174.7924,UP,1
2016-05-04,209.97,209.05,209.174,191.0692,175.0026,DOWN,0
2016-05-05,206.21,209.78,209.018,191.9784,175.1997,UP,1
2016-05-06,208.68,205.2,209.098,192.867,175.3905,DOWN,0
2016-05-09,208.46,205.65,208.646,193.7412,175.5867,DOWN,0
2016-05-10,208.27,209.25,208.318,194.6028,175.7803,DOWN,0
2016-05-11,202.85,207.01,206.894,195.2916,175.9626,UP,1
2016-05-12,207.43,203.7,207.138,196.0738,176.1697,DOWN,0
2016-05-13,205.2,207.03,206.442,196.7902,176.3633,UP,1
2016-05-16,208.13,204.85,206.376,197.5734,176.5698,DOWN,0
2016-05-17,204.44,207.21,205.61,198.3694,176.7619,UP,1
2016-05-18,206.45,204.45,206.33,199.2392,176.9678,UP,1
2016-05-19,207.89,205.0,206.422,200.2168,177.1819,UP,1
2016-05-20,208.47,208.73,207.076,201.1184,177.3892,DOWN,0
2016-05-23,206.02,208.97,206.654,201.4064,177.5953,UP,1
2016-05-24,206.59,208.48,207.084,201.7378,177.8002,UP,1
2016-05-25,211.48,206.61,208.09,202.21,178.0158,UP,1
2016-05-26,213.69,214.0,209.25,202.6834,178.2417,UP,1
2016-05-27,233.15,230.75,214.186,203.5862,178.5727,DOWN,0
2016-05-31,233.01,233.48,219.584,204.4186,178.8914,UP,1
2016-06-01,236.68,233.29,225.602,205.3052,179.2196,UP,1
2016-06-02,237.06,236.24,230.718,206.2134,179.5479,DOWN,0
2016-06-03,236.57,236.8,235.294,207.1134,179.8642,UP,1
2016-06-06,236.74,238.66,236.012,208.013,180.1848,UP,1
2016-06-07,239.18,236.79,237.246,208.9584,180.5242,UP,1
2016-06-08,239.36,240.0,237.782,209.8782,180.9081,UP,1
2016-06-09,240.01,237.73,238.372,210.7962,181.3146,DOWN,0
2016-06-10,239.98,237.82,239.054,211.721,181.7482,DOWN,0
2016-06-13,237.95,237.21,239.296,212.5964,182.1477,DOWN,0
2016-06-14,237.88,237.92,239.036,213.4916,182.5359,UP,1
2016-06-15,238.23,237.89,238.81,214.3812,182.932,UP,1
2016-06-16,239.82,237.08,238.772,215.2842,183.3407,DOWN,0
2016-06-17,238.04,239.7,238.384,216.1626,183.7621,UP,1
2016-06-20,240.2,240.75,238.834,216.9564,184.1705,UP,1
2016-06-21,240.47,240.9,239.352,217.7238,184.5782,DOWN,0
2016-06-22,238.23,241.08,239.352,218.4096,184.9809,UP,1
2016-06-23,242.08,240.05,239.804,219.1028,185.3682,DOWN,0
2016-06-24,239.16,236.14,240.028,219.7726,185.747,DOWN,0
2016-06-27,235.04,236.78,238.996,220.3922,186.0981,UP,1
2016-06-28,236.21,237.08,238.144,220.9782,186.4538,UP,1
2016-06-29,240.66,238.5,238.63,221.7106,186.8421,UP,1
2016-06-30,243.64,242.0,238.942,222.495,187.24,UP,1
2016-07-01,243.74,242.87,239.858,223.2526,187.6351,UP,1
2016-07-05,244.72,243.44,241.794,224.0392,188.018,UP,1
2016-07-06,247.77,244.57,244.106,224.8472,188.4207,DOWN,0
2016-07-07,247.29,247.67,245.432,225.6304,188.8137,UP,1
2016-07-08,250.82,248.52,246.868,226.3964,189.2389,UP,1
2016-07-11,252.29,252.0,248.578,227.3024,189.6599,UP,1
2016-07-12,253.25,253.88,250.284,228.2018,190.0861,DOWN,0
2016-07-13,250.13,252.99,250.756,228.99,190.491,UP,1
2016-07-14,255.11,251.95,252.32,229.894,190.9447,UP,1
2016-07-15,255.81,256.83,253.318,230.8108,191.4152,UP,1
2016-07-18,256.09,256.02,254.078,231.8084,191.8789,UP,1
2016-07-19,256.91,256.0,254.81,232.773,192.3355,DOWN,0
2016-07-20,255.8,257.42,255.944,233.7198,192.7857,DOWN,0
2016-07-21,254.91,255.15,255.904,234.6526,193.2201,UP,1
2016-07-22,258.6,255.03,256.462,235.7676,193.6835,UP,1
2016-07-25,259.55,258.96,257.154,236.81,194.156,DOWN,0
2016-07-26,259.02,260.09,257.576,237.8864,194.6314,DOWN,0
2016-07-27,257.73,258.81,257.962,238.8784,195.0911,UP,1
2016-07-28,260.48,257.42,259.076,239.9992,195.5631,UP,1
2016-07-29,261.21,260.76,259.598,241.0944,196.0499,DOWN,0
2016-08-01,260.57,262.19,259.802,242.148,196.5565,DOWN,0
2016-08-02,256.98,261.51,259.394,243.1182,197.0361,UP,1
2016-08-03,258.91,256.76,259.63,244.176,197.5001,UP,1
2016-08-04,260.68,258.33,259.67,245.2578,197.9617,UP,1
2016-08-05,262.35,261.34,259.898,246.2752,198.4274,DOWN,0
2016-08-08,261.33,263.16,260.05,247.228,198.8929,UP,1
2016-08-09,261.91,261.44,261.036,247.8032,199.3624,UP,1
2016-08-10,263.09,262.39,261.872,248.4048,199.8483,UP,1
2016-08-11,265.95,264.0,262.926,248.9902,200.332,UP,1
2016-08-12,266.8,265.05,263.816,249.585,200.8206,UP,1
2016-08-15,266.97,268.76,264.944,250.193,201.2906,DOWN,0
2016-08-16,265.9,266.0,265.742,250.7762,201.7536,DOWN,0
2016-08-17,265.79,265.48,266.282,251.3084,202.2128,UP,1
2016-08-18,271.59,266.34,267.41,251.953,202.7069,UP,1
2016-08-19,274.55,270.93,268.96,252.6438,203.2149,DOWN,0
2016-08-22,270.7,275.78,269.706,253.2582,203.7178,UP,1
2016-08-23,275.89,272.95,271.704,254.017,204.2346,DOWN,0
2016-08-24,273.98,278.29,273.342,254.739,204.7413,DOWN,0
2016-08-25,271.45,272.6,273.314,255.4034,205.2408,DOWN,0
2016-08-26,254.85,270.11,269.374,255.704,205.6446,DOWN,0
2016-08-29,254.09,254.6,266.052,256.025,206.0616,DOWN,0
2016-08-30,244.97,252.51,259.868,256.1204,206.4397,UP,1
2016-08-31,247.21,244.03,254.514,256.2552,206.8997,DOWN,0
2016-09-01,245.52,246.67,249.328,256.401,207.3299,UP,1
2016-09-02,246.46,246.59,247.65,256.4886,207.7487,UP,1
2016-09-06,249.64,246.82,246.76,256.6982,208.172,DOWN,0
2016-09-07,246.74,249.96,247.114,256.9322,208.5832,DOWN,0
2016-09-08,243.57,244.93,246.386,257.0794,208.9485,DOWN,0
2016-09-09,238.73,243.32,245.028,257.0408,209.2879,UP,1
2016-09-12,242.39,235.38,244.214,257.0158,209.6457,DOWN,0
2016-09-13,236.76,241.45,241.638,256.8762,209.979,UP,1
2016-09-14,237.27,237.31,239.744,256.7272,210.3104,DOWN,0
2016-09-15,232.99,232.74,237.628,256.4316,210.6404,UP,1
2016-09-16,233.79,232.9,236.64,256.1616,210.9802,UP,1
2016-09-19,234.55,233.78,235.072,255.8362,211.3353,DOWN,0
2016-09-20,233.2,234.55,234.36,255.4544,211.6854,UP,1
2016-09-21,239.74,235.09,234.854,255.1842,211.9637,DOWN,0
2016-09-22,238.38,240.95,235.932,254.9492,212.2344,DOWN,0
2016-09-23,237.01,237.23,236.576,254.5872,212.494,UP,1
2016-09-26,237.81,236.0,237.228,254.2272,212.7628,UP,1
2016-09-27,243.66,238.37,239.32,253.9786,213.0655,DOWN,0
2016-09-28,240.2,243.7,239.412,253.6444,213.3542,DOWN,0
2016-09-29,237.12,240.2,239.16,253.2708,213.6121,UP,1
2016-09-30,237.98,238.87,239.354,252.9322,213.8749,DOWN,0
2016-10-03,237.6,236.81,239.312,252.5122,214.1265,UP,1
2016-10-04,238.55,237.73,238.29,252.0922,214.3921,DOWN,0
2016-10-05,235.6,237.84,237.37,251.6238,214.6454,UP,1
2016-10-06,241.57,235.6,238.26,251.3006,214.9208,DOWN,0
2016-10-07,239.07,242.61,238.478,250.8724,215.1856,UP,1
2016-10-10,240.36,241.65,239.03,250.4554,215.456,DOWN,0
2016-10-11,236.66,240.21,238.652,249.9772,215.7147,UP,1
2016-10-12,238.97,237.18,239.326,249.617,215.9857,UP,1
2016-10-13,266.14,246.35,244.24,249.7616,216.3898,DOWN,0
2016-10-14,262.75,268.03,248.976,249.803,216.7755,DOWN,0
2016-10-17,258.72,262.5,252.648,249.7304,217.1441,DOWN,0
2016-10-18,256.04,260.62,256.524,249.6246,217.5153,UP,1
2016-10-19,256.45,255.84,260.02,249.5154,217.8842,DOWN,0
2016-10-20,254.43,255.45,257.678,249.3422,218.2403,DOWN,0
2016-10-21,252.36,253.18,255.6,249.0704,218.5872,DOWN,0
2016-10-24,252.25,253.23,254.306,248.7794,218.9376,DOWN,0
2016-10-25,246.99,250.67,252.496,248.3798,219.2625,DOWN,0
2016-10-26,245.92,246.59,250.39,247.9802,219.564,DOWN,0
2016-10-27,239.86,245.89,247.476,247.4616,219.8679,UP,1
2016-10-28,242.31,239.86,245.466,246.876,220.19,UP,1
2016-10-31,243.34,243.49,243.684,246.2518,220.5545,DOWN,0
2016-11-01,240.18,242.82,242.322,245.6414,220.8788,DOWN,0
2016-11-02,239.29,239.8,240.996,244.9094,221.204,DOWN,0
2016-11-03,231.61,238.82,239.346,244.062,221.4795,DOWN,0
2016-11-04,228.17,229.94,236.518,243.1964,221.7217,UP,1
2016-11-07,232.59,231.76,234.368,242.7512,222.0064,UP,1
2016-11-08,232.63,233.27,232.858,242.322,222.2739,UP,1
2016-11-09,236.34,226.64,232.268,242.1494,222.5859,UP,1
2016-11-10,236.61,238.27,233.268,241.9374,222.8973,UP,1
2016-11-11,238.87,235.4,235.408,241.8044,223.1858,UP,1
2016-11-14,240.41,240.35,236.972,241.6834,223.485,UP,1
2016-11-15,244.47,241.38,239.34,241.58,223.8222,UP,1
2016-11-16,246.62,244.48,241.396,241.5776,224.188,UP,1
2016-11-17,251.13,247.78,244.3,241.7288,224.5992,DOWN,0
2016-11-18,250.09,251.05,246.544,241.956,225.0511,UP,1
2016-11-21,251.0,251.09,248.662,242.1282,225.5294,UP,1
2016-11-22,258.39,252.54,251.446,242.5608,226.0615,UP,1
2016-11-23,262.02,259.29,254.526,243.0558,226.6024,UP,1
2016-11-25,263.62,263.56,257.024,243.6684,227.1539,DOWN,0
2016-11-28,261.6,263.57,259.326,244.2246,227.6695,DOWN,0
2016-11-29,260.41,261.33,261.208,244.7418,228.1764,DOWN,0
2016-11-30,259.5,259.68,261.43,245.2678,228.6793,DOWN,0
2016-12-01,257.41,259.85,260.508,245.6212,229.1936,DOWN,0
2016-12-02,253.39,271.7,258.462,245.9214,229.7102,UP,1
2016-12-05,257.6,253.49,257.662,246.3332,230.2169,DOWN,0
2016-12-06,254.22,256.93,256.424,246.6614,230.6921,DOWN,0
2016-12-07,253.94,254.01,255.312,246.867,231.1581,DOWN,0
2016-12-08,253.29,254.57,254.488,247.1288,231.6033,DOWN,0
2016-12-09,251.14,252.68,254.038,247.4092,232.0353,UP,1
2016-12-12,251.61,250.02,252.84,247.6818,232.4674,UP,1
2016-12-13,255.02,252.0,253.0,248.0302,232.9004,DOWN,0
2016-12-14,252.93,254.42,252.798,248.3178,233.3234,UP,1
2016-12-15,256.69,253.2,253.478,248.7396,233.76,UP,1
2016-12-16,262.13,257.8,255.676,249.1508,234.2258,DOWN,0
2016-12-19,259.97,262.13,257.348,249.5688,234.7024,UP,1
2016-12-20,260.89,259.8,258.522,249.9794,235.1921,UP,1
2016-12-21,262.95,260.29,260.526,250.5052,235.7118,DOWN,0
2016-12-22,257.31,263.1,260.65,250.872,236.1814,DOWN,0
2016-12-23,256.86,257.25,259.596,250.6864,236.5076,UP,1
2016-12-27,258.73,257.99,259.348,250.606,236.8511,DOWN,0
2016-12-28,255.75,258.9,258.32,250.5466,237.1905,UP,1
2016-12-29,257.34,254.91,257.198,250.5726,237.5271,DOWN,0
2016-12-30,254.94,258.16,256.724,250.5424,237.8618,UP,1
2017-01-03,256.68,256.2,256.688,250.5874,238.1882,UP,1
2017-01-04,260.92,257.08,257.126,250.7586,238.5311,UP,1
2017-01-05,264.14,259.84,258.804,250.9964,238.8935,DOWN,0
2017-01-06,263.3,264.64,259.996,251.3226,239.2522,DOWN,0
2017-01-09,260.79,263.18,261.166,251.62,239.5973,UP,1
2017-01-10,262.5,260.98,262.33,252.0728,239.9503,DOWN,0
2017-01-11,262.15,262.5,262.576,252.4696,240.2942,DOWN,0
2017-01-12,260.95,262.03,261.938,252.8218,240.6284,UP,1
2017-01-13,261.4,260.74,261.558,253.2462,240.9667,UP,1
2017-01-17,263.06,260.95,262.012,253.7216,241.3111,UP,1
2017-01-18,265.5,264.04,262.612,254.3994,241.673,UP,1
2017-01-19,266.12,265.76,263.406,255.1584,242.0348,UP,1
2017-01-20,266.22,267.13,264.46,255.831,242.3926,DOWN,0
2017-01-23,266.02,265.9,265.384,256.4988,242.7521,UP,1
2017-01-24,268.81,266.43,266.534,257.1482,243.0936,UP,1
2017-01-25,272.01,269.97,267.836,257.8562,243.4431,UP,1
2017-01-26,272.42,271.89,269.096,258.5272,243.7855,DOWN,0
2017-01-27,271.44,272.36,270.14,259.1478,244.1056,DOWN,0
2017-01-30,270.18,270.76,270.972,259.662,244.4282,UP,1
2017-01-31,272.28,270.17,271.666,260.1752,244.7693,DOWN,0
2017-02-01,269.54,272.38,271.172,260.5434,245.0824,UP,1
2017-02-02,270.75,268.85,270.838,260.9566,245.416,UP,1
2017-02-03,272.06,272.0,270.962,261.3778,245.7542,UP,1
2017-02-06,273.08,272.31,271.542,261.6716,246.0903,DOWN,0
2017-02-07,272.49,273.05,271.584,261.881,246.4258,UP,1
2017-02-08,272.82,272.54,272.24,262.065,246.753,UP,1
2017-02-09,272.87,273.75,272.664,262.2904,247.0767,DOWN,0
2017-02-10,269.84,273.04,272.22,262.479,247.3633,DOWN,0
2017-02-13,268.12,270.8,271.228,262.6514,247.669,UP,1
2017-02-14,271.46,268.2,271.022,262.9324,247.9849,UP,1
2017-02-15,273.64,270.99,271.186,263.3374,248.2995,DOWN,0
2017-02-16,272.09,273.6,271.03,263.6272,248.6104,UP,1
2017-02-17,275.15,271.96,272.092,264.0458,248.9363,UP,1
2017-02-21,277.26,275.95,273.92,264.5122,249.2915,DOWN,0
2017-02-22,277.19,277.53,275.066,264.9902,249.6341,DOWN,0
2017-02-23,274.6,277.82,275.258,265.4594,249.9648,UP,1
2017-02-24,276.33,274.19,276.106,265.9538,250.3051,DOWN,0
2017-02-27,275.69,277.0,276.214,266.3672,250.6693,DOWN,0
2017-02-28,273.43,275.35,275.448,266.7772,250.9993,UP,1
2017-03-01,274.83,276.59,274.976,267.14,251.3474,UP,1
2017-03-02,277.45,274.83,275.546,267.4464,251.694,UP,1
