ticker,AVY US Equity,AVY US Equity,AVY US Equity,AVY US Equity,AVY US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,64.625,65.5,61.8994,65.875,67.6913,UP,1
2000-02-10,65.0,64.625,61.904,65.6625,67.8037,DOWN,0
2000-02-11,63.4375,65.0625,61.8856,64.925,67.8963,UP,1
2000-02-14,65.6875,63.4375,61.8728,64.9,68.0237,UP,1
2000-02-15,67.5,65.5625,61.865,65.25,68.1837,DOWN,0
2000-02-16,65.6875,67.75,61.8534,65.4625,68.3188,UP,1
2000-02-17,66.9375,65.5625,61.8425,65.85,68.4825,DOWN,0
2000-02-18,63.25,66.875,61.8144,65.8125,68.5725,UP,1
2000-02-22,64.6875,63.25,61.7953,65.6125,68.6787,DOWN,0
2000-02-23,64.5,64.5,61.785,65.0125,68.735,DOWN,0
2000-02-24,61.875,64.5,61.7619,64.25,68.7412,DOWN,0
2000-02-25,60.75,61.25,61.7412,63.0125,68.7025,DOWN,0
2000-02-28,59.9375,60.5,61.7184,62.35,68.625,UP,1
2000-02-29,60.6875,60.0,61.7044,61.55,68.54,DOWN,0
2000-03-01,58.6875,60.1875,61.6869,60.3875,68.3562,UP,1
2000-03-02,60.125,59.375,61.6806,60.0375,68.2025,UP,1
2000-03-03,63.375,62.0,61.6847,60.5625,68.1112,DOWN,0
2000-03-06,58.4375,63.125,61.6697,60.2625,67.905,DOWN,0
2000-03-07,55.3125,58.5,61.6406,59.1875,67.6438,UP,1
2000-03-08,57.375,55.375,61.6122,58.925,67.4062,UP,1
2000-03-09,59.6875,57.5,61.599,58.8375,67.1987,UP,1
2000-03-10,60.5,59.5625,61.5834,58.2625,66.9713,DOWN,0
2000-03-13,58.9375,60.625,61.5747,58.3625,66.7137,DOWN,0
2000-03-14,58.0625,58.6875,61.5656,58.9125,66.4175,UP,1
2000-03-15,62.8125,58.3125,61.5825,60.0,66.2462,UP,1
2000-03-16,67.6875,63.0,61.6219,61.6,66.1913,DOWN,0
2000-03-17,63.3125,67.0,61.6284,62.1625,66.0025,UP,1
2000-03-20,64.0,63.4375,61.634,63.175,65.7762,DOWN,0
2000-03-21,64.0,63.9375,61.6325,64.3625,65.545,DOWN,0
2000-03-22,62.125,63.125,61.6131,64.225,65.2275,UP,1
2000-03-23,64.5625,61.625,61.615,63.6,64.9675,DOWN,0
2000-03-24,60.625,63.9375,61.5962,63.0625,64.6425,DOWN,0
2000-03-27,58.4375,60.0,61.5762,61.95,64.2863,DOWN,0
2000-03-28,57.4375,58.5625,61.5456,60.6375,63.905,UP,1
2000-03-29,58.9375,57.9375,61.5278,60.0,63.585,UP,1
2000-03-30,60.9375,59.1875,61.5175,59.275,63.43,UP,1
2000-03-31,61.0625,60.3125,61.5075,59.3625,63.3212,DOWN,0
2000-04-03,59.4375,60.8125,61.4894,59.5625,63.12,DOWN,0
2000-04-04,59.375,58.8125,61.4737,59.95,62.9612,DOWN,0
2000-04-05,58.375,59.125,61.4522,59.8375,62.7637,DOWN,0
2000-04-06,58.125,58.1875,61.4278,59.275,62.5487,DOWN,0
2000-04-07,57.75,57.25,61.4069,58.6125,62.335,UP,1
2000-04-10,59.75,57.875,61.4,58.675,62.2,UP,1
2000-04-11,63.75,59.5,61.4137,59.55,62.12,UP,1
2000-04-12,66.1875,63.5,61.44,61.1125,62.1025,UP,1
2000-04-13,67.375,65.9375,61.475,62.9625,62.1175,DOWN,0
2000-04-14,61.1875,66.75,61.4759,63.65,62.02,UP,1
2000-04-17,62.375,61.25,61.4787,64.175,61.925,DOWN,0
2000-04-18,62.0,62.125,61.479,63.825,61.8487,DOWN,0
2000-04-19,60.625,61.75,61.4709,62.7125,61.7462,UP,1
2000-04-20,62.625,60.5625,61.4725,61.7625,61.7062,DOWN,0
2000-04-24,60.3125,62.375,61.4587,61.5875,61.6125,UP,1
2000-04-25,63.4375,60.375,61.4606,61.8,61.6125,UP,1
2000-04-26,64.6875,63.1875,61.469,62.3375,61.5925,UP,1
2000-04-27,65.1875,62.8125,61.4769,63.25,61.5462,UP,1
2000-04-28,65.625,63.5,61.4928,63.85,61.545,UP,1
2000-05-01,65.6875,65.125,61.5069,64.925,61.52,UP,1
2000-05-02,65.75,66.0625,61.5212,65.3875,61.57,DOWN,0
2000-05-03,65.6875,65.5625,61.5412,65.5875,61.59,UP,1
2000-05-04,66.9375,65.6875,61.5625,65.9375,61.6387,UP,1
2000-05-05,67.25,66.6875,61.579,66.2625,61.7462,DOWN,0
2000-05-08,66.1875,67.25,61.5944,66.3625,61.855,DOWN,0
2000-05-09,65.625,66.1875,61.6075,66.3375,61.9687,UP,1
2000-05-10,66.125,64.0,61.6215,66.425,62.0775,UP,1
2000-05-11,67.375,65.875,61.6475,66.5125,62.2512,DOWN,0
2000-05-12,65.4375,67.3125,61.6672,66.15,62.3575,UP,1
2000-05-15,66.5,66.25,61.6928,66.2125,62.42,UP,1
2000-05-16,66.625,66.4375,61.7178,66.4125,62.5837,DOWN,0
2000-05-17,66.5,66.25,61.739,66.4875,62.8075,DOWN,0
2000-05-18,64.9375,65.625,61.7525,66.0,62.9587,DOWN,0
2000-05-19,63.9375,64.0,61.7619,65.7,63.0437,DOWN,0
2000-05-22,62.9375,64.0,61.7753,64.9875,63.0925,DOWN,0
2000-05-23,62.5625,63.0625,61.7872,64.175,63.165,UP,1
2000-05-24,64.6875,62.8125,61.82,63.8125,63.2975,DOWN,0
2000-05-25,61.5625,64.6875,61.8378,63.1375,63.2725,UP,1
2000-05-26,62.6875,61.8125,61.8684,62.8875,63.1725,UP,1
2000-05-30,63.6875,62.6875,61.9044,63.0375,63.18,DOWN,0
2000-05-31,61.25,63.5625,61.9237,62.775,63.125,UP,1
2000-06-01,62.8125,62.625,61.9459,62.4,63.1012,UP,1
2000-06-02,63.6875,63.4375,61.9762,62.825,63.1325,UP,1
2000-06-05,63.8125,63.5625,62.009,63.05,63.1175,DOWN,0
2000-06-06,63.1875,63.625,62.0365,62.95,63.1687,UP,1
2000-06-07,63.5625,63.3125,62.0675,63.4125,63.2712,DOWN,0
2000-06-08,62.75,63.3125,62.0972,63.4,63.3775,UP,1
2000-06-09,63.1875,63.0,62.1328,63.3,63.4625,DOWN,0
2000-06-12,63.0,63.25,62.1659,63.1375,63.5037,UP,1
2000-06-13,63.125,63.0625,62.2047,63.125,63.545,UP,1
2000-06-14,65.1875,63.375,62.2619,63.45,63.66,DOWN,0
2000-06-15,64.625,65.0,62.3106,63.825,63.765,UP,1
2000-06-16,66.875,64.0,62.3653,64.5625,63.935,UP,1
2000-06-19,67.5,66.875,62.4269,65.4625,64.1225,DOWN,0
2000-06-20,66.0625,67.25,62.4722,66.05,64.2887,UP,1
2000-06-21,66.3125,65.8125,62.5162,66.275,64.42,DOWN,0
2000-06-22,65.6875,66.0625,62.5625,66.4875,64.4588,UP,1
2000-06-23,66.4375,65.9375,62.6131,66.4,64.4637,UP,1
2000-06-26,66.625,66.5625,62.6569,66.225,64.4487,UP,1
2000-06-27,69.6875,66.625,62.7144,66.95,64.6187,DOWN,0
2000-06-28,67.8672,69.9375,62.7728,67.2609,64.7286,DOWN,0
2000-06-29,66.9375,67.75,62.8306,67.5109,64.8273,UP,1
2000-06-30,67.125,67.125,62.8874,67.6484,64.9573,UP,1
2000-07-03,69.125,66.625,62.954,68.1484,65.0873,DOWN,0
2000-07-05,68.375,70.25,63.019,67.8859,65.2486,DOWN,0
2000-07-06,66.9375,68.4375,63.0824,67.7,65.3186,DOWN,0
2000-07-07,65.0,66.9375,63.139,67.3125,65.3248,DOWN,0
2000-07-10,64.4375,65.0,63.1971,66.775,65.3098,UP,1
2000-07-11,65.0,64.3125,63.2537,65.95,65.2973,DOWN,0
2000-07-12,64.9375,65.0,63.3121,65.2625,65.2823,UP,1
2000-07-13,67.625,65.0625,63.3859,65.4,65.3198,DOWN,0
2000-07-14,65.625,67.875,63.4521,65.525,65.3186,DOWN,0
2000-07-17,63.8438,64.75,63.5076,65.4063,65.2567,DOWN,0
2000-07-18,63.8125,63.9375,63.5657,65.1688,65.188,UP,1
2000-07-19,64.5,64.25,63.6238,65.0813,65.1542,UP,1
2000-07-20,64.5625,64.5,63.6782,64.4688,65.133,UP,1
2000-07-21,65.3125,64.625,63.7376,64.4063,65.1167,DOWN,0
2000-07-24,64.625,65.0625,63.7876,64.5625,65.0617,DOWN,0
2000-07-25,61.9375,64.75,63.8226,64.1875,64.9917,DOWN,0
2000-07-26,53.0625,60.0,63.8142,61.9,64.723,UP,1
2000-07-27,53.9375,53.625,63.8138,59.775,64.4692,UP,1
2000-07-28,55.6875,54.625,63.8248,57.85,64.253,DOWN,0
2000-07-31,54.25,55.4375,63.8285,55.775,64.0392,DOWN,0
2000-08-01,54.0625,54.125,63.8398,54.2,63.8417,UP,1
2000-08-02,55.5,54.6875,63.8504,54.6875,63.693,DOWN,0
2000-08-03,53.8125,55.0,63.8492,54.6625,63.518,UP,1
2000-08-04,54.1875,54.0625,63.8423,54.3625,63.308,UP,1
2000-08-07,56.625,54.6875,63.8482,54.8375,63.2092,UP,1
2000-08-08,57.25,56.6875,63.8498,55.475,63.1005,DOWN,0
2000-08-09,56.9375,57.0,63.8488,55.7625,62.9655,UP,1
2000-08-10,57.0,57.1875,63.8563,56.4,62.8805,UP,1
2000-08-11,58.6875,57.25,63.8592,57.3,62.798,DOWN,0
2000-08-14,58.6875,58.8125,63.8573,57.7125,62.698,DOWN,0
2000-08-15,57.9375,58.6875,63.8345,57.85,62.5805,DOWN,0
2000-08-16,57.8125,58.125,63.8188,58.025,62.473,UP,1
2000-08-17,58.375,58.375,63.806,58.3,62.3692,DOWN,0
2000-08-18,56.875,57.875,63.782,57.9375,62.2517,DOWN,0
2000-08-21,55.4375,56.9375,63.7535,57.2875,62.0967,UP,1
2000-08-22,55.5,55.5,63.717,56.8,61.9467,DOWN,0
2000-08-23,55.0625,55.5,63.6785,56.25,61.7855,UP,1
2000-08-24,55.375,55.0625,63.6476,55.65,61.5892,DOWN,0
2000-08-25,55.375,55.3125,63.6188,55.35,61.4042,DOWN,0
2000-08-28,55.25,55.375,63.5835,55.3125,61.1717,DOWN,0
2000-08-29,54.75,55.3125,63.5451,55.1625,60.9167,DOWN,0
2000-08-30,54.3125,53.5,63.5035,55.0125,60.6817,DOWN,0
2000-08-31,54.0625,53.5,63.4638,54.75,60.4367,DOWN,0
2000-09-01,52.875,53.6875,63.4182,54.25,60.1805,UP,1
2000-09-05,53.1875,53.0625,63.3682,53.8375,59.9155,DOWN,0
2000-09-06,51.875,53.0625,63.3188,53.2625,59.6205,DOWN,0
2000-09-07,49.8125,51.9375,63.2645,52.3625,59.223,DOWN,0
2000-09-08,48.5,49.8125,63.2061,51.25,58.8356,DOWN,0
2000-09-11,47.375,48.625,63.1442,50.15,58.4444,UP,1
2000-09-12,47.75,47.125,63.0848,49.0625,58.0569,DOWN,0
2000-09-13,47.375,47.625,63.0267,48.1625,57.6219,DOWN,0
2000-09-14,45.9375,47.3125,62.9595,47.3875,57.1731,DOWN,0
2000-09-15,44.8125,46.375,62.8895,46.65,56.7306,DOWN,0
2000-09-18,43.6875,44.5625,62.8114,45.9125,56.3044,DOWN,0
2000-09-19,43.375,43.5625,62.7307,45.0375,55.8831,UP,1
2000-09-20,44.0,42.25,62.6561,44.3625,55.4631,UP,1
2000-09-21,44.3125,44.1875,62.5839,44.0375,55.0506,UP,1
2000-09-22,44.4375,44.3125,62.5123,43.9625,54.5869,UP,1
2000-09-25,44.5,44.5625,62.4379,44.125,54.1644,UP,1
2000-09-26,44.75,44.625,62.3532,44.4,53.7825,DOWN,0
2000-09-27,44.625,44.8125,62.2686,44.525,53.3987,UP,1
2000-09-28,46.0,44.0,62.1851,44.8625,53.0287,UP,1
2000-09-29,46.375,46.25,62.0979,45.25,52.665,UP,1
2000-10-02,46.625,46.3125,62.0064,45.675,52.2912,UP,1
2000-10-03,47.1875,46.8125,61.9029,46.1625,51.9425,DOWN,0
2000-10-04,47.125,48.0,61.7995,46.6625,51.6462,DOWN,0
2000-10-05,45.875,47.0625,61.6892,46.6375,51.5025,UP,1
2000-10-06,46.6875,46.0,61.5789,46.7,51.3575,UP,1
2000-10-09,48.75,47.1875,61.4807,47.125,51.2187,DOWN,0
2000-10-10,46.9375,48.75,61.3692,47.075,51.0725,DOWN,0
2000-10-11,46.25,46.6875,61.2501,46.9,50.9162,DOWN,0
2000-10-12,44.5625,46.5,61.1136,46.6375,50.6975,DOWN,0
2000-10-13,44.375,44.3125,60.9764,46.175,50.5087,UP,1
2000-10-16,45.6875,44.4375,60.8404,45.5625,50.3387,DOWN,0
2000-10-17,43.3125,46.25,60.7001,44.8375,50.0725,UP,1
2000-10-18,45.8125,43.5625,60.577,44.75,49.8437,UP,1
2000-10-19,46.875,46.0625,60.4476,45.2125,49.6425,DOWN,0
2000-10-20,45.0625,46.75,60.2964,45.35,49.4037,DOWN,0
2000-10-23,43.8125,45.125,60.1376,44.975,49.1062,DOWN,0
2000-10-24,43.8125,43.6875,59.9667,45.075,48.8087,UP,1
2000-10-25,46.125,44.5,59.8095,45.1375,48.5725,UP,1
2000-10-26,47.375,46.1875,59.662,45.2375,48.3637,UP,1
2000-10-27,48.25,47.375,59.522,45.875,48.1612,UP,1
2000-10-30,50.625,48.5,59.3926,47.2375,48.0362,DOWN,0
2000-10-31,50.5,51.0,59.2704,48.575,47.9375,DOWN,0
2000-11-01,50.375,50.25,59.1789,49.425,47.835,UP,1
2000-11-02,50.5625,50.3125,59.0992,50.0625,47.745,UP,1
2000-11-03,50.6875,50.375,59.0051,50.55,47.6512,DOWN,0
2000-11-06,50.6875,50.625,58.922,50.5625,47.5575,UP,1
2000-11-07,50.875,50.6875,58.8351,50.6375,47.47,UP,1
2000-11-08,51.5,50.875,58.7482,50.8625,47.405,DOWN,0
2000-11-09,50.5625,51.625,58.6589,50.8625,47.33,DOWN,0
2000-11-10,50.0,50.5625,58.5764,50.725,47.2487,UP,1
2000-11-13,51.375,49.75,58.4945,50.8625,47.2187,UP,1
2000-11-14,52.375,51.75,58.4211,51.1625,47.2025,UP,1
2000-11-15,52.5,52.375,58.3504,51.3625,47.215,DOWN,0
2000-11-16,51.6875,52.0,58.2786,51.5875,47.2525,UP,1
2000-11-17,53.75,52.3125,58.2117,52.3375,47.3575,UP,1
2000-11-20,55.0,53.625,58.1576,53.0625,47.51,UP,1
2000-11-21,55.5,55.125,58.1064,53.6875,47.665,UP,1
2000-11-22,56.25,55.5,58.0645,54.4375,47.8425,UP,1
2000-11-24,57.1875,56.5,58.0254,55.5375,48.0675,DOWN,0
2000-11-27,56.625,57.0,57.9914,56.1125,48.3037,DOWN,0
2000-11-28,55.5625,56.375,57.9407,56.225,48.5412,DOWN,0
2000-11-29,55.0625,55.5625,57.8786,56.1375,48.775,DOWN,0
2000-11-30,55.0,55.5625,57.8251,55.8875,48.995,UP,1
2000-12-01,56.4375,54.9375,57.7726,55.7375,49.2375,DOWN,0
2000-12-04,56.4375,56.125,57.7386,55.7,49.4775,DOWN,0
2000-12-05,55.5,54.5,57.6926,55.6875,49.6975,UP,1
2000-12-06,55.5625,55.0,57.6479,55.7875,49.9137,DOWN,0
2000-12-07,53.1875,55.3125,57.6045,55.425,50.085,DOWN,0
2000-12-08,52.6875,52.9375,57.5642,54.675,50.2187,DOWN,0
2000-12-11,51.5,52.6875,57.522,53.6875,50.3212,UP,1
2000-12-12,52.0625,51.5,57.4789,53.0,50.43,DOWN,0
2000-12-13,51.5,52.0,57.4429,52.1875,50.5162,DOWN,0
2000-12-14,50.125,51.25,57.3929,51.575,50.5762,DOWN,0
2000-12-15,49.5625,49.5,57.3239,50.95,50.65,DOWN,0
2000-12-18,49.375,49.5,57.2786,50.525,50.7037,UP,1
2000-12-19,50.1875,49.4375,57.2529,50.15,50.7325,DOWN,0
2000-12-20,49.4375,49.9375,57.2132,49.7375,50.7825,UP,1
2000-12-21,50.875,49.3125,57.1692,49.8875,50.875,UP,1
2000-12-22,51.0,50.6875,57.1217,50.175,51.0037,UP,1
2000-12-26,52.6875,50.75,57.0904,50.8375,51.17,UP,1
2000-12-27,53.5,52.9375,57.0676,51.5,51.3262,UP,1
2000-12-28,54.5625,53.5,57.0264,52.525,51.5512,UP,1
2000-12-29,54.875,54.8125,56.9623,53.325,51.7325,DOWN,0
2001-01-02,54.375,54.625,56.9176,54.0,51.8825,UP,1
2001-01-03,56.25,54.125,56.8789,54.7125,52.1062,DOWN,0
2001-01-04,56.0625,55.875,56.8392,55.225,52.3512,DOWN,0
2001-01-05,52.5,52.625,56.7911,54.8125,52.525,UP,1
2001-01-08,54.75,52.75,56.742,54.7875,52.6975,DOWN,0
2001-01-09,53.0,54.75,56.7039,54.5125,52.81,UP,1
2001-01-10,54.0,52.75,56.6817,54.0625,52.925,DOWN,0
2001-01-11,52.5625,53.875,56.6573,53.3625,52.9637,UP,1
2001-01-12,53.6875,52.5,56.6311,53.6,53.0275,UP,1
2001-01-16,54.375,52.6875,56.5982,53.525,53.1075,DOWN,0
2001-01-17,53.25,55.0,56.5592,53.575,53.1612,DOWN,0
2001-01-18,51.375,51.3125,56.5189,53.05,53.175,DOWN,0
2001-01-19,50.5,51.1875,56.4745,52.6375,53.1712,UP,1
2001-01-22,50.875,50.5625,56.437,52.075,53.1712,UP,1
2001-01-23,51.25,50.875,56.4026,51.45,53.1662,DOWN,0
2001-01-24,50.875,51.375,56.3682,50.975,53.1725,UP,1
2001-01-25,51.625,50.875,56.3276,51.025,53.205,DOWN,0
2001-01-26,51.0,51.75,56.2639,51.125,53.1975,UP,1
2001-01-29,52.01,51.01,56.193,51.352,53.1902,UP,1
2001-01-30,53.07,52.2,56.1215,51.716,53.2016,UP,1
2001-01-31,54.22,52.9,56.0866,52.385,53.2523,DOWN,0
2001-02-01,53.91,54.32,56.0443,52.842,53.2554,DOWN,0
2001-02-02,53.61,53.91,56.0023,53.364,53.2277,DOWN,0
2001-02-05,53.36,53.61,55.966,53.634,53.1849,UP,1
2001-02-06,53.71,53.51,55.9214,53.762,53.1341,DOWN,0
2001-02-07,53.57,53.96,55.8877,53.632,53.0617,UP,1
2001-02-08,53.68,53.57,55.8389,53.586,53.0028,DOWN,0
2001-02-09,52.65,53.6,55.7788,53.394,52.9446,UP,1
2001-02-12,53.27,52.5,55.7192,53.376,52.9087,UP,1
2001-02-13,54.64,53.27,55.6642,53.562,52.9015,DOWN,0
2001-02-14,53.48,54.64,55.6032,53.544,52.8424,UP,1
2001-02-15,55.2,53.47,55.5505,53.848,52.8176,DOWN,0
2001-02-16,53.86,54.5,55.4913,54.09,52.7848,UP,1
2001-02-20,54.09,54.11,55.4271,54.254,52.7554,DOWN,0
2001-02-21,53.58,54.09,55.3587,54.042,52.7632,DOWN,0
2001-02-22,52.3,53.35,55.2893,53.806,52.7555,DOWN,0
2001-02-23,52.1,52.0,55.2217,53.186,52.7675,UP,1
2001-02-26,53.93,52.6,55.1607,53.2,52.8048,DOWN,0
2001-02-27,53.5,53.93,55.0913,53.082,52.8448,DOWN,0
2001-02-28,53.0,53.5,55.0291,52.966,52.9023,DOWN,0
2001-03-01,52.91,53.4,54.9612,53.088,52.9693,UP,1
2001-03-02,53.95,52.5,54.8978,53.458,53.0607,UP,1
2001-03-05,54.0,53.9,54.8353,53.472,53.137,DOWN,0
2001-03-06,53.98,54.0,54.7805,53.568,53.2278,UP,1
2001-03-07,54.35,53.98,54.7326,53.838,53.2973,UP,1
2001-03-08,55.0,54.45,54.6929,54.256,53.3773,UP,1
2001-03-09,55.5,55.0,54.6576,54.566,53.4336,DOWN,0
2001-03-12,55.15,55.25,54.6099,54.796,53.4666,DOWN,0
2001-03-13,53.28,55.05,54.5685,54.656,53.4409,DOWN,0
2001-03-14,52.11,52.5,54.5156,54.208,53.3857,UP,1
2001-03-15,52.62,53.25,54.4603,53.732,53.3505,DOWN,0
2001-03-16,52.49,52.6,54.4165,53.13,53.2753,UP,1
2001-03-19,53.03,52.49,54.3675,52.706,53.2147,DOWN,0
2001-03-20,52.89,53.4,54.3136,52.628,53.2225,DOWN,0
2001-03-21,52.5,52.64,54.257,52.706,53.1775,DOWN,0
2001-03-22,51.32,52.35,54.1977,52.446,53.1439,UP,1
2001-03-23,52.01,51.32,54.1399,52.35,53.1041,DOWN,0
2001-03-26,51.69,52.01,54.0846,52.082,53.0867,UP,1
2001-03-27,51.99,51.69,54.0286,51.902,53.0527,DOWN,0
2001-03-28,51.99,51.74,53.9736,51.8,53.005,DOWN,0
2001-03-29,51.95,52.0,53.9177,51.926,52.979,UP,1
2001-03-30,52.02,52.05,53.8518,51.928,52.9919,DOWN,0
2001-04-02,51.56,52.27,53.7865,51.902,53.0131,DOWN,0
2001-04-03,50.39,51.9,53.7041,51.582,53.0034,UP,1
2001-04-04,51.85,50.39,53.6258,51.554,53.0154,UP,1
2001-04-05,53.0,51.85,53.5605,51.764,53.0579,DOWN,0
2001-04-06,51.65,53.05,53.4872,51.69,53.0584,UP,1
2001-04-09,52.96,52.2,53.4236,51.97,53.0976,UP,1
2001-04-10,55.02,54.0,53.3665,52.896,53.1578,DOWN,0
2001-04-11,54.0,54.77,53.3034,53.326,53.1764,UP,1
2001-04-12,54.57,54.3,53.2278,53.64,53.1834,DOWN,0
2001-04-16,53.84,54.82,53.1576,54.078,53.182,UP,1
2001-04-17,55.09,53.84,53.0984,54.504,53.2116,UP,1
2001-04-18,56.95,55.34,53.0475,54.89,53.2834,DOWN,0
2001-04-19,55.89,57.0,52.9814,55.268,53.327,DOWN,0
2001-04-20,55.0,55.99,52.9145,55.354,53.3556,UP,1
2001-04-23,55.15,54.75,52.8555,55.616,53.385,UP,1
2001-04-24,55.25,55.4,52.8068,55.648,53.437,DOWN,0
2001-04-25,54.5,54.7,52.7571,55.158,53.4616,UP,1
2001-04-26,57.25,54.49,52.7184,55.43,53.5138,DOWN,0
2001-04-27,56.15,57.5,52.6744,55.66,53.5672,DOWN,0
2001-04-30,56.07,56.0,52.6166,55.844,53.5846,DOWN,0
2001-05-01,55.96,56.08,52.5683,55.986,53.6266,UP,1
2001-05-02,57.1,56.13,52.5346,56.506,53.6868,DOWN,0
2001-05-03,55.96,57.05,52.4953,56.248,53.7344,UP,1
2001-05-04,57.09,55.71,52.4583,56.436,53.8302,DOWN,0
2001-05-07,55.73,56.9,52.4141,56.368,53.9028,UP,1
2001-05-08,56.6,55.9,52.3706,56.496,53.9562,DOWN,0
2001-05-09,56.51,56.5,52.33,56.378,54.0164,UP,1
2001-05-10,56.99,56.9,52.3052,56.584,54.0962,DOWN,0
2001-05-11,55.55,56.99,52.3177,56.276,54.149,UP,1
2001-05-14,55.9,55.3,52.3275,56.31,54.188,UP,1
2001-05-15,56.31,56.47,52.3306,56.252,54.2342,UP,1
2001-05-16,58.94,55.8,52.3541,56.738,54.3334,UP,1
2001-05-17,59.84,58.95,52.3829,57.308,54.4432,DOWN,0
2001-05-18,59.25,59.7,52.4017,58.048,54.5282,UP,1
2001-05-21,60.24,59.0,52.4338,58.916,54.623,DOWN,0
2001-05-22,59.63,60.4,52.461,59.58,54.7126,DOWN,0
2001-05-23,58.89,59.63,52.4724,59.57,54.8248,DOWN,0
2001-05-24,58.06,58.45,52.4764,59.214,54.9438,DOWN,0
2001-05-25,57.75,58.1,52.4805,58.914,55.0464,DOWN,0
2001-05-29,57.0,57.9,52.4805,58.266,55.1366,UP,1
2001-05-30,57.2,56.25,52.473,57.78,55.22,UP,1
2001-05-31,58.48,57.21,52.472,57.698,55.3318,DOWN,0
2001-06-01,58.2,58.48,52.4733,57.726,55.4458,DOWN,0
2001-06-04,58.2,58.05,52.4753,57.816,55.5834,DOWN,0
2001-06-05,57.4,58.1,52.4704,57.896,55.6912,DOWN,0
2001-06-06,56.93,57.15,52.4707,57.842,55.796,DOWN,0
2001-06-07,56.76,56.4,52.4773,57.498,55.8914,UP,1
2001-06-08,56.8,56.51,52.4838,57.218,55.9876,DOWN,0
2001-06-11,56.25,57.05,52.4897,56.828,56.0736,DOWN,0
2001-06-12,55.56,56.1,52.4906,56.46,56.1444,UP,1
2001-06-13,55.99,55.75,52.4937,56.272,56.233,DOWN,0
2001-06-14,55.22,55.75,52.4936,55.964,56.3296,DOWN,0
2001-06-15,54.92,55.22,52.4944,55.588,56.391,DOWN,0
2001-06-18,54.1,54.7,52.4933,55.158,56.413,DOWN,0
2001-06-19,54.0,54.35,52.493,54.846,56.46,UP,1
2001-06-20,54.72,54.25,52.5023,54.592,56.4952,DOWN,0
2001-06-21,48.88,48.5,52.4807,53.324,56.3724,UP,1
2001-06-22,50.51,48.95,52.4739,52.442,56.3026,DOWN,0
2001-06-25,50.35,50.25,52.4766,51.692,56.2182,UP,1
2001-06-26,51.35,50.35,52.4908,51.162,56.1684,UP,1
2001-06-27,51.66,51.35,52.5123,50.55,56.0998,DOWN,0
2001-06-28,51.3,51.8,52.53,51.034,55.9868,DOWN,0
2001-06-29,51.05,51.05,52.5484,51.142,55.89,UP,1
2001-07-02,51.75,51.05,52.5774,51.422,55.825,DOWN,0
2001-07-03,51.23,51.74,52.6095,51.398,55.7466,UP,1
2001-07-05,51.3,51.2,52.6476,51.326,55.6676,DOWN,0
2001-07-06,49.8,51.22,52.6797,51.026,55.5736,UP,1
2001-07-09,50.31,49.81,52.7113,50.878,55.4348,DOWN,0
2001-07-10,50.09,50.39,52.7402,50.546,55.3136,UP,1
2001-07-11,50.52,50.2,52.7706,50.404,55.2026,DOWN,0
2001-07-12,50.4,50.32,52.8001,50.224,55.0914,UP,1
