ticker,AVY US Equity,AVY US Equity,AVY US Equity,AVY US Equity,AVY US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-06-14,60.1,60.4,57.6245,60.21,61.5744,UP,1
2004-06-15,60.21,60.3,57.6558,60.244,61.5178,UP,1
2004-06-16,60.4,60.35,57.684,60.19,61.4614,UP,1
2004-06-17,60.88,60.38,57.7146,60.32,61.4084,UP,1
2004-06-18,61.1,60.5,57.7411,60.538,61.3706,UP,1
2004-06-21,61.9,61.0,57.7738,60.898,61.3598,UP,1
2004-06-22,62.6,62.1,57.8102,61.376,61.3794,UP,1
2004-06-23,63.26,62.6,57.8524,61.948,61.4014,DOWN,0
2004-06-24,62.81,63.15,57.8907,62.334,61.42,UP,1
2004-06-25,63.52,62.74,57.9344,62.818,61.4362,UP,1
2004-06-28,64.4,63.52,57.9886,63.318,61.4692,DOWN,0
2004-06-29,64.29,64.4,58.0426,63.656,61.487,DOWN,0
2004-06-30,64.01,64.24,58.0972,63.806,61.5002,DOWN,0
2004-07-01,63.99,64.02,58.1478,64.042,61.5408,DOWN,0
2004-07-02,63.54,64.07,58.189,64.046,61.5616,DOWN,0
2004-07-06,62.52,63.36,58.2272,63.67,61.5242,UP,1
2004-07-07,62.86,62.77,58.2796,63.384,61.4826,DOWN,0
2004-07-08,61.78,62.79,58.3332,62.938,61.421,DOWN,0
2004-07-09,61.61,62.03,58.3919,62.462,61.3578,UP,1
2004-07-12,61.7,61.61,58.4504,62.094,61.3082,UP,1
2004-07-13,61.71,61.8,58.5108,61.932,61.274,DOWN,0
2004-07-14,61.2,61.52,58.5725,61.6,61.2134,UP,1
2004-07-15,61.54,61.3,58.633,61.552,61.1758,DOWN,0
2004-07-16,61.53,61.95,58.6892,61.536,61.1436,UP,1
2004-07-19,61.69,61.53,58.7451,61.534,61.1194,DOWN,0
2004-07-20,61.06,61.0,58.789,61.404,61.0874,DOWN,0
2004-07-21,59.95,61.06,58.8267,61.154,61.0602,UP,1
2004-07-22,60.16,59.95,58.8648,60.878,61.0646,DOWN,0
2004-07-23,59.99,60.0,58.9025,60.57,61.0572,DOWN,0
2004-07-26,59.88,60.0,58.9368,60.208,61.048,UP,1
2004-07-27,61.05,59.95,58.9769,60.206,61.0652,DOWN,0
2004-07-28,60.76,61.01,59.0117,60.368,61.0802,UP,1
2004-07-29,60.82,60.79,59.0519,60.5,61.1014,DOWN,0
2004-07-30,60.57,60.75,59.0907,60.616,61.1074,UP,1
2004-08-02,60.7,60.45,59.1305,60.78,61.1212,DOWN,0
2004-08-03,60.23,60.51,59.1638,60.616,61.145,UP,1
2004-08-04,60.77,60.2,59.2037,60.618,61.163,DOWN,0
2004-08-05,59.64,60.72,59.2407,60.382,61.1552,DOWN,0
2004-08-06,58.81,59.65,59.2723,60.03,61.1166,DOWN,0
2004-08-09,58.56,58.68,59.3137,59.602,61.0836,UP,1
2004-08-10,59.08,58.57,59.3571,59.372,61.0732,UP,1
2004-08-11,59.42,59.08,59.4012,59.102,61.0808,DOWN,0
2004-08-12,59.27,59.2,59.4435,59.028,61.0936,UP,1
2004-08-13,59.37,59.27,59.4853,59.14,61.102,UP,1
2004-08-16,60.6,59.37,59.5332,59.548,61.1282,DOWN,0
2004-08-17,60.54,60.61,59.5784,59.84,61.1466,UP,1
2004-08-18,60.59,60.51,59.621,60.074,61.1576,DOWN,0
2004-08-19,60.23,60.5,59.6592,60.266,61.1488,UP,1
2004-08-20,60.4,60.25,59.6992,60.472,61.1522,DOWN,0
2004-08-23,60.24,60.5,59.7397,60.4,61.1568,UP,1
2004-08-24,60.74,60.22,59.783,60.44,61.1696,UP,1
2004-08-25,61.49,60.82,59.8289,60.62,61.1952,UP,1
2004-08-26,62.22,61.49,59.882,61.018,61.2316,UP,1
2004-08-27,62.27,62.28,59.9384,61.392,61.2594,DOWN,0
2004-08-30,61.88,61.89,59.9948,61.72,61.275,UP,1
2004-08-31,62.15,61.95,60.0513,62.002,61.28,UP,1
2004-09-01,62.18,62.0,60.1069,62.14,61.2716,UP,1
2004-09-02,62.73,62.05,60.1644,62.242,61.261,UP,1
2004-09-03,62.88,62.73,60.2164,62.364,61.2624,UP,1
2004-09-07,63.57,63.08,60.2722,62.702,61.2634,DOWN,0
2004-09-08,62.5,63.42,60.3192,62.772,61.2254,DOWN,0
2004-09-09,62.01,62.51,60.3677,62.738,61.1798,UP,1
2004-09-10,62.18,62.09,60.4189,62.628,61.1432,UP,1
2004-09-13,62.63,62.18,60.4658,62.578,61.116,UP,1
2004-09-14,62.9,62.8,60.5062,62.444,61.1032,DOWN,0
2004-09-15,62.88,62.9,60.5454,62.52,61.1104,UP,1
2004-09-16,63.37,62.95,60.5868,62.792,61.1206,UP,1
2004-09-17,63.71,63.49,60.6289,63.098,61.1592,DOWN,0
2004-09-20,63.65,63.71,60.6709,63.302,61.2,DOWN,0
2004-09-21,63.55,63.65,60.7125,63.432,61.237,UP,1
2004-09-22,63.87,63.56,60.7523,63.63,61.2802,DOWN,0
2004-09-23,63.18,63.87,60.7924,63.592,61.3198,UP,1
2004-09-24,63.25,63.1,60.8306,63.5,61.354,DOWN,0
2004-09-27,62.66,63.25,60.8662,63.302,61.3766,UP,1
2004-09-28,63.83,62.9,60.9083,63.358,61.4194,UP,1
2004-09-29,64.71,63.9,60.9508,63.526,61.4924,UP,1
2004-09-30,65.78,65.2,60.9984,64.046,61.609,DOWN,0
2004-10-01,64.92,65.93,61.043,64.38,61.7042,UP,1
2004-10-04,65.0,66.6,61.0901,64.848,61.8044,DOWN,0
2004-10-05,64.5,65.0,61.1391,64.982,61.8968,DOWN,0
2004-10-06,64.41,64.65,61.1846,64.922,61.964,DOWN,0
2004-10-07,63.76,64.2,61.2304,64.518,62.024,DOWN,0
2004-10-08,63.05,63.7,61.2741,64.144,62.0686,DOWN,0
2004-10-11,63.02,63.1,61.315,63.748,62.1176,DOWN,0
2004-10-12,62.76,62.92,61.3559,63.4,62.1588,DOWN,0
2004-10-13,62.14,63.06,61.3931,62.946,62.197,UP,1
2004-10-14,62.27,62.14,61.427,62.648,62.227,UP,1
2004-10-15,63.14,62.52,61.4649,62.666,62.297,DOWN,0
2004-10-18,62.72,63.14,61.4984,62.606,62.3752,DOWN,0
2004-10-19,60.75,61.5,61.5226,62.204,62.419,DOWN,0
2004-10-20,59.25,60.65,61.5291,61.626,62.4224,UP,1
2004-10-21,59.48,59.33,61.5374,61.068,62.4236,UP,1
2004-10-22,59.71,59.58,61.5449,60.382,62.4324,DOWN,0
2004-10-25,59.23,59.31,61.5521,59.684,62.4296,UP,1
2004-10-26,59.82,59.23,61.5672,59.498,62.414,UP,1
2004-10-27,60.76,59.8,61.587,59.8,62.4184,DOWN,0
2004-10-28,60.3,60.5,61.606,59.964,62.4126,UP,1
2004-10-29,60.84,60.4,61.6222,60.19,62.4248,DOWN,0
2004-11-01,60.18,60.89,61.6331,60.38,62.4204,DOWN,0
2004-11-02,59.61,60.02,61.6397,60.338,62.4078,UP,1
2004-11-03,60.81,60.0,61.6552,60.348,62.4092,UP,1
2004-11-04,61.89,60.9,61.6735,60.666,62.4172,DOWN,0
2004-11-05,54.9,58.0,61.6605,59.478,62.2708,UP,1
2004-11-08,55.18,53.5,61.6518,58.478,62.129,UP,1
2004-11-09,56.0,55.05,61.6466,57.756,62.0114,UP,1
2004-11-10,56.5,55.75,61.6232,56.894,61.8984,UP,1
2004-11-11,57.0,56.6,61.6124,55.916,61.7948,DOWN,0
2004-11-12,56.63,57.0,61.5956,56.262,61.6728,UP,1
2004-11-15,57.09,56.75,61.5702,56.644,61.557,UP,1
2004-11-16,57.57,57.09,61.5526,56.958,61.437,DOWN,0
2004-11-17,57.53,57.55,61.5285,57.164,61.3376,UP,1
2004-11-18,57.55,57.65,61.5034,57.274,61.2484,DOWN,0
2004-11-19,57.14,57.56,61.4736,57.376,61.1476,UP,1
2004-11-22,57.83,57.1,61.4519,57.524,61.0516,UP,1
2004-11-23,58.07,57.8,61.4331,57.624,60.955,UP,1
2004-11-24,58.52,58.1,61.4164,57.822,60.8678,DOWN,0
2004-11-26,58.51,58.7,61.4027,58.014,60.7706,DOWN,0
2004-11-29,58.48,58.58,61.3911,58.282,60.666,UP,1
2004-11-30,58.66,58.23,61.3813,58.448,60.5662,UP,1
2004-12-01,59.5,58.97,61.3748,58.734,60.4852,DOWN,0
2004-12-02,59.05,59.5,61.3648,58.84,60.3888,UP,1
2004-12-03,60.45,59.15,61.3596,59.228,60.3342,UP,1
2004-12-06,60.62,60.25,61.3545,59.656,60.2816,DOWN,0
2004-12-07,60.01,60.62,61.3447,59.926,60.2286,UP,1
2004-12-08,60.12,60.01,61.3345,60.05,60.1544,UP,1
2004-12-09,61.14,60.0,61.3294,60.468,60.083,DOWN,0
2004-12-10,61.01,62.85,61.3189,60.58,59.9876,UP,1
2004-12-13,61.92,61.49,61.3117,60.84,59.9276,DOWN,0
2004-12-14,61.38,61.82,61.2994,61.114,59.8552,UP,1
2004-12-15,62.2,61.38,61.2879,61.53,59.8092,DOWN,0
2004-12-16,61.23,62.21,61.2762,61.548,59.7456,DOWN,0
2004-12-17,60.95,61.0,61.2634,61.536,59.6894,DOWN,0
2004-12-20,60.18,61.05,61.2468,61.188,59.632,UP,1
2004-12-21,60.35,60.19,61.235,60.982,59.5786,UP,1
2004-12-22,60.62,60.85,61.2306,60.666,59.5358,DOWN,0
2004-12-23,60.34,60.5,61.2273,60.488,59.4998,DOWN,0
2004-12-27,60.26,60.5,61.2249,60.35,59.4596,UP,1
2004-12-28,60.35,60.18,61.2201,60.384,59.4038,DOWN,0
2004-12-29,60.2,60.34,61.2174,60.354,59.3534,UP,1
2004-12-30,60.72,60.1,61.2175,60.374,59.3528,DOWN,0
2004-12-31,59.97,60.35,61.2129,60.3,59.3672,DOWN,0
2005-01-03,59.17,59.72,61.1977,60.082,59.361,DOWN,0
2005-01-04,58.35,59.11,61.1794,59.682,59.3338,DOWN,0
2005-01-05,57.63,58.35,61.161,59.168,59.3018,UP,1
2005-01-06,58.32,57.73,61.1457,58.688,59.2718,UP,1
2005-01-07,58.79,58.22,61.1341,58.452,59.2324,DOWN,0
2005-01-10,57.99,58.55,61.1153,58.216,59.1862,DOWN,0
2005-01-11,57.5,57.99,61.0959,58.046,59.1194,UP,1
2005-01-12,57.74,57.5,61.0753,58.068,59.0706,DOWN,0
2005-01-13,57.37,57.7,61.0518,57.878,59.0258,DOWN,0
2005-01-14,57.04,57.26,61.0259,57.528,58.9504,DOWN,0
2005-01-18,56.9,57.06,60.9952,57.31,58.8506,DOWN,0
2005-01-19,56.71,57.06,60.9627,57.152,58.8868,UP,1
2005-01-20,57.42,56.65,60.9321,57.088,58.9316,UP,1
2005-01-21,57.69,57.5,60.9056,57.152,58.9654,DOWN,0
2005-01-24,56.1,57.1,60.8739,56.964,58.9574,UP,1
2005-01-25,61.02,59.5,60.8709,57.788,59.0378,DOWN,0
2005-01-26,59.97,60.85,60.86,58.44,59.1046,DOWN,0
2005-01-27,59.81,59.97,60.8496,58.918,59.159,DOWN,0
2005-01-28,59.76,59.85,60.8349,59.332,59.2028,UP,1
2005-01-31,60.09,60.0,60.8216,60.13,59.254,DOWN,0
2005-02-01,59.89,59.95,60.804,59.904,59.3008,UP,1
2005-02-02,60.3,59.97,60.7888,59.97,59.364,DOWN,0
2005-02-03,59.6,60.25,60.777,59.928,59.3994,UP,1
2005-02-04,60.57,59.38,60.7673,60.09,59.4494,DOWN,0
2005-02-07,60.51,60.32,60.7479,60.174,59.4892,DOWN,0
2005-02-08,60.36,60.5,60.725,60.268,59.5262,DOWN,0
2005-02-09,59.73,60.46,60.6994,60.154,59.5512,UP,1
2005-02-10,59.85,59.83,60.6748,60.204,59.575,UP,1
2005-02-11,60.53,59.87,60.6565,60.196,59.5956,DOWN,0
2005-02-14,60.36,60.48,60.6412,60.166,59.6218,UP,1
2005-02-15,61.01,60.35,60.6251,60.296,59.633,DOWN,0
2005-02-16,60.53,60.85,60.6107,60.456,59.6312,DOWN,0
2005-02-17,59.91,60.51,60.5945,60.468,59.6292,DOWN,0
2005-02-18,59.67,59.7,60.5784,60.296,59.6202,DOWN,0
2005-02-22,58.64,59.67,60.5583,59.952,59.5702,UP,1
2005-02-23,59.15,58.89,60.5475,59.58,59.533,UP,1
2005-02-24,60.53,59.4,60.5504,59.58,59.5052,DOWN,0
2005-02-25,60.49,60.29,60.5511,59.696,59.4874,UP,1
2005-02-28,60.7,60.08,60.5529,59.902,59.4574,DOWN,0
2005-03-01,60.2,60.77,60.5529,60.214,59.4368,DOWN,0
2005-03-02,59.58,60.1,60.5508,60.3,59.4094,UP,1
2005-03-03,59.63,59.65,60.5501,60.12,59.3984,UP,1
2005-03-04,60.61,60.05,60.5518,60.144,59.4036,DOWN,0
2005-03-07,60.12,60.46,60.5524,60.028,59.3936,DOWN,0
2005-03-08,59.33,59.8,60.5538,59.854,59.3734,DOWN,0
2005-03-09,59.25,59.41,60.5507,59.788,59.3532,UP,1
2005-03-10,61.83,60.95,60.5597,60.228,59.3828,UP,1
2005-03-11,62.53,62.0,60.5687,60.612,59.4294,DOWN,0
2005-03-14,62.16,62.68,60.5784,61.02,59.4582,DOWN,0
2005-03-15,61.43,62.31,60.5876,61.44,59.4874,DOWN,0
2005-03-16,60.45,61.4,60.5946,61.68,59.513,UP,1
2005-03-17,61.12,60.55,60.6071,61.538,59.5684,UP,1
2005-03-18,62.25,61.25,60.6236,61.482,59.6608,DOWN,0
2005-03-21,61.8,61.85,60.6361,61.41,59.7304,DOWN,0
2005-03-22,61.14,61.95,60.6437,61.352,59.7774,DOWN,0
2005-03-23,60.75,61.16,60.6473,61.412,59.8326,DOWN,0
2005-03-24,60.48,61.05,60.6463,61.284,59.8922,UP,1
2005-03-28,61.3,60.83,60.6517,61.094,59.9634,DOWN,0
2005-03-29,60.62,60.9,60.6547,60.858,60.0284,UP,1
2005-03-30,61.04,60.7,60.6594,60.838,60.1084,UP,1
2005-03-31,61.93,61.19,60.668,61.074,60.209,DOWN,0
2005-04-01,61.91,62.03,60.6756,61.36,60.313,DOWN,0
2005-04-04,61.48,61.9,60.6786,61.396,60.3942,DOWN,0
2005-04-05,61.21,61.49,60.6791,61.514,60.4646,UP,1
2005-04-06,61.44,61.22,60.6768,61.594,60.5714,UP,1
2005-04-07,61.47,61.3,60.6712,61.502,60.5804,DOWN,0
2005-04-08,61.17,61.45,60.6607,61.354,60.6044,UP,1
2005-04-11,61.23,61.84,60.6528,61.304,60.6328,UP,1
2005-04-12,61.36,61.3,60.642,61.334,60.6648,DOWN,0
2005-04-13,60.11,61.05,60.6206,61.068,60.6652,DOWN,0
2005-04-14,59.88,60.11,60.5985,60.75,60.665,DOWN,0
2005-04-15,53.01,53.0,60.5435,59.118,60.5192,UP,1
2005-04-18,53.54,53.01,60.4913,57.58,60.398,UP,1
2005-04-19,53.6,53.58,60.4416,56.028,60.2586,DOWN,0
2005-04-20,52.85,53.65,60.3932,54.576,60.1054,UP,1
2005-04-21,52.88,53.1,60.3433,53.176,59.9558,DOWN,0
2005-04-22,52.12,52.1,60.295,52.998,59.8036,UP,1
2005-04-25,52.47,52.07,60.2493,52.784,59.656,DOWN,0
2005-04-26,51.61,50.4,60.1988,52.386,59.4776,UP,1
2005-04-27,51.95,51.61,60.1501,52.206,59.3094,DOWN,0
2005-04-28,51.35,52.2,60.1008,51.9,59.1162,UP,1
2005-04-29,52.35,51.48,60.0549,51.946,58.9526,UP,1
2005-05-02,52.49,52.25,60.0096,51.95,58.8042,UP,1
2005-05-03,52.81,52.2,59.9652,52.19,58.667,UP,1
2005-05-04,53.3,53.0,59.9264,52.46,58.5602,DOWN,0
2005-05-05,52.84,53.2,59.8909,52.758,58.434,UP,1
2005-05-06,53.0,53.09,59.8551,52.888,58.2834,UP,1
2005-05-09,53.51,53.25,59.8227,53.092,58.1438,UP,1
2005-05-10,53.55,53.5,59.791,53.24,58.0008,DOWN,0
2005-05-11,53.19,53.7,59.7517,53.218,57.8606,DOWN,0
2005-05-12,52.04,53.48,59.7082,53.058,57.7098,DOWN,0
2005-05-13,51.9,52.2,59.6635,52.838,57.5552,UP,1
2005-05-16,52.73,52.05,59.6243,52.682,57.3976,DOWN,0
2005-05-17,52.44,52.1,59.583,52.46,57.244,UP,1
2005-05-18,54.12,52.54,59.5525,52.646,57.1398,DOWN,0
2005-05-19,54.11,54.3,59.5192,53.06,57.037,DOWN,0
2005-05-20,54.11,54.37,59.4916,53.502,56.8826,DOWN,0
2005-05-23,54.04,54.11,59.4677,53.764,56.7128,UP,1
2005-05-24,54.12,54.08,59.4455,54.1,56.552,DOWN,0
2005-05-25,53.15,54.18,59.4159,53.906,56.3864,UP,1
2005-05-26,53.5,53.28,59.3863,53.784,56.2474,DOWN,0
2005-05-27,53.17,53.38,59.3558,53.596,56.0884,DOWN,0
2005-05-31,52.45,53.17,59.3212,53.278,55.8924,UP,1
2005-06-01,53.02,52.66,59.2833,53.058,55.7168,UP,1
2005-06-02,53.1,52.92,59.2461,53.048,55.556,DOWN,0
2005-06-03,52.85,53.2,59.2074,52.918,55.398,DOWN,0
2005-06-06,52.84,52.82,59.1704,52.852,55.2452,UP,1
2005-06-07,53.75,52.84,59.1372,53.112,55.0942,UP,1
2005-06-08,54.0,53.8,59.106,53.308,54.9618,DOWN,0
2005-06-09,53.77,54.06,59.0711,53.442,54.8164,DOWN,0
2005-06-10,53.62,53.78,59.0318,53.596,54.6502,DOWN,0
2005-06-13,53.35,53.75,58.9874,53.698,54.479,UP,1
2005-06-14,53.56,53.35,58.9439,53.66,54.3206,UP,1
2005-06-15,53.73,53.66,58.9031,53.606,54.171,UP,1
2005-06-16,54.46,53.78,58.8647,53.744,54.0314,UP,1
2005-06-17,54.87,55.05,58.8281,53.994,53.8994,UP,1
2005-06-20,55.18,54.62,58.7904,54.36,53.7796,DOWN,0
2005-06-21,54.5,55.12,58.7485,54.548,53.645,DOWN,0
2005-06-22,53.96,54.9,58.7004,54.594,53.497,DOWN,0
2005-06-23,52.7,53.9,58.6514,54.242,53.3488,UP,1
2005-06-24,53.08,52.55,58.6068,53.884,53.2128,DOWN,0
2005-06-27,52.8,53.02,58.5599,53.408,53.2086,UP,1
2005-06-28,53.47,53.15,58.5141,53.202,53.2072,UP,1
2005-06-29,53.6,53.7,58.4676,53.13,53.2072,DOWN,0
2005-06-30,52.96,53.5,58.418,53.182,53.2094,DOWN,0
2005-07-01,52.78,53.15,58.365,53.122,53.2074,UP,1
2005-07-05,52.93,52.45,58.3111,53.148,53.2236,DOWN,0
2005-07-06,52.8,52.94,58.2569,53.014,53.2302,UP,1
2005-07-07,53.19,52.41,58.2051,52.932,53.2618,UP,1
2005-07-08,54.0,53.19,58.1557,53.14,53.3028,UP,1
2005-07-11,54.53,54.25,58.1125,53.49,53.3664,DOWN,0
2005-07-12,54.28,54.5,58.0676,53.76,53.405,DOWN,0
2005-07-13,53.93,54.53,58.024,53.986,53.4338,UP,1
2005-07-14,54.0,54.45,57.9748,54.148,53.4576,DOWN,0
2005-07-15,53.7,54.1,57.9198,54.088,53.4656,DOWN,0
2005-07-18,53.6,53.76,57.8589,53.902,53.4808,UP,1
2005-07-19,53.79,53.76,57.8032,53.804,53.4966,UP,1
2005-07-20,54.57,53.75,57.7511,53.932,53.5178,DOWN,0
2005-07-21,54.0,54.58,57.6986,53.932,53.5268,UP,1
2005-07-22,54.14,54.1,57.6472,54.02,53.5458,UP,1
2005-07-25,54.3,54.12,57.5999,54.16,53.591,UP,1
2005-07-26,56.78,56.75,57.5686,54.758,53.6886,DOWN,0
2005-07-27,56.1,56.69,57.534,55.064,53.756,UP,1
2005-07-28,56.92,55.7,57.5048,55.648,53.8456,DOWN,0
2005-07-29,56.67,56.75,57.4774,56.154,53.8966,DOWN,0
2005-08-01,56.58,56.87,57.449,56.61,53.946,UP,1
2005-08-02,56.73,56.78,57.4169,56.6,53.9984,DOWN,0
2005-08-03,56.44,56.7,57.3855,56.668,54.0464,DOWN,0
2005-08-04,56.05,56.27,57.362,56.494,54.085,DOWN,0
2005-08-05,55.39,55.55,57.3427,56.238,54.1298,UP,1
2005-08-08,55.52,55.55,57.3229,56.026,54.1702,UP,1
2005-08-09,56.03,55.72,57.3045,55.886,54.2274,DOWN,0
2005-08-10,55.85,56.25,57.2876,55.768,54.2954,UP,1
2005-08-11,56.0,55.97,57.2685,55.758,54.355,DOWN,0
2005-08-12,55.42,55.75,57.2418,55.764,54.4014,UP,1
2005-08-15,55.85,55.5,57.2196,55.83,54.4614,DOWN,0
2005-08-16,54.8,55.9,57.1894,55.584,54.5006,DOWN,0
2005-08-17,54.66,54.91,57.1618,55.346,54.5188,DOWN,0
2005-08-18,54.04,54.55,57.1339,54.954,54.5196,UP,1
2005-08-19,54.3,54.29,57.1014,54.73,54.5302,DOWN,0
2005-08-22,54.21,54.29,57.063,54.402,54.542,DOWN,0
2005-08-23,53.9,54.21,57.058,54.222,54.553,UP,1
2005-08-24,54.0,53.9,57.0521,54.09,54.5618,UP,1
2005-08-25,54.18,54.1,57.043,54.118,54.5708,DOWN,0
2005-08-26,53.69,54.11,57.0289,53.996,54.5554,UP,1
2005-08-29,53.94,53.44,57.0136,53.942,54.5368,DOWN,0
2005-08-30,53.77,53.74,56.9993,53.916,54.5086,DOWN,0
2005-08-31,53.44,53.52,56.9811,53.804,54.4874,DOWN,0
2005-09-01,53.33,53.44,56.9599,53.634,54.4748,DOWN,0
2005-09-02,52.76,53.2,56.936,53.448,54.476,UP,1
2005-09-06,53.13,52.75,56.9139,53.286,54.477,UP,1
2005-09-07,53.26,53.0,56.8945,53.184,54.4862,UP,1
2005-09-08,53.46,53.28,56.8727,53.188,54.486,UP,1
2005-09-09,53.74,53.71,56.851,53.27,54.4888,UP,1
2005-09-12,54.71,54.0,56.832,53.66,54.5238,DOWN,0
2005-09-13,54.39,54.75,56.8114,53.912,54.556,DOWN,0
2005-09-14,54.01,54.35,56.789,54.062,54.5776,DOWN,0
2005-09-15,54.0,54.4,56.7657,54.17,54.6016,UP,1
2005-09-16,54.5,54.5,56.7407,54.322,54.6278,DOWN,0
2005-09-19,54.1,54.51,56.716,54.2,54.6298,DOWN,0
2005-09-20,52.92,54.1,56.6783,53.906,54.5976,DOWN,0
2005-09-21,52.7,52.8,56.6387,53.644,54.566,UP,1
2005-09-22,52.8,52.7,56.6027,53.404,54.5434,UP,1
2005-09-23,52.97,52.9,56.5669,53.098,54.5228,DOWN,0
2005-09-26,51.98,52.9,56.5211,52.674,54.4884,UP,1
2005-09-27,51.99,52.15,56.476,52.488,54.4562,UP,1
2005-09-28,52.1,52.45,56.4269,52.368,54.4224,DOWN,0
2005-09-29,52.1,51.85,56.3805,52.228,54.373,UP,1
2005-09-30,52.39,52.15,56.3315,52.112,54.3408,DOWN,0
2005-10-03,51.84,52.55,56.2845,52.084,54.2948,DOWN,0
2005-10-04,51.63,51.98,56.2379,52.012,54.2414,DOWN,0
2005-10-05,50.3,51.33,56.1885,51.652,54.1118,UP,1
2005-10-06,50.9,50.4,56.1413,51.412,54.0078,UP,1
2005-10-07,51.07,50.9,56.0935,51.148,53.8908,DOWN,0
2005-10-10,50.94,51.04,56.0465,50.968,53.7762,DOWN,0
2005-10-11,50.75,50.92,55.999,50.792,53.6596,UP,1
2005-10-12,50.8,50.76,55.9512,50.892,53.541,UP,1
2005-10-13,50.95,50.55,55.905,50.902,53.4312,UP,1
2005-10-14,51.69,51.1,55.8598,51.026,53.344,UP,1
2005-10-17,52.11,51.65,55.8205,51.26,53.2784,UP,1
2005-10-18,52.14,52.12,55.7854,51.538,53.2108,UP,1
2005-10-19,52.52,51.75,55.7562,51.882,53.1406,DOWN,0
2005-10-20,52.08,52.3,55.7285,52.108,53.0652,DOWN,0
2005-10-21,51.68,52.4,55.6953,52.106,52.9788,UP,1
2005-10-24,52.36,51.64,55.6631,52.156,52.9176,UP,1
2005-10-25,55.36,54.0,55.65,52.8,52.9078,UP,1
2005-10-26,55.9,55.36,55.642,53.476,52.9298,DOWN,0
2005-10-27,55.75,55.93,55.632,54.21,52.9516,UP,1
2005-10-28,56.2,55.58,55.6262,55.114,52.9948,UP,1
2005-10-31,56.65,56.34,55.6242,55.972,53.0418,UP,1
2005-11-01,57.9,56.85,55.6292,56.48,53.1156,DOWN,0
2005-11-02,57.69,57.6,55.6341,56.838,53.1914,UP,1
2005-11-03,57.76,57.82,55.6358,57.24,53.2666,UP,1
2005-11-04,57.85,57.7,55.6366,57.57,53.34,DOWN,0
2005-11-07,57.78,58.0,55.645,57.796,53.4218,DOWN,0
2005-11-08,57.5,57.7,55.6274,57.716,53.493,UP,1
2005-11-09,57.51,57.45,55.6151,57.68,53.5678,UP,1
2005-11-10,58.08,57.67,55.6065,57.744,53.6606,DOWN,0
2005-11-11,58.05,58.08,55.5979,57.784,53.755,DOWN,0
2005-11-14,57.93,58.31,55.5871,57.814,53.8584,UP,1
2005-11-15,58.05,58.05,55.5779,57.924,53.9568,DOWN,0
2005-11-16,58.02,58.25,55.5665,58.026,54.052,UP,1
2005-11-17,58.28,58.22,55.5599,58.066,54.1484,UP,1
2005-11-18,58.48,58.65,55.5495,58.152,54.2432,UP,1
2005-11-21,59.04,58.54,55.5421,58.374,54.3298,UP,1
2005-11-22,59.07,59.05,55.5357,58.578,54.4234,UP,1
2005-11-23,59.31,59.1,55.5336,58.836,54.5294,UP,1
2005-11-25,59.44,59.4,55.5315,59.068,54.6382,DOWN,0
2005-11-28,58.71,59.43,55.5224,59.114,54.7224,UP,1
2005-11-29,59.24,59.1,55.5168,59.154,54.8252,DOWN,0
2005-11-30,58.79,59.34,55.5057,59.098,54.9426,UP,1
2005-12-01,59.42,58.99,55.5002,59.12,55.077,DOWN,0
2005-12-02,59.18,59.3,55.4965,59.068,55.2046,DOWN,0
2005-12-05,58.26,58.59,55.4895,58.978,55.3104,DOWN,0
2005-12-06,58.21,58.7,55.4873,58.772,55.435,DOWN,0
2005-12-07,57.25,58.29,55.4778,58.464,55.5402,DOWN,0
2005-12-08,56.92,57.4,55.4598,57.964,55.6366,UP,1
2005-12-09,57.08,57.06,55.4427,57.544,55.7362,DOWN,0
2005-12-12,57.06,57.16,55.4245,57.304,55.8296,DOWN,0
2005-12-13,56.78,56.95,55.4074,57.018,55.9284,UP,1
2005-12-14,56.89,56.72,55.394,56.946,56.0336,DOWN,0
2005-12-15,56.47,56.88,55.3782,56.856,56.157,DOWN,0
2005-12-16,55.87,56.6,55.3545,56.614,56.2564,DOWN,0
2005-12-19,55.51,55.84,55.3314,56.304,56.3452,UP,1
2005-12-20,55.56,55.65,55.3126,56.06,56.4376,UP,1
2005-12-21,56.08,55.65,55.2967,55.898,56.5442,UP,1
2005-12-22,56.25,56.12,55.2688,55.854,56.6532,UP,1
2005-12-23,56.44,56.4,55.2384,55.968,56.763,DOWN,0
2005-12-27,56.25,56.42,55.2088,56.116,56.8542,DOWN,0
2005-12-28,56.07,56.21,55.182,56.218,56.9334,UP,1
2005-12-29,56.12,56.33,55.1604,56.226,57.013,DOWN,0
2005-12-30,55.27,56.0,55.1311,56.03,57.068,UP,1
2006-01-03,56.33,56.22,55.1015,56.008,57.153,UP,1
2006-01-04,57.17,56.4,55.0784,56.192,57.2628,DOWN,0
2006-01-05,56.74,57.13,55.0564,56.326,57.3504,UP,1
2006-01-06,57.38,57.4,55.0395,56.578,57.3908,UP,1
2006-01-09,58.15,57.37,55.0279,57.154,57.4358,UP,1
2006-01-10,58.4,57.83,55.0134,57.568,57.4888,DOWN,0
2006-01-11,58.16,58.5,55.0011,57.766,57.528,DOWN,0
