ticker,LNC US Equity,LNC US Equity,LNC US Equity,LNC US Equity,LNC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-04-04,56.47,55.07,51.5305,54.924,54.9992,UP,1
2006-04-05,57.71,56.49,51.5852,55.53,55.1008,DOWN,0
2006-04-06,57.26,57.65,51.637,56.22,55.202,DOWN,0
2006-04-07,56.81,57.26,51.6837,56.664,55.2798,UP,1
2006-04-10,57.05,56.81,51.7341,57.06,55.362,DOWN,0
2006-04-11,55.77,56.55,51.7794,56.92,55.4054,UP,1
2006-04-12,56.16,56.07,51.8257,56.61,55.438,UP,1
2006-04-13,56.3,55.95,51.8696,56.418,55.4886,DOWN,0
2006-04-17,55.14,55.97,51.9089,56.084,55.528,UP,1
2006-04-18,56.4,55.17,51.9563,55.954,55.5988,UP,1
2006-04-19,57.18,56.5,52.0039,56.236,55.689,DOWN,0
2006-04-20,57.08,56.75,52.0467,56.42,55.7774,UP,1
2006-04-21,57.39,57.44,52.0907,56.638,55.8694,DOWN,0
2006-04-24,56.85,57.36,52.1385,56.98,55.9262,DOWN,0
2006-04-25,56.74,56.83,52.1849,57.048,55.9676,UP,1
2006-04-26,56.92,56.84,52.234,56.996,56.0188,UP,1
2006-04-27,57.51,56.72,52.2842,57.082,56.0452,UP,1
2006-04-28,58.08,57.78,52.3362,57.22,56.0922,DOWN,0
2006-05-01,57.29,58.18,52.3849,57.308,56.1162,UP,1
2006-05-02,57.69,57.29,52.436,57.498,56.1534,UP,1
2006-05-03,58.35,58.3,52.4893,57.784,56.185,DOWN,0
2006-05-04,58.03,58.02,52.5404,57.888,56.1954,UP,1
2006-05-05,58.79,58.25,52.5951,58.03,56.2222,UP,1
2006-05-08,59.06,59.17,52.6532,58.384,56.2518,DOWN,0
2006-05-09,58.32,59.11,52.7087,58.51,56.2616,UP,1
2006-05-10,58.6,58.05,52.7675,58.56,56.2982,DOWN,0
2006-05-11,57.47,58.58,52.8217,58.448,56.3188,DOWN,0
2006-05-12,57.24,57.57,52.87,58.138,56.3474,UP,1
2006-05-15,58.18,57.5,52.9203,57.962,56.3982,DOWN,0
2006-05-16,57.57,58.44,52.9666,57.812,56.4452,DOWN,0
2006-05-17,56.35,57.57,53.0066,57.362,56.4652,DOWN,0
2006-05-18,55.94,55.47,53.0373,57.056,56.489,UP,1
2006-05-19,56.45,56.19,53.0667,56.898,56.5352,UP,1
2006-05-22,56.59,56.37,53.1018,56.58,56.575,DOWN,0
2006-05-23,56.56,57.98,53.1427,56.378,56.6162,DOWN,0
2006-05-24,55.72,56.53,53.1772,56.252,56.624,UP,1
2006-05-25,56.1,56.02,53.2105,56.284,56.631,UP,1
2006-05-26,56.51,56.55,53.2448,56.296,56.6458,DOWN,0
2006-05-30,55.58,56.31,53.2709,56.094,56.6418,UP,1
2006-05-31,56.18,55.72,53.3011,56.018,56.6306,UP,1
2006-06-01,56.74,56.38,53.3319,56.222,56.6468,UP,1
2006-06-02,57.35,57.65,53.3672,56.472,56.6754,DOWN,0
2006-06-05,56.75,57.35,53.3994,56.52,56.6984,UP,1
2006-06-06,56.89,57.26,53.4328,56.782,56.727,DOWN,0
2006-06-07,56.68,57.07,53.4649,56.882,56.755,UP,1
2006-06-08,57.25,56.8,53.4993,56.984,56.824,DOWN,0
2006-06-09,57.04,57.15,53.5333,56.922,56.8712,DOWN,0
2006-06-12,56.2,57.31,53.5653,56.812,56.919,DOWN,0
2006-06-13,54.9,55.88,53.5891,56.414,56.9252,UP,1
2006-06-14,55.02,54.84,53.6148,56.082,56.9242,UP,1
2006-06-15,56.3,55.15,53.6467,55.892,56.9208,DOWN,0
2006-06-16,55.95,56.16,53.6793,55.674,56.8856,DOWN,0
2006-06-19,55.39,56.26,53.7083,55.512,56.8482,UP,1
2006-06-20,55.79,55.54,53.7379,55.69,56.8278,DOWN,0
2006-06-21,55.67,55.77,53.7673,55.82,56.8002,DOWN,0
2006-06-22,55.32,55.69,53.7915,55.624,56.7912,DOWN,0
2006-06-23,54.99,55.11,53.8118,55.432,56.7678,UP,1
2006-06-26,55.39,55.1,53.8348,55.432,56.7496,DOWN,0
2006-06-27,55.33,55.55,53.8548,55.34,56.7534,UP,1
2006-06-28,55.62,55.69,53.8757,55.33,56.7378,UP,1
2006-06-29,56.33,55.6,53.9009,55.532,56.7208,UP,1
2006-06-30,56.44,56.9,53.9256,55.822,56.708,UP,1
2006-07-03,56.63,56.9,53.9501,56.07,56.6928,DOWN,0
2006-07-05,56.05,56.64,53.9691,56.214,56.6768,DOWN,0
2006-07-06,55.96,55.63,53.9905,56.282,56.6612,DOWN,0
2006-07-07,55.78,56.08,54.0121,56.172,56.6384,UP,1
2006-07-10,56.28,56.1,54.0378,56.14,56.6138,DOWN,0
2006-07-11,56.05,56.42,54.0623,56.024,56.5732,DOWN,0
2006-07-12,55.61,56.18,54.0839,55.936,56.5396,DOWN,0
2006-07-13,54.85,55.58,54.101,55.714,56.4828,UP,1
2006-07-14,55.0,55.0,54.1213,55.558,56.4158,DOWN,0
2006-07-17,54.46,54.79,54.1378,55.194,56.3444,UP,1
2006-07-18,54.54,54.4,54.1499,54.892,56.2594,UP,1
2006-07-19,55.8,54.54,54.1688,54.93,56.1942,UP,1
2006-07-20,56.45,56.0,54.1911,55.25,56.1568,DOWN,0
2006-07-21,56.15,56.78,54.2146,55.48,56.1078,UP,1
2006-07-24,56.45,56.24,54.2453,55.878,56.0874,UP,1
2006-07-25,56.74,56.45,54.2792,56.318,56.0774,DOWN,0
2006-07-26,56.08,56.9,54.306,56.374,56.0354,UP,1
2006-07-27,56.12,56.21,54.3406,56.308,56.0064,UP,1
2006-07-28,57.01,56.62,54.3893,56.48,56.0196,DOWN,0
2006-07-31,56.68,57.0,54.4339,56.526,56.0344,DOWN,0
2006-08-01,56.49,56.68,54.4783,56.476,56.0352,UP,1
2006-08-02,57.06,56.65,54.5234,56.672,56.0446,DOWN,0
2006-08-03,56.89,57.06,54.568,56.826,56.0512,DOWN,0
2006-08-04,56.68,57.04,54.6128,56.76,56.0704,UP,1
2006-08-07,56.83,56.85,54.6539,56.79,56.085,DOWN,0
2006-08-08,56.64,57.29,54.6963,56.82,56.0876,UP,1
2006-08-09,56.8,56.88,54.7382,56.768,56.112,UP,1
2006-08-10,57.34,56.77,54.7819,56.858,56.1352,UP,1
2006-08-11,57.47,57.96,54.8265,57.016,56.1498,DOWN,0
2006-08-14,57.11,57.7,54.867,57.072,56.145,UP,1
2006-08-15,58.65,57.61,54.9161,57.474,56.183,UP,1
2006-08-16,59.42,59.0,54.9647,57.998,56.2336,UP,1
2006-08-17,59.98,59.49,55.0116,58.526,56.2996,UP,1
2006-08-18,60.36,60.23,55.063,59.104,56.3618,DOWN,0
2006-08-21,60.14,60.36,55.1146,59.71,56.4238,DOWN,0
2006-08-22,59.85,60.18,55.1645,59.95,56.4968,UP,1
2006-08-23,60.0,59.84,55.2141,60.066,56.5988,DOWN,0
2006-08-24,59.7,60.32,55.2625,60.01,56.6924,UP,1
2006-08-25,59.71,59.37,55.3118,59.88,56.7606,UP,1
2006-08-28,59.98,59.55,55.3624,59.848,56.8412,UP,1
2006-08-29,60.41,60.13,55.4095,59.96,56.9416,UP,1
2006-08-30,60.74,60.37,55.4577,60.108,57.0406,DOWN,0
2006-08-31,60.7,60.71,55.5055,60.308,57.1412,UP,1
2006-09-01,60.92,61.05,55.5563,60.55,57.2532,DOWN,0
2006-09-05,60.53,61.05,55.604,60.66,57.364,DOWN,0
2006-09-06,60.37,60.54,55.6486,60.652,57.4636,UP,1
2006-09-07,60.4,60.38,55.692,60.584,57.565,UP,1
2006-09-08,60.93,60.51,55.7383,60.63,57.6712,UP,1
2006-09-11,61.09,60.6,55.7838,60.664,57.7664,UP,1
2006-09-12,61.86,61.1,55.8333,60.93,57.8748,DOWN,0
2006-09-13,61.51,61.85,55.8805,61.158,57.9724,DOWN,0
2006-09-14,61.26,61.19,55.9282,61.33,58.0766,DOWN,0
2006-09-15,61.25,61.5,55.974,61.394,58.1824,DOWN,0
2006-09-18,61.16,61.26,56.0199,61.408,58.29,DOWN,0
2006-09-19,61.0,61.16,56.0621,61.236,58.3844,UP,1
2006-09-20,61.43,61.3,56.1057,61.22,58.492,UP,1
2006-09-21,61.63,61.33,56.1518,61.294,58.6124,UP,1
2006-09-22,61.94,61.72,56.2012,61.432,58.7542,UP,1
2006-09-25,62.46,62.11,56.2559,61.692,58.9034,UP,1
2006-09-26,62.82,62.6,56.3126,62.056,59.0706,UP,1
2006-09-27,63.13,62.89,56.3699,62.396,59.2424,DOWN,0
2006-09-28,62.54,62.25,56.4236,62.578,59.3772,DOWN,0
2006-09-29,62.08,62.66,56.4746,62.606,59.4898,DOWN,0
2006-10-02,61.96,62.1,56.5221,62.506,59.606,UP,1
2006-10-03,62.78,62.15,56.5752,62.498,59.7326,UP,1
2006-10-04,63.29,62.85,56.6313,62.53,59.8636,UP,1
2006-10-05,64.0,63.44,56.6929,62.822,60.022,DOWN,0
2006-10-06,63.77,64.0,56.7542,63.16,60.175,UP,1
2006-10-09,63.93,63.79,56.8052,63.554,60.3134,DOWN,0
2006-10-10,63.03,63.63,56.8529,63.604,60.4404,DOWN,0
2006-10-11,62.65,62.62,56.8967,63.476,60.5636,UP,1
2006-10-12,63.41,62.91,56.9449,63.358,60.6906,UP,1
2006-10-13,64.01,63.48,56.9956,63.406,60.833,DOWN,0
2006-10-16,63.82,64.03,57.0479,63.384,60.9758,UP,1
2006-10-17,63.96,63.83,57.1025,63.57,61.1184,UP,1
2006-10-18,64.44,64.33,57.1571,63.928,61.2744,DOWN,0
2006-10-19,64.07,64.45,57.2079,64.06,61.4198,DOWN,0
2006-10-20,63.86,64.35,57.2566,64.03,61.5502,UP,1
2006-10-23,64.0,63.62,57.3051,64.066,61.6808,UP,1
2006-10-24,64.09,63.9,57.3549,64.092,61.8204,DOWN,0
2006-10-25,64.02,64.09,57.4028,64.008,61.9278,UP,1
2006-10-26,64.91,64.19,57.4553,64.176,62.0376,DOWN,0
2006-10-27,63.74,64.9,57.5015,64.152,62.1128,UP,1
2006-10-30,64.08,63.99,57.5503,64.168,62.1872,DOWN,0
2006-10-31,63.31,64.1,57.5988,64.012,62.2506,DOWN,0
2006-11-01,62.55,63.82,57.6444,63.718,62.3046,UP,1
2006-11-02,63.19,62.63,57.6925,63.374,62.3684,UP,1
2006-11-03,63.22,63.34,57.7448,63.27,62.4388,UP,1
2006-11-06,64.46,63.4,57.8036,63.346,62.5338,UP,1
2006-11-07,65.0,64.71,57.8655,63.684,62.6342,DOWN,0
2006-11-08,64.93,65.0,57.9291,64.16,62.7246,DOWN,0
2006-11-09,64.45,64.95,57.9868,64.412,62.7988,UP,1
2006-11-10,64.48,64.7,58.0445,64.664,62.8744,UP,1
2006-11-13,64.59,64.52,58.0994,64.69,62.9478,UP,1
2006-11-14,65.05,64.84,58.152,64.7,63.0382,UP,1
2006-11-15,65.16,65.1,58.209,64.746,63.134,UP,1
2006-11-16,65.62,65.35,58.2712,64.98,63.2384,DOWN,0
2006-11-17,65.18,65.45,58.3328,65.12,63.3234,UP,1
2006-11-20,65.73,65.1,58.3981,65.348,63.4162,DOWN,0
2006-11-21,65.2,65.65,58.4608,65.378,63.483,UP,1
2006-11-22,65.22,65.22,58.523,65.39,63.5572,DOWN,0
2006-11-24,64.66,65.21,58.5762,65.198,63.6252,DOWN,0
2006-11-27,63.4,64.51,58.6199,64.842,63.6682,UP,1
2006-11-28,63.49,63.4,58.6655,64.394,63.7148,DOWN,0
2006-11-29,63.42,63.92,58.7017,64.038,63.7632,UP,1
2006-11-30,63.59,63.62,58.741,63.712,63.8064,DOWN,0
2006-12-01,63.05,63.79,58.7758,63.39,63.8348,UP,1
2006-12-04,63.73,63.27,58.8153,63.456,63.8706,UP,1
2006-12-05,63.79,63.66,58.8504,63.516,63.8972,DOWN,0
2006-12-06,63.69,63.88,58.8813,63.57,63.9146,DOWN,0
2006-12-07,63.44,63.85,58.9112,63.54,63.9208,DOWN,0
2006-12-08,63.07,63.54,58.9387,63.544,63.9314,UP,1
2006-12-11,63.31,63.11,58.9661,63.46,63.956,UP,1
2006-12-12,63.75,63.31,59.001,63.452,63.9918,DOWN,0
2006-12-13,63.6,64.11,59.0367,63.434,64.0082,UP,1
2006-12-14,64.19,63.77,59.0787,63.584,64.0262,UP,1
2006-12-15,64.83,64.2,59.1246,63.936,64.0428,DOWN,0
2006-12-18,64.52,64.98,59.1711,64.178,64.0578,UP,1
2006-12-19,65.28,64.52,59.2208,64.484,64.0848,UP,1
2006-12-20,65.6,65.42,59.275,64.884,64.1362,DOWN,0
2006-12-21,65.2,65.6,59.3303,65.086,64.1872,DOWN,0
2006-12-22,65.16,65.41,59.3831,65.152,64.2222,UP,1
2006-12-26,65.6,65.2,59.4386,65.368,64.254,UP,1
2006-12-27,66.2,66.08,59.493,65.552,64.3016,UP,1
2006-12-28,66.46,66.3,59.5465,65.724,64.3516,DOWN,0
2006-12-29,66.4,66.5,59.5997,65.964,64.3908,UP,1
2007-01-03,66.5,66.65,59.6533,66.232,64.4394,DOWN,0
2007-01-04,65.96,66.05,59.6994,66.304,64.4814,DOWN,0
2007-01-05,65.17,65.97,59.7456,66.098,64.5048,DOWN,0
2007-01-08,64.85,64.6,59.7902,65.776,64.52,UP,1
2007-01-09,65.31,65.28,59.8388,65.558,64.5458,UP,1
2007-01-10,65.6,65.31,59.8895,65.378,64.5596,UP,1
2007-01-11,66.18,65.8,59.944,65.422,64.6084,DOWN,0
2007-01-12,65.9,65.98,60.0045,65.568,64.6448,UP,1
2007-01-16,66.06,66.07,60.0614,65.81,64.6998,UP,1
2007-01-17,66.6,66.99,60.1253,66.068,64.7808,DOWN,0
2007-01-18,66.41,66.71,60.1844,66.23,64.8452,DOWN,0
2007-01-19,66.35,66.71,60.2408,66.264,64.9078,DOWN,0
2007-01-22,65.98,66.3,60.2884,66.28,64.9382,UP,1
2007-01-23,66.05,66.0,60.3301,66.278,64.9592,UP,1
2007-01-24,66.76,66.03,60.3776,66.31,64.9958,DOWN,0
2007-01-25,65.42,66.76,60.4206,66.112,65.0152,UP,1
2007-01-26,65.69,65.43,60.4638,65.98,65.0394,UP,1
2007-01-29,65.86,65.69,60.5143,65.956,65.0648,UP,1
2007-01-30,66.64,65.9,60.5667,66.074,65.0966,UP,1
2007-01-31,67.14,66.8,60.6209,66.15,65.1362,UP,1
2007-02-01,68.01,67.18,60.6852,66.668,65.184,UP,1
2007-02-02,68.29,68.33,60.7447,67.188,65.2462,DOWN,0
2007-02-05,68.11,68.34,60.7993,67.638,65.2938,UP,1
2007-02-06,68.4,68.61,60.8559,67.99,65.3578,UP,1
2007-02-07,70.42,69.85,60.9211,68.646,65.4618,DOWN,0
2007-02-08,70.0,70.42,60.9868,69.044,65.5686,DOWN,0
2007-02-09,69.05,70.0,61.0484,69.196,65.6816,DOWN,0
2007-02-12,68.95,69.15,61.1085,69.364,65.7908,UP,1
2007-02-13,70.25,68.99,61.1722,69.734,65.9274,UP,1
2007-02-14,70.86,70.04,61.2361,69.822,66.0728,DOWN,0
2007-02-15,70.35,71.09,61.3014,69.892,66.2188,UP,1
2007-02-16,70.79,70.1,61.3669,70.24,66.36,DOWN,0
2007-02-20,70.72,70.4,61.4288,70.594,66.4986,DOWN,0
2007-02-21,70.3,70.73,61.4901,70.604,66.6308,UP,1
2007-02-22,70.66,70.55,61.5495,70.564,66.7752,DOWN,0
2007-02-23,70.47,70.66,61.6065,70.588,66.9232,DOWN,0
2007-02-26,70.18,70.95,61.6658,70.466,67.0606,DOWN,0
2007-02-27,66.85,70.0,61.7071,69.692,67.1226,UP,1
2007-02-28,68.23,66.89,61.7609,69.278,67.2152,DOWN,0
2007-03-01,68.17,67.6,61.8155,68.78,67.2948,DOWN,0
2007-03-02,67.66,68.18,61.8629,68.218,67.3514,DOWN,0
2007-03-05,67.19,67.35,61.911,67.62,67.4048,UP,1
2007-03-06,67.67,67.44,61.9676,67.784,67.4526,DOWN,0
2007-03-07,67.08,67.42,62.0233,67.554,67.4822,UP,1
2007-03-08,67.28,67.43,62.0775,67.376,67.5238,UP,1
2007-03-09,67.86,67.56,62.1338,67.416,67.5778,DOWN,0
2007-03-12,67.67,67.6,62.1894,67.512,67.6192,DOWN,0
2007-03-13,65.74,67.21,62.2395,67.126,67.61,UP,1
2007-03-14,65.85,65.66,62.2882,66.88,67.5978,UP,1
2007-03-15,66.4,65.79,62.3377,66.704,67.5978,DOWN,0
2007-03-16,66.19,66.29,62.3907,66.37,67.5916,UP,1
2007-03-19,66.54,66.45,62.4425,66.144,67.6032,UP,1
2007-03-20,66.96,66.54,62.4936,66.388,67.639,UP,1
2007-03-21,68.44,66.96,62.5491,66.906,67.7108,DOWN,0
2007-03-22,68.23,68.54,62.6065,67.272,67.7692,UP,1
2007-03-23,68.99,68.23,62.667,67.832,67.837,DOWN,0
2007-03-26,68.84,69.08,62.7278,68.292,67.8902,DOWN,0
2007-03-27,68.3,68.45,62.783,68.56,67.9382,DOWN,0
2007-03-28,67.34,68.15,62.8345,68.34,67.9638,UP,1
2007-03-29,67.55,67.77,62.8913,68.204,67.9828,UP,1
2007-03-30,67.79,67.56,62.9557,67.964,68.0104,DOWN,0
2007-04-02,67.75,67.83,63.0194,67.746,68.0384,UP,1
2007-04-03,68.45,68.03,63.0801,67.776,68.0878,DOWN,0
2007-04-04,67.56,68.04,63.1382,67.82,68.118,UP,1
2007-04-05,68.08,67.76,63.2016,67.926,68.1444,UP,1
2007-04-09,68.09,67.22,63.2631,67.986,68.1978,UP,1
2007-04-10,68.15,68.92,63.3255,68.066,68.247,DOWN,0
2007-04-11,67.29,68.35,63.3854,67.834,68.2756,UP,1
2007-04-12,67.7,67.4,63.4489,67.862,68.2968,UP,1
2007-04-13,67.85,67.65,63.5112,67.816,68.311,UP,1
2007-04-16,69.32,68.2,63.5812,68.062,68.3372,DOWN,0
2007-04-17,69.3,69.31,63.6496,68.292,68.3574,DOWN,0
2007-04-18,68.87,69.2,63.7123,68.608,68.3726,DOWN,0
2007-04-19,68.85,68.88,63.7743,68.838,68.3816,UP,1
2007-04-20,69.72,69.44,63.8398,69.212,68.3676,DOWN,0
2007-04-23,69.54,69.72,63.9072,69.256,68.3584,DOWN,0
2007-04-24,69.43,69.53,63.9746,69.282,68.366,UP,1
2007-04-25,71.18,68.61,64.0516,69.744,68.4106,UP,1
2007-04-26,71.75,70.83,64.1289,70.324,68.4406,DOWN,0
2007-04-27,71.17,71.71,64.2045,70.614,68.4468,DOWN,0
2007-04-30,71.15,71.28,64.2822,70.936,68.4628,DOWN,0
2007-05-01,70.79,71.16,64.3619,71.208,68.4628,UP,1
2007-05-02,72.05,71.08,64.4472,71.382,68.4894,UP,1
2007-05-03,72.45,72.0,64.5371,71.522,68.5324,UP,1
2007-05-04,72.78,72.6,64.6283,71.844,68.5748,UP,1
2007-05-07,73.12,72.8,64.7149,72.238,68.6278,UP,1
2007-05-08,73.22,73.02,64.7988,72.724,68.6886,DOWN,0
2007-05-09,73.18,72.9,64.8839,72.95,68.8152,DOWN,0
2007-05-10,72.64,73.31,64.9649,72.988,68.9034,UP,1
2007-05-11,73.77,73.06,65.05,73.186,69.0154,DOWN,0
2007-05-14,73.58,73.77,65.1375,73.278,69.1338,UP,1
2007-05-15,74.46,73.71,65.2292,73.526,69.2792,DOWN,0
2007-05-16,74.42,74.4,65.3163,73.774,69.4142,DOWN,0
2007-05-17,73.63,74.05,65.401,73.972,69.5452,UP,1
2007-05-18,74.0,73.91,65.4886,74.018,69.6796,DOWN,0
2007-05-21,73.77,74.0,65.5721,74.056,69.7978,DOWN,0
2007-05-22,73.75,73.6,65.6564,73.914,69.9194,DOWN,0
2007-05-23,73.1,73.8,65.7385,73.65,70.0666,DOWN,0
2007-05-24,72.15,73.21,65.8151,73.354,70.1926,UP,1
2007-05-25,72.59,72.4,65.8949,73.072,70.3164,UP,1
2007-05-29,72.73,72.8,65.9745,72.864,70.4472,DOWN,0
2007-05-30,72.25,72.29,66.0491,72.564,70.5614,UP,1
2007-05-31,72.5,71.4,66.1242,72.444,70.6722,UP,1
2007-06-01,73.07,72.5,66.204,72.628,70.7648,DOWN,0
2007-06-04,73.0,73.02,66.2758,72.71,70.8602,DOWN,0
2007-06-05,72.31,72.75,66.3402,72.626,70.9266,DOWN,0
2007-06-06,71.55,72.3,66.3981,72.486,70.9808,DOWN,0
2007-06-07,70.74,71.35,66.45,72.134,71.0296,UP,1
2007-06-08,71.62,71.5,66.5074,71.844,71.1152,UP,1
2007-06-11,72.31,71.62,66.5697,71.706,71.2104,DOWN,0
2007-06-12,71.24,72.0,66.6259,71.492,71.2794,UP,1
2007-06-13,72.16,71.43,66.6882,71.614,71.3676,UP,1
2007-06-14,72.24,72.16,66.7508,71.914,71.4434,DOWN,0
2007-06-15,72.24,72.55,66.8121,72.038,71.537,DOWN,0
2007-06-18,72.2,72.49,66.8711,72.016,71.6194,UP,1
2007-06-19,72.25,72.16,66.9286,72.218,71.7026,DOWN,0
2007-06-20,71.05,72.5,66.9804,71.996,71.7606,UP,1
2007-06-21,71.39,70.95,67.0327,71.826,71.8426,DOWN,0
2007-06-22,70.7,71.25,67.0836,71.518,71.9026,DOWN,0
2007-06-25,70.55,70.95,67.1345,71.188,71.9566,UP,1
2007-06-26,70.65,70.9,67.1857,70.868,71.9832,UP,1
2007-06-27,70.99,70.28,67.236,70.856,72.017,UP,1
2007-06-28,71.04,71.01,67.2858,70.786,72.0604,DOWN,0
2007-06-29,70.95,71.24,67.3312,70.836,72.1024,UP,1
2007-07-02,71.95,71.35,67.3834,71.116,72.147,DOWN,0
2007-07-03,71.72,71.97,67.4357,71.33,72.1906,DOWN,0
2007-07-05,71.23,71.89,67.4856,71.378,72.2266,DOWN,0
2007-07-06,71.04,70.92,67.535,71.378,72.2238,DOWN,0
2007-07-09,70.35,71.4,67.5818,71.258,72.1958,DOWN,0
2007-07-10,68.79,70.0,67.6186,70.626,72.1482,UP,1
2007-07-11,70.18,68.99,67.6613,70.318,72.1288,UP,1
2007-07-12,70.25,70.49,67.7029,70.122,72.118,DOWN,0
2007-07-13,69.77,69.95,67.7394,69.868,72.0724,DOWN,0
2007-07-16,69.47,69.47,67.7727,69.692,72.0128,DOWN,0
2007-07-17,69.15,69.5,67.8028,69.764,71.9402,DOWN,0
2007-07-18,68.01,68.55,67.8301,69.33,71.838,DOWN,0
2007-07-19,67.45,68.5,67.857,68.77,71.7226,DOWN,0
2007-07-20,65.76,66.85,67.876,67.968,71.5742,UP,1
2007-07-23,66.46,64.99,67.8944,67.366,71.4506,DOWN,0
2007-07-24,64.52,66.01,67.9005,66.44,71.2656,DOWN,0
2007-07-25,64.25,65.1,67.9018,65.688,71.079,DOWN,0
2007-07-26,62.57,63.81,67.8958,64.712,70.8412,DOWN,0
2007-07-27,60.62,62.48,67.8792,63.684,70.5652,UP,1
2007-07-30,61.24,60.95,67.8703,62.64,70.3174,DOWN,0
2007-07-31,60.32,61.29,67.8586,61.8,70.0438,DOWN,0
2007-08-01,60.0,57.83,67.8416,60.95,69.7684,UP,1
2007-08-02,60.76,60.49,67.8253,60.588,69.5086,DOWN,0
2007-08-03,57.3,61.0,67.7927,59.924,69.1926,UP,1
2007-08-06,59.97,57.7,67.7728,59.67,68.949,UP,1
2007-08-07,60.51,60.63,67.7531,59.708,68.7074,UP,1
2007-08-08,61.33,60.5,67.7394,59.974,68.4794,DOWN,0
2007-08-09,57.17,60.0,67.706,59.256,68.1778,UP,1
2007-08-10,60.51,56.51,67.6885,59.898,67.938,DOWN,0
2007-08-13,60.04,61.6,67.6683,59.912,67.6774,DOWN,0
2007-08-14,57.48,60.25,67.6356,59.306,67.367,DOWN,0
2007-08-15,57.02,57.58,67.5961,58.444,67.0612,DOWN,0
2007-08-16,56.57,56.03,67.5603,58.324,66.7616,UP,1
2007-08-17,60.28,60.06,67.5413,58.278,66.5524,DOWN,0
2007-08-20,59.26,60.33,67.521,58.122,66.3052,DOWN,0
2007-08-21,58.84,59.26,67.5025,58.394,66.0358,UP,1
2007-08-22,61.04,59.1,67.4917,59.198,65.8318,UP,1
2007-08-23,61.25,61.59,67.4819,60.134,65.6136,UP,1
2007-08-24,62.65,61.35,67.4728,60.608,65.4218,DOWN,0
2007-08-27,62.25,62.5,67.4591,61.206,65.222,DOWN,0
2007-08-28,59.23,61.94,67.4306,61.284,64.9626,UP,1
2007-08-29,60.85,59.83,67.4126,61.246,64.7346,DOWN,0
2007-08-30,59.88,60.0,67.3896,60.972,64.5112,UP,1
2007-08-31,60.88,60.65,67.371,60.618,64.301,UP,1
2007-09-04,61.62,61.1,67.3539,60.492,64.1194,DOWN,0
2007-09-05,60.54,61.1,67.3308,60.754,63.9192,UP,1
2007-09-06,60.82,60.54,67.3068,60.748,63.7226,DOWN,0
2007-09-07,59.79,59.95,67.2798,60.73,63.4986,DOWN,0
2007-09-10,59.35,60.09,67.2479,60.424,63.2648,UP,1
2007-09-11,60.8,59.92,67.2259,60.26,63.0618,UP,1
2007-09-12,61.26,60.68,67.2061,60.404,62.848,UP,1
2007-09-13,62.82,61.75,67.1969,60.804,62.67,UP,1
2007-09-14,63.1,62.53,67.1954,61.466,62.5074,DOWN,0
2007-09-17,62.55,62.76,67.1907,62.106,62.3376,UP,1
2007-09-18,65.5,62.75,67.2011,63.046,62.2406,UP,1
2007-09-19,66.32,65.75,67.2148,64.058,62.1912,DOWN,0
2007-09-20,64.88,66.33,67.2239,64.47,62.0852,DOWN,0
2007-09-21,64.67,65.0,67.2286,64.784,61.9736,DOWN,0
2007-09-24,64.1,64.6,67.2302,65.094,61.8602,UP,1
2007-09-25,64.33,63.78,67.2334,64.86,61.7574,UP,1
2007-09-26,64.74,64.73,67.2399,64.544,61.6692,UP,1
2007-09-27,65.48,64.92,67.2519,64.664,61.6186,UP,1
2007-09-28,65.97,65.51,67.2652,64.924,61.589,UP,1
2007-10-01,67.35,66.25,67.2832,65.574,61.6208,DOWN,0
2007-10-02,66.92,67.57,67.2998,66.092,61.63,DOWN,0
2007-10-03,66.06,66.45,67.3092,66.356,61.6608,UP,1
2007-10-04,66.64,66.12,67.3182,66.588,61.7086,UP,1
2007-10-05,67.95,66.94,67.3354,66.984,61.8162,DOWN,0
2007-10-08,67.73,68.23,67.3476,67.06,61.9584,UP,1
2007-10-09,69.2,68.05,67.3656,67.516,62.1176,DOWN,0
2007-10-10,69.1,69.08,67.3851,68.124,62.2932,DOWN,0
2007-10-11,68.46,69.86,67.4016,68.488,62.4624,UP,1
2007-10-12,68.86,68.79,67.4179,68.67,62.6244,DOWN,0
2007-10-15,67.77,68.94,67.4258,68.678,62.8338,DOWN,0
2007-10-16,66.09,67.55,67.4239,68.056,62.9562,DOWN,0
2007-10-17,65.94,66.8,67.4216,67.424,63.0648,UP,1
2007-10-18,66.28,65.55,67.4205,66.988,63.1638,DOWN,0
2007-10-19,64.14,65.9,67.4114,66.044,63.3032,UP,1
2007-10-22,65.6,63.62,67.4136,65.61,63.405,DOWN,0
2007-10-23,65.28,65.9,67.4157,65.448,63.5098,DOWN,0
2007-10-24,64.41,64.85,67.4112,65.142,63.6484,DOWN,0
2007-10-25,64.41,64.54,67.4053,64.768,63.7962,UP,1
2007-10-26,66.58,65.12,67.4073,65.256,63.9964,UP,1
2007-10-29,66.87,67.05,67.4121,65.51,64.1282,DOWN,0
2007-10-30,66.26,66.95,67.4131,65.706,64.2682,DOWN,0
2007-10-31,62.37,60.92,67.392,65.298,64.3388,DOWN,0
2007-11-01,60.56,61.97,67.3627,64.528,64.3292,DOWN,0
