ticker,BIIB US Equity,BIIB US Equity,BIIB US Equity,BIIB US Equity,BIIB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-05-12,36.236,35.683,50.9252,35.77,34.2187,DOWN,0
2005-05-13,35.831,36.264,50.8297,35.8529,34.2108,DOWN,0
2005-05-16,35.508,35.831,50.7309,35.8253,34.2296,UP,1
2005-05-17,35.601,35.407,50.6402,35.7774,34.2491,UP,1
2005-05-18,36.162,35.711,50.5546,35.8677,34.2659,UP,1
2005-05-19,36.798,36.089,50.4735,35.98,34.2777,DOWN,0
2005-05-20,35.978,36.789,50.3894,36.0095,34.286,UP,1
2005-05-23,36.024,35.499,50.3118,36.1127,34.3059,DOWN,0
2005-05-24,35.324,35.914,50.234,36.0574,34.2863,DOWN,0
2005-05-25,34.993,35.278,50.1474,35.8235,34.2849,UP,1
2005-05-26,36.236,35.628,50.0611,35.7111,34.3245,UP,1
2005-05-27,36.512,36.282,49.9753,35.8179,34.3517,DOWN,0
2005-05-31,36.015,36.245,49.8908,35.8161,34.3672,UP,1
2005-06-01,36.632,36.301,49.8019,36.0777,34.3948,DOWN,0
2005-06-02,35.066,35.251,49.7086,36.0924,34.3943,DOWN,0
2005-06-03,33.528,34.306,49.5994,35.5508,34.363,DOWN,0
2005-06-06,32.579,33.574,49.4904,34.7642,34.2998,DOWN,0
2005-06-07,32.303,32.966,49.3766,34.0218,34.244,DOWN,0
2005-06-08,30.719,31.815,49.2584,32.8391,34.164,UP,1
2005-06-09,32.358,31.078,49.1482,32.2975,34.1047,DOWN,0
2005-06-10,32.248,32.681,49.0339,32.0414,34.1139,DOWN,0
2005-06-13,32.045,32.054,48.9195,31.9346,34.1148,DOWN,0
2005-06-14,32.017,32.008,48.8012,31.8775,34.1176,UP,1
2005-06-15,32.266,32.331,48.6925,32.187,34.1224,UP,1
2005-06-16,33.39,32.607,48.5862,32.3933,34.138,DOWN,0
2005-06-17,33.104,33.123,48.4754,32.5646,34.1272,DOWN,0
2005-06-20,32.607,32.985,48.3565,32.677,34.1146,DOWN,0
2005-06-21,32.469,32.699,48.2403,32.7672,34.1054,DOWN,0
2005-06-22,32.137,32.625,48.1205,32.7415,34.0721,DOWN,0
2005-06-23,31.492,32.156,47.9991,32.362,34.0304,DOWN,0
2005-06-24,31.391,31.585,47.8735,32.0193,33.9943,DOWN,0
2005-06-27,31.308,31.419,47.7441,31.7596,33.9612,UP,1
2005-06-28,31.649,31.317,47.6156,31.5956,33.9359,UP,1
2005-06-29,32.128,31.953,47.4893,31.5938,33.9251,DOWN,0
2005-06-30,31.732,32.008,47.3652,31.6417,33.9186,DOWN,0
2005-07-01,31.391,31.64,47.241,31.6417,33.8939,UP,1
2005-07-05,31.4,31.29,47.1137,31.6601,33.8702,UP,1
2005-07-06,31.916,31.4,46.9899,31.7135,33.8573,UP,1
2005-07-07,32.017,31.667,46.8666,31.6914,33.8306,UP,1
2005-07-08,32.635,32.054,46.7555,31.8719,33.823,UP,1
2005-07-11,33.454,32.92,46.6496,32.2846,33.8293,UP,1
2005-07-12,33.473,33.362,46.5421,32.6991,33.8311,UP,1
2005-07-13,33.51,33.666,46.4367,33.0178,33.8138,UP,1
2005-07-14,34.781,33.657,46.3342,33.5704,33.8145,UP,1
2005-07-15,34.836,35.002,46.2287,34.0107,33.798,UP,1
2005-07-18,35.094,34.937,46.1225,34.3386,33.7902,UP,1
2005-07-19,35.223,35.297,46.009,34.6887,33.7864,UP,1
2005-07-20,36.162,35.177,45.9023,35.2192,33.7967,DOWN,0
2005-07-21,35.794,36.245,45.7963,35.4219,33.7957,DOWN,0
2005-07-22,35.426,35.61,45.6865,35.5398,33.79,UP,1
2005-07-25,35.462,35.554,45.5868,35.6134,33.7746,UP,1
2005-07-26,35.757,35.444,45.4941,35.7203,33.7731,UP,1
2005-07-27,36.365,35.785,45.3984,35.7608,33.7902,UP,1
2005-07-28,36.752,36.568,45.3066,35.9524,33.8132,DOWN,0
2005-07-29,36.19,36.715,45.2209,36.1053,33.8138,UP,1
2005-08-01,37.231,36.301,45.1451,36.459,33.8225,UP,1
2005-08-02,37.618,37.259,45.066,36.8311,33.8553,DOWN,0
2005-08-03,37.48,37.443,44.9863,37.0541,33.8844,DOWN,0
2005-08-04,36.365,37.424,44.9053,36.9767,33.9052,DOWN,0
2005-08-05,35.112,36.439,44.8135,36.7611,33.9076,UP,1
2005-08-08,35.389,35.076,44.722,36.3927,33.8906,UP,1
2005-08-09,37.986,36.752,44.6505,36.4664,33.9201,UP,1
2005-08-10,38.014,37.995,44.5835,36.5732,33.9601,UP,1
2005-08-11,38.438,37.839,44.5147,36.9877,33.9962,DOWN,0
2005-08-12,38.299,38.29,44.4367,37.6251,34.0608,UP,1
2005-08-15,38.419,38.143,44.3542,38.2312,34.1587,DOWN,0
2005-08-16,37.839,38.53,44.2756,38.2017,34.2639,DOWN,0
2005-08-17,37.351,37.765,44.1968,38.0691,34.3648,UP,1
2005-08-18,37.397,37.415,44.1209,37.8609,34.4984,DOWN,0
2005-08-19,37.065,37.176,44.0286,37.6141,34.5925,DOWN,0
2005-08-22,37.001,37.102,43.9377,37.3304,34.6876,DOWN,0
2005-08-23,36.706,37.074,43.841,37.1038,34.7808,UP,1
2005-08-24,36.724,36.494,43.7464,36.9785,34.8749,UP,1
2005-08-25,37.691,36.835,43.6562,37.0375,34.9834,UP,1
2005-08-26,37.811,37.074,43.5706,37.1867,35.0718,DOWN,0
2005-08-29,37.756,37.47,43.4825,37.3378,35.1649,DOWN,0
2005-08-30,37.673,37.526,43.399,37.5312,35.2662,UP,1
2005-08-31,38.815,37.765,43.3225,37.9494,35.3931,UP,1
2005-09-01,39.423,38.87,43.251,38.2957,35.5388,DOWN,0
2005-09-02,39.073,39.589,43.1836,38.5481,35.6905,DOWN,0
2005-09-06,39.064,38.87,43.114,38.8097,35.8439,UP,1
2005-09-07,39.119,38.999,43.0547,39.0989,36.0001,DOWN,0
2005-09-08,39.092,39.055,42.987,39.1542,36.149,DOWN,0
2005-09-09,38.557,38.557,42.9153,38.981,36.2776,UP,1
2005-09-12,38.576,38.263,42.8384,38.8815,36.4144,DOWN,0
2005-09-13,38.041,38.53,42.7595,38.677,36.5474,DOWN,0
2005-09-14,37.461,37.876,42.6755,38.3454,36.6687,DOWN,0
2005-09-15,37.249,37.535,42.5915,37.977,36.7753,UP,1
2005-09-16,37.986,36.826,42.5025,37.8628,36.8947,DOWN,0
2005-09-19,37.111,37.968,42.403,37.5699,36.9842,DOWN,0
2005-09-20,37.056,37.139,42.3048,37.3728,37.0563,DOWN,0
2005-09-21,36.31,37.378,42.2036,37.1425,37.113,DOWN,0
2005-09-22,35.84,36.383,42.0997,36.8606,37.1596,DOWN,0
2005-09-23,35.518,35.886,41.9801,36.3669,37.1743,DOWN,0
2005-09-26,35.426,35.739,41.8527,36.0298,37.1861,DOWN,0
2005-09-27,35.048,35.914,41.7262,35.6282,37.1852,UP,1
2005-09-28,35.14,34.726,41.5966,35.3942,37.1836,UP,1
2005-09-29,35.554,35.232,41.4695,35.3371,37.1714,UP,1
2005-09-30,36.365,35.435,41.3524,35.5066,37.1828,UP,1
2005-10-03,36.77,36.457,41.2328,35.7756,37.2097,UP,1
2005-10-04,37.084,36.752,41.1197,36.1827,37.2421,DOWN,0
2005-10-05,35.794,37.185,40.9955,36.3135,37.2429,DOWN,0
2005-10-06,34.302,35.591,40.8634,36.0629,37.2016,UP,1
2005-10-07,34.735,34.587,40.7348,35.7369,37.1613,DOWN,0
2005-10-10,34.56,34.854,40.6022,35.2947,37.1287,DOWN,0
2005-10-11,33.685,34.624,40.4687,34.615,37.0577,DOWN,0
2005-10-12,33.104,33.491,40.3217,34.0771,36.9675,UP,1
2005-10-13,34.136,33.132,40.1796,34.0439,36.9006,UP,1
2005-10-14,35.02,34.403,40.0451,34.101,36.8737,UP,1
2005-10-17,35.582,35.223,39.9163,34.3055,36.8831,UP,1
2005-10-18,35.601,35.766,39.789,34.6887,36.8873,UP,1
2005-10-19,36.172,35.315,39.6716,35.3021,36.851,DOWN,0
2005-10-20,35.932,36.153,39.5526,35.6613,36.8094,UP,1
2005-10-21,36.006,36.337,39.4324,35.8585,36.7608,UP,1
2005-10-24,36.522,36.061,39.3107,36.0464,36.7252,UP,1
2005-10-25,37.231,36.678,39.1891,36.3724,36.7015,DOWN,0
2005-10-26,36.853,37.037,39.0703,36.5088,36.6817,DOWN,0
2005-10-27,35.324,35.748,38.9378,36.3872,36.6412,UP,1
2005-10-28,35.453,35.361,38.8163,36.2766,36.6023,UP,1
2005-10-31,37.424,35.858,38.6968,36.4572,36.6095,DOWN,0
2005-11-01,37.111,37.314,38.5701,36.4332,36.6117,UP,1
2005-11-02,37.913,36.844,38.4515,36.6451,36.6359,UP,1
2005-11-03,38.124,38.216,38.3435,37.2051,36.6639,UP,1
2005-11-04,38.668,37.949,38.2383,37.848,36.6834,DOWN,0
2005-11-07,38.539,38.852,38.1408,38.0709,36.698,UP,1
2005-11-08,39.534,38.52,38.048,38.5554,36.7335,DOWN,0
2005-11-09,39.267,39.534,37.952,38.8262,36.7654,UP,1
2005-11-10,40.51,39.405,37.8612,39.3034,36.7993,UP,1
2005-11-11,41.367,40.312,37.7816,39.8431,36.8381,DOWN,0
2005-11-14,40.289,41.238,37.6839,40.1932,36.8625,UP,1
2005-11-15,40.353,40.547,37.5876,40.3571,36.8883,DOWN,0
2005-11-16,40.271,40.611,37.4872,40.5579,36.9113,UP,1
2005-11-17,41.275,40.556,37.3934,40.7108,36.9549,UP,1
2005-11-18,41.754,41.984,37.2939,40.7882,37.0189,DOWN,0
2005-11-21,41.56,41.652,37.197,41.0424,37.0786,DOWN,0
2005-11-22,41.228,41.588,37.0981,41.2174,37.1423,UP,1
2005-11-23,41.293,41.192,37.0051,41.4219,37.2189,DOWN,0
2005-11-25,40.98,41.164,36.9064,41.363,37.2935,DOWN,0
2005-11-28,39.994,40.694,36.7992,41.0111,37.3337,DOWN,0
2005-11-29,39.635,40.132,36.6888,40.6261,37.3842,DOWN,0
2005-11-30,39.432,39.524,36.5772,40.2669,37.4317,UP,1
2005-12-01,39.994,39.561,36.4673,40.0071,37.5054,UP,1
2005-12-02,40.022,39.69,36.3562,39.8155,37.589,DOWN,0
2005-12-05,39.377,39.893,36.2447,39.6921,37.6662,DOWN,0
2005-12-06,39.018,39.911,36.1388,39.5687,37.7381,UP,1
2005-12-07,39.405,39.064,36.0338,39.5631,37.8252,UP,1
2005-12-08,41.385,39.451,35.9337,39.8413,37.9501,DOWN,0
2005-12-09,41.146,41.717,35.8295,40.0661,38.0619,UP,1
2005-12-12,41.228,41.311,35.8577,40.4363,38.1592,UP,1
2005-12-13,41.56,41.219,35.8755,40.9448,38.255,DOWN,0
2005-12-14,41.247,41.671,35.8934,41.3132,38.3383,UP,1
2005-12-15,41.551,41.422,35.92,41.3464,38.4534,UP,1
2005-12-16,41.735,41.643,35.9559,41.4643,38.6021,DOWN,0
2005-12-19,40.611,41.726,35.9858,41.3409,38.7196,DOWN,0
2005-12-20,40.335,40.621,36.0109,41.0958,38.8351,UP,1
2005-12-21,40.888,40.298,36.0343,41.024,38.9792,UP,1
2005-12-22,41.882,40.971,36.0658,41.0903,39.1547,UP,1
2005-12-23,41.929,41.901,36.1003,41.129,39.3106,DOWN,0
2005-12-27,41.376,42.279,36.1257,41.2819,39.4377,UP,1
2005-12-28,41.615,41.192,36.1585,41.538,39.5583,DOWN,0
2005-12-29,41.136,41.514,36.1929,41.5877,39.6691,UP,1
2005-12-30,41.707,40.897,36.2257,41.5527,39.7798,UP,1
2006-01-03,43.052,42.085,36.2647,41.7775,39.9222,UP,1
2006-01-04,43.54,43.061,36.3062,42.2104,40.0729,DOWN,0
2006-01-05,43.402,43.089,36.3477,42.5678,40.2105,UP,1
2006-01-06,43.458,43.476,36.3895,43.032,40.335,UP,1
2006-01-09,43.798,43.084,36.4298,43.4502,40.4739,UP,1
2006-01-10,44.176,43.72,36.4752,43.6749,40.651,DOWN,0
2006-01-11,43.78,43.927,36.5205,43.7228,40.8175,DOWN,0
2006-01-12,43.347,43.697,36.5607,43.7118,40.9359,DOWN,0
2006-01-13,42.564,43.181,36.6145,43.5331,41.045,UP,1
2006-01-17,42.73,42.463,36.6682,43.3194,41.1413,DOWN,0
2006-01-18,42.297,42.454,36.7203,42.9436,41.2248,UP,1
2006-01-19,42.417,42.546,36.7722,42.6709,41.2998,DOWN,0
2006-01-20,41.385,42.426,36.8161,42.2785,41.3567,DOWN,0
2006-01-23,41.302,41.385,36.8544,42.0262,41.3921,DOWN,0
2006-01-24,40.915,41.265,36.8928,41.6632,41.425,DOWN,0
2006-01-25,40.169,40.888,36.929,41.2377,41.4182,UP,1
2006-01-26,40.86,40.934,36.9643,40.9264,41.4081,UP,1
2006-01-27,41.661,40.874,37.0047,40.9816,41.4355,DOWN,0
2006-01-30,41.201,41.707,37.0447,40.9614,41.4525,UP,1
2006-01-31,41.219,41.403,37.086,41.0222,41.4715,UP,1
2006-02-01,41.698,40.971,37.1299,41.328,41.4799,DOWN,0
2006-02-02,41.588,41.836,37.1745,41.4735,41.4766,DOWN,0
2006-02-03,41.376,41.275,37.2211,41.4164,41.4729,DOWN,0
2006-02-06,40.75,41.081,37.2618,41.3261,41.4634,UP,1
2006-02-07,41.072,40.492,37.3042,41.2966,41.4589,DOWN,0
2006-02-08,41.017,41.017,37.3465,41.1603,41.4597,DOWN,0
2006-02-09,40.75,40.814,37.3834,40.9927,41.4748,UP,1
2006-02-10,40.777,40.925,37.4223,40.8729,41.4976,DOWN,0
2006-02-13,40.261,40.621,37.4579,40.7753,41.5142,UP,1
2006-02-14,40.878,40.28,37.4954,40.7366,41.5319,UP,1
2006-02-15,42.113,40.888,37.534,40.9558,41.5737,UP,1
2006-02-16,43.596,42.61,37.5783,41.5251,41.6581,DOWN,0
2006-02-17,43.347,43.651,37.6167,42.039,41.7447,DOWN,0
2006-02-21,42.463,43.264,37.6516,42.4793,41.8058,UP,1
2006-02-22,43.586,42.559,37.6925,43.0209,41.8499,UP,1
2006-02-23,44.673,43.559,37.7376,43.5331,41.9204,UP,1
2006-02-24,45.668,44.673,37.7867,43.9476,42.0092,UP,1
2006-02-27,46.147,45.963,37.8389,44.5076,42.1009,DOWN,0
2006-02-28,43.522,45.871,37.8754,44.7195,42.1465,DOWN,0
2006-03-01,43.246,43.292,37.9124,44.6513,42.1803,DOWN,0
2006-03-02,42.702,43.384,37.9484,44.2571,42.1997,DOWN,0
2006-03-03,41.91,42.297,37.9799,43.5054,42.2257,UP,1
2006-03-06,41.919,42.127,38.0087,42.6599,42.2574,UP,1
2006-03-09,43.789,45.171,38.0437,42.7133,42.3154,UP,1
2006-03-10,44.01,43.476,38.0838,42.8662,42.3579,UP,1
2006-03-13,44.139,43.992,38.1244,43.1536,42.4021,UP,1
2006-03-14,45.097,44.052,38.1733,43.791,42.4766,UP,1
2006-03-15,45.346,45.116,38.225,44.4763,42.5512,DOWN,0
2006-03-16,45.226,45.539,38.27,44.7637,42.633,UP,1
2006-03-17,45.309,45.171,38.314,45.0234,42.705,UP,1
2006-03-20,45.364,45.41,38.3607,45.2684,42.7512,DOWN,0
2006-03-21,44.498,45.254,38.4001,45.1487,42.7704,DOWN,0
2006-03-22,44.305,43.292,38.4462,44.9405,42.7885,DOWN,0
2006-03-23,42.804,44.065,38.4926,44.456,42.7754,DOWN,0
2006-03-24,42.794,42.758,38.5437,43.9531,42.7553,UP,1
2006-03-27,43.458,42.877,38.5995,43.5718,42.7409,DOWN,0
2006-03-28,42.242,43.494,38.6571,43.1204,42.7102,UP,1
2006-03-29,43.494,42.361,38.7128,42.9583,42.7131,DOWN,0
2006-03-30,43.476,43.2,38.7689,43.0928,42.7313,DOWN,0
2006-03-31,43.384,43.273,38.8256,43.2107,42.7444,DOWN,0
2006-04-03,42.684,43.476,38.8789,43.0559,42.7522,DOWN,0
2006-04-04,42.444,42.776,38.9298,43.0965,42.7527,DOWN,0
2006-04-05,41.781,42.279,38.9718,42.7538,42.7606,DOWN,0
2006-04-06,41.45,41.726,39.0135,42.3485,42.7636,DOWN,0
2006-04-07,40.869,41.707,39.0548,41.8456,42.7627,UP,1
2006-04-10,41.219,40.906,39.0986,41.5527,42.7837,DOWN,0
2006-04-11,40.814,41.459,39.142,41.2266,42.7827,UP,1
2006-04-12,41.275,40.528,39.1909,41.1253,42.775,UP,1
2006-04-13,41.486,41.192,39.2413,41.1327,42.7807,DOWN,0
2006-04-17,41.45,41.33,39.2921,41.2487,42.7853,UP,1
2006-04-18,42.242,41.551,39.345,41.4532,42.7962,DOWN,0
2006-04-19,41.901,42.168,39.3939,41.6706,42.8025,DOWN,0
2006-04-20,41.293,41.671,39.4417,41.6743,42.8008,DOWN,0
2006-04-21,40.786,41.45,39.4887,41.5343,42.8015,UP,1
2006-04-24,41.219,40.703,39.5378,41.4882,42.8045,DOWN,0
2006-04-25,40.602,41.321,39.5812,41.1603,42.7962,DOWN,0
2006-04-26,40.593,40.492,39.6241,40.8987,42.7931,UP,1
2006-04-27,41.413,40.344,39.668,40.9227,42.8058,DOWN,0
2006-04-28,41.311,41.786,39.7072,41.0277,42.8268,UP,1
2006-05-01,41.846,41.275,39.7491,41.153,42.8461,UP,1
2006-05-02,42.279,41.873,39.7929,41.4882,42.8494,UP,1
2006-05-03,42.454,42.297,39.8313,41.8604,42.8266,UP,1
2006-05-04,43.089,42.463,39.8726,42.1956,42.8214,UP,1
2006-05-05,43.218,43.329,39.9132,42.577,42.8365,DOWN,0
2006-05-08,42.518,43.384,39.9497,42.7115,42.8152,UP,1
2006-05-09,43.31,42.619,39.9854,42.9178,42.7879,DOWN,0
2006-05-10,43.172,43.301,40.0223,43.0615,42.738,DOWN,0
2006-05-11,42.988,43.2,40.0601,43.0412,42.6748,DOWN,0
2006-05-12,42.334,42.739,40.0945,42.8644,42.651,UP,1
2006-05-15,43.421,42.039,40.1328,43.0449,42.6545,DOWN,0
2006-05-16,43.246,43.209,40.1672,43.032,42.6654,DOWN,0
2006-05-17,42.288,42.997,40.1949,42.8551,42.673,DOWN,0
2006-05-18,41.772,42.09,40.2228,42.612,42.67,UP,1
2006-05-19,42.085,41.763,40.247,42.5622,42.6359,DOWN,0
2006-05-22,41.496,41.777,40.2664,42.1772,42.5856,DOWN,0
2006-05-23,40.768,41.694,40.2829,41.6817,42.5182,UP,1
2006-05-24,41.836,40.455,40.3102,41.5914,42.453,UP,1
2006-05-25,43.283,41.606,40.3511,41.8935,42.4117,UP,1
2006-05-26,43.292,43.19,40.3906,42.1348,42.373,DOWN,0
2006-05-30,41.698,42.942,40.4092,42.1754,42.3008,UP,1
2006-05-31,42.951,41.772,40.4338,42.612,42.2526,UP,1
2006-06-01,44.323,43.209,40.4633,43.1094,42.2491,DOWN,0
2006-06-02,43.946,44.531,40.4915,43.242,42.2419,DOWN,0
2006-06-05,41.809,43.748,40.5085,42.9454,42.222,UP,1
2006-06-06,42.527,41.947,40.5319,43.1112,42.2166,UP,1
2006-06-07,43.043,42.518,40.5604,43.1296,42.2083,DOWN,0
2006-06-08,42.702,42.675,40.5869,42.8054,42.2176,DOWN,0
2006-06-09,42.371,42.536,40.6134,42.4904,42.1951,DOWN,0
2006-06-12,42.067,42.288,40.6387,42.542,42.1669,DOWN,0
2006-06-13,41.818,41.984,40.6643,42.4001,42.1356,UP,1
2006-06-14,42.997,41.763,40.6957,42.3909,42.1418,UP,1
2006-06-15,43.2,43.135,40.7232,42.4904,42.157,DOWN,0
2006-06-16,42.619,43.006,40.7473,42.5401,42.1737,DOWN,0
2006-06-19,41.717,42.647,40.7671,42.4701,42.1791,DOWN,0
2006-06-20,41.477,41.91,40.7861,42.402,42.1912,UP,1
2006-06-21,41.984,41.394,40.8019,42.1993,42.2065,DOWN,0
2006-06-22,41.339,41.984,40.8115,41.8272,42.217,UP,1
2006-06-23,41.44,41.219,40.8233,41.5914,42.2203,UP,1
2006-06-26,41.45,41.44,40.8353,41.538,42.2196,DOWN,0
2006-06-27,40.574,41.532,40.8425,41.3574,42.2021,UP,1
2006-06-28,41.431,40.699,40.8542,41.2469,42.1859,UP,1
2006-06-29,43.264,41.781,40.8778,41.6319,42.2131,DOWN,0
2006-06-30,42.665,43.324,40.8982,41.8769,42.2406,UP,1
2006-07-03,43.319,42.85,40.9246,42.2509,42.2912,DOWN,0
2006-07-05,42.629,43.338,40.9504,42.6617,42.3194,UP,1
2006-07-06,43.329,42.5,40.9808,43.0412,42.374,DOWN,0
2006-07-07,42.057,43.052,41.0012,42.7999,42.4033,UP,1
2006-07-10,42.638,42.223,41.0288,42.7944,42.4278,DOWN,0
2006-07-11,42.38,42.541,41.0555,42.6064,42.4491,DOWN,0
2006-07-12,41.965,41.578,41.0837,42.4738,42.4515,DOWN,0
2006-07-13,41.643,41.965,41.1127,42.1367,42.4388,DOWN,0
2006-07-14,39.828,40.869,41.1343,41.6909,42.3863,DOWN,0
2006-07-17,38.668,39.414,41.1505,40.8969,42.2979,DOWN,0
2006-07-18,37.876,38.548,41.1646,39.996,42.191,UP,1
2006-07-19,38.695,37.94,41.1824,39.3421,42.1146,DOWN,0
2006-07-20,38.124,38.387,41.1953,38.6383,42.0109,DOWN,0
2006-07-21,37.516,37.811,41.201,38.176,41.8978,UP,1
2006-07-24,37.949,37.544,41.2069,38.0323,41.797,UP,1
2006-07-25,38.272,37.756,41.2129,38.1115,41.7157,DOWN,0
2006-07-26,37.738,38.244,41.2226,37.9199,41.6021,UP,1
2006-07-27,38.069,38.152,41.2414,37.9088,41.4985,UP,1
2006-07-28,38.539,38.263,41.2604,38.1133,41.4236,UP,1
2006-07-31,38.732,38.364,41.2813,38.2699,41.3628,DOWN,0
2006-08-01,37.793,38.659,41.3018,38.1741,41.2769,UP,1
2006-08-02,38.843,38.111,41.3305,38.3952,41.2239,UP,1
2006-08-03,39.285,38.677,41.3563,38.6383,41.1942,DOWN,0
2006-08-04,39.045,39.552,41.3764,38.7397,41.1384,DOWN,0
2006-08-07,38.659,38.99,41.3918,38.7249,41.0459,DOWN,0
2006-08-08,38.438,38.834,41.406,38.8539,40.9488,UP,1
2006-08-09,38.557,38.834,41.4179,38.7968,40.886,DOWN,0
2006-08-10,38.299,38.428,41.4297,38.5997,40.793,DOWN,0
2006-08-11,38.18,38.143,41.4406,38.4265,40.6701,UP,1
2006-08-14,38.53,38.428,41.4507,38.4007,40.5618,UP,1
2006-08-15,38.953,38.843,41.4593,38.5039,40.5047,UP,1
2006-08-16,39.681,39.073,41.4734,38.7286,40.4478,UP,1
2006-08-17,39.902,39.543,41.4963,39.0492,40.3849,DOWN,0
2006-08-18,39.524,40.022,41.5166,39.3181,40.3214,UP,1
2006-08-21,39.607,39.34,41.5276,39.5337,40.2661,DOWN,0
2006-08-22,39.497,39.617,41.5395,39.6423,40.2147,UP,1
2006-08-23,39.607,39.377,41.548,39.6276,40.1705,UP,1
2006-08-24,40.307,39.653,41.5589,39.7087,40.1167,UP,1
2006-08-25,40.786,40.132,41.5695,39.961,40.0684,UP,1
2006-08-28,41.21,40.694,41.5828,40.2816,40.0403,DOWN,0
2006-08-29,40.832,41.293,41.5893,40.5487,40.0226,UP,1
2006-08-30,41.173,40.961,41.5989,40.8619,40.0165,DOWN,0
2006-08-31,40.713,41.321,41.5999,40.9429,39.9911,UP,1
2006-09-01,40.759,40.897,41.5968,40.9374,39.9795,UP,1
2006-09-05,41.044,40.611,41.6006,40.9043,39.9715,DOWN,0
2006-09-06,39.838,40.593,41.598,40.7053,39.9393,UP,1
2006-09-07,40.068,39.985,41.597,40.4842,39.9292,UP,1
2006-09-08,40.51,40.086,41.5932,40.4437,39.9108,UP,1
2006-09-11,40.538,40.224,41.5871,40.3995,39.8562,DOWN,0
2006-09-12,40.409,40.528,41.5814,40.2724,39.8111,DOWN,0
2006-09-13,40.224,40.224,41.5763,40.3498,39.7492,DOWN,0
2006-09-14,39.967,40.022,41.5697,40.3295,39.696,UP,1
2006-09-15,40.436,40.123,41.567,40.3147,39.6381,DOWN,0
2006-09-18,40.132,40.188,41.5677,40.2337,39.5996,DOWN,0
2006-09-19,39.773,39.994,41.5684,40.1066,39.5423,UP,1
2006-09-20,40.215,39.957,41.5723,40.1047,39.499,DOWN,0
2006-09-21,40.215,40.482,41.5734,40.1545,39.464,UP,1
2006-09-22,40.74,40.298,41.577,40.2153,39.446,UP,1
2006-09-25,41.182,40.934,41.586,40.4253,39.473,DOWN,0
2006-09-26,41.155,41.017,41.5967,40.7016,39.5228,DOWN,0
2006-09-27,41.081,41.035,41.6051,40.8748,39.5869,UP,1
2006-09-28,41.21,41.173,41.6042,41.0737,39.6372,DOWN,0
2006-09-29,41.155,41.007,41.6042,41.1566,39.6978,DOWN,0
2006-10-02,40.75,41.275,41.6018,41.0701,39.7625,UP,1
2006-10-03,41.339,40.639,41.6007,41.1069,39.8302,UP,1
2006-10-04,42.536,41.136,41.6072,41.398,39.9155,DOWN,0
2006-10-05,42.085,42.306,41.6099,41.573,40.0025,DOWN,0
2006-10-06,42.057,42.039,41.6115,41.7535,40.0823,DOWN,0
2006-10-09,41.984,41.975,41.6183,42.0004,40.1512,DOWN,0
2006-10-10,41.45,42.14,41.6239,42.0225,40.2055,UP,1
2006-10-11,41.643,41.035,41.6277,41.8438,40.2825,UP,1
2006-10-12,42.076,41.689,41.6287,41.8419,40.3472,UP,1
2006-10-13,42.223,41.938,41.6301,41.8751,40.4059,DOWN,0
2006-10-16,41.965,42.048,41.6331,41.8714,40.4643,DOWN,0
2006-10-17,41.855,41.689,41.6343,41.9525,40.5283,UP,1
2006-10-18,42.325,42.251,41.6402,42.0888,40.606,DOWN,0
2006-10-19,42.297,42.104,41.6432,42.133,40.6808,DOWN,0
2006-10-20,41.459,42.03,41.6352,41.9801,40.744,UP,1
2006-10-23,41.717,41.21,41.6261,41.9304,40.8147,DOWN,0
2006-10-24,41.367,41.634,41.6159,41.8327,40.8715,UP,1
2006-10-25,41.394,41.228,41.6056,41.6467,40.9203,DOWN,0
2006-10-26,40.906,41.302,41.5911,41.3685,40.9448,DOWN,0
2006-10-27,40.547,40.869,41.573,41.1861,40.9577,DOWN,0
2006-10-30,40.446,40.888,41.5563,40.9319,40.9761,UP,1
2006-10-31,43.844,43.2,41.5588,41.4274,41.0608,UP,1
2006-11-01,44.001,43.909,41.566,41.9488,41.1509,DOWN,0
2006-11-02,43.946,43.826,41.5721,42.5567,41.2377,DOWN,0
2006-11-03,43.771,43.992,41.5794,43.2015,41.307,UP,1
2006-11-06,44.59,43.854,41.5903,44.0305,41.383,UP,1
2006-11-07,44.95,44.434,41.6081,44.2515,41.4578,DOWN,0
2006-11-08,44.821,44.379,41.6257,44.4155,41.5376,DOWN,0
2006-11-09,43.356,44.696,41.6379,44.2976,41.5813,UP,1
2006-11-10,43.752,43.586,41.6558,44.2939,41.6421,UP,1
2006-11-13,44.462,44.001,41.6738,44.2681,41.7161,UP,1
2006-11-14,44.498,44.554,41.688,44.1778,41.7852,UP,1
2006-11-15,45.106,44.581,41.7075,44.235,41.8906,UP,1
2006-11-16,46.009,45.226,41.7315,44.7655,42.0094,UP,1
2006-11-17,46.783,45.968,41.7569,45.3716,42.1348,UP,1
2006-11-20,47.225,47.142,41.7851,45.9243,42.2686,DOWN,0
2006-11-21,46.976,47.391,41.8131,46.4198,42.3999,UP,1
2006-11-22,47.879,47.031,41.8488,46.9743,42.553,DOWN,0
2006-11-24,47.446,47.289,41.8806,47.2617,42.7026,DOWN,0
2006-11-27,47.059,47.105,41.9108,47.317,42.8351,DOWN,0
