ticker,ICE US Equity,ICE US Equity,ICE US Equity,ICE US Equity,ICE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2009-11-23,21.72,21.598,21.632,20.1709,18.3884,DOWN,0
2009-11-24,21.494,21.726,21.56,20.2391,18.4344,UP,1
2009-11-25,21.584,21.472,21.5008,20.2906,18.4795,DOWN,0
2009-11-27,20.964,21.048,21.4232,20.3244,18.5223,UP,1
2009-11-30,21.358,21.014,21.424,20.3611,18.566,UP,1
2009-12-01,21.562,21.55,21.3924,20.4048,18.6155,DOWN,0
2009-12-02,21.324,21.518,21.3584,20.4358,18.664,DOWN,0
2009-12-03,21.018,21.402,21.2452,20.4665,18.7126,UP,1
2009-12-04,21.02,21.324,21.2564,20.5148,18.7596,DOWN,0
2009-12-07,20.806,20.962,21.146,20.5667,18.8099,UP,1
2009-12-08,21.008,20.736,21.0352,20.6069,18.8583,UP,1
2009-12-09,21.07,21.008,20.9844,20.6482,18.9048,UP,1
2009-12-10,21.2,20.784,21.0208,20.6834,18.9518,UP,1
2009-12-11,21.898,21.44,21.1964,20.746,19.0045,UP,1
2009-12-14,21.952,22.014,21.4256,20.8198,19.0615,DOWN,0
2009-12-15,21.344,21.786,21.4928,20.8667,19.1136,UP,1
2009-12-16,21.384,21.44,21.5556,20.9124,19.1631,DOWN,0
2009-12-17,21.312,21.27,21.578,20.9623,19.2117,UP,1
2009-12-18,21.334,21.4,21.4652,21.0155,19.258,UP,1
2009-12-21,21.62,21.284,21.3988,21.064,19.305,UP,1
2009-12-22,22.058,21.664,21.5416,21.1228,19.3548,DOWN,0
2009-12-23,21.778,22.086,21.6204,21.1754,19.401,UP,1
2009-12-24,21.938,21.776,21.7456,21.225,19.4439,UP,1
2009-12-28,22.504,22.044,21.9796,21.282,19.488,UP,1
2009-12-29,22.52,22.506,22.1596,21.3091,19.5319,UP,1
2009-12-30,22.666,22.458,22.2812,21.3383,19.573,DOWN,0
2009-12-31,22.46,22.648,22.4176,21.3637,19.6076,UP,1
2010-01-04,22.574,22.618,22.5448,21.3894,19.6465,DOWN,0
2010-01-05,21.724,22.4,22.3888,21.3977,19.6835,DOWN,0
2010-01-06,21.054,21.44,22.0956,21.4006,19.7092,UP,1
2010-01-07,21.628,20.954,21.888,21.4202,19.7407,UP,1
2010-01-08,21.696,21.542,21.7352,21.443,19.7728,UP,1
2010-01-11,21.7,21.762,21.5604,21.4745,19.8004,DOWN,0
2010-01-12,21.146,21.574,21.4448,21.4757,19.8276,UP,1
2010-01-13,21.524,21.226,21.5388,21.5054,19.8621,UP,1
2010-01-14,21.922,21.51,21.5976,21.5326,19.8973,DOWN,0
2010-01-15,21.406,21.882,21.5396,21.5554,19.9306,UP,1
2010-01-19,21.816,21.376,21.5628,21.5922,19.9615,DOWN,0
2010-01-20,21.528,21.668,21.6392,21.6047,19.9839,DOWN,0
2010-01-21,20.712,21.552,21.4768,21.5949,20.005,DOWN,0
2010-01-22,20.032,20.654,21.0988,21.5638,20.0207,UP,1
2010-01-25,20.184,20.73,20.8544,21.5377,20.0344,DOWN,0
2010-01-26,19.062,20.088,20.3036,21.4864,20.0406,UP,1
2010-01-27,19.412,19.322,19.8804,21.4434,20.0465,DOWN,0
2010-01-28,19.068,19.54,19.5516,21.3906,20.056,UP,1
2010-01-29,19.096,19.262,19.3644,21.3324,20.0647,UP,1
2010-02-01,19.586,19.268,19.2448,21.287,20.0774,UP,1
2010-02-02,19.808,19.638,19.394,21.2456,20.0899,UP,1
2010-02-03,19.962,19.924,19.504,21.2178,20.1055,DOWN,0
2010-02-04,19.114,19.819,19.5132,21.173,20.1124,UP,1
2010-02-05,19.694,19.13,19.6328,21.1325,20.1281,DOWN,0
2010-02-08,19.408,19.898,19.5972,21.0908,20.1405,UP,1
2010-02-09,19.774,19.65,19.5904,21.0546,20.155,DOWN,0
2010-02-10,19.136,19.314,19.4252,21.018,20.163,UP,1
2010-02-11,19.898,19.378,19.582,20.9888,20.1786,UP,1
2010-02-12,20.102,19.733,19.6636,20.9596,20.192,UP,1
2010-02-16,20.832,20.258,19.9484,20.9498,20.2086,DOWN,0
2010-02-17,20.562,20.876,20.106,20.9406,20.2263,DOWN,0
2010-02-18,20.472,20.552,20.3732,20.9297,20.2382,UP,1
2010-02-19,20.7,20.338,20.5336,20.9276,20.2397,DOWN,0
2010-02-22,20.552,20.762,20.6236,20.9184,20.2447,DOWN,0
2010-02-23,20.436,20.432,20.5444,20.9058,20.2517,UP,1
2010-02-24,20.84,20.522,20.6,20.8986,20.2586,UP,1
2010-02-25,21.018,20.508,20.7092,20.881,20.2714,UP,1
2010-02-26,21.458,21.08,20.8608,20.8711,20.2822,UP,1
2010-03-01,21.618,21.446,21.074,20.8766,20.2937,UP,1
2010-03-02,21.638,21.674,21.3144,20.8816,20.3011,DOWN,0
2010-03-03,21.468,21.676,21.44,20.8848,20.3116,UP,1
2010-03-04,21.79,21.458,21.5944,20.8939,20.3169,UP,1
2010-03-05,21.888,21.892,21.6804,20.8992,20.3223,UP,1
2010-03-08,22.044,21.86,21.7656,20.899,20.3342,DOWN,0
2010-03-09,21.942,21.98,21.8264,20.9022,20.3452,UP,1
2010-03-10,22.0,21.968,21.9328,20.9035,20.3557,UP,1
2010-03-11,22.332,21.958,22.0412,20.9,20.3653,DOWN,0
2010-03-12,22.046,22.398,22.0728,20.8906,20.3731,DOWN,0
2010-03-15,21.778,21.72,22.0196,20.8728,20.3742,DOWN,0
2010-03-16,21.742,21.802,21.9796,20.8584,20.3752,UP,1
2010-03-17,21.89,21.85,21.9576,20.8448,20.3746,UP,1
2010-03-18,21.908,21.97,21.8728,20.8484,20.369,DOWN,0
2010-03-19,21.622,21.978,21.788,20.8598,20.3646,UP,1
2010-03-22,21.976,21.486,21.8276,20.8668,20.3547,DOWN,0
2010-03-23,21.97,22.042,21.8732,20.8722,20.3497,UP,1
2010-03-24,22.098,21.93,21.9148,20.8802,20.3421,DOWN,0
2010-03-25,21.98,22.214,21.9292,20.8969,20.3342,UP,1
2010-03-26,22.216,22.052,22.048,20.9107,20.3305,UP,1
2010-03-29,22.272,22.298,22.1072,20.9177,20.3252,DOWN,0
2010-03-30,22.072,22.272,22.1276,20.931,20.3195,UP,1
2010-03-31,22.436,22.064,22.1952,20.9434,20.3186,UP,1
2010-04-01,22.536,22.546,22.3064,20.9636,20.3197,DOWN,0
2010-04-05,22.078,22.526,22.2788,20.9909,20.3211,DOWN,0
2010-04-06,21.414,21.784,22.1072,21.0186,20.3153,DOWN,0
2010-04-07,21.234,21.376,21.9396,21.0396,20.3062,UP,1
2010-04-08,21.406,21.152,21.7336,21.0864,20.3072,UP,1
2010-04-09,21.408,21.416,21.508,21.1264,20.307,UP,1
2010-04-12,21.716,21.394,21.4356,21.1793,20.3031,UP,1
2010-04-13,21.784,21.75,21.5096,21.2331,20.2982,UP,1
2010-04-14,22.136,21.864,21.69,21.2841,20.2929,UP,1
2010-04-15,22.33,22.066,21.8748,21.3345,20.2862,DOWN,0
2010-04-16,21.502,22.234,21.8936,21.3653,20.2794,UP,1
2010-04-19,21.888,21.406,21.928,21.4208,20.2772,UP,1
2010-04-20,22.484,21.994,22.068,21.4766,20.2804,DOWN,0
2010-04-21,22.374,22.54,22.1156,21.5359,20.2822,UP,1
2010-04-22,23.368,22.234,22.3232,21.6078,20.301,UP,1
2010-04-23,23.652,23.458,22.7532,21.6981,20.3341,UP,1
2010-04-26,24.056,23.7,23.1868,21.7813,20.3686,DOWN,0
2010-04-27,23.164,24.192,23.3228,21.8425,20.3997,UP,1
2010-04-28,23.29,23.362,23.506,21.8917,20.4271,UP,1
2010-04-29,23.764,23.598,23.5852,21.9557,20.4607,DOWN,0
2010-04-30,23.326,23.636,23.52,22.0128,20.486,UP,1
2010-05-03,23.372,23.46,23.3832,22.0662,20.5128,DOWN,0
2010-05-04,22.686,23.14,23.2876,22.1089,20.5352,UP,1
2010-05-05,23.788,22.58,23.3872,22.176,20.5615,DOWN,0
2010-05-06,23.408,23.79,23.316,22.2273,20.5878,DOWN,0
2010-05-07,22.936,23.46,23.238,22.2657,20.6128,UP,1
2010-05-10,24.678,23.842,23.4992,22.3301,20.6426,DOWN,0
2010-05-11,24.086,24.494,23.7792,22.3794,20.6699,UP,1
2010-05-12,24.516,24.194,23.9248,22.437,20.699,DOWN,0
2010-05-13,24.384,24.512,24.12,22.4953,20.7298,DOWN,0
2010-05-14,23.638,24.256,24.2604,22.5323,20.755,UP,1
2010-05-17,23.872,23.748,24.0992,22.572,20.7784,DOWN,0
2010-05-18,22.938,24.008,23.8696,22.5898,20.799,DOWN,0
2010-05-19,22.804,22.794,23.5272,22.6071,20.817,DOWN,0
2010-05-20,21.904,22.298,23.0312,22.6052,20.835,UP,1
2010-05-21,23.018,21.798,22.9072,22.6189,20.8565,DOWN,0
2010-05-24,22.836,23.108,22.7,22.6347,20.8786,DOWN,0
2010-05-25,22.78,22.324,22.6684,22.6547,20.8989,DOWN,0
2010-05-26,22.62,22.856,22.6316,22.6723,20.9183,UP,1
2010-05-27,23.47,22.886,22.9448,22.7039,20.9453,DOWN,0
2010-05-28,23.226,23.42,22.9864,22.7302,20.9703,DOWN,0
2010-06-01,23.166,23.138,23.0524,22.7611,20.9951,UP,1
2010-06-02,24.28,23.414,23.3524,22.8072,21.026,DOWN,0
2010-06-03,24.244,24.444,23.6772,22.8527,21.0602,DOWN,0
2010-06-04,23.581,23.728,23.6994,22.8823,21.0889,DOWN,0
2010-06-07,23.394,23.732,23.733,22.9106,21.1161,DOWN,0
2010-06-08,23.214,23.528,23.7426,22.9306,21.1371,DOWN,0
2010-06-09,22.956,23.22,23.4778,22.9443,21.156,UP,1
2010-06-10,23.794,23.162,23.3878,22.9787,21.1807,UP,1
2010-06-11,24.682,23.646,23.608,23.0236,21.2107,DOWN,0
2010-06-14,24.584,25.056,23.846,23.0646,21.2406,UP,1
2010-06-15,24.65,24.632,24.1332,23.116,21.2726,UP,1
2010-06-16,25.388,24.386,24.6196,23.1955,21.3061,DOWN,0
2010-06-17,24.466,24.782,24.754,23.2601,21.3347,DOWN,0
2010-06-18,24.434,24.446,24.7044,23.3207,21.3655,DOWN,0
2010-06-21,24.296,24.64,24.6468,23.3785,21.3964,DOWN,0
2010-06-22,23.882,24.35,24.4932,23.4218,21.4258,DOWN,0
2010-06-23,23.504,23.774,24.1164,23.4562,21.4538,DOWN,0
2010-06-24,22.904,23.28,23.804,23.4715,21.4785,UP,1
2010-06-25,23.672,23.1,23.6516,23.4984,21.508,DOWN,0
2010-06-28,23.6,23.672,23.5124,23.5403,21.5366,DOWN,0
2010-06-29,22.776,23.32,23.2912,23.5581,21.5623,DOWN,0
2010-06-30,22.606,22.756,23.1116,23.5605,21.5851,DOWN,0
2010-07-01,22.526,22.724,23.036,23.5636,21.6073,DOWN,0
2010-07-02,21.246,22.542,22.5508,23.5211,21.6185,DOWN,0
2010-07-06,20.782,21.52,21.9872,23.4637,21.6261,UP,1
2010-07-07,21.356,20.816,21.7032,23.4097,21.6352,UP,1
2010-07-08,21.462,21.43,21.4744,23.3757,21.6456,DOWN,0
2010-07-09,21.328,21.418,21.2348,23.3365,21.6534,DOWN,0
2010-07-12,21.322,21.268,21.25,23.2876,21.6626,UP,1
2010-07-13,21.6,21.542,21.4136,23.2531,21.6776,DOWN,0
2010-07-14,21.18,21.478,21.3784,23.2093,21.6924,DOWN,0
2010-07-15,21.106,21.162,21.3072,23.1777,21.703,DOWN,0
2010-07-16,20.308,20.86,21.1032,23.1081,21.7095,UP,1
2010-07-19,20.578,20.358,20.9544,23.0515,21.7152,UP,1
2010-07-20,21.508,20.602,20.936,23.0229,21.7289,DOWN,0
2010-07-21,20.876,21.816,20.8752,22.9469,21.7419,UP,1
2010-07-22,21.304,21.16,20.9148,22.8912,21.7535,UP,1
2010-07-23,21.672,21.13,21.1876,22.8343,21.7663,DOWN,0
2010-07-26,21.6,21.734,21.392,22.7787,21.7803,DOWN,0
2010-07-27,21.44,21.694,21.3784,22.7347,21.7941,DOWN,0
2010-07-28,21.33,21.43,21.4692,22.6839,21.8048,DOWN,0
2010-07-29,21.294,21.404,21.4672,22.651,21.8156,DOWN,0
2010-07-30,21.124,21.134,21.3576,22.6174,21.8255,UP,1
2010-08-02,21.728,21.4,21.3832,22.6139,21.8369,DOWN,0
2010-08-03,21.482,21.65,21.3916,22.5831,21.846,UP,1
2010-08-04,22.062,21.65,21.538,22.5677,21.8505,DOWN,0
2010-08-05,21.792,22.0,21.6376,22.5479,21.8534,DOWN,0
2010-08-06,21.466,21.504,21.706,22.5248,21.8548,UP,1
2010-08-09,21.708,21.596,21.702,22.4896,21.8569,DOWN,0
2010-08-10,21.25,21.49,21.6556,22.4501,21.8566,DOWN,0
2010-08-11,20.404,20.982,21.324,22.3948,21.8541,DOWN,0
2010-08-12,20.102,20.176,20.986,22.3113,21.8513,DOWN,0
2010-08-13,19.292,20.064,20.5512,22.2122,21.845,UP,1
2010-08-16,19.642,19.46,20.138,22.1334,21.8426,UP,1
2010-08-17,19.982,19.82,19.8844,22.0652,21.8371,DOWN,0
2010-08-18,19.938,19.944,19.7912,21.9997,21.8366,DOWN,0
2010-08-19,19.484,19.844,19.6676,21.9302,21.8312,DOWN,0
2010-08-20,19.41,19.304,19.6912,21.8426,21.8269,DOWN,0
2010-08-23,19.296,19.432,19.622,21.7348,21.8235,DOWN,0
2010-08-24,18.784,19.104,19.3824,21.6188,21.8129,UP,1
2010-08-25,19.126,18.688,19.22,21.5084,21.8025,UP,1
2010-08-26,19.136,19.244,19.1504,21.3833,21.7903,UP,1
2010-08-27,19.468,19.274,19.162,21.2834,21.7802,DOWN,0
2010-08-30,18.884,19.44,19.0796,21.1724,21.7665,UP,1
2010-08-31,19.112,18.8,19.1452,21.0687,21.7542,UP,1
2010-09-01,19.882,19.502,19.2964,20.9887,21.7451,UP,1
2010-09-02,20.13,19.796,19.4952,20.9212,21.7357,UP,1
2010-09-03,20.466,20.356,19.6948,20.8724,21.7288,UP,1
2010-09-07,20.65,20.344,20.048,20.812,21.7226,UP,1
2010-09-08,20.818,20.658,20.3892,20.7564,21.72,UP,1
2010-09-09,20.878,21.074,20.5884,20.7184,21.7176,UP,1
2010-09-10,21.104,20.858,20.7832,20.6884,21.7145,UP,1
2010-09-13,21.448,21.306,20.9796,20.6668,21.7143,DOWN,0
2010-09-14,21.288,21.418,21.1072,20.6676,21.7128,UP,1
2010-09-15,21.432,21.248,21.23,20.6806,21.7151,DOWN,0
2010-09-16,21.244,21.424,21.3032,20.6784,21.7146,DOWN,0
2010-09-17,20.992,21.32,21.2808,20.669,21.7117,DOWN,0
2010-09-20,20.986,21.04,21.1884,20.6622,21.71,DOWN,0
2010-09-21,20.698,20.992,21.0704,20.6497,21.7084,DOWN,0
2010-09-22,20.57,20.658,20.898,20.6291,21.7062,DOWN,0
2010-09-23,20.214,20.458,20.692,20.6098,21.7032,UP,1
2010-09-24,20.906,20.452,20.6748,20.6058,21.7027,UP,1
2010-09-27,21.014,20.958,20.6804,20.6199,21.7024,UP,1
2010-09-28,21.168,21.07,20.7744,20.6317,21.7023,DOWN,0
2010-09-29,21.046,21.052,20.8696,20.6224,21.698,DOWN,0
2010-09-30,20.944,21.23,21.0156,20.6238,21.693,UP,1
2010-10-01,21.31,21.126,21.0964,20.6239,21.6928,UP,1
2010-10-04,21.472,21.208,21.188,20.6199,21.6932,UP,1
2010-10-05,22.26,21.664,21.4064,20.6331,21.698,DOWN,0
2010-10-06,22.158,22.176,21.6288,20.6475,21.7021,UP,1
2010-10-07,22.28,22.252,21.896,20.6665,21.7054,UP,1
2010-10-08,22.472,22.3,22.1284,20.69,21.7075,DOWN,0
2010-10-11,22.396,22.464,22.3132,20.7155,21.7105,UP,1
2010-10-12,22.648,22.37,22.3908,20.7339,21.7141,DOWN,0
2010-10-13,22.588,22.778,22.4768,20.756,21.7145,UP,1
2010-10-14,22.59,22.58,22.5388,20.7666,21.7149,UP,1
2010-10-15,23.0,22.816,22.6444,20.7907,21.7165,UP,1
2010-10-18,23.358,23.0,22.8368,20.8286,21.721,DOWN,0
2010-10-19,23.194,23.054,22.946,20.8583,21.7241,UP,1
2010-10-20,23.198,23.194,23.068,20.8972,21.7315,UP,1
2010-10-21,23.636,23.288,23.2772,20.9619,21.7444,DOWN,0
2010-10-22,23.368,23.648,23.3508,21.0272,21.7531,DOWN,0
2010-10-25,23.122,23.492,23.3036,21.1038,21.7602,DOWN,0
2010-10-26,22.634,22.692,23.1916,21.1636,21.7649,UP,1
2010-10-27,22.934,22.506,23.1388,21.2227,21.7738,DOWN,0
2010-10-28,22.914,23.072,22.9944,21.2822,21.7808,UP,1
2010-10-29,22.974,22.806,22.9156,21.352,21.7861,DOWN,0
2010-11-01,22.854,22.904,22.862,21.4209,21.7933,DOWN,0
2010-11-02,22.698,23.136,22.8748,21.4889,21.7977,DOWN,0
2010-11-03,22.5,22.774,22.788,21.5632,21.8026,UP,1
2010-11-04,22.944,22.718,22.794,21.6396,21.8137,UP,1
2010-11-05,23.488,23.032,22.8968,21.7266,21.831,DOWN,0
2010-11-08,23.466,23.368,23.0192,21.8066,21.8474,DOWN,0
2010-11-09,23.026,23.5,23.0848,21.8894,21.8672,UP,1
2010-11-10,23.192,23.03,23.2232,21.971,21.8861,DOWN,0
2010-11-11,22.936,22.994,23.2216,22.0321,21.9055,DOWN,0
2010-11-12,22.452,22.8,23.0144,22.0786,21.9223,UP,1
2010-11-15,22.67,22.552,22.8552,22.1226,21.9377,DOWN,0
2010-11-16,22.152,22.552,22.6804,22.1527,21.9494,UP,1
2010-11-17,22.336,22.186,22.5092,22.183,21.9613,UP,1
2010-11-18,22.63,22.55,22.448,22.2181,21.9788,UP,1
2010-11-19,22.956,22.63,22.5488,22.2551,21.9952,DOWN,0
2010-11-22,22.592,22.792,22.5332,22.278,22.0111,DOWN,0
2010-11-23,22.362,22.336,22.5752,22.2995,22.024,UP,1
2010-11-24,22.846,22.464,22.6772,22.3278,22.0426,DOWN,0
2010-11-26,22.614,22.652,22.674,22.3552,22.0561,DOWN,0
2010-11-29,22.584,22.498,22.5996,22.387,22.0686,DOWN,0
2010-11-30,22.54,22.362,22.5892,22.4181,22.0771,UP,1
2010-12-01,23.124,22.844,22.7416,22.4666,22.0899,UP,1
2010-12-02,24.068,23.194,22.986,22.5366,22.1079,DOWN,0
2010-12-03,23.352,23.97,23.1336,22.5993,22.1211,UP,1
2010-12-06,23.588,23.3,23.3344,22.653,22.1363,DOWN,0
2010-12-07,23.24,23.588,23.4744,22.6975,22.1503,UP,1
2010-12-08,23.608,23.278,23.5712,22.7463,22.1642,DOWN,0
2010-12-09,23.544,23.622,23.4664,22.7962,22.1768,DOWN,0
2010-12-10,23.51,23.544,23.498,22.8476,22.1871,UP,1
2010-12-13,23.55,23.7,23.4904,22.8924,22.1967,DOWN,0
2010-12-14,23.276,23.534,23.4976,22.9284,22.2049,UP,1
2010-12-15,23.56,23.228,23.488,22.9544,22.2154,DOWN,0
2010-12-16,23.472,23.532,23.4736,22.9807,22.2238,UP,1
2010-12-17,23.846,23.798,23.5408,23.012,22.2336,DOWN,0
2010-12-20,23.812,23.87,23.5932,23.0388,22.2424,UP,1
2010-12-21,24.016,23.89,23.7412,23.0712,22.2528,UP,1
2010-12-22,24.09,24.016,23.8472,23.1001,22.2632,DOWN,0
2010-12-23,24.0,24.036,23.9528,23.1283,22.2716,UP,1
2010-12-27,24.172,23.91,24.018,23.16,22.2822,UP,1
2010-12-28,24.18,24.178,24.0916,23.1836,22.2942,DOWN,0
2010-12-29,23.97,24.18,24.0824,23.1958,22.3054,DOWN,0
2010-12-30,23.898,23.97,24.044,23.2099,22.3154,DOWN,0
2010-12-31,23.83,23.824,24.01,23.2225,22.325,DOWN,0
2011-01-03,23.83,23.96,23.9416,23.2264,22.3361,DOWN,0
2011-01-04,23.594,23.838,23.8244,23.2309,22.3441,DOWN,0
2011-01-05,23.53,23.526,23.7364,23.2391,22.3519,DOWN,0
2011-01-06,22.896,23.52,23.536,23.2443,22.3559,DOWN,0
2011-01-07,22.804,22.93,23.3308,23.2417,22.3601,UP,1
2011-01-10,22.818,22.532,23.1284,23.2398,22.3631,DOWN,0
2011-01-11,22.496,22.948,22.9088,23.2302,22.3642,UP,1
2011-01-12,23.08,22.7,22.8188,23.2348,22.3692,UP,1
2011-01-13,23.27,23.068,22.8936,23.2462,22.3734,DOWN,0
2011-01-14,23.254,23.276,22.9836,23.2613,22.377,UP,1
2011-01-18,23.352,23.324,23.0904,23.2694,22.3834,DOWN,0
2011-01-19,23.112,23.276,23.2136,23.2619,22.3918,DOWN,0
2011-01-20,23.11,22.96,23.2196,23.2548,22.4012,UP,1
2011-01-21,23.318,23.314,23.2292,23.2606,22.4108,UP,1
2011-01-24,23.362,23.214,23.2508,23.264,22.4206,DOWN,0
2011-01-25,23.08,23.258,23.1964,23.2669,22.4274,DOWN,0
2011-01-26,22.994,23.144,23.1728,23.2778,22.4334,UP,1
2011-01-27,23.57,23.02,23.2648,23.2958,22.4406,DOWN,0
2011-01-28,23.382,23.594,23.2776,23.3204,22.4459,UP,1
2011-01-31,24.098,23.418,23.4248,23.3556,22.4588,UP,1
2011-02-01,24.276,24.11,23.664,23.3885,22.4708,DOWN,0
2011-02-02,24.058,24.214,23.8768,23.4106,22.4786,DOWN,0
2011-02-03,23.852,24.058,23.9332,23.4358,22.486,UP,1
2011-02-04,24.076,23.836,24.072,23.47,22.4896,DOWN,0
2011-02-07,24.064,24.27,24.0652,23.4944,22.4916,DOWN,0
2011-02-08,23.644,24.112,23.9388,23.515,22.4896,UP,1
2011-02-09,24.626,24.002,24.0524,23.5558,22.4969,UP,1
2011-02-10,25.69,24.526,24.42,23.6188,22.5089,UP,1
2011-02-11,25.756,25.518,24.756,23.6715,22.5188,UP,1
2011-02-14,26.092,25.71,25.1616,23.712,22.5327,DOWN,0
2011-02-15,25.348,26.0,25.5024,23.7519,22.5426,UP,1
2011-02-16,25.576,25.398,25.6924,23.7916,22.557,UP,1
2011-02-17,25.78,25.402,25.7104,23.8424,22.567,DOWN,0
2011-02-18,25.436,25.822,25.6464,23.879,22.5771,DOWN,0
2011-02-22,24.458,25.12,25.3196,23.8973,22.5847,UP,1
2011-02-23,24.546,24.488,25.1592,23.918,22.5841,UP,1
2011-02-24,24.728,24.404,24.9896,23.9416,22.5873,UP,1
2011-02-25,25.382,24.844,24.91,23.9837,22.5916,UP,1
2011-02-28,25.64,25.492,24.9508,24.0253,22.5979,DOWN,0
2011-03-01,25.42,25.68,25.1432,24.0642,22.6068,UP,1
2011-03-02,25.502,25.324,25.3344,24.0974,22.6149,UP,1
2011-03-03,25.896,25.694,25.568,24.139,22.6297,UP,1
2011-03-04,26.05,25.96,25.7016,24.1797,22.646,UP,1
2011-03-07,26.944,26.096,25.9624,24.2368,22.6712,DOWN,0
2011-03-08,26.388,26.714,26.156,24.2846,22.688,DOWN,0
2011-03-09,26.186,26.274,26.2928,24.3248,22.7048,DOWN,0
2011-03-10,25.518,25.928,26.2172,24.3516,22.7184,DOWN,0
2011-03-11,25.214,25.562,26.05,24.3765,22.7314,DOWN,0
2011-03-14,24.958,25.046,25.6528,24.3977,22.7389,DOWN,0
2011-03-15,24.666,24.37,25.3084,24.4144,22.7461,UP,1
2011-03-16,24.754,24.628,25.022,24.4329,22.754,UP,1
2011-03-17,25.068,25.084,24.932,24.4624,22.7579,DOWN,0
2011-03-18,24.954,25.396,24.88,24.4908,22.7615,UP,1
2011-03-21,25.048,25.154,24.898,24.5339,22.7688,UP,1
2011-03-22,25.15,24.97,24.9948,24.5808,22.7776,UP,1
2011-03-23,25.406,25.06,25.1252,24.6326,22.7886,UP,1
2011-03-24,25.46,25.536,25.2036,24.6918,22.8011,UP,1
2011-03-25,25.596,25.48,25.332,24.7422,22.8101,DOWN,0
2011-03-28,25.162,25.354,25.3548,24.78,22.8125,UP,1
2011-03-29,25.224,25.102,25.3696,24.8194,22.8157,DOWN,0
2011-03-30,24.986,25.382,25.2856,24.8521,22.8174,DOWN,0
2011-03-31,24.708,24.92,25.1352,24.884,22.814,DOWN,0
2011-04-01,23.95,24.52,24.806,24.9008,22.8114,DOWN,0
2011-04-04,23.78,24.078,24.5296,24.91,22.8081,UP,1
2011-04-05,23.962,23.75,24.2772,24.922,22.8065,UP,1
2011-04-06,24.498,23.948,24.1796,24.9504,22.8095,DOWN,0
2011-04-07,24.452,24.862,24.1284,24.9796,22.8143,DOWN,0
2011-04-08,24.11,24.47,24.1604,24.9904,22.8203,DOWN,0
2011-04-11,24.11,24.17,24.2264,25.0049,22.8225,DOWN,0
2011-04-12,24.096,23.952,24.2532,25.0049,22.825,UP,1
2011-04-13,24.238,24.22,24.2012,25.0041,22.8323,DOWN,0
2011-04-14,24.128,24.096,24.1364,25.0055,22.8399,UP,1
2011-04-15,24.404,24.21,24.1952,25.0166,22.8493,DOWN,0
2011-04-18,23.968,24.156,24.1668,25.0144,22.8629,DOWN,0
2011-04-19,23.866,23.976,24.1208,25.0104,22.8783,UP,1
2011-04-20,24.132,24.138,24.0996,25.0202,22.8922,UP,1
2011-04-21,24.436,24.202,24.1612,25.0164,22.9071,DOWN,0
2011-04-25,24.4,24.494,24.1604,24.9906,22.9224,UP,1
2011-04-26,24.474,24.446,24.2616,24.965,22.9382,DOWN,0
2011-04-27,24.358,24.55,24.36,24.9303,22.952,DOWN,0
2011-04-28,24.04,24.31,24.3416,24.9041,22.9663,UP,1
2011-04-29,24.07,24.058,24.2684,24.874,22.9811,DOWN,0
2011-05-02,23.64,24.128,24.1164,24.8312,22.9978,DOWN,0
2011-05-03,23.29,23.598,23.8796,24.7883,23.0113,DOWN,0
2011-05-04,22.97,23.198,23.602,24.7585,23.0186,DOWN,0
2011-05-05,22.812,22.86,23.3564,24.7238,23.0283,UP,1
2011-05-06,23.52,23.04,23.2464,24.6997,23.0394,UP,1
2011-05-09,23.786,23.552,23.2756,24.6678,23.05,UP,1
2011-05-10,24.05,23.802,23.4276,24.636,23.0622,UP,1
2011-05-11,24.062,24.012,23.646,24.6088,23.0753,DOWN,0
2011-05-12,24.008,23.958,23.8852,24.5789,23.0887,DOWN,0
2011-05-13,23.664,23.988,23.914,24.5343,23.1006,UP,1
2011-05-16,24.444,24.252,24.0456,24.5022,23.1172,DOWN,0
2011-05-17,24.096,24.508,24.0548,24.4452,23.129,UP,1
2011-05-18,24.474,24.128,24.1372,24.4069,23.144,UP,1
2011-05-19,24.572,24.524,24.25,24.3746,23.1565,DOWN,0
2011-05-20,24.236,24.554,24.3644,24.349,23.1687,DOWN,0
2011-05-23,24.082,23.998,24.292,24.3264,23.1818,UP,1
2011-05-24,24.272,24.118,24.3272,24.3126,23.1946,DOWN,0
2011-05-25,24.23,24.15,24.2784,24.3039,23.2095,DOWN,0
2011-05-26,24.074,24.11,24.1788,24.2903,23.2279,DOWN,0
2011-05-27,23.834,24.24,24.0984,24.2656,23.2465,UP,1
2011-05-31,24.13,24.043,24.108,24.2492,23.2707,DOWN,0
2011-06-01,23.322,24.086,23.918,24.2146,23.2891,UP,1
2011-06-02,23.472,23.378,23.7664,24.1811,23.3066,DOWN,0
2011-06-03,23.126,23.23,23.5768,24.1355,23.3225,DOWN,0
2011-06-06,22.75,23.0,23.36,24.0813,23.3388,UP,1
2011-06-07,22.77,22.824,23.088,24.0248,23.3556,DOWN,0
2011-06-08,22.642,22.564,22.952,23.9744,23.3724,UP,1
2011-06-09,23.342,22.722,22.926,23.9367,23.3952,DOWN,0
2011-06-10,23.158,23.091,22.9324,23.9002,23.4153,UP,1
