ticker,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-03-20,16.9121,16.3497,16.8954,16.6003,16.6254,UP,1
2003-03-21,18.4909,17.1983,16.8788,17.0582,16.6463,DOWN,0
2003-03-24,17.1687,17.6719,16.8576,17.1351,16.6329,UP,1
2003-03-25,17.4548,17.2575,16.838,17.3542,16.6238,DOWN,0
2003-03-26,17.3956,17.6127,16.8166,17.4844,16.6106,DOWN,0
2003-03-27,17.3463,17.1193,16.7968,17.5712,16.593,UP,1
2003-03-28,17.4548,17.3463,16.7798,17.364,16.5871,DOWN,0
2003-03-31,16.7937,17.07,16.7599,17.289,16.5668,UP,1
2003-04-01,16.8825,16.7937,16.7406,17.1746,16.5532,UP,1
2003-04-02,17.741,17.1292,16.7231,17.2437,16.5695,DOWN,0
2003-04-03,17.4153,17.7607,16.7019,17.2575,16.5761,DOWN,0
2003-04-04,17.2081,17.366,16.685,17.2081,16.5713,UP,1
2003-04-07,17.5041,17.7607,16.676,17.3502,16.5839,DOWN,0
2003-04-08,16.9023,17.5041,16.6655,17.3542,16.5914,DOWN,0
2003-04-09,16.8727,16.9713,16.6562,17.1805,16.5964,UP,1
2003-04-10,17.1095,16.9713,16.6468,17.1193,16.6019,UP,1
2003-04-11,17.6028,17.2673,16.641,17.1983,16.6313,UP,1
2003-04-14,17.958,17.366,16.6368,17.289,16.6451,UP,1
2003-04-15,18.0666,17.81,16.6339,17.5219,16.6621,DOWN,0
2003-04-16,17.7508,18.0666,16.6321,17.6975,16.6836,UP,1
2003-04-17,18.1554,17.7508,16.6316,17.9067,16.7132,UP,1
2003-04-21,18.2047,18.1554,16.6291,18.0271,16.7418,UP,1
2003-04-22,18.6191,18.0074,16.6246,18.1593,16.7915,UP,1
2003-04-23,18.9842,18.5698,16.6258,18.3428,16.8464,DOWN,0
2003-04-24,18.402,18.6981,16.6252,18.4731,16.8892,DOWN,0
2003-04-25,17.9186,18.4514,16.6246,18.4257,16.9259,UP,1
2003-04-28,18.2047,18.0271,16.6234,18.4257,16.9717,DOWN,0
2003-04-29,18.0863,18.2935,16.6228,18.3192,17.0033,UP,1
2003-04-30,18.4119,18.1554,16.6261,18.2047,17.0301,UP,1
2003-05-01,18.4711,18.4514,16.6314,18.2185,17.067,UP,1
2003-05-02,18.6389,18.4711,16.6351,18.3626,17.1073,DOWN,0
2003-05-05,18.2442,18.6389,16.6392,18.3705,17.1363,DOWN,0
2003-05-06,18.2146,18.2442,16.6482,18.3961,17.1728,DOWN,0
2003-05-07,18.1159,18.2146,16.6603,18.3369,17.2044,DOWN,0
2003-05-08,17.9284,18.0172,16.6728,18.2284,17.234,UP,1
2003-05-09,18.4119,18.0074,16.6839,18.183,17.2766,UP,1
2003-05-12,18.7869,18.4119,16.6963,18.2915,17.3157,DOWN,0
2003-05-13,18.254,18.4909,16.7086,18.2994,17.3492,DOWN,0
2003-05-14,18.0567,18.5106,16.7133,18.2876,17.3936,UP,1
2003-05-15,18.2146,18.1356,16.7183,18.3448,17.4434,DOWN,0
2003-05-16,18.1948,17.9876,16.7218,18.3014,17.4982,DOWN,0
2003-05-19,17.5831,18.0074,16.7267,18.0606,17.5397,UP,1
2003-05-20,17.6127,17.662,16.7393,17.9324,17.5924,UP,1
2003-05-21,17.6423,18.0567,16.7571,17.8495,17.6488,UP,1
2003-05-22,17.8791,17.7114,16.7755,17.7824,17.7068,UP,1
2003-05-23,17.9975,18.0074,16.7969,17.7429,17.7471,UP,1
2003-05-27,18.6191,17.9186,16.8185,17.9501,17.7954,UP,1
2003-05-28,19.1815,18.7474,16.8421,18.2639,17.8434,DOWN,0
2003-05-29,19.0237,19.5861,16.867,18.5402,17.8967,UP,1
2003-05-30,19.3888,19.0927,16.896,18.8421,17.9495,UP,1
2003-06-02,19.8032,19.6354,16.9235,19.2033,18.0074,DOWN,0
2003-06-03,19.4973,19.7341,16.9463,19.3789,18.0275,UP,1
2003-06-04,20.4544,19.7341,16.9703,19.6335,18.0932,UP,1
2003-06-05,20.6616,20.2275,16.9915,19.961,18.1573,UP,1
2003-06-06,20.9971,20.7701,17.0153,20.2827,18.2294,DOWN,0
2003-06-09,20.0498,20.9675,17.0322,20.332,18.2834,UP,1
2003-06-10,20.3459,20.2965,17.0482,20.5018,18.3413,UP,1
2003-06-11,20.5235,20.5728,17.0678,20.5156,18.4159,DOWN,0
2003-06-12,20.5235,20.4741,17.0882,20.4879,18.4887,DOWN,0
2003-06-13,20.0794,20.6715,17.1096,20.3044,18.5355,UP,1
2003-06-16,20.3952,20.0696,17.1356,20.3735,18.595,UP,1
2003-06-17,20.8589,20.7011,17.1621,20.4761,18.6681,DOWN,0
2003-06-18,20.336,20.7208,17.1864,20.4386,18.7247,DOWN,0
2003-06-19,19.8229,20.4051,17.2129,20.2985,18.7831,UP,1
2003-06-20,20.0597,20.1189,17.239,20.2945,18.8469,DOWN,0
2003-06-23,19.596,19.9117,17.2641,20.1347,18.8966,DOWN,0
2003-06-24,19.369,19.596,17.2852,19.8367,18.9319,DOWN,0
2003-06-25,18.8559,19.448,17.301,19.5407,18.9499,UP,1
2003-06-26,19.1421,18.8855,17.3166,19.4045,18.9714,DOWN,0
2003-06-27,19.0829,19.2901,17.3322,19.2092,18.998,UP,1
2003-06-30,19.4874,19.7341,17.3531,19.1875,19.0247,UP,1
2003-07-01,19.6256,19.4973,17.3748,19.2388,19.0531,UP,1
2003-07-02,19.9413,19.7341,17.3964,19.4558,19.0795,DOWN,0
2003-07-03,19.8032,19.6946,17.4166,19.5881,19.0959,UP,1
2003-07-07,20.3064,19.9808,17.4405,19.8328,19.134,UP,1
2003-07-08,20.3261,20.0005,17.4691,20.0005,19.1821,UP,1
2003-07-09,20.6419,20.1979,17.4971,20.2038,19.2309,DOWN,0
2003-07-10,20.2867,20.336,17.5242,20.2728,19.2749,UP,1
2003-07-11,20.5629,20.2867,17.5542,20.4248,19.3179,UP,1
2003-07-14,21.0267,20.6715,17.5832,20.5689,19.369,UP,1
2003-07-15,21.0662,21.3128,17.6101,20.7169,19.4176,DOWN,0
2003-07-16,20.7701,21.155,17.6388,20.7425,19.4681,DOWN,0
2003-07-17,20.5432,20.7701,17.6668,20.7938,19.5147,UP,1
2003-07-18,20.7307,20.6912,17.693,20.8274,19.567,DOWN,0
2003-07-21,20.1386,20.5235,17.7135,20.6498,19.6112,UP,1
2003-07-22,20.5432,20.2275,17.7373,20.5452,19.6538,DOWN,0
2003-07-23,20.336,20.5531,17.7647,20.4583,19.6848,UP,1
2003-07-24,20.5728,20.5728,17.7978,20.4643,19.7311,UP,1
2003-07-25,21.0069,20.6912,17.8306,20.5195,19.7901,UP,1
2003-07-28,21.6187,21.4115,17.8686,20.8155,19.8582,UP,1
2003-07-29,21.7568,21.6976,17.9023,21.0583,19.9295,DOWN,0
2003-07-30,21.4016,21.7568,17.9304,21.2714,20.0058,UP,1
2003-07-31,21.6286,21.7075,17.9592,21.4825,20.0862,UP,1
2003-08-01,22.2206,22.0825,17.9877,21.7253,20.1777,DOWN,0
2003-08-04,21.816,22.0923,18.0159,21.7647,20.2565,DOWN,0
2003-08-05,21.2635,21.8062,18.0395,21.6661,20.3218,DOWN,0
2003-08-06,21.1254,21.2635,18.0625,21.6108,20.3719,UP,1
2003-08-07,21.3622,21.224,18.0836,21.5575,20.4155,UP,1
2003-08-08,21.5496,21.4312,18.1069,21.4233,20.466,UP,1
2003-08-11,21.7568,21.5496,18.1279,21.4115,20.5134,UP,1
2003-08-12,22.1515,21.7766,18.1528,21.5891,20.5604,UP,1
2003-08-13,22.2009,22.191,18.1751,21.8042,20.6144,UP,1
2003-08-14,22.2601,22.2009,18.2007,21.9838,20.6506,DOWN,0
2003-08-15,22.1515,22.3291,18.2288,22.1042,20.6804,DOWN,0
2003-08-18,22.1022,22.1811,18.2563,22.1732,20.7025,DOWN,0
2003-08-19,21.9345,22.1022,18.2835,22.1298,20.7401,DOWN,0
2003-08-20,21.6878,21.5102,18.308,22.0272,20.767,DOWN,0
2003-08-21,21.3128,21.6779,18.3255,21.8378,20.7828,DOWN,0
2003-08-22,21.1254,21.4608,18.3392,21.6325,20.7948,DOWN,0
2003-08-25,20.9675,20.9181,18.351,21.4056,20.8126,DOWN,0
2003-08-26,20.5728,20.8491,18.3638,21.1332,20.8161,DOWN,0
2003-08-27,20.4445,20.5827,18.3788,20.8846,20.8078,DOWN,0
2003-08-28,20.0301,20.5235,18.3932,20.6281,20.8017,UP,1
2003-08-29,20.2275,20.0498,18.4078,20.4485,20.8098,UP,1
2003-09-02,20.6715,20.4544,18.4228,20.3893,20.822,UP,1
2003-09-03,21.0366,20.9181,18.4386,20.482,20.8509,UP,1
2003-09-04,21.1747,20.8984,18.4531,20.6281,20.887,DOWN,0
2003-09-05,20.9083,21.0366,18.4673,20.8037,20.928,UP,1
2003-09-08,21.076,20.8392,18.483,20.9734,20.9667,DOWN,0
2003-09-09,20.8984,20.6715,18.4959,21.0188,21.003,DOWN,0
2003-09-10,20.3261,20.5925,18.5011,20.8767,21.0198,UP,1
2003-09-11,20.4051,20.2867,18.5068,20.7228,21.0354,DOWN,0
2003-09-12,19.9709,20.1584,18.5097,20.5353,21.036,DOWN,0
2003-09-15,19.8328,19.7341,18.5151,20.2867,21.0366,UP,1
2003-09-16,20.1683,19.9314,18.5178,20.1406,21.0338,DOWN,0
2003-09-17,20.0005,20.0893,18.5201,20.0755,21.0273,UP,1
2003-09-18,20.1781,20.0301,18.5253,20.0301,21.018,UP,1
2003-09-19,20.2077,20.0794,18.5349,20.0775,21.0164,DOWN,0
2003-09-22,19.744,19.8821,18.5464,20.0597,21.0,UP,1
2003-09-23,19.9314,19.8525,18.559,20.0124,20.9781,DOWN,0
2003-09-24,19.5466,19.8624,18.572,19.9216,20.9477,UP,1
2003-09-25,20.04,20.0498,18.5891,19.8939,20.9331,DOWN,0
2003-09-26,19.813,20.0597,18.6041,19.815,20.9185,UP,1
2003-09-29,20.0104,19.7538,18.6209,19.8683,20.9041,DOWN,0
2003-09-30,19.9018,19.8821,18.6372,19.8624,20.8994,UP,1
2003-10-01,20.5531,20.1485,18.6585,20.0637,20.8996,UP,1
2003-10-02,20.6616,20.5531,18.6785,20.188,20.9061,UP,1
2003-10-03,20.9971,21.0168,18.6995,20.4248,20.9146,DOWN,0
2003-10-06,20.9083,20.9675,18.7225,20.6044,20.9126,UP,1
2003-10-07,21.2734,20.7899,18.7489,20.8787,20.9057,DOWN,0
2003-10-08,21.1747,21.3424,18.7736,21.003,20.8941,UP,1
2003-10-09,21.5891,21.6582,18.7995,21.1885,20.8978,DOWN,0
2003-10-10,21.372,21.3128,18.8254,21.2635,20.8927,DOWN,0
2003-10-13,21.2142,21.4608,18.8498,21.3247,20.8726,UP,1
2003-10-14,21.6582,21.1747,18.8791,21.4016,20.8694,DOWN,0
2003-10-15,21.4608,21.6582,18.9072,21.4589,20.8733,UP,1
2003-10-16,21.6088,21.3622,18.9348,21.4628,20.883,DOWN,0
2003-10-17,21.2931,21.6878,18.9561,21.447,20.8816,DOWN,0
2003-10-20,21.2635,21.4115,18.9768,21.4569,20.8759,UP,1
2003-10-21,21.5003,21.4115,18.9943,21.4253,20.8708,DOWN,0
2003-10-22,21.3326,21.4115,19.0119,21.3997,20.8544,UP,1
2003-10-23,21.5595,21.3326,19.0325,21.3898,20.8416,DOWN,0
2003-10-24,21.5102,21.5595,19.0508,21.4332,20.8266,UP,1
2003-10-27,21.8456,21.5496,19.0705,21.5496,20.8205,UP,1
2003-10-28,22.2403,22.0035,19.0914,21.6976,20.8232,UP,1
2003-10-29,22.4673,22.2403,19.1126,21.9246,20.8339,UP,1
2003-10-30,22.5758,22.5462,19.1367,22.1278,20.8516,DOWN,0
2003-10-31,22.339,22.5462,19.1594,22.2936,20.8722,UP,1
2003-11-03,22.6153,22.5462,19.1847,22.4475,20.902,DOWN,0
2003-11-04,22.4475,22.4969,19.2123,22.489,20.9316,UP,1
2003-11-05,22.7139,22.4475,19.2404,22.5383,20.9744,UP,1
2003-11-06,23.0889,22.5955,19.2686,22.6409,21.0273,DOWN,0
2003-11-07,23.0889,23.1382,19.2997,22.7909,21.0885,DOWN,0
2003-11-10,22.8422,22.9902,19.3313,22.8363,21.1407,DOWN,0
2003-11-11,22.8126,22.7436,19.3622,22.9093,21.1836,UP,1
2003-11-12,23.0297,22.8126,19.3932,22.9725,21.2234,DOWN,0
2003-11-13,23.01,23.0889,19.4276,22.9567,21.2601,DOWN,0
2003-11-14,22.7633,22.9606,19.4551,22.8916,21.2972,DOWN,0
2003-11-17,22.7238,22.5067,19.4826,22.8679,21.3302,DOWN,0
2003-11-18,22.2206,22.8422,19.5103,22.7495,21.3566,UP,1
2003-11-19,22.487,22.4475,19.5394,22.6409,21.3999,DOWN,0
2003-11-20,22.3785,22.2699,19.5674,22.5146,21.4393,DOWN,0
2003-11-21,22.2798,22.4377,19.5981,22.4179,21.4855,UP,1
2003-11-24,22.5265,22.3193,19.6296,22.3785,21.5394,UP,1
2003-11-25,22.6843,22.4969,19.6617,22.4712,21.5897,UP,1
2003-11-26,22.7732,22.8916,19.6951,22.5284,21.6452,UP,1
2003-11-28,22.783,22.7633,19.7295,22.6094,21.6972,UP,1
2003-12-01,22.862,22.783,19.7612,22.7258,21.7503,DOWN,0
2003-12-02,22.2798,22.5462,19.7873,22.6765,21.801,DOWN,0
2003-12-03,21.5595,22.2601,19.812,22.4515,21.8336,UP,1
2003-12-04,21.9049,21.7174,19.8383,22.2778,21.8808,DOWN,0
2003-12-05,21.3819,21.7075,19.8613,21.9976,21.9076,UP,1
2003-12-08,21.4806,21.3128,19.8867,21.7213,21.941,UP,1
2003-12-09,22.0035,21.6878,19.9141,21.6661,21.9808,UP,1
2003-12-10,22.1121,21.8555,19.9424,21.7766,22.025,UP,1
2003-12-11,22.3489,22.0825,19.9727,21.8654,22.0609,UP,1
2003-12-12,22.5166,22.339,20.0012,22.0923,22.098,UP,1
2003-12-15,22.5265,22.6745,20.0309,22.3015,22.1286,UP,1
2003-12-16,22.6449,22.5857,20.0649,22.4298,22.1634,DOWN,0
2003-12-17,22.635,22.5758,20.0995,22.5344,22.1906,UP,1
2003-12-18,22.8324,22.635,20.1364,22.6311,22.2238,UP,1
2003-12-19,22.9212,22.3785,20.1734,22.712,22.2504,UP,1
2003-12-22,23.1382,22.7633,20.2142,22.8343,22.2857,UP,1
2003-12-23,23.1481,23.0396,20.2559,22.935,22.3244,DOWN,0
2003-12-24,23.0593,23.0198,20.2963,23.0198,22.3524,DOWN,0
2003-12-26,22.9014,23.0593,20.3309,23.0336,22.3812,UP,1
2003-12-29,23.1678,22.8521,20.3657,23.083,22.4124,DOWN,0
2003-12-30,22.9902,23.1185,20.3967,23.0534,22.4464,UP,1
2003-12-31,23.0198,23.0001,20.43,23.0277,22.4815,UP,1
2004-01-02,23.3553,23.1777,20.4631,23.0869,22.5186,UP,1
2004-01-05,23.8191,23.3553,20.4976,23.2705,22.5683,UP,1
2004-01-06,23.8783,23.6809,20.5245,23.4125,22.6147,UP,1
2004-01-07,24.2729,24.1545,20.5601,23.6691,22.6699,UP,1
2004-01-08,24.6282,24.2729,20.5959,23.9907,22.7256,DOWN,0
2004-01-09,24.5394,24.4209,20.6317,24.2276,22.7716,UP,1
2004-01-12,24.5492,24.4505,20.6677,24.3736,22.8132,DOWN,0
2004-01-13,24.3519,24.4802,20.7022,24.4683,22.8487,UP,1
2004-01-14,24.569,24.5492,20.741,24.5275,22.8933,DOWN,0
2004-01-15,24.49,24.5986,20.7791,24.4999,22.9308,UP,1
2004-01-16,24.5196,24.5986,20.813,24.4959,22.9723,DOWN,0
2004-01-20,24.1447,24.4703,20.8466,24.415,23.0009,UP,1
2004-01-21,24.2532,23.9868,20.8818,24.3953,23.0242,UP,1
2004-01-22,24.3716,24.2532,20.9162,24.3558,23.0498,DOWN,0
2004-01-23,23.7303,24.3716,20.9503,24.2039,23.0676,UP,1
2004-01-26,24.0756,23.602,20.9863,24.1151,23.0928,DOWN,0
2004-01-27,23.8388,24.1052,21.02,24.0539,23.109,DOWN,0
2004-01-28,23.3553,23.75,21.0487,23.8743,23.1159,UP,1
2004-01-29,24.1249,23.4836,21.0796,23.825,23.1432,DOWN,0
2004-01-30,23.6809,23.4046,21.1076,23.8151,23.1623,DOWN,0
2004-02-02,23.4836,23.4836,21.1363,23.6967,23.1876,DOWN,0
2004-02-03,22.9508,23.1185,21.1603,23.5191,23.1968,DOWN,0
2004-02-04,22.8817,22.7534,21.1837,23.4244,23.2069,UP,1
2004-02-05,22.8916,22.9902,21.205,23.1777,23.2191,UP,1
2004-02-06,23.0396,22.7929,21.2253,23.0494,23.2294,UP,1
2004-02-09,23.454,23.0396,21.2506,23.0435,23.2448,UP,1
2004-02-10,23.7599,23.5329,21.2798,23.2053,23.2645,UP,1
2004-02-11,27.2331,27.5488,21.3249,24.0756,23.3535,UP,1
2004-02-12,27.6277,27.5784,21.3726,25.0228,23.4488,DOWN,0
2004-02-13,26.5621,27.2331,21.4134,25.7273,23.5345,DOWN,0
2004-02-17,26.5424,27.0357,21.4537,26.345,23.6342,DOWN,0
2004-02-18,26.3549,26.4437,21.4923,26.864,23.7232,UP,1
2004-02-19,26.641,26.641,21.5343,26.7456,23.8283,DOWN,0
2004-02-20,26.197,26.6312,21.5742,26.4595,23.9227,UP,1
2004-02-23,26.3944,26.197,21.6156,26.4259,24.0105,DOWN,0
2004-02-24,25.6149,26.0391,21.654,26.2404,24.0805,UP,1
2004-02-25,25.9503,25.6543,21.6917,26.1595,24.1526,UP,1
2004-02-26,26.3746,26.197,21.7297,26.1062,24.2297,DOWN,0
2004-02-27,26.1773,26.5226,21.7693,26.1023,24.3027,UP,1
2004-03-01,26.5128,26.4437,21.8116,26.126,24.3801,DOWN,0
2004-03-02,26.4042,26.345,21.8525,26.2838,24.4555,DOWN,0
2004-03-03,26.2957,26.345,21.893,26.3529,24.5248,UP,1
2004-03-04,26.4437,26.3056,21.9373,26.3667,24.5952,DOWN,0
2004-03-05,26.1279,26.4042,21.9799,26.3569,24.655,DOWN,0
2004-03-08,25.8911,26.197,22.0211,26.2325,24.7099,DOWN,0
2004-03-09,25.8813,25.8911,22.0611,26.1279,24.7663,DOWN,0
2004-03-10,25.1116,25.8023,22.0967,25.8911,24.8105,DOWN,0
2004-03-11,24.6183,25.1116,22.1267,25.5261,24.8395,UP,1
2004-03-12,25.753,24.8452,22.1596,25.4511,24.8948,DOWN,0
2004-03-15,24.9932,25.0623,22.1894,25.2715,24.9342,UP,1
2004-03-16,25.1412,25.013,22.2182,25.1235,24.97,UP,1
2004-03-17,25.457,25.1215,22.2464,25.1926,25.0027,DOWN,0
2004-03-18,25.3879,25.5063,22.2759,25.3465,25.0329,DOWN,0
2004-03-19,25.0524,25.3978,22.2989,25.2064,25.0485,DOWN,0
2004-03-22,24.569,24.7663,22.3184,25.1215,25.0473,UP,1
2004-03-23,24.7663,24.7663,22.3373,25.0465,25.0518,DOWN,0
2004-03-24,24.4407,24.7663,22.3592,24.8433,25.0497,UP,1
2004-03-25,24.717,24.6479,22.3811,24.7091,25.057,UP,1
2004-03-26,24.7663,24.6676,22.4023,24.6518,25.0609,UP,1
2004-03-29,24.865,24.8156,22.424,24.711,25.0684,DOWN,0
2004-03-30,24.8452,24.8156,22.4478,24.7268,25.0749,DOWN,0
2004-03-31,24.6578,24.8946,22.4691,24.7702,25.0852,UP,1
2004-04-01,25.013,24.7663,22.4899,24.8294,25.1004,UP,1
2004-04-02,25.605,25.5359,22.5163,24.9972,25.1251,UP,1
2004-04-05,26.1477,25.4767,22.5479,25.2537,25.1734,UP,1
2004-04-06,26.2365,25.9503,22.5788,25.532,25.2166,DOWN,0
2004-04-07,25.6642,25.9898,22.6091,25.7333,25.2531,UP,1
2004-04-08,25.901,26.1378,22.6418,25.9109,25.304,DOWN,0
2004-04-12,25.3583,25.5063,22.6743,25.8615,25.3287,DOWN,0
2004-04-13,24.6676,25.309,22.7019,25.5655,25.3485,DOWN,0
2004-04-14,24.6676,24.569,22.7298,25.2518,25.3721,DOWN,0
2004-04-15,24.3716,24.8156,22.7543,24.9932,25.4005,UP,1
2004-04-16,24.569,24.3716,22.779,24.7268,25.4343,UP,1
2004-04-19,24.6282,24.2927,22.8024,24.5808,25.469,DOWN,0
2004-04-20,24.4703,24.7268,22.8257,24.5413,25.4976,UP,1
2004-04-21,24.6676,24.3716,22.8475,24.5413,25.5219,DOWN,0
2004-04-22,24.5492,24.7663,22.8687,24.5768,25.5377,DOWN,0
2004-04-23,24.3223,24.5492,22.8871,24.5275,25.4795,DOWN,0
2004-04-26,24.0559,24.3913,22.9059,24.4131,25.408,DOWN,0
2004-04-27,23.8585,24.1743,22.9224,24.2907,25.354,DOWN,0
2004-04-28,23.6316,23.4342,22.9354,24.0835,25.2958,DOWN,0
2004-04-29,23.3849,23.8783,22.947,23.8506,25.2364,DOWN,0
2004-04-30,22.7238,23.3849,22.9568,23.5309,25.158,UP,1
2004-05-03,22.8225,22.8718,22.9682,23.2843,25.0905,DOWN,0
2004-05-04,22.7139,22.6449,22.9781,23.0553,25.0169,DOWN,0
2004-05-05,22.6942,22.6942,22.9909,22.8679,24.9585,DOWN,0
2004-05-06,22.4475,22.5067,23.0004,22.6804,24.8884,DOWN,0
2004-05-07,22.1515,22.2502,23.0095,22.5659,24.804,DOWN,0
2004-05-10,21.8062,21.816,23.0156,22.3627,24.7166,UP,1
2004-05-11,22.6745,22.2995,23.024,22.3548,24.6398,UP,1
2004-05-12,22.6942,22.6843,23.0293,22.3548,24.5656,UP,1
2004-05-13,22.9902,23.0692,23.0355,22.4633,24.4995,DOWN,0
2004-05-14,22.931,23.0396,23.0432,22.6192,24.4292,DOWN,0
2004-05-17,22.5955,22.6449,23.048,22.7771,24.3586,DOWN,0
2004-05-18,22.5363,22.783,23.0496,22.7495,24.2915,UP,1
2004-05-19,22.6942,22.7732,23.054,22.7495,24.2278,UP,1
2004-05-20,22.7436,22.6054,23.0614,22.7001,24.1804,DOWN,0
2004-05-21,22.3785,22.8916,23.0676,22.5896,24.1356,UP,1
2004-05-24,22.8916,22.5955,23.0753,22.6488,24.0784,UP,1
2004-05-25,23.4342,22.8916,23.0847,22.8284,24.0472,DOWN,0
2004-05-26,23.3454,23.3454,23.0926,22.9587,24.0113,UP,1
2004-05-27,23.3948,23.5329,23.0989,23.0889,23.97,DOWN,0
2004-05-28,23.158,23.4836,23.1036,23.2448,23.9254,UP,1
2004-06-01,23.523,23.4836,23.11,23.3711,23.8948,UP,1
2004-06-02,24.0953,23.6316,23.1197,23.5033,23.8854,DOWN,0
2004-06-03,23.6513,23.9276,23.1274,23.5645,23.8631,UP,1
2004-06-04,23.7401,23.8289,23.1365,23.6336,23.8491,UP,1
2004-06-07,24.0756,23.9276,23.1484,23.8171,23.8362,UP,1
2004-06-08,24.2729,24.1249,23.1632,23.9671,23.8264,DOWN,0
2004-06-09,24.2532,24.2729,23.1788,23.9986,23.8141,UP,1
2004-06-10,24.3913,24.194,23.196,24.1466,23.805,DOWN,0
2004-06-14,24.3913,24.2236,23.215,24.2769,23.7997,DOWN,0
2004-06-15,24.3716,24.3913,23.2347,24.3361,23.7869,UP,1
2004-06-16,24.5394,24.3223,23.2572,24.3894,23.7656,DOWN,0
2004-06-17,24.5295,24.4407,23.2787,24.4446,23.7332,UP,1
2004-06-18,24.6874,24.5394,23.2988,24.5038,23.7022,DOWN,0
2004-06-21,24.6183,24.569,23.3167,24.5492,23.6813,DOWN,0
2004-06-22,24.5887,24.4407,23.3338,24.5926,23.6551,DOWN,0
2004-06-23,24.3223,24.4802,23.3509,24.5492,23.6343,UP,1
2004-06-24,25.0031,24.3716,23.3705,24.6439,23.6411,DOWN,0
2004-06-25,24.8452,24.865,23.3902,24.6755,23.6446,UP,1
2004-06-28,24.9044,24.8551,23.4131,24.7327,23.6553,UP,1
2004-06-29,25.1511,24.9143,23.4369,24.8452,23.6669,DOWN,0
2004-06-30,25.1511,25.161,23.4628,25.011,23.6774,DOWN,0
2004-07-01,24.9439,25.0031,23.4883,24.9992,23.6868,DOWN,0
2004-07-02,24.934,25.013,23.5121,25.0169,23.6922,DOWN,0
2004-07-06,24.3716,24.934,23.534,24.9104,23.6886,UP,1
2004-07-07,24.4012,24.4209,23.5551,24.7604,23.6902,DOWN,0
2004-07-08,24.0263,24.3223,23.5742,24.5354,23.6896,UP,1
2004-07-09,24.2729,24.2729,23.5969,24.4012,23.6979,DOWN,0
2004-07-12,24.0263,24.2433,23.6173,24.2197,23.7058,DOWN,0
2004-07-13,23.9079,23.8289,23.6391,24.1269,23.7162,DOWN,0
2004-07-14,23.8684,23.75,23.6583,24.0203,23.7391,DOWN,0
2004-07-15,23.5526,23.8289,23.677,23.9256,23.7537,DOWN,0
2004-07-16,23.1382,23.7697,23.6926,23.6987,23.7622,UP,1
2004-07-19,23.1777,23.0889,23.709,23.529,23.7719,UP,1
2004-07-20,23.5822,23.1185,23.7241,23.4638,23.7946,DOWN,0
2004-07-21,23.3257,23.5822,23.7375,23.3553,23.8181,DOWN,0
2004-07-22,23.0001,22.8422,23.7475,23.2448,23.842,DOWN,0
2004-07-23,22.6547,22.9705,23.7562,23.1481,23.8416,DOWN,0
2004-07-26,22.5462,22.6449,23.7626,23.0218,23.8386,UP,1
2004-07-27,22.6449,22.6449,23.7699,22.8343,23.8317,DOWN,0
2004-07-28,22.5363,22.5955,23.7747,22.6765,23.8238,UP,1
2004-07-29,22.6942,22.5955,23.7813,22.6153,23.8258,UP,1
2004-07-30,22.783,22.5955,23.7891,22.6409,23.8307,UP,1
2004-08-02,22.7929,22.7929,23.7948,22.6903,23.8327,DOWN,0
2004-08-03,22.4673,22.7139,23.7998,22.6547,23.8271,DOWN,0
2004-08-04,22.191,22.2995,23.8027,22.5857,23.8234,DOWN,0
2004-08-05,21.9838,22.3489,23.8062,22.4436,23.8052,DOWN,0
2004-08-06,21.6976,21.7371,23.8084,22.2265,23.7705,DOWN,0
2004-08-09,21.6483,21.6976,23.8091,21.9976,23.7366,UP,1
2004-08-10,22.1417,21.6878,23.8131,21.9325,23.7115,DOWN,0
2004-08-11,21.4904,21.9246,23.8128,21.7924,23.6782,DOWN,0
2004-08-12,20.928,21.2142,23.8099,21.5812,23.6263,DOWN,0
2004-08-13,20.6123,20.8688,23.8037,21.3641,23.5566,UP,1
2004-08-16,21.2635,20.7208,23.7988,21.2872,23.5088,UP,1
2004-08-17,21.6878,21.2635,23.7949,21.1964,23.4678,UP,1
2004-08-18,21.9641,21.6582,23.7919,21.2911,23.4256,UP,1
2004-08-19,22.1022,21.9049,23.7907,21.526,23.3821,UP,1
2004-08-20,22.1417,21.9542,23.7883,21.8318,23.3399,DOWN,0
2004-08-23,21.8752,22.0529,23.7855,21.9542,23.2896,UP,1
2004-08-24,22.0134,22.1022,23.782,22.0193,23.242,UP,1
2004-08-25,22.2009,21.9147,23.7775,22.0667,23.1986,UP,1
2004-08-26,22.3785,22.2699,23.774,22.1219,23.1554,DOWN,0
2004-08-27,22.3587,22.2995,23.7715,22.1653,23.112,DOWN,0
2004-08-30,22.1022,22.2009,23.768,22.2107,23.0603,UP,1
2004-08-31,22.1515,22.2305,23.7636,22.2384,23.0109,UP,1
2004-09-01,22.1811,22.1614,23.7595,22.2344,22.9628,UP,1
2004-09-02,22.2107,22.0529,23.7567,22.2009,22.9206,DOWN,0
2004-09-03,22.0726,22.2009,23.7534,22.1436,22.862,UP,1
2004-09-07,22.3883,22.0627,23.7543,22.2009,22.8128,UP,1
