ticker,ASMLF US Equity,ASMLF US Equity,ASMLF US Equity,ASMLF US Equity,ASMLF US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2004-10-12,12.6711,12.6711,13.2648,15.1024,17.1057,UP,1
2004-10-13,13.1947,13.1947,13.1844,15.0269,17.0972,DOWN,0
2004-10-14,12.9254,12.9254,13.0249,14.9471,17.0884,UP,1
2004-10-15,13.1506,13.1506,12.9994,14.8752,17.0761,DOWN,0
2004-10-18,12.9865,12.9865,12.9857,14.8078,17.0618,UP,1
2004-10-19,13.2362,13.2362,13.0987,14.7575,17.0489,UP,1
2004-10-21,13.7016,13.7016,13.2001,14.7138,17.0397,UP,1
2004-10-22,13.8112,13.8112,13.3772,14.6647,17.0334,UP,1
2004-10-25,13.8989,13.8989,13.5269,14.6238,17.0282,DOWN,0
2004-10-26,13.6234,13.6234,13.6543,14.5696,17.0171,UP,1
2004-10-27,13.7,13.7,13.747,14.5321,17.0046,UP,1
2004-10-28,14.3227,14.3227,13.8712,14.499,16.9989,DOWN,0
2004-10-29,14.2384,14.2384,13.9567,14.4835,16.9955,UP,1
2004-11-01,14.2441,14.2441,14.0257,14.4537,16.993,DOWN,0
2004-11-02,14.1308,14.1308,14.1272,14.4334,16.989,UP,1
2004-11-03,14.1958,14.1958,14.2264,14.4029,16.9875,UP,1
2004-11-04,14.306,14.306,14.223,14.3813,16.9822,UP,1
2004-11-05,15.0801,15.0801,14.3914,14.3767,16.9818,UP,1
2004-11-08,15.3264,15.3264,14.6078,14.3724,16.9839,UP,1
2004-11-09,15.4529,15.4529,14.8722,14.3586,16.9904,DOWN,0
2004-11-10,15.1651,15.1651,15.0661,14.318,16.9939,UP,1
2004-11-11,15.1791,15.1791,15.2407,14.2723,16.9987,UP,1
2004-11-12,15.5914,15.5914,15.343,14.2413,17.0071,UP,1
2004-11-15,15.685,15.685,15.4147,14.215,17.0189,DOWN,0
2004-11-16,15.4667,15.4667,15.4175,14.1847,17.0317,UP,1
2004-11-17,16.0074,16.0074,15.5859,14.1618,17.0463,DOWN,0
2004-11-18,15.8816,15.8816,15.7264,14.1656,17.0597,DOWN,0
2004-11-19,15.5447,15.5447,15.7171,14.152,17.0691,DOWN,0
2004-11-22,15.3902,15.3902,15.6581,14.1494,17.0732,UP,1
2004-11-29,15.6822,15.6822,15.7012,14.1433,17.0776,DOWN,0
2004-11-30,15.2865,15.2865,15.557,14.1227,17.0786,UP,1
2004-12-01,15.4987,15.4987,15.4805,14.1148,17.0793,UP,1
2004-12-02,15.9536,15.9536,15.5622,14.1439,17.0851,UP,1
2004-12-03,16.4712,16.4712,15.7784,14.1849,17.0913,UP,1
2004-12-06,16.5623,16.5623,15.9545,14.244,17.0943,UP,1
2004-12-07,16.7872,16.7872,16.2546,14.3153,17.1002,DOWN,0
2004-12-08,16.142,16.142,16.3833,14.368,17.1022,DOWN,0
2004-12-09,15.5983,15.5983,16.3122,14.4265,17.1019,UP,1
2004-12-14,15.9377,15.9377,16.2055,14.4815,17.1015,UP,1
2004-12-15,16.15,16.15,16.123,14.5429,17.1028,DOWN,0
2004-12-16,16.0157,16.0157,15.9687,14.6062,17.1055,DOWN,0
2004-12-17,15.7895,15.7895,15.8982,14.666,17.1065,DOWN,0
2004-12-20,15.399,15.399,15.8584,14.7185,17.1058,UP,1
2004-12-21,15.46,15.46,15.7628,14.7596,17.099,UP,1
2004-12-22,15.64,15.64,15.6608,14.7959,17.0913,UP,1
2005-01-04,15.6849,15.6849,15.5947,14.8364,17.0834,DOWN,0
2005-01-05,15.0762,15.0762,15.452,14.866,17.0724,DOWN,0
2005-01-06,14.9296,14.9296,15.3581,14.8901,17.0553,DOWN,0
2005-01-07,14.8646,14.8646,15.2391,14.9218,17.0394,UP,1
2005-01-12,15.0041,15.0041,15.1119,14.9608,17.0255,UP,1
2005-01-18,15.35,15.35,15.0449,15.0144,17.009,DOWN,0
2005-01-24,14.9491,14.9491,15.0195,15.0495,16.9922,UP,1
2005-01-26,15.0,15.0,15.0336,15.091,16.9792,UP,1
2005-01-31,16.3185,16.3185,15.3244,15.1543,16.9691,UP,1
2005-02-01,16.5257,16.5257,15.6287,15.2251,16.9594,UP,1
2005-02-02,16.6527,16.6527,15.8892,15.2935,16.9523,DOWN,0
2005-02-03,16.1671,16.1671,16.1328,15.3428,16.9469,UP,1
2005-02-04,16.6048,16.6048,16.4538,15.3986,16.9423,UP,1
2005-02-07,16.7845,16.7845,16.547,15.4564,16.9387,UP,1
2005-02-08,16.7925,16.7925,16.6003,15.5197,16.9346,DOWN,0
2005-02-09,16.6638,16.6638,16.6026,15.579,16.9298,UP,1
2005-02-16,17.5476,17.5476,16.8787,15.6435,16.9247,DOWN,0
2005-03-16,16.9919,16.9919,16.9561,15.6986,16.9138,DOWN,0
2005-04-05,16.1148,16.1148,16.8221,15.736,16.9017,DOWN,0
2005-04-06,16.1097,16.1097,16.6856,15.7756,16.8853,DOWN,0
2005-04-07,16.1,16.1,16.5728,15.8137,16.8687,UP,1
2005-04-08,16.4269,16.4269,16.3487,15.8561,16.8511,DOWN,0
2005-04-11,16.3378,16.3378,16.2178,15.8812,16.8322,DOWN,0
2005-04-12,15.9,15.9,16.1749,15.8927,16.8161,DOWN,0
2005-04-13,15.3426,15.3426,16.0215,15.8905,16.7982,DOWN,0
2005-04-14,15.0,15.0,15.8015,15.8872,16.7779,UP,1
2005-04-20,15.2,15.2,15.5561,15.8876,16.7637,UP,1
2005-04-21,15.4956,15.4956,15.3877,15.8857,16.7486,DOWN,0
2005-04-26,15.2897,15.2897,15.2656,15.8778,16.7278,DOWN,0
2005-04-27,14.8985,14.8985,15.1768,15.8664,16.7101,DOWN,0
2005-04-28,14.6182,14.6182,15.1004,15.8386,16.6927,UP,1
2005-07-13,16.5249,16.5249,15.3654,15.8515,16.681,UP,1
2005-07-28,17.65,17.65,15.7963,15.8936,16.6743,DOWN,0
2005-08-10,17.6,17.6,16.2583,15.9378,16.6623,DOWN,0
2005-08-23,17.1,17.1,16.6986,15.9662,16.6487,DOWN,0
2005-08-30,16.6687,16.6687,17.1087,15.9938,16.6293,DOWN,0
2005-08-31,16.5574,16.5574,17.1152,16.015,16.6091,UP,1
2005-09-07,16.8958,16.8958,16.9644,16.0338,16.5899,UP,1
2005-09-13,17.45,17.45,16.9344,16.0534,16.5729,DOWN,0
2005-09-22,16.1185,16.1185,16.7381,16.0445,16.5463,UP,1
2005-09-23,16.15,16.15,16.6343,16.0318,16.5158,UP,1
2005-09-30,16.35,16.35,16.5929,16.0359,16.4885,UP,1
2005-10-13,16.6161,16.6161,16.5369,16.0563,16.4621,UP,1
2005-10-18,16.8135,16.8135,16.4096,16.0738,16.4394,DOWN,0
2005-10-19,16.695,16.695,16.5249,16.0847,16.4156,UP,1
2005-10-20,16.8361,16.8361,16.6622,16.1011,16.394,UP,1
2005-10-21,17.0826,17.0826,16.8087,16.127,16.3751,DOWN,0
2005-10-27,14.0,14.0,16.2855,16.099,16.3439,UP,1
2005-10-31,16.9,16.9,16.3028,16.1278,16.3285,UP,1
2005-11-03,18.1,18.1,16.5838,16.177,16.3168,UP,1
2005-11-18,18.35,18.35,16.8865,16.2303,16.3113,UP,1
2005-11-23,19.5,19.5,17.37,16.3188,16.3129,UP,1
2005-12-02,19.65,19.65,18.5,16.4132,16.3153,UP,1
2005-12-09,19.75,19.75,19.07,16.5109,16.3206,UP,1
2006-01-03,20.23,20.23,19.496,16.6154,16.3273,UP,1
2006-01-23,21.0,21.0,20.026,16.7284,16.3343,UP,1
2006-01-26,22.85,22.85,20.696,16.8864,16.349,DOWN,0
2006-02-06,22.0,22.0,21.166,17.0264,16.3605,DOWN,0
2006-04-03,20.0,20.0,21.216,17.1001,16.3622,UP,1
2006-05-02,21.4,21.4,21.45,17.1975,16.3698,DOWN,0
2006-05-15,19.8,19.8,21.21,17.2605,16.3708,DOWN,0
2006-05-17,18.8,18.8,20.4,17.3132,16.3611,DOWN,0
2006-05-22,18.4,18.4,19.68,17.3491,16.3492,UP,1
2006-05-25,20.0,20.0,19.68,17.4134,16.3439,DOWN,0
2006-06-22,19.85,19.85,19.37,17.4745,16.344,DOWN,0
2006-07-26,18.7,18.7,19.15,17.5152,16.3411,UP,1
2006-08-04,19.87,19.87,19.364,17.5617,16.3475,DOWN,0
2006-08-07,19.35,19.35,19.554,17.6088,16.3496,UP,1
2006-08-16,20.6,20.6,19.674,17.6986,16.3588,UP,1
2006-10-06,23.25,23.25,20.354,17.8414,16.3827,DOWN,0
2006-10-24,22.3,22.3,21.074,17.9654,16.4019,UP,1
2006-11-06,23.25,23.25,21.75,18.1018,16.4241,UP,1
2006-11-21,25.4,25.4,22.96,18.2831,16.4582,DOWN,0
2006-11-24,25.25,25.25,23.89,18.4701,16.49,DOWN,0
2006-11-27,24.45,24.45,24.13,18.6522,16.518,UP,1
2006-11-28,24.85,24.85,24.64,18.8492,16.5457,DOWN,0
2007-01-09,24.6,24.6,24.91,19.0372,16.5765,UP,1
2007-01-17,26.0,26.0,25.03,19.2473,16.6144,DOWN,0
2007-01-24,25.15,25.15,25.01,19.4445,16.6524,DOWN,0
2007-02-28,24.593,24.593,25.0386,19.6384,16.6857,DOWN,0
2007-03-02,23.35,23.35,24.7386,19.813,16.7172,UP,1
2007-03-23,24.28,24.28,24.6746,19.9681,16.7514,UP,1
2007-03-29,24.85,24.85,24.4446,20.1121,16.7859,UP,1
2007-04-04,25.0,25.0,24.4146,20.2601,16.8237,UP,1
2007-04-10,25.7,25.7,24.636,20.4321,16.8659,UP,1
2007-04-30,27.2,27.2,25.406,20.6428,16.9198,DOWN,0
2007-06-07,25.2573,25.2573,25.6015,20.8168,16.9621,UP,1
2007-07-26,30.35,30.35,26.7015,21.0858,17.029,DOWN,0
2007-08-14,28.5,28.5,27.4015,21.3068,17.0824,DOWN,0
2007-08-29,26.5,26.5,27.5615,21.5145,17.1249,UP,1
2007-09-11,30.55,30.55,28.2315,21.8025,17.1857,UP,1
2007-10-11,31.43,31.43,29.466,22.1041,17.2516,UP,1
2007-11-06,34.32,34.32,30.26,22.4582,17.3304,DOWN,0
2007-11-20,32.5,32.5,31.06,22.7719,17.3962,DOWN,0
2007-11-21,32.5,32.5,32.26,23.088,17.4631,DOWN,0
2007-12-27,31.5,31.5,32.45,23.3813,17.5275,DOWN,0
2008-01-31,26.1,26.1,31.384,23.5616,17.5653,UP,1
2008-02-04,26.8478,26.8478,29.8896,23.8186,17.6052,DOWN,0
2008-03-14,22.8025,22.8025,27.9501,23.9366,17.624,UP,1
2008-05-06,29.3475,29.3475,27.3196,24.1616,17.6791,DOWN,0
2008-05-13,29.095,29.095,26.8386,24.3765,17.737,UP,1
2008-05-19,30.3005,30.3005,27.6787,24.5925,17.8013,DOWN,0
2008-06-04,29.6452,29.6452,28.2381,24.7924,17.8609,DOWN,0
2008-07-16,21.65,21.65,28.0076,24.8304,17.8805,DOWN,0
2008-09-29,17.45,17.45,25.6281,24.7748,17.8831,UP,1
2008-09-30,17.8,17.8,23.3691,24.7108,17.889,UP,1
2008-10-01,17.9,17.9,20.889,24.6118,17.8937,DOWN,0
2008-10-02,17.45,17.45,18.45,24.5208,17.8963,UP,1
2008-10-03,17.7,17.7,17.66,24.4748,17.9011,DOWN,0
2008-10-06,16.0,16.0,17.37,24.3668,17.8993,UP,1
2008-10-07,16.5,16.5,17.11,24.3008,17.9031,DOWN,0
2008-10-09,16.15,16.15,16.76,24.2478,17.9044,DOWN,0
2008-10-10,15.0,15.0,16.27,24.1798,17.898,UP,1
2008-10-21,16.1,16.1,15.95,24.1018,17.8988,UP,1
2008-11-03,17.54,17.54,16.258,24.0556,17.9049,DOWN,0
2008-11-10,16.75,16.75,16.308,24.0166,17.9107,DOWN,0
2008-11-11,16.0,15.77,16.278,23.9392,17.9109,DOWN,0
2008-11-12,14.75,15.1,16.228,23.8472,17.9095,UP,1
2008-11-13,15.8,14.75,16.168,23.7512,17.9099,DOWN,0
2008-11-18,14.55,14.55,15.57,23.5772,17.9069,DOWN,0
2008-11-19,14.15,14.15,15.05,23.4142,17.899,DOWN,0
2008-11-20,13.75,13.0,14.6,23.2242,17.8908,DOWN,0
2008-11-21,13.57,13.57,14.364,22.9876,17.8821,UP,1
2008-11-25,14.65,14.65,14.134,22.7756,17.8777,UP,1
2008-11-26,15.15,15.15,14.254,22.5896,17.8727,DOWN,0
2008-12-03,14.03,13.9,14.23,22.3732,17.8569,DOWN,0
2008-12-04,13.91,14.45,14.262,22.1594,17.8391,UP,1
2008-12-05,14.15,14.14,14.378,21.9224,17.8242,UP,1
2008-12-08,14.31,14.31,14.31,21.7056,17.8107,UP,1
2008-12-12,15.5,15.5,14.38,21.5237,17.8033,UP,1
2008-12-16,16.85,16.85,14.944,21.3937,17.8018,UP,1
2008-12-17,17.1,17.1,15.582,21.2501,17.8088,UP,1
2008-12-22,17.5,17.5,16.252,21.1031,17.8152,UP,1
2008-12-31,17.7,17.7,16.93,20.9571,17.8261,DOWN,0
2009-01-07,17.7,17.7,17.37,20.7971,17.8347,DOWN,0
2009-01-12,16.1,16.45,17.22,20.5751,17.8336,UP,1
2009-01-13,16.75,16.75,17.15,20.405,17.8379,DOWN,0
2009-01-14,15.585,15.58,16.767,20.1097,17.8433,UP,1
2009-01-20,16.02,16.15,16.431,19.8601,17.8513,UP,1
2009-01-28,17.75,17.75,16.441,19.6851,17.872,DOWN,0
2009-01-29,16.9,16.9,16.601,19.4121,17.8904,UP,1
2009-02-04,17.2,17.35,16.691,19.1275,17.9089,UP,1
2009-02-10,17.25,17.535,17.024,18.7861,17.9318,DOWN,0
2009-02-11,17.2,17.2,17.26,18.4801,17.9518,DOWN,0
2009-02-12,16.8,16.8,17.07,18.1661,17.9704,UP,1
2009-02-13,17.8,18.1,17.25,17.8921,17.9952,DOWN,0
2009-02-17,16.7,16.7,17.15,17.7041,18.0147,DOWN,0
2009-02-18,16.4,16.4,16.98,17.4951,18.0328,DOWN,0
2009-02-19,16.3,16.3,16.8,17.3651,18.0473,DOWN,0
2009-02-23,14.96,15.25,16.432,17.0773,18.0529,UP,1
2009-02-26,15.7,15.7,16.012,16.8094,18.0631,DOWN,0
2009-02-27,15.25,15.25,15.722,16.5084,18.0714,DOWN,0
2009-03-02,14.45,14.7,15.332,16.2045,18.075,DOWN,0
2009-03-03,14.1,14.1,14.892,16.0535,18.0792,UP,1
2009-03-04,15.15,15.0,14.93,16.0075,18.0896,DOWN,0
2009-03-06,14.15,14.15,14.62,15.9345,18.097,UP,1
2009-03-09,14.35,14.35,14.44,15.8635,18.1028,UP,1
2009-03-10,15.65,15.65,14.68,15.8275,18.1164,UP,1
2009-03-11,16.9,16.9,15.24,15.8115,18.1352,DOWN,0
2009-03-12,16.05,16.05,15.42,15.8125,18.1505,UP,1
2009-03-13,16.2885,16.2885,15.8477,15.8083,18.1657,UP,1
2009-03-17,16.8,16.7,16.3377,15.8213,18.1812,UP,1
2009-03-18,17.71,17.715,16.7497,15.8755,18.2007,UP,1
2009-03-19,17.75,17.75,16.9197,15.9085,18.22,DOWN,0
2009-03-23,17.65,17.65,17.2397,15.9107,18.2401,DOWN,0
2009-03-24,17.15,17.4575,17.412,15.9187,18.2574,UP,1
2009-03-25,17.5,17.5,17.552,15.9487,18.2733,UP,1
2009-04-01,17.75,17.77,17.56,16.0087,18.2908,UP,1
2009-04-02,18.75,18.75,17.76,16.0677,18.3133,DOWN,0
2009-04-03,18.6,18.6,17.95,16.1487,18.3357,UP,1
2009-04-06,18.95,18.95,18.31,16.2447,18.3595,DOWN,0
2009-04-07,18.45,18.36,18.5,16.3387,18.3802,DOWN,0
2009-04-08,18.25,18.0,18.6,16.4323,18.396,UP,1
2009-04-14,19.295,19.3,18.709,16.5252,18.4159,DOWN,0
2009-04-16,19.15,19.15,18.819,16.6052,18.4344,UP,1
2009-04-17,20.4899,20.4899,19.127,16.7344,18.461,DOWN,0
2009-04-21,19.25,19.222,19.287,16.8412,18.4813,UP,1
2009-04-24,20.25,20.25,19.687,16.9632,18.5046,DOWN,0
2009-04-27,19.4,19.4,19.708,17.065,18.5232,DOWN,0
2009-04-28,19.3,19.3,19.738,17.141,18.5424,UP,1
2009-04-30,20.75,20.7,19.79,17.219,18.5661,DOWN,0
2009-05-01,20.75,21.4,20.09,17.292,18.5904,UP,1
2009-05-04,21.6,21.6,20.36,17.374,18.6207,DOWN,0
2009-05-05,21.2,21.2,20.72,17.444,18.6498,DOWN,0
2009-05-07,20.79,20.79,21.018,17.5058,18.6753,DOWN,0
2009-05-08,19.45,19.45,20.758,17.5728,18.6961,DOWN,0
2009-05-11,19.1,19.1,20.428,17.6198,18.7141,DOWN,0
2009-05-13,18.51,18.51,19.81,17.6783,18.7269,UP,1
2009-05-14,18.9,18.9,19.35,17.7359,18.739,UP,1
2009-05-19,20.25,20.25,19.242,17.7859,18.7575,UP,1
2009-05-26,20.55,20.55,19.462,17.8589,18.7763,DOWN,0
2009-05-28,20.0471,19.8,19.6514,17.9158,18.7958,UP,1
2009-06-04,20.85,20.85,20.1194,17.9878,18.8221,DOWN,0
2009-06-15,20.46,20.46,20.4314,18.053,18.8447,UP,1
2009-06-16,20.7364,20.7364,20.5287,18.1317,18.8676,DOWN,0
2009-06-17,20.55,20.5,20.5287,18.1867,18.8903,DOWN,0
2009-06-18,20.4,20.4,20.5993,18.2607,18.9133,UP,1
2009-06-24,20.45,20.45,20.5193,18.3417,18.9386,UP,1
2009-06-26,21.35,21.35,20.6973,18.4427,18.9681,UP,1
2009-06-29,21.43,21.43,20.836,18.5721,18.997,UP,1
2009-07-01,22.4,22.4,21.206,18.7061,19.0306,DOWN,0
2009-07-09,21.4,21.4,21.406,18.8291,19.0622,DOWN,0
2009-07-10,20.85,20.9836,21.486,18.9571,19.0918,UP,1
2009-07-13,21.85,21.3,21.586,19.1121,19.1267,UP,1
2009-07-15,23.365,22.0,21.973,19.2764,19.1685,DOWN,0
2009-07-16,23.25,23.25,22.143,19.4584,19.208,UP,1
2009-07-22,24.3,24.3,22.723,19.6574,19.2548,DOWN,0
2009-07-29,24.2,24.2,23.393,19.8284,19.3008,UP,1
2009-07-31,26.065,26.065,24.236,20.0117,19.3495,UP,1
2009-08-04,26.31,26.31,24.825,20.2169,19.3984,DOWN,0
2009-08-06,25.1,25.1,25.195,20.3932,19.4407,UP,1
2009-08-07,25.2,25.2,25.375,20.5612,19.4858,UP,1
2009-08-12,25.75,25.75,25.685,20.722,19.5316,UP,1
2009-08-13,26.1,26.1,25.692,20.889,19.5781,DOWN,0
2009-08-17,24.5,24.5,25.33,21.026,19.6167,UP,1
2009-08-18,25.65,25.65,25.44,21.196,19.6616,UP,1
2009-08-24,27.1,27.1,25.82,21.388,19.7094,DOWN,0
2009-09-03,26.9,26.9,26.05,21.571,19.7589,UP,1
2009-09-04,27.42,27.1,26.314,21.7444,19.8154,UP,1
2009-09-08,28.45,28.0,27.104,21.9414,19.8771,UP,1
2009-09-09,28.9,28.85,27.754,22.1404,19.9411,UP,1
2009-09-11,29.35,29.85,28.204,22.3584,20.0058,UP,1
2009-09-15,29.8,29.945,28.784,22.5894,20.0731,UP,1
2009-09-16,29.95,29.95,29.29,22.8025,20.1433,DOWN,0
2009-09-18,29.2,29.15,29.44,23.0035,20.2126,DOWN,0
2009-09-21,29.0,29.05,29.46,23.1737,20.2826,UP,1
2009-09-22,29.9,29.9,29.57,23.3867,20.3561,UP,1
2009-09-23,30.005,30.01,29.611,23.5818,20.4287,DOWN,0
2009-09-30,29.3,29.3,29.481,23.7798,20.4987,UP,1
2009-10-07,29.4,29.4,29.521,23.9818,20.5712,UP,1
2009-10-14,31.1,31.1,29.941,24.1888,20.6536,DOWN,0
2009-10-16,29.51,29.51,29.863,24.364,20.7185,UP,1
2009-10-19,29.97,29.97,29.856,24.5314,20.7801,DOWN,0
2009-10-20,29.465,29.47,29.889,24.6967,20.8395,UP,1
2009-10-23,29.8,29.8,29.969,24.8769,20.903,UP,1
2009-10-26,30.21,30.21,29.791,25.0921,20.9707,DOWN,0
2009-10-30,27.07,27.07,29.303,25.2515,21.0232,UP,1
2009-11-10,29.0325,29.0325,29.1155,25.4619,21.0839,UP,1
2009-11-12,29.52,29.52,29.1265,25.6743,21.1443,UP,1
2009-11-16,31.35,31.35,29.4365,25.8963,21.2204,UP,1
2009-11-25,31.36,31.36,29.6665,26.1125,21.2965,UP,1
2010-01-05,34.9177,34.9177,31.236,26.4099,21.3893,DOWN,0
2010-01-07,34.29,34.29,32.2875,26.6787,21.4777,DOWN,0
2010-01-12,32.85,33.03,32.9535,26.9265,21.5579,UP,1
2010-01-13,33.55,33.55,33.3935,27.1828,21.6421,DOWN,0
2010-01-22,31.77,31.77,33.4755,27.4072,21.7168,UP,1
2010-02-02,32.6091,32.6091,33.0138,27.6514,21.7945,UP,1
2010-02-03,32.65,32.65,32.6858,27.8954,21.8877,DOWN,0
2010-02-05,30.38,30.4,32.1918,28.076,21.9551,UP,1
2010-02-08,30.45,30.45,31.5718,28.2564,22.0169,UP,1
2010-02-17,31.85,32.05,31.5878,28.4454,22.0844,DOWN,0
2010-02-19,31.79,31.79,31.424,28.6532,22.1458,UP,1
2010-02-22,32.0,32.0,31.294,28.8762,22.2076,DOWN,0
2010-02-24,30.9,30.9,31.398,29.0572,22.2633,UP,1
2010-03-02,33.05,32.3,31.918,29.2509,22.3274,UP,1
2010-03-03,33.1,33.1,32.168,29.4479,22.3879,UP,1
2010-03-08,34.1,34.1,32.63,29.6439,22.4442,UP,1
2010-03-12,34.29,34.29,33.088,29.8457,22.5056,UP,1
2010-03-17,34.4,34.4,33.788,30.0124,22.5776,DOWN,0
2010-03-18,33.92,33.92,33.962,30.1646,22.6402,UP,1
2010-03-23,35.0,35.0,34.342,30.3626,22.7162,DOWN,0
2010-03-30,34.89,34.89,34.5,30.5564,22.7967,UP,1
2010-04-12,36.3,36.3,34.902,30.7674,22.8862,DOWN,0
2010-04-13,35.72,35.72,35.166,30.9598,22.9648,DOWN,0
2010-04-20,35.3,35.3,35.442,31.1758,23.042,DOWN,0
2010-05-05,31.65,31.65,34.772,31.2958,23.1068,DOWN,0
2010-05-19,28.88,28.88,33.57,31.3314,23.1518,DOWN,0
2010-06-08,27.43,27.43,31.796,31.342,23.1922,UP,1
2010-06-10,29.12,29.05,30.476,31.376,23.2348,UP,1
2010-06-15,30.7312,30.7312,29.5622,31.4216,23.2722,UP,1
2010-06-18,31.0,31.0,29.4322,31.4636,23.3157,DOWN,0
2010-06-24,29.3,29.3,29.5162,31.4626,23.346,DOWN,0
2010-07-01,27.61,27.61,29.5522,31.4188,23.357,UP,1
2010-07-07,29.3663,29.3663,29.6015,31.4071,23.3776,UP,1
2010-07-13,31.0175,31.0175,29.6588,31.4435,23.4104,UP,1
2010-07-14,32.26,31.83,29.9108,31.5087,23.4475,DOWN,0
2010-07-16,31.135,31.1325,30.2778,31.5334,23.4802,DOWN,0
2010-07-19,30.99,30.9875,30.9538,31.5531,23.5051,DOWN,0
2010-07-20,30.65,30.65,31.2105,31.5801,23.5326,UP,1
2010-07-26,31.75,31.75,31.357,31.6271,23.5684,UP,1
2010-07-28,31.95,31.95,31.295,31.6441,23.6114,UP,1
2010-07-29,32.65,32.65,31.598,31.7069,23.6532,UP,1
2010-08-04,33.05,33.05,32.01,31.7685,23.6942,DOWN,0
2010-09-07,26.065,26.062,31.093,31.7005,23.6996,UP,1
2010-09-13,27.35,26.6,30.213,31.6515,23.7078,UP,1
2010-09-17,28.4,28.4,29.503,31.6153,23.7138,UP,1
2010-09-20,28.8,28.84,28.733,31.6499,23.7315,UP,1
2010-09-21,29.426,29.426,28.0082,31.6578,23.7269,UP,1
2010-09-28,29.7,29.7,28.7352,31.6614,23.7329,UP,1
2010-10-01,29.95,29.75,29.2552,31.6334,23.7502,UP,1
2010-10-05,30.33,30.33,29.6412,31.6128,23.7491,UP,1
2010-10-13,32.1161,32.3,30.3044,31.5567,23.7525,UP,1
2010-10-14,32.34,32.34,30.8872,31.5177,23.7426,UP,1
2010-10-15,32.83,32.83,31.5132,31.5173,23.7442,DOWN,0
2010-10-21,32.085,32.085,31.9402,31.488,23.7422,UP,1
2010-10-25,33.0,33.0,32.4742,31.5126,23.7497,DOWN,0
2010-10-26,32.75,32.75,32.601,31.5154,23.7829,UP,1
2010-10-27,33.25,33.25,32.783,31.5274,23.8149,UP,1
2010-11-03,33.85,33.85,32.987,31.5968,23.8702,UP,1
2010-11-04,34.535,34.37,33.477,31.6785,23.8961,DOWN,0
2010-11-10,33.2,33.2,33.517,31.7055,23.9166,DOWN,0
2010-11-16,32.3,32.3,33.427,31.7157,23.9266,UP,1
2010-11-18,32.75,32.75,33.327,31.7307,23.9421,UP,1
2010-11-19,34.25,34.0,33.407,31.7977,24.0051,UP,1
2010-11-22,34.9,34.48,33.48,31.8347,24.0924,DOWN,0
2010-11-23,33.8,34.12,33.6,31.8487,24.1724,UP,1
2010-11-24,34.17,34.17,33.974,31.8501,24.2537,DOWN,0
2010-11-29,33.2,32.8,34.064,31.8283,24.3325,DOWN,0
2010-11-30,32.75,32.75,33.764,31.7953,24.4077,UP,1
2010-12-02,34.62,34.62,33.708,31.8093,24.5008,UP,1
2010-12-03,35.2,35.2,33.988,31.8133,24.5943,UP,1
2010-12-10,37.3733,37.3733,34.6287,31.863,24.7005,DOWN,0
2010-12-14,37.0,37.0,35.3887,31.877,24.8105,DOWN,0
2010-12-15,36.85,36.85,36.2087,31.8996,24.9142,UP,1
2010-12-16,37.0,37.0,36.6847,31.9336,25.0115,UP,1
2010-12-17,38.2,38.0,37.2847,32.0646,25.1188,UP,1
2011-01-03,38.85,38.85,37.58,32.264,25.233,DOWN,0
2011-01-04,37.32,37.45,37.644,32.4618,25.3459,DOWN,0
2011-01-05,36.44,36.44,37.562,32.6082,25.4491,UP,1
2011-01-06,36.5,36.56,37.462,32.7236,25.5588,DOWN,0
2011-01-10,35.8,35.8,36.982,32.8196,25.6671,UP,1
2011-01-12,37.45,37.475,36.702,32.9826,25.7856,DOWN,0
2011-01-13,37.3,37.295,36.698,33.1764,25.9042,UP,1
2011-01-14,41.0336,39.9,37.6167,33.4097,26.0361,DOWN,0
2011-01-18,40.1,40.1,38.3367,33.5914,26.1609,DOWN,0
2011-01-19,38.0775,38.08,38.7922,33.7077,26.2811,UP,1
2011-01-20,38.53,37.05,39.0082,33.8556,26.4042,UP,1
2011-01-21,39.1,39.0,39.3682,34.0178,26.529,UP,1
2011-01-24,39.4,39.5,39.0415,34.1928,26.6544,UP,1
2011-01-25,40.91,40.05,39.2035,34.376,26.7815,UP,1
2011-01-26,42.2,41.25,40.028,34.581,26.9082,DOWN,0
2011-01-31,41.48,41.48,40.618,34.7576,27.0301,UP,1
2011-02-01,44.0,43.57,41.598,34.9766,27.1626,DOWN,0
2011-02-02,43.7,43.7,42.458,35.3293,27.2926,DOWN,0
2011-02-04,43.23,43.23,42.922,35.6469,27.4203,UP,1
2011-02-07,43.8,43.85,43.242,35.9549,27.5588,DOWN,0
2011-02-09,43.2,43.1,43.586,36.2429,27.691,UP,1
2011-02-14,44.05,44.0,43.596,36.5354,27.8333,DOWN,0
2011-02-16,43.85,43.85,43.626,36.8184,27.9725,UP,1
2011-02-17,44.65,44.65,43.91,37.1124,28.107,UP,1
2011-02-18,45.0,45.0,44.15,37.4058,28.2475,DOWN,0
2011-02-22,44.0,44.0,44.31,37.6435,28.3815,DOWN,0
2011-02-23,42.55,42.65,44.01,37.8477,28.508,UP,1
2011-02-28,43.5,43.5,43.94,38.0611,28.6395,UP,1
2011-03-03,45.76,45.76,44.162,38.3346,28.7843,DOWN,0
