ticker,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-07-18,156.31,157.44,137.7154,157.514,150.1164,DOWN,0
2011-07-19,156.24,155.49,137.9009,157.102,150.283,DOWN,0
2011-07-20,155.66,157.45,138.088,156.484,150.4308,UP,1
2011-07-21,156.17,156.57,138.2604,156.4,150.5364,DOWN,0
2011-07-22,155.45,156.15,138.4245,155.966,150.6444,DOWN,0
2011-07-25,154.84,154.15,138.5888,155.672,150.7056,DOWN,0
2011-07-26,149.99,154.48,138.7237,154.422,150.6854,DOWN,0
2011-07-27,148.76,150.0,138.8518,153.042,150.6546,UP,1
2011-07-28,148.84,148.76,138.9775,151.576,150.6496,DOWN,0
2011-07-29,148.37,146.325,139.0928,150.16,150.5822,DOWN,0
2011-08-01,147.3,149.59,139.2211,148.652,150.4992,DOWN,0
2011-08-02,141.43,146.03,139.3217,146.94,150.3112,UP,1
2011-08-03,142.78,141.36,139.4247,145.744,150.189,DOWN,0
2011-08-04,136.63,140.46,139.502,143.302,149.9748,UP,1
2011-08-05,138.5,138.45,139.5808,141.328,149.7748,DOWN,0
2011-08-08,129.86,135.0,139.611,137.84,149.3846,UP,1
2011-08-09,132.57,131.64,139.6608,136.068,149.0478,DOWN,0
2011-08-10,126.11,128.87,139.6778,132.734,148.5486,UP,1
2011-08-11,133.22,127.16,139.7351,132.052,148.317,UP,1
2011-08-12,135.84,134.51,139.8072,131.52,148.138,UP,1
2011-08-15,138.57,138.01,139.8945,133.262,148.038,DOWN,0
2011-08-16,137.26,136.98,139.9607,134.2,147.9026,DOWN,0
2011-08-17,137.08,138.0,140.0242,136.394,147.772,DOWN,0
2011-08-18,130.95,133.51,140.053,135.94,147.538,DOWN,0
2011-08-19,130.34,129.27,140.0816,134.84,147.2764,UP,1
2011-08-22,132.68,133.24,140.1133,133.662,147.092,UP,1
2011-08-23,138.15,133.28,140.1631,133.84,146.9988,UP,1
2011-08-24,140.98,137.73,140.2329,134.62,146.9046,DOWN,0
2011-08-25,138.02,141.2,140.2939,136.034,146.8022,UP,1
2011-08-26,143.05,136.95,140.3773,138.576,146.7778,UP,1
2011-08-29,148.59,145.65,140.4867,141.758,146.8588,UP,1
2011-08-30,150.41,148.18,140.6113,144.21,146.9462,UP,1
2011-08-31,154.1,151.81,140.7549,146.834,147.0582,DOWN,0
2011-09-01,150.96,153.01,140.8871,149.422,147.0954,DOWN,0
2011-09-02,148.4,147.4,141.0048,150.492,147.0802,UP,1
2011-09-06,148.99,144.27,141.1235,150.572,147.1126,UP,1
2011-09-07,153.04,151.43,141.2598,151.098,147.211,DOWN,0
2011-09-08,152.45,152.07,141.3923,150.768,147.2298,DOWN,0
2011-09-09,149.22,151.13,141.5181,150.42,147.1824,UP,1
2011-09-12,151.72,147.26,141.6432,151.084,147.1438,UP,1
2011-09-13,157.27,152.0,141.8008,152.74,147.125,UP,1
2011-09-14,159.73,158.98,141.9742,154.078,147.1558,UP,1
2011-09-15,161.63,160.86,142.1577,155.914,147.1958,DOWN,0
2011-09-16,159.89,165.55,142.3208,158.048,147.178,UP,1
2011-09-19,160.36,156.1,142.4668,159.776,147.1702,UP,1
2011-09-20,160.47,160.86,142.6112,160.416,147.2088,DOWN,0
2011-09-21,157.05,160.09,142.7367,159.88,147.1838,DOWN,0
2011-09-22,154.49,152.25,142.846,158.452,147.0986,DOWN,0
2011-09-23,154.27,153.64,142.9567,157.328,147.0522,UP,1
2011-09-26,158.13,154.94,143.0856,156.882,147.0624,UP,1
2011-09-27,159.98,162.51,143.2171,156.784,147.1358,DOWN,0
2011-09-28,154.52,159.19,143.3209,156.278,147.1014,DOWN,0
2011-09-29,153.27,157.3,143.4131,156.034,147.0536,DOWN,0
2011-09-30,149.54,151.16,143.4839,155.088,146.921,DOWN,0
2011-10-03,143.86,147.21,143.5192,152.234,146.6892,UP,1
2011-10-04,149.44,142.36,143.5854,150.126,146.5812,UP,1
2011-10-05,151.49,148.78,143.6564,149.52,146.6112,UP,1
2011-10-06,152.23,149.03,143.725,149.312,146.6806,DOWN,0
2011-10-07,149.99,153.49,143.7849,149.402,146.7036,UP,1
2011-10-10,154.16,154.07,143.8654,151.462,146.8194,UP,1
2011-10-11,154.33,153.75,143.9438,152.44,146.96,UP,1
2011-10-12,158.82,154.98,144.0478,153.906,147.3078,DOWN,0
2011-10-13,156.21,157.61,144.1391,154.702,147.5764,UP,1
2011-10-14,157.91,158.71,144.2372,156.286,148.002,DOWN,0
2011-10-17,155.09,157.64,144.3221,156.472,148.3338,UP,1
2011-10-18,166.3,157.5,144.4559,158.866,149.0626,DOWN,0
2011-10-19,163.59,166.94,144.5777,159.82,149.683,UP,1
2011-10-20,165.12,164.0,144.7099,161.602,150.4632,UP,1
2011-10-21,167.64,166.13,144.8798,163.548,151.1516,UP,1
2011-10-24,170.85,167.52,145.0711,166.7,151.8518,DOWN,0
2011-10-25,168.25,169.71,145.249,167.09,152.4454,UP,1
2011-10-26,169.77,170.6,145.4302,168.326,153.0956,UP,1
2011-10-27,174.18,176.12,145.6288,170.138,153.8376,DOWN,0
2011-10-28,174.01,173.53,145.8249,171.412,154.6988,DOWN,0
2011-10-31,171.31,172.02,146.002,171.504,155.5182,DOWN,0
2011-11-01,169.63,166.01,146.1641,171.78,156.2572,UP,1
2011-11-02,174.55,172.0,146.3565,172.736,156.9852,UP,1
2011-11-03,179.12,176.2,146.5761,173.724,157.748,DOWN,0
2011-11-04,178.33,177.52,146.7912,174.588,158.5542,UP,1
2011-11-07,178.63,178.36,146.9885,176.052,159.2658,UP,1
2011-11-08,181.33,178.85,147.2324,178.392,159.9206,DOWN,0
2011-11-09,172.67,177.1,147.4348,178.016,160.3658,UP,1
2011-11-10,176.27,175.0,147.6462,177.446,160.8092,UP,1
2011-11-11,179.4,178.05,147.8922,177.66,161.378,DOWN,0
2011-11-14,177.51,179.13,148.1224,177.436,161.9602,UP,1
2011-11-15,179.3,177.03,148.3573,177.03,162.5664,DOWN,0
2011-11-16,176.84,177.5,148.5828,177.864,163.0424,DOWN,0
2011-11-17,175.49,176.94,148.7985,177.708,163.5032,UP,1
2011-11-18,176.34,175.84,149.0129,177.096,164.0456,DOWN,0
2011-11-21,173.96,173.17,149.2094,176.386,164.4904,UP,1
2011-11-22,174.09,174.04,149.4027,175.344,164.8268,DOWN,0
2011-11-23,169.43,172.56,149.5734,173.862,165.0208,UP,1
2011-11-25,170.31,169.76,149.7456,172.826,165.1944,UP,1
2011-11-28,175.73,175.0,149.9456,172.704,165.5112,UP,1
2011-11-29,176.49,176.65,150.1557,173.21,165.8338,UP,1
2011-11-30,186.9,181.27,150.4202,175.772,166.3624,DOWN,0
2011-12-01,186.3,186.9,150.6806,179.146,166.9474,DOWN,0
2011-12-02,186.2,188.76,150.9416,182.324,167.5816,UP,1
2011-12-05,187.31,189.0,151.1998,184.64,168.2424,DOWN,0
2011-12-06,186.22,187.81,151.4659,186.586,168.8042,DOWN,0
2011-12-07,185.35,185.08,151.74,186.276,169.3116,DOWN,0
2011-12-08,183.28,184.37,152.006,185.672,169.8868,UP,1
2011-12-09,186.52,184.28,152.28,185.736,170.5518,DOWN,0
2011-12-12,183.84,183.5,152.5332,185.042,171.2378,DOWN,0
2011-12-13,180.62,185.01,152.7762,183.922,171.973,DOWN,0
2011-12-14,178.09,180.2,152.9929,182.47,172.546,UP,1
2011-12-15,178.42,179.98,153.1981,181.498,173.0846,UP,1
2011-12-16,178.99,180.0,153.4109,179.992,173.6198,UP,1
2011-12-19,181.71,180.17,153.6406,179.566,174.2542,UP,1
2011-12-20,186.71,183.17,153.8906,180.784,174.9052,UP,1
2011-12-21,187.47,186.65,154.1426,182.66,175.568,DOWN,0
2011-12-22,186.46,187.28,154.4028,184.268,176.1208,UP,1
2011-12-23,189.34,187.38,154.6671,186.338,176.7834,UP,1
2011-12-27,192.31,189.2,154.951,188.458,177.4714,DOWN,0
2011-12-28,188.87,192.67,155.2234,188.89,178.147,UP,1
2011-12-29,189.63,188.99,155.506,189.322,178.6136,DOWN,0
2011-12-30,187.19,189.7,155.7692,189.468,179.0856,DOWN,0
2012-01-03,185.59,191.29,156.0195,188.718,179.495,UP,1
2012-01-04,187.87,184.59,156.2762,187.83,179.8996,UP,1
2012-01-05,190.2,186.75,156.5487,188.096,180.2866,UP,1
2012-01-06,190.34,189.83,156.8252,188.238,180.7284,UP,1
2012-01-09,191.13,190.36,157.1022,189.026,181.1556,UP,1
2012-01-10,191.26,193.0,157.379,190.16,181.4972,UP,1
2012-01-11,193.0,191.08,157.6618,191.186,181.877,UP,1
2012-01-12,194.08,194.05,157.9424,191.962,182.3324,UP,1
2012-01-13,196.7,192.0,158.2395,193.234,182.8738,UP,1
2012-01-17,200.45,198.36,158.5533,195.098,183.3918,UP,1
2012-01-18,202.1,199.48,158.8594,197.266,183.8514,DOWN,0
2012-01-19,202.1,203.04,159.1652,199.086,184.3268,DOWN,0
2012-01-20,200.65,202.25,159.4608,200.4,184.7672,UP,1
2012-01-23,202.65,201.69,159.7531,201.59,185.1936,UP,1
2012-01-24,203.51,201.46,160.0515,202.202,185.8104,DOWN,0
2012-01-25,195.17,197.1,160.3115,200.816,186.1884,DOWN,0
2012-01-26,192.6,194.44,160.5569,198.916,186.4524,UP,1
2012-01-27,193.18,191.22,160.813,197.422,186.7658,UP,1
2012-01-30,193.82,192.0,161.0739,195.656,187.0562,DOWN,0
2012-01-31,190.74,194.48,161.3164,193.102,187.3342,UP,1
2012-02-01,193.37,191.84,161.5689,192.742,187.6918,UP,1
2012-02-02,196.31,193.65,161.8239,193.484,188.0912,UP,1
2012-02-03,203.06,197.75,162.1096,195.46,188.6732,DOWN,0
2012-02-06,202.81,201.72,162.3743,197.258,189.2476,DOWN,0
2012-02-07,201.85,201.99,162.6353,199.48,189.896,DOWN,0
2012-02-08,201.75,202.0,162.8993,201.156,190.5248,DOWN,0
2012-02-09,201.54,201.03,163.1619,202.202,191.041,DOWN,0
2012-02-10,200.16,199.94,163.4118,201.622,191.5144,UP,1
2012-02-13,208.46,202.0,163.6999,202.752,191.9456,UP,1
2012-02-14,209.1,207.85,163.9874,204.202,192.4016,DOWN,0
2012-02-15,207.83,209.57,164.2775,205.418,192.8342,UP,1
2012-02-16,208.88,208.0,164.575,206.886,193.2656,DOWN,0
2012-02-17,208.88,209.9,164.8779,208.63,193.7188,DOWN,0
2012-02-21,206.82,209.9,165.178,208.302,194.1482,DOWN,0
2012-02-22,206.34,205.35,165.4702,207.75,194.6094,UP,1
2012-02-23,207.97,205.99,165.7687,207.778,195.0384,DOWN,0
2012-02-24,207.29,208.34,166.0507,207.46,195.5074,UP,1
2012-02-27,210.18,205.79,166.3513,207.72,196.0986,DOWN,0
2012-02-28,209.04,209.86,166.6376,208.164,196.7176,DOWN,0
2012-02-29,207.73,209.19,166.9213,208.442,197.3038,UP,1
2012-03-01,207.82,208.01,167.2089,208.412,197.8804,UP,1
2012-03-02,208.1,207.84,167.5039,208.574,198.4082,UP,1
2012-03-05,208.96,208.11,167.79,208.33,198.8532,DOWN,0
2012-03-06,205.54,207.68,168.0605,207.63,199.2146,UP,1
2012-03-07,206.12,206.2,168.3369,207.308,199.6078,UP,1
2012-03-08,207.56,207.98,168.6303,207.256,199.9722,UP,1
2012-03-09,211.77,208.5,168.9524,207.99,200.3614,UP,1
2012-03-12,213.43,212.26,169.2771,208.884,200.8526,UP,1
2012-03-13,216.45,214.55,169.6125,211.066,201.389,DOWN,0
2012-03-14,216.11,216.08,169.946,213.064,201.9674,UP,1
2012-03-15,216.48,216.18,170.273,214.848,202.5852,DOWN,0
2012-03-16,214.09,216.45,170.6195,215.312,203.1096,DOWN,0
2012-03-19,212.68,214.0,170.9589,215.162,203.5592,DOWN,0
2012-03-20,212.19,211.7,171.302,214.31,203.9962,UP,1
2012-03-21,214.71,212.59,171.6554,214.03,204.4678,DOWN,0
2012-03-22,213.61,213.71,172.0054,213.456,204.9148,UP,1
2012-03-23,214.72,212.63,172.3658,213.582,205.3492,UP,1
2012-03-26,218.0,216.57,172.7387,214.646,205.8276,UP,1
2012-03-27,219.36,218.26,173.126,216.08,206.2808,DOWN,0
2012-03-28,216.27,218.88,173.4933,216.392,206.5972,UP,1
2012-03-29,217.55,215.16,173.8526,217.18,206.9062,DOWN,0
2012-03-30,214.81,218.04,174.2109,217.198,207.1604,UP,1
2012-04-02,218.19,214.65,174.5805,217.236,207.5112,UP,1
2012-04-03,219.48,218.23,174.9552,217.26,207.8478,DOWN,0
2012-04-04,217.43,218.24,175.3122,217.492,208.1262,DOWN,0
2012-04-05,217.27,216.47,175.656,217.436,208.5682,DOWN,0
2012-04-09,213.8,214.25,175.9795,217.234,208.9922,DOWN,0
2012-04-10,207.62,213.02,176.2718,215.12,209.281,UP,1
2012-04-11,211.61,213.92,176.593,213.546,209.6368,UP,1
2012-04-12,214.0,210.0,176.9224,212.86,210.102,DOWN,0
2012-04-13,213.18,209.46,177.2308,212.042,210.4982,UP,1
2012-04-16,215.59,213.15,177.5508,212.4,210.8838,UP,1
2012-04-17,215.63,211.01,177.8607,214.002,211.1352,UP,1
2012-04-18,216.75,216.08,178.1534,215.03,211.414,DOWN,0
2012-04-19,213.26,216.84,178.4287,214.882,211.6422,UP,1
2012-04-20,219.9,213.74,178.7301,216.226,212.0052,DOWN,0
2012-04-23,211.24,218.99,178.9824,215.356,212.1992,DOWN,0
2012-04-24,204.01,210.87,179.1987,213.032,212.2762,UP,1
2012-04-25,208.44,204.88,179.4482,211.37,212.2758,UP,1
2012-04-26,209.46,208.98,179.704,210.61,212.283,UP,1
2012-04-27,212.83,210.0,179.9744,209.196,212.383,DOWN,0
2012-04-30,207.82,209.25,180.2305,208.512,212.3618,UP,1
2012-05-01,207.83,208.43,180.4816,209.276,212.3408,UP,1
2012-05-02,209.03,204.84,180.7452,209.394,212.385,DOWN,0
2012-05-03,205.66,209.98,180.9923,208.634,212.3714,DOWN,0
2012-05-04,201.75,202.24,181.2227,206.418,212.247,UP,1
2012-05-07,204.7,200.7,181.4654,205.794,212.1952,DOWN,0
2012-05-08,203.27,203.34,181.7045,204.882,212.057,DOWN,0
2012-05-09,201.76,199.5,181.9391,203.428,211.9114,UP,1
2012-05-10,202.4,203.7,182.2011,202.776,211.8048,DOWN,0
2012-05-11,194.57,201.42,182.4302,201.34,211.5398,DOWN,0
2012-05-14,191.25,195.35,182.6422,198.65,211.2028,UP,1
2012-05-15,191.77,192.16,182.8592,196.35,210.859,DOWN,0
2012-05-16,191.77,193.11,183.0816,194.352,210.5836,DOWN,0
2012-05-17,188.4,191.77,183.3164,191.552,210.2292,DOWN,0
2012-05-18,186.23,189.54,183.5337,189.884,209.8026,UP,1
2012-05-21,188.99,186.71,183.7955,189.432,209.347,UP,1
2012-05-22,193.57,190.29,184.0708,189.792,208.9498,UP,1
2012-05-23,195.45,192.06,184.3988,190.528,208.5298,DOWN,0
2012-05-24,194.84,196.0,184.7101,191.816,208.1044,DOWN,0
2012-05-25,193.9,195.38,185.0491,193.35,207.6528,UP,1
2012-05-29,196.34,194.66,185.3647,194.82,207.2978,DOWN,0
2012-05-30,195.66,195.74,185.6638,195.238,206.9574,DOWN,0
2012-05-31,193.65,195.38,185.9392,194.878,206.5866,DOWN,0
2012-06-01,188.25,189.87,186.1941,193.56,206.0574,DOWN,0
2012-06-04,187.5,188.59,186.4462,192.28,205.5352,DOWN,0
2012-06-05,177.95,183.78,186.6812,188.602,204.7998,UP,1
2012-06-06,182.38,179.38,186.9414,185.946,204.0874,UP,1
2012-06-07,185.74,184.64,187.2067,184.364,203.415,UP,1
2012-06-08,189.98,187.62,187.4659,184.71,202.8892,DOWN,0
2012-06-11,180.88,189.24,187.6654,183.386,202.1558,UP,1
2012-06-12,181.58,180.73,187.8832,184.112,201.4912,DOWN,0
2012-06-13,177.22,182.41,188.054,183.08,200.6718,DOWN,0
2012-06-14,177.1,177.68,188.1966,181.352,199.8242,UP,1
2012-06-15,180.52,177.15,188.3471,179.46,199.086,UP,1
2012-06-18,181.38,178.0,188.4835,179.56,198.3682,UP,1
2012-06-19,189.02,183.9,188.6738,181.048,197.8726,UP,1
2012-06-20,189.4,190.09,188.8788,183.484,197.5082,DOWN,0
2012-06-21,184.16,190.35,189.0547,184.896,196.9592,UP,1
2012-06-22,186.81,184.43,189.2235,186.154,196.4154,DOWN,0
2012-06-25,183.74,185.86,189.38,186.626,195.8266,DOWN,0
2012-06-26,183.45,184.52,189.5511,185.512,195.1838,UP,1
2012-06-27,184.61,179.78,189.7156,184.554,194.5634,DOWN,0
2012-06-28,182.45,182.85,189.8415,184.212,193.8774,UP,1
2012-06-29,191.24,184.84,189.999,185.098,193.437,DOWN,0
2012-07-02,190.1,190.69,190.1414,186.37,192.841,UP,1
2012-07-03,193.38,189.61,190.3088,188.356,192.4838,DOWN,0
2012-07-05,191.87,193.4,190.4664,189.808,192.241,DOWN,0
2012-07-06,187.77,189.02,190.6029,190.872,191.8276,UP,1
2012-07-09,188.03,187.73,190.7578,190.23,191.399,DOWN,0
2012-07-10,184.55,188.66,190.9081,189.12,190.8334,DOWN,0
2012-07-11,179.02,184.89,191.0318,186.248,190.2574,UP,1
2012-07-12,185.43,176.8,191.1683,184.96,189.8094,UP,1
2012-07-13,189.76,185.2,191.3172,185.358,189.424,DOWN,0
2012-07-16,188.09,189.71,191.4851,185.37,189.0726,UP,1
2012-07-17,188.97,188.5,191.6636,186.254,188.817,UP,1
2012-07-18,210.57,189.94,191.9687,192.564,188.9344,DOWN,0
2012-07-19,205.72,210.5,192.278,196.622,188.9834,DOWN,0
2012-07-20,204.8,204.77,192.5548,199.63,189.0442,DOWN,0
2012-07-23,204.24,200.99,192.8186,202.86,189.081,DOWN,0
2012-07-24,198.75,205.0,193.0512,204.816,189.1646,UP,1
2012-07-25,199.22,199.83,193.2973,202.546,189.324,UP,1
2012-07-26,202.26,202.33,193.5378,201.854,189.5338,UP,1
2012-07-27,207.76,203.49,193.805,202.446,189.8536,DOWN,0
2012-07-30,207.55,208.16,194.0486,203.108,190.2366,DOWN,0
2012-07-31,204.83,207.96,194.2917,204.324,190.6086,DOWN,0
2012-08-01,203.01,205.81,194.5172,205.082,190.889,DOWN,0
2012-08-02,201.27,202.62,194.7481,204.884,191.043,UP,1
2012-08-03,205.29,204.91,194.9431,204.39,191.2398,UP,1
2012-08-06,206.55,206.35,195.1579,204.19,191.474,UP,1
2012-08-07,208.22,208.53,195.3734,204.868,191.7604,DOWN,0
2012-08-08,206.47,207.88,195.5675,205.56,191.963,DOWN,0
2012-08-09,204.51,205.13,195.7358,206.208,192.14,DOWN,0
2012-08-10,200.74,200.22,195.8983,205.298,192.2818,UP,1
2012-08-13,201.28,199.67,196.0558,204.244,192.5424,DOWN,0
2012-08-14,201.2,202.91,196.1909,202.84,192.8164,UP,1
2012-08-15,202.39,201.0,196.3328,202.024,193.3052,UP,1
2012-08-16,206.1,202.25,196.5068,202.342,193.7796,UP,1
2012-08-17,207.28,206.97,196.695,203.65,194.2104,DOWN,0
2012-08-20,205.8,207.74,196.8513,204.554,194.5268,DOWN,0
2012-08-21,203.62,205.93,196.9738,205.038,194.9816,UP,1
2012-08-22,205.06,202.47,197.1074,205.572,195.4512,DOWN,0
2012-08-23,204.13,203.52,197.2349,205.178,195.9894,UP,1
2012-08-24,204.99,203.67,197.3532,204.72,196.5472,UP,1
2012-08-27,206.34,205.48,197.5216,204.828,197.0636,DOWN,0
2012-08-28,205.98,205.34,197.6701,205.3,197.5556,DOWN,0
2012-08-29,204.41,206.37,197.7952,205.17,197.8634,DOWN,0
2012-08-30,204.27,202.54,197.929,205.198,198.1608,UP,1
2012-08-31,205.96,206.21,198.0623,205.392,198.5968,UP,1
2012-09-04,209.25,206.13,198.2243,205.974,199.0456,DOWN,0
2012-09-05,203.44,208.48,198.3641,205.466,199.4396,UP,1
2012-09-06,203.65,204.17,198.5006,205.314,199.8436,UP,1
2012-09-07,203.74,203.79,198.6495,205.208,200.2262,DOWN,0
2012-09-10,202.99,204.67,198.794,204.614,200.637,UP,1
2012-09-11,203.67,202.98,198.9652,203.498,200.8856,UP,1
2012-09-12,206.78,204.35,199.1476,204.166,201.2192,DOWN,0
2012-09-13,205.92,202.7,199.2985,204.62,201.47,UP,1
2012-09-14,206.01,207.1,199.4461,205.074,201.7528,UP,1
2012-09-17,206.13,205.12,199.5423,205.702,202.12,DOWN,0
2012-09-18,204.85,206.17,199.635,205.938,202.4564,DOWN,0
2012-09-19,203.75,204.9,199.7228,205.332,202.8404,UP,1
2012-09-20,204.26,203.2,199.8075,205.0,203.3452,DOWN,0
2012-09-21,203.03,205.23,199.8916,204.404,203.6972,UP,1
2012-09-24,203.52,202.23,199.9824,203.882,203.9724,UP,1
2012-09-25,206.66,204.22,200.0993,204.244,204.3438,UP,1
2012-09-26,207.24,206.32,200.2029,204.942,204.7092,UP,1
2012-09-27,207.84,208.67,200.3229,205.658,204.6546,UP,1
2012-09-28,208.37,207.53,200.4617,206.726,204.7076,UP,1
2012-10-01,211.11,208.9,200.6268,208.244,204.8338,UP,1
2012-10-02,212.76,211.78,200.7985,209.464,205.0042,DOWN,0
2012-10-03,212.12,213.49,200.9641,210.44,205.2716,UP,1
2012-10-04,213.76,213.33,201.1244,211.624,205.5624,UP,1
2012-10-05,215.49,215.0,201.2683,213.048,205.827,DOWN,0
2012-10-08,213.62,214.27,201.399,213.55,205.9442,DOWN,0
2012-10-09,210.99,213.84,201.5217,213.196,206.013,DOWN,0
2012-10-10,209.57,210.99,201.6228,212.686,206.1078,UP,1
2012-10-11,216.72,212.17,201.7449,213.278,206.382,DOWN,0
2012-10-12,214.63,216.09,201.8737,213.106,206.6492,UP,1
2012-10-15,215.86,215.56,202.0048,213.554,206.8606,DOWN,0
2012-10-16,209.58,202.06,202.1168,213.272,206.9212,DOWN,0
2012-10-17,209.27,210.0,202.2352,213.212,206.9422,UP,1
2012-10-18,209.6,209.76,202.3438,211.788,207.0048,DOWN,0
2012-10-19,205.8,209.44,202.4218,210.022,207.0306,DOWN,0
2012-10-22,205.32,200.47,202.4967,207.914,207.1222,DOWN,0
2012-10-23,204.22,202.88,202.5622,206.842,207.181,DOWN,0
2012-10-24,199.37,204.95,202.6027,204.862,207.1444,UP,1
2012-10-25,199.63,200.85,202.6359,202.868,207.0892,DOWN,0
2012-10-26,197.48,199.96,202.6529,201.204,206.9168,UP,1
2012-10-31,201.41,200.94,202.6764,200.422,206.7994,DOWN,0
2012-11-01,200.52,201.83,202.6768,199.682,206.6938,UP,1
2012-11-02,201.06,201.53,202.6716,200.02,206.6426,UP,1
2012-11-05,202.49,200.0,202.6735,200.592,206.5912,UP,1
2012-11-06,203.08,200.76,202.6857,201.712,206.5702,DOWN,0
2012-11-07,198.44,200.93,202.6646,201.118,206.4392,DOWN,0
2012-11-08,195.25,198.38,202.6233,200.064,206.2174,DOWN,0
2012-11-09,194.61,195.68,202.6205,198.774,205.99,DOWN,0
2012-11-12,193.42,192.96,202.6246,196.96,205.7702,DOWN,0
2012-11-13,192.8,192.79,202.6227,194.904,205.5408,DOWN,0
2012-11-14,188.77,192.96,202.5975,192.97,205.197,DOWN,0
2012-11-15,187.08,188.48,202.5792,191.336,204.7536,UP,1
2012-11-16,187.83,188.38,202.5515,189.98,204.4414,UP,1
2012-11-19,191.2,189.4,202.5259,189.536,204.1924,UP,1
2012-11-20,191.54,190.89,202.4683,189.284,203.9484,DOWN,0
2012-11-21,190.39,191.48,202.4062,189.608,203.6964,UP,1
2012-11-23,191.51,190.87,202.3545,190.494,203.4532,DOWN,0
2012-11-26,190.42,191.27,202.2979,191.012,203.126,UP,1
2012-11-27,190.64,189.14,202.2434,190.9,202.8204,UP,1
2012-11-28,191.59,189.3,202.2005,190.91,202.532,UP,1
2012-11-29,194.0,192.69,202.1282,191.632,202.2894,UP,1
2012-11-30,194.02,193.95,202.0528,192.134,202.0728,DOWN,0
2012-12-03,192.41,194.69,201.9757,192.532,201.846,DOWN,0
2012-12-04,192.08,192.15,201.8917,192.82,201.6024,UP,1
2012-12-05,192.21,191.88,201.8084,192.944,201.386,DOWN,0
2012-12-06,190.62,186.84,201.7274,192.268,201.128,UP,1
2012-12-07,191.09,190.79,201.6511,191.682,200.8166,UP,1
2012-12-10,193.05,191.27,201.5765,191.81,200.5328,UP,1
2012-12-11,193.81,193.56,201.5091,192.156,200.2522,DOWN,0
2012-12-12,192.09,194.19,201.4187,192.132,199.9266,DOWN,0
2012-12-13,190.49,191.93,201.3259,192.106,199.5142,DOWN,0
2012-12-14,190.26,190.8,201.2386,191.94,199.0642,UP,1
2012-12-17,191.66,191.34,201.1578,191.662,198.655,UP,1
2012-12-18,195.16,192.45,201.0931,191.932,198.283,UP,1
2012-12-19,197.95,195.22,201.038,193.104,197.9322,DOWN,0
2012-12-20,196.94,197.77,200.995,194.394,197.5986,UP,1
2012-12-21,200.0,195.03,200.9644,196.342,197.3788,DOWN,0
2012-12-24,199.44,198.16,200.9238,197.898,197.1762,DOWN,0
2012-12-26,198.88,199.34,200.8594,198.642,196.8194,UP,1
2012-12-27,200.52,198.54,200.7948,199.156,196.5372,DOWN,0
2012-12-28,198.2,199.72,200.7036,199.408,196.184,UP,1
2012-12-31,202.37,197.79,200.6349,199.882,196.0398,UP,1
2013-01-02,207.73,205.39,200.5911,201.54,196.009,DOWN,0
2013-01-03,207.07,207.64,200.556,203.178,195.9584,UP,1
2013-01-04,208.42,207.33,200.5347,204.758,196.0108,DOWN,0
2013-01-07,207.12,207.16,200.5094,206.542,196.0468,DOWN,0
2013-01-08,203.66,207.86,200.4541,206.8,196.0356,UP,1
2013-01-09,205.06,203.84,200.4114,206.266,196.1494,DOWN,0
2013-01-10,203.75,203.99,200.3565,205.602,196.2318,UP,1
2013-01-11,204.63,203.18,200.2897,204.844,196.3748,UP,1
2013-01-14,206.99,206.54,200.2278,204.818,196.4864,UP,1
2013-01-15,208.07,206.97,200.1868,205.7,196.6374,UP,1
2013-01-16,208.19,207.6,200.14,206.326,196.78,UP,1
2013-01-17,210.34,208.97,200.1177,207.644,196.937,DOWN,0
2013-01-18,210.23,210.4,200.0779,208.764,197.08,UP,1
2013-01-22,210.47,210.12,200.0328,209.46,197.3206,DOWN,0
2013-01-23,209.79,210.21,199.9946,209.804,197.6114,UP,1
2013-01-24,214.31,204.98,199.9798,211.028,198.0054,UP,1
2013-01-25,217.09,214.62,199.9963,212.378,198.4788,DOWN,0
2013-01-28,216.65,216.85,200.0414,213.662,198.9558,UP,1
2013-01-29,218.61,216.54,200.0764,215.29,199.5526,DOWN,0
2013-01-30,218.55,218.25,200.0992,217.042,200.182,DOWN,0
2013-01-31,217.82,217.68,200.1224,217.744,200.7818,UP,1
2013-02-01,219.62,219.36,200.1425,218.25,201.3502,DOWN,0
2013-02-04,217.14,217.31,200.1501,218.348,201.8622,UP,1
2013-02-05,218.7,217.89,200.1598,218.366,202.4284,DOWN,0
2013-02-06,217.87,217.35,200.1829,218.23,202.9556,DOWN,0
2013-02-07,215.86,216.77,200.1627,217.838,203.4644,UP,1
2013-02-08,216.71,216.28,200.19,217.256,203.9858,UP,1
2013-02-11,217.61,216.4,200.258,217.35,204.5062,UP,1
2013-02-12,223.09,219.7,200.3313,218.228,205.088,UP,1
2013-02-13,225.62,222.46,200.4121,219.778,205.72,UP,1
2013-02-14,226.29,225.1,200.4794,221.864,206.3976,UP,1
2013-02-15,229.48,226.93,200.5877,224.418,207.1456,DOWN,0
2013-02-19,229.13,229.19,200.6942,226.722,207.884,DOWN,0
