ticker,TRV US Equity,TRV US Equity,TRV US Equity,TRV US Equity,TRV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-04-19,34.1,34.16,36.04,34.388,37.1148,DOWN,0
2005-04-20,33.71,34.09,36.0118,34.164,37.0092,UP,1
2005-04-21,34.43,34.0,35.988,34.106,36.92,UP,1
2005-04-22,34.45,34.25,35.9669,34.176,36.848,UP,1
2005-04-25,34.75,34.8,35.947,34.288,36.7672,DOWN,0
2005-04-26,34.39,34.6,35.9249,34.346,36.667,UP,1
2005-04-27,35.25,34.17,35.9056,34.654,36.5914,DOWN,0
2005-04-28,34.95,35.05,35.8856,34.758,36.5126,UP,1
2005-04-29,35.8,35.15,35.8704,35.028,36.4626,UP,1
2005-05-02,35.98,36.0,35.8588,35.274,36.4128,UP,1
2005-05-03,36.87,37.01,35.8532,35.77,36.3874,UP,1
2005-05-04,37.8,37.0,35.8535,36.28,36.3852,UP,1
2005-05-05,38.09,37.85,35.859,36.908,36.3842,DOWN,0
2005-05-06,37.92,38.2,35.8658,37.332,36.378,UP,1
2005-05-09,38.21,38.01,35.8786,37.778,36.3658,DOWN,0
2005-05-10,37.71,37.82,35.8837,37.946,36.3536,UP,1
2005-05-11,38.16,37.71,35.8875,38.018,36.3496,DOWN,0
2005-05-12,37.89,38.12,35.8912,37.978,36.3436,DOWN,0
2005-05-13,37.27,38.0,35.8936,37.848,36.3308,UP,1
2005-05-16,37.65,37.22,35.8965,37.736,36.319,UP,1
2005-05-17,37.91,37.42,35.9029,37.776,36.3096,DOWN,0
2005-05-18,37.68,37.92,35.9056,37.68,36.3014,UP,1
2005-05-19,37.92,37.76,35.9128,37.686,36.3038,DOWN,0
2005-05-20,37.4,37.92,35.926,37.712,36.2834,UP,1
2005-05-23,37.82,37.75,35.9458,37.746,36.282,UP,1
2005-05-24,37.84,37.95,35.9662,37.732,36.276,DOWN,0
2005-05-25,37.79,37.86,35.984,37.754,36.2754,UP,1
2005-05-26,38.07,37.91,36.0044,37.784,36.286,UP,1
2005-05-27,38.15,38.22,36.0301,37.934,36.302,DOWN,0
2005-05-31,37.88,38.25,36.0548,37.946,36.3204,UP,1
2005-06-01,38.16,37.9,36.0777,38.01,36.3554,UP,1
2005-06-02,38.35,38.16,36.0993,38.122,36.4046,UP,1
2005-06-03,38.38,38.35,36.1211,38.184,36.442,DOWN,0
2005-06-06,38.32,38.38,36.1402,38.218,36.4832,UP,1
2005-06-07,38.56,38.35,36.1593,38.354,36.5262,UP,1
2005-06-08,38.65,38.72,36.1818,38.452,36.5722,UP,1
2005-06-09,39.26,38.65,36.2073,38.634,36.6232,DOWN,0
2005-06-10,39.15,39.28,36.23,38.788,36.6716,DOWN,0
2005-06-13,38.86,39.05,36.253,38.896,36.7416,UP,1
2005-06-14,39.05,38.85,36.2745,38.994,36.812,UP,1
2005-06-15,39.11,39.2,36.2963,39.086,36.8886,DOWN,0
2005-06-16,38.93,39.11,36.3175,39.02,36.9586,DOWN,0
2005-06-17,38.89,39.22,36.342,38.968,37.0246,DOWN,0
2005-06-20,38.87,38.77,36.3646,38.97,37.0964,DOWN,0
2005-06-21,38.85,38.9,36.3872,38.93,37.1704,DOWN,0
2005-06-22,38.75,38.85,36.4091,38.858,37.2364,DOWN,0
2005-06-23,38.36,38.75,36.4307,38.744,37.307,DOWN,0
2005-06-24,38.16,38.27,36.453,38.598,37.3758,UP,1
2005-06-27,38.58,38.07,36.4774,38.54,37.4654,UP,1
2005-06-28,38.91,38.6,36.5022,38.552,37.5598,UP,1
2005-06-29,39.87,39.13,36.5297,38.776,37.6752,DOWN,0
2005-06-30,39.53,39.9,36.5567,39.01,37.7916,UP,1
2005-07-01,39.6,39.62,36.5805,39.298,37.895,UP,1
2005-07-05,40.28,39.44,36.606,39.638,38.0116,DOWN,0
2005-07-06,40.08,40.12,36.6336,39.872,38.1182,UP,1
2005-07-07,40.45,39.7,36.6601,39.988,38.2394,DOWN,0
2005-07-08,40.03,40.2,36.6883,40.088,38.335,UP,1
2005-07-11,40.92,40.3,36.7221,40.352,38.4544,UP,1
2005-07-12,40.99,40.92,36.7555,40.494,38.5582,DOWN,0
2005-07-13,40.82,40.75,36.7959,40.642,38.655,UP,1
2005-07-14,41.19,41.15,36.8392,40.79,38.7414,UP,1
2005-07-15,41.46,41.2,36.8836,41.076,38.8146,UP,1
2005-07-18,41.5,41.47,36.9258,41.192,38.8828,UP,1
2005-07-19,41.76,41.7,36.9671,41.346,38.9596,DOWN,0
2005-07-20,41.59,41.5,37.0067,41.5,39.0272,DOWN,0
2005-07-21,40.96,41.48,37.0451,41.454,39.0922,UP,1
2005-07-22,41.09,40.88,37.08,41.38,39.1508,DOWN,0
2005-07-25,40.75,41.0,37.1148,41.23,39.208,UP,1
2005-07-26,40.82,40.76,37.1496,41.042,39.279,UP,1
2005-07-27,41.41,40.99,37.1866,41.006,39.3542,UP,1
2005-07-28,43.05,42.45,37.2318,41.424,39.457,UP,1
2005-07-29,44.02,43.35,37.2819,42.01,39.5838,UP,1
2005-08-01,44.29,44.23,37.3383,42.718,39.7112,UP,1
2005-08-02,44.63,44.5,37.4018,43.48,39.8558,UP,1
2005-08-03,44.64,44.55,37.4655,44.126,39.9922,UP,1
2005-08-04,44.73,44.82,37.5342,44.462,40.13,DOWN,0
2005-08-05,44.01,44.84,37.5981,44.46,40.2544,DOWN,0
2005-08-08,43.66,44.27,37.6606,44.334,40.3662,UP,1
2005-08-09,44.4,44.25,37.7269,44.288,40.4912,UP,1
2005-08-10,44.49,44.51,37.794,44.258,40.6234,UP,1
2005-08-11,44.65,44.6,37.8516,44.242,40.7532,DOWN,0
2005-08-12,44.4,44.65,37.9061,44.32,40.8742,UP,1
2005-08-15,44.59,44.45,37.9612,44.506,40.9984,DOWN,0
2005-08-16,44.07,44.59,38.0117,44.44,41.1134,DOWN,0
2005-08-17,43.79,43.98,38.0616,44.3,41.218,UP,1
2005-08-18,43.91,43.72,38.1105,44.152,41.3232,UP,1
2005-08-19,44.34,44.1,38.1576,44.14,41.4248,UP,1
2005-08-22,45.14,44.5,38.2028,44.25,41.5446,DOWN,0
2005-08-23,45.03,45.23,38.2464,44.442,41.668,DOWN,0
2005-08-24,44.42,45.07,38.2856,44.568,41.7754,UP,1
2005-08-25,44.6,44.68,38.327,44.706,41.8852,UP,1
2005-08-26,44.74,44.38,38.3684,44.786,42.0014,DOWN,0
2005-08-29,44.27,44.68,38.4092,44.612,42.109,DOWN,0
2005-08-30,43.95,44.25,38.4463,44.396,42.2106,DOWN,0
2005-08-31,43.01,43.3,38.4782,44.114,42.2938,DOWN,0
2005-09-01,42.21,42.78,38.507,43.636,42.363,UP,1
2005-09-02,42.44,42.45,38.5382,43.176,42.4446,UP,1
2005-09-06,43.27,42.8,38.573,42.976,42.5468,DOWN,0
2005-09-07,42.97,42.99,38.6093,42.78,42.6346,DOWN,0
2005-09-08,42.4,43.55,38.6405,42.658,42.7044,DOWN,0
2005-09-09,41.86,42.39,38.6686,42.588,42.7442,UP,1
2005-09-12,41.91,41.5,38.6962,42.482,42.7918,UP,1
2005-09-13,42.6,42.05,38.7271,42.348,42.8518,DOWN,0
2005-09-14,42.54,42.6,38.7596,42.262,42.897,UP,1
2005-09-15,42.98,42.55,38.7921,42.378,42.955,UP,1
2005-09-16,43.5,43.25,38.8219,42.706,43.016,DOWN,0
2005-09-19,43.49,43.65,38.8521,43.022,43.0852,DOWN,0
2005-09-20,43.18,43.4,38.8818,43.138,43.1304,DOWN,0
2005-09-21,41.98,43.18,38.9052,43.026,43.1502,UP,1
2005-09-22,41.99,41.71,38.9311,42.828,43.1736,UP,1
2005-09-23,42.75,42.1,38.9604,42.678,43.2048,UP,1
2005-09-26,43.95,44.7,38.9971,42.77,43.2546,DOWN,0
2005-09-27,43.92,43.95,39.0325,42.918,43.303,UP,1
2005-09-28,44.05,43.34,39.0673,43.332,43.3488,UP,1
2005-09-29,44.91,44.17,39.1057,43.916,43.4152,DOWN,0
2005-09-30,44.87,44.91,39.1453,44.34,43.4934,DOWN,0
2005-10-03,43.86,44.65,39.1791,44.322,43.5488,DOWN,0
2005-10-04,43.63,44.44,39.2113,44.264,43.6064,DOWN,0
2005-10-05,42.82,43.5,39.242,44.018,43.6464,DOWN,0
2005-10-06,42.73,42.82,39.2733,43.582,43.6728,DOWN,0
2005-10-07,42.47,42.72,39.3006,43.102,43.6612,DOWN,0
2005-10-10,41.95,42.43,39.3251,42.72,43.6198,DOWN,0
2005-10-11,41.72,42.0,39.3496,42.338,43.5684,UP,1
2005-10-12,41.85,41.5,39.3722,42.144,43.5128,DOWN,0
2005-10-13,41.48,41.85,39.3926,41.894,43.4496,UP,1
2005-10-14,42.33,41.49,39.4182,41.866,43.4016,DOWN,0
2005-10-17,42.02,42.25,39.443,41.88,43.3618,DOWN,0
2005-10-18,41.37,41.75,39.4636,41.81,43.316,UP,1
2005-10-19,42.5,41.36,39.4909,41.94,43.278,DOWN,0
2005-10-20,42.01,42.56,39.516,42.046,43.2284,UP,1
2005-10-21,42.3,42.45,39.5418,42.04,43.1814,UP,1
2005-10-24,43.08,42.34,39.5723,42.252,43.155,UP,1
2005-10-25,43.25,43.09,39.6032,42.628,43.1282,UP,1
2005-10-26,43.57,42.98,39.6345,42.842,43.1182,UP,1
2005-10-27,44.02,45.25,39.6669,43.244,43.1228,UP,1
2005-10-28,44.46,44.0,39.7028,43.676,43.1338,UP,1
2005-10-31,45.03,44.68,39.7405,44.066,43.1476,UP,1
2005-11-01,45.41,45.03,39.7778,44.498,43.153,UP,1
2005-11-02,46.07,45.41,39.8232,44.998,43.1738,DOWN,0
2005-11-03,45.89,46.45,39.8703,45.372,43.2032,DOWN,0
2005-11-04,45.72,45.75,39.9179,45.624,43.2256,UP,1
2005-11-07,45.79,45.8,39.962,45.776,43.2466,DOWN,0
2005-11-08,45.2,45.35,40.0033,45.734,43.2652,UP,1
2005-11-09,45.35,45.3,40.0426,45.59,43.2932,UP,1
2005-11-10,46.23,45.57,40.0869,45.658,43.3576,DOWN,0
2005-11-11,46.02,46.35,40.1325,45.718,43.4338,DOWN,0
2005-11-14,45.79,46.61,40.1737,45.718,43.5008,DOWN,0
2005-11-15,45.6,45.7,40.2095,45.798,43.5474,DOWN,0
2005-11-16,45.36,45.75,40.2464,45.8,43.5952,UP,1
2005-11-17,46.61,45.48,40.2875,45.876,43.6794,DOWN,0
2005-11-18,46.45,46.9,40.3264,45.962,43.7712,DOWN,0
2005-11-21,46.25,46.31,40.3627,46.054,43.858,UP,1
2005-11-22,46.48,46.25,40.4006,46.23,43.9356,UP,1
2005-11-23,46.6,46.5,40.4434,46.478,44.0168,DOWN,0
2005-11-25,46.31,46.75,40.481,46.418,44.0834,UP,1
2005-11-28,46.5,46.5,40.5165,46.428,44.1434,UP,1
2005-11-29,46.7,46.75,40.5548,46.518,44.2076,DOWN,0
2005-11-30,46.53,46.82,40.593,46.528,44.2746,UP,1
2005-12-01,46.55,46.65,40.6343,46.518,44.366,DOWN,0
2005-12-02,46.5,46.45,40.6744,46.556,44.4562,DOWN,0
2005-12-05,45.37,46.35,40.7106,46.33,44.5086,UP,1
2005-12-06,45.44,45.7,40.7482,46.078,44.5384,DOWN,0
2005-12-07,44.51,45.33,40.7801,45.674,44.5502,DOWN,0
2005-12-08,44.44,44.52,40.8111,45.252,44.558,UP,1
2005-12-09,45.39,44.77,40.844,45.03,44.5676,DOWN,0
2005-12-12,45.0,45.32,40.8774,44.956,44.5702,UP,1
2005-12-13,45.06,44.95,40.9109,44.88,44.5942,UP,1
2005-12-14,45.15,45.2,40.9457,45.008,44.6246,DOWN,0
2005-12-15,45.01,45.35,40.9812,45.122,44.6684,DOWN,0
2005-12-16,44.78,45.01,41.0139,45.0,44.7094,DOWN,0
2005-12-19,44.37,44.55,41.0438,44.874,44.7474,UP,1
2005-12-20,45.1,43.59,41.0789,44.882,44.8104,UP,1
2005-12-21,45.18,45.25,41.1158,44.888,44.8796,UP,1
2005-12-22,45.26,45.35,41.15,44.938,44.9478,UP,1
2005-12-23,45.33,45.26,41.1872,45.048,45.0248,DOWN,0
2005-12-27,44.67,45.37,41.2198,45.108,45.0716,DOWN,0
2005-12-28,44.58,44.82,41.2536,45.004,45.1228,UP,1
2005-12-29,44.77,44.605,41.2898,44.922,45.1908,DOWN,0
2005-12-30,44.67,44.53,41.3264,44.804,45.2342,UP,1
2006-01-03,45.99,44.85,41.3715,44.936,45.3138,UP,1
2006-01-04,46.5,45.99,41.422,45.302,45.3978,UP,1
2006-01-05,46.95,46.79,41.4773,45.776,45.4752,UP,1
2006-01-06,47.21,47.0,41.5308,46.264,45.5544,UP,1
2006-01-09,47.23,46.71,41.5856,46.776,45.6276,DOWN,0
2006-01-10,46.89,47.05,41.638,46.956,45.685,UP,1
2006-01-11,47.65,47.18,41.6945,47.186,45.7488,DOWN,0
2006-01-12,47.37,47.68,41.7478,47.27,45.7956,DOWN,0
2006-01-13,47.25,47.38,41.8004,47.278,45.8324,DOWN,0
2006-01-17,46.43,47.1,41.8558,47.118,45.8396,DOWN,0
2006-01-18,46.2,46.44,41.9091,46.98,45.8458,DOWN,0
2006-01-19,45.94,46.4,41.9624,46.638,45.8502,DOWN,0
2006-01-20,45.01,46.0,42.0103,46.166,45.8346,UP,1
2006-01-23,45.54,45.15,42.0601,45.824,45.8414,DOWN,0
2006-01-24,45.32,44.73,42.1103,45.602,45.8408,DOWN,0
2006-01-25,44.71,45.25,42.1581,45.304,45.8104,UP,1
2006-01-26,46.2,45.45,42.2118,45.356,45.814,UP,1
2006-01-27,46.54,46.0,42.2704,45.662,45.829,DOWN,0
2006-01-30,46.25,46.89,42.328,45.804,45.842,DOWN,0
2006-01-31,45.38,45.95,42.3844,45.816,45.8424,UP,1
2006-02-01,45.61,45.357,42.4415,45.996,45.8224,DOWN,0
2006-02-02,45.3,45.4,42.4975,45.816,45.7994,DOWN,0
2006-02-03,44.79,44.9,42.5529,45.466,45.7702,DOWN,0
2006-02-06,44.13,44.63,42.6014,45.042,45.7232,DOWN,0
2006-02-07,43.77,43.93,42.648,44.72,45.6666,DOWN,0
2006-02-08,43.68,43.75,42.6927,44.334,45.614,DOWN,0
2006-02-09,43.46,43.59,42.738,43.966,45.5532,UP,1
2006-02-10,43.63,43.46,42.7799,43.734,45.4918,DOWN,0
2006-02-13,43.28,43.53,42.8216,43.564,45.4268,UP,1
2006-02-14,44.34,43.56,42.8643,43.678,45.3826,DOWN,0
2006-02-15,43.91,44.24,42.9039,43.724,45.3308,DOWN,0
2006-02-16,43.4,44.1,42.9366,43.712,45.2914,DOWN,0
2006-02-17,43.03,43.4,42.9627,43.592,45.2432,DOWN,0
2006-02-21,42.77,42.4,42.9861,43.49,45.2084,UP,1
2006-02-22,43.05,43.0,43.0118,43.232,45.1806,DOWN,0
2006-02-23,42.5,42.68,43.0332,42.95,45.1228,UP,1
2006-02-24,42.55,42.24,43.0574,42.78,45.0738,UP,1
2006-02-27,43.06,42.7,43.0819,42.786,45.0338,DOWN,0
2006-02-28,42.98,42.8,43.1074,42.828,44.9904,DOWN,0
2006-03-01,42.81,43.1,43.1351,42.78,44.9464,DOWN,0
2006-03-02,42.59,42.62,43.1598,42.798,44.9026,UP,1
2006-03-03,42.87,42.34,43.1846,42.862,44.8726,DOWN,0
2006-03-06,42.46,42.74,43.2085,42.742,44.8198,UP,1
2006-03-07,42.63,42.25,43.232,42.672,44.7688,DOWN,0
2006-03-08,42.54,42.41,43.2577,42.618,44.7144,DOWN,0
2006-03-09,42.13,42.6,43.2793,42.526,44.6504,UP,1
2006-03-10,42.32,42.23,43.3017,42.416,44.6034,UP,1
2006-03-13,42.66,42.52,43.326,42.456,44.565,UP,1
2006-03-14,42.8,42.682,43.3497,42.49,44.5256,UP,1
2006-03-15,42.93,42.93,43.3736,42.568,44.4908,UP,1
2006-03-16,42.96,43.04,43.399,42.734,44.4302,DOWN,0
2006-03-17,41.55,42.88,43.4159,42.58,44.3312,UP,1
2006-03-20,41.9,42.11,43.4337,42.428,44.2302,DOWN,0
2006-03-21,41.47,41.11,43.4491,42.162,44.1154,UP,1
2006-03-22,41.58,41.67,43.4654,41.892,44.0024,DOWN,0
2006-03-23,41.36,41.41,43.4794,41.572,43.8918,UP,1
2006-03-24,41.46,41.34,43.4935,41.554,43.768,DOWN,0
2006-03-27,41.24,41.32,43.5034,41.422,43.6454,DOWN,0
2006-03-28,40.75,41.15,43.5114,41.278,43.5154,UP,1
2006-03-29,41.96,40.9,43.5269,41.354,43.426,UP,1
2006-03-30,42.18,41.96,43.5425,41.518,43.3456,DOWN,0
2006-03-31,41.79,41.98,43.5559,41.584,43.2626,UP,1
2006-04-03,42.13,42.04,43.5719,41.762,43.205,UP,1
2006-04-04,42.35,42.23,43.5892,42.082,43.1412,DOWN,0
2006-04-05,42.26,42.5,43.6062,42.142,43.08,DOWN,0
2006-04-06,42.14,43.16,43.6226,42.134,43.0286,DOWN,0
2006-04-07,41.29,42.15,43.6353,42.034,42.9304,UP,1
2006-04-10,41.4,41.24,43.6505,41.888,42.8276,DOWN,0
2006-04-11,41.1,42.11,43.6652,41.638,42.7246,UP,1
2006-04-12,41.25,41.15,43.6786,41.436,42.642,DOWN,0
2006-04-13,41.02,41.15,43.6891,41.212,42.5502,UP,1
2006-04-17,41.11,40.23,43.6953,41.176,42.4664,UP,1
2006-04-18,41.8,41.0,43.7067,41.256,42.4066,UP,1
2006-04-19,43.0,42.0,43.7237,41.636,42.384,UP,1
2006-04-20,43.27,43.05,43.7386,42.04,42.374,DOWN,0
2006-04-21,42.71,43.47,43.7518,42.378,42.3546,UP,1
2006-04-24,42.95,42.72,43.7643,42.746,42.3444,DOWN,0
2006-04-25,42.88,43.11,43.7785,42.962,42.3294,UP,1
2006-04-26,43.78,43.15,43.7928,43.118,42.3394,DOWN,0
2006-04-27,43.72,43.73,43.8065,43.208,42.327,UP,1
2006-04-28,44.03,43.85,43.8225,43.472,42.3294,DOWN,0
2006-05-01,43.4,44.0,43.8336,43.562,42.3294,UP,1
2006-05-02,45.6,45.0,43.8543,44.106,42.3808,UP,1
2006-05-03,45.85,45.78,43.876,44.52,42.4424,UP,1
2006-05-04,45.86,45.99,43.8965,44.948,42.4986,DOWN,0
2006-05-05,45.76,46.0,43.9174,45.294,42.5638,DOWN,0
2006-05-08,45.59,45.5,43.9405,45.732,42.6246,DOWN,0
2006-05-09,45.29,45.55,43.9615,45.67,42.6692,UP,1
2006-05-10,45.5,45.21,43.9853,45.6,42.7196,DOWN,0
2006-05-11,45.08,46.37,44.0066,45.444,42.765,DOWN,0
2006-05-12,44.72,45.09,44.0231,45.236,42.8076,UP,1
2006-05-15,44.94,44.6,44.0326,45.106,42.849,DOWN,0
2006-05-16,44.79,45.0,44.0364,45.006,42.8956,DOWN,0
2006-05-17,44.58,44.7,44.0379,44.822,42.9346,DOWN,0
2006-05-18,44.2,44.56,44.0357,44.646,42.9678,UP,1
2006-05-19,44.65,44.3,44.0358,44.632,43.0182,DOWN,0
2006-05-22,44.06,44.53,44.0324,44.456,43.053,DOWN,0
2006-05-23,43.85,44.06,44.0316,44.268,43.0768,DOWN,0
2006-05-24,43.68,43.77,44.0317,44.088,43.0944,UP,1
2006-05-25,43.85,43.95,44.029,44.018,43.1128,DOWN,0
2006-05-26,43.81,43.95,44.0256,43.85,43.1298,DOWN,0
2006-05-30,43.18,43.75,44.0182,43.674,43.1624,UP,1
2006-05-31,44.02,43.25,44.0163,43.708,43.2048,UP,1
2006-06-01,44.41,43.85,44.0154,43.854,43.2636,DOWN,0
2006-06-02,43.8,44.33,44.0141,43.844,43.308,DOWN,0
2006-06-05,42.63,43.7,44.0083,43.608,43.3334,UP,1
2006-06-06,42.73,41.84,44.0024,43.518,43.3588,DOWN,0
2006-06-07,42.73,42.52,43.9943,43.26,43.3886,UP,1
2006-06-08,43.34,42.73,43.9853,43.046,43.4404,DOWN,0
2006-06-09,43.1,43.32,43.9757,42.906,43.4632,DOWN,0
2006-06-12,42.7,43.23,43.9671,42.92,43.4736,DOWN,0
2006-06-13,42.3,42.74,43.9556,42.834,43.4838,UP,1
2006-06-14,42.55,42.15,43.9446,42.798,43.4922,UP,1
2006-06-15,43.82,42.64,43.9424,42.894,43.5216,UP,1
2006-06-16,43.88,43.68,43.942,43.05,43.554,UP,1
2006-06-19,44.21,44.0,43.948,43.352,43.5954,DOWN,0
2006-06-20,44.02,44.3,43.9571,43.696,43.65,UP,1
2006-06-21,44.4,43.87,43.9669,44.066,43.71,DOWN,0
2006-06-22,44.29,44.22,43.972,44.16,43.7738,DOWN,0
2006-06-23,44.15,44.0,43.9779,44.214,43.8318,UP,1
2006-06-26,44.42,44.16,43.988,44.256,43.8998,DOWN,0
2006-06-27,43.98,44.49,43.9986,44.248,43.9572,DOWN,0
2006-06-28,43.95,43.98,44.0088,44.158,44.0002,UP,1
2006-06-29,44.64,44.2,44.019,44.228,44.033,DOWN,0
2006-06-30,44.58,44.85,44.0292,44.314,44.0592,UP,1
2006-07-03,45.03,44.83,44.0394,44.436,44.1056,DOWN,0
2006-07-05,44.47,45.0,44.0443,44.534,44.136,UP,1
2006-07-06,44.62,44.64,44.0499,44.668,44.1708,DOWN,0
2006-07-07,44.1,44.62,44.0545,44.56,44.1772,UP,1
2006-07-10,44.37,44.53,44.0665,44.518,44.1902,UP,1
2006-07-11,44.62,44.14,44.0796,44.436,44.202,DOWN,0
2006-07-12,44.2,44.55,44.0869,44.382,44.218,DOWN,0
2006-07-13,43.68,44.21,44.0855,44.194,44.1796,DOWN,0
2006-07-14,43.56,43.68,44.0837,44.086,44.1338,DOWN,0
2006-07-17,43.54,43.65,44.0812,43.92,44.0874,DOWN,0
2006-07-18,43.11,43.47,44.0722,43.618,44.0344,UP,1
2006-07-19,44.11,43.36,44.0684,43.6,44.0048,UP,1
2006-07-20,44.31,44.13,44.0706,43.726,43.9852,DOWN,0
2006-07-21,44.22,44.32,44.0736,43.858,43.9596,UP,1
2006-07-24,45.12,44.47,44.0851,44.174,43.9604,UP,1
2006-07-25,45.13,45.49,44.0971,44.578,43.9686,UP,1
2006-07-26,45.15,45.1,44.1105,44.786,43.9728,DOWN,0
2006-07-27,45.01,45.7,44.1258,44.926,43.9772,UP,1
2006-07-28,46.14,45.47,44.1479,45.31,44.0084,DOWN,0
2006-07-31,45.8,45.89,44.1676,45.446,44.0404,DOWN,0
2006-08-01,45.15,45.0,44.186,45.45,44.0504,DOWN,0
2006-08-02,45.05,45.24,44.1996,45.43,44.0702,DOWN,0
2006-08-03,44.92,45.05,44.2141,45.412,44.0916,DOWN,0
2006-08-04,44.49,45.08,44.2297,45.082,44.1078,DOWN,0
2006-08-07,44.47,44.5,44.2395,44.816,44.1202,DOWN,0
2006-08-08,43.97,44.72,44.2493,44.58,44.1234,DOWN,0
2006-08-09,42.84,44.15,44.252,44.138,44.1166,UP,1
2006-08-10,43.04,42.84,44.2518,43.762,44.097,DOWN,0
2006-08-11,42.62,42.94,44.2487,43.388,44.0612,UP,1
2006-08-14,43.09,43.54,44.2463,43.112,44.047,UP,1
2006-08-15,44.14,43.55,44.2469,43.146,44.0772,UP,1
2006-08-16,44.22,44.6,44.2457,43.422,44.107,UP,1
2006-08-17,44.71,44.14,44.2441,43.756,44.1466,DOWN,0
2006-08-18,44.5,44.75,44.2395,44.132,44.1698,DOWN,0
2006-08-21,44.5,44.14,44.2317,44.414,44.1978,DOWN,0
2006-08-22,44.01,44.25,44.2223,44.388,44.224,DOWN,0
2006-08-23,44.0,43.8,44.2137,44.344,44.258,DOWN,0
2006-08-24,43.85,44.19,44.204,44.172,44.284,DOWN,0
2006-08-25,43.66,43.42,44.1963,44.004,44.2808,UP,1
2006-08-28,43.82,43.66,44.1886,43.868,44.2796,DOWN,0
2006-08-29,43.65,43.97,44.1757,43.796,44.2684,UP,1
2006-08-30,43.82,43.8,44.1647,43.76,44.2644,UP,1
2006-08-31,43.9,43.82,44.1553,43.77,44.2544,UP,1
2006-09-01,44.3,44.15,44.1488,43.898,44.2546,UP,1
2006-09-05,44.41,44.34,44.144,44.016,44.2598,DOWN,0
2006-09-06,44.33,43.7,44.1326,44.152,44.258,UP,1
2006-09-07,44.38,44.25,44.1222,44.264,44.266,UP,1
2006-09-08,45.05,44.5,44.1162,44.494,44.288,UP,1
2006-09-11,45.49,45.87,44.1113,44.732,44.305,UP,1
2006-09-12,45.7,45.74,44.1068,44.99,44.3274,UP,1
2006-09-13,46.34,45.74,44.1069,45.392,44.3536,DOWN,0
2006-09-14,46.23,46.43,44.1056,45.762,44.3888,DOWN,0
2006-09-15,45.96,46.34,44.1019,45.944,44.4156,DOWN,0
2006-09-18,45.93,46.0,44.0989,46.032,44.4522,UP,1
2006-09-19,46.33,46.24,44.0978,46.158,44.4914,UP,1
2006-09-20,46.57,46.45,44.0981,46.204,44.5304,DOWN,0
2006-09-21,46.24,46.3,44.1025,46.206,44.5712,DOWN,0
2006-09-22,46.2,46.4,44.1063,46.254,44.6216,UP,1
2006-09-25,46.99,46.35,44.1187,46.466,44.6902,UP,1
2006-09-26,47.39,47.04,44.1334,46.678,44.7672,DOWN,0
2006-09-27,46.63,47.16,44.1396,46.69,44.8376,UP,1
2006-09-28,47.08,46.74,44.15,46.858,44.897,DOWN,0
2006-09-29,46.89,47.01,44.1592,46.996,44.9486,DOWN,0
2006-10-02,46.43,46.95,44.1656,46.884,44.9928,UP,1
2006-10-03,47.58,46.44,44.1784,46.922,45.042,UP,1
2006-10-04,48.23,47.35,44.1957,47.242,45.104,DOWN,0
2006-10-05,48.17,48.1,44.2147,47.46,45.1644,DOWN,0
2006-10-06,47.64,47.85,44.2274,47.61,45.217,UP,1
2006-10-09,48.09,47.66,44.2419,47.942,45.256,DOWN,0
2006-10-10,47.99,48.35,44.2556,48.024,45.2998,DOWN,0
2006-10-11,47.87,47.99,44.2683,47.952,45.3542,UP,1
2006-10-12,48.05,48.2,44.2852,47.928,45.4142,UP,1
2006-10-13,49.09,48.07,44.3077,48.218,45.4976,UP,1
2006-10-16,49.1,48.9,44.3294,48.42,45.5898,DOWN,0
2006-10-17,48.66,48.85,44.3493,48.554,45.6736,DOWN,0
2006-10-18,48.59,48.76,44.3623,48.698,45.766,DOWN,0
2006-10-19,48.55,48.66,44.3726,48.798,45.8802,DOWN,0
2006-10-20,48.39,48.79,44.3798,48.658,45.9872,UP,1
2006-10-23,48.95,48.26,44.3885,48.628,46.1138,DOWN,0
2006-10-24,48.95,48.98,44.3971,48.686,46.231,DOWN,0
2006-10-25,48.59,48.82,44.4056,48.686,46.32,UP,1
2006-10-26,50.66,49.45,44.4206,49.108,46.4488,DOWN,0
2006-10-27,49.92,50.66,44.4334,49.414,46.553,UP,1
2006-10-30,50.4,49.96,44.4491,49.704,46.671,UP,1
2006-10-31,51.13,50.4,44.4726,50.14,46.8036,UP,1
2006-11-01,51.18,51.11,44.4975,50.658,46.947,DOWN,0
2006-11-02,51.03,50.9,44.523,50.732,47.0876,UP,1
2006-11-03,51.14,51.28,44.5536,50.976,47.2334,UP,1
2006-11-06,51.57,51.23,44.5838,51.21,47.3916,UP,1
2006-11-07,52.4,51.49,44.6192,51.464,47.5632,UP,1
2006-11-08,52.46,52.4,44.6579,51.72,47.7394,UP,1
2006-11-09,52.69,52.65,44.6904,52.052,47.9168,UP,1
2006-11-10,52.91,52.68,44.7222,52.406,48.097,DOWN,0
2006-11-13,52.44,52.92,44.7532,52.58,48.2598,DOWN,0
2006-11-14,52.25,52.38,44.7875,52.55,48.4166,DOWN,0
2006-11-15,51.9,52.3,44.819,52.438,48.568,DOWN,0
