ticker,TRV US Equity,TRV US Equity,TRV US Equity,TRV US Equity,TRV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,25.438,26.25,31.8436,26.35,31.5633,DOWN,0
2000-02-10,24.5,25.0,31.8171,25.925,31.4495,DOWN,0
2000-02-11,24.375,24.563,31.7952,25.45,31.3183,DOWN,0
2000-02-14,24.25,24.25,31.773,24.975,31.1733,UP,1
2000-02-15,24.313,24.5,31.7436,24.575,31.0245,UP,1
2000-02-16,24.5,24.313,31.7174,24.3875,30.8945,UP,1
2000-02-17,24.625,24.875,31.6905,24.4125,30.777,DOWN,0
2000-02-18,23.625,24.563,31.6505,24.2625,30.6345,UP,1
2000-02-22,23.875,23.625,31.6049,24.1875,30.4983,DOWN,0
2000-02-23,23.75,23.75,31.5583,24.075,30.3433,DOWN,0
2000-02-24,22.75,23.625,31.5052,23.725,30.1638,UP,1
2000-02-25,22.875,23.5,31.4458,23.375,29.9788,UP,1
2000-02-28,23.063,23.188,31.3811,23.2625,29.795,DOWN,0
2000-02-29,22.375,23.125,31.3236,22.9625,29.5925,UP,1
2000-03-01,22.563,22.5,31.268,22.725,29.3825,UP,1
2000-03-02,22.625,22.563,31.2133,22.7,29.1938,DOWN,0
2000-03-03,22.563,22.563,31.1527,22.6375,28.985,DOWN,0
2000-03-06,22.438,22.313,31.0911,22.5125,28.77,DOWN,0
2000-03-07,22.063,22.438,31.0274,22.45,28.5363,DOWN,0
2000-03-08,21.75,22.125,30.9567,22.2875,28.3013,UP,1
2000-03-09,22.75,21.375,30.8867,22.3125,28.0888,UP,1
2000-03-10,23.0,22.75,30.8199,22.4,27.885,DOWN,0
2000-03-13,22.5,22.75,30.758,22.4125,27.6663,DOWN,0
2000-03-14,22.313,22.5,30.6914,22.4625,27.4388,UP,1
2000-03-15,23.875,22.75,30.6364,22.8875,27.2563,UP,1
2000-03-16,27.188,24.5,30.5996,23.775,27.1488,DOWN,0
2000-03-17,26.625,27.188,30.5592,24.5,27.035,DOWN,0
2000-03-20,26.313,26.75,30.5171,25.2625,26.9025,UP,1
2000-03-21,27.563,26.063,30.4802,26.3125,26.7688,DOWN,0
2000-03-22,27.375,27.125,30.4467,27.0125,26.6438,UP,1
2000-03-23,28.25,27.063,30.4192,27.225,26.5438,UP,1
2000-03-24,29.5,28.875,30.3989,27.8,26.4675,DOWN,0
2000-03-27,29.5,29.25,30.3808,28.4375,26.3775,UP,1
2000-03-28,30.0,29.438,30.3617,28.925,26.2975,DOWN,0
2000-03-29,29.938,29.625,30.3424,29.4375,26.2413,UP,1
2000-03-30,32.625,30.5,30.3311,30.3125,26.2375,UP,1
2000-03-31,34.125,32.688,30.3289,31.2375,26.2675,DOWN,0
2000-04-03,34.0,34.0,30.3277,32.1375,26.3175,DOWN,0
2000-04-04,33.0,34.875,30.3214,32.7375,26.335,DOWN,0
2000-04-05,32.688,33.125,30.3155,33.2875,26.3613,DOWN,0
2000-04-06,32.25,32.938,30.3108,33.2125,26.3588,DOWN,0
2000-04-07,31.875,33.0,30.3058,32.7625,26.385,UP,1
2000-04-10,32.125,32.0,30.3039,32.3875,26.4275,UP,1
2000-04-11,32.313,31.875,30.3011,32.25,26.47,UP,1
2000-04-12,32.5,33.0,30.3011,32.2125,26.5338,UP,1
2000-04-13,32.875,32.75,30.3064,32.3375,26.6338,DOWN,0
2000-04-14,30.0,32.25,30.2999,31.9625,26.7013,UP,1
2000-04-17,30.063,31.0,30.2936,31.55,26.7675,UP,1
2000-04-18,30.875,30.0,30.2939,31.2625,26.8525,DOWN,0
2000-04-19,29.875,30.563,30.288,30.7375,26.9238,UP,1
2000-04-20,30.688,29.75,30.2924,30.3,27.0288,UP,1
2000-04-24,31.125,30.875,30.3024,30.525,27.1613,UP,1
2000-04-25,33.0,31.125,30.3161,31.1125,27.3338,DOWN,0
2000-04-26,32.75,33.5,30.3221,31.4875,27.5038,UP,1
2000-04-27,33.25,32.25,30.3261,32.1625,27.6825,UP,1
2000-04-28,35.625,33.5,30.3452,33.15,27.905,DOWN,0
2000-05-01,35.25,35.688,30.3564,33.975,28.1175,UP,1
2000-05-02,35.438,35.563,30.3649,34.4625,28.3538,DOWN,0
2000-05-03,33.625,35.438,30.3655,34.6375,28.5488,UP,1
2000-05-04,33.875,33.875,30.3746,34.7625,28.7513,DOWN,0
2000-05-05,33.688,34.0,30.3777,34.375,28.97,UP,1
2000-05-08,33.813,33.688,30.3814,34.0875,29.1888,UP,1
2000-05-09,34.0,34.25,30.3836,33.8,29.4075,UP,1
2000-05-10,34.25,34.125,30.3867,33.925,29.645,UP,1
2000-05-11,35.25,34.25,30.3989,34.2,29.8988,UP,1
2000-05-12,35.5,35.438,30.4186,34.5625,30.1563,UP,1
2000-05-15,37.063,35.563,30.4483,35.2125,30.4463,UP,1
2000-05-16,37.75,37.125,30.4761,35.9625,30.7525,DOWN,0
2000-05-17,36.75,37.75,30.4992,36.4625,31.0463,UP,1
2000-05-18,37.188,36.75,30.5224,36.85,31.355,DOWN,0
2000-05-19,36.375,37.25,30.5374,37.025,31.6275,UP,1
2000-05-22,37.625,36.625,30.5658,37.1375,31.92,UP,1
2000-05-23,37.813,37.5,30.5936,37.15,32.2263,UP,1
2000-05-24,38.5,37.625,30.6292,37.5,32.55,DOWN,0
2000-05-25,37.875,38.313,30.6611,37.6375,32.83,DOWN,0
2000-05-26,37.125,37.625,30.6902,37.7875,33.0288,UP,1
2000-05-30,37.813,37.0,30.7221,37.825,33.2525,DOWN,0
2000-05-31,37.5,37.875,30.753,37.7625,33.4763,UP,1
2000-06-01,38.375,37.25,30.7871,37.7375,33.6925,UP,1
2000-06-02,39.188,38.625,30.8264,38.0,33.9288,DOWN,0
2000-06-05,38.75,39.0,30.8577,38.325,34.1388,DOWN,0
2000-06-06,38.625,38.375,30.8867,38.4875,34.3213,UP,1
2000-06-07,38.875,38.625,30.9127,38.7625,34.5088,DOWN,0
2000-06-08,37.875,38.0,30.9342,38.6625,34.6663,UP,1
2000-06-09,38.313,37.813,30.9583,38.4875,34.8338,DOWN,0
2000-06-12,37.398,38.5,30.9772,38.2172,34.9292,UP,1
2000-06-13,37.938,37.5,31.0003,38.0797,35.0055,DOWN,0
2000-06-14,37.5,37.938,31.0259,37.8047,35.0755,UP,1
2000-06-15,37.75,37.438,31.0544,37.7797,35.1705,DOWN,0
2000-06-16,37.438,37.875,31.0759,37.6047,35.2655,UP,1
2000-06-19,37.938,36.875,31.1009,37.7125,35.3792,DOWN,0
2000-06-20,35.375,37.688,31.109,37.2,35.4492,DOWN,0
2000-06-21,34.938,35.875,31.1175,36.6875,35.5055,DOWN,0
2000-06-22,34.188,35.063,31.1253,35.975,35.543,UP,1
2000-06-23,35.0,34.688,31.135,35.4875,35.593,DOWN,0
2000-06-26,34.938,34.75,31.1453,34.8875,35.6342,UP,1
2000-06-27,35.063,35.125,31.1575,34.825,35.7355,UP,1
2000-06-28,35.594,35.0,31.1773,34.9563,35.8461,UP,1
2000-06-29,36.375,35.625,31.1995,35.3938,35.9561,DOWN,0
2000-06-30,34.125,36.125,31.2108,35.2188,36.0411,UP,1
2000-07-03,34.625,34.0,31.2214,35.1563,36.1198,UP,1
2000-07-05,35.75,34.375,31.2404,35.2938,36.2123,DOWN,0
2000-07-06,35.563,36.0,31.262,35.2875,36.2636,UP,1
2000-07-07,36.5,35.375,31.2911,35.3125,36.3386,UP,1
2000-07-10,36.625,36.5,31.3229,35.8125,36.4061,UP,1
2000-07-11,37.188,37.0,31.3645,36.325,36.4373,UP,1
2000-07-12,38.75,37.5,31.4126,36.925,36.5073,DOWN,0
2000-07-13,37.313,38.625,31.4551,37.275,36.5448,UP,1
2000-07-14,37.438,37.5,31.502,37.4625,36.6211,DOWN,0
2000-07-17,37.438,37.438,31.5517,37.625,36.6923,UP,1
2000-07-18,37.938,37.625,31.6014,37.775,36.7773,DOWN,0
2000-07-19,37.375,38.125,31.6445,37.5,36.8486,UP,1
2000-07-20,37.75,37.438,31.6904,37.5875,36.9236,DOWN,0
2000-07-21,37.438,37.75,31.7317,37.5875,36.9873,UP,1
2000-07-24,37.5,37.188,31.7773,37.6,37.0323,UP,1
2000-07-25,40.125,37.5,31.8342,38.0375,37.1248,UP,1
2000-07-26,42.523,40.0,31.9093,39.0672,37.2341,UP,1
2000-07-27,44.625,42.5,31.9968,40.4422,37.3716,UP,1
2000-07-28,44.75,44.625,32.0881,41.9047,37.5316,DOWN,0
2000-07-31,44.438,44.75,32.1731,43.2922,37.6766,DOWN,0
2000-08-01,44.25,44.125,32.2621,44.1172,37.8341,DOWN,0
2000-08-02,44.063,43.875,32.3509,44.425,37.9628,UP,1
2000-08-03,45.063,44.0,32.4462,44.5125,38.1078,UP,1
2000-08-04,47.25,45.0,32.5518,45.0125,38.2828,UP,1
2000-08-07,48.25,46.75,32.6653,45.775,38.4903,UP,1
2000-08-08,48.375,48.25,32.7706,46.6,38.7153,DOWN,0
2000-08-09,47.5,48.0,32.8718,47.2875,38.9091,DOWN,0
2000-08-10,47.313,46.75,32.9749,47.7375,39.1053,UP,1
2000-08-11,47.75,47.563,33.0768,47.8375,39.2928,DOWN,0
2000-08-14,47.688,47.5,33.1649,47.725,39.4628,DOWN,0
2000-08-15,47.0,47.438,33.2399,47.45,39.6278,DOWN,0
2000-08-16,46.313,46.875,33.3134,47.2125,39.7816,UP,1
2000-08-17,46.938,45.5,33.3846,47.1375,39.9428,UP,1
2000-08-18,47.125,46.5,33.4603,47.0125,40.1278,UP,1
2000-08-21,47.875,47.75,33.5343,47.05,40.3191,DOWN,0
2000-08-22,47.813,47.625,33.5931,47.2125,40.5273,DOWN,0
2000-08-23,46.688,47.625,33.6474,47.2875,40.7023,UP,1
2000-08-24,46.813,46.625,33.7062,47.2625,40.8886,DOWN,0
2000-08-25,45.813,46.313,33.7637,47.0,41.0498,UP,1
2000-08-28,46.375,45.563,33.8278,46.7,41.2286,DOWN,0
2000-08-29,46.25,46.75,33.8878,46.3875,41.3948,UP,1
2000-08-30,47.25,46.313,33.9559,46.5,41.6323,UP,1
2000-08-31,47.516,47.0,34.0197,46.6406,41.8839,DOWN,0
2000-09-01,46.813,47.313,34.0853,46.8406,42.1364,UP,1
2000-09-05,47.125,46.375,34.1566,46.9906,42.3789,UP,1
2000-09-06,48.313,47.25,34.2344,47.4031,42.6464,UP,1
2000-09-07,48.375,48.313,34.3194,47.6281,42.9127,UP,1
2000-09-08,49.313,48.375,34.4107,47.9875,43.187,UP,1
2000-09-11,50.625,49.0,34.5094,48.75,43.472,DOWN,0
2000-09-12,49.75,50.125,34.6019,49.275,43.7845,DOWN,0
2000-09-13,48.5,50.0,34.6935,49.3125,44.062,UP,1
2000-09-14,49.438,48.688,34.7897,49.525,44.3358,DOWN,0
2000-09-15,48.813,49.688,34.8791,49.425,44.6008,DOWN,0
2000-09-18,46.75,48.0,34.9554,48.65,44.8058,UP,1
2000-09-19,48.625,46.938,35.0397,48.425,45.0458,DOWN,0
2000-09-20,47.75,48.875,35.1235,48.275,45.257,UP,1
2000-09-21,48.313,48.25,35.2125,48.05,45.4483,UP,1
2000-09-22,50.563,49.0,35.3116,48.4,45.7133,DOWN,0
2000-09-25,49.5,50.75,35.4057,48.95,45.9545,DOWN,0
2000-09-26,49.438,49.0,35.4954,49.1125,46.1945,UP,1
2000-09-27,49.688,49.25,35.5852,49.5,46.4295,UP,1
2000-09-28,50.438,49.25,35.6767,49.925,46.6908,DOWN,0
2000-09-29,50.375,50.688,35.7673,49.8875,46.9433,DOWN,0
2000-10-02,50.063,49.313,35.8552,50.0,47.1958,DOWN,0
2000-10-03,48.938,50.0,35.9345,49.9,47.4245,DOWN,0
2000-10-04,48.188,49.188,36.0152,49.6,47.5858,UP,1
2000-10-05,48.375,47.75,36.092,49.1875,47.7028,DOWN,0
2000-10-06,46.813,48.0,36.1602,48.475,47.7466,DOWN,0
2000-10-09,45.813,46.0,36.2205,47.625,47.7678,DOWN,0
2000-10-10,44.063,45.875,36.2733,46.65,47.7603,UP,1
2000-10-11,45.5,43.375,36.3339,46.1125,47.7853,DOWN,0
2000-10-12,44.563,45.5,36.3908,45.35,47.7953,UP,1
2000-10-13,46.0,44.313,36.4536,45.1875,47.8141,UP,1
2000-10-16,46.188,46.125,36.5161,45.2625,47.7928,DOWN,0
2000-10-17,46.0,46.0,36.5811,45.65,47.7478,DOWN,0
2000-10-18,45.5,46.063,36.6458,45.65,47.6903,UP,1
2000-10-19,46.875,45.813,36.7186,46.1125,47.6778,UP,1
2000-10-20,47.188,46.875,36.7898,46.35,47.6753,UP,1
2000-10-23,47.875,47.438,36.858,46.6875,47.6778,UP,1
2000-10-24,49.813,48.5,36.9389,47.45,47.7203,DOWN,0
2000-10-25,49.75,49.625,37.0214,48.3,47.7753,DOWN,0
2000-10-26,48.125,49.938,37.0955,48.55,47.8116,UP,1
2000-10-27,49.25,47.375,37.1717,48.9625,47.8578,UP,1
2000-10-30,51.563,49.375,37.2595,49.7,47.9466,DOWN,0
2000-10-31,51.25,51.313,37.352,49.9875,48.0141,DOWN,0
2000-11-01,50.875,51.25,37.4423,50.2125,48.0753,DOWN,0
2000-11-02,50.0,50.875,37.5292,50.5875,48.1416,DOWN,0
2000-11-03,48.125,49.75,37.6123,50.3625,48.1678,UP,1
2000-11-06,49.313,48.313,37.6983,49.9125,48.2378,UP,1
2000-11-07,49.875,49.563,37.7908,49.6375,48.3078,DOWN,0
2000-11-08,49.125,49.75,37.8745,49.2875,48.3653,UP,1
2000-11-09,50.438,49.25,37.9739,49.375,48.4291,UP,1
2000-11-10,50.5,49.875,38.0764,49.85,48.4888,UP,1
2000-11-13,51.0,50.5,38.1805,50.1875,48.5725,UP,1
2000-11-14,52.813,51.25,38.298,50.775,48.6863,DOWN,0
2000-11-15,51.875,52.5,38.418,51.325,48.7575,DOWN,0
2000-11-16,51.75,51.75,38.5436,51.5875,48.825,UP,1
2000-11-17,51.875,52.0,38.6692,51.8625,48.8763,DOWN,0
2000-11-20,51.375,52.375,38.793,51.9375,48.8913,DOWN,0
2000-11-21,50.625,51.125,38.9145,51.5,48.9088,DOWN,0
2000-11-22,49.625,51.0,39.0355,51.05,48.9313,UP,1
2000-11-24,50.063,49.625,39.1633,50.7125,48.9438,DOWN,0
2000-11-27,48.813,50.063,39.2855,50.1,48.9438,UP,1
2000-11-28,50.0,49.063,39.4142,49.825,49.0088,UP,1
2000-11-29,50.5,49.5,39.5452,49.8,49.0463,DOWN,0
2000-11-30,50.125,50.625,39.6733,49.9,49.0938,UP,1
2000-12-01,50.688,50.75,39.8036,50.025,49.1413,DOWN,0
2000-12-04,50.5,50.938,39.938,50.3625,49.14,UP,1
2000-12-05,51.5,50.813,40.0761,50.6625,49.18,UP,1
2000-12-06,52.5,52.0,40.2198,51.0625,49.2413,UP,1
2000-12-07,54.125,52.5,40.3767,51.8625,49.33,UP,1
2000-12-08,56.375,56.0,40.5442,53.0,49.4487,DOWN,0
2000-12-11,55.188,56.0,40.7048,53.9375,49.545,UP,1
2000-12-12,55.25,55.125,40.8692,54.6875,49.6488,DOWN,0
2000-12-13,54.438,55.0,41.0286,55.075,49.7588,DOWN,0
2000-12-14,53.0,54.0,41.1805,54.85,49.855,DOWN,0
2000-12-15,51.563,53.0,41.3255,53.8875,49.9188,UP,1
2000-12-18,52.938,52.625,41.478,53.4375,50.0413,DOWN,0
2000-12-19,52.0,53.0,41.6277,52.7875,50.165,DOWN,0
2000-12-20,51.5,51.875,41.7764,52.2,50.3138,UP,1
2000-12-21,52.0,51.5,41.9227,52.0,50.4438,DOWN,0
2000-12-22,52.0,52.25,42.0677,52.0875,50.5925,UP,1
2000-12-26,54.938,52.0,42.2298,52.4875,50.7713,UP,1
2000-12-27,55.75,54.563,42.397,53.2375,50.9625,DOWN,0
2000-12-28,54.5,55.0,42.5502,53.8375,51.1325,DOWN,0
2000-12-29,54.313,55.25,42.6858,54.3,51.3088,DOWN,0
2001-01-02,51.375,54.438,42.8095,54.175,51.3988,DOWN,0
2001-01-03,50.875,51.625,42.9323,53.3625,51.4725,DOWN,0
2001-01-04,48.5,50.25,43.037,51.9125,51.485,DOWN,0
2001-01-05,47.625,48.5,43.1383,50.5375,51.4412,UP,1
2001-01-08,49.0,48.25,43.242,49.475,51.4263,DOWN,0
2001-01-09,47.875,48.75,43.3339,48.775,51.4213,DOWN,0
2001-01-10,47.375,47.375,43.4233,48.075,51.3838,DOWN,0
2001-01-11,47.313,47.375,43.5098,47.8375,51.2988,DOWN,0
2001-01-12,45.125,47.25,43.5858,47.3375,51.1763,UP,1
2001-01-16,46.313,45.125,43.6542,46.8,51.085,DOWN,0
2001-01-17,45.563,46.063,43.7114,46.3375,50.9963,UP,1
2001-01-18,45.625,46.5,43.7695,45.9875,50.9463,DOWN,0
2001-01-19,45.063,45.375,43.8298,45.5375,50.8613,UP,1
2001-01-22,46.75,45.188,43.9002,45.8625,50.7988,UP,1
2001-01-23,48.063,43.125,43.9792,46.2125,50.7775,UP,1
2001-01-24,49.0,47.5,44.0648,46.9,50.7488,UP,1
2001-01-25,49.375,48.5,44.1511,47.65,50.7263,DOWN,0
2001-01-26,48.313,49.0,44.2311,48.3,50.6725,DOWN,0
2001-01-29,47.74,47.45,44.3073,48.498,50.571,UP,1
2001-01-30,48.6,47.74,44.3859,48.6055,50.5055,DOWN,0
2001-01-31,48.02,48.35,44.476,48.4095,50.4309,DOWN,0
2001-02-01,47.1,48.03,44.5612,47.9545,50.3354,UP,1
2001-02-02,48.0,47.0,44.6468,47.892,50.2679,UP,1
2001-02-05,49.56,48.0,44.7453,48.256,50.2466,DOWN,0
2001-02-06,48.39,49.56,44.8338,48.214,50.2219,DOWN,0
2001-02-07,48.04,47.5,44.9183,48.218,50.1815,UP,1
2001-02-08,48.45,49.0,44.9956,48.488,50.1742,DOWN,0
2001-02-09,48.12,47.6,45.0724,48.512,50.1366,UP,1
2001-02-12,49.1,48.75,45.1517,48.42,50.1086,DOWN,0
2001-02-13,49.02,49.0,45.2187,48.546,50.0865,DOWN,0
2001-02-14,48.9,48.95,45.2869,48.718,50.0508,DOWN,0
2001-02-15,48.4,48.3,45.3517,48.708,50.0088,UP,1
2001-02-16,48.61,48.65,45.4267,48.806,49.951,DOWN,0
2001-02-20,46.89,48.25,45.4917,48.364,49.8388,DOWN,0
2001-02-21,45.38,46.4,45.5502,47.636,49.6639,UP,1
2001-02-22,45.95,45.45,45.6109,47.046,49.4554,DOWN,0
2001-02-23,45.54,46.2,45.6686,46.474,49.2624,UP,1
2001-02-26,46.45,45.54,45.7296,46.042,49.0864,UP,1
2001-02-27,47.21,46.7,45.7894,46.106,48.9419,DOWN,0
2001-02-28,46.29,48.0,45.8433,46.288,48.8077,UP,1
2001-03-01,46.6,46.3,45.891,46.418,48.7084,UP,1
2001-03-02,47.05,47.0,45.9375,46.72,48.5907,DOWN,0
2001-03-05,46.92,47.4,45.9884,46.814,48.4891,DOWN,0
2001-03-06,45.88,47.75,46.0318,46.548,48.3767,UP,1
2001-03-07,46.15,45.88,46.0807,46.52,48.2597,UP,1
2001-03-08,47.61,47.0,46.1306,46.722,48.1719,DOWN,0
2001-03-09,46.15,46.25,46.1723,46.542,47.9961,DOWN,0
2001-03-12,44.46,46.21,46.2021,46.05,47.7703,DOWN,0
2001-03-13,44.45,44.79,46.235,45.764,47.5693,DOWN,0
2001-03-14,43.52,43.7,46.267,45.238,47.3535,UP,1
2001-03-15,43.73,43.75,46.2966,44.462,47.2006,DOWN,0
2001-03-16,43.13,42.65,46.3247,43.858,47.0457,DOWN,0
2001-03-19,42.17,43.38,46.3437,43.4,46.9191,UP,1
2001-03-20,42.18,42.75,46.3586,42.946,46.8102,DOWN,0
2001-03-21,41.48,41.35,46.3723,42.538,46.6598,DOWN,0
2001-03-22,40.25,41.63,46.3804,41.842,46.5073,UP,1
2001-03-23,40.4,41.0,46.388,41.296,46.3678,UP,1
2001-03-26,40.64,41.2,46.4019,40.99,46.2343,UP,1
2001-03-27,41.15,40.7,46.4161,40.784,46.1548,UP,1
2001-03-28,41.95,42.0,46.4388,40.878,46.0676,UP,1
2001-03-29,43.23,42.0,46.4653,41.474,46.0209,UP,1
2001-03-30,44.05,44.5,46.498,42.204,45.9894,UP,1
2001-04-02,44.44,44.7,46.5315,42.964,45.977,DOWN,0
2001-04-03,42.6,43.9,46.5573,43.254,45.894,DOWN,0
2001-04-04,42.23,42.95,46.5788,43.31,45.7773,UP,1
2001-04-05,43.25,43.0,46.6181,43.314,45.6623,DOWN,0
2001-04-06,41.9,43.2,46.6529,42.884,45.5128,DOWN,0
2001-04-09,41.53,41.65,46.6897,42.302,45.3772,UP,1
2001-04-10,42.29,41.28,46.7261,42.24,45.2682,DOWN,0
2001-04-11,42.21,42.2,46.7625,42.236,45.1404,UP,1
2001-04-12,42.26,42.45,46.7985,42.038,45.0252,UP,1
2001-04-16,43.5,42.46,46.838,42.358,44.9532,DOWN,0
2001-04-17,42.9,42.5,46.8706,42.632,44.8512,UP,1
2001-04-18,43.49,44.0,46.9174,42.872,44.7298,DOWN,0
2001-04-19,43.35,43.48,46.9611,43.1,44.629,DOWN,0
2001-04-20,42.8,43.6,46.9963,43.208,44.5242,UP,1
2001-04-23,43.12,43.05,47.0341,43.132,44.4176,DOWN,0
2001-04-24,42.38,43.5,47.0635,43.028,44.3028,UP,1
2001-04-25,42.77,42.3,47.0942,42.884,44.1762,UP,1
2001-04-26,44.05,42.8,47.1285,43.024,44.0768,UP,1
2001-04-27,45.32,44.03,47.1614,43.528,44.0052,DOWN,0
2001-04-30,45.1,45.26,47.2003,43.924,43.9392,UP,1
2001-05-01,45.48,45.01,47.2405,44.544,43.8766,DOWN,0
2001-05-02,45.0,45.5,47.2783,44.99,43.8388,DOWN,0
2001-05-03,44.82,44.75,47.3128,45.144,43.8276,UP,1
2001-05-04,45.37,44.3,47.3527,45.154,43.816,DOWN,0
2001-05-07,45.16,45.12,47.3898,45.166,43.8084,UP,1
2001-05-08,45.57,45.5,47.4304,45.184,43.7908,UP,1
2001-05-09,46.16,45.6,47.4737,45.416,43.7698,DOWN,0
2001-05-10,45.96,46.0,47.5029,45.644,43.7632,UP,1
2001-05-11,46.55,46.0,47.5231,45.88,43.7622,UP,1
2001-05-14,46.98,46.59,47.5348,46.244,43.7608,UP,1
2001-05-15,47.45,46.57,47.5483,46.62,43.7714,UP,1
2001-05-16,48.43,46.7,47.5683,47.074,43.8224,DOWN,0
2001-05-17,47.8,48.44,47.586,47.442,43.8554,UP,1
2001-05-18,48.38,47.93,47.6076,47.808,43.8708,UP,1
2001-05-21,49.25,48.4,47.6286,48.262,43.9328,UP,1
2001-05-22,49.57,49.5,47.6402,48.686,44.035,UP,1
2001-05-23,49.65,49.35,47.6472,48.93,44.139,DOWN,0
2001-05-24,49.64,49.7,47.6535,49.298,44.2614,DOWN,0
2001-05-25,49.3,49.39,47.6625,49.482,44.3728,UP,1
2001-05-29,49.84,49.5,47.6751,49.6,44.507,UP,1
2001-05-30,50.3,49.5,47.6879,49.746,44.6696,UP,1
2001-05-31,50.6,50.3,47.7024,49.936,44.838,DOWN,0
2001-06-01,49.58,50.35,47.7153,49.924,45.0,UP,1
2001-06-04,49.75,49.5,47.7325,50.014,45.19,UP,1
2001-06-05,50.73,49.7,47.7515,50.192,45.3966,DOWN,0
2001-06-06,50.25,50.5,47.7671,50.182,45.5888,DOWN,0
2001-06-07,49.9,50.0,47.7772,50.042,45.7638,DOWN,0
2001-06-08,49.77,49.95,47.787,50.08,45.9202,UP,1
2001-06-11,49.92,49.53,47.8032,50.114,46.054,UP,1
2001-06-12,50.3,49.62,47.8206,50.028,46.179,UP,1
2001-06-13,51.01,50.25,47.8466,50.18,46.3104,UP,1
2001-06-14,51.6,50.55,47.8727,50.52,46.4904,UP,1
2001-06-15,51.85,51.55,47.9007,50.936,46.6828,UP,1
2001-06-18,51.93,51.32,47.9241,51.338,46.8564,DOWN,0
2001-06-19,51.65,51.75,47.9448,51.608,47.0514,UP,1
2001-06-20,52.12,51.5,47.9713,51.83,47.2632,DOWN,0
2001-06-21,51.93,51.35,47.9954,51.896,47.456,DOWN,0
2001-06-22,51.65,51.97,48.0121,51.856,47.6448,DOWN,0
2001-06-25,51.0,51.45,48.0252,51.67,47.8196,UP,1
2001-06-26,51.95,50.15,48.0384,51.73,47.9886,UP,1
2001-06-27,52.03,51.1,48.0454,51.712,48.1712,DOWN,0
2001-06-28,51.78,52.03,48.0555,51.682,48.337,DOWN,0
2001-06-29,50.7,51.78,48.0665,51.492,48.484,UP,1
2001-07-02,50.79,50.2,48.0733,51.45,48.6438,DOWN,0
2001-07-03,50.79,50.8,48.0832,51.218,48.7972,DOWN,0
2001-07-05,50.41,50.79,48.1015,50.894,48.9578,DOWN,0
2001-07-06,49.8,50.4,48.1074,50.498,49.0984,DOWN,0
2001-07-09,49.61,49.7,48.1167,50.28,49.2096,DOWN,0
2001-07-10,48.84,49.61,48.1193,49.89,49.28,DOWN,0
2001-07-11,48.15,48.34,48.1072,49.362,49.341,UP,1
2001-07-12,48.53,48.15,48.1024,48.986,49.402,UP,1
2001-07-13,48.75,48.5,48.099,48.776,49.477,UP,1
2001-07-16,48.92,48.76,48.0951,48.638,49.559,DOWN,0
2001-07-17,43.25,43.5,48.0592,47.52,49.5166,UP,1
2001-07-18,44.75,43.94,48.0311,46.84,49.5084,DOWN,0
2001-07-19,43.6,44.7,47.9988,45.854,49.469,DOWN,0
2001-07-20,40.85,40.0,47.9583,44.274,49.3628,DOWN,0
