ticker,DOV US Equity,DOV US Equity,DOV US Equity,DOV US Equity,DOV US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-07-01,27.9416,28.2965,26.4097,27.9818,26.6404,DOWN,0
2004-07-02,27.3993,27.8546,26.4233,27.8867,26.6353,DOWN,0
2004-07-06,27.1181,27.2319,26.4362,27.71,26.6133,UP,1
2004-07-07,27.3725,27.1181,26.4487,27.6042,26.5997,DOWN,0
2004-07-08,26.9172,27.252,26.4589,27.3497,26.5777,UP,1
2004-07-09,27.4729,27.0846,26.4733,27.256,26.5647,DOWN,0
2004-07-12,27.2118,27.4528,26.4854,27.2185,26.5539,DOWN,0
2004-07-13,26.9908,27.252,26.5002,27.193,26.5434,DOWN,0
2004-07-14,26.5422,26.8502,26.5144,27.027,26.5382,DOWN,0
2004-07-15,26.3413,26.5422,26.5268,26.9118,26.5269,DOWN,0
2004-07-16,25.8994,26.415,26.5356,26.5971,26.5071,DOWN,0
2004-07-19,25.8459,26.1806,26.5464,26.3239,26.5011,UP,1
2004-07-20,26.6493,26.6226,26.5586,26.2556,26.5114,UP,1
2004-07-21,27.0846,26.7632,26.5715,26.3641,26.5449,DOWN,0
2004-07-22,26.5824,27.0846,26.5788,26.4123,26.584,DOWN,0
2004-07-23,26.0936,26.5489,26.5829,26.4512,26.6089,DOWN,0
2004-07-26,25.8124,26.1806,26.5847,26.4445,26.6286,UP,1
2004-07-27,26.2476,25.9329,26.588,26.3641,26.657,UP,1
2004-07-28,26.2677,26.2811,26.5908,26.2007,26.687,UP,1
2004-07-29,26.5556,26.4485,26.595,26.1954,26.7344,UP,1
2004-07-30,26.569,26.5958,26.5984,26.2905,26.7719,DOWN,0
2004-08-02,26.5288,26.4016,26.6018,26.4337,26.8118,DOWN,0
2004-08-03,26.3346,26.5288,26.6012,26.4512,26.856,DOWN,0
2004-08-04,26.2811,26.261,26.6004,26.4538,26.8929,DOWN,0
2004-08-05,25.7856,26.3279,26.5994,26.2998,26.9101,DOWN,0
2004-08-06,25.2968,25.4776,26.5934,26.0454,26.9045,UP,1
2004-08-09,25.4106,25.4441,26.5887,25.8217,26.8971,UP,1
2004-08-10,25.6115,25.4173,26.587,25.6771,26.8872,DOWN,0
2004-08-11,25.2164,25.4441,26.5849,25.4642,26.8698,DOWN,0
2004-08-12,24.8214,25.183,26.5797,25.2713,26.8483,DOWN,0
2004-08-13,24.654,24.9888,26.5727,25.1428,26.8142,UP,1
2004-08-16,25.2231,24.741,26.5676,25.1053,26.7976,UP,1
2004-08-17,25.491,25.2767,26.5647,25.0812,26.7784,UP,1
2004-08-18,25.6985,25.4776,26.5624,25.1776,26.7474,UP,1
2004-08-19,25.7521,25.6785,26.5605,25.3638,26.7107,UP,1
2004-08-20,25.8994,25.6584,26.558,25.6128,26.6689,DOWN,0
2004-08-23,25.6517,25.8793,26.5538,25.6985,26.6227,UP,1
2004-08-24,25.7253,25.8793,26.5483,25.7454,26.5902,UP,1
2004-08-25,25.9128,25.7387,26.5437,25.7883,26.5555,UP,1
2004-08-26,25.9597,25.9463,26.5404,25.8298,26.5199,DOWN,0
2004-08-27,25.9597,26.0132,26.539,25.8418,26.4856,DOWN,0
2004-08-30,25.578,26.0132,26.5362,25.8271,26.4446,DOWN,0
2004-08-31,25.2633,25.6785,26.5308,25.7347,26.4023,UP,1
2004-09-01,25.578,25.6785,26.5282,25.6677,26.3641,UP,1
2004-09-02,26.0802,25.4441,26.5296,25.6918,26.327,DOWN,0
2004-09-03,26.0132,26.0869,26.5331,25.7026,26.2922,UP,1
2004-09-07,26.1271,26.1472,26.5391,25.8124,26.2572,DOWN,0
2004-09-08,25.6985,26.1472,26.5423,25.8994,26.2112,UP,1
2004-09-09,25.7655,25.8793,26.547,25.9369,26.1685,UP,1
2004-09-10,25.886,25.6383,26.5521,25.8981,26.1224,UP,1
2004-09-13,26.1271,25.9463,26.5574,25.9208,26.0861,DOWN,0
2004-09-14,26.0333,26.194,26.5578,25.9021,26.0588,DOWN,0
2004-09-15,25.7856,25.953,26.5587,25.9195,26.0321,UP,1
2004-09-16,26.0467,25.8659,26.5604,25.9757,26.0056,UP,1
2004-09-17,26.1405,26.1137,26.5622,26.0266,25.9901,DOWN,0
2004-09-20,25.9128,26.107,26.5641,25.9838,25.9589,UP,1
2004-09-21,26.1806,26.0467,26.5677,26.0132,25.9383,DOWN,0
2004-09-22,25.6785,25.9463,26.5683,25.9918,25.912,DOWN,0
2004-09-23,25.3504,25.6115,26.5686,25.8525,25.8882,DOWN,0
2004-09-24,25.27,25.2901,26.5673,25.6785,25.8667,DOWN,0
2004-09-27,25.116,25.2901,26.5654,25.5191,25.8511,UP,1
2004-09-28,25.3303,25.0624,26.5648,25.349,25.8408,UP,1
2004-09-29,25.8793,25.2432,26.5664,25.3892,25.8254,UP,1
2004-09-30,26.0266,25.9128,26.5685,25.5245,25.8042,UP,1
2004-10-01,26.5489,26.1606,26.5747,25.7802,25.8035,UP,1
2004-10-04,26.7565,26.4953,26.5818,26.1083,25.8168,DOWN,0
2004-10-05,26.5623,26.877,26.5884,26.3547,25.8318,UP,1
2004-10-06,26.8703,26.5087,26.5944,26.5529,25.8442,DOWN,0
2004-10-07,26.0534,26.8502,26.5963,26.5583,25.84,DOWN,0
2004-10-08,25.4374,25.7588,26.5912,26.336,25.8176,UP,1
2004-10-11,25.6115,25.5847,26.5872,26.107,25.7984,DOWN,0
2004-10-12,25.2499,25.578,26.5826,25.8445,25.7729,DOWN,0
2004-10-13,25.1294,25.5111,26.5774,25.4963,25.7488,DOWN,0
2004-10-14,24.7076,25.0758,26.5679,25.2272,25.7173,DOWN,0
2004-10-15,24.6875,24.7745,26.5588,25.0772,25.6953,DOWN,0
2004-10-18,24.3996,24.5536,26.5477,24.8348,25.6774,DOWN,0
2004-10-19,24.346,24.4732,26.5374,24.654,25.6561,UP,1
2004-10-20,24.7879,24.3058,26.5243,24.5857,25.6396,UP,1
2004-10-21,24.8482,24.7879,26.5132,24.6138,25.6323,DOWN,0
2004-10-22,24.7143,24.9754,26.4986,24.6192,25.6301,DOWN,0
2004-10-25,24.6607,24.6406,26.4803,24.6714,25.6302,UP,1
2004-10-26,25.0357,24.5736,26.464,24.8093,25.6265,UP,1
2004-10-27,25.4508,24.9821,26.4501,24.9419,25.6257,UP,1
2004-10-28,25.7387,25.4575,26.4365,25.12,25.6265,UP,1
2004-10-29,26.2945,25.6383,26.4206,25.4361,25.6373,DOWN,0
2004-11-01,26.2409,26.2945,26.4053,25.7521,25.6442,UP,1
2004-11-02,26.4485,26.2409,26.3911,26.0347,25.6601,UP,1
2004-11-03,26.636,26.6828,26.3792,26.2717,25.6783,UP,1
2004-11-04,27.1181,26.6895,26.3703,26.5476,25.7024,UP,1
2004-11-05,27.3591,27.4462,26.3633,26.7605,25.7304,UP,1
2004-11-08,27.3993,27.3591,26.3549,26.9922,25.7592,DOWN,0
2004-11-09,27.3189,27.406,26.3453,27.1663,25.794,DOWN,0
2004-11-10,27.1716,27.3524,26.3409,27.2734,25.8322,UP,1
2004-11-11,27.8881,27.339,26.3414,27.4274,25.8784,UP,1
2004-11-12,27.9082,27.8546,26.3449,27.5372,25.915,DOWN,0
2004-11-15,27.7675,27.9617,26.3454,27.6109,25.95,DOWN,0
2004-11-16,27.56,27.5868,26.3455,27.6591,25.9787,UP,1
2004-11-17,27.7207,27.56,26.3488,27.7689,26.0191,DOWN,0
2004-11-18,27.7006,27.6671,26.3546,27.7314,26.0578,DOWN,0
2004-11-19,27.252,27.7006,26.3583,27.6002,26.0852,UP,1
2004-11-22,27.5399,27.2855,26.3611,27.5546,26.1134,DOWN,0
2004-11-23,27.339,27.5734,26.3625,27.5104,26.1395,DOWN,0
2004-11-24,27.2988,27.4328,26.3632,27.4261,26.1698,DOWN,0
2004-11-26,27.2721,27.252,26.36,27.3404,26.1943,DOWN,0
2004-11-29,27.1314,27.185,26.3573,27.3163,26.2141,DOWN,0
2004-11-30,27.0846,27.0511,26.3564,27.2252,26.2376,UP,1
2004-12-01,27.868,26.9841,26.3582,27.331,26.2713,DOWN,0
2004-12-02,27.801,27.7274,26.3604,27.4314,26.3138,DOWN,0
2004-12-03,27.801,27.801,26.3632,27.5372,26.3628,DOWN,0
2004-12-06,27.7408,27.801,26.3669,27.6591,26.4122,DOWN,0
2004-12-07,27.6537,27.7341,26.3721,27.7729,26.4629,UP,1
2004-12-08,27.9416,27.6738,26.3807,27.7876,26.5152,UP,1
2004-12-09,28.0956,27.9015,26.3899,27.8466,26.5595,DOWN,0
2004-12-10,27.7408,28.6045,26.3957,27.8345,26.5938,UP,1
2004-12-13,27.955,27.7876,26.4043,27.8774,26.6219,UP,1
2004-12-14,28.5309,27.955,26.4123,28.0528,26.6574,DOWN,0
2004-12-15,28.176,28.4572,26.4192,28.0997,26.6897,DOWN,0
2004-12-16,28.1224,28.1559,26.4251,28.105,26.7147,DOWN,0
2004-12-17,27.8144,27.9216,26.43,28.1197,26.7499,DOWN,0
2004-12-20,27.7609,27.8211,26.4303,28.0809,26.7964,DOWN,0
2004-12-21,27.6872,27.8144,26.4337,27.9122,26.8379,DOWN,0
2004-12-22,27.6336,27.6872,26.4387,27.8037,26.8856,DOWN,0
2004-12-23,27.6202,27.6403,26.45,27.7033,26.9354,DOWN,0
2004-12-27,27.4595,27.5667,26.4603,27.6323,26.9904,UP,1
2004-12-28,27.868,27.5198,26.4685,27.6537,27.054,UP,1
2004-12-29,28.0086,27.868,26.4795,27.718,27.1262,UP,1
2004-12-30,28.1224,27.9617,26.4899,27.8158,27.2018,DOWN,0
2004-12-31,28.0823,28.1894,26.4989,27.9082,27.2676,DOWN,0
2005-01-03,27.5734,28.0756,26.5072,27.9309,27.3221,DOWN,0
2005-01-04,27.4462,27.8345,26.5155,27.8466,27.3768,DOWN,0
2005-01-05,26.9105,27.4462,26.5239,27.6269,27.4218,DOWN,0
2005-01-06,26.656,26.9507,26.5342,27.3337,27.4542,DOWN,0
2005-01-07,26.2677,26.5958,26.5418,26.9707,27.4705,DOWN,0
2005-01-10,26.1137,26.1539,26.5455,26.6788,27.478,DOWN,0
2005-01-11,25.9128,26.1204,26.5494,26.3721,27.4704,UP,1
2005-01-12,26.4753,26.0132,26.5528,26.2851,27.4751,DOWN,0
2005-01-13,26.2476,26.4753,26.5534,26.2034,27.4711,UP,1
2005-01-14,26.8636,26.415,26.5579,26.3226,27.4756,DOWN,0
2005-01-18,26.6092,26.8636,26.5599,26.4217,27.4654,DOWN,0
2005-01-19,26.1539,26.5154,26.5556,26.4699,27.4413,DOWN,0
2005-01-20,25.8525,26.1405,26.5485,26.3454,27.4104,DOWN,0
2005-01-21,25.8124,25.9463,26.5392,26.2583,27.3803,UP,1
2005-01-24,25.9865,25.7722,26.5322,26.0829,27.3566,UP,1
2005-01-25,26.1739,26.0936,26.5254,25.9958,27.3223,DOWN,0
2005-01-26,24.9352,25.3771,26.512,25.7521,27.2628,UP,1
2005-01-27,24.9955,24.9352,26.5017,25.5807,27.2074,DOWN,0
2005-01-28,24.895,25.0825,26.4888,25.3972,27.1541,UP,1
2005-01-31,25.645,25.029,26.4802,25.3289,27.1126,DOWN,0
2005-02-01,25.4575,25.7722,26.4725,25.1856,27.0677,DOWN,0
2005-02-02,25.3437,25.4575,26.4646,25.2673,27.0295,DOWN,0
2005-02-03,25.0357,25.3704,26.4548,25.2754,26.9795,UP,1
2005-02-04,25.3236,25.0424,26.4432,25.3611,26.9391,UP,1
2005-02-07,25.7186,25.2499,26.4307,25.3758,26.9075,UP,1
2005-02-08,26.1338,25.6785,26.4211,25.5111,26.8848,DOWN,0
2005-02-09,25.5044,26.0266,26.4085,25.5432,26.8522,DOWN,0
2005-02-10,25.2767,25.5445,26.3943,25.5914,26.8161,UP,1
2005-02-11,26.04,25.3504,26.3857,25.7347,26.7795,UP,1
2005-02-14,26.0467,26.04,26.3784,25.8003,26.7444,DOWN,0
2005-02-15,25.9463,26.0467,26.3741,25.7628,26.7073,UP,1
2005-02-16,25.9798,25.7923,26.3695,25.8579,26.6721,DOWN,0
2005-02-17,25.5044,25.9262,26.3626,25.9034,26.6291,DOWN,0
2005-02-18,25.4508,25.3972,26.3591,25.7856,26.5793,DOWN,0
2005-02-22,24.9821,25.2432,26.3533,25.5727,26.517,UP,1
2005-02-23,25.2968,25.1428,26.3528,25.4428,26.4682,UP,1
2005-02-24,25.4843,25.2968,26.357,25.3437,26.4187,UP,1
2005-02-25,25.9597,25.5111,26.3626,25.4347,26.3673,DOWN,0
2005-02-28,25.8927,25.9597,26.3679,25.5231,26.3217,UP,1
2005-03-01,26.2141,25.8325,26.3749,25.7695,26.2835,DOWN,0
2005-03-02,26.0266,26.0467,26.3811,25.9155,26.2477,DOWN,0
2005-03-03,26.0066,26.0467,26.3903,26.0199,26.2126,UP,1
2005-03-04,26.5288,26.0936,26.3994,26.1338,26.1895,UP,1
2005-03-07,26.9841,26.636,26.4117,26.3521,26.1765,DOWN,0
2005-03-08,26.7096,26.9841,26.4246,26.4512,26.1583,UP,1
2005-03-09,26.7297,26.5824,26.4361,26.5918,26.1437,UP,1
2005-03-10,26.8502,26.7297,26.4457,26.7605,26.1233,DOWN,0
2005-03-11,26.4753,26.8234,26.4502,26.7498,26.0927,UP,1
2005-03-14,26.5355,26.5958,26.454,26.6601,26.0609,DOWN,0
2005-03-15,26.4619,26.6493,26.4557,26.6105,26.0285,DOWN,0
2005-03-16,26.1472,26.4552,26.456,26.494,26.0,UP,1
2005-03-17,26.2811,26.0333,26.458,26.3802,25.9767,DOWN,0
2005-03-18,26.1204,26.2811,26.4568,26.3092,25.9609,UP,1
2005-03-21,26.2275,26.1204,26.4576,26.2476,25.9523,DOWN,0
2005-03-22,26.107,26.3748,26.4559,26.1766,25.9491,DOWN,0
2005-03-23,25.8459,26.0467,26.4489,26.1164,25.9437,UP,1
2005-03-24,25.8525,25.8793,26.4402,26.0307,25.9425,DOWN,0
2005-03-28,25.7052,25.8392,26.4288,25.9476,25.9271,DOWN,0
2005-03-29,25.0691,25.578,26.4144,25.716,25.9036,UP,1
2005-03-30,25.4106,25.0758,26.4046,25.5767,25.8745,DOWN,0
2005-03-31,25.3035,25.4173,26.3929,25.4682,25.8484,DOWN,0
2005-04-01,24.9486,25.3571,26.379,25.2874,25.8243,DOWN,0
2005-04-04,24.9419,24.9486,26.3653,25.1348,25.8061,UP,1
2005-04-05,25.0758,24.9017,26.3526,25.1361,25.7913,UP,1
2005-04-06,25.1495,25.1428,26.3414,25.0839,25.7746,UP,1
2005-04-07,25.5245,25.2031,26.3316,25.1281,25.7616,DOWN,0
2005-04-08,25.2499,25.6985,26.3182,25.1883,25.7679,UP,1
2005-04-11,25.8258,25.4575,26.3085,25.3651,25.7845,UP,1
2005-04-12,25.9061,25.732,26.2987,25.5311,25.8047,DOWN,0
2005-04-13,25.2633,25.7789,26.285,25.5539,25.7971,DOWN,0
2005-04-14,24.6272,25.2767,26.2686,25.3745,25.7805,DOWN,0
2005-04-15,23.8907,24.3661,26.2471,25.1026,25.7514,UP,1
2005-04-18,24.3192,23.8907,26.229,24.8013,25.7371,UP,1
2005-04-19,24.4062,24.2924,26.2141,24.5013,25.7188,DOWN,0
2005-04-20,23.9844,24.3728,26.1984,24.2456,25.6841,UP,1
2005-04-21,24.1652,24.0447,26.1823,24.1531,25.6447,DOWN,0
2005-04-22,23.509,24.1049,26.1653,24.0768,25.6048,UP,1
2005-04-25,23.5157,23.5425,26.1455,23.9161,25.5696,DOWN,0
2005-04-26,23.2345,23.5224,26.1256,23.6818,25.5135,UP,1
2005-04-27,23.6831,23.0671,26.1091,23.6215,25.4662,DOWN,0
2005-04-28,23.6094,23.5693,26.0944,23.5103,25.4195,UP,1
2005-04-29,24.346,23.6965,26.0845,23.6777,25.3868,UP,1
2005-05-02,24.4799,24.3661,26.0774,23.8706,25.3663,UP,1
2005-05-03,24.5736,24.4397,26.071,24.1384,25.3488,UP,1
2005-05-04,25.0624,24.6741,26.0631,24.4143,25.3504,DOWN,0
2005-05-05,24.7343,24.9754,26.0513,24.6393,25.3391,UP,1
2005-05-06,24.9687,24.9419,26.0432,24.7638,25.3288,UP,1
2005-05-09,25.1361,24.9084,26.0385,24.895,25.3123,DOWN,0
2005-05-10,24.6406,24.9687,26.0326,24.9084,25.2873,UP,1
2005-05-11,24.7076,24.6741,26.0249,24.8375,25.2572,DOWN,0
2005-05-12,24.5268,24.6875,26.0162,24.7959,25.2272,DOWN,0
2005-05-13,24.4062,24.5268,26.0054,24.6835,25.1952,UP,1
2005-05-16,24.7544,24.4464,25.9964,24.6071,25.1597,UP,1
2005-05-17,24.875,24.6071,25.9881,24.654,25.1175,UP,1
2005-05-18,25.1897,24.9285,25.9824,24.7504,25.0871,DOWN,0
2005-05-19,25.1562,25.1897,25.9768,24.8763,25.0556,DOWN,0
2005-05-20,24.895,24.7745,25.9723,24.9741,25.0165,UP,1
2005-05-23,24.9352,24.8281,25.9705,25.0102,24.9857,DOWN,0
2005-05-24,24.7544,24.8415,25.9672,24.9861,24.9501,DOWN,0
2005-05-25,24.654,24.6272,25.9624,24.879,24.9139,UP,1
2005-05-26,24.8281,24.7143,25.9605,24.8134,24.8875,UP,1
2005-05-27,25.3236,24.8281,25.963,24.8991,24.8684,UP,1
2005-05-31,25.3571,25.2968,25.9665,24.9834,24.8531,UP,1
2005-06-01,25.6182,25.3704,25.9685,25.1562,24.8409,DOWN,0
2005-06-02,25.6048,25.4508,25.9691,25.3463,24.8309,DOWN,0
2005-06-03,25.4575,25.4441,25.9678,25.4722,24.8231,DOWN,0
2005-06-06,25.183,25.3905,25.965,25.4441,24.8097,UP,1
2005-06-07,25.4106,25.1495,25.9626,25.4548,24.8038,DOWN,0
2005-06-08,25.1897,25.4508,25.9602,25.3691,24.8063,DOWN,0
2005-06-09,24.7879,25.1093,25.9556,25.2057,24.7938,UP,1
2005-06-10,24.8281,24.808,25.9501,25.0798,24.7843,DOWN,0
2005-06-13,24.8281,24.7477,25.9445,25.0089,24.7819,DOWN,0
2005-06-14,24.7477,24.8281,25.9384,24.8763,24.778,DOWN,0
2005-06-15,24.5335,24.8147,25.9332,24.7451,24.7672,UP,1
2005-06-16,24.6406,24.5536,25.9301,24.7156,24.757,DOWN,0
2005-06-17,24.6138,24.8817,25.9253,24.6727,24.7388,UP,1
2005-06-20,24.654,24.4732,25.9181,24.6379,24.7268,UP,1
2005-06-21,24.808,24.7076,25.9121,24.65,24.7065,DOWN,0
2005-06-22,24.7611,24.9419,25.9053,24.6955,24.6836,DOWN,0
2005-06-23,24.3996,24.7611,25.8988,24.6473,24.6663,DOWN,0
2005-06-24,24.1451,24.3795,25.8907,24.5536,24.6567,DOWN,0
2005-06-27,24.0112,24.1451,25.8813,24.425,24.6591,UP,1
2005-06-28,24.4799,24.0112,25.8731,24.3594,24.6623,UP,1
2005-06-29,24.6004,24.6138,25.8659,24.3272,24.6662,DOWN,0
2005-06-30,24.3594,24.6004,25.8588,24.3192,24.6737,UP,1
2005-07-01,24.6875,24.6674,25.852,24.4277,24.6841,UP,1
2005-07-05,24.7477,24.6205,25.845,24.575,24.7089,DOWN,0
2005-07-06,24.4129,24.7076,25.8375,24.5616,24.7268,UP,1
2005-07-07,24.4263,24.1719,25.8287,24.5268,24.7507,UP,1
2005-07-08,24.6339,24.4062,25.8235,24.5817,24.7697,UP,1
2005-07-11,24.6406,24.7745,25.82,24.5723,24.7903,UP,1
2005-07-12,24.6942,24.5803,25.8171,24.5616,24.7973,UP,1
2005-07-13,25.1361,24.6741,25.8172,24.7062,24.8104,UP,1
2005-07-14,25.5646,25.4709,25.8184,24.9339,24.8302,UP,1
2005-07-15,25.8392,25.424,25.8182,25.1749,24.8458,UP,1
2005-07-18,26.0266,25.7789,25.8182,25.4521,24.8716,UP,1
2005-07-19,26.1271,26.0333,25.8161,25.7387,24.8948,UP,1
2005-07-20,26.4953,26.1472,25.8147,26.0106,24.922,DOWN,0
2005-07-21,26.482,26.4953,25.8143,26.194,24.9588,UP,1
2005-07-22,27.647,27.185,25.8182,26.5556,25.0176,DOWN,0
2005-07-25,27.2185,27.56,25.8241,26.794,25.0714,UP,1
2005-07-26,27.7475,27.3859,25.8356,27.1181,25.1382,UP,1
2005-07-27,27.7675,27.7675,25.8464,27.3725,25.1985,UP,1
2005-07-28,28.0354,27.7274,25.8603,27.6832,25.2617,DOWN,0
2005-07-29,27.6269,27.8747,25.8728,27.6792,25.3105,UP,1
2005-08-01,27.8144,27.7207,25.8883,27.7984,25.3636,UP,1
2005-08-02,28.0421,27.9282,25.9051,27.8573,25.4266,DOWN,0
2005-08-03,27.801,27.8747,25.9221,27.864,25.4839,DOWN,0
2005-08-04,27.7341,27.714,25.9391,27.8037,25.5435,DOWN,0
2005-08-05,27.4127,27.6403,25.9522,27.7609,25.5986,UP,1
2005-08-08,27.4328,27.4528,25.9651,27.6845,25.6507,UP,1
2005-08-09,27.5801,27.4863,25.9794,27.5921,25.6959,DOWN,0
2005-08-10,27.5198,27.6805,25.9937,27.5359,25.7391,UP,1
2005-08-11,27.6537,27.5332,26.0068,27.5198,25.7798,DOWN,0
2005-08-12,27.4127,27.5198,26.0166,27.5198,25.816,UP,1
2005-08-15,27.4997,27.4194,26.0254,27.5332,25.8568,DOWN,0
2005-08-16,27.0645,27.3323,26.0293,27.4301,25.8945,UP,1
2005-08-17,27.339,27.0042,26.0348,27.3939,25.933,DOWN,0
2005-08-18,26.9841,27.2185,26.0375,27.26,25.9689,UP,1
2005-08-19,27.1114,27.098,26.0398,27.1997,26.0154,DOWN,0
2005-08-22,26.6828,26.9172,26.0377,27.0364,26.0525,UP,1
2005-08-23,26.7163,26.7833,26.0344,26.9667,26.0902,DOWN,0
2005-08-24,26.3547,26.7163,26.0292,26.7699,26.1224,UP,1
2005-08-25,26.7297,26.3413,26.0263,26.719,26.1663,DOWN,0
2005-08-26,26.6293,26.6493,26.0236,26.6226,26.2061,UP,1
2005-08-29,26.8703,26.4485,26.0185,26.6601,26.2512,DOWN,0
2005-08-30,26.5623,26.877,26.0117,26.6293,26.2894,UP,1
2005-08-31,27.252,26.6627,26.0092,26.8087,26.3383,UP,1
2005-09-01,27.2988,27.1783,26.0079,26.9225,26.389,DOWN,0
2005-09-02,27.2587,27.3524,26.0055,27.0484,26.4462,UP,1
2005-09-06,27.4796,27.3256,26.0044,27.1703,26.5129,UP,1
2005-09-07,27.5801,27.4395,26.0061,27.3738,26.5843,DOWN,0
2005-09-08,27.2988,27.4528,26.0049,27.3832,26.6406,UP,1
2005-09-09,27.3055,27.3256,26.0047,27.3845,26.6947,UP,1
2005-09-12,27.4194,27.2855,26.0053,27.4167,26.7559,DOWN,0
2005-09-13,27.2185,27.3591,26.005,27.3645,26.8066,UP,1
2005-09-14,27.2721,27.2453,26.0057,27.3029,26.8571,DOWN,0
2005-09-15,27.1314,27.4194,26.006,27.2694,26.9114,UP,1
2005-09-16,27.7207,27.3055,26.0052,27.3524,26.9773,DOWN,0
2005-09-19,27.1381,27.7809,26.0019,27.2962,27.0274,DOWN,0
2005-09-20,27.0578,27.252,25.9982,27.264,27.0757,DOWN,0
2005-09-21,26.6293,26.482,25.9927,27.1355,27.1144,UP,1
2005-09-22,26.723,26.6293,25.988,27.0538,27.1462,UP,1
2005-09-23,26.9172,26.7498,25.9829,26.8931,27.1732,DOWN,0
2005-09-26,26.6293,26.9774,25.9755,26.7913,27.189,UP,1
2005-09-27,26.7766,26.656,25.9707,26.7351,27.204,UP,1
2005-09-28,26.9373,26.5824,25.9656,26.7967,27.2202,UP,1
2005-09-29,27.0243,26.9172,25.9581,26.8569,27.2308,UP,1
2005-09-30,27.3122,26.9841,25.9538,26.9359,27.2474,UP,1
2005-10-03,27.5868,27.3122,25.9511,27.1274,27.2462,DOWN,0
2005-10-04,27.3725,27.6537,25.9489,27.2466,27.2493,DOWN,0
2005-10-05,26.7163,27.3055,25.9437,27.2024,27.2287,DOWN,0
2005-10-06,26.5154,26.7967,25.9378,27.1006,27.2036,UP,1
2005-10-07,26.81,26.569,25.9337,27.0002,27.1791,DOWN,0
2005-10-10,26.4485,26.7967,25.9278,26.7726,27.1556,DOWN,0
2005-10-11,26.4485,26.5355,25.9228,26.5877,27.1282,DOWN,0
2005-10-12,26.3413,26.2878,25.9152,26.5128,27.0942,UP,1
2005-10-13,26.348,26.0802,25.9068,26.4793,27.0652,UP,1
2005-10-14,26.6293,26.4016,25.8994,26.4431,27.0431,DOWN,0
2005-10-17,26.6092,26.5891,25.892,26.4753,27.027,DOWN,0
2005-10-18,26.3748,26.4485,25.886,26.4605,27.0058,UP,1
2005-10-19,26.9038,26.2476,25.8833,26.573,26.9923,DOWN,0
2005-10-20,26.3346,26.9172,25.8804,26.5703,26.9686,DOWN,0
2005-10-21,25.5178,26.2811,25.8747,26.348,26.9259,UP,1
2005-10-24,26.2677,25.6182,25.8747,26.2797,26.903,DOWN,0
2005-10-25,26.0467,26.2074,25.8744,26.2141,26.8739,UP,1
2005-10-26,26.1472,26.1539,25.8756,26.0628,26.8556,DOWN,0
2005-10-27,25.7119,26.2141,25.8718,25.9383,26.823,UP,1
2005-10-28,25.8392,25.645,25.8697,26.0025,26.8001,UP,1
2005-10-31,26.1003,25.8793,25.8659,25.9691,26.7799,DOWN,0
2005-11-01,25.8459,26.0132,25.8621,25.9289,26.7632,UP,1
2005-11-02,26.2744,25.8124,25.8627,25.9543,26.7543,UP,1
2005-11-03,26.3547,26.348,25.8652,26.0829,26.7543,DOWN,0
2005-11-04,26.2409,26.3547,25.8673,26.1632,26.7446,DOWN,0
2005-11-07,26.1405,26.2811,25.8681,26.1713,26.7348,DOWN,0
2005-11-08,26.1405,26.1338,25.8679,26.2302,26.7202,UP,1
2005-11-09,26.2878,26.2074,25.8747,26.2329,26.7147,UP,1
2005-11-10,26.4552,26.2074,25.882,26.253,26.6988,UP,1
2005-11-11,26.5891,26.5154,25.8905,26.3226,26.6846,UP,1
2005-11-14,26.9038,26.5154,25.8968,26.4753,26.6775,DOWN,0
2005-11-15,26.7163,26.8837,25.9031,26.5904,26.6622,UP,1
2005-11-16,27.0243,26.8167,25.9115,26.7377,26.6511,UP,1
2005-11-17,27.3926,27.0243,25.9233,26.9252,26.653,UP,1
2005-11-18,27.4528,27.4528,25.9339,27.098,26.6559,UP,1
2005-11-21,27.5332,27.185,25.943,27.2238,26.6582,UP,1
2005-11-22,27.6135,27.4194,25.9504,27.4033,26.6661,UP,1
2005-11-23,27.7475,27.7341,25.9616,27.5479,26.6756,UP,1
2005-11-25,27.7609,27.8546,25.974,27.6216,26.6882,DOWN,0
2005-11-28,27.4194,27.6738,25.9809,27.6149,26.6822,UP,1
2005-11-29,27.4395,27.4194,25.9879,27.5961,26.6882,DOWN,0
2005-11-30,27.0846,27.2855,25.9936,27.4903,26.6887,UP,1
2005-12-01,27.801,27.185,26.0027,27.5011,26.7122,DOWN,0
2005-12-02,27.5332,27.6872,26.0128,27.4555,26.7284,DOWN,0
2005-12-05,27.3055,27.4328,26.0221,27.4328,26.7361,DOWN,0
2005-12-06,27.1582,27.3926,26.033,27.3765,26.7467,DOWN,0
2005-12-07,26.9373,27.2319,26.0412,27.3471,26.7499,UP,1
2005-12-08,27.0913,26.9707,26.0492,27.2051,26.753,UP,1
2005-12-09,27.4662,27.0913,26.0567,27.1917,26.7618,UP,1
2005-12-12,27.6403,27.5131,26.0655,27.2587,26.7684,UP,1
2005-12-13,27.8948,27.5667,26.0739,27.406,26.7746,UP,1
2005-12-14,27.955,27.8211,26.0835,27.6095,26.7862,DOWN,0
