ticker,ESS US Equity,ESS US Equity,ESS US Equity,ESS US Equity,ESS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-10-18,76.76,76.23,66.512,75.67,72.5218,UP,1
2004-10-19,76.8,77.0,66.5753,76.008,72.7108,UP,1
2004-10-20,77.08,76.9,66.644,76.498,72.8966,UP,1
2004-10-21,78.57,76.99,66.7219,77.072,73.0924,DOWN,0
2004-10-22,77.53,78.57,66.7956,77.348,73.31,DOWN,0
2004-10-25,77.18,77.4,66.8679,77.432,73.5198,UP,1
2004-10-26,78.57,77.4,66.9478,77.786,73.7252,UP,1
2004-10-27,79.05,78.6,67.0331,78.18,73.9188,DOWN,0
2004-10-28,78.76,79.15,67.1151,78.218,74.078,DOWN,0
2004-10-29,78.46,78.26,67.1929,78.404,74.257,UP,1
2004-11-01,79.06,78.65,67.2754,78.78,74.4182,DOWN,0
2004-11-02,79.0,79.3,67.3609,78.866,74.5722,UP,1
2004-11-03,79.9,80.58,67.4572,79.036,74.7242,UP,1
2004-11-04,81.85,79.9,67.5601,79.654,74.9286,DOWN,0
2004-11-05,80.18,81.85,67.6537,79.998,75.0894,UP,1
2004-11-08,80.94,80.05,67.7506,80.374,75.2526,DOWN,0
2004-11-09,79.52,79.9,67.8336,80.478,75.3686,UP,1
2004-11-10,80.04,79.3,67.9209,80.506,75.4944,DOWN,0
2004-11-11,80.0,80.04,68.0069,80.136,75.6328,UP,1
2004-11-12,81.72,80.0,68.1044,80.444,75.7952,UP,1
2004-11-15,83.7,81.67,68.2122,80.996,75.9894,DOWN,0
2004-11-16,82.15,83.7,68.3069,81.522,76.1446,DOWN,0
2004-11-17,79.63,82.4,68.389,81.44,76.2498,UP,1
2004-11-18,79.84,79.56,68.4827,81.408,76.3698,DOWN,0
2004-11-19,78.1,79.9,68.5634,80.684,76.4464,UP,1
2004-11-22,80.38,78.08,68.6549,80.02,76.5902,UP,1
2004-11-23,80.61,80.38,68.749,79.712,76.7714,UP,1
2004-11-24,81.94,80.7,68.8487,80.174,76.9582,DOWN,0
2004-11-26,81.3,81.1,68.9362,80.466,77.0864,DOWN,0
2004-11-29,80.63,81.3,69.0231,80.972,77.2064,DOWN,0
2004-11-30,80.53,80.8,69.1135,81.002,77.3502,UP,1
2004-12-01,80.81,80.53,69.2039,81.042,77.4854,DOWN,0
2004-12-02,80.4,80.92,69.2957,80.734,77.6334,UP,1
2004-12-03,81.29,80.65,69.3931,80.732,77.8184,UP,1
2004-12-06,82.78,81.2,69.4953,81.162,78.036,DOWN,0
2004-12-07,81.46,82.65,69.5909,81.348,78.235,UP,1
2004-12-08,82.35,81.71,69.6904,81.656,78.4478,UP,1
2004-12-09,83.14,82.36,69.7915,82.204,78.6766,UP,1
2004-12-10,84.35,83.05,69.8981,82.816,78.9266,UP,1
2004-12-13,84.46,84.75,70.0055,83.152,79.1548,UP,1
2004-12-14,84.76,84.35,70.1103,83.812,79.383,UP,1
2004-12-15,85.11,84.76,70.2164,84.364,79.5966,DOWN,0
2004-12-16,83.58,85.11,70.3145,84.452,79.7622,UP,1
2004-12-17,84.5,83.5,70.4132,84.482,79.9722,DOWN,0
2004-12-20,83.61,84.1,70.5035,84.312,80.1594,UP,1
2004-12-21,84.54,83.83,70.5989,84.268,80.3702,DOWN,0
2004-12-22,84.54,84.54,70.6936,84.154,80.5588,DOWN,0
2004-12-23,83.55,84.79,70.7836,84.148,80.7372,DOWN,0
2004-12-27,82.8,83.6,70.8743,83.808,80.8792,UP,1
2004-12-28,83.2,82.85,70.9612,83.726,81.0202,DOWN,0
2004-12-29,82.63,82.41,71.0496,83.344,81.1376,DOWN,0
2004-12-30,82.5,82.53,71.1371,82.936,81.2516,UP,1
2004-12-31,83.8,82.5,71.2237,82.986,81.386,DOWN,0
2005-01-03,82.77,83.86,71.3046,82.98,81.47,DOWN,0
2005-01-04,81.02,82.67,71.3788,82.544,81.5398,DOWN,0
2005-01-05,78.09,80.93,71.4416,81.636,81.558,DOWN,0
2005-01-06,77.7,78.09,71.5013,80.676,81.5406,DOWN,0
2005-01-07,77.19,78.1,71.562,79.354,81.5034,DOWN,0
2005-01-10,75.8,76.65,71.6125,77.96,81.4442,DOWN,0
2005-01-11,74.54,75.81,71.662,76.664,81.3658,DOWN,0
2005-01-12,73.58,74.54,71.7059,75.762,81.2562,DOWN,0
2005-01-13,73.38,73.2,71.748,74.898,81.1438,UP,1
2005-01-14,75.43,74.47,71.7977,74.546,81.0544,UP,1
2005-01-18,76.29,75.43,71.8469,74.644,80.9432,UP,1
2005-01-19,76.36,76.3,71.8965,75.008,80.8668,DOWN,0
2005-01-20,76.22,76.61,71.9533,75.536,80.7724,DOWN,0
2005-01-21,76.01,76.0,72.0141,76.062,80.7022,DOWN,0
2005-01-24,75.2,76.2,72.0691,76.016,80.6054,DOWN,0
2005-01-25,73.0,75.38,72.117,75.358,80.4654,UP,1
2005-01-26,73.79,73.25,72.1817,74.844,80.3068,DOWN,0
2005-01-27,72.5,73.54,72.24,74.1,80.0828,DOWN,0
2005-01-28,72.01,72.6,72.2945,73.3,79.88,DOWN,0
2005-01-31,71.95,72.26,72.3455,72.65,79.7264,UP,1
2005-02-01,72.09,72.05,72.394,72.468,79.5714,UP,1
2005-02-02,73.7,71.95,72.4515,72.45,79.4834,DOWN,0
2005-02-03,73.64,73.95,72.5195,72.678,79.3486,UP,1
2005-02-04,75.15,73.85,72.59,73.306,79.2394,DOWN,0
2005-02-07,73.85,74.9,72.6507,73.686,79.0776,DOWN,0
2005-02-08,73.85,73.95,72.7141,74.038,78.9286,UP,1
2005-02-09,74.08,73.5,72.7765,74.114,78.7976,UP,1
2005-02-10,74.74,74.08,72.8398,74.334,78.6818,UP,1
2005-02-11,74.8,74.7,72.9049,74.264,78.5616,UP,1
2005-02-14,75.25,74.9,72.9777,74.544,78.4586,DOWN,0
2005-02-15,75.12,75.17,73.0485,74.798,78.3352,UP,1
2005-02-16,76.24,75.3,73.1177,75.23,78.2044,DOWN,0
2005-02-17,76.17,76.25,73.1851,75.516,78.0986,DOWN,0
2005-02-18,75.5,76.17,73.2498,75.656,77.9616,DOWN,0
2005-02-22,72.7,75.4,73.2985,75.146,77.7528,DOWN,0
2005-02-23,72.06,72.95,73.3473,74.534,77.507,DOWN,0
2005-02-24,72.06,72.06,73.3981,73.698,77.259,UP,1
2005-02-25,73.65,72.0,73.4547,73.194,77.0368,DOWN,0
2005-02-28,72.08,73.4,73.5051,72.51,76.7762,UP,1
2005-03-01,73.89,72.2,73.5655,72.748,76.5824,DOWN,0
2005-03-02,73.4,73.9,73.6203,73.016,76.3604,UP,1
2005-03-03,73.5,73.7,73.6765,73.304,76.1582,UP,1
2005-03-04,74.94,73.5,73.737,73.562,75.9662,UP,1
2005-03-07,76.06,74.95,73.8107,74.358,75.7966,DOWN,0
2005-03-08,75.46,75.96,73.8713,74.672,75.6348,DOWN,0
2005-03-09,72.92,74.8,73.9176,74.576,75.4372,UP,1
2005-03-10,73.4,72.93,73.9687,74.556,75.2412,DOWN,0
2005-03-11,72.44,73.3,74.016,74.056,75.0374,UP,1
2005-03-14,74.05,72.44,74.0636,73.654,74.8684,DOWN,0
2005-03-15,73.89,74.3,74.1085,73.34,74.6702,DOWN,0
2005-03-16,72.97,74.09,74.1456,73.35,74.4742,UP,1
2005-03-17,73.9,73.1,74.1878,73.45,74.3318,DOWN,0
2005-03-18,73.15,74.5,74.2223,73.592,74.233,DOWN,0
2005-03-21,72.2,73.2,74.2563,73.222,74.123,DOWN,0
2005-03-22,71.1,72.4,74.2836,72.664,74.0012,DOWN,0
2005-03-23,70.35,70.85,74.3069,72.14,73.8922,UP,1
2005-03-24,70.51,70.9,74.329,71.462,73.8116,DOWN,0
2005-03-28,69.69,70.55,74.3502,70.77,73.7338,DOWN,0
2005-03-29,69.11,68.88,74.3678,70.152,73.6484,UP,1
2005-03-30,69.79,69.25,74.3908,69.89,73.5356,DOWN,0
2005-03-31,69.1,69.89,74.4025,69.64,73.3918,UP,1
2005-04-01,69.45,70.3,74.4148,69.428,73.2536,UP,1
2005-04-04,69.57,69.7,74.4216,69.404,73.1206,UP,1
2005-04-05,70.0,69.57,74.4329,69.582,73.0004,UP,1
2005-04-06,70.17,70.25,74.4397,69.658,72.8998,UP,1
2005-04-07,71.02,70.42,74.4501,70.042,72.8602,DOWN,0
2005-04-08,70.89,70.85,74.4592,70.33,72.8022,UP,1
2005-04-11,71.0,70.93,74.4696,70.616,72.7722,UP,1
2005-04-12,72.23,71.0,74.4847,71.062,72.7766,DOWN,0
2005-04-13,71.5,72.1,74.4992,71.328,72.7676,DOWN,0
2005-04-14,71.0,71.5,74.517,71.324,72.7458,UP,1
2005-04-15,71.05,71.09,74.5305,71.356,72.6928,UP,1
2005-04-18,71.3,71.2,74.5457,71.416,72.646,UP,1
2005-04-19,71.93,71.2,74.5584,71.356,72.5816,DOWN,0
2005-04-20,70.75,71.6,74.5674,71.206,72.5196,UP,1
2005-04-21,71.34,70.9,74.5774,71.274,72.4694,UP,1
2005-04-22,71.93,71.19,74.5958,71.45,72.4264,UP,1
2005-04-25,73.98,71.75,74.6267,71.986,72.4112,DOWN,0
2005-04-26,73.79,73.97,74.6544,72.358,72.391,UP,1
2005-04-27,74.8,73.9,74.6886,73.168,72.382,DOWN,0
2005-04-28,74.02,74.8,74.7157,73.704,72.36,UP,1
2005-04-29,75.95,74.27,74.749,74.508,72.3542,DOWN,0
2005-05-02,75.95,76.5,74.7862,74.902,72.3498,DOWN,0
2005-05-03,74.64,75.7,74.8147,75.072,72.3326,UP,1
2005-05-04,74.75,74.4,74.8398,75.062,72.3736,UP,1
2005-05-05,77.07,74.75,74.8818,75.672,72.4738,UP,1
2005-05-06,77.6,76.82,74.9328,76.002,72.5846,UP,1
2005-05-09,79.2,77.75,74.9953,76.652,72.6956,UP,1
2005-05-10,79.25,78.95,75.0593,77.574,72.839,UP,1
2005-05-11,79.65,79.25,75.1257,78.554,72.9542,DOWN,0
2005-05-12,79.11,79.45,75.1874,78.962,73.0684,DOWN,0
2005-05-13,78.53,79.32,75.2468,79.148,73.169,UP,1
2005-05-16,79.35,78.78,75.314,79.178,73.2572,UP,1
2005-05-17,79.78,79.1,75.3834,79.284,73.3316,UP,1
2005-05-18,80.6,80.0,75.4509,79.474,73.4344,UP,1
2005-05-19,81.37,80.35,75.5179,79.926,73.6034,UP,1
2005-05-20,82.28,81.36,75.593,80.676,73.781,DOWN,0
2005-05-23,81.5,82.27,75.6648,81.106,73.9622,DOWN,0
2005-05-24,80.4,81.0,75.73,81.23,74.0892,DOWN,0
2005-05-25,79.05,80.3,75.7863,80.92,74.1924,DOWN,0
2005-05-26,78.29,79.3,75.8339,80.304,74.2988,UP,1
2005-05-27,78.9,78.64,75.8951,79.628,74.3988,UP,1
2005-05-31,80.0,78.84,75.9617,79.328,74.5358,UP,1
2005-06-01,80.27,80.15,76.0215,79.302,74.6972,DOWN,0
2005-06-02,80.23,80.19,76.0758,79.538,74.8798,DOWN,0
2005-06-03,79.78,80.34,76.1207,79.836,75.0684,UP,1
2005-06-06,80.35,79.89,76.1749,80.126,75.2652,UP,1
2005-06-07,81.6,81.0,76.2279,80.446,75.5034,UP,1
2005-06-08,82.35,81.97,76.2832,80.862,75.7682,UP,1
2005-06-09,82.39,81.85,76.3336,81.294,76.0202,UP,1
2005-06-10,83.65,82.64,76.3937,82.068,76.3112,UP,1
2005-06-13,84.39,83.35,76.455,82.876,76.61,UP,1
2005-06-14,84.94,84.4,76.5158,83.544,76.9174,UP,1
2005-06-15,84.97,84.94,76.572,84.068,77.2168,DOWN,0
2005-06-16,84.96,84.94,76.6281,84.582,77.5126,DOWN,0
2005-06-17,84.49,85.0,76.6851,84.75,77.782,UP,1
2005-06-20,84.6,84.47,76.7401,84.792,78.0562,DOWN,0
2005-06-21,84.54,84.61,76.7929,84.712,78.327,UP,1
2005-06-22,85.15,85.0,76.8467,84.748,78.5854,UP,1
2005-06-23,85.3,85.14,76.9013,84.816,78.8614,DOWN,0
2005-06-24,85.2,85.72,76.9581,84.958,79.1454,DOWN,0
2005-06-27,84.31,85.25,77.0083,84.9,79.4106,DOWN,0
2005-06-28,83.27,84.1,77.0587,84.646,79.65,DOWN,0
2005-06-29,83.2,83.27,77.117,84.256,79.8754,DOWN,0
2005-06-30,83.06,83.4,77.1693,83.808,80.1216,UP,1
2005-07-01,84.02,83.26,77.2149,83.572,80.3752,UP,1
2005-07-05,85.0,83.57,77.2668,83.71,80.6366,DOWN,0
2005-07-06,84.97,84.94,77.3249,84.05,80.8564,UP,1
2005-07-07,85.38,84.3,77.3816,84.486,81.0882,UP,1
2005-07-08,87.25,85.5,77.4528,85.324,81.3372,UP,1
2005-07-11,88.95,87.9,77.5374,86.31,81.6358,UP,1
2005-07-12,89.33,88.91,77.6245,87.176,81.9034,DOWN,0
2005-07-13,88.65,89.0,77.7102,87.912,82.1574,DOWN,0
2005-07-14,87.3,89.25,77.7882,88.296,82.4106,UP,1
2005-07-15,87.5,87.32,77.8672,88.346,82.6656,UP,1
2005-07-18,87.57,87.37,77.9458,88.07,82.8756,UP,1
2005-07-19,88.7,87.8,78.024,87.944,83.0976,UP,1
2005-07-20,89.75,88.55,78.106,88.164,83.3086,DOWN,0
2005-07-21,88.3,89.6,78.1754,88.364,83.4896,UP,1
2005-07-22,89.09,88.55,78.2443,88.682,83.6784,UP,1
2005-07-25,89.98,89.09,78.3242,89.164,83.8958,UP,1
2005-07-26,91.44,90.0,78.4102,89.712,84.154,UP,1
2005-07-27,91.6,91.44,78.4982,90.082,84.399,UP,1
2005-07-28,92.6,91.63,78.5856,90.942,84.6554,DOWN,0
2005-07-29,91.86,92.4,78.6718,91.496,84.8806,UP,1
2005-08-01,92.25,91.86,78.7545,91.95,85.0982,UP,1
2005-08-02,92.85,92.25,78.838,92.232,85.3096,DOWN,0
2005-08-03,92.17,92.35,78.9151,92.346,85.523,DOWN,0
2005-08-04,91.95,92.0,78.9908,92.216,85.754,DOWN,0
2005-08-05,86.8,89.95,79.0394,91.204,85.909,DOWN,0
2005-08-08,83.4,85.5,79.0636,89.434,86.0112,UP,1
2005-08-09,84.0,83.65,79.0959,87.664,86.1132,UP,1
2005-08-10,84.5,84.75,79.1325,86.13,86.2032,UP,1
2005-08-11,86.49,84.36,79.1721,85.038,86.3276,DOWN,0
2005-08-12,85.83,86.0,79.206,84.844,86.4396,UP,1
2005-08-15,86.55,85.68,79.245,85.474,86.575,UP,1
2005-08-16,87.99,86.0,79.2926,86.272,86.7278,DOWN,0
2005-08-17,86.45,87.3,79.3296,86.662,86.8248,UP,1
2005-08-18,86.57,86.46,79.3674,86.678,86.9092,DOWN,0
2005-08-19,86.0,86.57,79.3979,86.712,86.9814,DOWN,0
2005-08-22,85.87,86.0,79.418,86.576,87.0258,UP,1
2005-08-23,86.48,85.97,79.4495,86.274,87.0676,UP,1
2005-08-24,86.7,86.0,79.4783,86.324,87.1028,UP,1
2005-08-25,87.15,86.82,79.5165,86.44,87.1464,DOWN,0
2005-08-26,86.6,87.17,79.5493,86.56,87.1792,DOWN,0
2005-08-29,86.49,86.35,79.5817,86.684,87.2192,DOWN,0
2005-08-30,85.98,86.33,79.603,86.584,87.2468,UP,1
2005-08-31,87.95,85.98,79.6243,86.834,87.315,UP,1
2005-09-01,89.1,87.9,79.659,87.224,87.394,DOWN,0
2005-09-02,88.15,89.1,79.7016,87.534,87.451,UP,1
2005-09-06,90.99,88.0,79.7574,88.434,87.5668,DOWN,0
2005-09-07,90.02,90.79,79.817,89.242,87.681,UP,1
2005-09-08,90.37,89.7,79.8669,89.726,87.823,UP,1
2005-09-09,90.88,90.38,79.9183,90.082,87.9766,DOWN,0
2005-09-12,90.8,90.7,79.9626,90.612,88.1314,DOWN,0
2005-09-13,90.06,90.65,80.0064,90.426,88.2522,UP,1
2005-09-14,90.17,90.06,80.0541,90.456,88.3556,UP,1
2005-09-15,90.74,90.15,80.1051,90.53,88.471,DOWN,0
2005-09-16,90.59,90.97,80.154,90.472,88.5752,DOWN,0
2005-09-19,90.2,90.84,80.203,90.352,88.6342,DOWN,0
2005-09-20,89.8,90.0,80.2456,90.3,88.6512,DOWN,0
2005-09-21,88.17,89.6,80.2725,89.9,88.628,UP,1
2005-09-22,89.25,88.17,80.3115,89.602,88.64,DOWN,0
2005-09-23,88.99,89.1,80.3447,89.282,88.6738,UP,1
2005-09-26,89.45,89.13,80.3762,89.132,88.7128,UP,1
2005-09-27,89.65,89.45,80.4027,89.102,88.7544,DOWN,0
2005-09-28,86.9,88.82,80.4149,88.848,88.7184,UP,1
2005-09-29,89.01,87.0,80.4362,88.8,88.7036,UP,1
2005-09-30,90.0,89.0,80.4606,89.002,88.7376,UP,1
2005-10-03,90.5,90.15,80.4952,89.212,88.7658,DOWN,0
2005-10-04,89.9,90.35,80.5222,89.262,88.7642,DOWN,0
2005-10-05,87.6,89.65,80.5422,89.402,88.6874,DOWN,0
2005-10-06,87.15,87.4,80.5552,89.03,88.5984,DOWN,0
2005-10-07,85.0,87.0,80.5575,88.03,88.4464,DOWN,0
2005-10-10,83.74,84.75,80.5585,86.678,88.284,DOWN,0
2005-10-11,82.2,83.95,80.5555,85.138,88.083,DOWN,0
2005-10-12,81.43,82.09,80.5466,83.904,87.8546,DOWN,0
2005-10-13,81.21,81.23,80.5395,82.716,87.6354,UP,1
2005-10-14,83.0,82.25,80.542,82.316,87.4564,UP,1
2005-10-17,83.85,82.9,80.5423,82.338,87.3974,DOWN,0
2005-10-18,82.89,83.85,80.5429,82.476,87.3872,UP,1
2005-10-19,84.7,82.81,80.5613,83.13,87.4012,DOWN,0
2005-10-20,84.0,84.45,80.5908,83.688,87.3912,UP,1
2005-10-21,85.25,84.25,80.6286,84.138,87.3664,UP,1
2005-10-24,87.39,86.0,80.6796,84.846,87.3976,UP,1
2005-10-25,87.4,86.75,80.7376,85.748,87.4146,DOWN,0
2005-10-26,87.19,86.6,80.8008,86.246,87.3986,DOWN,0
2005-10-27,86.82,87.17,80.867,86.81,87.406,UP,1
2005-10-28,88.16,86.91,80.9409,87.392,87.4378,UP,1
2005-10-31,89.88,88.4,81.0132,87.89,87.5154,DOWN,0
2005-11-01,88.82,88.8,81.0758,88.174,87.5744,UP,1
2005-11-02,90.1,88.7,81.1445,88.756,87.6468,DOWN,0
2005-11-03,89.8,90.35,81.2124,89.352,87.7088,UP,1
2005-11-04,89.94,89.55,81.2821,89.708,87.7646,DOWN,0
2005-11-07,89.39,89.5,81.353,89.61,87.8204,DOWN,0
2005-11-08,88.2,88.39,81.429,89.486,87.8546,UP,1
2005-11-09,89.29,88.1,81.5065,89.324,87.9208,UP,1
2005-11-10,91.25,89.05,81.6003,89.614,87.9868,UP,1
2005-11-11,91.89,91.5,81.6997,90.004,88.0426,UP,1
2005-11-14,92.35,91.69,81.8017,90.596,88.1266,DOWN,0
2005-11-15,91.94,92.32,81.9009,91.344,88.1456,DOWN,0
2005-11-16,90.85,92.5,81.9867,91.656,88.1622,UP,1
2005-11-17,91.75,91.1,82.0772,91.756,88.1898,UP,1
2005-11-18,92.16,91.9,82.1623,91.81,88.2154,UP,1
2005-11-21,92.23,92.0,82.2542,91.786,88.244,UP,1
2005-11-22,92.47,92.1,82.3473,91.892,88.2922,DOWN,0
2005-11-23,92.45,92.22,82.4391,92.212,88.3378,UP,1
2005-11-25,92.93,92.45,82.5301,92.448,88.3816,DOWN,0
2005-11-28,91.9,93.0,82.6156,92.396,88.4078,UP,1
2005-11-29,92.08,91.9,82.6997,92.366,88.4454,DOWN,0
2005-11-30,91.7,92.15,82.7826,92.212,88.4834,UP,1
2005-12-01,92.02,91.95,82.8615,92.126,88.5604,UP,1
2005-12-02,92.03,92.1,82.9408,91.946,88.616,DOWN,0
2005-12-05,91.88,91.78,83.0227,91.942,88.6738,UP,1
2005-12-06,92.41,92.0,83.1213,92.008,88.733,DOWN,0
2005-12-07,92.25,92.6,83.2222,92.118,88.785,DOWN,0
2005-12-08,92.09,92.45,83.3224,92.132,88.8888,UP,1
2005-12-09,92.18,92.2,83.415,92.162,88.9522,DOWN,0
2005-12-12,92.1,92.4,83.5151,92.206,88.9942,UP,1
2005-12-13,92.37,92.1,83.6075,92.198,89.0316,DOWN,0
2005-12-14,92.17,92.25,83.7013,92.182,89.077,DOWN,0
2005-12-15,91.53,92.42,83.7915,92.07,89.1556,DOWN,0
2005-12-16,91.3,91.28,83.8733,91.894,89.2386,DOWN,0
2005-12-19,90.69,91.2,83.9464,91.612,89.3524,UP,1
2005-12-20,91.0,90.69,84.0241,91.338,89.4976,UP,1
2005-12-21,91.65,90.75,84.1178,91.234,89.6866,UP,1
2005-12-22,92.04,91.55,84.211,91.336,89.8988,UP,1
2005-12-23,93.15,92.25,84.3146,91.706,90.1376,DOWN,0
2005-12-27,92.75,93.33,84.4081,92.118,90.3326,UP,1
2005-12-28,92.77,92.19,84.5025,92.472,90.511,DOWN,0
2005-12-29,91.94,92.82,84.5973,92.53,90.692,UP,1
2005-12-30,92.2,91.94,84.6888,92.562,90.842,UP,1
2006-01-03,94.42,92.45,84.7951,92.816,91.0504,UP,1
2006-01-04,95.15,94.17,84.9099,93.296,91.2484,UP,1
2006-01-05,96.0,95.15,85.0344,93.942,91.4206,DOWN,0
2006-01-06,96.0,96.22,85.1627,94.754,91.5926,UP,1
2006-01-09,96.39,94.8,85.2921,95.592,91.7766,UP,1
2006-01-10,97.3,96.14,85.4301,96.168,91.9862,UP,1
2006-01-11,97.79,98.8,85.5735,96.696,92.1788,UP,1
2006-01-12,97.95,97.65,85.7143,97.086,92.3402,DOWN,0
2006-01-13,97.0,97.86,85.8538,97.286,92.5038,UP,1
2006-01-17,97.3,96.82,85.9931,97.468,92.6478,DOWN,0
2006-01-18,96.3,97.05,86.1267,97.268,92.7778,UP,1
2006-01-19,98.35,96.3,86.2684,97.38,92.946,DOWN,0
2006-01-20,97.55,98.33,86.4054,97.3,93.1092,UP,1
2006-01-23,97.9,97.69,86.5398,97.48,93.3032,UP,1
2006-01-24,99.17,98.15,86.6812,97.854,93.5008,DOWN,0
2006-01-25,98.97,99.17,86.821,98.388,93.6552,UP,1
2006-01-26,99.15,99.6,86.9556,98.548,93.8004,UP,1
2006-01-27,100.0,99.4,87.0981,99.038,93.9534,DOWN,0
2006-01-30,98.62,100.0,87.2362,99.182,94.087,UP,1
2006-01-31,99.38,98.45,87.3779,99.224,94.2576,UP,1
2006-02-01,99.93,99.2,87.521,99.416,94.4212,UP,1
2006-02-02,100.0,99.1,87.6614,99.586,94.578,DOWN,0
2006-02-03,98.54,99.5,87.8003,99.294,94.7042,UP,1
2006-02-06,99.32,98.3,87.9402,99.434,94.8412,DOWN,0
2006-02-07,98.5,99.45,88.0731,99.258,94.9622,DOWN,0
2006-02-08,97.85,98.6,88.1924,98.842,95.0606,DOWN,0
2006-02-09,97.4,97.6,88.3105,98.322,95.1706,UP,1
2006-02-10,99.0,97.25,88.4315,98.414,95.309,DOWN,0
2006-02-13,98.4,98.9,88.5534,98.23,95.443,DOWN,0
2006-02-14,98.4,98.37,88.6656,98.21,95.5706,UP,1
2006-02-15,99.5,98.3,88.7834,98.54,95.72,UP,1
2006-02-16,99.95,99.5,88.9099,99.05,95.8814,UP,1
2006-02-17,101.1,99.95,89.0417,99.47,96.0552,DOWN,0
2006-02-21,100.64,101.25,89.1595,99.918,96.223,UP,1
2006-02-22,101.1,100.64,89.277,100.458,96.4032,DOWN,0
2006-02-23,100.16,101.0,89.3818,100.59,96.5628,UP,1
2006-02-24,100.3,100.16,89.4871,100.66,96.7268,DOWN,0
2006-02-27,99.97,100.0,89.5887,100.434,96.8788,DOWN,0
2006-02-28,99.65,100.05,89.6914,100.236,97.0284,UP,1
2006-03-01,100.0,100.0,89.7987,100.016,97.1978,DOWN,0
2006-03-02,99.4,99.9,89.899,99.864,97.3598,UP,1
2006-03-03,99.55,99.25,89.9978,99.714,97.537,UP,1
2006-03-06,101.41,99.8,90.1019,100.002,97.7452,DOWN,0
2006-03-07,100.86,101.25,90.1993,100.244,97.9294,UP,1
2006-03-08,101.75,100.86,90.2967,100.594,98.1236,UP,1
2006-03-09,104.98,101.95,90.4141,101.71,98.3602,UP,1
2006-03-10,105.5,104.78,90.5396,102.9,98.6152,DOWN,0
2006-03-13,104.4,105.5,90.6663,103.498,98.8478,UP,1
2006-03-14,104.5,104.4,90.7974,104.226,99.099,UP,1
2006-03-15,106.99,104.65,90.9378,105.274,99.3948,UP,1
2006-03-16,108.53,106.94,91.0805,105.984,99.677,UP,1
2006-03-17,111.1,109.0,91.2346,107.104,99.996,DOWN,0
2006-03-20,109.5,111.1,91.381,108.124,100.266,DOWN,0
2006-03-21,108.48,109.4,91.5245,108.92,100.5156,DOWN,0
2006-03-22,107.8,108.25,91.6617,109.082,100.7438,UP,1
2006-03-23,107.82,107.55,91.7928,108.94,100.9542,DOWN,0
2006-03-24,107.7,107.6,91.9196,108.26,101.1524,DOWN,0
2006-03-27,107.02,107.95,92.0427,107.764,101.3338,UP,1
2006-03-28,108.71,107.27,92.168,107.81,101.568,UP,1
2006-03-29,109.12,108.05,92.2917,108.074,101.8044,DOWN,0
2006-03-30,107.5,108.8,92.4045,108.01,102.0284,UP,1
2006-03-31,108.73,107.75,92.5233,108.216,102.236,DOWN,0
2006-04-03,106.7,108.82,92.632,108.152,102.419,DOWN,0
2006-04-04,106.05,106.7,92.7398,107.62,102.582,UP,1
2006-04-05,106.83,106.25,92.8509,107.162,102.7352,UP,1
2006-04-06,106.93,106.6,92.9629,107.048,102.8944,DOWN,0
2006-04-07,105.15,106.68,93.0629,106.332,103.0144,DOWN,0
2006-04-10,104.42,104.75,93.1585,105.876,103.1028,DOWN,0
2006-04-11,102.55,104.64,93.2452,105.176,103.1814,DOWN,0
2006-04-12,102.55,102.55,93.3364,104.32,103.2448,DOWN,0
2006-04-13,101.5,101.93,93.4276,103.234,103.2762,DOWN,0
2006-04-17,101.01,101.3,93.5166,102.406,103.2964,UP,1
2006-04-18,103.7,101.4,93.6198,102.262,103.3996,UP,1
2006-04-19,106.25,103.5,93.731,103.002,103.5382,UP,1
2006-04-20,107.59,106.05,93.8439,104.01,103.72,UP,1
2006-04-21,108.07,107.58,93.9594,105.324,103.9244,DOWN,0
2006-04-24,107.78,107.9,94.0714,106.678,104.132,UP,1
2006-04-25,107.99,108.03,94.1751,107.536,104.3118,UP,1
2006-04-26,108.85,108.8,94.2746,108.056,104.5208,UP,1
2006-04-27,109.29,108.1,94.3744,108.396,104.7386,DOWN,0
2006-04-28,109.1,109.1,94.4766,108.602,104.9306,DOWN,0
2006-05-01,108.0,109.6,94.5801,108.646,105.0916,DOWN,0
2006-05-02,106.38,107.83,94.6746,108.324,105.1972,DOWN,0
2006-05-03,105.99,106.08,94.7667,107.752,105.3042,UP,1
2006-05-04,108.04,106.01,94.8634,107.502,105.443,UP,1
2006-05-05,109.25,108.7,94.9609,107.532,105.6248,DOWN,0
2006-05-08,107.82,109.45,95.0585,107.496,105.7752,DOWN,0
2006-05-09,107.56,107.82,95.1508,107.732,105.927,UP,1
2006-05-10,107.6,107.41,95.2389,108.054,106.086,DOWN,0
2006-05-11,105.01,107.4,95.3068,107.448,106.1862,DOWN,0
2006-05-12,104.24,104.35,95.37,106.446,106.283,UP,1
2006-05-15,104.9,104.35,95.4315,105.862,106.39,UP,1
2006-05-16,105.51,104.5,95.4997,105.452,106.472,DOWN,0
2006-05-17,104.2,104.8,95.5595,104.772,106.5388,DOWN,0
2006-05-18,103.89,105.02,95.6147,104.548,106.5816,UP,1
