ticker,MELI US Equity,MELI US Equity,MELI US Equity,MELI US Equity,MELI US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-04-20,89.22,91.94,87.712,74.3198,68.8296,UP,1
2011-04-21,89.94,89.45,88.654,74.743,68.9903,DOWN,0
2011-04-25,89.93,90.02,89.408,75.1332,69.1444,DOWN,0
2011-04-26,89.81,90.49,89.89,75.4872,69.2992,UP,1
2011-04-27,90.8,89.32,89.94,75.8486,69.4504,UP,1
2011-04-28,91.24,90.97,90.344,76.2318,69.6016,UP,1
2011-04-29,91.4,91.54,90.636,76.6028,69.7472,UP,1
2011-05-02,92.2,92.48,91.09,76.9672,69.9177,DOWN,0
2011-05-03,86.76,92.04,90.48,77.2464,70.052,DOWN,0
2011-05-04,85.77,86.62,89.474,77.5848,70.1808,UP,1
2011-05-05,88.9,83.61,89.006,78.0218,70.3307,DOWN,0
2011-05-06,88.71,90.72,88.468,78.454,70.474,UP,1
2011-05-09,88.73,89.15,87.774,78.9036,70.6103,DOWN,0
2011-05-10,88.5,89.34,88.122,79.358,70.7271,DOWN,0
2011-05-11,87.61,88.8,88.49,79.8008,70.8451,DOWN,0
2011-05-12,86.88,87.08,88.086,80.231,70.9675,DOWN,0
2011-05-13,85.59,87.13,87.462,80.615,71.0924,DOWN,0
2011-05-16,84.74,85.23,86.664,80.9696,71.2136,UP,1
2011-05-17,86.42,84.12,86.248,81.327,71.344,UP,1
2011-05-18,88.0,86.49,86.326,81.6968,71.4727,UP,1
2011-05-19,88.97,88.38,86.744,82.0856,71.6042,DOWN,0
2011-05-20,88.19,88.66,87.264,82.4838,71.7253,DOWN,0
2011-05-23,86.2,86.97,87.556,82.8526,71.8271,DOWN,0
2011-05-24,85.91,86.88,87.454,83.2194,71.9175,UP,1
2011-05-25,87.01,85.34,87.256,83.6118,72.0135,UP,1
2011-05-26,87.08,87.0,86.878,84.0336,72.1208,UP,1
2011-05-27,88.03,87.0,86.846,84.4682,72.2288,UP,1
2011-05-31,88.12,89.15,87.23,84.9312,72.3418,DOWN,0
2011-06-01,88.0,88.46,87.648,85.3628,72.4468,UP,1
2011-06-02,89.7,87.63,88.186,85.8114,72.5491,DOWN,0
2011-06-03,89.68,88.48,88.706,86.2448,72.6481,DOWN,0
2011-06-06,82.16,89.66,87.532,86.4284,72.7204,DOWN,0
2011-06-07,81.74,81.12,86.256,86.5872,72.7808,DOWN,0
2011-06-08,78.33,81.14,84.322,86.6334,72.832,UP,1
2011-06-09,79.92,78.33,82.366,86.659,72.902,DOWN,0
2011-06-10,78.86,78.94,80.202,86.6232,72.9783,DOWN,0
2011-06-13,77.31,78.91,79.232,86.5368,73.0433,UP,1
2011-06-14,80.27,78.11,78.938,86.4832,73.1128,DOWN,0
2011-06-15,76.2,79.0,78.512,86.3004,73.1701,DOWN,0
2011-06-16,75.91,76.58,77.71,86.1066,73.2199,UP,1
2011-06-17,76.02,77.05,77.142,85.9524,73.258,DOWN,0
2011-06-20,74.33,74.45,76.546,85.7476,73.2802,UP,1
2011-06-21,79.27,75.1,76.346,85.6252,73.3247,DOWN,0
2011-06-22,76.89,78.99,76.484,85.453,73.358,UP,1
2011-06-23,78.41,75.73,76.984,85.3668,73.393,DOWN,0
2011-06-24,77.31,78.44,77.242,85.2062,73.4232,UP,1
2011-06-27,78.57,77.65,78.09,85.073,73.4535,DOWN,0
2011-06-28,75.96,78.01,77.428,84.869,73.4604,DOWN,0
2011-06-29,75.11,76.61,77.072,84.6232,73.4671,UP,1
2011-06-30,79.34,76.82,77.258,84.399,73.4921,UP,1
2011-07-01,81.55,78.35,78.106,84.2456,73.5311,UP,1
2011-07-05,82.22,81.51,78.836,84.0912,73.5798,UP,1
2011-07-06,82.86,82.0,80.216,83.9498,73.6305,UP,1
2011-07-07,85.06,83.81,82.206,83.8548,73.6949,DOWN,0
2011-07-08,83.04,83.93,82.946,83.6996,73.7513,DOWN,0
2011-07-11,80.48,81.49,82.732,83.4844,73.7991,DOWN,0
2011-07-12,78.52,80.02,81.992,83.2268,73.8322,UP,1
2011-07-13,79.31,79.45,81.282,82.969,73.8538,DOWN,0
2011-07-14,77.64,80.05,79.798,82.7866,73.8675,UP,1
2011-07-15,78.98,78.91,78.986,82.6508,73.8867,DOWN,0
2011-07-18,76.0,78.5,78.09,82.3928,73.9058,UP,1
2011-07-19,78.46,76.84,78.078,82.1878,73.9414,DOWN,0
2011-07-20,76.73,79.12,77.562,81.9478,73.9911,UP,1
2011-07-21,80.35,77.31,78.104,81.7848,74.0523,UP,1
2011-07-22,82.04,80.37,78.716,81.6734,74.1409,DOWN,0
2011-07-25,80.35,81.11,79.586,81.5428,74.2204,UP,1
2011-07-26,80.87,80.84,80.068,81.4484,74.2978,DOWN,0
2011-07-27,78.43,80.34,80.408,81.3222,74.3661,UP,1
2011-07-28,79.46,78.38,80.23,81.183,74.4395,DOWN,0
2011-07-29,79.42,78.33,79.706,81.0114,74.5121,DOWN,0
2011-08-01,78.85,81.01,79.406,80.809,74.5835,DOWN,0
2011-08-02,74.32,77.73,78.096,80.5316,74.6288,DOWN,0
2011-08-03,72.29,74.85,76.868,80.2534,74.6756,DOWN,0
2011-08-04,64.06,69.35,73.788,79.8164,74.6926,DOWN,0
2011-08-05,62.24,64.99,70.352,79.321,74.6939,DOWN,0
2011-08-08,58.31,58.31,66.244,78.7456,74.6785,UP,1
2011-08-09,63.22,58.6,64.024,78.2494,74.6795,DOWN,0
2011-08-10,62.53,62.33,62.072,77.7376,74.6672,UP,1
2011-08-11,66.19,62.86,62.498,77.3014,74.6773,UP,1
2011-08-12,68.5,67.63,63.75,76.8774,74.687,UP,1
2011-08-15,69.14,69.12,65.916,76.4666,74.7027,DOWN,0
2011-08-16,67.85,67.99,66.842,76.1804,74.7112,UP,1
2011-08-17,68.64,67.89,68.064,75.9184,74.7325,DOWN,0
2011-08-18,62.21,65.89,67.268,75.596,74.7263,DOWN,0
2011-08-19,60.2,60.45,65.608,75.2016,74.704,DOWN,0
2011-08-22,60.15,61.43,63.81,74.8274,74.6963,UP,1
2011-08-23,63.59,60.23,62.958,74.553,74.7081,UP,1
2011-08-24,64.24,63.36,62.078,74.2324,74.7037,DOWN,0
2011-08-25,62.75,64.38,62.186,73.9634,74.7115,UP,1
2011-08-26,64.91,62.14,63.128,73.7434,74.7428,UP,1
2011-08-29,67.53,65.79,64.604,73.5736,74.7904,UP,1
2011-08-30,68.77,67.02,65.64,73.4624,74.8426,DOWN,0
2011-08-31,67.38,69.16,66.268,73.2246,74.8803,UP,1
2011-09-01,68.23,67.4,67.364,73.0514,74.9186,DOWN,0
2011-09-02,67.8,66.6,67.942,72.8392,74.9518,DOWN,0
2011-09-06,65.79,65.07,67.594,72.6088,74.9701,UP,1
2011-09-07,69.14,66.62,67.668,72.4202,75.0007,UP,1
2011-09-08,69.43,68.26,68.078,72.2896,75.0235,DOWN,0
2011-09-09,65.76,68.51,67.584,72.1026,75.0325,UP,1
2011-09-12,65.97,63.57,67.218,71.8352,75.0384,UP,1
2011-09-13,67.4,66.08,67.54,71.5522,75.0455,UP,1
2011-09-14,68.71,67.57,67.454,71.282,75.0606,UP,1
2011-09-15,69.03,69.65,67.374,71.0054,75.0876,DOWN,0
2011-09-16,68.38,68.5,67.898,70.6718,75.0961,UP,1
2011-09-19,68.55,67.64,68.414,70.382,75.0955,DOWN,0
2011-09-20,68.27,69.39,68.588,70.1378,75.0901,DOWN,0
2011-09-21,64.1,68.26,67.666,69.8494,75.0616,DOWN,0
2011-09-22,60.68,61.12,65.996,69.4768,75.021,DOWN,0
2011-09-23,58.98,60.48,64.116,69.1036,74.9737,DOWN,0
2011-09-26,56.7,59.07,61.746,68.658,74.92,UP,1
2011-09-27,58.71,58.63,59.834,68.3122,74.873,DOWN,0
2011-09-28,56.25,58.44,58.264,67.868,74.7918,UP,1
2011-09-29,56.83,57.02,57.494,67.47,74.7218,DOWN,0
2011-09-30,53.75,55.33,56.448,66.938,74.6421,DOWN,0
2011-10-03,49.53,52.96,55.014,66.2878,74.545,UP,1
2011-10-04,53.13,49.14,53.898,65.7434,74.4604,UP,1
2011-10-05,55.23,53.02,53.694,65.2306,74.3965,UP,1
2011-10-06,56.77,55.75,53.682,64.7974,74.3354,UP,1
2011-10-07,57.16,57.17,54.364,64.3514,74.275,UP,1
2011-10-10,59.28,58.06,56.314,63.9486,74.2221,UP,1
2011-10-11,59.99,58.9,57.686,63.5714,74.1741,DOWN,0
2011-10-12,58.99,60.86,58.438,63.2648,74.1244,UP,1
2011-10-13,60.12,58.71,59.108,63.0214,74.0759,UP,1
2011-10-14,61.84,62.01,60.044,62.977,74.0342,DOWN,0
2011-10-17,61.08,61.34,60.404,62.9538,74.0064,UP,1
2011-10-18,61.14,61.26,60.634,63.0104,73.9615,UP,1
2011-10-19,61.16,61.24,61.068,62.9692,73.9141,UP,1
2011-10-20,61.25,60.99,61.294,62.9436,73.8598,UP,1
2011-10-21,64.61,62.1,61.848,62.912,73.8102,UP,1
2011-10-24,67.42,64.71,63.116,62.8904,73.778,DOWN,0
2011-10-25,64.68,66.66,63.824,62.8012,73.7298,UP,1
2011-10-26,65.79,66.19,64.75,62.76,73.6878,UP,1
2011-10-27,69.01,68.31,66.302,62.7674,73.6664,DOWN,0
2011-10-28,68.75,69.2,67.13,62.8982,73.6434,DOWN,0
2011-10-31,65.2,66.82,66.686,62.9982,73.5934,DOWN,0
2011-11-01,62.56,62.73,66.262,63.0464,73.5301,UP,1
2011-11-02,63.42,64.3,65.788,63.043,73.4814,UP,1
2011-11-03,83.04,76.61,68.594,63.419,73.5419,UP,1
2011-11-04,86.11,82.0,72.066,63.8862,73.6176,UP,1
2011-11-07,87.68,87.88,76.562,64.3416,73.6993,DOWN,0
2011-11-08,87.55,88.49,81.56,64.742,73.7897,DOWN,0
2011-11-09,85.28,84.79,85.932,65.0722,73.8665,UP,1
2011-11-10,85.42,86.0,86.408,65.433,73.943,UP,1
2011-11-11,85.49,86.0,86.284,65.7782,74.0347,UP,1
2011-11-14,86.31,85.04,86.01,66.1484,74.1274,DOWN,0
2011-11-15,85.19,86.4,85.538,66.5364,74.2095,UP,1
2011-11-16,85.39,85.0,85.56,66.8614,74.2881,UP,1
2011-11-17,86.6,85.44,85.796,67.2048,74.3779,DOWN,0
2011-11-18,83.15,86.64,85.328,67.5526,74.446,DOWN,0
2011-11-21,81.78,81.56,84.422,67.8688,74.5051,UP,1
2011-11-22,82.04,81.87,83.792,68.1616,74.5698,DOWN,0
2011-11-23,80.56,83.3,82.826,68.3986,74.6287,DOWN,0
2011-11-25,80.46,80.56,81.598,68.6272,74.6789,UP,1
2011-11-28,84.81,81.98,81.93,68.9558,74.7424,DOWN,0
2011-11-29,84.81,84.03,82.536,69.281,74.8028,UP,1
2011-11-30,87.69,88.75,83.666,69.6694,74.8809,DOWN,0
2011-12-01,86.06,86.95,84.766,70.1086,74.9469,DOWN,0
2011-12-02,85.34,88.25,85.742,70.6018,75.0037,UP,1
2011-12-05,91.04,87.29,86.988,71.243,75.0949,UP,1
2011-12-06,94.62,91.49,88.95,72.0014,75.2238,DOWN,0
2011-12-07,93.69,94.48,90.15,72.701,75.357,DOWN,0
2011-12-08,89.31,92.64,90.8,73.3622,75.468,UP,1
2011-12-09,92.65,89.64,92.262,74.0786,75.6,DOWN,0
2011-12-12,90.65,91.17,92.184,74.8166,75.7244,DOWN,0
2011-12-13,89.16,91.94,91.092,75.6092,75.8428,DOWN,0
2011-12-14,87.09,88.21,89.772,76.2884,75.9514,DOWN,0
2011-12-15,84.25,87.55,88.76,76.8688,76.0407,DOWN,0
2011-12-16,84.1,84.53,87.05,77.4154,76.1262,DOWN,0
2011-12-19,83.22,85.07,85.564,77.9366,76.1995,UP,1
2011-12-20,85.99,84.09,84.93,78.4708,76.2819,DOWN,0
2011-12-21,81.77,86.35,83.866,78.9064,76.3431,UP,1
2011-12-22,83.58,81.76,83.732,79.3982,76.4196,DOWN,0
2011-12-23,82.4,83.51,83.392,79.8438,76.4928,DOWN,0
2011-12-27,81.67,82.35,83.082,80.2404,76.5633,DOWN,0
2011-12-28,80.4,81.68,81.964,80.6268,76.6284,DOWN,0
2011-12-29,80.25,80.32,81.66,81.009,76.6997,DOWN,0
2011-12-30,79.54,80.55,80.852,81.3766,76.7659,UP,1
2012-01-03,81.8,81.95,80.732,81.7876,76.85,DOWN,0
2012-01-04,80.47,80.28,80.492,82.1048,76.9203,UP,1
2012-01-05,81.81,80.01,80.774,82.3926,76.993,DOWN,0
2012-01-06,80.6,81.5,80.844,82.711,77.0559,DOWN,0
2012-01-09,80.25,80.56,80.986,83.0002,77.0922,UP,1
2012-01-10,83.7,81.13,81.366,83.294,77.1417,UP,1
2012-01-11,83.76,83.48,82.024,83.5942,77.1804,UP,1
2012-01-12,86.51,84.46,82.964,84.0204,77.2198,UP,1
2012-01-13,86.72,86.2,84.188,84.5036,77.2501,UP,1
2012-01-17,86.85,87.13,85.508,84.9722,77.2762,UP,1
2012-01-18,86.95,86.85,86.158,85.0504,77.2962,UP,1
2012-01-19,87.88,87.35,86.982,85.0858,77.3089,DOWN,0
2012-01-20,87.4,87.14,87.16,85.0802,77.3179,UP,1
2012-01-23,87.45,87.85,87.306,85.0782,77.3365,UP,1
2012-01-24,88.54,87.31,87.644,85.1434,77.3564,DOWN,0
2012-01-25,88.45,89.46,87.944,85.204,77.3717,DOWN,0
2012-01-26,88.03,89.14,87.974,85.2548,77.3843,UP,1
2012-01-27,89.9,87.46,88.474,85.3266,77.4202,DOWN,0
2012-01-30,87.93,89.73,88.57,85.3814,77.4332,DOWN,0
2012-01-31,87.4,88.93,88.342,85.4216,77.444,UP,1
2012-02-01,90.64,88.0,88.78,85.5024,77.4664,UP,1
2012-02-02,93.45,92.19,89.864,85.7084,77.4967,UP,1
2012-02-03,96.7,94.85,91.224,86.0068,77.5274,DOWN,0
2012-02-06,95.69,96.05,92.776,86.2798,77.5598,DOWN,0
2012-02-07,93.88,95.03,94.072,86.5462,77.5795,UP,1
2012-02-08,93.95,94.06,94.734,86.816,77.5996,UP,1
2012-02-09,94.23,94.16,94.89,87.0044,77.6217,DOWN,0
2012-02-10,92.78,93.62,94.106,87.1638,77.6316,UP,1
2012-02-13,95.48,94.14,94.064,87.3196,77.6528,DOWN,0
2012-02-14,95.23,95.12,94.334,87.503,77.6719,UP,1
2012-02-15,99.24,96.8,95.392,87.781,77.7071,DOWN,0
2012-02-16,96.88,99.58,95.922,87.8978,77.7577,DOWN,0
2012-02-17,96.16,97.66,96.598,87.9286,77.8097,UP,1
2012-02-21,97.05,96.82,96.912,87.9958,77.8504,UP,1
2012-02-22,97.72,97.03,97.41,88.164,77.8955,DOWN,0
2012-02-23,97.0,94.8,96.962,88.251,77.9368,UP,1
2012-02-24,98.72,94.66,97.33,88.4124,77.9879,UP,1
2012-02-27,102.75,98.13,98.648,88.6842,78.0636,DOWN,0
2012-02-28,101.1,103.34,99.458,88.9644,78.1347,DOWN,0
2012-02-29,97.31,101.99,99.376,89.2256,78.1933,UP,1
2012-03-01,97.67,98.03,99.51,89.497,78.258,UP,1
2012-03-02,99.9,98.32,99.746,89.8306,78.3254,DOWN,0
2012-03-05,97.53,100.17,98.702,90.0614,78.373,DOWN,0
2012-03-06,93.05,95.96,97.092,90.287,78.3934,UP,1
2012-03-07,94.65,94.65,96.56,90.5084,78.4257,UP,1
2012-03-08,95.23,95.56,96.072,90.765,78.4709,UP,1
2012-03-09,96.01,94.78,95.294,91.0518,78.5214,DOWN,0
2012-03-12,95.56,95.69,94.9,91.355,78.5641,UP,1
2012-03-13,96.16,95.88,95.522,91.6732,78.6095,DOWN,0
2012-03-14,96.06,96.14,95.804,92.0036,78.6497,UP,1
2012-03-15,97.62,96.54,96.282,92.32,78.6972,UP,1
2012-03-16,97.72,97.82,96.624,92.665,78.7458,DOWN,0
2012-03-19,97.635,97.8,97.039,92.9815,78.7855,DOWN,0
2012-03-20,97.29,96.27,97.265,93.3153,78.8235,UP,1
2012-03-21,98.31,97.6,97.715,93.6765,78.9043,DOWN,0
2012-03-22,96.48,97.58,97.487,93.9321,78.978,UP,1
2012-03-23,97.26,96.99,97.395,94.2021,79.0726,UP,1
2012-03-26,101.76,98.01,98.22,94.5071,79.1818,UP,1
2012-03-27,101.82,102.24,99.126,94.8091,79.2966,DOWN,0
2012-03-28,101.77,101.75,99.818,95.1075,79.4189,DOWN,0
2012-03-29,98.96,101.23,100.314,95.3477,79.5124,DOWN,0
2012-03-30,97.79,99.48,100.42,95.5459,79.6203,DOWN,0
2012-04-02,97.47,97.39,99.562,95.7473,79.7281,UP,1
2012-04-03,100.13,97.5,99.224,96.0009,79.8487,DOWN,0
2012-04-04,96.78,99.43,98.226,96.1657,79.9609,UP,1
2012-04-05,96.96,96.029,97.826,96.3359,80.0494,DOWN,0
2012-04-09,96.53,95.45,97.574,96.5059,80.1476,DOWN,0
2012-04-10,93.28,96.6,96.736,96.5735,80.2219,UP,1
2012-04-11,95.29,94.43,95.768,96.7207,80.3118,UP,1
2012-04-12,97.6,94.51,95.932,96.9247,80.407,DOWN,0
2012-04-13,96.6,97.39,95.86,97.0439,80.5102,DOWN,0
2012-04-16,91.97,97.06,94.948,97.0143,80.5945,UP,1
2012-04-17,92.54,91.68,94.8,96.9311,80.6605,DOWN,0
2012-04-18,90.56,91.73,93.854,96.8285,80.7055,UP,1
2012-04-19,91.44,91.45,92.622,96.7797,80.7516,DOWN,0
2012-04-20,90.48,91.83,91.398,96.7103,80.7897,DOWN,0
2012-04-23,88.62,89.07,90.728,96.5981,80.8075,DOWN,0
2012-04-24,88.07,88.83,89.834,96.5039,80.8327,UP,1
2012-04-25,91.57,88.98,90.036,96.4257,80.8881,UP,1
2012-04-26,92.47,91.0,90.242,96.3705,80.9579,UP,1
2012-04-27,94.85,93.2,91.116,96.2827,81.0356,UP,1
2012-04-30,96.74,95.01,92.74,96.2799,81.1311,UP,1
2012-05-01,99.34,97.65,94.994,96.3435,81.2329,DOWN,0
2012-05-02,97.61,98.51,96.202,96.3547,81.3409,DOWN,0
2012-05-03,94.02,98.4,96.512,96.2807,81.4187,DOWN,0
2012-05-04,92.86,93.71,96.114,96.1979,81.4994,DOWN,0
2012-05-07,89.63,87.96,94.692,96.0161,81.5458,DOWN,0
2012-05-08,87.99,88.4,92.422,95.7209,81.5755,DOWN,0
2012-05-09,77.08,79.0,88.316,95.2405,81.5592,UP,1
2012-05-10,77.3,78.01,84.972,94.8403,81.5413,DOWN,0
2012-05-11,76.31,76.38,81.662,94.4131,81.5307,DOWN,0
2012-05-14,74.15,75.14,78.566,93.8981,81.5042,UP,1
2012-05-15,74.37,74.24,75.842,93.4349,81.4789,UP,1
2012-05-16,76.04,74.5,75.634,93.0947,81.4649,DOWN,0
2012-05-17,72.63,76.19,74.7,92.6543,81.4564,UP,1
2012-05-18,72.67,72.87,73.972,92.2031,81.4583,UP,1
2012-05-21,75.8,73.25,74.302,91.7989,81.517,UP,1
2012-05-22,76.36,74.89,74.7,91.4149,81.5876,UP,1
2012-05-23,76.63,75.93,74.818,91.0243,81.6792,DOWN,0
2012-05-24,74.73,77.36,75.238,90.5977,81.7368,DOWN,0
2012-05-25,74.73,74.23,75.65,90.1399,81.7978,DOWN,0
2012-05-29,74.13,76.9,75.316,89.6681,81.8375,DOWN,0
2012-05-30,73.8,72.96,74.804,89.1914,81.864,DOWN,0
2012-05-31,70.24,73.05,73.526,88.6504,81.8695,DOWN,0
2012-06-01,68.17,68.05,72.214,88.0476,81.8711,DOWN,0
2012-06-04,67.21,66.73,70.71,87.4622,81.8639,UP,1
2012-06-05,71.82,67.08,70.248,86.9534,81.912,UP,1
2012-06-06,73.12,72.14,70.112,86.3806,81.9766,DOWN,0
2012-06-07,71.9,74.63,70.444,85.7822,82.0353,DOWN,0
2012-06-08,71.52,71.5,71.114,85.1772,82.075,DOWN,0
2012-06-11,69.83,71.81,71.638,84.5946,82.1029,DOWN,0
2012-06-12,68.37,70.29,70.948,84.0062,82.131,DOWN,0
2012-06-13,66.73,67.63,69.67,83.3914,82.1401,UP,1
2012-06-14,67.59,67.0,68.808,82.7406,82.1404,UP,1
2012-06-15,68.47,67.65,68.198,82.1744,82.1389,UP,1
2012-06-18,69.47,68.59,68.126,81.6246,82.1494,UP,1
2012-06-19,70.12,69.83,68.476,81.0964,82.1588,UP,1
2012-06-20,70.67,70.46,69.264,80.6442,82.1732,DOWN,0
2012-06-21,69.49,70.91,69.644,80.1282,82.1917,UP,1
2012-06-22,70.59,69.93,70.068,79.588,82.1989,DOWN,0
2012-06-25,69.82,69.09,70.138,79.0524,82.2009,UP,1
2012-06-26,73.7,70.07,70.854,78.687,82.2406,DOWN,0
2012-06-27,73.26,73.49,71.372,78.3014,82.277,DOWN,0
2012-06-28,71.36,73.05,71.746,77.9174,82.2968,UP,1
2012-06-29,75.8,73.99,72.788,77.6046,82.3323,UP,1
2012-07-02,79.26,77.11,74.676,77.3802,82.3834,UP,1
2012-07-03,80.63,79.64,76.062,77.2204,82.4447,DOWN,0
2012-07-05,79.83,80.63,77.376,77.0556,82.5011,DOWN,0
2012-07-06,77.66,78.99,78.636,76.7774,82.548,DOWN,0
2012-07-09,74.83,77.18,78.442,76.4246,82.6017,DOWN,0
2012-07-10,72.56,75.76,77.102,75.9788,82.6611,DOWN,0
2012-07-11,72.48,72.66,75.472,75.4936,82.7286,DOWN,0
2012-07-12,72.32,72.12,73.97,74.9532,82.8067,UP,1
2012-07-13,74.26,72.47,73.29,74.4862,82.8844,DOWN,0
2012-07-16,71.74,74.93,72.672,74.0406,82.9619,DOWN,0
2012-07-17,70.11,71.63,72.182,73.5856,83.0283,UP,1
2012-07-18,71.89,70.11,72.064,73.2308,83.119,UP,1
2012-07-19,73.48,72.89,72.296,72.9406,83.2387,UP,1
2012-07-20,73.65,72.85,72.174,72.872,83.3413,DOWN,0
2012-07-23,71.26,71.59,72.078,72.7512,83.4215,DOWN,0
2012-07-24,70.03,71.73,72.062,72.6256,83.4878,DOWN,0
2012-07-25,69.94,70.22,71.672,72.5414,83.5517,UP,1
2012-07-26,73.25,71.5,71.626,72.519,83.6215,UP,1
2012-07-27,75.71,73.68,72.038,72.5124,83.7001,DOWN,0
2012-07-30,70.0,70.07,71.786,72.4598,83.7552,DOWN,0
2012-07-31,66.81,69.79,71.142,72.3426,83.7886,DOWN,0
2012-08-01,65.52,66.98,70.258,72.137,83.807,UP,1
2012-08-02,66.52,65.48,68.912,71.9402,83.8342,UP,1
2012-08-03,82.68,78.82,70.306,72.0612,83.9419,UP,1
2012-08-06,86.02,82.85,73.51,72.287,84.0662,UP,1
2012-08-07,88.87,86.88,77.922,72.5698,84.2043,DOWN,0
2012-08-08,85.85,88.76,81.988,72.8042,84.3105,DOWN,0
2012-08-09,85.76,86.15,85.836,73.0434,84.4022,UP,1
2012-08-10,85.8,85.63,86.46,73.3546,84.5078,UP,1
2012-08-13,85.82,85.53,86.42,73.7076,84.608,DOWN,0
2012-08-14,85.08,86.61,85.662,74.065,84.6883,DOWN,0
2012-08-15,84.82,84.85,85.456,74.325,84.7687,UP,1
2012-08-16,86.85,84.83,85.674,74.5996,84.8769,DOWN,0
2012-08-17,85.21,87.53,85.556,74.8658,84.9902,DOWN,0
2012-08-20,84.66,84.88,85.324,75.1286,85.0964,DOWN,0
2012-08-21,83.43,85.93,84.994,75.4006,85.0983,DOWN,0
2012-08-22,82.51,83.64,84.532,75.6834,85.0803,DOWN,0
2012-08-23,80.5,82.42,83.262,75.9588,85.0444,DOWN,0
2012-08-24,80.5,80.65,82.32,76.217,85.0092,DOWN,0
2012-08-27,79.35,81.09,81.258,76.4346,84.9795,DOWN,0
2012-08-28,79.35,79.15,80.442,76.6322,84.9492,DOWN,0
2012-08-29,79.03,79.59,79.746,76.8104,84.9169,UP,1
2012-08-30,79.11,78.92,79.468,76.9792,84.8809,UP,1
2012-08-31,79.58,79.75,79.284,77.181,84.8528,UP,1
2012-09-04,80.66,79.63,79.546,77.3824,84.8292,DOWN,0
2012-09-05,79.87,80.25,79.65,77.5834,84.7955,UP,1
2012-09-06,82.14,81.42,80.272,77.7522,84.7905,UP,1
2012-09-07,82.87,82.14,81.024,77.9444,84.7959,UP,1
2012-09-10,83.075,82.72,81.723,78.1787,84.8011,DOWN,0
2012-09-11,82.52,82.72,82.095,78.3131,84.8109,UP,1
2012-09-12,82.54,83.07,82.629,78.3787,84.8213,UP,1
2012-09-13,84.5,82.99,83.101,78.4561,84.8197,UP,1
2012-09-14,88.57,84.43,84.241,78.6309,84.8385,DOWN,0
2012-09-17,88.53,89.98,85.332,78.8483,84.8427,DOWN,0
2012-09-18,88.26,87.68,86.48,79.1169,84.8537,UP,1
2012-09-19,88.68,87.98,87.708,79.4393,84.8704,DOWN,0
2012-09-20,86.02,87.87,88.012,79.7101,84.8453,DOWN,0
2012-09-21,83.13,84.45,86.924,79.9263,84.7879,DOWN,0
2012-09-24,82.2,82.1,85.658,80.0851,84.7304,DOWN,0
2012-09-25,81.08,82.94,84.222,80.2719,84.6893,DOWN,0
2012-09-26,80.27,81.27,82.54,80.4751,84.6274,UP,1
2012-09-27,81.93,80.87,81.722,80.6759,84.5838,UP,1
2012-09-28,82.55,81.97,81.606,80.8573,84.5507,UP,1
2012-10-01,84.95,84.3,82.156,81.0833,84.54,UP,1
2012-10-02,85.37,85.2,83.014,81.3655,84.5456,UP,1
2012-10-03,86.26,86.15,84.212,81.6901,84.5564,UP,1
2012-10-04,87.95,86.95,85.416,82.0503,84.5801,DOWN,0
2012-10-05,87.93,88.0,86.492,82.3439,84.5898,DOWN,0
2012-10-08,86.8,87.19,86.862,82.5657,84.6149,DOWN,0
2012-10-09,85.77,86.26,86.942,82.8811,84.6259,UP,1
2012-10-10,86.28,85.73,86.946,83.2705,84.6453,DOWN,0
2012-10-11,85.97,87.19,86.55,83.6795,84.6668,DOWN,0
2012-10-12,84.82,85.83,85.928,84.0455,84.6889,UP,1
2012-10-15,87.15,86.0,85.998,84.1349,84.7234,UP,1
2012-10-16,90.28,87.23,86.9,84.2201,84.7771,UP,1
2012-10-17,91.71,90.47,87.986,84.2769,84.8266,DOWN,0
2012-10-18,88.43,90.54,88.478,84.3285,84.8664,DOWN,0
2012-10-19,85.23,87.27,88.56,84.3179,84.8835,UP,1
2012-10-22,85.61,86.34,88.252,84.3141,84.9086,DOWN,0
2012-10-23,85.5,85.26,87.296,84.3077,84.9348,DOWN,0
2012-10-24,85.0,86.81,85.954,84.3061,84.9413,DOWN,0
2012-10-25,84.32,85.8,85.132,84.2961,84.9441,DOWN,0
2012-10-26,83.6,84.62,84.806,84.2311,84.9296,UP,1
2012-10-31,83.97,85.0,84.478,84.2063,84.9158,UP,1
2012-11-01,86.35,84.24,84.648,84.2401,84.9133,DOWN,0
2012-11-02,78.92,81.52,83.432,84.1499,84.8732,DOWN,0
2012-11-05,78.25,78.35,82.218,84.0647,84.825,UP,1
2012-11-06,79.77,78.56,81.452,84.0501,84.7869,DOWN,0
2012-11-07,77.14,79.99,80.086,83.9829,84.7353,DOWN,0
2012-11-08,75.48,76.94,77.912,83.9055,84.67,UP,1
2012-11-09,76.32,75.55,77.392,83.8449,84.6094,DOWN,0
2012-11-12,75.06,76.9,76.754,83.7655,84.5445,DOWN,0
2012-11-13,73.91,74.56,75.582,83.6615,84.4646,DOWN,0
2012-11-14,72.64,73.9,74.682,83.5227,84.3881,UP,1
2012-11-15,74.45,72.3,74.476,83.3985,84.3234,UP,1
2012-11-16,75.43,74.22,74.298,83.3097,84.2473,DOWN,0
2012-11-19,74.96,76.09,74.278,83.1661,84.1549,UP,1
