ticker,RJF US Equity,RJF US Equity,RJF US Equity,RJF US Equity,RJF US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-01-27,23.0067,22.8067,20.6235,22.94,20.6257,UP,1
2012-01-30,23.0267,22.6933,20.6139,22.932,20.6856,UP,1
2012-01-31,23.3333,23.26,20.606,23.032,20.7663,UP,1
2012-02-01,23.7667,23.5667,20.5979,23.2133,20.8632,DOWN,0
2012-02-02,23.32,23.7333,20.593,23.2907,20.9505,UP,1
2012-02-03,23.9933,23.7067,20.5922,23.488,21.0599,DOWN,0
2012-02-06,23.6933,23.7867,20.5875,23.6213,21.1724,DOWN,0
2012-02-07,23.5533,23.6,20.5805,23.6653,21.2965,DOWN,0
2012-02-08,23.42,23.62,20.5743,23.596,21.4156,UP,1
2012-02-09,23.54,23.54,20.567,23.64,21.5172,DOWN,0
2012-02-10,23.02,23.2467,20.5568,23.4453,21.6051,UP,1
2012-02-13,23.2733,23.3333,20.5478,23.3613,21.6731,DOWN,0
2012-02-14,23.12,22.5,20.5384,23.2747,21.7435,DOWN,0
2012-02-15,22.96,23.2667,20.5292,23.1827,21.808,UP,1
2012-02-16,23.3,22.9667,20.5228,23.1347,21.8627,UP,1
2012-02-17,23.6267,23.4067,20.5188,23.256,21.9224,DOWN,0
2012-02-21,23.5467,23.6867,20.5184,23.3107,21.9781,DOWN,0
2012-02-22,23.2667,23.3333,20.5164,23.34,22.0455,UP,1
2012-02-23,23.6067,23.36,20.5174,23.4693,22.1083,DOWN,0
2012-02-24,23.5867,23.5867,20.5177,23.5267,22.1819,DOWN,0
2012-02-27,23.5067,23.3867,20.5193,23.5027,22.2601,DOWN,0
2012-02-28,23.3467,23.56,20.5185,23.4627,22.3389,UP,1
2012-02-29,23.58,23.4333,20.522,23.5253,22.4227,UP,1
2012-03-01,24.0933,23.6933,20.5291,23.6227,22.5104,DOWN,0
2012-03-02,23.7933,24.0267,20.5355,23.664,22.6007,DOWN,0
2012-03-05,23.5,23.6867,20.5364,23.6627,22.6651,DOWN,0
2012-03-06,22.7933,23.0733,20.5335,23.552,22.7152,UP,1
2012-03-07,23.0133,22.9067,20.5323,23.4387,22.7656,UP,1
2012-03-08,23.3,23.3133,20.5348,23.28,22.8204,UP,1
2012-03-09,23.6333,23.3533,20.5387,23.248,22.8765,DOWN,0
2012-03-12,23.62,23.6867,20.5414,23.272,22.9385,UP,1
2012-03-13,24.64,23.8,20.5485,23.6413,23.0127,DOWN,0
2012-03-14,24.4333,24.6,20.5533,23.9253,23.0885,UP,1
2012-03-15,24.6867,24.48,20.5576,24.2027,23.1549,UP,1
2012-03-16,24.7733,24.7467,20.5679,24.4307,23.2237,UP,1
2012-03-19,24.8067,24.7,20.5781,24.668,23.2808,UP,1
2012-03-20,24.8933,24.56,20.5917,24.7187,23.3415,DOWN,0
2012-03-21,24.8267,24.9933,20.6079,24.7973,23.3984,DOWN,0
2012-03-22,24.5533,24.68,20.6215,24.7707,23.4336,UP,1
2012-03-23,24.9533,24.56,20.6381,24.8067,23.4769,UP,1
2012-03-26,25.3,25.1733,20.6548,24.9053,23.5435,DOWN,0
2012-03-27,24.9067,25.3267,20.6711,24.908,23.6095,DOWN,0
2012-03-28,24.66,24.8867,20.6867,24.8747,23.6696,DOWN,0
2012-03-29,24.2,24.34,20.6974,24.804,23.7139,UP,1
2012-03-30,24.3533,24.42,20.7108,24.684,23.7388,UP,1
2012-04-02,24.36,24.2867,20.7257,24.496,23.7636,UP,1
2012-04-03,24.42,24.36,20.7403,24.3987,23.7907,DOWN,0
2012-04-04,23.8933,24.0867,20.7518,24.2453,23.8119,DOWN,0
2012-04-05,23.8933,23.8133,20.7612,24.184,23.8325,DOWN,0
2012-04-09,23.3933,23.3933,20.7693,23.992,23.8417,DOWN,0
2012-04-10,23.16,23.52,20.7792,23.752,23.8448,UP,1
2012-04-11,23.5667,23.5267,20.7926,23.5813,23.8556,UP,1
2012-04-12,24.0867,23.6467,20.8088,23.62,23.8707,DOWN,0
2012-04-13,23.3733,24.06,20.8211,23.516,23.8628,UP,1
2012-04-16,23.4,23.5933,20.831,23.5173,23.8644,UP,1
2012-04-17,23.94,23.7333,20.8435,23.6733,23.8633,DOWN,0
2012-04-18,23.6267,23.7467,20.8528,23.6853,23.862,DOWN,0
2012-04-19,23.4733,23.6467,20.8612,23.5627,23.8604,DOWN,0
2012-04-20,23.4067,23.6733,20.8693,23.5693,23.8601,DOWN,0
2012-04-23,23.0467,22.7667,20.8728,23.4987,23.8503,UP,1
2012-04-24,23.2733,23.1333,20.8784,23.3653,23.8553,UP,1
2012-04-25,23.4867,23.52,20.8874,23.3373,23.8596,UP,1
2012-04-26,24.56,23.4333,20.9019,23.5547,23.8884,UP,1
2012-04-27,24.66,24.82,20.9164,23.8053,23.9224,DOWN,0
2012-04-30,24.4133,24.5867,20.9336,24.0787,23.9447,UP,1
2012-05-01,24.5733,24.3733,20.9521,24.3387,23.9636,UP,1
2012-05-02,24.6,24.3133,20.9701,24.5613,23.9847,DOWN,0
2012-05-03,24.3067,24.5333,20.9857,24.5107,24.0055,DOWN,0
2012-05-04,24.1667,24.2,20.9982,24.412,24.0167,DOWN,0
2012-05-07,24.0067,24.0133,21.0049,24.3307,24.0251,DOWN,0
2012-05-08,23.96,23.7667,21.011,24.208,24.0341,DOWN,0
2012-05-09,23.5533,23.5267,21.0161,23.9987,24.0383,UP,1
2012-05-10,23.64,23.88,21.0201,23.8653,24.0395,DOWN,0
2012-05-11,23.4667,23.34,21.0296,23.7253,24.0269,DOWN,0
2012-05-14,23.1667,23.1467,21.0385,23.5573,24.0144,DOWN,0
2012-05-15,23.0667,23.1667,21.048,23.3787,24.0057,DOWN,0
2012-05-16,22.6133,23.2133,21.0545,23.1907,24.0021,DOWN,0
2012-05-17,22.2,22.6533,21.0626,22.9027,23.9859,DOWN,0
2012-05-18,21.78,22.3267,21.066,22.5653,23.9555,UP,1
2012-05-21,22.3133,21.9267,21.0791,22.3947,23.9291,UP,1
2012-05-22,22.3867,22.3933,21.0956,22.2587,23.9044,DOWN,0
2012-05-23,22.36,22.16,21.1202,22.208,23.8588,UP,1
2012-05-24,22.6533,22.48,21.1406,22.2987,23.8232,DOWN,0
2012-05-25,22.6533,22.6333,21.169,22.4733,23.7825,UP,1
2012-05-29,23.1133,22.8733,21.1943,22.6333,23.7493,DOWN,0
2012-05-30,22.5733,22.8067,21.2181,22.6707,23.7047,UP,1
2012-05-31,22.7867,22.5467,21.2391,22.756,23.6625,DOWN,0
2012-06-01,21.8667,22.1867,21.2579,22.5987,23.6033,DOWN,0
2012-06-04,21.52,21.86,21.2755,22.372,23.5427,UP,1
2012-06-05,21.8333,21.42,21.3015,22.116,23.4803,UP,1
2012-06-06,22.4333,22.0067,21.3322,22.088,23.4229,DOWN,0
2012-06-07,22.32,22.6533,21.3624,21.9947,23.3712,DOWN,0
2012-06-08,22.26,22.2667,21.388,22.0733,23.3232,DOWN,0
2012-06-11,21.9,22.4867,21.4091,22.1493,23.2772,UP,1
2012-06-12,22.1867,21.8933,21.4339,22.22,23.2339,DOWN,0
2012-06-13,22.0333,22.0667,21.4553,22.14,23.1873,UP,1
2012-06-14,22.1667,22.04,21.4728,22.1093,23.1423,UP,1
2012-06-15,22.62,22.26,21.4932,22.1813,23.1168,UP,1
2012-06-18,22.7933,22.4467,21.5136,22.36,23.0948,UP,1
2012-06-19,23.12,22.9867,21.5392,22.5467,23.0893,DOWN,0
2012-06-20,23.0067,23.1067,21.5674,22.7413,23.0863,DOWN,0
2012-06-21,21.9933,22.98,21.5911,22.7067,23.0548,UP,1
2012-06-22,22.4,22.2,21.612,22.6627,23.0211,DOWN,0
2012-06-25,21.5933,22.04,21.6322,22.4227,22.9855,UP,1
2012-06-26,21.8867,21.6,21.657,22.176,22.9552,UP,1
2012-06-27,22.0733,21.9533,21.6812,21.9893,22.9179,UP,1
2012-06-28,22.0867,21.92,21.7038,22.008,22.8871,UP,1
2012-06-29,22.8267,22.6667,21.7287,22.0933,22.8741,UP,1
2012-07-02,23.0,22.98,21.7512,22.3747,22.866,UP,1
2012-07-03,23.1267,22.9533,21.7739,22.6227,22.8676,DOWN,0
2012-07-05,23.02,22.9533,21.7985,22.812,22.8625,DOWN,0
2012-07-06,22.78,22.6933,21.8228,22.9507,22.8484,DOWN,0
2012-07-09,22.6067,22.7,21.8505,22.9067,22.8093,DOWN,0
2012-07-10,22.1533,22.74,21.8763,22.7373,22.7592,UP,1
2012-07-11,22.3,22.22,21.8998,22.572,22.7169,DOWN,0
2012-07-12,22.1867,22.22,21.9209,22.4053,22.6692,UP,1
2012-07-13,22.72,22.2667,21.9428,22.3933,22.6316,DOWN,0
2012-07-16,22.5667,22.5733,21.9679,22.3853,22.5968,UP,1
2012-07-17,22.6733,22.82,21.9895,22.4893,22.5669,UP,1
2012-07-18,22.6867,22.5867,22.0164,22.5667,22.5405,UP,1
2012-07-19,22.7,22.6733,22.0495,22.6693,22.5153,DOWN,0
2012-07-20,22.3267,22.48,22.0739,22.5907,22.4908,DOWN,0
2012-07-23,21.9533,21.8467,22.096,22.468,22.4571,DOWN,0
2012-07-24,21.7333,22.0267,22.1132,22.28,22.4224,UP,1
2012-07-25,21.9533,21.7467,22.1353,22.1333,22.3981,DOWN,0
2012-07-26,21.18,21.72,22.1488,21.8293,22.3604,UP,1
2012-07-27,22.72,21.3733,22.1702,21.908,22.3625,UP,1
2012-07-30,22.7667,22.6533,22.1897,22.0707,22.3739,DOWN,0
2012-07-31,22.4133,22.74,22.2091,22.2067,22.3865,DOWN,0
2012-08-01,21.8867,22.5667,22.2254,22.1933,22.378,DOWN,0
2012-08-02,21.6,21.6467,22.2437,22.2773,22.3623,UP,1
2012-08-03,22.3933,21.9667,22.2608,22.212,22.3629,UP,1
2012-08-06,22.4133,22.4667,22.28,22.1413,22.3581,UP,1
2012-08-07,22.9533,22.5667,22.2986,22.2493,22.3641,UP,1
2012-08-08,22.9667,22.8267,22.3141,22.4653,22.3612,DOWN,0
2012-08-09,22.96,22.9,22.3256,22.7373,22.3689,UP,1
2012-08-10,23.04,22.8667,22.3434,22.8667,22.374,UP,1
2012-08-13,23.0533,22.96,22.3602,22.9947,22.3977,UP,1
2012-08-14,23.4867,23.3333,22.3706,23.1013,22.4371,UP,1
2012-08-15,23.5267,23.4133,22.3829,23.2133,22.4709,UP,1
2012-08-16,23.5933,23.5,22.3996,23.34,22.4941,DOWN,0
2012-08-17,23.5933,23.6333,22.421,23.4507,22.5196,DOWN,0
2012-08-20,23.4067,23.5067,22.4376,23.5213,22.5425,UP,1
2012-08-21,23.5667,23.46,22.4512,23.5373,22.5759,DOWN,0
2012-08-22,23.54,23.4733,22.4657,23.54,22.6029,DOWN,0
2012-08-23,23.1933,23.4067,22.4778,23.46,22.6261,UP,1
2012-08-24,23.28,23.16,22.4896,23.3973,22.6484,DOWN,0
2012-08-27,23.0467,23.4067,22.5073,23.3253,22.6569,UP,1
2012-08-28,23.2333,23.0267,22.5247,23.2587,22.6657,UP,1
2012-08-29,23.2733,23.2533,22.5403,23.2053,22.6688,UP,1
2012-08-30,23.4067,23.2533,22.5584,23.248,22.6768,UP,1
2012-08-31,23.4667,23.6067,22.5756,23.2853,22.7063,UP,1
2012-09-04,23.8933,23.52,22.5985,23.4547,22.7361,DOWN,0
2012-09-05,23.8133,23.94,22.623,23.5707,22.7805,UP,1
2012-09-06,24.46,23.8933,22.6505,23.808,22.832,UP,1
2012-09-07,24.6733,24.5933,22.6813,24.0613,22.884,DOWN,0
2012-09-10,24.52,24.6,22.7135,24.272,22.9327,UP,1
2012-09-11,24.84,24.4867,22.751,24.4613,22.9729,UP,1
2012-09-12,24.9333,24.86,22.7883,24.6853,23.0116,UP,1
2012-09-13,25.5467,24.9133,22.8238,24.9027,23.06,UP,1
2012-09-14,25.7267,25.6133,22.8593,25.1133,23.1141,DOWN,0
2012-09-17,25.54,25.6667,22.8876,25.3173,23.1693,DOWN,0
2012-09-18,25.4467,25.3867,22.9168,25.4387,23.2261,DOWN,0
2012-09-19,25.1733,25.44,22.944,25.4867,23.2865,DOWN,0
2012-09-20,25.1133,25.1533,22.9668,25.4,23.3428,DOWN,0
2012-09-21,25.0667,24.3733,22.9889,25.268,23.4004,DOWN,0
2012-09-24,24.92,24.7933,23.0097,25.144,23.4444,DOWN,0
2012-09-25,24.6,25.0733,23.0332,24.9747,23.4851,DOWN,0
2012-09-26,24.4067,24.5467,23.0529,24.8213,23.5197,UP,1
2012-09-27,24.5467,24.46,23.0761,24.708,23.5569,DOWN,0
2012-09-28,24.4333,24.44,23.1003,24.5813,23.5916,UP,1
2012-10-01,24.4867,24.6533,23.1257,24.4947,23.6348,UP,1
2012-10-02,24.6,24.66,23.1517,24.4947,23.6877,DOWN,0
2012-10-03,24.4667,24.5867,23.1755,24.5067,23.7424,UP,1
2012-10-04,24.6933,24.6267,23.2026,24.536,23.7972,UP,1
2012-10-05,25.0,24.8067,23.2262,24.6493,23.8736,DOWN,0
2012-10-08,24.8933,24.8267,23.2492,24.7307,23.9171,DOWN,0
2012-10-09,24.6467,24.8267,23.27,24.74,23.9547,DOWN,0
2012-10-10,24.5667,24.6867,23.29,24.76,23.9977,UP,1
2012-10-11,24.7933,24.8467,23.3099,24.78,24.0559,DOWN,0
2012-10-12,24.36,24.6267,23.3291,24.652,24.1111,UP,1
2012-10-15,24.8267,24.4867,23.3485,24.6387,24.1597,UP,1
2012-10-16,25.0267,24.9467,23.3705,24.7147,24.212,UP,1
2012-10-17,25.5933,25.1,23.3916,24.92,24.2648,DOWN,0
2012-10-18,25.46,25.5467,23.4122,25.0533,24.3147,DOWN,0
2012-10-19,25.0333,25.28,23.4276,25.188,24.3561,DOWN,0
2012-10-22,24.7933,25.0333,23.4423,25.1813,24.3912,DOWN,0
2012-10-23,24.7533,24.3667,23.4562,25.1267,24.4252,DOWN,0
2012-10-24,24.5867,24.8667,23.4651,24.9253,24.4472,UP,1
2012-10-25,25.4667,25.0,23.4785,24.9267,24.486,UP,1
2012-10-26,25.52,25.5267,23.4963,25.024,24.5245,DOWN,0
2012-10-31,25.4267,25.26,23.5154,25.1507,24.5612,UP,1
2012-11-01,25.9333,25.4667,23.5368,25.3867,24.6117,DOWN,0
2012-11-02,25.6133,25.88,23.5549,25.592,24.6527,UP,1
2012-11-05,26.02,25.6467,23.5695,25.7027,24.7023,UP,1
2012-11-06,26.5467,26.0133,23.5866,25.908,24.7693,DOWN,0
2012-11-07,25.3067,26.02,23.5978,25.884,24.8099,DOWN,0
2012-11-08,24.98,25.3533,23.6085,25.6933,24.8485,UP,1
2012-11-09,25.06,24.72,23.6195,25.5827,24.8851,UP,1
2012-11-12,25.32,25.3533,23.6315,25.4427,24.926,DOWN,0
2012-11-13,25.2733,25.08,23.6428,25.188,24.9633,DOWN,0
2012-11-14,24.5133,25.2933,23.6502,25.0293,24.9843,UP,1
2012-11-15,24.5667,24.6067,23.6564,24.9467,24.9977,UP,1
2012-11-16,24.6267,24.7333,23.6607,24.86,25.014,UP,1
2012-11-19,25.04,25.0,23.6693,24.804,25.0256,DOWN,0
2012-11-20,25.0333,24.9333,23.6745,24.756,25.0328,DOWN,0
2012-11-21,25.0133,25.0733,23.6811,24.856,25.0427,UP,1
2012-11-23,25.2733,25.08,23.6897,24.9973,25.0513,DOWN,0
2012-11-26,25.1467,25.0533,23.6983,25.1013,25.0556,DOWN,0
2012-11-27,24.9333,25.06,23.7053,25.08,25.0433,UP,1
2012-11-28,24.96,24.7533,23.715,25.0653,25.028,UP,1
2012-11-29,25.2467,25.16,23.7249,25.112,25.0221,DOWN,0
2012-11-30,25.1667,25.2267,23.7351,25.0907,25.0165,DOWN,0
2012-12-03,25.0533,25.18,23.7456,25.072,25.0141,DOWN,0
2012-12-04,24.8733,25.06,23.7534,25.06,25.0093,DOWN,0
2012-12-05,24.8733,24.96,23.7597,25.0427,25.0055,DOWN,0
2012-12-06,24.5467,24.8,23.7647,24.9027,24.998,UP,1
2012-12-07,24.6133,24.6467,23.7714,24.792,24.9983,DOWN,0
2012-12-10,24.48,24.5667,23.7758,24.6773,24.9997,UP,1
2012-12-11,24.54,24.58,23.7805,24.6107,24.9996,UP,1
2012-12-12,24.64,24.6667,23.7862,24.564,25.0037,UP,1
2012-12-13,24.6667,24.6133,23.7928,24.588,25.0073,UP,1
2012-12-14,24.9733,24.76,23.7998,24.66,25.0148,UP,1
2012-12-17,25.7067,25.1067,23.8078,24.9053,25.0396,UP,1
2012-12-18,26.28,25.8467,23.8203,25.2533,25.0713,DOWN,0
2012-12-19,26.18,26.3267,23.8337,25.5613,25.0949,UP,1
2012-12-20,26.3267,26.24,23.8513,25.8933,25.1236,DOWN,0
2012-12-21,26.1733,25.7733,23.8671,26.1333,25.1541,DOWN,0
2012-12-24,25.8667,26.5,23.88,26.1653,25.1801,DOWN,0
2012-12-26,25.6133,25.86,23.8899,26.032,25.1965,DOWN,0
2012-12-27,25.4867,25.6867,23.8992,25.8933,25.2191,DOWN,0
2012-12-28,25.3667,25.2133,23.9028,25.7013,25.2299,UP,1
2012-12-31,25.6867,25.2667,23.9091,25.604,25.2431,UP,1
2013-01-02,26.6533,26.3733,23.9189,25.7613,25.2643,DOWN,0
2013-01-03,26.56,26.7,23.9279,25.9507,25.2863,UP,1
2013-01-04,27.2733,26.6,23.9402,26.308,25.3311,UP,1
2013-01-07,27.34,27.0733,23.9524,26.7027,25.382,DOWN,0
2013-01-08,27.3067,27.2867,23.9648,27.0267,25.4331,UP,1
2013-01-09,27.62,27.3533,23.9802,27.22,25.4937,DOWN,0
2013-01-10,27.5533,27.6133,23.9932,27.4187,25.5355,UP,1
2013-01-11,27.7467,27.5467,24.0054,27.5133,25.58,DOWN,0
2013-01-14,27.7467,27.7333,24.0196,27.5947,25.6264,UP,1
2013-01-15,27.84,27.6467,24.0355,27.7013,25.6645,DOWN,0
2013-01-16,27.68,27.8133,24.0529,27.7133,25.7059,UP,1
2013-01-17,28.0133,27.8467,24.0712,27.8053,25.7457,UP,1
2013-01-18,28.18,27.9933,24.0903,27.892,25.7784,UP,1
2013-01-22,28.1867,28.12,24.1091,27.98,25.836,DOWN,0
2013-01-23,27.9267,28.2133,24.1293,27.9973,25.8949,UP,1
2013-01-24,29.1467,28.02,24.1556,28.2907,25.9767,UP,1
2013-01-25,29.5267,29.2933,24.1862,28.5933,26.0608,UP,1
2013-01-28,29.7,29.5733,24.2189,28.8973,26.1493,UP,1
2013-01-29,30.14,29.6667,24.2518,29.288,26.2619,DOWN,0
2013-01-30,30.0267,30.1333,24.2815,29.708,26.3711,DOWN,0
2013-01-31,29.7533,29.96,24.3134,29.8293,26.4736,UP,1
2013-02-01,30.2,30.06,24.3474,29.964,26.5768,DOWN,0
2013-02-04,29.8733,29.9333,24.3771,29.9987,26.6736,UP,1
2013-02-05,30.12,30.0333,24.4095,29.9947,26.7757,UP,1
2013-02-06,30.1667,29.9333,24.443,30.0227,26.8736,UP,1
2013-02-07,30.3133,30.1333,24.4775,30.1347,26.9769,DOWN,0
2013-02-08,30.2067,30.4067,24.5133,30.136,27.0824,UP,1
2013-02-11,30.2133,30.2533,24.548,30.204,27.1875,UP,1
2013-02-12,30.2733,30.26,24.582,30.2347,27.288,UP,1
2013-02-13,30.3867,30.3867,24.6111,30.2787,27.3924,UP,1
2013-02-14,30.4,30.28,24.6398,30.296,27.4993,DOWN,0
2013-02-15,30.2667,30.42,24.6691,30.308,27.6072,UP,1
2013-02-19,30.82,30.34,24.7003,30.4293,27.7261,DOWN,0
2013-02-20,30.26,30.7933,24.7286,30.4267,27.8404,DOWN,0
2013-02-21,29.7333,30.2467,24.7557,30.296,27.9428,UP,1
2013-02-22,29.9533,29.9267,24.7847,30.2067,28.0523,DOWN,0
2013-02-25,29.2667,30.1933,24.811,30.0067,28.1468,DOWN,0
2013-02-26,29.22,29.4133,24.8373,29.6867,28.2384,UP,1
2013-02-27,29.4933,29.1667,24.867,29.5333,28.3349,DOWN,0
2013-02-28,29.2533,29.5067,24.895,29.4373,28.4205,DOWN,0
2013-03-01,28.9267,28.9867,24.9223,29.232,28.4849,UP,1
2013-03-04,29.12,28.7867,24.9521,29.2027,28.5417,UP,1
2013-03-05,29.84,29.32,24.986,29.3267,28.6149,UP,1
2013-03-06,30.1333,29.9933,25.0236,29.4547,28.6911,UP,1
2013-03-07,30.6933,30.26,25.066,29.7427,28.7815,UP,1
2013-03-08,31.12,30.88,25.1127,30.1813,28.8865,UP,1
2013-03-11,31.3067,31.14,25.1577,30.6187,29.0004,DOWN,0
2013-03-12,31.14,31.2267,25.2015,30.8787,29.1135,UP,1
2013-03-13,31.4867,31.2333,25.2471,31.1493,29.2359,UP,1
2013-03-14,31.7,31.5933,25.2923,31.3507,29.3561,UP,1
2013-03-15,31.88,31.7,25.3385,31.5027,29.4607,DOWN,0
2013-03-18,31.5867,31.3533,25.3808,31.5587,29.5612,UP,1
2013-03-19,31.6067,31.6267,25.426,31.652,29.6479,UP,1
2013-03-20,32.08,31.86,25.4725,31.7707,29.7427,DOWN,0
2013-03-21,30.66,31.7667,25.5164,31.5627,29.8097,DOWN,0
2013-03-22,30.6467,30.8533,25.5621,31.316,29.8703,DOWN,0
2013-03-25,30.3933,30.8267,25.6049,31.0773,29.9271,UP,1
2013-03-26,30.6667,30.62,25.646,30.8893,29.9855,DOWN,0
2013-03-27,30.4667,30.26,25.6868,30.5667,30.0399,UP,1
2013-03-28,30.7333,30.5533,25.7291,30.5813,30.0977,DOWN,0
2013-04-01,30.4333,30.64,25.7718,30.5387,30.1528,DOWN,0
2013-04-02,30.0933,30.54,25.8113,30.4787,30.1944,DOWN,0
2013-04-03,29.3667,30.1133,25.848,30.2187,30.2181,UP,1
2013-04-04,29.6867,29.5,25.8856,30.0627,30.2481,DOWN,0
2013-04-05,29.42,29.2,25.9196,29.8,30.278,UP,1
2013-04-08,29.54,29.38,25.9533,29.6213,30.2859,UP,1
2013-04-09,29.9533,29.6133,25.9875,29.5933,30.2944,UP,1
2013-04-10,30.9133,30.1533,26.027,29.9027,30.3187,DOWN,0
2013-04-11,30.6733,30.8533,26.0704,30.1,30.3293,DOWN,0
2013-04-12,30.6667,30.6133,26.1118,30.3493,30.3421,DOWN,0
2013-04-15,29.3333,30.6,26.1505,30.308,30.3337,UP,1
2013-04-16,30.0733,29.7333,26.1914,30.332,30.3312,DOWN,0
2013-04-17,29.56,29.6867,26.2288,30.0613,30.3249,DOWN,0
2013-04-18,29.0333,29.56,26.2636,29.7333,30.3032,UP,1
2013-04-19,29.42,29.1533,26.2965,29.484,30.2883,DOWN,0
2013-04-22,29.3667,29.5133,26.3284,29.4907,30.2693,UP,1
2013-04-23,29.8,29.64,26.3617,29.436,30.2612,DOWN,0
2013-04-24,29.76,29.8733,26.3954,29.476,30.2521,DOWN,0
2013-04-25,27.24,28.4933,26.4177,29.1173,30.1915,DOWN,0
2013-04-26,26.88,27.08,26.4391,28.6093,30.1213,DOWN,0
2013-04-29,26.8267,26.9333,26.4625,28.1013,30.0499,UP,1
2013-04-30,27.6133,26.86,26.489,27.664,29.9968,DOWN,0
2013-05-01,26.86,27.6133,26.5124,27.084,29.9176,UP,1
2013-05-02,27.7467,27.0,26.5375,27.1853,29.8673,UP,1
2013-05-03,28.3,28.3133,26.5662,27.4693,29.8387,DOWN,0
2013-05-06,28.1333,28.3,26.5935,27.7307,29.8023,UP,1
2013-05-07,28.2067,28.2,26.6211,27.8493,29.7811,UP,1
2013-05-08,28.62,28.2,26.6507,28.2013,29.7691,DOWN,0
2013-05-09,28.3933,28.48,26.681,28.3307,29.7471,UP,1
2013-05-10,28.5,28.42,26.7138,28.3707,29.732,DOWN,0
2013-05-13,28.3067,28.3933,26.7466,28.4053,29.7196,UP,1
2013-05-14,29.2533,28.58,26.7831,28.6147,29.7223,UP,1
2013-05-15,29.76,29.2133,26.826,28.8427,29.7207,UP,1
2013-05-16,30.4733,29.8267,26.8648,29.2587,29.7275,DOWN,0
2013-05-17,30.4533,30.68,26.9032,29.6493,29.7227,UP,1
2013-05-20,30.48,30.32,26.9436,30.084,29.7099,DOWN,0
2013-05-21,30.1133,30.0,26.9847,30.256,29.686,DOWN,0
2013-05-22,29.5,30.08,27.0242,30.204,29.6532,DOWN,0
2013-05-23,28.5133,29.12,27.0548,29.812,29.5937,DOWN,0
2013-05-24,28.1667,28.2,27.0836,29.3547,29.5231,UP,1
2013-05-28,29.0533,28.6,27.1141,29.0693,29.4665,UP,1
2013-05-29,29.0933,28.8067,27.1447,28.8653,29.4167,UP,1
2013-05-30,29.6867,29.16,27.1783,28.9027,29.3783,DOWN,0
2013-05-31,29.3133,29.6067,27.2097,29.0627,29.3229,DOWN,0
2013-06-03,28.7333,29.46,27.2381,29.176,29.2844,DOWN,0
2013-06-04,28.34,28.6867,27.2624,29.0333,29.2383,DOWN,0
2013-06-05,27.8133,28.2867,27.2838,28.7773,29.1867,UP,1
2013-06-06,28.4333,27.8067,27.308,28.5267,29.142,UP,1
2013-06-07,28.7667,28.68,27.3339,28.4173,29.108,DOWN,0
2013-06-10,28.5133,28.86,27.3594,28.3733,29.0636,DOWN,0
2013-06-11,28.0267,28.0867,27.3817,28.3107,29.0155,DOWN,0
2013-06-12,27.6333,28.2133,27.4022,28.2747,28.9663,UP,1
2013-06-13,28.3667,27.56,27.428,28.2613,28.9463,DOWN,0
2013-06-14,28.32,28.0,27.4532,28.172,28.9189,UP,1
2013-06-17,28.8333,28.6133,27.4822,28.236,28.9072,UP,1
2013-06-18,29.0067,28.9133,27.511,28.432,28.8965,DOWN,0
2013-06-19,28.8867,28.8533,27.5391,28.6827,28.8752,DOWN,0
2013-06-20,28.3267,28.4733,27.5637,28.6747,28.8235,UP,1
2013-06-21,28.3867,28.5667,27.5883,28.688,28.7777,DOWN,0
2013-06-24,27.8,27.96,27.6078,28.4813,28.7204,UP,1
2013-06-25,28.3533,28.16,27.6305,28.3507,28.7008,DOWN,0
2013-06-26,28.3533,28.6467,27.65,28.244,28.6664,UP,1
2013-06-27,28.8133,28.4533,27.6707,28.3413,28.6515,DOWN,0
2013-06-28,28.6533,28.68,27.6914,28.3947,28.6439,UP,1
2013-07-01,28.9467,28.8,27.7119,28.624,28.6344,DOWN,0
2013-07-02,28.82,28.9067,27.7313,28.7173,28.6235,DOWN,0
2013-07-03,28.7133,28.5667,27.7472,28.7893,28.6017,UP,1
2013-07-05,29.3867,29.04,27.7655,28.904,28.5943,DOWN,0
2013-07-08,29.2667,29.5067,27.7841,29.0267,28.6348,UP,1
2013-07-09,29.6533,29.4467,27.8051,29.168,28.6903,DOWN,0
2013-07-10,29.5933,29.6067,27.8272,29.3227,28.7456,UP,1
2013-07-11,29.6133,30.0267,27.8497,29.5027,28.7856,UP,1
2013-07-12,29.7467,29.5533,27.8731,29.5747,28.8433,UP,1
2013-07-15,29.8067,29.9133,27.8976,29.6827,28.8845,DOWN,0
2013-07-16,29.48,29.7733,27.922,29.648,28.9081,DOWN,0
2013-07-17,28.8267,29.54,27.9441,29.4947,28.922,UP,1
2013-07-18,29.26,28.9533,27.9676,29.424,28.9431,DOWN,0
2013-07-19,28.96,29.1333,27.9903,29.2667,28.9499,UP,1
2013-07-22,29.3333,28.92,28.0145,29.172,28.9687,UP,1
2013-07-23,29.42,29.5067,28.0386,29.16,28.9871,DOWN,0
2013-07-24,29.2067,29.6667,28.0623,29.236,29.0051,DOWN,0
2013-07-25,29.1867,29.0467,28.0848,29.2213,29.0037,UP,1
2013-07-26,29.2533,29.0333,28.106,29.28,28.9936,DOWN,0
