ticker,HCA US Equity,HCA US Equity,HCA US Equity,HCA US Equity,HCA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-11-02,30.67,30.35,30.376,30.6294,27.545,UP,1
2012-11-05,32.23,30.6,30.57,30.708,27.5836,DOWN,0
2012-11-06,30.93,32.2,30.45,30.764,27.6158,UP,1
2012-11-07,33.85,33.57,31.538,30.8786,27.6618,DOWN,0
2012-11-08,32.26,33.88,31.988,30.9566,27.6928,UP,1
2012-11-09,32.62,32.35,32.378,31.042,27.7209,DOWN,0
2012-11-12,32.52,32.53,32.436,31.126,27.7517,DOWN,0
2012-11-13,31.69,32.38,32.588,31.1896,27.7816,DOWN,0
2012-11-14,30.37,31.66,31.892,31.226,27.8092,DOWN,0
2012-11-15,29.92,30.31,31.424,31.2536,27.8366,UP,1
2012-11-16,30.5,30.1,31.0,31.289,27.8642,UP,1
2012-11-19,31.49,30.97,30.794,31.332,27.8953,DOWN,0
2012-11-20,31.36,31.52,30.728,31.373,27.9198,DOWN,0
2012-11-21,31.36,31.47,30.926,31.4162,27.9346,UP,1
2012-11-23,31.46,31.5,31.234,31.4668,27.9478,DOWN,0
2012-11-26,30.96,31.21,31.326,31.5028,27.9578,DOWN,0
2012-11-27,30.75,30.95,31.178,31.5118,27.9725,DOWN,0
2012-11-28,30.7,30.47,31.046,31.5026,27.9869,UP,1
2012-11-29,31.74,30.9,31.122,31.5006,28.009,UP,1
2012-11-30,31.75,31.46,31.18,31.4822,28.0423,UP,1
2012-12-03,32.21,32.7,31.43,31.4714,28.0792,DOWN,0
2012-12-04,32.01,32.26,31.682,31.4614,28.1095,UP,1
2012-12-05,32.4,32.05,32.022,31.4582,28.1461,UP,1
2012-12-06,33.22,32.34,32.318,31.4786,28.1864,UP,1
2012-12-07,33.76,33.56,32.72,31.517,28.2272,UP,1
2012-12-10,33.87,33.67,33.052,31.555,28.2662,DOWN,0
2012-12-11,32.98,32.75,33.246,31.5536,28.2974,DOWN,0
2012-12-12,32.91,33.03,33.348,31.5468,28.327,DOWN,0
2012-12-13,30.85,31.34,32.874,31.4888,28.3466,DOWN,0
2012-12-14,30.75,30.93,32.272,31.4386,28.367,UP,1
2012-12-17,31.21,30.93,31.74,31.4052,28.3918,UP,1
2012-12-18,31.76,31.37,31.496,31.3968,28.4211,DOWN,0
2012-12-19,31.71,31.83,31.256,31.3918,28.4502,DOWN,0
2012-12-20,31.17,31.67,31.32,31.3888,28.4803,DOWN,0
2012-12-21,31.14,30.51,31.398,31.397,28.509,DOWN,0
2012-12-24,31.01,31.14,31.358,31.4092,28.5377,DOWN,0
2012-12-26,30.44,31.0,31.094,31.3982,28.5618,UP,1
2012-12-27,30.6,30.54,30.872,31.3918,28.5897,DOWN,0
2012-12-28,30.14,30.87,30.666,31.3586,28.6141,UP,1
2012-12-31,30.17,30.15,30.472,31.345,28.6362,UP,1
2013-01-02,31.3,30.65,30.53,31.3558,28.6656,UP,1
2013-01-03,31.65,30.93,30.772,31.3732,28.6966,UP,1
2013-01-04,31.94,31.65,31.04,31.411,28.7305,UP,1
2013-01-07,32.32,31.98,31.476,31.4424,28.7688,DOWN,0
2013-01-08,31.7,32.28,31.782,31.4836,28.8022,UP,1
2013-01-09,33.05,31.86,32.132,31.5322,28.8435,UP,1
2013-01-10,33.17,33.09,32.436,31.5704,28.8841,UP,1
2013-01-11,33.2,33.12,32.688,31.6038,28.9236,UP,1
2013-01-14,33.85,32.95,32.994,31.7126,28.9714,UP,1
2013-01-15,34.99,33.69,33.652,31.8122,29.0266,UP,1
2013-01-16,35.18,34.91,34.078,31.9024,29.083,UP,1
2013-01-17,36.54,35.46,34.752,31.9886,29.142,UP,1
2013-01-18,36.95,36.56,35.502,32.109,29.1969,UP,1
2013-01-22,38.0,36.99,36.332,32.192,29.2523,DOWN,0
2013-01-23,37.56,37.82,36.846,32.298,29.3058,UP,1
2013-01-24,37.73,37.68,37.356,32.4002,29.3596,UP,1
2013-01-25,37.74,37.84,37.596,32.5046,29.4141,DOWN,0
2013-01-28,37.38,37.7,37.682,32.6184,29.4692,DOWN,0
2013-01-29,36.66,37.38,37.414,32.7442,29.5189,UP,1
2013-01-30,38.07,36.56,37.516,32.9072,29.5714,DOWN,0
2013-01-31,37.65,37.78,37.5,33.0502,29.6246,UP,1
2013-02-01,38.22,38.12,37.596,33.1848,29.6798,DOWN,0
2013-02-04,37.61,38.02,37.642,33.3098,29.7298,DOWN,0
2013-02-05,37.51,37.05,37.812,33.4328,29.7799,DOWN,0
2013-02-06,37.18,37.41,37.634,33.5472,29.8278,DOWN,0
2013-02-07,37.07,37.3,37.518,33.6694,29.8783,UP,1
2013-02-08,37.22,37.3,37.318,33.7988,29.9331,DOWN,0
2013-02-11,36.66,37.17,37.128,33.918,29.9821,DOWN,0
2013-02-12,36.45,36.12,36.916,34.0122,30.0291,UP,1
2013-02-13,36.89,36.93,36.858,34.115,30.077,DOWN,0
2013-02-14,36.83,36.74,36.81,34.2074,30.125,DOWN,0
2013-02-15,36.28,36.8,36.622,34.2928,30.1718,UP,1
2013-02-19,36.41,36.28,36.572,34.373,30.2161,DOWN,0
2013-02-20,35.41,36.32,36.364,34.4168,30.2582,UP,1
2013-02-21,35.79,35.5,36.144,34.4574,30.3033,DOWN,0
2013-02-22,35.76,35.81,35.93,34.4952,30.3487,DOWN,0
2013-02-25,35.21,35.84,35.716,34.5398,30.3934,UP,1
2013-02-26,35.64,35.21,35.562,34.5944,30.4386,UP,1
2013-02-27,36.68,35.51,35.816,34.711,30.4898,UP,1
2013-02-28,37.09,36.6,36.076,34.8378,30.5439,DOWN,0
2013-03-01,36.96,37.0,36.316,34.9528,30.5975,DOWN,0
2013-03-04,36.65,36.73,36.604,35.0506,30.6513,UP,1
2013-03-05,36.94,36.77,36.864,35.1552,30.7074,DOWN,0
2013-03-06,36.91,37.0,36.91,35.27,30.7651,UP,1
2013-03-07,37.04,36.85,36.9,35.388,30.8231,UP,1
2013-03-08,37.25,37.1,36.958,35.5128,30.8862,UP,1
2013-03-11,37.79,37.25,37.186,35.6598,30.9459,UP,1
2013-03-12,38.02,37.77,37.402,35.8082,31.0056,UP,1
2013-03-13,38.28,37.99,37.676,35.971,31.067,UP,1
2013-03-14,38.45,38.45,37.958,36.1366,31.1288,DOWN,0
2013-03-15,37.92,38.43,38.092,36.269,31.1883,DOWN,0
2013-03-18,37.78,37.73,38.09,36.3916,31.2454,UP,1
2013-03-19,38.27,38.04,38.14,36.5182,31.3068,UP,1
2013-03-20,38.56,38.5,38.196,36.643,31.3696,DOWN,0
2013-03-21,38.56,38.3,38.218,36.7802,31.4387,UP,1
2013-03-22,39.31,38.76,38.496,36.9054,31.5133,UP,1
2013-03-25,39.4,39.32,38.82,37.03,31.5851,UP,1
2013-03-26,40.19,39.55,39.204,37.1698,31.6572,UP,1
2013-03-27,40.43,40.13,39.578,37.3014,31.7321,UP,1
2013-03-28,40.63,40.43,39.992,37.4142,31.8065,UP,1
2013-04-01,40.72,40.5,40.274,37.525,31.8797,DOWN,0
2013-04-02,39.86,41.4,40.366,37.5914,31.948,DOWN,0
2013-04-03,37.91,39.8,39.91,37.6106,32.0064,DOWN,0
2013-04-04,37.69,37.79,39.362,37.6044,32.0629,DOWN,0
2013-04-05,37.48,37.2,38.732,37.6028,32.1166,UP,1
2013-04-08,37.7,37.5,38.128,37.6022,32.1708,DOWN,0
2013-04-09,37.63,37.7,37.682,37.6,32.2232,DOWN,0
2013-04-10,36.67,36.4,37.434,37.5858,32.2704,UP,1
2013-04-11,38.43,36.69,37.582,37.6212,32.3299,DOWN,0
2013-04-12,38.32,38.17,37.75,37.6262,32.3902,DOWN,0
2013-04-15,36.72,38.06,37.554,37.6076,32.4458,UP,1
2013-04-16,37.87,35.59,37.602,37.6006,32.5042,DOWN,0
2013-04-17,37.54,37.55,37.776,37.5992,32.5588,DOWN,0
2013-04-18,36.92,37.66,37.474,37.5874,32.5961,UP,1
2013-04-19,37.66,37.28,37.342,37.597,32.6322,UP,1
2013-04-22,37.72,37.69,37.542,37.61,32.6709,UP,1
2013-04-23,37.86,37.73,37.54,37.6228,32.7127,UP,1
2013-04-24,38.16,37.92,37.664,37.6528,32.7598,DOWN,0
2013-04-25,37.94,37.98,37.868,37.6826,32.8074,UP,1
2013-04-26,38.25,38.17,37.986,37.7098,32.8579,UP,1
2013-04-29,40.37,40.5,38.516,37.7806,32.9196,DOWN,0
2013-04-30,39.89,40.26,38.922,37.8528,32.9795,DOWN,0
2013-05-01,39.49,39.75,39.188,37.9144,33.0378,UP,1
2013-05-02,40.47,39.5,39.694,38.0156,33.0994,UP,1
2013-05-03,41.0,40.67,40.244,38.1198,33.1655,UP,1
2013-05-06,41.4,41.07,40.45,38.2326,33.2319,DOWN,0
2013-05-07,41.18,41.41,40.708,38.352,33.2948,DOWN,0
2013-05-08,40.44,40.65,40.898,38.448,33.358,DOWN,0
2013-05-09,40.34,40.5,40.872,38.5212,33.4221,UP,1
2013-05-10,40.73,40.28,40.818,38.594,33.4907,DOWN,0
2013-05-13,40.69,40.46,40.676,38.6686,33.5603,UP,1
2013-05-14,40.81,40.79,40.602,38.7518,33.6286,DOWN,0
2013-05-15,40.2,40.3,40.554,38.817,33.6951,DOWN,0
2013-05-16,39.49,40.14,40.384,38.8686,33.756,DOWN,0
2013-05-17,39.09,39.55,40.056,38.9096,33.8157,DOWN,0
2013-05-20,38.2,38.98,39.558,38.9286,33.8743,DOWN,0
2013-05-21,37.66,38.25,38.928,38.926,33.9314,DOWN,0
2013-05-22,37.29,37.44,38.346,38.9114,33.9857,UP,1
2013-05-23,37.9,37.04,38.028,38.9038,34.0422,DOWN,0
2013-05-24,37.53,37.71,37.716,38.8854,34.1021,UP,1
2013-05-28,38.31,37.96,37.738,38.8932,34.1592,DOWN,0
2013-05-29,38.03,38.1,37.812,38.8982,34.2131,UP,1
2013-05-30,38.82,38.14,38.118,38.9092,34.2701,UP,1
2013-05-31,39.06,38.78,38.35,38.9192,34.3294,UP,1
2013-06-03,39.28,39.13,38.7,38.9336,34.3903,DOWN,0
2013-06-04,39.02,39.2,38.842,38.9278,34.4495,DOWN,0
2013-06-05,38.11,38.75,38.858,38.902,34.5037,UP,1
2013-06-06,38.4,38.26,38.774,38.8662,34.5551,UP,1
2013-06-07,39.6,38.62,38.882,38.8496,34.6081,UP,1
2013-06-10,40.24,39.6,39.074,38.8418,34.6641,DOWN,0
2013-06-11,39.73,39.78,39.216,38.822,34.7197,DOWN,0
2013-06-12,39.53,40.24,39.5,38.8154,34.7759,UP,1
2013-06-13,40.29,39.42,39.878,38.863,34.8366,DOWN,0
2013-06-14,39.9,40.25,39.938,38.9072,34.8955,DOWN,0
2013-06-17,39.26,40.27,39.742,38.9428,34.9501,DOWN,0
2013-06-18,38.83,39.21,39.562,38.9654,35.0024,DOWN,0
2013-06-19,38.75,38.83,39.406,38.9878,35.0546,DOWN,0
2013-06-20,37.68,38.27,38.884,39.008,35.1004,DOWN,0
2013-06-21,37.44,37.82,38.392,38.9882,35.1449,DOWN,0
2013-06-24,36.6,37.13,37.86,38.9538,35.1852,UP,1
2013-06-25,36.62,36.76,37.418,38.9518,35.2246,DOWN,0
2013-06-26,36.52,36.75,36.972,38.9248,35.2605,DOWN,0
2013-06-27,36.39,36.55,36.714,38.9018,35.296,DOWN,0
2013-06-28,36.06,36.23,36.438,38.8846,35.3303,UP,1
2013-07-01,36.94,36.41,36.506,38.8702,35.3703,DOWN,0
2013-07-02,36.91,36.97,36.564,38.854,35.4091,DOWN,0
2013-07-03,35.49,35.78,36.358,38.8066,35.435,UP,1
2013-07-05,35.86,35.64,36.252,38.7606,35.4585,UP,1
2013-07-08,36.45,36.08,36.33,38.7308,35.4815,UP,1
2013-07-09,36.87,36.74,36.316,38.7032,35.5025,UP,1
2013-07-10,37.27,36.97,36.388,38.6412,35.5251,DOWN,0
2013-07-11,37.24,37.52,36.738,38.5882,35.5488,UP,1
2013-07-12,37.62,37.33,37.09,38.5508,35.5741,DOWN,0
2013-07-15,37.21,37.9,37.242,38.4856,35.5991,UP,1
2013-07-16,38.86,38.5,37.64,38.4428,35.6342,DOWN,0
2013-07-17,38.49,39.07,37.884,38.3846,35.6668,UP,1
2013-07-18,39.16,38.45,38.268,38.3442,35.6974,DOWN,0
2013-07-19,38.63,38.69,38.47,38.308,35.7243,UP,1
2013-07-22,39.22,38.53,38.872,38.2856,35.7516,DOWN,0
2013-07-23,39.1,39.21,38.92,38.253,35.7808,DOWN,0
2013-07-24,38.76,39.1,38.974,38.2144,35.8102,DOWN,0
2013-07-25,38.68,38.54,38.878,38.1718,35.8427,UP,1
2013-07-26,39.74,38.71,39.1,38.1626,35.8816,DOWN,0
2013-07-29,39.05,39.7,39.066,38.1538,35.9203,UP,1
2013-07-30,39.09,39.25,39.064,38.1538,35.9621,DOWN,0
2013-07-31,39.0,39.11,39.112,38.1698,36.0051,UP,1
2013-08-01,39.08,39.0,39.192,38.1982,36.0455,DOWN,0
2013-08-02,39.04,39.0,39.052,38.2332,36.0861,UP,1
2013-08-05,39.56,39.04,39.154,38.2664,36.1249,DOWN,0
2013-08-06,38.33,39.52,39.002,38.2824,36.1623,DOWN,0
2013-08-07,38.06,38.18,38.814,38.2774,36.1988,UP,1
2013-08-08,38.53,38.2,38.704,38.2874,36.2376,UP,1
2013-08-09,39.01,38.58,38.698,38.2912,36.2824,DOWN,0
2013-08-12,38.77,39.02,38.54,38.2854,36.3225,DOWN,0
2013-08-13,38.63,38.88,38.6,38.2724,36.3674,UP,1
2013-08-14,39.12,38.82,38.812,38.2744,36.4099,DOWN,0
2013-08-15,38.41,38.63,38.788,38.2804,36.4457,DOWN,0
2013-08-16,37.9,38.42,38.566,38.2704,36.4775,UP,1
2013-08-19,38.05,37.96,38.422,38.2394,36.5257,UP,1
2013-08-20,38.58,38.1,38.412,38.2062,36.5686,DOWN,0
2013-08-21,38.26,38.51,38.24,38.1768,36.6065,UP,1
2013-08-22,38.5,38.43,38.258,38.1562,36.6379,DOWN,0
2013-08-23,38.26,38.5,38.33,38.1156,36.6745,UP,1
2013-08-26,39.38,38.33,38.596,38.1052,36.7022,DOWN,0
2013-08-27,38.5,38.89,38.58,38.09,36.7334,UP,1
2013-08-28,38.57,38.5,38.642,38.0848,36.7631,UP,1
2013-08-29,38.75,38.47,38.692,38.0848,36.7943,DOWN,0
2013-08-30,38.19,38.71,38.678,38.095,36.8268,UP,1
2013-09-03,38.68,38.31,38.538,38.1198,36.8683,DOWN,0
2013-09-04,38.51,38.75,38.54,38.158,36.9113,UP,1
2013-09-05,38.69,38.44,38.564,38.1994,36.9522,UP,1
2013-09-06,39.52,38.78,38.718,38.2594,36.9924,DOWN,0
2013-09-09,38.84,39.51,38.848,38.3084,37.0298,UP,1
2013-09-10,39.34,39.03,38.98,38.374,37.0697,UP,1
2013-09-11,39.7,39.35,39.218,38.4292,37.1109,UP,1
2013-09-12,39.74,39.67,39.428,38.4858,37.1548,UP,1
2013-09-13,40.29,39.86,39.582,38.5818,37.2025,UP,1
2013-09-16,41.1,40.73,40.034,38.6866,37.2545,UP,1
2013-09-17,41.31,41.04,40.428,38.7838,37.3024,UP,1
2013-09-18,42.75,41.5,41.038,38.9014,37.3574,DOWN,0
2013-09-19,42.34,42.75,41.558,39.0028,37.408,DOWN,0
2013-09-20,42.155,42.34,41.931,39.1011,37.4587,DOWN,0
2013-09-23,42.005,42.18,42.112,39.1888,37.5068,DOWN,0
2013-09-24,41.45,41.87,42.14,39.2736,37.5479,UP,1
2013-09-25,42.03,41.78,41.996,39.337,37.5893,UP,1
2013-09-26,42.37,42.21,42.002,39.4146,37.6317,DOWN,0
2013-09-27,42.07,42.07,41.985,39.4728,37.6772,UP,1
2013-09-30,42.75,41.96,42.134,39.5552,37.7264,UP,1
2013-10-01,44.6,42.81,42.764,39.6628,37.7952,UP,1
2013-10-02,45.34,44.53,43.426,39.7876,37.8681,UP,1
2013-10-03,45.94,45.29,44.14,39.9312,37.9418,UP,1
2013-10-04,46.1,46.0,44.946,40.0796,38.0135,UP,1
2013-10-07,46.26,44.79,45.648,40.21,38.0862,DOWN,0
2013-10-08,45.81,46.54,45.89,40.3452,38.1594,UP,1
2013-10-09,46.01,45.92,46.024,40.4836,38.2338,DOWN,0
2013-10-10,45.65,46.3,45.966,40.6166,38.307,UP,1
2013-10-11,46.56,45.68,46.058,40.7662,38.3876,DOWN,0
2013-10-14,46.33,46.2,46.072,40.912,38.4662,DOWN,0
2013-10-15,45.9,46.39,46.09,41.0388,38.545,UP,1
2013-10-16,46.22,46.06,46.132,41.1966,38.6252,UP,1
2013-10-17,47.38,46.03,46.478,41.383,38.7057,UP,1
2013-10-18,48.54,49.19,46.874,41.5832,38.7901,DOWN,0
2013-10-21,47.53,48.54,47.114,41.7536,38.868,DOWN,0
2013-10-22,47.0,47.67,47.334,41.9182,38.9415,DOWN,0
2013-10-23,46.77,46.82,47.444,42.081,39.0168,DOWN,0
2013-10-24,45.8,46.7,47.128,42.2146,39.0806,UP,1
2013-10-25,46.92,45.68,46.804,42.3848,39.1493,UP,1
2013-10-28,47.02,46.74,46.702,42.5672,39.2184,UP,1
2013-10-29,47.34,46.91,46.77,42.753,39.2859,DOWN,0
2013-10-30,46.67,46.95,46.75,42.9148,39.3443,UP,1
2013-10-31,47.14,46.69,47.018,43.0924,39.4041,UP,1
2013-11-01,47.31,47.36,47.096,43.2686,39.4579,UP,1
2013-11-04,47.74,47.31,47.24,43.4582,39.5119,DOWN,0
2013-11-05,46.45,47.16,47.062,43.5996,39.5541,DOWN,0
2013-11-06,45.3,46.83,46.788,43.7356,39.5928,DOWN,0
2013-11-07,44.24,45.48,46.208,43.849,39.6254,UP,1
2013-11-08,45.13,44.45,45.772,43.9766,39.6623,UP,1
2013-11-11,45.5,45.15,45.324,44.1228,39.7029,DOWN,0
2013-11-12,45.44,45.14,45.122,44.258,39.7468,UP,1
2013-11-13,45.63,45.28,45.188,44.4004,39.7846,UP,1
2013-11-14,45.85,45.58,45.51,44.5436,39.8256,DOWN,0
2013-11-15,45.07,45.85,45.498,44.6546,39.8599,DOWN,0
2013-11-18,44.31,44.6,45.26,44.764,39.8934,DOWN,0
2013-11-19,43.78,44.36,44.928,44.8528,39.9247,UP,1
2013-11-20,44.2,44.0,44.642,44.9428,39.9598,UP,1
2013-11-21,44.44,44.11,44.36,45.0368,39.9967,UP,1
2013-11-22,44.76,44.42,44.298,45.1262,40.0344,DOWN,0
2013-11-25,44.35,44.87,44.306,45.1912,40.0728,UP,1
2013-11-26,45.48,44.4,44.646,45.2746,40.118,UP,1
2013-11-27,46.52,45.72,45.11,45.35,40.1661,DOWN,0
2013-11-29,46.42,46.83,45.506,45.4316,40.2141,UP,1
2013-12-02,46.72,46.28,45.898,45.5229,40.2663,UP,1
2013-12-03,47.06,46.54,46.44,45.624,40.3195,DOWN,0
2013-12-04,47.0,47.03,46.744,45.735,40.3775,DOWN,0
2013-12-05,46.57,46.9,46.754,45.8258,40.4314,UP,1
2013-12-06,47.24,46.85,46.918,45.9232,40.4888,DOWN,0
2013-12-09,46.98,47.32,46.97,46.0214,40.5476,UP,1
2013-12-10,47.3,46.9,47.018,46.1124,40.6059,DOWN,0
2013-12-11,46.73,47.22,46.964,46.155,40.6562,DOWN,0
2013-12-12,46.32,46.82,46.914,46.1746,40.7023,UP,1
2013-12-13,46.83,46.63,46.832,46.1924,40.7517,UP,1
2013-12-16,47.18,46.94,46.872,46.214,40.8043,DOWN,0
2013-12-17,45.54,47.05,46.52,46.1996,40.8473,UP,1
2013-12-18,46.55,46.19,46.484,46.2144,40.8955,DOWN,0
2013-12-19,45.66,46.49,46.352,46.2074,40.9386,UP,1
2013-12-20,46.89,45.48,46.364,46.2322,40.9868,DOWN,0
2013-12-23,46.04,46.91,46.136,46.2218,41.0281,UP,1
2013-12-24,46.53,45.96,46.334,46.2258,41.0706,UP,1
2013-12-26,46.62,46.7,46.348,46.2402,41.1123,DOWN,0
2013-12-27,46.47,46.9,46.51,46.2452,41.1524,UP,1
2013-12-30,47.19,46.43,46.57,46.2414,41.1988,UP,1
2013-12-31,47.71,47.25,46.904,46.2248,41.2484,UP,1
2014-01-02,47.77,47.39,47.152,46.2296,41.2959,UP,1
2014-01-03,48.77,47.83,47.582,46.265,41.347,DOWN,0
2014-01-06,48.53,48.77,47.994,46.3002,41.3968,UP,1
2014-01-07,49.85,48.53,48.526,46.3812,41.4495,UP,1
2014-01-08,50.55,49.87,49.094,46.4538,41.5053,UP,1
2014-01-09,50.9,50.55,49.72,46.5314,41.5588,UP,1
2014-01-10,51.32,50.7,50.23,46.611,41.6133,DOWN,0
2014-01-13,50.96,51.21,50.716,46.6968,41.6649,UP,1
2014-01-14,51.41,51.43,51.028,46.7822,41.7184,DOWN,0
2014-01-15,51.07,51.37,51.132,46.8574,41.7744,UP,1
2014-01-16,51.22,51.1,51.196,46.927,41.841,UP,1
2014-01-17,51.41,51.3,51.214,47.0262,41.9096,DOWN,0
2014-01-21,50.0,51.72,51.022,47.1202,41.9722,DOWN,0
2014-01-22,49.82,49.97,50.704,47.2318,42.0328,DOWN,0
2014-01-23,49.79,49.69,50.448,47.325,42.0936,DOWN,0
2014-01-24,48.4,49.61,49.884,47.383,42.1522,UP,1
2014-01-27,49.1,48.54,49.422,47.4562,42.2056,UP,1
2014-01-28,49.52,49.05,49.326,47.534,42.2616,DOWN,0
2014-01-29,49.3,49.36,49.222,47.603,42.3245,UP,1
2014-01-30,49.49,49.48,49.162,47.6914,42.3826,UP,1
2014-01-31,50.27,48.85,49.536,47.8106,42.4462,DOWN,0
2014-02-03,48.46,50.45,49.408,47.9042,42.5039,UP,1
2014-02-04,48.52,49.5,49.208,47.9906,42.5582,DOWN,0
2014-02-05,47.97,48.03,48.942,48.0612,42.6095,UP,1
2014-02-06,48.37,48.06,48.718,48.1334,42.662,DOWN,0
2014-02-07,48.33,48.0,48.33,48.213,42.7129,UP,1
2014-02-10,48.97,48.21,48.432,48.2828,42.768,DOWN,0
2014-02-11,48.96,48.89,48.52,48.3316,42.8215,UP,1
2014-02-12,49.07,48.51,48.74,48.3846,42.865,UP,1
2014-02-13,50.0,48.76,49.066,48.4502,42.9156,DOWN,0
2014-02-14,49.76,49.99,49.352,48.5042,42.967,UP,1
2014-02-18,49.84,50.0,49.526,48.561,43.0138,DOWN,0
2014-02-19,49.56,49.65,49.646,48.6208,43.0566,UP,1
2014-02-20,50.23,49.6,49.878,48.6806,43.1008,DOWN,0
2014-02-21,50.01,50.27,49.88,48.7412,43.1449,UP,1
2014-02-24,50.37,50.25,50.002,48.8026,43.1946,DOWN,0
2014-02-25,49.56,50.22,49.946,48.8592,43.2406,UP,1
2014-02-26,50.48,49.62,50.13,48.9424,43.2894,UP,1
2014-02-27,51.52,50.32,50.388,49.0362,43.3435,DOWN,0
2014-02-28,51.2,51.61,50.626,49.1166,43.3955,UP,1
2014-03-03,51.69,50.71,50.89,49.2396,43.453,DOWN,0
2014-03-04,51.06,52.0,51.19,49.3298,43.5108,DOWN,0
2014-03-05,50.29,51.19,51.152,49.4224,43.5668,DOWN,0
2014-03-06,49.62,50.63,50.772,49.477,43.6239,UP,1
2014-03-07,49.63,49.99,50.458,49.5488,43.6838,DOWN,0
2014-03-10,49.55,49.66,50.03,49.6092,43.745,DOWN,0
2014-03-11,49.24,49.6,49.666,49.6616,43.8017,DOWN,0
2014-03-12,49.21,48.8,49.45,49.7164,43.8601,DOWN,0
2014-03-13,48.0,49.33,49.126,49.7326,43.9086,DOWN,0
2014-03-14,47.65,47.84,48.73,49.7314,43.9567,UP,1
2014-03-17,48.27,47.82,48.474,49.7414,44.0039,UP,1
2014-03-18,49.23,48.55,48.472,49.7506,44.0548,UP,1
2014-03-19,49.95,49.32,48.62,49.779,44.1081,DOWN,0
2014-03-20,49.43,49.95,48.906,49.7706,44.1602,UP,1
2014-03-21,50.14,49.72,49.404,49.7624,44.2203,DOWN,0
2014-03-24,48.79,50.0,49.508,49.7202,44.2723,UP,1
2014-03-25,48.84,48.85,49.43,49.6706,44.3185,UP,1
2014-03-26,50.35,49.13,49.51,49.6584,44.369,UP,1
2014-03-27,50.36,50.44,49.696,49.6374,44.4222,UP,1
2014-03-28,51.14,50.59,49.896,49.6388,44.4802,UP,1
2014-03-31,52.5,51.75,50.638,49.6644,44.5413,DOWN,0
2014-04-01,51.9,52.54,51.25,49.6742,44.6013,UP,1
2014-04-02,52.24,52.01,51.628,49.719,44.6662,DOWN,0
2014-04-03,51.15,52.07,51.786,49.7456,44.7278,DOWN,0
2014-04-04,50.17,51.56,51.592,49.7532,44.7849,DOWN,0
2014-04-07,48.76,50.13,50.844,49.7604,44.8403,UP,1
2014-04-08,49.98,48.75,50.46,49.778,44.903,UP,1
2014-04-09,50.75,50.0,50.162,49.8026,44.9737,DOWN,0
2014-04-10,49.21,50.67,49.774,49.8008,45.0367,DOWN,0
2014-04-11,48.21,49.07,49.382,49.7752,45.0951,UP,1
2014-04-14,48.5,48.52,49.33,49.7398,45.1557,UP,1
2014-04-15,48.74,48.73,49.082,49.7454,45.2191,DOWN,0
2014-04-16,48.57,49.16,48.646,49.7464,45.2772,UP,1
2014-04-17,49.01,48.65,48.606,49.7672,45.3377,UP,1
2014-04-21,49.46,48.8,48.856,49.789,45.4076,DOWN,0
2014-04-22,49.42,49.4,49.04,49.8108,45.4754,UP,1
2014-04-23,50.4,49.7,49.372,49.8394,45.5451,UP,1
2014-04-24,50.53,50.76,49.764,49.8708,45.6134,UP,1
2014-04-25,53.44,51.24,50.65,49.9582,45.6943,DOWN,0
2014-04-28,52.61,53.49,51.28,50.0104,45.7711,DOWN,0
2014-04-29,51.4,51.0,51.676,50.0432,45.84,UP,1
2014-04-30,52.0,51.62,51.996,50.0864,45.914,UP,1
2014-05-01,52.4,52.0,52.37,50.1432,45.9817,DOWN,0
2014-05-02,51.88,52.36,52.058,50.1762,46.0486,UP,1
2014-05-05,52.35,51.95,52.006,50.223,46.1146,DOWN,0
2014-05-06,51.96,52.25,52.118,50.2548,46.1812,DOWN,0
2014-05-07,51.54,52.01,52.026,50.2944,46.2428,DOWN,0
2014-05-08,51.18,51.43,51.782,50.3084,46.3032,UP,1
2014-05-09,51.51,51.14,51.708,50.3082,46.367,UP,1
2014-05-12,52.3,51.7,51.698,50.3302,46.4351,UP,1
2014-05-13,52.36,52.07,51.778,50.3436,46.4982,UP,1
2014-05-14,52.68,52.36,52.006,50.376,46.5663,DOWN,0
2014-05-15,52.1,52.52,52.19,50.4122,46.6314,DOWN,0
2014-05-16,51.25,51.97,52.138,50.4448,46.6926,UP,1
2014-05-19,51.51,51.16,51.98,50.4824,46.7548,UP,1
2014-05-20,51.72,51.44,51.852,50.5258,46.8182,UP,1
2014-05-21,52.27,51.92,51.77,50.5864,46.8817,UP,1
2014-05-22,52.33,52.45,51.816,50.6488,46.9517,UP,1
2014-05-23,53.44,52.7,52.254,50.7576,47.0286,DOWN,0
2014-05-27,53.12,53.8,52.576,50.867,47.1016,UP,1
2014-05-28,53.37,53.38,52.906,50.969,47.1734,UP,1
2014-05-29,53.39,53.37,53.13,51.0522,47.2465,DOWN,0
2014-05-30,52.99,53.3,53.262,51.113,47.3183,DOWN,0
2014-06-02,52.99,53.1,53.172,51.1842,47.3876,UP,1
2014-06-03,54.5,53.04,53.448,51.2714,47.4681,UP,1
2014-06-04,54.77,54.3,53.728,51.391,47.5524,UP,1
2014-06-05,56.26,54.71,54.302,51.5394,47.6435,DOWN,0
2014-06-06,55.59,56.31,54.822,51.6442,47.7285,DOWN,0
