ticker,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2009-12-18,16.525,16.585,14.9517,16.292,15.8069,UP,1
2009-12-21,16.605,16.63,14.9966,16.418,15.8349,UP,1
2009-12-22,16.835,16.61,15.0411,16.567,15.8487,UP,1
2009-12-23,16.925,16.875,15.0846,16.685,15.8729,UP,1
2009-12-24,17.055,16.93,15.1261,16.789,15.8912,DOWN,0
2009-12-28,17.04,17.1,15.1655,16.892,15.9095,DOWN,0
2009-12-29,16.94,17.055,15.2041,16.959,15.9328,DOWN,0
2009-12-30,16.935,16.845,15.2421,16.979,15.9481,DOWN,0
2009-12-31,16.61,16.985,15.2744,16.916,15.9633,UP,1
2010-01-04,16.89,16.725,15.3092,16.883,15.9744,UP,1
2010-01-05,17.695,16.89,15.3511,17.014,15.9965,UP,1
2010-01-06,18.345,17.695,15.3914,17.295,16.0327,UP,1
2010-01-07,18.595,18.25,15.4322,17.627,16.0716,DOWN,0
2010-01-08,18.255,18.49,15.4707,17.956,16.1123,DOWN,0
2010-01-11,18.225,18.405,15.5076,18.223,16.1747,DOWN,0
2010-01-12,17.755,18.12,15.542,18.235,16.2154,UP,1
2010-01-13,17.88,17.81,15.5792,18.142,16.2698,UP,1
2010-01-14,18.94,17.88,15.6232,18.211,16.3404,DOWN,0
2010-01-15,18.675,18.99,15.6642,18.295,16.4041,UP,1
2010-01-19,18.84,18.69,15.6977,18.418,16.4728,DOWN,0
2010-01-20,18.585,18.57,15.7291,18.584,16.5319,DOWN,0
2010-01-21,18.42,18.655,15.7568,18.692,16.5819,DOWN,0
2010-01-22,18.235,18.465,15.7886,18.551,16.6162,UP,1
2010-01-25,18.515,18.375,15.8222,18.519,16.6598,DOWN,0
2010-01-26,18.115,18.465,15.8481,18.374,16.6951,DOWN,0
2010-01-27,17.63,17.98,15.8719,18.183,16.7267,DOWN,0
2010-01-28,17.2,17.675,15.895,17.939,16.7504,UP,1
2010-01-29,17.545,17.225,15.9195,17.801,16.7775,UP,1
2010-02-01,17.95,17.645,15.9447,17.688,16.8125,UP,1
2010-02-02,18.11,17.925,15.9696,17.687,16.8568,UP,1
2010-02-03,18.525,18.0,16.0018,17.866,16.9181,DOWN,0
2010-02-04,17.66,18.305,16.0285,17.958,16.9622,DOWN,0
2010-02-05,17.355,17.615,16.0498,17.92,17.0019,UP,1
2010-02-08,17.68,17.445,16.0726,17.866,17.0476,UP,1
2010-02-09,17.985,17.92,16.0917,17.841,17.0971,UP,1
2010-02-10,18.115,17.875,16.1118,17.759,17.1552,DOWN,0
2010-02-11,17.83,18.425,16.1343,17.793,17.2097,UP,1
2010-02-12,18.32,17.625,16.1562,17.986,17.2688,UP,1
2010-02-16,18.51,18.56,16.1763,18.152,17.3283,UP,1
2010-02-17,18.595,18.62,16.1976,18.274,17.3939,DOWN,0
2010-02-18,18.54,18.53,16.2117,18.359,17.4547,UP,1
2010-02-19,18.675,18.565,16.2301,18.528,17.5182,UP,1
2010-02-22,19.13,18.79,16.2492,18.69,17.5975,DOWN,0
2010-02-23,18.735,19.115,16.2682,18.735,17.6669,UP,1
2010-02-24,19.07,18.735,16.2858,18.83,17.7431,DOWN,0
2010-02-25,19.01,18.73,16.3066,18.924,17.8108,DOWN,0
2010-02-26,18.73,19.075,16.3279,18.935,17.8659,UP,1
2010-03-01,18.985,18.845,16.3554,18.906,17.9238,UP,1
2010-03-02,19.33,19.17,16.3832,19.025,17.9837,DOWN,0
2010-03-03,19.29,19.43,16.4105,19.069,18.0388,DOWN,0
2010-03-04,19.09,19.02,16.4334,19.085,18.0901,DOWN,0
2010-03-05,18.825,19.255,16.453,19.104,18.1345,UP,1
2010-03-08,18.875,18.75,16.472,19.082,18.1753,DOWN,0
2010-03-09,18.625,18.83,16.491,18.941,18.2093,DOWN,0
2010-03-10,18.355,18.545,16.5097,18.754,18.2353,UP,1
2010-03-11,18.445,18.265,16.5243,18.625,18.2634,UP,1
2010-03-12,18.54,18.565,16.5396,18.568,18.2954,DOWN,0
2010-03-15,18.435,18.505,16.554,18.48,18.3254,UP,1
2010-03-16,18.6,18.45,16.5664,18.475,18.3652,DOWN,0
2010-03-17,18.445,18.625,16.5721,18.493,18.3963,DOWN,0
2010-03-18,18.33,18.475,16.576,18.47,18.409,DOWN,0
2010-03-19,18.27,18.425,16.5829,18.416,18.4075,UP,1
2010-03-22,18.965,18.15,16.5893,18.522,18.4149,UP,1
2010-03-23,19.0,18.915,16.5968,18.602,18.4298,DOWN,0
2010-03-24,18.925,18.885,16.6057,18.698,18.4438,DOWN,0
2010-03-25,18.695,19.095,16.6118,18.771,18.4626,DOWN,0
2010-03-26,18.515,18.705,16.6167,18.82,18.4753,UP,1
2010-03-29,18.535,18.555,16.6216,18.734,18.4672,UP,1
2010-03-30,18.615,18.52,16.6294,18.657,18.466,UP,1
2010-03-31,19.09,18.525,16.6428,18.69,18.471,UP,1
2010-04-01,19.61,19.245,16.6602,18.873,18.4915,DOWN,0
2010-04-05,19.185,19.62,16.6765,19.007,18.5068,DOWN,0
2010-04-06,19.025,19.115,16.6934,19.105,18.5226,DOWN,0
2010-04-07,18.735,19.035,16.7056,19.129,18.527,UP,1
2010-04-08,19.015,18.67,16.7236,19.114,18.545,UP,1
2010-04-09,19.095,18.98,16.7426,19.011,18.5743,UP,1
2010-04-12,19.37,19.105,16.7614,19.048,18.6177,UP,1
2010-04-13,19.445,19.32,16.7755,19.132,18.6557,UP,1
2010-04-14,19.52,19.54,16.7918,19.289,18.6871,UP,1
2010-04-15,19.525,19.47,16.8052,19.391,18.7154,DOWN,0
2010-04-16,19.175,19.5,16.8157,19.407,18.7284,UP,1
2010-04-19,19.575,19.07,16.8275,19.448,18.7667,UP,1
2010-04-20,19.915,19.74,16.845,19.542,18.8179,DOWN,0
2010-04-21,19.83,19.88,16.8632,19.604,18.8609,UP,1
2010-04-22,20.095,19.67,16.8867,19.718,18.9031,UP,1
2010-04-23,20.58,20.045,16.9144,19.999,18.9524,DOWN,0
2010-04-26,20.56,20.62,16.9418,20.196,19.007,DOWN,0
2010-04-27,19.77,20.485,16.9653,20.167,19.036,UP,1
2010-04-28,19.975,19.94,16.9889,20.196,19.0653,UP,1
2010-04-29,22.035,22.035,17.021,20.584,19.1341,DOWN,0
2010-04-30,21.67,21.82,17.0493,20.802,19.1967,UP,1
2010-05-03,21.675,21.72,17.0764,21.025,19.2567,DOWN,0
2010-05-04,20.915,21.345,17.0984,21.254,19.2924,DOWN,0
2010-05-05,20.115,20.41,17.1147,21.282,19.32,DOWN,0
2010-05-06,19.79,20.38,17.1269,20.833,19.3344,DOWN,0
2010-05-07,18.545,19.61,17.1336,20.208,19.3251,UP,1
2010-05-10,20.22,19.5,17.1473,19.917,19.3549,DOWN,0
2010-05-11,19.98,19.915,17.1576,19.73,19.3748,UP,1
2010-05-12,20.575,20.1,17.1709,19.822,19.3997,DOWN,0
2010-05-13,20.38,20.4,17.1839,19.94,19.4215,DOWN,0
2010-05-14,19.6,20.115,17.2007,20.151,19.4317,DOWN,0
2010-05-17,19.26,19.665,17.218,19.959,19.4404,DOWN,0
2010-05-18,18.645,19.475,17.2282,19.692,19.4358,DOWN,0
2010-05-19,17.87,18.51,17.2328,19.151,19.4207,DOWN,0
2010-05-20,17.3,17.44,17.235,18.535,19.3996,UP,1
2010-05-21,18.115,17.02,17.2422,18.238,19.393,DOWN,0
2010-05-24,18.1,18.05,17.252,18.006,19.3842,DOWN,0
2010-05-25,17.8,17.545,17.26,17.837,19.3715,UP,1
2010-05-26,17.96,17.92,17.2713,17.855,19.3587,UP,1
2010-05-27,19.03,18.41,17.2888,18.201,19.3704,DOWN,0
2010-05-28,18.63,19.03,17.3057,18.304,19.3764,DOWN,0
2010-06-01,18.22,18.63,17.3203,18.328,19.3754,UP,1
2010-06-02,19.475,18.39,17.3421,18.663,19.3856,UP,1
2010-06-03,19.985,19.4,17.3687,19.068,19.4053,DOWN,0
2010-06-04,18.8,19.435,17.3874,19.022,19.4028,DOWN,0
2010-06-07,18.34,18.9,17.4033,18.964,19.3957,DOWN,0
2010-06-08,18.265,18.31,17.417,18.973,19.3907,DOWN,0
2010-06-09,18.18,18.345,17.432,18.714,19.3836,UP,1
2010-06-10,18.9,18.605,17.4526,18.497,19.3893,UP,1
2010-06-11,18.91,18.68,17.4713,18.519,19.3857,UP,1
2010-06-14,19.37,19.165,17.4934,18.725,19.3809,UP,1
2010-06-15,20.615,20.235,17.5215,19.195,19.4095,DOWN,0
2010-06-16,20.48,20.46,17.5509,19.655,19.4386,UP,1
2010-06-17,20.545,20.5,17.5794,19.984,19.4748,UP,1
2010-06-18,20.655,20.59,17.6081,20.333,19.5076,UP,1
2010-06-21,20.91,20.985,17.6394,20.641,19.5439,DOWN,0
2010-06-22,20.12,21.01,17.6632,20.542,19.5589,UP,1
2010-06-23,20.255,20.15,17.6855,20.497,19.5751,DOWN,0
2010-06-24,19.835,20.15,17.7026,20.355,19.5814,DOWN,0
2010-06-25,19.65,19.885,17.7175,20.154,19.5839,UP,1
2010-06-28,19.825,20.41,17.7321,19.937,19.5969,DOWN,0
2010-06-29,18.745,19.535,17.742,19.662,19.5803,DOWN,0
2010-06-30,18.67,18.775,17.7526,19.345,19.5554,UP,1
2010-07-01,19.06,18.615,17.7651,19.19,19.54,DOWN,0
2010-07-02,18.735,19.02,17.7766,19.007,19.5128,DOWN,0
2010-07-06,18.04,19.11,17.7889,18.65,19.462,UP,1
2010-07-07,19.155,18.135,17.8075,18.732,19.4339,UP,1
2010-07-08,19.445,19.455,17.8284,18.887,19.4274,UP,1
2010-07-09,19.965,19.44,17.8506,19.068,19.4272,DOWN,0
2010-07-12,19.93,19.92,17.8741,19.307,19.3851,UP,1
2010-07-13,21.01,20.18,17.9042,19.901,19.3719,UP,1
2010-07-14,21.345,21.2,17.936,20.339,19.3653,DOWN,0
2010-07-15,21.29,21.31,17.9661,20.708,19.3728,DOWN,0
2010-07-16,20.215,21.185,17.9904,20.758,19.3748,UP,1
2010-07-19,20.485,20.325,18.0172,20.869,19.3887,UP,1
2010-07-20,21.115,20.14,18.0509,20.89,19.4401,DOWN,0
2010-07-21,20.225,21.245,18.0824,20.666,19.4402,UP,1
2010-07-22,21.09,20.715,18.1166,20.626,19.4624,UP,1
2010-07-23,21.485,20.955,18.1514,20.88,19.4806,UP,1
2010-07-26,21.89,21.56,18.1879,21.161,19.5108,DOWN,0
2010-07-27,21.19,21.995,18.2178,21.176,19.5426,DOWN,0
2010-07-28,21.06,21.21,18.2471,21.343,19.5786,UP,1
2010-07-29,21.24,21.28,18.2726,21.373,19.6305,UP,1
2010-07-30,21.93,21.75,18.3036,21.462,19.7117,UP,1
2010-08-02,23.03,22.315,18.3381,21.69,19.8263,DOWN,0
2010-08-03,22.915,23.005,18.372,22.035,19.9223,UP,1
2010-08-04,23.14,23.015,18.4089,22.451,20.0231,UP,1
2010-08-05,23.47,22.895,18.4454,22.897,20.1365,UP,1
2010-08-06,23.505,23.135,18.4836,23.212,20.2474,UP,1
2010-08-09,23.75,23.51,18.5207,23.356,20.3418,DOWN,0
2010-08-10,23.03,22.885,18.5529,23.379,20.4298,DOWN,0
2010-08-11,22.895,22.51,18.5847,23.33,20.5233,DOWN,0
2010-08-12,22.75,22.34,18.6152,23.186,20.5888,DOWN,0
2010-08-13,22.655,22.7,18.6474,23.016,20.6422,UP,1
2010-08-16,22.8,22.44,18.6859,22.826,20.7222,UP,1
2010-08-17,23.335,23.14,18.7239,22.887,20.8221,UP,1
2010-08-18,23.535,23.265,18.7658,23.015,20.9275,DOWN,0
2010-08-19,22.63,23.37,18.8019,22.991,21.0165,UP,1
2010-08-20,22.755,22.495,18.8382,23.011,21.0936,DOWN,0
2010-08-23,22.43,22.95,18.8734,22.937,21.164,DOWN,0
2010-08-24,21.78,22.08,18.9041,22.626,21.2122,UP,1
2010-08-25,21.795,21.5,18.9335,22.278,21.2358,DOWN,0
2010-08-26,21.605,21.885,18.9589,22.073,21.2583,UP,1
2010-08-27,22.045,21.845,18.9875,21.931,21.2883,DOWN,0
2010-08-30,21.63,21.965,19.0139,21.771,21.3078,UP,1
2010-08-31,21.825,21.495,19.0427,21.78,21.3261,UP,1
2010-09-01,22.865,22.15,19.077,21.994,21.381,UP,1
2010-09-02,23.365,22.79,19.1129,22.346,21.4432,UP,1
2010-09-03,24.21,23.645,19.1529,22.779,21.5307,DOWN,0
2010-09-07,23.81,24.04,19.1925,23.215,21.6139,DOWN,0
2010-09-08,23.3,23.26,19.2317,23.51,21.6834,DOWN,0
2010-09-09,23.09,23.62,19.2699,23.555,21.7703,UP,1
2010-09-10,23.19,23.135,19.309,23.52,21.8607,UP,1
2010-09-13,23.84,23.435,19.3512,23.446,21.9563,DOWN,0
2010-09-14,23.7,23.81,19.3921,23.424,22.0556,UP,1
2010-09-15,23.84,23.555,19.4353,23.532,22.1716,DOWN,0
2010-09-16,23.825,23.33,19.4789,23.679,22.265,DOWN,0
2010-09-17,23.825,23.87,19.5212,23.806,22.3526,UP,1
2010-09-20,24.19,24.03,19.5645,23.876,22.4371,UP,1
2010-09-21,24.33,24.235,19.6095,24.002,22.5251,UP,1
2010-09-22,24.405,24.315,19.6541,24.115,22.593,DOWN,0
2010-09-23,23.855,24.065,19.6958,24.121,22.6432,UP,1
2010-09-24,24.84,24.34,19.7442,24.324,22.7142,UP,1
2010-09-27,25.18,24.875,19.7938,24.522,22.8135,UP,1
2010-09-28,25.86,25.305,19.8468,24.828,22.921,DOWN,0
2010-09-29,25.825,25.825,19.8978,25.112,23.0152,UP,1
2010-09-30,26.31,25.99,19.9495,25.603,23.1369,DOWN,0
2010-10-01,26.09,26.1801,19.9995,25.853,23.2369,DOWN,0
2010-10-04,26.035,26.035,20.048,26.024,23.3279,UP,1
2010-10-05,26.64,26.27,20.0985,26.18,23.4229,DOWN,0
2010-10-06,26.095,26.5,20.1463,26.234,23.521,DOWN,0
2010-10-07,25.77,26.215,20.1922,26.126,23.6152,UP,1
2010-10-08,26.41,25.725,20.24,26.19,23.7186,DOWN,0
2010-10-11,26.26,26.35,20.2867,26.235,23.8052,UP,1
2010-10-12,26.555,25.885,20.3342,26.218,23.8757,UP,1
2010-10-13,27.035,26.82,20.3842,26.406,23.9581,DOWN,0
2010-10-14,26.875,27.035,20.4339,26.627,24.0328,UP,1
2010-10-15,27.095,27.215,20.4847,26.764,24.1053,DOWN,0
2010-10-18,27.07,27.185,20.537,26.926,24.1766,DOWN,0
2010-10-19,26.68,26.615,20.5859,26.951,24.2352,UP,1
2010-10-20,27.14,26.815,20.6331,26.972,24.3174,DOWN,0
2010-10-21,27.055,27.205,20.6767,27.008,24.4006,DOWN,0
2010-10-22,27.03,27.225,20.7189,26.995,24.4862,UP,1
2010-10-25,27.135,27.22,20.7633,27.008,24.5758,DOWN,0
2010-10-26,26.905,26.915,20.8067,27.053,24.6579,UP,1
2010-10-27,27.6,26.545,20.8559,27.145,24.7432,UP,1
2010-10-28,27.915,27.865,20.9061,27.317,24.8308,UP,1
2010-10-29,28.055,27.805,20.9516,27.522,24.9393,DOWN,0
2010-11-01,28.02,28.27,20.9984,27.699,25.0446,UP,1
2010-11-02,28.14,28.23,21.0449,27.946,25.1588,UP,1
2010-11-03,28.355,28.22,21.0937,28.097,25.2903,UP,1
2010-11-04,29.26,28.69,21.1479,28.366,25.4396,UP,1
2010-11-05,29.63,29.285,21.2049,28.681,25.6001,DOWN,0
2010-11-08,29.56,29.475,21.2601,28.989,25.7504,DOWN,0
2010-11-09,28.855,29.63,21.3138,29.132,25.8949,UP,1
2010-11-10,29.33,28.905,21.3723,29.327,26.045,UP,1
2010-11-11,29.425,28.99,21.4334,29.36,26.1762,DOWN,0
2010-11-12,28.815,29.15,21.4898,29.197,26.2852,UP,1
2010-11-15,28.88,28.915,21.5444,29.061,26.3786,DOWN,0
2010-11-16,28.245,28.91,21.5951,28.939,26.4673,UP,1
2010-11-17,29.09,28.38,21.6479,28.891,26.5831,UP,1
2010-11-18,29.73,29.415,21.7083,28.952,26.7159,UP,1
2010-11-19,29.94,29.605,21.7712,29.177,26.8509,UP,1
2010-11-22,30.375,29.82,21.8347,29.476,26.9816,DOWN,0
2010-11-23,29.955,30.035,21.8945,29.818,27.1067,UP,1
2010-11-24,30.46,30.12,21.9563,30.092,27.2391,DOWN,0
2010-11-26,30.31,30.28,22.0187,30.208,27.3688,DOWN,0
2010-11-29,29.97,30.065,22.0769,30.214,27.4917,UP,1
2010-11-30,30.17,29.585,22.1352,30.173,27.6113,UP,1
2010-12-01,31.63,30.72,22.2004,30.508,27.7573,UP,1
2010-12-02,32.635,31.78,22.2709,30.943,27.9219,UP,1
2010-12-03,33.215,32.385,22.3436,31.524,28.1091,DOWN,0
2010-12-06,33.135,33.17,22.4136,32.157,28.275,DOWN,0
2010-12-07,32.865,33.515,22.4842,32.696,28.4287,UP,1
2010-12-08,33.5,32.995,22.5564,33.07,28.5815,UP,1
2010-12-09,33.575,33.765,22.6292,33.258,28.7365,DOWN,0
2010-12-10,33.45,33.66,22.7028,33.305,28.8793,DOWN,0
2010-12-13,33.425,33.63,22.775,33.363,29.026,UP,1
2010-12-14,33.725,33.605,22.847,33.535,29.1798,UP,1
2010-12-15,34.08,33.665,22.9209,33.651,29.3286,UP,1
2010-12-16,35.38,34.245,23.0024,34.012,29.5143,UP,1
2010-12-17,35.525,35.445,23.0859,34.427,29.7094,UP,1
2010-12-20,35.95,35.875,23.1713,34.932,29.9002,UP,1
2010-12-21,36.28,36.245,23.2595,35.443,30.1006,DOWN,0
2010-12-22,36.14,36.45,23.3485,35.855,30.2923,UP,1
2010-12-23,36.57,36.16,23.4391,36.093,30.483,DOWN,0
2010-12-27,36.095,36.36,23.5269,36.207,30.6674,DOWN,0
2010-12-28,35.69,36.17,23.6131,36.155,30.8393,UP,1
2010-12-29,36.24,35.78,23.7013,36.147,31.0227,UP,1
2010-12-30,36.435,36.085,23.7913,36.206,31.2178,DOWN,0
2010-12-31,36.18,36.42,23.8805,36.128,31.3986,UP,1
2011-01-03,36.68,36.655,23.9726,36.245,31.5911,DOWN,0
2011-01-04,36.255,37.035,24.059,36.358,31.7756,UP,1
2011-01-05,36.59,36.33,24.147,36.428,31.9647,DOWN,0
2011-01-06,36.24,36.595,24.2336,36.389,32.1514,DOWN,0
2011-01-07,34.985,35.745,24.315,36.15,32.2991,UP,1
2011-01-10,35.555,34.58,24.4002,35.925,32.4519,DOWN,0
2011-01-11,35.25,35.94,24.4838,35.724,32.5958,DOWN,0
2011-01-12,35.05,35.635,24.566,35.416,32.7364,DOWN,0
2011-01-13,34.435,35.05,24.6427,35.055,32.8623,UP,1
2011-01-14,35.205,34.49,24.7207,35.099,32.9993,UP,1
2011-01-18,35.715,35.045,24.8033,35.131,33.1284,DOWN,0
2011-01-19,34.9,35.77,24.8827,35.061,33.2338,DOWN,0
2011-01-20,34.425,34.615,24.9611,34.936,33.3311,DOWN,0
2011-01-21,34.0,34.73,25.0361,34.849,33.434,UP,1
2011-01-24,34.485,34.085,25.113,34.705,33.5371,DOWN,0
2011-01-25,34.06,34.265,25.1865,34.374,33.6298,UP,1
2011-01-26,35.21,34.3,25.2653,34.436,33.7577,UP,1
2011-01-27,35.275,34.4225,25.3441,34.606,33.8856,DOWN,0
2011-01-28,33.815,34.895,25.4155,34.569,33.997,DOWN,0
2011-01-31,33.7,33.885,25.4881,34.412,34.0892,DOWN,0
2011-02-01,33.64,34.02,25.5585,34.328,34.1674,DOWN,0
2011-02-02,32.87,33.645,25.6232,33.86,34.226,DOWN,0
2011-02-03,32.86,32.955,25.6884,33.377,34.2757,UP,1
2011-02-04,33.515,33.01,25.7555,33.317,34.3469,UP,1
2011-02-07,35.235,33.87,25.8288,33.624,34.4424,UP,1
2011-02-08,35.95,35.405,25.9057,34.086,34.5552,UP,1
2011-02-09,36.02,36.0,25.987,34.716,34.6762,UP,1
2011-02-10,36.885,35.855,26.0715,35.521,34.8105,UP,1
2011-02-11,38.665,36.745,26.1547,36.551,34.9512,UP,1
2011-02-14,40.015,38.35,26.2464,37.507,35.0988,DOWN,0
2011-02-15,39.735,39.675,26.3367,38.264,35.2292,UP,1
2011-02-16,40.15,39.915,26.4329,39.09,35.3695,DOWN,0
2011-02-17,40.005,40.09,26.5323,39.714,35.5123,UP,1
2011-02-18,40.115,40.08,26.6339,40.004,35.6446,DOWN,0
2011-02-22,38.88,39.48,26.7356,39.777,35.7507,DOWN,0
2011-02-23,37.985,38.87,26.8244,39.427,35.8414,DOWN,0
2011-02-24,37.68,37.865,26.9129,38.933,35.9265,UP,1
2011-02-25,38.475,38.03,27.0024,38.627,36.0215,UP,1
2011-02-28,38.805,38.82,27.0946,38.365,36.116,DOWN,0
2011-03-01,37.925,38.84,27.1862,38.174,36.1669,UP,1
2011-03-02,37.96,37.885,27.2797,38.169,36.2156,UP,1
2011-03-03,38.81,38.515,27.3805,38.395,36.2728,UP,1
2011-03-04,38.875,38.715,27.4855,38.475,36.3247,DOWN,0
2011-03-07,37.815,38.93,27.5881,38.277,36.3582,UP,1
2011-03-08,38.415,38.0,27.6896,38.375,36.3951,UP,1
2011-03-09,38.66,38.345,27.7924,38.515,36.4464,DOWN,0
2011-03-10,38.23,37.965,27.8946,38.399,36.4972,DOWN,0
2011-03-11,37.33,38.085,27.9914,38.09,36.519,DOWN,0
2011-03-14,37.305,36.755,28.0828,37.988,36.5364,DOWN,0
2011-03-15,36.875,35.67,28.174,37.68,36.5503,DOWN,0
2011-03-16,36.4,36.81,28.2649,37.228,36.5447,UP,1
2011-03-17,36.835,37.285,28.3517,36.949,36.5563,UP,1
2011-03-18,37.225,37.41,28.4379,36.928,36.569,UP,1
2011-03-21,38.105,37.69,28.5344,37.088,36.6063,DOWN,0
2011-03-22,36.605,38.125,28.6258,37.034,36.6387,UP,1
2011-03-23,37.205,36.37,28.7205,37.195,36.6717,UP,1
2011-03-24,37.855,37.48,28.8188,37.399,36.7238,UP,1
2011-03-25,38.64,37.895,28.9175,37.682,36.7956,DOWN,0
2011-03-28,38.175,38.87,29.0139,37.696,36.8704,UP,1
2011-03-29,39.0,38.12,29.112,38.175,36.9463,UP,1
2011-03-30,39.305,39.205,29.2055,38.595,37.0181,UP,1
2011-03-31,39.845,39.1,29.3023,38.993,37.117,UP,1
2011-04-01,40.515,40.0,29.4021,39.368,37.2388,UP,1
2011-04-04,40.83,40.65,29.503,39.899,37.3754,DOWN,0
2011-04-05,39.855,40.65,29.5977,40.07,37.4828,DOWN,0
2011-04-06,38.88,40.215,29.6915,39.985,37.5792,DOWN,0
2011-04-07,37.985,38.77,29.7802,39.613,37.6347,DOWN,0
2011-04-08,37.685,38.32,29.8694,39.047,37.6829,DOWN,0
2011-04-11,37.155,37.6,29.957,38.312,37.7497,DOWN,0
2011-04-12,36.03,36.95,30.038,37.547,37.7963,UP,1
2011-04-13,36.135,36.38,30.1249,36.998,37.8462,DOWN,0
2011-04-14,35.69,35.8,30.21,36.539,37.9026,UP,1
2011-04-15,35.99,35.615,30.2947,36.2,37.9652,DOWN,0
2011-04-18,35.445,35.26,30.3782,35.858,38.0038,UP,1
2011-04-19,35.825,35.545,30.4672,35.817,38.0156,UP,1
2011-04-20,37.35,36.625,30.5581,36.06,38.0436,UP,1
2011-04-21,38.47,37.67,30.6533,36.616,38.0926,DOWN,0
2011-04-25,38.085,38.545,30.7439,37.035,38.1166,UP,1
2011-04-26,38.815,38.195,30.8383,37.709,38.1196,UP,1
2011-04-27,39.28,39.0,30.9296,38.4,38.1049,DOWN,0
2011-04-28,38.285,38.145,31.0143,38.587,38.0759,UP,1
2011-04-29,38.62,38.5,31.101,38.617,38.0453,DOWN,0
2011-05-02,38.36,38.855,31.1917,38.672,38.0124,DOWN,0
2011-05-03,37.425,38.105,31.2764,38.394,37.9586,DOWN,0
2011-05-04,37.165,37.49,31.3567,37.971,37.9243,UP,1
2011-05-05,37.225,36.85,31.4417,37.759,37.9091,UP,1
2011-05-06,38.135,37.97,31.5269,37.662,37.9182,UP,1
2011-05-09,38.525,38.04,31.6121,37.695,37.9192,UP,1
2011-05-10,38.85,38.75,31.6969,37.98,37.9201,DOWN,0
2011-05-11,38.565,38.695,31.7838,38.26,37.9329,DOWN,0
2011-05-12,38.035,38.395,31.8686,38.422,37.9344,DOWN,0
2011-05-13,36.91,38.13,31.947,38.177,37.8964,DOWN,0
2011-05-16,36.59,36.625,32.0203,37.79,37.8507,DOWN,0
2011-05-17,35.295,36.43,32.0816,37.079,37.8003,UP,1
2011-05-18,35.435,35.255,32.1442,36.453,37.7407,UP,1
2011-05-19,35.545,35.65,32.2062,35.955,37.6784,DOWN,0
2011-05-20,35.315,35.46,32.2655,35.636,37.6201,DOWN,0
2011-05-23,34.07,34.59,32.3183,35.132,37.5549,DOWN,0
2011-05-24,33.145,34.115,32.3653,34.702,37.4717,UP,1
2011-05-25,35.02,33.18,32.4252,34.619,37.4346,UP,1
2011-05-26,35.03,34.795,32.4859,34.516,37.4072,UP,1
2011-05-27,35.945,35.245,32.5519,34.642,37.3894,UP,1
2011-05-31,36.255,36.185,32.6199,35.079,37.37,DOWN,0
2011-06-01,34.745,36.195,32.6796,35.399,37.3028,DOWN,0
2011-06-02,34.71,34.86,32.7365,35.337,37.2649,DOWN,0
2011-06-03,34.455,34.165,32.7911,35.222,37.2099,DOWN,0
2011-06-06,34.195,34.34,32.8489,34.872,37.1367,DOWN,0
2011-06-07,33.97,34.375,32.905,34.415,37.0433,DOWN,0
2011-06-08,33.665,33.92,32.9611,34.199,36.9531,UP,1
2011-06-09,34.66,33.67,33.0255,34.189,36.8663,DOWN,0
2011-06-10,33.965,34.425,33.0864,34.091,36.7595,DOWN,0
2011-06-13,33.69,34.07,33.1468,33.99,36.6364,UP,1
2011-06-14,35.42,34.215,33.2137,34.28,36.5345,DOWN,0
2011-06-15,34.82,34.92,33.2796,34.511,36.4143,DOWN,0
2011-06-16,34.7,34.76,33.344,34.519,36.3112,UP,1
2011-06-17,35.76,35.34,33.4085,34.878,36.2488,UP,1
2011-06-20,36.59,35.64,33.4746,35.458,36.2209,UP,1
2011-06-21,37.78,36.845,33.5425,35.93,36.2228,DOWN,0
2011-06-22,37.61,37.7,33.6115,36.488,36.2319,UP,1
2011-06-23,38.21,36.97,33.686,37.19,36.2755,UP,1
2011-06-24,39.08,38.24,33.766,37.854,36.3344,UP,1
2011-06-27,39.27,38.885,33.8464,38.39,36.406,UP,1
2011-06-28,39.5,39.32,33.9247,38.734,36.4762,UP,1
2011-06-29,40.025,39.89,34.0063,39.217,36.5678,UP,1
2011-06-30,40.395,40.1,34.0891,39.654,36.6592,DOWN,0
2011-07-01,40.37,40.435,34.1718,39.912,36.7196,DOWN,0
2011-07-05,40.33,40.44,34.2543,40.124,36.7568,DOWN,0
2011-07-06,40.2,40.3,34.3344,40.264,36.7991,UP,1
2011-07-07,40.49,40.58,34.4152,40.357,36.8326,DOWN,0
2011-07-08,40.095,39.725,34.4936,40.297,36.8489,DOWN,0
2011-07-11,39.48,39.54,34.5717,40.119,36.8728,DOWN,0
2011-07-12,39.465,39.19,34.6449,39.946,36.8897,DOWN,0
2011-07-13,39.21,39.725,34.715,39.748,36.9067,DOWN,0
2011-07-14,38.575,39.43,34.7786,39.365,36.9297,DOWN,0
2011-07-15,38.24,38.705,34.8407,38.994,36.9512,DOWN,0
2011-07-18,37.56,38.105,34.8969,38.61,36.9579,UP,1
2011-07-19,38.055,37.9,34.9567,38.328,36.9563,DOWN,0
2011-07-20,38.03,38.185,35.0167,38.092,36.9464,UP,1
