ticker,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,BWA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-01-16,11.745,11.7063,8.7421,11.5228,10.3545,UP,1
2004-01-20,11.8475,11.8625,8.7691,11.6353,10.3921,UP,1
2004-01-21,11.96,11.8475,8.7973,11.7523,10.4295,UP,1
2004-01-22,12.2137,12.05,8.8269,11.8878,10.4736,DOWN,0
2004-01-23,12.2125,12.1875,8.8565,11.9958,10.5204,UP,1
2004-01-26,12.3138,12.2137,8.8866,12.1095,10.5703,DOWN,0
2004-01-27,12.1975,12.3013,8.9162,12.1795,10.616,DOWN,0
2004-01-28,12.0438,12.2475,8.9453,12.1963,10.6535,DOWN,0
2004-01-29,11.8263,12.025,8.9705,12.1188,10.6894,DOWN,0
2004-01-30,11.615,11.65,8.9947,11.9993,10.7236,DOWN,0
2004-02-02,11.4913,11.615,9.0178,11.8348,10.762,DOWN,0
2004-02-03,11.4763,11.4875,9.0407,11.6905,10.8012,DOWN,0
2004-02-04,11.425,11.475,9.0632,11.5668,10.8426,UP,1
2004-02-05,11.5475,11.625,9.0848,11.511,10.8818,UP,1
2004-02-06,11.7413,11.6,9.1061,11.5363,10.9213,UP,1
2004-02-09,11.85,11.8625,9.129,11.608,10.9617,DOWN,0
2004-02-10,11.84,11.8188,9.1525,11.6808,11.0022,UP,1
2004-02-11,12.0438,11.8525,9.1763,11.8045,11.0456,DOWN,0
2004-02-12,11.9388,12.0125,9.1994,11.8828,11.0847,DOWN,0
2004-02-13,11.6863,11.9075,9.2212,11.8718,11.1184,UP,1
2004-02-17,11.7625,11.6875,9.2434,11.8543,11.1522,DOWN,0
2004-02-18,11.65,11.75,9.2642,11.8163,11.1857,DOWN,0
2004-02-19,11.6413,11.675,9.2853,11.7358,11.2193,DOWN,0
2004-02-20,11.5038,11.6413,9.3058,11.6488,11.2473,DOWN,0
2004-02-23,11.4613,11.535,9.326,11.6038,11.2755,DOWN,0
2004-02-24,11.3625,11.45,9.3462,11.5238,11.3033,UP,1
2004-02-25,11.445,11.3438,9.3666,11.4828,11.3274,DOWN,0
2004-02-26,11.3688,11.445,9.3864,11.4283,11.3477,DOWN,0
2004-02-27,11.275,11.3688,9.4059,11.3825,11.365,UP,1
2004-03-01,11.5675,11.3563,9.4269,11.4038,11.3898,DOWN,0
2004-03-02,11.3837,11.55,9.4469,11.408,11.4091,DOWN,0
2004-03-03,11.3113,11.3837,9.4681,11.3813,11.4244,DOWN,0
2004-03-04,11.1988,11.2813,9.4892,11.3473,11.4372,UP,1
2004-03-05,11.3425,11.1675,9.5112,11.3608,11.4523,DOWN,0
2004-03-08,11.1538,11.3425,9.5324,11.278,11.4641,DOWN,0
2004-03-09,10.925,11.1525,9.5521,11.1863,11.471,DOWN,0
2004-03-10,10.7575,10.9875,9.5712,11.0755,11.4746,DOWN,0
2004-03-11,10.75,10.7538,9.5894,10.9858,11.4762,UP,1
2004-03-12,10.8538,10.8,9.608,10.888,11.4812,DOWN,0
2004-03-15,10.6688,10.855,9.6257,10.791,11.4819,UP,1
2004-03-16,10.7463,10.7,9.6431,10.7553,11.4833,UP,1
2004-03-17,10.955,10.7587,9.6608,10.7948,11.4875,DOWN,0
2004-03-18,10.7813,10.9238,9.6775,10.801,11.4833,DOWN,0
2004-03-19,10.5513,10.8688,9.6929,10.7405,11.4741,DOWN,0
2004-03-22,10.25,10.4813,9.7063,10.6568,11.4551,DOWN,0
2004-03-23,10.1625,10.2625,9.7192,10.54,11.4342,DOWN,0
2004-03-24,9.9725,10.075,9.7317,10.3435,11.408,UP,1
2004-03-25,10.1175,10.0038,9.7443,10.2108,11.3828,UP,1
2004-03-26,10.3988,10.2188,9.7572,10.1803,11.3601,UP,1
2004-03-29,10.4813,10.4438,9.7691,10.2265,11.3363,UP,1
2004-03-30,10.57,10.5,9.7826,10.308,11.3128,UP,1
2004-03-31,10.6038,10.55,9.7954,10.4343,11.2879,DOWN,0
2004-04-01,10.5613,10.5875,9.8069,10.523,11.2599,UP,1
2004-04-02,10.6375,10.6875,9.8192,10.5708,11.2284,UP,1
2004-04-05,10.785,10.6688,9.8322,10.6315,11.1998,UP,1
2004-04-06,10.9288,10.7538,9.8456,10.7033,11.1721,DOWN,0
2004-04-07,10.725,10.95,9.8593,10.7275,11.1427,DOWN,0
2004-04-08,10.6438,10.8063,9.8727,10.744,11.1147,UP,1
2004-04-12,10.8088,10.6563,9.8868,10.7783,11.0943,DOWN,0
2004-04-13,10.5413,10.84,9.8991,10.7295,11.0729,DOWN,0
2004-04-14,10.3725,10.5413,9.9108,10.6183,11.0505,UP,1
2004-04-15,10.465,10.5125,9.9229,10.5663,11.0303,UP,1
2004-04-16,10.62,10.5125,9.9361,10.5615,11.0142,UP,1
2004-04-19,10.8125,10.6512,9.9498,10.5623,10.9995,UP,1
2004-04-20,10.8338,10.8125,9.9637,10.6208,10.9813,UP,1
2004-04-21,11.0063,10.835,9.978,10.7475,10.9644,UP,1
2004-04-22,11.2075,10.7625,9.9926,10.896,10.9518,DOWN,0
2004-04-23,11.1438,11.19,10.0072,11.0008,10.9338,DOWN,0
2004-04-26,10.8963,11.175,10.0212,11.0175,10.9129,DOWN,0
2004-04-27,10.89,10.95,10.0349,11.0288,10.897,DOWN,0
2004-04-28,10.705,10.9,10.047,10.9685,10.8759,DOWN,0
2004-04-29,10.36,10.705,10.0575,10.799,10.8501,DOWN,0
2004-04-30,10.2425,10.3563,10.0676,10.6188,10.8221,UP,1
2004-05-03,10.35,10.2125,10.0779,10.5095,10.799,UP,1
2004-05-04,10.3688,10.325,10.0872,10.4053,10.7772,UP,1
2004-05-05,10.3875,10.4,10.099,10.3418,10.7577,DOWN,0
2004-05-06,10.1488,10.3625,10.1092,10.2995,10.7317,DOWN,0
2004-05-07,9.9625,10.1,10.1173,10.2435,10.7036,DOWN,0
2004-05-10,9.7663,9.6625,10.1248,10.1268,10.6734,UP,1
2004-05-11,9.9625,9.7975,10.1329,10.0455,10.6413,DOWN,0
2004-05-12,9.9363,9.9313,10.1411,9.9553,10.6124,DOWN,0
2004-05-13,9.9063,9.9188,10.149,9.9068,10.5843,DOWN,0
2004-05-14,9.8875,9.8625,10.1569,9.8918,10.5581,DOWN,0
2004-05-17,9.6125,9.8125,10.1633,9.861,10.5235,UP,1
2004-05-18,9.7875,9.6375,10.1711,9.826,10.4961,UP,1
2004-05-19,9.8625,9.85,10.1793,9.8113,10.4749,DOWN,0
2004-05-20,9.8025,9.86,10.1881,9.7905,10.4558,DOWN,0
2004-05-21,9.79,9.8025,10.1965,9.771,10.4366,UP,1
2004-05-24,9.8125,9.75,10.2049,9.811,10.4158,UP,1
2004-05-25,10.175,9.825,10.2152,9.8885,10.4059,UP,1
2004-05-26,10.3125,10.175,10.2261,9.9785,10.3972,UP,1
2004-05-27,10.3775,10.3625,10.2371,10.0935,10.3857,DOWN,0
2004-05-28,10.36,10.4,10.2475,10.2075,10.3772,UP,1
2004-06-01,10.455,10.415,10.2573,10.336,10.3753,UP,1
2004-06-02,10.5625,10.5125,10.2676,10.4135,10.3816,UP,1
2004-06-03,10.6075,10.6225,10.2778,10.4725,10.3905,DOWN,0
2004-06-04,10.605,10.67,10.2879,10.518,10.4031,UP,1
2004-06-07,10.925,10.6675,10.2995,10.631,10.4193,DOWN,0
2004-06-08,10.875,10.8625,10.3102,10.715,10.4288,DOWN,0
2004-06-09,10.7825,10.825,10.3202,10.759,10.4348,DOWN,0
2004-06-10,10.7675,10.845,10.3306,10.791,10.4388,DOWN,0
2004-06-14,10.5675,10.8125,10.3401,10.7835,10.438,UP,1
2004-06-15,10.7025,10.63,10.3502,10.739,10.4409,UP,1
2004-06-16,10.7275,10.6475,10.36,10.7095,10.4427,UP,1
2004-06-17,11.0875,10.7275,10.3709,10.7705,10.4487,UP,1
2004-06-18,11.11,11.0925,10.3809,10.839,10.4523,DOWN,0
2004-06-21,10.995,11.05,10.3909,10.9245,10.4577,UP,1
2004-06-22,11.0075,10.975,10.4007,10.9855,10.465,UP,1
2004-06-23,11.1325,10.9875,10.4112,11.0665,10.4715,DOWN,0
2004-06-24,11.0175,11.1175,10.4211,11.0525,10.481,UP,1
2004-06-25,11.0975,10.9675,10.4325,11.05,10.4955,DOWN,0
2004-06-28,10.9325,11.095,10.444,11.0375,10.5049,DOWN,0
2004-06-29,10.7975,10.9375,10.4549,10.9955,10.5084,UP,1
2004-06-30,10.9425,10.8375,10.4654,10.9575,10.511,DOWN,0
2004-07-01,10.595,10.9875,10.474,10.873,10.5062,DOWN,0
2004-07-02,10.435,10.625,10.4817,10.7405,10.4948,DOWN,0
2004-07-06,10.37,10.4375,10.4891,10.628,10.4781,UP,1
2004-07-07,10.5025,10.4,10.4969,10.569,10.4652,DOWN,0
2004-07-08,10.38,10.5025,10.504,10.4565,10.4549,UP,1
2004-07-09,10.5525,10.38,10.5123,10.448,10.4482,UP,1
2004-07-12,10.6075,10.565,10.5205,10.4825,10.4462,UP,1
2004-07-13,10.92,10.67,10.5305,10.5925,10.4574,DOWN,0
2004-07-14,10.885,10.92,10.5413,10.669,10.4703,UP,1
2004-07-15,10.965,10.875,10.5525,10.786,10.4826,DOWN,0
2004-07-16,10.8225,10.965,10.5635,10.84,10.4916,UP,1
2004-07-19,10.9375,10.885,10.5758,10.906,10.5026,UP,1
2004-07-20,11.055,10.9,10.5874,10.933,10.5208,UP,1
2004-07-21,11.1,11.08,10.5975,10.976,10.5435,DOWN,0
2004-07-22,10.88,11.05,10.6059,10.959,10.5658,DOWN,0
2004-07-23,10.8775,10.8825,10.6137,10.97,10.5841,DOWN,0
2004-07-26,10.77,10.875,10.6205,10.9365,10.6008,UP,1
2004-07-27,10.9525,10.765,10.6281,10.916,10.6217,UP,1
2004-07-28,11.2375,11.0,10.6367,10.9435,10.6487,UP,1
2004-07-29,11.6425,11.3125,10.6469,11.096,10.6893,UP,1
2004-07-30,11.7975,11.705,10.6575,11.28,10.7295,UP,1
2004-08-02,12.135,11.8225,10.6692,11.553,10.7749,DOWN,0
2004-08-03,11.645,12.1375,10.6783,11.6915,10.8118,UP,1
2004-08-04,11.855,11.6475,10.6882,11.815,10.8531,DOWN,0
2004-08-05,11.48,11.855,10.6971,11.7825,10.8865,DOWN,0
2004-08-06,11.175,11.4175,10.7049,11.658,10.9065,UP,1
2004-08-09,11.2325,11.325,10.7133,11.4775,10.9249,UP,1
2004-08-10,11.635,11.25,10.7243,11.4755,10.95,DOWN,0
2004-08-11,11.4575,11.5125,10.7344,11.396,10.9719,DOWN,0
2004-08-12,11.275,11.4575,10.7439,11.355,10.9883,DOWN,0
2004-08-13,11.1125,11.2375,10.7521,11.3425,10.9993,UP,1
2004-08-16,11.5775,11.15,10.7618,11.4115,11.0187,DOWN,0
2004-08-17,11.535,11.7275,10.7695,11.3915,11.0373,DOWN,0
2004-08-18,11.4575,11.475,10.7766,11.3915,11.048,DOWN,0
2004-08-19,11.2425,11.4575,10.7831,11.385,11.0553,UP,1
2004-08-20,11.285,11.2425,10.7896,11.4195,11.0654,DOWN,0
2004-08-23,11.165,11.25,10.7948,11.337,11.0733,UP,1
2004-08-24,11.265,11.2275,10.8013,11.283,11.0873,UP,1
2004-08-25,11.33,11.205,10.8075,11.2575,11.0998,UP,1
2004-08-26,11.3775,11.275,10.8144,11.2845,11.1128,UP,1
2004-08-27,11.435,11.3775,10.8222,11.3145,11.1198,DOWN,0
2004-08-30,11.255,11.375,10.8294,11.3325,11.1227,DOWN,0
2004-08-31,11.185,11.2325,10.8357,11.3165,11.1265,UP,1
2004-09-01,11.205,11.175,10.8409,11.2915,11.1304,UP,1
2004-09-02,11.2925,11.1,10.8472,11.2745,11.1336,DOWN,0
2004-09-03,11.195,11.295,10.8537,11.2265,11.1372,UP,1
2004-09-07,11.415,11.2325,10.8629,11.2585,11.1435,DOWN,0
2004-09-08,11.2925,11.4275,10.8718,11.28,11.1507,DOWN,0
2004-09-09,11.21,11.275,10.8811,11.281,11.159,DOWN,0
2004-09-10,11.06,11.1625,10.8884,11.2345,11.1613,UP,1
2004-09-13,11.0625,11.1225,10.8949,11.208,11.1707,DOWN,0
2004-09-14,10.9425,11.0625,10.9005,11.1135,11.1808,DOWN,0
2004-09-15,10.6825,10.925,10.9048,10.9915,11.1871,UP,1
2004-09-16,10.71,10.7075,10.909,10.8915,11.1912,UP,1
2004-09-17,10.815,10.73,10.9131,10.8425,11.1999,DOWN,0
2004-09-20,10.7975,10.7525,10.9171,10.7895,11.2048,UP,1
2004-09-21,10.9325,10.825,10.9214,10.7875,11.2113,DOWN,0
2004-09-22,10.855,10.92,10.9258,10.822,11.21,DOWN,0
2004-09-23,10.69,10.8375,10.9295,10.818,11.2061,UP,1
2004-09-24,10.72,10.69,10.9325,10.799,11.2012,DOWN,0
2004-09-27,10.3725,10.7075,10.9341,10.714,11.1922,DOWN,0
2004-09-28,10.325,10.3725,10.9359,10.5925,11.18,UP,1
2004-09-29,10.4375,10.3525,10.9369,10.509,11.1676,UP,1
2004-09-30,10.8225,10.425,10.9392,10.5355,11.1621,UP,1
2004-10-01,11.3125,11.06,10.9438,10.654,11.1707,DOWN,0
2004-10-04,11.31,11.4125,10.9487,10.8415,11.1794,DOWN,0
2004-10-05,11.2325,11.3,10.9527,11.023,11.1886,DOWN,0
2004-10-06,11.005,11.225,10.955,11.1365,11.1897,DOWN,0
2004-10-07,10.8225,11.015,10.9563,11.1365,11.1814,DOWN,0
2004-10-08,10.805,10.8,10.9574,11.035,11.1646,DOWN,0
2004-10-11,10.795,10.83,10.9586,10.932,11.1446,DOWN,0
2004-10-12,10.775,10.77,10.9596,10.8405,11.1174,DOWN,0
2004-10-13,10.525,10.7825,10.9593,10.7445,11.095,DOWN,0
2004-10-14,10.0775,10.44,10.9563,10.5955,11.0594,UP,1
2004-10-15,10.255,10.125,10.9546,10.4855,11.0349,DOWN,0
2004-10-18,10.185,10.23,10.9523,10.3635,11.0151,DOWN,0
2004-10-19,10.0525,10.2,10.9492,10.219,10.9915,DOWN,0
2004-10-20,9.995,10.05,10.9455,10.113,10.9587,UP,1
2004-10-21,10.0325,9.9875,10.9407,10.104,10.9302,UP,1
2004-10-22,10.1525,10.0125,10.9364,10.0835,10.9078,UP,1
2004-10-25,10.82,10.375,10.9345,10.2105,10.9019,UP,1
2004-10-26,11.3775,10.9125,10.9354,10.4755,10.8979,UP,1
2004-10-27,11.76,11.27,10.9377,10.8285,10.9024,UP,1
2004-10-28,11.765,11.69,10.9397,11.175,10.9086,DOWN,0
2004-10-29,11.595,11.765,10.94,11.4635,10.9156,UP,1
2004-11-01,11.715,11.595,10.9402,11.6425,10.9242,UP,1
2004-11-02,11.745,11.7,10.9402,11.716,10.9359,UP,1
2004-11-03,11.965,11.9,10.9408,11.757,10.9499,UP,1
2004-11-04,12.125,11.965,10.9416,11.829,10.9658,UP,1
2004-11-05,12.395,12.2125,10.9425,11.989,10.9861,UP,1
2004-11-08,12.4475,12.3975,10.9437,12.1355,11.0064,UP,1
2004-11-09,12.4875,12.5,10.9445,12.284,11.031,DOWN,0
2004-11-10,12.4725,12.4425,10.9459,12.3855,11.0567,UP,1
2004-11-11,12.7125,12.5125,10.9493,12.503,11.0869,UP,1
2004-11-12,12.79,12.6875,10.9541,12.582,11.1168,DOWN,0
2004-11-15,12.745,12.78,10.9597,12.6415,11.1478,DOWN,0
2004-11-16,12.5925,12.6375,10.9652,12.6625,11.1714,UP,1
2004-11-17,12.715,12.625,10.9714,12.711,11.1998,DOWN,0
2004-11-18,12.71,12.685,10.9779,12.7105,11.2298,DOWN,0
2004-11-19,12.3775,12.625,10.982,12.628,11.2562,UP,1
2004-11-22,12.6075,12.35,10.9863,12.6005,11.2871,UP,1
2004-11-23,12.67,12.575,10.9904,12.616,11.3216,UP,1
2004-11-24,12.8,12.68,10.9952,12.633,11.364,UP,1
2004-11-26,12.84,12.7875,10.9992,12.659,11.4066,DOWN,0
2004-11-29,12.755,12.89,11.0033,12.7345,11.4454,DOWN,0
2004-11-30,12.515,12.5,11.0074,12.716,11.4797,UP,1
2004-12-01,12.7175,12.55,11.0122,12.7255,11.5154,DOWN,0
2004-12-02,12.6025,12.675,11.017,12.686,11.5504,UP,1
2004-12-03,12.715,12.54,11.0224,12.661,11.5909,DOWN,0
2004-12-06,12.435,12.6525,11.027,12.597,11.6252,DOWN,0
2004-12-07,12.2275,12.435,11.0308,12.5395,11.6623,UP,1
2004-12-08,12.4075,12.2875,11.0361,12.4775,11.7039,UP,1
2004-12-09,12.5125,12.375,11.0414,12.4595,11.7454,DOWN,0
2004-12-10,12.36,12.475,11.0464,12.3885,11.7762,UP,1
2004-12-13,12.43,12.3375,11.0521,12.3875,11.7985,UP,1
2004-12-14,12.4525,12.45,11.0566,12.4325,11.8214,UP,1
2004-12-15,12.7875,12.4525,11.0636,12.5085,11.8525,DOWN,0
2004-12-16,12.7275,12.725,11.0707,12.5515,11.8869,UP,1
2004-12-17,12.8375,12.675,11.0789,12.647,11.9272,DOWN,0
2004-12-20,12.775,12.8625,11.086,12.716,11.9666,UP,1
2004-12-21,13.1375,12.825,11.0959,12.853,12.0135,UP,1
2004-12-22,13.185,13.105,11.1072,12.9325,12.0617,DOWN,0
2004-12-23,13.1275,13.15,11.1191,13.0125,12.1137,UP,1
2004-12-27,13.25,13.1525,11.1316,13.095,12.1772,UP,1
2004-12-28,13.5,13.2125,11.1448,13.24,12.2421,UP,1
2004-12-29,13.5025,13.475,11.159,13.313,12.3084,UP,1
2004-12-30,13.525,13.475,11.1729,13.381,12.3779,UP,1
2004-12-31,13.5425,13.525,11.1858,13.464,12.4488,DOWN,0
2005-01-03,13.27,13.5875,11.1983,13.468,12.5136,DOWN,0
2005-01-04,13.01,13.27,11.2106,13.37,12.5707,DOWN,0
2005-01-05,12.8,12.9475,11.2233,13.2295,12.6103,UP,1
2005-01-06,12.9,12.8375,11.237,13.1045,12.6408,DOWN,0
2005-01-07,12.8525,12.875,11.2514,12.9665,12.6626,UP,1
2005-01-10,12.8575,12.7575,11.2651,12.884,12.6845,DOWN,0
2005-01-11,12.85,12.8375,11.2773,12.852,12.7096,UP,1
2005-01-12,12.975,12.855,11.2898,12.887,12.7348,UP,1
2005-01-13,13.3225,12.975,11.3036,12.9715,12.7663,UP,1
2005-01-14,13.4575,13.3175,11.3178,13.0925,12.7962,UP,1
2005-01-18,13.505,13.4375,11.3326,13.222,12.8238,DOWN,0
2005-01-19,13.4875,13.505,11.3468,13.3495,12.8456,DOWN,0
2005-01-20,13.2475,13.4375,11.3591,13.404,12.8616,DOWN,0
2005-01-21,13.0125,13.2575,11.3695,13.342,12.8721,UP,1
2005-01-24,13.1275,13.05,11.3816,13.276,12.8852,UP,1
2005-01-25,13.195,13.115,11.3943,13.214,12.8949,DOWN,0
2005-01-26,13.19,13.225,11.4062,13.1545,12.9029,UP,1
2005-01-27,13.2725,13.2025,11.4199,13.1595,12.9134,DOWN,0
2005-01-28,13.205,13.2075,11.434,13.198,12.9257,UP,1
2005-01-31,13.4225,13.2675,11.4488,13.257,12.9398,UP,1
2005-02-01,13.575,13.475,11.4636,13.333,12.9571,DOWN,0
2005-02-02,13.5275,13.5425,11.4772,13.4005,12.9801,DOWN,0
2005-02-03,13.3125,13.5275,11.4896,13.4085,12.9942,DOWN,0
2005-02-04,13.15,13.45,11.5003,13.3975,13.0038,UP,1
2005-02-07,13.415,13.2,11.5113,13.396,13.0161,UP,1
2005-02-08,13.45,13.3525,11.5229,13.371,13.0283,DOWN,0
2005-02-09,13.0675,13.5,11.5337,13.279,13.0346,UP,1
2005-02-10,13.1975,13.155,11.5453,13.256,13.0482,UP,1
2005-02-11,13.2675,13.2,11.5581,13.2795,13.0592,DOWN,0
2005-02-14,13.1875,13.3125,11.5722,13.234,13.071,UP,1
2005-02-15,13.2875,13.26,11.5874,13.2015,13.0824,DOWN,0
2005-02-16,13.2875,13.225,11.6021,13.2455,13.0995,DOWN,0
2005-02-17,13.195,13.2875,11.6162,13.245,13.1188,UP,1
2005-02-18,13.2125,13.1975,11.6304,13.234,13.1349,DOWN,0
2005-02-22,12.845,13.2125,11.6439,13.1655,13.1416,UP,1
2005-02-23,13.1725,12.875,11.6599,13.1425,13.1578,UP,1
2005-02-24,13.18,13.125,11.677,13.121,13.1728,UP,1
2005-02-25,13.1875,13.1825,11.6931,13.1195,13.1875,DOWN,0
2005-02-28,13.1875,13.1875,11.7094,13.1145,13.1955,UP,1
2005-03-01,13.5125,13.2125,11.7274,13.248,13.2112,DOWN,0
2005-03-02,13.3375,13.325,11.7446,13.281,13.2212,DOWN,0
2005-03-03,13.325,13.3625,11.7632,13.31,13.2322,DOWN,0
2005-03-04,13.09,13.33,11.7797,13.2905,13.2313,UP,1
2005-03-07,13.1,13.075,11.7959,13.273,13.2296,DOWN,0
2005-03-08,12.9425,13.2025,11.8116,13.159,13.2259,UP,1
2005-03-09,12.9775,12.88,11.8275,13.087,13.2204,DOWN,0
2005-03-10,12.97,12.875,11.8433,13.016,13.2098,UP,1
2005-03-11,13.1475,12.925,11.8582,13.0275,13.2027,UP,1
2005-03-14,13.265,13.1125,11.8729,13.0605,13.1975,DOWN,0
2005-03-15,13.235,13.27,11.8872,13.119,13.1914,DOWN,0
2005-03-16,12.81,12.55,11.8995,13.0855,13.1822,DOWN,0
2005-03-17,12.705,12.775,11.9107,13.0325,13.1761,DOWN,0
2005-03-18,12.62,12.69,11.921,12.927,13.1725,UP,1
2005-03-21,12.6825,12.5275,11.9314,12.8105,13.1681,DOWN,0
2005-03-22,12.67,12.6225,11.9417,12.6975,13.1645,DOWN,0
2005-03-23,12.44,12.6075,11.9493,12.6235,13.1561,DOWN,0
2005-03-24,12.3925,12.3775,11.9569,12.561,13.147,DOWN,0
2005-03-28,12.2875,12.3925,11.9644,12.4945,13.1332,DOWN,0
2005-03-29,12.065,12.2875,11.9709,12.371,13.1081,UP,1
2005-03-30,12.175,12.065,11.9789,12.272,13.0824,DOWN,0
2005-03-31,12.17,12.2,11.9863,12.218,13.0557,DOWN,0
2005-04-01,12.0725,12.215,11.993,12.154,13.0274,UP,1
2005-04-04,12.085,12.0625,11.998,12.1135,13.0042,UP,1
2005-04-05,12.27,12.085,12.0038,12.1545,12.9893,UP,1
2005-04-06,12.4,12.2975,12.0108,12.1995,12.9748,UP,1
2005-04-07,12.4525,12.3375,12.018,12.256,12.9599,DOWN,0
2005-04-08,12.355,12.4525,12.0241,12.3125,12.9432,DOWN,0
2005-04-11,11.8625,12.32,12.0284,12.268,12.915,DOWN,0
2005-04-12,11.5375,11.74,12.0306,12.1215,12.8817,UP,1
2005-04-13,11.7,11.925,12.0344,11.9815,12.8472,DOWN,0
2005-04-14,11.5,11.7275,12.0379,11.791,12.8057,DOWN,0
2005-04-15,11.3575,11.5275,12.04,11.5915,12.7623,UP,1
2005-04-18,11.63,11.3575,12.0452,11.545,12.7287,UP,1
2005-04-19,11.905,11.875,12.0525,11.6185,12.7038,DOWN,0
2005-04-20,11.6625,11.905,12.059,11.611,12.6687,UP,1
2005-04-21,12.02,11.8625,12.0666,11.715,12.6401,DOWN,0
2005-04-22,11.66,11.775,12.073,11.7755,12.612,DOWN,0
2005-04-25,11.4725,11.6875,12.0776,11.744,12.5775,DOWN,0
2005-04-26,11.4375,11.5,12.0817,11.6505,12.5409,DOWN,0
2005-04-27,11.39,11.4375,12.0841,11.596,12.5049,DOWN,0
2005-04-28,11.3125,11.2125,12.0862,11.4545,12.4654,UP,1
2005-04-29,11.43,11.3675,12.0885,11.4085,12.4282,UP,1
2005-05-02,11.775,11.55,12.0933,11.469,12.3998,UP,1
2005-05-03,11.975,11.775,12.0985,11.5765,12.3751,UP,1
2005-05-04,12.8225,12.4625,12.1073,11.863,12.3746,DOWN,0
2005-05-05,12.485,12.8225,12.1142,12.0975,12.3609,UP,1
2005-05-06,12.555,12.6275,12.1226,12.3225,12.3484,UP,1
2005-05-09,12.79,12.65,12.1322,12.5255,12.3404,DOWN,0
2005-05-10,12.6575,12.8025,12.1416,12.662,12.3298,UP,1
2005-05-11,12.6875,12.75,12.1503,12.635,12.3133,DOWN,0
2005-05-12,12.26,12.675,12.1554,12.59,12.2918,DOWN,0
2005-05-13,12.1875,12.31,12.1581,12.5165,12.269,UP,1
2005-05-16,12.4375,12.2425,12.1613,12.446,12.256,DOWN,0
2005-05-17,12.4275,12.3825,12.1628,12.4,12.2425,UP,1
2005-05-18,12.83,12.4775,12.1687,12.4285,12.2403,DOWN,0
2005-05-19,12.8,12.8325,12.1734,12.5365,12.2367,UP,1
2005-05-20,13.0875,12.8025,12.1815,12.7165,12.2391,UP,1
2005-05-23,13.2925,13.145,12.1921,12.8875,12.242,DOWN,0
2005-05-24,13.1125,13.175,12.2015,13.0245,12.2389,UP,1
2005-05-25,13.1175,13.165,12.2089,13.082,12.2366,UP,1
2005-05-26,13.3775,13.125,12.2185,13.1975,12.2479,DOWN,0
2005-05-27,13.375,13.3775,12.229,13.255,12.2613,DOWN,0
2005-05-31,13.365,13.375,12.2402,13.2695,12.2762,UP,1
2005-06-01,13.5,13.365,12.2499,13.347,12.2926,DOWN,0
2005-06-02,13.2625,13.4375,12.2585,13.376,12.3044,DOWN,0
2005-06-03,13.175,13.2125,12.2671,13.3355,12.3191,DOWN,0
2005-06-06,13.155,13.1175,12.2766,13.2915,12.3344,UP,1
2005-06-07,13.2325,13.295,12.2864,13.265,12.3533,UP,1
2005-06-08,13.2525,13.275,12.2968,13.2155,12.377,DOWN,0
2005-06-09,13.1625,13.2,12.3063,13.1955,12.3968,UP,1
2005-06-10,13.5075,13.1,12.3172,13.262,12.4235,UP,1
2005-06-13,13.7325,13.475,12.329,13.3775,12.4567,DOWN,0
2005-06-14,13.5975,13.695,12.3398,13.4505,12.487,DOWN,0
2005-06-15,13.515,13.65,12.3511,13.503,12.5119,UP,1
2005-06-16,13.68,13.515,12.3636,13.6065,12.5375,DOWN,0
2005-06-17,13.545,13.545,12.3753,13.614,12.5593,DOWN,0
2005-06-20,13.525,13.5,12.3864,13.5725,12.5827,UP,1
2005-06-21,13.655,13.5625,12.3987,13.584,12.6186,DOWN,0
2005-06-22,13.3775,13.655,12.4085,13.5565,12.6554,DOWN,0
2005-06-23,13.2225,13.375,12.4182,13.465,12.6858,DOWN,0
2005-06-24,12.785,13.1375,12.4261,13.313,12.7115,DOWN,0
2005-06-27,12.6475,12.76,12.434,13.1375,12.7373,UP,1
2005-06-28,12.95,12.66,12.4434,12.9965,12.7637,UP,1
2005-06-29,13.285,13.075,12.4551,12.978,12.7913,UP,1
2005-06-30,13.4175,13.285,12.4688,13.017,12.8264,UP,1
2005-07-01,13.4925,13.4175,12.4827,13.1585,12.8559,UP,1
2005-07-05,13.6875,13.4475,12.4971,13.3665,12.8964,UP,1
2005-07-06,14.14,14.005,12.5138,13.6045,12.9498,UP,1
2005-07-07,14.2575,14.105,12.5304,13.799,13.0062,UP,1
2005-07-08,14.345,14.3075,12.5479,13.9845,13.0653,UP,1
2005-07-11,14.4325,14.375,12.5666,14.1725,13.1277,DOWN,0
2005-07-12,14.3575,14.38,12.5848,14.3065,13.1862,DOWN,0
2005-07-13,14.2725,14.3025,12.6043,14.333,13.2362,UP,1
2005-07-14,14.425,14.3025,12.6248,14.3665,13.2852,DOWN,0
2005-07-15,14.38,14.37,12.6445,14.3735,13.3163,UP,1
2005-07-18,14.455,14.3775,12.6627,14.378,13.3557,UP,1
2005-07-19,14.8775,14.515,12.6805,14.482,13.4022,UP,1
2005-07-20,14.89,14.6625,12.6984,14.6055,13.4442,DOWN,0
