ticker,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,66.0,64.0313,23.2011,61.3063,44.5594,DOWN,0
2000-02-09,64.3438,66.8125,23.4531,62.8625,45.1803,UP,1
2000-02-10,69.625,65.0313,23.7356,65.325,45.9844,UP,1
2000-02-11,77.4688,72.5313,24.0585,68.025,46.9088,DOWN,0
2000-02-14,74.1563,79.9375,24.3664,70.3188,47.7144,UP,1
2000-02-15,75.7813,74.875,24.6849,72.275,48.5463,UP,1
2000-02-16,87.7188,80.75,25.0651,76.95,49.5431,DOWN,0
2000-02-17,87.1875,89.25,25.4446,80.4625,50.5525,DOWN,0
2000-02-18,83.625,86.0,25.8057,81.6938,51.4713,UP,1
2000-02-22,84.3125,84.9688,26.1685,83.725,52.405,UP,1
2000-02-23,89.4063,83.1875,26.5535,86.45,53.4238,UP,1
2000-02-24,100.0,90.8125,26.9887,88.9063,54.6206,DOWN,0
2000-02-25,96.4688,101.25,27.4038,90.7625,55.73,DOWN,0
2000-02-28,92.0,96.5,27.7988,92.4375,56.8053,UP,1
2000-02-29,94.375,92.4375,28.2116,94.45,57.9281,UP,1
2000-03-01,95.0313,94.625,28.6257,95.575,59.1053,DOWN,0
2000-03-02,94.625,96.25,29.0315,94.5,60.2653,UP,1
2000-03-03,99.9688,97.125,29.4682,95.2,61.4834,UP,1
2000-03-06,106.0313,102.75,29.9384,98.0063,62.7503,UP,1
2000-03-07,106.3125,111.4063,30.4118,100.3938,64.0316,UP,1
2000-03-08,109.1563,109.9688,30.9013,103.2188,65.3934,UP,1
2000-03-09,120.1875,110.0,31.4458,108.3313,66.9553,DOWN,0
2000-03-10,118.4375,123.5,31.9817,112.025,68.5034,DOWN,0
2000-03-13,114.0625,112.9375,32.4936,113.6313,69.9359,DOWN,0
2000-03-14,98.5313,116.0,32.9273,112.075,71.0759,DOWN,0
2000-03-15,86.5313,98.0,33.3022,107.55,71.9566,UP,1
2000-03-16,91.2813,90.625,33.6971,101.7688,73.0397,UP,1
2000-03-17,100.375,93.0938,34.1373,98.1563,74.2634,DOWN,0
2000-03-20,91.5313,103.75,34.533,93.65,75.3934,UP,1
2000-03-21,92.4453,91.5313,34.9313,92.4328,76.3923,UP,1
2000-03-22,103.0625,95.5625,35.3854,95.7391,77.5673,UP,1
2000-03-23,105.375,102.875,35.8509,98.5578,78.8498,DOWN,0
2000-03-24,100.0,109.0,36.2909,98.4828,79.9786,DOWN,0
2000-03-27,97.25,103.9375,36.721,99.6266,81.0664,DOWN,0
2000-03-28,95.5625,96.9375,37.1457,100.25,82.0408,DOWN,0
2000-03-29,91.8125,95.0,37.5552,98.0,82.6958,DOWN,0
2000-03-30,79.125,84.0625,37.8958,92.75,83.1933,UP,1
2000-03-31,82.75,84.0781,38.2533,89.3,83.6983,DOWN,0
2000-04-03,67.875,78.125,38.5352,83.425,83.8845,DOWN,0
2000-04-04,67.0,70.1875,38.8119,77.7125,84.2045,UP,1
2000-04-05,69.5625,60.5,39.1037,73.2625,84.5239,UP,1
2000-04-06,73.0,74.5,39.4083,72.0375,84.9002,UP,1
2000-04-07,79.9375,77.125,39.7454,71.475,85.4702,DOWN,0
2000-04-10,67.625,81.0,40.0186,71.425,85.8308,DOWN,0
2000-04-11,63.625,63.375,40.2717,70.75,86.0995,DOWN,0
2000-04-12,56.6875,61.625,40.4798,68.175,86.1552,UP,1
2000-04-13,56.9375,59.25,40.6946,64.9625,86.1627,DOWN,0
2000-04-14,50.375,51.625,40.8745,59.05,86.0239,UP,1
2000-04-17,51.9375,41.25,41.0616,55.9125,85.7833,UP,1
2000-04-18,60.25,54.375,41.288,55.2375,85.7345,UP,1
2000-04-19,60.5625,65.125,41.5163,56.0125,85.6258,DOWN,0
2000-04-20,56.875,61.2344,41.7258,56.0,85.4764,DOWN,0
2000-04-24,50.625,51.5,41.8997,56.05,85.0964,UP,1
2000-04-25,68.75,57.0625,42.1665,59.4125,84.922,DOWN,0
2000-04-26,61.125,67.75,42.3956,59.5875,84.6614,UP,1
2000-04-27,67.5625,56.0,42.6573,60.9875,84.497,UP,1
2000-04-28,73.9375,70.25,42.9495,64.4,84.2214,DOWN,0
2000-05-01,71.0,76.5,43.2262,68.475,83.8977,DOWN,0
2000-05-02,65.25,68.25,43.4763,67.775,83.5302,UP,1
2000-05-03,66.75,62.25,43.7399,68.9,83.1789,UP,1
2000-05-04,67.875,67.875,44.0067,68.9625,82.7483,UP,1
2000-05-05,69.875,65.0,44.2859,68.15,82.1458,DOWN,0
2000-05-08,63.1875,65.6875,44.5318,66.5875,81.4802,UP,1
2000-05-09,63.4375,65.125,44.7835,66.225,80.9089,DOWN,0
2000-05-10,58.0,64.0,45.0059,64.475,80.1814,DOWN,0
2000-05-11,57.9375,61.4844,45.2283,62.4875,79.4395,UP,1
2000-05-12,58.1875,60.0,45.4496,60.15,78.7108,UP,1
2000-05-15,66.125,58.8906,45.7121,60.7375,78.0339,UP,1
2000-05-16,72.75,69.75,46.0036,62.6,77.3683,DOWN,0
2000-05-17,68.75,69.0,46.277,64.75,76.617,UP,1
2000-05-18,69.0,70.125,46.5558,66.9625,75.8139,DOWN,0
2000-05-19,65.125,65.875,46.8134,68.35,74.7127,DOWN,0
2000-05-22,65.0625,63.875,47.0748,68.1375,73.6452,DOWN,0
2000-05-23,58.0,64.0,47.2975,65.1875,72.5239,UP,1
2000-05-24,65.0625,58.0625,47.5581,64.45,71.8545,DOWN,0
2000-05-25,61.375,62.5625,47.799,62.925,71.3514,DOWN,0
2000-05-26,58.3125,61.25,48.0232,61.5625,70.692,UP,1
2000-05-30,66.8125,60.3125,48.2873,61.9125,70.0208,DOWN,0
2000-05-31,64.5625,65.25,48.5393,63.225,69.4814,UP,1
2000-06-01,69.6875,67.375,48.8174,64.15,69.0263,UP,1
2000-06-02,74.4375,73.0,49.1207,66.7625,68.4538,UP,1
2000-06-05,76.6094,71.375,49.4315,70.4219,67.8784,DOWN,0
2000-06-06,73.875,77.75,49.7279,71.8344,67.3559,UP,1
2000-06-07,78.125,73.8125,50.0432,74.5469,66.9734,UP,1
2000-06-08,85.3125,79.75,50.3914,77.6719,66.7684,DOWN,0
2000-06-09,85.125,85.875,50.7365,79.8094,66.6347,DOWN,0
2000-06-12,78.1875,86.5625,51.0471,80.125,66.6159,UP,1
2000-06-13,86.0625,77.75,51.3969,82.5625,66.6822,DOWN,0
2000-06-14,75.625,88.125,51.6926,82.0625,66.8372,UP,1
2000-06-15,79.1875,78.375,52.0064,80.8375,67.0809,UP,1
2000-06-16,79.9375,82.625,52.3254,79.8,67.2884,UP,1
2000-06-19,85.9375,80.5,52.6743,81.35,67.5472,UP,1
2000-06-20,86.6875,87.875,53.0221,81.475,67.6822,UP,1
2000-06-21,87.5625,84.75,53.3738,83.8625,68.0809,DOWN,0
2000-06-22,84.0,87.75,53.7093,84.825,68.4884,DOWN,0
2000-06-23,76.9375,83.5,54.012,84.225,68.8934,UP,1
2000-06-26,82.0625,81.0,54.3376,83.45,69.3959,UP,1
2000-06-27,82.8125,84.6875,54.6679,82.675,70.0447,DOWN,0
2000-06-28,82.5625,83.5,54.9934,81.675,70.6572,DOWN,0
2000-06-29,77.8125,80.9375,55.2921,80.4375,71.0084,UP,1
2000-06-30,80.5,78.75,55.6046,81.15,71.4072,UP,1
2000-07-03,82.8125,80.0625,55.925,81.3,71.9259,DOWN,0
2000-07-05,78.0625,82.25,56.2189,80.35,72.4747,DOWN,0
2000-07-06,78.0625,78.0,56.5153,79.45,72.6609,UP,1
2000-07-07,81.5625,79.5,56.8285,80.2,73.0697,DOWN,0
2000-07-10,81.25,81.375,57.1444,80.35,73.3434,UP,1
2000-07-11,83.5,80.5,57.4713,80.4875,73.5347,UP,1
2000-07-12,90.0,84.5,57.8327,82.875,73.9147,UP,1
2000-07-13,94.5625,92.1875,58.2146,86.175,74.5009,UP,1
2000-07-14,96.125,97.125,58.6049,89.0875,75.0884,UP,1
2000-07-17,102.0,98.125,59.0254,93.2375,75.7709,DOWN,0
2000-07-18,99.9375,100.25,59.437,96.525,76.3722,UP,1
2000-07-19,100.4375,99.0625,59.8441,98.6125,77.1172,UP,1
2000-07-20,112.5625,101.4375,60.309,102.2125,78.0997,DOWN,0
2000-07-21,109.375,107.375,60.7589,104.8625,79.1272,DOWN,0
2000-07-24,102.8125,111.25,61.1773,105.025,80.0247,UP,1
2000-07-25,106.1875,103.75,61.613,106.275,80.9847,DOWN,0
2000-07-26,101.9375,106.5625,62.029,106.575,81.7009,DOWN,0
2000-07-27,95.25,101.3125,62.4145,103.1125,82.1509,DOWN,0
2000-07-28,85.0,95.75,62.7489,98.2375,82.4759,UP,1
2000-07-31,86.1875,86.0625,63.0914,94.9125,82.8197,DOWN,0
2000-08-01,82.625,85.0625,63.4175,90.2,83.1697,DOWN,0
2000-08-02,76.9375,81.0625,63.7157,85.2,83.4072,UP,1
2000-08-03,78.4375,72.125,64.026,81.8375,83.8159,UP,1
2000-08-04,84.5625,83.5,64.3629,81.75,84.2059,UP,1
2000-08-07,89.75,85.75,64.7314,82.4625,84.7734,UP,1
2000-08-08,91.6875,91.625,65.1017,84.275,85.4409,DOWN,0
2000-08-09,90.5625,94.875,65.4713,87.0,85.9159,DOWN,0
2000-08-10,85.6875,89.0,65.8164,88.45,86.3384,UP,1
2000-08-11,88.6875,84.25,66.1799,89.275,86.7184,UP,1
2000-08-14,90.75,93.125,66.5489,89.475,87.0447,DOWN,0
2000-08-15,84.9375,83.9688,66.8811,88.125,87.2113,UP,1
2000-08-16,88.3125,84.9375,67.2301,87.675,87.5,UP,1
2000-08-17,94.5,87.0625,67.6029,89.4375,87.8275,DOWN,0
2000-08-18,93.9375,95.7344,67.9648,90.4875,88.0,UP,1
2000-08-21,95.375,95.0,68.3342,91.4125,88.205,DOWN,0
2000-08-22,94.375,96.875,68.693,93.3,88.5288,UP,1
2000-08-23,100.0,94.9375,69.0737,95.6375,88.8075,UP,1
2000-08-24,101.6875,100.8594,69.4578,97.075,89.3288,DOWN,0
2000-08-25,100.8125,102.0,69.8404,98.45,89.7613,UP,1
2000-08-28,103.875,102.75,70.2411,100.15,90.24,UP,1
2000-08-29,109.25,105.5625,70.6725,103.125,90.7063,UP,1
2000-08-30,111.4375,109.875,71.1173,105.4125,91.2013,UP,1
2000-08-31,117.0,113.5,71.573,108.475,91.79,DOWN,0
2000-09-01,115.5,119.875,71.9955,111.4125,92.42,DOWN,0
2000-09-05,112.9375,117.5,72.4118,113.225,93.14,DOWN,0
2000-09-06,101.625,111.3906,72.7751,111.7,93.5313,UP,1
2000-09-07,115.75,105.125,73.2064,112.5625,94.19,DOWN,0
2000-09-08,113.5625,115.875,73.626,111.875,94.81,DOWN,0
2000-09-11,110.5625,113.0,74.025,110.8875,95.465,DOWN,0
2000-09-12,109.1875,114.0,74.4078,110.1375,96.0387,UP,1
2000-09-13,112.0,105.9375,74.8013,112.2125,96.6225,UP,1
2000-09-14,115.6875,114.3125,75.2326,112.2,97.375,UP,1
2000-09-15,118.0625,118.5,75.6667,113.1,98.175,UP,1
2000-09-18,125.375,119.625,76.1242,116.0625,99.0513,UP,1
2000-09-19,129.875,125.0,76.6026,120.2,100.0238,UP,1
2000-09-20,141.125,129.375,77.1189,126.025,101.1763,DOWN,0
2000-09-21,136.5,137.875,77.6178,130.1875,102.1063,UP,1
2000-09-22,147.375,128.25,78.1662,136.05,103.1625,DOWN,0
2000-09-25,130.4375,143.0625,78.6303,137.0625,103.8488,DOWN,0
2000-09-26,127.9375,132.5,79.0776,136.675,104.3675,UP,1
2000-09-27,128.125,131.5,79.5175,134.075,104.9313,UP,1
2000-09-28,135.8594,127.5,79.9918,133.9469,105.6397,DOWN,0
2000-09-29,127.375,137.0,80.4375,129.9469,105.9359,DOWN,0
2000-10-02,122.1875,129.9375,80.8572,128.2969,106.1922,DOWN,0
2000-10-03,120.3125,126.1875,81.2779,126.7719,106.5422,DOWN,0
2000-10-04,118.7969,117.25,81.6888,124.9063,106.7944,UP,1
2000-10-05,118.9375,117.0,82.0882,121.5219,107.1344,DOWN,0
2000-10-06,118.0625,119.625,82.465,119.6594,107.5906,UP,1
2000-10-09,120.0,117.25,82.8538,119.2219,108.2906,DOWN,0
2000-10-10,116.125,118.8125,83.2291,118.3844,108.8894,UP,1
2000-10-11,121.6875,111.375,83.6271,118.9625,109.6706,DOWN,0
2000-10-12,113.8125,124.4375,83.991,117.9375,110.4081,UP,1
2000-10-13,121.4375,113.375,84.386,118.6125,111.2681,UP,1
2000-10-16,133.5625,122.0,84.8461,121.325,112.2481,UP,1
2000-10-17,136.0,137.5,85.3136,125.3,113.1731,DOWN,0
2000-10-18,133.5,128.125,85.7955,127.6625,114.0094,UP,1
2000-10-19,145.375,138.0,86.3264,133.975,115.1056,UP,1
2000-10-20,148.625,143.9375,86.8944,139.4125,116.3644,DOWN,0
2000-10-23,140.375,141.8594,87.3838,140.775,117.3981,DOWN,0
2000-10-24,133.6875,141.3125,87.8307,140.3125,118.2569,DOWN,0
2000-10-25,122.25,129.875,88.2357,138.0625,119.0031,DOWN,0
2000-10-26,116.8125,120.375,88.6019,132.35,119.5731,UP,1
2000-10-27,123.0,121.375,89.0026,127.225,120.1431,DOWN,0
2000-10-30,106.1875,119.8125,89.2993,120.3875,120.3881,UP,1
2000-10-31,119.0,107.25,89.599,117.45,120.8606,DOWN,0
2000-11-01,109.8125,116.25,89.8768,114.9625,121.1694,DOWN,0
2000-11-02,105.875,114.375,90.1187,112.775,121.2869,UP,1
2000-11-03,108.375,109.875,90.3678,109.85,121.4206,UP,1
2000-11-06,110.625,109.5625,90.6659,110.7375,121.6169,UP,1
2000-11-07,121.0,110.3125,91.0029,111.1375,121.9594,DOWN,0
2000-11-08,107.0625,121.9375,91.2673,110.5875,121.9156,DOWN,0
2000-11-09,97.1875,102.9375,91.4961,108.85,121.6306,DOWN,0
2000-11-10,90.25,92.0625,91.6993,105.225,121.0956,DOWN,0
2000-11-13,84.5,81.625,91.8709,100.0,120.4756,UP,1
2000-11-14,96.25,93.0,92.0826,95.05,120.1419,DOWN,0
2000-11-15,76.125,77.3125,92.1804,88.8625,119.6319,DOWN,0
2000-11-16,72.8125,75.375,92.2579,83.9875,118.7731,DOWN,0
2000-11-17,64.5625,73.375,92.2609,78.85,117.7931,UP,1
2000-11-20,67.25,61.75,92.2837,75.4,116.9269,DOWN,0
2000-11-21,61.0,66.25,92.2587,68.35,115.9631,DOWN,0
2000-11-22,58.5,60.25,92.2295,64.825,114.8931,UP,1
2000-11-24,62.875,61.125,92.1957,62.8375,113.8369,DOWN,0
2000-11-27,54.4375,65.0,92.0806,60.8125,112.5644,DOWN,0
2000-11-28,52.2188,54.5,91.9709,57.8063,111.1013,DOWN,0
2000-11-29,50.0,52.625,91.842,55.6063,109.5038,DOWN,0
2000-11-30,49.375,46.625,91.6503,53.7813,107.6688,UP,1
2000-12-01,53.9375,51.25,91.484,51.9938,106.0175,UP,1
2000-12-04,57.875,53.6875,91.3553,52.6813,104.2275,UP,1
2000-12-05,81.5625,62.6875,91.3415,58.55,103.25,DOWN,0
2000-12-06,76.375,78.0,91.2764,63.825,102.2188,DOWN,0
2000-12-07,75.375,73.0,91.1532,69.025,101.1637,UP,1
2000-12-08,87.1875,83.6875,91.1068,75.675,100.1903,DOWN,0
2000-12-11,84.375,88.0625,91.0687,80.975,99.3303,DOWN,0
2000-12-12,82.6875,82.75,91.0103,81.2,98.5403,DOWN,0
2000-12-13,72.75,85.75,90.8989,80.475,97.5891,DOWN,0
2000-12-14,69.125,73.9375,90.7714,79.225,96.5956,DOWN,0
2000-12-15,65.1875,66.875,90.5975,74.825,95.5206,UP,1
2000-12-18,65.6875,66.75,90.3957,71.0875,94.4731,DOWN,0
2000-12-19,60.125,66.375,90.1648,66.575,93.2756,DOWN,0
2000-12-20,53.75,54.875,89.8878,62.775,92.0281,UP,1
2000-12-21,54.625,53.3125,89.56,59.875,90.6869,UP,1
2000-12-22,68.875,60.625,89.3121,60.6125,89.7881,DOWN,0
2000-12-26,68.0,70.125,89.0818,61.075,88.7194,UP,1
2000-12-27,70.75,67.375,88.9429,63.2,87.4631,UP,1
2000-12-28,72.5,70.0625,88.8728,66.95,86.1931,DOWN,0
2000-12-29,64.1875,73.0625,88.7373,68.8625,84.8069,DOWN,0
2001-01-02,51.4375,57.6875,88.4926,65.375,82.9281,UP,1
2001-01-03,64.0,48.8125,88.355,64.575,81.2356,UP,1
2001-01-04,66.375,60.7656,88.2246,63.7,79.7556,DOWN,0
2001-01-05,54.625,64.8125,87.9824,60.125,78.1744,UP,1
2001-01-08,55.9375,53.0625,87.7352,58.475,76.8481,DOWN,0
2001-01-09,51.25,55.9375,87.4915,58.4375,75.5369,UP,1
2001-01-10,56.4375,49.375,87.2874,56.925,74.2056,UP,1
2001-01-11,60.4375,55.0,87.1118,55.7375,73.2906,DOWN,0
2001-01-12,58.125,59.5,86.9434,56.4375,72.0731,DOWN,0
2001-01-16,58.125,58.1875,86.8384,56.875,71.0394,UP,1
2001-01-17,63.125,63.625,86.7402,59.25,70.1844,UP,1
2001-01-18,67.3125,64.4219,86.7374,61.425,69.3631,DOWN,0
2001-01-19,67.3125,70.875,86.739,62.8,68.4969,DOWN,0
2001-01-22,66.875,65.8125,86.7255,64.55,67.4144,UP,1
2001-01-23,73.5625,67.4375,86.7284,67.6375,66.7444,DOWN,0
2001-01-24,61.375,66.0,86.6355,67.2875,66.0281,DOWN,0
2001-01-25,56.5,60.5,86.5799,65.125,65.3531,DOWN,0
2001-01-26,56.5,55.625,86.5443,62.9625,64.7931,UP,1
2001-01-29,59.9375,55.9375,86.5605,61.575,64.0669,DOWN,0
2001-01-30,58.125,60.0,86.5665,58.4875,63.7069,DOWN,0
2001-01-31,53.625,58.75,86.5827,56.9375,63.3231,DOWN,0
2001-02-01,46.5625,47.5,86.5559,54.95,62.9631,UP,1
2001-02-02,46.75,47.25,86.4884,53.0,62.5531,DOWN,0
2001-02-05,43.3125,45.5625,86.4021,49.675,62.1994,UP,1
2001-02-06,44.875,43.3125,86.3421,47.025,61.9269,DOWN,0
2001-02-07,38.625,43.375,86.2821,44.025,61.4419,DOWN,0
2001-02-08,35.1875,39.0,86.1143,41.75,61.0569,UP,1
2001-02-09,38.0,37.9688,85.9987,40.0,60.7725,UP,1
2001-02-12,39.125,37.125,85.8565,39.1625,60.555,UP,1
2001-02-13,39.6875,39.875,85.6852,38.125,60.3613,UP,1
2001-02-14,42.125,40.0,85.5409,38.825,60.125,UP,1
2001-02-15,45.0,43.875,85.4396,40.7875,59.8675,DOWN,0
2001-02-16,40.375,42.0,85.3077,41.2625,59.0438,DOWN,0
2001-02-20,33.625,40.6875,85.1365,40.1625,58.1888,UP,1
2001-02-21,34.3125,32.5,84.9587,39.0875,57.3675,DOWN,0
2001-02-22,33.8125,32.125,84.8118,37.425,56.3,UP,1
2001-02-23,33.9375,34.25,84.6643,35.2125,55.2913,DOWN,0
2001-02-26,33.0,34.125,84.5393,33.7375,54.2975,DOWN,0
2001-02-27,32.0,32.375,84.4096,33.4125,53.4825,DOWN,0
2001-02-28,29.75,31.8125,84.2674,32.5,52.695,UP,1
2001-03-01,30.875,28.6875,84.0912,31.9125,52.0088,DOWN,0
2001-03-02,27.25,28.9375,83.8637,30.575,51.24,UP,1
2001-03-05,28.5,27.5,83.6624,29.675,50.6075,UP,1
2001-03-06,29.3125,29.9844,83.464,29.1375,50.1188,DOWN,0
2001-03-07,28.125,29.875,83.279,28.8125,49.5888,DOWN,0
2001-03-08,25.0,27.2656,83.0787,27.6375,48.7113,DOWN,0
2001-03-09,21.125,23.5,82.8943,26.4125,47.7738,DOWN,0
2001-03-12,20.1875,20.0625,82.6699,24.75,46.7625,UP,1
2001-03-13,22.8125,20.3125,82.4771,23.45,45.7688,DOWN,0
2001-03-14,21.1875,21.0,82.2915,22.0625,44.9088,DOWN,0
2001-03-15,18.75,22.8125,82.0512,20.8125,44.255,UP,1
2001-03-16,18.9375,18.0625,81.823,20.375,43.3538,UP,1
2001-03-19,20.4375,19.25,81.5768,20.425,42.435,DOWN,0
2001-03-20,18.625,20.375,81.2977,19.5875,41.715,UP,1
2001-03-21,19.25,18.8125,81.0109,19.2,40.9813,UP,1
2001-03-22,22.4844,20.0,80.754,19.9469,40.4059,DOWN,0
2001-03-23,21.125,23.5,80.469,20.3844,39.6997,DOWN,0
2001-03-26,19.875,21.625,80.1418,20.2719,38.8884,UP,1
2001-03-27,20.8125,19.6875,79.8202,20.7094,38.1422,DOWN,0
2001-03-28,18.5625,20.375,79.5221,20.5719,37.3509,DOWN,0
2001-03-29,16.3125,17.6875,79.1734,19.3375,36.4147,UP,1
2001-03-30,16.8125,16.375,78.8793,18.475,35.4047,DOWN,0
2001-04-02,15.25,16.3125,78.5596,17.55,34.3634,DOWN,0
2001-04-03,12.5625,14.1875,78.2227,15.9,33.2772,DOWN,0
2001-04-04,11.8125,12.6875,77.8521,14.55,32.0422,UP,1
2001-04-05,13.5,13.25,77.4862,13.9875,31.0847,DOWN,0
2001-04-06,13.4375,13.0625,77.1155,13.3125,30.2234,DOWN,0
2001-04-09,13.35,14.1,76.7623,12.9325,29.3604,UP,1
2001-04-10,15.68,13.89,76.456,13.556,28.4753,UP,1
2001-04-11,16.56,17.46,76.1285,14.5055,27.644,UP,1
2001-04-12,16.68,13.31,75.7978,15.1415,26.9051,DOWN,0
2001-04-16,15.28,16.3,75.4614,15.51,26.2794,UP,1
2001-04-17,15.87,15.06,75.1517,16.014,25.6618,UP,1
2001-04-18,19.44,16.98,74.8464,16.766,25.1844,UP,1
2001-04-19,22.3,20.82,74.5438,17.914,24.7329,UP,1
2001-04-20,23.55,21.65,74.2713,19.288,24.4314,DOWN,0
2001-04-23,21.95,22.75,73.9907,20.622,24.1666,DOWN,0
2001-04-24,19.93,21.69,73.6826,21.434,23.8052,UP,1
2001-04-25,21.5,19.79,73.3838,21.846,23.4527,DOWN,0
2001-04-26,20.16,22.31,73.0671,21.418,23.0622,UP,1
2001-04-27,21.86,21.0,72.7264,21.08,22.6569,UP,1
2001-04-30,22.7502,22.96,72.3673,21.24,22.2119,UP,1
2001-05-01,24.55,22.68,72.0095,22.164,21.8954,UP,1
2001-05-02,28.21,26.2,71.6405,23.506,21.7871,DOWN,0
2001-05-03,25.86,26.71,71.2701,24.646,21.618,DOWN,0
2001-05-04,25.17,24.15,70.8938,25.308,21.4452,UP,1
2001-05-07,26.28,26.44,70.4624,26.014,21.292,UP,1
2001-05-08,26.9,27.5,70.05,26.484,21.17,DOWN,0
2001-05-09,25.49,25.9,69.6634,25.94,21.0398,DOWN,0
2001-05-10,24.01,26.96,69.2525,25.57,20.925,UP,1
2001-05-11,24.25,23.92,68.8641,25.386,20.7925,DOWN,0
2001-05-14,22.33,24.0,68.4995,24.596,20.6941,UP,1
2001-05-15,22.53,22.24,68.1871,23.722,20.5747,UP,1
2001-05-16,24.68,22.1,67.8796,23.56,20.4821,DOWN,0
2001-05-17,23.1,24.72,67.582,23.378,20.3816,DOWN,0
2001-05-18,22.94,22.8,67.312,23.116,20.3404,UP,1
2001-05-21,26.65,22.86,67.053,23.98,20.4509,UP,1
2001-05-22,28.18,26.89,66.7711,25.11,20.6107,DOWN,0
2001-05-23,25.93,27.45,66.452,25.36,20.6731,UP,1
2001-05-24,27.09,26.12,66.129,26.158,20.7911,DOWN,0
2001-05-25,25.72,27.1,65.8048,26.714,20.9305,DOWN,0
2001-05-29,22.54,25.48,65.4891,25.892,21.0026,DOWN,0
2001-05-30,19.01,21.1,65.1407,24.058,20.974,DOWN,0
2001-05-31,18.6,18.72,64.7799,22.592,20.9735,UP,1
2001-06-01,18.83,19.15,64.4494,20.94,20.9651,DOWN,0
2001-06-04,17.84,19.23,64.097,19.364,20.8723,UP,1
2001-06-05,18.82,18.2,63.7186,18.62,20.8262,UP,1
2001-06-06,18.92,19.02,63.3436,18.602,20.8071,UP,1
2001-06-07,20.23,18.92,62.9678,18.928,20.7954,DOWN,0
2001-06-08,18.71,20.15,62.5895,18.904,20.7984,DOWN,0
2001-06-11,17.84,18.84,62.1787,18.904,20.8289,DOWN,0
2001-06-12,17.75,17.01,61.759,18.69,20.8477,DOWN,0
2001-06-13,16.73,18.05,61.3386,18.252,20.8773,DOWN,0
2001-06-14,15.07,16.53,60.8946,17.22,20.9274,DOWN,0
2001-06-15,14.74,15.0,60.422,16.426,20.986,DOWN,0
2001-06-18,13.53,14.94,59.9325,15.564,20.9866,DOWN,0
2001-06-19,13.29,14.82,59.4139,14.672,20.9836,DOWN,0
2001-06-20,12.0,12.75,58.8964,13.726,20.9566,DOWN,0
2001-06-21,11.08,12.06,58.3872,12.928,20.8646,UP,1
2001-06-22,11.33,11.32,57.9357,12.246,20.76,UP,1
2001-06-25,11.68,11.76,57.4153,11.876,20.66,UP,1
2001-06-26,12.38,11.27,56.9094,11.694,20.602,UP,1
2001-06-27,12.64,12.71,56.4198,11.822,20.5374,UP,1
2001-06-28,13.15,13.14,55.9396,12.236,20.4116,UP,1
2001-06-29,13.7,13.88,55.4481,12.71,20.2396,DOWN,0
2001-07-02,13.34,13.61,54.9364,13.042,20.0354,DOWN,0
2001-07-03,13.16,13.12,54.4119,13.198,19.8596,DOWN,0
2001-07-05,12.67,12.85,53.8483,13.204,19.7144,DOWN,0
2001-07-06,11.78,11.78,53.2579,12.93,19.52,DOWN,0
2001-07-09,11.63,11.85,52.6104,12.516,19.3494,DOWN,0
