ticker,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-12-05,28.77,28.74,27.0819,29.292,26.5884,UP,1
2005-12-06,29.35,28.8,27.0764,29.254,26.6916,DOWN,0
2005-12-07,29.04,29.3,27.0751,29.238,26.7936,UP,1
2005-12-08,29.11,29.15,27.0713,29.136,26.904,UP,1
2005-12-09,29.53,29.29,27.0699,29.16,27.0216,UP,1
2005-12-12,29.54,29.81,27.0675,29.314,27.1376,DOWN,0
2005-12-13,29.35,29.4,27.0666,29.314,27.2496,UP,1
2005-12-14,29.83,29.28,27.0667,29.472,27.3846,DOWN,0
2005-12-15,29.83,29.84,27.0669,29.616,27.5228,UP,1
2005-12-16,29.86,29.76,27.0646,29.682,27.658,DOWN,0
2005-12-19,28.93,29.75,27.0554,29.56,27.7654,DOWN,0
2005-12-20,28.0,28.9,27.0441,29.29,27.8542,UP,1
2005-12-21,28.6,28.16,27.0364,29.044,27.9528,DOWN,0
2005-12-22,28.37,28.79,27.03,28.752,28.0556,DOWN,0
2005-12-23,28.02,27.56,27.0265,28.384,28.1308,DOWN,0
2005-12-27,27.84,28.05,27.022,28.166,28.1852,DOWN,0
2005-12-28,27.7,27.78,27.0203,28.106,28.217,DOWN,0
2005-12-29,27.5,27.58,27.0181,27.886,28.2512,DOWN,0
2005-12-30,27.0,27.23,27.0136,27.612,28.2662,UP,1
2006-01-03,27.91,27.2,27.0132,27.59,28.3048,UP,1
2006-01-04,28.06,28.04,27.0186,27.634,28.336,UP,1
2006-01-05,28.21,28.0,27.0269,27.736,28.3632,UP,1
2006-01-06,28.98,29.03,27.0375,28.032,28.421,UP,1
2006-01-09,29.04,28.97,27.043,28.44,28.487,DOWN,0
2006-01-10,28.63,28.89,27.0492,28.584,28.5486,UP,1
2006-01-11,30.44,28.65,27.0697,29.06,28.615,UP,1
2006-01-12,32.67,30.21,27.0947,29.952,28.7218,DOWN,0
2006-01-13,32.12,31.85,27.117,30.58,28.8258,DOWN,0
2006-01-17,31.73,31.62,27.1394,31.118,28.8984,DOWN,0
2006-01-18,31.37,31.56,27.1581,31.666,28.961,UP,1
2006-01-19,32.58,31.51,27.1849,32.094,29.0516,DOWN,0
2006-01-20,31.1401,32.43,27.1984,31.788,29.1234,DOWN,0
2006-01-23,30.96,31.04,27.2074,31.556,29.1862,DOWN,0
2006-01-24,30.39,30.92,27.2166,31.288,29.2424,DOWN,0
2006-01-25,30.36,31.24,27.2257,31.086,29.305,UP,1
2006-01-26,30.48,30.66,27.2339,30.666,29.3546,UP,1
2006-01-27,31.63,30.6,27.2524,30.764,29.4212,UP,1
2006-01-30,31.9,31.62,27.2752,30.952,29.503,DOWN,0
2006-01-31,31.2,31.95,27.3017,31.114,29.562,UP,1
2006-02-01,31.39,31.0,27.3287,31.32,29.5976,DOWN,0
2006-02-02,30.81,31.25,27.3476,31.386,29.6366,UP,1
2006-02-03,31.14,30.6,27.3716,31.288,29.679,DOWN,0
2006-02-06,30.83,30.76,27.3895,31.074,29.7202,UP,1
2006-02-07,30.85,30.81,27.4109,31.004,29.7482,UP,1
2006-02-08,31.37,31.13,27.4313,31.0,29.7902,UP,1
2006-02-09,31.4,31.29,27.4548,31.118,29.829,DOWN,0
2006-02-10,31.33,31.35,27.477,31.156,29.8648,UP,1
2006-02-13,31.43,31.33,27.5023,31.276,29.911,DOWN,0
2006-02-14,31.4,31.67,27.526,31.386,29.9466,DOWN,0
2006-02-15,31.16,31.27,27.5469,31.344,29.9816,UP,1
2006-02-16,33.58,34.02,27.5802,31.78,30.0778,DOWN,0
2006-02-17,33.04,33.335,27.6064,32.122,30.1516,DOWN,0
2006-02-21,32.93,33.03,27.6323,32.422,30.2294,UP,1
2006-02-22,33.45,32.99,27.6586,32.832,30.3162,DOWN,0
2006-02-23,32.54,33.27,27.6802,33.108,30.3764,UP,1
2006-02-24,32.57,32.47,27.7055,32.906,30.437,UP,1
2006-02-27,33.5,32.66,27.7345,32.998,30.52,DOWN,0
2006-02-28,33.16,33.39,27.7569,33.044,30.5866,UP,1
2006-03-01,34.19,33.13,27.7814,33.192,30.6738,UP,1
2006-03-02,34.21,34.0,27.8054,33.526,30.7608,DOWN,0
2006-03-03,33.86,33.86,27.827,33.784,30.8594,DOWN,0
2006-03-06,33.67,33.85,27.8463,33.818,30.9728,DOWN,0
2006-03-07,33.31,33.42,27.863,33.848,31.067,UP,1
2006-03-08,33.49,33.2,27.8803,33.708,31.1694,DOWN,0
2006-03-09,33.14,33.65,27.8936,33.494,31.2718,UP,1
2006-03-10,33.18,33.22,27.9075,33.358,31.3786,DOWN,0
2006-03-13,33.08,33.14,27.9283,33.24,31.4862,UP,1
2006-03-14,33.89,32.93,27.953,33.356,31.614,UP,1
2006-03-15,34.24,34.115,27.9795,33.506,31.7588,UP,1
2006-03-16,34.51,34.49,28.0083,33.78,31.8908,UP,1
2006-03-17,35.05,34.81,28.0374,34.154,32.0306,DOWN,0
2006-03-20,34.92,35.11,28.0653,34.522,32.1648,DOWN,0
2006-03-21,34.54,34.81,28.0942,34.652,32.276,UP,1
2006-03-22,34.85,34.46,28.1226,34.774,32.3922,UP,1
2006-03-23,35.12,35.29,28.153,34.896,32.522,DOWN,0
2006-03-24,34.98,35.1,28.1819,34.882,32.6128,UP,1
2006-03-27,35.05,34.81,28.209,34.908,32.6604,DOWN,0
2006-03-28,34.85,35.0,28.2361,34.97,32.715,UP,1
2006-03-29,35.62,35.02,28.2648,35.124,32.7928,UP,1
2006-03-30,36.19,35.76,28.2972,35.338,32.8892,DOWN,0
2006-03-31,36.03,36.8,28.3283,35.548,32.9582,UP,1
2006-04-03,36.07,36.42,28.3586,35.752,33.0568,DOWN,0
2006-04-04,36.0,36.03,28.3884,35.982,33.1576,UP,1
2006-04-05,37.07,36.1,28.4236,36.272,33.2912,UP,1
2006-04-06,37.23,37.0,28.4598,36.48,33.4286,DOWN,0
2006-04-07,36.7,37.295,28.4942,36.614,33.553,DOWN,0
2006-04-10,36.52,36.85,28.5293,36.704,33.6508,DOWN,0
2006-04-11,36.43,36.68,28.5663,36.79,33.7414,DOWN,0
2006-04-12,35.93,36.14,28.6007,36.562,33.836,UP,1
2006-04-13,37.25,35.88,28.6419,36.566,33.9532,DOWN,0
2006-04-17,36.77,37.5,28.6822,36.58,34.0724,UP,1
2006-04-18,37.76,36.97,28.7297,36.828,34.2048,UP,1
2006-04-19,37.79,37.75,28.7777,37.1,34.344,DOWN,0
2006-04-20,37.76,37.89,28.8238,37.466,34.4822,DOWN,0
2006-04-21,36.91,37.825,28.8706,37.398,34.593,UP,1
2006-04-24,37.19,36.91,28.9192,37.482,34.7088,DOWN,0
2006-04-25,36.96,37.18,28.9649,37.322,34.8214,UP,1
2006-04-26,37.06,36.93,29.0105,37.176,34.934,UP,1
2006-04-27,37.25,37.01,29.0536,37.074,35.051,DOWN,0
2006-04-28,37.07,37.21,29.096,37.106,35.1692,DOWN,0
2006-05-01,36.36,37.22,29.1335,36.94,35.2248,DOWN,0
2006-05-02,35.74,36.52,29.1672,36.696,35.2788,UP,1
2006-05-03,35.97,35.73,29.2036,36.478,35.3396,UP,1
2006-05-04,37.0,35.9,29.2459,36.428,35.4106,UP,1
2006-05-05,37.58,37.03,29.2921,36.53,35.5114,DOWN,0
2006-05-08,37.18,37.53,29.343,36.694,35.6036,DOWN,0
2006-05-09,37.02,37.28,29.3913,36.95,35.674,DOWN,0
2006-05-10,36.19,36.97,29.4369,36.994,35.7346,DOWN,0
2006-05-11,34.86,35.95,29.4777,36.566,35.748,DOWN,0
2006-05-12,33.78,34.75,29.5136,35.806,35.7394,DOWN,0
2006-05-15,33.31,33.55,29.5494,35.032,35.7284,DOWN,0
2006-05-16,32.58,33.211,29.5847,34.144,35.7066,UP,1
2006-05-17,32.77,32.36,29.6185,33.46,35.6958,UP,1
2006-05-18,32.9,32.99,29.6535,33.068,35.684,UP,1
2006-05-19,33.79,33.34,29.6963,33.07,35.697,UP,1
2006-05-22,33.94,33.61,29.7385,33.196,35.7122,DOWN,0
2006-05-23,33.53,34.52,29.7833,33.386,35.7212,DOWN,0
2006-05-24,33.48,33.39,29.832,33.528,35.713,DOWN,0
2006-05-25,33.36,32.78,29.8823,33.62,35.6954,UP,1
2006-05-26,33.84,33.41,29.9376,33.63,35.682,DOWN,0
2006-05-30,32.33,33.58,29.9853,33.308,35.6276,DOWN,0
2006-05-31,32.0,32.44,30.0294,33.002,35.5692,UP,1
2006-06-01,32.5,31.9,30.0723,32.806,35.5284,DOWN,0
2006-06-02,32.35,32.9,30.1156,32.604,35.4784,DOWN,0
2006-06-05,31.69,32.23,30.1514,32.174,35.4098,DOWN,0
2006-06-06,31.17,31.79,30.1818,31.942,35.3336,UP,1
2006-06-07,31.29,31.29,30.2151,31.8,35.2584,DOWN,0
2006-06-08,31.05,31.11,30.2518,31.51,35.1824,UP,1
2006-06-09,31.79,31.03,30.2923,31.398,35.1058,DOWN,0
2006-06-12,31.3,31.84,30.3319,31.32,35.008,UP,1
2006-06-13,32.18,31.34,30.3741,31.522,34.931,UP,1
2006-06-14,33.17,32.25,30.421,31.898,34.873,UP,1
2006-06-15,34.69,33.5,30.4751,32.626,34.8468,DOWN,0
2006-06-16,34.53,34.63,30.5308,33.174,34.796,DOWN,0
2006-06-19,34.17,34.68,30.583,33.748,34.7348,DOWN,0
2006-06-20,34.14,34.4,30.6363,34.14,34.6836,UP,1
2006-06-21,34.86,34.05,30.6937,34.478,34.6504,UP,1
2006-06-22,34.97,34.79,30.7509,34.534,34.6212,DOWN,0
2006-06-23,34.86,34.83,30.8072,34.6,34.5998,DOWN,0
2006-06-26,34.61,34.98,30.8642,34.688,34.547,DOWN,0
2006-06-27,33.93,34.6,30.9173,34.646,34.4902,DOWN,0
2006-06-28,33.86,33.83,30.9703,34.446,34.4122,UP,1
2006-06-29,35.34,34.1,31.0318,34.52,34.3632,DOWN,0
2006-06-30,35.3,35.48,31.0935,34.608,34.314,DOWN,0
2006-07-03,35.12,35.52,31.1545,34.71,34.2782,DOWN,0
2006-07-05,34.18,34.88,31.2061,34.76,34.218,UP,1
2006-07-06,34.64,34.3,31.2584,34.916,34.1716,DOWN,0
2006-07-07,33.16,34.31,31.3035,34.48,34.0936,DOWN,0
2006-07-10,31.47,33.2,31.3423,33.714,33.978,DOWN,0
2006-07-11,30.73,31.41,31.3752,32.836,33.8512,DOWN,0
2006-07-12,28.6,29.99,31.3968,31.72,33.696,DOWN,0
2006-07-13,27.94,28.18,31.4155,30.38,33.54,DOWN,0
2006-07-14,26.92,27.685,31.4304,29.132,33.359,UP,1
2006-07-17,27.09,26.11,31.4479,28.256,33.1608,UP,1
2006-07-18,28.13,28.68,31.4703,27.736,32.9718,UP,1
2006-07-19,29.39,28.18,31.4986,27.894,32.816,UP,1
2006-07-20,29.74,30.25,31.5285,28.254,32.6704,DOWN,0
2006-07-21,28.83,29.52,31.5573,28.636,32.5232,UP,1
2006-07-24,29.93,28.9,31.5923,29.204,32.4246,UP,1
2006-07-25,30.31,30.1,31.6284,29.64,32.3552,DOWN,0
2006-07-26,30.14,30.32,31.6613,29.79,32.2918,DOWN,0
2006-07-27,29.22,30.21,31.6896,29.686,32.2246,UP,1
2006-07-28,29.83,29.2,31.7204,29.886,32.1658,DOWN,0
2006-07-31,29.65,29.93,31.7525,29.83,32.1008,DOWN,0
2006-08-01,29.31,29.51,31.7777,29.63,32.0112,UP,1
2006-08-02,29.86,29.16,31.8014,29.574,31.9296,UP,1
2006-08-03,30.15,29.7,31.8216,29.76,31.862,DOWN,0
2006-08-04,30.09,30.45,31.8431,29.812,31.7942,DOWN,0
2006-08-07,29.33,30.02,31.8585,29.748,31.7136,DOWN,0
2006-08-08,28.99,29.55,31.8736,29.684,31.6166,UP,1
2006-08-09,29.0,29.5,31.8861,29.512,31.55,UP,1
2006-08-10,29.16,29.04,31.8976,29.314,31.4932,UP,1
2006-08-11,29.33,29.0,31.9138,29.162,31.4298,UP,1
2006-08-14,29.97,29.7,31.935,29.29,31.3822,UP,1
2006-08-15,31.7,30.85,31.9657,29.832,31.3824,UP,1
2006-08-16,32.39,32.0,31.9921,30.51,31.4068,DOWN,0
2006-08-17,32.34,32.2,32.0171,31.146,31.4278,UP,1
2006-08-18,33.91,32.29,32.0521,32.062,31.485,DOWN,0
2006-08-21,33.24,33.7,32.0778,32.716,31.514,UP,1
2006-08-22,34.25,33.1,32.1078,33.226,31.573,DOWN,0
2006-08-23,33.99,34.35,32.1375,33.546,31.6092,UP,1
2006-08-24,34.03,34.21,32.1699,33.884,31.6264,DOWN,0
2006-08-25,33.87,33.9,32.2002,33.876,31.61,UP,1
2006-08-28,34.2,33.77,32.2333,34.068,31.6034,UP,1
2006-08-29,34.38,34.08,32.269,34.094,31.6076,DOWN,0
2006-08-30,34.35,34.39,32.3008,34.166,31.6118,DOWN,0
2006-08-31,34.24,34.4,32.3305,34.208,31.5994,UP,1
2006-09-01,34.38,34.51,32.3633,34.31,31.5876,UP,1
2006-09-05,34.41,34.3,32.3941,34.352,31.5786,DOWN,0
2006-09-06,33.77,34.2,32.4149,34.23,31.5618,DOWN,0
2006-09-07,33.28,33.63,32.437,34.016,31.5488,UP,1
2006-09-08,33.98,33.2,32.4618,33.964,31.5512,DOWN,0
2006-09-11,33.68,33.57,32.4864,33.824,31.518,UP,1
2006-09-12,33.94,33.53,32.5088,33.73,31.4908,DOWN,0
2006-09-13,33.66,33.81,32.5308,33.708,31.4616,UP,1
2006-09-14,34.25,33.4,32.5547,33.902,31.463,DOWN,0
2006-09-15,33.77,34.4,32.5759,33.86,31.4456,UP,1
2006-09-18,35.02,33.65,32.6054,34.128,31.4828,UP,1
2006-09-19,35.99,35.2,32.6372,34.538,31.5732,UP,1
2006-09-20,36.63,36.18,32.6733,35.132,31.6912,DOWN,0
2006-09-21,36.26,36.66,32.7108,35.534,31.8444,DOWN,0
2006-09-22,35.98,36.15,32.7439,35.976,32.0052,UP,1
2006-09-25,36.89,36.1,32.7832,36.35,32.2046,UP,1
2006-09-26,37.01,36.75,32.8227,36.554,32.403,DOWN,0
2006-09-27,36.65,36.89,32.8583,36.558,32.5734,UP,1
2006-09-28,37.47,36.82,32.8979,36.8,32.735,DOWN,0
2006-09-29,37.01,37.32,32.9362,37.006,32.8804,DOWN,0
2006-10-02,36.85,36.84,32.9713,36.998,33.0408,UP,1
2006-10-03,37.4,36.85,33.0092,37.076,33.1902,UP,1
2006-10-04,38.16,37.2,33.0507,37.378,33.3472,DOWN,0
2006-10-05,37.63,38.0,33.0942,37.41,33.497,DOWN,0
2006-10-06,36.88,37.19,33.1386,37.384,33.6502,UP,1
2006-10-09,37.76,36.75,33.1844,37.566,33.8088,UP,1
2006-10-10,38.23,37.84,33.2337,37.732,33.9804,UP,1
2006-10-11,38.48,37.98,33.286,37.796,34.1638,DOWN,0
2006-10-12,38.41,38.51,33.3388,37.952,34.3348,UP,1
2006-10-13,39.57,38.2,33.3982,38.49,34.5232,UP,1
2006-10-16,39.63,39.03,33.4588,38.864,34.714,DOWN,0
2006-10-17,38.33,39.35,33.5155,38.884,34.894,DOWN,0
2006-10-18,37.84,37.85,33.5651,38.756,35.071,DOWN,0
2006-10-19,37.68,37.55,33.6132,38.61,35.2446,DOWN,0
2006-10-20,37.49,37.81,33.6596,38.194,35.4112,DOWN,0
2006-10-23,37.39,37.35,33.7017,37.746,35.5724,DOWN,0
2006-10-24,36.7,37.46,33.74,37.42,35.707,UP,1
2006-10-25,36.99,36.79,33.7818,37.25,35.8128,UP,1
2006-10-26,37.42,36.79,33.8167,37.198,35.9134,DOWN,0
2006-10-27,35.78,37.44,33.8322,36.856,35.9822,UP,1
2006-10-30,36.96,35.66,33.8564,36.77,36.0432,DOWN,0
2006-10-31,36.5,37.1,33.8803,36.73,36.1084,DOWN,0
2006-11-01,36.01,36.59,33.9035,36.534,36.1436,DOWN,0
2006-11-02,35.54,36.05,33.9183,36.158,36.1746,UP,1
2006-11-03,36.0,35.61,33.9426,36.202,36.214,UP,1
2006-11-06,36.44,36.22,33.97,36.098,36.2654,UP,1
2006-11-07,36.71,36.41,34.0016,36.14,36.3156,DOWN,0
2006-11-08,36.62,36.71,34.0329,36.262,36.3604,DOWN,0
2006-11-09,36.17,36.91,34.0613,36.388,36.3968,UP,1
2006-11-10,36.9,36.11,34.0877,36.568,36.45,UP,1
2006-11-13,37.52,37.065,34.1158,36.784,36.5128,UP,1
2006-11-14,38.03,37.43,34.1499,37.048,36.5852,DOWN,0
2006-11-15,38.0,38.285,34.183,37.324,36.6698,UP,1
2006-11-16,39.96,37.96,34.2287,38.082,36.8034,DOWN,0
2006-11-17,39.96,39.76,34.2728,38.694,36.923,UP,1
2006-11-20,39.98,39.33,34.3186,39.186,37.049,UP,1
2006-11-21,40.99,40.05,34.3692,39.778,37.19,UP,1
2006-11-22,41.28,41.12,34.4188,40.434,37.3424,DOWN,0
2006-11-24,40.96,40.59,34.4666,40.634,37.4766,DOWN,0
2006-11-27,39.43,40.62,34.5071,40.528,37.5898,UP,1
2006-11-28,39.69,39.195,34.5484,40.47,37.6832,UP,1
2006-11-29,39.8,39.75,34.5904,40.232,37.7594,DOWN,0
2006-11-30,39.28,39.75,34.631,39.832,37.8124,DOWN,0
2006-12-01,38.52,39.1,34.6557,39.344,37.8576,UP,1
2006-12-04,39.39,38.8321,34.6875,39.336,37.9258,UP,1
2006-12-05,39.54,39.34,34.7205,39.306,37.9788,DOWN,0
2006-12-06,38.92,39.39,34.7479,39.13,38.017,UP,1
2006-12-07,39.33,39.16,34.7818,39.14,38.0706,UP,1
2006-12-08,39.49,39.03,34.8164,39.334,38.111,DOWN,0
2006-12-11,39.39,39.51,34.8459,39.334,38.1586,UP,1
2006-12-12,39.58,39.52,34.878,39.342,38.2132,DOWN,0
2006-12-13,39.05,39.9,34.9023,39.368,38.2462,UP,1
2006-12-14,40.06,39.1,34.9315,39.514,38.2842,UP,1
2006-12-15,41.0,40.5,34.9672,39.816,38.3516,DOWN,0
2006-12-18,40.65,40.97,35.0021,40.068,38.427,DOWN,0
2006-12-19,40.59,40.2836,35.0385,40.27,38.4836,DOWN,0
2006-12-20,40.24,40.65,35.0723,40.508,38.5238,DOWN,0
2006-12-21,40.09,40.39,35.107,40.514,38.556,DOWN,0
2006-12-22,39.57,39.99,35.139,40.228,38.5792,UP,1
2006-12-26,39.96,39.41,35.1734,40.09,38.587,DOWN,0
2006-12-27,39.86,40.37,35.2032,39.944,38.5916,DOWN,0
2006-12-28,39.8,39.7,35.231,39.856,38.621,DOWN,0
2006-12-29,39.28,39.58,35.2549,39.694,38.6498,UP,1
2007-01-03,39.95,39.5,35.2794,39.77,38.6952,DOWN,0
2007-01-04,39.57,39.93,35.3026,39.692,38.7368,DOWN,0
2007-01-05,39.07,39.57,35.3252,39.534,38.7704,UP,1
2007-01-08,40.23,39.65,35.3521,39.62,38.841,DOWN,0
2007-01-09,39.74,40.3,35.3752,39.712,38.896,DOWN,0
2007-01-10,39.73,39.36,35.399,39.668,38.9422,UP,1
2007-01-11,40.06,39.76,35.424,39.766,39.0278,DOWN,0
2007-01-12,39.8,39.8622,35.4488,39.912,39.0846,UP,1
2007-01-16,39.83,39.94,35.4698,39.832,39.1512,DOWN,0
2007-01-17,38.89,39.79,35.4833,39.662,39.2088,DOWN,0
2007-01-18,37.71,38.77,35.4917,39.258,39.2522,DOWN,0
2007-01-19,37.06,37.495,35.4967,38.658,39.2734,DOWN,0
2007-01-22,36.5,37.02,35.4992,37.998,39.2746,UP,1
2007-01-23,37.2,36.6484,35.4999,37.472,39.2844,UP,1
2007-01-24,37.64,37.26,35.5019,37.222,39.3048,DOWN,0
2007-01-25,37.15,37.57,35.5042,37.11,39.3244,DOWN,0
2007-01-26,36.73,37.19,35.5052,37.044,39.321,UP,1
2007-01-29,36.91,36.6,35.5076,37.126,39.3088,UP,1
2007-01-30,37.68,37.12,35.5163,37.222,39.3018,DOWN,0
2007-01-31,37.6,37.76,35.5181,37.214,39.2938,DOWN,0
2007-02-01,37.31,37.9,35.5208,37.246,39.2408,UP,1
2007-02-02,37.33,37.46,35.5187,37.366,39.1882,UP,1
2007-02-05,37.52,37.17,35.5173,37.488,39.139,DOWN,0
2007-02-06,37.12,37.62,35.5141,37.376,39.0616,UP,1
2007-02-07,38.12,37.34,35.5202,37.48,38.9984,UP,1
2007-02-08,38.24,38.2,35.5254,37.666,38.944,DOWN,0
2007-02-09,37.7,38.4,35.5291,37.74,38.9094,UP,1
2007-02-12,37.76,37.71,35.5326,37.788,38.8708,DOWN,0
2007-02-13,37.34,37.79,35.533,37.832,38.8216,UP,1
2007-02-14,38.41,37.4,35.5398,37.89,38.8042,UP,1
2007-02-15,40.3,38.53,35.5595,38.302,38.8398,DOWN,0
2007-02-16,40.01,40.105,35.5808,38.764,38.8522,UP,1
2007-02-20,40.49,40.01,35.6034,39.31,38.8712,DOWN,0
2007-02-21,40.1,40.2,35.6189,39.862,38.8948,DOWN,0
2007-02-22,39.88,40.18,35.6304,40.156,38.9058,UP,1
2007-02-23,40.09,39.92,35.645,40.114,38.9178,DOWN,0
2007-02-26,39.65,40.35,35.6581,40.042,38.923,DOWN,0
2007-02-27,37.75,39.27,35.6659,39.494,38.8864,UP,1
2007-02-28,38.67,38.04,35.685,39.208,38.8788,DOWN,0
2007-03-01,38.15,37.75,35.7068,38.862,38.8406,DOWN,0
2007-03-02,37.32,37.95,35.7269,38.308,38.767,DOWN,0
2007-03-05,36.8,37.05,35.748,37.738,38.69,UP,1
2007-03-06,37.31,37.04,35.7707,37.65,38.6244,DOWN,0
2007-03-07,36.47,37.02,35.7885,37.21,38.549,UP,1
2007-03-08,37.72,36.95,35.8082,37.124,38.5016,DOWN,0
2007-03-09,37.69,37.98,35.8269,37.198,38.464,UP,1
2007-03-12,38.23,37.6,35.8504,37.484,38.4294,DOWN,0
2007-03-13,36.16,37.77,35.8638,37.254,38.3554,UP,1
2007-03-14,36.3,36.4,35.8785,37.22,38.2854,UP,1
2007-03-15,36.55,36.16,35.8921,36.986,38.2308,UP,1
2007-03-16,36.72,36.55,35.914,36.792,38.1662,DOWN,0
2007-03-19,36.37,36.87,35.9359,36.42,38.1022,UP,1
2007-03-20,36.82,36.38,35.9575,36.552,38.0572,UP,1
2007-03-21,37.98,36.91,35.9856,36.888,38.0122,DOWN,0
2007-03-22,37.65,38.2,36.0154,37.108,37.9704,UP,1
2007-03-23,38.13,38.31,36.0502,37.39,37.9384,UP,1
2007-03-26,38.52,38.13,36.0864,37.82,37.9076,DOWN,0
2007-03-27,38.02,38.34,36.1212,38.06,37.872,DOWN,0
2007-03-28,36.42,37.81,36.1444,37.748,37.8038,DOWN,0
2007-03-29,36.39,36.61,36.1698,37.496,37.7538,UP,1
2007-03-30,36.52,36.5,36.1915,37.174,37.73,DOWN,0
2007-04-02,35.91,36.48,36.2052,36.652,37.707,UP,1
2007-04-03,36.42,36.0,36.2139,36.332,37.7054,DOWN,0
2007-04-04,36.25,36.34,36.2225,36.298,37.6864,UP,1
2007-04-05,36.51,36.18,36.2342,36.322,37.6638,DOWN,0
2007-04-09,36.07,36.73,36.2438,36.232,37.6422,DOWN,0
2007-04-10,35.62,35.9865,36.2476,36.174,37.62,DOWN,0
2007-04-11,35.17,35.62,36.2486,35.924,37.5852,UP,1
2007-04-12,35.59,34.86,36.2523,35.792,37.5434,UP,1
2007-04-13,35.91,35.66,36.2588,35.672,37.5096,DOWN,0
2007-04-16,35.83,36.02,36.2683,35.624,37.48,DOWN,0
2007-04-17,35.35,35.78,36.2757,35.57,37.4404,UP,1
2007-04-18,35.47,35.13,36.2764,35.63,37.3994,DOWN,0
2007-04-19,35.19,35.07,36.2758,35.55,37.3608,DOWN,0
2007-04-20,34.93,35.72,36.2749,35.354,37.297,UP,1
2007-04-23,35.25,35.19,36.2802,35.238,37.2372,UP,1
2007-04-24,35.65,35.27,36.2853,35.298,37.1962,UP,1
2007-04-25,36.12,35.8,36.3001,35.428,37.1634,UP,1
2007-04-26,37.24,35.78,36.3289,35.838,37.1614,UP,1
2007-04-27,37.81,37.0,36.3643,36.414,37.1494,DOWN,0
2007-04-30,37.21,37.8,36.4074,36.806,37.0876,DOWN,0
2007-05-01,37.08,37.16,36.4531,37.092,37.029,UP,1
2007-05-02,37.8,37.0,36.5075,37.428,36.9752,UP,1
2007-05-03,38.42,37.91,36.5641,37.664,36.9416,DOWN,0
2007-05-04,38.16,38.7,36.6143,37.734,36.9072,DOWN,0
2007-05-07,37.91,38.12,36.6569,37.874,36.8636,UP,1
2007-05-08,38.57,37.74,36.701,38.172,36.842,DOWN,0
2007-05-09,38.52,38.25,36.7495,38.316,36.8574,DOWN,0
2007-05-10,38.23,38.3,36.791,38.278,36.8486,UP,1
2007-05-11,39.05,38.11,36.8347,38.456,36.8666,DOWN,0
2007-05-14,38.68,39.0,36.8774,38.61,36.8938,DOWN,0
2007-05-15,37.48,38.2,36.9187,38.392,36.9074,DOWN,0
2007-05-16,37.39,37.83,36.9565,38.166,36.909,DOWN,0
2007-05-17,37.13,37.5,36.9939,37.946,36.9222,UP,1
2007-05-18,37.99,37.33,37.0373,37.734,36.9276,UP,1
2007-05-21,38.21,38.07,37.079,37.64,36.938,DOWN,0
2007-05-22,37.84,38.0,37.1175,37.712,36.9302,UP,1
2007-05-23,38.06,37.88,37.1573,37.846,36.9682,DOWN,0
2007-05-24,31.76,31.97,37.1695,36.772,36.8774,UP,1
2007-05-25,31.8,32.01,37.1835,35.534,36.7824,DOWN,0
2007-05-29,31.36,31.82,37.1953,34.164,36.6752,UP,1
2007-05-30,31.48,31.18,37.2069,32.892,36.5774,UP,1
2007-05-31,32.1599,31.61,37.221,31.712,36.4842,DOWN,0
2007-06-01,30.74,32.44,37.2249,31.508,36.3394,UP,1
2007-06-04,31.2,31.11,37.2224,31.388,36.2104,UP,1
2007-06-05,31.75,31.1,37.2192,31.466,36.0828,DOWN,0
2007-06-06,31.25,31.5,37.2137,31.42,35.9374,DOWN,0
2007-06-07,30.54,31.05,37.1969,31.096,35.7878,UP,1
2007-06-08,31.47,30.5,37.188,31.242,35.6888,DOWN,0
2007-06-11,31.23,31.28,37.1729,31.248,35.5856,DOWN,0
2007-06-12,30.58,31.0,37.1559,31.014,35.4668,UP,1
2007-06-13,30.86,30.82,37.14,30.936,35.3658,UP,1
2007-06-14,31.21,30.81,37.1267,31.07,35.2616,UP,1
2007-06-15,31.89,31.61,37.1152,31.154,35.1744,UP,1
2007-06-18,31.91,31.83,37.1028,31.29,35.0824,UP,1
2007-06-19,33.21,31.96,37.0971,31.816,35.0252,DOWN,0
2007-06-20,32.03,33.25,37.0861,32.05,34.9534,UP,1
2007-06-21,32.4,32.12,37.0762,32.288,34.898,DOWN,0
2007-06-22,31.2,32.19,37.0601,32.15,34.8102,UP,1
2007-06-25,31.28,31.13,37.0477,32.024,34.7176,DOWN,0
2007-06-26,30.98,31.54,37.0362,31.578,34.6206,UP,1
2007-06-27,31.53,30.6,37.0239,31.478,34.5442,DOWN,0
2007-06-28,30.25,30.38,37.0068,31.048,34.4398,DOWN,0
2007-06-29,29.19,29.98,36.983,30.646,34.3198,DOWN,0
2007-07-02,28.91,29.5,36.9593,30.172,34.1994,DOWN,0
2007-07-03,28.68,29.04,36.9314,29.712,34.068,UP,1
2007-07-05,28.98,28.83,36.9075,29.202,33.9346,UP,1
2007-07-06,29.62,29.23,36.8805,29.076,33.8046,DOWN,0
2007-07-09,29.31,29.62,36.8471,29.1,33.646,UP,1
