ticker,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-04-08,118.0,119.17,115.5477,118.332,119.5042,UP,1
2005-04-11,118.09,118.29,115.5662,118.424,119.5174,UP,1
2005-04-12,118.7,117.89,115.5905,118.526,119.5428,DOWN,0
2005-04-13,117.3,118.56,115.6098,118.266,119.5256,DOWN,0
2005-04-14,115.77,117.44,115.619,117.572,119.4628,DOWN,0
2005-04-15,114.15,115.74,115.6171,116.802,119.3604,UP,1
2005-04-18,114.5,114.12,115.6249,116.084,119.2682,UP,1
2005-04-19,115.41,115.1,115.6376,115.426,119.1718,DOWN,0
2005-04-20,113.8,115.4,115.6471,114.726,119.0464,UP,1
2005-04-21,116.01,114.79,115.6661,114.774,118.9624,DOWN,0
2005-04-22,115.57,115.74,115.6868,115.058,118.8876,UP,1
2005-04-25,116.33,115.86,115.7098,115.424,118.8194,DOWN,0
2005-04-26,115.2,115.96,115.7269,115.382,118.708,UP,1
2005-04-27,115.65,114.86,115.7459,115.752,118.6074,DOWN,0
2005-04-28,114.2,115.27,115.7593,115.39,118.4688,UP,1
2005-04-29,115.75,115.07,115.784,115.426,118.3596,UP,1
2005-05-02,116.4,116.07,115.8125,115.44,118.283,UP,1
2005-05-03,116.6,116.07,115.8443,115.72,118.2072,UP,1
2005-05-04,117.5,116.65,115.8736,116.09,118.1852,DOWN,0
2005-05-05,117.46,117.67,115.913,116.742,118.1454,DOWN,0
2005-05-06,117.09,117.93,115.949,117.01,118.0824,UP,1
2005-05-09,117.82,117.21,115.9933,117.294,118.0102,DOWN,0
2005-05-10,116.6,117.36,116.0326,117.294,117.9296,UP,1
2005-05-11,117.24,116.93,116.0699,117.242,117.8498,DOWN,0
2005-05-12,115.95,117.32,116.0992,116.94,117.7454,DOWN,0
2005-05-13,115.72,116.3,116.1249,116.666,117.6354,UP,1
2005-05-16,116.8,115.7,116.1547,116.462,117.5168,UP,1
2005-05-17,117.58,116.43,116.1873,116.658,117.4126,UP,1
2005-05-18,118.79,118.07,116.2302,116.968,117.3418,UP,1
2005-05-19,119.29,119.02,116.2756,117.636,117.3082,DOWN,0
2005-05-20,119.12,119.34,116.3292,118.316,117.2658,UP,1
2005-05-23,119.78,119.21,116.3939,118.912,117.2536,DOWN,0
2005-05-24,119.5,119.44,116.4564,119.296,117.2208,DOWN,0
2005-05-25,119.41,119.35,116.5115,119.42,117.2062,UP,1
2005-05-26,120.05,119.79,116.571,119.572,117.2248,UP,1
2005-05-27,120.25,120.06,116.6373,119.798,117.2426,DOWN,0
2005-05-31,119.48,120.08,116.6988,119.738,117.2614,UP,1
2005-06-01,120.5,119.52,116.7598,119.938,117.3094,UP,1
2005-06-02,120.76,120.23,116.819,120.208,117.3866,DOWN,0
2005-06-03,120.15,120.55,116.8696,120.228,117.4496,DOWN,0
2005-06-06,120.04,120.02,116.9213,120.186,117.5076,UP,1
2005-06-07,120.13,120.39,116.9695,120.316,117.564,DOWN,0
2005-06-08,119.91,120.43,117.0181,120.198,117.6316,UP,1
2005-06-09,120.48,119.74,117.0687,120.142,117.6776,DOWN,0
2005-06-10,120.2,120.56,117.1142,120.152,117.7224,UP,1
2005-06-13,120.58,119.94,117.1616,120.26,117.7854,UP,1
2005-06-14,120.86,120.45,117.2087,120.406,117.85,UP,1
2005-06-15,121.09,121.16,117.2615,120.642,117.908,UP,1
2005-06-16,121.4,121.09,117.3129,120.826,117.964,DOWN,0
2005-06-17,121.36,121.54,117.3631,121.058,118.0064,UP,1
2005-06-20,121.4,121.08,117.4072,121.222,118.0744,UP,1
2005-06-21,121.47,121.5,117.454,121.344,118.142,UP,1
2005-06-22,121.57,121.68,117.4975,121.44,118.1994,DOWN,0
2005-06-23,119.86,121.32,117.5339,121.132,118.2506,DOWN,0
2005-06-24,118.98,119.88,117.5664,120.656,118.3148,UP,1
2005-06-27,119.15,118.97,117.5969,120.206,118.4148,UP,1
2005-06-28,120.15,119.4,117.6305,119.942,118.5278,DOWN,0
2005-06-29,119.83,120.37,117.6613,119.594,118.6162,DOWN,0
2005-06-30,119.18,120.22,117.6932,119.458,118.7238,UP,1
2005-07-01,119.53,119.45,117.7252,119.568,118.7942,UP,1
2005-07-05,120.49,119.43,117.7619,119.836,118.8926,DOWN,0
2005-07-06,119.48,120.39,117.7969,119.702,118.9556,UP,1
2005-07-07,119.95,118.28,117.8319,119.726,119.0506,UP,1
2005-07-08,121.32,119.97,117.8807,120.154,119.164,UP,1
2005-07-11,121.94,121.33,117.9357,120.636,119.3188,UP,1
2005-07-12,122.26,121.89,117.9897,120.99,119.449,UP,1
2005-07-13,122.43,122.27,118.0481,121.58,119.5696,UP,1
2005-07-14,122.91,122.91,118.1062,122.172,119.6958,DOWN,0
2005-07-15,122.84,122.79,118.1612,122.476,119.8026,DOWN,0
2005-07-18,122.35,122.5,118.2142,122.558,119.9004,UP,1
2005-07-19,123.02,122.71,118.261,122.71,120.019,UP,1
2005-07-20,123.44,122.59,118.309,122.912,120.1314,DOWN,0
2005-07-21,122.72,123.55,118.3531,122.874,120.2538,UP,1
2005-07-22,123.54,122.88,118.3977,123.014,120.3798,DOWN,0
2005-07-25,123.19,123.41,118.4464,123.182,120.5246,UP,1
2005-07-26,123.34,123.23,118.5006,123.246,120.677,UP,1
2005-07-27,123.79,123.5,118.5547,123.316,120.8168,UP,1
2005-07-28,124.57,123.99,118.6149,123.686,120.9566,DOWN,0
2005-07-29,123.74,124.41,118.6759,123.726,121.0556,DOWN,0
2005-08-01,123.65,123.83,118.7409,123.818,121.1428,UP,1
2005-08-02,124.39,123.87,118.8066,124.028,121.2482,UP,1
2005-08-03,124.72,124.25,118.8718,124.214,121.347,DOWN,0
2005-08-04,123.72,124.23,118.9367,124.044,121.4314,DOWN,0
2005-08-05,122.88,123.45,118.9985,123.872,121.5008,DOWN,0
2005-08-08,122.65,123.17,119.0555,123.672,121.5528,UP,1
2005-08-09,123.39,123.06,119.1225,123.472,121.6156,DOWN,0
2005-08-10,123.33,123.82,119.1899,123.194,121.6926,UP,1
2005-08-11,123.82,123.27,119.2513,123.214,121.759,DOWN,0
2005-08-12,123.06,123.57,119.3022,123.25,121.805,UP,1
2005-08-15,123.82,123.22,119.3552,123.484,121.8784,DOWN,0
2005-08-16,122.21,123.44,119.4002,123.248,121.9218,DOWN,0
2005-08-17,122.2,122.19,119.4437,123.022,121.9632,DOWN,0
2005-08-18,122.19,122.05,119.4869,122.696,122.0088,UP,1
2005-08-19,122.47,122.63,119.5243,122.578,122.0486,DOWN,0
2005-08-22,122.47,122.58,119.5539,122.308,122.094,DOWN,0
2005-08-23,122.24,122.5,119.5787,122.314,122.1272,DOWN,0
2005-08-24,121.15,121.94,119.5989,122.104,122.133,UP,1
2005-08-25,121.59,121.35,119.6225,121.984,122.143,DOWN,0
2005-08-26,120.76,121.48,119.6414,121.642,122.1302,UP,1
2005-08-29,121.69,120.476,119.6606,121.486,122.1368,DOWN,0
2005-08-30,121.05,121.25,119.6719,121.248,122.1298,UP,1
2005-08-31,122.58,121.19,119.6911,121.534,122.152,DOWN,0
2005-09-01,122.49,122.51,119.7142,121.714,122.1704,DOWN,0
2005-09-02,122.27,122.85,119.7326,122.016,122.2186,UP,1
2005-09-06,123.7,122.66,119.7574,122.418,122.313,UP,1
2005-09-07,123.91,123.63,119.7899,122.99,122.4082,DOWN,0
2005-09-08,123.5,123.66,119.8175,123.174,122.4752,UP,1
2005-09-09,124.6,123.83,119.8497,123.596,122.5706,DOWN,0
2005-09-12,124.35,124.45,119.8792,124.012,122.674,DOWN,0
2005-09-13,123.66,124.11,119.9058,124.004,122.7566,DOWN,0
2005-09-14,123.21,123.75,119.9328,123.864,122.811,DOWN,0
2005-09-15,123.15,123.51,119.9591,123.794,122.8844,UP,1
2005-09-16,123.5,123.205,119.9804,123.574,122.9554,DOWN,0
2005-09-19,123.09,123.47,119.9992,123.322,122.9908,DOWN,0
2005-09-20,122.05,123.21,120.0132,123.0,122.993,DOWN,0
2005-09-21,120.91,121.79,120.0217,122.54,122.966,UP,1
2005-09-22,121.34,120.95,120.0379,122.178,122.9442,UP,1
2005-09-23,121.44,121.24,120.0512,121.766,122.9148,UP,1
2005-09-26,121.58,122.0,120.063,121.464,122.8896,DOWN,0
2005-09-27,121.55,121.52,120.0741,121.364,122.8736,UP,1
2005-09-28,121.67,121.91,120.0806,121.516,122.8466,UP,1
2005-09-29,122.66,121.55,120.09,121.78,122.831,UP,1
2005-09-30,123.04,122.62,120.1008,122.1,122.8374,DOWN,0
2005-10-03,122.6,122.96,120.1126,122.304,122.8186,DOWN,0
2005-10-04,121.22,122.79,120.1215,122.238,122.7792,DOWN,0
2005-10-05,119.63,121.29,120.1223,121.83,122.705,DOWN,0
2005-10-06,119.2,119.63,120.1163,121.138,122.6132,UP,1
2005-10-07,119.61,119.7,120.111,120.452,122.514,DOWN,0
2005-10-10,118.6,119.68,120.1001,119.652,122.4112,DOWN,0
2005-10-11,118.43,118.99,120.0897,119.094,122.3068,DOWN,0
2005-10-12,117.5,118.39,120.0713,118.668,122.169,DOWN,0
2005-10-13,117.43,117.5,120.0516,118.314,122.0232,UP,1
2005-10-14,118.67,118.12,120.0393,118.126,121.9222,UP,1
2005-10-17,119.11,118.77,120.0305,118.228,121.8468,DOWN,0
2005-10-18,117.82,118.96,120.0181,118.106,121.7502,UP,1
2005-10-19,119.78,117.56,120.0229,118.562,121.678,DOWN,0
2005-10-20,117.67,119.49,120.0212,118.61,121.5648,UP,1
2005-10-21,118.13,118.2,120.0188,118.502,121.451,UP,1
2005-10-24,119.96,118.44,120.0264,118.672,121.389,DOWN,0
2005-10-25,119.72,119.72,120.03,119.052,121.307,DOWN,0
2005-10-26,119.37,119.57,120.0359,118.97,121.2502,DOWN,0
2005-10-27,118.1,119.2,120.0336,119.056,121.1682,UP,1
2005-10-28,119.8,118.43,120.0445,119.39,121.1204,UP,1
2005-10-31,120.13,120.29,120.0539,119.424,121.0736,UP,1
2005-11-01,120.49,120.58,120.059,119.578,121.034,UP,1
2005-11-02,121.75,120.3198,120.0767,120.054,121.0242,UP,1
2005-11-03,122.27,122.15,120.1005,120.888,121.0466,DOWN,0
2005-11-04,122.11,122.4,120.1272,121.35,121.057,UP,1
2005-11-07,122.23,122.4,120.1556,121.77,121.0864,DOWN,0
2005-11-08,122.23,121.95,120.1823,122.118,121.0972,UP,1
2005-11-09,122.39,122.08,120.2081,122.246,121.124,UP,1
2005-11-10,123.34,122.34,120.2377,122.46,121.1392,UP,1
2005-11-11,123.76,123.35,120.2693,122.79,121.1646,DOWN,0
2005-11-14,123.69,123.785,120.297,123.082,121.193,DOWN,0
2005-11-15,123.24,123.67,120.3186,123.284,121.1838,UP,1
2005-11-16,123.49,123.35,120.3397,123.504,121.1754,UP,1
2005-11-17,124.64,123.75,120.3674,123.764,121.1982,UP,1
2005-11-18,125.13,125.04,120.3919,124.038,121.2088,UP,1
2005-11-21,125.76,125.15,120.4203,124.452,121.237,UP,1
2005-11-22,126.3,125.56,120.4508,125.064,121.2898,UP,1
2005-11-23,127.03,126.25,120.4894,125.772,121.3662,UP,1
2005-11-25,127.13,126.98,120.5263,126.27,121.4458,DOWN,0
2005-11-28,126.23,127.25,120.5536,126.49,121.5004,DOWN,0
2005-11-29,126.09,126.65,120.5807,126.556,121.5604,DOWN,0
2005-11-30,125.41,126.04,120.6021,126.378,121.6276,UP,1
2005-12-01,126.69,126.02,120.6295,126.31,121.7432,UP,1
2005-12-02,126.85,126.69,120.6626,126.254,121.8534,DOWN,0
2005-12-05,126.58,126.64,120.6935,126.324,121.9562,UP,1
2005-12-06,126.82,126.87,120.7346,126.47,122.061,DOWN,0
2005-12-07,126.08,126.79,120.7678,126.604,122.1516,DOWN,0
2005-12-08,126.0,126.16,120.7966,126.466,122.2382,UP,1
2005-12-09,126.33,126.2,120.8211,126.362,122.3116,UP,1
2005-12-12,126.45,126.71,120.8502,126.336,122.3798,UP,1
2005-12-13,127.31,126.4,120.8806,126.434,122.474,UP,1
2005-12-14,127.81,127.19,120.9138,126.78,122.6058,DOWN,0
2005-12-15,127.44,127.84,120.9449,127.068,122.762,DOWN,0
2005-12-16,126.36,127.27,120.963,127.074,122.9052,DOWN,0
2005-12-19,125.71,126.73,120.9776,126.926,123.0272,UP,1
2005-12-20,125.83,125.86,120.9951,126.63,123.1718,UP,1
2005-12-21,126.03,126.17,121.0204,126.274,123.3238,UP,1
2005-12-22,126.69,126.37,121.0477,126.124,123.5076,UP,1
2005-12-23,126.76,126.79,121.0795,126.204,123.6942,DOWN,0
2005-12-27,125.47,126.92,121.1012,126.156,123.8302,UP,1
2005-12-28,125.75,125.74,121.1292,126.14,123.963,DOWN,0
2005-12-29,125.19,125.72,121.1596,125.972,124.1104,DOWN,0
2005-12-30,124.51,124.8,121.1853,125.536,124.205,UP,1
2006-01-03,126.7,125.3,121.2261,125.524,124.3856,UP,1
2006-01-04,127.3,126.86,121.2721,125.89,124.569,UP,1
2006-01-05,127.38,127.17,121.3245,126.216,124.7174,UP,1
2006-01-06,128.44,127.7,121.3817,126.866,124.8918,UP,1
2006-01-09,128.77,128.41,121.4399,127.718,125.0798,UP,1
2006-01-10,128.9,128.37,121.4978,128.158,125.2958,UP,1
2006-01-11,129.31,129.02,121.5617,128.56,125.486,DOWN,0
2006-01-12,128.8,129.08,121.6148,128.844,125.6594,DOWN,0
2006-01-13,128.68,128.62,121.6684,128.892,125.8232,DOWN,0
2006-01-17,128.33,128.2,121.7229,128.804,125.9548,DOWN,0
2006-01-18,127.82,127.25,121.7739,128.588,126.0658,UP,1
2006-01-19,128.31,128.09,121.8245,128.388,126.1898,DOWN,0
2006-01-20,125.97,128.05,121.8613,127.822,126.2646,UP,1
2006-01-23,126.42,126.27,121.8972,127.37,126.3484,UP,1
2006-01-24,126.55,126.66,121.94,127.014,126.4316,UP,1
2006-01-25,126.66,127.04,121.9828,126.782,126.498,UP,1
2006-01-26,127.36,127.28,122.0261,126.592,126.57,UP,1
2006-01-27,128.54,127.555,122.0823,127.106,126.667,DOWN,0
2006-01-30,128.44,128.48,122.1457,127.51,126.771,DOWN,0
2006-01-31,127.5,128.32,122.2124,127.7,126.8512,UP,1
2006-02-01,128.39,127.99,122.2819,128.046,126.9262,DOWN,0
2006-02-02,126.9,128.04,122.3393,127.954,126.9616,DOWN,0
2006-02-03,126.27,127.22,122.4017,127.5,126.9718,UP,1
2006-02-06,126.6,126.44,122.4546,127.132,126.9778,DOWN,0
2006-02-07,125.48,126.3,122.5042,126.728,126.9468,UP,1
2006-02-08,126.62,125.88,122.5556,126.374,126.9366,DOWN,0
2006-02-09,126.41,126.85,122.6117,126.276,126.9402,UP,1
2006-02-10,126.64,126.42,122.6666,126.35,126.9512,DOWN,0
2006-02-13,126.41,126.57,122.7277,126.312,126.9712,UP,1
2006-02-14,127.75,126.46,122.7877,126.766,126.9924,UP,1
2006-02-15,128.2,127.68,122.8467,127.082,127.0194,UP,1
2006-02-16,129.16,128.2,122.9095,127.632,127.071,DOWN,0
2006-02-17,128.81,129.09,122.966,128.066,127.1108,DOWN,0
2006-02-21,128.49,129.12,123.0212,128.482,127.159,UP,1
2006-02-22,129.27,128.77,123.0821,128.786,127.2244,DOWN,0
2006-02-23,129.08,129.27,123.1384,128.962,127.2794,UP,1
2006-02-24,129.41,129.08,123.2024,129.012,127.3386,UP,1
2006-02-27,129.46,129.4,123.2635,129.142,127.3816,DOWN,0
2006-02-28,128.23,129.5,123.3249,129.09,127.39,UP,1
2006-03-01,129.37,128.67,123.3932,129.11,127.4286,DOWN,0
2006-03-02,129.36,128.9,123.456,129.166,127.4886,DOWN,0
2006-03-03,128.76,128.7,123.5119,129.036,127.5496,DOWN,0
2006-03-06,128.17,129.07,123.5588,128.778,127.5964,DOWN,0
2006-03-07,127.97,127.81,123.6022,128.726,127.6352,UP,1
2006-03-08,128.24,127.64,123.6478,128.5,127.6662,DOWN,0
2006-03-09,127.38,128.271,123.6858,128.104,127.6786,UP,1
2006-03-10,128.59,127.79,123.7312,128.07,127.741,UP,1
2006-03-13,128.83,128.84,123.7783,128.202,127.8026,UP,1
2006-03-14,130.18,128.77,123.829,128.644,127.9024,UP,1
2006-03-15,130.76,130.15,123.8815,129.148,128.0274,UP,1
2006-03-16,131.03,130.9,123.9393,129.878,128.114,DOWN,0
2006-03-17,130.62,130.68,123.9899,130.284,128.1804,DOWN,0
2006-03-20,130.41,130.68,124.0381,130.6,128.241,DOWN,0
2006-03-21,129.59,130.19,124.0853,130.482,128.264,UP,1
2006-03-22,130.38,129.51,124.137,130.406,128.2962,DOWN,0
2006-03-23,130.11,130.24,124.1869,130.222,128.3204,UP,1
2006-03-24,130.21,129.99,124.2384,130.14,128.3384,DOWN,0
2006-03-27,130.02,130.03,124.2861,130.062,128.3628,DOWN,0
2006-03-28,129.22,129.93,124.3312,129.988,128.3736,UP,1
2006-03-29,130.03,129.48,124.3785,129.918,128.4076,DOWN,0
2006-03-30,129.8,130.11,124.4232,129.856,128.4472,UP,1
2006-03-31,129.83,130.02,124.4669,129.78,128.4776,DOWN,0
2006-04-03,129.73,130.07,124.5085,129.722,128.5528,UP,1
2006-04-04,130.56,129.72,124.5545,129.99,128.6356,UP,1
2006-04-05,131.01,130.61,124.6026,130.186,128.7248,DOWN,0
2006-04-06,130.87,130.85,124.6496,130.4,128.809,DOWN,0
2006-04-07,129.54,131.06,124.6894,130.342,128.8526,UP,1
2006-04-10,129.74,129.71,124.7388,130.344,128.8766,DOWN,0
2006-04-11,128.64,129.85,124.7871,129.96,128.8806,UP,1
2006-04-12,128.88,128.77,124.8358,129.534,128.9082,DOWN,0
2006-04-13,128.71,128.59,124.8786,129.102,128.9146,DOWN,0
2006-04-17,128.66,128.79,124.9227,128.926,128.9498,UP,1
2006-04-18,130.7,128.95,124.9803,129.118,129.0384,UP,1
2006-04-19,130.95,130.72,125.0374,129.58,129.1254,UP,1
2006-04-20,131.13,131.0,125.0906,130.03,129.2384,UP,1
2006-04-21,131.15,131.73,125.149,130.518,129.329,DOWN,0
2006-04-24,130.91,130.93,125.2038,130.968,129.419,DOWN,0
2006-04-25,130.37,131.04,125.249,130.902,129.4936,UP,1
2006-04-26,130.4,130.5,125.2913,130.792,129.5734,UP,1
2006-04-27,131.03,129.9,125.3352,130.772,129.639,UP,1
2006-04-28,131.47,130.79,125.3804,130.836,129.7044,DOWN,0
2006-05-01,130.4,131.47,125.4178,130.734,129.7292,UP,1
2006-05-02,131.38,131.01,125.4605,130.936,129.7806,DOWN,0
2006-05-03,130.89,131.22,125.5032,131.034,129.8286,UP,1
2006-05-04,131.36,131.08,125.5449,131.1,129.8704,UP,1
2006-05-05,132.52,132.05,125.5903,131.31,129.9392,DOWN,0
2006-05-08,132.36,132.51,125.6385,131.702,129.9982,UP,1
2006-05-09,132.62,132.42,125.6839,131.95,130.0614,DOWN,0
2006-05-10,132.55,132.41,125.7307,132.282,130.1478,DOWN,0
2006-05-11,130.95,132.51,125.7688,132.2,130.1794,DOWN,0
2006-05-12,129.24,130.48,125.796,131.544,130.177,UP,1
2006-05-15,129.5,128.79,125.8207,130.972,130.1918,DOWN,0
2006-05-16,129.31,129.76,125.8485,130.31,130.2146,DOWN,0
2006-05-17,126.85,128.67,125.8645,129.17,130.1922,DOWN,0
2006-05-18,126.21,127.38,125.8736,128.222,130.1516,UP,1
2006-05-19,127.1,126.87,125.8855,127.794,130.146,DOWN,0
2006-05-22,126.13,126.28,125.8976,127.12,130.0968,DOWN,0
2006-05-23,125.17,127.18,125.909,126.292,130.0236,UP,1
2006-05-24,126.17,125.68,125.9266,126.156,129.9434,UP,1
2006-05-25,127.73,126.92,125.9483,126.46,129.8828,UP,1
2006-05-26,128.38,128.0,125.9736,126.716,129.8298,DOWN,0
2006-05-30,126.1,127.97,125.985,126.71,129.7394,UP,1
2006-05-31,127.51,126.58,126.0072,127.178,129.6814,UP,1
2006-06-01,128.73,127.38,126.0318,127.69,129.6642,UP,1
2006-06-02,129.0,129.25,126.0657,127.944,129.6366,DOWN,0
2006-06-05,127.12,128.79,126.0903,127.692,129.5768,DOWN,0
2006-06-06,126.81,127.21,126.1134,127.834,129.5088,DOWN,0
2006-06-07,125.86,126.91,126.1304,127.504,129.4256,DOWN,0
2006-06-08,125.75,125.58,126.1468,126.908,129.3562,DOWN,0
2006-06-09,125.35,126.36,126.1623,126.178,129.2626,DOWN,0
2006-06-12,123.99,125.88,126.1765,125.552,129.1464,DOWN,0
2006-06-13,122.55,123.78,126.1813,124.7,129.0008,UP,1
2006-06-14,123.5,122.84,126.195,124.228,128.8762,UP,1
2006-06-15,126.12,123.92,126.2172,124.302,128.7874,DOWN,0
2006-06-16,124.65,125.19,126.2352,124.162,128.6602,DOWN,0
2006-06-19,123.67,125.4,126.2406,124.098,128.5162,UP,1
2006-06-20,124.09,124.01,126.2486,124.406,128.4072,UP,1
2006-06-21,125.01,124.0,126.2623,124.708,128.3126,DOWN,0
2006-06-22,124.46,124.95,126.2661,124.376,128.229,DOWN,0
2006-06-23,124.44,124.33,126.2687,124.334,128.1402,UP,1
2006-06-26,124.99,124.54,126.2762,124.598,128.0658,DOWN,0
2006-06-27,123.91,125.01,126.2727,124.562,127.9708,UP,1
2006-06-28,124.75,124.19,126.2747,124.51,127.8518,UP,1
2006-06-29,127.27,125.2,126.2928,125.072,127.7782,DOWN,0
2006-06-30,127.23,127.47,126.3129,125.63,127.7002,UP,1
2006-07-03,127.8,127.43,126.3361,126.192,127.6332,DOWN,0
2006-07-05,127.07,127.29,126.354,126.824,127.5564,UP,1
2006-07-06,127.44,127.2,126.3757,127.362,127.4978,DOWN,0
2006-07-07,126.61,127.46,126.3985,127.23,127.422,UP,1
2006-07-10,126.85,126.94,126.4282,127.154,127.3384,UP,1
2006-07-11,127.41,126.61,126.4586,127.076,127.2572,DOWN,0
2006-07-12,126.05,127.21,126.4816,126.872,127.1702,DOWN,0
2006-07-13,124.0,125.5,126.4937,126.184,127.0226,DOWN,0
2006-07-14,123.52,124.16,126.5036,125.566,126.8752,DOWN,0
2006-07-17,123.34,123.5,126.5119,124.864,126.7148,UP,1
2006-07-18,123.97,123.74,126.5185,124.176,126.5438,UP,1
2006-07-19,125.69,124.18,126.5317,124.104,126.4104,DOWN,0
2006-07-20,124.83,126.12,126.5429,124.27,126.2546,DOWN,0
2006-07-21,123.95,125.15,126.5565,124.356,126.0826,UP,1
2006-07-24,126.21,124.44,126.5894,124.93,125.9878,UP,1
2006-07-25,126.66,125.98,126.6267,125.468,125.9362,UP,1
2006-07-26,126.83,126.59,126.6628,125.696,125.8828,DOWN,0
2006-07-27,126.71,127.33,126.7034,126.072,125.8308,UP,1
2006-07-28,127.98,126.99,126.7511,126.878,125.8534,DOWN,0
2006-07-31,127.85,127.66,126.8029,127.206,125.8862,DOWN,0
2006-08-01,127.22,127.34,126.8518,127.318,125.8886,UP,1
2006-08-02,128.08,127.58,126.8989,127.568,125.9276,UP,1
2006-08-03,128.42,127.33,126.9454,127.91,125.9926,DOWN,0
2006-08-04,128.2,129.06,126.9973,127.954,126.0332,DOWN,0
2006-08-07,127.95,127.9,127.0382,127.974,126.0376,DOWN,0
2006-08-08,127.41,128.09,127.0869,128.012,126.0182,DOWN,0
2006-08-09,126.98,128.2,127.1312,127.792,126.0358,UP,1
2006-08-10,127.37,126.53,127.1682,127.582,126.033,DOWN,0
2006-08-11,127.01,127.17,127.2046,127.344,125.9986,UP,1
2006-08-14,127.11,127.63,127.2434,127.176,125.9608,UP,1
2006-08-15,128.63,128.21,127.296,127.42,125.991,UP,1
2006-08-16,129.79,129.32,127.346,127.982,126.0506,UP,1
2006-08-17,130.03,129.58,127.3955,128.514,126.134,UP,1
2006-08-18,130.69,130.19,127.4464,129.25,126.2328,DOWN,0
2006-08-21,130.13,130.18,127.4884,129.854,126.3284,DOWN,0
2006-08-22,130.12,129.94,127.5276,130.152,126.451,DOWN,0
2006-08-23,129.76,130.18,127.5658,130.146,126.5952,DOWN,0
2006-08-24,129.65,129.99,127.6029,130.07,126.7182,UP,1
2006-08-25,129.81,129.64,127.6408,129.894,126.792,UP,1
2006-08-28,130.43,129.65,127.6811,129.954,126.9076,UP,1
2006-08-29,130.58,130.49,127.7173,130.046,127.0458,UP,1
2006-08-30,130.66,130.87,127.7518,130.226,127.1772,DOWN,0
2006-08-31,130.64,130.85,127.7865,130.424,127.2898,UP,1
2006-09-01,131.42,131.14,127.8274,130.746,127.429,UP,1
2006-09-05,131.67,131.51,127.8683,130.994,127.5736,DOWN,0
2006-09-06,130.51,131.11,127.8976,130.98,127.684,DOWN,0
2006-09-07,129.91,130.06,127.9215,130.83,127.804,UP,1
2006-09-08,130.28,130.08,127.9441,130.758,127.9146,UP,1
2006-09-11,130.41,129.86,127.9647,130.556,127.9774,UP,1
2006-09-12,131.69,130.56,127.988,130.56,128.0666,UP,1
2006-09-13,132.22,131.64,128.0134,130.902,128.155,UP,1
2006-09-14,132.23,131.96,128.0434,131.366,128.2582,DOWN,0
2006-09-15,131.96,132.31,128.0728,131.702,128.3486,UP,1
2006-09-18,132.14,131.79,128.1064,132.048,128.4592,DOWN,0
2006-09-19,131.81,132.12,128.1321,132.072,128.5584,UP,1
2006-09-20,132.51,132.25,128.1604,132.13,128.6604,DOWN,0
2006-09-21,131.87,132.61,128.1868,132.058,128.7768,DOWN,0
2006-09-22,131.47,131.67,128.21,131.96,128.9262,UP,1
2006-09-25,132.48,131.73,128.242,132.028,129.1054,UP,1
2006-09-26,133.58,132.5,128.2799,132.382,129.3102,UP,1
2006-09-27,133.74,133.49,128.317,132.628,129.5056,DOWN,0
2006-09-28,133.69,133.74,128.3532,132.992,129.6656,DOWN,0
2006-09-29,133.58,133.8,128.3845,133.414,129.8406,DOWN,0
2006-10-02,133.08,133.54,128.4109,133.534,130.0232,UP,1
2006-10-03,133.36,132.89,128.4405,133.49,130.1662,UP,1
2006-10-04,134.92,133.23,128.4833,133.726,130.3314,UP,1
2006-10-05,135.18,134.92,128.5306,134.024,130.4984,DOWN,0
2006-10-06,135.01,134.95,128.5765,134.31,130.6644,UP,1
2006-10-09,135.09,134.85,128.6218,134.712,130.8066,UP,1
2006-10-10,135.27,135.11,128.6647,135.094,130.955,DOWN,0
2006-10-11,135.11,134.84,128.7065,135.132,131.1128,UP,1
2006-10-12,136.28,135.45,128.7605,135.352,131.2768,UP,1
2006-10-13,136.63,136.16,128.8149,135.676,131.441,UP,1
2006-10-16,136.84,136.52,128.8732,136.026,131.6138,DOWN,0
2006-10-17,136.41,136.47,128.9327,136.254,131.783,UP,1
2006-10-18,136.59,137.04,128.9822,136.55,131.9666,UP,1
2006-10-19,136.81,136.39,129.0297,136.656,132.1632,UP,1
2006-10-20,136.84,136.81,129.077,136.698,132.3526,UP,1
2006-10-23,137.47,136.56,129.1222,136.824,132.5618,UP,1
2006-10-24,137.88,137.28,129.1677,137.118,132.7772,UP,1
2006-10-25,138.35,137.74,129.2149,137.47,132.9716,UP,1
2006-10-26,138.78,138.66,129.2623,137.864,133.1514,DOWN,0
2006-10-27,137.91,138.61,129.3078,138.078,133.309,DOWN,0
2006-10-30,137.81,137.66,129.3535,138.146,133.4514,DOWN,0
2006-10-31,137.79,138.07,129.4008,138.128,133.6046,DOWN,0
2006-11-01,136.86,138.22,129.446,137.83,133.7394,DOWN,0
2006-11-02,136.78,136.51,129.4883,137.43,133.8798,DOWN,0
2006-11-03,136.54,137.27,129.5412,137.156,134.0176,UP,1
2006-11-06,138.08,136.96,129.5995,137.21,134.183,UP,1
