ticker,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity,LMT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-08-31,82.6,81.85,72.1843,82.988,78.3558,UP,1
2006-09-01,83.68,83.57,72.3027,83.108,78.6066,UP,1
2006-09-05,83.7,83.8,72.4191,83.064,78.8544,DOWN,0
2006-09-06,83.25,83.7,72.5305,83.098,79.0936,UP,1
2006-09-07,83.5,83.35,72.6482,83.346,79.3552,DOWN,0
2006-09-08,83.42,83.6,72.7594,83.51,79.6148,DOWN,0
2006-09-11,82.76,83.1,72.8702,83.326,79.8432,DOWN,0
2006-09-12,81.7,82.75,72.9783,82.926,80.0424,UP,1
2006-09-13,82.24,81.67,73.0862,82.724,80.2372,UP,1
2006-09-14,82.76,82.25,73.1982,82.576,80.434,UP,1
2006-09-15,83.0,83.05,73.3087,82.492,80.624,DOWN,0
2006-09-18,81.85,83.25,73.4149,82.31,80.7966,UP,1
2006-09-19,82.23,81.59,73.5166,82.416,80.9524,UP,1
2006-09-20,82.85,82.65,73.6227,82.538,81.1034,DOWN,0
2006-09-21,82.52,82.85,73.7277,82.49,81.2558,UP,1
2006-09-22,82.85,82.73,73.8316,82.46,81.4182,UP,1
2006-09-25,84.9,82.93,73.9446,83.07,81.6102,UP,1
2006-09-26,85.44,85.15,74.0599,83.712,81.8108,DOWN,0
2006-09-27,85.14,85.35,74.171,84.17,82.0228,UP,1
2006-09-28,85.6,85.4,74.2884,84.786,82.2274,UP,1
2006-09-29,86.06,86.45,74.403,85.428,82.4336,UP,1
2006-10-02,86.95,86.4,74.5219,85.838,82.66,DOWN,0
2006-10-03,86.8,86.96,74.6372,86.11,82.8604,UP,1
2006-10-04,87.88,86.8,74.7576,86.658,83.0486,DOWN,0
2006-10-05,87.76,87.88,74.8832,87.09,83.2382,DOWN,0
2006-10-06,87.38,87.2,75.0063,87.354,83.3984,UP,1
2006-10-09,88.58,87.5,75.134,87.68,83.5602,UP,1
2006-10-10,88.7,88.35,75.26,88.06,83.7406,DOWN,0
2006-10-11,87.8,88.69,75.3812,88.044,83.8888,UP,1
2006-10-12,88.56,88.47,75.5062,88.204,84.029,UP,1
2006-10-13,88.6,88.63,75.6301,88.448,84.1698,DOWN,0
2006-10-16,88.6,88.44,75.7555,88.452,84.271,DOWN,0
2006-10-17,87.55,88.6,75.8751,88.222,84.398,UP,1
2006-10-18,88.09,87.95,75.9978,88.28,84.4992,DOWN,0
2006-10-19,87.94,88.09,76.1152,88.156,84.6308,DOWN,0
2006-10-20,87.0,88.11,76.2275,87.836,84.7228,UP,1
2006-10-23,88.19,87.0,76.3412,87.754,84.8502,UP,1
2006-10-24,89.11,89.15,76.4572,88.066,84.9714,DOWN,0
2006-10-25,86.67,88.5,76.5609,87.782,85.0396,DOWN,0
2006-10-26,85.01,86.4,76.6546,87.196,85.0624,DOWN,0
2006-10-27,84.61,84.5,76.7471,86.718,85.083,UP,1
2006-10-30,87.03,85.85,76.8533,86.486,85.1526,DOWN,0
2006-10-31,86.93,87.05,76.9593,86.05,85.2188,UP,1
2006-11-01,87.31,87.15,77.0691,86.178,85.3042,DOWN,0
2006-11-02,87.06,88.1,77.1769,86.588,85.359,DOWN,0
2006-11-03,87.0,87.0,77.2875,87.066,85.43,UP,1
2006-11-06,87.69,87.33,77.399,87.198,85.5222,DOWN,0
2006-11-07,87.49,87.6,77.5079,87.31,85.5936,DOWN,0
2006-11-08,86.45,86.83,77.6151,87.138,85.661,DOWN,0
2006-11-09,85.37,86.45,77.707,86.8,85.7232,UP,1
2006-11-10,85.75,85.12,77.8049,86.55,85.7862,UP,1
2006-11-13,86.86,85.51,77.9059,86.384,85.8498,UP,1
2006-11-14,88.04,87.0,78.0078,86.494,85.9366,UP,1
2006-11-15,88.54,88.0,78.1107,86.912,86.0424,UP,1
2006-11-16,89.48,88.47,78.2175,87.734,86.162,DOWN,0
2006-11-17,89.15,89.28,78.3186,88.414,86.2766,UP,1
2006-11-20,89.27,89.97,78.4149,88.896,86.4068,UP,1
2006-11-21,90.05,89.28,78.5165,89.298,86.5738,DOWN,0
2006-11-22,89.49,90.05,78.6143,89.488,86.7188,DOWN,0
2006-11-24,89.33,89.35,78.7078,89.458,86.8502,DOWN,0
2006-11-27,87.82,88.95,78.7901,89.192,86.9466,UP,1
2006-11-28,89.65,87.9,78.8802,89.268,87.1026,UP,1
2006-11-29,90.62,89.6,78.97,89.382,87.2704,DOWN,0
2006-11-30,90.45,91.14,79.0631,89.574,87.4224,DOWN,0
2006-12-01,90.35,90.55,79.1552,89.778,87.579,UP,1
2006-12-04,92.14,90.15,79.2517,90.642,87.7648,UP,1
2006-12-05,92.41,92.29,79.3489,91.194,87.915,DOWN,0
2006-12-06,92.28,92.19,79.4404,91.526,88.0518,DOWN,0
2006-12-07,91.64,92.58,79.5311,91.764,88.1818,UP,1
2006-12-08,91.82,91.46,79.6173,92.058,88.3062,DOWN,0
2006-12-11,91.33,91.45,79.7037,91.896,88.4116,DOWN,0
2006-12-12,90.92,91.2,79.7939,91.598,88.491,DOWN,0
2006-12-13,89.94,91.18,79.877,91.13,88.5538,UP,1
2006-12-14,90.25,90.72,79.9617,90.852,88.6012,DOWN,0
2006-12-15,90.04,90.23,80.0444,90.496,88.6468,UP,1
2006-12-18,90.18,90.02,80.1318,90.266,88.7028,UP,1
2006-12-19,91.85,90.05,80.2255,90.452,88.7682,DOWN,0
2006-12-20,91.6,91.6,80.3164,90.784,88.8262,UP,1
2006-12-21,91.94,92.15,80.4081,91.122,88.909,DOWN,0
2006-12-22,91.7,92.36,80.495,91.454,88.9718,UP,1
2006-12-26,92.35,92.14,80.5891,91.888,89.0468,UP,1
2006-12-27,92.95,92.74,80.6835,92.108,89.1338,DOWN,0
2006-12-28,92.31,92.81,80.774,92.25,89.229,DOWN,0
2006-12-29,92.07,92.09,80.8551,92.276,89.3086,DOWN,0
2007-01-03,91.93,91.6,80.935,92.322,89.3884,DOWN,0
2007-01-04,91.69,92.05,81.0098,92.19,89.4822,UP,1
2007-01-05,92.02,91.69,81.0884,92.004,89.5588,UP,1
2007-01-08,93.69,91.55,81.1743,92.28,89.6504,DOWN,0
2007-01-09,93.6,94.03,81.2625,92.586,89.789,UP,1
2007-01-10,94.58,93.3,81.3554,93.116,89.9804,UP,1
2007-01-11,95.66,94.55,81.4541,93.91,90.2014,UP,1
2007-01-12,96.31,95.41,81.5577,94.768,90.387,UP,1
2007-01-16,97.0,96.05,81.6652,95.43,90.5884,DOWN,0
2007-01-17,96.5,97.25,81.7716,96.01,90.7722,UP,1
2007-01-18,96.8,96.12,81.8799,96.454,90.967,UP,1
2007-01-19,97.27,96.97,81.9945,96.776,91.1724,DOWN,0
2007-01-22,96.77,97.28,82.1034,96.868,91.354,UP,1
2007-01-23,98.74,96.7,82.2227,97.216,91.579,DOWN,0
2007-01-24,97.14,98.2,82.336,97.344,91.7928,UP,1
2007-01-25,97.44,98.5,82.4541,97.472,92.0342,DOWN,0
2007-01-26,96.67,98.75,82.5678,97.352,92.2526,DOWN,0
2007-01-29,96.06,96.33,82.6825,97.21,92.4366,UP,1
2007-01-30,96.24,96.0,82.7996,96.71,92.6006,UP,1
2007-01-31,97.19,96.2,82.9214,96.72,92.7736,UP,1
2007-02-01,98.46,96.9,83.0458,96.924,92.9532,DOWN,0
2007-02-02,98.46,97.85,83.1624,97.282,93.1394,UP,1
2007-02-05,99.08,98.0,83.2779,97.886,93.3356,UP,1
2007-02-06,101.29,99.39,83.4003,98.896,93.5604,UP,1
2007-02-07,101.52,100.92,83.5227,99.762,93.801,DOWN,0
2007-02-08,100.88,101.52,83.6392,100.246,94.032,UP,1
2007-02-09,101.16,100.76,83.764,100.786,94.2988,UP,1
2007-02-12,101.63,101.16,83.8943,101.296,94.5384,UP,1
2007-02-13,102.26,101.64,84.0272,101.49,94.7712,UP,1
2007-02-14,102.32,102.38,84.1593,101.65,95.0086,UP,1
2007-02-15,103.34,102.14,84.2911,102.142,95.2684,DOWN,0
2007-02-16,101.95,102.66,84.4163,102.3,95.4646,UP,1
2007-02-20,102.79,101.7,84.5506,102.532,95.6722,DOWN,0
2007-02-21,102.55,102.76,84.6849,102.59,95.8776,DOWN,0
2007-02-22,101.55,103.24,84.8107,102.436,96.0758,UP,1
2007-02-23,102.11,101.59,84.9394,102.19,96.2816,DOWN,0
2007-02-26,101.47,102.07,85.0675,102.094,96.4844,DOWN,0
2007-02-27,97.57,101.16,85.172,101.05,96.6174,DOWN,0
2007-02-28,97.26,96.75,85.2771,99.992,96.7638,UP,1
2007-03-01,97.82,96.25,85.3931,99.246,96.9152,DOWN,0
2007-03-02,95.44,97.66,85.4931,97.912,97.0232,UP,1
2007-03-05,96.5,94.96,85.5969,96.918,97.1496,UP,1
2007-03-06,96.9,96.89,85.7148,96.784,97.2506,DOWN,0
2007-03-07,96.54,96.86,85.8322,96.64,97.3494,UP,1
2007-03-08,97.18,97.4,85.9464,96.512,97.4542,DOWN,0
2007-03-09,96.89,97.56,86.0608,96.802,97.558,UP,1
2007-03-12,100.0,96.65,86.1971,97.502,97.711,DOWN,0
2007-03-13,96.87,99.52,86.3204,97.496,97.7894,UP,1
2007-03-14,98.14,97.09,86.4477,97.816,97.906,DOWN,0
2007-03-15,98.05,97.94,86.5763,97.99,98.0256,DOWN,0
2007-03-16,97.8,98.43,86.7022,98.172,98.143,UP,1
2007-03-19,98.97,98.0,86.8346,97.966,98.2886,DOWN,0
2007-03-20,98.38,98.6,86.9603,98.268,98.4158,UP,1
2007-03-21,99.85,98.54,87.094,98.61,98.539,DOWN,0
2007-03-22,97.91,99.5,87.2201,98.582,98.6252,UP,1
2007-03-23,99.15,98.0,87.3611,98.852,98.7166,DOWN,0
2007-03-26,98.42,99.16,87.4982,98.742,98.7718,DOWN,0
2007-03-27,98.18,98.04,87.626,98.702,98.8092,DOWN,0
2007-03-28,97.18,97.67,87.7516,98.168,98.8128,UP,1
2007-03-29,98.1,97.91,87.8881,98.206,98.8448,DOWN,0
2007-03-30,97.02,98.34,88.0221,97.78,98.8492,DOWN,0
2007-04-02,96.93,97.35,88.1568,97.482,98.8424,UP,1
2007-04-03,97.28,97.24,88.2853,97.302,98.8526,DOWN,0
2007-04-04,97.05,97.51,88.414,97.276,98.8188,DOWN,0
2007-04-05,96.71,96.75,88.5428,96.998,98.8102,UP,1
2007-04-09,98.03,96.99,88.6781,97.2,98.822,UP,1
2007-04-10,98.05,98.4,88.811,97.424,98.8496,DOWN,0
2007-04-11,96.61,98.21,88.9384,97.29,98.8606,DOWN,0
2007-04-12,96.16,96.0,89.0626,97.112,98.859,UP,1
2007-04-13,96.24,96.16,89.1874,97.018,98.84,DOWN,0
2007-04-16,96.0,96.34,89.3153,96.612,98.7908,DOWN,0
2007-04-17,95.96,95.99,89.4429,96.194,98.7408,UP,1
2007-04-18,96.37,95.56,89.568,96.146,98.6866,DOWN,0
2007-04-19,95.63,96.95,89.6875,96.04,98.5734,DOWN,0
2007-04-20,95.4,95.99,89.802,95.872,98.451,UP,1
2007-04-23,97.07,95.42,89.9227,96.086,98.3748,DOWN,0
2007-04-24,94.82,98.34,90.0293,95.858,98.248,UP,1
2007-04-25,95.5,94.82,90.1407,95.684,98.1254,DOWN,0
2007-04-26,93.5,95.05,90.236,95.258,97.9502,UP,1
2007-04-27,96.69,93.81,90.343,95.516,97.8376,DOWN,0
2007-04-30,96.14,96.5,90.4492,95.33,97.6936,UP,1
2007-05-01,96.23,96.4,90.5567,95.612,97.5792,DOWN,0
2007-05-02,96.07,96.46,90.6605,95.726,97.4448,UP,1
2007-05-03,96.4,96.48,90.7655,96.306,97.3218,UP,1
2007-05-04,96.64,96.75,90.876,96.296,97.2236,UP,1
2007-05-07,98.07,97.0,90.9895,96.682,97.1428,UP,1
2007-05-08,98.22,97.76,91.1019,97.08,97.0778,UP,1
2007-05-09,98.76,98.21,91.2175,97.618,97.1016,DOWN,0
2007-05-10,98.6,98.7,91.3266,98.058,97.1284,UP,1
2007-05-11,98.84,98.66,91.4284,98.498,97.1488,UP,1
2007-05-14,99.2,98.68,91.533,98.724,97.224,UP,1
2007-05-15,99.51,99.2,91.6337,98.982,97.2842,UP,1
2007-05-16,99.64,99.79,91.7295,99.158,97.339,DOWN,0
2007-05-17,98.45,99.3,91.8233,99.128,97.3772,DOWN,0
2007-05-18,98.16,98.6,91.9122,98.992,97.3968,UP,1
2007-05-21,98.79,97.81,91.9984,98.91,97.4348,DOWN,0
2007-05-22,94.22,97.71,92.0617,97.852,97.3192,UP,1
2007-05-23,94.36,94.21,92.1158,96.796,97.269,UP,1
2007-05-24,96.21,94.75,92.1908,96.348,97.2304,UP,1
2007-05-25,97.01,96.18,92.2607,96.118,97.2096,UP,1
2007-05-29,98.3,97.02,92.3454,96.02,97.2196,DOWN,0
2007-05-30,98.22,98.3,92.4245,96.82,97.2046,DOWN,0
2007-05-31,98.1,98.62,92.5059,97.568,97.199,DOWN,0
2007-06-01,97.43,98.23,92.5778,97.812,97.1506,DOWN,0
2007-06-04,97.2,96.98,92.6475,97.85,97.1364,DOWN,0
2007-06-05,96.2,96.7,92.7092,97.43,97.0774,UP,1
2007-06-06,96.65,96.19,92.7745,97.116,97.042,DOWN,0
2007-06-07,95.25,97.54,92.833,96.546,96.9834,UP,1
2007-06-08,96.89,95.39,92.8994,96.438,96.9776,DOWN,0
2007-06-11,96.25,97.0,92.9654,96.248,96.9406,DOWN,0
2007-06-12,95.25,95.8,93.0201,96.058,96.9052,UP,1
2007-06-13,95.54,95.4,93.0805,95.836,96.8774,UP,1
2007-06-14,97.21,95.9,93.1512,96.228,96.876,DOWN,0
2007-06-15,96.55,97.55,93.2143,96.16,96.866,DOWN,0
2007-06-18,95.32,97.1,93.2755,95.974,96.8382,UP,1
2007-06-19,96.8,95.14,93.3482,96.284,96.8136,DOWN,0
2007-06-20,95.09,96.8,93.4107,96.194,96.7544,DOWN,0
2007-06-21,95.09,94.85,93.4677,95.77,96.724,DOWN,0
2007-06-22,93.39,94.93,93.5162,95.138,96.6686,UP,1
2007-06-25,94.02,93.77,93.57,94.878,96.6242,UP,1
2007-06-26,94.19,94.42,93.6235,94.356,96.588,UP,1
2007-06-27,94.42,93.55,93.6785,94.222,96.5572,DOWN,0
2007-06-28,93.4,93.58,93.7317,93.884,96.4978,UP,1
2007-06-29,94.13,93.6,93.7938,94.032,96.4678,UP,1
2007-07-02,94.66,94.67,93.8559,94.16,96.453,UP,1
2007-07-03,95.47,95.33,93.9195,94.416,96.421,UP,1
2007-07-05,96.7,95.85,93.988,94.872,96.4586,DOWN,0
2007-07-06,96.63,96.6,94.0619,95.518,96.4812,UP,1
2007-07-09,96.96,96.43,94.1356,96.084,96.5504,DOWN,0
2007-07-10,94.18,96.35,94.1922,95.988,96.5002,UP,1
2007-07-11,94.59,94.21,94.2526,95.812,96.4692,UP,1
2007-07-12,97.39,95.4,94.3253,95.95,96.4924,DOWN,0
2007-07-13,97.34,97.5,94.3875,96.092,96.5178,DOWN,0
2007-07-16,96.8,96.8,94.4443,96.06,96.5258,UP,1
2007-07-17,98.56,96.48,94.5114,96.936,96.5642,DOWN,0
2007-07-18,98.49,98.33,94.5758,97.716,96.5726,UP,1
2007-07-19,98.98,98.85,94.6404,98.034,96.5878,DOWN,0
2007-07-20,97.89,98.14,94.6951,98.144,96.5704,UP,1
2007-07-23,99.52,98.68,94.7587,98.688,96.5888,UP,1
2007-07-24,103.09,102.0,94.8348,99.594,96.6738,DOWN,0
2007-07-25,101.9,104.23,94.9055,100.276,96.7278,DOWN,0
2007-07-26,100.58,102.39,94.9715,100.596,96.7492,DOWN,0
2007-07-27,99.28,100.38,95.025,100.874,96.742,UP,1
2007-07-30,100.5,100.1,95.084,101.07,96.783,DOWN,0
2007-07-31,98.48,101.5,95.1374,100.148,96.7894,UP,1
2007-08-01,101.7,98.87,95.2031,100.108,96.8476,UP,1
2007-08-02,102.38,102.0,95.272,100.468,97.0108,DOWN,0
2007-08-03,99.37,101.68,95.3258,100.486,97.111,UP,1
2007-08-06,100.85,99.91,95.3923,100.556,97.2038,DOWN,0
2007-08-07,98.26,100.2,95.4432,100.512,97.2288,DOWN,0
2007-08-08,94.67,98.52,95.4768,99.106,97.1562,DOWN,0
2007-08-09,91.36,94.5,95.4986,96.902,97.019,UP,1
2007-08-10,94.31,90.32,95.5292,95.89,96.9432,UP,1
2007-08-13,98.0,95.64,95.5737,95.32,96.9546,DOWN,0
2007-08-14,96.06,98.08,95.6206,94.88,96.9318,DOWN,0
2007-08-15,94.83,96.75,95.6697,94.912,96.9044,UP,1
2007-08-16,95.5,93.61,95.7242,95.74,96.8814,UP,1
2007-08-17,96.22,98.48,95.7701,96.122,96.9008,DOWN,0
2007-08-20,96.2,96.0,95.8165,95.762,96.887,DOWN,0
2007-08-21,95.51,95.1,95.8575,95.652,96.8722,UP,1
2007-08-22,97.79,95.31,95.9111,96.244,96.923,DOWN,0
2007-08-23,96.93,98.0,95.9608,96.53,96.9508,UP,1
2007-08-24,100.02,97.34,96.0224,97.29,97.007,UP,1
2007-08-27,102.41,99.5,96.097,98.532,97.1242,DOWN,0
2007-08-28,97.79,102.14,96.1537,98.988,97.1736,UP,1
2007-08-29,99.71,98.61,96.2254,99.372,97.2318,DOWN,0
2007-08-30,98.65,99.71,96.2899,99.716,97.303,UP,1
2007-08-31,99.14,99.78,96.3513,99.54,97.384,DOWN,0
2007-09-04,98.82,99.25,96.4052,98.822,97.4926,UP,1
2007-09-05,98.87,98.56,96.4569,99.038,97.5896,DOWN,0
2007-09-06,98.39,98.86,96.5014,98.774,97.6736,DOWN,0
2007-09-07,96.64,97.5,96.5389,98.372,97.718,UP,1
2007-09-10,97.51,96.9,96.5801,98.046,97.8002,UP,1
2007-09-11,97.99,97.88,96.6198,97.88,97.8774,DOWN,0
2007-09-12,97.62,97.7,96.6604,97.63,97.9366,UP,1
2007-09-13,99.64,98.65,96.712,97.88,98.02,UP,1
2007-09-14,101.34,99.23,96.7796,98.82,98.1128,DOWN,0
2007-09-17,99.41,100.34,96.8284,99.2,98.1684,UP,1
2007-09-18,102.1,100.95,96.8858,100.022,98.2712,DOWN,0
2007-09-19,101.19,101.86,96.9394,100.736,98.4114,DOWN,0
2007-09-20,101.04,100.99,96.9929,101.016,98.5404,UP,1
2007-09-21,103.2,101.99,97.0482,101.388,98.6566,DOWN,0
2007-09-24,102.35,103.81,97.0979,101.976,98.7568,UP,1
2007-09-25,104.96,102.3,97.1613,102.548,98.92,UP,1
2007-09-26,105.72,105.11,97.2317,103.454,99.0632,UP,1
2007-09-27,106.79,105.59,97.3066,104.604,99.2292,UP,1
2007-09-28,108.49,106.85,97.3924,105.662,99.4194,UP,1
2007-10-01,108.74,108.15,97.4815,106.94,99.6364,DOWN,0
2007-10-02,107.79,109.01,97.5707,107.506,99.8018,DOWN,0
2007-10-03,106.95,107.11,97.6542,107.752,99.879,UP,1
2007-10-04,109.0,107.55,97.749,108.194,100.021,DOWN,0
2007-10-05,108.7,109.75,97.8416,108.236,100.1834,UP,1
2007-10-08,109.0,108.4,97.9274,108.288,100.3778,UP,1
2007-10-09,111.4,109.17,98.0264,109.01,100.5958,DOWN,0
2007-10-10,110.74,110.97,98.1204,109.768,100.841,UP,1
2007-10-11,111.88,111.6,98.2213,110.344,101.0446,DOWN,0
2007-10-12,111.67,111.87,98.3179,110.938,101.2304,DOWN,0
2007-10-15,110.7,111.97,98.4066,111.278,101.457,DOWN,0
2007-10-16,110.68,110.88,98.4985,111.134,101.6536,DOWN,0
2007-10-17,109.93,111.68,98.5878,110.972,101.887,DOWN,0
2007-10-18,109.01,109.87,98.6732,110.398,102.1738,DOWN,0
2007-10-19,106.16,108.46,98.7455,109.296,102.4698,UP,1
2007-10-22,107.24,105.4,98.8216,108.604,102.7284,DOWN,0
2007-10-23,106.97,107.76,98.888,107.862,102.9078,UP,1
2007-10-24,108.02,106.16,98.9601,107.48,103.147,UP,1
2007-10-25,110.15,108.4,99.038,107.708,103.4534,DOWN,0
2007-10-26,108.61,110.6,99.1027,108.198,103.7156,UP,1
2007-10-29,109.24,108.12,99.1674,108.598,103.976,DOWN,0
2007-10-30,108.24,109.01,99.2236,108.852,104.2168,UP,1
2007-10-31,110.04,108.83,99.2913,109.256,104.5074,DOWN,0
2007-11-01,108.83,109.0,99.3514,108.992,104.7282,UP,1
2007-11-02,110.12,110.06,99.4157,109.294,104.992,DOWN,0
2007-11-05,109.4,108.0,99.4788,109.326,105.1796,UP,1
2007-11-06,109.45,109.42,99.5324,109.568,105.3204,DOWN,0
2007-11-07,108.08,109.64,99.5871,109.176,105.5262,DOWN,0
2007-11-08,107.18,107.1,99.6358,108.846,105.6756,UP,1
2007-11-09,109.35,105.98,99.6992,108.692,105.8896,DOWN,0
2007-11-12,108.73,109.38,99.7625,108.558,106.0814,UP,1
2007-11-13,112.25,109.09,99.8426,109.118,106.35,DOWN,0
2007-11-14,111.9,113.0,99.9161,109.882,106.6106,UP,1
2007-11-15,112.08,111.68,99.9842,110.862,106.8844,DOWN,0
2007-11-16,111.37,113.0,100.0488,111.266,107.179,DOWN,0
2007-11-19,111.23,110.45,100.1095,111.766,107.4534,DOWN,0
2007-11-20,109.87,111.3,100.1524,111.29,107.691,DOWN,0
2007-11-21,108.28,109.18,100.1862,110.566,107.9042,UP,1
2007-11-23,111.01,108.78,100.2369,110.352,108.1316,DOWN,0
2007-11-26,108.17,110.79,100.2719,109.712,108.2682,UP,1
2007-11-27,108.24,108.51,100.305,109.114,108.4448,UP,1
2007-11-28,111.23,109.27,100.3498,109.386,108.6274,UP,1
2007-11-29,112.0,110.65,100.3982,110.13,108.8436,DOWN,0
2007-11-30,110.67,113.12,100.4349,110.062,109.0362,DOWN,0
2007-12-03,109.78,111.45,100.474,110.384,109.1678,DOWN,0
2007-12-04,109.12,109.34,100.5057,110.56,109.3032,UP,1
2007-12-05,109.14,109.91,100.5386,110.142,109.3868,UP,1
2007-12-06,110.37,109.1,100.5827,109.816,109.4798,UP,1
2007-12-07,111.01,110.35,100.6272,109.884,109.5642,DOWN,0
2007-12-10,110.72,111.54,100.6735,110.072,109.6088,DOWN,0
2007-12-11,107.76,110.795,100.7244,109.8,109.5892,UP,1
2007-12-12,108.31,108.01,100.7797,109.634,109.5996,UP,1
2007-12-13,109.29,107.74,100.837,109.418,109.6464,UP,1
2007-12-14,110.48,108.5,100.9122,109.312,109.676,DOWN,0
2007-12-17,108.91,109.78,100.9743,108.95,109.6802,DOWN,0
2007-12-18,108.18,109.48,101.0307,109.034,109.6638,UP,1
2007-12-19,108.25,108.94,101.0892,109.022,109.6008,DOWN,0
2007-12-20,107.72,108.82,101.1419,108.708,109.5404,UP,1
2007-12-21,110.48,108.76,101.2099,108.708,109.5124,UP,1
2007-12-24,111.28,110.01,101.2663,109.182,109.5046,DOWN,0
2007-12-26,109.53,111.0,101.3296,109.452,109.4812,DOWN,0
2007-12-27,107.72,109.3,101.3775,109.346,109.422,DOWN,0
2007-12-28,106.78,107.56,101.4211,109.158,109.359,DOWN,0
2007-12-31,105.26,106.31,101.4584,108.114,109.284,UP,1
2008-01-02,105.35,105.77,101.4903,106.928,109.2678,UP,1
2008-01-03,107.93,105.49,101.5381,106.608,109.2816,DOWN,0
2008-01-04,106.5,107.23,101.5713,106.364,109.2722,DOWN,0
2008-01-07,106.26,107.36,101.6131,106.26,109.237,UP,1
2008-01-08,106.3,106.26,101.6488,106.468,109.16,UP,1
2008-01-09,108.53,106.88,101.6994,107.104,109.1584,UP,1
2008-01-10,108.54,107.93,101.7512,107.226,109.1444,UP,1
2008-01-11,109.46,107.58,101.8126,107.818,109.1688,DOWN,0
2008-01-14,108.09,110.12,101.8625,108.184,109.1298,DOWN,0
2008-01-15,106.81,106.97,101.9115,108.286,109.0894,DOWN,0
2008-01-16,105.86,106.11,101.9561,107.752,109.0042,DOWN,0
2008-01-17,102.15,105.97,101.9805,106.474,108.8592,DOWN,0
2008-01-18,101.88,102.65,102.0046,104.958,108.7078,DOWN,0
2008-01-22,101.02,97.01,102.0262,103.544,108.5666,UP,1
2008-01-23,101.69,98.31,102.0445,102.52,108.4568,UP,1
2008-01-24,105.9,102.74,102.0837,102.528,108.3878,DOWN,0
2008-01-25,105.49,107.07,102.1281,103.196,108.323,UP,1
2008-01-28,106.87,105.43,102.1817,104.194,108.2154,DOWN,0
2008-01-29,106.44,107.02,102.2327,105.278,108.1062,UP,1
2008-01-30,106.53,106.92,102.2853,106.246,107.9952,UP,1
2008-01-31,107.92,105.31,102.3451,106.65,107.9262,UP,1
2008-02-01,108.12,108.17,102.4039,107.176,107.864,UP,1
2008-02-04,109.78,108.15,102.4746,107.758,107.8622,DOWN,0
2008-02-05,107.77,109.35,102.5365,108.024,107.852,DOWN,0
2008-02-06,105.6,108.72,102.5791,107.838,107.7438,UP,1
2008-02-07,105.83,104.95,102.6342,107.42,107.697,DOWN,0
2008-02-08,105.76,105.82,102.6855,106.948,107.6474,UP,1
2008-02-11,107.61,105.54,102.756,106.514,107.575,DOWN,0
2008-02-12,107.21,108.06,102.8086,106.402,107.4792,UP,1
2008-02-13,108.87,107.21,102.8723,107.056,107.4432,DOWN,0
2008-02-14,107.1,108.74,102.9266,107.31,107.3896,DOWN,0
2008-02-15,105.76,107.07,102.9751,107.31,107.3224,UP,1
2008-02-19,107.34,106.76,103.0298,107.256,107.2864,DOWN,0
2008-02-20,107.07,106.61,103.0819,107.228,107.2204,DOWN,0
2008-02-21,105.0,107.24,103.1166,106.454,107.1002,UP,1
2008-02-22,105.12,105.27,103.1511,106.058,106.9882,UP,1
2008-02-25,106.63,105.39,103.1904,106.232,106.9656,DOWN,0
2008-02-26,105.95,105.9,103.2272,105.954,106.9184,DOWN,0
2008-02-27,105.36,105.4,103.2598,105.612,106.8398,DOWN,0
2008-02-28,105.16,104.65,103.2896,105.644,106.7334,DOWN,0
2008-02-29,103.2,104.0,103.308,105.26,106.6192,UP,1
2008-03-03,104.0,103.27,103.3298,104.734,106.5356,DOWN,0
2008-03-04,103.72,102.6,103.3562,104.288,106.445,UP,1
2008-03-05,104.71,103.6,103.3889,104.158,106.3848,DOWN,0
2008-03-06,104.15,103.4,103.4157,103.956,106.2582,DOWN,0
2008-03-07,103.18,103.13,103.4605,103.952,106.0962,DOWN,0
2008-03-10,100.32,102.29,103.4903,103.216,105.912,UP,1
2008-03-11,101.66,100.06,103.5176,102.804,105.7908,DOWN,0
2008-03-12,100.45,102.0,103.5348,101.952,105.6642,UP,1
2008-03-13,101.11,99.55,103.5488,101.344,105.5812,DOWN,0
2008-03-14,100.54,101.98,103.5604,100.816,105.485,DOWN,0
2008-03-17,100.05,98.35,103.5702,100.762,105.3274,UP,1
2008-03-18,101.55,101.75,103.5908,100.74,105.2284,DOWN,0
2008-03-19,100.71,101.84,103.6083,100.792,105.1174,DOWN,0
2008-03-20,100.05,100.85,103.6276,100.58,104.9924,UP,1
2008-03-24,100.78,100.26,103.6482,100.628,104.8374,UP,1
2008-03-25,102.0,101.27,103.682,101.018,104.7066,DOWN,0
2008-03-26,101.23,101.67,103.7037,100.954,104.542,DOWN,0
2008-03-27,100.04,101.6,103.7226,100.82,104.381,UP,1
2008-03-28,100.18,100.38,103.7473,100.846,104.2484,DOWN,0
2008-03-31,99.3,100.34,103.7661,100.55,104.1172,UP,1
2008-04-01,101.33,99.96,103.7867,100.416,104.1008,DOWN,0
2008-04-02,100.21,101.22,103.805,100.212,104.0674,DOWN,0
2008-04-03,99.03,99.81,103.8235,100.01,104.0276,UP,1
2008-04-04,100.81,99.54,103.8436,100.136,104.01,UP,1
