ticker,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-02-18,61.11,60.89,61.1377,60.748,61.7656,DOWN,0
2011-02-22,60.65,60.68,61.1244,60.738,61.7374,DOWN,0
2011-02-23,60.39,60.76,61.1026,60.692,61.707,DOWN,0
2011-02-24,60.25,60.47,61.0805,60.638,61.6748,DOWN,0
2011-02-25,59.64,59.92,61.0542,60.408,61.6122,UP,1
2011-02-28,61.44,59.93,61.038,60.474,61.5896,DOWN,0
2011-03-01,60.7,61.25,61.0217,60.484,61.5556,UP,1
2011-03-02,60.81,60.5,61.0063,60.568,61.521,UP,1
2011-03-03,61.05,61.12,60.9967,60.728,61.4922,UP,1
2011-03-04,61.06,61.29,60.9909,61.012,61.4666,DOWN,0
2011-03-07,60.4,61.09,60.9902,60.804,61.4342,UP,1
2011-03-08,60.71,60.48,60.9893,60.806,61.4034,DOWN,0
2011-03-09,60.4,60.74,60.9885,60.724,61.3728,DOWN,0
2011-03-10,59.61,60.14,60.9848,60.436,61.324,UP,1
2011-03-11,59.69,59.24,60.9849,60.162,61.2752,DOWN,0
2011-03-14,59.13,59.49,60.9854,59.908,61.219,DOWN,0
2011-03-15,58.48,58.78,60.9863,59.462,61.1516,DOWN,0
2011-03-16,57.66,58.57,60.9808,58.914,61.0484,UP,1
2011-03-17,58.13,58.21,60.9728,58.618,60.944,UP,1
2011-03-18,58.57,58.56,60.9668,58.394,60.8492,UP,1
2011-03-21,58.83,58.67,60.9709,58.334,60.7616,DOWN,0
2011-03-22,58.79,58.8,60.9749,58.396,60.6854,DOWN,0
2011-03-23,58.72,58.72,60.9753,58.608,60.6166,UP,1
2011-03-24,59.03,58.98,60.9796,58.788,60.5518,DOWN,0
2011-03-25,58.98,59.01,60.982,58.87,60.4814,UP,1
2011-03-28,59.24,58.98,60.9859,58.952,60.408,DOWN,0
2011-03-29,59.22,58.98,60.9899,59.038,60.3414,UP,1
2011-03-30,59.38,59.34,60.9911,59.17,60.287,DOWN,0
2011-03-31,59.25,59.21,60.9911,59.214,60.2208,UP,1
2011-04-01,59.49,59.63,60.9927,59.316,60.1534,UP,1
2011-04-04,60.15,59.5,60.9975,59.498,60.1032,DOWN,0
2011-04-05,59.8,59.75,61.0009,59.614,60.0548,DOWN,0
2011-04-06,59.66,59.7,61.0034,59.67,60.0264,DOWN,0
2011-04-07,59.48,59.72,61.0046,59.716,60.004,DOWN,0
2011-04-08,59.46,59.73,61.0039,59.71,59.9796,UP,1
2011-04-11,59.86,59.54,61.0097,59.652,59.9766,UP,1
2011-04-12,59.94,59.66,61.0121,59.68,59.98,DOWN,0
2011-04-13,59.6,59.66,61.0139,59.668,59.9594,UP,1
2011-04-14,60.02,59.55,61.0187,59.776,59.9474,UP,1
2011-04-15,60.56,60.24,61.0262,59.996,59.9426,DOWN,0
2011-04-18,60.46,60.45,61.0331,60.116,59.935,UP,1
2011-04-19,62.69,62.0,61.0511,60.666,59.9714,UP,1
2011-04-20,64.39,63.21,61.07,61.624,60.0404,DOWN,0
2011-04-21,64.07,63.81,61.0835,62.434,60.1042,UP,1
2011-04-25,64.11,63.65,61.1013,63.144,60.1678,UP,1
2011-04-26,64.95,64.07,61.125,64.042,60.2528,UP,1
2011-04-27,65.57,63.45,61.1504,64.618,60.3502,DOWN,0
2011-04-28,65.38,65.39,61.1742,64.816,60.4454,UP,1
2011-04-29,65.72,65.59,61.2015,65.146,60.5494,UP,1
2011-05-02,66.21,65.92,61.2353,65.566,60.6578,UP,1
2011-05-03,66.26,66.11,61.2688,65.828,60.7608,DOWN,0
2011-05-04,65.67,66.0,61.3042,65.848,60.8612,DOWN,0
2011-05-05,65.01,65.45,61.3437,65.774,60.9536,UP,1
2011-05-06,65.27,65.25,61.3849,65.684,61.054,UP,1
2011-05-09,65.63,65.11,61.4249,65.568,61.1738,UP,1
2011-05-10,65.76,65.61,61.465,65.468,61.2602,UP,1
2011-05-11,66.57,66.32,61.5074,65.648,61.3776,UP,1
2011-05-12,67.19,66.04,61.5542,66.084,61.5052,DOWN,0
2011-05-13,66.62,67.09,61.5981,66.354,61.6166,DOWN,0
2011-05-16,66.37,66.41,61.6395,66.502,61.7228,UP,1
2011-05-17,66.4,66.23,61.6779,66.63,61.8428,UP,1
2011-05-18,66.5,66.17,61.7137,66.616,61.9586,DOWN,0
2011-05-19,66.39,66.53,61.7469,66.456,62.0784,DOWN,0
2011-05-20,65.69,66.25,61.7766,66.27,62.2,DOWN,0
2011-05-23,65.56,65.19,61.8046,66.108,62.3174,UP,1
2011-05-24,65.78,65.74,61.8332,65.984,62.4504,UP,1
2011-05-25,66.29,66.29,61.8675,65.942,62.6066,DOWN,0
2011-05-26,65.51,65.59,61.9026,65.766,62.7636,UP,1
2011-05-27,66.77,65.79,61.9438,65.982,62.9364,UP,1
2011-05-31,67.29,67.31,61.9895,66.328,63.1108,DOWN,0
2011-06-01,66.48,67.02,62.0319,66.468,63.2638,DOWN,0
2011-06-02,66.48,66.44,62.0682,66.506,63.4176,DOWN,0
2011-06-03,66.09,65.84,62.1019,66.622,63.565,DOWN,0
2011-06-06,66.05,65.87,62.1385,66.478,63.7054,DOWN,0
2011-06-07,65.5,66.0,62.1723,66.12,63.8358,UP,1
2011-06-08,66.14,65.49,62.2087,66.052,63.9738,UP,1
2011-06-09,66.78,66.33,62.2525,66.112,64.125,DOWN,0
2011-06-10,66.09,66.49,62.2931,66.112,64.2592,UP,1
2011-06-13,66.59,66.32,62.337,66.22,64.406,UP,1
2011-06-14,67.1,66.95,62.3845,66.54,64.5582,DOWN,0
2011-06-15,66.16,67.0,62.4288,66.544,64.6784,UP,1
2011-06-16,66.32,65.7,62.4753,66.452,64.8088,DOWN,0
2011-06-17,66.29,66.63,62.5153,66.492,64.9414,UP,1
2011-06-20,66.51,66.08,62.5548,66.476,65.082,DOWN,0
2011-06-21,66.49,66.52,62.5926,66.354,65.2226,DOWN,0
2011-06-22,66.07,66.47,62.6295,66.336,65.3468,DOWN,0
2011-06-23,65.67,65.54,62.6636,66.206,65.4614,DOWN,0
2011-06-24,65.06,65.57,62.6898,65.96,65.5706,UP,1
2011-06-27,65.25,65.29,62.7161,65.708,65.6752,UP,1
2011-06-28,65.91,65.59,62.7441,65.592,65.7822,UP,1
2011-06-29,66.31,66.23,62.7727,65.64,65.8992,UP,1
2011-06-30,66.52,66.42,62.8001,65.81,65.9758,UP,1
2011-07-01,67.3,66.48,62.8301,66.258,66.034,UP,1
2011-07-05,67.62,67.29,62.8604,66.732,66.105,DOWN,0
2011-07-06,67.55,67.63,62.8877,67.06,66.1738,UP,1
2011-07-07,67.92,67.82,62.9176,67.382,66.2332,DOWN,0
2011-07-08,67.57,67.81,62.9456,67.592,66.2732,DOWN,0
2011-07-11,67.27,66.88,62.9729,67.586,66.311,DOWN,0
2011-07-12,67.03,66.9,62.9973,67.468,66.3372,UP,1
2011-07-13,67.63,67.39,63.0253,67.484,66.3656,UP,1
2011-07-14,67.66,67.6,63.0515,67.432,66.3936,DOWN,0
2011-07-15,67.45,67.73,63.0772,67.408,66.4292,DOWN,0
2011-07-18,67.09,67.17,63.1028,67.372,66.4708,DOWN,0
2011-07-19,66.72,67.1,63.1277,67.31,66.4998,DOWN,0
2011-07-20,66.24,66.57,63.1505,67.032,66.512,UP,1
2011-07-21,66.47,66.45,63.1689,66.794,66.5262,UP,1
2011-07-22,66.72,66.69,63.1864,66.648,66.5292,DOWN,0
2011-07-25,66.25,66.21,63.2016,66.48,66.5104,DOWN,0
2011-07-26,65.92,66.17,63.215,66.32,66.4964,DOWN,0
2011-07-27,65.23,65.76,63.2247,66.118,66.4736,DOWN,0
2011-07-28,65.08,65.23,63.2336,65.84,66.4472,DOWN,0
2011-07-29,64.79,64.74,63.2397,65.454,66.413,DOWN,0
2011-08-01,64.41,65.28,63.243,65.086,66.3734,DOWN,0
2011-08-02,63.43,64.11,63.2423,64.588,66.3282,DOWN,0
2011-08-03,63.41,63.37,63.2401,64.224,66.2852,DOWN,0
2011-08-04,61.84,62.61,63.2328,63.576,66.2064,UP,1
2011-08-05,62.71,62.12,63.2284,63.16,66.1348,DOWN,0
2011-08-08,61.12,61.8,63.214,62.502,66.047,UP,1
2011-08-09,62.2,61.71,63.206,62.256,65.9556,DOWN,0
2011-08-10,60.2,61.62,63.1871,61.614,65.8138,UP,1
2011-08-11,63.44,60.18,63.1851,61.934,65.753,DOWN,0
2011-08-12,63.36,63.61,63.184,62.064,65.6906,UP,1
2011-08-15,64.59,63.85,63.1892,62.758,65.6606,DOWN,0
2011-08-16,64.36,63.77,63.1923,63.19,65.6268,DOWN,0
2011-08-17,64.26,64.56,63.1951,64.002,65.602,DOWN,0
2011-08-18,63.16,63.19,63.1916,63.946,65.5424,DOWN,0
2011-08-19,63.14,62.91,63.1863,63.902,65.4696,UP,1
2011-08-22,63.29,63.99,63.1789,63.642,65.4136,UP,1
2011-08-23,64.97,63.52,63.1806,63.764,65.3812,UP,1
2011-08-24,65.53,65.38,63.1866,64.018,65.3498,DOWN,0
2011-08-25,64.55,65.49,63.1877,64.296,65.3176,DOWN,0
2011-08-26,64.28,63.55,63.1894,64.524,65.2768,UP,1
2011-08-29,65.86,64.64,63.1991,65.038,65.2682,DOWN,0
2011-08-30,65.77,65.82,63.2096,65.198,65.2534,UP,1
2011-08-31,65.8,66.03,63.2179,65.252,65.2396,DOWN,0
2011-09-01,65.33,65.66,63.2289,65.408,65.2248,DOWN,0
2011-09-02,64.07,64.83,63.2339,65.366,65.1928,UP,1
2011-09-06,64.64,63.17,63.238,65.122,65.1844,UP,1
2011-09-07,65.43,65.04,63.246,65.054,65.188,DOWN,0
2011-09-08,64.95,64.96,63.2526,64.884,65.1688,DOWN,0
2011-09-09,63.64,64.39,63.2564,64.546,65.1154,DOWN,0
2011-09-12,63.59,63.1,63.2579,64.45,65.0568,UP,1
2011-09-13,63.61,63.99,63.2645,64.244,64.983,UP,1
2011-09-14,63.73,63.95,63.2736,63.904,64.9052,UP,1
2011-09-15,64.4,64.28,63.2879,63.794,64.8422,UP,1
2011-09-16,64.59,64.52,63.2987,63.984,64.7756,DOWN,0
2011-09-19,64.14,64.05,63.3064,64.094,64.707,UP,1
2011-09-20,64.22,64.42,63.3147,64.216,64.646,DOWN,0
2011-09-21,63.13,64.19,63.3193,64.096,64.568,DOWN,0
2011-09-22,61.92,62.16,63.3174,63.6,64.4538,DOWN,0
2011-09-23,61.59,61.3,63.3131,63.0,64.3324,UP,1
2011-09-26,62.69,62.05,63.3162,62.71,64.2372,UP,1
2011-09-27,63.82,63.37,63.3258,62.63,64.1718,DOWN,0
2011-09-28,63.25,63.9,63.3327,62.654,64.1024,UP,1
2011-09-29,63.9,63.92,63.3384,63.05,64.0556,DOWN,0
2011-09-30,63.69,63.22,63.344,63.47,64.0,DOWN,0
2011-10-03,62.08,63.65,63.3424,63.348,63.9072,UP,1
2011-10-04,62.17,61.55,63.3405,63.018,63.8256,UP,1
2011-10-05,62.35,62.21,63.3398,62.838,63.7542,UP,1
2011-10-06,62.81,62.52,63.3422,62.62,63.7058,UP,1
2011-10-07,63.13,63.01,63.3477,62.508,63.6668,UP,1
2011-10-10,64.43,63.89,63.3586,62.978,63.6596,DOWN,0
2011-10-11,63.96,64.26,63.3688,63.336,63.6506,UP,1
2011-10-12,64.33,64.13,63.3802,63.732,63.6686,DOWN,0
2011-10-13,64.23,64.45,63.3907,64.016,63.685,UP,1
2011-10-14,64.72,64.69,63.4046,64.334,63.7426,DOWN,0
2011-10-17,63.79,64.4,63.4143,64.206,63.7642,UP,1
2011-10-18,64.42,63.76,63.4223,64.298,63.8302,DOWN,0
2011-10-19,62.64,64.51,63.4187,63.96,63.839,DOWN,0
2011-10-20,62.53,62.96,63.4148,63.62,63.8856,UP,1
2011-10-21,63.78,63.11,63.4177,63.432,63.8924,UP,1
2011-10-24,64.73,63.9,63.4283,63.62,63.9198,DOWN,0
2011-10-25,63.69,64.56,63.436,63.474,63.9018,UP,1
2011-10-26,64.49,64.19,63.4471,63.844,63.9044,UP,1
2011-10-27,65.5,64.99,63.4621,64.438,63.9292,UP,1
2011-10-28,65.6,65.64,63.4755,64.802,63.978,DOWN,0
2011-10-31,64.39,65.17,63.4847,64.734,64.003,DOWN,0
2011-11-01,63.38,63.68,63.4911,64.672,64.0048,UP,1
2011-11-02,63.64,64.39,63.4965,64.502,63.9782,UP,1
2011-11-03,64.34,64.07,63.5039,64.27,63.9544,DOWN,0
2011-11-04,64.12,64.0,63.5112,63.974,63.9458,DOWN,0
2011-11-07,64.0,63.96,63.5201,63.896,63.9402,UP,1
2011-11-08,64.86,64.09,63.539,64.192,63.9202,DOWN,0
2011-11-09,63.53,64.07,63.5537,64.17,63.8754,UP,1
2011-11-10,64.12,64.13,63.5709,64.126,63.8418,UP,1
2011-11-11,65.25,64.62,63.5971,64.352,63.8402,DOWN,0
2011-11-14,64.91,64.97,63.6228,64.534,63.857,UP,1
2011-11-15,64.99,64.97,63.6446,64.56,63.864,DOWN,0
2011-11-16,64.4,64.53,63.6635,64.734,63.8434,DOWN,0
2011-11-17,63.94,64.17,63.6792,64.698,63.8232,DOWN,0
2011-11-18,63.85,64.19,63.6942,64.418,63.8274,DOWN,0
2011-11-21,62.94,63.27,63.7046,64.024,63.8144,DOWN,0
2011-11-22,62.9,62.95,63.7144,63.606,63.8002,DOWN,0
2011-11-23,61.99,62.59,63.7199,63.124,63.7654,DOWN,0
2011-11-25,61.27,61.31,63.7216,62.59,63.7028,UP,1
2011-11-28,62.37,61.88,63.73,62.294,63.6584,UP,1
2011-11-29,62.78,62.82,63.7404,62.262,63.6312,UP,1
2011-11-30,64.72,63.92,63.7609,62.626,63.6412,DOWN,0
2011-12-01,64.45,64.68,63.7805,63.118,63.6676,DOWN,0
2011-12-02,63.47,64.87,63.7939,63.558,63.6986,DOWN,0
2011-12-05,63.36,64.1,63.8052,63.756,63.734,UP,1
2011-12-06,63.49,63.61,63.8194,63.898,63.75,UP,1
2011-12-07,64.45,63.57,63.8397,63.844,63.7626,DOWN,0
2011-12-08,63.78,64.14,63.8573,63.71,63.7732,UP,1
2011-12-09,64.53,64.32,63.8818,63.922,63.7858,DOWN,0
2011-12-12,63.51,63.87,63.8921,63.952,63.7822,DOWN,0
2011-12-13,63.36,64.08,63.9055,63.926,63.8078,DOWN,0
2011-12-14,63.18,63.38,63.9173,63.672,63.828,UP,1
2011-12-15,64.0,63.65,63.9321,63.716,63.861,UP,1
2011-12-16,64.3,64.36,63.9483,63.67,63.8908,DOWN,0
2011-12-19,63.53,64.18,63.9639,63.674,63.8988,UP,1
2011-12-20,64.52,64.02,63.983,63.906,63.9006,UP,1
2011-12-21,64.96,64.81,64.0058,64.262,63.9206,UP,1
2011-12-22,65.18,65.06,64.0336,64.498,63.9376,UP,1
2011-12-23,65.98,65.23,64.0651,64.834,63.9726,UP,1
2011-12-27,66.02,65.99,64.0995,65.332,63.9986,DOWN,0
2011-12-28,65.45,65.97,64.1344,65.518,64.0318,UP,1
2011-12-29,65.88,65.31,64.1755,65.702,64.061,DOWN,0
2011-12-30,65.58,65.59,64.2127,65.782,64.1198,UP,1
2012-01-03,65.88,65.59,64.2493,65.762,64.1868,DOWN,0
2012-01-04,65.48,65.75,64.2825,65.654,64.2208,DOWN,0
2012-01-05,65.4,65.32,64.3156,65.644,64.2342,DOWN,0
2012-01-06,64.83,65.44,64.3461,65.434,64.257,UP,1
2012-01-09,64.93,64.96,64.3756,65.304,64.2658,UP,1
2012-01-10,65.2,65.11,64.4067,65.168,64.2598,DOWN,0
2012-01-11,65.13,65.11,64.4362,65.098,64.2504,UP,1
2012-01-12,65.23,65.28,64.4662,65.064,64.2672,UP,1
2012-01-13,65.26,64.97,64.4956,65.15,64.3048,DOWN,0
2012-01-17,65.12,65.54,64.525,65.188,64.3344,UP,1
2012-01-18,65.28,65.26,64.5539,65.204,64.3532,DOWN,0
2012-01-19,65.19,65.16,64.5791,65.216,64.3746,UP,1
2012-01-20,65.27,65.28,64.6065,65.224,64.4,DOWN,0
2012-01-23,65.0,65.23,64.6332,65.172,64.4028,DOWN,0
2012-01-24,65.0,64.34,64.6608,65.148,64.4322,UP,1
2012-01-25,65.22,64.83,64.6896,65.136,64.4542,UP,1
2012-01-26,65.7,65.53,64.7188,65.238,64.4632,DOWN,0
2012-01-27,65.56,65.62,64.7469,65.296,64.4762,UP,1
2012-01-30,65.71,65.33,64.7774,65.438,64.4906,UP,1
2012-01-31,65.91,65.86,64.8069,65.62,64.5208,DOWN,0
2012-02-01,65.69,65.97,64.8325,65.714,64.5558,DOWN,0
2012-02-02,65.59,65.94,64.8582,65.692,64.5906,UP,1
2012-02-03,65.64,65.9,64.8729,65.708,64.6446,DOWN,0
2012-02-06,65.19,65.46,64.8769,65.604,64.6904,UP,1
2012-02-07,65.26,65.16,64.8829,65.474,64.7558,DOWN,0
2012-02-08,65.24,65.2,64.8885,65.384,64.8352,DOWN,0
2012-02-09,64.89,65.16,64.8882,65.244,64.8856,DOWN,0
2012-02-10,64.6,64.71,64.8834,65.036,64.922,UP,1
2012-02-13,64.68,64.9,64.8799,64.934,64.9212,DOWN,0
2012-02-14,64.61,64.75,64.8743,64.804,64.9244,UP,1
2012-02-15,64.65,64.51,64.8665,64.686,64.948,UP,1
2012-02-16,64.92,64.6,64.8598,64.692,64.9792,UP,1
2012-02-17,64.99,65.22,64.8564,64.77,65.0092,UP,1
2012-02-21,65.04,65.23,64.8566,64.842,65.021,DOWN,0
2012-02-22,65.0,65.08,64.8552,64.92,65.0454,UP,1
2012-02-23,65.1,65.19,64.8526,65.01,65.0568,DOWN,0
2012-02-24,64.46,64.79,64.8461,64.918,65.0758,DOWN,0
2012-02-27,64.45,64.26,64.8355,64.81,65.0976,UP,1
2012-02-28,65.18,64.6,64.8254,64.838,65.1376,DOWN,0
2012-02-29,65.08,65.22,64.8177,64.854,65.1592,DOWN,0
2012-03-01,64.83,65.11,64.81,64.8,65.1698,DOWN,0
2012-03-02,64.77,64.74,64.8019,64.862,65.1946,UP,1
2012-03-05,64.91,64.69,64.7939,64.954,65.2024,DOWN,0
2012-03-06,64.35,64.46,64.7837,64.788,65.1902,DOWN,0
2012-03-07,64.3,64.27,64.7768,64.632,65.1726,UP,1
2012-03-08,64.85,64.95,64.7732,64.636,65.15,DOWN,0
2012-03-09,64.74,64.83,64.768,64.63,65.1244,UP,1
2012-03-12,65.1,64.55,64.7621,64.668,65.1174,UP,1
2012-03-13,65.33,65.42,64.7612,64.864,65.1064,DOWN,0
2012-03-14,65.08,65.21,64.7527,65.02,65.0964,DOWN,0
2012-03-15,65.07,64.93,64.7416,65.064,65.0802,UP,1
2012-03-16,65.12,65.2,64.7348,65.14,65.073,UP,1
2012-03-19,65.21,64.95,64.7285,65.162,65.0692,DOWN,0
2012-03-20,64.96,65.0,64.7228,65.088,65.0718,DOWN,0
2012-03-21,64.76,64.96,64.7164,65.024,65.0684,DOWN,0
2012-03-22,64.46,64.675,64.7112,64.902,65.0536,UP,1
2012-03-23,64.55,64.49,64.7032,64.788,65.042,UP,1
2012-03-26,65.17,64.89,64.6952,64.78,65.0408,UP,1
2012-03-27,65.4,65.33,64.6917,64.868,65.0436,UP,1
2012-03-28,65.62,65.4,64.6869,65.04,65.0536,DOWN,0
2012-03-29,65.54,65.28,64.6791,65.256,65.0588,UP,1
2012-03-30,65.96,65.63,64.6781,65.538,65.0742,UP,1
2012-04-02,66.21,66.04,64.6775,65.746,65.093,DOWN,0
2012-04-03,65.88,66.12,64.6755,65.842,65.1106,DOWN,0
2012-04-04,65.39,65.61,64.6699,65.796,65.1184,DOWN,0
2012-04-05,65.34,65.26,64.6641,65.756,65.1208,DOWN,0
2012-04-09,64.92,64.95,64.6584,65.548,65.1052,DOWN,0
2012-04-10,64.2,64.81,64.651,65.146,65.078,DOWN,0
2012-04-11,64.13,64.69,64.6464,64.796,65.0464,UP,1
2012-04-12,64.15,64.05,64.6409,64.548,65.0112,DOWN,0
2012-04-13,63.54,63.94,64.629,64.188,64.9682,UP,1
2012-04-16,63.98,63.72,64.6174,64.0,64.936,UP,1
2012-04-17,64.22,64.23,64.6059,64.004,64.9076,DOWN,0
2012-04-18,63.26,63.9,64.5857,63.83,64.869,DOWN,0
2012-04-19,63.03,63.22,64.5627,63.606,64.8244,UP,1
2012-04-20,63.71,63.22,64.5435,63.64,64.7938,DOWN,0
2012-04-23,63.37,63.5,64.5208,63.518,64.7634,UP,1
2012-04-24,63.77,63.55,64.5018,63.428,64.7468,UP,1
2012-04-25,64.43,63.96,64.4876,63.662,64.7418,UP,1
2012-04-26,64.75,64.41,64.4762,64.006,64.7446,UP,1
2012-04-27,64.84,64.95,64.4622,64.232,64.7484,UP,1
2012-04-30,65.1,64.85,64.4494,64.578,64.752,UP,1
2012-05-01,65.22,64.91,64.4383,64.868,64.7566,UP,1
2012-05-02,65.33,65.17,64.4295,65.048,64.7624,UP,1
2012-05-03,65.34,65.4,64.4226,65.166,64.7692,DOWN,0
2012-05-04,64.74,65.19,64.4151,65.146,64.762,UP,1
2012-05-07,64.8,64.58,64.4067,65.086,64.7688,UP,1
2012-05-08,64.98,64.68,64.398,65.038,64.7794,DOWN,0
2012-05-09,64.28,64.59,64.3882,64.828,64.7614,UP,1
2012-05-10,64.57,64.81,64.3814,64.674,64.7512,DOWN,0
2012-05-11,64.34,64.43,64.377,64.594,64.7414,DOWN,0
2012-05-14,63.93,64.03,64.3712,64.42,64.7246,DOWN,0
2012-05-15,63.61,63.7,64.3653,64.146,64.6986,UP,1
2012-05-16,63.71,63.79,64.3618,64.032,64.6858,DOWN,0
2012-05-17,63.55,63.71,64.3624,63.828,64.6708,DOWN,0
2012-05-18,63.35,63.87,64.3621,63.63,64.6408,UP,1
2012-05-21,63.47,63.26,64.3703,63.538,64.6154,UP,1
2012-05-22,63.52,63.4,64.3743,63.52,64.5838,DOWN,0
2012-05-23,63.27,63.4,64.3851,63.432,64.5426,DOWN,0
2012-05-24,63.1,62.89,64.3896,63.342,64.503,DOWN,0
2012-05-25,62.51,62.88,64.4011,63.174,64.4518,UP,1
2012-05-29,62.59,62.84,64.3969,62.998,64.4012,DOWN,0
2012-05-30,62.21,62.34,64.3911,62.736,64.3412,UP,1
2012-05-31,62.43,62.36,64.3803,62.568,64.2906,DOWN,0
2012-06-01,61.78,62.04,64.3674,62.304,64.231,UP,1
2012-06-04,62.34,62.04,64.3578,62.27,64.1886,DOWN,0
2012-06-05,62.21,62.16,64.3531,62.194,64.1418,UP,1
2012-06-06,62.8,62.09,64.3514,62.312,64.0944,DOWN,0
2012-06-07,62.8,63.18,64.3489,62.386,64.0424,UP,1
2012-06-08,62.98,62.54,64.339,62.626,63.9896,DOWN,0
2012-06-11,62.12,62.97,64.3219,62.582,63.9212,UP,1
2012-06-12,63.08,62.16,64.3146,62.756,63.8636,UP,1
2012-06-13,64.45,64.24,64.3154,63.086,63.8284,UP,1
2012-06-14,65.45,64.35,64.3134,63.616,63.8198,UP,1
2012-06-15,66.01,65.9,64.3146,64.222,63.8322,UP,1
2012-06-18,66.3,65.82,64.3171,65.058,63.8514,UP,1
2012-06-19,66.72,66.4,64.324,65.786,63.8874,UP,1
2012-06-20,67.0,66.78,64.3387,66.296,63.9434,DOWN,0
2012-06-21,66.39,66.55,64.3474,66.484,63.9886,UP,1
2012-06-22,66.63,66.66,64.3534,66.608,64.0382,DOWN,0
2012-06-25,66.5,66.26,64.3612,66.648,64.0974,DOWN,0
2012-06-26,66.42,66.56,64.375,66.588,64.1462,UP,1
2012-06-27,66.84,66.42,64.3913,66.556,64.1986,UP,1
2012-06-28,66.94,66.71,64.4079,66.666,64.2722,UP,1
2012-06-29,67.56,67.3,64.4271,66.852,64.3628,UP,1
2012-07-02,68.0,67.42,64.4451,67.152,64.4486,UP,1
2012-07-03,68.04,67.96,64.4624,67.476,64.542,DOWN,0
2012-07-05,67.78,67.92,64.4806,67.664,64.6222,DOWN,0
2012-07-06,67.64,67.51,64.4977,67.804,64.6864,UP,1
2012-07-09,67.78,67.74,64.5209,67.848,64.747,UP,1
2012-07-10,67.88,67.97,64.5507,67.824,64.8078,UP,1
2012-07-11,67.9,68.03,64.5823,67.796,64.8638,DOWN,0
2012-07-12,67.71,67.62,64.6074,67.782,64.9136,UP,1
2012-07-13,68.61,67.79,64.6313,67.976,64.9792,DOWN,0
2012-07-16,68.45,68.47,64.6573,68.11,65.0414,UP,1
2012-07-17,69.0,67.84,64.6828,68.334,65.1266,UP,1
2012-07-18,69.37,68.74,64.7112,68.628,65.218,UP,1
2012-07-19,69.53,69.25,64.7485,68.992,65.309,DOWN,0
2012-07-20,68.63,69.35,64.7808,68.996,65.396,DOWN,0
2012-07-23,68.11,68.14,64.8096,68.928,65.4668,DOWN,0
2012-07-24,67.35,68.1,64.8323,68.598,65.527,UP,1
2012-07-25,67.53,67.67,64.8543,68.23,65.599,UP,1
2012-07-26,68.74,68.3,64.8758,68.072,65.7016,UP,1
2012-07-27,69.52,68.95,64.9036,68.25,65.8178,DOWN,0
2012-07-30,69.45,69.37,64.9292,68.518,65.9358,DOWN,0
2012-07-31,69.22,69.25,64.9542,68.892,66.0532,UP,1
2012-08-01,69.38,69.48,64.9775,69.262,66.1714,DOWN,0
2012-08-02,68.45,68.81,65.0008,69.204,66.27,UP,1
2012-08-03,69.12,68.98,65.0243,69.124,66.387,DOWN,0
2012-08-06,68.84,69.18,65.0553,69.002,66.5018,DOWN,0
2012-08-07,68.29,68.81,65.0841,68.816,66.6174,UP,1
2012-08-08,68.35,68.29,65.1069,68.61,66.7326,DOWN,0
2012-08-09,68.32,68.33,65.1249,68.584,66.8548,UP,1
2012-08-10,68.64,68.12,65.1496,68.488,66.979,DOWN,0
2012-08-13,68.46,68.39,65.1695,68.412,67.1126,UP,1
2012-08-14,68.64,68.74,65.1852,68.482,67.2386,DOWN,0
2012-08-15,68.35,68.51,65.1989,68.482,67.3614,DOWN,0
2012-08-16,68.2,68.44,65.218,68.458,67.4694,DOWN,0
2012-08-17,67.8,68.12,65.2401,68.29,67.5694,DOWN,0
2012-08-20,67.7,67.8,65.2604,68.138,67.6638,UP,1
2012-08-21,67.78,67.69,65.2776,67.966,67.777,DOWN,0
2012-08-22,67.75,67.63,65.2957,67.846,67.8704,DOWN,0
2012-08-23,67.74,67.8,65.3144,67.754,67.9362,DOWN,0
2012-08-24,67.6,67.22,65.3281,67.714,67.9792,DOWN,0
2012-08-27,67.49,67.54,65.3479,67.672,68.0088,UP,1
2012-08-28,67.51,67.31,65.3649,67.618,68.033,DOWN,0
2012-08-29,67.37,67.28,65.3755,67.542,68.046,DOWN,0
2012-08-30,67.21,67.23,65.387,67.436,68.0502,UP,1
2012-08-31,67.43,67.45,65.3992,67.402,68.071,DOWN,0
2012-09-04,67.26,67.49,65.4135,67.356,68.0836,UP,1
2012-09-05,67.27,67.44,65.4301,67.308,68.099,UP,1
2012-09-06,67.84,67.71,65.4501,67.402,68.1274,UP,1
2012-09-07,67.88,67.97,65.4748,67.536,68.1482,UP,1
2012-09-10,68.18,67.99,65.5012,67.686,68.173,UP,1
2012-09-11,68.2,68.365,65.5322,67.874,68.1858,DOWN,0
2012-09-12,68.15,68.37,65.5666,68.05,68.1888,UP,1
2012-09-13,68.99,68.01,65.5997,68.28,68.2078,DOWN,0
2012-09-14,68.47,68.91,65.6282,68.398,68.2216,DOWN,0
2012-09-17,68.25,68.49,65.6458,68.412,68.2338,UP,1
2012-09-18,68.55,68.08,65.6663,68.482,68.2492,UP,1
