ticker,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2017-06-16,66.17,65.75,64.902,65.706,66.4244,DOWN,0
2017-06-19,66.05,66.01,64.9091,65.872,66.3902,DOWN,0
2017-06-20,65.08,65.87,64.9136,65.766,66.351,DOWN,0
2017-06-21,64.29,65.16,64.9111,65.43,66.2714,UP,1
2017-06-22,65.07,64.29,64.9162,65.332,66.2066,DOWN,0
2017-06-23,64.89,65.19,64.919,65.076,66.1424,DOWN,0
2017-06-26,64.45,63.86,64.9191,64.756,66.0758,DOWN,0
2017-06-27,64.12,64.46,64.9214,64.564,65.9914,UP,1
2017-06-28,64.72,64.5,64.9215,64.65,65.9314,DOWN,0
2017-06-29,64.06,64.81,64.922,64.448,65.8572,UP,1
2017-06-30,64.76,64.21,64.9291,64.422,65.7838,DOWN,0
2017-07-03,64.38,64.91,64.9307,64.408,65.7166,DOWN,0
2017-07-05,64.1,64.41,64.929,64.404,65.6332,DOWN,0
2017-07-06,63.05,64.1,64.9262,64.07,65.5242,UP,1
2017-07-07,63.42,63.05,64.9184,63.942,65.423,DOWN,0
2017-07-10,62.34,63.16,64.9009,63.458,65.2934,UP,1
2017-07-11,63.36,62.61,64.8841,63.254,65.1804,UP,1
2017-07-12,63.88,63.67,64.871,63.21,65.0764,UP,1
2017-07-13,64.24,63.9,64.8615,63.448,64.9594,UP,1
2017-07-14,64.7,64.18,64.8533,63.704,64.9244,UP,1
2017-07-17,65.27,64.83,64.8486,64.29,64.925,DOWN,0
2017-07-18,65.21,65.26,64.8474,64.66,64.9202,UP,1
2017-07-19,65.41,65.35,64.8441,64.966,64.9206,UP,1
2017-07-20,66.42,65.4,64.8557,65.402,64.9316,DOWN,0
2017-07-21,65.76,66.18,64.8628,65.614,64.916,DOWN,0
2017-07-24,65.48,65.75,64.8696,65.656,64.888,DOWN,0
2017-07-25,65.37,65.55,64.8751,65.688,64.8626,DOWN,0
2017-07-26,64.89,65.24,64.8824,65.584,64.8398,DOWN,0
2017-07-27,64.88,64.75,64.8883,65.276,64.8956,UP,1
2017-07-28,65.47,64.89,64.9056,65.218,64.926,DOWN,0
2017-07-31,64.78,65.57,64.9162,65.078,64.9396,DOWN,0
2017-08-01,64.13,65.03,64.9219,64.83,64.9308,DOWN,0
2017-08-02,58.46,64.49,64.9,63.544,64.806,UP,1
2017-08-03,58.5,58.51,64.8812,62.268,64.6784,DOWN,0
2017-08-04,57.7,58.46,64.8571,60.714,64.537,DOWN,0
2017-08-07,56.85,57.7,64.8275,59.128,64.3486,UP,1
2017-08-08,57.05,56.85,64.8072,57.712,64.1946,DOWN,0
2017-08-09,56.52,56.72,64.785,57.324,64.021,DOWN,0
2017-08-10,56.13,56.32,64.7752,56.85,63.8184,UP,1
2017-08-11,56.55,56.1,64.7665,56.62,63.601,UP,1
2017-08-14,56.92,57.0,64.7668,56.634,63.4108,UP,1
2017-08-15,56.98,56.91,64.772,56.62,63.2366,UP,1
2017-08-16,57.34,57.16,64.7829,56.784,63.0738,DOWN,0
2017-08-17,56.56,57.3,64.7726,56.87,62.924,DOWN,0
2017-08-18,56.23,56.5,64.7647,56.806,62.7764,UP,1
2017-08-21,56.47,56.29,64.7572,56.716,62.6164,UP,1
2017-08-22,56.78,56.5,64.7488,56.676,62.4476,DOWN,0
2017-08-23,56.71,56.68,64.7392,56.55,62.2696,UP,1
2017-08-24,56.94,56.96,64.7346,56.626,62.089,UP,1
2017-08-25,57.23,57.15,64.7307,56.826,61.9224,UP,1
2017-08-28,57.32,57.54,64.7206,56.996,61.7454,DOWN,0
2017-08-29,57.07,57.13,64.7061,57.054,61.5658,UP,1
2017-08-30,57.52,57.06,64.696,57.216,61.4146,UP,1
2017-08-31,58.56,57.71,64.6859,57.54,61.3,DOWN,0
2017-09-01,57.88,58.68,64.6738,57.67,61.1562,DOWN,0
2017-09-05,57.23,57.69,64.6578,57.652,61.003,UP,1
2017-09-06,57.42,57.5,64.6349,57.722,60.8624,DOWN,0
2017-09-07,57.37,57.6,64.6142,57.692,60.7274,UP,1
2017-09-08,58.31,57.3,64.5915,57.642,60.5992,UP,1
2017-09-11,59.8,58.96,64.5753,58.026,60.514,UP,1
2017-09-12,60.29,59.66,64.56,58.638,60.4246,DOWN,0
2017-09-13,59.78,60.15,64.5422,59.11,60.3326,DOWN,0
2017-09-14,59.71,59.75,64.5248,59.578,60.2448,DOWN,0
2017-09-15,59.63,59.53,64.5046,59.842,60.1764,UP,1
2017-09-18,60.71,59.68,64.4914,60.024,60.1222,DOWN,0
2017-09-19,59.28,60.69,64.4648,59.822,60.061,UP,1
2017-09-20,60.53,59.27,64.4464,59.972,60.0044,UP,1
2017-09-21,61.26,60.44,64.4321,60.282,59.952,DOWN,0
2017-09-22,57.49,61.23,64.399,59.854,59.817,UP,1
2017-09-25,57.68,57.43,64.3674,59.248,59.6766,UP,1
2017-09-26,58.47,57.82,64.3283,59.086,59.5406,DOWN,0
2017-09-27,58.31,58.47,64.2874,58.642,59.4026,UP,1
2017-09-28,58.47,58.42,64.2468,58.084,59.2638,UP,1
2017-09-29,59.39,58.77,64.2169,58.464,59.1232,UP,1
2017-10-02,60.18,59.55,64.1988,58.964,59.0116,UP,1
2017-10-03,60.91,60.44,64.1828,59.452,58.9202,DOWN,0
2017-10-04,59.92,60.85,64.1577,59.774,58.8112,UP,1
2017-10-05,60.38,59.911,64.1336,60.156,58.721,DOWN,0
2017-10-06,59.82,60.18,64.1084,60.242,58.6198,DOWN,0
2017-10-09,53.89,56.91,64.0545,58.984,58.3882,UP,1
2017-10-10,54.32,55.41,64.0018,57.666,58.179,UP,1
2017-10-11,54.56,54.55,63.9486,56.594,57.9876,DOWN,0
2017-10-12,54.4,54.57,63.8956,55.398,57.9064,UP,1
2017-10-13,54.73,54.22,63.8477,54.38,57.831,UP,1
2017-10-16,56.93,55.23,63.8105,54.988,57.8156,DOWN,0
2017-10-17,56.49,56.87,63.772,55.422,57.8084,UP,1
2017-10-18,57.72,56.62,63.7351,56.054,57.8218,UP,1
2017-10-19,58.7,57.66,63.6971,56.914,57.8654,UP,1
2017-10-20,59.35,58.99,63.6653,57.838,57.9298,UP,1
2017-10-23,61.0,59.98,63.6413,58.652,58.0188,UP,1
2017-10-24,62.5,60.85,63.6369,59.854,58.1304,UP,1
2017-10-25,62.6,62.05,63.6318,60.83,58.2428,DOWN,0
2017-10-26,61.53,62.64,63.6235,61.396,58.3266,UP,1
2017-10-27,61.89,61.55,63.6159,61.904,58.4332,DOWN,0
2017-10-30,61.07,61.75,63.6016,61.918,58.53,DOWN,0
2017-10-31,60.74,60.98,63.586,61.566,58.6154,DOWN,0
2017-11-01,59.83,60.85,63.5657,61.012,58.6764,DOWN,0
2017-11-02,59.52,59.94,63.5488,60.61,58.7326,UP,1
2017-11-03,59.91,59.36,63.5333,60.214,58.792,DOWN,0
2017-11-06,59.41,59.91,63.5147,59.882,58.8356,DOWN,0
2017-11-07,58.96,59.6,63.4917,59.526,58.8684,DOWN,0
2017-11-08,54.34,53.59,63.443,58.428,58.8138,UP,1
2017-11-09,55.11,54.31,63.3925,57.546,58.7656,DOWN,0
2017-11-10,55.0,54.77,63.3448,56.564,58.6944,DOWN,0
2017-11-13,54.99,54.54,63.303,55.68,58.6366,DOWN,0
2017-11-14,54.66,54.85,63.2575,54.82,58.5852,DOWN,0
2017-11-15,54.38,54.21,63.2063,54.828,58.5244,UP,1
2017-11-16,55.64,54.63,63.1606,54.934,58.4898,DOWN,0
2017-11-17,54.91,55.31,63.1085,54.916,58.4218,DOWN,0
2017-11-20,54.76,54.74,63.0592,54.87,58.321,UP,1
2017-11-21,55.17,54.68,63.0137,54.972,58.2186,UP,1
2017-11-22,55.39,55.23,62.9672,55.174,58.1308,UP,1
2017-11-24,57.15,56.2,62.9297,55.476,58.0796,UP,1
2017-11-27,57.99,57.2,62.8959,56.092,58.0468,UP,1
2017-11-28,58.48,57.99,62.8642,56.836,58.0022,UP,1
2017-11-29,60.64,58.48,62.8438,57.93,58.0294,UP,1
2017-11-30,61.06,60.73,62.8248,59.064,58.04,UP,1
2017-12-01,61.11,61.0,62.8071,59.856,58.037,UP,1
2017-12-04,61.93,61.39,62.7822,60.644,58.1258,DOWN,0
2017-12-05,60.93,61.78,62.7424,61.134,58.1908,UP,1
2017-12-06,69.2,67.1,62.743,62.846,58.4054,DOWN,0
2017-12-07,67.14,69.5,62.734,64.062,58.582,UP,1
2017-12-08,67.71,67.46,62.7273,65.382,58.7668,UP,1
2017-12-11,69.51,68.84,62.7289,66.898,58.9692,UP,1
2017-12-12,70.4,70.0,62.7339,68.792,59.1736,UP,1
2017-12-13,71.3,70.25,62.7445,69.212,59.3814,DOWN,0
2017-12-14,69.03,71.17,62.7397,69.59,59.5636,UP,1
2017-12-15,70.52,69.13,62.7423,70.152,59.7664,UP,1
2017-12-18,71.07,70.7,62.7506,70.464,59.9914,UP,1
2017-12-19,71.8,71.05,62.7689,70.744,60.3496,DOWN,0
2017-12-20,71.75,71.8,62.7864,70.834,60.6982,UP,1
2017-12-21,71.9,71.88,62.8044,71.408,61.045,UP,1
2017-12-22,71.98,72.14,62.8216,71.7,61.3966,UP,1
2017-12-26,72.1,72.0,62.8383,71.906,61.744,UP,1
2017-12-27,72.31,72.19,62.8564,72.008,62.0516,UP,1
2017-12-28,72.36,72.64,62.873,72.13,62.369,DOWN,0
2017-12-29,72.25,72.6,62.8956,72.2,62.6596,UP,1
2018-01-02,72.54,72.27,62.9193,72.312,62.9364,UP,1
2018-01-03,72.91,72.34,62.9468,72.474,63.2076,UP,1
2018-01-04,74.85,74.3,62.991,72.982,63.4846,UP,1
2018-01-05,75.53,75.0,63.0408,73.616,63.7452,UP,1
2018-01-08,75.66,75.55,63.0885,74.298,64.0064,UP,1
2018-01-09,77.47,75.6,63.142,75.284,64.3252,UP,1
2018-01-10,78.07,77.27,63.1977,76.316,64.6488,UP,1
2018-01-11,80.03,78.25,63.2594,77.352,65.028,DOWN,0
2018-01-12,79.13,80.0,63.3135,78.072,65.3958,UP,1
2018-01-16,79.15,79.5,63.3668,78.77,65.7822,DOWN,0
2018-01-17,79.06,79.13,63.4222,79.088,66.173,DOWN,0
2018-01-18,78.19,79.0,63.475,79.112,66.5386,UP,1
2018-01-19,78.61,78.18,63.5321,78.828,66.9226,UP,1
2018-01-22,78.95,78.76,63.5901,78.792,67.3224,UP,1
2018-01-23,79.04,78.63,63.6465,78.77,67.8164,DOWN,0
2018-01-24,78.64,79.18,63.7045,78.686,68.287,UP,1
2018-01-25,78.96,78.77,63.758,78.84,68.7662,UP,1
2018-01-26,79.1,79.01,63.8119,78.938,69.2484,DOWN,0
2018-01-29,79.09,78.95,63.8669,78.966,69.737,DOWN,0
2018-01-30,78.93,78.05,63.9226,78.944,70.228,DOWN,0
2018-01-31,78.04,78.91,63.9711,78.824,70.676,DOWN,0
2018-02-01,77.55,77.53,64.0203,78.542,71.1288,DOWN,0
2018-02-02,75.65,77.21,64.0597,77.852,71.5466,DOWN,0
2018-02-05,72.84,75.23,64.0817,76.602,71.9,UP,1
2018-02-06,74.03,71.57,64.1132,75.622,72.2728,UP,1
2018-02-07,74.66,73.85,64.1451,74.946,72.623,DOWN,0
2018-02-08,71.91,74.57,64.1622,73.818,72.9014,UP,1
2018-02-09,72.97,72.62,64.1846,73.282,73.1912,UP,1
2018-02-12,73.41,73.41,64.2076,73.396,73.4466,UP,1
2018-02-13,73.54,72.69,64.2302,73.298,73.6962,UP,1
2018-02-14,74.75,72.07,64.2586,73.316,73.969,DOWN,0
2018-02-15,73.84,75.0,64.2773,73.702,74.2072,DOWN,0
2018-02-16,73.65,73.81,64.3133,73.838,74.4616,DOWN,0
2018-02-20,72.77,73.27,64.351,73.71,74.533,DOWN,0
2018-02-21,72.55,72.88,64.3865,73.512,74.6412,DOWN,0
2018-02-22,72.07,72.84,64.4199,72.976,74.7284,UP,1
2018-02-23,73.18,72.62,64.4564,72.844,74.8018,UP,1
2018-02-26,73.5,73.27,64.4912,72.814,74.8638,UP,1
2018-02-27,73.67,73.27,64.5252,72.994,74.9112,DOWN,0
2018-02-28,72.02,73.71,64.5521,72.888,74.971,DOWN,0
2018-03-01,70.45,71.88,64.5742,72.564,74.9696,UP,1
2018-03-02,71.91,70.23,64.6233,72.31,74.9864,UP,1
2018-03-05,72.19,71.53,64.6645,72.048,74.9942,DOWN,0
2018-03-06,72.06,72.25,64.7043,71.726,75.0004,UP,1
2018-03-07,72.19,71.41,64.7424,71.76,75.0062,UP,1
2018-03-08,72.6,72.16,64.7819,72.19,75.0186,DOWN,0
2018-03-09,72.46,72.95,64.8198,72.3,75.0258,DOWN,0
2018-03-12,72.26,72.18,64.8572,72.314,75.0248,DOWN,0
2018-03-13,70.19,72.31,64.8768,71.94,74.9814,DOWN,0
2018-03-14,70.03,70.54,64.9032,71.508,74.937,DOWN,0
2018-03-15,69.45,70.17,64.9245,70.878,74.8752,DOWN,0
2018-03-16,68.53,69.46,64.9358,70.092,74.7876,DOWN,0
2018-03-19,68.41,68.52,64.9408,69.322,74.6588,DOWN,0
2018-03-20,66.37,68.46,64.9405,68.558,74.4756,UP,1
2018-03-21,66.84,66.66,64.9462,67.92,74.2992,DOWN,0
2018-03-22,65.79,66.55,64.9478,67.188,74.0656,DOWN,0
2018-03-23,65.0,65.85,64.9525,66.482,73.8042,UP,1
2018-03-26,65.64,65.7,64.9627,65.928,73.5164,DOWN,0
2018-03-27,65.34,65.7,64.967,65.722,73.2406,UP,1
2018-03-28,66.0,65.52,64.9709,65.554,72.9776,DOWN,0
2018-03-29,65.94,66.07,64.9726,65.584,72.7152,DOWN,0
2018-04-02,63.79,65.96,64.9617,65.342,72.4272,UP,1
2018-04-03,64.35,64.13,64.9556,65.084,72.142,DOWN,0
2018-04-04,63.67,63.4,64.9431,64.75,71.8364,UP,1
2018-04-05,64.19,63.83,64.9338,64.388,71.5394,DOWN,0
2018-04-06,63.03,63.55,64.9236,63.806,71.2272,DOWN,0
2018-04-09,62.77,63.19,64.916,63.602,70.9034,UP,1
2018-04-10,63.18,63.39,64.9065,63.368,70.585,DOWN,0
2018-04-11,62.96,62.64,64.8969,63.226,70.2624,DOWN,0
2018-04-12,62.87,63.41,64.889,62.962,69.9412,UP,1
2018-04-13,62.9,63.17,64.8829,62.936,69.6384,UP,1
2018-04-16,63.17,63.31,64.8751,63.016,69.3508,DOWN,0
2018-04-17,63.08,63.34,64.8702,62.996,69.0994,UP,1
2018-04-18,64.16,63.22,64.8672,63.236,68.9258,DOWN,0
2018-04-19,64.12,63.96,64.8659,63.486,68.7276,DOWN,0
2018-04-20,63.75,64.11,64.8642,63.656,68.5094,DOWN,0
2018-04-23,63.09,63.39,64.8644,63.64,68.333,DOWN,0
2018-04-24,62.85,63.47,64.8615,63.594,68.1306,UP,1
2018-04-25,63.3,62.53,64.8663,63.422,67.9284,DOWN,0
2018-04-26,62.94,63.22,64.8642,63.186,67.7164,UP,1
2018-04-27,63.22,62.8,64.8609,63.08,67.4858,DOWN,0
2018-04-30,62.79,63.37,64.8537,63.02,67.2648,UP,1
2018-05-01,63.12,62.77,64.8458,63.074,67.0542,UP,1
2018-05-02,63.38,63.06,64.8363,63.09,66.8664,DOWN,0
2018-05-03,63.3,63.16,64.8268,63.162,66.6814,UP,1
2018-05-04,66.38,62.99,64.8316,63.794,66.5676,DOWN,0
2018-05-07,66.02,66.07,64.8296,64.44,66.4244,DOWN,0
2018-05-08,64.16,65.96,64.8216,64.648,66.2376,UP,1
2018-05-09,64.8,64.32,64.8182,64.932,66.0602,UP,1
2018-05-10,65.77,65.21,64.8202,65.426,65.9352,UP,1
2018-05-11,66.01,65.66,64.8258,65.352,65.8464,UP,1
2018-05-14,66.6,66.31,64.8344,65.468,65.7402,DOWN,0
2018-05-15,66.29,66.27,64.8385,65.894,65.6222,UP,1
2018-05-16,66.83,66.55,64.8488,66.3,65.5176,UP,1
2018-05-17,67.58,66.69,64.866,66.662,65.4254,UP,1
2018-05-18,68.12,67.53,64.9143,67.084,65.3358,DOWN,0
2018-05-21,67.92,68.36,64.9614,67.348,65.245,DOWN,0
2018-05-22,67.92,68.03,65.0125,67.674,65.1582,UP,1
2018-05-23,68.53,67.62,65.0709,68.014,65.125,DOWN,0
2018-05-24,68.09,68.53,65.1261,68.116,65.0862,DOWN,0
2018-05-25,67.89,68.09,65.183,68.07,65.055,DOWN,0
2018-05-29,67.05,67.45,65.2376,67.896,65.0254,UP,1
2018-05-30,68.36,67.19,65.2966,67.984,65.0244,DOWN,0
2018-05-31,66.84,68.15,65.3462,67.646,65.0338,UP,1
2018-06-01,67.09,67.12,65.3968,67.446,65.0388,DOWN,0
2018-06-04,66.91,67.58,65.4446,67.25,65.0612,UP,1
2018-06-05,67.39,66.9,65.4988,67.318,65.109,UP,1
2018-06-06,68.7,67.73,65.5611,67.386,65.1702,UP,1
2018-06-07,68.94,68.84,65.6235,67.806,65.2422,UP,1
2018-06-08,71.05,68.98,65.6948,68.598,65.3432,UP,1
2018-06-11,72.11,70.92,65.7718,69.638,65.4666,DOWN,0
2018-06-12,71.76,72.01,65.8459,70.512,65.626,DOWN,0
2018-06-13,70.97,72.0,65.9146,70.966,65.7584,UP,1
2018-06-14,71.04,71.03,65.9832,71.386,65.9058,UP,1
2018-06-15,73.47,70.9,66.0652,71.87,66.0914,DOWN,0
2018-06-18,72.91,73.27,66.1422,72.03,66.289,UP,1
2018-06-19,72.97,72.3,66.2142,72.272,66.493,DOWN,0
2018-06-20,72.44,73.22,66.287,72.566,66.6782,DOWN,0
2018-06-21,72.08,72.58,66.3613,72.774,66.8606,DOWN,0
2018-06-22,71.95,72.23,66.434,72.47,67.0422,DOWN,0
2018-06-25,71.31,71.93,66.5036,72.15,67.2104,UP,1
2018-06-26,71.51,71.4,66.5697,71.858,67.3772,DOWN,0
2018-06-27,70.8,71.33,66.6246,71.53,67.5316,DOWN,0
2018-06-28,70.15,70.46,66.6739,71.144,67.6514,DOWN,0
2018-06-29,69.44,70.22,66.7222,70.642,67.7578,UP,1
2018-07-02,69.48,69.28,66.7711,70.276,67.8724,DOWN,0
2018-07-03,69.17,69.47,66.8188,69.808,67.994,UP,1
2018-07-05,69.27,69.24,66.8616,69.502,68.1224,UP,1
2018-07-06,70.22,69.61,66.9163,69.516,68.2608,UP,1
2018-07-09,70.62,70.39,66.9667,69.752,68.4144,DOWN,0
2018-07-10,70.6,70.79,67.0134,69.976,68.562,DOWN,0
2018-07-11,69.64,70.24,67.0742,70.07,68.699,UP,1
2018-07-12,71.5,70.08,67.1433,70.516,68.8666,UP,1
2018-07-13,71.77,71.3,67.2098,70.826,69.0344,DOWN,0
2018-07-16,71.71,71.77,67.2768,71.044,69.2026,DOWN,0
2018-07-17,71.32,71.6,67.3411,71.188,69.3014,DOWN,0
2018-07-18,70.61,71.0,67.3972,71.382,69.3932,DOWN,0
2018-07-19,70.57,70.16,67.4491,71.196,69.5214,DOWN,0
2018-07-20,69.98,70.19,67.4945,70.838,69.625,UP,1
2018-07-23,70.88,70.16,67.5492,70.672,69.7272,DOWN,0
2018-07-24,70.07,71.57,67.5977,70.422,69.8084,DOWN,0
2018-07-25,69.48,70.2,67.646,70.196,69.866,UP,1
2018-07-26,70.18,69.59,67.7275,70.118,69.9438,DOWN,0
2018-07-27,69.67,70.18,67.8042,70.056,70.0006,UP,1
2018-07-30,69.81,69.66,67.8805,69.842,70.0452,UP,1
2018-07-31,70.28,69.92,67.9599,69.884,70.0884,UP,1
2018-08-01,70.34,69.77,68.0379,70.056,70.1368,UP,1
2018-08-02,74.1,70.92,68.1238,70.84,70.2604,UP,1
2018-08-03,74.55,73.8,68.2141,71.816,70.3808,DOWN,0
2018-08-06,73.03,74.43,68.2906,72.46,70.4796,DOWN,0
2018-08-07,72.84,72.74,68.3613,72.972,70.5786,UP,1
2018-08-08,73.34,72.85,68.4313,73.572,70.7044,DOWN,0
2018-08-09,72.65,73.4,68.4895,73.282,70.7902,DOWN,0
2018-08-10,71.79,72.46,68.536,72.73,70.8892,UP,1
2018-08-13,72.05,71.88,68.5832,72.534,70.9884,UP,1
2018-08-14,72.18,71.97,68.6365,72.402,71.0938,DOWN,0
2018-08-15,71.89,71.74,68.6865,72.112,71.1838,UP,1
2018-08-16,72.87,72.08,68.7455,72.156,71.2672,DOWN,0
2018-08-17,72.49,72.5,68.8042,72.296,71.3382,DOWN,0
2018-08-20,72.46,72.71,68.8674,72.378,71.3664,DOWN,0
2018-08-21,72.3,72.58,68.9313,72.402,71.3702,DOWN,0
2018-08-22,72.05,72.06,68.992,72.434,71.376,DOWN,0
2018-08-23,72.02,72.28,69.055,72.264,71.397,UP,1
2018-08-24,72.83,72.41,69.1244,72.332,71.4328,DOWN,0
2018-08-27,72.16,72.9,69.2135,72.272,71.4066,UP,1
2018-08-28,72.22,72.16,69.299,72.256,71.3928,UP,1
2018-08-29,73.05,72.37,69.3892,72.456,71.3944,DOWN,0
2018-08-30,66.51,68.7,69.4469,71.354,71.2758,UP,1
2018-08-31,69.29,66.56,69.52,70.646,71.22,DOWN,0
2018-09-04,67.68,69.44,69.5865,69.75,71.1346,DOWN,0
2018-09-05,67.09,67.3,69.6438,68.724,71.0502,UP,1
2018-09-06,67.83,67.26,69.7084,67.68,70.9766,DOWN,0
2018-09-07,67.24,67.7,69.7708,67.826,70.9054,UP,1
2018-09-10,67.39,67.3,69.8319,67.446,70.8502,DOWN,0
2018-09-11,66.56,67.2,69.8877,67.222,70.7926,UP,1
2018-09-12,67.56,66.77,69.9398,67.316,70.7542,UP,1
2018-09-13,71.33,71.07,70.0065,68.016,70.7974,DOWN,0
2018-09-14,70.78,71.4,70.068,68.724,70.8276,DOWN,0
2018-09-17,70.36,70.92,70.1166,69.318,70.8304,UP,1
2018-09-18,70.71,70.16,70.1648,70.148,70.8322,DOWN,0
2018-09-19,70.15,70.97,70.21,70.666,70.8232,UP,1
2018-09-20,70.42,70.22,70.2525,70.484,70.8388,DOWN,0
2018-09-21,69.92,70.47,70.2974,70.312,70.8072,UP,1
2018-09-24,70.14,70.0,70.3021,70.268,70.7746,DOWN,0
2018-09-25,69.94,69.98,70.3161,70.114,70.7392,UP,1
2018-09-26,70.13,70.04,70.3282,70.11,70.7154,UP,1
2018-09-27,71.24,70.22,70.3369,70.274,70.728,UP,1
2018-09-28,71.63,71.1,70.343,70.616,70.7492,UP,1
2018-10-01,74.04,73.0,70.3567,71.396,70.8304,DOWN,0
2018-10-02,72.75,73.9,70.3753,71.958,70.8678,DOWN,0
2018-10-03,72.42,73.02,70.3848,72.416,70.9148,UP,1
2018-10-04,72.83,72.22,70.3936,72.734,70.9818,DOWN,0
2018-10-05,72.05,72.8,70.3949,72.818,71.0192,UP,1
2018-10-08,73.3,72.19,70.4026,72.67,71.0918,UP,1
2018-10-09,74.84,73.14,70.4173,73.088,71.1924,DOWN,0
2018-10-10,73.01,74.56,70.4225,73.206,71.247,DOWN,0
2018-10-11,70.17,72.55,70.4128,72.674,71.2436,DOWN,0
2018-10-12,68.93,70.67,70.3959,72.05,71.1402,UP,1
2018-10-15,69.96,69.05,70.3839,71.382,71.0484,UP,1
2018-10-16,70.43,70.13,70.3748,70.5,70.9964,DOWN,0
2018-10-17,68.36,67.77,70.3539,69.57,70.9068,UP,1
2018-10-18,68.95,68.36,70.3341,69.326,70.819,DOWN,0
2018-10-19,67.65,69.32,70.2981,69.07,70.719,DOWN,0
2018-10-22,66.99,67.56,70.2554,68.476,70.623,UP,1
2018-10-23,67.89,66.39,70.2166,67.968,70.5398,DOWN,0
2018-10-24,65.33,67.32,70.1559,67.362,70.4028,UP,1
2018-10-25,65.34,65.39,70.0922,66.64,70.2718,DOWN,0
2018-10-26,65.08,64.97,70.0175,66.126,70.116,UP,1
2018-10-29,66.09,66.0,69.9523,65.946,69.988,UP,1
2018-10-30,66.76,66.34,69.8903,65.72,69.874,UP,1
2018-10-31,67.34,67.0,69.8317,66.122,69.7748,UP,1
2018-11-01,68.53,67.75,69.7834,66.76,69.7044,DOWN,0
2018-11-02,67.66,68.87,69.7287,67.276,69.6172,UP,1
2018-11-05,68.57,67.94,69.6768,67.772,69.532,UP,1
2018-11-06,69.25,68.28,69.6278,68.27,69.4738,UP,1
2018-11-07,76.08,75.04,69.615,70.018,69.551,DOWN,0
2018-11-08,70.15,70.85,69.571,70.342,69.493,DOWN,0
2018-11-09,69.7,69.33,69.524,70.75,69.5568,DOWN,0
2018-11-12,68.2,69.7,69.4695,70.676,69.535,DOWN,0
2018-11-13,64.47,68.18,69.3972,69.72,69.4708,DOWN,0
2018-11-14,64.35,64.83,69.3288,67.374,69.416,UP,1
2018-11-15,64.64,64.03,69.2642,66.272,69.3522,DOWN,0
2018-11-16,62.43,63.68,69.1981,64.818,69.256,DOWN,0
2018-11-19,60.45,62.15,69.1362,63.268,69.1172,DOWN,0
2018-11-20,58.69,60.0,69.0595,62.112,68.9598,UP,1
2018-11-21,59.63,59.27,68.9843,61.168,68.8012,UP,1
2018-11-23,59.66,59.46,68.9231,60.172,68.5678,UP,1
2018-11-26,60.78,59.93,68.8621,59.842,68.3678,UP,1
2018-11-27,62.68,60.83,68.8085,60.288,68.2142,UP,1
2018-11-28,65.61,63.79,68.7688,61.672,68.1122,UP,1
2018-11-29,65.66,65.24,68.7234,62.878,68.0224,UP,1
2018-11-30,66.06,65.5,68.6845,64.158,67.9352,UP,1
2018-12-03,66.38,66.74,68.6481,65.278,67.8644,DOWN,0
2018-12-04,64.07,66.46,68.6046,65.556,67.743,DOWN,0
2018-12-06,61.82,62.83,68.551,64.798,67.5806,DOWN,0
2018-12-07,58.96,60.59,68.4854,63.458,67.3572,DOWN,0
2018-12-10,58.01,58.83,68.4096,61.848,67.0926,DOWN,0
2018-12-11,57.57,58.57,68.3299,60.086,66.8114,UP,1
2018-12-12,58.52,58.33,68.2542,58.976,66.501,UP,1
2018-12-13,59.4,58.69,68.191,58.492,66.234,DOWN,0
2018-12-14,58.02,59.58,68.1289,58.304,65.946,DOWN,0
2018-12-17,56.7,57.21,68.0528,58.042,65.6234,DOWN,0
2018-12-18,55.08,56.93,67.9673,57.544,65.284,DOWN,0
2018-12-19,53.38,55.27,67.8739,56.516,64.8856,DOWN,0
2018-12-20,51.22,53.29,67.769,54.88,64.4132,DOWN,0
2018-12-21,49.82,51.22,67.6551,53.24,63.9494,DOWN,0
2018-12-24,48.73,49.51,67.5365,51.646,63.5206,UP,1
2018-12-26,50.82,48.82,67.4293,50.794,63.1584,DOWN,0
2018-12-27,50.68,50.18,67.3317,50.254,62.7728,DOWN,0
