ticker,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-06-05,39.02,40.23,36.4397,39.555,40.1328,DOWN,0
2006-06-06,38.865,39.25,36.4741,39.526,40.1583,DOWN,0
2006-06-07,38.67,38.98,36.5076,39.35,40.1818,UP,1
2006-06-08,38.735,38.79,36.5405,39.152,40.22,UP,1
2006-06-09,38.74,38.8125,36.5749,38.806,40.2488,DOWN,0
2006-06-12,38.12,38.935,36.6053,38.626,40.268,DOWN,0
2006-06-13,36.615,38.12,36.6274,38.176,40.2182,DOWN,0
2006-06-14,36.075,36.515,36.6474,37.657,40.1491,UP,1
2006-06-15,37.6,36.085,36.6754,37.43,40.0827,DOWN,0
2006-06-16,37.435,37.54,36.7057,37.169,40.0156,DOWN,0
2006-06-19,37.075,37.275,36.7336,36.96,39.9391,UP,1
2006-06-20,37.15,37.045,36.7611,37.067,39.8757,UP,1
2006-06-21,37.74,37.085,36.7925,37.4,39.8132,DOWN,0
2006-06-22,37.46,37.7,36.8208,37.372,39.7576,DOWN,0
2006-06-23,36.74,37.25,36.846,37.233,39.6853,DOWN,0
2006-06-26,36.67,36.76,36.8717,37.152,39.6087,DOWN,0
2006-06-27,36.29,36.53,36.8948,36.98,39.5168,DOWN,0
2006-06-28,36.19,36.35,36.9158,36.67,39.4091,UP,1
2006-06-29,37.29,36.81,36.9437,36.636,39.3223,UP,1
2006-06-30,37.81,37.3,36.9753,36.85,39.2398,UP,1
2006-07-03,38.02,38.01,37.0076,37.12,39.164,DOWN,0
2006-07-05,37.28,37.49,37.034,37.318,39.0729,UP,1
2006-07-06,37.38,37.14,37.062,37.556,38.9853,DOWN,0
2006-07-07,37.19,37.31,37.0868,37.536,38.869,UP,1
2006-07-10,37.48,37.38,37.1191,37.47,38.769,DOWN,0
2006-07-11,37.09,37.33,37.1475,37.284,38.6689,DOWN,0
2006-07-12,36.53,37.0,37.173,37.134,38.5809,DOWN,0
2006-07-13,35.95,36.62,37.1952,36.848,38.475,DOWN,0
2006-07-14,35.44,35.76,37.2142,36.498,38.3643,UP,1
2006-07-17,35.61,35.28,37.2339,36.124,38.252,DOWN,0
2006-07-18,35.24,35.5,37.2483,35.754,38.1217,UP,1
2006-07-19,36.92,35.49,37.2697,35.832,38.0272,DOWN,0
2006-07-20,36.28,36.86,37.288,35.898,37.9234,DOWN,0
2006-07-21,35.83,36.4,37.3055,35.976,37.8145,UP,1
2006-07-24,36.98,35.82,37.3305,36.25,37.7469,UP,1
2006-07-25,37.21,36.8,37.3569,36.644,37.702,DOWN,0
2006-07-26,37.05,36.97,37.3841,36.67,37.6501,UP,1
2006-07-27,39.03,37.99,37.4201,37.22,37.6455,UP,1
2006-07-28,40.42,39.36,37.4655,38.138,37.6875,UP,1
2006-07-31,41.31,40.5,37.5188,39.004,37.7545,DOWN,0
2006-08-01,40.98,41.14,37.5715,39.758,37.798,DOWN,0
2006-08-02,40.83,40.96,37.6205,40.514,37.8365,UP,1
2006-08-03,40.9,40.7,37.67,40.888,37.8773,UP,1
2006-08-04,41.5,41.06,37.7235,41.104,37.9303,DOWN,0
2006-08-07,41.13,41.49,37.7705,41.068,37.9671,UP,1
2006-08-08,41.26,41.2,37.8197,41.124,37.9977,UP,1
2006-08-09,41.42,41.32,37.869,41.242,38.0459,UP,1
2006-08-10,42.2,41.57,37.9174,41.502,38.0989,UP,1
2006-08-11,42.32,42.04,37.9671,41.666,38.1508,UP,1
2006-08-14,42.39,42.7041,38.017,41.918,38.1892,UP,1
2006-08-15,43.82,43.1,38.0751,42.43,38.2852,UP,1
2006-08-16,44.01,44.2,38.1332,42.948,38.3881,DOWN,0
2006-08-17,43.95,44.24,38.1892,43.298,38.4937,DOWN,0
2006-08-18,43.94,43.73,38.2438,43.622,38.5978,DOWN,0
2006-08-21,43.37,43.91,38.2935,43.818,38.6904,UP,1
2006-08-22,43.77,43.52,38.3446,43.808,38.8034,DOWN,0
2006-08-23,43.68,43.73,38.3949,43.742,38.9447,DOWN,0
2006-08-24,42.71,44.0,38.4394,43.494,39.0774,DOWN,0
2006-08-25,42.56,42.52,38.4833,43.218,39.1766,UP,1
2006-08-28,43.11,42.74,38.5286,43.166,39.2901,UP,1
2006-08-29,43.21,43.28,38.5708,43.054,39.4128,UP,1
2006-08-30,43.44,43.3,38.6136,43.006,39.5386,UP,1
2006-08-31,44.06,43.4698,38.6592,43.276,39.665,UP,1
2006-09-01,44.4,44.24,38.7084,43.644,39.8038,UP,1
2006-09-05,44.41,44.45,38.7567,43.904,39.9572,DOWN,0
2006-09-06,44.19,44.18,38.8009,44.1,40.1076,DOWN,0
2006-09-07,43.81,44.03,38.8424,44.174,40.258,UP,1
2006-09-08,44.15,44.0,38.8836,44.192,40.4172,UP,1
2006-09-11,44.36,44.21,38.926,44.184,40.5586,UP,1
2006-09-12,45.68,44.53,38.9735,44.438,40.716,UP,1
2006-09-13,46.35,45.72,39.0206,44.87,40.8826,UP,1
2006-09-14,46.82,46.36,39.0722,45.472,41.0734,UP,1
2006-09-15,47.45,47.35,39.1274,46.132,41.2748,DOWN,0
2006-09-18,46.46,46.57,39.1799,46.552,41.4602,UP,1
2006-09-19,46.63,46.31,39.2321,46.742,41.6432,UP,1
2006-09-20,47.61,46.91,39.2876,46.994,41.8536,DOWN,0
2006-09-21,47.44,48.11,39.3422,47.118,42.0718,DOWN,0
2006-09-22,46.95,47.03,39.3953,47.018,42.2918,UP,1
2006-09-25,47.32,47.22,39.4505,47.19,42.5294,UP,1
2006-09-26,47.39,47.0,39.5056,47.342,42.765,UP,1
2006-09-27,47.73,47.47,39.5609,47.366,43.0148,DOWN,0
2006-09-28,47.7,47.72,39.6156,47.418,43.2304,UP,1
2006-09-29,47.85,47.58,39.6695,47.598,43.4618,DOWN,0
2006-10-02,47.59,48.18,39.7206,47.652,43.697,DOWN,0
2006-10-03,47.09,47.08,39.7693,47.592,43.8992,UP,1
2006-10-04,47.49,47.1,39.8205,47.544,44.1048,UP,1
2006-10-05,48.31,47.3,39.8784,47.666,44.33,DOWN,0
2006-10-06,47.65,48.24,39.9358,47.626,44.5024,DOWN,0
2006-10-09,47.64,47.65,39.9927,47.636,44.6468,DOWN,0
2006-10-10,47.59,47.69,40.0489,47.736,44.7724,DOWN,0
2006-10-11,47.03,46.541,40.1008,47.644,44.8934,UP,1
2006-10-12,47.56,47.38,40.1574,47.494,45.028,UP,1
2006-10-13,47.62,47.5,40.2141,47.488,45.1624,UP,1
2006-10-16,47.97,47.16,40.2738,47.554,45.2918,DOWN,0
2006-10-17,47.41,47.93,40.3308,47.518,45.4174,UP,1
2006-10-18,48.06,47.67,40.3886,47.724,45.5534,DOWN,0
2006-10-19,47.91,48.1,40.4449,47.794,45.6832,DOWN,0
2006-10-20,47.81,48.26,40.5008,47.832,45.7954,UP,1
2006-10-23,48.0,47.88,40.5561,47.838,45.909,UP,1
2006-10-24,48.05,48.03,40.6092,47.966,46.0222,DOWN,0
2006-10-25,46.23,45.56,40.6539,47.6,46.0704,UP,1
2006-10-26,46.31,46.105,40.6944,47.28,46.1164,UP,1
2006-10-27,46.81,46.87,40.738,47.08,46.1736,UP,1
2006-10-30,46.83,46.77,40.7821,46.846,46.2314,UP,1
2006-10-31,47.31,47.0,40.8311,46.698,46.3102,DOWN,0
2006-11-01,46.19,47.31,40.872,46.69,46.3586,DOWN,0
2006-11-02,45.75,45.87,40.909,46.578,46.4,DOWN,0
2006-11-03,45.31,46.05,40.9465,46.278,46.452,UP,1
2006-11-06,46.05,45.365,40.9863,46.122,46.5218,DOWN,0
2006-11-07,45.84,46.05,41.0234,45.828,46.5764,DOWN,0
2006-11-08,45.7,45.63,41.0589,45.73,46.6262,DOWN,0
2006-11-09,44.6,45.93,41.0842,45.5,46.6494,UP,1
2006-11-10,44.9,44.82,41.1134,45.418,46.6662,DOWN,0
2006-11-13,44.88,44.74,41.1454,45.184,46.6758,UP,1
2006-11-14,45.08,44.96,41.1798,45.032,46.6892,UP,1
2006-11-15,45.31,45.06,41.2148,44.954,46.7116,UP,1
2006-11-16,45.82,45.39,41.2518,45.198,46.7518,DOWN,0
2006-11-17,44.92,45.67,41.2853,45.202,46.7672,UP,1
2006-11-20,45.19,44.86,41.3205,45.264,46.7838,DOWN,0
2006-11-21,44.84,45.19,41.3583,45.216,46.767,DOWN,0
2006-11-22,44.68,44.85,41.3942,45.09,46.7336,DOWN,0
2006-11-24,44.02,44.17,41.4277,44.73,46.6776,DOWN,0
2006-11-27,42.71,43.7,41.4552,44.288,46.5828,UP,1
2006-11-28,43.45,42.6,41.4877,43.94,46.5226,UP,1
2006-11-29,43.86,43.52,41.519,43.744,46.4672,DOWN,0
2006-11-30,43.33,44.11,41.5463,43.474,46.3816,UP,1
2006-12-01,43.35,43.42,41.5722,43.34,46.2998,UP,1
2006-12-04,44.55,43.67,41.6041,43.708,46.2518,UP,1
2006-12-05,44.69,44.55,41.6389,43.956,46.1992,DOWN,0
2006-12-06,44.65,44.76,41.6708,44.114,46.1444,DOWN,0
2006-12-07,44.45,44.8,41.7013,44.338,46.0788,UP,1
2006-12-08,44.81,44.52,41.7336,44.63,46.021,DOWN,0
2006-12-11,44.59,44.9,41.7634,44.638,45.9558,UP,1
2006-12-12,44.63,44.7,41.7946,44.626,45.8966,DOWN,0
2006-12-13,44.31,44.825,41.8231,44.558,45.841,UP,1
2006-12-14,44.41,44.32,41.8514,44.55,45.7794,UP,1
2006-12-15,44.5,44.32,41.8818,44.488,45.7032,DOWN,0
2006-12-18,44.49,44.68,41.914,44.468,45.64,DOWN,0
2006-12-19,44.03,44.34,41.9445,44.348,45.5678,DOWN,0
2006-12-20,43.46,43.88,41.9734,44.178,45.4852,UP,1
2006-12-21,43.98,43.58,42.0049,44.092,45.4242,DOWN,0
2006-12-22,43.8,44.06,42.0341,43.952,45.349,UP,1
2006-12-26,43.82,43.81,42.065,43.818,45.273,UP,1
2006-12-27,44.23,44.04,42.0946,43.858,45.1982,DOWN,0
2006-12-28,43.78,44.1,42.1217,43.922,45.1256,DOWN,0
2006-12-29,43.77,43.75,42.1466,43.88,45.0398,UP,1
2007-01-03,45.75,45.35,42.1808,44.27,44.9966,UP,1
2007-01-04,46.15,45.73,42.2196,44.736,44.9634,DOWN,0
2007-01-05,46.06,46.01,42.2604,45.102,44.9246,UP,1
2007-01-08,46.9,45.9,42.3044,45.726,44.9016,UP,1
2007-01-09,47.09,47.28,42.3518,46.39,44.9188,UP,1
2007-01-10,47.36,46.87,42.4006,46.712,44.9398,UP,1
2007-01-11,48.29,47.37,42.4546,47.14,44.9694,UP,1
2007-01-12,48.56,48.32,42.5133,47.64,45.004,DOWN,0
2007-01-16,48.06,48.8,42.5671,47.872,45.019,UP,1
2007-01-17,48.25,48.13,42.6225,48.104,45.0602,DOWN,0
2007-01-18,47.68,48.51,42.6654,48.168,45.0988,DOWN,0
2007-01-19,47.65,47.52,42.706,48.04,45.1456,DOWN,0
2007-01-22,47.41,47.81,42.7385,47.81,45.1728,DOWN,0
2007-01-23,47.34,47.41,42.7712,47.666,45.2028,UP,1
2007-01-24,48.61,47.41,42.8098,47.738,45.261,DOWN,0
2007-01-25,47.31,48.78,42.8447,47.664,45.3152,UP,1
2007-01-26,47.78,47.33,42.8793,47.69,45.3728,DOWN,0
2007-01-29,47.31,47.8,42.9146,47.67,45.4214,UP,1
2007-01-30,47.88,47.37,42.9523,47.778,45.4774,UP,1
2007-01-31,47.98,47.79,42.9897,47.652,45.5308,UP,1
2007-02-01,48.26,48.19,43.0265,47.842,45.5796,DOWN,0
2007-02-02,47.78,47.81,43.0576,47.842,45.6368,UP,1
2007-02-05,48.11,47.63,43.09,48.002,45.6952,UP,1
2007-02-06,49.07,48.92,43.1256,48.24,45.7798,UP,1
2007-02-07,49.31,49.44,43.1631,48.506,45.8724,UP,1
2007-02-08,50.04,49.44,43.2042,48.862,45.9928,DOWN,0
2007-02-09,49.24,49.96,43.2416,49.154,46.1234,DOWN,0
2007-02-12,48.57,48.98,43.2694,49.246,46.2258,UP,1
2007-02-13,48.97,49.04,43.3018,49.226,46.328,UP,1
2007-02-14,49.6,48.97,43.3394,49.284,46.4534,UP,1
2007-02-15,49.73,49.53,43.3834,49.222,46.581,DOWN,0
2007-02-16,49.6,49.53,43.4251,49.294,46.682,UP,1
2007-02-20,49.75,49.59,43.469,49.53,46.7832,DOWN,0
2007-02-21,49.65,49.76,43.5111,49.666,46.8832,DOWN,0
2007-02-22,49.45,49.9,43.5496,49.636,46.9832,DOWN,0
2007-02-23,48.44,49.2,43.5836,49.378,47.0558,DOWN,0
2007-02-26,47.99,48.65,43.6162,49.056,47.1238,DOWN,0
2007-02-27,45.75,47.85,43.6386,48.256,47.1462,UP,1
2007-02-28,46.56,45.76,43.6696,47.638,47.1912,DOWN,0
2007-03-01,46.33,45.97,43.7039,47.014,47.2296,DOWN,0
2007-03-02,45.85,46.31,43.735,46.496,47.2566,DOWN,0
2007-03-05,44.596,45.296,43.7617,45.8172,47.2587,UP,1
2007-03-06,46.02,44.85,43.8002,45.8712,47.2985,DOWN,0
2007-03-07,45.59,45.78,43.8383,45.6772,47.3411,UP,1
2007-03-08,46.31,46.13,43.8758,45.6732,47.3877,DOWN,0
2007-03-09,46.28,46.73,43.9127,45.7592,47.4373,UP,1
2007-03-12,46.72,46.2,43.952,46.184,47.4953,DOWN,0
2007-03-13,45.96,46.61,43.9876,46.172,47.5299,UP,1
2007-03-14,46.38,45.99,44.023,46.33,47.5819,UP,1
2007-03-15,46.58,46.42,44.0573,46.384,47.6381,DOWN,0
2007-03-16,46.19,46.57,44.0932,46.366,47.6469,UP,1
2007-03-19,46.52,46.37,44.128,46.326,47.6543,UP,1
2007-03-20,47.02,46.52,44.1645,46.538,47.6735,UP,1
2007-03-21,49.02,47.9,44.2072,47.066,47.7159,DOWN,0
2007-03-22,48.6,48.96,44.2551,47.47,47.7461,UP,1
2007-03-23,48.73,48.8,44.3045,47.978,47.7735,DOWN,0
2007-03-26,48.42,48.66,44.3532,48.358,47.7761,DOWN,0
2007-03-27,48.11,48.0,44.4001,48.576,47.7671,DOWN,0
2007-03-28,47.39,48.02,44.4433,48.25,47.7537,DOWN,0
2007-03-29,47.3,47.49,44.4892,47.99,47.7347,DOWN,0
2007-03-30,47.19,47.2,44.5421,47.682,47.7249,UP,1
2007-04-02,47.24,47.03,44.5979,47.446,47.7167,UP,1
2007-04-03,48.27,47.82,44.6513,47.478,47.7339,UP,1
2007-04-04,48.53,48.42,44.7068,47.706,47.7577,DOWN,0
2007-04-05,48.46,48.26,44.7637,47.938,47.7547,UP,1
2007-04-09,48.7,48.52,44.8214,48.24,47.7825,DOWN,0
2007-04-10,48.58,48.7,44.8756,48.508,47.7985,DOWN,0
2007-04-11,48.26,48.58,44.9296,48.506,47.8175,UP,1
2007-04-12,48.6,48.13,44.9889,48.52,47.8319,UP,1
2007-04-13,48.95,48.61,45.0503,48.618,47.8513,UP,1
2007-04-16,50.16,49.0,45.1197,48.91,47.8893,UP,1
2007-04-17,50.34,50.3,45.1904,49.262,47.9405,UP,1
2007-04-18,50.96,50.26,45.2588,49.802,47.9975,DOWN,0
2007-04-19,50.27,50.88,45.3211,50.136,48.0215,UP,1
2007-04-20,50.98,50.96,45.3859,50.542,48.0549,UP,1
2007-04-23,51.02,51.075,45.4546,50.714,48.0745,UP,1
2007-04-24,51.25,51.36,45.5239,50.896,48.1147,DOWN,0
2007-04-25,50.55,50.05,45.5907,50.814,48.1543,DOWN,0
2007-04-26,50.02,50.51,45.6534,50.764,48.1753,DOWN,0
2007-04-27,49.85,49.99,45.7172,50.538,48.1803,DOWN,0
2007-04-30,49.68,50.0,45.783,50.27,48.1793,DOWN,0
2007-05-01,49.51,49.84,45.8508,49.922,48.1775,DOWN,0
2007-05-02,49.47,49.44,45.9209,49.706,48.1719,DOWN,0
2007-05-03,49.38,49.51,45.9898,49.578,48.1665,UP,1
2007-05-04,50.18,49.48,46.0645,49.644,48.1811,DOWN,0
2007-05-07,49.99,50.39,46.1298,49.706,48.2121,DOWN,0
2007-05-08,49.74,49.74,46.1971,49.752,48.2471,UP,1
2007-05-09,50.51,49.74,46.2705,49.96,48.3423,DOWN,0
2007-05-10,49.68,50.34,46.334,50.02,48.4047,UP,1
2007-05-11,50.36,50.3,46.3998,50.056,48.4853,DOWN,0
2007-05-14,49.4,50.26,46.4615,49.938,48.5563,DOWN,0
2007-05-15,48.98,49.67,46.5113,49.786,48.644,UP,1
2007-05-16,49.49,48.99,46.5566,49.582,48.7134,DOWN,0
2007-05-17,48.88,49.46,46.5945,49.422,48.7792,UP,1
2007-05-18,49.64,49.01,46.6378,49.278,48.8458,DOWN,0
2007-05-21,49.51,49.45,46.6812,49.3,48.9104,DOWN,0
2007-05-22,49.25,49.45,46.7229,49.354,48.961,UP,1
2007-05-23,50.15,49.25,46.7662,49.486,49.0448,DOWN,0
2007-05-24,49.08,50.15,46.8059,49.526,49.0988,DOWN,0
2007-05-25,48.99,49.18,46.8446,49.396,49.147,UP,1
2007-05-29,49.16,48.93,46.8833,49.326,49.2064,UP,1
2007-05-30,50.55,49.14,46.925,49.586,49.287,UP,1
2007-05-31,51.35,50.79,46.9702,49.826,49.3736,UP,1
2007-06-01,51.97,51.4,47.0181,50.404,49.4326,DOWN,0
2007-06-04,51.83,51.7,47.0581,50.972,49.4972,DOWN,0
2007-06-05,51.67,51.83,47.0964,51.474,49.556,DOWN,0
2007-06-06,51.33,51.61,47.1333,51.63,49.6142,DOWN,0
2007-06-07,49.94,51.07,47.1633,51.348,49.6508,UP,1
2007-06-08,50.23,49.79,47.1976,51.0,49.7076,UP,1
2007-06-11,50.9,50.27,47.2333,50.814,49.7796,DOWN,0
2007-06-12,49.93,50.7,47.2645,50.466,49.8344,UP,1
2007-06-13,51.42,50.48,47.3081,50.484,49.918,UP,1
2007-06-14,52.14,51.34,47.356,50.924,49.9954,UP,1
2007-06-15,53.43,52.55,47.4076,51.564,50.0934,DOWN,0
2007-06-18,53.39,53.5,47.4585,52.062,50.192,DOWN,0
2007-06-19,53.37,52.99,47.5081,52.75,50.2854,DOWN,0
2007-06-20,52.67,54.245,47.5512,53.0,50.3672,UP,1
2007-06-21,52.96,52.57,47.594,53.164,50.4612,DOWN,0
2007-06-22,51.88,52.26,47.6313,52.854,50.5268,DOWN,0
2007-06-25,51.03,51.65,47.6655,52.382,50.5684,UP,1
2007-06-26,51.68,51.55,47.7049,52.044,50.5988,UP,1
2007-06-27,52.01,51.14,47.7442,51.912,50.6322,UP,1
2007-06-28,52.65,52.01,47.7856,51.85,50.666,DOWN,0
2007-06-29,51.89,52.72,47.8167,51.852,50.6984,UP,1
2007-07-02,53.24,52.35,47.8511,52.294,50.7436,UP,1
2007-07-03,53.54,53.4,47.8847,52.666,50.794,DOWN,0
2007-07-05,53.045,53.08,47.9127,52.873,50.8299,UP,1
2007-07-06,53.64,53.12,47.9486,53.071,50.8917,DOWN,0
2007-07-09,53.55,53.8,47.9832,53.403,50.9623,DOWN,0
2007-07-10,51.04,53.03,48.0004,52.963,50.9861,DOWN,0
2007-07-11,51.01,50.4,48.0182,52.457,51.0127,UP,1
2007-07-12,52.82,51.44,48.0476,52.412,51.0789,UP,1
2007-07-13,53.31,52.9,48.0775,52.346,51.1557,UP,1
2007-07-16,53.94,53.47,48.1103,52.424,51.2469,UP,1
2007-07-17,55.21,54.2,48.1477,53.258,51.3475,DOWN,0
2007-07-18,53.91,55.0,48.1787,53.838,51.4259,UP,1
2007-07-19,54.37,54.26,48.2113,54.148,51.5185,DOWN,0
2007-07-20,53.08,54.36,48.2388,54.102,51.5699,UP,1
2007-07-23,53.34,53.74,48.27,53.982,51.6431,DOWN,0
2007-07-24,51.42,52.83,48.2897,53.224,51.6643,UP,1
2007-07-25,51.74,51.31,48.3068,52.79,51.7111,DOWN,0
2007-07-26,50.67,51.03,48.3219,52.05,51.7449,DOWN,0
2007-07-27,49.08,50.86,48.3291,51.25,51.7367,UP,1
2007-07-30,50.03,48.91,48.3413,50.588,51.7597,UP,1
2007-07-31,52.13,50.83,48.3668,50.73,51.8095,DOWN,0
2007-08-01,50.6,51.85,48.382,50.502,51.8313,DOWN,0
2007-08-02,49.88,50.52,48.3933,50.344,51.8439,DOWN,0
2007-08-03,48.39,49.91,48.3954,50.206,51.8087,UP,1
2007-08-06,52.48,48.78,48.4208,50.696,51.8767,UP,1
2007-08-07,54.45,52.07,48.4527,51.16,51.9859,UP,1
2007-08-08,56.86,54.55,48.4975,52.412,52.1399,DOWN,0
2007-08-09,52.92,54.85,48.523,53.02,52.1873,DOWN,0
2007-08-10,50.51,52.3,48.5356,53.444,52.1705,DOWN,0
2007-08-13,50.21,50.97,48.5464,52.99,52.1353,DOWN,0
2007-08-14,49.02,50.5,48.5603,51.904,52.0791,DOWN,0
2007-08-15,48.35,48.84,48.5705,50.202,52.0127,UP,1
2007-08-16,49.75,47.81,48.5852,49.568,51.9811,UP,1
2007-08-17,51.95,51.82,48.6108,49.856,52.0213,DOWN,0
2007-08-20,51.89,52.0,48.6337,50.192,52.0545,UP,1
2007-08-21,52.53,51.8,48.6654,50.894,52.0871,UP,1
2007-08-22,52.92,53.1,48.7013,51.808,52.1469,DOWN,0
2007-08-23,51.46,53.69,48.732,52.15,52.1477,UP,1
2007-08-24,52.57,52.45,48.7646,52.274,52.1563,DOWN,0
2007-08-27,51.65,53.78,48.7937,52.226,52.1207,DOWN,0
2007-08-28,48.88,51.3,48.8096,51.496,52.0305,UP,1
2007-08-29,50.67,49.46,48.8399,51.046,51.9765,DOWN,0
2007-08-30,50.02,50.69,48.8655,50.758,51.9235,UP,1
2007-08-31,51.32,50.5,48.8977,50.508,51.8907,UP,1
2007-09-04,52.14,51.22,48.933,50.606,51.8959,DOWN,0
2007-09-05,50.17,51.95,48.9573,50.864,51.8787,DOWN,0
2007-09-06,50.02,50.5,48.9783,50.734,51.8455,DOWN,0
2007-09-07,49.31,49.21,49.0003,50.592,51.7915,UP,1
2007-09-10,50.22,49.64,49.0254,50.372,51.7429,UP,1
2007-09-11,51.35,50.6,49.058,50.214,51.7321,DOWN,0
2007-09-12,51.15,51.25,49.0903,50.41,51.6903,UP,1
2007-09-13,53.14,51.6,49.1359,51.034,51.6823,DOWN,0
2007-09-14,52.97,52.69,49.1872,51.766,51.6808,DOWN,0
2007-09-17,51.96,52.79,49.2298,52.114,51.6472,UP,1
2007-09-18,55.28,52.01,49.2869,52.9,51.6818,UP,1
2007-09-19,55.33,55.36,49.3469,53.736,51.7676,DOWN,0
2007-09-20,53.9,54.82,49.3996,53.888,51.8254,DOWN,0
2007-09-21,53.87,54.54,49.4462,54.068,51.8464,DOWN,0
2007-09-24,53.82,53.8,49.4919,54.44,51.8566,UP,1
2007-09-25,54.22,53.67,49.5397,54.228,51.8622,UP,1
2007-09-26,54.61,54.46,49.5905,54.084,51.8502,UP,1
2007-09-27,55.5,54.95,49.644,54.404,51.882,UP,1
2007-09-28,55.69,55.68,49.6995,54.768,51.9084,UP,1
2007-10-01,57.78,56.0,49.7652,55.56,52.0024,UP,1
2007-10-02,58.1,57.9,49.8342,56.336,52.0976,DOWN,0
2007-10-03,56.94,57.65,49.8968,56.802,52.208,DOWN,0
2007-10-04,56.64,57.39,49.9575,57.03,52.306,UP,1
2007-10-05,57.71,56.36,50.0236,57.434,52.4468,DOWN,0
2007-10-08,57.41,57.46,50.0905,57.36,52.6134,UP,1
2007-10-09,58.5299,57.47,50.1659,57.446,52.7834,DOWN,0
2007-10-10,58.2,58.47,50.237,57.698,52.9048,DOWN,0
2007-10-11,58.05,58.61,50.3082,57.98,53.0538,UP,1
2007-10-12,58.57,58.25,50.382,58.152,53.2276,DOWN,0
2007-10-15,56.81,58.63,50.4449,58.032,53.396,DOWN,0
2007-10-16,56.2,56.83,50.507,57.566,53.4704,DOWN,0
2007-10-17,55.95,57.01,50.5679,57.116,53.5004,UP,1
2007-10-18,56.18,55.93,50.62,56.742,53.4868,DOWN,0
2007-10-19,54.02,55.9,50.6594,55.832,53.5088,UP,1
2007-10-22,54.69,53.64,50.7025,55.408,53.5924,UP,1
2007-10-23,58.73,55.45,50.7617,55.914,53.7628,UP,1
2007-10-24,59.44,58.37,50.8234,56.612,53.9712,UP,1
2007-10-25,60.11,59.43,50.8872,57.398,54.2064,UP,1
2007-10-26,61.71,61.2,50.9543,58.936,54.4456,UP,1
2007-10-29,62.75,62.17,51.0252,60.548,54.6616,UP,1
2007-10-30,62.84,62.63,51.0991,61.37,54.8806,UP,1
2007-10-31,64.24,63.15,51.1791,62.33,55.1148,DOWN,0
2007-11-01,62.45,63.38,51.2529,62.798,55.3054,UP,1
2007-11-02,62.72,62.89,51.3283,63.0,55.5306,DOWN,0
2007-11-05,62.47,62.2,51.4036,62.944,55.7286,UP,1
2007-11-06,63.9,62.59,51.4864,63.156,55.9736,DOWN,0
2007-11-07,59.84,63.04,51.5425,62.276,56.1928,UP,1
2007-11-08,60.62,59.89,51.6091,61.91,56.3918,DOWN,0
2007-11-09,58.6,59.3,51.6632,61.086,56.5634,UP,1
2007-11-12,59.59,58.38,51.7246,60.51,56.7288,UP,1
2007-11-13,63.57,59.99,51.803,60.444,56.9574,UP,1
2007-11-14,64.37,63.75,51.885,61.35,57.2414,DOWN,0
2007-11-15,63.47,64.37,51.961,61.92,57.5104,UP,1
2007-11-16,64.7,63.75,52.0456,63.14,57.8182,DOWN,0
2007-11-19,61.79,64.39,52.114,63.58,58.0496,DOWN,0
2007-11-20,60.82,62.28,52.1728,63.03,58.239,DOWN,0
2007-11-21,57.1,60.0,52.2117,61.576,58.358,UP,1
2007-11-23,59.05,58.1,52.2568,60.692,58.4762,DOWN,0
2007-11-26,56.3,58.64,52.2921,59.012,58.5428,UP,1
2007-11-27,57.84,56.71,52.3384,58.222,58.6604,UP,1
2007-11-28,61.08,58.57,52.399,58.274,58.7764,DOWN,0
2007-11-29,60.19,60.79,52.4519,58.892,58.8736,UP,1
2007-11-30,61.48,61.33,52.5107,59.378,59.0252,DOWN,0
2007-12-03,60.03,61.75,52.5628,60.124,59.1484,UP,1
2007-12-04,60.58,60.03,52.617,60.672,59.2836,UP,1
2007-12-05,62.41,61.26,52.6808,60.938,59.4474,UP,1
2007-12-06,64.36,62.13,52.7553,61.772,59.6424,DOWN,0
2007-12-07,62.83,64.62,52.8273,62.042,59.789,UP,1
2007-12-10,63.73,63.13,52.906,62.782,59.9498,DOWN,0
2007-12-11,60.97,63.59,52.9821,62.86,60.0136,UP,1
2007-12-12,62.46,62.19,53.0616,62.87,60.1008,UP,1
2007-12-13,63.65,61.92,53.1482,62.728,60.235,DOWN,0
2007-12-14,62.5,63.07,53.2314,62.662,60.3522,DOWN,0
2007-12-17,60.49,62.32,53.3109,62.014,60.4078,DOWN,0
2007-12-18,60.47,60.35,53.3831,61.914,60.469,UP,1
2007-12-19,60.64,60.12,53.4584,61.55,60.5112,DOWN,0
2007-12-20,59.67,61.13,53.5252,60.754,60.5406,UP,1
2007-12-21,61.19,59.56,53.5997,60.492,60.6034,UP,1
2007-12-24,63.0,61.43,53.6811,60.994,60.692,DOWN,0
2007-12-26,62.26,62.41,53.7626,61.352,60.801,DOWN,0
2007-12-27,60.23,61.96,53.8319,61.27,60.8816,DOWN,0
2007-12-28,60.18,60.71,53.8999,61.372,60.9662,UP,1
2007-12-31,60.88,59.5,53.9733,61.31,61.0602,DOWN,0
2008-01-02,58.81,59.8,54.0348,60.472,61.156,UP,1
2008-01-03,58.94,59.07,54.0944,59.808,61.241,DOWN,0
