ticker,EMN US Equity,EMN US Equity,EMN US Equity,EMN US Equity,EMN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-05-23,27.09,27.36,25.6416,27.342,26.6806,UP,1
2006-05-24,27.18,27.03,25.6443,27.272,26.7139,UP,1
2006-05-25,28.07,27.35,25.651,27.421,26.7572,UP,1
2006-05-26,28.37,28.15,25.6606,27.585,26.8047,DOWN,0
2006-05-30,27.75,28.11,25.6649,27.692,26.8427,UP,1
2006-05-31,28.19,27.825,25.675,27.912,26.8865,UP,1
2006-06-01,28.26,28.14,25.6853,28.128,26.9335,UP,1
2006-06-02,28.775,28.5,25.7008,28.269,26.9848,DOWN,0
2006-06-05,28.02,28.78,25.7133,28.199,27.0287,DOWN,0
2006-06-06,27.11,27.755,25.7215,28.071,27.0604,DOWN,0
2006-06-07,26.78,27.015,25.7298,27.789,27.0883,DOWN,0
2006-06-08,26.605,26.78,25.738,27.458,27.1128,DOWN,0
2006-06-09,26.38,26.67,25.7476,26.979,27.1303,DOWN,0
2006-06-12,25.9,26.31,25.755,26.555,27.1356,DOWN,0
2006-06-13,25.565,25.5,25.7606,26.246,27.1351,UP,1
2006-06-14,25.67,25.53,25.7679,26.024,27.1334,UP,1
2006-06-15,26.525,25.75,25.7797,26.008,27.15,DOWN,0
2006-06-16,26.195,26.36,25.7911,25.971,27.1619,DOWN,0
2006-06-19,25.705,26.2,25.7997,25.932,27.174,UP,1
2006-06-20,25.77,25.785,25.8086,25.973,27.1875,UP,1
2006-06-21,26.15,25.77,25.8187,26.069,27.2049,DOWN,0
2006-06-22,26.15,26.11,25.829,25.994,27.2246,UP,1
2006-06-23,26.27,26.075,25.8363,26.009,27.2411,UP,1
2006-06-26,26.565,26.335,25.8456,26.181,27.2617,DOWN,0
2006-06-27,26.025,26.565,25.8521,26.232,27.2701,UP,1
2006-06-28,26.04,26.15,25.8595,26.21,27.2644,UP,1
2006-06-29,26.74,26.165,25.8746,26.328,27.2648,UP,1
2006-06-30,27.0,26.8,25.8918,26.474,27.2652,UP,1
2006-07-03,27.23,27.035,25.911,26.607,27.2668,DOWN,0
2006-07-05,26.99,27.15,25.9281,26.8,27.2633,DOWN,0
2006-07-06,26.78,27.05,25.9458,26.948,27.2521,DOWN,0
2006-07-07,26.555,26.75,25.9639,26.911,27.2394,UP,1
2006-07-10,26.855,26.68,25.9865,26.882,27.229,DOWN,0
2006-07-11,26.72,26.855,26.0059,26.78,27.2199,DOWN,0
2006-07-12,26.175,26.65,26.0189,26.617,27.1884,DOWN,0
2006-07-13,25.78,26.18,26.0322,26.417,27.1499,DOWN,0
2006-07-14,25.75,25.785,26.0453,26.256,27.1034,DOWN,0
2006-07-17,25.63,25.685,26.0581,26.011,27.0525,UP,1
2006-07-18,25.71,25.685,26.0712,25.809,26.9987,UP,1
2006-07-19,26.31,25.845,26.0853,25.836,26.945,DOWN,0
2006-07-20,25.955,26.275,26.098,25.871,26.8855,DOWN,0
2006-07-21,25.675,26.13,26.1104,25.856,26.8293,UP,1
2006-07-24,26.275,25.755,26.1277,25.985,26.7871,DOWN,0
2006-07-25,26.135,26.2,26.1446,26.07,26.7431,DOWN,0
2006-07-26,26.09,26.135,26.1574,26.026,26.7019,DOWN,0
2006-07-27,25.155,26.05,26.1662,25.866,26.6448,DOWN,0
2006-07-28,25.0,24.745,26.1751,25.731,26.5942,DOWN,0
2006-07-31,24.815,24.875,26.1844,25.439,26.544,DOWN,0
2006-08-01,24.595,24.69,26.1922,25.131,26.4849,UP,1
2006-08-02,24.755,24.6,26.1995,24.864,26.4357,UP,1
2006-08-03,25.055,24.76,26.2064,24.844,26.395,UP,1
2006-08-04,25.42,25.325,26.2166,24.928,26.3598,UP,1
2006-08-07,25.47,25.42,26.2265,25.059,26.3078,UP,1
2006-08-08,25.505,25.7,26.2359,25.241,26.2505,DOWN,0
2006-08-09,25.1,25.655,26.2423,25.31,26.1975,UP,1
2006-08-10,25.28,25.095,26.242,25.355,26.1393,DOWN,0
2006-08-11,25.185,25.29,26.2447,25.308,26.0778,DOWN,0
2006-08-14,25.175,25.31,26.2456,25.249,26.0058,UP,1
2006-08-15,25.58,25.4,26.25,25.264,25.957,UP,1
2006-08-16,25.875,25.595,26.25,25.419,25.9323,DOWN,0
2006-08-17,25.555,25.8,26.2459,25.474,25.9078,DOWN,0
2006-08-18,25.51,25.555,26.2397,25.539,25.8859,DOWN,0
2006-08-21,25.385,25.505,26.2314,25.581,25.866,UP,1
2006-08-22,25.47,25.385,26.2237,25.559,25.8574,DOWN,0
2006-08-23,25.435,25.595,26.2167,25.471,25.8548,DOWN,0
2006-08-24,25.27,25.395,26.2063,25.414,25.8468,UP,1
2006-08-25,25.51,25.25,26.1962,25.414,25.8265,DOWN,0
2006-08-28,25.495,25.455,26.1866,25.436,25.8125,UP,1
2006-08-29,25.785,25.595,26.1777,25.499,25.8141,UP,1
2006-08-30,26.005,25.825,26.1688,25.613,25.8188,UP,1
2006-08-31,26.225,26.005,26.1633,25.804,25.8203,UP,1
2006-09-01,26.46,26.365,26.1575,25.994,25.8265,DOWN,0
2006-09-05,26.21,26.495,26.1537,26.137,25.8253,DOWN,0
2006-09-06,26.025,26.085,26.1468,26.185,25.8145,DOWN,0
2006-09-07,25.765,25.95,26.1376,26.137,25.8093,UP,1
2006-09-08,26.05,25.85,26.1294,26.102,25.8095,DOWN,0
2006-09-11,25.745,26.005,26.1169,25.959,25.7896,UP,1
2006-09-12,26.475,25.87,26.1096,26.012,25.7791,UP,1
2006-09-13,26.59,26.255,26.1035,26.125,25.7663,UP,1
2006-09-14,26.77,26.51,26.0983,26.326,25.7619,DOWN,0
2006-09-15,26.765,26.875,26.0908,26.469,25.7616,DOWN,0
2006-09-18,26.65,26.625,26.0857,26.65,25.7635,DOWN,0
2006-09-19,26.63,26.61,26.0789,26.681,25.759,UP,1
2006-09-20,27.02,26.75,26.0743,26.767,25.765,DOWN,0
2006-09-21,26.68,27.025,26.0686,26.749,25.7751,DOWN,0
2006-09-22,26.495,26.635,26.0626,26.695,25.7894,UP,1
2006-09-25,26.805,26.59,26.0602,26.726,25.8105,UP,1
2006-09-26,27.075,26.86,26.0614,26.815,25.8394,DOWN,0
2006-09-27,27.075,27.08,26.0657,26.826,25.8667,UP,1
2006-09-28,27.2,27.07,26.073,26.93,25.8845,DOWN,0
2006-09-29,27.01,27.325,26.078,27.033,25.9056,UP,1
2006-10-02,27.1,26.95,26.0839,27.092,25.9341,UP,1
2006-10-03,27.12,27.01,26.0907,27.101,25.951,UP,1
2006-10-04,27.345,27.01,26.1002,27.155,25.9752,UP,1
2006-10-05,27.405,27.175,26.1097,27.196,26.0015,UP,1
2006-10-06,27.8,27.325,26.1211,27.354,26.0544,DOWN,0
2006-10-09,27.755,27.65,26.1315,27.485,26.1095,UP,1
2006-10-10,28.325,27.92,26.1431,27.726,26.1797,DOWN,0
2006-10-11,28.13,28.2,26.1522,27.883,26.2504,UP,1
2006-10-12,28.15,28.175,26.1626,28.032,26.3183,UP,1
2006-10-13,28.35,28.11,26.1745,28.142,26.3842,UP,1
2006-10-16,28.59,28.31,26.1871,28.309,26.4476,DOWN,0
2006-10-17,28.245,28.395,26.1993,28.293,26.5031,UP,1
2006-10-18,28.375,28.44,26.2105,28.342,26.5605,UP,1
2006-10-19,28.53,28.375,26.2225,28.418,26.6291,UP,1
2006-10-20,28.575,28.53,26.233,28.463,26.695,DOWN,0
2006-10-23,28.53,28.385,26.2425,28.451,26.7619,UP,1
2006-10-24,28.775,28.52,26.2538,28.557,26.8339,DOWN,0
2006-10-25,28.76,28.75,26.2654,28.634,26.8975,UP,1
2006-10-26,28.915,28.88,26.279,28.711,26.9583,UP,1
2006-10-27,29.915,28.99,26.299,28.979,27.0455,UP,1
2006-10-30,30.615,29.775,26.323,29.396,27.1476,DOWN,0
2006-10-31,30.46,30.375,26.3476,29.733,27.2491,DOWN,0
2006-11-01,30.01,30.425,26.3707,29.983,27.3399,UP,1
2006-11-02,30.185,29.92,26.3945,30.237,27.4349,DOWN,0
2006-11-03,29.74,30.015,26.4183,30.202,27.5243,UP,1
2006-11-06,29.98,29.845,26.44,30.075,27.6137,DOWN,0
2006-11-07,29.925,29.98,26.4596,29.968,27.7023,UP,1
2006-11-08,29.96,29.875,26.4797,29.958,27.7858,DOWN,0
2006-11-09,29.94,29.99,26.4986,29.909,27.8645,DOWN,0
2006-11-10,29.865,29.99,26.5268,29.934,27.9373,UP,1
2006-11-13,30.2,29.89,26.5568,29.978,28.0121,DOWN,0
2006-11-14,29.975,30.135,26.5861,29.988,28.0874,UP,1
2006-11-15,30.255,29.8,26.6165,30.047,28.172,UP,1
2006-11-16,30.305,30.38,26.648,30.12,28.2628,DOWN,0
2006-11-17,30.085,30.19,26.6792,30.164,28.3435,DOWN,0
2006-11-20,30.0,30.0,26.7098,30.124,28.4286,DOWN,0
2006-11-21,29.84,29.995,26.739,30.097,28.4959,UP,1
2006-11-22,30.145,30.0,26.7692,30.075,28.567,DOWN,0
2006-11-24,30.125,30.095,26.7984,30.039,28.6341,DOWN,0
2006-11-27,29.455,30.0,26.8234,29.913,28.6879,DOWN,0
2006-11-28,29.45,29.39,26.849,29.803,28.7439,UP,1
2006-11-29,29.55,29.49,26.873,29.745,28.8023,UP,1
2006-11-30,29.69,29.5,26.8968,29.654,28.8557,DOWN,0
2006-12-01,28.945,29.62,26.9157,29.418,28.901,UP,1
2006-12-04,29.555,28.945,26.9363,29.438,28.9622,UP,1
2006-12-05,29.855,29.47,26.9579,29.519,29.0232,DOWN,0
2006-12-06,29.815,29.765,26.9808,29.572,29.078,DOWN,0
2006-12-07,29.745,29.905,27.0033,29.583,29.1314,UP,1
2006-12-08,29.815,29.645,27.0263,29.757,29.1837,DOWN,0
2006-12-11,29.625,29.795,27.0483,29.771,29.236,DOWN,0
2006-12-12,29.215,29.5,27.0711,29.643,29.2783,UP,1
2006-12-13,29.31,29.3,27.0917,29.542,29.3221,DOWN,0
2006-12-14,29.225,29.17,27.1114,29.438,29.3597,UP,1
2006-12-15,29.35,29.26,27.1315,29.345,29.3986,DOWN,0
2006-12-18,29.21,29.45,27.151,29.262,29.4268,UP,1
2006-12-19,29.45,29.21,27.172,29.309,29.4607,UP,1
2006-12-20,29.605,29.5,27.1943,29.368,29.4863,DOWN,0
2006-12-21,29.47,29.34,27.2157,29.417,29.5131,UP,1
2006-12-22,29.5,29.495,27.2356,29.447,29.5401,UP,1
2006-12-26,29.585,29.435,27.2562,29.522,29.5648,UP,1
2006-12-27,29.88,29.7,27.278,29.608,29.5906,DOWN,0
2006-12-28,29.74,29.695,27.2972,29.635,29.6205,DOWN,0
2006-12-29,29.655,29.735,27.3155,29.672,29.6461,UP,1
2007-01-03,30.025,29.745,27.3363,29.777,29.676,DOWN,0
2007-01-04,29.88,29.975,27.3557,29.836,29.7021,DOWN,0
2007-01-05,29.77,29.855,27.375,29.814,29.7269,UP,1
2007-01-08,29.83,29.77,27.3931,29.832,29.748,UP,1
2007-01-09,29.835,29.9,27.4132,29.868,29.7695,UP,1
2007-01-10,29.945,29.77,27.4353,29.852,29.7901,UP,1
2007-01-11,30.45,29.945,27.4606,29.966,29.8008,UP,1
2007-01-12,30.775,30.385,27.4876,30.167,29.804,UP,1
2007-01-16,30.875,30.71,27.5144,30.376,29.8123,UP,1
2007-01-17,31.045,30.8,27.5415,30.618,29.833,DOWN,0
2007-01-18,31.01,31.0,27.5686,30.831,29.8495,UP,1
2007-01-19,31.32,30.98,27.5964,31.005,29.8811,DOWN,0
2007-01-22,31.215,31.035,27.624,31.093,29.9058,UP,1
2007-01-23,31.405,31.125,27.653,31.199,29.9354,DOWN,0
2007-01-24,31.385,31.45,27.6845,31.267,29.9639,DOWN,0
2007-01-25,30.965,31.33,27.7138,31.258,29.9844,DOWN,0
2007-01-26,29.625,29.0,27.7355,30.919,29.9796,DOWN,0
2007-01-29,29.135,29.575,27.7554,30.503,29.9583,DOWN,0
2007-01-30,28.99,29.145,27.7731,30.02,29.9386,UP,1
2007-01-31,29.28,29.05,27.7918,29.599,29.9191,UP,1
2007-02-01,29.705,29.32,27.8123,29.347,29.9071,DOWN,0
2007-02-02,29.425,29.605,27.8278,29.307,29.8939,DOWN,0
2007-02-05,29.23,29.35,27.8404,29.326,29.8785,UP,1
2007-02-06,29.36,29.285,27.8523,29.4,29.8689,DOWN,0
2007-02-07,29.355,29.335,27.8633,29.415,29.8531,DOWN,0
2007-02-08,29.14,29.24,27.8732,29.302,29.8334,UP,1
2007-02-09,29.3,29.135,27.883,29.277,29.8303,DOWN,0
2007-02-12,29.27,29.305,27.8934,29.285,29.8267,UP,1
2007-02-13,29.705,29.39,27.905,29.354,29.8298,UP,1
2007-02-14,29.875,29.72,27.9185,29.458,29.8335,DOWN,0
2007-02-15,29.85,29.75,27.929,29.6,29.8516,DOWN,0
2007-02-16,29.765,29.65,27.9393,29.693,29.8558,UP,1
2007-02-20,29.87,29.595,27.9483,29.813,29.8561,UP,1
2007-02-21,30.32,29.76,27.959,29.936,29.8662,UP,1
2007-02-22,30.345,30.54,27.9688,30.03,29.8782,DOWN,0
2007-02-23,30.31,30.4,27.9753,30.122,29.8881,UP,1
2007-02-26,30.315,30.785,27.9823,30.232,29.9019,DOWN,0
2007-02-27,29.445,30.05,27.9871,30.147,29.9065,UP,1
2007-02-28,29.535,29.485,27.9928,29.99,29.911,UP,1
2007-03-01,29.56,29.11,27.9989,29.833,29.9177,DOWN,0
2007-03-02,29.27,29.5,28.0045,29.625,29.9161,DOWN,0
2007-03-05,28.95,29.07,28.0092,29.352,29.9109,UP,1
2007-03-06,29.385,29.08,28.0185,29.34,29.9096,UP,1
2007-03-07,29.405,29.39,28.0289,29.314,29.9056,UP,1
2007-03-08,30.06,29.515,28.0415,29.414,29.9174,UP,1
2007-03-09,30.24,30.18,28.0566,29.608,29.9322,UP,1
2007-03-12,30.545,30.13,28.0739,29.927,29.9514,DOWN,0
2007-03-13,29.825,30.22,28.0871,30.015,29.9503,UP,1
2007-03-14,29.9,29.885,28.0962,30.114,29.9535,UP,1
2007-03-15,30.35,29.955,28.1061,30.172,29.9674,DOWN,0
2007-03-16,30.18,30.425,28.1183,30.16,29.9705,UP,1
2007-03-19,30.705,30.22,28.1309,30.192,29.987,UP,1
2007-03-20,31.03,30.73,28.1447,30.433,30.0122,UP,1
2007-03-21,31.455,30.995,28.1581,30.744,30.0447,UP,1
2007-03-22,31.725,31.405,28.1766,31.019,30.0825,UP,1
2007-03-23,32.045,31.725,28.2013,31.392,30.1245,UP,1
2007-03-26,32.33,31.97,28.2291,31.717,30.1621,DOWN,0
2007-03-27,32.02,32.155,28.2561,31.915,30.187,DOWN,0
2007-03-28,31.71,31.75,28.2828,31.966,30.2037,DOWN,0
2007-03-29,31.415,31.96,28.3104,31.904,30.2111,UP,1
2007-03-30,31.665,31.48,28.3409,31.828,30.2242,UP,1
2007-04-02,31.93,31.78,28.3722,31.748,30.2364,UP,1
2007-04-03,32.34,32.03,28.4012,31.812,30.2589,UP,1
2007-04-04,32.435,32.265,28.4324,31.957,30.2795,DOWN,0
2007-04-05,32.38,32.255,28.4658,32.15,30.2994,UP,1
2007-04-09,32.5,32.5,28.4995,32.317,30.3301,DOWN,0
2007-04-10,32.14,32.215,28.5294,32.359,30.3804,UP,1
2007-04-11,32.305,32.24,28.5602,32.352,30.4438,UP,1
2007-04-12,32.64,32.305,28.592,32.393,30.5168,DOWN,0
2007-04-13,32.485,32.68,28.6216,32.414,30.5809,UP,1
2007-04-16,32.935,32.495,28.6562,32.501,30.6455,UP,1
2007-04-17,32.94,32.945,28.6907,32.661,30.7158,DOWN,0
2007-04-18,32.705,32.855,28.7205,32.741,30.7853,UP,1
2007-04-19,32.72,33.0,28.7491,32.757,30.8525,UP,1
2007-04-20,33.06,32.97,28.7783,32.872,30.9266,DOWN,0
2007-04-23,32.8,33.05,28.8073,32.845,30.9998,UP,1
2007-04-24,32.925,32.935,28.838,32.842,31.0723,UP,1
2007-04-25,33.895,32.835,28.8747,33.08,31.1648,DOWN,0
2007-04-26,33.33,33.71,28.9071,33.202,31.2373,UP,1
2007-04-27,34.71,33.355,28.9471,33.532,31.334,DOWN,0
2007-04-30,33.85,34.715,28.9854,33.742,31.414,DOWN,0
2007-05-01,33.25,33.0,29.0228,33.807,31.4837,UP,1
2007-05-02,33.585,33.225,29.062,33.745,31.558,DOWN,0
2007-05-03,33.355,33.59,29.1006,33.75,31.6187,DOWN,0
2007-05-04,33.095,33.355,29.1375,33.427,31.6737,UP,1
2007-05-07,33.2,33.11,29.172,33.297,31.7315,DOWN,0
2007-05-08,33.155,33.17,29.208,33.278,31.7883,DOWN,0
2007-05-09,33.15,33.16,29.2453,33.191,31.8624,DOWN,0
2007-05-10,32.32,33.155,29.2756,32.984,31.9181,UP,1
2007-05-11,32.95,32.42,29.3096,32.955,31.9859,DOWN,0
2007-05-14,32.65,32.95,29.3424,32.845,32.0535,UP,1
2007-05-15,33.155,32.75,29.3824,32.845,32.1376,DOWN,0
2007-05-16,33.12,33.145,29.423,32.839,32.2123,DOWN,0
2007-05-17,33.05,33.025,29.4642,32.985,32.2852,UP,1
2007-05-18,33.15,33.105,29.507,33.025,32.347,UP,1
2007-05-21,33.23,33.07,29.5494,33.141,32.4068,DOWN,0
2007-05-22,33.145,33.07,29.5898,33.139,32.4588,DOWN,0
2007-05-23,33.1,33.225,29.6282,33.135,32.5243,DOWN,0
2007-05-24,32.505,33.125,29.6634,33.026,32.5764,UP,1
2007-05-25,33.045,32.64,29.7011,33.005,32.6303,UP,1
2007-05-29,33.25,33.235,29.7418,33.009,32.6917,UP,1
2007-05-30,33.48,33.015,29.7828,33.076,32.7472,DOWN,0
2007-05-31,33.08,33.625,29.8223,33.072,32.7882,UP,1
2007-06-01,33.17,33.345,29.8623,33.205,32.8225,DOWN,0
2007-06-04,33.125,33.145,29.9,33.221,32.8505,DOWN,0
2007-06-05,32.895,33.125,29.9351,33.15,32.8675,DOWN,0
2007-06-06,32.45,32.87,29.9696,32.944,32.8699,DOWN,0
2007-06-07,31.655,32.25,30.0003,32.659,32.8626,UP,1
2007-06-08,31.945,31.655,30.0331,32.414,32.8673,DOWN,0
2007-06-11,31.83,31.95,30.0649,32.155,32.8756,DOWN,0
2007-06-12,31.765,31.75,30.0966,31.929,32.8776,UP,1
2007-06-13,32.235,31.805,30.1314,31.886,32.8837,UP,1
2007-06-14,32.315,32.235,30.1654,32.018,32.8832,UP,1
2007-06-15,32.325,32.385,30.1996,32.094,32.881,UP,1
2007-06-18,32.66,32.455,30.2339,32.26,32.8866,UP,1
2007-06-19,32.8,32.58,30.2679,32.467,32.8926,DOWN,0
2007-06-20,32.64,32.805,30.3,32.548,32.9026,UP,1
2007-06-21,33.035,32.65,30.3329,32.692,32.9172,DOWN,0
2007-06-22,32.47,32.865,30.3642,32.721,32.9138,DOWN,0
2007-06-25,32.365,32.47,30.3959,32.662,32.9114,DOWN,0
2007-06-26,32.33,33.065,30.4287,32.568,32.8993,DOWN,0
2007-06-27,32.17,32.255,30.4593,32.474,32.8839,UP,1
2007-06-28,32.305,32.1,30.4921,32.328,32.8759,DOWN,0
2007-06-29,32.165,32.395,30.5205,32.267,32.8648,UP,1
2007-07-02,33.435,32.455,30.5548,32.481,32.8723,DOWN,0
2007-07-03,33.41,33.44,30.588,32.697,32.8845,UP,1
2007-07-05,33.885,33.55,30.6236,33.04,32.9037,UP,1
2007-07-06,33.97,33.86,30.6602,33.373,32.9052,UP,1
2007-07-09,34.05,34.15,30.6973,33.75,32.9196,DOWN,0
2007-07-10,33.12,33.775,30.7278,33.687,32.8878,UP,1
2007-07-11,33.325,33.12,30.761,33.67,32.8773,UP,1
2007-07-12,33.92,33.515,30.7981,33.677,32.8907,UP,1
2007-07-13,34.055,33.92,30.8344,33.694,32.9001,DOWN,0
2007-07-16,33.895,34.02,30.8685,33.663,32.9109,UP,1
2007-07-17,34.51,34.235,30.9056,33.941,32.9392,DOWN,0
2007-07-18,34.4,34.41,30.9416,34.156,32.9632,UP,1
2007-07-19,35.14,34.525,30.9823,34.4,33.0029,DOWN,0
2007-07-20,34.525,35.105,31.0194,34.494,33.0304,UP,1
2007-07-23,35.615,35.74,31.0619,34.838,33.0963,DOWN,0
2007-07-24,35.0,35.605,31.1002,34.936,33.1373,DOWN,0
2007-07-25,34.795,35.345,31.1371,35.015,33.1802,DOWN,0
2007-07-26,33.635,34.175,31.1663,34.714,33.1898,DOWN,0
2007-07-27,33.03,33.45,31.1927,34.415,33.188,UP,1
2007-07-30,34.13,33.075,31.2217,34.118,33.2096,UP,1
2007-07-31,34.41,35.55,31.2531,34.0,33.2348,DOWN,0
2007-08-01,34.08,34.35,31.2827,33.857,33.2518,UP,1
2007-08-02,34.125,34.2,31.3116,33.955,33.2714,UP,1
2007-08-03,34.225,34.25,31.3398,34.194,33.2939,UP,1
2007-08-06,34.785,34.4,31.3725,34.325,33.3395,DOWN,0
2007-08-07,34.03,34.49,31.4008,34.249,33.3592,DOWN,0
2007-08-08,32.845,34.255,31.4223,34.002,33.3511,DOWN,0
2007-08-09,32.685,32.2,31.4429,33.714,33.3352,UP,1
2007-08-10,33.85,32.4,31.4695,33.639,33.3506,DOWN,0
2007-08-13,33.44,33.875,31.4928,33.37,33.356,DOWN,0
2007-08-14,32.54,33.31,31.5117,33.072,33.3443,DOWN,0
2007-08-15,31.745,32.355,31.5259,32.852,33.3213,UP,1
2007-08-16,32.065,31.4,31.5366,32.728,33.3136,UP,1
2007-08-17,32.07,32.975,31.5439,32.372,33.3219,UP,1
2007-08-20,32.88,32.075,31.556,32.26,33.3406,UP,1
2007-08-21,33.445,32.845,31.5732,32.441,33.3729,UP,1
2007-08-22,34.2,33.705,31.5932,32.932,33.4216,DOWN,0
2007-08-23,34.03,34.24,31.6147,33.325,33.4575,UP,1
2007-08-24,34.07,34.0,31.6351,33.725,33.4926,DOWN,0
2007-08-27,33.275,33.85,31.6519,33.804,33.5116,DOWN,0
2007-08-28,32.57,33.025,31.6649,33.629,33.5098,UP,1
2007-08-29,33.275,32.625,31.6816,33.444,33.5193,DOWN,0
2007-08-30,33.17,32.875,31.6981,33.272,33.5299,UP,1
2007-08-31,33.38,33.37,31.714,33.134,33.5368,UP,1
2007-09-04,33.525,33.39,31.7318,33.184,33.5579,DOWN,0
2007-09-05,33.2,33.18,31.7465,33.31,33.5746,DOWN,0
2007-09-06,32.91,33.105,31.7595,33.237,33.5862,DOWN,0
2007-09-07,31.98,32.445,31.769,32.999,33.5824,UP,1
2007-09-10,32.07,32.185,31.7794,32.737,33.5777,UP,1
2007-09-11,32.665,32.14,31.7935,32.565,33.5877,DOWN,0
2007-09-12,32.155,32.515,31.8035,32.356,33.5621,DOWN,0
2007-09-13,31.935,32.02,31.8126,32.161,33.5326,UP,1
2007-09-14,32.125,31.72,31.8259,32.19,33.4974,DOWN,0
2007-09-17,32.115,32.075,31.8393,32.199,33.4603,UP,1
2007-09-18,33.245,32.335,31.8577,32.315,33.4442,UP,1
2007-09-19,33.575,33.595,31.8772,32.599,33.4533,DOWN,0
2007-09-20,33.385,33.675,31.8994,32.889,33.4545,UP,1
2007-09-21,33.805,33.19,31.9206,33.225,33.4522,DOWN,0
2007-09-24,33.225,33.775,31.9375,33.447,33.4356,DOWN,0
2007-09-25,33.11,33.09,31.9539,33.42,33.4199,UP,1
2007-09-26,33.625,33.375,31.9733,33.43,33.4022,UP,1
2007-09-27,34.055,33.85,31.9945,33.564,33.3953,DOWN,0
2007-09-28,33.365,33.82,32.0132,33.476,33.3598,UP,1
2007-10-01,34.11,33.225,32.0377,33.653,33.3515,DOWN,0
2007-10-02,33.765,34.16,32.06,33.784,33.3145,UP,1
2007-10-03,33.79,33.64,32.0828,33.817,33.2903,UP,1
2007-10-04,34.08,33.865,32.1065,33.822,33.276,UP,1
2007-10-05,34.27,34.325,32.1318,34.003,33.2887,DOWN,0
2007-10-08,34.0,34.28,32.1545,33.981,33.3081,UP,1
2007-10-09,34.325,34.13,32.1781,34.093,33.312,DOWN,0
2007-10-10,33.62,34.155,32.1989,34.059,33.2962,DOWN,0
2007-10-11,33.53,33.945,32.219,33.949,33.2852,UP,1
2007-10-12,34.01,33.615,32.2411,33.897,33.2829,DOWN,0
2007-10-15,33.67,34.0,32.2601,33.831,33.2718,DOWN,0
2007-10-16,32.915,33.555,32.276,33.549,33.2344,DOWN,0
2007-10-17,32.74,33.375,32.2914,33.373,33.2086,UP,1
2007-10-18,32.94,32.61,32.306,33.255,33.2105,DOWN,0
2007-10-19,32.44,32.8,32.3188,32.941,33.2056,DOWN,0
2007-10-22,32.2,32.18,32.3309,32.647,33.1726,DOWN,0
2007-10-23,31.975,32.33,32.3416,32.459,33.1433,UP,1
2007-10-24,32.085,31.855,32.3529,32.328,33.1342,DOWN,0
2007-10-25,32.025,31.975,32.3633,32.145,33.1398,UP,1
2007-10-26,33.215,32.85,32.3771,32.3,33.1628,UP,1
2007-10-29,33.39,33.495,32.3902,32.538,33.1892,DOWN,0
2007-10-30,33.075,33.385,32.4012,32.758,33.1931,UP,1
2007-10-31,33.295,33.12,32.4124,33.0,33.1901,DOWN,0
2007-11-01,32.615,33.02,32.4205,33.118,33.1584,UP,1
2007-11-02,32.99,32.675,32.4288,33.073,33.1376,DOWN,0
2007-11-05,32.795,32.845,32.4367,32.954,33.1121,UP,1
2007-11-06,33.54,33.14,32.4474,33.047,33.1174,DOWN,0
2007-11-07,32.575,33.14,32.4533,32.903,33.1175,UP,1
2007-11-08,32.845,32.64,32.4627,32.949,33.1089,DOWN,0
2007-11-09,32.245,32.7,32.4758,32.8,33.0904,DOWN,0
2007-11-12,31.045,32.125,32.4854,32.45,33.0437,UP,1
2007-11-13,32.125,31.3,32.5011,32.167,33.0157,DOWN,0
2007-11-14,31.795,32.21,32.5136,32.011,32.9876,DOWN,0
2007-11-15,31.225,31.86,32.5212,31.687,32.9539,DOWN,0
2007-11-16,30.7,31.24,32.5276,31.378,32.9283,DOWN,0
2007-11-19,30.08,30.505,32.5319,31.185,32.8885,UP,1
2007-11-20,30.585,30.07,32.538,30.877,32.8469,DOWN,0
2007-11-21,29.925,29.945,32.5408,30.503,32.8023,UP,1
2007-11-23,30.205,30.065,32.5462,30.299,32.7677,DOWN,0
2007-11-26,29.525,30.145,32.5473,30.064,32.7157,UP,1
2007-11-27,29.745,29.62,32.5497,29.997,32.6683,UP,1
2007-11-28,31.805,29.76,32.5602,30.241,32.6395,DOWN,0
2007-11-29,31.74,31.525,32.5695,30.604,32.6028,UP,1
2007-11-30,32.105,31.99,32.5808,30.984,32.5772,DOWN,0
2007-12-03,31.79,32.46,32.5909,31.437,32.5369,DOWN,0
2007-12-04,31.405,31.55,32.5986,31.769,32.5005,UP,1
2007-12-05,32.16,31.75,32.6078,31.84,32.4815,UP,1
2007-12-06,32.7,32.02,32.6195,32.032,32.463,DOWN,0
2007-12-07,32.645,32.52,32.6312,32.14,32.4348,UP,1
2007-12-10,33.075,32.67,32.645,32.397,32.429,DOWN,0
2007-12-11,32.375,32.96,32.6597,32.591,32.3943,DOWN,0
2007-12-12,32.15,33.105,32.6727,32.589,32.362,DOWN,0
2007-12-13,32.05,31.93,32.6852,32.459,32.3272,DOWN,0
2007-12-14,31.37,31.775,32.6957,32.204,32.273,DOWN,0
2007-12-17,30.835,31.205,32.7051,31.756,32.2043,UP,1
2007-12-18,30.92,30.995,32.7128,31.465,32.1427,DOWN,0
2007-12-19,30.835,31.14,32.7199,31.202,32.0729,UP,1
2007-12-20,30.925,31.06,32.7243,30.977,32.019,UP,1
