ticker,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,ZS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2020-03-26,60.55,60.29,58.698,55.2745,59.0858,DOWN,0
2020-03-27,58.63,59.54,59.696,55.2473,58.9931,UP,1
2020-03-30,58.84,59.16,59.858,55.1877,58.8887,UP,1
2020-03-31,60.86,58.5,59.602,55.2163,58.8046,UP,1
2020-04-01,61.99,59.25,60.174,55.2459,58.7309,DOWN,0
2020-04-02,61.18,61.65,60.3,55.2711,58.6468,UP,1
2020-04-03,63.4,61.0,61.254,55.3529,58.5644,DOWN,0
2020-04-06,63.31,64.76,62.148,55.4631,58.485,DOWN,0
2020-04-07,62.36,62.84,62.448,55.5895,58.4106,UP,1
2020-04-08,64.93,62.43,63.036,55.7581,58.358,DOWN,0
2020-04-09,62.59,64.18,63.318,55.8673,58.3019,DOWN,0
2020-04-13,62.17,64.01,63.072,55.9569,58.2412,UP,1
2020-04-14,66.48,63.35,63.706,56.1647,58.1861,UP,1
2020-04-15,69.96,65.95,65.226,56.4275,58.1527,UP,1
2020-04-16,70.37,70.7,66.314,56.6573,58.1215,DOWN,0
2020-04-17,68.0,70.41,67.396,56.8471,58.0667,UP,1
2020-04-20,70.51,68.34,69.064,57.0893,58.0161,DOWN,0
2020-04-21,65.18,70.78,68.804,57.2135,57.9267,UP,1
2020-04-22,66.91,67.1,68.194,57.3349,57.8423,DOWN,0
2020-04-23,66.24,66.0,67.368,57.4413,57.7519,UP,1
2020-04-24,67.5,66.6,67.268,57.5817,57.673,UP,1
2020-04-27,70.47,68.505,67.26,57.7531,57.6139,DOWN,0
2020-04-28,66.72,71.0,67.568,57.8453,57.5381,DOWN,0
2020-04-29,66.63,66.71,67.512,57.9007,57.4523,UP,1
2020-04-30,67.08,66.97,67.68,57.9389,57.3748,DOWN,0
2020-05-01,66.85,66.23,67.55,57.9723,57.299,UP,1
2020-05-04,69.08,66.61,67.272,58.2637,57.2325,UP,1
2020-05-05,71.23,70.0,68.174,58.6511,57.1753,UP,1
2020-05-06,72.54,71.84,69.356,59.0937,57.118,UP,1
2020-05-07,74.88,73.5,70.916,59.5647,57.0724,DOWN,0
2020-05-08,74.02,75.15,72.35,60.0503,57.009,UP,1
2020-05-11,76.96,73.99,73.926,60.5497,56.9617,DOWN,0
2020-05-12,76.45,77.5,74.97,61.0231,56.9029,DOWN,0
2020-05-13,75.16,76.95,75.494,61.4997,56.8509,UP,1
2020-05-14,75.62,73.72,75.642,61.9443,56.8056,UP,1
2020-05-15,76.39,75.48,76.116,62.4049,56.7662,DOWN,0
2020-05-18,73.81,77.87,75.486,62.8933,56.7089,UP,1
2020-05-19,75.24,75.0,75.244,63.5193,56.6677,UP,1
2020-05-20,77.06,76.83,75.624,64.1203,56.6622,DOWN,0
2020-05-21,75.63,77.63,75.626,64.7753,56.6406,UP,1
2020-05-22,76.94,76.67,75.736,65.5241,56.6192,DOWN,0
2020-05-26,76.52,79.0,76.278,66.2167,56.5782,DOWN,0
2020-05-27,74.53,76.86,76.136,66.8709,56.525,UP,1
2020-05-28,75.8,74.7,75.884,67.4497,56.4879,UP,1
2020-05-29,98.09,87.08,80.376,68.4081,56.5532,UP,1
2020-06-01,109.98,96.8,86.984,69.5716,56.6956,DOWN,0
2020-06-02,106.17,108.05,92.914,70.6222,56.8305,UP,1
2020-06-03,107.41,105.54,99.49,71.6098,56.963,DOWN,0
2020-06-04,103.05,106.51,104.94,72.428,57.1193,DOWN,0
2020-06-05,99.31,100.38,105.184,73.2316,57.2618,UP,1
2020-06-08,102.74,99.24,103.736,74.0754,57.4106,UP,1
2020-06-09,103.59,103.22,103.22,74.9746,57.5658,UP,1
2020-06-10,105.72,105.09,102.882,75.9122,57.738,DOWN,0
2020-06-11,102.68,104.48,102.808,76.7486,57.8925,DOWN,0
2020-06-12,102.47,104.81,103.44,77.5582,58.0476,UP,1
2020-06-15,104.52,101.95,103.796,78.425,58.2244,DOWN,0
2020-06-16,102.81,99.86,103.64,79.2132,58.3859,UP,1
2020-06-17,106.18,103.18,103.732,80.0706,58.5731,UP,1
2020-06-18,113.05,108.91,105.806,81.0844,58.81,DOWN,0
2020-06-19,108.57,114.8,107.026,81.9572,59.0133,UP,1
2020-06-22,109.67,110.29,108.056,82.8988,59.2267,UP,1
2020-06-23,110.31,109.6,109.556,83.8616,59.458,DOWN,0
2020-06-24,108.26,111.0,109.972,84.6972,59.6892,UP,1
2020-06-25,111.61,109.89,109.684,85.5302,59.9393,DOWN,0
2020-06-26,106.0,112.6,109.17,86.2428,60.2209,DOWN,0
2020-06-29,105.39,106.86,108.314,86.9906,60.4999,UP,1
2020-06-30,109.5,106.24,108.152,87.7704,60.81,UP,1
2020-07-01,111.51,109.3,108.802,88.697,61.1295,DOWN,0
2020-07-02,110.21,112.26,108.522,89.563,61.4273,UP,1
2020-07-06,114.78,113.02,110.278,90.5338,61.7415,DOWN,0
2020-07-07,113.84,115.98,111.968,91.4606,62.0589,UP,1
2020-07-08,120.85,115.68,114.238,92.4682,62.4059,UP,1
2020-07-09,127.41,122.1,117.418,93.682,62.7914,DOWN,0
2020-07-10,125.49,126.51,120.474,94.8592,63.1727,DOWN,0
2020-07-13,119.91,126.11,121.5,95.9158,63.5278,UP,1
2020-07-14,122.43,119.0,123.218,97.0274,63.8961,DOWN,0
2020-07-15,119.84,122.5,123.016,98.0426,64.2603,DOWN,0
2020-07-16,117.15,118.75,120.964,98.961,64.6098,UP,1
2020-07-17,120.31,118.25,119.928,99.9164,64.9762,UP,1
2020-07-20,127.6,121.2,121.466,100.9708,65.3795,DOWN,0
2020-07-21,125.47,127.45,122.074,101.9998,65.762,DOWN,0
2020-07-22,125.11,126.59,123.128,102.9628,66.1415,DOWN,0
2020-07-23,123.46,125.26,124.39,103.903,66.5094,DOWN,0
2020-07-24,121.72,121.24,124.672,104.8342,66.8835,UP,1
2020-07-27,124.87,123.68,124.126,105.8192,67.2668,DOWN,0
2020-07-28,124.38,124.59,123.908,106.779,67.6522,UP,1
2020-07-29,126.97,126.26,124.28,107.8422,68.0464,UP,1
2020-07-30,129.29,127.36,125.446,108.9232,68.4554,UP,1
2020-07-31,129.85,131.01,127.072,109.979,68.8727,UP,1
2020-08-03,132.58,131.05,128.614,111.118,69.3074,DOWN,0
2020-08-04,132.49,132.48,130.236,112.229,69.7441,UP,1
2020-08-05,134.53,132.49,131.748,113.3892,70.2025,DOWN,0
2020-08-06,132.28,135.85,132.346,114.5442,70.6531,DOWN,0
2020-08-07,125.85,131.33,131.546,115.5452,71.0786,DOWN,0
2020-08-10,122.39,125.85,129.508,116.0312,71.4851,DOWN,0
2020-08-11,117.51,119.5,126.512,116.1818,71.856,UP,1
2020-08-12,119.34,118.96,123.474,116.4452,72.2384,UP,1
2020-08-13,122.07,121.0,121.432,116.7384,72.6367,UP,1
2020-08-14,122.89,124.2,120.84,117.1352,73.0355,UP,1
2020-08-17,124.49,124.64,121.26,117.6388,73.4322,UP,1
2020-08-18,127.97,125.71,123.352,118.1434,73.8521,UP,1
2020-08-19,128.26,129.13,125.136,118.6368,74.2684,UP,1
2020-08-20,136.42,129.0,128.006,119.2508,74.7287,DOWN,0
2020-08-21,135.22,136.42,130.472,119.9016,75.1827,UP,1
2020-08-24,135.74,137.02,132.722,120.567,75.6418,DOWN,0
2020-08-25,135.63,135.61,134.254,121.1892,76.1072,UP,1
2020-08-26,140.0,137.5,136.602,121.933,76.5877,DOWN,0
2020-08-27,138.76,141.99,137.07,122.5846,77.0612,UP,1
2020-08-28,141.13,139.52,138.252,123.1462,77.543,UP,1
2020-08-31,143.34,141.99,139.772,123.8416,78.0356,UP,1
2020-09-01,159.36,147.6,144.518,124.8354,78.6058,DOWN,0
2020-09-02,158.52,162.99,148.222,125.7996,79.1692,DOWN,0
2020-09-03,143.45,150.81,149.16,126.5034,79.6639,DOWN,0
2020-09-04,134.34,140.0,147.802,126.958,80.1045,DOWN,0
2020-09-08,133.17,130.11,145.768,127.5014,80.5374,UP,1
2020-09-09,134.19,137.0,140.734,128.0774,80.9812,DOWN,0
2020-09-10,132.61,140.0,135.552,128.5396,81.4127,DOWN,0
2020-09-11,128.5,135.48,132.562,128.8794,81.8032,UP,1
2020-09-14,130.1,130.75,131.714,129.2772,82.1954,UP,1
2020-09-15,132.64,131.15,131.608,129.6344,82.5983,DOWN,0
2020-09-16,131.06,133.0,130.982,129.9788,82.993,DOWN,0
2020-09-17,127.21,127.0,129.902,130.106,83.3737,UP,1
2020-09-18,129.1,128.23,130.022,130.1398,83.7552,UP,1
2020-09-21,134.93,127.69,130.988,130.3286,84.1806,UP,1
2020-09-22,137.99,135.05,132.058,130.6902,84.63,DOWN,0
2020-09-23,135.61,137.0,132.968,130.9538,85.0745,DOWN,0
2020-09-24,134.56,134.97,134.438,131.2482,85.5108,UP,1
2020-09-25,138.27,135.04,136.272,131.6706,85.9715,UP,1
2020-09-28,138.42,139.08,136.97,132.0328,86.4376,UP,1
2020-09-29,140.49,138.79,137.47,132.2906,86.9141,UP,1
2020-09-30,140.69,139.47,138.486,132.595,87.3877,UP,1
2020-10-01,144.295,142.2,140.433,132.9787,87.8743,DOWN,0
2020-10-02,142.05,141.42,141.189,133.3505,88.352,UP,1
2020-10-05,145.31,143.01,142.567,133.8223,88.8423,UP,1
2020-10-06,145.51,145.0,143.571,134.2351,89.3303,UP,1
2020-10-07,147.68,147.16,144.969,134.7011,89.8231,DOWN,0
2020-10-08,147.66,149.35,145.642,135.1149,90.3205,UP,1
2020-10-09,151.96,148.0,147.624,135.5683,90.8416,DOWN,0
2020-10-12,151.15,153.0,148.792,135.9943,91.3566,UP,1
2020-10-13,154.42,153.1,150.574,136.4311,91.8906,UP,1
2020-10-14,155.09,155.52,152.056,136.8831,92.4336,DOWN,0
2020-10-15,154.97,152.41,153.518,137.2919,92.9759,DOWN,0
2020-10-16,154.85,155.66,154.096,137.7433,93.5135,DOWN,0
2020-10-19,153.17,156.0,154.5,138.2897,94.0425,DOWN,0
2020-10-20,150.8,153.0,153.776,138.8579,94.553,DOWN,0
2020-10-21,146.85,151.97,152.128,139.4447,95.0452,DOWN,0
2020-10-22,146.58,147.79,150.45,139.9895,95.5244,UP,1
2020-10-23,147.05,145.7,148.89,140.4891,95.9896,UP,1
2020-10-26,149.0,148.27,148.056,141.0113,96.4596,DOWN,0
2020-10-27,148.64,151.54,147.624,141.4943,96.9047,DOWN,0
2020-10-28,144.06,147.49,147.066,141.8161,97.3273,DOWN,0
2020-10-29,142.56,145.38,146.262,142.1021,97.7402,DOWN,0
2020-10-30,135.75,140.76,144.002,142.0887,98.1098,DOWN,0
2020-11-02,134.43,136.75,141.088,142.0729,98.4848,UP,1
2020-11-03,134.65,135.02,138.29,142.0511,98.8555,UP,1
2020-11-04,145.35,139.99,138.548,142.2455,99.2827,UP,1
2020-11-05,150.07,148.55,140.05,142.4469,99.7365,DOWN,0
2020-11-06,150.06,151.0,142.912,142.6729,100.1978,DOWN,0
2020-11-09,128.77,145.62,141.78,142.4257,100.5614,DOWN,0
2020-11-10,127.76,132.23,140.402,142.1141,100.9177,UP,1
2020-11-11,135.49,133.04,138.43,141.6367,101.3095,UP,1
2020-11-12,140.06,137.62,136.428,141.2675,101.7214,DOWN,0
2020-11-13,131.92,140.04,132.8,141.0369,102.1005,UP,1
2020-11-16,133.52,128.99,133.75,141.0205,102.484,UP,1
2020-11-17,136.64,135.08,135.526,141.0899,102.8728,DOWN,0
2020-11-18,135.38,136.99,135.504,141.1137,103.2572,UP,1
2020-11-19,138.54,136.15,135.2,141.2323,103.6579,UP,1
2020-11-20,143.01,139.99,137.418,141.5225,104.0781,UP,1
2020-11-23,143.04,142.39,139.322,141.7813,104.4891,DOWN,0
2020-11-24,141.19,143.4,140.232,141.9523,104.8904,UP,1
2020-11-25,146.94,145.11,142.544,142.2699,105.3227,UP,1
2020-11-27,149.74,150.0,144.784,142.7205,105.7619,UP,1
2020-11-30,155.75,151.68,147.332,143.2535,106.2301,DOWN,0
2020-12-01,151.68,155.51,149.06,143.5885,106.6692,DOWN,0
2020-12-02,146.79,149.0332,150.18,143.7645,107.0773,UP,1
2020-12-03,185.61,163.45,157.914,144.7645,107.6795,DOWN,0
2020-12-04,180.75,181.73,164.116,145.6883,108.3107,DOWN,0
2020-12-07,178.11,180.0,168.588,146.4851,108.9419,UP,1
2020-12-08,184.6,178.5,175.172,147.4087,109.6129,DOWN,0
2020-12-09,176.7,183.03,181.154,148.1329,110.2397,UP,1
2020-12-10,179.75,173.0,179.982,148.9141,110.8898,UP,1
2020-12-11,181.91,181.6,180.214,149.6664,111.5394,UP,1
2020-12-14,183.45,182.344,181.282,150.4944,112.1927,DOWN,0
2020-12-15,181.24,184.98,180.61,151.213,112.8423,UP,1
2020-12-16,184.03,180.92,182.076,151.9834,113.4955,UP,1
2020-12-17,187.76,186.0,183.678,152.785,114.1675,UP,1
2020-12-18,195.88,191.98,186.472,153.7494,114.8999,UP,1
2020-12-21,199.62,196.65,189.706,154.7026,115.6783,UP,1
2020-12-22,206.78,202.23,194.814,155.8152,116.4772,UP,1
2020-12-23,207.47,208.83,199.502,156.8762,117.3001,DOWN,0
2020-12-24,205.27,208.0,203.004,157.8798,118.129,DOWN,0
2020-12-28,199.37,207.48,203.702,158.7678,118.9164,DOWN,0
2020-12-29,197.84,198.51,203.346,159.6276,119.6965,UP,1
2020-12-30,201.31,198.8,202.252,160.5904,120.4687,DOWN,0
2020-12-31,199.71,202.25,200.7,161.5686,121.2164,DOWN,0
2021-01-04,196.09,199.72,198.864,162.5534,121.9379,DOWN,0
2021-01-05,193.48,192.37,197.686,163.4914,122.6371,DOWN,0
2021-01-06,184.42,187.53,195.002,164.2388,123.269,UP,1
2021-01-07,193.05,188.0953,193.35,165.1198,123.9236,UP,1
2021-01-08,197.37,196.75,192.882,166.0944,124.6148,UP,1
2021-01-11,198.7,196.99,193.404,167.1872,125.3055,UP,1
2021-01-12,205.9,201.14,195.888,168.454,126.0419,UP,1
2021-01-13,207.08,209.3,200.42,169.8806,126.7831,UP,1
2021-01-14,209.87,209.25,203.784,171.3894,127.5281,UP,1
2021-01-15,211.06,212.12,206.522,172.9176,128.2735,UP,1
2021-01-19,212.0,215.77,209.182,174.2506,129.0276,UP,1
2021-01-20,214.76,215.09,210.954,175.5444,129.7844,DOWN,0
2021-01-21,213.63,217.99,212.264,176.8158,130.536,UP,1
