ticker,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-09-01,12.2675,12.23,13.5068,12.189,13.3701,DOWN,0
2004-09-02,12.25,12.2375,13.5083,12.1965,13.3013,DOWN,0
2004-09-03,12.25,12.385,13.5099,12.1975,13.2382,DOWN,0
2004-09-07,12.2475,12.34,13.5123,12.2385,13.1724,DOWN,0
2004-09-08,12.2025,12.275,13.5147,12.2435,13.1081,UP,1
2004-09-09,12.2125,12.375,13.5162,12.2325,13.0383,UP,1
2004-09-10,12.2925,12.0875,13.5171,12.241,12.9695,UP,1
2004-09-13,12.6,12.4625,13.5207,12.311,12.9036,DOWN,0
2004-09-14,12.53,12.6,13.5241,12.3675,12.8402,DOWN,0
2004-09-15,12.435,12.525,13.5272,12.414,12.7813,UP,1
2004-09-16,12.46,12.3725,13.5303,12.4635,12.7322,UP,1
2004-09-17,12.47,12.4748,13.5334,12.499,12.6876,DOWN,0
2004-09-20,12.325,12.495,13.5363,12.444,12.6437,UP,1
2004-09-21,12.6325,12.4225,13.5414,12.4645,12.6048,DOWN,0
2004-09-22,12.2475,12.6525,13.5444,12.427,12.5592,UP,1
2004-09-23,12.38,12.4048,13.5478,12.411,12.5159,UP,1
2004-09-24,12.535,12.3478,13.5528,12.424,12.4766,DOWN,0
2004-09-27,12.32,12.445,13.5569,12.423,12.4416,DOWN,0
2004-09-28,12.1575,12.43,13.5606,12.328,12.4054,UP,1
2004-09-29,12.6213,12.175,13.5669,12.4027,12.3726,UP,1
2004-09-30,12.685,12.6525,13.5728,12.4637,12.3505,UP,1
2004-10-01,12.8075,12.7425,13.5786,12.5182,12.3326,UP,1
2004-10-04,13.1275,12.8675,13.5881,12.6797,12.3339,DOWN,0
2004-10-05,12.98,13.1,13.5958,12.8442,12.3435,DOWN,0
2004-10-06,12.9375,12.95,13.6039,12.9075,12.3466,DOWN,0
2004-10-07,12.85,13.0275,13.6117,12.9405,12.3543,DOWN,0
2004-10-08,12.5425,12.96,13.6168,12.8875,12.3547,DOWN,0
2004-10-11,12.2675,12.5872,13.6204,12.7155,12.3481,DOWN,0
2004-10-12,12.2,12.345,13.6229,12.5595,12.3439,DOWN,0
2004-10-13,12.0625,12.27,13.6251,12.3845,12.342,DOWN,0
2004-10-14,12.015,12.0025,13.6246,12.2175,12.3412,DOWN,0
2004-10-15,11.97,12.015,13.6253,12.103,12.3461,UP,1
2004-10-18,12.02,11.9575,13.6276,12.0535,12.3558,DOWN,0
2004-10-19,11.87,12.005,13.6282,11.9875,12.3611,UP,1
2004-10-20,12.0075,11.8625,13.6298,11.9765,12.3632,UP,1
2004-10-21,12.0425,12.095,13.6315,11.982,12.358,UP,1
2004-10-22,12.175,12.1225,13.6338,12.023,12.359,DOWN,0
2004-10-25,11.9825,12.01,13.635,12.0155,12.3571,DOWN,0
2004-10-26,11.805,11.775,13.6355,12.0025,12.3467,UP,1
2004-10-27,12.1625,11.85,13.6391,12.0335,12.3434,UP,1
2004-10-28,12.41,12.1825,13.6425,12.107,12.3447,UP,1
2004-10-29,12.46,12.425,13.6464,12.164,12.3448,UP,1
2004-11-01,12.535,12.505,13.6506,12.2745,12.3455,UP,1
2004-11-02,12.58,12.3975,13.6554,12.4295,12.3478,UP,1
2004-11-03,12.8325,12.59,13.6611,12.5635,12.3591,UP,1
2004-11-04,12.965,12.8575,13.6674,12.6745,12.3681,UP,1
2004-11-05,13.09,12.99,13.6744,12.8005,12.3857,DOWN,0
2004-11-08,12.96,13.0087,13.6794,12.8855,12.4,DOWN,0
2004-11-09,12.9375,12.95,13.6816,12.957,12.4179,UP,1
2004-11-10,13.0,13.025,13.6847,12.9905,12.4343,DOWN,0
2004-11-11,12.955,13.005,13.6882,12.9885,12.4481,DOWN,0
2004-11-12,12.825,13.015,13.691,12.9355,12.4596,DOWN,0
2004-11-15,12.795,12.7525,13.6938,12.9025,12.4705,DOWN,0
2004-11-16,12.75,12.8725,13.6955,12.865,12.4805,DOWN,0
2004-11-17,12.4925,12.705,13.6954,12.7635,12.4863,UP,1
2004-11-18,12.615,12.4375,13.6955,12.6955,12.4944,DOWN,0
2004-11-19,12.465,12.725,13.6942,12.6235,12.4978,UP,1
2004-11-22,12.5375,12.445,13.692,12.572,12.4966,DOWN,0
2004-11-23,12.515,12.5525,13.6907,12.525,12.4963,UP,1
2004-11-24,12.7275,12.625,13.6891,12.572,12.5021,UP,1
2004-11-26,12.835,12.7538,13.687,12.616,12.5096,UP,1
2004-11-29,12.8825,12.83,13.686,12.6995,12.5179,UP,1
2004-11-30,12.9,12.8225,13.6872,12.772,12.5294,UP,1
2004-12-01,13.0575,13.0,13.6889,12.8805,12.5379,UP,1
2004-12-02,13.0825,13.0898,13.6894,12.9515,12.5546,DOWN,0
2004-12-03,12.99,13.135,13.6912,12.9825,12.5668,DOWN,0
2004-12-06,12.7275,13.0425,13.692,12.9515,12.5706,DOWN,0
2004-12-07,12.545,12.6875,13.6922,12.8805,12.5751,UP,1
2004-12-08,12.575,12.535,13.6933,12.784,12.5835,DOWN,0
2004-12-09,12.5575,12.5,13.6932,12.679,12.5822,UP,1
2004-12-10,13.01,12.625,13.6944,12.683,12.5887,UP,1
2004-12-13,13.245,13.0,13.6968,12.7865,12.5975,UP,1
2004-12-14,13.285,13.225,13.6981,12.9345,12.6006,DOWN,0
2004-12-15,13.13,13.285,13.7,13.0455,12.6036,UP,1
2004-12-16,13.215,13.165,13.7023,13.177,12.6092,DOWN,0
2004-12-17,12.955,13.01,13.7032,13.166,12.6113,UP,1
2004-12-20,13.16,12.935,13.7062,13.149,12.6236,DOWN,0
2004-12-21,13.1175,13.0625,13.7095,13.1155,12.6406,UP,1
2004-12-22,13.25,12.975,13.712,13.1395,12.6616,UP,1
2004-12-23,13.3475,13.145,13.7166,13.166,12.6873,DOWN,0
2004-12-27,13.24,13.4375,13.7212,13.223,12.7118,UP,1
2004-12-28,13.485,13.2125,13.7205,13.288,12.7421,UP,1
2004-12-29,13.62,13.4475,13.7186,13.3885,12.7741,UP,1
2004-12-30,13.675,13.575,13.7169,13.4735,12.8102,DOWN,0
2004-12-31,13.6475,13.6075,13.7154,13.5335,12.843,UP,1
2005-01-03,13.6875,13.6125,13.7151,13.623,12.8759,DOWN,0
2005-01-04,13.675,13.76,13.715,13.661,12.9059,UP,1
2005-01-05,13.7325,13.6625,13.7159,13.6835,12.9409,DOWN,0
2005-01-06,13.7125,13.65,13.7167,13.691,12.9791,UP,1
2005-01-07,13.765,14.1125,13.7173,13.7145,13.0111,UP,1
2005-01-10,14.145,13.775,13.7181,13.806,13.0458,DOWN,0
2005-01-11,13.75,14.105,13.7181,13.821,13.0716,DOWN,0
2005-01-12,13.735,13.8125,13.7176,13.8215,13.0956,UP,1
2005-01-13,13.8825,13.8075,13.717,13.8555,13.1217,DOWN,0
2005-01-14,13.8375,13.94,13.7151,13.87,13.1418,UP,1
2005-01-18,13.875,13.84,13.7123,13.816,13.16,DOWN,0
2005-01-19,13.75,13.875,13.7066,13.816,13.1732,UP,1
2005-01-20,13.845,13.805,13.7016,13.838,13.1909,DOWN,0
2005-01-21,13.605,13.7525,13.6956,13.7825,13.2042,DOWN,0
2005-01-24,13.59,13.595,13.6899,13.733,13.216,UP,1
2005-01-25,13.6875,13.6825,13.6835,13.6955,13.2307,UP,1
2005-01-26,14.0875,13.75,13.6786,13.763,13.2559,UP,1
2005-01-27,14.27,14.0,13.6774,13.848,13.2854,DOWN,0
2005-01-28,13.9825,14.18,13.6743,13.9235,13.3101,UP,1
2005-01-31,14.5025,13.9825,13.6728,14.106,13.3503,DOWN,0
2005-02-01,14.4225,14.5525,13.6677,14.253,13.3864,UP,1
2005-02-02,14.4275,14.34,13.661,14.321,13.4257,DOWN,0
2005-02-03,14.3275,14.34,13.6546,14.3325,13.4615,DOWN,0
2005-02-04,14.2375,14.25,13.6483,14.3835,13.4959,UP,1
2005-02-07,14.25,14.11,13.642,14.333,13.5264,UP,1
2005-02-08,14.3925,14.3175,13.6373,14.327,13.5575,DOWN,0
2005-02-09,14.275,14.37,13.632,14.2965,13.5853,DOWN,0
2005-02-10,14.23,14.3375,13.626,14.277,13.612,UP,1
2005-02-11,14.4,14.175,13.6223,14.3095,13.6388,DOWN,0
2005-02-14,14.31,14.3375,13.6171,14.3215,13.6633,UP,1
2005-02-15,14.3225,14.3,13.6121,14.3075,13.69,DOWN,0
2005-02-16,14.2325,14.25,13.6055,14.299,13.7201,DOWN,0
2005-02-17,13.995,14.125,13.5972,14.252,13.7491,UP,1
2005-02-18,14.0975,13.9225,13.5888,14.1915,13.7795,DOWN,0
2005-02-22,14.01,14.0325,13.5811,14.1315,13.8086,DOWN,0
2005-02-23,13.9275,13.9475,13.5749,14.0525,13.8269,UP,1
2005-02-24,14.31,13.95,13.5719,14.068,13.8482,DOWN,0
2005-02-25,14.1975,14.3,13.5676,14.1085,13.8665,DOWN,0
2005-02-28,13.8625,14.1475,13.5606,14.0615,13.8811,DOWN,0
2005-03-01,13.75,13.885,13.552,14.0095,13.8918,UP,1
2005-03-02,13.9225,13.7525,13.5442,14.0085,13.9112,DOWN,0
2005-03-03,13.78,13.875,13.5362,13.9025,13.9236,DOWN,0
2005-03-04,13.7675,13.865,13.5279,13.8165,13.9366,UP,1
2005-03-07,13.795,13.735,13.5206,13.803,13.9475,DOWN,0
2005-03-08,13.65,13.8175,13.5128,13.783,13.9535,UP,1
2005-03-09,13.655,13.615,13.504,13.7295,13.9618,DOWN,0
2005-03-10,13.65,13.6075,13.4977,13.7035,13.9651,UP,1
2005-03-11,13.7375,13.6075,13.4887,13.6975,13.9675,UP,1
2005-03-14,13.885,13.8125,13.4759,13.7155,13.9717,DOWN,0
2005-03-15,13.5525,13.84,13.4605,13.696,13.9698,DOWN,0
2005-03-16,13.225,13.55,13.4445,13.61,13.9605,UP,1
2005-03-17,13.3725,13.2375,13.4274,13.5545,13.9545,UP,1
2005-03-18,13.435,13.375,13.4101,13.494,13.9485,UP,1
2005-03-21,13.5175,13.46,13.3938,13.4205,13.9446,DOWN,0
2005-03-22,13.48,13.4875,13.3781,13.406,13.9389,DOWN,0
2005-03-23,13.42,13.4925,13.3618,13.445,13.9244,UP,1
2005-03-24,13.4625,13.4725,13.346,13.463,13.9187,UP,1
2005-03-28,13.485,13.405,13.3315,13.473,13.9137,DOWN,0
2005-03-29,13.2825,13.5475,13.3163,13.426,13.9017,UP,1
2005-03-30,13.365,13.27,13.3019,13.403,13.8922,UP,1
2005-03-31,13.54,13.345,13.2888,13.427,13.8855,UP,1
2005-04-01,13.5925,13.515,13.275,13.453,13.8824,DOWN,0
2005-04-04,13.4525,13.505,13.2627,13.4465,13.8745,UP,1
2005-04-05,13.615,13.455,13.2518,13.513,13.8747,UP,1
2005-04-06,13.745,13.585,13.2415,13.589,13.8778,UP,1
2005-04-07,13.8,13.7775,13.2322,13.641,13.8801,DOWN,0
2005-04-08,13.755,13.84,13.2225,13.6735,13.8734,DOWN,0
2005-04-11,13.6925,13.725,13.214,13.7215,13.8619,UP,1
2005-04-12,13.76,13.685,13.2051,13.7505,13.8574,DOWN,0
2005-04-13,13.69,13.7,13.1965,13.7395,13.8412,DOWN,0
2005-04-14,13.52,13.63,13.1856,13.6835,13.8231,DOWN,0
2005-04-15,13.51,13.51,13.1744,13.6345,13.8048,UP,1
2005-04-18,13.54,13.4375,13.1627,13.604,13.789,UP,1
2005-04-19,13.615,13.54,13.1522,13.575,13.7766,DOWN,0
2005-04-20,13.595,13.615,13.1433,13.556,13.7635,UP,1
2005-04-21,13.7575,13.555,13.1375,13.6035,13.7508,DOWN,0
2005-04-22,13.7275,13.725,13.1327,13.647,13.7398,UP,1
2005-04-25,13.865,13.6825,13.1294,13.712,13.7325,DOWN,0
2005-04-26,13.7825,13.8825,13.1254,13.7455,13.7202,UP,1
2005-04-27,13.9625,13.7325,13.1226,13.819,13.7132,DOWN,0
2005-04-28,13.375,13.855,13.1167,13.7425,13.6943,UP,1
2005-04-29,14.185,13.5225,13.1152,13.834,13.6933,UP,1
2005-05-02,14.475,14.3625,13.1172,13.956,13.7029,UP,1
2005-05-03,14.49,14.4125,13.1198,14.0975,13.7108,DOWN,0
2005-05-04,14.4075,14.49,13.1205,14.1865,13.7187,DOWN,0
2005-05-05,14.3775,14.4825,13.1235,14.387,13.7277,UP,1
2005-05-06,14.395,14.4325,13.1269,14.429,13.7294,UP,1
2005-05-09,14.5,14.3575,13.1341,14.434,13.7355,DOWN,0
2005-05-10,14.395,14.3775,13.1436,14.415,13.7461,UP,1
2005-05-11,14.42,14.4,13.1518,14.4175,13.7595,UP,1
2005-05-12,14.5525,14.4775,13.1622,14.4525,13.7721,UP,1
2005-05-13,14.605,14.6025,13.1726,14.4945,13.7886,UP,1
2005-05-16,14.6125,14.5675,13.1827,14.517,13.8055,DOWN,0
2005-05-17,14.58,14.5275,13.1936,14.554,13.8212,UP,1
2005-05-18,14.635,14.5575,13.2059,14.597,13.8409,DOWN,0
2005-05-19,14.6225,14.7375,13.2188,14.611,13.8603,UP,1
2005-05-20,14.75,14.5625,13.2339,14.64,13.8823,UP,1
2005-05-23,14.8075,14.725,13.2503,14.679,13.9037,DOWN,0
2005-05-24,14.7225,14.76,13.2659,14.7075,13.9205,DOWN,0
2005-05-25,14.475,14.635,13.2787,14.6755,13.9389,UP,1
2005-05-26,14.6,14.4675,13.2902,14.671,13.9664,DOWN,0
2005-05-27,14.5825,14.5425,13.3025,14.6375,13.9906,DOWN,0
2005-05-31,14.4325,14.46,13.3143,14.5625,14.0106,UP,1
2005-06-01,14.4675,14.4925,13.325,14.5115,14.0296,DOWN,0
2005-06-02,14.28,14.42,13.3347,14.4725,14.0456,DOWN,0
2005-06-03,14.2,14.28,13.344,14.3925,14.0612,DOWN,0
2005-06-06,14.13,14.15,13.3524,14.302,14.0745,UP,1
2005-06-07,14.1825,14.0825,13.3608,14.252,14.0885,DOWN,0
2005-06-08,14.06,14.16,13.3688,14.1705,14.104,UP,1
2005-06-09,14.1575,14.05,13.3782,14.146,14.1199,DOWN,0
2005-06-10,14.1175,14.1,13.3863,14.1295,14.1314,UP,1
2005-06-13,14.125,14.06,13.3958,14.1285,14.1421,DOWN,0
2005-06-14,14.0,14.1375,13.4046,14.092,14.153,DOWN,0
2005-06-15,14.0,13.965,13.4144,14.08,14.1607,UP,1
2005-06-16,14.1675,13.9525,13.4243,14.082,14.1692,DOWN,0
2005-06-17,14.135,14.1975,13.4337,14.0855,14.1759,UP,1
2005-06-20,14.2075,14.1175,13.4435,14.102,14.1849,UP,1
2005-06-21,14.29,14.1525,13.4537,14.16,14.1969,UP,1
2005-06-22,14.4725,14.4125,13.4648,14.2545,14.2111,DOWN,0
2005-06-23,14.4325,14.4375,13.4759,14.3075,14.2259,DOWN,0
2005-06-24,14.39,14.44,13.4868,14.3585,14.2433,UP,1
2005-06-27,14.4275,14.3775,13.4975,14.4025,14.2617,UP,1
2005-06-28,14.62,14.4725,13.5076,14.4685,14.2833,UP,1
2005-06-29,14.6475,14.605,13.5182,14.5035,14.304,UP,1
2005-06-30,15.5825,14.69,13.5339,14.7335,14.3437,DOWN,0
2005-07-01,15.51,15.6725,13.5492,14.9575,14.3787,UP,1
2005-07-05,15.8125,15.51,13.5659,15.2345,14.4205,DOWN,0
2005-07-06,15.5775,15.8,13.5821,15.426,14.4547,DOWN,0
2005-07-07,15.4075,15.635,13.596,15.578,14.4872,UP,1
2005-07-08,15.785,15.52,13.6137,15.6185,14.5236,UP,1
2005-07-11,15.855,15.715,13.6311,15.6875,14.5732,UP,1
2005-07-12,15.9,15.8375,13.6479,15.705,14.6075,UP,1
2005-07-13,15.9025,15.9075,13.6658,15.77,14.6361,UP,1
2005-07-14,16.0375,15.9325,13.6852,15.896,14.6671,UP,1
2005-07-15,16.1375,16.0175,13.7028,15.9665,14.7017,DOWN,0
2005-07-18,16.125,16.1675,13.72,16.0205,14.7366,UP,1
2005-07-19,16.2275,16.1125,13.7371,16.086,14.7732,UP,1
2005-07-20,16.355,16.1775,13.7532,16.1765,14.8103,DOWN,0
2005-07-21,16.16,16.2225,13.7691,16.201,14.8457,DOWN,0
2005-07-22,15.9875,16.2175,13.7844,16.171,14.877,DOWN,0
2005-07-25,15.935,15.99,13.7998,16.133,14.9046,UP,1
2005-07-26,15.9775,15.945,13.817,16.083,14.9321,UP,1
2005-07-27,16.1275,16.0,13.8363,16.0375,14.9624,UP,1
2005-07-28,16.3225,16.0825,13.8569,16.07,14.9972,DOWN,0
2005-07-29,15.865,15.2625,13.8759,16.0455,15.0218,UP,1
2005-08-01,15.925,15.905,13.8955,16.0435,15.0479,DOWN,0
2005-08-02,15.925,15.7975,13.9152,16.033,15.0714,DOWN,0
2005-08-03,15.7625,15.8925,13.934,15.96,15.0905,DOWN,0
2005-08-04,15.6575,15.9875,13.9529,15.827,15.1092,UP,1
2005-08-05,15.725,15.65,13.9715,15.799,15.1342,DOWN,0
2005-08-08,15.5375,15.6875,13.989,15.7215,15.153,DOWN,0
2005-08-09,15.4775,15.525,14.0055,15.632,15.1708,UP,1
2005-08-10,15.5375,15.405,14.0232,15.587,15.1929,UP,1
2005-08-11,15.5525,15.51,14.042,15.566,15.2147,UP,1
2005-08-12,15.5625,15.55,14.059,15.5335,15.2403,UP,1
2005-08-15,15.5875,15.475,14.0749,15.5435,15.2681,DOWN,0
2005-08-16,15.55,15.515,14.0903,15.558,15.2964,UP,1
2005-08-17,15.6325,15.495,14.1058,15.577,15.3254,DOWN,0
2005-08-18,15.5975,15.5925,14.1209,15.586,15.3562,UP,1
2005-08-19,15.6375,15.5375,14.1349,15.601,15.3858,UP,1
2005-08-22,15.83,15.5975,14.1492,15.6495,15.4201,UP,1
2005-08-23,15.97,15.8,14.1636,15.7335,15.457,DOWN,0
2005-08-24,15.9675,15.92,14.1787,15.8005,15.4963,UP,1
2005-08-25,16.065,15.955,14.1943,15.894,15.5376,DOWN,0
2005-08-26,15.9575,16.0625,14.2091,15.958,15.5734,DOWN,0
2005-08-29,15.9125,15.9225,14.2239,15.9745,15.609,DOWN,0
2005-08-30,15.75,15.855,14.2385,15.9305,15.6398,UP,1
2005-08-31,16.01,15.7875,14.2546,15.939,15.6742,UP,1
2005-09-01,16.1875,15.9775,14.2718,15.9635,15.7085,UP,1
2005-09-02,16.28,16.1425,14.2907,16.028,15.7455,UP,1
2005-09-06,16.505,16.26,14.3102,16.1465,15.7878,DOWN,0
2005-09-07,16.495,16.4875,14.3303,16.2955,15.8291,UP,1
2005-09-08,16.7175,16.44,14.3512,16.437,15.8711,UP,1
2005-09-09,16.805,16.62,14.3727,16.5605,15.9142,UP,1
2005-09-12,16.9275,16.74,14.3937,16.69,15.9411,DOWN,0
2005-09-13,16.67,16.8175,14.4128,16.723,15.9643,DOWN,0
2005-09-14,16.65,16.665,14.4317,16.754,15.9811,UP,1
2005-09-15,16.795,16.645,14.4512,16.7695,16.0054,UP,1
2005-09-16,16.8725,16.79,14.4702,16.783,16.0347,DOWN,0
2005-09-19,16.6675,16.795,14.4882,16.731,16.0524,DOWN,0
2005-09-20,16.6075,16.6275,14.5062,16.7185,16.0674,DOWN,0
2005-09-21,16.555,16.3775,14.5254,16.6995,16.0805,DOWN,0
2005-09-22,16.4325,16.5,14.5448,16.627,16.0911,UP,1
2005-09-23,16.5,16.4175,14.5644,16.5525,16.1003,UP,1
2005-09-26,16.5875,16.4525,14.5846,16.5365,16.1093,DOWN,0
2005-09-27,16.39,16.55,14.6015,16.493,16.1146,UP,1
2005-09-28,16.45,16.35,14.6175,16.472,16.1191,UP,1
2005-09-29,16.51,16.4325,14.6336,16.4875,16.1222,UP,1
2005-09-30,16.72,16.4375,14.6516,16.5315,16.1334,UP,1
2005-10-03,16.7775,16.695,14.6694,16.5695,16.1492,UP,1
2005-10-04,16.87,16.6825,14.689,16.6655,16.1679,DOWN,0
2005-10-05,16.1875,16.7975,14.7041,16.613,16.1721,DOWN,0
2005-10-06,15.885,16.175,14.718,16.488,16.1673,DOWN,0
2005-10-07,15.8275,15.9325,14.7308,16.3095,16.1573,DOWN,0
2005-10-10,15.745,15.725,14.7428,16.103,16.155,DOWN,0
2005-10-11,15.635,15.75,14.7548,15.856,16.1492,UP,1
2005-10-12,15.695,15.5675,14.7659,15.7575,16.1446,UP,1
2005-10-13,15.8225,15.77,14.7769,15.745,16.1458,UP,1
2005-10-14,15.905,15.9375,14.788,15.7605,16.1507,UP,1
2005-10-17,16.1775,15.885,14.8007,15.847,16.1598,DOWN,0
2005-10-18,16.1175,16.145,14.8128,15.9435,16.1713,UP,1
2005-10-19,16.2163,16.025,14.8255,16.0477,16.1861,UP,1
2005-10-20,16.26,16.175,14.8382,16.1352,16.2006,UP,1
2005-10-21,16.2825,16.28,14.851,16.2107,16.2152,UP,1
2005-10-24,16.6175,16.3825,14.8653,16.2987,16.2363,UP,1
2005-10-25,16.6875,16.635,14.878,16.4127,16.2583,DOWN,0
2005-10-26,16.365,16.7,14.8911,16.4425,16.2746,DOWN,0
2005-10-27,16.36,16.2925,14.9042,16.4625,16.2891,UP,1
2005-10-28,17.1275,16.5,14.9204,16.6315,16.3197,UP,1
2005-10-31,17.5325,17.2475,14.9389,16.8145,16.3576,DOWN,0
2005-11-01,17.37,17.5,14.9564,16.951,16.3884,DOWN,0
2005-11-02,17.285,17.375,14.974,17.135,16.4147,DOWN,0
2005-11-03,17.025,17.25,14.9899,17.268,16.4359,DOWN,0
2005-11-04,17.0,17.035,15.0069,17.2425,16.4546,UP,1
2005-11-07,17.185,16.75,15.0249,17.173,16.4791,DOWN,0
2005-11-08,17.0675,17.18,15.0418,17.1125,16.5022,UP,1
2005-11-09,17.3,17.0375,15.0578,17.1155,16.5332,UP,1
2005-11-10,17.58,17.2653,15.0744,17.2265,16.5646,UP,1
2005-11-11,17.6075,17.4875,15.0925,17.348,16.593,DOWN,0
2005-11-14,17.56,17.58,15.1078,17.423,16.6186,UP,1
2005-11-15,17.645,17.5,15.1239,17.5385,16.6414,UP,1
2005-11-16,17.75,17.58,15.1405,17.6285,16.6665,UP,1
2005-11-17,17.9475,17.8175,15.1586,17.702,16.6911,UP,1
2005-11-18,17.9875,18.0,15.1774,17.778,16.7148,UP,1
2005-11-21,18.22,17.8875,15.1972,17.91,16.7406,UP,1
2005-11-22,18.48,18.125,15.2177,18.077,16.7768,DOWN,0
2005-11-23,18.2875,18.4325,15.2377,18.1845,16.8096,UP,1
2005-11-25,18.3125,18.3,15.2581,18.2575,16.8399,DOWN,0
2005-11-28,18.0525,18.215,15.2764,18.2705,16.8635,DOWN,0
2005-11-29,17.9375,18.0,15.2945,18.214,16.8889,DOWN,0
2005-11-30,17.8875,17.9475,15.3124,18.0955,16.9145,UP,1
2005-12-01,17.985,17.8977,15.3311,18.035,16.9431,UP,1
2005-12-02,18.21,17.8725,15.3522,18.0145,16.9787,DOWN,0
2005-12-05,18.1,18.2102,15.3722,18.024,17.0107,UP,1
2005-12-06,18.1925,18.185,15.3931,18.075,17.0428,UP,1
2005-12-07,18.2075,18.1075,15.4145,18.139,17.0791,UP,1
2005-12-08,18.4075,18.1375,15.435,18.2235,17.1183,UP,1
2005-12-09,18.5375,18.4075,15.4567,18.289,17.1588,UP,1
2005-12-12,18.54,18.4925,15.4801,18.377,17.1952,DOWN,0
2005-12-13,18.4625,18.53,15.5037,18.431,17.2289,DOWN,0
2005-12-14,18.4225,18.48,15.5262,18.474,17.26,UP,1
2005-12-15,18.5325,18.3425,15.5499,18.499,17.3069,DOWN,0
2005-12-16,18.385,18.655,15.573,18.4685,17.3569,DOWN,0
2005-12-19,18.265,18.4375,15.5954,18.4135,17.4056,DOWN,0
2005-12-20,18.035,18.27,15.6173,18.328,17.4514,UP,1
2005-12-21,18.115,17.985,15.6396,18.2665,17.501,DOWN,0
2005-12-22,18.015,18.1248,15.6614,18.163,17.5474,UP,1
2005-12-23,18.07,18.03,15.6831,18.1,17.5924,DOWN,0
2005-12-27,17.9625,18.0375,15.7035,18.0395,17.6335,UP,1
2005-12-28,17.9775,17.9175,15.7256,18.028,17.6695,DOWN,0
2005-12-29,17.9025,17.9875,15.749,17.9855,17.7052,UP,1
2005-12-30,17.995,17.9025,15.7721,17.9815,17.7408,UP,1
2006-01-03,18.0925,17.9425,15.7954,17.986,17.7775,UP,1
2006-01-04,18.2225,18.0225,15.8189,18.038,17.8163,UP,1
2006-01-05,18.445,18.1675,15.8437,18.1315,17.8528,UP,1
2006-01-06,18.4925,18.4375,15.8691,18.2495,17.8889,UP,1
2006-01-09,18.81,18.5,15.8958,18.4125,17.9378,UP,1
2006-01-10,18.8475,18.725,15.9226,18.5635,17.9876,DOWN,0
2006-01-11,18.7025,18.77,15.9497,18.6595,18.019,DOWN,0
2006-01-12,18.6775,18.7925,15.9763,18.706,18.0419,DOWN,0
2006-01-13,18.125,18.735,15.9992,18.6325,18.057,DOWN,0
2006-01-17,17.9375,18.085,16.021,18.458,18.0701,DOWN,0
2006-01-18,17.75,17.82,16.0424,18.2385,18.0846,UP,1
2006-01-19,17.9975,17.7525,16.0644,18.0975,18.1045,DOWN,0
2006-01-20,17.865,18.0525,16.085,17.935,18.1182,UP,1
2006-01-23,18.0125,17.8125,16.106,17.9125,18.1371,UP,1
2006-01-24,18.0875,17.96,16.1277,17.9425,18.1528,UP,1
2006-01-25,18.3,18.0625,16.1507,18.0525,18.1672,UP,1
2006-01-26,18.73,18.2975,16.1756,18.199,18.1897,UP,1
2006-01-27,19.145,19.0,16.2028,18.455,18.2214,UP,1
2006-01-30,19.3025,19.15,16.2318,18.713,18.2545,DOWN,0
2006-01-31,19.205,19.175,16.2602,18.9365,18.2836,UP,1
2006-02-01,19.2375,19.2375,16.2887,19.124,18.3094,DOWN,0
2006-02-02,19.1775,19.25,16.3165,19.2135,18.3332,UP,1
2006-02-03,19.205,19.08,16.3446,19.2255,18.3529,DOWN,0
2006-02-06,19.1225,19.1125,16.3714,19.1895,18.3658,UP,1
2006-02-07,19.16,19.075,16.3986,19.1805,18.3832,UP,1
2006-02-08,19.2475,19.13,16.4255,19.1825,18.4019,DOWN,0
2006-02-09,19.1825,19.21,16.4525,19.1835,18.4245,UP,1
2006-02-10,19.3325,19.1125,16.4793,19.209,18.4524,DOWN,0
2006-02-13,18.945,18.845,16.5072,19.1735,18.4736,UP,1
2006-02-14,19.1675,18.9025,16.5321,19.175,18.4972,UP,1
2006-02-15,19.3775,19.1875,16.5566,19.201,18.5206,UP,1
2006-02-16,19.535,19.455,16.5818,19.2715,18.5492,DOWN,0
2006-02-17,19.4625,19.5,16.6071,19.2975,18.5746,DOWN,0
2006-02-21,19.325,19.3975,16.6318,19.3735,18.597,UP,1
2006-02-22,19.47,19.285,16.6572,19.434,18.6183,DOWN,0
2006-02-23,19.46,19.405,16.682,19.4505,18.6367,UP,1
2006-02-24,19.6175,19.41,16.7081,19.467,18.6583,UP,1
2006-02-27,19.7175,19.575,16.7346,19.518,18.6833,DOWN,0
2006-02-28,19.645,19.6525,16.7601,19.582,18.7078,UP,1
2006-03-01,19.9875,19.64,16.787,19.6855,18.7369,UP,1
2006-03-02,20.02,19.9975,16.814,19.7975,18.7696,DOWN,0
2006-03-03,19.9675,19.8425,16.841,19.8675,18.8036,UP,1
2006-03-06,20.0,20.035,16.8678,19.924,18.8429,DOWN,0
2006-03-07,19.97,20.005,16.8945,19.989,18.88,UP,1
2006-03-08,20.1775,19.8275,16.9217,20.027,18.9233,UP,1
2006-03-09,20.2325,20.1325,16.9488,20.0695,18.9665,DOWN,0
