ticker,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-05-26,39.41,38.84,34.7905,39.244,39.513,DOWN,0
2011-05-27,39.155,39.41,34.845,39.069,39.544,UP,1
2011-05-31,39.36,39.4,34.9011,39.141,39.5736,DOWN,0
2011-06-01,38.49,39.16,34.9531,39.079,39.5774,DOWN,0
2011-06-02,37.895,38.8,35.0002,38.862,39.5716,DOWN,0
2011-06-03,37.345,37.5,35.0441,38.449,39.5556,DOWN,0
2011-06-06,36.69,37.24,35.0853,37.956,39.5226,UP,1
2011-06-07,36.875,36.91,35.127,37.459,39.4903,DOWN,0
2011-06-08,36.44,36.875,35.1672,37.049,39.4554,UP,1
2011-06-09,36.775,36.46,35.2119,36.825,39.4224,DOWN,0
2011-06-10,36.315,36.67,35.2533,36.619,39.3784,DOWN,0
2011-06-13,36.21,36.325,35.2948,36.523,39.3304,UP,1
2011-06-14,37.1,36.52,35.3378,36.568,39.2788,DOWN,0
2011-06-15,36.55,36.745,35.3818,36.59,39.2157,DOWN,0
2011-06-16,36.485,36.495,35.426,36.532,39.1558,UP,1
2011-06-17,36.615,36.755,35.4663,36.592,39.1041,UP,1
2011-06-20,37.12,36.625,35.5068,36.774,39.0695,UP,1
2011-06-21,37.8,37.4,35.55,36.914,39.0481,DOWN,0
2011-06-22,37.7,37.715,35.5949,37.144,39.0277,DOWN,0
2011-06-23,37.66,37.35,35.6391,37.379,39.0079,DOWN,0
2011-06-24,37.38,37.655,35.6826,37.532,38.9806,UP,1
2011-06-27,37.495,37.42,35.7264,37.607,38.9495,UP,1
2011-06-28,38.555,37.68,35.7749,37.758,38.9252,UP,1
2011-06-29,38.885,38.63,35.8237,37.995,38.9264,DOWN,0
2011-06-30,38.78,39.0,35.87,38.219,38.9206,UP,1
2011-07-01,39.335,38.71,35.9191,38.61,38.9085,DOWN,0
2011-07-05,39.225,39.255,35.9654,38.956,38.8917,UP,1
2011-07-06,39.76,39.24,36.012,39.197,38.8879,UP,1
2011-07-07,40.2,39.84,36.0648,39.46,38.8878,DOWN,0
2011-07-08,39.755,39.865,36.1152,39.655,38.8726,DOWN,0
2011-07-11,38.99,39.415,36.1608,39.586,38.8414,UP,1
2011-07-12,39.26,39.07,36.2057,39.593,38.8123,UP,1
2011-07-13,39.635,39.6,36.2531,39.568,38.7926,DOWN,0
2011-07-14,39.2,39.725,36.2972,39.368,38.7737,UP,1
2011-07-15,39.245,39.34,36.3411,39.266,38.7596,DOWN,0
2011-07-18,38.715,39.13,36.3804,39.211,38.7272,UP,1
2011-07-19,39.56,38.985,36.4225,39.271,38.706,UP,1
2011-07-20,39.8,39.545,36.4668,39.304,38.6845,UP,1
2011-07-21,40.74,40.035,36.5134,39.612,38.6753,UP,1
2011-07-22,43.485,40.615,36.5752,40.46,38.7225,DOWN,0
2011-07-25,43.305,42.95,36.6369,41.378,38.7647,DOWN,0
2011-07-26,42.675,43.18,36.6956,42.001,38.8068,DOWN,0
2011-07-27,41.285,42.455,36.7474,42.298,38.8271,UP,1
2011-07-28,41.585,41.15,36.8015,42.467,38.8622,DOWN,0
2011-07-29,41.47,41.28,36.8535,42.064,38.8761,DOWN,0
2011-08-01,40.895,41.695,36.9027,41.582,38.8803,DOWN,0
2011-08-02,39.605,40.645,36.945,40.968,38.8718,UP,1
2011-08-03,39.62,39.75,36.9838,40.635,38.8842,DOWN,0
2011-08-04,37.87,39.15,37.0172,39.892,38.8656,DOWN,0
2011-08-05,37.225,38.085,37.0471,39.043,38.8305,DOWN,0
2011-08-08,35.565,36.29,37.0687,37.977,38.7536,UP,1
2011-08-09,38.025,35.905,37.101,37.661,38.731,DOWN,0
2011-08-10,36.3,37.325,37.1286,36.997,38.6698,UP,1
2011-08-11,38.11,36.49,37.1666,37.045,38.6622,UP,1
2011-08-12,38.945,38.41,37.2105,37.389,38.6832,UP,1
2011-08-15,39.08,39.235,37.2547,38.092,38.7179,DOWN,0
2011-08-16,38.655,38.8,37.2981,38.218,38.7572,UP,1
2011-08-17,38.695,38.845,37.3411,38.697,38.7936,DOWN,0
2011-08-18,37.085,38.0,37.3764,38.492,38.8065,DOWN,0
2011-08-19,36.75,36.64,37.408,38.053,38.806,DOWN,0
2011-08-22,36.535,37.505,37.4363,37.544,38.8104,UP,1
2011-08-23,37.86,36.69,37.471,37.385,38.8434,DOWN,0
2011-08-24,37.83,37.655,37.5035,37.212,38.858,DOWN,0
2011-08-25,37.215,37.995,37.5322,37.238,38.8713,UP,1
2011-08-26,38.16,36.915,37.5621,37.52,38.9048,UP,1
2011-08-29,40.285,38.6,37.6037,38.27,38.9782,DOWN,0
2011-08-30,40.185,40.07,37.6468,38.735,39.0395,DOWN,0
2011-08-31,39.89,40.45,37.6873,39.147,39.0813,DOWN,0
2011-09-01,38.895,39.82,37.7237,39.483,39.1052,DOWN,0
2011-09-02,37.765,38.21,37.7538,39.404,39.1073,DOWN,0
2011-09-06,37.65,36.705,37.7809,38.877,39.1127,UP,1
2011-09-07,38.795,38.235,37.8135,38.599,39.1387,DOWN,0
2011-09-08,38.305,37.79,37.8444,38.282,39.1337,DOWN,0
2011-09-09,36.495,38.0,37.8645,37.802,39.0859,UP,1
2011-09-12,36.79,36.04,37.8839,37.607,39.0461,UP,1
2011-09-13,37.09,36.935,37.907,37.495,39.0012,UP,1
2011-09-14,37.55,37.125,37.934,37.246,38.9677,DOWN,0
2011-09-15,37.395,37.79,37.9605,37.064,38.9204,DOWN,0
2011-09-16,37.38,37.415,37.9833,37.241,38.864,DOWN,0
2011-09-19,36.86,36.77,38.0019,37.255,38.8061,UP,1
2011-09-20,37.24,37.035,38.0213,37.285,38.7711,DOWN,0
2011-09-21,36.62,37.16,38.0388,37.099,38.7183,DOWN,0
2011-09-22,36.115,35.51,38.0518,36.843,38.6479,UP,1
2011-09-23,36.275,35.775,38.0652,36.622,38.5894,DOWN,0
2011-09-26,36.115,36.605,38.0773,36.473,38.5268,UP,1
2011-09-27,36.955,36.895,38.0877,36.416,38.4916,DOWN,0
2011-09-28,35.565,37.14,38.0903,36.205,38.4117,UP,1
2011-09-29,35.635,36.155,38.0908,36.109,38.3284,DOWN,0
2011-09-30,34.485,35.14,38.0845,35.751,38.2033,DOWN,0
2011-10-03,33.065,34.305,38.0724,35.141,37.9949,UP,1
2011-10-04,33.48,32.68,38.0602,34.446,37.7984,UP,1
2011-10-05,34.22,33.52,38.052,34.177,37.6293,UP,1
2011-10-06,34.915,34.215,38.0487,34.033,37.5019,DOWN,0
2011-10-07,34.805,35.015,38.0443,34.097,37.3663,UP,1
2011-10-10,35.765,35.29,38.0456,34.637,37.2522,DOWN,0
2011-10-11,35.705,35.555,38.0455,35.082,37.1484,UP,1
2011-10-12,35.86,35.865,38.0467,35.41,37.0735,UP,1
2011-10-13,36.015,35.615,38.0507,35.63,37.0014,UP,1
2011-10-14,36.03,36.335,38.0553,35.875,36.9646,DOWN,0
2011-10-17,34.82,35.875,38.0564,35.686,36.9165,UP,1
2011-10-18,35.215,34.945,38.0581,35.588,36.9095,UP,1
2011-10-19,35.535,35.25,38.0635,35.523,36.8597,UP,1
2011-10-20,36.435,35.65,38.073,35.607,36.8624,UP,1
2011-10-21,36.855,36.76,38.0847,35.772,36.8373,UP,1
2011-10-24,37.59,37.15,38.1015,36.326,36.8102,DOWN,0
2011-10-25,36.34,37.39,38.1119,36.551,36.7554,DOWN,0
2011-10-26,35.92,36.96,38.1192,36.628,36.7007,UP,1
2011-10-27,37.02,36.645,38.1309,36.745,36.6672,DOWN,0
2011-10-28,37.005,36.955,38.1447,36.775,36.6656,DOWN,0
2011-10-31,35.995,36.69,38.1513,36.456,36.6505,DOWN,0
2011-11-01,34.785,35.28,38.1489,36.145,36.6155,UP,1
2011-11-02,35.56,35.115,38.1514,36.073,36.5695,UP,1
2011-11-03,36.26,35.78,38.1576,35.921,36.5381,UP,1
2011-11-04,36.345,36.075,38.1638,35.789,36.5207,UP,1
2011-11-07,36.595,36.21,38.1685,35.909,36.4894,UP,1
2011-11-08,37.055,36.74,38.1736,36.363,36.4248,DOWN,0
2011-11-09,35.695,36.35,38.1694,36.39,36.335,UP,1
2011-11-10,35.885,36.0,38.1661,36.315,36.2549,UP,1
2011-11-11,36.525,35.785,38.1716,36.351,36.2075,DOWN,0
2011-11-14,36.12,36.455,38.1729,36.256,36.1746,UP,1
2011-11-15,36.46,36.115,38.1739,36.137,36.1508,DOWN,0
2011-11-16,36.07,36.255,38.1727,36.212,36.0963,UP,1
2011-11-17,37.155,36.135,38.1739,36.466,36.0733,DOWN,0
2011-11-18,36.095,37.215,38.1683,36.38,36.0653,DOWN,0
2011-11-21,35.285,35.62,38.1571,36.213,36.0352,UP,1
2011-11-22,35.59,35.36,38.1475,36.039,36.0052,DOWN,0
2011-11-23,34.745,35.345,38.1336,35.774,35.9491,DOWN,0
2011-11-25,34.635,34.67,38.1179,35.27,35.8939,UP,1
2011-11-28,36.0,35.15,38.1062,35.251,35.8663,UP,1
2011-11-29,36.235,36.295,38.0933,35.441,35.8538,UP,1
2011-11-30,37.595,37.16,38.0859,35.842,35.8609,DOWN,0
2011-12-01,37.385,37.335,38.0775,36.37,35.8762,DOWN,0
2011-12-02,36.49,37.575,38.0653,36.741,35.8837,UP,1
2011-12-05,37.135,36.89,38.0526,36.968,35.9009,DOWN,0
2011-12-06,37.135,37.12,38.0446,37.148,35.9213,DOWN,0
2011-12-07,37.135,36.92,38.0396,37.056,35.9249,DOWN,0
2011-12-08,35.94,36.97,38.03,36.767,35.9324,UP,1
2011-12-09,37.27,36.05,38.0222,36.923,35.9651,UP,1
2011-12-12,37.455,36.98,38.0152,36.987,36.0245,DOWN,0
2011-12-13,37.245,37.71,38.0073,37.009,36.1081,DOWN,0
2011-12-14,37.01,37.015,37.996,36.984,36.1787,DOWN,0
2011-12-15,36.925,37.49,37.9828,37.181,36.2328,UP,1
2011-12-16,37.005,37.035,37.9724,37.128,36.2746,DOWN,0
2011-12-19,36.605,37.005,37.9632,36.958,36.3106,UP,1
2011-12-20,37.28,37.17,37.9555,36.965,36.3409,UP,1
2011-12-21,37.575,37.2,37.9495,37.078,36.3783,UP,1
2011-12-22,38.59,37.58,37.9507,37.411,36.4329,DOWN,0
2011-12-23,38.555,38.63,37.9512,37.721,36.4837,UP,1
2011-12-27,39.32,38.39,37.9566,38.264,36.5495,DOWN,0
2011-12-28,38.48,39.545,37.9606,38.504,36.6227,UP,1
2011-12-29,38.995,38.44,37.9686,38.788,36.6983,DOWN,0
2011-12-30,38.48,38.985,37.973,38.766,36.7572,UP,1
2012-01-03,39.545,38.945,37.9813,38.964,36.8194,DOWN,0
2012-01-04,39.49,39.36,37.9872,38.998,36.8721,UP,1
2012-01-05,39.685,39.34,37.9947,39.239,36.914,DOWN,0
2012-01-06,39.63,39.66,38.0022,39.366,36.9798,UP,1
2012-01-09,39.93,39.715,38.0101,39.656,37.06,UP,1
2012-01-10,40.12,40.205,38.0183,39.771,37.122,UP,1
2012-01-11,40.505,40.14,38.0299,39.974,37.192,UP,1
2012-01-12,40.58,40.58,38.0407,40.153,37.2837,UP,1
2012-01-13,41.31,40.285,38.0546,40.489,37.4142,UP,1
2012-01-17,41.36,41.595,38.0684,40.775,37.5302,UP,1
2012-01-18,42.05,41.35,38.0802,41.161,37.646,UP,1
2012-01-19,42.45,42.02,38.0939,41.55,37.7681,UP,1
2012-01-20,42.64,42.47,38.1098,41.962,37.889,UP,1
2012-01-23,42.945,42.34,38.1285,42.289,38.0068,UP,1
2012-01-24,43.28,42.82,38.1506,42.673,38.1585,UP,1
2012-01-25,43.485,43.36,38.1737,42.96,38.3105,UP,1
2012-01-26,43.655,43.615,38.1984,43.201,38.4531,DOWN,0
2012-01-27,41.73,43.17,38.2138,43.019,38.5653,UP,1
2012-01-30,42.345,41.625,38.2318,42.899,38.683,DOWN,0
2012-01-31,42.295,42.32,38.248,42.702,38.8075,UP,1
2012-02-01,43.185,42.44,38.2651,42.642,38.9281,UP,1
2012-02-02,43.395,43.045,38.2879,42.59,39.0741,DOWN,0
2012-02-03,43.27,43.7,38.3089,42.898,39.2338,DOWN,0
2012-02-06,42.865,43.145,38.3236,43.002,39.3793,UP,1
2012-02-07,42.925,42.805,38.3379,43.128,39.5429,UP,1
2012-02-08,43.03,42.92,38.3533,43.097,39.7108,DOWN,0
2012-02-09,43.03,43.135,38.3674,43.024,39.8514,DOWN,0
2012-02-10,42.84,42.655,38.379,42.938,39.9835,UP,1
2012-02-13,43.47,43.29,38.3936,43.059,40.101,UP,1
2012-02-14,43.71,43.335,38.4086,43.216,40.2275,UP,1
2012-02-15,43.955,43.695,38.4253,43.401,40.3768,UP,1
2012-02-16,44.515,43.75,38.4471,43.698,40.5244,DOWN,0
2012-02-17,44.245,44.375,38.4686,43.979,40.6666,UP,1
2012-02-21,44.295,44.25,38.4884,44.144,40.8098,UP,1
2012-02-22,44.36,44.145,38.5071,44.274,40.9782,DOWN,0
2012-02-23,44.05,44.365,38.523,44.293,41.1138,DOWN,0
2012-02-24,43.995,44.005,38.5369,44.189,41.2446,DOWN,0
2012-02-27,43.7,43.755,38.5498,44.08,41.3737,DOWN,0
2012-02-28,43.57,43.775,38.5617,43.935,41.5049,DOWN,0
2012-02-29,42.875,43.63,38.5732,43.638,41.6239,UP,1
2012-03-01,43.065,42.815,38.5872,43.441,41.7451,DOWN,0
2012-03-02,42.57,43.055,38.6009,43.156,41.8644,DOWN,0
2012-03-05,42.44,42.27,38.6092,42.904,41.9676,DOWN,0
2012-03-06,41.51,42.155,38.6133,42.492,42.0463,UP,1
2012-03-07,41.62,41.53,38.6213,42.241,42.1069,UP,1
2012-03-08,41.95,41.95,38.636,42.018,42.1748,UP,1
2012-03-09,42.545,41.99,38.6547,42.013,42.2393,DOWN,0
2012-03-12,41.5,42.5,38.6674,41.825,42.2997,UP,1
2012-03-13,42.19,41.755,38.6813,41.961,42.3636,DOWN,0
2012-03-14,42.0,42.02,38.6955,42.037,42.434,UP,1
2012-03-15,42.435,41.89,38.7109,42.134,42.4918,DOWN,0
2012-03-16,42.27,42.4,38.7298,42.079,42.5474,DOWN,0
2012-03-19,41.945,42.21,38.75,42.168,42.5926,UP,1
2012-03-20,42.205,41.71,38.7743,42.171,42.6441,UP,1
2012-03-21,42.265,42.175,38.8022,42.224,42.6908,DOWN,0
2012-03-22,41.815,42.075,38.8269,42.1,42.7247,UP,1
2012-03-23,42.225,41.855,38.8558,42.091,42.7591,UP,1
2012-03-26,43.05,42.54,38.8872,42.312,42.8085,UP,1
2012-03-27,43.08,42.995,38.921,42.487,42.8439,UP,1
2012-03-28,43.405,43.01,38.957,42.715,42.8848,DOWN,0
2012-03-29,43.325,43.3,38.9881,43.017,42.9103,UP,1
2012-03-30,43.725,43.325,39.024,43.317,42.9358,DOWN,0
2012-04-02,43.555,43.575,39.0593,43.418,42.9541,UP,1
2012-04-03,43.75,43.52,39.095,43.552,42.9702,DOWN,0
2012-04-04,43.465,43.375,39.1267,43.564,42.9739,UP,1
2012-04-05,43.485,43.375,39.1552,43.596,42.9739,DOWN,0
2012-04-09,43.035,42.85,39.1818,43.458,42.9615,DOWN,0
2012-04-10,42.185,42.94,39.2045,43.184,42.9706,UP,1
2012-04-11,42.455,42.615,39.2298,42.925,42.9728,UP,1
2012-04-12,43.115,42.545,39.2579,42.855,42.9892,DOWN,0
2012-04-13,42.51,43.06,39.2777,42.66,42.9757,DOWN,0
2012-04-16,42.195,42.73,39.2943,42.492,42.9517,UP,1
2012-04-17,43.325,42.5,39.317,42.72,42.9528,UP,1
2012-04-18,43.845,43.28,39.3395,42.998,42.9724,UP,1
2012-04-19,44.09,43.805,39.3639,43.193,42.9957,DOWN,0
2012-04-20,43.22,44.33,39.3812,43.335,42.9995,DOWN,0
2012-04-23,42.58,43.645,39.3931,43.412,42.9905,UP,1
2012-04-24,42.745,42.54,39.408,43.296,42.9886,UP,1
2012-04-25,43.125,43.0,39.4287,43.152,42.9817,UP,1
2012-04-26,43.415,43.19,39.4495,43.017,42.9758,UP,1
2012-04-27,44.1,43.625,39.4718,43.193,42.9787,DOWN,0
2012-04-30,43.965,44.14,39.4956,43.47,42.9677,UP,1
2012-05-01,44.395,43.91,39.5214,43.8,42.9707,UP,1
2012-05-02,44.49,43.875,39.5502,44.073,42.9746,DOWN,0
2012-05-03,44.37,44.525,39.5743,44.264,42.9748,DOWN,0
2012-05-04,43.585,44.065,39.5932,44.161,42.9655,UP,1
2012-05-07,44.45,43.68,39.6118,44.258,42.9746,UP,1
2012-05-08,44.55,44.215,39.6171,44.289,42.9916,DOWN,0
2012-05-09,44.045,44.16,39.6208,44.2,43.0011,UP,1
2012-05-10,44.105,44.385,39.6279,44.147,43.0257,DOWN,0
2012-05-11,44.06,43.745,39.6418,44.242,43.0456,DOWN,0
2012-05-14,43.34,43.65,39.6506,44.02,43.061,UP,1
2012-05-15,43.435,43.3,39.6604,43.797,43.0809,DOWN,0
2012-05-16,42.965,43.625,39.6708,43.581,43.11,DOWN,0
2012-05-17,42.07,43.0,39.6831,43.174,43.119,DOWN,0
2012-05-18,41.06,42.3,39.6903,42.574,43.1012,UP,1
2012-05-21,42.18,41.05,39.7118,42.342,43.0939,UP,1
2012-05-22,42.22,42.255,39.7368,42.099,43.1083,UP,1
2012-05-23,42.4,41.94,39.771,41.986,43.1125,UP,1
2012-05-24,43.12,42.59,39.7965,42.196,43.1349,DOWN,0
2012-05-25,43.06,43.06,39.8303,42.596,43.1474,UP,1
2012-05-29,43.51,43.475,39.8573,42.862,43.1722,DOWN,0
2012-05-30,42.72,43.16,39.8761,42.962,43.1877,DOWN,0
2012-05-31,42.42,42.645,39.8928,42.966,43.192,DOWN,0
2012-06-01,40.96,41.65,39.9044,42.534,43.1659,UP,1
2012-06-04,41.255,41.11,39.9172,42.173,43.1547,UP,1
2012-06-05,41.87,41.175,39.9411,41.845,43.1476,UP,1
2012-06-06,42.65,42.23,39.9706,41.831,43.1396,DOWN,0
2012-06-07,42.465,42.975,40.0002,41.84,43.1273,UP,1
2012-06-08,42.81,42.285,40.025,42.21,43.1154,DOWN,0
2012-06-11,42.53,43.005,40.0485,42.465,43.0995,UP,1
2012-06-12,42.745,42.74,40.0761,42.64,43.0799,DOWN,0
2012-06-13,42.705,42.62,40.0989,42.651,43.0629,UP,1
2012-06-14,43.995,42.67,40.1174,42.957,43.0678,UP,1
2012-06-15,44.19,44.335,40.1374,43.233,43.0823,UP,1
2012-06-18,45.45,43.87,40.1652,43.817,43.1216,UP,1
2012-06-19,47.075,45.625,40.2061,44.683,43.2024,UP,1
2012-06-20,47.43,46.98,40.2545,45.628,43.3073,DOWN,0
2012-06-21,45.77,47.37,40.2951,45.983,43.3736,UP,1
2012-06-22,46.615,45.76,40.3342,46.468,43.4436,DOWN,0
2012-06-25,46.295,46.19,40.3741,46.637,43.5193,UP,1
2012-06-26,46.875,46.435,40.426,46.597,43.6129,UP,1
2012-06-27,47.64,47.0,40.4803,46.639,43.6992,DOWN,0
2012-06-28,46.79,47.41,40.5288,46.843,43.7581,UP,1
2012-06-29,48.065,47.785,40.5813,47.133,43.8376,UP,1
2012-07-02,49.01,48.055,40.6394,47.676,43.9534,DOWN,0
2012-07-03,48.77,48.84,40.6964,48.055,44.0772,DOWN,0
2012-07-05,48.11,48.18,40.7526,48.149,44.1845,DOWN,0
2012-07-06,47.755,47.795,40.8052,48.342,44.2771,UP,1
2012-07-09,47.91,47.87,40.8616,48.311,44.367,DOWN,0
2012-07-10,46.975,48.31,40.9159,47.904,44.4245,UP,1
2012-07-11,47.66,47.225,40.9729,47.682,44.4984,DOWN,0
2012-07-12,46.82,47.29,41.0264,47.424,44.5469,DOWN,0
2012-07-13,46.19,46.5,41.0726,47.111,44.5809,DOWN,0
2012-07-16,45.35,46.075,41.1215,46.599,44.6005,UP,1
2012-07-17,46.005,45.63,41.1733,46.405,44.6489,UP,1
2012-07-18,46.03,45.9,41.2311,46.079,44.6805,UP,1
2012-07-19,46.355,46.0,41.2975,45.986,44.7166,DOWN,0
2012-07-20,44.92,44.75,41.3547,45.732,44.7341,DOWN,0
2012-07-23,43.905,43.18,41.4031,45.443,44.7301,DOWN,0
2012-07-24,43.605,43.905,41.4466,44.963,44.721,UP,1
2012-07-25,43.82,43.73,41.4917,44.521,44.7306,UP,1
2012-07-26,43.955,44.35,41.5326,44.041,44.741,UP,1
2012-07-27,44.765,44.39,41.5779,44.01,44.777,DOWN,0
2012-07-30,44.565,44.095,41.6214,44.142,44.8269,DOWN,0
2012-07-31,44.085,44.465,41.6618,44.238,44.8874,DOWN,0
2012-08-01,43.96,43.92,41.7014,44.266,44.923,DOWN,0
2012-08-02,43.75,43.72,41.7461,44.225,44.9536,UP,1
2012-08-03,45.01,44.615,41.7951,44.274,45.0058,DOWN,0
2012-08-06,44.885,44.97,41.8418,44.338,45.0411,DOWN,0
2012-08-07,44.605,44.96,41.8827,44.442,45.072,UP,1
2012-08-08,44.965,44.37,41.9232,44.643,45.1011,DOWN,0
2012-08-09,44.805,44.86,41.9593,44.854,45.1428,UP,1
2012-08-10,46.27,45.165,42.0089,45.106,45.2198,DOWN,0
2012-08-13,45.6,46.03,42.0573,45.249,45.3126,UP,1
2012-08-14,45.725,45.71,42.1009,45.473,45.402,UP,1
2012-08-15,46.385,45.665,42.1478,45.757,45.4923,UP,1
2012-08-16,46.885,46.57,42.2022,46.173,45.577,UP,1
2012-08-17,47.18,47.0,42.2642,46.355,45.6713,DOWN,0
2012-08-20,47.14,46.895,42.3221,46.663,45.7579,DOWN,0
2012-08-21,46.955,47.12,42.3756,46.909,45.8464,DOWN,0
2012-08-22,46.65,46.995,42.4271,46.962,45.9245,UP,1
2012-08-23,47.0,46.55,42.4791,46.985,46.0104,DOWN,0
2012-08-24,47.0,46.92,42.5288,46.949,46.0705,UP,1
2012-08-27,47.065,47.23,42.5857,46.934,46.128,UP,1
2012-08-28,47.55,46.85,42.644,47.053,46.17,DOWN,0
2012-08-29,47.435,47.49,42.6986,47.21,46.1772,DOWN,0
2012-08-30,47.3,47.1,42.7545,47.27,46.1746,UP,1
2012-08-31,47.53,47.7,42.8098,47.376,46.2098,UP,1
2012-09-04,48.355,47.635,42.8712,47.634,46.2446,UP,1
2012-09-05,48.46,48.3,42.9278,47.816,46.2879,UP,1
2012-09-06,49.385,48.76,42.9942,48.206,46.3381,DOWN,0
2012-09-07,49.26,49.375,43.0641,48.598,46.3705,DOWN,0
2012-09-10,49.125,48.835,43.1318,48.917,46.4172,DOWN,0
2012-09-11,48.915,48.95,43.2026,49.029,46.4342,UP,1
2012-09-12,49.585,49.115,43.2774,49.254,46.4457,UP,1
2012-09-13,49.695,49.77,43.3458,49.316,46.4642,UP,1
2012-09-14,50.0,49.725,43.4147,49.464,46.502,DOWN,0
2012-09-17,48.74,49.8,43.4704,49.387,46.5217,UP,1
2012-09-18,48.815,48.78,43.5275,49.367,46.5398,DOWN,0
2012-09-19,48.81,48.675,43.5891,49.212,46.5765,UP,1
2012-09-20,49.225,48.475,43.6496,49.118,46.6078,UP,1
2012-09-21,49.515,49.525,43.7115,49.021,46.6617,UP,1
2012-09-24,50.075,49.36,43.7762,49.288,46.7394,DOWN,0
2012-09-25,49.965,50.335,43.8463,49.518,46.8317,DOWN,0
2012-09-26,49.495,49.94,43.9074,49.655,46.9015,UP,1
2012-09-27,49.795,49.61,43.9691,49.769,46.9768,DOWN,0
2012-09-28,49.675,49.57,44.0313,49.801,47.0432,DOWN,0
2012-10-01,48.83,49.855,44.0904,49.552,47.1214,UP,1
2012-10-02,48.85,48.915,44.15,49.329,47.2203,UP,1
2012-10-03,49.09,49.045,44.2104,49.248,47.33,UP,1
2012-10-04,49.5,49.19,44.2749,49.189,47.4436,DOWN,0
2012-10-05,49.395,49.64,44.3355,49.133,47.5524,UP,1
2012-10-08,49.445,49.395,44.3948,49.256,47.646,DOWN,0
2012-10-09,47.865,49.295,44.4412,49.059,47.712,DOWN,0
2012-10-10,47.84,47.96,44.4876,48.809,47.7871,UP,1
2012-10-11,48.45,48.22,44.5333,48.599,47.8769,DOWN,0
2012-10-12,47.97,48.48,44.5807,48.314,47.9613,UP,1
2012-10-15,48.52,48.21,44.6284,48.129,48.0315,UP,1
2012-10-16,49.015,48.9,44.681,48.359,48.1141,UP,1
2012-10-17,49.245,49.04,44.7295,48.64,48.2069,UP,1
2012-10-18,49.48,49.065,44.7795,48.846,48.2972,DOWN,0
2012-10-19,48.795,49.11,44.825,49.011,48.377,UP,1
2012-10-22,48.945,48.66,44.8716,49.096,48.4305,DOWN,0
2012-10-23,48.495,48.575,44.9144,48.992,48.4884,DOWN,0
2012-10-24,48.025,48.75,44.954,48.748,48.5344,UP,1
2012-10-25,48.12,48.23,44.992,48.476,48.5691,DOWN,0
2012-10-26,47.88,48.0,45.0285,48.293,48.589,UP,1
2012-10-31,48.1,47.835,45.0625,48.124,48.6074,DOWN,0
2012-11-01,47.715,47.945,45.0943,47.968,48.6189,DOWN,0
2012-11-02,47.32,47.995,45.1206,47.827,48.6262,DOWN,0
2012-11-05,46.95,47.345,45.1431,47.593,48.6322,DOWN,0
2012-11-06,46.945,47.255,45.1646,47.406,48.6311,DOWN,0
2012-11-07,46.445,46.625,45.1821,47.075,48.62,DOWN,0
2012-11-08,44.955,46.205,45.1905,46.523,48.5778,DOWN,0
2012-11-09,44.775,44.89,45.197,46.014,48.5223,UP,1
2012-11-12,44.855,44.775,45.203,45.595,48.4707,UP,1
2012-11-13,44.995,44.665,45.2193,45.205,48.4246,DOWN,0
2012-11-14,44.66,45.025,45.2309,44.848,48.3672,UP,1
2012-11-15,44.88,44.74,45.2438,44.833,48.2977,UP,1
2012-11-16,45.16,44.925,45.2537,44.91,48.2317,UP,1
2012-11-19,46.31,45.38,45.2682,45.201,48.1702,DOWN,0
2012-11-20,45.975,46.215,45.2818,45.397,48.1045,DOWN,0
2012-11-21,45.935,46.0,45.2971,45.652,48.0407,UP,1
2012-11-23,47.025,45.9,45.3176,46.081,48.0029,DOWN,0
2012-11-26,46.965,46.81,45.3373,46.442,47.9505,DOWN,0
2012-11-27,46.15,46.66,45.3529,46.41,47.8796,DOWN,0
2012-11-28,45.71,45.85,45.3672,46.357,47.7938,UP,1
2012-11-29,46.63,46.06,45.383,46.496,47.7516,UP,1
2012-11-30,46.735,46.59,45.3982,46.438,47.71,DOWN,0
2012-12-03,46.08,46.815,45.4088,46.261,47.6554,UP,1
2012-12-04,46.16,46.065,45.417,46.263,47.5941,UP,1
2012-12-05,46.34,46.225,45.4275,46.389,47.5306,UP,1
2012-12-06,46.55,46.33,45.4388,46.373,47.4601,UP,1
2012-12-07,46.755,46.625,45.4507,46.377,47.3959,UP,1
2012-12-10,46.91,46.65,45.465,46.543,47.3442,UP,1
2012-12-11,47.25,46.91,45.4813,46.761,47.2933,UP,1
2012-12-12,47.795,47.27,45.5018,47.052,47.2557,DOWN,0
2012-12-13,47.52,47.735,45.5215,47.246,47.2295,UP,1
2012-12-14,47.84,47.19,45.5463,47.463,47.2093,UP,1
2012-12-17,47.96,47.8,45.5708,47.673,47.1867,UP,1
2012-12-18,48.02,47.885,45.5981,47.827,47.1571,DOWN,0
2012-12-19,47.795,48.235,45.6248,47.827,47.1251,UP,1
2012-12-20,48.12,47.665,45.6579,47.947,47.0986,DOWN,0
2012-12-21,47.62,47.33,45.6879,47.903,47.0937,UP,1
2012-12-24,47.63,47.81,45.7163,47.837,47.0895,DOWN,0
2012-12-26,46.28,47.815,45.735,47.489,47.0461,UP,1
