ticker,ADSK US Equity,ADSK US Equity,ADSK US Equity,ADSK US Equity,ADSK US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-03-31,29.38,29.2,24.3973,29.466,26.87,DOWN,0
2010-04-01,29.16,28.79,24.4382,29.4,26.9308,UP,1
2010-04-05,30.18,29.2,24.4843,29.536,27.0206,UP,1
2010-04-06,30.91,30.3,24.5352,29.806,27.1368,DOWN,0
2010-04-07,30.65,30.66,24.5858,30.056,27.2548,UP,1
2010-04-08,31.09,30.44,24.6422,30.398,27.389,UP,1
2010-04-09,31.13,31.02,24.6992,30.792,27.5222,UP,1
2010-04-12,31.43,31.15,24.7571,31.042,27.675,UP,1
2010-04-13,31.7,31.46,24.8152,31.2,27.8332,DOWN,0
2010-04-14,31.7,31.59,24.875,31.41,27.991,UP,1
2010-04-15,31.88,31.62,24.9367,31.568,28.1496,DOWN,0
2010-04-16,31.55,31.86,24.9995,31.652,28.3002,DOWN,0
2010-04-19,31.26,31.5,25.0625,31.618,28.4664,UP,1
2010-04-20,32.16,31.45,25.1328,31.71,28.6482,UP,1
2010-04-21,32.45,32.06,25.2042,31.86,28.8352,UP,1
2010-04-22,33.64,32.3,25.2839,32.212,29.037,UP,1
2010-04-23,34.22,33.67,25.37,32.746,29.2496,UP,1
2010-04-26,34.72,34.38,25.4548,33.438,29.4604,DOWN,0
2010-04-27,33.845,34.56,25.5351,33.775,29.6529,UP,1
2010-04-28,34.13,33.91,25.6159,34.111,29.8307,UP,1
2010-04-29,34.67,34.22,25.6991,34.317,30.0065,DOWN,0
2010-04-30,33.99,34.68,25.7767,34.271,30.1679,UP,1
2010-05-03,34.89,34.07,25.8578,34.305,30.3459,DOWN,0
2010-05-04,33.25,34.27,25.9302,34.186,30.4893,DOWN,0
2010-05-05,31.71,33.06,25.9922,33.702,30.6103,DOWN,0
2010-05-06,30.56,31.66,26.0433,32.88,30.6637,DOWN,0
2010-05-07,30.06,30.68,26.0879,32.094,30.7063,UP,1
2010-05-10,32.4,31.27,26.1401,31.596,30.7967,DOWN,0
2010-05-11,31.62,32.17,26.1867,31.27,30.8661,UP,1
2010-05-12,32.77,31.53,26.241,31.482,30.9517,DOWN,0
2010-05-13,32.36,32.83,26.2903,31.842,31.0267,DOWN,0
2010-05-14,30.77,32.12,26.3345,31.984,31.0727,DOWN,0
2010-05-17,30.72,30.87,26.3792,31.648,31.1101,DOWN,0
2010-05-18,30.15,30.99,26.4209,31.354,31.1349,UP,1
2010-05-19,30.35,30.21,26.4632,30.87,31.1607,DOWN,0
2010-05-20,28.28,30.76,26.495,30.054,31.1427,UP,1
2010-05-21,29.37,27.58,26.533,29.774,31.1495,UP,1
2010-05-24,29.42,29.21,26.5711,29.514,31.1547,DOWN,0
2010-05-25,28.97,28.6,26.5971,29.278,31.1489,DOWN,0
2010-05-26,28.66,29.31,26.6211,28.94,31.1359,UP,1
2010-05-27,29.59,29.22,26.6491,29.202,31.1373,DOWN,0
2010-05-28,29.26,29.68,26.6718,29.18,31.1341,DOWN,0
2010-06-01,28.56,29.01,26.6936,29.008,31.1231,UP,1
2010-06-02,29.24,28.83,26.7129,29.062,31.1179,UP,1
2010-06-03,29.98,29.17,26.7436,29.326,31.1233,DOWN,0
2010-06-04,27.9225,29.36,26.7614,28.9925,31.0931,DOWN,0
2010-06-07,26.69,27.51,26.774,28.4785,31.0371,DOWN,0
2010-06-08,26.295,26.69,26.7841,28.0255,30.973,UP,1
2010-06-09,26.44,26.42,26.7938,27.4655,30.9106,UP,1
2010-06-10,27.4,26.89,26.8107,26.9495,30.8706,UP,1
2010-06-11,27.58,27.01,26.8272,26.881,30.8346,DOWN,0
2010-06-14,27.49,27.78,26.8437,27.041,30.8012,UP,1
2010-06-15,28.54,27.58,26.8651,27.49,30.7684,DOWN,0
2010-06-16,28.5,28.28,26.888,27.902,30.7202,UP,1
2010-06-17,28.51,28.58,26.9134,28.124,30.6774,UP,1
2010-06-18,29.24,28.57,26.9461,28.456,30.6404,DOWN,0
2010-06-21,29.0,29.58,26.9773,28.758,30.5978,DOWN,0
2010-06-22,28.43,29.08,27.0066,28.736,30.5378,DOWN,0
2010-06-23,27.83,28.3,27.0302,28.602,30.4604,DOWN,0
2010-06-24,26.26,27.6,27.0474,28.152,30.3516,UP,1
2010-06-25,26.58,26.43,27.0658,27.62,30.2456,DOWN,0
2010-06-28,26.0,26.58,27.0769,27.02,30.1346,DOWN,0
2010-06-29,24.58,25.66,27.0788,26.25,30.001,DOWN,0
2010-06-30,24.36,24.49,27.081,25.556,29.845,UP,1
2010-07-01,24.57,24.32,27.0864,25.218,29.6874,DOWN,0
2010-07-02,24.31,24.63,27.0876,24.764,29.5008,DOWN,0
2010-07-06,24.05,24.69,27.0901,24.374,29.2974,UP,1
2010-07-07,24.73,25.03,27.096,24.404,29.0976,DOWN,0
2010-07-08,24.61,24.95,27.0987,24.454,28.9129,UP,1
2010-07-09,24.93,24.58,27.1039,24.526,28.7289,UP,1
2010-07-12,25.08,24.78,27.1107,24.68,28.5371,UP,1
2010-07-13,26.19,25.3,27.1241,25.108,28.3811,UP,1
2010-07-14,26.48,26.27,27.1384,25.458,28.2129,DOWN,0
2010-07-15,26.47,26.4,27.1505,25.83,28.0773,DOWN,0
2010-07-16,25.35,26.51,27.1562,25.914,27.9501,UP,1
2010-07-19,25.54,25.4,27.1649,26.006,27.8497,UP,1
2010-07-20,26.62,25.06,27.1838,26.092,27.7809,DOWN,0
2010-07-21,26.57,26.72,27.2035,26.11,27.6643,UP,1
2010-07-22,28.04,26.88,27.2287,26.424,27.5927,UP,1
2010-07-23,28.85,27.98,27.2541,27.124,27.5143,UP,1
2010-07-26,29.75,28.72,27.2836,27.966,27.4621,DOWN,0
2010-07-27,29.15,29.72,27.3097,28.472,27.4297,DOWN,0
2010-07-28,28.69,29.11,27.3308,28.896,27.3891,UP,1
2010-07-29,29.24,28.84,27.3519,29.136,27.3709,UP,1
2010-07-30,29.54,28.79,27.3742,29.274,27.3547,UP,1
2010-08-02,30.74,30.0,27.4017,29.472,27.4039,DOWN,0
2010-08-03,30.49,30.82,27.4267,29.74,27.4263,UP,1
2010-08-04,30.86,30.51,27.4536,30.174,27.4551,DOWN,0
2010-08-05,30.3,30.49,27.4752,30.386,27.4817,DOWN,0
2010-08-06,28.77,28.98,27.4905,30.232,27.4839,UP,1
2010-08-09,29.03,28.95,27.501,29.89,27.4727,DOWN,0
2010-08-10,28.6,28.73,27.5086,29.512,27.4595,DOWN,0
2010-08-11,27.92,28.1,27.5153,28.924,27.4467,DOWN,0
2010-08-12,27.45,27.26,27.522,28.354,27.4109,UP,1
2010-08-13,28.12,28.57,27.5337,28.224,27.3737,DOWN,0
2010-08-16,27.66,27.96,27.5446,27.95,27.3685,UP,1
2010-08-17,27.91,27.96,27.5549,27.812,27.3929,UP,1
2010-08-18,28.23,27.85,27.5714,27.874,27.4316,DOWN,0
2010-08-19,27.63,28.03,27.5834,27.91,27.4554,UP,1
2010-08-20,28.11,27.64,27.5978,27.908,27.4696,DOWN,0
2010-08-23,27.36,28.27,27.6075,27.848,27.4652,UP,1
2010-08-24,27.41,27.25,27.6139,27.748,27.4636,UP,1
2010-08-25,27.52,27.21,27.6191,27.606,27.4432,DOWN,0
2010-08-26,27.4,27.74,27.6181,27.56,27.4212,UP,1
2010-08-27,28.38,27.76,27.622,27.614,27.4186,DOWN,0
2010-08-30,27.53,28.33,27.6212,27.648,27.3844,UP,1
2010-08-31,27.73,27.5,27.625,27.712,27.359,UP,1
2010-09-01,28.83,28.26,27.6329,27.974,27.367,UP,1
2010-09-02,29.32,28.79,27.6423,28.358,27.3968,UP,1
2010-09-03,30.02,29.81,27.6574,28.686,27.472,DOWN,0
2010-09-07,29.49,29.81,27.6838,29.078,27.5302,UP,1
2010-09-08,30.07,29.68,27.7139,29.546,27.6116,UP,1
2010-09-09,30.38,30.5,27.7468,29.856,27.7276,UP,1
2010-09-10,30.96,30.35,27.7798,30.184,27.8596,UP,1
2010-09-13,31.96,31.09,27.8202,30.572,28.0074,UP,1
2010-09-14,32.31,31.88,27.8616,31.136,28.1674,UP,1
2010-09-15,32.49,32.13,27.9059,31.62,28.3362,UP,1
2010-09-16,32.73,32.48,27.9523,32.09,28.4962,DOWN,0
2010-09-17,32.56,32.98,27.9953,32.41,28.6552,UP,1
2010-09-20,33.44,32.67,28.043,32.706,28.8254,DOWN,0
2010-09-21,33.07,33.44,28.0888,32.858,28.9852,DOWN,0
2010-09-22,31.66,32.91,28.1223,32.692,29.0946,DOWN,0
2010-09-23,31.22,31.32,28.1548,32.39,29.1894,UP,1
2010-09-24,31.97,31.78,28.1922,32.272,29.2994,DOWN,0
2010-09-27,31.79,31.83,28.2324,31.942,29.4282,UP,1
2010-09-28,32.34,32.06,28.2769,31.796,29.5642,DOWN,0
2010-09-29,31.94,32.33,28.3185,31.852,29.6706,UP,1
2010-09-30,31.97,32.47,28.3555,32.002,29.7786,DOWN,0
2010-10-01,31.88,31.23,28.3927,31.984,29.8554,DOWN,0
2010-10-04,31.38,31.54,28.427,31.902,29.906,UP,1
2010-10-05,32.71,31.92,28.4696,31.976,29.9652,DOWN,0
2010-10-06,31.44,32.42,28.5037,31.876,30.011,UP,1
2010-10-07,31.94,31.65,28.5383,31.87,30.076,DOWN,0
2010-10-08,31.43,31.88,28.5705,31.78,30.1198,UP,1
2010-10-11,31.86,31.3,28.6033,31.876,30.1662,UP,1
2010-10-12,32.68,32.06,28.6373,31.87,30.205,UP,1
2010-10-13,33.46,32.91,28.6774,32.274,30.2644,DOWN,0
2010-10-14,33.35,33.4,28.7166,32.556,30.3142,DOWN,0
2010-10-15,33.32,33.66,28.7556,32.934,30.3746,DOWN,0
2010-10-18,33.16,33.29,28.7943,33.194,30.4624,DOWN,0
2010-10-19,32.77,32.81,28.8298,33.212,30.5372,UP,1
2010-10-20,34.01,32.83,28.8735,33.322,30.6454,UP,1
2010-10-21,34.22,34.1,28.9179,33.496,30.7714,UP,1
2010-10-22,34.84,34.24,28.9647,33.8,30.9192,UP,1
2010-10-25,35.43,35.0,29.0105,34.254,31.0654,UP,1
2010-10-26,35.63,35.1,29.0574,34.826,31.2248,DOWN,0
2010-10-27,35.63,35.35,29.1061,35.15,31.3792,DOWN,0
2010-10-28,35.42,35.74,29.152,35.39,31.523,UP,1
2010-10-29,36.1975,35.31,29.1999,35.6615,31.6943,DOWN,0
2010-11-01,34.91,36.22,29.2441,35.5575,31.8303,UP,1
2010-11-02,35.31,35.31,29.2898,35.4935,31.9893,DOWN,0
2010-11-03,35.31,35.43,29.3357,35.4295,32.1473,UP,1
2010-11-04,35.84,35.72,29.3865,35.5135,32.3137,DOWN,0
2010-11-05,35.68,36.0,29.4394,35.41,32.4793,DOWN,0
2010-11-08,35.41,35.43,29.4927,35.51,32.6199,DOWN,0
2010-11-09,35.3,35.48,29.5473,35.508,32.7753,UP,1
2010-11-10,35.86,35.34,29.6042,35.618,32.9379,UP,1
2010-11-11,36.28,35.68,29.6667,35.706,33.0869,DOWN,0
2010-11-12,35.25,35.9,29.724,35.62,33.2055,DOWN,0
2010-11-15,35.12,35.36,29.7805,35.562,33.3075,DOWN,0
2010-11-16,34.52,35.41,29.8334,35.406,33.4081,UP,1
2010-11-17,35.28,34.7,29.8897,35.29,33.5123,UP,1
2010-11-18,36.26,35.78,29.9562,35.286,33.6299,DOWN,0
2010-11-19,33.77,34.59,30.0097,34.99,33.6861,UP,1
2010-11-22,34.81,33.62,30.0683,34.928,33.7431,DOWN,0
2010-11-23,34.42,34.29,30.1226,34.908,33.7853,UP,1
2010-11-24,35.43,34.63,30.1818,34.938,33.8441,DOWN,0
2010-11-26,35.2,35.0,30.2369,34.726,33.8935,UP,1
2010-11-29,35.52,35.18,30.2934,35.076,33.9527,DOWN,0
2010-11-30,35.29,35.04,30.3437,35.172,33.9897,UP,1
2010-12-01,36.57,35.72,30.3971,35.602,34.0597,UP,1
2010-12-02,37.64,36.56,30.4557,36.044,34.1793,UP,1
2010-12-03,37.99,37.51,30.5157,36.602,34.3147,DOWN,0
2010-12-06,37.58,37.85,30.5732,37.014,34.4269,DOWN,0
2010-12-07,37.27,37.97,30.6313,37.41,34.5365,UP,1
2010-12-08,37.83,37.5,30.681,37.662,34.6463,UP,1
2010-12-09,38.09,38.0,30.7318,37.752,34.7693,UP,1
2010-12-10,39.11,38.1,30.7879,37.976,34.9121,DOWN,0
2010-12-13,38.55,39.16,30.8399,38.17,35.0455,UP,1
2010-12-14,38.92,38.64,30.8921,38.5,35.1963,DOWN,0
2010-12-15,38.31,38.8,30.9406,38.596,35.3083,UP,1
2010-12-16,38.71,38.46,30.9918,38.72,35.4537,UP,1
2010-12-17,39.13,38.75,31.0432,38.724,35.5975,UP,1
2010-12-20,39.39,39.14,31.0956,38.892,35.7567,UP,1
2010-12-21,39.65,39.5,31.1485,39.038,35.9125,DOWN,0
2010-12-22,39.62,39.67,31.2007,39.3,36.0513,DOWN,0
2010-12-23,39.31,39.49,31.2521,39.42,36.1683,DOWN,0
2010-12-27,39.13,39.07,31.302,39.42,36.2839,DOWN,0
2010-12-28,39.01,39.22,31.3507,39.344,36.3977,UP,1
2010-12-29,39.23,39.04,31.4003,39.26,36.5191,DOWN,0
2010-12-30,38.79,39.2,31.4467,39.094,36.6395,DOWN,0
2010-12-31,38.2,38.71,31.4906,38.872,36.7233,UP,1
2011-01-03,39.27,38.63,31.5414,38.9,36.8243,DOWN,0
2011-01-04,38.525,39.28,31.5865,38.803,36.898,UP,1
2011-01-05,41.24,39.36,31.6442,39.205,37.0142,UP,1
2011-01-06,41.26,41.16,31.7033,39.699,37.1268,DOWN,0
2011-01-07,40.76,41.41,31.7597,40.211,37.2294,UP,1
2011-01-10,40.865,40.44,31.8165,40.53,37.3383,DOWN,0
2011-01-11,40.8,41.18,31.8727,40.985,37.4304,DOWN,0
2011-01-12,40.53,40.01,31.9283,40.843,37.5428,UP,1
2011-01-13,41.08,40.43,31.9868,40.807,37.6582,UP,1
2011-01-14,41.44,40.9,32.0482,40.943,37.7808,UP,1
2011-01-18,42.03,41.46,32.1075,41.176,37.9046,DOWN,0
2011-01-19,41.49,41.8,32.1604,41.314,38.0208,DOWN,0
2011-01-20,41.31,41.44,32.2137,41.47,38.1388,UP,1
2011-01-21,41.5,41.4,32.2657,41.554,38.2628,DOWN,0
2011-01-24,41.05,41.47,32.3153,41.476,38.3666,DOWN,0
2011-01-25,40.33,40.8,32.3598,41.136,38.4476,UP,1
2011-01-26,40.88,40.41,32.4057,41.014,38.5602,DOWN,0
2011-01-27,40.77,40.89,32.4511,40.906,38.6732,DOWN,0
2011-01-28,39.97,40.84,32.4915,40.6,38.7822,UP,1
2011-01-31,40.68,39.99,32.5372,40.526,38.8902,UP,1
2011-02-01,42.16,41.0,32.5917,40.892,39.0082,UP,1
2011-02-02,43.41,41.97,32.6479,41.398,39.201,UP,1
2011-02-03,43.75,43.17,32.7044,41.994,39.3798,DOWN,0
2011-02-04,43.69,43.8,32.7547,42.738,39.5652,DOWN,0
2011-02-07,43.52,43.62,32.8012,43.306,39.727,DOWN,0
2011-02-08,42.93,43.41,32.8422,43.46,39.8816,DOWN,0
2011-02-09,42.24,42.68,32.8842,43.226,40.016,UP,1
2011-02-10,42.75,42.0,32.9273,43.026,40.1652,DOWN,0
2011-02-11,42.69,42.62,32.9674,42.826,40.2876,DOWN,0
2011-02-14,42.34,42.55,33.0092,42.59,40.3816,UP,1
2011-02-15,42.71,42.17,33.0483,42.546,40.476,UP,1
2011-02-16,43.84,42.78,33.1012,42.866,40.6012,DOWN,0
2011-02-17,43.66,43.73,33.161,43.048,40.729,DOWN,0
2011-02-18,43.4,43.68,33.2252,43.19,40.8404,DOWN,0
2011-02-22,42.1,42.6801,33.2854,43.142,40.9206,DOWN,0
2011-02-23,39.59,42.1,33.3213,42.518,40.9302,UP,1
2011-02-24,40.43,39.9,33.3654,41.836,40.9678,UP,1
2011-02-25,42.75,42.0,33.4153,41.654,41.0444,DOWN,0
2011-02-28,42.05,42.62,33.4637,41.384,41.1192,DOWN,0
2011-03-01,41.21,42.13,33.5159,41.206,41.1692,DOWN,0
2011-03-02,40.35,41.09,33.5641,41.358,41.1936,UP,1
2011-03-03,41.17,40.79,33.6192,41.506,41.2292,DOWN,0
2011-03-04,40.71,41.16,33.671,41.098,41.2504,DOWN,0
2011-03-07,40.11,41.0,33.7301,40.71,41.2602,UP,1
2011-03-08,40.68,40.21,33.7867,40.604,41.2876,DOWN,0
2011-03-09,40.34,40.53,33.8413,40.602,41.3118,DOWN,0
2011-03-10,39.9,39.7,33.8959,40.348,41.3296,UP,1
2011-03-11,40.11,39.53,33.9532,40.228,41.3472,UP,1
2011-03-14,40.38,39.58,34.0071,40.282,41.379,DOWN,0
2011-03-15,39.25,38.88,34.0571,39.996,41.4,DOWN,0
2011-03-16,38.47,38.89,34.1066,39.622,41.384,UP,1
2011-03-17,38.56,39.06,34.1532,39.354,41.3847,UP,1
2011-03-18,39.4,39.1,34.2003,39.212,41.3479,UP,1
2011-03-21,40.9725,40.27,34.2656,39.3305,41.3421,UP,1
2011-03-22,41.51,41.12,34.3397,39.7825,41.3571,UP,1
2011-03-23,41.62,41.31,34.4163,40.4125,41.3722,UP,1
2011-03-24,43.81,42.0,34.5031,41.4625,41.4324,DOWN,0
2011-03-25,43.27,43.68,34.5825,42.2365,41.4872,DOWN,0
2011-03-28,42.97,43.02,34.6594,42.636,41.525,UP,1
2011-03-29,43.4,42.85,34.739,43.014,41.5642,UP,1
2011-03-30,43.6,43.62,34.8143,43.41,41.5956,UP,1
2011-03-31,44.11,43.59,34.8923,43.47,41.648,DOWN,0
2011-04-01,43.83,43.07,34.9689,43.582,41.6984,UP,1
2011-04-04,44.0,43.74,35.0427,43.788,41.7484,DOWN,0
2011-04-05,43.96,43.87,35.1175,43.9,41.8066,DOWN,0
2011-04-06,43.47,44.2,35.1927,43.874,41.8694,DOWN,0
2011-04-07,43.16,43.28,35.2694,43.684,41.915,DOWN,0
2011-04-08,42.79,43.38,35.352,43.476,41.9554,UP,1
2011-04-11,42.85,42.88,35.4334,43.246,42.013,DOWN,0
2011-04-12,42.36,42.63,35.5152,42.926,42.0466,UP,1
2011-04-13,42.63,42.55,35.6054,42.758,42.056,UP,1
2011-04-14,42.7,42.31,35.6971,42.666,42.0418,UP,1
2011-04-15,43.09,42.67,35.7897,42.726,42.0286,DOWN,0
2011-04-18,42.47,42.45,35.8805,42.65,42.0042,DOWN,0
2011-04-19,42.43,42.51,35.9724,42.664,41.9824,UP,1
2011-04-20,44.35,43.09,36.0705,43.008,42.0108,UP,1
2011-04-21,44.88,44.44,36.1719,43.444,42.0636,UP,1
2011-04-25,45.55,44.67,36.275,43.936,42.1196,DOWN,0
2011-04-26,44.99,45.56,36.3745,44.44,42.1656,UP,1
2011-04-27,45.11,44.9,36.4691,44.976,42.221,DOWN,0
2011-04-28,45.0,44.93,36.5617,45.106,42.2668,DOWN,0
2011-04-29,44.98,44.95,36.6543,45.126,42.2896,DOWN,0
2011-05-02,44.66,45.32,36.7508,44.948,42.3096,DOWN,0
2011-05-03,44.22,44.72,36.8442,44.794,42.326,DOWN,0
2011-05-04,43.75,44.21,36.9299,44.522,42.359,DOWN,0
2011-05-05,43.43,43.57,37.0142,44.208,42.4358,UP,1
2011-05-06,44.31,44.04,37.0955,44.074,42.5134,DOWN,0
2011-05-09,44.29,44.37,37.1727,44.0,42.5442,UP,1
2011-05-10,45.15,44.33,37.2497,44.186,42.6062,UP,1
2011-05-11,45.2,45.06,37.33,44.476,42.686,UP,1
2011-05-12,45.99,44.97,37.4165,44.988,42.7988,DOWN,0
2011-05-13,45.57,45.95,37.4981,45.24,42.8868,DOWN,0
2011-05-16,44.39,45.25,37.5724,45.26,42.9604,DOWN,0
2011-05-17,43.49,44.2,37.6361,44.928,43.028,UP,1
2011-05-18,44.28,43.39,37.7051,44.744,43.1,UP,1
2011-05-19,44.39,44.5,37.7727,44.424,43.181,DOWN,0
2011-05-20,42.35,44.36,37.833,43.78,43.23,DOWN,0
2011-05-23,42.27,41.72,37.9005,43.356,43.2732,DOWN,0
2011-05-24,42.09,42.29,37.9658,43.076,43.3074,UP,1
2011-05-25,42.38,42.06,38.0347,42.696,43.37,UP,1
2011-05-26,42.68,42.22,38.1085,42.354,43.4542,DOWN,0
2011-05-27,42.5,42.78,38.1837,42.384,43.533,UP,1
2011-05-31,42.98,42.79,38.258,42.526,43.6046,DOWN,0
2011-06-01,41.44,42.75,38.3269,42.396,43.614,DOWN,0
2011-06-02,41.36,41.38,38.3942,42.192,43.611,DOWN,0
2011-06-03,40.84,40.9301,38.4572,41.824,43.5954,DOWN,0
2011-06-06,40.28,40.68,38.5205,41.38,43.5248,DOWN,0
2011-06-07,39.54,39.92,38.5776,40.692,43.4502,DOWN,0
2011-06-08,38.24,39.5,38.632,40.052,43.3556,DOWN,0
2011-06-09,38.08,38.41,38.6854,39.396,43.2492,DOWN,0
2011-06-10,37.9,37.97,38.7373,38.808,43.1352,DOWN,0
2011-06-13,37.56,37.99,38.7881,38.264,43.0042,UP,1
2011-06-14,37.92,37.88,38.8358,37.94,42.886,DOWN,0
2011-06-15,36.57,37.46,38.881,37.606,42.7374,DOWN,0
2011-06-16,36.44,36.63,38.9245,37.278,42.587,DOWN,0
2011-06-17,35.685,36.74,38.9588,36.835,42.4313,UP,1
2011-06-20,35.7,35.67,38.9907,36.463,42.2821,UP,1
2011-06-21,37.04,35.88,39.0258,36.287,42.1671,DOWN,0
2011-06-22,36.47,36.66,39.0607,36.267,42.0395,UP,1
2011-06-23,37.17,36.05,39.0962,36.413,41.9357,DOWN,0
2011-06-24,36.69,37.35,39.1278,36.614,41.8169,UP,1
2011-06-27,37.43,36.55,39.1601,36.96,41.7115,UP,1
2011-06-28,38.18,37.46,39.1912,37.188,41.6133,UP,1
2011-06-29,38.54,38.26,39.2224,37.602,41.5347,UP,1
2011-06-30,38.6,38.76,39.2529,37.888,41.4581,UP,1
2011-07-01,38.7,38.6,39.2828,38.29,41.3451,UP,1
2011-07-05,38.87,38.83,39.3143,38.578,41.2249,UP,1
2011-07-06,39.37,38.92,39.344,38.816,41.1013,UP,1
2011-07-07,40.39,39.57,39.3806,39.186,41.0093,DOWN,0
2011-07-08,40.12,39.9,39.4229,39.49,40.9095,DOWN,0
2011-07-11,38.99,39.73,39.4617,39.548,40.7893,DOWN,0
2011-07-12,37.23,39.03,39.488,39.22,40.6343,UP,1
2011-07-13,37.26,37.54,39.5154,38.798,40.4863,DOWN,0
2011-07-14,36.35,37.43,39.5354,37.99,40.3289,DOWN,0
2011-07-15,36.15,36.53,39.5565,37.196,40.1769,DOWN,0
2011-07-18,35.33,36.03,39.5733,36.464,40.0149,UP,1
2011-07-19,36.33,35.59,39.5955,36.284,39.8553,DOWN,0
2011-07-20,35.87,36.27,39.618,36.006,39.6869,UP,1
2011-07-21,36.2,35.94,39.6354,35.976,39.5079,UP,1
2011-07-22,37.07,37.08,39.6636,36.16,39.3453,DOWN,0
2011-07-25,36.48,36.64,39.6863,36.39,39.1551,UP,1
2011-07-26,36.57,36.48,39.712,36.438,38.9751,DOWN,0
2011-07-27,34.9,36.21,39.7272,36.244,38.7853,DOWN,0
2011-07-28,34.34,34.91,39.7355,35.872,38.6023,UP,1
2011-07-29,34.4,34.03,39.7402,35.338,38.4047,UP,1
2011-08-01,34.405,34.65,39.7454,34.923,38.205,DOWN,0
2011-08-02,33.44,34.08,39.746,34.297,38.0268,UP,1
2011-08-03,33.95,33.38,39.75,34.107,37.8604,DOWN,0
2011-08-04,31.57,33.45,39.744,33.553,37.65,DOWN,0
2011-08-05,30.92,31.91,39.7285,32.857,37.4208,DOWN,0
2011-08-08,28.06,29.93,39.6977,31.588,37.1284,UP,1
2011-08-09,29.96,28.48,39.6733,30.892,36.8776,DOWN,0
2011-08-10,28.16,29.32,39.637,29.734,36.5812,UP,1
2011-08-11,28.75,28.41,39.6026,29.17,36.3274,UP,1
2011-08-12,29.18,28.9,39.5703,28.822,36.0838,UP,1
2011-08-15,30.09,29.24,39.5437,29.228,35.8688,DOWN,0
2011-08-16,29.45,29.8,39.51,29.126,35.6522,DOWN,0
2011-08-17,28.85,29.5,39.4797,29.264,35.4384,DOWN,0
2011-08-18,26.51,27.49,39.4357,28.816,35.2038,DOWN,0
2011-08-19,23.41,27.3,39.3762,27.662,34.9104,UP,1
2011-08-22,24.29,24.21,39.3184,26.502,34.6382,UP,1
2011-08-23,25.28,24.5,39.2664,25.668,34.3926,UP,1
2011-08-24,26.47,25.2,39.2217,25.192,34.1636,DOWN,0
2011-08-25,25.56,26.55,39.173,25.002,33.9434,UP,1
2011-08-26,26.63,25.5,39.1269,25.646,33.7472,UP,1
2011-08-29,28.05,27.0,39.0857,26.398,33.5945,DOWN,0
2011-08-30,27.7,27.79,39.048,26.882,33.4345,UP,1
2011-08-31,28.2,27.89,39.0134,27.228,33.2577,DOWN,0
2011-09-01,27.23,28.39,38.9769,27.562,33.0729,DOWN,0
2011-09-02,26.38,26.7,38.9324,27.512,32.8571,DOWN,0
2011-09-06,26.13,25.56,38.8818,27.128,32.6459,UP,1
2011-09-07,27.0,26.56,38.8479,26.988,32.4373,DOWN,0
2011-09-08,26.28,27.11,38.8053,26.604,32.1993,DOWN,0
2011-09-09,25.41,26.12,38.7602,26.24,31.9367,UP,1
2011-09-12,26.72,25.07,38.7167,26.308,31.6991,UP,1
2011-09-13,27.69,26.71,38.6791,26.62,31.4789,UP,1
2011-09-14,28.46,27.955,38.6438,26.912,31.2707,UP,1
2011-09-15,29.41,28.73,38.6144,27.538,31.0715,UP,1
2011-09-16,29.45,29.49,38.5788,28.346,30.8527,DOWN,0
2011-09-19,28.79,28.98,38.5346,28.76,30.6261,DOWN,0
2011-09-20,28.11,28.85,38.4852,28.844,30.4085,UP,1
2011-09-21,28.56,28.9,38.4401,28.864,30.2351,DOWN,0
2011-09-22,27.66,27.48,38.392,28.514,30.0431,UP,1
2011-09-23,28.34,27.16,38.3446,28.292,29.8829,DOWN,0
2011-09-26,28.3,28.46,38.2956,28.194,29.7259,UP,1
2011-09-27,29.47,29.0,38.2474,28.466,29.6087,DOWN,0
2011-09-28,28.7,30.19,38.1982,28.494,29.4561,UP,1
2011-09-29,29.29,29.23,38.15,28.82,29.3245,DOWN,0
2011-09-30,27.79,28.87,38.0974,28.71,29.1563,DOWN,0
2011-10-03,25.45,27.08,38.0311,28.14,28.9239,UP,1
2011-10-04,26.08,25.05,37.9659,27.462,28.7159,UP,1
2011-10-05,27.21,26.1,37.905,27.164,28.5287,UP,1
2011-10-06,27.99,27.12,37.8467,26.904,28.3905,UP,1
2011-10-07,28.29,27.98,37.79,27.004,28.2695,UP,1
2011-10-10,29.27,28.87,37.7398,27.768,28.1669,UP,1
2011-10-11,30.01,29.19,37.6942,28.554,28.079,UP,1
2011-10-12,31.02,30.31,37.6543,29.316,28.0306,DOWN,0
2011-10-13,30.99,30.84,37.6131,29.916,27.9714,UP,1
2011-10-14,32.42,31.46,37.5812,30.742,27.9884,DOWN,0
2011-10-17,31.25,32.16,37.5465,31.138,27.995,UP,1
2011-10-18,31.89,31.21,37.5096,31.514,28.0716,DOWN,0
2011-10-19,30.96,31.68,37.4717,31.502,28.0916,UP,1
2011-10-20,31.27,31.07,37.4219,31.558,28.1538,UP,1
2011-10-21,31.78,31.61,37.3745,31.43,28.2144,UP,1
2011-10-24,33.05,31.96,37.3359,31.79,28.2918,DOWN,0
2011-10-25,32.37,32.9499,37.2935,31.886,28.3374,UP,1
