ticker,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,21.0313,20.6875,11.3528,20.2313,16.6119,UP,1
2000-02-10,21.25,21.0313,11.4181,20.5813,16.7544,UP,1
2000-02-11,22.75,21.375,11.4906,21.275,16.9344,DOWN,0
2000-02-14,21.625,22.4063,11.5575,21.4688,17.0619,UP,1
2000-02-15,21.75,21.75,11.6252,21.6813,17.1819,UP,1
2000-02-16,21.875,21.875,11.693,21.85,17.305,DOWN,0
2000-02-17,21.5,22.0938,11.7572,21.9,17.4175,DOWN,0
2000-02-18,21.5,21.1875,11.8214,21.65,17.55,DOWN,0
2000-02-22,20.9063,20.125,11.8819,21.5063,17.6744,DOWN,0
2000-02-23,20.5313,20.8438,11.9378,21.2625,17.7925,UP,1
2000-02-24,21.2813,20.75,11.9955,21.1438,17.9275,DOWN,0
2000-02-25,20.25,20.7813,12.048,20.8938,18.0563,DOWN,0
2000-02-28,18.875,20.1563,12.0966,20.3688,18.1625,UP,1
2000-02-29,19.75,19.6875,12.1485,20.1375,18.2625,UP,1
2000-03-01,20.25,19.9375,12.2025,20.0813,18.3794,DOWN,0
2000-03-02,19.625,20.2188,12.2522,19.75,18.4794,UP,1
2000-03-03,20.75,19.875,12.3019,19.85,18.5938,UP,1
2000-03-06,23.75,23.0,12.3697,20.825,18.7806,UP,1
2000-03-07,27.5,24.7188,12.456,22.375,19.0444,DOWN,0
2000-03-08,26.75,27.75,12.5421,23.675,19.29,UP,1
2000-03-09,29.0625,26.3438,12.6413,25.5625,19.5838,DOWN,0
2000-03-10,26.0,26.5625,12.723,26.6125,19.8194,DOWN,0
2000-03-13,25.75,24.1563,12.8046,27.0125,20.05,DOWN,0
2000-03-14,24.0,26.0,12.8783,26.3125,20.2406,UP,1
2000-03-15,24.625,24.5,12.955,25.8875,20.4231,DOWN,0
2000-03-16,24.5938,24.8125,13.0317,24.9938,20.6225,UP,1
2000-03-17,25.0,24.4063,13.1122,24.7938,20.8225,UP,1
2000-03-20,26.875,25.4688,13.2017,25.0188,21.04,UP,1
2000-03-21,27.4063,27.0625,13.2939,25.7,21.2631,UP,1
2000-03-22,28.75,27.75,13.3935,26.525,21.4881,DOWN,0
2000-03-23,27.6875,28.2813,13.4883,27.1438,21.6969,DOWN,0
2000-03-24,27.0,26.75,13.5799,27.5438,21.8744,UP,1
2000-03-27,27.0938,27.0,13.6733,27.5875,22.0388,UP,1
2000-03-28,27.5625,27.125,13.7688,27.6188,22.1863,DOWN,0
2000-03-29,27.375,28.0,13.8599,27.3438,22.3438,UP,1
2000-03-30,30.0,26.4375,13.9642,27.8063,22.5338,DOWN,0
2000-03-31,29.5,29.875,14.0658,28.3063,22.74,UP,1
2000-04-03,30.4375,29.625,14.1711,28.975,22.97,UP,1
2000-04-04,30.5625,30.625,14.276,29.575,23.2362,UP,1
2000-04-05,34.1875,32.0,14.3988,30.9375,23.52,UP,1
2000-04-06,35.5,36.375,14.5308,32.0375,23.86,UP,1
2000-04-07,37.75,35.4375,14.6769,33.6875,24.2456,DOWN,0
2000-04-10,37.75,38.375,14.8225,35.15,24.6481,DOWN,0
2000-04-11,35.3125,35.7813,14.9563,36.1,24.9944,UP,1
2000-04-12,38.0,34.875,15.1011,36.8625,25.3888,DOWN,0
2000-04-13,35.5,38.5938,15.2335,36.8625,25.7381,DOWN,0
2000-04-14,33.0,34.875,15.355,35.9125,26.0081,UP,1
2000-04-17,36.3125,32.625,15.4936,35.625,26.3488,UP,1
2000-04-18,39.5,36.4375,15.6483,36.4625,26.7256,DOWN,0
2000-04-19,37.625,39.3438,15.7942,36.3875,27.0644,UP,1
2000-04-20,39.125,37.6875,15.9464,37.1125,27.4263,UP,1
2000-04-24,40.5,38.625,16.1064,38.6125,27.8113,UP,1
2000-04-25,43.75,41.0,16.2817,40.1,28.2313,DOWN,0
2000-04-26,41.125,42.5938,16.4447,40.425,28.6213,UP,1
2000-04-27,42.625,40.25,16.6128,41.425,29.0388,UP,1
2000-04-28,43.75,43.0,16.7874,42.35,29.4763,UP,1
2000-05-01,44.1875,43.5,16.9644,43.0875,29.93,UP,1
2000-05-02,44.75,44.0625,17.1449,43.2875,30.395,DOWN,0
2000-05-03,43.875,44.75,17.3224,43.8375,30.8544,UP,1
2000-05-04,45.0,44.0,17.5049,44.3125,31.3438,UP,1
2000-05-05,46.0,45.0313,17.6941,44.7625,31.8381,DOWN,0
2000-05-08,44.375,45.0,17.8756,44.8,32.3206,DOWN,0
2000-05-09,41.75,44.0,18.0435,44.2,32.7781,DOWN,0
2000-05-10,39.9688,40.25,18.2019,43.4188,33.1825,UP,1
2000-05-11,43.875,40.625,18.3792,43.1938,33.655,DOWN,0
2000-05-12,42.8438,43.5313,18.5497,42.5625,34.1194,DOWN,0
2000-05-15,42.75,42.625,18.72,42.2375,34.5594,UP,1
2000-05-16,44.25,43.4375,18.8988,42.7375,34.9694,DOWN,0
2000-05-17,42.5,43.9375,19.0697,43.2438,35.2694,UP,1
2000-05-18,43.25,43.0,19.2452,43.1188,35.5994,DOWN,0
2000-05-19,41.9063,42.625,19.4144,42.9313,35.8563,DOWN,0
2000-05-22,40.25,41.5313,19.5722,42.4313,36.1413,DOWN,0
2000-05-23,37.75,39.875,19.7128,41.1313,36.3813,DOWN,0
2000-05-24,36.3438,37.0,19.8485,39.9,36.6281,DOWN,0
2000-05-25,35.3125,36.0,19.9777,38.3125,36.8419,UP,1
2000-05-26,37.0,35.1875,20.1164,37.3313,37.09,UP,1
2000-05-30,43.0,38.9375,20.2841,37.8813,37.45,DOWN,0
2000-05-31,40.875,42.9375,20.4416,38.5063,37.73,UP,1
2000-06-01,42.0,41.4375,20.605,39.6375,38.0219,UP,1
2000-06-02,45.0625,45.0,20.7839,41.5875,38.3481,UP,1
2000-06-05,45.5625,44.875,20.9664,43.3,38.7056,DOWN,0
2000-06-06,45.125,46.2813,21.1464,43.725,39.0681,DOWN,0
2000-06-07,43.5,44.75,21.316,44.25,39.3963,UP,1
2000-06-08,43.5625,45.0,21.4869,44.5625,39.7163,UP,1
2000-06-09,44.375,44.25,21.6613,44.425,40.0563,DOWN,0
2000-06-12,42.75,44.9375,21.8278,43.8625,40.3113,UP,1
2000-06-13,44.0,43.0,21.9986,43.6375,40.6013,DOWN,0
2000-06-14,41.875,43.6563,22.1574,43.3125,40.83,DOWN,0
2000-06-15,41.4375,41.2813,22.3128,42.8875,41.0475,DOWN,0
2000-06-16,41.25,41.375,22.4694,42.2625,41.1888,UP,1
2000-06-19,45.9063,40.5,22.6494,42.8938,41.3969,DOWN,0
2000-06-20,45.625,45.8125,22.825,43.2188,41.5544,UP,1
2000-06-21,47.5,44.9375,23.0044,44.3438,41.7494,DOWN,0
2000-06-22,45.625,47.0,23.1783,45.1813,41.9556,DOWN,0
2000-06-23,43.875,45.625,23.3421,45.7063,42.0731,DOWN,0
2000-06-26,43.625,44.5,23.506,45.25,42.2356,DOWN,0
2000-06-27,42.125,43.0,23.6635,44.55,42.4181,DOWN,0
2000-06-28,40.3438,41.6875,23.8108,43.1188,42.4988,DOWN,0
2000-06-29,38.125,39.5,23.9488,41.6188,42.4713,UP,1
2000-06-30,38.625,38.3125,24.0919,40.5688,42.4913,UP,1
2000-07-03,42.125,38.5,24.2517,40.2688,42.5513,DOWN,0
2000-07-05,37.625,37.5,24.3916,39.3688,42.4938,UP,1
2000-07-06,38.75,37.25,24.5391,39.05,42.3938,UP,1
2000-07-07,41.0,38.875,24.6967,39.625,42.3913,UP,1
2000-07-10,42.5,43.125,24.8661,40.4,42.3888,DOWN,0
2000-07-11,41.75,42.125,25.0313,40.325,42.3488,UP,1
2000-07-12,42.1563,42.0,25.1969,41.2313,42.3081,UP,1
2000-07-13,42.75,42.9688,25.3677,42.0313,42.2681,UP,1
2000-07-14,45.0,43.6875,25.5492,42.8313,42.2906,UP,1
2000-07-17,45.625,44.5938,25.7344,43.4563,42.3031,DOWN,0
2000-07-18,45.5,44.0625,25.9188,44.2063,42.2931,DOWN,0
2000-07-19,45.125,44.0,26.0997,44.8,42.3081,DOWN,0
2000-07-20,43.0625,44.5,26.2685,44.8625,42.3344,DOWN,0
2000-07-21,40.0625,42.4688,26.4202,43.875,42.3363,DOWN,0
2000-07-24,39.0,40.5,26.5686,42.55,42.2388,UP,1
2000-07-25,39.375,39.5,26.7191,41.325,42.1694,DOWN,0
2000-07-26,38.0938,39.3438,26.8621,39.9188,42.0763,DOWN,0
2000-07-27,35.0,36.8125,26.9902,38.3063,41.8913,UP,1
2000-07-28,35.5,35.8438,27.1221,37.3938,41.7513,UP,1
2000-07-31,36.0,35.9375,27.2571,36.7938,41.6063,DOWN,0
2000-08-01,33.875,36.0938,27.3825,35.6938,41.4456,DOWN,0
2000-08-02,31.25,33.5,27.4956,34.325,41.2656,UP,1
2000-08-03,32.75,29.375,27.6183,33.875,41.1656,DOWN,0
2000-08-04,31.375,33.0,27.7327,33.05,41.0662,UP,1
2000-08-07,32.5,30.25,27.848,32.35,41.01,DOWN,0
2000-08-08,30.625,32.875,27.9544,31.7,40.8825,UP,1
2000-08-09,30.875,31.25,28.0611,31.625,40.64,DOWN,0
2000-08-10,28.5,30.1875,28.1558,30.775,40.3925,UP,1
2000-08-11,28.875,27.625,28.2541,30.275,40.13,UP,1
2000-08-14,31.5,29.5625,28.3641,30.075,39.8588,UP,1
2000-08-15,32.0,31.625,28.4746,30.35,39.5875,UP,1
2000-08-16,32.625,32.3125,28.5869,30.7,39.3375,UP,1
2000-08-17,34.0625,31.625,28.7058,31.8125,39.1488,UP,1
2000-08-18,35.125,35.2188,28.8281,33.0625,38.98,DOWN,0
2000-08-21,34.0938,35.375,28.9471,33.5813,38.7744,UP,1
2000-08-22,34.4375,34.125,29.0661,34.0688,38.6081,UP,1
2000-08-23,34.75,34.625,29.1863,34.4938,38.4231,UP,1
2000-08-24,34.9375,35.125,29.3083,34.6688,38.2844,DOWN,0
2000-08-25,34.5,35.0,29.4233,34.5438,38.1456,DOWN,0
2000-08-28,34.5,34.625,29.5252,34.625,38.0106,UP,1
2000-08-29,34.75,34.5625,29.6325,34.6875,37.7875,UP,1
2000-08-30,35.0,34.5,29.7436,34.7375,37.575,UP,1
2000-08-31,37.5,35.25,29.8667,35.25,37.375,DOWN,0
2000-09-01,37.5,38.125,29.9875,35.85,37.2125,DOWN,0
2000-09-05,34.75,37.0,30.0963,35.9,37.03,DOWN,0
2000-09-06,32.0,34.5,30.1885,35.35,36.7975,UP,1
2000-09-07,33.0,32.5,30.2861,34.95,36.615,DOWN,0
2000-09-08,31.875,33.0,30.378,33.825,36.4456,UP,1
2000-09-11,32.25,31.5625,30.4711,32.775,36.3281,DOWN,0
2000-09-12,30.5,31.0625,30.5544,31.925,36.1656,DOWN,0
2000-09-13,29.0,28.5,30.6231,31.325,35.9031,DOWN,0
2000-09-14,28.375,29.0625,30.6944,30.4,35.7181,DOWN,0
2000-09-15,27.75,28.0,30.7644,29.575,35.4981,DOWN,0
2000-09-18,26.5,27.5,30.8206,28.425,35.2081,UP,1
2000-09-19,30.375,26.25,30.8938,28.4,34.9656,DOWN,0
2000-09-20,29.6875,30.4375,30.9636,28.5375,34.7244,DOWN,0
2000-09-21,23.9375,28.25,31.0039,27.65,34.36,UP,1
2000-09-22,26.5,24.25,31.062,27.4,34.035,DOWN,0
2000-09-25,25.9375,26.75,31.1183,27.2875,33.6538,DOWN,0
2000-09-26,24.875,26.0,31.1695,26.1875,33.2388,DOWN,0
2000-09-27,24.0,25.0625,31.2169,25.05,32.8088,DOWN,0
2000-09-28,23.625,24.75,31.2659,24.9875,32.3787,UP,1
2000-09-29,24.0,24.0625,31.3181,24.4875,31.9975,DOWN,0
2000-10-02,23.25,23.9375,31.3606,23.95,31.6613,UP,1
2000-10-03,23.6875,24.0,31.407,23.7125,31.355,UP,1
2000-10-04,24.4375,23.5,31.4561,23.8,31.0563,DOWN,0
2000-10-05,23.5,24.4375,31.4984,23.775,30.7644,DOWN,0
2000-10-06,22.0,23.8125,31.5364,23.375,30.5044,UP,1
2000-10-09,22.375,22.75,31.5767,23.2,30.2419,UP,1
2000-10-10,22.75,22.75,31.6181,23.0125,29.9769,UP,1
2000-10-11,23.5,22.25,31.6638,22.825,29.7694,DOWN,0
2000-10-12,22.5625,24.25,31.7055,22.6375,29.5956,DOWN,0
2000-10-13,21.875,22.125,31.7438,22.6125,29.3781,DOWN,0
2000-10-16,20.375,21.8125,31.7733,22.2125,29.1581,DOWN,0
2000-10-17,18.375,20.0,31.7877,21.3375,28.8756,DOWN,0
2000-10-18,18.125,17.5,31.8052,20.2625,28.6256,UP,1
2000-10-19,21.8125,19.9375,31.8392,20.1125,28.4444,UP,1
2000-10-20,22.125,21.875,31.8698,20.1625,28.3169,DOWN,0
2000-10-23,21.875,22.1875,31.898,20.4625,28.1769,DOWN,0
2000-10-24,20.1875,21.75,31.9114,20.825,27.9506,DOWN,0
2000-10-25,19.1875,20.1875,31.9211,21.0375,27.6944,UP,1
2000-10-26,20.3125,19.125,31.932,20.7375,27.4481,UP,1
2000-10-27,20.4375,21.0,31.9398,20.4,27.1756,DOWN,0
2000-10-30,20.25,20.375,31.9402,20.075,26.8781,UP,1
2000-10-31,22.625,20.875,31.9558,20.5625,26.6488,UP,1
2000-11-01,23.8125,21.875,31.9723,21.4875,26.4363,DOWN,0
2000-11-02,23.75,24.625,31.9952,22.175,26.2163,DOWN,0
2000-11-03,23.75,24.0625,32.0192,22.8375,25.9925,UP,1
2000-11-06,24.3125,24.4375,32.0545,23.65,25.7888,DOWN,0
2000-11-07,22.5625,24.0,32.0673,23.6375,25.55,DOWN,0
2000-11-08,21.6875,22.6875,32.0833,23.2125,25.2888,DOWN,0
2000-11-09,21.0,21.125,32.0959,22.6625,25.0088,DOWN,0
2000-11-10,20.0625,21.125,32.1081,21.925,24.66,UP,1
2000-11-13,21.3125,19.3125,32.1247,21.325,24.3363,UP,1
2000-11-14,21.75,22.5,32.142,21.1625,24.0763,UP,1
2000-11-15,21.9375,21.8125,32.1616,21.2125,23.875,DOWN,0
2000-11-16,20.5625,21.6875,32.1669,21.125,23.6263,DOWN,0
2000-11-17,20.5625,20.5625,32.1733,21.225,23.4,DOWN,0
2000-11-20,20.375,20.25,32.1719,21.0375,23.1625,DOWN,0
2000-11-21,19.9375,20.5625,32.1681,20.675,22.9513,DOWN,0
2000-11-22,19.625,19.8125,32.1611,20.2125,22.7638,UP,1
2000-11-24,20.8125,20.375,32.1589,20.2625,22.6125,DOWN,0
2000-11-27,19.0,21.4375,32.1402,19.95,22.4375,DOWN,0
2000-11-28,17.75,18.75,32.1208,19.425,22.2625,DOWN,0
2000-11-29,17.0625,17.6875,32.0973,18.85,21.9963,DOWN,0
2000-11-30,15.25,16.0,32.0642,17.975,21.7075,UP,1
2000-12-01,15.4375,15.8125,32.0339,16.9,21.5375,DOWN,0
2000-12-04,15.375,15.875,32.0033,16.175,21.315,UP,1
2000-12-05,15.75,15.5,31.9775,15.775,21.1112,DOWN,0
2000-12-06,14.4375,16.1875,31.947,15.25,20.9025,UP,1
2000-12-07,14.5,14.5625,31.9131,15.1,20.7125,UP,1
2000-12-08,16.0625,15.25,31.8922,15.225,20.5613,UP,1
2000-12-11,17.3125,16.25,31.8844,15.6125,20.4275,DOWN,0
2000-12-12,17.25,17.5,31.8719,15.9125,20.3075,DOWN,0
2000-12-13,16.75,17.875,31.8544,16.375,20.1688,DOWN,0
2000-12-14,16.5,16.75,31.8388,16.775,20.01,DOWN,0
2000-12-15,16.1875,16.3125,31.8159,16.8,19.8638,DOWN,0
2000-12-18,15.25,16.0,31.7734,16.3875,19.7288,UP,1
2000-12-19,15.375,15.4375,31.7128,16.0125,19.5888,DOWN,0
2000-12-20,14.5625,15.125,31.6519,15.575,19.425,DOWN,0
2000-12-21,13.6875,14.3125,31.575,15.0125,19.2288,UP,1
2000-12-22,14.3125,14.0,31.5166,14.6375,19.0638,DOWN,0
2000-12-26,14.125,14.625,31.4584,14.4125,18.9088,UP,1
2000-12-27,14.625,14.125,31.4116,14.2625,18.7938,DOWN,0
2000-12-28,14.3125,14.5,31.36,14.2125,18.7125,DOWN,0
2000-12-29,13.8125,14.3125,31.3061,14.2375,18.6263,UP,1
2001-01-02,14.375,14.125,31.253,14.25,18.4775,UP,1
2001-01-03,16.25,14.5,31.1998,14.675,18.36,UP,1
2001-01-04,16.6875,16.125,31.1463,15.0875,18.2563,DOWN,0
2001-01-05,16.0,17.1875,31.0825,15.425,18.1725,UP,1
2001-01-08,16.1875,15.9375,31.025,15.9,18.1125,UP,1
2001-01-09,16.75,16.8125,30.9738,16.375,18.0413,UP,1
2001-01-10,17.125,16.5,30.9239,16.55,17.975,UP,1
2001-01-11,18.1875,16.875,30.877,16.85,17.9338,DOWN,0
2001-01-12,17.8125,18.125,30.8292,17.2125,17.8375,DOWN,0
2001-01-16,17.125,17.8125,30.7648,17.4,17.7038,UP,1
2001-01-17,18.5,19.0625,30.7098,17.75,17.5988,UP,1
2001-01-18,22.6875,18.5625,30.6711,18.8625,17.5775,DOWN,0
2001-01-19,22.0,22.75,30.6283,19.625,17.5313,DOWN,0
2001-01-22,21.4375,21.625,30.5645,20.35,17.5088,UP,1
2001-01-23,22.3125,21.1875,30.4986,21.3875,17.5212,UP,1
2001-01-24,22.6875,22.5,30.4233,22.225,17.555,DOWN,0
2001-01-25,21.9375,22.5,30.3442,22.075,17.5925,DOWN,0
2001-01-26,21.375,21.375,30.2745,21.95,17.5938,UP,1
2001-01-29,23.0,21.7,30.1995,22.2625,17.6188,UP,1
2001-01-30,24.02,23.14,30.1421,22.604,17.6604,UP,1
2001-01-31,24.6,23.65,30.1001,22.9865,17.7412,UP,1
2001-02-01,25.71,25.3,30.0471,23.741,17.8441,DOWN,0
2001-02-02,23.89,25.65,29.9691,24.244,17.9144,UP,1
2001-02-05,24.0,23.64,29.9009,24.444,17.9957,UP,1
2001-02-06,24.05,23.75,29.8256,24.45,18.0842,DOWN,0
2001-02-07,23.57,23.7,29.7409,24.244,18.1393,UP,1
2001-02-08,24.0,23.98,29.6422,23.902,18.2393,UP,1
2001-02-09,24.37,23.95,29.5584,23.998,18.3717,DOWN,0
2001-02-12,24.0,23.35,29.4653,23.998,18.5105,UP,1
2001-02-13,24.01,24.0,29.3666,23.99,18.6857,UP,1
2001-02-14,24.95,24.0,29.2704,24.266,18.8759,UP,1
2001-02-15,26.23,25.5,29.1778,24.712,19.093,DOWN,0
2001-02-16,24.71,24.85,29.082,24.78,19.2722,DOWN,0
2001-02-20,22.57,25.0,28.9698,24.494,19.4349,UP,1
2001-02-21,23.0,21.62,28.8548,24.292,19.6049,DOWN,0
2001-02-22,21.0,23.0,28.7379,23.502,19.7036,UP,1
2001-02-23,22.1,20.85,28.6397,22.676,19.7994,UP,1
2001-02-26,22.83,22.1,28.554,22.3,19.911,DOWN,0
2001-02-27,21.98,22.82,28.4445,22.182,20.0156,DOWN,0
2001-02-28,21.5,22.03,28.3378,21.882,20.1156,DOWN,0
2001-03-01,20.95,20.5,28.2288,21.872,20.2108,UP,1
2001-03-02,21.74,19.75,28.1162,21.8,20.3406,UP,1
2001-03-05,23.13,22.15,28.0194,21.86,20.4957,UP,1
2001-03-06,24.75,24.0,27.9269,22.414,20.6995,UP,1
2001-03-07,25.1,24.9,27.8429,23.134,20.9277,UP,1
2001-03-08,26.0,25.05,27.7716,24.144,21.1615,DOWN,0
2001-03-09,23.3,24.5,27.6994,24.456,21.345,DOWN,0
2001-03-12,22.73,22.75,27.6313,24.376,21.5071,UP,1
2001-03-13,23.78,23.45,27.5736,24.182,21.6964,UP,1
2001-03-14,23.94,22.5,27.5083,23.95,21.899,DOWN,0
2001-03-15,23.56,24.7,27.4111,23.462,22.0827,DOWN,0
2001-03-16,23.4,23.55,27.3238,23.482,22.2257,UP,1
2001-03-19,23.73,23.5,27.2324,23.682,22.3665,DOWN,0
2001-03-20,22.43,23.6,27.1192,23.412,22.4951,UP,1
2001-03-21,23.29,22.0,27.0079,23.282,22.6372,UP,1
2001-03-22,26.45,24.05,26.9145,23.86,22.8312,UP,1
2001-03-23,29.44,27.08,26.8442,25.068,23.0775,DOWN,0
2001-03-26,28.74,29.5,26.7701,26.07,23.2885,UP,1
2001-03-27,29.69,28.27,26.6967,27.522,23.5261,DOWN,0
2001-03-28,27.7,29.0,26.6214,28.404,23.7376,UP,1
2001-03-29,28.3,27.25,26.5429,28.774,23.9336,DOWN,0
2001-03-30,26.54,28.15,26.4662,28.194,24.0106,DOWN,0
2001-04-02,25.5,26.7,26.3866,27.546,24.0806,DOWN,0
2001-04-03,23.68,24.75,26.2987,26.344,24.1255,DOWN,0
2001-04-04,20.74,23.5,26.1729,24.952,24.094,UP,1
2001-04-05,23.02,22.0,26.0598,23.896,24.1007,DOWN,0
2001-04-06,20.05,22.8,25.9226,22.598,24.0629,DOWN,0
2001-04-09,19.7,20.3,25.793,21.438,24.0294,UP,1
2001-04-10,21.32,20.0,25.6802,20.966,23.9958,UP,1
2001-04-11,23.51,26.0,25.5796,21.52,23.9856,UP,1
2001-04-12,24.85,23.3,25.4932,21.886,23.9906,DOWN,0
2001-04-16,23.5,23.85,25.409,22.576,23.9464,DOWN,0
2001-04-17,23.0,23.0,25.3334,23.236,23.9286,UP,1
2001-04-18,27.85,25.0,25.2795,24.542,24.0056,UP,1
2001-04-19,29.01,28.86,25.214,25.642,24.1048,DOWN,0
2001-04-20,29.0,29.0,25.1708,26.472,24.2134,DOWN,0
2001-04-23,27.6,27.8,25.1151,27.292,24.2854,DOWN,0
2001-04-24,27.35,27.45,25.0468,28.162,24.345,DOWN,0
2001-04-25,26.9,27.35,24.9688,27.972,24.403,UP,1
2001-04-26,27.51,27.85,24.8976,27.672,24.473,UP,1
2001-04-27,30.0,28.5,24.8368,27.872,24.574,UP,1
2001-04-30,31.0,30.75,24.7781,28.552,24.6694,UP,1
2001-05-01,31.86,30.5,24.7124,29.454,24.8124,UP,1
2001-05-02,32.95,32.0,24.649,30.664,25.02,DOWN,0
2001-05-03,32.61,31.9,24.5846,31.684,25.2122,DOWN,0
2001-05-04,30.99,31.15,24.5139,31.882,25.412,DOWN,0
2001-05-07,30.01,31.0,24.4486,31.684,25.5702,DOWN,0
2001-05-08,29.75,30.4,24.3971,31.262,25.7086,DOWN,0
2001-05-09,28.15,28.87,24.3428,30.302,25.832,UP,1
2001-05-10,28.7,30.0,24.2894,29.52,25.976,DOWN,0
2001-05-11,27.68,28.75,24.2374,28.858,26.1106,DOWN,0
2001-05-14,27.2,27.68,24.1984,28.296,26.2198,UP,1
2001-05-15,29.14,28.2,24.1666,28.174,26.34,UP,1
2001-05-16,31.5,29.1,24.1441,28.844,26.475,UP,1
2001-05-17,31.55,31.5,24.1325,29.414,26.604,UP,1
2001-05-18,32.49,31.25,24.1387,30.376,26.7338,UP,1
2001-05-21,34.4,31.95,24.1469,31.816,26.9558,DOWN,0
2001-05-22,33.99,34.0,24.16,32.786,27.181,DOWN,0
2001-05-23,32.66,33.55,24.1608,33.018,27.3586,DOWN,0
2001-05-24,31.95,32.66,24.1674,33.098,27.5188,DOWN,0
2001-05-25,31.94,31.96,24.1727,32.988,27.6864,DOWN,0
2001-05-29,29.43,31.91,24.1774,31.994,27.807,DOWN,0
2001-05-30,27.95,29.2,24.1728,30.786,27.8914,UP,1
2001-05-31,28.25,27.95,24.1565,29.904,28.0078,UP,1
2001-06-01,29.6,29.0,24.1445,29.434,28.134,DOWN,0
2001-06-04,27.61,29.55,24.1194,28.568,28.1572,UP,1
2001-06-05,28.9,28.1,24.0936,28.462,28.1464,DOWN,0
2001-06-06,28.37,29.25,24.0598,28.546,28.139,UP,1
2001-06-07,30.28,28.6,24.0408,28.952,28.1508,UP,1
2001-06-08,31.1,30.9,24.0241,29.252,28.2188,DOWN,0
2001-06-11,30.05,31.1,24.0006,29.74,28.2538,DOWN,0
2001-06-12,29.67,29.05,23.9742,29.894,28.3164,DOWN,0
2001-06-13,29.28,29.75,23.9481,30.076,28.392,DOWN,0
2001-06-14,27.44,28.08,23.9128,29.508,28.4672,UP,1
2001-06-15,27.56,27.05,23.8769,28.8,28.6036,DOWN,0
2001-06-18,26.4,27.5,23.8339,28.07,28.6712,DOWN,0
2001-06-19,24.99,27.5,23.7713,27.134,28.77,DOWN,0
2001-06-20,23.95,24.0,23.7036,26.068,28.855,UP,1
2001-06-21,24.48,24.05,23.6522,25.476,28.9182,UP,1
2001-06-22,24.67,24.65,23.6156,24.898,28.9414,UP,1
2001-06-25,25.29,25.95,23.577,24.676,28.9502,UP,1
2001-06-26,26.15,25.15,23.5484,24.908,29.0032,UP,1
2001-06-27,26.5,25.9,23.5197,25.418,29.0732,UP,1
2001-06-28,27.43,26.95,23.5043,26.008,29.0648,UP,1
2001-06-29,28.9,27.43,23.5038,26.854,29.0626,UP,1
2001-07-02,29.74,29.05,23.5106,27.744,29.0774,UP,1
2001-07-03,29.76,29.1,23.5207,28.466,29.1206,DOWN,0
2001-07-05,28.64,29.25,23.5314,28.894,29.1464,DOWN,0
2001-07-06,20.8,23.5,23.4835,27.568,29.0244,UP,1
2001-07-09,21.2,20.87,23.4411,26.028,28.8982,DOWN,0
2001-07-10,21.0,21.5,23.4264,24.28,28.7182,UP,1
2001-07-11,21.12,20.99,23.3995,22.552,28.5206,UP,1
2001-07-12,22.7,22.0,23.3833,21.364,28.3374,DOWN,0
2001-07-13,21.08,21.85,23.3643,21.42,28.1,DOWN,0
