ticker,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-12-24,14.51,14.67,10.1863,14.446,15.7978,UP,1
2003-12-26,14.7,14.54,10.2308,14.474,15.8186,UP,1
2003-12-29,15.28,14.95,10.2784,14.678,15.845,DOWN,0
2003-12-30,15.11,15.33,10.3249,14.854,15.8674,DOWN,0
2003-12-31,14.9,15.2,10.3666,14.9,15.883,DOWN,0
2004-01-02,14.86,15.1,10.4066,14.97,15.8944,UP,1
2004-01-05,15.2,15.05,10.4473,15.07,15.9192,UP,1
2004-01-06,15.61,15.21,10.4896,15.136,15.9584,UP,1
2004-01-07,15.66,15.78,10.535,15.246,15.9998,UP,1
2004-01-08,15.93,15.95,10.5812,15.452,16.0414,DOWN,0
2004-01-09,15.54,15.74,10.6266,15.588,16.0552,UP,1
2004-01-12,15.77,15.7,10.6732,15.702,16.0688,DOWN,0
2004-01-13,15.19,15.84,10.7181,15.618,16.069,UP,1
2004-01-14,15.2,15.35,10.7632,15.526,16.069,UP,1
2004-01-15,15.9,15.25,10.8108,15.52,16.0684,UP,1
2004-01-16,16.76,16.01,10.8596,15.764,16.0726,UP,1
2004-01-20,17.38,17.24,10.9105,16.086,16.08,DOWN,0
2004-01-21,15.9,16.7,10.9545,16.228,16.0572,DOWN,0
2004-01-22,15.43,15.93,10.9959,16.274,16.0256,DOWN,0
2004-01-23,15.32,15.43,11.0375,16.158,15.9956,UP,1
2004-01-26,15.6,15.19,11.0809,15.926,15.9752,DOWN,0
2004-01-27,15.56,15.8,11.1238,15.562,15.9248,DOWN,0
2004-01-28,15.3,15.9,11.1645,15.442,15.865,DOWN,0
2004-01-29,14.68,15.5,11.2009,15.292,15.8014,UP,1
2004-01-30,14.86,14.71,11.2372,15.2,15.7514,DOWN,0
2004-02-02,14.64,15.0,11.2709,15.008,15.6976,UP,1
2004-02-03,14.75,14.59,11.3045,14.846,15.6406,DOWN,0
2004-02-04,14.13,14.52,11.3336,14.612,15.5932,UP,1
2004-02-05,14.17,14.15,11.3622,14.51,15.5406,UP,1
2004-02-06,14.94,14.2,11.395,14.526,15.4912,UP,1
2004-02-09,15.06,15.01,11.4313,14.61,15.4426,UP,1
2004-02-10,15.54,15.14,11.4713,14.768,15.3988,UP,1
2004-02-11,15.71,15.6,11.5119,15.084,15.3536,DOWN,0
2004-02-12,15.09,15.71,11.5491,15.268,15.294,DOWN,0
2004-02-13,14.94,15.25,11.5866,15.268,15.2348,DOWN,0
2004-02-17,14.93,15.12,11.6244,15.242,15.1876,UP,1
2004-02-18,15.3,14.98,11.6639,15.194,15.1604,DOWN,0
2004-02-19,14.97,15.54,11.7009,15.046,15.1384,DOWN,0
2004-02-20,14.65,14.97,11.736,14.958,15.1166,DOWN,0
2004-02-23,13.99,14.5,11.7685,14.768,15.098,UP,1
2004-02-24,14.01,13.95,11.8023,14.584,15.0846,UP,1
2004-02-25,14.52,14.39,11.8381,14.428,15.0712,UP,1
2004-02-26,15.05,14.6,11.8762,14.444,15.0668,DOWN,0
2004-02-27,15.0,15.2,11.9137,14.514,15.0722,DOWN,0
2004-03-01,14.89,14.66,11.9506,14.694,15.0828,UP,1
2004-03-02,14.93,15.07,11.9879,14.878,15.1016,DOWN,0
2004-03-03,14.7,14.95,12.0234,14.914,15.1044,UP,1
2004-03-04,15.39,14.76,12.0643,14.982,15.127,DOWN,0
2004-03-05,15.36,15.1,12.1061,15.054,15.1496,DOWN,0
2004-03-08,14.7,15.49,12.1443,15.016,15.1502,DOWN,0
2004-03-09,14.53,14.71,12.1817,14.936,15.1506,DOWN,0
2004-03-10,14.43,14.43,12.2193,14.882,15.1452,UP,1
2004-03-11,14.44,14.22,12.2555,14.692,15.1284,UP,1
2004-03-12,15.0,14.74,12.2939,14.62,15.1262,DOWN,0
2004-03-15,14.6,14.88,12.3298,14.6,15.1202,UP,1
2004-03-16,14.92,14.79,12.368,14.678,15.1214,UP,1
2004-03-17,15.35,15.02,12.4104,14.862,15.1244,DOWN,0
2004-03-18,15.35,15.5,12.4525,15.044,15.1192,DOWN,0
2004-03-19,15.25,15.27,12.4937,15.094,15.111,DOWN,0
2004-03-22,14.79,15.05,12.5325,15.132,15.0882,UP,1
2004-03-23,14.86,15.07,12.5722,15.12,15.0746,UP,1
2004-03-24,15.54,14.86,12.6171,15.158,15.07,UP,1
2004-03-25,15.87,15.65,12.6631,15.262,15.0836,DOWN,0
2004-03-26,15.51,15.75,12.7086,15.314,15.0898,UP,1
2004-03-29,15.73,15.67,12.7527,15.502,15.0864,UP,1
2004-03-30,16.03,15.6,12.8003,15.736,15.0718,UP,1
2004-03-31,16.23,16.03,12.8484,15.874,15.0488,UP,1
2004-04-01,16.79,16.28,12.8994,16.058,15.0666,UP,1
2004-04-02,17.45,17.14,12.9529,16.446,15.107,DOWN,0
2004-04-05,17.43,17.25,13.006,16.786,15.1492,DOWN,0
2004-04-06,17.1,17.2,13.0576,17.0,15.1792,DOWN,0
2004-04-07,16.9,17.0,13.1091,17.134,15.206,UP,1
2004-04-08,17.0,17.24,13.1626,17.176,15.24,UP,1
2004-04-12,17.37,17.12,13.2177,17.16,15.2938,DOWN,0
2004-04-13,17.16,17.5,13.2707,17.106,15.3398,DOWN,0
2004-04-14,17.12,16.75,13.3244,17.11,15.3894,DOWN,0
2004-04-15,16.22,17.12,13.3735,16.974,15.4188,DOWN,0
2004-04-16,16.05,16.22,13.421,16.784,15.4572,UP,1
2004-04-19,16.29,16.1,13.4687,16.568,15.4996,DOWN,0
2004-04-20,15.79,16.45,13.5141,16.294,15.5166,UP,1
2004-04-21,16.28,15.94,13.5596,16.126,15.541,UP,1
2004-04-22,16.46,16.13,13.6064,16.174,15.5594,DOWN,0
2004-04-23,16.36,16.6,13.6526,16.236,15.5724,DOWN,0
2004-04-26,16.0,16.37,13.6974,16.178,15.5906,DOWN,0
2004-04-27,15.59,16.0,13.7393,16.138,15.6036,DOWN,0
2004-04-28,15.17,15.4,13.7792,15.916,15.6084,DOWN,0
2004-04-29,14.6,15.17,13.8158,15.544,15.5944,DOWN,0
2004-04-30,14.22,14.66,13.8503,15.116,15.5794,DOWN,0
2004-05-03,14.22,14.69,13.885,14.76,15.5708,UP,1
2004-05-04,14.46,14.33,13.9217,14.534,15.5802,DOWN,0
2004-05-05,14.35,14.46,13.958,14.37,15.587,UP,1
2004-05-06,14.37,14.27,13.9934,14.324,15.584,UP,1
2004-05-07,14.91,14.31,14.032,14.462,15.5812,UP,1
2004-05-10,15.02,14.9,14.0718,14.622,15.5816,UP,1
2004-05-11,15.48,15.28,14.1134,14.826,15.5934,DOWN,0
2004-05-12,15.14,15.36,14.1524,14.984,15.5976,DOWN,0
2004-05-13,14.67,15.14,14.1892,15.044,15.597,DOWN,0
2004-05-14,13.87,14.67,14.2222,14.836,15.5666,UP,1
2004-05-17,13.88,13.93,14.2551,14.608,15.537,UP,1
2004-05-18,13.95,14.05,14.2889,14.302,15.522,UP,1
2004-05-19,14.49,14.45,14.3252,14.172,15.5212,DOWN,0
2004-05-20,14.19,14.49,14.3598,14.076,15.5164,UP,1
2004-05-21,14.24,14.43,14.3947,14.15,15.5124,UP,1
2004-05-24,14.36,14.43,14.4287,14.246,15.4996,UP,1
2004-05-25,14.92,14.3,14.467,14.44,15.506,UP,1
2004-05-26,15.12,14.85,14.5057,14.566,15.51,UP,1
2004-05-27,15.2,15.25,14.5447,14.768,15.507,UP,1
2004-05-28,15.55,15.24,14.5846,15.03,15.511,DOWN,0
2004-06-01,15.3,15.5,14.622,15.218,15.512,DOWN,0
2004-06-02,15.08,15.35,14.6584,15.25,15.5178,DOWN,0
2004-06-03,14.59,14.95,14.6868,15.144,15.5124,UP,1
2004-06-04,15.12,14.89,14.7162,15.128,15.504,UP,1
2004-06-07,15.8,15.3,14.7496,15.178,15.5026,UP,1
2004-06-08,16.18,15.8,14.7833,15.354,15.516,DOWN,0
2004-06-09,15.51,16.32,14.8113,15.44,15.5116,UP,1
2004-06-10,15.75,15.66,14.8396,15.672,15.506,DOWN,0
2004-06-14,15.15,15.75,14.8648,15.678,15.4844,UP,1
2004-06-15,15.39,15.38,14.8906,15.596,15.4564,DOWN,0
2004-06-16,15.24,15.38,14.9122,15.408,15.4122,DOWN,0
2004-06-17,14.76,15.18,14.9295,15.258,15.3588,UP,1
2004-06-18,14.88,14.35,14.9481,15.084,15.3144,DOWN,0
2004-06-21,14.1,14.94,14.9636,14.874,15.2584,UP,1
2004-06-22,14.67,14.16,14.9784,14.73,15.2118,UP,1
2004-06-23,15.4,14.88,14.9949,14.762,15.1724,DOWN,0
2004-06-24,15.32,15.4,15.0093,14.874,15.1356,UP,1
2004-06-25,15.5,15.32,15.0254,14.998,15.1032,DOWN,0
2004-06-28,15.29,15.72,15.0455,15.236,15.0846,UP,1
2004-06-29,15.82,15.72,15.0655,15.466,15.08,UP,1
2004-06-30,15.9,15.85,15.0842,15.566,15.0722,DOWN,0
2004-07-01,15.5,15.9,15.1022,15.602,15.0664,DOWN,0
2004-07-02,15.27,15.5,15.1173,15.556,15.0462,DOWN,0
2004-07-06,14.81,15.0,15.1289,15.46,15.0132,UP,1
2004-07-07,15.22,14.82,15.141,15.34,14.9904,DOWN,0
2004-07-08,15.1,15.05,15.1531,15.18,14.9724,DOWN,0
2004-07-09,14.81,15.25,15.1651,15.042,14.9568,DOWN,0
2004-07-12,14.43,14.71,15.1753,14.874,14.942,UP,1
2004-07-13,14.5,14.55,15.1901,14.812,14.94,DOWN,0
2004-07-14,13.74,13.78,15.2019,14.516,14.9304,DOWN,0
2004-07-15,12.97,13.8,15.2124,14.09,14.9054,DOWN,0
2004-07-16,12.64,13.2,15.2196,13.656,14.869,DOWN,0
2004-07-19,12.55,12.64,15.2268,13.28,14.833,UP,1
2004-07-20,12.68,12.64,15.2344,12.916,14.7992,DOWN,0
2004-07-21,12.12,12.88,15.2365,12.592,14.7434,UP,1
2004-07-22,12.64,12.17,15.2403,12.526,14.6958,DOWN,0
2004-07-23,12.12,12.43,15.2401,12.422,14.6286,DOWN,0
2004-07-26,11.65,12.15,15.2344,12.242,14.5588,DOWN,0
2004-07-27,11.61,11.7,15.2276,12.028,14.4976,DOWN,0
2004-07-28,11.33,11.51,15.2188,11.87,14.4468,UP,1
2004-07-29,11.84,11.5,15.2118,11.71,14.406,UP,1
2004-07-30,12.49,12.0,15.2073,11.784,14.3768,DOWN,0
2004-08-02,12.29,12.2,15.2006,11.912,14.3328,DOWN,0
2004-08-03,11.6,12.21,15.1903,11.91,14.281,UP,1
2004-08-04,11.86,11.65,15.1798,12.016,14.2334,DOWN,0
2004-08-05,11.81,11.87,15.1689,12.01,14.1824,DOWN,0
2004-08-06,11.26,11.55,15.1546,11.764,14.1092,DOWN,0
2004-08-09,11.17,11.75,15.139,11.54,14.0302,UP,1
2004-08-10,11.52,11.2,15.1268,11.524,13.9566,DOWN,0
2004-08-11,10.93,11.2,15.1132,11.338,13.8642,DOWN,0
2004-08-12,10.9,10.8,15.0997,11.156,13.7762,UP,1
2004-08-13,11.06,10.97,15.0858,11.116,13.6958,UP,1
2004-08-16,11.24,11.06,15.0677,11.13,13.6288,UP,1
2004-08-17,11.38,11.35,15.0492,11.102,13.554,UP,1
2004-08-18,11.87,11.28,15.0326,11.29,13.4754,DOWN,0
2004-08-19,11.75,11.87,15.0154,11.46,13.3868,UP,1
2004-08-20,11.97,11.75,14.9956,11.642,13.316,UP,1
2004-08-23,12.26,12.13,14.9741,11.846,13.2462,DOWN,0
2004-08-24,11.95,12.42,14.9488,11.96,13.1822,UP,1
2004-08-25,12.2,11.95,14.9246,12.026,13.1184,DOWN,0
2004-08-26,11.82,11.81,14.8987,12.04,13.05,UP,1
2004-08-27,11.96,11.86,14.8744,12.038,12.994,DOWN,0
2004-08-30,11.59,11.96,14.8492,11.904,12.9282,DOWN,0
2004-08-31,11.43,11.5,14.816,11.8,12.8748,UP,1
2004-09-01,11.7,11.7,14.783,11.7,12.8154,DOWN,0
2004-09-02,11.67,11.72,14.7521,11.67,12.7408,DOWN,0
2004-09-03,10.9,11.32,14.7198,11.458,12.6524,UP,1
2004-09-07,10.97,11.1,14.688,11.334,12.5618,DOWN,0
2004-09-08,10.86,10.96,14.6543,11.22,12.4732,UP,1
2004-09-09,11.6,11.0,14.6298,11.2,12.3888,UP,1
2004-09-10,12.21,11.6,14.6068,11.308,12.315,UP,1
2004-09-13,12.9,12.43,14.5843,11.708,12.263,DOWN,0
2004-09-14,12.7,12.83,14.5603,12.054,12.2116,DOWN,0
2004-09-15,12.22,12.55,14.5328,12.326,12.1598,DOWN,0
2004-09-16,12.17,12.3,14.5038,12.44,12.0988,UP,1
2004-09-17,12.7,12.26,14.4769,12.538,12.0508,UP,1
2004-09-20,12.79,12.5,14.4514,12.516,12.0104,UP,1
2004-09-21,13.03,13.0,14.4301,12.582,11.9824,DOWN,0
2004-09-22,12.98,13.03,14.4117,12.734,11.952,DOWN,0
2004-09-23,12.82,12.98,14.3954,12.864,11.9336,DOWN,0
2004-09-24,12.42,12.83,14.3788,12.808,11.9226,UP,1
2004-09-27,12.47,12.25,14.3666,12.744,11.9192,DOWN,0
2004-09-28,12.46,12.47,14.3555,12.63,11.9174,UP,1
2004-09-29,12.8,12.49,14.3435,12.594,11.9198,UP,1
2004-09-30,13.0,12.55,14.3322,12.63,11.9374,UP,1
2004-10-01,13.43,13.1,14.3257,12.832,11.9532,UP,1
2004-10-04,13.7,13.52,14.3224,13.078,11.9848,DOWN,0
2004-10-05,13.68,13.21,14.3208,13.322,12.0254,UP,1
2004-10-06,13.97,13.75,14.3179,13.556,12.0726,UP,1
2004-10-07,14.11,13.97,14.3171,13.778,12.1282,DOWN,0
2004-10-08,13.5,14.0,14.3135,13.792,12.1614,UP,1
2004-10-11,13.95,13.75,14.3099,13.842,12.1906,DOWN,0
2004-10-12,13.7,13.66,14.3058,13.846,12.2188,UP,1
2004-10-13,13.84,14.14,14.3015,13.82,12.2636,DOWN,0
2004-10-14,13.59,13.65,14.2931,13.716,12.2982,UP,1
2004-10-15,14.0,13.75,14.2875,13.816,12.342,UP,1
2004-10-18,14.19,13.9,14.284,13.864,12.4006,UP,1
2004-10-19,14.75,14.45,14.2834,14.074,12.4722,UP,1
2004-10-20,15.41,14.76,14.2845,14.388,12.55,UP,1
2004-10-21,15.95,15.73,14.2862,14.86,12.6504,DOWN,0
2004-10-22,15.56,15.98,14.2857,15.172,12.7436,DOWN,0
2004-10-25,15.5,15.49,14.2835,15.434,12.8324,UP,1
2004-10-26,15.62,15.79,14.2839,15.608,12.92,UP,1
2004-10-27,16.23,15.67,14.2862,15.772,13.017,UP,1
2004-10-28,16.69,16.25,14.2937,15.92,13.1134,UP,1
2004-10-29,16.82,16.69,14.3018,16.172,13.2148,UP,1
2004-11-01,17.34,16.88,14.309,16.54,13.3222,UP,1
2004-11-02,17.7,17.34,14.3137,16.956,13.431,DOWN,0
2004-11-03,17.1,18.1,14.3123,17.13,13.534,DOWN,0
2004-11-04,16.98,17.15,14.3177,17.188,13.6296,UP,1
2004-11-05,17.09,16.81,14.326,17.242,13.735,UP,1
2004-11-08,17.37,17.09,14.3363,17.248,13.8432,DOWN,0
2004-11-09,17.22,17.27,14.3444,17.152,13.9558,UP,1
2004-11-10,17.29,17.4,14.353,17.19,14.073,UP,1
2004-11-11,18.59,17.8,14.3695,17.512,14.2108,UP,1
2004-11-12,21.02,19.08,14.4012,18.298,14.3978,DOWN,0
2004-11-15,20.98,20.85,14.4318,19.02,14.5994,DOWN,0
2004-11-16,20.88,20.85,14.463,19.752,14.7976,UP,1
2004-11-17,21.99,21.26,14.4992,20.692,15.0202,DOWN,0
2004-11-18,21.96,21.5,14.5383,21.366,15.2274,DOWN,0
2004-11-19,20.81,21.7,14.5715,21.324,15.3994,UP,1
2004-11-22,20.96,20.5,14.6016,21.32,15.5606,UP,1
2004-11-23,21.39,21.3,14.6333,21.422,15.7344,UP,1
2004-11-24,21.57,21.6,14.6634,21.338,15.9214,DOWN,0
2004-11-26,21.54,21.83,14.6926,21.254,16.1088,DOWN,0
2004-11-29,21.23,21.85,14.7233,21.338,16.2794,UP,1
2004-11-30,21.28,21.07,14.755,21.402,16.4492,UP,1
2004-12-01,22.61,21.6,14.7934,21.646,16.6408,UP,1
2004-12-02,22.62,22.11,14.83,21.856,16.8336,UP,1
2004-12-03,23.22,23.0,14.8712,22.192,17.0416,UP,1
2004-12-06,24.85,23.22,14.9222,22.916,17.2902,DOWN,0
2004-12-07,23.49,24.4,14.9697,23.358,17.5106,DOWN,0
2004-12-08,22.9,23.39,15.0142,23.416,17.7194,DOWN,0
2004-12-09,22.1,22.35,15.0521,23.312,17.9054,DOWN,0
2004-12-10,21.83,21.83,15.086,23.034,18.082,UP,1
2004-12-13,22.11,22.55,15.1215,22.486,18.2556,UP,1
2004-12-14,22.54,22.35,15.1598,22.296,18.4324,UP,1
2004-12-15,22.64,22.73,15.1983,22.244,18.6116,DOWN,0
2004-12-16,22.49,22.6,15.2373,22.322,18.782,DOWN,0
2004-12-17,22.43,22.1,15.2725,22.442,18.9484,DOWN,0
2004-12-20,21.84,22.5,15.3049,22.388,19.1152,DOWN,0
2004-12-21,21.73,21.86,15.34,22.226,19.2708,UP,1
2004-12-22,21.83,21.78,15.3765,22.064,19.4334,UP,1
2004-12-23,22.12,21.83,15.415,21.99,19.599,DOWN,0
2004-12-27,21.9,22.26,15.4523,21.884,19.7652,DOWN,0
2004-12-28,21.73,22.0,15.4859,21.862,19.9198,UP,1
2004-12-29,21.96,21.75,15.5227,21.908,20.0752,DOWN,0
2004-12-30,21.95,22.01,15.5579,21.932,20.2192,UP,1
2004-12-31,22.02,22.0,15.5912,21.912,20.3514,DOWN,0
2005-01-03,21.41,22.11,15.6215,21.814,20.4606,DOWN,0
2005-01-04,20.21,21.48,15.6463,21.51,20.5536,DOWN,0
2005-01-05,19.75,20.32,15.6711,21.068,20.6386,DOWN,0
2005-01-06,19.72,20.07,15.6954,20.622,20.7206,UP,1
2005-01-07,19.92,19.91,15.7173,20.202,20.7944,UP,1
2005-01-10,20.13,20.1,15.7386,19.946,20.8632,DOWN,0
2005-01-11,14.86,16.63,15.7354,18.876,20.824,UP,1
2005-01-12,15.02,14.95,15.7318,17.93,20.7776,UP,1
2005-01-13,15.16,15.1,15.7275,17.018,20.7268,DOWN,0
2005-01-14,15.16,15.2,15.7221,16.066,20.688,UP,1
2005-01-18,15.5,15.05,15.7157,15.14,20.6584,DOWN,0
2005-01-19,15.5,15.33,15.7059,15.268,20.6266,UP,1
2005-01-20,15.64,15.36,15.697,15.392,20.592,DOWN,0
2005-01-21,15.49,15.64,15.6889,15.458,20.5574,DOWN,0
2005-01-24,15.16,15.6,15.6802,15.458,20.5148,UP,1
2005-01-25,15.75,15.27,15.674,15.508,20.458,UP,1
2005-01-26,15.98,15.84,15.667,15.604,20.3572,UP,1
2005-01-27,16.12,15.98,15.6618,15.7,20.26,DOWN,0
2005-01-28,15.71,16.14,15.6548,15.744,20.1566,UP,1
2005-01-31,15.8,15.88,15.6527,15.872,20.0328,UP,1
2005-02-01,16.27,15.9,15.6538,15.976,19.919,UP,1
2005-02-02,16.66,16.35,15.6556,16.112,19.836,UP,1
2005-02-03,16.67,16.7,15.66,16.222,19.7502,UP,1
2005-02-04,17.49,16.88,15.6661,16.578,19.6722,DOWN,0
2005-02-07,17.22,17.5,15.6699,16.862,19.5852,UP,1
2005-02-08,17.64,17.2,15.6763,17.136,19.5072,UP,1
2005-02-09,17.94,18.06,15.686,17.392,19.4414,DOWN,0
2005-02-10,17.75,18.14,15.6968,17.608,19.3708,UP,1
2005-02-11,18.11,17.75,15.7115,17.732,19.2808,UP,1
2005-02-14,18.24,18.1,15.7297,17.936,19.1932,DOWN,0
2005-02-15,17.68,18.24,15.747,17.944,19.0824,DOWN,0
2005-02-16,17.45,17.55,15.7631,17.846,18.9344,DOWN,0
2005-02-17,17.06,17.51,15.7761,17.708,18.8058,DOWN,0
2005-02-18,16.9,17.0,15.7889,17.466,18.6858,UP,1
2005-02-22,17.0,16.75,15.802,17.218,18.5838,DOWN,0
2005-02-23,16.6,16.87,15.8105,17.002,18.4792,UP,1
2005-02-24,17.62,16.64,15.8235,17.036,18.3894,UP,1
2005-02-25,17.77,17.73,15.8349,17.178,18.294,DOWN,0
2005-02-28,17.45,17.7,15.8465,17.288,18.1902,UP,1
2005-03-01,17.96,17.63,15.8629,17.48,18.0996,DOWN,0
2005-03-02,17.65,17.7,15.8818,17.69,18.004,DOWN,0
2005-03-03,17.52,17.9,15.9,17.67,17.9176,DOWN,0
2005-03-04,17.43,17.62,15.9174,17.602,17.8316,UP,1
2005-03-07,17.47,17.34,15.9323,17.606,17.7444,DOWN,0
2005-03-08,17.12,17.47,15.947,17.438,17.6444,DOWN,0
2005-03-09,16.94,17.1,15.9605,17.296,17.5452,UP,1
2005-03-10,17.02,17.0,15.9738,17.196,17.451,DOWN,0
2005-03-11,16.36,17.13,15.981,16.982,17.339,UP,1
2005-03-14,16.44,16.36,15.9876,16.776,17.2288,DOWN,0
2005-03-15,16.07,16.5,15.9919,16.566,17.1098,DOWN,0
2005-03-16,16.03,16.03,15.9943,16.384,17.0022,UP,1
2005-03-17,16.12,16.03,15.9984,16.204,16.9204,DOWN,0
2005-03-18,16.08,16.23,16.0034,16.148,16.847,DOWN,0
2005-03-21,15.75,16.1,16.0092,16.01,16.7676,DOWN,0
2005-03-22,15.38,15.8,16.0105,15.872,16.6768,UP,1
2005-03-23,15.65,15.33,16.0098,15.796,16.5872,UP,1
2005-03-24,16.12,15.75,16.0095,15.796,16.6124,DOWN,0
2005-03-28,15.47,16.25,16.0093,15.674,16.6214,DOWN,0
2005-03-29,15.42,15.4,16.0076,15.608,16.6266,UP,1
2005-03-30,16.21,15.55,16.0129,15.774,16.6476,DOWN,0
2005-03-31,16.12,16.21,16.0166,15.868,16.66,UP,1
2005-04-01,16.19,16.31,16.0213,15.882,16.6738,DOWN,0
2005-04-04,15.95,16.18,16.0273,15.978,16.68,DOWN,0
2005-04-05,15.85,16.0,16.0321,16.064,16.6872,DOWN,0
2005-04-06,15.74,15.95,16.0403,15.97,16.6988,UP,1
2005-04-07,16.18,15.7,16.0479,15.982,16.7074,UP,1
2005-04-08,17.09,16.24,16.0563,16.162,16.7296,DOWN,0
2005-04-11,17.02,17.09,16.0648,16.376,16.7476,UP,1
2005-04-12,17.23,17.02,16.0735,16.652,16.778,DOWN,0
2005-04-13,17.06,17.23,16.0823,16.916,16.8032,DOWN,0
2005-04-14,16.26,17.0,16.0845,16.932,16.803,DOWN,0
2005-04-15,15.45,15.86,16.0823,16.604,16.7788,DOWN,0
2005-04-18,15.28,15.45,16.0812,16.256,16.751,DOWN,0
2005-04-19,15.28,15.49,16.0812,15.866,16.7068,DOWN,0
2005-04-20,14.65,15.36,16.0804,15.384,16.6554,UP,1
2005-04-21,14.99,15.01,16.0793,15.13,16.6024,DOWN,0
2005-04-22,14.6,15.02,16.0768,14.96,16.5356,UP,1
2005-04-25,14.7,14.8,16.0762,14.844,16.4746,DOWN,0
2005-04-26,14.62,14.65,16.0772,14.712,16.4048,DOWN,0
2005-04-27,14.51,14.6,16.0772,14.684,16.3302,DOWN,0
2005-04-28,14.16,14.3,16.0793,14.518,16.2598,UP,1
2005-04-29,14.23,14.25,16.0856,14.444,16.1954,UP,1
2005-05-02,14.32,14.21,16.094,14.368,16.1406,UP,1
2005-05-03,14.36,14.26,16.1031,14.316,16.0898,UP,1
2005-05-04,14.68,14.4,16.1131,14.35,16.0434,UP,1
2005-05-05,14.74,14.68,16.1262,14.466,16.0062,UP,1
2005-05-06,14.9,14.93,16.1375,14.6,15.9518,UP,1
2005-05-09,15.05,15.08,16.1521,14.746,15.8974,UP,1
2005-05-10,15.07,15.2,16.1692,14.888,15.8498,UP,1
2005-05-11,15.09,15.14,16.1866,14.97,15.7924,UP,1
2005-05-12,15.3,15.04,16.2065,15.082,15.7454,UP,1
2005-05-13,15.48,15.33,16.2247,15.198,15.7046,UP,1
2005-05-16,15.67,15.7,16.2406,15.322,15.6694,DOWN,0
2005-05-17,15.67,15.52,16.2575,15.442,15.6334,UP,1
2005-05-18,15.82,15.7,16.2786,15.588,15.6074,UP,1
2005-05-19,15.86,15.82,16.2986,15.7,15.5858,UP,1
2005-05-20,16.0,15.91,16.3195,15.804,15.5654,DOWN,0
2005-05-23,15.95,16.12,16.343,15.86,15.5572,UP,1
2005-05-24,16.12,15.81,16.3677,15.95,15.5508,UP,1
2005-05-25,16.16,16.0,16.3909,16.018,15.5526,UP,1
2005-05-26,16.36,16.23,16.4181,16.118,15.5592,DOWN,0
2005-05-27,16.21,16.3,16.4446,16.16,15.561,UP,1
2005-05-31,16.4,16.15,16.4713,16.25,15.5674,UP,1
2005-06-01,16.72,16.35,16.4987,16.37,15.5868,UP,1
2005-06-02,17.05,16.72,16.5271,16.548,15.6202,UP,1
2005-06-03,17.08,17.1,16.5531,16.692,15.6488,DOWN,0
2005-06-06,17.01,17.0,16.5794,16.852,15.6666,UP,1
2005-06-07,17.56,17.2,16.6074,17.084,15.7084,UP,1
2005-06-08,17.8,17.7,16.6351,17.3,15.756,UP,1
2005-06-09,18.21,17.79,16.6664,17.532,15.796,DOWN,0
2005-06-10,17.57,18.24,16.6932,17.63,15.825,DOWN,0
2005-06-13,17.32,17.45,16.7207,17.692,15.8476,DOWN,0
2005-06-14,17.08,17.25,16.7463,17.596,15.8702,DOWN,0
2005-06-15,17.05,17.25,16.7736,17.446,15.8942,UP,1
2005-06-16,17.39,17.23,16.8034,17.282,15.9272,UP,1
2005-06-17,17.44,17.69,16.8321,17.256,15.9524,UP,1
2005-06-20,17.53,17.23,16.8614,17.298,15.9612,UP,1
2005-06-21,17.8,17.48,16.8959,17.442,15.9768,UP,1
2005-06-22,17.91,17.85,16.9306,17.614,15.9904,DOWN,0
2005-06-23,17.62,17.88,16.9644,17.66,16.0016,DOWN,0
2005-06-24,17.17,17.6,16.9923,17.606,16.0198,DOWN,0
2005-06-27,16.65,17.11,17.0145,17.43,16.0438,UP,1
2005-06-28,17.7,16.85,17.0385,17.41,16.0922,DOWN,0
2005-06-29,17.37,17.69,17.0618,17.302,16.134,DOWN,0
2005-06-30,17.34,17.5,17.0874,17.246,16.1878,UP,1
2005-07-01,17.45,17.34,17.1138,17.302,16.237,UP,1
2005-07-05,18.04,17.74,17.1405,17.58,16.3058,UP,1
2005-07-06,18.51,18.05,17.1691,17.742,16.382,UP,1
2005-07-07,18.73,18.22,17.1976,18.014,16.4642,UP,1
2005-07-08,18.94,18.69,17.2274,18.334,16.5528,UP,1
2005-07-11,19.01,19.05,17.2584,18.646,16.6498,UP,1
2005-07-12,19.37,18.93,17.2931,18.912,16.7526,DOWN,0
2005-07-13,19.25,19.2,17.327,19.06,16.8512,UP,1
2005-07-14,19.88,19.77,17.3641,19.29,16.9616,UP,1
2005-07-15,20.01,19.87,17.4002,19.504,17.0682,DOWN,0
2005-07-18,19.94,19.95,17.4349,19.69,17.1722,UP,1
2005-07-19,20.67,20.02,17.4711,19.95,17.2876,DOWN,0
2005-07-20,20.59,20.25,17.5055,20.218,17.3984,DOWN,0
2005-07-21,20.37,20.51,17.539,20.316,17.5044,UP,1
2005-07-22,20.49,20.4,17.5716,20.412,17.6124,DOWN,0
2005-07-25,19.75,20.22,17.5998,20.374,17.7014,UP,1
2005-07-26,19.85,19.7,17.6315,20.21,17.7888,UP,1
2005-07-27,20.1,19.92,17.6623,20.112,17.8774,UP,1
