ticker,INCY US Equity,INCY US Equity,INCY US Equity,INCY US Equity,INCY US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-08-22,4.69,4.72,4.8683,4.654,4.2636,DOWN,0
2006-08-23,4.6,4.67,4.8659,4.706,4.2758,UP,1
2006-08-24,4.8,4.6,4.8641,4.746,4.2922,DOWN,0
2006-08-25,4.72,4.75,4.8623,4.712,4.3042,UP,1
2006-08-28,4.87,4.76,4.8618,4.736,4.3208,UP,1
2006-08-29,5.04,4.86,4.8615,4.806,4.3406,UP,1
2006-08-30,5.14,5.01,4.8622,4.914,4.361,DOWN,0
2006-08-31,5.11,5.13,4.8628,4.976,4.3782,DOWN,0
2006-09-01,4.92,5.11,4.8635,5.016,4.3926,UP,1
2006-09-05,5.05,4.97,4.8649,5.052,4.4112,DOWN,0
2006-09-06,4.88,5.0,4.8653,5.02,4.423,DOWN,0
2006-09-07,4.8,4.84,4.8653,4.952,4.436,UP,1
2006-09-08,4.84,4.79,4.8602,4.898,4.4498,DOWN,0
2006-09-11,4.76,4.78,4.8542,4.866,4.458,UP,1
2006-09-12,4.97,4.78,4.849,4.85,4.4654,DOWN,0
2006-09-13,4.88,4.95,4.8437,4.85,4.4726,DOWN,0
2006-09-14,4.87,4.84,4.8395,4.864,4.4786,DOWN,0
2006-09-15,4.83,4.93,4.8344,4.862,4.483,DOWN,0
2006-09-18,4.81,4.79,4.8307,4.872,4.4894,UP,1
2006-09-19,4.89,4.79,4.8255,4.856,4.4994,UP,1
2006-09-20,4.96,5.02,4.8206,4.872,4.511,DOWN,0
2006-09-21,4.35,4.45,4.8122,4.768,4.5116,DOWN,0
2006-09-22,4.21,4.35,4.8037,4.644,4.5118,UP,1
2006-09-25,4.25,4.2,4.796,4.532,4.516,UP,1
2006-09-26,4.3,4.25,4.7884,4.414,4.5216,UP,1
2006-09-27,4.34,4.27,4.7801,4.29,4.5284,DOWN,0
2006-09-28,4.34,4.37,4.7722,4.288,4.5308,DOWN,0
2006-09-29,4.23,4.35,4.7642,4.292,4.5332,DOWN,0
2006-10-02,4.19,4.24,4.7564,4.28,4.5378,DOWN,0
2006-10-03,4.14,4.19,4.7474,4.248,4.5366,UP,1
2006-10-04,4.31,4.13,4.74,4.242,4.5376,UP,1
2006-10-05,4.41,4.28,4.7338,4.256,4.5416,UP,1
2006-10-06,4.51,4.38,4.7282,4.312,4.5484,UP,1
2006-10-09,4.63,4.48,4.7225,4.4,4.5562,UP,1
2006-10-10,4.64,4.62,4.7175,4.5,4.5638,UP,1
2006-10-11,4.68,4.6,4.7128,4.574,4.5732,UP,1
2006-10-12,4.85,4.74,4.7098,4.662,4.5834,DOWN,0
2006-10-13,4.85,4.85,4.7072,4.73,4.5926,UP,1
2006-10-16,4.87,4.82,4.7047,4.778,4.6028,DOWN,0
2006-10-17,4.87,4.82,4.7024,4.824,4.6176,UP,1
2006-10-18,4.89,4.87,4.7001,4.866,4.6332,UP,1
2006-10-19,4.99,4.9,4.6986,4.894,4.6516,DOWN,0
2006-10-20,4.98,5.01,4.6967,4.92,4.667,DOWN,0
2006-10-23,4.88,4.94,4.6935,4.922,4.682,DOWN,0
2006-10-24,4.8,4.83,4.6899,4.908,4.6956,DOWN,0
2006-10-25,4.72,4.78,4.686,4.874,4.7048,UP,1
2006-10-26,4.8,4.73,4.6821,4.836,4.714,DOWN,0
2006-10-27,4.77,4.77,4.6785,4.794,4.7174,DOWN,0
2006-10-30,4.76,4.72,4.675,4.77,4.7148,DOWN,0
2006-10-31,4.76,4.79,4.6722,4.762,4.715,DOWN,0
2006-11-01,4.65,4.69,4.6689,4.748,4.7142,DOWN,0
2006-11-02,4.65,4.58,4.6661,4.718,4.7152,UP,1
2006-11-03,4.7,4.65,4.6638,4.704,4.7132,UP,1
2006-11-06,4.85,4.7,4.6623,4.722,4.7158,DOWN,0
2006-11-07,4.83,4.86,4.661,4.736,4.715,UP,1
2006-11-08,4.99,4.79,4.6607,4.804,4.714,DOWN,0
2006-11-09,4.9,4.99,4.6599,4.854,4.7092,UP,1
2006-11-10,4.94,4.88,4.6589,4.902,4.7058,UP,1
2006-11-13,4.96,4.97,4.6584,4.924,4.7066,UP,1
2006-11-14,5.19,5.0,4.6589,4.996,4.7094,UP,1
2006-11-15,5.27,5.18,4.6597,5.052,4.7172,DOWN,0
2006-11-16,5.22,5.27,4.6587,5.116,4.7256,UP,1
2006-11-17,5.36,5.22,4.6586,5.2,4.736,DOWN,0
2006-11-20,5.34,5.33,4.6582,5.276,4.7476,UP,1
2006-11-21,5.52,5.1,4.6596,5.342,4.7586,DOWN,0
2006-11-22,5.47,5.38,4.6611,5.382,4.7704,DOWN,0
2006-11-24,5.47,5.42,4.6626,5.432,4.7824,DOWN,0
2006-11-27,5.34,5.43,4.6629,5.428,4.7926,DOWN,0
2006-11-28,5.24,5.31,4.6633,5.408,4.8012,UP,1
2006-11-29,5.25,5.3,4.6633,5.354,4.8084,DOWN,0
2006-11-30,5.24,5.22,4.6626,5.308,4.814,DOWN,0
2006-12-01,5.16,5.22,4.6615,5.246,4.8302,UP,1
2006-12-04,5.49,5.15,4.6602,5.276,4.8558,UP,1
2006-12-05,5.76,5.53,4.6618,5.38,4.886,DOWN,0
2006-12-06,5.74,5.77,4.6632,5.478,4.9148,UP,1
2006-12-07,5.79,5.72,4.6648,5.588,4.9438,UP,1
2006-12-08,5.92,5.77,4.6667,5.74,4.9754,DOWN,0
2006-12-11,5.87,5.93,4.6656,5.816,5.0082,UP,1
2006-12-12,5.92,5.9,4.6658,5.848,5.0428,UP,1
2006-12-13,5.93,5.97,4.6659,5.886,5.0786,UP,1
2006-12-14,5.96,5.97,4.6647,5.92,5.1116,DOWN,0
2006-12-15,5.92,5.99,4.6643,5.92,5.1418,UP,1
2006-12-18,6.06,5.92,4.6643,5.958,5.1728,DOWN,0
2006-12-19,5.98,6.0,4.6641,5.97,5.1998,DOWN,0
2006-12-20,5.98,5.98,4.6639,5.98,5.2266,DOWN,0
2006-12-21,5.98,5.95,4.6643,5.984,5.2526,DOWN,0
2006-12-22,5.98,5.97,4.6644,5.996,5.2752,DOWN,0
2006-12-26,5.88,5.95,4.664,5.96,5.2958,UP,1
2006-12-27,5.98,5.88,4.6638,5.96,5.318,DOWN,0
2006-12-28,5.81,5.99,4.6627,5.926,5.3368,UP,1
2006-12-29,5.84,5.78,4.6614,5.898,5.3558,UP,1
2007-01-03,6.02,5.86,4.6614,5.906,5.3764,UP,1
2007-01-04,6.19,6.0,4.6624,5.968,5.4006,DOWN,0
2007-01-05,6.04,6.13,4.6628,5.98,5.4238,UP,1
2007-01-08,6.36,6.41,4.6646,6.09,5.455,UP,1
2007-01-09,7.06,6.45,4.6692,6.334,5.5018,DOWN,0
2007-01-10,6.83,7.0,4.6733,6.496,5.5424,UP,1
2007-01-11,7.12,6.87,4.679,6.682,5.5894,UP,1
2007-01-12,7.32,7.13,4.6863,6.938,5.6406,DOWN,0
2007-01-16,7.23,7.42,4.6923,7.112,5.69,DOWN,0
2007-01-17,7.18,7.17,4.6978,7.136,5.7406,DOWN,0
2007-01-18,7.11,7.15,4.7032,7.192,5.7898,UP,1
2007-01-19,7.16,7.08,4.7211,7.2,5.839,UP,1
2007-01-22,7.32,7.17,4.7397,7.2,5.8884,DOWN,0
2007-01-23,7.31,7.24,4.758,7.216,5.938,UP,1
2007-01-24,7.42,7.36,4.7761,7.264,5.9866,DOWN,0
2007-01-25,7.3,7.42,4.7929,7.302,6.0346,UP,1
2007-01-26,7.31,7.33,4.81,7.332,6.082,UP,1
2007-01-29,7.44,7.29,4.8287,7.356,6.1316,DOWN,0
2007-01-30,7.34,7.42,4.8464,7.362,6.1746,UP,1
2007-01-31,7.43,7.32,4.8639,7.364,6.2178,UP,1
2007-02-01,7.45,7.46,4.882,7.394,6.2624,UP,1
2007-02-02,7.58,7.45,4.9,7.448,6.3068,DOWN,0
2007-02-05,7.34,7.59,4.916,7.428,6.3468,UP,1
2007-02-06,7.35,7.35,4.9319,7.43,6.3834,DOWN,0
2007-02-07,7.27,7.38,4.9473,7.398,6.4194,DOWN,0
2007-02-08,7.26,7.24,4.9626,7.36,6.4552,DOWN,0
2007-02-09,7.22,7.24,4.9777,7.288,6.4928,DOWN,0
2007-02-12,7.09,7.22,4.9929,7.238,6.5298,UP,1
2007-02-13,7.16,7.14,5.008,7.2,6.568,UP,1
2007-02-14,7.17,7.21,5.023,7.18,6.6066,DOWN,0
2007-02-15,6.94,7.12,5.0367,7.116,6.6422,DOWN,0
2007-02-16,6.89,6.92,5.0506,7.05,6.6702,UP,1
2007-02-20,7.0,6.85,5.0647,7.032,6.695,DOWN,0
2007-02-21,6.97,6.95,5.0785,6.994,6.7196,DOWN,0
2007-02-22,6.93,6.94,5.0915,6.946,6.7424,DOWN,0
2007-02-23,6.82,6.91,5.1039,6.922,6.7604,UP,1
2007-02-26,7.21,6.82,5.1184,6.986,6.7872,DOWN,0
2007-02-27,6.57,7.21,5.1299,6.9,6.8002,DOWN,0
2007-02-28,6.41,6.57,5.1417,6.788,6.8098,DOWN,0
2007-03-01,6.35,6.32,5.1536,6.672,6.8176,DOWN,0
2007-03-02,6.03,6.26,5.1646,6.514,6.8198,DOWN,0
2007-03-05,6.01,6.0,5.1754,6.274,6.8188,UP,1
2007-03-06,6.3,6.08,5.1882,6.22,6.8252,DOWN,0
2007-03-07,6.15,6.28,5.1996,6.168,6.8286,UP,1
2007-03-08,6.22,6.22,5.2106,6.142,6.8334,UP,1
2007-03-09,6.39,6.29,5.2227,6.214,6.8416,DOWN,0
2007-03-12,6.31,6.33,5.235,6.274,6.8502,DOWN,0
2007-03-13,6.04,6.34,5.2454,6.222,6.8514,UP,1
2007-03-14,6.22,6.01,5.2561,6.236,6.8596,DOWN,0
2007-03-15,6.22,6.23,5.2669,6.236,6.8672,DOWN,0
2007-03-16,6.11,6.21,5.2771,6.18,6.869,UP,1
2007-03-19,6.48,6.16,5.2886,6.214,6.8748,UP,1
2007-03-20,6.5,6.44,5.2998,6.306,6.884,UP,1
2007-03-21,6.66,6.53,5.3117,6.394,6.89,DOWN,0
2007-03-22,6.55,6.69,5.3244,6.46,6.8798,UP,1
2007-03-23,6.77,6.57,5.3378,6.592,6.8786,DOWN,0
2007-03-26,6.49,6.74,5.3493,6.594,6.866,DOWN,0
2007-03-27,6.49,6.45,5.3607,6.592,6.8494,DOWN,0
2007-03-28,6.45,6.43,5.3723,6.55,6.8338,UP,1
2007-03-29,6.54,6.51,5.3848,6.548,6.821,UP,1
2007-03-30,6.59,6.68,5.3978,6.512,6.8106,UP,1
2007-04-02,6.68,6.63,5.4113,6.55,6.801,DOWN,0
2007-04-03,6.68,6.72,5.4241,6.588,6.7882,DOWN,0
2007-04-04,6.53,6.7,5.4366,6.604,6.7726,UP,1
2007-04-05,6.8,6.5,5.4503,6.656,6.7602,UP,1
2007-04-09,7.02,6.82,5.4648,6.742,6.7546,UP,1
2007-04-10,7.58,7.51,5.4815,6.922,6.76,DOWN,0
2007-04-11,7.3,7.63,5.497,7.046,6.7572,UP,1
2007-04-12,7.64,7.33,5.5146,7.268,6.7632,UP,1
2007-04-13,7.75,7.68,5.5319,7.458,6.7696,UP,1
2007-04-16,7.92,7.78,5.5507,7.638,6.779,DOWN,0
2007-04-17,7.81,7.94,5.569,7.684,6.7836,UP,1
2007-04-18,7.83,7.8,5.5864,7.79,6.7934,DOWN,0
2007-04-19,7.83,7.77,5.6026,7.828,6.803,UP,1
2007-04-20,7.9,7.99,5.6195,7.858,6.8156,UP,1
2007-04-23,8.01,7.9,5.6367,7.876,6.8306,UP,1
2007-04-24,8.05,8.01,5.6539,7.924,6.8472,UP,1
2007-04-25,8.24,8.09,5.6726,8.006,6.8702,DOWN,0
2007-04-26,8.11,8.25,5.6912,8.062,6.8892,DOWN,0
2007-04-27,7.88,8.1,5.7087,8.058,6.9034,DOWN,0
2007-04-30,7.71,7.86,5.7257,7.998,6.9188,DOWN,0
2007-05-01,7.7,7.73,5.7432,7.928,6.935,UP,1
2007-05-02,7.9,7.67,5.7625,7.86,6.953,DOWN,0
2007-05-03,7.83,7.86,5.7815,7.804,6.9702,DOWN,0
2007-05-04,7.63,7.79,5.7997,7.754,6.9842,DOWN,0
2007-05-07,7.48,7.59,5.816,7.708,6.9974,DOWN,0
2007-05-08,7.46,7.44,5.8327,7.66,7.0024,DOWN,0
2007-05-09,7.41,7.42,5.85,7.562,7.0192,DOWN,0
2007-05-10,7.1,7.37,5.8645,7.416,7.033,UP,1
2007-05-11,7.25,7.1,5.8794,7.34,7.051,DOWN,0
2007-05-14,7.2,7.27,5.8944,7.284,7.0744,DOWN,0
2007-05-15,7.19,7.25,5.9095,7.23,7.098,DOWN,0
2007-05-16,7.18,7.2,5.9242,7.184,7.1156,DOWN,0
2007-05-17,7.01,7.17,5.9379,7.166,7.1328,UP,1
2007-05-18,7.13,7.04,5.9525,7.142,7.151,UP,1
2007-05-21,7.25,7.1,5.9671,7.152,7.1682,UP,1
2007-05-22,7.26,7.23,5.9814,7.166,7.1872,UP,1
2007-05-23,7.3,7.26,5.9961,7.19,7.2124,DOWN,0
2007-05-24,7.02,7.31,6.0106,7.192,7.2284,UP,1
2007-05-25,7.11,7.06,6.0256,7.188,7.2462,UP,1
2007-05-29,7.33,7.11,6.0419,7.204,7.2706,DOWN,0
2007-05-30,7.2,7.29,6.0568,7.192,7.285,DOWN,0
2007-05-31,7.09,7.2,6.0716,7.15,7.2968,UP,1
2007-06-01,7.11,7.12,6.0866,7.168,7.3058,DOWN,0
2007-06-04,7.04,7.1,6.1005,7.154,7.3156,UP,1
2007-06-05,7.2,7.02,6.1148,7.128,7.3242,DOWN,0
2007-06-06,7.03,7.16,6.1269,7.094,7.335,DOWN,0
2007-06-07,6.67,7.02,6.1358,7.01,7.3386,UP,1
2007-06-08,6.72,6.64,6.1457,6.932,7.344,DOWN,0
2007-06-11,6.52,6.7,6.1548,6.828,7.3436,DOWN,0
2007-06-12,6.31,6.5,6.1634,6.65,7.338,UP,1
2007-06-13,6.4,6.34,6.1714,6.524,7.3324,UP,1
2007-06-14,6.49,6.39,6.1802,6.488,7.3286,UP,1
2007-06-15,6.81,6.62,6.1899,6.506,7.3342,DOWN,0
2007-06-18,6.8,6.81,6.1987,6.562,7.3342,UP,1
2007-06-19,6.88,6.76,6.2074,6.676,7.3314,DOWN,0
2007-06-20,6.62,6.9,6.215,6.72,7.3122,DOWN,0
2007-06-21,6.38,6.57,6.2223,6.698,7.2938,DOWN,0
2007-06-22,6.2,6.33,6.228,6.576,7.265,DOWN,0
2007-06-25,6.09,6.21,6.2341,6.434,7.2318,DOWN,0
2007-06-26,6.0,6.14,6.2401,6.258,7.1934,UP,1
2007-06-27,6.25,5.93,6.2471,6.184,7.1622,UP,1
2007-06-28,6.28,6.26,6.2547,6.164,7.1312,DOWN,0
2007-06-29,6.0,6.31,6.2599,6.124,7.0946,UP,1
2007-07-02,6.1,6.04,6.266,6.126,7.0586,DOWN,0
2007-07-03,6.1,6.1,6.2721,6.146,7.0204,DOWN,0
2007-07-05,6.02,6.09,6.2781,6.1,6.9798,DOWN,0
2007-07-06,6.0,6.01,6.284,6.044,6.935,DOWN,0
2007-07-09,5.89,6.0,6.289,6.022,6.8906,DOWN,0
2007-07-10,5.81,5.86,6.2933,5.964,6.8492,DOWN,0
2007-07-11,5.78,5.81,6.3004,5.9,6.8106,UP,1
2007-07-12,5.79,5.81,6.3083,5.854,6.7724,DOWN,0
2007-07-13,5.79,5.76,6.316,5.812,6.7302,DOWN,0
2007-07-16,5.71,5.78,6.3231,5.776,6.6878,UP,1
2007-07-17,5.78,5.71,6.3303,5.77,6.6508,DOWN,0
2007-07-18,5.78,5.76,6.3375,5.77,6.6168,UP,1
2007-07-19,5.98,5.81,6.3462,5.808,6.5872,DOWN,0
2007-07-20,5.71,5.97,6.3538,5.792,6.5532,DOWN,0
2007-07-23,5.61,5.73,6.3612,5.772,6.5234,DOWN,0
2007-07-24,5.42,5.64,6.3667,5.7,6.4868,DOWN,0
2007-07-25,5.31,5.43,6.3712,5.606,6.449,UP,1
2007-07-26,5.77,5.35,6.3775,5.564,6.4206,DOWN,0
2007-07-27,5.52,5.76,6.382,5.526,6.3874,DOWN,0
2007-07-30,5.41,5.53,6.3858,5.486,6.3554,DOWN,0
2007-07-31,5.32,5.37,6.389,5.466,6.3192,DOWN,0
2007-08-01,4.98,5.28,6.3897,5.4,6.2738,UP,1
2007-08-02,5.0,5.0,6.3904,5.246,6.2286,DOWN,0
2007-08-03,4.81,5.03,6.3901,5.104,6.1788,UP,1
2007-08-06,5.36,5.0,6.3926,5.094,6.1456,UP,1
2007-08-07,5.39,5.34,6.3951,5.108,6.1112,UP,1
2007-08-08,5.93,5.54,6.3998,5.298,6.0832,DOWN,0
2007-08-09,5.08,5.78,6.4003,5.314,6.0408,UP,1
2007-08-10,5.35,5.08,6.4026,5.422,6.006,DOWN,0
2007-08-13,5.06,5.5,6.4039,5.362,5.965,UP,1
2007-08-14,5.1,5.1,6.4058,5.304,5.9262,DOWN,0
2007-08-15,5.0,5.11,6.4068,5.118,5.8822,UP,1
2007-08-16,5.33,5.02,6.4096,5.168,5.8482,UP,1
2007-08-17,5.51,5.56,6.4134,5.2,5.825,UP,1
2007-08-20,5.62,5.53,6.4177,5.312,5.803,UP,1
2007-08-21,5.88,5.67,6.4238,5.468,5.7902,UP,1
2007-08-22,5.89,5.96,6.43,5.646,5.7818,DOWN,0
2007-08-23,5.78,5.93,6.4354,5.736,5.7694,UP,1
2007-08-24,5.87,5.77,6.4405,5.808,5.757,DOWN,0
2007-08-27,5.69,5.85,6.4448,5.822,5.7346,DOWN,0
2007-08-28,5.51,5.66,6.4474,5.748,5.7088,UP,1
2007-08-29,5.82,5.55,6.452,5.734,5.6876,DOWN,0
2007-08-30,5.73,5.75,6.456,5.724,5.6698,UP,1
2007-08-31,5.84,5.83,6.4604,5.718,5.659,DOWN,0
2007-09-04,5.7,5.8,6.4629,5.72,5.649,DOWN,0
2007-09-05,5.7,5.64,6.4651,5.758,5.6412,DOWN,0
2007-09-06,5.67,5.71,6.4673,5.728,5.6346,UP,1
2007-09-07,5.81,5.59,6.4696,5.744,5.6258,UP,1
2007-09-10,6.06,5.84,6.4732,5.788,5.6214,UP,1
2007-09-11,6.22,6.11,6.4767,5.892,5.6258,DOWN,0
2007-09-12,6.18,6.19,6.4802,5.988,5.6274,DOWN,0
2007-09-13,6.14,6.21,6.4836,6.082,5.6282,UP,1
2007-09-14,6.22,6.07,6.488,6.164,5.6322,DOWN,0
2007-09-17,6.08,6.19,6.4922,6.168,5.6338,UP,1
2007-09-18,6.48,6.12,6.4983,6.22,5.6456,UP,1
2007-09-19,6.69,6.5,6.5056,6.322,5.6632,DOWN,0
2007-09-20,6.45,6.67,6.512,6.384,5.6766,UP,1
2007-09-21,6.52,6.51,6.5172,6.444,5.6912,DOWN,0
2007-09-24,6.38,6.51,6.5203,6.504,5.703,DOWN,0
2007-09-25,6.37,6.33,6.5234,6.482,5.7162,UP,1
2007-09-26,7.23,6.59,6.5306,6.59,5.7452,UP,1
2007-09-27,7.45,7.45,6.5383,6.79,5.7786,DOWN,0
2007-09-28,7.15,7.37,6.5447,6.916,5.802,UP,1
2007-10-01,7.18,7.12,6.551,7.076,5.8314,UP,1
2007-10-02,7.43,7.18,6.5585,7.288,5.8678,DOWN,0
2007-10-03,7.39,7.37,6.5656,7.32,5.9072,UP,1
2007-10-04,7.5,7.43,6.5735,7.33,5.951,UP,1
2007-10-05,7.53,7.6,6.5809,7.406,5.9862,UP,1
2007-10-08,7.84,7.54,6.5902,7.538,6.0326,UP,1
2007-10-09,8.09,7.85,6.6007,7.67,6.0862,UP,1
2007-10-10,8.32,8.08,6.6124,7.856,6.1462,DOWN,0
2007-10-11,8.27,8.38,6.6239,8.01,6.212,UP,1
2007-10-12,8.48,8.26,6.6369,8.2,6.2816,UP,1
2007-10-15,8.59,8.48,6.6499,8.35,6.3572,UP,1
2007-10-16,8.62,8.58,6.664,8.456,6.4224,UP,1
2007-10-17,8.86,8.72,6.6791,8.564,6.4918,DOWN,0
2007-10-18,8.49,8.76,6.6914,8.608,6.543,DOWN,0
2007-10-19,8.26,8.45,6.7018,8.564,6.6066,DOWN,0
2007-10-22,8.26,8.15,6.7129,8.498,6.6648,UP,1
2007-10-23,8.46,8.34,6.7234,8.466,6.7328,DOWN,0
2007-10-24,8.37,8.38,6.7299,8.368,6.7982,DOWN,0
2007-10-25,8.28,8.4,6.7372,8.326,6.8638,UP,1
2007-10-26,8.51,8.4,6.7441,8.376,6.9274,UP,1
2007-10-29,8.59,8.52,6.7505,8.442,6.989,DOWN,0
2007-10-30,8.59,8.57,6.7573,8.468,7.0484,UP,1
2007-10-31,8.66,8.53,6.7647,8.526,7.104,DOWN,0
2007-11-01,8.12,8.76,6.7697,8.494,7.1486,DOWN,0
2007-11-02,7.85,8.19,6.7732,8.362,7.19,DOWN,0
2007-11-05,7.74,7.65,6.7753,8.192,7.2274,UP,1
2007-11-06,7.94,7.8,6.7784,8.062,7.2724,DOWN,0
2007-11-07,7.5,7.83,6.7788,7.83,7.3122,DOWN,0
2007-11-08,7.41,7.61,6.7794,7.688,7.344,UP,1
2007-11-09,8.0,7.29,6.7828,7.718,7.3894,UP,1
2007-11-12,8.3,7.97,6.7871,7.83,7.4386,UP,1
2007-11-13,8.37,8.38,6.7923,7.916,7.492,UP,1
2007-11-14,8.56,8.37,6.7979,8.128,7.5492,DOWN,0
2007-11-15,8.55,8.51,6.8034,8.356,7.6068,DOWN,0
2007-11-16,8.33,8.46,6.8072,8.422,7.6572,DOWN,0
2007-11-19,8.1,8.35,6.811,8.382,7.698,UP,1
2007-11-20,8.2,8.12,6.8152,8.348,7.7376,DOWN,0
2007-11-21,8.14,8.15,6.8196,8.264,7.7768,UP,1
2007-11-23,8.2,8.22,6.8243,8.194,7.818,DOWN,0
2007-11-26,8.0,8.18,6.8282,8.128,7.8536,UP,1
2007-11-27,8.01,8.0,6.8328,8.11,7.8922,UP,1
2007-11-28,8.48,8.11,6.8394,8.166,7.9322,UP,1
2007-11-29,8.61,8.5,6.8466,8.26,7.9706,DOWN,0
2007-11-30,8.58,8.75,6.8548,8.336,8.0132,UP,1
2007-12-03,8.99,8.55,6.8653,8.534,8.0626,UP,1
2007-12-04,9.47,8.97,6.8776,8.826,8.1244,DOWN,0
2007-12-05,9.34,9.61,6.8895,8.998,8.1838,UP,1
2007-12-06,9.71,9.34,6.9034,9.218,8.2334,DOWN,0
2007-12-07,9.2,9.72,6.9153,9.342,8.2684,UP,1
2007-12-10,9.87,9.2,6.9286,9.518,8.3228,UP,1
2007-12-11,10.07,9.9,6.9461,9.638,8.3806,UP,1
2007-12-12,10.43,10.17,6.9662,9.856,8.4406,UP,1
2007-12-13,10.78,10.35,6.9883,10.07,8.5084,DOWN,0
2007-12-14,10.5,10.55,7.0107,10.33,8.5684,UP,1
2007-12-17,10.51,10.88,7.0332,10.458,8.628,UP,1
2007-12-18,10.61,10.5,7.0547,10.566,8.6834,UP,1
2007-12-19,10.66,10.55,7.0773,10.612,8.7348,UP,1
2007-12-20,10.75,10.79,7.0999,10.606,8.7834,DOWN,0
2007-12-21,10.59,10.87,7.1209,10.624,8.8298,DOWN,0
2007-12-24,10.52,10.6,7.142,10.626,8.8706,UP,1
2007-12-26,10.56,10.46,7.1646,10.616,8.91,DOWN,0
2007-12-27,10.2,10.47,7.1845,10.524,8.9416,UP,1
2007-12-28,10.25,10.33,7.2046,10.424,8.9694,DOWN,0
2007-12-31,10.05,10.18,7.2243,10.316,9.0006,DOWN,0
2008-01-02,9.98,10.04,7.2418,10.208,9.035,UP,1
2008-01-03,10.0,10.01,7.2593,10.096,9.0698,DOWN,0
2008-01-04,9.38,9.42,7.2729,9.932,9.0882,UP,1
2008-01-07,9.47,9.47,7.2875,9.776,9.1102,UP,1
2008-01-08,11.39,9.53,7.3106,10.044,9.1724,DOWN,0
2008-01-09,11.05,11.22,7.3334,10.258,9.2232,UP,1
2008-01-10,11.18,11.0,7.3569,10.494,9.275,DOWN,0
2008-01-11,10.82,11.07,7.3787,10.782,9.3196,UP,1
2008-01-14,11.36,11.04,7.4028,11.16,9.3736,DOWN,0
2008-01-15,11.16,11.25,7.4257,11.114,9.4344,UP,1
2008-01-16,11.5,11.19,7.4498,11.204,9.5074,UP,1
2008-01-17,11.98,11.56,7.4763,11.364,9.5922,DOWN,0
2008-01-18,11.39,11.74,7.5006,11.478,9.6612,DOWN,0
2008-01-22,11.27,10.89,7.5229,11.46,9.7366,UP,1
2008-01-23,11.64,11.25,7.546,11.556,9.8212,DOWN,0
2008-01-24,11.5,11.73,7.5656,11.556,9.8912,DOWN,0
2008-01-25,11.31,11.43,7.5857,11.422,9.9514,UP,1
2008-01-28,11.54,11.31,7.6052,11.452,10.0148,UP,1
2008-01-29,12.0,11.59,7.6264,11.598,10.0836,UP,1
2008-01-30,12.14,11.75,7.6475,11.698,10.1554,DOWN,0
2008-01-31,11.98,11.91,7.6684,11.794,10.2284,UP,1
2008-02-01,12.36,12.05,7.691,12.004,10.3136,DOWN,0
2008-02-04,11.8,12.37,7.7109,12.056,10.3856,DOWN,0
2008-02-05,11.55,11.75,7.7291,11.966,10.4538,DOWN,0
2008-02-06,11.49,11.62,7.7465,11.836,10.5196,UP,1
2008-02-07,11.88,11.46,7.7657,11.816,10.5972,UP,1
2008-02-08,11.98,11.83,7.7844,11.74,10.6766,DOWN,0
2008-02-11,11.64,11.95,7.802,11.708,10.7398,UP,1
2008-02-12,11.9,11.75,7.8221,11.778,10.8056,UP,1
2008-02-13,12.19,12.18,7.8445,11.918,10.8778,UP,1
2008-02-14,12.42,12.29,7.8681,12.026,10.9464,DOWN,0
2008-02-15,12.2,12.29,7.8896,12.07,11.001,DOWN,0
2008-02-19,12.0,12.39,7.9105,12.142,11.0542,DOWN,0
2008-02-20,10.54,11.87,7.925,11.87,11.0708,DOWN,0
2008-02-21,10.5,10.59,7.9401,11.532,11.0968,DOWN,0
2008-02-22,9.91,10.5,7.9524,11.03,11.0976,UP,1
2008-02-25,10.57,10.0,7.9682,10.704,11.1076,DOWN,0
2008-02-26,10.56,10.4,7.9855,10.416,11.1102,DOWN,0
2008-02-27,10.29,10.3,8.0007,10.366,11.1004,DOWN,0
2008-02-28,10.22,10.4,8.0158,10.31,11.0948,DOWN,0
2008-02-29,9.91,10.08,8.0294,10.31,11.0828,DOWN,0
2008-03-03,9.91,9.9,8.043,10.178,11.0688,DOWN,0
2008-03-04,9.76,9.79,8.0568,10.018,11.0508,UP,1
2008-03-05,10.26,9.84,8.0724,10.012,11.041,DOWN,0
2008-03-06,9.66,10.18,8.0845,9.9,11.0224,DOWN,0
2008-03-07,9.46,9.58,8.0955,9.81,11.0012,DOWN,0
2008-03-10,8.53,9.48,8.1016,9.534,10.9606,UP,1
2008-03-11,8.59,8.76,8.1095,9.3,10.9284,UP,1
2008-03-12,9.41,8.66,8.121,9.13,10.9116,DOWN,0
2008-03-13,9.29,9.25,8.1308,9.056,10.8964,DOWN,0
2008-03-14,9.27,9.32,8.1411,9.018,10.8822,DOWN,0
2008-03-17,8.57,9.0,8.1485,9.026,10.8536,UP,1
2008-03-18,9.43,8.84,8.1601,9.194,10.8546,DOWN,0
2008-03-19,9.32,9.47,8.1715,9.176,10.8516,UP,1
2008-03-20,9.48,9.47,8.1829,9.214,10.8134,UP,1
2008-03-24,9.95,9.54,8.1975,9.35,10.7914,UP,1
2008-03-25,10.46,9.99,8.2165,9.728,10.777,DOWN,0
