ticker,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2008-12-19,12.43,12.35,11.926,12.2826,19.4111,DOWN,0
2008-12-22,11.93,12.35,12.238,12.2574,19.3892,DOWN,0
2008-12-23,11.84,11.99,12.254,12.1906,19.3649,DOWN,0
2008-12-24,11.68,11.89,12.004,12.0946,19.3388,UP,1
2008-12-26,11.83,11.71,11.942,12.041,19.315,DOWN,0
2008-12-29,11.68,11.83,11.792,11.9582,19.2921,UP,1
2008-12-30,11.99,11.78,11.804,11.8884,19.2703,UP,1
2008-12-31,12.61,12.1,11.958,11.841,19.2443,UP,1
2009-01-02,13.13,12.63,12.248,11.8212,19.2199,UP,1
2009-01-05,13.53,13.11,12.588,11.8316,19.1986,UP,1
2009-01-06,13.95,13.79,13.042,11.8452,19.1776,DOWN,0
2009-01-07,13.01,13.68,13.246,11.8168,19.1524,DOWN,0
2009-01-08,12.65,12.95,13.254,11.788,19.1254,DOWN,0
2009-01-09,12.38,12.61,13.104,11.7208,19.0989,DOWN,0
2009-01-12,11.9,12.35,12.778,11.639,19.0706,DOWN,0
2009-01-13,11.55,11.81,12.298,11.537,19.0402,DOWN,0
2009-01-14,10.82,11.34,11.86,11.4136,19.0035,UP,1
2009-01-15,11.72,10.85,11.674,11.328,18.9693,UP,1
2009-01-16,12.08,11.89,11.614,11.2314,18.9335,DOWN,0
2009-01-20,11.24,11.93,11.482,11.1426,18.891,UP,1
2009-01-21,11.41,11.32,11.454,11.0886,18.8478,DOWN,0
2009-01-22,11.28,11.09,11.546,11.0218,18.8017,UP,1
2009-01-23,11.82,10.98,11.566,10.987,18.7583,UP,1
2009-01-26,12.47,11.9,11.644,10.9718,18.7162,UP,1
2009-01-27,12.93,12.63,11.982,10.9796,18.6796,UP,1
2009-01-28,13.51,13.25,12.402,11.0072,18.6444,DOWN,0
2009-01-29,12.8,13.25,12.706,11.038,18.6056,DOWN,0
2009-01-30,12.15,12.95,12.772,11.0694,18.5589,DOWN,0
2009-02-02,11.98,11.97,12.674,11.1078,18.5148,UP,1
2009-02-03,12.5,11.82,12.588,11.1628,18.469,UP,1
2009-02-04,13.06,12.5,12.498,11.2492,18.428,UP,1
2009-02-05,13.55,12.7,12.648,11.3546,18.3909,UP,1
2009-02-06,14.06,13.71,13.03,11.456,18.3563,DOWN,0
2009-02-09,13.96,13.97,13.426,11.5562,18.3199,DOWN,0
2009-02-10,13.18,13.74,13.562,11.6236,18.2796,DOWN,0
2009-02-11,12.83,13.21,13.516,11.6888,18.2398,UP,1
2009-02-12,12.93,12.64,13.392,11.7774,18.1984,UP,1
2009-02-13,13.95,12.76,13.37,11.8818,18.1536,DOWN,0
2009-02-17,13.11,13.61,13.2,11.9692,18.1003,DOWN,0
2009-02-18,12.86,13.12,13.136,12.061,18.0451,DOWN,0
2009-02-19,12.66,12.96,13.102,12.1594,17.9893,DOWN,0
2009-02-20,12.39,12.5,12.994,12.2268,17.9317,DOWN,0
2009-02-23,12.01,12.45,12.606,12.2762,17.8755,UP,1
2009-02-24,12.71,12.01,12.526,12.3406,17.824,DOWN,0
2009-02-25,12.67,12.66,12.488,12.4028,17.7722,DOWN,0
2009-02-26,12.39,12.73,12.434,12.4464,17.7143,UP,1
2009-02-27,12.95,12.26,12.546,12.498,17.6539,DOWN,0
2009-03-02,12.56,12.7,12.656,12.514,17.5908,DOWN,0
2009-03-03,11.31,12.69,12.376,12.4816,17.5215,UP,1
2009-03-04,11.7,11.7,12.182,12.4728,17.4547,UP,1
2009-03-05,12.0,11.58,12.104,12.4642,17.3919,UP,1
2009-03-06,12.91,12.09,12.096,12.4838,17.3353,UP,1
2009-03-09,13.0,12.95,12.184,12.507,17.279,UP,1
2009-03-10,14.37,13.25,12.796,12.5608,17.2356,UP,1
2009-03-11,14.79,14.48,13.414,12.62,17.1941,UP,1
2009-03-12,15.38,14.8,14.09,12.694,17.156,DOWN,0
2009-03-13,15.21,15.39,14.55,12.7584,17.1165,DOWN,0
2009-03-16,14.85,15.29,14.92,12.8032,17.0726,UP,1
2009-03-17,15.18,14.99,15.082,12.8442,17.0273,UP,1
2009-03-18,16.4,15.16,15.404,12.9016,16.986,DOWN,0
2009-03-19,16.06,16.45,15.54,12.9438,16.944,DOWN,0
2009-03-20,15.3,16.21,15.558,12.9896,16.8993,UP,1
2009-03-23,16.61,15.74,15.91,13.0688,16.8482,DOWN,0
2009-03-24,15.49,16.36,15.972,13.131,16.7967,DOWN,0
2009-03-25,15.18,15.65,15.728,13.1966,16.7503,UP,1
2009-03-26,16.22,15.28,15.76,13.29,16.7087,DOWN,0
2009-03-27,15.79,15.96,15.858,13.3894,16.6705,DOWN,0
2009-03-30,15.13,15.62,15.562,13.4576,16.6294,UP,1
2009-03-31,15.5,15.28,15.564,13.526,16.5852,UP,1
2009-04-01,15.81,15.23,15.69,13.6174,16.535,UP,1
2009-04-02,17.21,16.05,15.888,13.7334,16.4967,DOWN,0
2009-04-03,17.16,17.18,16.162,13.851,16.4601,DOWN,0
2009-04-06,16.88,16.91,16.512,13.9522,16.4171,DOWN,0
2009-04-07,16.35,16.68,16.682,14.0298,16.3756,DOWN,0
2009-04-08,16.31,16.41,16.782,14.0974,16.3408,UP,1
2009-04-09,17.79,16.66,16.898,14.183,16.3178,DOWN,0
2009-04-13,16.93,17.29,16.852,14.2656,16.2888,DOWN,0
2009-04-14,16.38,16.75,16.752,14.3502,16.2629,DOWN,0
2009-04-15,15.99,16.3,16.68,14.4304,16.2352,UP,1
2009-04-16,16.57,16.09,16.732,14.5118,16.21,UP,1
2009-04-17,16.74,16.63,16.522,14.5854,16.1792,DOWN,0
2009-04-20,16.71,16.46,16.478,14.6486,16.1471,UP,1
2009-04-21,17.74,16.6,16.75,14.7222,16.1213,UP,1
2009-04-22,17.97,17.58,17.146,14.8024,16.0943,DOWN,0
2009-04-23,17.46,17.85,17.324,14.888,16.0585,UP,1
2009-04-24,18.07,17.5,17.59,14.9928,16.0312,DOWN,0
2009-04-27,17.72,17.73,17.792,15.0886,16.0004,UP,1
2009-04-28,18.02,18.0,17.848,15.17,15.9759,UP,1
2009-04-29,18.46,20.08,17.946,15.277,15.9523,UP,1
2009-04-30,18.5,18.88,18.154,15.3898,15.9308,DOWN,0
2009-05-01,18.17,18.52,18.174,15.5,15.9017,UP,1
2009-05-04,19.08,18.45,18.446,15.6338,15.8762,DOWN,0
2009-05-05,18.8,18.57,18.602,15.7696,15.8492,DOWN,0
2009-05-06,18.8,18.93,18.67,15.8914,15.8236,DOWN,0
2009-05-07,17.53,18.9,18.476,15.9886,15.7983,DOWN,0
2009-05-08,17.1,17.64,18.262,16.0828,15.7689,DOWN,0
2009-05-11,16.83,16.7,17.812,16.1604,15.7394,UP,1
2009-05-12,16.94,16.97,17.44,16.248,15.7114,DOWN,0
2009-05-13,16.74,16.79,17.028,16.3566,15.6864,UP,1
2009-05-14,17.96,16.72,17.114,16.4818,15.6639,UP,1
2009-05-15,18.65,17.89,17.424,16.6148,15.6456,UP,1
2009-05-18,19.51,18.68,17.96,16.7468,15.6344,UP,1
2009-05-19,20.08,19.2,18.588,16.8884,15.6163,DOWN,0
2009-05-20,19.71,20.17,19.182,16.9952,15.5892,DOWN,0
2009-05-21,19.15,19.39,19.42,17.0824,15.5604,UP,1
2009-05-22,19.33,19.25,19.556,17.1614,15.5299,UP,1
2009-05-26,20.22,19.11,19.698,17.2616,15.501,UP,1
2009-05-27,20.32,20.2,19.746,17.371,15.4734,DOWN,0
2009-05-28,20.11,20.36,19.826,17.4696,15.4344,UP,1
2009-05-29,20.71,20.23,20.138,17.5558,15.3997,UP,1
2009-06-01,21.37,20.47,20.546,17.662,15.377,DOWN,0
2009-06-02,20.03,21.38,20.508,17.7566,15.3444,DOWN,0
2009-06-03,19.39,19.98,20.322,17.8122,15.317,UP,1
2009-06-04,20.4,19.43,20.38,17.9104,15.2988,DOWN,0
2009-06-05,20.1,20.5,20.258,18.0088,15.2853,DOWN,0
2009-06-08,19.98,20.12,19.98,18.084,15.2705,UP,1
2009-06-09,21.6,20.01,20.294,18.2002,15.2635,UP,1
2009-06-10,21.93,21.41,20.802,18.3362,15.2567,UP,1
2009-06-11,22.76,22.69,21.274,18.4814,15.2528,DOWN,0
2009-06-12,22.35,22.71,21.724,18.6122,15.2472,DOWN,0
2009-06-15,22.17,22.05,22.162,18.7114,15.2408,DOWN,0
2009-06-16,21.84,21.15,22.21,18.805,15.2278,UP,1
2009-06-17,21.9,21.78,22.204,18.9054,15.2157,DOWN,0
2009-06-18,21.8,22.04,22.012,19.0144,15.1989,UP,1
2009-06-19,22.07,22.13,21.956,19.1296,15.1901,DOWN,0
2009-06-22,20.98,21.97,21.718,19.1934,15.1876,DOWN,0
2009-06-23,20.57,21.06,21.464,19.2662,15.1847,UP,1
2009-06-24,21.0,20.77,21.284,19.3586,15.1788,UP,1
2009-06-25,21.61,20.92,21.246,19.471,15.1844,UP,1
2009-06-26,22.99,22.1,21.43,19.5994,15.1959,DOWN,0
2009-06-29,22.81,22.5,21.796,19.7208,15.2095,DOWN,0
2009-06-30,22.41,22.8,22.164,19.8348,15.2215,UP,1
2009-07-01,22.58,22.55,22.48,19.9316,15.2419,DOWN,0
2009-07-02,22.06,22.3,22.57,20.0134,15.2611,UP,1
2009-07-06,22.26,22.04,22.424,20.1094,15.281,DOWN,0
2009-07-07,22.18,22.33,22.298,20.1916,15.2985,UP,1
2009-07-08,22.35,22.23,22.286,20.2842,15.3149,UP,1
2009-07-09,22.88,22.5,22.346,20.3814,15.3354,UP,1
2009-07-10,23.51,22.83,22.636,20.4824,15.3583,UP,1
2009-07-13,23.76,23.53,22.936,20.5876,15.3803,DOWN,0
2009-07-14,23.6,23.78,23.22,20.6962,15.4007,UP,1
2009-07-15,23.73,23.9,23.496,20.7892,15.4266,DOWN,0
2009-07-16,23.62,23.67,23.644,20.8856,15.4644,UP,1
2009-07-17,23.88,23.6,23.718,20.9872,15.497,DOWN,0
2009-07-20,23.48,23.88,23.662,21.1062,15.5302,DOWN,0
2009-07-21,23.29,23.66,23.6,21.23,15.5677,UP,1
2009-07-22,23.99,23.3,23.652,21.3732,15.6101,UP,1
2009-07-23,24.18,23.91,23.764,21.518,15.6578,DOWN,0
2009-07-24,23.91,24.08,23.77,21.6614,15.7108,DOWN,0
2009-07-27,23.62,23.81,23.798,21.7746,15.7592,DOWN,0
2009-07-28,22.95,23.34,23.73,21.8606,15.8056,UP,1
2009-07-29,23.36,22.9,23.604,21.9376,15.8564,UP,1
2009-07-30,23.79,23.25,23.526,22.0118,15.8995,DOWN,0
2009-07-31,22.19,21.49,23.182,22.0614,15.928,UP,1
2009-08-03,23.07,22.29,23.072,22.1398,15.9708,UP,1
2009-08-04,23.24,22.75,23.13,22.218,16.0079,DOWN,0
2009-08-05,22.77,23.12,23.012,22.269,16.0444,DOWN,0
2009-08-06,21.67,22.79,22.588,22.296,16.0778,UP,1
2009-08-07,21.68,22.02,22.486,22.3274,16.1156,DOWN,0
2009-08-10,21.62,21.49,22.196,22.3456,16.1587,DOWN,0
2009-08-11,21.37,21.45,21.822,22.3456,16.1992,UP,1
2009-08-12,21.86,21.45,21.64,22.3822,16.2363,UP,1
2009-08-13,22.69,22.04,21.844,22.4482,16.2793,UP,1
2009-08-14,22.91,22.68,22.09,22.4984,16.3152,DOWN,0
2009-08-17,22.5,22.56,22.266,22.5464,16.3477,UP,1
2009-08-18,22.79,22.5,22.55,22.6026,16.3784,UP,1
2009-08-19,23.44,22.47,22.866,22.6394,16.4107,DOWN,0
2009-08-20,23.31,23.32,22.99,22.667,16.4472,UP,1
2009-08-21,23.55,23.48,23.118,22.6828,16.4804,DOWN,0
2009-08-24,23.28,23.5,23.274,22.7014,16.5184,DOWN,0
2009-08-25,23.02,23.27,23.32,22.7184,16.563,UP,1
2009-08-26,23.35,22.93,23.302,22.7486,16.6066,DOWN,0
2009-08-27,22.54,23.31,23.148,22.7614,16.6515,DOWN,0
2009-08-28,22.51,22.83,22.94,22.7756,16.6979,UP,1
2009-08-31,22.53,22.47,22.79,22.7848,16.7479,DOWN,0
2009-09-01,21.87,22.47,22.56,22.8026,16.7966,UP,1
2009-09-02,22.23,21.75,22.336,22.8358,16.8514,UP,1
2009-09-03,22.72,22.05,22.372,22.8702,16.9121,UP,1
2009-09-04,23.04,22.61,22.478,22.8988,16.977,UP,1
2009-09-08,23.53,23.21,22.678,22.9096,17.0459,DOWN,0
2009-09-09,23.48,23.3,23.0,22.923,17.1196,UP,1
2009-09-10,23.77,23.44,23.308,22.9502,17.1971,DOWN,0
2009-09-11,23.76,23.74,23.516,22.9738,17.2709,DOWN,0
2009-09-14,23.31,23.7,23.57,22.9988,17.3427,DOWN,0
2009-09-15,23.2,23.29,23.504,23.0176,17.4097,UP,1
2009-09-16,24.15,23.16,23.638,23.057,17.4826,DOWN,0
2009-09-17,23.79,24.22,23.642,23.0858,17.559,UP,1
2009-09-18,25.0,24.0,23.89,23.1282,17.6404,DOWN,0
2009-09-21,24.61,24.69,24.15,23.1502,17.7197,UP,1
2009-09-22,24.62,24.86,24.434,23.1674,17.8015,DOWN,0
2009-09-23,24.34,24.73,24.472,23.1822,17.8845,DOWN,0
2009-09-24,23.46,24.5,24.406,23.1768,17.9567,DOWN,0
2009-09-25,22.95,23.47,23.996,23.1634,18.0237,UP,1
2009-09-28,24.17,22.99,23.908,23.1692,18.0971,DOWN,0
2009-09-29,23.76,24.12,23.736,23.1748,18.1681,DOWN,0
2009-09-30,23.45,23.84,23.558,23.178,18.2343,DOWN,0
2009-10-01,21.45,23.41,23.156,23.1272,18.2897,DOWN,0
2009-10-02,21.08,21.52,22.782,23.0652,18.3363,DOWN,0
2009-10-05,21.01,21.23,22.15,23.0072,18.3767,UP,1
2009-10-06,21.56,21.22,21.71,22.966,18.4238,UP,1
2009-10-07,21.97,21.59,21.414,22.9464,18.4715,DOWN,0
2009-10-08,21.32,22.15,21.388,22.9056,18.5185,UP,1
2009-10-09,21.67,21.37,21.506,22.8632,18.5676,DOWN,0
2009-10-12,21.3,21.84,21.564,22.8454,18.6157,UP,1
2009-10-13,21.36,21.33,21.524,22.8112,18.6634,UP,1
2009-10-14,22.23,21.7,21.576,22.791,18.7161,UP,1
2009-10-15,22.28,22.11,21.768,22.7812,18.7676,DOWN,0
2009-10-16,21.92,22.2,21.818,22.7862,18.8141,UP,1
2009-10-19,22.16,22.05,21.99,22.7958,18.8593,UP,1
2009-10-20,22.18,22.2,22.154,22.807,18.9025,DOWN,0
2009-10-21,21.48,21.95,22.004,22.8092,18.9402,UP,1
2009-10-22,22.0,21.43,21.948,22.812,18.9851,DOWN,0
2009-10-23,20.73,20.49,21.71,22.7728,19.0255,DOWN,0
2009-10-26,20.31,20.55,21.34,22.7208,19.0652,DOWN,0
2009-10-27,20.29,20.31,20.962,22.6766,19.1071,DOWN,0
2009-10-28,19.55,20.19,20.576,22.6118,19.1471,UP,1
2009-10-29,20.2,19.77,20.216,22.547,19.194,DOWN,0
2009-10-30,19.99,20.05,20.068,22.4806,19.2354,DOWN,0
2009-11-02,19.49,19.99,19.904,22.3994,19.2724,UP,1
2009-11-03,19.75,19.32,19.796,22.3288,19.315,DOWN,0
2009-11-04,19.17,19.9,19.72,22.2518,19.3538,UP,1
2009-11-05,19.39,19.38,19.558,22.1726,19.3943,DOWN,0
2009-11-06,19.35,19.3,19.43,22.1088,19.432,UP,1
2009-11-09,20.01,19.54,19.534,22.0588,19.4697,DOWN,0
2009-11-10,19.96,19.86,19.576,22.0074,19.5048,UP,1
2009-11-11,20.6,20.16,19.862,21.982,19.5403,DOWN,0
2009-11-12,20.0,20.53,19.984,21.9374,19.5763,UP,1
2009-11-13,20.53,20.12,20.22,21.8936,19.6182,UP,1
2009-11-16,22.66,20.78,20.75,21.886,19.6716,DOWN,0
2009-11-17,22.39,22.63,21.236,21.8632,19.721,UP,1
2009-11-18,22.45,22.33,21.606,21.8426,19.768,DOWN,0
2009-11-19,21.75,22.22,21.956,21.8022,19.809,UP,1
2009-11-20,21.76,21.52,22.202,21.7622,19.8475,UP,1
2009-11-23,22.58,22.08,22.186,21.7476,19.8906,DOWN,0
2009-11-24,22.17,22.53,22.142,21.727,19.9355,UP,1
2009-11-25,22.32,22.33,22.116,21.6904,19.983,DOWN,0
2009-11-27,21.78,21.64,22.122,21.6502,20.0272,DOWN,0
2009-11-30,21.5,21.69,22.07,21.5802,20.065,UP,1
2009-12-01,23.05,21.86,22.164,21.549,20.1147,UP,1
2009-12-02,23.86,23.12,22.502,21.5338,20.1697,DOWN,0
2009-12-03,23.8,23.89,22.798,21.523,20.2254,UP,1
2009-12-04,24.1,24.0,23.262,21.5358,20.2839,UP,1
2009-12-07,24.18,24.17,23.798,21.5604,20.3448,DOWN,0
2009-12-08,23.84,23.91,23.956,21.5538,20.4004,DOWN,0
2009-12-09,23.72,23.86,23.928,21.553,20.4557,DOWN,0
2009-12-10,23.17,23.88,23.802,21.5474,20.5096,DOWN,0
2009-12-11,22.96,23.26,23.574,21.5776,20.5596,UP,1
2009-12-14,23.85,23.11,23.508,21.633,20.6161,DOWN,0
2009-12-15,23.78,23.81,23.496,21.6884,20.6784,UP,1
2009-12-16,23.96,23.9,23.544,21.7364,20.7397,DOWN,0
2009-12-17,23.72,23.87,23.654,21.7714,20.7983,UP,1
2009-12-18,23.82,23.95,23.826,21.8214,20.8529,UP,1
2009-12-21,24.4,24.01,23.936,21.876,20.9099,UP,1
2009-12-22,24.67,24.5,24.114,21.9434,20.9614,DOWN,0
2009-12-23,24.61,24.7,24.244,22.0084,21.0105,DOWN,0
2009-12-24,24.43,24.58,24.386,22.0524,21.0557,DOWN,0
2009-12-28,24.12,24.44,24.446,22.0892,21.1003,UP,1
2009-12-29,24.17,24.17,24.4,22.1342,21.1469,UP,1
2009-12-30,24.31,24.14,24.328,22.1772,21.1925,DOWN,0
2009-12-31,23.97,24.31,24.2,22.213,21.2304,UP,1
2010-01-04,24.0,24.35,24.114,22.2634,21.2701,DOWN,0
2010-01-05,23.9,23.82,24.07,22.3014,21.3131,DOWN,0
2010-01-06,23.1,23.6,23.856,22.3488,21.3455,DOWN,0
2010-01-07,22.75,23.15,23.544,22.3976,21.3818,UP,1
2010-01-08,23.01,22.74,23.352,22.452,21.421,DOWN,0
2010-01-11,22.77,23.05,23.106,22.5164,21.4537,DOWN,0
2010-01-12,22.06,22.68,22.738,22.5536,21.4851,DOWN,0
2010-01-13,22.02,22.14,22.522,22.5942,21.5195,UP,1
2010-01-14,22.24,22.01,22.42,22.6492,21.5532,DOWN,0
2010-01-15,21.79,22.31,22.176,22.69,21.5831,UP,1
2010-01-19,22.12,21.97,22.046,22.749,21.6077,DOWN,0
2010-01-20,22.01,22.01,22.036,22.8014,21.6319,DOWN,0
2010-01-21,22.0,22.11,22.032,22.8544,21.6575,DOWN,0
2010-01-22,21.43,21.92,21.87,22.8828,21.6829,UP,1
2010-01-25,21.46,21.66,21.804,22.9128,21.7087,DOWN,0
2010-01-26,21.15,21.33,21.61,22.9238,21.7255,UP,1
2010-01-27,21.66,21.09,21.54,22.957,21.7491,DOWN,0
2010-01-28,20.9,21.65,21.32,22.9644,21.7717,DOWN,0
2010-01-29,20.62,20.98,21.158,22.9236,21.7949,UP,1
2010-02-01,21.01,20.76,21.068,22.896,21.8171,UP,1
2010-02-02,21.5,20.8,21.138,22.877,21.8409,DOWN,0
2010-02-03,19.87,19.9,20.78,22.8394,21.8567,DOWN,0
2010-02-04,18.98,19.67,20.396,22.7838,21.8629,UP,1
2010-02-05,19.44,18.8,20.16,22.721,21.8702,UP,1
2010-02-08,19.52,19.52,19.862,22.668,21.8805,UP,1
2010-02-09,20.2,20.25,19.602,22.6256,21.8912,UP,1
2010-02-10,20.49,20.19,19.726,22.5998,21.905,UP,1
2010-02-11,21.25,21.19,20.18,22.5948,21.9212,UP,1
2010-02-12,21.5,20.89,20.592,22.5638,21.9364,UP,1
2010-02-16,21.66,21.7,21.02,22.5198,21.9522,DOWN,0
2010-02-17,21.53,21.79,21.286,22.4744,21.969,UP,1
2010-02-18,21.62,21.45,21.512,22.4248,21.9817,DOWN,0
2010-02-19,21.19,21.57,21.5,22.365,21.9936,DOWN,0
2010-02-22,20.94,21.2,21.388,22.307,22.0043,DOWN,0
2010-02-23,20.55,20.97,21.166,22.2436,22.0194,UP,1
2010-02-24,20.83,20.55,21.026,22.1968,22.038,DOWN,0
2010-02-25,20.73,20.52,20.848,22.1522,22.0575,DOWN,0
2010-02-26,20.31,20.68,20.672,22.0814,22.0744,UP,1
2010-03-01,20.85,20.4,20.654,22.0228,22.095,UP,1
2010-03-02,21.16,20.94,20.776,21.9668,22.111,DOWN,0
2010-03-03,20.92,21.23,20.794,21.9108,22.1223,UP,1
2010-03-04,20.94,20.9,20.836,21.8532,22.1295,DOWN,0
2010-03-05,20.85,21.06,20.944,21.7822,22.1333,UP,1
2010-03-08,21.19,20.91,21.012,21.7126,22.1407,DOWN,0
2010-03-09,20.86,21.06,20.952,21.6376,22.1493,UP,1
2010-03-10,20.91,20.78,20.95,21.5672,22.1572,DOWN,0
2010-03-11,20.67,20.76,20.896,21.4982,22.1594,DOWN,0
2010-03-12,20.36,20.8,20.798,21.422,22.1596,UP,1
2010-03-15,20.49,20.39,20.658,21.3456,22.1615,UP,1
2010-03-16,20.85,20.55,20.656,21.2832,22.1622,UP,1
2010-03-17,21.56,20.82,20.786,21.2344,22.1632,UP,1
2010-03-18,21.69,21.61,20.99,21.1902,22.1715,DOWN,0
2010-03-19,21.44,21.81,21.206,21.157,22.1817,UP,1
2010-03-22,22.52,21.3,21.612,21.1524,22.1923,UP,1
2010-03-23,23.07,22.62,22.056,21.1536,22.2072,DOWN,0
2010-03-24,22.68,23.05,22.28,21.1518,22.2207,UP,1
2010-03-25,22.9,22.76,22.522,21.1686,22.2272,DOWN,0
2010-03-26,22.09,22.91,22.652,21.17,22.228,DOWN,0
2010-03-29,21.89,22.12,22.526,21.163,22.2236,UP,1
2010-03-30,22.37,21.98,22.386,21.1746,22.2237,DOWN,0
2010-03-31,22.3,22.3,22.31,21.1782,22.2244,UP,1
2010-04-01,22.66,22.49,22.262,21.1912,22.2285,UP,1
2010-04-05,22.83,22.65,22.41,21.2078,22.2331,DOWN,0
2010-04-06,22.78,22.73,22.588,21.2348,22.238,UP,1
2010-04-07,22.82,22.69,22.678,21.262,22.2417,DOWN,0
2010-04-08,22.81,22.68,22.78,21.2952,22.2509,UP,1
2010-04-09,22.91,22.78,22.83,21.3202,22.2626,UP,1
2010-04-12,23.18,22.99,22.9,21.3658,22.2735,UP,1
2010-04-13,23.67,23.06,23.078,21.4268,22.2838,UP,1
2010-04-14,24.75,23.85,23.464,21.5016,22.2926,DOWN,0
2010-04-15,24.55,24.61,23.812,21.5626,22.3013,DOWN,0
2010-04-16,24.21,24.56,24.072,21.6494,22.3103,DOWN,0
2010-04-19,24.11,24.05,24.258,21.752,22.318,UP,1
2010-04-20,24.37,24.23,24.398,21.8506,22.3295,UP,1
2010-04-21,24.39,24.31,24.326,21.948,22.3402,UP,1
2010-04-22,24.61,24.14,24.338,22.0362,22.3523,UP,1
2010-04-23,24.69,24.55,24.434,22.1202,22.364,DOWN,0
2010-04-26,24.59,24.51,24.53,22.187,22.3725,DOWN,0
2010-04-27,24.18,24.46,24.492,22.2406,22.3759,UP,1
2010-04-28,24.35,24.26,24.484,22.2944,22.3788,UP,1
2010-04-29,24.91,24.49,24.544,22.362,22.3854,DOWN,0
2010-04-30,24.65,24.8,24.536,22.4226,22.39,DOWN,0
2010-05-03,24.15,24.87,24.448,22.4818,22.3926,DOWN,0
2010-05-04,22.9,23.82,24.192,22.521,22.3877,DOWN,0
2010-05-05,22.59,22.66,23.84,22.5618,22.3833,DOWN,0
2010-05-06,21.81,22.5,23.22,22.5814,22.3759,DOWN,0
2010-05-07,20.63,21.62,22.416,22.5794,22.3591,UP,1
2010-05-10,21.99,21.31,21.984,22.613,22.3481,DOWN,0
2010-05-11,21.58,21.65,21.72,22.6276,22.3365,DOWN,0
2010-05-12,21.3,21.57,21.462,22.6304,22.3249,DOWN,0
2010-05-13,20.81,21.25,21.262,22.6282,22.3142,DOWN,0
2010-05-14,20.51,20.62,21.238,22.6196,22.3,DOWN,0
2010-05-17,20.19,20.11,20.878,22.6064,22.282,DOWN,0
2010-05-18,19.58,20.47,20.478,22.5742,22.2689,UP,1
2010-05-19,20.03,19.55,20.224,22.5576,22.2537,DOWN,0
2010-05-20,19.32,19.57,19.926,22.5258,22.2341,UP,1
2010-05-21,20.08,19.11,19.84,22.514,22.2207,DOWN,0
2010-05-24,19.44,20.04,19.69,22.4956,22.2095,DOWN,0
2010-05-25,19.36,19.14,19.646,22.473,22.1979,UP,1
2010-05-26,19.47,19.45,19.534,22.4454,22.1871,UP,1
2010-05-27,19.97,19.86,19.664,22.4136,22.1801,DOWN,0
2010-05-28,19.19,19.9,19.486,22.3636,22.1668,DOWN,0
2010-06-01,18.84,19.0,19.366,22.3116,22.1476,UP,1
2010-06-02,19.3,19.04,19.354,22.2472,22.1295,UP,1
2010-06-03,19.73,19.38,19.406,22.1804,22.1157,DOWN,0
2010-06-04,18.92,19.2,19.196,22.1052,22.0963,DOWN,0
2010-06-07,17.98,18.93,18.954,22.0068,22.069,DOWN,0
2010-06-08,17.56,18.01,18.698,21.9162,22.0403,UP,1
2010-06-09,17.95,17.76,18.428,21.8374,22.0122,UP,1
2010-06-10,18.35,18.33,18.152,21.757,21.9876,UP,1
2010-06-11,18.56,18.18,18.08,21.6822,21.9653,UP,1
2010-06-14,18.61,18.72,18.206,21.6012,21.9416,UP,1
2010-06-15,19.81,18.85,18.656,21.5408,21.928,UP,1
2010-06-16,20.46,19.75,19.158,21.4944,21.9177,UP,1
2010-06-17,20.83,20.65,19.654,21.4546,21.9092,DOWN,0
2010-06-18,20.37,20.97,20.016,21.4058,21.9017,DOWN,0
2010-06-21,19.91,20.7,20.276,21.3458,21.8901,DOWN,0
2010-06-22,18.99,19.92,20.112,21.262,21.8715,DOWN,0
2010-06-23,18.72,18.96,19.764,21.163,21.8499,DOWN,0
2010-06-24,18.14,18.54,19.226,21.0308,21.8229,UP,1
2010-06-25,18.37,18.19,18.826,20.9072,21.7974,UP,1
2010-06-28,18.39,18.21,18.522,20.7908,21.7705,DOWN,0
2010-06-29,17.93,17.99,18.31,20.6672,21.7413,DOWN,0
2010-06-30,17.86,17.88,18.138,20.537,21.7141,DOWN,0
2010-07-01,17.69,17.84,18.048,20.403,21.6865,DOWN,0
2010-07-02,17.57,17.77,17.888,20.2622,21.6536,DOWN,0
2010-07-06,17.36,17.88,17.682,20.1156,21.6215,UP,1
2010-07-07,18.11,17.37,17.718,19.986,21.587,UP,1
2010-07-08,18.25,18.3,17.796,19.8674,21.5552,UP,1
2010-07-09,18.39,17.74,17.936,19.7482,21.5241,UP,1
2010-07-12,18.77,18.35,18.176,19.6254,21.4962,UP,1
2010-07-13,19.23,19.11,18.55,19.517,21.4751,DOWN,0
2010-07-14,19.03,19.47,18.734,19.4146,21.4555,DOWN,0
2010-07-15,19.0,19.01,18.884,19.3366,21.4296,DOWN,0
2010-07-16,18.52,18.86,18.91,19.2552,21.4034,UP,1
2010-07-19,19.03,18.59,18.962,19.1996,21.3813,DOWN,0
2010-07-20,18.53,18.77,18.822,19.1576,21.3667,DOWN,0
2010-07-21,18.24,18.71,18.664,19.0826,21.3525,UP,1
2010-07-22,18.58,18.5,18.58,19.0226,21.3403,UP,1
