ticker,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-12-16,47.46,48.0,48.438,44.0924,41.7537,UP,1
2014-12-17,47.77,47.45,48.192,44.1938,41.8074,UP,1
2014-12-18,48.81,48.76,48.126,44.2982,41.8665,DOWN,0
2014-12-19,48.73,48.71,48.16,44.4332,41.9255,UP,1
2014-12-22,49.5,48.67,48.454,44.7108,41.989,DOWN,0
2014-12-23,49.13,49.68,48.788,44.9996,42.0517,UP,1
2014-12-24,50.0,50.07,49.234,45.3102,42.1167,UP,1
2014-12-26,50.44,50.01,49.56,45.5956,42.1839,DOWN,0
2014-12-29,50.06,50.26,49.826,45.8364,42.245,DOWN,0
2014-12-30,49.81,49.72,49.888,46.072,42.3022,DOWN,0
2014-12-31,49.74,49.87,50.01,46.3008,42.3566,DOWN,0
2015-01-02,48.62,49.9,49.734,46.4854,42.4076,DOWN,0
2015-01-05,47.67,48.18,49.18,46.6546,42.4531,DOWN,0
2015-01-06,46.09,47.69,48.386,46.7846,42.4943,UP,1
2015-01-07,46.76,46.48,47.776,46.9104,42.5422,UP,1
2015-01-08,48.38,47.3,47.504,47.078,42.5975,DOWN,0
2015-01-09,48.09,48.51,47.398,47.1896,42.6516,DOWN,0
2015-01-12,47.13,48.02,47.29,47.2926,42.7001,DOWN,0
2015-01-13,46.94,47.6,47.46,47.388,42.7492,DOWN,0
2015-01-14,46.79,46.43,47.466,47.44,42.7893,DOWN,0
2015-01-15,45.8,46.85,46.95,47.474,42.8194,UP,1
2015-01-16,46.81,45.63,46.694,47.5354,42.8573,DOWN,0
2015-01-20,46.65,46.89,46.598,47.5802,42.8943,DOWN,0
2015-01-21,46.46,46.39,46.502,47.613,42.9388,UP,1
2015-01-22,47.01,46.65,46.546,47.6594,42.9903,UP,1
2015-01-23,48.0,47.03,46.986,47.7222,43.0444,DOWN,0
2015-01-26,47.84,47.82,47.192,47.7812,43.096,DOWN,0
2015-01-27,47.73,47.3,47.408,47.8282,43.1531,UP,1
2015-01-28,47.84,48.18,47.684,47.8876,43.2166,UP,1
2015-01-29,48.88,47.93,48.058,47.956,43.2829,DOWN,0
2015-01-30,47.49,48.57,47.956,48.0062,43.3418,DOWN,0
2015-02-02,47.43,47.8,47.874,48.0266,43.3993,UP,1
2015-02-03,48.53,47.21,48.034,48.08,43.4603,DOWN,0
2015-02-04,47.8,48.07,48.026,48.1122,43.516,DOWN,0
2015-02-05,47.53,49.71,47.756,48.1302,43.5682,UP,1
2015-02-06,48.21,47.39,47.9,48.1506,43.624,DOWN,0
2015-02-09,47.37,47.56,47.888,48.1558,43.6704,UP,1
2015-02-10,49.1,47.87,48.002,48.1736,43.728,UP,1
2015-02-11,49.51,49.1,48.344,48.2012,43.7905,UP,1
2015-02-12,50.16,49.75,48.87,48.262,43.8557,UP,1
2015-02-13,50.32,50.41,49.292,48.3062,43.9218,UP,1
2015-02-17,50.61,50.05,49.94,48.3354,43.9913,DOWN,0
2015-02-18,50.45,50.21,50.21,48.3612,44.06,UP,1
2015-02-19,51.04,50.31,50.516,48.3886,44.1316,UP,1
2015-02-20,51.99,50.93,50.882,48.4584,44.2092,UP,1
2015-02-23,52.22,52.37,51.262,48.5086,44.2861,UP,1
2015-02-24,52.72,52.28,51.684,48.583,44.3671,UP,1
2015-02-25,52.75,52.88,52.144,48.6552,44.4449,UP,1
2015-02-26,53.08,52.75,52.552,48.7456,44.5161,DOWN,0
2015-02-27,52.73,52.92,52.7,48.8396,44.5901,UP,1
2015-03-02,54.16,52.31,53.088,48.9736,44.6741,DOWN,0
2015-03-03,53.56,53.94,53.256,49.0894,44.7569,DOWN,0
2015-03-04,53.15,53.25,53.336,49.1762,44.8348,DOWN,0
2015-03-05,52.69,53.2,53.258,49.2554,44.9088,DOWN,0
2015-03-06,51.72,52.22,53.056,49.2998,44.9791,UP,1
2015-03-09,52.3,51.71,52.684,49.3632,45.0509,DOWN,0
2015-03-10,52.28,51.69,52.428,49.4088,45.1204,UP,1
2015-03-11,53.19,52.53,52.436,49.4638,45.1914,DOWN,0
2015-03-12,53.03,53.14,52.504,49.5232,45.2578,DOWN,0
2015-03-13,52.62,53.12,52.684,49.5794,45.3235,UP,1
2015-03-16,53.73,53.16,52.97,49.6592,45.3948,UP,1
2015-03-17,54.04,53.37,53.322,49.7676,45.4685,UP,1
2015-03-18,54.17,53.9,53.518,49.8976,45.5441,UP,1
2015-03-19,54.71,54.29,53.854,50.07,45.6233,UP,1
2015-03-20,56.12,55.0,54.554,50.2572,45.708,DOWN,0
2015-03-23,55.49,55.88,54.906,50.3994,45.787,DOWN,0
2015-03-24,54.5,55.54,54.998,50.5276,45.8585,DOWN,0
2015-03-25,52.04,54.9,54.572,50.6258,45.9111,DOWN,0
2015-03-26,51.37,51.32,53.904,50.7144,45.9591,UP,1
2015-03-27,52.8,51.21,53.24,50.8346,46.0161,UP,1
2015-03-30,53.34,52.92,52.81,50.9854,46.076,DOWN,0
2015-03-31,52.65,53.12,52.44,51.1022,46.1306,DOWN,0
2015-04-01,51.99,52.59,52.43,51.209,46.1809,DOWN,0
2015-04-02,51.7,52.0,52.496,51.3138,46.2276,UP,1
2015-04-06,51.9,51.28,52.316,51.4116,46.2754,DOWN,0
2015-04-07,51.51,51.87,51.95,51.4818,46.3226,UP,1
2015-04-08,51.75,51.6,51.77,51.56,46.3703,UP,1
2015-04-09,51.81,51.48,51.734,51.6416,46.417,UP,1
2015-04-10,52.21,52.14,51.836,51.729,46.4703,DOWN,0
2015-04-13,51.74,52.29,51.804,51.7862,46.5195,DOWN,0
2015-04-14,51.64,51.78,51.83,51.8692,46.5696,UP,1
2015-04-15,52.96,51.97,52.072,51.9798,46.6237,UP,1
2015-04-16,53.47,52.58,52.404,52.0786,46.6793,DOWN,0
2015-04-17,52.79,53.0,52.52,52.1784,46.7301,UP,1
2015-04-20,53.4,52.95,52.852,52.2958,46.7847,UP,1
2015-04-21,53.96,53.9,53.316,52.4108,46.839,DOWN,0
2015-04-22,53.92,54.47,53.508,52.5418,46.8977,DOWN,0
2015-04-23,53.51,54.43,53.516,52.63,46.9568,DOWN,0
2015-04-24,49.96,53.5,52.95,52.639,46.9961,UP,1
2015-04-27,50.42,49.7,52.354,52.6442,47.0404,UP,1
2015-04-28,50.98,50.4,51.758,52.6574,47.0878,UP,1
2015-04-29,52.01,50.69,51.376,52.6854,47.1391,DOWN,0
2015-04-30,51.83,51.61,51.04,52.713,47.1914,UP,1
2015-05-01,52.92,52.0,51.632,52.7506,47.2487,DOWN,0
2015-05-04,52.79,52.7,52.106,52.7666,47.3082,DOWN,0
2015-05-05,51.7,52.54,52.25,52.7562,47.356,DOWN,0
2015-05-06,51.56,51.62,52.16,52.733,47.4026,UP,1
2015-05-07,51.91,51.56,52.176,52.7162,47.4485,UP,1
2015-05-08,52.55,51.79,52.102,52.7056,47.5074,DOWN,0
2015-05-11,52.21,52.37,51.986,52.6952,47.563,DOWN,0
2015-05-12,52.16,52.06,52.078,52.6552,47.6152,UP,1
2015-05-13,52.33,52.41,52.232,52.6306,47.6673,UP,1
2015-05-14,53.17,52.77,52.484,52.631,47.7216,DOWN,0
2015-05-15,52.9,53.03,52.554,52.6352,47.7715,UP,1
2015-05-18,54.3,52.87,52.972,52.6868,47.8368,DOWN,0
2015-05-19,53.86,54.25,53.312,52.718,47.8986,DOWN,0
2015-05-20,53.62,54.0,53.57,52.7448,47.959,UP,1
2015-05-21,54.1,53.76,53.756,52.763,48.0175,UP,1
2015-05-22,54.13,54.04,54.002,52.785,48.0764,DOWN,0
2015-05-26,53.34,53.85,53.81,52.7994,48.1321,UP,1
2015-05-27,54.73,53.56,53.984,52.8194,48.1938,UP,1
2015-05-28,54.95,54.76,54.25,52.8376,48.2562,DOWN,0
2015-05-29,54.6,54.78,54.35,52.8462,48.3128,DOWN,0
2015-06-01,54.53,54.81,54.43,52.8426,48.365,DOWN,0
2015-06-02,54.38,54.33,54.638,52.8078,48.4184,UP,1
2015-06-03,54.59,54.61,54.61,52.7898,48.471,DOWN,0
2015-06-04,54.1,54.28,54.44,52.7818,48.5191,DOWN,0
2015-06-05,53.64,54.0,54.248,52.8138,48.5602,DOWN,0
2015-06-08,52.46,53.39,53.834,52.8356,48.5924,DOWN,0
2015-06-09,52.19,52.21,53.396,52.8234,48.6249,UP,1
2015-06-10,53.26,52.49,53.13,52.8218,48.6597,DOWN,0
2015-06-11,53.03,53.18,52.916,52.8294,48.696,UP,1
2015-06-12,53.12,52.71,52.812,52.852,48.7269,UP,1
2015-06-15,53.34,52.69,52.988,52.8848,48.7596,UP,1
2015-06-16,53.62,53.26,53.274,52.9192,48.7939,DOWN,0
2015-06-17,53.62,53.87,53.346,52.9614,48.8231,UP,1
2015-06-18,54.12,53.74,53.564,53.0088,48.8553,UP,1
2015-06-19,54.27,54.4,53.794,53.058,48.892,UP,1
2015-06-22,54.69,54.68,54.064,53.1076,48.9309,DOWN,0
2015-06-23,54.35,54.95,54.21,53.1598,48.9665,DOWN,0
2015-06-24,53.95,54.43,54.276,53.206,49.0012,DOWN,0
2015-06-25,53.81,54.22,54.214,53.223,49.0408,DOWN,0
2015-06-26,52.48,53.55,53.856,53.2032,49.0746,DOWN,0
2015-06-29,50.8,52.03,53.078,53.1634,49.098,DOWN,0
2015-06-30,50.71,51.21,52.35,53.1096,49.1212,UP,1
2015-07-01,50.93,51.24,51.746,53.049,49.1491,UP,1
2015-07-02,51.58,50.9,51.3,53.0022,49.1779,DOWN,0
2015-07-06,50.96,51.01,50.996,52.9512,49.2016,DOWN,0
2015-07-07,50.6,50.88,50.956,52.964,49.2183,DOWN,0
2015-07-08,49.23,49.97,50.66,52.9402,49.2372,DOWN,0
2015-07-09,47.73,49.86,50.02,52.8752,49.2531,UP,1
2015-07-10,48.66,48.24,49.436,52.8082,49.2742,UP,1
2015-07-13,48.89,48.83,49.022,52.7494,49.2943,UP,1
2015-07-14,49.51,49.03,48.804,52.6812,49.3204,UP,1
2015-07-15,49.71,49.6,48.9,52.6196,49.3457,DOWN,0
2015-07-16,49.21,50.16,49.196,52.5698,49.3687,DOWN,0
2015-07-17,48.96,49.28,49.256,52.5178,49.3932,UP,1
2015-07-20,49.06,49.32,49.29,52.4608,49.4211,DOWN,0
2015-07-21,48.79,48.94,49.146,52.3856,49.4446,DOWN,0
2015-07-22,47.33,48.09,48.67,52.288,49.4618,UP,1
2015-07-23,49.21,47.51,48.67,52.229,49.4875,DOWN,0
2015-07-24,48.33,49.25,48.544,52.149,49.5157,DOWN,0
2015-07-27,47.77,47.61,48.286,52.041,49.5366,UP,1
2015-07-28,49.78,48.57,48.484,51.9786,49.5756,DOWN,0
2015-07-29,49.78,49.75,48.974,51.8882,49.6464,UP,1
2015-07-30,51.07,49.56,49.346,51.8324,49.7283,UP,1
2015-07-31,51.71,51.36,50.022,51.7942,49.8145,DOWN,0
2015-08-03,51.14,51.5,50.696,51.735,49.8893,DOWN,0
2015-08-04,50.51,50.96,50.842,51.6626,49.9518,UP,1
2015-08-05,51.26,50.38,51.138,51.621,50.0179,DOWN,0
2015-08-06,50.91,51.34,51.106,51.5446,50.081,UP,1
2015-08-07,51.33,50.55,51.03,51.4722,50.1407,UP,1
2015-08-10,52.12,51.3,51.226,51.4226,50.2053,DOWN,0
2015-08-11,50.83,51.9,51.29,51.3486,50.2614,UP,1
2015-08-12,51.18,50.1,51.274,51.2846,50.315,DOWN,0
2015-08-13,50.72,51.13,51.236,51.2072,50.3686,UP,1
2015-08-14,50.89,50.56,51.148,51.143,50.4105,UP,1
2015-08-17,51.42,50.58,51.008,51.0986,50.4577,DOWN,0
2015-08-18,50.07,51.28,50.856,51.0508,50.4972,DOWN,0
2015-08-19,49.48,49.88,50.516,50.9966,50.5236,DOWN,0
2015-08-20,47.6,48.97,49.892,50.8834,50.5411,DOWN,0
2015-08-21,46.92,46.64,49.098,50.7612,50.557,DOWN,0
2015-08-24,45.5,44.28,47.914,50.6088,50.5625,DOWN,0
2015-08-25,45.28,47.07,46.956,50.4476,50.5648,UP,1
2015-08-26,47.17,46.35,46.494,50.3186,50.5772,UP,1
2015-08-27,48.33,47.75,46.64,50.2128,50.5945,UP,1
2015-08-28,48.44,48.01,46.944,50.0992,50.6123,DOWN,0
2015-08-31,48.09,47.96,47.462,49.9756,50.6259,DOWN,0
2015-09-01,46.72,46.95,47.75,49.8162,50.6351,UP,1
2015-09-02,47.94,47.43,47.904,49.688,50.6475,UP,1
2015-09-03,48.52,48.12,47.942,49.5794,50.6652,DOWN,0
2015-09-04,48.22,47.81,47.898,49.4676,50.6743,UP,1
2015-09-08,50.18,49.42,48.316,49.4216,50.6959,DOWN,0
2015-09-09,49.66,50.52,48.904,49.3988,50.7132,UP,1
2015-09-10,49.69,49.84,49.254,49.3784,50.7285,UP,1
2015-09-11,50.62,49.81,49.674,49.3722,50.7457,DOWN,0
2015-09-14,50.57,51.19,50.144,49.352,50.763,UP,1
2015-09-15,51.13,50.58,50.334,49.3554,50.7776,DOWN,0
2015-09-16,51.03,51.44,50.608,49.364,50.7921,UP,1
2015-09-17,51.16,50.87,50.902,49.4026,50.8123,DOWN,0
2015-09-18,50.44,50.3,50.866,49.4568,50.8239,DOWN,0
2015-09-21,50.32,50.93,50.816,49.49,50.8298,DOWN,0
2015-09-22,49.24,49.98,50.438,49.497,50.8302,DOWN,0
2015-09-23,49.24,49.59,50.08,49.4916,50.828,UP,1
2015-09-24,49.37,48.77,49.722,49.4848,50.8324,UP,1
2015-09-25,50.5,49.89,49.734,49.5106,50.8363,DOWN,0
2015-09-28,49.19,50.07,49.508,49.5152,50.8373,UP,1
2015-09-29,49.54,49.24,49.568,49.5248,50.8393,UP,1
2015-09-30,51.2,50.18,49.96,49.573,50.8525,DOWN,0
2015-10-01,50.42,51.09,50.17,49.6348,50.8644,UP,1
2015-10-02,51.53,49.92,50.376,49.6812,50.8848,UP,1
2015-10-05,53.24,52.0,51.186,49.7794,50.9121,UP,1
2015-10-06,54.18,56.6,52.114,49.9076,50.939,UP,1
2015-10-07,55.0,54.58,52.874,50.012,50.9703,UP,1
2015-10-08,55.3,54.86,53.85,50.1224,50.9993,DOWN,0
2015-10-09,54.99,55.4,54.542,50.2008,51.0286,UP,1
2015-10-12,55.19,55.13,54.932,50.2704,51.0546,DOWN,0
2015-10-13,54.47,54.85,54.99,50.337,51.0747,UP,1
2015-10-14,56.28,54.54,55.246,50.4524,51.1058,UP,1
2015-10-15,57.17,56.5,55.62,50.5706,51.1426,DOWN,0
2015-10-16,56.95,57.2,56.012,50.6914,51.1787,UP,1
2015-10-19,57.44,56.91,56.462,50.8136,51.2228,DOWN,0
2015-10-20,57.09,57.34,56.986,50.913,51.2699,DOWN,0
2015-10-21,55.85,57.48,56.9,51.0134,51.3187,UP,1
2015-10-22,57.75,56.51,57.016,51.1448,51.3736,UP,1
2015-10-23,58.74,58.2,57.374,51.3052,51.4254,DOWN,0
2015-10-26,57.76,58.0,57.438,51.4426,51.4738,UP,1
2015-10-27,61.66,62.23,58.352,51.6474,51.5464,UP,1
2015-10-28,62.98,62.0,59.778,51.9056,51.6266,DOWN,0
2015-10-29,61.73,62.17,60.574,52.1506,51.7013,UP,1
2015-10-30,62.42,61.86,61.31,52.447,51.7844,UP,1
2015-11-02,62.8,62.35,62.318,52.7646,51.8644,DOWN,0
2015-11-03,62.78,62.49,62.542,53.1102,51.945,UP,1
2015-11-04,62.9,62.7,62.526,53.4626,52.0272,UP,1
2015-11-05,63.12,62.69,62.804,53.7816,52.1078,UP,1
2015-11-06,64.42,62.74,63.204,54.1034,52.1899,DOWN,0
2015-11-09,64.0,63.9,63.444,54.4146,52.2707,DOWN,0
2015-11-10,63.61,63.58,63.61,54.725,52.3501,UP,1
2015-11-11,63.82,63.81,63.794,55.067,52.43,DOWN,0
2015-11-12,63.34,63.4,63.838,55.375,52.5023,DOWN,0
2015-11-13,62.56,63.06,63.466,55.6558,52.5776,UP,1
2015-11-16,63.52,62.55,63.37,55.9618,52.6581,UP,1
2015-11-17,64.42,63.58,63.532,56.2466,52.7375,UP,1
2015-11-18,66.4,64.55,64.048,56.5814,52.8305,DOWN,0
2015-11-19,65.87,66.23,64.554,56.905,52.9222,UP,1
2015-11-20,66.62,66.19,65.366,57.225,53.0143,DOWN,0
2015-11-23,66.2,66.36,65.902,57.5376,53.1084,UP,1
2015-11-24,67.34,65.75,66.486,57.8618,53.1996,UP,1
2015-11-25,67.87,67.37,66.78,58.1986,53.2914,DOWN,0
2015-11-27,67.82,67.87,67.17,58.5318,53.3797,UP,1
2015-11-30,68.33,68.25,67.512,58.8896,53.4698,UP,1
2015-12-01,68.88,68.48,68.048,59.2608,53.5611,DOWN,0
2015-12-02,67.29,68.92,68.038,59.6218,53.6453,DOWN,0
2015-12-03,66.56,67.51,67.776,59.9682,53.7229,UP,1
2015-12-04,67.17,66.54,67.646,60.3242,53.7988,DOWN,0
2015-12-07,66.68,67.15,67.316,60.6478,53.8711,DOWN,0
2015-12-08,66.22,66.02,66.784,60.9884,53.9386,DOWN,0
2015-12-09,64.55,66.12,66.236,61.2886,53.9976,DOWN,0
2015-12-10,64.505,64.5,65.825,61.5547,54.0547,DOWN,0
2015-12-11,63.38,63.62,65.067,61.8139,54.108,DOWN,0
2015-12-14,62.9,63.3,64.311,62.0413,54.1517,UP,1
2015-12-15,64.06,63.35,63.879,62.2577,54.2042,DOWN,0
2015-12-16,63.78,64.26,63.725,62.4497,54.2573,DOWN,0
2015-12-17,63.22,64.12,63.468,62.6141,54.31,DOWN,0
2015-12-18,63.15,62.83,63.422,62.7711,54.3671,UP,1
2015-12-21,64.39,63.46,63.72,62.9591,54.4276,UP,1
2015-12-22,64.53,64.52,63.814,63.1459,54.4888,DOWN,0
2015-12-23,64.45,64.8,63.948,63.3455,54.5451,UP,1
2015-12-24,64.57,64.45,64.218,63.5113,54.6028,DOWN,0
2015-12-28,64.27,64.33,64.442,63.6533,54.6611,UP,1
2015-12-29,65.13,64.55,64.59,63.8169,54.7181,DOWN,0
2015-12-30,64.78,65.13,64.64,63.9637,54.7718,DOWN,0
2015-12-31,63.71,64.54,64.492,64.0961,54.8195,DOWN,0
2016-01-04,60.97,62.45,63.772,64.1985,54.8508,DOWN,0
2016-01-05,59.9,60.93,62.898,64.2415,54.8697,DOWN,0
2016-01-06,58.91,59.0,61.654,64.2449,54.8868,DOWN,0
2016-01-07,57.21,57.97,60.14,64.2339,54.9003,UP,1
2016-01-08,57.35,57.36,58.868,64.1477,54.9269,UP,1
2016-01-11,58.43,57.57,58.36,64.0567,54.9622,UP,1
2016-01-12,59.09,59.14,58.198,64.0039,54.9936,DOWN,0
2016-01-13,58.19,59.17,58.054,63.9193,55.0179,UP,1
2016-01-14,59.81,58.61,58.574,63.8595,55.0537,DOWN,0
2016-01-15,57.42,57.85,58.588,63.7523,55.0808,DOWN,0
2016-01-19,57.3,57.97,58.362,63.6403,55.1088,UP,1
2016-01-20,58.24,56.61,58.192,63.5427,55.1405,UP,1
2016-01-21,60.04,58.65,58.562,63.4551,55.1832,UP,1
2016-01-22,61.59,61.04,58.918,63.4069,55.2324,DOWN,0
2016-01-25,61.36,61.07,59.706,63.3619,55.2801,DOWN,0
2016-01-26,61.32,61.61,60.51,63.3119,55.3257,DOWN,0
2016-01-27,59.66,60.91,60.794,63.2383,55.3653,UP,1
2016-01-28,60.38,60.44,60.862,63.1947,55.409,UP,1
2016-01-29,62.57,60.9,61.058,63.1757,55.457,DOWN,0
2016-02-01,62.3,62.47,61.246,63.1333,55.5012,DOWN,0
2016-02-02,58.98,61.48,60.778,62.9849,55.5321,DOWN,0
2016-02-03,58.26,59.48,60.498,62.8327,55.5564,DOWN,0
2016-02-04,58.26,58.0,60.074,62.6655,55.5779,UP,1
2016-02-05,60.01,61.2,59.562,62.5417,55.6084,DOWN,0
2016-02-08,56.36,58.99,58.374,62.3221,55.6226,DOWN,0
2016-02-09,56.21,55.91,57.82,62.0889,55.6539,UP,1
2016-02-10,56.5,56.37,57.468,61.8625,55.6843,DOWN,0
2016-02-11,56.26,55.45,57.068,61.6211,55.7107,UP,1
2016-02-12,56.76,56.76,56.418,61.3787,55.7344,UP,1
2016-02-16,58.09,57.73,56.764,61.1947,55.7657,UP,1
2016-02-17,58.83,58.36,57.288,61.0401,55.7953,DOWN,0
2016-02-18,58.12,59.0,57.612,60.8591,55.8219,UP,1
2016-02-19,58.39,58.21,58.038,60.6933,55.8554,UP,1
2016-02-22,58.77,58.91,58.44,60.5443,55.8914,DOWN,0
2016-02-23,58.22,58.6,58.466,60.4177,55.923,DOWN,0
2016-02-24,57.29,57.47,58.158,60.2734,55.9467,UP,1
2016-02-25,57.85,57.5,58.104,60.1628,55.9749,UP,1
2016-02-26,58.74,58.15,58.174,60.0796,56.0078,UP,1
2016-02-29,59.06,58.39,58.232,59.9796,56.0414,UP,1
2016-03-01,60.26,58.6,58.64,59.9092,56.0769,UP,1
2016-03-02,60.51,60.0,59.284,59.855,56.1149,DOWN,0
2016-03-03,60.46,60.5,59.806,59.8012,56.1457,UP,1
2016-03-04,61.8,60.79,60.418,59.7494,56.1854,DOWN,0
2016-03-07,61.51,61.28,60.908,59.689,56.2249,DOWN,0
2016-03-08,58.86,61.17,60.628,59.5772,56.2487,UP,1
2016-03-09,59.77,59.15,60.48,59.4812,56.2769,DOWN,0
2016-03-10,59.65,60.14,60.318,59.3888,56.3084,UP,1
2016-03-11,61.08,60.11,60.174,59.3078,56.3402,DOWN,0
2016-03-14,60.33,61.21,59.938,59.2188,56.3671,DOWN,0
2016-03-15,59.68,59.89,60.102,59.1382,56.3925,UP,1
2016-03-16,60.42,59.38,60.232,59.1272,56.4219,UP,1
2016-03-17,60.59,60.27,60.42,59.141,56.453,UP,1
2016-03-18,62.54,60.89,60.712,59.2136,56.4927,DOWN,0
2016-03-21,61.45,62.37,60.936,59.2984,56.5295,UP,1
2016-03-22,61.53,61.06,61.306,59.382,56.5689,DOWN,0
2016-03-23,60.93,61.52,61.408,59.432,56.6113,UP,1
2016-03-24,61.21,60.54,61.532,59.4744,56.6564,DOWN,0
2016-03-28,60.92,61.57,61.208,59.529,56.6947,UP,1
2016-03-29,62.17,60.55,61.352,59.5762,56.7404,UP,1
2016-03-30,62.55,62.71,61.556,59.6788,56.7875,UP,1
2016-03-31,63.64,62.39,62.098,59.8056,56.839,UP,1
2016-04-01,64.45,63.03,62.746,59.9298,56.8932,DOWN,0
2016-04-04,63.47,64.72,63.256,59.9984,56.9424,DOWN,0
2016-04-05,62.84,62.97,63.39,60.0234,56.986,UP,1
2016-04-06,63.89,62.79,63.658,60.074,57.0341,DOWN,0
2016-04-07,63.47,63.64,63.624,60.117,57.078,UP,1
2016-04-08,63.65,63.81,63.464,60.1968,57.1245,DOWN,0
2016-04-11,63.52,64.06,63.474,60.2596,57.1724,UP,1
2016-04-12,63.54,63.68,63.614,60.279,57.221,UP,1
2016-04-13,65.89,63.95,64.014,60.3508,57.2881,DOWN,0
2016-04-14,65.26,65.89,64.372,60.4764,57.3604,DOWN,0
2016-04-15,64.69,64.98,64.58,60.605,57.4303,UP,1
2016-04-18,64.92,64.18,64.86,60.7382,57.5002,DOWN,0
2016-04-19,63.94,65.13,64.94,60.8168,57.562,DOWN,0
2016-04-20,63.76,63.7,64.514,60.9648,57.626,DOWN,0
2016-04-21,63.41,63.58,64.144,61.1088,57.6901,UP,1
2016-04-22,64.19,63.17,64.044,61.2626,57.7649,DOWN,0
2016-04-25,63.7,63.53,63.8,61.4114,57.8447,UP,1
2016-04-26,64.94,64.02,64.0,61.575,57.9261,UP,1
2016-04-27,65.36,64.68,64.32,61.7204,58.0085,DOWN,0
2016-04-28,64.19,65.03,64.476,61.8276,58.0819,DOWN,0
2016-04-29,62.42,64.28,64.122,61.9136,58.1454,UP,1
2016-05-02,63.51,61.09,64.084,62.016,58.2169,UP,1
2016-05-03,64.45,65.5,63.986,62.1296,58.2944,DOWN,0
2016-05-04,62.26,63.63,63.366,62.2104,58.3604,DOWN,0
