ticker,PG US Equity,PG US Equity,PG US Equity,PG US Equity,PG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,47.875,47.0,49.4257,48.0188,54.0116,DOWN,0
2000-02-09,47.0,47.625,49.4268,47.5563,53.8366,DOWN,0
2000-02-10,45.7188,46.875,49.4245,46.9188,53.671,UP,1
2000-02-11,46.875,45.6563,49.4251,46.8188,53.486,DOWN,0
2000-02-14,45.9375,46.8438,49.4202,46.6813,53.2797,UP,1
2000-02-15,47.875,46.25,49.424,46.6813,53.0997,DOWN,0
2000-02-16,47.0234,47.9063,49.4297,46.6859,52.906,UP,1
2000-02-17,47.0938,47.0,49.4372,46.9609,52.7485,DOWN,0
2000-02-18,46.8164,46.9063,49.441,46.9492,52.5779,DOWN,0
2000-02-22,46.4375,46.1563,49.4458,47.0492,52.4079,DOWN,0
2000-02-23,45.3125,46.4375,49.4468,46.5367,52.2098,DOWN,0
2000-02-24,44.25,45.1875,49.439,45.982,51.9918,DOWN,0
2000-02-25,42.5625,44.375,49.4194,45.0758,51.7274,UP,1
2000-02-28,44.1875,42.9063,49.4104,44.55,51.4849,DOWN,0
2000-02-29,43.9375,44.75,49.3993,44.05,51.2649,UP,1
2000-03-01,44.125,44.0,49.3846,43.8125,51.0849,DOWN,0
2000-03-02,43.6563,44.0,49.3682,43.6938,50.8818,UP,1
2000-03-03,44.2188,43.9063,49.3518,44.025,50.7212,DOWN,0
2000-03-06,43.7188,44.1875,49.3287,43.9313,50.5055,DOWN,0
2000-03-07,30.5,29.0,49.238,41.2438,50.0205,DOWN,0
2000-03-08,29.0,30.5,49.1482,38.2188,49.4887,DOWN,0
2000-03-09,28.875,29.25,49.0562,35.2625,48.9499,DOWN,0
2000-03-10,26.875,28.5625,48.9512,31.7938,48.3937,UP,1
2000-03-13,28.625,26.875,48.8593,28.775,47.8699,DOWN,0
2000-03-14,27.875,28.7188,48.7652,28.25,47.3318,UP,1
2000-03-15,29.25,28.2188,48.6724,28.3,46.8449,UP,1
2000-03-16,29.9375,29.8438,48.5865,28.5125,46.3924,DOWN,0
2000-03-17,28.8125,29.9375,48.4968,28.9,45.9374,UP,1
2000-03-20,29.0625,29.1875,48.4005,28.9875,45.4399,DOWN,0
2000-03-21,28.5,28.5938,48.2991,29.1125,44.8449,DOWN,0
2000-03-22,28.5,28.625,48.2046,28.9625,44.2555,DOWN,0
2000-03-23,28.0938,27.9688,48.1144,28.5938,43.6399,UP,1
2000-03-24,28.2188,28.2188,48.0324,28.475,43.0343,DOWN,0
2000-03-27,27.625,28.125,47.9549,28.1875,42.4368,UP,1
2000-03-28,28.5,27.5938,47.8866,28.1875,41.8368,UP,1
2000-03-29,29.3438,28.5938,47.8171,28.3563,41.2543,DOWN,0
2000-03-30,29.0,29.4688,47.7469,28.5375,40.6805,DOWN,0
2000-03-31,28.375,29.75,47.6682,28.5688,40.1224,UP,1
2000-04-03,29.75,28.375,47.5972,28.9938,39.6905,UP,1
2000-04-04,31.75,30.4375,47.5386,29.6438,39.2968,DOWN,0
2000-04-05,30.7813,31.3438,47.4759,29.9313,38.9374,UP,1
2000-04-06,31.375,31.0,47.4155,30.4063,38.5587,UP,1
2000-04-07,31.7188,31.6875,47.3605,31.075,38.1524,UP,1
2000-04-10,33.0,31.9688,47.3122,31.725,37.8093,UP,1
2000-04-11,33.2188,32.8125,47.2651,32.0188,37.463,UP,1
2000-04-12,34.6563,33.9688,47.2231,32.7938,37.1612,UP,1
2000-04-13,34.75,34.75,47.1737,33.4688,36.8699,DOWN,0
2000-04-14,31.5,34.0,47.1161,33.425,36.5218,UP,1
2000-04-17,34.5,31.4375,47.0764,33.725,36.2643,DOWN,0
2000-04-18,33.0313,34.2813,47.028,33.6875,35.9924,DOWN,0
2000-04-19,33.0313,33.1563,46.9775,33.3625,35.6955,UP,1
2000-04-20,34.4688,33.0625,46.9364,33.3063,35.4449,UP,1
2000-04-24,35.25,34.4688,46.8958,34.0563,35.2355,DOWN,0
2000-04-25,32.125,35.25,46.8389,33.5813,34.9405,DOWN,0
2000-04-26,30.375,31.625,46.7684,33.05,34.6293,UP,1
2000-04-27,30.4375,30.0,46.6934,32.5313,34.2805,DOWN,0
2000-04-28,29.875,30.4688,46.6144,31.6125,33.9376,DOWN,0
2000-05-01,29.8496,29.9063,46.5386,30.5324,33.5927,UP,1
2000-05-02,29.9063,29.7188,46.4638,30.0887,33.2545,UP,1
2000-05-03,30.3125,30.3125,46.3888,30.0762,32.932,DOWN,0
2000-05-04,30.2188,30.2813,46.3149,30.0324,32.6301,UP,1
2000-05-05,30.4375,30.125,46.2427,30.1449,32.3539,UP,1
2000-05-08,30.5938,30.0625,46.175,30.2938,32.1145,UP,1
2000-05-09,31.375,30.625,46.1136,30.5875,31.8582,UP,1
2000-05-10,32.0938,31.6563,46.0538,30.9438,31.6214,UP,1
2000-05-11,32.5,32.1875,46.001,31.4,31.3889,DOWN,0
2000-05-12,32.0625,32.5,45.941,31.725,31.157,UP,1
2000-05-15,32.4375,31.9375,45.8767,32.0938,30.9214,DOWN,0
2000-05-16,32.25,32.4375,45.8127,32.2688,30.692,UP,1
2000-05-17,32.5,32.25,45.741,32.35,30.732,DOWN,0
2000-05-18,32.375,32.375,45.6708,32.325,30.7995,UP,1
2000-05-19,32.5313,32.125,45.5986,32.4188,30.8726,DOWN,0
2000-05-22,32.4375,32.5938,45.528,32.4188,30.9839,DOWN,0
2000-05-23,32.1875,32.1875,45.4603,32.4063,31.0551,UP,1
2000-05-24,32.9375,32.2813,45.3906,32.4938,31.1564,UP,1
2000-05-25,32.9688,32.8125,45.3224,32.6125,31.2307,UP,1
2000-05-26,33.125,32.875,45.2578,32.7313,31.2945,DOWN,0
2000-05-30,33.0625,33.1563,45.1906,32.8563,31.3795,UP,1
2000-05-31,33.25,33.0,45.1222,33.0688,31.4632,DOWN,0
2000-06-01,32.8125,33.0625,45.0478,33.0438,31.5495,DOWN,0
2000-06-02,32.0,32.6875,44.971,32.85,31.6195,DOWN,0
2000-06-05,31.6563,32.0,44.8936,32.5563,31.6907,DOWN,0
2000-06-06,31.625,31.4375,44.8086,32.2688,31.7589,DOWN,0
2000-06-07,30.9375,31.4375,44.7177,31.8063,31.8251,DOWN,0
2000-06-08,28.75,29.3125,44.6108,30.9938,31.8301,DOWN,0
2000-06-09,28.5,28.4063,44.4967,30.2938,31.8132,DOWN,0
2000-06-12,28.1875,28.5,44.3871,29.6,31.797,UP,1
2000-06-13,28.5,27.9063,44.2846,28.975,31.7995,DOWN,0
2000-06-14,28.5,28.375,44.1808,28.4875,31.7745,DOWN,0
2000-06-15,28.375,28.5938,44.0746,28.4125,31.707,DOWN,0
2000-06-16,27.75,28.5,43.9652,28.2625,31.6464,UP,1
2000-06-19,28.0469,28.0938,43.8551,28.2344,31.5798,DOWN,0
2000-06-20,27.625,27.9375,43.7409,28.0594,31.4979,DOWN,0
2000-06-21,27.2813,27.6875,43.6201,27.8156,31.3836,DOWN,0
2000-06-22,27.0625,27.3125,43.4985,27.5531,31.2604,UP,1
2000-06-23,27.4688,27.375,43.3812,27.4969,31.1167,UP,1
2000-06-26,27.8125,27.5,43.2624,27.45,30.9779,DOWN,0
2000-06-27,27.8125,27.75,43.1473,27.4875,30.9042,DOWN,0
2000-06-28,27.7734,27.75,43.0372,27.5859,30.7696,DOWN,0
2000-06-29,26.8125,27.5313,42.9251,27.5359,30.6453,UP,1
2000-06-30,28.375,26.7813,42.8166,27.7172,30.5521,DOWN,0
2000-07-03,27.9375,28.375,42.7035,27.7422,30.4215,DOWN,0
2000-07-05,27.8125,28.125,42.5902,27.7422,30.2728,DOWN,0
2000-07-06,27.625,28.0,42.4777,27.7125,30.1828,DOWN,0
2000-07-07,27.4375,27.8438,42.3699,27.8375,30.124,UP,1
2000-07-10,27.7188,27.5313,42.2674,27.7063,30.0696,DOWN,0
2000-07-11,27.5625,27.75,42.1619,27.6313,30.0234,DOWN,0
2000-07-12,27.5625,27.4375,42.0513,27.5813,29.9777,DOWN,0
2000-07-13,27.2813,27.625,41.9404,27.5125,29.9252,UP,1
2000-07-14,28.0,27.375,41.8408,27.625,29.8789,UP,1
2000-07-17,28.0625,28.125,41.7468,27.6938,29.8358,UP,1
2000-07-18,29.125,28.0938,41.6588,28.0063,29.8095,UP,1
2000-07-19,29.5625,28.9688,41.566,28.4063,29.7889,DOWN,0
2000-07-20,29.5,29.625,41.4749,28.85,29.7514,UP,1
2000-07-21,29.5625,29.625,41.3801,29.1625,29.7008,UP,1
2000-07-24,31.0,29.5938,41.2921,29.75,29.6708,DOWN,0
2000-07-25,30.3125,29.75,41.1985,29.9875,29.6358,DOWN,0
2000-07-26,29.8242,29.625,41.1026,30.0398,29.5835,DOWN,0
2000-07-27,29.7813,29.7813,41.0086,30.0961,29.5341,DOWN,0
2000-07-28,29.5938,29.9688,40.9187,30.1023,29.476,DOWN,0
2000-07-31,28.5,29.375,40.8217,29.6023,29.3985,UP,1
2000-08-01,29.375,28.0,40.7353,29.4148,29.3354,DOWN,0
2000-08-02,29.0938,29.6875,40.6425,29.2688,29.2685,DOWN,0
2000-08-03,29.0313,29.2188,40.5415,29.1188,29.2054,DOWN,0
2000-08-04,28.6875,29.0313,40.4361,28.9375,29.1204,DOWN,0
2000-08-07,28.5625,28.6563,40.3267,28.95,29.0323,DOWN,0
2000-08-08,28.25,28.5,40.2161,28.725,28.9348,DOWN,0
2000-08-09,28.1563,28.2813,40.1076,28.5375,28.8366,UP,1
2000-08-10,28.4063,28.2813,40.0042,28.4125,28.7398,UP,1
2000-08-11,29.125,28.4375,39.9017,28.5,28.666,UP,1
2000-08-14,29.625,29.1563,39.7882,28.7125,28.6185,UP,1
2000-08-15,31.375,29.875,39.6829,29.3375,28.6129,DOWN,0
2000-08-16,31.375,31.0,39.5698,29.9813,28.6079,DOWN,0
2000-08-17,31.125,31.25,39.4604,30.525,28.6116,UP,1
2000-08-18,31.5,31.125,39.3511,31.0,28.6666,UP,1
2000-08-21,31.5938,31.5938,39.2457,31.3938,28.7285,UP,1
2000-08-22,32.0625,31.7188,39.1414,31.5313,28.806,UP,1
2000-08-23,32.1563,32.0313,39.0307,31.6875,28.8791,DOWN,0
2000-08-24,31.4688,32.125,38.9193,31.7563,28.9385,DOWN,0
2000-08-25,31.375,31.0625,38.8078,31.7313,28.9985,DOWN,0
2000-08-28,31.375,31.375,38.6986,31.6875,29.071,DOWN,0
2000-08-29,31.25,31.5,38.5873,31.525,29.1351,DOWN,0
2000-08-30,31.0313,31.0313,38.4761,31.3,29.2032,DOWN,0
2000-08-31,30.916,30.9375,38.3622,31.1895,29.2759,DOWN,0
2000-09-01,30.6875,30.8125,38.2431,31.052,29.3484,UP,1
2000-09-05,31.25,30.7188,38.1255,31.027,29.424,UP,1
2000-09-06,31.7188,31.375,38.0078,31.1207,29.5021,DOWN,0
2000-09-07,31.3125,31.8438,37.8874,31.177,29.5721,UP,1
2000-09-08,31.7188,31.375,37.7652,31.3375,29.6511,DOWN,0
2000-09-11,31.3438,31.6563,37.6409,31.4688,29.7417,UP,1
2000-09-12,31.5313,31.2813,37.516,31.525,29.8048,DOWN,0
2000-09-13,31.25,31.5,37.3935,31.4313,29.8711,DOWN,0
2000-09-14,30.6484,30.9063,37.2768,31.2984,29.9278,UP,1
2000-09-15,31.25,31.2188,37.1524,31.2047,30.0003,DOWN,0
2000-09-18,31.0625,30.9688,37.0265,31.1484,30.0728,DOWN,0
2000-09-19,30.75,30.9375,36.8958,30.9922,30.1334,UP,1
2000-09-20,30.9063,30.5,36.7668,30.9234,30.2003,UP,1
2000-09-21,31.4375,30.7813,36.6492,31.0813,30.2778,UP,1
2000-09-22,31.9375,31.625,36.5321,31.2188,30.3709,DOWN,0
2000-09-25,31.5625,32.0313,36.4152,31.3188,30.4421,DOWN,0
2000-09-26,30.875,31.5313,36.2935,31.3438,30.4984,DOWN,0
2000-09-27,30.875,30.8125,36.1721,31.3375,30.5334,UP,1
2000-09-28,33.4688,30.75,36.0606,31.7438,30.6115,UP,1
2000-09-29,33.5,33.5,35.9465,32.0563,30.6915,UP,1
2000-10-02,34.0,33.5313,35.8418,32.5438,30.7803,UP,1
2000-10-03,34.4375,34.0,35.7484,33.2563,30.849,UP,1
2000-10-04,35.0625,34.3125,35.6546,34.0938,30.944,UP,1
2000-10-05,36.5,35.9375,35.5759,34.7,31.0775,UP,1
2000-10-06,36.9688,36.5625,35.4882,35.3938,31.2213,DOWN,0
2000-10-09,36.4375,36.5,35.3967,35.8813,31.3582,DOWN,0
2000-10-10,36.2188,36.25,35.2998,36.2375,31.5125,UP,1
2000-10-11,36.75,36.125,35.2045,36.575,31.66,UP,1
2000-10-12,36.8125,36.625,35.1151,36.6375,31.8144,DOWN,0
2000-10-13,36.3125,36.375,35.0226,36.5063,31.96,DOWN,0
2000-10-16,35.9688,36.1875,34.9286,36.4125,32.1057,UP,1
2000-10-17,36.6563,35.75,34.8439,36.5,32.2675,UP,1
2000-10-18,37.3438,36.3438,34.7678,36.6188,32.4494,DOWN,0
2000-10-19,36.5,37.0625,34.6925,36.5563,32.6163,DOWN,0
2000-10-20,36.4375,36.0938,34.605,36.5813,32.7769,DOWN,0
2000-10-23,34.7813,36.3438,34.4876,36.3438,32.89,UP,1
2000-10-24,36.8125,35.5,34.3818,36.375,33.0338,UP,1
2000-10-25,37.4688,36.9375,34.2748,36.4,33.1557,DOWN,0
2000-10-26,37.4688,37.5625,34.1696,36.5938,33.2775,UP,1
2000-10-27,38.4688,36.875,34.0745,37.0,33.4244,DOWN,0
2000-10-30,38.4375,38.0,33.9742,37.7313,33.5632,DOWN,0
2000-10-31,35.7188,37.5,33.8604,37.5125,33.6457,DOWN,0
2000-11-01,34.5,35.4375,33.7445,36.9188,33.6944,DOWN,0
2000-11-02,33.9688,34.375,33.6329,36.2188,33.7307,UP,1
2000-11-03,34.125,33.875,33.5468,35.35,33.7838,UP,1
2000-11-06,34.25,34.125,33.4609,34.5125,33.8413,DOWN,0
2000-11-07,34.2188,34.3125,33.3882,34.2125,33.8982,UP,1
2000-11-08,34.7188,34.125,33.3103,34.2563,33.9675,UP,1
2000-11-09,34.75,35.0,33.2239,34.4125,34.0419,UP,1
2000-11-10,35.8125,35.0625,33.1521,34.75,34.1398,UP,1
2000-11-13,36.125,35.75,33.0801,35.125,34.2486,UP,1
2000-11-14,36.2188,36.125,33.0125,35.525,34.348,UP,1
2000-11-15,36.6875,36.5,32.9493,35.9188,34.4473,UP,1
2000-11-16,37.0313,36.3438,32.89,36.375,34.5617,UP,1
2000-11-17,37.875,36.9375,32.8425,36.7875,34.6848,DOWN,0
2000-11-20,37.4688,37.375,32.7967,37.0563,34.8073,DOWN,0
2000-11-21,37.0313,37.0625,32.7425,37.2188,34.9173,UP,1
2000-11-22,37.7188,37.0,32.6961,37.425,35.0467,DOWN,0
2000-11-24,36.8125,37.125,32.6515,37.3813,35.17,DOWN,0
2000-11-27,36.4375,36.4375,32.5993,37.0938,35.2738,UP,1
2000-11-28,36.8438,36.5,32.5539,36.9688,35.3894,UP,1
2000-11-29,37.7813,36.8438,32.5034,37.1188,35.53,DOWN,0
2000-11-30,37.4375,37.375,32.4555,37.0625,35.6606,DOWN,0
2000-12-01,36.9688,37.0625,32.4048,37.0938,35.7713,UP,1
2000-12-04,37.6875,36.875,32.3592,37.3438,35.8862,DOWN,0
2000-12-05,36.5938,37.5,32.31,37.2938,35.9869,DOWN,0
2000-12-06,36.0625,36.6563,32.2637,36.95,36.0906,UP,1
2000-12-07,36.7813,35.875,32.2264,36.8188,36.2088,DOWN,0
2000-12-08,35.625,36.75,32.1917,36.55,36.2519,DOWN,0
2000-12-11,34.5313,35.375,32.1434,35.9188,36.2725,UP,1
2000-12-12,35.9688,35.625,32.1036,35.7938,36.3119,UP,1
2000-12-13,36.2188,35.8125,32.064,35.825,36.3475,UP,1
2000-12-14,36.75,35.75,32.0295,35.8188,36.3813,DOWN,0
2000-12-15,35.6875,35.6875,31.9869,35.8313,36.365,UP,1
2000-12-18,36.3125,36.3125,31.9498,36.1875,36.3519,UP,1
2000-12-19,36.5625,36.3438,31.9801,36.3063,36.3544,DOWN,0
2000-12-20,36.2813,36.3125,32.0165,36.3188,36.3556,UP,1
2000-12-21,37.25,36.2813,32.0584,36.4188,36.3656,DOWN,0
2000-12-22,36.875,37.25,32.1084,36.6563,36.3669,UP,1
2000-12-26,37.2188,36.8438,32.1514,36.8375,36.385,UP,1
2000-12-27,38.25,37.1875,32.2033,37.175,36.4306,UP,1
2000-12-28,38.625,38.5,32.2501,37.6438,36.47,UP,1
2000-12-29,39.2188,38.75,32.2965,38.0375,36.5075,UP,1
2001-01-02,39.25,39.0625,32.3487,38.5125,36.5625,DOWN,0
2001-01-03,37.3125,39.25,32.39,38.5313,36.58,DOWN,0
2001-01-04,36.1563,37.2813,32.4283,38.1125,36.6075,UP,1
2001-01-05,37.4688,36.125,32.4731,37.8813,36.6206,UP,1
2001-01-08,38.2813,37.1563,32.524,37.6938,36.6369,DOWN,0
2001-01-09,37.3125,37.875,32.5695,37.3063,36.6338,DOWN,0
2001-01-10,36.9063,36.8125,32.6159,37.225,36.6025,DOWN,0
2001-01-11,36.375,36.9063,32.6553,37.2688,36.5613,DOWN,0
2001-01-12,35.1563,36.625,32.6844,36.8063,36.55,UP,1
2001-01-16,35.9688,35.4688,32.7192,36.3438,36.5794,DOWN,0
2001-01-17,35.0938,35.8125,32.7528,35.9,36.6019,UP,1
2001-01-18,35.4063,35.0625,32.7811,35.6,36.6275,DOWN,0
2001-01-19,34.9688,35.0313,32.7972,35.3188,36.6419,DOWN,0
2001-01-22,34.5625,34.9375,32.8161,35.2,36.6488,UP,1
2001-01-23,34.7188,34.3438,32.8328,34.95,36.6488,UP,1
2001-01-24,34.9688,34.9375,32.849,34.925,36.6531,DOWN,0
2001-01-25,34.9688,34.625,32.8589,34.8375,36.6362,DOWN,0
2001-01-26,34.625,35.3125,32.8659,34.7688,36.6063,DOWN,0
2001-01-29,33.425,34.5,32.8598,34.5413,36.5504,UP,1
2001-01-30,35.55,34.75,32.8638,34.7075,36.5276,UP,1
2001-01-31,35.92,35.5,32.8859,34.8978,36.5054,UP,1
2001-02-01,36.975,36.0,32.8982,35.299,36.4874,DOWN,0
2001-02-02,36.88,37.15,32.9175,35.75,36.4756,UP,1
2001-02-05,37.175,36.995,32.9382,36.5,36.4785,DOWN,0
2001-02-06,37.06,37.425,32.9512,36.802,36.4653,UP,1
2001-02-07,37.595,36.925,32.9629,37.137,36.481,DOWN,0
2001-02-08,37.45,37.595,32.9895,37.232,36.5012,UP,1
2001-02-09,37.495,37.545,33.0251,37.355,36.5142,UP,1
2001-02-12,37.55,37.495,33.0607,37.43,36.5096,DOWN,0
2001-02-13,37.275,37.45,33.0977,37.473,36.5064,DOWN,0
2001-02-14,36.845,37.25,33.1326,37.323,36.5039,UP,1
2001-02-15,36.93,36.575,33.1678,37.219,36.4888,UP,1
2001-02-16,37.42,37.245,33.2033,37.204,36.5053,UP,1
2001-02-20,37.855,37.725,33.2415,37.265,36.5411,UP,1
2001-02-21,38.4,38.25,33.2813,37.49,36.5735,DOWN,0
2001-02-22,38.05,38.5,33.3186,37.731,36.622,DOWN,0
2001-02-23,37.515,37.95,33.3493,37.848,36.6817,DOWN,0
2001-02-26,35.555,36.125,33.3666,37.475,36.6734,DOWN,0
2001-02-27,35.35,35.5,33.3808,36.974,36.656,DOWN,0
2001-02-28,35.25,35.35,33.3968,36.344,36.626,DOWN,0
2001-03-01,34.325,35.0,33.4062,35.599,36.5988,UP,1
2001-03-02,34.825,33.9,33.4191,35.061,36.569,UP,1
2001-03-05,35.08,35.45,33.432,34.966,36.5394,DOWN,0
2001-03-06,34.525,34.825,33.4427,34.801,36.5043,DOWN,0
2001-03-07,34.26,34.3,33.4514,34.603,36.4445,UP,1
2001-03-08,35.5,34.45,33.4667,34.838,36.417,DOWN,0
2001-03-09,34.57,35.125,33.4786,34.787,36.364,DOWN,0
2001-03-12,34.125,34.375,33.4845,34.596,36.2815,DOWN,0
2001-03-13,34.07,34.175,33.49,34.505,36.1904,DOWN,0
2001-03-14,33.3,33.5,33.4909,34.313,36.072,DOWN,0
2001-03-15,32.47,33.375,33.488,33.707,35.9364,DOWN,0
2001-03-16,32.35,32.275,33.4835,33.263,35.8372,UP,1
2001-03-19,32.95,32.45,33.4841,33.028,35.773,DOWN,0
2001-03-20,32.95,32.95,33.4889,32.804,35.6827,DOWN,0
2001-03-21,31.6,32.9,33.4886,32.464,35.549,DOWN,0
2001-03-22,31.375,31.4,33.4874,32.245,35.4303,DOWN,0
2001-03-23,30.1,30.8,33.4832,31.795,35.2942,UP,1
2001-03-26,30.21,30.5,33.4905,31.247,35.1709,UP,1
2001-03-27,31.09,30.5,33.5034,30.875,35.0895,DOWN,0
2001-03-28,31.035,30.9,33.5177,30.762,34.9909,DOWN,0
2001-03-29,30.625,31.035,33.5283,30.612,34.9015,UP,1
2001-03-30,31.3,30.75,33.5423,30.852,34.8194,DOWN,0
2001-04-02,30.8,31.5,33.5544,30.97,34.736,DOWN,0
2001-04-03,30.55,30.525,33.5684,30.862,34.6557,DOWN,0
2001-04-04,30.435,30.2,33.5804,30.742,34.57,UP,1
2001-04-05,30.775,30.5,33.5961,30.772,34.4862,UP,1
2001-04-06,30.84,30.75,33.6139,30.68,34.4036,DOWN,0
2001-04-09,30.17,31.0,33.6294,30.554,34.3145,DOWN,0
2001-04-10,29.35,30.0,33.6388,30.314,34.233,UP,1
2001-04-11,29.49,29.0,33.6472,30.125,34.1118,DOWN,0
2001-04-12,29.4,29.45,33.6552,29.85,33.9814,UP,1
2001-04-16,29.575,29.6,33.6642,29.597,33.8334,DOWN,0
2001-04-17,28.7,29.15,33.6736,29.303,33.6698,UP,1
2001-04-18,28.715,28.875,33.6753,29.176,33.5006,UP,1
2001-04-19,29.48,28.95,33.683,29.174,33.349,DOWN,0
2001-04-20,29.0,29.355,33.689,29.094,33.1771,UP,1
2001-04-23,29.025,29.0,33.696,28.984,33.0086,DOWN,0
2001-04-24,28.32,28.5,33.7004,28.908,32.8251,UP,1
2001-04-25,28.78,28.4,33.7057,28.921,32.6497,UP,1
2001-04-26,29.15,29.05,33.7136,28.855,32.4872,UP,1
2001-04-27,29.915,29.2,33.7254,29.038,32.3486,UP,1
2001-04-30,30.025,30.025,33.7391,29.238,32.2105,UP,1
2001-05-01,32.09,31.4,33.7595,29.992,32.1039,DOWN,0
2001-05-02,32.075,32.425,33.7796,30.651,31.9883,UP,1
2001-05-03,32.135,32.375,33.7947,31.248,31.863,DOWN,0
2001-05-04,32.135,31.875,33.8075,31.692,31.7447,UP,1
2001-05-07,32.325,32.2,33.8216,32.152,31.6409,DOWN,0
2001-05-08,32.25,32.25,33.8351,32.184,31.5748,UP,1
2001-05-09,33.095,32.25,33.8456,32.388,31.5297,DOWN,0
2001-05-10,32.92,33.225,33.8586,32.545,31.4831,DOWN,0
2001-05-11,32.75,32.92,33.8732,32.668,31.4516,UP,1
2001-05-14,33.025,32.995,33.8894,32.808,31.4156,DOWN,0
2001-05-15,32.99,33.03,33.9064,32.956,31.3738,UP,1
2001-05-16,34.145,33.15,33.9347,33.166,31.3662,DOWN,0
2001-05-17,33.575,33.875,33.9557,33.297,31.3525,UP,1
2001-05-18,33.74,33.58,33.9789,33.495,31.3173,DOWN,0
2001-05-21,32.625,32.5,33.9969,33.415,31.2784,DOWN,0
2001-05-22,32.0,32.65,34.0134,33.217,31.2359,UP,1
2001-05-23,32.095,32.3,34.0311,32.807,31.1964,UP,1
2001-05-24,32.125,32.0,34.0505,32.517,31.1729,DOWN,0
2001-05-25,31.75,32.125,34.0684,32.119,31.1585,UP,1
2001-05-29,32.32,31.9,34.088,32.058,31.1579,DOWN,0
2001-05-30,32.185,32.3,34.1033,32.095,31.1426,DOWN,0
2001-05-31,32.12,32.0,34.1158,32.1,31.126,DOWN,0
2001-06-01,31.755,32.115,34.1177,32.026,31.1291,UP,1
2001-06-04,31.8,31.75,34.1198,32.036,31.1376,UP,1
2001-06-05,32.04,31.805,34.1244,31.98,31.1764,UP,1
2001-06-06,32.335,32.625,34.1285,32.01,31.2189,UP,1
2001-06-07,32.46,32.375,34.1329,32.078,31.2463,DOWN,0
2001-06-08,32.14,32.575,34.1333,32.155,31.2684,UP,1
2001-06-11,32.175,32.25,34.1334,32.23,31.2994,UP,1
2001-06-12,32.75,32.625,34.1398,32.372,31.3284,DOWN,0
2001-06-13,32.475,32.975,34.1453,32.4,31.3619,DOWN,0
2001-06-14,32.43,32.475,34.1505,32.394,31.3995,DOWN,0
2001-06-15,31.3,32.2,34.1508,32.226,31.4168,DOWN,0
2001-06-18,31.075,31.2,34.151,32.006,31.4228,UP,1
2001-06-19,31.205,31.125,34.1524,31.697,31.4301,UP,1
2001-06-20,31.275,31.25,34.1554,31.457,31.4522,DOWN,0
2001-06-21,31.175,31.005,34.155,31.206,31.4887,UP,1
2001-06-22,31.64,31.2,34.1546,31.274,31.5317,DOWN,0
2001-06-25,31.4,31.625,34.1551,31.339,31.5717,UP,1
2001-06-26,31.93,31.4,34.1561,31.484,31.6188,DOWN,0
2001-06-27,31.7,31.855,34.1579,31.569,31.6788,UP,1
2001-06-28,31.825,31.705,34.1594,31.699,31.741,UP,1
2001-06-29,31.9,32.02,34.1626,31.751,31.7894,UP,1
2001-07-02,32.235,32.0,34.1705,31.918,31.8541,UP,1
2001-07-03,32.3,32.01,34.1758,31.992,31.9196,DOWN,0
