ticker,PG US Equity,PG US Equity,PG US Equity,PG US Equity,PG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-04-01,52.61,53.1,54.2555,52.668,53.3094,UP,1
2005-04-04,53.9,53.18,54.249,52.946,53.2534,UP,1
2005-04-05,54.0,53.98,54.2436,53.374,53.2204,DOWN,0
2005-04-06,53.96,54.0,54.2359,53.494,53.1954,UP,1
2005-04-07,55.07,54.05,54.2318,53.908,53.1822,DOWN,0
2005-04-08,54.5,55.05,54.2245,54.286,53.1634,UP,1
2005-04-11,55.34,54.5,54.2248,54.574,53.1638,UP,1
2005-04-12,55.52,55.03,54.2286,54.878,53.1912,DOWN,0
2005-04-13,55.21,55.37,54.2317,55.128,53.2308,DOWN,0
2005-04-14,55.0,55.28,54.2324,55.114,53.2734,DOWN,0
2005-04-15,54.8,55.0,54.2342,55.174,53.3014,DOWN,0
2005-04-18,54.6,54.8,54.236,55.026,53.3286,DOWN,0
2005-04-19,54.33,54.44,54.236,54.788,53.3628,DOWN,0
2005-04-20,53.39,53.96,54.2321,54.424,53.38,UP,1
2005-04-21,54.19,53.9,54.231,54.262,53.4242,DOWN,0
2005-04-22,53.89,54.08,54.2277,54.08,53.4718,DOWN,0
2005-04-25,53.83,54.13,54.2233,53.926,53.516,DOWN,0
2005-04-26,53.37,53.66,54.2157,53.734,53.5404,UP,1
2005-04-27,53.53,53.17,54.2089,53.762,53.557,UP,1
2005-04-28,53.99,54.0,54.2034,53.722,53.5672,UP,1
2005-04-29,54.15,54.2,54.1991,53.774,53.584,UP,1
2005-05-02,54.8,54.15,54.1976,53.968,53.6134,UP,1
2005-05-03,54.9,54.81,54.1987,54.274,53.6414,UP,1
2005-05-04,55.14,54.91,54.2019,54.596,53.6992,DOWN,0
2005-05-05,54.78,55.14,54.2096,54.754,53.725,DOWN,0
2005-05-06,54.75,55.0,54.2165,54.874,53.7434,UP,1
2005-05-09,54.98,54.75,54.2289,54.91,53.7592,DOWN,0
2005-05-10,54.88,54.28,54.2377,54.906,53.795,UP,1
2005-05-11,55.48,55.07,54.2457,54.974,53.8344,DOWN,0
2005-05-12,55.44,55.6,54.2557,55.106,53.8714,DOWN,0
2005-05-13,54.75,55.34,54.2648,55.106,53.8968,UP,1
2005-05-16,55.14,54.92,54.2797,55.138,53.9226,UP,1
2005-05-17,55.63,55.1,54.2912,55.288,53.9612,UP,1
2005-05-18,56.4,55.73,54.3049,55.472,54.0222,UP,1
2005-05-19,56.62,55.79,54.3177,55.708,54.0946,DOWN,0
2005-05-20,56.48,56.59,54.3343,56.054,54.1588,DOWN,0
2005-05-23,56.48,56.38,54.3518,56.322,54.2382,DOWN,0
2005-05-24,56.0,56.32,54.3663,56.396,54.2932,DOWN,0
2005-05-25,55.73,55.8,54.374,56.262,54.3494,UP,1
2005-05-26,55.81,55.74,54.3797,56.1,54.4094,DOWN,0
2005-05-27,55.76,55.66,54.387,55.956,54.4696,DOWN,0
2005-05-31,55.15,55.42,54.3905,55.69,54.5046,UP,1
2005-06-01,56.12,55.01,54.3962,55.714,54.5722,DOWN,0
2005-06-02,55.97,55.85,54.4019,55.762,54.6506,DOWN,0
2005-06-03,55.27,55.65,54.4022,55.654,54.6994,UP,1
2005-06-06,55.31,55.18,54.4064,55.564,54.7536,UP,1
2005-06-07,55.45,55.54,54.4094,55.624,54.8124,DOWN,0
2005-06-08,55.31,55.85,54.4122,55.462,54.8814,DOWN,0
2005-06-09,55.2,55.3,54.4134,55.308,54.9182,DOWN,0
2005-06-10,54.75,55.4,54.4107,55.204,54.9532,DOWN,0
2005-06-13,54.31,54.41,54.4037,55.004,54.9872,UP,1
2005-06-14,54.39,54.3,54.3958,54.792,54.997,UP,1
2005-06-15,54.4,54.44,54.3902,54.61,55.005,DOWN,0
2005-06-16,54.25,54.18,54.3816,54.42,55.0108,UP,1
2005-06-17,54.42,54.8,54.3727,54.354,54.9978,DOWN,0
2005-06-20,54.25,54.21,54.3615,54.342,54.9928,UP,1
2005-06-21,54.33,54.0,54.3504,54.33,54.9726,UP,1
2005-06-22,54.44,54.33,54.3394,54.338,54.951,DOWN,0
2005-06-23,53.66,54.28,54.324,54.22,54.92,DOWN,0
2005-06-24,52.82,53.5,54.3077,53.9,54.8764,DOWN,0
2005-06-27,52.67,52.79,54.2901,53.584,54.8338,UP,1
2005-06-28,53.33,52.78,54.2754,53.384,54.8084,UP,1
2005-06-29,53.47,53.33,54.2595,53.19,54.7912,DOWN,0
2005-06-30,52.75,53.1,54.2418,53.008,54.7784,UP,1
2005-07-01,52.9,53.0,54.2267,53.024,54.7526,DOWN,0
2005-07-05,52.75,52.4,54.2092,53.04,54.7298,DOWN,0
2005-07-06,52.5,52.68,54.1998,52.874,54.7032,DOWN,0
2005-07-07,52.16,52.2,54.1862,52.612,54.679,UP,1
2005-07-08,52.96,52.16,54.1795,52.654,54.6676,UP,1
2005-07-11,53.9,53.79,54.1776,52.854,54.6658,UP,1
2005-07-12,53.94,54.22,54.1769,53.092,54.6616,UP,1
2005-07-13,54.58,53.96,54.1816,53.508,54.6572,UP,1
2005-07-14,54.75,54.96,54.1865,54.026,54.6542,DOWN,0
2005-07-15,54.5,54.75,54.1867,54.334,54.6414,UP,1
2005-07-18,54.62,54.5,54.1892,54.478,54.6382,UP,1
2005-07-19,54.88,54.77,54.1903,54.666,54.6408,UP,1
2005-07-20,55.02,54.69,54.1937,54.754,54.6416,UP,1
2005-07-21,55.13,54.9,54.198,54.83,54.6466,DOWN,0
2005-07-22,54.99,55.0,54.2015,54.928,54.6368,DOWN,0
2005-07-25,54.94,54.99,54.208,54.992,54.6268,UP,1
2005-07-26,55.11,55.0,54.2163,55.038,54.634,UP,1
2005-07-27,55.37,55.31,54.2248,55.108,54.6386,UP,1
2005-07-28,55.82,55.25,54.2362,55.246,54.6424,DOWN,0
2005-07-29,55.63,55.75,54.2493,55.374,54.627,DOWN,0
2005-08-01,55.32,55.8,54.261,55.45,54.601,UP,1
2005-08-02,55.36,55.52,54.2694,55.5,54.5786,DOWN,0
2005-08-03,55.0,55.36,54.2761,55.426,54.549,DOWN,0
2005-08-04,54.17,55.0,54.2819,55.096,54.5124,DOWN,0
2005-08-05,54.1,54.0,54.2846,54.79,54.4798,UP,1
2005-08-08,54.25,54.11,54.2878,54.576,54.4486,DOWN,0
2005-08-09,53.94,54.3,54.2923,54.292,54.4122,DOWN,0
2005-08-10,53.71,53.95,54.2991,54.034,54.3834,DOWN,0
2005-08-11,53.66,53.54,54.3014,53.932,54.3342,DOWN,0
2005-08-12,53.55,53.41,54.3102,53.822,54.2858,UP,1
2005-08-15,54.18,53.55,54.3246,53.808,54.264,DOWN,0
2005-08-16,53.58,54.24,54.3366,53.736,54.2294,DOWN,0
2005-08-17,53.42,53.5,54.3487,53.678,54.1888,UP,1
2005-08-18,54.18,53.55,54.3647,53.782,54.1662,UP,1
2005-08-19,54.54,54.37,54.3782,53.98,54.153,UP,1
2005-08-22,55.16,55.4,54.388,54.176,54.1612,UP,1
2005-08-23,55.4,55.42,54.3974,54.54,54.183,DOWN,0
2005-08-24,54.62,55.41,54.404,54.78,54.1876,UP,1
2005-08-25,55.0,54.88,54.4152,54.944,54.1996,DOWN,0
2005-08-26,54.96,55.0,54.425,55.028,54.2138,UP,1
2005-08-29,55.64,54.92,54.4332,55.124,54.2382,DOWN,0
2005-08-30,55.4,55.65,54.4372,55.124,54.2612,UP,1
2005-08-31,55.48,55.4,54.4422,55.296,54.2842,UP,1
2005-09-01,55.76,55.4,54.4492,55.448,54.3106,UP,1
2005-09-02,55.99,55.75,54.4567,55.654,54.3572,UP,1
2005-09-06,56.57,56.3,54.4657,55.84,54.4322,DOWN,0
2005-09-07,56.26,56.5,54.4754,56.012,54.504,DOWN,0
2005-09-08,56.15,56.55,54.4839,56.146,54.5604,UP,1
2005-09-09,56.9,56.15,54.4981,56.374,54.629,DOWN,0
2005-09-12,56.56,56.68,54.5112,56.488,54.7052,DOWN,0
2005-09-13,55.54,56.3,54.5207,56.282,54.758,DOWN,0
2005-09-14,55.02,55.45,54.5253,56.034,54.8034,UP,1
2005-09-15,55.5,55.24,54.5354,55.904,54.8634,UP,1
2005-09-16,55.95,55.74,54.5418,55.714,54.9392,DOWN,0
2005-09-19,55.56,55.76,54.5405,55.514,54.9912,UP,1
2005-09-20,56.04,56.24,54.5438,55.614,55.034,DOWN,0
2005-09-21,55.9,55.75,54.5518,55.79,55.0732,UP,1
2005-09-22,56.69,55.91,54.565,56.028,55.1154,UP,1
2005-09-23,56.74,56.51,54.5736,56.186,55.1552,DOWN,0
2005-09-26,56.59,56.99,54.5746,56.392,55.197,UP,1
2005-09-27,57.1,56.47,54.578,56.604,55.2466,UP,1
2005-09-28,57.44,57.19,54.5827,56.912,55.2978,UP,1
2005-09-29,58.14,57.35,54.5909,57.202,55.3602,UP,1
2005-09-30,59.46,57.87,54.6076,57.746,55.4468,DOWN,0
2005-10-03,59.31,59.43,54.6237,58.29,55.5332,DOWN,0
2005-10-04,58.08,58.45,54.6369,58.486,55.596,DOWN,0
2005-10-05,57.11,57.8,54.6445,58.42,55.636,DOWN,0
2005-10-06,56.22,57.0,54.6452,58.036,55.653,DOWN,0
2005-10-07,56.04,56.55,54.6458,57.352,55.6574,DOWN,0
2005-10-10,55.84,56.04,54.6471,56.658,55.6616,UP,1
2005-10-11,56.01,56.0,54.6501,56.244,55.6754,UP,1
2005-10-12,56.03,56.01,54.6531,56.028,55.6888,UP,1
2005-10-13,56.2,56.03,54.6579,56.024,55.7128,DOWN,0
2005-10-14,56.11,55.85,54.6612,56.038,55.7516,DOWN,0
2005-10-17,55.78,56.02,54.6647,56.026,55.7852,DOWN,0
2005-10-18,55.35,55.4,54.6655,55.894,55.8072,UP,1
2005-10-19,55.67,54.65,54.6713,55.822,55.8418,DOWN,0
2005-10-20,55.17,55.7,54.6718,55.616,55.871,DOWN,0
2005-10-21,54.81,55.17,54.6692,55.356,55.894,UP,1
2005-10-24,55.1,54.99,54.6651,55.22,55.925,UP,1
2005-10-25,55.59,55.15,54.6612,55.268,55.9532,DOWN,0
2005-10-26,54.99,55.59,54.6547,55.132,55.9814,UP,1
2005-10-27,55.02,55.0,54.6472,55.102,56.0134,UP,1
2005-10-28,55.92,55.48,54.6492,55.324,56.0482,UP,1
2005-10-31,55.99,55.67,54.6498,55.502,56.0772,DOWN,0
2005-11-01,55.25,56.01,54.6461,55.434,56.079,UP,1
2005-11-02,55.65,55.0,54.6409,55.566,56.084,UP,1
2005-11-03,55.96,55.9,54.6372,55.754,56.1108,DOWN,0
2005-11-04,55.92,56.2,54.6385,55.754,56.1292,DOWN,0
2005-11-07,55.58,55.52,54.6404,55.672,56.1416,UP,1
2005-11-08,55.71,55.37,54.6403,55.764,56.143,UP,1
2005-11-09,56.0,55.88,54.6431,55.834,56.155,UP,1
2005-11-10,56.37,56.0,54.6483,55.916,56.1728,DOWN,0
2005-11-11,56.37,56.41,54.6595,56.006,56.185,DOWN,0
2005-11-14,55.92,56.3,54.6729,56.074,56.1836,UP,1
2005-11-15,56.0,55.97,54.6885,56.132,56.1722,UP,1
2005-11-16,56.6,56.18,54.7046,56.252,56.179,UP,1
2005-11-17,57.15,56.85,54.7241,56.408,56.199,UP,1
2005-11-18,57.45,57.65,54.7483,56.624,56.21,UP,1
2005-11-21,57.64,57.2,54.7738,56.968,56.2316,DOWN,0
2005-11-22,57.14,57.59,54.7996,57.196,56.2636,DOWN,0
2005-11-23,57.01,56.99,54.8271,57.278,56.3034,UP,1
2005-11-25,57.28,57.2,54.8554,57.304,56.339,DOWN,0
2005-11-28,57.11,56.85,54.8802,57.236,56.3622,UP,1
2005-11-29,57.68,57.36,54.9051,57.244,56.4046,DOWN,0
2005-11-30,57.19,57.79,54.9237,57.254,56.4276,UP,1
2005-12-01,57.64,57.36,54.9453,57.38,56.4624,DOWN,0
2005-12-02,57.36,57.3,54.9655,57.396,56.4758,UP,1
2005-12-05,57.43,57.12,54.9851,57.46,56.4896,DOWN,0
2005-12-06,57.41,57.4,55.0109,57.406,56.506,DOWN,0
2005-12-07,57.04,57.5,55.0287,57.376,56.5048,DOWN,0
2005-12-08,57.01,57.0,55.0446,57.25,56.4962,UP,1
2005-12-09,57.33,57.05,55.0603,57.244,56.48,DOWN,0
2005-12-12,56.91,57.3,55.0794,57.14,56.429,UP,1
2005-12-13,58.51,57.2,55.1044,57.36,56.413,UP,1
2005-12-14,59.62,58.49,55.1345,57.876,56.4438,DOWN,0
2005-12-15,58.99,59.05,55.1621,58.272,56.4814,DOWN,0
2005-12-16,58.11,59.19,55.1834,58.428,56.5192,UP,1
2005-12-19,58.55,58.14,55.2076,58.756,56.5694,DOWN,0
2005-12-20,58.21,58.0,55.2319,58.696,56.6168,UP,1
2005-12-21,58.52,58.25,55.2595,58.476,56.667,UP,1
2005-12-22,58.78,58.27,55.2871,58.434,56.722,UP,1
2005-12-23,58.88,58.81,55.3189,58.588,56.7756,DOWN,0
2005-12-27,58.6,58.66,55.3457,58.598,56.8254,DOWN,0
2005-12-28,58.54,58.59,55.3738,58.664,56.8806,DOWN,0
2005-12-29,58.42,58.43,55.4018,58.644,56.942,DOWN,0
2005-12-30,57.88,58.15,55.4275,58.464,56.9862,UP,1
2006-01-03,58.78,58.3,55.4544,58.444,57.0584,UP,1
2006-01-04,58.89,58.8,55.4851,58.502,57.14,DOWN,0
2006-01-05,58.7,58.89,55.5184,58.534,57.212,DOWN,0
2006-01-06,58.64,58.74,55.5474,58.578,57.273,UP,1
2006-01-09,59.08,58.45,55.5798,58.818,57.3548,DOWN,0
2006-01-10,58.85,58.89,55.6115,58.832,57.4314,UP,1
2006-01-11,59.06,58.94,55.6475,58.866,57.4942,DOWN,0
2006-01-12,58.41,58.98,55.6727,58.808,57.5426,UP,1
2006-01-13,58.9,58.41,55.7022,58.86,57.6156,DOWN,0
2006-01-17,58.65,58.45,55.7324,58.774,57.6756,UP,1
2006-01-18,58.67,58.5,55.7563,58.738,57.7298,DOWN,0
2006-01-19,58.51,58.0,55.7788,58.628,57.7816,DOWN,0
2006-01-20,57.84,58.51,55.7983,58.514,57.8268,DOWN,0
2006-01-23,57.64,57.84,55.8111,58.262,57.8654,UP,1
2006-01-24,57.87,58.0,55.828,58.106,57.9028,UP,1
2006-01-25,58.47,58.1,55.8436,58.066,57.9448,UP,1
2006-01-26,58.82,58.75,55.8601,58.128,57.9938,UP,1
2006-01-27,59.74,59.4,55.8828,58.508,58.0702,DOWN,0
2006-01-30,59.14,59.13,55.9034,58.808,58.133,UP,1
2006-01-31,59.23,58.95,55.9256,59.08,58.1856,UP,1
2006-02-01,59.82,59.1,55.9517,59.35,58.239,DOWN,0
2006-02-02,59.65,59.74,55.9783,59.516,58.283,UP,1
2006-02-03,59.68,59.39,56.0098,59.504,58.3238,UP,1
2006-02-06,59.79,59.58,56.0378,59.634,58.3768,DOWN,0
2006-02-07,59.32,59.47,56.0649,59.652,58.423,UP,1
2006-02-08,59.47,59.4,56.0931,59.582,58.4668,UP,1
2006-02-09,59.62,59.46,56.1243,59.576,58.517,UP,1
2006-02-10,59.7,59.63,56.1552,59.58,58.5574,DOWN,0
2006-02-13,59.44,59.58,56.1825,59.51,58.6024,UP,1
2006-02-14,59.84,59.55,56.2109,59.614,58.6464,UP,1
2006-02-15,60.11,59.75,56.2375,59.742,58.7014,UP,1
2006-02-16,60.73,60.02,56.2666,59.964,58.7674,UP,1
2006-02-17,61.0,60.59,56.2959,60.224,58.8392,DOWN,0
2006-02-21,60.88,60.88,56.3264,60.512,58.916,UP,1
2006-02-22,61.94,61.0,56.3624,60.932,59.0146,DOWN,0
2006-02-23,61.48,61.85,56.3949,61.206,59.0976,UP,1
2006-02-24,61.5,61.32,56.428,61.36,59.1894,DOWN,0
2006-02-27,61.35,61.68,56.4573,61.43,59.2462,DOWN,0
2006-02-28,59.93,61.0,56.4798,61.24,59.2524,UP,1
2006-03-01,60.11,60.18,56.5066,60.874,59.2748,DOWN,0
2006-03-02,59.55,59.99,56.5286,60.488,59.3036,UP,1
2006-03-03,59.67,59.3,56.5488,60.122,59.326,DOWN,0
2006-03-06,59.67,59.67,56.5652,59.786,59.3552,UP,1
2006-03-07,60.3,59.56,56.5836,59.86,59.3908,UP,1
2006-03-08,61.07,60.25,56.6065,60.052,59.4366,UP,1
2006-03-09,61.4,61.5,56.6311,60.422,59.487,UP,1
2006-03-10,62.25,61.45,56.6624,60.938,59.56,DOWN,0
2006-03-13,61.98,62.11,56.6936,61.4,59.6288,DOWN,0
2006-03-14,60.01,60.09,56.7146,61.342,59.6606,DOWN,0
2006-03-15,59.9,60.51,56.7353,61.108,59.701,DOWN,0
2006-03-16,59.39,59.8,56.7565,60.706,59.7132,DOWN,0
2006-03-17,59.1,59.39,56.7714,60.076,59.7174,UP,1
2006-03-20,59.18,59.38,56.7875,59.516,59.727,DOWN,0
2006-03-21,59.03,59.21,56.8063,59.32,59.7348,UP,1
2006-03-22,59.49,58.7,56.8272,59.238,59.743,DOWN,0
2006-03-23,58.65,59.26,56.8432,59.09,59.739,UP,1
2006-03-24,58.74,58.56,56.8603,59.018,59.7326,DOWN,0
2006-03-27,58.29,58.38,56.8758,58.84,59.7302,DOWN,0
2006-03-28,57.53,58.0,56.8897,58.54,59.7028,UP,1
2006-03-29,57.74,57.44,56.9068,58.19,59.6846,DOWN,0
2006-03-30,57.63,57.53,56.923,57.986,59.6638,DOWN,0
2006-03-31,57.63,57.63,56.9392,57.764,59.6462,UP,1
2006-04-03,57.88,57.69,56.9573,57.682,59.647,UP,1
2006-04-04,58.0,57.83,56.9752,57.776,59.6542,DOWN,0
2006-04-05,57.62,57.95,56.9921,57.752,59.6492,DOWN,0
2006-04-06,57.5,57.57,57.0079,57.726,59.6298,DOWN,0
2006-04-07,57.28,57.5,57.0221,57.656,59.599,DOWN,0
2006-04-10,57.15,57.3,57.0396,57.51,59.5472,DOWN,0
2006-04-11,56.49,57.27,57.0579,57.208,59.4942,DOWN,0
2006-04-12,56.42,56.3,57.0767,56.968,59.438,UP,1
2006-04-13,56.6,56.4,57.093,56.788,59.3736,DOWN,0
2006-04-17,56.03,56.2,57.1058,56.538,59.3012,UP,1
2006-04-18,56.16,55.94,57.1229,56.34,59.2308,DOWN,0
2006-04-19,56.07,55.68,57.1387,56.256,59.1564,UP,1
2006-04-20,56.26,56.16,57.1563,56.224,59.0952,UP,1
2006-04-21,56.34,56.1,57.1755,56.172,59.0326,UP,1
2006-04-24,56.6,56.15,57.1977,56.286,58.9722,UP,1
2006-04-25,57.27,56.9,57.2192,56.508,58.9236,UP,1
2006-04-26,58.01,57.56,57.2398,56.896,58.895,UP,1
2006-04-27,58.38,57.8,57.262,57.32,58.8658,DOWN,0
2006-04-28,58.21,58.3,57.2801,57.694,58.8278,DOWN,0
2006-05-01,57.88,58.43,57.2958,57.95,58.7708,UP,1
2006-05-02,58.11,57.66,57.3138,58.118,58.713,DOWN,0
2006-05-03,56.22,56.25,57.3218,57.76,58.6198,DOWN,0
2006-05-04,55.86,56.23,57.3267,57.256,58.4982,DOWN,0
2006-05-05,55.73,56.24,57.3303,56.76,58.3832,UP,1
2006-05-08,56.34,56.01,57.3363,56.452,58.28,UP,1
2006-05-09,56.5,56.36,57.3439,56.13,58.183,DOWN,0
2006-05-10,56.34,56.69,57.3509,56.154,58.1112,DOWN,0
2006-05-11,55.65,56.65,57.3536,56.112,58.022,DOWN,0
2006-05-12,55.01,55.8,57.3518,55.968,57.9312,UP,1
2006-05-15,55.57,54.69,57.3505,55.814,57.8492,UP,1
2006-05-16,56.04,55.6,57.3526,55.722,57.7766,DOWN,0
2006-05-17,55.33,55.56,57.3526,55.52,57.6772,DOWN,0
2006-05-18,54.89,55.2,57.3503,55.368,57.5536,DOWN,0
2006-05-19,54.15,54.99,57.346,55.196,57.4086,UP,1
2006-05-22,54.28,53.96,57.3466,54.938,57.2492,UP,1
2006-05-23,54.49,54.31,57.3485,54.628,57.0994,UP,1
2006-05-24,54.82,54.56,57.3514,54.526,56.9956,UP,1
2006-05-25,55.26,55.13,57.358,54.6,56.9028,DOWN,0
2006-05-26,55.13,55.2,57.3651,54.796,56.8176,DOWN,0
2006-05-30,54.38,54.78,57.3687,54.816,56.7232,DOWN,0
2006-05-31,54.25,54.58,57.3722,54.768,56.6246,UP,1
2006-06-01,54.48,54.35,57.3737,54.7,56.5336,DOWN,0
2006-06-02,53.95,54.37,57.3755,54.438,56.4228,DOWN,0
2006-06-05,53.18,53.8,57.3743,54.048,56.3134,UP,1
2006-06-06,53.37,53.11,57.3703,53.846,56.206,DOWN,0
2006-06-07,53.24,53.6,57.3638,53.644,56.105,UP,1
2006-06-08,54.74,53.5,57.3617,53.696,56.0492,DOWN,0
2006-06-09,54.45,54.52,57.3569,53.796,55.9834,DOWN,0
2006-06-12,54.31,54.57,57.3554,54.022,55.917,DOWN,0
2006-06-13,54.13,54.32,57.351,54.174,55.847,UP,1
2006-06-14,54.83,54.0,57.3504,54.492,55.786,UP,1
2006-06-15,54.88,54.97,57.3466,54.52,55.7236,UP,1
2006-06-16,55.02,54.89,57.3447,54.634,55.6716,DOWN,0
2006-06-19,54.87,55.98,57.3416,54.746,55.619,UP,1
2006-06-20,55.58,55.23,57.3407,55.036,55.585,UP,1
2006-06-21,55.82,55.52,57.3399,55.234,55.5584,UP,1
2006-06-22,55.85,55.63,57.3363,55.428,55.5456,DOWN,0
2006-06-23,55.73,55.56,57.3336,55.57,55.5318,UP,1
2006-06-26,55.99,55.74,57.3328,55.794,55.5196,DOWN,0
2006-06-27,55.75,55.25,57.3271,55.828,55.514,UP,1
2006-06-28,55.77,55.75,57.3231,55.818,55.5062,UP,1
2006-06-29,56.99,56.24,57.3304,56.046,55.5246,DOWN,0
2006-06-30,55.6,57.0,57.3333,56.02,55.5114,UP,1
2006-07-03,56.3,56.02,57.3373,56.082,55.5106,DOWN,0
2006-07-05,55.93,55.7,57.3372,56.118,55.4972,UP,1
2006-07-06,56.45,55.97,57.3416,56.254,55.4808,UP,1
2006-07-07,56.5,56.45,57.3439,56.156,55.4506,UP,1
2006-07-10,56.98,56.43,57.3493,56.432,55.4226,UP,1
2006-07-11,57.25,56.78,57.3521,56.622,55.4034,DOWN,0
2006-07-12,56.61,57.25,57.3515,56.758,55.378,DOWN,0
2006-07-13,56.54,56.61,57.3512,56.776,55.3466,DOWN,0
2006-07-14,55.66,56.29,57.344,56.608,55.3354,UP,1
2006-07-17,55.82,55.63,57.3359,56.376,55.3346,DOWN,0
2006-07-18,55.81,55.65,57.3243,56.088,55.3362,UP,1
2006-07-19,56.64,55.8,57.3102,56.094,55.3422,DOWN,0
2006-07-20,56.61,56.41,57.2967,56.108,55.3444,DOWN,0
2006-07-21,56.07,56.85,57.2866,56.19,55.339,UP,1
2006-07-24,56.9,56.35,57.2856,56.406,55.364,DOWN,0
2006-07-25,56.88,56.6,57.2889,56.62,55.4014,DOWN,0
2006-07-26,56.67,56.65,57.292,56.626,55.4234,DOWN,0
2006-07-27,56.44,56.85,57.295,56.592,55.4314,UP,1
2006-07-28,56.81,56.87,57.299,56.74,55.461,DOWN,0
2006-07-31,56.2,56.41,57.2999,56.6,55.4872,DOWN,0
2006-08-01,55.93,56.0,57.2985,56.41,55.5228,UP,1
2006-08-02,58.29,57.98,57.3094,56.734,55.603,UP,1
2006-08-03,59.45,58.46,57.3278,57.336,55.7022,DOWN,0
2006-08-04,59.45,59.59,57.3483,57.864,55.7948,DOWN,0
2006-08-07,59.4,59.14,57.3669,58.504,55.8776,UP,1
2006-08-08,59.72,59.75,57.3897,59.262,55.9694,DOWN,0
2006-08-09,59.54,59.8,57.4133,59.512,56.0726,UP,1
2006-08-10,60.26,59.6,57.4391,59.674,56.1928,DOWN,0
2006-08-11,60.26,59.99,57.4625,59.836,56.3084,DOWN,0
2006-08-14,59.76,60.27,57.4863,59.908,56.4246,UP,1
2006-08-15,60.44,60.25,57.5134,60.052,56.5698,DOWN,0
2006-08-16,60.42,60.38,57.5359,60.228,56.7108,DOWN,0
2006-08-17,60.34,60.14,57.5577,60.244,56.8528,UP,1
2006-08-18,60.39,60.35,57.5834,60.27,56.9658,UP,1
2006-08-21,60.78,60.3,57.609,60.474,57.0924,UP,1
2006-08-22,61.05,60.72,57.6345,60.596,57.2272,DOWN,0
2006-08-23,60.92,60.9,57.6595,60.696,57.363,UP,1
2006-08-24,61.05,60.88,57.6868,60.838,57.4874,DOWN,0
2006-08-25,60.87,60.83,57.7126,60.934,57.6072,UP,1
2006-08-28,60.98,60.42,57.7375,60.974,57.7264,UP,1
2006-08-29,61.2,61.0,57.7617,61.004,57.853,UP,1
2006-08-30,61.75,61.45,57.7886,61.17,57.9764,UP,1
2006-08-31,61.9,61.57,57.8185,61.34,58.098,UP,1
2006-09-01,61.91,61.99,57.848,61.548,58.2192,DOWN,0
2006-09-05,61.56,61.5,57.8728,61.664,58.3358,DOWN,0
2006-09-06,61.44,61.56,57.8943,61.712,58.4448,UP,1
2006-09-07,61.53,61.89,57.9147,61.668,58.5604,DOWN,0
2006-09-08,61.14,62.34,57.9322,61.516,58.6678,UP,1
2006-09-11,61.92,61.1,57.9561,61.518,58.7664,DOWN,0
2006-09-12,61.85,61.92,57.9803,61.576,58.8914,DOWN,0
2006-09-13,60.56,61.83,57.9967,61.4,58.9766,UP,1
2006-09-14,60.77,60.05,58.015,61.248,59.0734,UP,1
2006-09-15,60.9,61.1,58.0311,61.2,59.1624,DOWN,0
2006-09-18,60.5,60.73,58.0476,60.916,59.2424,UP,1
2006-09-19,60.91,60.32,58.064,60.728,59.321,UP,1
2006-09-20,61.63,61.1,58.0853,60.942,59.4086,UP,1
2006-09-21,61.74,61.81,58.1069,61.136,59.5112,UP,1
2006-09-22,61.81,61.65,58.1289,61.318,59.6166,UP,1
2006-09-25,62.29,61.57,58.1551,61.676,59.7492,UP,1
2006-09-26,62.48,62.03,58.1825,61.99,59.8824,UP,1
2006-09-27,62.73,62.48,58.2095,62.21,60.0208,DOWN,0
2006-09-28,62.26,62.41,58.2362,62.314,60.1332,DOWN,0
2006-09-29,61.98,62.13,58.2536,62.348,60.2406,UP,1
2006-10-02,62.04,61.99,58.2656,62.298,60.36,UP,1
2006-10-03,62.3,61.89,58.2822,62.262,60.468,UP,1
2006-10-04,63.34,62.08,58.3083,62.384,60.5972,UP,1
2006-10-05,63.52,63.23,58.3332,62.636,60.7342,DOWN,0
2006-10-06,63.09,63.15,58.3576,62.858,60.8672,DOWN,0
2006-10-09,62.85,62.78,58.3793,63.02,60.988,DOWN,0
2006-10-10,62.72,62.61,58.3989,63.104,61.1184,DOWN,0
2006-10-11,62.48,62.28,58.417,62.932,61.2494,DOWN,0
2006-10-12,62.41,62.57,58.436,62.71,61.3318,DOWN,0
2006-10-13,62.13,62.16,58.4539,62.518,61.3854,DOWN,0
2006-10-16,62.05,61.82,58.4721,62.358,61.4374,UP,1
2006-10-17,62.25,61.79,58.4939,62.264,61.4944,UP,1
2006-10-18,62.59,62.15,58.513,62.286,61.5518,DOWN,0
2006-10-19,62.5,62.29,58.531,62.304,61.611,UP,1
2006-10-20,62.68,62.73,58.5509,62.414,61.6594,UP,1
2006-10-23,63.28,62.28,58.5741,62.66,61.7198,DOWN,0
2006-10-24,62.88,63.0,58.5931,62.786,61.7822,UP,1
2006-10-25,63.13,62.98,58.6145,62.894,61.836,UP,1
2006-10-26,63.5,63.1,58.6367,63.094,61.8976,UP,1
2006-10-27,63.56,63.31,58.6625,63.27,61.962,UP,1
2006-10-30,63.81,63.57,58.687,63.376,62.0304,DOWN,0
