ticker,CPT US Equity,CPT US Equity,CPT US Equity,CPT US Equity,CPT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-06-30,45.8,45.25,42.7677,45.576,44.3592,DOWN,0
2004-07-01,45.8,45.35,42.8048,45.582,44.4502,UP,1
2004-07-02,46.36,46.05,42.8429,45.708,44.549,UP,1
2004-07-06,46.45,46.4,42.8835,45.908,44.6372,UP,1
2004-07-07,46.5,46.55,42.9229,46.182,44.7332,DOWN,0
2004-07-08,46.05,46.5,42.9604,46.232,44.815,UP,1
2004-07-09,46.43,46.15,42.9983,46.358,44.8974,DOWN,0
2004-07-12,46.3,46.43,43.0353,46.346,44.981,DOWN,0
2004-07-13,45.97,46.3,43.0713,46.25,45.0664,UP,1
2004-07-14,46.45,46.01,43.1106,46.24,45.149,UP,1
2004-07-15,46.61,46.4,43.153,46.352,45.2252,UP,1
2004-07-16,46.63,46.78,43.1947,46.392,45.2992,UP,1
2004-07-19,46.81,46.73,43.2366,46.494,45.3786,UP,1
2004-07-20,46.96,46.71,43.2777,46.692,45.4588,DOWN,0
2004-07-21,46.85,47.0,43.3166,46.772,45.5438,DOWN,0
2004-07-22,45.45,46.82,43.3474,46.54,45.6042,DOWN,0
2004-07-23,45.24,45.55,43.3743,46.262,45.653,DOWN,0
2004-07-26,44.63,45.05,43.3982,45.826,45.688,DOWN,0
2004-07-27,44.33,44.48,43.4199,45.3,45.7076,UP,1
2004-07-28,45.0,44.1,43.4447,44.93,45.7302,DOWN,0
2004-07-29,44.63,45.1,43.4678,44.766,45.735,UP,1
2004-07-30,45.0,44.73,43.4913,44.718,45.7378,UP,1
2004-08-02,46.15,45.0,43.5201,45.022,45.7888,UP,1
2004-08-03,46.51,46.26,43.5521,45.458,45.825,DOWN,0
2004-08-04,46.5,46.4,43.583,45.758,45.863,DOWN,0
2004-08-05,46.16,46.4,43.6128,46.064,45.8892,DOWN,0
2004-08-06,45.22,46.21,43.638,46.108,45.8886,UP,1
2004-08-09,45.65,45.3,43.666,46.008,45.8826,DOWN,0
2004-08-10,45.27,45.65,43.6936,45.76,45.865,DOWN,0
2004-08-11,45.0,45.27,43.7208,45.46,45.8308,DOWN,0
2004-08-12,44.6,45.06,43.7473,45.148,45.8056,DOWN,0
2004-08-13,44.42,44.6,43.7716,44.988,45.768,UP,1
2004-08-16,44.9,44.44,43.8003,44.838,45.744,UP,1
2004-08-17,45.38,44.98,43.8307,44.86,45.7316,UP,1
2004-08-18,46.15,45.38,43.8638,45.09,45.7272,DOWN,0
2004-08-19,45.01,46.15,43.8909,45.172,45.6938,UP,1
2004-08-20,45.95,45.02,43.9185,45.478,45.692,UP,1
2004-08-23,46.35,45.9,43.9483,45.768,45.703,UP,1
2004-08-24,47.05,46.13,43.9838,46.102,45.7468,DOWN,0
2004-08-25,46.65,47.05,44.0168,46.202,45.7664,UP,1
2004-08-26,46.8,46.6,44.0473,46.56,45.7918,DOWN,0
2004-08-27,46.43,46.72,44.0757,46.656,45.8156,UP,1
2004-08-30,46.8,46.55,44.1072,46.746,45.8496,UP,1
2004-08-31,47.08,46.68,44.1376,46.752,45.8792,DOWN,0
2004-09-01,46.84,47.13,44.1653,46.79,45.9024,UP,1
2004-09-02,46.87,46.9,44.1901,46.804,45.9214,UP,1
2004-09-03,47.4,46.75,44.2179,46.998,45.954,UP,1
2004-09-07,47.75,47.5,44.2471,47.188,45.9944,DOWN,0
2004-09-08,47.74,47.65,44.2753,47.32,46.0402,DOWN,0
2004-09-09,46.45,47.0,44.2998,47.242,46.0666,DOWN,0
2004-09-10,46.25,46.3,44.3228,47.118,46.0756,DOWN,0
2004-09-13,45.55,46.15,44.3427,46.748,46.0706,DOWN,0
2004-09-14,44.8,45.16,44.3561,46.158,46.0394,UP,1
2004-09-15,45.5,44.6,44.3733,45.71,46.0204,UP,1
2004-09-16,46.03,45.5,44.3933,45.626,46.011,UP,1
2004-09-17,46.1,46.03,44.4094,45.596,46.012,DOWN,0
2004-09-20,45.57,45.95,44.4217,45.6,45.9948,UP,1
2004-09-21,45.75,45.55,44.4349,45.79,45.9838,DOWN,0
2004-09-22,45.24,45.74,44.4453,45.738,45.9692,UP,1
2004-09-23,45.4,45.02,44.4563,45.612,45.9482,DOWN,0
2004-09-24,45.3,45.3,44.4669,45.452,45.922,DOWN,0
2004-09-27,45.3,45.5,44.4774,45.398,45.8954,UP,1
2004-09-28,45.32,44.7,44.4885,45.312,45.8656,UP,1
2004-09-29,45.36,45.55,44.4993,45.336,45.8336,UP,1
2004-09-30,46.2,45.46,44.5114,45.496,45.8206,UP,1
2004-10-01,47.12,46.2,44.5293,45.86,45.854,DOWN,0
2004-10-04,46.9,47.11,44.5447,46.18,45.8872,DOWN,0
2004-10-05,45.05,45.29,44.554,46.126,45.8956,UP,1
2004-10-06,45.25,45.05,44.5651,46.104,45.914,DOWN,0
2004-10-07,45.11,45.25,44.5764,45.886,45.9162,DOWN,0
2004-10-08,45.11,45.1,44.5861,45.484,45.9258,DOWN,0
2004-10-11,44.63,45.2,44.5907,45.03,45.9184,UP,1
2004-10-12,45.3,44.64,44.5987,45.08,45.9014,DOWN,0
2004-10-13,45.0,45.6,44.6047,45.03,45.8712,UP,1
2004-10-14,45.31,45.02,44.6113,45.07,45.8474,UP,1
2004-10-15,45.9,45.31,44.621,45.228,45.8422,UP,1
2004-10-18,46.55,45.91,44.6323,45.612,45.8688,DOWN,0
2004-10-19,46.4,46.65,44.6435,45.832,45.8838,DOWN,0
2004-10-20,46.01,46.29,44.6523,46.034,45.8986,UP,1
2004-10-21,46.11,46.06,44.6655,46.194,45.9208,DOWN,0
2004-10-22,45.66,46.05,44.6788,46.146,45.942,DOWN,0
2004-10-25,44.92,45.66,44.6881,45.82,45.952,UP,1
2004-10-26,45.09,45.05,44.6986,45.558,45.9558,UP,1
2004-10-27,45.87,45.0,44.7143,45.53,45.9656,DOWN,0
2004-10-28,45.71,45.87,44.7331,45.45,45.9568,DOWN,0
2004-10-29,45.4,45.2,44.7501,45.398,45.9646,UP,1
2004-11-01,45.88,45.45,44.7692,45.59,45.9632,UP,1
2004-11-02,46.1,45.8,44.7917,45.792,45.9582,DOWN,0
2004-11-03,46.0,46.2,44.8149,45.818,45.9372,UP,1
2004-11-04,46.35,45.9,44.8391,45.946,45.9312,DOWN,0
2004-11-05,44.27,46.35,44.8535,45.72,45.8806,DOWN,0
2004-11-08,44.2,44.27,44.8667,45.384,45.836,UP,1
2004-11-09,44.93,44.32,44.8816,45.15,45.7986,UP,1
2004-11-10,46.03,44.94,44.8976,45.156,45.7776,UP,1
2004-11-11,46.55,46.1,44.9153,45.196,45.7718,UP,1
2004-11-12,47.51,46.66,44.9384,45.844,45.7846,UP,1
2004-11-15,48.44,47.51,44.9631,46.692,45.8054,DOWN,0
2004-11-16,48.4,48.45,44.9861,47.386,45.8184,DOWN,0
2004-11-17,47.75,48.3,45.0054,47.73,45.8186,UP,1
2004-11-18,47.85,47.7,45.0294,47.99,45.8466,DOWN,0
2004-11-19,47.5,47.85,45.0487,47.988,45.8716,UP,1
2004-11-22,47.61,47.4,45.0675,47.822,45.9128,UP,1
2004-11-23,48.1,47.6,45.088,47.762,45.9788,UP,1
2004-11-24,48.73,48.1,45.1121,47.958,46.0434,DOWN,0
2004-11-26,48.47,48.8,45.1315,48.082,46.0922,DOWN,0
2004-11-29,48.45,48.47,45.1542,48.272,46.1392,UP,1
2004-11-30,49.03,48.5,45.1809,48.556,46.2084,UP,1
2004-12-01,49.43,49.03,45.2081,48.822,46.282,DOWN,0
2004-12-02,49.22,49.3,45.2342,48.92,46.3616,UP,1
2004-12-03,49.8,49.35,45.2633,49.186,46.4496,UP,1
2004-12-06,50.08,49.75,45.2939,49.512,46.5452,DOWN,0
2004-12-07,49.66,50.0,45.3236,49.638,46.6324,DOWN,0
2004-12-08,49.63,49.72,45.3526,49.678,46.7186,UP,1
2004-12-09,49.7,49.65,45.3823,49.774,46.8054,UP,1
2004-12-10,50.29,49.7,45.4163,49.872,46.8872,DOWN,0
2004-12-13,49.8,50.4,45.4468,49.816,46.9408,UP,1
2004-12-14,50.12,49.3,45.4767,49.908,47.0052,UP,1
2004-12-15,50.27,50.2,45.5069,50.036,47.1096,DOWN,0
2004-12-16,49.5,50.2,45.5314,49.996,47.1946,UP,1
2004-12-17,50.02,49.51,45.5572,49.942,47.2928,DOWN,0
2004-12-20,49.97,49.86,45.5811,49.976,47.39,UP,1
2004-12-21,50.6,49.97,45.6074,50.072,47.5094,UP,1
2004-12-22,50.61,50.61,45.6346,50.14,47.6156,DOWN,0
2004-12-23,50.6,50.75,45.6628,50.36,47.7276,DOWN,0
2004-12-27,50.35,50.45,45.6916,50.426,47.8284,UP,1
2004-12-28,50.63,50.4,45.7222,50.558,47.923,UP,1
2004-12-29,50.85,50.8,45.7552,50.608,48.009,DOWN,0
2004-12-30,50.6,50.0,45.7875,50.606,48.093,UP,1
2004-12-31,51.0,50.55,45.8175,50.686,48.1928,DOWN,0
2005-01-03,50.7,50.95,45.8469,50.756,48.2846,DOWN,0
2005-01-04,49.64,50.65,45.8704,50.558,48.3642,DOWN,0
2005-01-05,47.95,49.55,45.8856,49.978,48.4248,UP,1
2005-01-06,48.03,48.05,45.9002,49.464,48.4836,DOWN,0
2005-01-07,48.0,48.25,45.9154,48.864,48.5262,UP,1
2005-01-10,48.01,48.03,45.9294,48.326,48.5722,DOWN,0
2005-01-11,47.65,47.9,45.946,47.928,48.6172,DOWN,0
2005-01-12,47.52,47.75,45.966,47.842,48.65,UP,1
2005-01-13,47.88,47.35,45.9857,47.812,48.6856,DOWN,0
2005-01-14,47.85,47.95,46.0002,47.782,48.7226,UP,1
2005-01-18,48.18,47.73,46.017,47.816,48.7592,UP,1
2005-01-19,48.2,48.35,46.0353,47.926,48.8378,DOWN,0
2005-01-20,47.79,48.0,46.0575,47.98,48.9096,UP,1
2005-01-21,47.9,47.7,46.0855,47.984,48.969,DOWN,0
2005-01-24,47.5,48.0,46.1077,47.914,48.9984,DOWN,0
2005-01-25,46.41,47.4,46.1258,47.56,48.9956,DOWN,0
2005-01-26,46.17,46.31,46.1522,47.154,48.9688,DOWN,0
2005-01-27,45.35,46.25,46.1738,46.666,48.907,UP,1
2005-01-28,45.46,45.55,46.2009,46.178,48.8482,DOWN,0
2005-01-31,45.31,45.61,46.223,45.74,48.7994,UP,1
2005-02-01,45.74,45.65,46.2393,45.606,48.7572,DOWN,0
2005-02-02,45.53,45.95,46.2561,45.478,48.7178,UP,1
2005-02-03,46.1,45.48,46.2803,45.628,48.6876,UP,1
2005-02-04,46.2,46.25,46.3042,45.776,48.6496,DOWN,0
2005-02-07,45.86,46.0,46.3233,45.886,48.5922,DOWN,0
2005-02-08,45.44,45.8,46.342,45.826,48.5316,UP,1
2005-02-09,45.84,46.2,46.3614,45.888,48.4794,UP,1
2005-02-10,46.1,45.83,46.3804,45.888,48.4208,UP,1
2005-02-11,46.67,46.15,46.4031,45.982,48.3656,DOWN,0
2005-02-14,46.52,46.7,46.4272,46.114,48.3116,UP,1
2005-02-15,46.94,46.4,46.4503,46.414,48.2544,UP,1
2005-02-16,47.11,46.9,46.4719,46.668,48.195,UP,1
2005-02-17,47.15,47.11,46.493,46.878,48.1448,DOWN,0
2005-02-18,46.87,47.0,46.5131,46.918,48.0896,DOWN,0
2005-02-22,46.36,46.62,46.5302,46.886,48.0228,UP,1
2005-02-23,46.82,46.6,46.5513,46.862,47.9534,DOWN,0
2005-02-24,46.14,46.83,46.5698,46.668,47.8802,UP,1
2005-02-25,47.14,46.14,46.5915,46.666,47.8206,DOWN,0
2005-02-28,46.4,47.25,46.6091,46.572,47.7432,DOWN,0
2005-03-01,46.17,46.0,46.6232,46.534,47.6766,UP,1
2005-03-02,46.9,47.0,46.6384,46.55,47.6142,UP,1
2005-03-03,47.6,47.1,46.6544,46.842,47.5668,UP,1
2005-03-04,48.84,47.78,46.6743,47.182,47.5316,UP,1
2005-03-07,49.36,49.05,46.7031,47.774,47.5066,DOWN,0
2005-03-08,49.1,49.3,46.7251,48.36,47.4766,DOWN,0
2005-03-09,47.57,49.1,46.74,48.494,47.421,UP,1
2005-03-10,48.21,47.97,46.7568,48.616,47.3726,DOWN,0
2005-03-11,47.67,48.19,46.7689,48.382,47.309,UP,1
2005-03-14,47.91,48.0,46.7787,48.092,47.2552,UP,1
2005-03-15,48.07,47.95,46.7883,47.886,47.1966,DOWN,0
2005-03-16,47.2,48.0,46.7907,47.812,47.1266,UP,1
2005-03-17,47.56,47.35,46.7992,47.682,47.085,DOWN,0
2005-03-18,46.9,47.6,46.8022,47.528,47.064,DOWN,0
2005-03-21,46.62,47.0,46.8048,47.27,47.0358,DOWN,0
2005-03-22,46.4,46.55,46.8068,46.936,47.0038,UP,1
2005-03-23,46.57,46.2,46.8078,46.81,46.975,UP,1
2005-03-24,47.18,46.67,46.8103,46.734,46.9656,UP,1
2005-03-28,47.29,47.15,46.8166,46.812,46.961,DOWN,0
2005-03-29,46.53,46.9,46.8202,46.794,46.934,UP,1
2005-03-30,47.06,46.45,46.8312,46.926,46.9182,DOWN,0
2005-03-31,47.03,47.1,46.838,47.018,46.8952,DOWN,0
2005-04-01,46.78,47.44,46.8443,46.938,46.8668,DOWN,0
2005-04-04,46.76,46.75,46.8519,46.832,46.8462,UP,1
2005-04-05,46.79,46.76,46.8603,46.884,46.824,UP,1
2005-04-06,47.29,46.8,46.8688,46.93,46.8198,UP,1
2005-04-07,47.86,47.29,46.8797,47.096,46.8488,UP,1
2005-04-08,47.96,48.1,46.8899,47.332,46.8846,DOWN,0
2005-04-11,47.84,47.96,46.9002,47.548,46.9344,UP,1
2005-04-12,48.05,47.8,46.9118,47.8,46.9862,UP,1
2005-04-13,48.08,48.25,46.925,47.958,47.0416,DOWN,0
2005-04-14,48.0,48.0,46.9393,47.986,47.0868,UP,1
2005-04-15,48.17,48.15,46.9512,48.028,47.1396,UP,1
2005-04-18,48.26,48.17,46.9635,48.112,47.1828,UP,1
2005-04-19,48.54,48.3,46.9744,48.21,47.2296,DOWN,0
2005-04-20,48.28,48.5,46.9835,48.25,47.278,UP,1
2005-04-21,48.55,48.25,46.9938,48.36,47.3402,UP,1
2005-04-22,49.13,48.4,47.0092,48.552,47.406,UP,1
2005-04-25,50.25,49.0,47.0283,48.95,47.489,DOWN,0
2005-04-26,50.22,50.2,47.0479,49.286,47.56,UP,1
2005-04-27,50.48,50.15,47.0704,49.726,47.6392,DOWN,0
2005-04-28,50.03,50.48,47.0883,50.022,47.701,UP,1
2005-04-29,51.0,49.9,47.1103,50.396,47.7788,DOWN,0
2005-05-02,50.32,50.9,47.1287,50.41,47.8422,DOWN,0
2005-05-03,50.1,50.15,47.1452,50.386,47.9068,UP,1
2005-05-04,50.3,49.9,47.1619,50.35,47.9856,DOWN,0
2005-05-05,50.2,50.2,47.1786,50.384,48.0532,DOWN,0
2005-05-06,50.0,50.2,47.2014,50.184,48.1304,UP,1
2005-05-09,50.63,49.8,47.2283,50.246,48.2002,UP,1
2005-05-10,51.37,50.4,47.262,50.5,48.2996,DOWN,0
2005-05-11,51.22,51.3,47.2965,50.684,48.4006,DOWN,0
2005-05-12,50.58,51.0,47.3244,50.76,48.4742,DOWN,0
2005-05-13,50.38,50.4,47.3531,50.836,48.5298,UP,1
2005-05-16,50.94,50.71,47.3828,50.898,48.5718,DOWN,0
2005-05-17,50.9,50.8,47.4066,50.804,48.6026,UP,1
2005-05-18,51.32,51.1,47.4306,50.824,48.647,UP,1
2005-05-19,52.07,51.4,47.4585,51.122,48.737,DOWN,0
2005-05-20,51.98,51.95,47.4876,51.442,48.8124,DOWN,0
2005-05-23,51.98,51.95,47.5214,51.65,48.8986,DOWN,0
2005-05-24,51.25,51.85,47.5494,51.72,48.9654,DOWN,0
2005-05-25,50.55,51.36,47.5758,51.566,49.015,UP,1
2005-05-26,50.95,50.7,47.6055,51.342,49.09,UP,1
2005-05-27,51.2,51.1,47.6385,51.186,49.1628,UP,1
2005-05-31,51.61,51.35,47.6745,51.112,49.257,UP,1
2005-06-01,52.16,51.75,47.7108,51.294,49.3678,DOWN,0
2005-06-02,52.0,52.16,47.7439,51.584,49.4798,DOWN,0
2005-06-03,52.0,52.0,47.7731,51.794,49.5884,UP,1
2005-06-06,52.3,52.08,47.8096,52.014,49.6908,UP,1
2005-06-07,53.38,52.3,47.8467,52.368,49.8126,UP,1
2005-06-08,53.84,53.5,47.8842,52.704,49.9588,UP,1
2005-06-09,53.86,53.84,47.9182,53.076,50.0948,UP,1
2005-06-10,54.45,53.83,47.9572,53.566,50.2432,UP,1
2005-06-13,55.0,54.25,47.9982,54.106,50.4076,UP,1
2005-06-14,55.35,54.8,48.0428,54.5,50.5794,UP,1
2005-06-15,55.55,55.5,48.0866,54.842,50.7546,DOWN,0
2005-06-16,55.53,55.53,48.1288,55.176,50.9194,UP,1
2005-06-17,55.6,56.5,48.1726,55.406,51.0742,DOWN,0
2005-06-20,55.6,55.38,48.2163,55.526,51.227,DOWN,0
2005-06-21,55.0,55.54,48.2543,55.456,51.3702,DOWN,0
2005-06-22,54.98,55.1,48.2904,55.342,51.5088,UP,1
2005-06-23,54.99,54.88,48.3267,55.234,51.647,DOWN,0
2005-06-24,54.6,54.9,48.3674,55.034,51.779,DOWN,0
2005-06-27,54.37,54.58,48.408,54.788,51.903,DOWN,0
2005-06-28,53.75,54.0,48.449,54.538,52.0128,DOWN,0
2005-06-29,53.72,53.6,48.4936,54.286,52.1164,UP,1
2005-06-30,53.75,53.7,48.5349,54.038,52.2258,DOWN,0
2005-07-01,53.63,53.65,48.5729,53.844,52.3274,UP,1
2005-07-05,54.0,53.5,48.6124,53.77,52.4248,DOWN,0
2005-07-06,53.8,53.96,48.6535,53.78,52.4958,UP,1
2005-07-07,54.16,53.65,48.6956,53.868,52.5746,UP,1
2005-07-08,55.0,54.25,48.7444,54.118,52.665,UP,1
2005-07-11,55.74,55.0,48.7961,54.54,52.7792,UP,1
2005-07-12,55.86,55.74,48.8489,54.912,52.8764,DOWN,0
2005-07-13,55.4,55.86,48.8994,55.232,52.978,DOWN,0
2005-07-14,54.29,55.4,48.9442,55.258,53.0618,DOWN,0
2005-07-15,53.99,54.3,48.9874,55.056,53.1356,DOWN,0
2005-07-18,53.66,53.98,49.0247,54.64,53.2048,UP,1
2005-07-19,53.75,53.55,49.0578,54.218,53.2798,DOWN,0
2005-07-20,53.75,53.75,49.0921,53.888,53.3422,DOWN,0
2005-07-21,53.41,53.73,49.1339,53.712,53.383,UP,1
2005-07-22,53.6,53.3,49.1756,53.634,53.4306,UP,1
2005-07-25,53.85,53.7,49.2193,53.672,53.496,UP,1
2005-07-26,54.0,53.87,49.2638,53.722,53.5684,DOWN,0
2005-07-27,54.0,54.05,49.3106,53.772,53.6296,UP,1
2005-07-28,54.75,53.8,49.3579,54.04,53.7066,UP,1
2005-07-29,55.28,54.77,49.4093,54.376,53.7858,UP,1
2005-08-01,55.3,55.25,49.4592,54.666,53.8504,UP,1
2005-08-02,56.11,55.45,49.5103,55.088,53.933,DOWN,0
2005-08-03,55.53,56.11,49.5552,55.394,54.004,DOWN,0
2005-08-04,54.35,55.53,49.5949,55.314,54.066,DOWN,0
2005-08-05,51.98,54.25,49.6248,54.654,54.0946,DOWN,0
2005-08-08,49.91,51.85,49.6438,53.576,54.0738,UP,1
2005-08-09,50.29,49.97,49.6669,52.412,54.0556,UP,1
2005-08-10,51.19,50.46,49.6983,51.544,54.0472,UP,1
2005-08-11,51.21,51.2,49.7289,50.916,54.0282,DOWN,0
2005-08-12,50.66,51.15,49.7528,50.652,54.0014,UP,1
2005-08-15,50.93,50.6,49.7789,50.856,53.98,UP,1
2005-08-16,51.25,50.8,49.8082,51.048,53.959,DOWN,0
2005-08-17,51.0,51.26,49.8338,51.01,53.9114,DOWN,0
2005-08-18,50.7,51.0,49.8568,50.908,53.8486,DOWN,0
2005-08-19,50.4,50.78,49.8788,50.856,53.7794,DOWN,0
2005-08-22,50.39,50.3,49.899,50.748,53.6982,UP,1
2005-08-23,50.6,50.37,49.9306,50.618,53.6102,UP,1
2005-08-24,51.2,50.61,49.9656,50.658,53.5272,UP,1
2005-08-25,51.46,51.3,49.9983,50.81,53.4454,DOWN,0
2005-08-26,50.9,51.47,50.0226,50.91,53.3528,DOWN,0
2005-08-29,50.65,50.7,50.0431,50.962,53.2538,UP,1
2005-08-30,50.68,50.55,50.059,50.978,53.1554,UP,1
2005-08-31,52.3,50.68,50.0783,51.198,53.1014,UP,1
2005-09-01,53.5,52.35,50.1038,51.606,53.0718,UP,1
2005-09-02,53.73,53.4,50.1337,52.172,53.0466,UP,1
2005-09-06,55.45,53.92,50.1717,53.132,53.0636,UP,1
2005-09-07,55.46,55.36,50.2115,54.088,53.0854,UP,1
2005-09-08,55.65,55.4,50.2517,54.758,53.1234,UP,1
2005-09-09,55.84,55.63,50.2904,55.226,53.1658,UP,1
2005-09-12,55.95,55.84,50.3265,55.67,53.2098,DOWN,0
2005-09-13,55.86,55.7,50.3634,55.752,53.2544,UP,1
2005-09-14,55.99,55.83,50.4011,55.858,53.2942,UP,1
2005-09-15,56.24,55.99,50.4372,55.976,53.343,DOWN,0
2005-09-16,56.1,56.25,50.4705,56.028,53.3818,UP,1
2005-09-19,56.25,56.0,50.5057,56.088,53.4068,DOWN,0
2005-09-20,56.1,56.26,50.5372,56.136,53.414,DOWN,0
2005-09-21,55.63,56.15,50.5649,56.064,53.4094,DOWN,0
2005-09-22,55.43,55.45,50.5938,55.902,53.41,DOWN,0
2005-09-23,55.25,55.25,50.6219,55.732,53.4292,UP,1
2005-09-26,55.5,55.5,50.6509,55.582,53.4594,DOWN,0
2005-09-27,55.45,55.6,50.6767,55.452,53.4952,DOWN,0
2005-09-28,54.43,54.98,50.6998,55.212,53.5088,UP,1
2005-09-29,55.12,54.37,50.7248,55.15,53.5362,UP,1
2005-09-30,55.75,55.1,50.7522,55.25,53.583,UP,1
2005-10-03,56.11,55.79,50.7853,55.372,53.6332,DOWN,0
2005-10-04,54.84,55.9,50.8094,55.25,53.653,DOWN,0
2005-10-05,54.02,54.8,50.8296,55.168,53.6534,DOWN,0
2005-10-06,53.69,53.99,50.8451,54.882,53.6472,UP,1
2005-10-07,54.43,54.85,50.8642,54.618,53.6408,DOWN,0
2005-10-10,53.1,55.38,50.8767,54.016,53.5972,UP,1
2005-10-11,54.14,54.15,50.8956,53.876,53.574,DOWN,0
2005-10-12,53.15,54.15,50.9082,53.702,53.5148,DOWN,0
2005-10-13,52.7,53.25,50.9175,53.504,53.4582,UP,1
2005-10-14,54.35,53.15,50.9362,53.488,53.4582,UP,1
2005-10-17,54.48,54.35,50.9536,53.764,53.5082,DOWN,0
2005-10-18,53.88,54.73,50.9695,53.712,53.5876,UP,1
2005-10-19,54.45,53.89,50.9936,53.972,53.6708,DOWN,0
2005-10-20,53.73,54.2,51.0225,54.178,53.7216,UP,1
2005-10-21,54.6,53.83,51.0553,54.228,53.7894,UP,1
2005-10-24,56.16,55.1,51.0961,54.564,53.8994,DOWN,0
2005-10-25,55.77,56.0,51.1349,54.942,53.9962,DOWN,0
2005-10-26,55.4,55.6,51.1737,55.132,54.0792,DOWN,0
2005-10-27,54.98,55.5,51.211,55.382,54.1588,UP,1
2005-10-28,56.0,55.23,51.2516,55.662,54.2648,UP,1
2005-10-31,56.35,56.47,51.2941,55.7,54.3838,DOWN,0
2005-11-01,55.67,56.3,51.3315,55.68,54.4894,UP,1
2005-11-02,56.5,55.7,51.373,55.9,54.6074,DOWN,0
2005-11-03,56.44,56.85,51.4163,56.192,54.7122,DOWN,0
2005-11-04,56.18,56.53,51.4577,56.228,54.8066,UP,1
2005-11-07,56.46,56.28,51.5025,56.25,54.9178,UP,1
2005-11-08,56.5,56.3,51.5529,56.416,55.0348,UP,1
2005-11-09,57.18,56.5,51.608,56.552,55.1648,UP,1
2005-11-10,58.7,57.18,51.6747,57.004,55.2928,UP,1
2005-11-11,58.86,58.65,51.7417,57.54,55.4,DOWN,0
2005-11-14,58.68,58.93,51.8086,57.984,55.499,DOWN,0
2005-11-15,58.57,58.64,51.8727,58.398,55.5614,DOWN,0
2005-11-16,58.32,58.68,51.9367,58.626,55.6186,UP,1
2005-11-17,59.24,58.32,52.0024,58.734,55.6904,UP,1
2005-11-18,60.18,59.3,52.0723,58.998,55.7772,DOWN,0
2005-11-21,60.0,59.35,52.143,59.262,55.8582,UP,1
2005-11-22,60.04,59.85,52.216,59.556,55.9418,DOWN,0
2005-11-23,59.95,59.9,52.2865,59.882,56.021,DOWN,0
2005-11-25,59.83,59.85,52.3552,60.0,56.0928,DOWN,0
2005-11-28,59.08,59.88,52.4172,59.78,56.1524,DOWN,0
2005-11-29,58.94,59.09,52.4793,59.568,56.2062,UP,1
2005-11-30,59.0,58.74,52.5396,59.36,56.2642,UP,1
2005-12-01,59.45,59.2,52.6013,59.26,56.3406,DOWN,0
2005-12-02,59.08,59.46,52.661,59.11,56.4136,DOWN,0
2005-12-05,58.85,59.0,52.7209,59.064,56.4856,DOWN,0
2005-12-06,58.58,59.0,52.782,58.992,56.5472,DOWN,0
2005-12-07,58.03,58.52,52.838,58.798,56.5988,UP,1
2005-12-08,58.7,58.15,52.9008,58.648,56.6842,DOWN,0
2005-12-09,58.55,58.65,52.9579,58.542,56.7528,UP,1
2005-12-12,58.61,58.56,53.0189,58.494,56.81,UP,1
2005-12-13,58.85,58.6,53.0823,58.548,56.8648,UP,1
2005-12-14,59.05,58.75,53.1431,58.752,56.949,DOWN,0
2005-12-15,58.03,58.42,53.1952,58.618,57.0292,DOWN,0
2005-12-16,57.92,58.28,53.2406,58.492,57.1138,DOWN,0
2005-12-19,57.78,57.98,53.2827,58.326,57.1808,DOWN,0
2005-12-20,57.74,57.65,53.3259,58.104,57.2736,UP,1
2005-12-21,58.17,57.9,53.3789,57.928,57.3542,DOWN,0
2005-12-22,58.05,58.05,53.4281,57.932,57.4522,UP,1
2005-12-23,58.18,58.1,53.4807,57.984,57.5618,UP,1
2005-12-27,58.25,58.19,53.5324,58.078,57.6398,DOWN,0
2005-12-28,58.2,58.26,53.583,58.17,57.7142,DOWN,0
2005-12-29,57.84,58.35,53.6362,58.104,57.7934,UP,1
2005-12-30,57.92,57.83,53.688,58.078,57.8628,UP,1
2006-01-03,58.4,57.92,53.7455,58.122,57.9562,UP,1
2006-01-04,58.95,58.3,53.8072,58.262,58.0432,UP,1
2006-01-05,59.65,58.5,53.8734,58.552,58.113,UP,1
2006-01-06,60.95,59.85,53.9453,59.174,58.2166,UP,1
2006-01-09,62.32,62.3,54.021,60.054,58.355,UP,1
2006-01-10,62.68,62.25,54.098,60.91,58.509,DOWN,0
2006-01-11,62.48,62.85,54.1777,61.616,58.6386,UP,1
2006-01-12,62.67,62.47,54.2558,62.22,58.765,DOWN,0
2006-01-13,61.95,62.6,54.3304,62.42,58.8906,UP,1
2006-01-17,62.6,61.7,54.4095,62.476,59.0126,DOWN,0
2006-01-18,62.0,62.6,54.4857,62.34,59.1238,UP,1
2006-01-19,63.39,62.03,54.5687,62.522,59.268,DOWN,0
2006-01-20,63.2,64.1,54.6482,62.628,59.4028,DOWN,0
2006-01-23,63.15,63.3,54.7247,62.868,59.5358,UP,1
2006-01-24,63.6,63.25,54.8029,63.068,59.6642,UP,1
2006-01-25,63.7,63.45,54.8822,63.408,59.7642,UP,1
2006-01-26,64.5,63.85,54.9644,63.63,59.877,UP,1
2006-01-27,65.17,64.75,55.0499,64.024,60.0068,DOWN,0
2006-01-30,64.75,65.18,55.1336,64.344,60.1304,UP,1
