ticker,CPT US Equity,CPT US Equity,CPT US Equity,CPT US Equity,CPT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,26.25,26.375,27.0359,26.25,26.4225,UP,1
2000-02-10,26.3125,26.25,27.0331,26.275,26.4138,DOWN,0
2000-02-11,26.25,26.4375,27.0303,26.2625,26.4038,DOWN,0
2000-02-14,26.25,26.1875,27.0266,26.3125,26.3975,UP,1
2000-02-15,26.375,26.25,27.0231,26.2875,26.3963,UP,1
2000-02-16,26.5,26.375,27.0194,26.3375,26.405,UP,1
2000-02-17,26.625,26.4375,27.0169,26.4,26.4063,DOWN,0
2000-02-18,26.5,26.5625,27.0134,26.45,26.4088,UP,1
2000-02-22,26.5625,26.5,27.0103,26.5125,26.4113,DOWN,0
2000-02-23,26.5625,26.5,27.0069,26.55,26.4225,DOWN,0
2000-02-24,26.4375,26.5625,27.0016,26.5375,26.4325,DOWN,0
2000-02-25,26.375,26.4375,26.9966,26.4875,26.4475,DOWN,0
2000-02-28,26.25,26.3125,26.9891,26.4375,26.4525,UP,1
2000-02-29,26.8125,26.25,26.9866,26.4875,26.4775,DOWN,0
2000-03-01,26.375,26.8125,26.9834,26.45,26.495,UP,1
2000-03-02,26.4375,26.375,26.9816,26.45,26.505,UP,1
2000-03-03,26.5625,26.5,26.9788,26.4875,26.5163,UP,1
2000-03-06,26.75,26.5,26.9756,26.5875,26.5363,DOWN,0
2000-03-07,26.25,26.5,26.9684,26.475,26.545,UP,1
2000-03-08,26.5625,26.25,26.9644,26.5125,26.5563,UP,1
2000-03-09,26.625,26.5,26.9603,26.55,26.5688,DOWN,0
2000-03-10,26.5625,26.5,26.9581,26.55,26.5713,DOWN,0
2000-03-13,26.5,26.5,26.955,26.5,26.565,DOWN,0
2000-03-14,26.5,26.5,26.9503,26.55,26.54,UP,1
2000-03-15,26.625,26.5,26.9478,26.5625,26.5363,UP,1
2000-03-16,27.1875,26.625,26.9472,26.675,26.5575,DOWN,0
2000-03-17,27.1875,26.9375,26.945,26.8,26.5775,UP,1
2000-03-20,27.375,27.1875,26.9441,26.975,26.5913,DOWN,0
2000-03-21,27.125,27.25,26.9413,27.1,26.59,UP,1
2000-03-22,27.375,27.0625,26.9403,27.25,26.6,DOWN,0
2000-03-23,27.375,27.25,26.9391,27.2875,26.6125,DOWN,0
2000-03-24,27.25,27.375,26.9372,27.3,26.625,DOWN,0
2000-03-27,27.125,27.1875,26.9356,27.25,26.63,DOWN,0
2000-03-28,26.875,27.125,26.9331,27.2,26.63,DOWN,0
2000-03-29,26.6875,26.4375,26.9278,27.0625,26.6263,DOWN,0
2000-03-30,26.6875,26.625,26.9203,26.925,26.615,UP,1
2000-03-31,27.0625,26.75,26.915,26.8875,26.6113,DOWN,0
2000-04-03,27.0625,27.0,26.9103,26.875,26.615,UP,1
2000-04-04,27.1875,27.0625,26.9053,26.9375,26.625,UP,1
2000-04-05,27.5625,27.1875,26.9034,27.1125,26.645,UP,1
2000-04-06,27.6875,27.6875,26.9034,27.3125,26.6613,UP,1
2000-04-07,27.9375,27.625,26.9063,27.4875,26.6875,DOWN,0
2000-04-10,27.9375,27.875,26.9078,27.6625,26.7188,UP,1
2000-04-11,28.0625,27.9375,26.91,27.8375,26.7625,UP,1
2000-04-12,28.4375,28.25,26.9153,28.0125,26.8013,UP,1
2000-04-13,28.8125,28.625,26.9206,28.2375,26.8563,DOWN,0
2000-04-14,28.75,28.6875,26.9234,28.4,26.9075,DOWN,0
2000-04-17,28.75,28.75,26.9313,28.5625,26.9563,UP,1
2000-04-18,28.8125,29.0,26.9378,28.7125,27.0125,DOWN,0
2000-04-19,28.75,28.8125,26.9438,28.775,27.0575,DOWN,0
2000-04-20,28.75,28.75,26.95,28.7625,27.1075,DOWN,0
2000-04-24,28.5625,28.75,26.9547,28.725,27.1525,UP,1
2000-04-25,28.875,28.6875,26.9613,28.75,27.205,DOWN,0
2000-04-26,28.875,28.875,26.9666,28.7625,27.2575,UP,1
2000-04-27,28.9375,28.75,26.9728,28.8,27.3088,DOWN,0
2000-04-28,28.375,28.8125,26.9759,28.725,27.3463,UP,1
2000-05-01,28.5,28.375,26.9797,28.7125,27.3838,UP,1
2000-05-02,28.625,28.625,26.9825,28.6625,27.4263,UP,1
2000-05-03,28.9375,28.6875,26.9875,28.675,27.4738,DOWN,0
2000-05-04,28.8125,28.875,26.9916,28.65,27.5188,UP,1
2000-05-05,28.9375,28.9375,26.9975,28.7625,27.5688,DOWN,0
2000-05-08,28.875,28.9375,27.0028,28.8375,27.6188,DOWN,0
2000-05-09,28.6875,28.8125,27.0075,28.85,27.6675,DOWN,0
2000-05-10,28.625,28.625,27.0116,28.7875,27.7038,UP,1
2000-05-11,28.875,28.625,27.0181,28.8,27.7538,UP,1
2000-05-12,28.9375,28.6875,27.0259,28.8,27.8038,UP,1
2000-05-15,29.0,28.8125,27.0303,28.825,27.8525,DOWN,0
2000-05-16,28.8125,29.0,27.0356,28.85,27.8938,DOWN,0
2000-05-17,28.375,28.8125,27.0384,28.8,27.9363,DOWN,0
2000-05-18,28.3125,28.5,27.0403,28.6875,27.9713,DOWN,0
2000-05-19,28.3125,28.125,27.0419,28.5625,28.005,UP,1
2000-05-22,28.4375,28.1875,27.0453,28.45,28.0425,UP,1
2000-05-23,28.5,28.3125,27.0491,28.3875,28.0825,UP,1
2000-05-24,28.8125,28.5,27.0547,28.475,28.1288,DOWN,0
2000-05-25,28.375,28.875,27.0575,28.4875,28.1638,UP,1
2000-05-26,28.5625,28.375,27.0613,28.5375,28.1913,DOWN,0
2000-05-30,28.5625,28.4375,27.0644,28.5625,28.2188,DOWN,0
2000-05-31,28.0625,28.5625,27.065,28.475,28.2325,DOWN,0
2000-06-01,28.0,28.1875,27.0653,28.3125,28.25,UP,1
2000-06-02,28.25,28.0,27.0669,28.2875,28.2675,DOWN,0
2000-06-05,28.125,28.125,27.0675,28.2,28.2825,UP,1
2000-06-06,28.625,28.1875,27.0709,28.2125,28.31,UP,1
2000-06-07,28.75,28.5625,27.075,28.35,28.3425,UP,1
2000-06-08,28.9375,28.6875,27.0806,28.5375,28.3838,UP,1
2000-06-09,29.0,28.9375,27.0866,28.6875,28.43,DOWN,0
2000-06-12,28.9375,29.0,27.0925,28.85,28.475,UP,1
2000-06-13,29.625,29.125,27.1028,29.05,28.5263,UP,1
2000-06-14,30.0625,29.875,27.1159,29.3125,28.5863,UP,1
2000-06-15,30.375,30.0,27.1291,29.6,28.65,DOWN,0
2000-06-16,29.6875,30.25,27.1397,29.7375,28.6925,UP,1
2000-06-19,30.75,29.8125,27.1559,30.1,28.7538,DOWN,0
2000-06-20,30.5,30.625,27.1703,30.275,28.805,UP,1
2000-06-21,30.625,30.375,27.1866,30.3875,28.8588,DOWN,0
2000-06-22,30.1875,30.375,27.2016,30.35,28.9013,UP,1
2000-06-23,30.25,30.1875,27.2178,30.4625,28.9375,DOWN,0
2000-06-26,30.25,30.4375,27.2347,30.3625,28.9663,DOWN,0
2000-06-27,30.25,30.3125,27.2528,30.3125,28.9963,DOWN,0
2000-06-28,30.0625,29.9375,27.2719,30.2,29.0225,DOWN,0
2000-06-29,29.9375,30.0625,27.2909,30.15,29.045,DOWN,0
2000-06-30,29.3906,29.9375,27.307,29.9781,29.0578,UP,1
2000-07-03,29.5625,29.5,27.3213,29.8406,29.0741,UP,1
2000-07-05,30.0625,29.625,27.3382,29.8031,29.1041,UP,1
2000-07-06,30.375,29.875,27.3573,29.8656,29.1341,DOWN,0
2000-07-07,30.125,30.375,27.377,29.9031,29.1591,UP,1
2000-07-10,30.3125,30.3125,27.3973,30.0875,29.1866,DOWN,0
2000-07-11,30.125,30.1875,27.416,30.2,29.2216,DOWN,0
2000-07-12,29.9375,30.125,27.4338,30.175,29.2503,DOWN,0
2000-07-13,29.9375,29.9375,27.4538,30.0875,29.2766,DOWN,0
2000-07-14,29.875,29.9375,27.4735,30.0375,29.2953,DOWN,0
2000-07-17,29.8125,30.0625,27.4882,29.9375,29.3153,DOWN,0
2000-07-18,29.75,29.9375,27.5054,29.8625,29.3316,DOWN,0
2000-07-19,29.75,29.8125,27.5229,29.825,29.3491,UP,1
2000-07-20,29.875,29.8125,27.5404,29.8125,29.3728,DOWN,0
2000-07-21,29.8125,29.875,27.556,29.8,29.3966,UP,1
2000-07-24,30.0625,29.8125,27.572,29.85,29.4203,UP,1
2000-07-25,30.1875,30.25,27.5882,29.9375,29.4453,DOWN,0
2000-07-26,30.1875,30.0625,27.6048,30.025,29.4691,UP,1
2000-07-27,30.8125,30.25,27.626,30.2125,29.5091,UP,1
2000-07-28,30.9375,30.625,27.6501,30.4375,29.5603,UP,1
2000-07-31,31.25,31.0,27.6748,30.675,29.6191,UP,1
2000-08-01,32.0,31.25,27.7035,31.0375,29.6928,DOWN,0
2000-08-02,31.4375,32.0,27.7285,31.2875,29.7528,DOWN,0
2000-08-03,31.375,31.625,27.7529,31.4,29.8103,DOWN,0
2000-08-04,31.125,31.25,27.7757,31.4375,29.8566,DOWN,0
2000-08-07,31.125,31.1875,27.7998,31.4125,29.9116,UP,1
2000-08-08,31.1875,31.25,27.8232,31.25,29.9641,UP,1
2000-08-09,31.3125,31.1875,27.8476,31.225,30.0191,DOWN,0
2000-08-10,31.0625,31.25,27.8704,31.1625,30.0791,DOWN,0
2000-08-11,30.875,31.1875,27.8926,31.1125,30.1366,UP,1
2000-08-14,31.125,30.8125,27.9151,31.1125,30.1941,DOWN,0
2000-08-15,30.9375,31.0,27.9345,31.0625,30.2503,UP,1
2000-08-16,31.1875,31.0625,27.9548,31.0375,30.3016,DOWN,0
2000-08-17,31.1875,31.25,27.9738,31.0625,30.3503,DOWN,0
2000-08-18,30.875,31.25,27.9913,31.0625,30.3891,DOWN,0
2000-08-21,30.8125,30.9375,28.0091,31.0,30.4253,DOWN,0
2000-08-22,30.6875,30.75,28.0282,30.95,30.4603,DOWN,0
2000-08-23,30.5,30.625,28.0448,30.8125,30.4778,DOWN,0
2000-08-24,30.0625,30.25,28.0595,30.5875,30.4778,DOWN,0
2000-08-25,29.875,29.8125,28.0732,30.3875,30.4678,DOWN,0
2000-08-28,29.625,29.875,28.0851,30.15,30.4666,DOWN,0
2000-08-29,29.4375,29.75,28.0979,29.9,30.4403,UP,1
2000-08-30,29.9375,29.375,28.1135,29.7875,30.4291,DOWN,0
2000-08-31,29.9375,29.8125,28.1295,29.7625,30.4153,DOWN,0
2000-09-01,29.9375,29.8125,28.1445,29.775,30.4103,DOWN,0
2000-09-05,29.9375,29.8125,28.1595,29.8375,30.4041,DOWN,0
2000-09-06,29.875,30.0,28.172,29.925,30.3966,UP,1
2000-09-07,30.1875,30.0,28.1879,29.975,30.3953,UP,1
2000-09-08,30.5,30.0625,28.2063,30.0875,30.4041,UP,1
2000-09-11,30.625,31.125,28.226,30.225,30.4178,UP,1
2000-09-12,30.6875,30.5,28.2466,30.375,30.4438,DOWN,0
2000-09-13,30.6875,30.6875,28.2676,30.5375,30.4663,UP,1
2000-09-14,30.8125,30.5625,28.2879,30.6625,30.4813,DOWN,0
2000-09-15,30.5,30.5,28.3066,30.6625,30.4838,DOWN,0
2000-09-18,29.8125,30.3125,28.3229,30.5,30.4775,UP,1
2000-09-19,29.9375,29.8125,28.3404,30.35,30.47,UP,1
2000-09-20,30.3125,30.0,28.3616,30.275,30.4738,DOWN,0
2000-09-21,29.875,30.0625,28.3782,30.0875,30.4725,UP,1
2000-09-22,30.375,30.125,28.3982,30.0625,30.4813,DOWN,0
2000-09-25,30.25,30.25,28.4173,30.15,30.4888,UP,1
2000-09-26,30.3125,30.25,28.4388,30.225,30.4988,DOWN,0
2000-09-27,30.25,29.625,28.4604,30.2125,30.5088,UP,1
2000-09-28,30.625,30.0,28.4854,30.3625,30.5263,UP,1
2000-09-29,31.0,30.75,28.5104,30.4875,30.5488,DOWN,0
2000-10-02,30.25,31.0,28.5338,30.4875,30.5575,DOWN,0
2000-10-03,29.5,30.0,28.5538,30.325,30.5463,DOWN,0
2000-10-04,29.5,29.75,28.5716,30.175,30.5325,UP,1
2000-10-05,29.8125,29.5625,28.5907,30.0125,30.525,UP,1
2000-10-06,30.0,29.875,28.612,29.8125,30.5088,DOWN,0
2000-10-09,29.875,29.875,28.6323,29.7375,30.4875,UP,1
2000-10-10,30.0,30.0,28.6523,29.8375,30.4625,DOWN,0
2000-10-11,29.4375,29.9375,28.6695,29.825,30.4113,DOWN,0
2000-10-12,28.9375,29.5,28.682,29.65,30.3613,UP,1
2000-10-13,29.375,28.8125,28.6948,29.525,30.3213,UP,1
2000-10-16,29.5625,29.625,28.7038,29.4625,30.29,DOWN,0
2000-10-17,29.4375,29.75,28.717,29.35,30.2563,DOWN,0
2000-10-18,29.4375,29.4375,28.7335,29.35,30.2213,UP,1
2000-10-19,29.875,29.5,28.752,29.5375,30.1925,DOWN,0
2000-10-20,29.875,29.875,28.7679,29.6375,30.1688,DOWN,0
2000-10-23,29.5,29.6875,28.7795,29.625,30.1413,DOWN,0
2000-10-24,28.9375,29.5,28.7898,29.525,30.0975,DOWN,0
2000-10-25,28.1875,28.9375,28.797,29.275,30.0425,UP,1
2000-10-26,28.625,28.1875,28.807,29.025,29.9913,UP,1
2000-10-27,28.75,28.875,28.8163,28.8,29.9425,DOWN,0
2000-10-30,28.25,28.625,28.8232,28.55,29.89,UP,1
2000-10-31,28.625,28.25,28.832,28.4875,29.8463,DOWN,0
2000-11-01,28.5,28.75,28.8382,28.55,29.8025,UP,1
2000-11-02,28.6875,28.5,28.8454,28.5625,29.7663,DOWN,0
2000-11-03,28.6875,28.6875,28.8545,28.55,29.7388,UP,1
2000-11-06,29.25,28.625,28.8673,28.75,29.7263,DOWN,0
2000-11-07,28.9375,29.25,28.8791,28.8125,29.7125,UP,1
2000-11-08,29.0625,29.0,28.8901,28.925,29.705,UP,1
2000-11-09,29.25,29.1875,28.9032,29.0375,29.6913,DOWN,0
2000-11-10,29.125,29.25,28.917,29.125,29.675,UP,1
2000-11-13,29.1875,29.1875,28.9335,29.1125,29.66,DOWN,0
2000-11-14,29.1875,29.1875,28.947,29.1625,29.645,UP,1
2000-11-15,29.625,29.0625,28.9648,29.275,29.64,DOWN,0
2000-11-16,29.375,29.5,28.9807,29.3,29.6238,UP,1
2000-11-17,30.0625,29.625,28.9995,29.4875,29.615,UP,1
2000-11-20,30.25,29.9375,29.0207,29.7,29.6075,DOWN,0
2000-11-21,29.9375,30.1875,29.0379,29.85,29.5925,DOWN,0
2000-11-22,29.875,29.6875,29.056,29.9,29.5763,UP,1
2000-11-24,30.0625,29.9375,29.0748,30.0375,29.5613,DOWN,0
2000-11-27,29.9375,30.0,29.0932,30.0125,29.55,UP,1
2000-11-28,30.0,30.5,29.112,29.9625,29.5538,UP,1
2000-11-29,30.5625,30.125,29.1329,30.0875,29.5663,UP,1
2000-11-30,31.0625,30.5,29.1557,30.325,29.5813,DOWN,0
2000-12-01,31.0625,30.9375,29.1779,30.525,29.605,UP,1
2000-12-04,31.125,31.0,29.201,30.7625,29.62,UP,1
2000-12-05,31.75,31.25,29.227,31.1125,29.65,DOWN,0
2000-12-06,31.625,31.75,29.2523,31.325,29.6763,UP,1
2000-12-07,31.6875,31.75,29.2785,31.45,29.705,UP,1
2000-12-08,32.125,31.625,29.3073,31.6625,29.735,UP,1
2000-12-11,32.375,32.0,29.3379,31.9125,29.7625,DOWN,0
2000-12-12,32.1875,32.25,29.3648,32.0,29.8013,UP,1
2000-12-13,32.25,32.0625,29.3941,32.125,29.8563,DOWN,0
2000-12-14,31.75,31.6875,29.4207,32.1375,29.9013,UP,1
2000-12-15,31.8125,31.8125,29.447,32.075,29.9413,UP,1
2000-12-18,32.0,31.75,29.4732,32.0,29.9813,UP,1
2000-12-19,32.4375,32.25,29.5041,32.05,30.0325,UP,1
2000-12-20,32.875,32.4375,29.5357,32.175,30.09,DOWN,0
2000-12-21,32.625,32.8125,29.5657,32.35,30.1538,UP,1
2000-12-22,32.75,32.625,29.5966,32.5375,30.23,UP,1
2000-12-26,32.875,32.6875,29.6285,32.7125,30.3,UP,1
2000-12-27,33.25,32.75,29.6623,32.875,30.3738,UP,1
2000-12-28,33.8125,33.0625,29.6982,33.0625,30.4613,DOWN,0
2000-12-29,33.5,33.6875,29.7298,33.2375,30.5425,DOWN,0
2001-01-02,32.875,33.375,29.7582,33.2625,30.6025,UP,1
2001-01-03,33.1875,33.0,29.7873,33.325,30.6688,DOWN,0
2001-01-04,33.0625,33.125,29.817,33.2875,30.74,DOWN,0
2001-01-05,32.4375,33.0,29.8423,33.0125,30.81,DOWN,0
2001-01-08,32.25,32.5625,29.8666,32.7625,30.8913,UP,1
2001-01-09,32.625,32.375,29.8935,32.7125,30.9713,UP,1
2001-01-10,32.8125,32.625,29.922,32.6375,31.0525,DOWN,0
2001-01-11,32.5,32.8125,29.9501,32.525,31.1375,UP,1
2001-01-12,32.625,32.4375,29.9798,32.5625,31.2175,DOWN,0
2001-01-16,32.5,32.625,30.0088,32.6125,31.2975,DOWN,0
2001-01-17,32.375,32.5,30.0354,32.5625,31.3713,UP,1
2001-01-18,32.5625,32.5,30.0629,32.5125,31.4488,DOWN,0
2001-01-19,32.5,32.3125,30.0895,32.5125,31.5138,UP,1
2001-01-22,32.5625,32.375,30.1145,32.5,31.5863,UP,1
2001-01-23,33.0,32.5,30.141,32.6,31.665,DOWN,0
2001-01-24,32.875,32.875,30.1657,32.7,31.7375,DOWN,0
2001-01-25,32.875,33.0,30.1904,32.7625,31.8125,DOWN,0
2001-01-26,32.875,32.9375,30.2145,32.8375,31.8863,UP,1
2001-01-29,32.99,32.87,30.2372,32.923,31.9623,UP,1
2001-01-30,33.19,32.99,30.2591,32.961,32.0336,UP,1
2001-01-31,33.25,33.15,30.2816,33.036,32.1111,UP,1
2001-02-01,33.29,33.25,30.3043,33.119,32.1757,DOWN,0
2001-02-02,33.25,33.25,30.3265,33.194,32.2357,DOWN,0
2001-02-05,33.04,33.05,30.3479,33.204,32.2977,DOWN,0
2001-02-06,32.79,33.05,30.3681,33.124,32.356,UP,1
2001-02-07,32.85,32.54,30.3896,33.044,32.4118,DOWN,0
2001-02-08,32.12,32.82,30.4058,32.81,32.4554,DOWN,0
2001-02-09,31.65,32.1,30.4197,32.49,32.4884,UP,1
2001-02-12,31.85,31.5,30.4342,32.252,32.5141,DOWN,0
2001-02-13,31.75,31.85,30.4511,32.044,32.5279,UP,1
2001-02-14,31.85,31.65,30.4679,31.844,32.5436,UP,1
2001-02-15,32.21,31.9,30.4858,31.862,32.5653,DOWN,0
2001-02-16,31.95,31.98,30.5009,31.922,32.5693,DOWN,0
2001-02-20,31.85,31.98,30.516,31.922,32.5738,DOWN,0
2001-02-21,31.4,31.9,30.5284,31.852,32.5681,DOWN,0
2001-02-22,31.07,31.65,30.5393,31.696,32.547,UP,1
2001-02-23,31.35,31.0,30.5526,31.524,32.5265,UP,1
2001-02-26,31.9,31.4,30.569,31.514,32.5207,DOWN,0
2001-02-27,31.71,31.9,30.5832,31.486,32.5099,UP,1
2001-02-28,32.02,31.8,30.5986,31.61,32.5153,UP,1
2001-03-01,32.65,31.8,30.6169,31.926,32.5321,DOWN,0
2001-03-02,32.6,32.6,30.6358,32.176,32.5441,DOWN,0
2001-03-05,32.3,32.65,30.6554,32.256,32.5413,UP,1
2001-03-06,32.4,32.45,30.6759,32.394,32.5318,UP,1
2001-03-07,32.56,32.25,30.6971,32.502,32.5305,DOWN,0
2001-03-08,32.35,32.6,30.7167,32.442,32.5225,DOWN,0
2001-03-09,32.35,32.25,30.7359,32.392,32.512,DOWN,0
2001-03-12,32.15,32.32,30.7526,32.362,32.49,UP,1
2001-03-13,32.27,32.15,30.7721,32.336,32.4592,UP,1
2001-03-14,32.28,32.27,30.7907,32.28,32.4348,DOWN,0
2001-03-15,32.15,32.2,30.8086,32.24,32.4203,UP,1
2001-03-16,32.2,32.25,30.8293,32.21,32.4005,UP,1
2001-03-19,32.75,32.2,30.853,32.33,32.3943,UP,1
2001-03-20,32.85,32.9,30.876,32.446,32.4025,DOWN,0
2001-03-21,32.65,32.86,30.8987,32.52,32.4105,UP,1
2001-03-22,32.9,32.6,30.92,32.67,32.4161,DOWN,0
2001-03-23,32.77,32.9,30.9401,32.784,32.4152,DOWN,0
2001-03-26,32.76,32.77,30.9592,32.786,32.4204,DOWN,0
2001-03-27,32.68,32.76,30.9776,32.752,32.4215,DOWN,0
2001-03-28,32.2,32.07,30.994,32.662,32.4155,UP,1
2001-03-29,32.6,32.15,31.0088,32.602,32.42,UP,1
2001-03-30,33.25,32.5,31.0248,32.698,32.4337,DOWN,0
2001-04-02,33.0,33.2,31.0379,32.746,32.4437,DOWN,0
2001-04-03,32.72,33.0,31.0531,32.754,32.4469,DOWN,0
2001-04-04,32.72,32.72,31.0629,32.858,32.4413,UP,1
2001-04-05,33.05,32.73,31.0757,32.948,32.4448,DOWN,0
2001-04-06,32.77,33.0,31.0864,32.852,32.4427,UP,1
2001-04-09,32.8,32.77,31.0994,32.812,32.4412,UP,1
2001-04-10,33.14,32.81,31.1139,32.896,32.4442,DOWN,0
2001-04-11,32.91,33.14,31.1272,32.934,32.4386,UP,1
2001-04-12,32.99,32.91,31.1409,32.922,32.4334,UP,1
2001-04-16,33.1,32.99,31.1561,32.988,32.4296,UP,1
2001-04-17,33.25,33.1,31.1726,33.078,32.4296,UP,1
2001-04-18,33.31,33.5,31.1922,33.112,32.435,UP,1
2001-04-19,33.6,33.35,31.2124,33.25,32.4512,DOWN,0
2001-04-20,33.4,33.45,31.2291,33.332,32.4622,DOWN,0
2001-04-23,33.25,33.4,31.2435,33.362,32.4848,UP,1
2001-04-24,33.27,33.3,31.2592,33.366,32.5172,DOWN,0
2001-04-25,33.23,33.27,31.2738,33.35,32.5448,UP,1
2001-04-26,33.3,33.25,31.2897,33.29,32.5758,UP,1
2001-04-27,33.39,33.38,31.3069,33.288,32.6066,DOWN,0
2001-04-30,33.3,33.4,31.3238,33.298,32.6284,DOWN,0
2001-05-01,33.3,33.4,31.3409,33.304,32.6554,DOWN,0
2001-05-02,33.26,33.27,31.3581,33.31,32.6836,UP,1
2001-05-03,33.3,33.2,31.3759,33.31,32.7216,UP,1
2001-05-04,33.4,33.35,31.3941,33.312,32.7682,DOWN,0
2001-05-07,32.99,33.4,31.4097,33.25,32.801,UP,1
2001-05-08,33.14,32.99,31.4263,33.218,32.8258,UP,1
2001-05-09,33.25,33.05,31.4423,33.216,32.8566,DOWN,0
2001-05-10,33.05,33.2,31.4566,33.166,32.8772,UP,1
2001-05-11,33.28,33.0,31.472,33.142,32.8898,UP,1
2001-05-14,33.3,33.1,31.4845,33.204,32.9038,DOWN,0
2001-05-15,33.3,33.3,31.4963,33.236,32.9238,DOWN,0
2001-05-16,33.2,33.3,31.506,33.226,32.9398,UP,1
2001-05-17,33.27,33.25,31.5124,33.27,32.954,DOWN,0
2001-05-18,33.25,33.3,31.5215,33.264,32.972,UP,1
2001-05-21,33.7,33.25,31.5331,33.344,32.999,UP,1
2001-05-22,33.72,33.6,31.5461,33.428,33.0304,UP,1
2001-05-23,33.9,33.8,31.5599,33.568,33.063,UP,1
2001-05-24,34.0,33.95,31.574,33.714,33.0974,UP,1
2001-05-25,34.8,33.9,31.5914,34.024,33.1504,DOWN,0
2001-05-29,34.56,34.6,31.6089,34.196,33.1976,DOWN,0
2001-05-30,34.15,34.56,31.6253,34.282,33.2256,UP,1
2001-05-31,34.4,34.15,31.6417,34.382,33.2566,UP,1
2001-06-01,34.6,34.4,31.66,34.502,33.2956,DOWN,0
2001-06-04,34.45,34.5,31.6763,34.432,33.3266,UP,1
2001-06-05,34.75,34.5,31.6941,34.47,33.3662,UP,1
2001-06-06,34.81,34.5,31.7138,34.602,33.4072,UP,1
2001-06-07,34.95,34.81,31.7345,34.712,33.4526,DOWN,0
2001-06-08,34.85,34.94,31.7553,34.762,33.5056,UP,1
2001-06-11,35.55,34.85,31.7805,34.982,33.5646,UP,1
2001-06-12,36.0,35.54,31.8102,35.232,33.6196,DOWN,0
2001-06-13,35.97,36.0,31.8407,35.464,33.679,UP,1
2001-06-14,36.16,35.97,31.8734,35.706,33.7478,DOWN,0
2001-06-15,36.0,36.16,31.9062,35.936,33.8134,UP,1
2001-06-18,36.12,36.1,31.9371,36.05,33.8748,DOWN,0
2001-06-19,36.1,36.05,31.9679,36.07,33.9414,UP,1
2001-06-20,36.6,36.11,32.0012,36.196,34.0174,UP,1
2001-06-21,36.64,36.5,32.0347,36.292,34.0874,DOWN,0
2001-06-22,36.25,36.64,32.0666,36.342,34.1542,DOWN,0
2001-06-25,36.15,36.35,32.0964,36.348,34.2174,UP,1
2001-06-26,36.58,36.15,32.1268,36.444,34.287,DOWN,0
2001-06-27,36.15,35.97,32.1544,36.354,34.345,UP,1
2001-06-28,36.48,36.1,32.1834,36.322,34.4084,UP,1
2001-06-29,36.7,36.48,32.2135,36.412,34.4704,DOWN,0
2001-07-02,36.66,36.6,32.2427,36.514,34.5356,DOWN,0
2001-07-03,36.64,36.66,32.2734,36.526,34.6034,DOWN,0
2001-07-05,36.57,36.64,32.3072,36.61,34.6694,UP,1
2001-07-06,36.72,36.6,32.3411,36.658,34.7392,DOWN,0
2001-07-09,36.71,36.65,32.3731,36.66,34.8074,DOWN,0
2001-07-10,36.52,36.75,32.4063,36.632,34.87,UP,1
2001-07-11,36.73,36.6,32.4381,36.65,34.9386,UP,1
2001-07-12,36.98,36.77,32.4717,36.732,35.0122,DOWN,0
