ticker,APD US Equity,APD US Equity,APD US Equity,APD US Equity,APD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-03-18,58.5026,58.4102,51.0133,58.682,55.8326,UP,1
2005-03-21,58.632,58.4287,51.0826,58.534,55.9451,DOWN,0
2005-03-22,58.4471,58.706,51.1503,58.4841,56.0481,UP,1
2005-03-23,58.6136,58.4471,51.2146,58.5673,56.1536,UP,1
2005-03-24,58.9371,58.8447,51.279,58.6265,56.2849,DOWN,0
2005-03-28,58.632,59.0758,51.3428,58.6524,56.3966,DOWN,0
2005-03-29,57.6428,58.0126,51.4013,58.4545,56.4985,UP,1
2005-03-30,57.9756,57.4117,51.4633,58.3602,56.5913,UP,1
2005-03-31,58.5119,58.4749,51.5271,58.3399,56.6886,DOWN,0
2005-04-01,58.4564,58.6783,51.5908,58.2438,56.8002,DOWN,0
2005-04-04,58.4287,58.4656,51.6535,58.2031,56.908,UP,1
2005-04-05,58.7707,58.4379,51.7153,58.4287,57.0338,DOWN,0
2005-04-06,58.5396,58.9926,51.7761,58.5414,57.1693,UP,1
2005-04-07,58.669,58.6043,51.8351,58.5729,57.2906,DOWN,0
2005-04-08,57.9109,58.706,51.8867,58.4638,57.3775,UP,1
2005-04-11,57.9664,57.8185,51.9402,58.3713,57.4699,DOWN,0
2005-04-12,57.7075,57.9664,51.9884,58.1587,57.5485,DOWN,0
2005-04-13,56.4317,57.4579,52.0312,57.7371,57.5879,DOWN,0
2005-04-14,54.5457,56.3485,52.0632,56.9125,57.5813,DOWN,0
2005-04-15,52.3269,53.7599,52.0824,55.7957,57.5287,UP,1
2005-04-18,52.9279,52.3269,52.1091,54.788,57.499,UP,1
2005-04-19,53.8616,53.159,52.1426,54.0188,57.4853,DOWN,0
2005-04-20,52.7984,53.8616,52.1708,53.2921,57.4337,UP,1
2005-04-21,54.028,53.3439,52.205,53.1886,57.4065,DOWN,0
2005-04-22,53.4548,54.028,52.2367,53.4141,57.3769,UP,1
2005-04-25,53.8524,53.6859,52.2691,53.599,57.3461,DOWN,0
2005-04-26,52.4656,53.4363,52.2948,53.3198,57.273,DOWN,0
2005-04-27,51.8369,51.6335,52.3159,53.1275,57.1911,UP,1
2005-04-28,53.1682,54.0835,52.3432,52.9556,57.1362,UP,1
2005-04-29,54.2961,53.8986,52.3781,53.1238,57.1025,UP,1
2005-05-02,54.9987,54.3886,52.417,53.3531,57.0922,DOWN,0
2005-05-03,54.8231,54.592,52.4552,53.8246,57.0628,UP,1
2005-05-04,55.7199,55.2206,52.4952,54.6012,57.0676,DOWN,0
2005-05-05,55.2391,55.6089,52.5371,55.0154,57.0402,UP,1
2005-05-06,55.5257,55.7014,52.5833,55.2613,57.0007,DOWN,0
2005-05-09,55.2391,55.3778,52.6299,55.3094,56.9369,DOWN,0
2005-05-10,54.7954,55.008,52.6773,55.3038,56.8749,UP,1
2005-05-11,55.0542,54.9803,52.7271,55.1707,56.8043,DOWN,0
2005-05-12,53.7414,55.7661,52.7656,54.8712,56.7133,DOWN,0
2005-05-13,53.4641,54.0188,52.7927,54.4588,56.5976,UP,1
2005-05-16,54.5735,53.6212,52.8264,54.3257,56.4846,UP,1
2005-05-17,55.3685,54.2684,52.8628,54.4403,56.3979,UP,1
2005-05-18,56.2561,55.9325,52.9046,54.6807,56.3232,DOWN,0
2005-05-19,56.1544,56.4317,52.9432,55.1633,56.2468,DOWN,0
2005-05-20,55.5627,56.1451,52.9832,55.583,56.1729,UP,1
2005-05-23,56.404,55.7476,53.0338,55.9491,56.1233,DOWN,0
2005-05-24,56.1729,56.2653,53.0811,56.11,56.0593,DOWN,0
2005-05-25,55.5072,56.1729,53.1224,55.9602,55.9955,UP,1
2005-05-26,55.7014,55.9325,53.1663,55.8696,55.9456,UP,1
2005-05-27,55.8123,55.7106,53.2126,55.9195,55.889,DOWN,0
2005-05-31,55.6829,55.914,53.262,55.7753,55.8326,UP,1
2005-06-01,56.9679,55.6921,53.3085,55.9343,55.7994,UP,1
2005-06-02,57.1436,56.9032,53.3587,56.2616,55.7733,DOWN,0
2005-06-03,56.8015,56.9494,53.4024,56.4816,55.7371,DOWN,0
2005-06-06,56.7923,56.82,53.4464,56.6776,55.6942,UP,1
2005-06-07,57.2268,57.1066,53.4896,56.9864,55.666,DOWN,0
2005-06-08,56.8847,57.5319,53.5308,56.9698,55.6509,DOWN,0
2005-06-09,56.6259,56.9494,53.5711,56.8662,55.6239,DOWN,0
2005-06-10,56.5796,56.7645,53.6112,56.8219,55.5852,UP,1
2005-06-13,56.7091,56.5427,53.6507,56.8052,55.5503,UP,1
2005-06-14,56.7183,56.7276,53.6925,56.7035,55.5161,DOWN,0
2005-06-15,56.5612,56.9494,53.7347,56.6388,55.4719,UP,1
2005-06-16,57.1343,56.7738,53.7783,56.7405,55.4438,UP,1
2005-06-17,57.4025,57.5504,53.8167,56.9051,55.4185,DOWN,0
2005-06-20,57.3562,57.1713,53.8504,57.0345,55.4074,DOWN,0
2005-06-21,57.31,57.3008,53.8831,57.1528,55.3942,DOWN,0
2005-06-22,57.2545,57.2823,53.9152,57.2915,55.3852,DOWN,0
2005-06-23,55.2576,57.0974,53.9425,56.9162,55.3617,DOWN,0
2005-06-24,55.0265,55.2576,53.9694,56.441,55.3713,UP,1
2005-06-27,55.4702,54.6382,54.0,56.0638,55.4342,UP,1
2005-06-28,55.951,55.6089,54.0369,55.792,55.4946,DOWN,0
2005-06-29,55.7383,55.5719,54.0717,55.4887,55.5322,UP,1
2005-06-30,55.7476,55.5812,54.1076,55.5867,55.5912,DOWN,0
2005-07-01,54.7676,55.7014,54.1334,55.535,55.606,UP,1
2005-07-05,55.008,54.7306,54.1601,55.4425,55.637,DOWN,0
2005-07-06,54.5272,54.8878,54.183,55.1578,55.6505,DOWN,0
2005-07-07,53.6397,53.991,54.2015,54.738,55.674,UP,1
2005-07-08,54.3886,53.6397,54.2266,54.4662,55.725,UP,1
2005-07-11,55.5627,55.008,54.2635,54.6252,55.7729,DOWN,0
2005-07-12,55.3408,55.5257,54.297,54.6918,55.7938,UP,1
2005-07-13,55.6182,55.3408,54.3303,54.91,55.8062,DOWN,0
2005-07-14,55.5534,55.8863,54.3567,55.2927,55.8208,DOWN,0
2005-07-15,55.2853,55.5627,54.3803,55.4721,55.8121,DOWN,0
2005-07-18,54.9433,55.0635,54.4037,55.3482,55.8062,UP,1
2005-07-19,55.1004,55.2668,54.4271,55.3001,55.7977,UP,1
2005-07-20,55.2853,55.008,54.4513,55.2336,55.7986,DOWN,0
2005-07-21,54.6937,55.1929,54.4719,55.0616,55.7966,UP,1
2005-07-22,54.9895,54.7121,54.4914,55.0024,55.7953,DOWN,0
2005-07-25,54.4718,54.7954,54.5122,54.9081,55.8099,DOWN,0
2005-07-26,53.5195,54.4256,54.5296,54.592,55.811,UP,1
2005-07-27,54.8231,53.8061,54.5527,54.4995,55.816,UP,1
2005-07-28,55.7938,54.4071,54.5848,54.7195,55.8245,DOWN,0
2005-07-29,55.2484,55.5904,54.6167,54.7713,55.8044,DOWN,0
2005-08-01,55.1282,55.2484,54.6475,54.9026,55.7838,UP,1
2005-08-02,55.7014,55.4517,54.6773,55.339,55.7866,UP,1
2005-08-03,56.6074,55.5904,54.7122,55.6958,55.7907,DOWN,0
2005-08-04,56.0065,56.6166,54.7494,55.7383,55.7873,DOWN,0
2005-08-05,55.7476,56.0065,54.7854,55.8382,55.7922,UP,1
2005-08-08,55.7938,55.8678,54.8202,55.9713,55.794,UP,1
2005-08-09,56.3763,56.5796,54.8574,56.1063,55.8053,DOWN,0
2005-08-10,56.0342,56.441,54.8935,55.9917,55.8123,UP,1
2005-08-11,56.5796,56.1174,54.9276,56.1063,55.8045,DOWN,0
2005-08-12,56.1729,56.3485,54.9598,56.1914,55.7851,UP,1
2005-08-15,56.2376,56.0712,54.9955,56.2801,55.7738,DOWN,0
2005-08-16,55.3593,56.0434,55.0265,56.0767,55.7452,DOWN,0
2005-08-17,55.2853,54.8231,55.0588,55.9269,55.7064,DOWN,0
2005-08-18,55.0357,55.1004,55.0922,55.6182,55.6694,UP,1
2005-08-19,55.1097,55.1929,55.1223,55.4055,55.6391,DOWN,0
2005-08-22,55.0172,55.1467,55.1503,55.1615,55.6078,DOWN,0
2005-08-23,53.8524,54.897,55.1724,54.8601,55.5507,DOWN,0
2005-08-24,53.501,53.7876,55.1944,54.5032,55.4863,DOWN,0
2005-08-25,53.122,53.5103,55.2088,54.1205,55.4175,DOWN,0
2005-08-26,52.6505,52.8816,55.2179,53.6286,55.3279,DOWN,0
2005-08-29,52.6228,52.3269,55.2257,53.1497,55.2323,DOWN,0
2005-08-30,51.8739,52.253,55.2288,52.754,55.1226,DOWN,0
2005-08-31,51.2175,51.5411,55.2292,52.2973,55.0008,DOWN,0
2005-09-01,50.6536,51.2175,55.2272,51.8037,54.8688,UP,1
2005-09-02,51.3562,50.7553,55.2252,51.5448,54.7907,UP,1
2005-09-06,51.8277,51.4302,55.2233,51.3858,54.7268,DOWN,0
2005-09-07,51.2453,51.5781,55.221,51.26,54.6423,DOWN,0
2005-09-08,50.7738,50.8755,55.2172,51.1713,54.5387,UP,1
2005-09-09,51.2915,51.0326,55.2144,51.2989,54.4498,UP,1
2005-09-12,51.7537,51.1158,55.2099,51.3784,54.3699,DOWN,0
2005-09-13,51.5873,51.763,55.2053,51.3303,54.3063,UP,1
2005-09-14,52.0496,51.9109,55.2027,51.4912,54.2471,DOWN,0
2005-09-15,51.7722,52.0496,55.1969,51.6909,54.192,UP,1
2005-09-16,52.0958,52.0311,55.1892,51.8517,54.1611,DOWN,0
2005-09-19,51.7722,52.0496,55.1811,51.8554,54.1088,DOWN,0
2005-09-20,51.6335,52.2345,55.1704,51.8647,54.0302,DOWN,0
2005-09-21,50.8477,51.6335,55.1563,51.6243,53.9404,UP,1
2005-09-22,50.9217,50.8477,55.1486,51.4542,53.8464,UP,1
2005-09-23,51.6151,50.9217,55.1431,51.358,53.7677,DOWN,0
2005-09-26,50.8477,51.7722,55.1293,51.1731,53.6789,UP,1
2005-09-27,50.9772,50.9679,55.1188,51.0419,53.5996,DOWN,0
2005-09-28,50.5426,51.0973,55.1042,50.9808,53.5084,DOWN,0
2005-09-29,50.3762,50.1081,55.089,50.8718,53.4103,UP,1
2005-09-30,50.9772,50.1543,55.0766,50.7442,53.3359,UP,1
2005-10-03,51.5134,50.9217,55.0706,50.8773,53.2664,UP,1
2005-10-04,51.9386,51.6151,55.0659,51.0696,53.2157,DOWN,0
2005-10-05,50.4687,51.6151,55.0498,51.0548,53.1547,DOWN,0
2005-10-06,50.1266,50.3855,55.0295,51.0049,53.0608,UP,1
2005-10-07,50.746,50.3115,55.0111,50.9587,52.9598,DOWN,0
2005-10-10,50.1543,50.7553,54.9906,50.6869,52.858,DOWN,0
2005-10-11,50.0157,50.1451,54.9718,50.3023,52.7557,UP,1
2005-10-12,50.0989,49.9232,54.9508,50.2283,52.6437,UP,1
2005-10-13,50.5149,49.9602,54.9323,50.306,52.5218,DOWN,0
2005-10-14,50.0619,50.8477,54.9133,50.1691,52.4029,DOWN,0
2005-10-17,49.914,50.0157,54.8949,50.1211,52.2862,DOWN,0
2005-10-18,49.3038,49.914,54.8731,49.9787,52.1564,UP,1
2005-10-19,49.7753,49.3038,54.8588,49.914,52.0244,UP,1
2005-10-20,49.9232,49.7845,54.845,49.7956,51.9022,UP,1
2005-10-21,50.1728,50.293,54.8308,49.8178,51.7741,UP,1
2005-10-24,51.5411,50.4779,54.822,50.1432,51.6814,DOWN,0
2005-10-25,51.2175,51.2175,54.8114,50.526,51.581,UP,1
2005-10-26,52.4841,51.7722,54.8119,51.0678,51.5235,DOWN,0
2005-10-27,51.9479,52.4656,54.8064,51.4727,51.4568,UP,1
2005-10-28,53.048,52.3269,54.8089,52.0477,51.417,DOWN,0
2005-10-31,52.9186,53.159,54.8069,52.3232,51.3732,UP,1
2005-11-01,53.1312,52.9371,54.8043,52.706,51.3355,UP,1
2005-11-02,53.6305,53.085,54.8081,52.9353,51.3311,DOWN,0
2005-11-03,53.3069,53.7876,54.8094,53.2071,51.3272,DOWN,0
2005-11-04,52.8816,53.3901,54.8114,53.1738,51.3224,DOWN,0
2005-11-07,52.4933,52.9741,54.815,53.0887,51.3192,DOWN,0
2005-11-08,52.1143,52.1883,54.8126,52.8853,51.309,DOWN,0
2005-11-09,52.0958,52.2992,54.8052,52.5784,51.3135,UP,1
2005-11-10,53.0758,52.2437,54.8039,52.5322,51.3507,UP,1
2005-11-11,53.2884,52.8816,54.8015,52.6135,51.4033,DOWN,0
2005-11-14,53.2145,53.0018,54.7952,52.7577,51.4405,UP,1
2005-11-15,53.4826,53.2145,54.7882,53.0314,51.4736,UP,1
2005-11-16,53.7137,53.5288,54.782,53.355,51.523,UP,1
2005-11-17,54.5088,53.7599,54.7825,53.6416,51.5977,UP,1
2005-11-18,55.4702,54.9155,54.7871,54.0779,51.6813,UP,1
2005-11-21,55.6921,55.0912,54.7887,54.5735,51.76,UP,1
2005-11-22,55.8678,55.4702,54.7911,55.0505,51.8456,DOWN,0
2005-11-23,55.4055,55.7846,54.7935,55.3889,51.9127,UP,1
2005-11-25,55.5719,55.3223,54.7943,55.6015,51.9887,DOWN,0
2005-11-28,55.2299,55.6829,54.7899,55.5534,52.0514,UP,1
2005-11-29,55.5257,55.4148,54.7879,55.5202,52.1265,DOWN,0
2005-11-30,54.7029,55.4517,54.7818,55.2872,52.1879,UP,1
2005-12-01,56.5057,55.1004,54.7844,55.5072,52.301,UP,1
2005-12-02,56.7553,56.3023,54.7906,55.7439,52.4177,DOWN,0
2005-12-05,56.3115,56.3947,54.7907,55.9602,52.5116,DOWN,0
2005-12-06,56.0989,56.5796,54.7938,56.0749,52.6167,DOWN,0
2005-12-07,55.6829,56.0249,54.7892,56.2709,52.7108,UP,1
2005-12-08,56.2838,56.1174,54.7831,56.2265,52.8256,DOWN,0
2005-12-09,56.0897,56.2838,54.7714,56.0934,52.9399,UP,1
2005-12-12,56.3578,56.0989,54.7637,56.1026,53.0475,UP,1
2005-12-13,56.6998,56.3115,54.7543,56.2228,53.1512,DOWN,0
2005-12-14,56.6166,56.6444,54.7459,56.4095,53.2448,DOWN,0
2005-12-15,55.3408,56.4687,54.7264,56.2209,53.3422,DOWN,0
2005-12-16,54.8416,55.2946,54.6995,55.9713,53.4365,DOWN,0
2005-12-19,54.8231,54.8693,54.6751,55.6644,53.5181,DOWN,0
2005-12-20,54.6659,54.7954,54.6484,55.2576,53.6083,UP,1
2005-12-21,55.5257,55.1467,54.6262,55.0394,53.7185,UP,1
2005-12-22,55.8216,55.5257,54.609,55.1356,53.8329,DOWN,0
2005-12-23,55.7661,55.7661,54.5934,55.3205,53.938,DOWN,0
2005-12-27,55.5165,55.9695,54.5742,55.4591,54.0471,UP,1
2005-12-28,55.6644,55.5719,54.559,55.6588,54.1621,DOWN,0
2005-12-29,55.0819,55.3223,54.5434,55.5701,54.2776,DOWN,0
2005-12-30,54.7214,54.7769,54.5238,55.3501,54.3766,UP,1
2006-01-03,55.1097,54.9155,54.5069,55.2188,54.4803,DOWN,0
2006-01-04,54.481,54.9803,54.4861,55.0117,54.5664,DOWN,0
2006-01-05,54.0095,54.5457,54.4639,54.6807,54.6158,UP,1
2006-01-06,55.2668,54.2406,54.4472,54.7177,54.6968,DOWN,0
2006-01-09,54.5642,55.1004,54.4253,54.6863,54.7384,DOWN,0
2006-01-10,53.9356,54.4718,54.4018,54.4514,54.7782,UP,1
2006-01-11,54.9895,53.9356,54.3886,54.5531,54.817,DOWN,0
2006-01-12,54.5642,54.897,54.3715,54.6641,54.8499,DOWN,0
2006-01-13,54.3423,54.7121,54.3507,54.4792,54.8741,UP,1
2006-01-17,55.2484,54.3423,54.3346,54.616,54.9065,DOWN,0
2006-01-18,54.8693,55.1559,54.3168,54.8027,54.9377,UP,1
2006-01-19,56.1081,55.2391,54.3035,55.0265,55.0023,DOWN,0
2006-01-20,55.0542,56.1636,54.2861,55.1245,55.0535,UP,1
2006-01-23,55.2576,54.9895,54.269,55.3075,55.1163,UP,1
2006-01-24,56.4502,55.4702,54.2617,55.5479,55.2034,UP,1
2006-01-25,56.857,57.3655,54.2562,55.9454,55.2791,DOWN,0
2006-01-26,56.3763,56.9957,54.2495,55.9991,55.3408,UP,1
2006-01-27,57.4302,56.6259,54.2545,56.4743,55.4251,DOWN,0
2006-01-30,57.3562,57.4117,54.2686,56.894,55.5026,DOWN,0
2006-01-31,57.0327,57.3192,54.2921,57.0105,55.569,UP,1
2006-02-01,57.1343,57.0419,54.3131,57.0659,55.6215,DOWN,0
2006-02-02,56.293,57.1547,54.3253,57.0493,55.6379,DOWN,0
2006-02-03,56.2283,56.293,54.3424,56.8089,55.6487,UP,1
2006-02-06,58.1421,57.3655,54.363,56.9661,55.6942,DOWN,0
2006-02-07,57.2638,58.2068,54.3821,57.0123,55.7313,UP,1
2006-02-08,57.5504,57.874,54.4005,57.0955,55.7709,DOWN,0
2006-02-09,57.4117,57.5596,54.4253,57.3192,55.8145,UP,1
2006-02-10,57.6428,57.6058,54.4543,57.6021,55.8569,DOWN,0
2006-02-13,57.4764,57.4579,54.4758,57.469,55.9123,UP,1
2006-02-14,58.3639,57.4857,54.4962,57.689,55.9495,UP,1
2006-02-15,58.4564,58.1513,54.5135,57.8703,55.9835,UP,1
2006-02-16,58.9371,58.6598,54.534,58.1753,56.036,UP,1
2006-02-17,59.1405,58.9186,54.5511,58.4749,56.0969,DOWN,0
2006-02-21,58.5951,59.1405,54.5679,58.6986,56.1551,UP,1
2006-02-22,59.2052,58.8262,54.5863,58.8669,56.2135,UP,1
2006-02-23,59.5473,59.2977,54.6079,59.0851,56.2827,UP,1
2006-02-24,59.6305,59.5473,54.632,59.2237,56.3481,UP,1
2006-02-27,59.6675,59.6398,54.6551,59.3291,56.4075,DOWN,0
2006-02-28,59.3162,59.4456,54.683,59.4733,56.4615,UP,1
2006-03-01,59.4641,59.3162,54.713,59.5251,56.544,UP,1
2006-03-02,59.5473,59.233,54.7378,59.5251,56.6381,DOWN,0
2006-03-03,59.0481,59.0203,54.7562,59.4086,56.7226,DOWN,0
2006-03-06,58.9926,59.2607,54.7699,59.2736,56.8091,UP,1
2006-03-07,59.6675,58.9926,54.7875,59.3439,56.8919,DOWN,0
2006-03-08,58.0589,59.2145,54.8,59.0629,56.9367,DOWN,0
2006-03-09,57.9387,58.2438,54.8076,58.7411,56.9801,UP,1
2006-03-10,59.1867,58.5673,54.8227,58.7689,57.0535,DOWN,0
2006-03-13,59.0851,59.1867,54.8406,58.7874,57.122,UP,1
2006-03-14,60.0096,59.0851,54.8621,58.8558,57.2205,UP,1
2006-03-15,60.4811,60.0928,54.8855,59.3402,57.3357,UP,1
2006-03-16,60.8324,60.5014,54.9112,59.919,57.4502,DOWN,0
2006-03-17,60.7769,61.0173,54.9303,60.237,57.5761,DOWN,0
2006-03-20,60.629,60.4626,54.9477,60.5458,57.7085,UP,1
2006-03-21,61.8031,60.5365,54.9727,60.9045,57.8392,UP,1
2006-03-22,62.515,62.7184,55.0013,61.3113,57.9982,DOWN,0
2006-03-23,61.7938,61.9418,55.0242,61.5036,58.1554,DOWN,0
2006-03-24,61.5442,61.6644,55.0475,61.657,58.2865,DOWN,0
2006-03-27,61.2576,61.2854,55.0706,61.7828,58.4203,DOWN,0
2006-03-28,60.8324,61.2576,55.0919,61.5886,58.5501,UP,1
2006-03-29,61.7661,61.0635,55.1172,61.4388,58.6805,DOWN,0
2006-03-30,61.1837,61.4795,55.1395,61.3168,58.8068,UP,1
2006-03-31,62.1174,62.6351,55.1673,61.4314,58.927,DOWN,0
2006-04-03,61.4703,62.441,55.189,61.474,59.0553,UP,1
2006-04-04,61.4888,60.8509,55.2094,61.6052,59.1799,UP,1
2006-04-05,62.6167,61.2669,55.2357,61.7754,59.3032,DOWN,0
2006-04-06,62.3485,62.4225,55.2609,62.0083,59.4131,DOWN,0
2006-04-07,61.9972,62.5427,55.2846,61.9843,59.5255,DOWN,0
2006-04-10,61.3778,62.3578,55.3152,61.9658,59.6044,DOWN,0
2006-04-11,60.8046,61.5812,55.3441,61.829,59.6734,UP,1
2006-04-12,60.9341,60.8046,55.3714,61.4925,59.7514,DOWN,0
2006-04-13,60.8509,61.008,55.3959,61.1929,59.8258,UP,1
2006-04-17,61.1559,60.7399,55.423,61.0247,59.923,UP,1
2006-04-18,63.9849,61.1652,55.4642,61.5461,60.0782,DOWN,0
2006-04-19,63.6059,63.7908,55.5084,62.1063,60.1874,DOWN,0
2006-04-20,63.3378,63.3285,55.55,62.5871,60.3089,UP,1
2006-04-21,64.0034,63.7815,55.5974,63.2176,60.438,DOWN,0
2006-04-24,63.911,64.0034,55.6488,63.7686,60.568,UP,1
2006-04-25,63.9387,63.7538,55.6965,63.7593,60.6939,DOWN,0
2006-04-26,62.9957,63.8832,55.7337,63.6373,60.8043,UP,1
2006-04-27,63.4117,63.0049,55.774,63.6521,60.9052,DOWN,0
2006-04-28,63.347,63.5319,55.8127,63.5208,61.003,DOWN,0
2006-05-01,62.4133,62.7738,55.847,63.2213,61.0725,UP,1
2006-05-02,62.6629,62.4502,55.8839,62.9661,61.143,UP,1
2006-05-03,63.1991,62.5797,55.9251,63.0068,61.2351,DOWN,0
2006-05-04,62.7646,63.3655,55.9635,62.8774,61.3063,UP,1
2006-05-05,63.3932,62.7831,56.004,62.8866,61.3832,DOWN,0
2006-05-08,63.2268,63.0512,56.0467,63.0493,61.4551,DOWN,0
2006-05-09,63.1991,63.0974,56.0877,63.1566,61.5257,DOWN,0
2006-05-10,62.3855,63.0974,56.1273,62.9939,61.5871,DOWN,0
2006-05-11,62.0435,62.478,56.1699,62.8496,61.6387,DOWN,0
2006-05-12,60.9341,62.0435,56.2005,62.3578,61.6665,UP,1
2006-05-15,61.4148,60.9341,56.2286,61.9954,61.7138,DOWN,0
2006-05-16,60.5735,61.2946,56.2552,61.4703,61.7454,DOWN,0
2006-05-17,59.6305,60.3701,56.2777,60.9193,61.7447,DOWN,0
2006-05-18,59.4271,58.8909,56.2963,60.396,61.772,UP,1
2006-05-19,59.4826,59.6582,56.3107,60.1057,61.8029,DOWN,0
2006-05-22,58.7892,59.4271,56.3246,59.5806,61.795,UP,1
2006-05-23,59.2884,59.1683,56.3423,59.3236,61.799,DOWN,0
2006-05-24,59.0666,59.122,56.3587,59.2108,61.7802,UP,1
2006-05-25,59.612,59.4918,56.3749,59.2478,61.7628,UP,1
2006-05-26,60.4256,59.9079,56.3968,59.4364,61.7546,DOWN,0
2006-05-30,58.8539,60.3331,56.4082,59.4493,61.7162,UP,1
2006-05-31,59.9541,59.233,56.4271,59.5824,61.7027,UP,1
2006-06-01,61.3131,59.8154,56.4525,60.0317,61.6929,UP,1
2006-06-02,61.3871,61.7661,56.4826,60.3868,61.6703,DOWN,0
2006-06-05,60.0928,61.1559,56.5067,60.3202,61.6363,DOWN,0
2006-06-06,59.0758,60.4071,56.5269,60.3646,61.5869,DOWN,0
2006-06-07,57.874,58.7522,56.5407,59.9485,61.5193,DOWN,0
2006-06-08,57.2545,57.689,56.5519,59.1368,61.4477,DOWN,0
2006-06-09,57.1159,57.1343,56.5682,58.2826,61.3547,DOWN,0
2006-06-12,56.6166,57.1159,56.5838,57.5874,61.2634,DOWN,0
2006-06-13,54.8323,56.3947,56.5923,56.7387,61.1177,UP,1
2006-06-14,56.2468,54.7584,56.6103,56.4132,61.0132,UP,1
2006-06-15,57.8092,56.3855,56.6362,56.5242,60.9396,DOWN,0
2006-06-16,57.7907,57.689,56.6658,56.6592,60.8431,DOWN,0
2006-06-19,56.931,57.9017,56.6944,56.722,60.7347,UP,1
2006-06-20,57.7538,57.1806,56.7299,57.3063,60.6499,UP,1
2006-06-21,58.5119,57.9849,56.7657,57.7593,60.5925,DOWN,0
2006-06-22,58.2438,58.2438,56.7977,57.8462,60.5413,UP,1
2006-06-23,58.6043,58.0126,56.8345,58.0089,60.4947,UP,1
2006-06-26,58.632,58.5211,56.8738,58.3491,60.4504,DOWN,0
2006-06-27,57.4949,58.632,56.9048,58.2974,60.3771,DOWN,0
2006-06-28,57.2638,57.5596,56.9324,58.0478,60.2427,UP,1
2006-06-29,58.4471,57.273,56.9667,58.0884,60.1395,UP,1
2006-06-30,59.0943,58.8077,57.0019,58.1864,60.0547,UP,1
2006-07-03,59.7507,59.4456,57.0418,58.4102,59.9696,DOWN,0
2006-07-05,59.0111,59.5935,57.0764,58.7134,59.8716,UP,1
2006-07-06,59.2145,58.8909,57.1136,59.1035,59.7771,DOWN,0
2006-07-07,58.1975,59.2052,57.1464,59.0536,59.6812,UP,1
2006-07-10,58.5119,58.0773,57.1847,58.9371,59.5832,UP,1
2006-07-11,60.0096,58.9371,57.2302,58.9889,59.5164,DOWN,0
2006-07-12,59.0943,60.0188,57.2676,59.0055,59.45,DOWN,0
2006-07-13,57.7075,58.9834,57.3019,58.7042,59.3509,DOWN,0
2006-07-14,57.273,57.6428,57.3333,58.5193,59.2324,DOWN,0
2006-07-17,56.8662,56.9957,57.365,58.1901,59.1144,UP,1
2006-07-18,57.2268,56.7738,57.3992,57.6336,58.9911,UP,1
2006-07-19,58.6783,57.5041,57.4377,57.5504,58.9001,DOWN,0
2006-07-20,57.0604,58.6043,57.4655,57.4209,58.7774,DOWN,0
2006-07-21,56.7738,57.3747,57.4896,57.3211,58.6651,UP,1
2006-07-24,56.9772,56.9494,57.5222,57.3433,58.5638,UP,1
2006-07-25,57.1436,56.857,57.5573,57.3266,58.488,UP,1
2006-07-26,58.4102,58.7985,57.5956,57.273,58.4279,DOWN,0
2006-07-27,57.7815,58.4194,57.6337,57.4172,58.3721,UP,1
2006-07-28,58.9186,58.0126,57.6782,57.8462,58.3578,UP,1
2006-07-31,59.1035,59.2237,57.7233,58.2715,58.3514,DOWN,0
2006-08-01,58.6043,58.7152,57.7637,58.5636,58.3338,UP,1
2006-08-02,59.7599,58.8909,57.8122,58.8336,58.3532,UP,1
2006-08-03,59.9171,59.7599,57.8622,59.2607,58.3658,UP,1
2006-08-04,60.0188,60.555,57.9158,59.4807,58.3848,DOWN,0
2006-08-07,59.8154,59.8154,57.966,59.6231,58.3889,DOWN,0
2006-08-08,59.5381,59.9079,58.0141,59.8099,58.3711,DOWN,0
2006-08-09,59.2884,59.8616,58.0596,59.7156,58.3798,DOWN,0
2006-08-10,59.1128,59.2884,58.0975,59.5547,58.363,DOWN,0
2006-08-11,59.0018,59.2145,58.1364,59.3513,58.3168,UP,1
2006-08-14,59.122,59.5381,58.1696,59.2126,58.2715,UP,1
2006-08-15,60.7307,59.9079,58.2135,59.4512,58.2842,UP,1
2006-08-16,61.5997,61.1282,58.2563,59.9134,58.3347,DOWN,0
2006-08-17,61.3316,61.6644,58.2983,60.3572,58.4039,DOWN,0
2006-08-18,61.1744,61.3224,58.3386,60.7917,58.4823,DOWN,0
2006-08-21,60.8509,61.119,58.3747,61.1374,58.557,UP,1
2006-08-22,61.0173,60.9988,58.4132,61.1948,58.645,DOWN,0
2006-08-23,61.0173,60.9248,58.4539,61.0783,58.7687,DOWN,0
2006-08-24,60.5365,61.1097,58.4941,60.9193,58.8545,DOWN,0
2006-08-25,60.2222,60.3424,58.5346,60.7288,58.9027,UP,1
2006-08-28,60.7214,60.0003,58.5778,60.7029,58.9614,UP,1
2006-08-29,61.424,60.9525,58.6195,60.7843,59.0512,DOWN,0
2006-08-30,61.2299,61.3686,58.6592,60.8268,59.1207,UP,1
2006-08-31,61.2854,61.1005,58.6996,60.9766,59.1762,UP,1
2006-09-01,62.3301,61.6182,58.7438,61.3982,59.2579,DOWN,0
