ticker,TMO US Equity,TMO US Equity,TMO US Equity,TMO US Equity,TMO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,14.286,14.448,13.9539,14.8146,13.2404,DOWN,0
2000-02-10,14.017,14.071,13.9593,14.5882,13.262,DOWN,0
2000-02-11,13.909,14.232,13.9614,14.3617,13.2727,UP,1
2000-02-14,14.125,13.801,13.9628,14.1784,13.2878,UP,1
2000-02-15,14.34,14.125,13.9647,14.1353,13.3029,DOWN,0
2000-02-16,14.178,14.125,13.9655,14.1137,13.3126,DOWN,0
2000-02-17,13.747,14.071,13.962,14.0598,13.3148,DOWN,0
2000-02-18,13.532,13.855,13.9582,13.9844,13.318,UP,1
2000-02-22,14.232,13.37,13.9542,14.0059,13.3353,DOWN,0
2000-02-23,14.125,14.125,13.9458,13.9628,13.3504,DOWN,0
2000-02-24,13.855,14.071,13.931,13.8981,13.3655,DOWN,0
2000-02-25,13.424,13.801,13.9164,13.8334,13.3676,UP,1
2000-02-28,13.478,13.585,13.9032,13.8226,13.3784,DOWN,0
2000-02-29,13.478,13.316,13.8919,13.6717,13.3892,UP,1
2000-03-01,14.879,13.316,13.8876,13.8226,13.4377,UP,1
2000-03-02,17.359,15.095,13.8938,14.5235,13.5434,UP,1
2000-03-03,18.923,17.898,13.9065,15.6232,13.6803,DOWN,0
2000-03-06,18.599,18.923,13.9151,16.6475,13.8086,UP,1
2000-03-07,20.702,19.192,13.934,18.0923,13.9649,UP,1
2000-03-08,22.642,21.456,13.9636,19.6449,14.1569,DOWN,0
2000-03-09,22.319,22.211,13.9927,20.6369,14.3445,DOWN,0
2000-03-10,22.265,22.211,14.0213,21.3054,14.5289,DOWN,0
2000-03-13,21.564,21.618,14.0469,21.8984,14.7003,DOWN,0
2000-03-14,19.785,21.349,14.0633,21.7151,14.8372,DOWN,0
2000-03-15,19.677,20.27,14.0798,21.1221,14.972,UP,1
2000-03-16,19.893,19.785,14.0973,20.6369,15.1208,DOWN,0
2000-03-17,19.354,19.677,14.1124,20.0547,15.2566,DOWN,0
2000-03-20,19.192,19.192,14.1245,19.5803,15.3893,DOWN,0
2000-03-21,18.06,19.408,14.1313,19.2352,15.496,DOWN,0
2000-03-22,18.06,17.898,14.1388,18.9118,15.6049,UP,1
2000-03-23,18.923,18.06,14.152,18.7177,15.7289,DOWN,0
2000-03-24,18.869,18.815,14.1641,18.6207,15.8583,DOWN,0
2000-03-27,18.383,18.761,14.1755,18.4589,15.9693,DOWN,0
2000-03-28,17.79,18.114,14.1846,18.405,16.0728,DOWN,0
2000-03-29,16.982,17.737,14.1889,18.1894,16.1634,DOWN,0
2000-03-30,16.928,17.036,14.1927,17.7904,16.2561,UP,1
2000-03-31,17.575,16.928,14.1995,17.5317,16.3575,DOWN,0
2000-04-03,17.251,17.359,14.2043,17.3052,16.4535,DOWN,0
2000-04-04,16.82,17.305,14.2081,17.1112,16.5376,UP,1
2000-04-05,17.09,16.497,14.2121,17.1327,16.6249,UP,1
2000-04-06,17.359,17.09,14.2178,17.219,16.7036,UP,1
2000-04-07,18.491,17.683,14.2288,17.4023,16.7888,DOWN,0
2000-04-10,18.168,18.437,14.2377,17.5856,16.8718,DOWN,0
2000-04-11,17.79,18.168,14.2437,17.7796,16.9289,DOWN,0
2000-04-12,17.09,17.683,14.2453,17.7796,16.9656,DOWN,0
2000-04-13,16.982,17.144,14.2437,17.7042,17.0055,DOWN,0
2000-04-14,15.957,16.82,14.2377,17.1974,17.0217,DOWN,0
2000-04-17,15.904,15.796,14.2321,16.7446,17.0389,UP,1
2000-04-18,16.443,15.904,14.2296,16.475,17.067,DOWN,0
2000-04-19,16.443,16.389,14.228,16.3456,17.1047,UP,1
2000-04-20,16.55,16.497,14.2267,16.2594,17.15,DOWN,0
2000-04-24,16.227,16.389,14.224,16.3133,17.1942,UP,1
2000-04-25,17.144,16.173,14.2259,16.5613,17.2589,DOWN,0
2000-04-26,17.144,17.305,14.2291,16.7014,17.3193,DOWN,0
2000-04-27,16.82,16.82,14.2313,16.7769,17.3689,DOWN,0
2000-04-28,16.712,16.82,14.2318,16.8093,17.4195,DOWN,0
2000-05-01,16.712,16.604,14.2323,16.9063,17.4788,UP,1
2000-05-02,17.251,16.766,14.2361,16.9279,17.5532,DOWN,0
2000-05-03,16.604,16.928,14.2383,16.82,17.6007,UP,1
2000-05-04,16.874,16.55,14.2412,16.8308,17.6557,UP,1
2000-05-05,17.251,16.982,14.248,16.9386,17.7236,DOWN,0
2000-05-08,16.658,17.144,14.2518,16.9279,17.7883,DOWN,0
2000-05-09,16.281,16.712,14.2553,16.7338,17.8443,DOWN,0
2000-05-10,15.58,16.335,14.2553,16.5289,17.8864,UP,1
2000-05-11,16.173,15.526,14.2596,16.3888,17.9123,DOWN,0
2000-05-12,16.119,16.065,14.2642,16.1623,17.8875,DOWN,0
2000-05-15,16.119,16.281,14.2706,16.0545,17.8314,UP,1
2000-05-16,16.497,16.065,14.2801,16.0976,17.7894,DOWN,0
2000-05-17,16.497,16.389,14.2898,16.2809,17.7053,UP,1
2000-05-18,16.658,16.389,14.3011,16.378,17.5856,DOWN,0
2000-05-19,16.227,16.443,14.3102,16.3995,17.4637,DOWN,0
2000-05-22,16.227,16.443,14.3197,16.4211,17.343,DOWN,0
2000-05-23,16.011,16.227,14.3267,16.3241,17.2319,DOWN,0
2000-05-24,15.634,15.85,14.3326,16.1516,17.1489,UP,1
2000-05-25,15.742,15.58,14.3412,15.9683,17.0702,DOWN,0
2000-05-26,15.472,15.634,14.3472,15.8173,16.9818,UP,1
2000-05-30,16.065,15.364,14.3555,15.785,16.916,DOWN,0
2000-05-31,16.011,15.957,14.3628,15.785,16.8524,UP,1
2000-06-01,16.55,15.957,14.3749,15.9683,16.8222,UP,1
2000-06-02,16.766,16.443,14.389,16.1731,16.7963,DOWN,0
2000-06-05,16.604,16.55,14.4024,16.3995,16.75,DOWN,0
2000-06-06,16.55,16.55,14.4162,16.4966,16.7036,UP,1
2000-06-07,16.658,16.497,14.4302,16.626,16.6691,DOWN,0
2000-06-08,16.335,16.604,14.4426,16.5828,16.64,DOWN,0
2000-06-09,16.281,16.389,14.4515,16.4858,16.626,DOWN,0
2000-06-12,16.173,16.281,14.462,16.3995,16.6109,DOWN,0
2000-06-13,16.119,16.065,14.4741,16.3133,16.5818,DOWN,0
2000-06-14,16.065,16.065,14.4873,16.1947,16.558,DOWN,0
2000-06-15,16.011,16.065,14.4989,16.13,16.5419,DOWN,0
2000-06-16,15.58,16.173,14.5089,15.9898,16.5117,UP,1
2000-06-19,16.281,15.634,14.5218,16.0114,16.4901,UP,1
2000-06-20,16.443,16.065,14.5356,16.0761,16.4491,UP,1
2000-06-21,16.874,16.55,14.5512,16.2378,16.4233,DOWN,0
2000-06-22,16.389,17.036,14.5652,16.3133,16.3952,UP,1
2000-06-23,16.658,16.443,14.5806,16.5289,16.3866,UP,1
2000-06-26,17.629,16.604,14.6003,16.7985,16.3995,UP,1
2000-06-27,18.599,17.898,14.6259,17.2298,16.4524,UP,1
2000-06-28,18.778,18.653,14.6535,17.6105,16.5099,DOWN,0
2000-06-29,18.383,18.599,14.6807,18.0094,16.5487,DOWN,0
2000-06-30,18.168,18.437,14.7063,18.3113,16.5832,UP,1
2000-07-03,18.923,18.222,14.7357,18.5701,16.6306,UP,1
2000-07-05,19.084,19.138,14.767,18.6672,16.6878,UP,1
2000-07-06,20.162,19.084,14.8047,18.9441,16.7481,UP,1
2000-07-07,20.27,20.27,14.8443,19.3215,16.8107,UP,1
2000-07-10,20.702,20.216,14.8861,19.8282,16.8883,DOWN,0
2000-07-11,20.27,20.486,14.9292,20.0978,16.9595,DOWN,0
2000-07-12,19.462,20.162,14.9675,20.1733,17.0145,UP,1
2000-07-13,19.947,19.516,15.0093,20.1301,17.0684,UP,1
2000-07-14,20.162,19.893,15.0521,20.1086,17.1395,DOWN,0
2000-07-17,19.758,19.839,15.093,19.9199,17.1972,UP,1
2000-07-18,20.109,19.623,15.135,19.8875,17.2544,DOWN,0
2000-07-19,19.785,20.486,15.1738,19.9522,17.3169,UP,1
2000-07-20,20.055,19.893,15.2154,19.9738,17.3924,DOWN,0
2000-07-21,19.354,19.893,15.252,19.8121,17.4678,DOWN,0
2000-07-24,18.599,18.976,15.2857,19.5803,17.5164,UP,1
2000-07-25,18.653,18.545,15.3189,19.2891,17.567,DOWN,0
2000-07-26,17.79,18.545,15.3477,18.8902,17.6005,DOWN,0
2000-07-27,17.629,17.844,15.3768,18.405,17.6231,DOWN,0
2000-07-28,17.629,17.737,15.4062,18.06,17.6457,UP,1
2000-07-31,17.898,17.467,15.438,17.9198,17.6705,UP,1
2000-08-01,18.383,17.683,15.4725,17.8659,17.7137,UP,1
2000-08-02,19.677,18.276,15.5129,18.2433,17.7827,DOWN,0
2000-08-03,19.192,19.354,15.5526,18.556,17.8463,UP,1
2000-08-04,19.408,19.354,15.5925,18.9118,17.9218,DOWN,0
2000-08-07,18.761,19.354,15.6291,19.0843,17.9822,DOWN,0
2000-08-08,18.761,18.545,15.6658,19.1598,18.0479,DOWN,0
2000-08-09,18.276,18.599,15.7003,18.8794,18.0921,DOWN,0
2000-08-10,17.952,18.437,15.7329,18.6314,18.1309,DOWN,0
2000-08-11,17.737,18.006,15.7655,18.2972,18.1547,UP,1
2000-08-14,17.854,17.898,15.7974,18.1159,18.1764,DOWN,0
2000-08-15,17.629,17.844,15.8273,17.8895,18.1969,DOWN,0
2000-08-16,17.305,17.575,15.855,17.6954,18.212,UP,1
2000-08-17,18.222,17.467,15.8855,17.7493,18.2433,UP,1
2000-08-18,18.276,18.222,15.916,17.8572,18.2821,UP,1
2000-08-21,18.869,18.491,15.9494,18.06,18.3338,UP,1
2000-08-22,20.001,18.976,15.989,18.5344,18.4104,DOWN,0
2000-08-23,19.785,19.893,16.0276,19.0304,18.4837,DOWN,0
2000-08-24,19.677,19.785,16.0661,19.3215,18.556,UP,1
2000-08-25,19.839,19.623,16.1052,19.6342,18.6325,UP,1
2000-08-28,19.947,19.839,16.1456,19.8498,18.7198,DOWN,0
2000-08-29,19.893,19.839,16.1858,19.8282,18.7921,DOWN,0
2000-08-30,19.839,20.001,16.2262,19.839,18.86,UP,1
2000-08-31,19.947,19.893,16.2672,19.8929,18.9215,UP,1
2000-09-01,20.486,20.216,16.3106,20.0223,19.0034,UP,1
2000-09-05,20.648,20.378,16.3521,20.1625,19.0832,UP,1
2000-09-06,20.702,20.486,16.3933,20.3242,19.1447,UP,1
2000-09-07,20.809,20.702,16.4349,20.5183,19.1889,DOWN,0
2000-09-08,20.055,20.648,16.4715,20.5399,19.2144,UP,1
2000-09-11,20.378,20.109,16.5098,20.5183,19.2543,UP,1
2000-09-12,20.917,20.486,16.5513,20.5722,19.3093,DOWN,0
2000-09-13,20.648,20.809,16.5912,20.5614,19.3438,UP,1
2000-09-14,21.618,20.702,16.6346,20.7232,19.3945,UP,1
2000-09-15,22.265,22.642,16.6791,21.1652,19.4365,UP,1
2000-09-18,22.535,22.265,16.7249,21.5965,19.4818,DOWN,0
2000-09-19,21.618,22.373,16.7651,21.7367,19.5001,UP,1
2000-09-20,21.78,21.564,16.8055,21.9631,19.5303,DOWN,0
2000-09-21,21.78,21.78,16.8462,21.9954,19.5767,DOWN,0
2000-09-22,21.51,21.726,16.8869,21.8445,19.608,UP,1
2000-09-25,21.942,21.564,16.9298,21.7259,19.6435,UP,1
2000-09-26,22.75,22.265,16.9767,21.9523,19.7034,DOWN,0
2000-09-27,22.265,22.696,17.0225,22.0494,19.7465,UP,1
2000-09-28,23.235,22.373,17.0721,22.3405,19.8155,DOWN,0
2000-09-29,22.427,23.128,17.1195,22.5238,19.8629,UP,1
2000-10-02,23.936,22.427,17.1745,22.9227,19.9546,DOWN,0
2000-10-03,23.559,23.936,17.23,23.0844,20.0538,DOWN,0
2000-10-04,23.181,23.451,17.2856,23.2677,20.1444,UP,1
2000-10-05,23.397,23.181,17.3422,23.3001,20.2565,DOWN,0
2000-10-06,22.804,23.613,17.3953,23.3755,20.36,UP,1
2000-10-09,22.912,22.804,17.4454,23.1707,20.4657,DOWN,0
2000-10-10,22.75,22.804,17.4939,23.009,20.5627,DOWN,0
2000-10-11,22.211,22.427,17.5403,22.8149,20.6393,UP,1
2000-10-12,23.074,22.427,17.5904,22.7502,20.7072,DOWN,0
2000-10-13,22.912,22.858,17.64,22.7718,20.7816,UP,1
2000-10-16,23.074,22.966,17.6907,22.8041,20.8549,DOWN,0
2000-10-17,22.642,23.235,17.7392,22.7825,20.9325,DOWN,0
2000-10-18,21.834,22.373,17.7861,22.7071,20.994,UP,1
2000-10-19,22.588,21.888,17.8363,22.61,21.0802,DOWN,0
2000-10-20,22.588,22.427,17.8864,22.5453,21.173,DOWN,0
2000-10-23,22.481,22.373,17.9352,22.4267,21.2679,UP,1
2000-10-24,22.535,22.588,17.9848,22.4052,21.3615,DOWN,0
2000-10-25,21.672,22.427,18.0295,22.3728,21.4423,DOWN,0
2000-10-26,21.025,21.564,18.0727,22.0601,21.5167,DOWN,0
2000-10-27,20.917,20.809,18.1131,21.7259,21.5706,UP,1
2000-10-30,21.834,20.702,18.1592,21.5965,21.6418,UP,1
2000-10-31,25.014,22.049,18.222,22.0925,21.7647,DOWN,0
2000-11-01,24.637,25.014,18.2837,22.6855,21.8574,UP,1
2000-11-02,24.853,24.475,18.3454,23.451,21.9588,UP,1
2000-11-03,25.014,24.961,18.4082,24.2705,22.0655,UP,1
2000-11-06,25.122,24.583,18.4708,24.9282,22.1712,UP,1
2000-11-07,25.338,25.068,18.5339,24.9929,22.279,UP,1
2000-11-08,25.661,25.392,18.595,25.1977,22.3944,UP,1
2000-11-09,25.823,25.554,18.653,25.3918,22.5141,DOWN,0
2000-11-10,25.23,25.446,18.7091,25.4349,22.6197,DOWN,0
2000-11-13,24.152,24.961,18.7552,25.2408,22.693,UP,1
2000-11-14,24.853,24.26,18.8031,25.1438,22.7771,UP,1
2000-11-15,25.176,24.961,18.8541,25.0468,22.8666,DOWN,0
2000-11-16,25.068,24.961,18.9037,24.8958,22.9518,DOWN,0
2000-11-17,24.745,25.014,18.9522,24.7988,23.0456,DOWN,0
2000-11-20,24.152,24.529,18.9978,24.7988,23.1211,DOWN,0
2000-11-21,23.936,24.26,19.0447,24.6155,23.1815,DOWN,0
2000-11-22,23.721,23.721,19.0918,24.3244,23.2429,UP,1
2000-11-24,23.774,23.667,19.1406,24.0656,23.2861,UP,1
2000-11-27,24.907,23.936,19.1956,24.0979,23.3389,DOWN,0
2000-11-28,24.475,24.961,19.2474,24.1626,23.3777,UP,1
2000-11-29,25.338,24.421,19.3023,24.443,23.4521,DOWN,0
2000-11-30,25.014,25.392,19.3565,24.7017,23.5168,UP,1
2000-12-01,25.769,24.853,19.4166,25.1007,23.5966,UP,1
2000-12-04,25.937,25.704,19.4787,25.3068,23.6851,UP,1
2000-12-05,26.308,25.937,19.539,25.6734,23.7725,DOWN,0
2000-12-06,25.644,26.524,19.5966,25.7347,23.8303,UP,1
2000-12-07,25.756,25.704,19.6562,25.883,23.9002,UP,1
2000-12-08,26.696,25.92,19.7225,26.0685,23.9694,UP,1
2000-12-11,26.826,26.653,19.7893,26.2462,24.0574,DOWN,0
2000-12-12,26.472,26.653,19.8542,26.2789,24.1081,DOWN,0
2000-12-13,25.722,26.308,19.9084,26.2945,24.1513,DOWN,0
2000-12-14,24.807,25.713,19.9457,26.1047,24.1839,UP,1
2000-12-15,24.911,24.885,19.9756,25.7476,24.2141,UP,1
2000-12-18,25.653,24.971,20.0109,25.513,24.2711,UP,1
2000-12-19,25.834,25.748,20.0366,25.3853,24.3295,DOWN,0
2000-12-20,24.911,25.446,20.0479,25.2232,24.3728,UP,1
2000-12-21,25.23,24.971,20.0625,25.3077,24.4331,DOWN,0
2000-12-22,25.187,25.144,20.0771,25.3629,24.4754,UP,1
2000-12-26,25.446,25.403,20.0965,25.3215,24.5261,UP,1
2000-12-27,25.644,25.359,20.1258,25.2835,24.5775,DOWN,0
2000-12-28,25.359,25.653,20.1542,25.3733,24.6318,UP,1
2000-12-29,25.661,25.359,20.183,25.4595,24.7084,DOWN,0
2001-01-02,25.014,25.532,20.2113,25.425,24.7569,DOWN,0
2001-01-03,24.747,25.006,20.2391,25.2853,24.8001,UP,1
2001-01-04,25.04,24.54,20.274,25.1645,24.8513,DOWN,0
2001-01-05,23.841,24.928,20.3029,24.8609,24.8774,DOWN,0
2001-01-08,23.419,23.772,20.3254,24.4124,24.9123,DOWN,0
2001-01-09,22.772,23.419,20.3449,23.9638,24.9473,UP,1
2001-01-10,23.117,22.78,20.3686,23.6378,24.9913,UP,1
2001-01-11,24.298,23.16,20.4011,23.4894,25.0406,DOWN,0
2001-01-12,24.169,24.298,20.437,23.555,25.0237,DOWN,0
2001-01-16,24.152,24.152,20.4732,23.7016,25.0139,DOWN,0
2001-01-17,24.152,24.143,20.506,23.9776,24.9999,DOWN,0
2001-01-18,24.066,24.152,20.5401,24.1674,24.981,DOWN,0
2001-01-19,23.022,24.057,20.5711,23.9121,24.9389,UP,1
2001-01-22,23.893,23.289,20.6051,23.8569,24.9101,DOWN,0
2001-01-23,23.41,23.893,20.6354,23.7085,24.865,UP,1
2001-01-24,23.764,23.505,20.6618,23.6309,24.8238,UP,1
2001-01-25,23.781,23.893,20.6898,23.5739,24.7949,UP,1
2001-01-26,23.876,23.703,20.7203,23.7447,24.7893,UP,1
2001-01-29,24.143,24.022,20.7555,23.7948,24.7751,UP,1
2001-01-30,25.196,24.152,20.7966,24.1519,24.7755,UP,1
2001-01-31,25.575,25.213,20.8447,24.5141,24.7857,DOWN,0
2001-02-01,25.489,25.446,20.8926,24.8557,24.8006,UP,1
2001-02-02,25.877,25.446,20.9398,25.2559,24.8351,DOWN,0
2001-02-05,25.756,25.911,20.9863,25.5785,24.8715,UP,1
2001-02-06,26.006,25.661,21.0336,25.7407,24.9172,DOWN,0
2001-02-07,25.955,26.006,21.0823,25.8166,24.9608,UP,1
2001-02-08,26.317,25.911,21.1281,25.9822,24.989,DOWN,0
2001-02-09,25.748,26.101,21.1712,25.9563,25.0144,DOWN,0
2001-02-12,25.635,25.704,21.2152,25.9322,25.0204,UP,1
2001-02-13,25.868,25.661,21.261,25.9046,25.0375,DOWN,0
2001-02-14,25.178,25.834,21.3033,25.7493,25.0256,UP,1
2001-02-15,25.532,25.014,21.3447,25.5923,25.0175,DOWN,0
2001-02-16,25.239,25.316,21.3879,25.4906,24.9961,UP,1
2001-02-20,25.541,25.403,21.4312,25.4716,24.9941,DOWN,0
2001-02-21,24.652,25.575,21.4683,25.2283,24.972,DOWN,0
2001-02-22,23.289,24.497,21.5014,24.8505,24.9038,DOWN,0
2001-02-23,23.289,22.772,21.5364,24.402,24.8331,UP,1
2001-02-26,24.738,23.505,21.5822,24.3019,24.7984,DOWN,0
2001-02-27,24.644,24.669,21.6246,24.1225,24.7769,DOWN,0
2001-02-28,24.066,24.756,21.6643,24.0052,24.762,DOWN,0
2001-03-01,23.462,24.057,21.701,24.0397,24.7331,DOWN,0
2001-03-02,23.393,23.505,21.7355,24.0604,24.6879,UP,1
2001-03-05,24.238,23.384,21.7742,23.9604,24.6559,DOWN,0
2001-03-06,24.048,24.454,21.8112,23.8413,24.6387,UP,1
2001-03-07,24.186,24.109,21.851,23.8655,24.6178,DOWN,0
2001-03-08,24.152,24.402,21.8906,24.0035,24.5971,DOWN,0
2001-03-09,23.376,24.022,21.9274,24.0,24.5557,DOWN,0
2001-03-12,22.53,23.419,21.9619,23.6585,24.4934,DOWN,0
2001-03-13,21.866,22.729,21.9925,23.222,24.4236,DOWN,0
2001-03-14,20.71,21.564,22.0187,22.5268,24.3245,UP,1
2001-03-15,20.865,20.874,22.0427,21.8695,24.2416,DOWN,0
2001-03-16,19.537,20.141,22.0603,21.1018,24.1374,DOWN,0
2001-03-19,18.925,19.623,22.0722,20.3807,24.0151,DOWN,0
2001-03-20,18.399,19.063,22.0804,19.6872,23.9062,DOWN,0
2001-03-21,17.941,18.545,22.0871,19.1334,23.7967,DOWN,0
2001-03-22,17.122,17.251,22.0899,18.3847,23.6837,UP,1
2001-03-23,18.485,17.165,22.099,18.1743,23.591,UP,1
2001-03-26,19.408,18.485,22.1144,18.2709,23.4932,DOWN,0
2001-03-27,18.976,19.235,22.1279,18.3865,23.3893,UP,1
2001-03-28,19.063,18.976,22.1423,18.6107,23.2876,UP,1
2001-03-29,19.321,18.976,22.1583,19.0506,23.191,UP,1
2001-03-30,19.39,19.278,22.175,19.2318,23.0975,DOWN,0
2001-04-02,18.976,19.365,22.1898,19.1455,23.0165,DOWN,0
2001-04-03,18.088,18.761,22.2023,18.9678,22.9004,UP,1
2001-04-04,18.916,17.941,22.2155,18.9385,22.8106,UP,1
2001-04-05,19.71,18.916,22.2319,19.0161,22.7295,DOWN,0
2001-04-06,19.227,19.71,22.2436,18.9834,22.6384,UP,1
2001-04-09,19.451,19.227,22.2589,19.0782,22.5499,DOWN,0
2001-04-10,18.373,19.442,22.2675,19.1352,22.4345,DOWN,0
2001-04-11,18.114,18.416,22.2699,18.9747,22.2929,UP,1
2001-04-12,18.355,18.071,22.2687,18.7039,22.1485,DOWN,0
2001-04-16,18.157,18.355,22.2656,18.49,22.0018,UP,1
2001-04-17,18.718,18.157,22.2673,18.3433,21.8586,UP,1
2001-04-18,19.796,18.976,22.2754,18.628,21.7394,UP,1
2001-04-19,19.951,19.796,22.2806,18.9954,21.6183,DOWN,0
2001-04-20,19.623,20.081,22.2833,19.249,21.4917,DOWN,0
2001-04-23,19.373,19.753,22.2793,19.4923,21.3528,UP,1
2001-04-24,19.477,19.365,22.2753,19.6441,21.2274,UP,1
2001-04-25,19.615,19.477,22.2699,19.6079,21.107,UP,1
2001-04-26,20.037,19.753,22.2687,19.6251,20.9904,UP,1
2001-04-27,21.064,21.349,22.2767,19.9132,20.9081,UP,1
2001-04-30,22.737,22.642,22.2907,20.586,20.8522,UP,1
2001-05-01,22.918,23.074,22.3045,21.2743,20.8058,UP,1
2001-05-02,23.281,23.117,22.3221,22.0075,20.7606,DOWN,0
2001-05-03,22.082,23.289,22.332,22.4164,20.7092,UP,1
2001-05-04,22.634,22.289,22.3462,22.7303,20.6961,UP,1
2001-05-07,22.651,22.642,22.3592,22.7131,20.6833,UP,1
2001-05-08,22.987,22.685,22.3774,22.7269,20.6483,DOWN,0
2001-05-09,22.608,22.772,22.3974,22.5923,20.6076,UP,1
2001-05-10,22.953,22.608,22.4189,22.7666,20.5853,DOWN,0
2001-05-11,22.358,23.039,22.4417,22.7114,20.5632,DOWN,0
2001-05-14,22.047,22.547,22.4638,22.5906,20.5363,UP,1
2001-05-15,22.177,22.047,22.4866,22.4285,20.4951,UP,1
2001-05-16,22.487,22.004,22.5095,22.4043,20.4639,UP,1
2001-05-17,23.332,22.703,22.5343,22.4802,20.4468,UP,1
2001-05-18,24.048,23.634,22.5561,22.8183,20.4447,UP,1
2001-05-21,24.497,24.152,22.5826,23.3083,20.4671,UP,1
2001-05-22,24.549,24.713,22.6083,23.7827,20.5075,DOWN,0
2001-05-23,24.091,24.497,22.635,24.1036,20.552,UP,1
2001-05-24,24.152,24.083,22.6619,24.2674,20.6209,UP,1
2001-05-25,24.229,24.281,22.6917,24.3037,20.6881,UP,1
2001-05-29,24.644,24.367,22.7252,24.333,20.7903,DOWN,0
2001-05-30,23.988,24.669,22.7564,24.2209,20.8915,UP,1
2001-05-31,24.074,24.324,22.7875,24.2174,21.005,UP,1
2001-06-01,24.195,24.074,22.8204,24.226,21.1301,UP,1
2001-06-04,24.204,24.195,22.8548,24.2209,21.2717,UP,1
2001-06-05,24.437,24.152,22.8859,24.1795,21.3908,DOWN,0
2001-06-06,24.143,24.238,22.9153,24.2105,21.4855,DOWN,0
2001-06-07,23.66,24.066,22.9392,24.1277,21.5792,DOWN,0
2001-06-08,23.194,23.246,22.9552,23.9276,21.6618,DOWN,0
2001-06-11,22.927,23.108,22.9709,23.6723,21.7339,DOWN,0
2001-06-12,22.323,22.918,22.9841,23.2496,21.7926,UP,1
2001-06-13,22.547,22.513,22.9977,22.9305,21.864,DOWN,0
2001-06-14,22.09,22.685,23.0084,22.6165,21.944,DOWN,0
2001-06-15,21.564,21.607,23.0167,22.2904,21.997,DOWN,0
2001-06-18,21.461,21.564,23.0249,21.9972,22.032,DOWN,0
2001-06-19,20.805,20.486,23.0291,21.6935,22.0636,DOWN,0
2001-06-20,20.65,20.788,23.03,21.314,22.0876,DOWN,0
2001-06-21,20.27,20.658,23.0281,20.95,22.1255,DOWN,0
2001-06-22,19.839,20.27,23.0238,20.605,22.16,DOWN,0
2001-06-25,19.106,20.098,23.0152,20.134,22.175,DOWN,0
2001-06-26,18.89,18.545,23.0094,19.751,22.1897,DOWN,0
2001-06-27,18.787,18.976,23.0015,19.3784,22.1911,DOWN,0
2001-06-28,18.778,18.787,22.9908,19.08,22.1707,UP,1
2001-06-29,18.994,18.174,22.9825,18.9109,22.1516,UP,1
2001-07-02,19.278,18.89,22.9708,18.9454,22.1447,DOWN,0
2001-07-03,18.985,19.278,22.9544,18.9644,22.1369,UP,1
2001-07-05,19.278,19.063,22.9381,19.0627,22.1329,DOWN,0
2001-07-06,18.769,19.192,22.9239,19.061,22.116,DOWN,0
2001-07-09,18.381,18.588,22.9069,18.9385,22.0829,DOWN,0
2001-07-10,18.114,18.588,22.8886,18.7056,22.0239,DOWN,0
2001-07-11,17.838,18.286,22.8702,18.4762,21.9259,UP,1
