ticker,TMO US Equity,TMO US Equity,TMO US Equity,TMO US Equity,TMO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-03-02,28.3,28.51,23.4253,27.986,26.9606,UP,1
2004-03-03,28.35,28.1,23.4706,28.186,27.0332,UP,1
2004-03-04,28.79,28.3,23.5204,28.404,27.118,UP,1
2004-03-05,28.95,28.4,23.5694,28.58,27.2022,DOWN,0
2004-03-08,28.61,28.9,23.6163,28.6,27.2798,DOWN,0
2004-03-09,28.08,28.42,23.6585,28.556,27.3412,DOWN,0
2004-03-10,27.57,28.28,23.6959,28.4,27.3926,DOWN,0
2004-03-11,27.27,27.58,23.7298,28.096,27.4306,UP,1
2004-03-12,27.57,27.22,23.7645,27.82,27.477,DOWN,0
2004-03-15,27.16,27.28,23.7976,27.53,27.5162,DOWN,0
2004-03-16,27.09,27.13,23.8275,27.332,27.5574,UP,1
2004-03-17,27.69,27.18,23.86,27.356,27.6082,DOWN,0
2004-03-18,27.55,27.69,23.8897,27.412,27.6518,DOWN,0
2004-03-19,27.33,27.4,23.9165,27.364,27.6862,DOWN,0
2004-03-22,26.8,27.1,23.9428,27.292,27.6996,DOWN,0
2004-03-23,26.47,26.85,23.9678,27.168,27.7088,DOWN,0
2004-03-24,26.3,26.5,23.9922,26.89,27.7204,UP,1
2004-03-25,26.96,26.45,24.0182,26.772,27.7406,DOWN,0
2004-03-26,26.9,26.9,24.0409,26.686,27.7436,UP,1
2004-03-29,27.8,26.98,24.0689,26.886,27.768,UP,1
2004-03-30,28.32,27.83,24.0991,27.256,27.7912,DOWN,0
2004-03-31,28.28,28.27,24.129,27.652,27.8128,UP,1
2004-04-01,28.6,28.14,24.1602,27.98,27.8352,UP,1
2004-04-02,29.33,28.75,24.1954,28.466,27.8654,UP,1
2004-04-05,29.49,29.15,24.234,28.804,27.9002,DOWN,0
2004-04-06,29.08,29.35,24.2694,28.956,27.9172,UP,1
2004-04-07,29.15,29.02,24.309,29.13,27.9402,UP,1
2004-04-08,29.38,29.38,24.3505,29.286,27.9712,UP,1
2004-04-12,29.54,29.45,24.3929,29.328,28.0068,DOWN,0
2004-04-13,29.1,29.6,24.4307,29.25,28.0314,UP,1
2004-04-14,29.14,29.05,24.4693,29.262,28.0638,UP,1
2004-04-15,29.33,29.18,24.5108,29.298,28.0894,UP,1
2004-04-16,29.94,29.47,24.5533,29.41,28.1232,DOWN,0
2004-04-19,29.92,29.98,24.5943,29.486,28.1696,DOWN,0
2004-04-20,29.13,29.97,24.6329,29.492,28.1854,UP,1
2004-04-21,29.62,29.25,24.6715,29.588,28.2212,UP,1
2004-04-22,30.5,29.62,24.7148,29.822,28.2684,UP,1
2004-04-23,31.0,30.45,24.7609,30.034,28.3172,DOWN,0
2004-04-26,30.86,30.88,24.808,30.222,28.3578,DOWN,0
2004-04-27,29.84,30.77,24.8497,30.364,28.3854,DOWN,0
2004-04-28,29.08,30.05,24.8878,30.256,28.4014,UP,1
2004-04-29,29.8,29.18,24.9303,30.116,28.4354,DOWN,0
2004-04-30,29.2,29.88,24.97,29.756,28.461,UP,1
2004-05-03,29.3,29.3,25.0115,29.444,28.4936,DOWN,0
2004-05-04,29.25,29.44,25.0515,29.326,28.5302,UP,1
2004-05-05,29.97,29.25,25.0957,29.504,28.5864,DOWN,0
2004-05-06,29.31,29.91,25.1338,29.406,28.6256,DOWN,0
2004-05-07,28.51,29.05,25.1648,29.268,28.6418,DOWN,0
2004-05-10,27.81,28.15,25.1926,28.97,28.6366,UP,1
2004-05-11,28.77,27.85,25.2249,28.874,28.6418,UP,1
2004-05-12,28.89,28.62,25.2577,28.658,28.6536,UP,1
2004-05-13,29.08,28.79,25.2925,28.612,28.6682,DOWN,0
2004-05-14,28.9,29.09,25.327,28.69,28.6704,DOWN,0
2004-05-17,28.47,28.65,25.3581,28.822,28.6608,DOWN,0
2004-05-18,28.33,28.48,25.388,28.734,28.6552,UP,1
2004-05-19,28.6,28.53,25.4201,28.676,28.6656,DOWN,0
2004-05-20,28.48,28.6,25.4542,28.556,28.6838,UP,1
2004-05-21,28.66,28.64,25.4899,28.508,28.7116,UP,1
2004-05-24,29.01,28.8,25.5268,28.616,28.7404,UP,1
2004-05-25,29.95,29.09,25.5694,28.94,28.7962,UP,1
2004-05-26,30.44,29.95,25.614,29.308,28.8632,UP,1
2004-05-27,30.56,30.47,25.6571,29.724,28.9206,UP,1
2004-05-28,30.78,30.48,25.7016,30.148,28.9852,DOWN,0
2004-06-01,30.66,30.65,25.7459,30.478,29.0518,DOWN,0
2004-06-02,30.49,30.6,25.7898,30.586,29.1256,DOWN,0
2004-06-03,29.73,30.15,25.8285,30.444,29.1908,DOWN,0
2004-06-04,29.56,29.73,25.8651,30.244,29.256,UP,1
2004-06-07,30.19,29.62,25.9033,30.126,29.3206,DOWN,0
2004-06-08,29.92,30.05,25.9373,29.978,29.381,DOWN,0
2004-06-09,29.38,29.92,25.9707,29.756,29.4126,UP,1
2004-06-10,29.84,29.49,26.0067,29.778,29.443,DOWN,0
2004-06-14,29.27,29.8,26.0401,29.72,29.4628,DOWN,0
2004-06-15,29.24,29.4,26.0731,29.53,29.4756,DOWN,0
2004-06-16,29.14,29.26,26.1063,29.374,29.4718,UP,1
2004-06-17,29.29,29.09,26.1388,29.356,29.4678,DOWN,0
2004-06-18,29.12,29.19,26.1689,29.212,29.4686,UP,1
2004-06-21,29.2,28.98,26.1996,29.198,29.4696,UP,1
2004-06-22,29.64,29.27,26.2312,29.278,29.4748,UP,1
2004-06-23,30.24,29.6,26.2663,29.498,29.4888,DOWN,0
2004-06-24,29.86,30.26,26.299,29.612,29.504,UP,1
2004-06-25,30.01,29.92,26.3333,29.79,29.5214,DOWN,0
2004-06-28,29.99,30.01,26.3698,29.948,29.5346,UP,1
2004-06-29,30.04,29.98,26.4055,30.028,29.5366,UP,1
2004-06-30,30.74,30.1,26.4464,30.128,29.553,DOWN,0
2004-07-01,30.17,30.68,26.4836,30.19,29.5738,DOWN,0
2004-07-02,29.69,30.2,26.5174,30.126,29.5752,DOWN,0
2004-07-06,29.23,29.63,26.549,29.974,29.5498,UP,1
2004-07-07,29.45,29.17,26.5809,29.856,29.5188,DOWN,0
2004-07-08,28.97,29.44,26.611,29.502,29.481,DOWN,0
2004-07-09,28.55,28.97,26.639,29.178,29.4552,DOWN,0
2004-07-12,28.49,28.51,26.6654,28.938,29.4434,DOWN,0
2004-07-13,28.47,28.45,26.695,28.786,29.4168,UP,1
2004-07-14,28.92,28.4,26.7291,28.68,29.4112,DOWN,0
2004-07-15,28.9,28.88,26.765,28.666,29.4032,DOWN,0
2004-07-16,28.26,29.15,26.7951,28.608,29.3834,UP,1
2004-07-19,28.27,28.35,26.8279,28.564,29.3494,UP,1
2004-07-20,28.3,28.35,26.8596,28.53,29.3292,DOWN,0
2004-07-21,27.29,28.35,26.8839,28.204,29.3048,DOWN,0
2004-07-22,27.1,27.29,26.9068,27.844,29.2906,DOWN,0
2004-07-23,26.74,27.11,26.927,27.54,29.25,DOWN,0
2004-07-26,26.05,26.65,26.9453,27.096,29.1932,DOWN,0
2004-07-27,25.9,26.09,26.963,26.616,29.1296,DOWN,0
2004-07-28,24.88,25.91,26.9744,26.134,29.0492,UP,1
2004-07-29,25.26,24.95,26.9871,25.766,28.985,UP,1
2004-07-30,25.72,25.36,27.0019,25.562,28.9328,UP,1
2004-08-02,25.74,25.43,27.016,25.5,28.8756,DOWN,0
2004-08-03,25.29,25.55,27.0277,25.378,28.8118,UP,1
2004-08-04,25.37,25.21,27.0379,25.476,28.746,DOWN,0
2004-08-05,24.87,25.35,27.0469,25.398,28.6632,DOWN,0
2004-08-06,24.38,24.65,27.0537,25.13,28.5518,UP,1
2004-08-09,24.53,24.34,27.0622,24.888,28.4336,UP,1
2004-08-10,24.65,24.42,27.0764,24.76,28.3154,DOWN,0
2004-08-11,24.58,24.45,27.0914,24.602,28.1914,DOWN,0
2004-08-12,24.21,24.59,27.1052,24.47,28.0624,UP,1
2004-08-13,24.24,24.24,27.1194,24.442,27.9374,UP,1
2004-08-16,24.72,24.24,27.1348,24.48,27.8372,UP,1
2004-08-17,24.87,24.7,27.1518,24.524,27.7434,UP,1
2004-08-18,25.78,24.77,27.1737,24.764,27.6552,DOWN,0
2004-08-19,25.7,25.7,27.1923,25.062,27.5708,UP,1
2004-08-20,26.14,25.68,27.2118,25.442,27.506,UP,1
2004-08-23,26.27,26.14,27.231,25.752,27.4346,DOWN,0
2004-08-24,26.23,26.5,27.2504,26.024,27.3738,UP,1
2004-08-25,26.68,26.24,27.2705,26.204,27.3226,UP,1
2004-08-26,26.7,26.68,27.2897,26.404,27.2738,UP,1
2004-08-27,26.8,26.71,27.3102,26.536,27.224,DOWN,0
2004-08-30,26.16,26.7,27.3275,26.514,27.1648,UP,1
2004-08-31,26.27,26.11,27.3436,26.522,27.1062,UP,1
2004-09-01,26.31,26.3,27.3581,26.448,27.0396,UP,1
2004-09-02,26.54,26.35,27.3745,26.416,26.9656,UP,1
2004-09-03,26.55,26.4,27.3917,26.366,26.8994,UP,1
2004-09-07,26.65,26.65,27.4099,26.464,26.8322,DOWN,0
2004-09-08,26.59,26.82,27.4271,26.528,26.7642,UP,1
2004-09-09,26.68,26.64,27.4448,26.602,26.697,UP,1
2004-09-10,27.13,26.74,27.4639,26.72,26.6248,UP,1
2004-09-13,27.43,26.98,27.4826,26.896,26.57,UP,1
2004-09-14,27.55,27.43,27.5004,27.076,26.5272,DOWN,0
2004-09-15,27.52,27.45,27.5185,27.262,26.493,UP,1
2004-09-16,28.2,27.52,27.54,27.566,26.468,DOWN,0
2004-09-17,28.18,28.3,27.5606,27.776,26.4522,DOWN,0
2004-09-20,27.68,27.98,27.58,27.826,26.4348,UP,1
2004-09-21,27.84,27.68,27.6002,27.884,26.4218,DOWN,0
2004-09-22,27.23,27.74,27.6183,27.826,26.397,DOWN,0
2004-09-23,27.17,27.3,27.6364,27.62,26.362,DOWN,0
2004-09-24,26.88,27.02,27.6538,27.36,26.3216,DOWN,0
2004-09-27,26.57,26.91,27.6711,27.138,26.2878,UP,1
2004-09-28,27.04,26.6,27.6921,26.978,26.2632,DOWN,0
2004-09-29,27.0,27.0,27.7107,26.932,26.2372,UP,1
2004-09-30,27.02,27.0,27.7238,26.902,26.2318,UP,1
2004-10-01,28.07,27.09,27.7431,27.14,26.2512,UP,1
2004-10-04,28.27,28.17,27.7629,27.48,26.2818,DOWN,0
2004-10-05,28.06,28.18,27.7823,27.684,26.322,UP,1
2004-10-06,28.15,28.11,27.7995,27.914,26.367,UP,1
2004-10-07,28.16,28.2,27.8175,28.142,26.4326,DOWN,0
2004-10-08,27.5,28.0,27.8313,28.028,26.4774,DOWN,0
2004-10-11,27.4,27.45,27.8447,27.854,26.511,UP,1
2004-10-12,27.42,27.26,27.8567,27.726,26.5446,DOWN,0
2004-10-13,27.25,27.6,27.868,27.546,26.5838,DOWN,0
2004-10-14,27.05,27.36,27.8764,27.324,26.6174,UP,1
2004-10-15,27.22,27.15,27.8862,27.268,26.6644,DOWN,0
2004-10-18,27.2,27.05,27.8962,27.228,26.7208,DOWN,0
2004-10-19,26.86,27.4,27.9054,27.116,26.7674,DOWN,0
2004-10-20,26.77,26.5,27.9135,27.02,26.8098,DOWN,0
2004-10-21,26.69,26.95,27.9201,26.948,26.852,DOWN,0
2004-10-22,26.2,26.7,27.923,26.744,26.8918,UP,1
2004-10-25,26.21,26.18,27.9234,26.546,26.9312,UP,1
2004-10-26,26.6,26.4,27.9264,26.494,26.9688,UP,1
2004-10-27,29.0,26.85,27.9428,26.94,27.0514,DOWN,0
2004-10-28,28.81,29.0,27.9571,27.364,27.112,UP,1
2004-10-29,29.0,28.9,27.9683,27.924,27.178,DOWN,0
2004-11-01,28.87,28.9,27.9798,28.456,27.2326,UP,1
2004-11-02,29.09,28.97,27.9894,28.954,27.289,UP,1
2004-11-03,29.8,29.9,28.0024,29.114,27.3604,UP,1
2004-11-04,29.96,29.72,28.0148,29.344,27.426,DOWN,0
2004-11-05,29.87,30.0,28.0251,29.518,27.4894,UP,1
2004-11-08,29.89,29.87,28.0358,29.722,27.5512,UP,1
2004-11-09,29.97,29.95,28.0445,29.898,27.6274,UP,1
2004-11-10,30.05,30.1,28.0547,29.948,27.703,DOWN,0
2004-11-11,30.03,30.06,28.0657,29.962,27.7774,DOWN,0
2004-11-12,29.96,30.0,28.0767,29.98,27.8458,UP,1
2004-11-15,29.98,30.0,28.0873,29.998,27.9144,DOWN,0
2004-11-16,29.93,30.0,28.0993,29.99,27.98,UP,1
2004-11-17,30.06,30.1,28.1094,29.992,28.0494,UP,1
2004-11-18,30.17,29.93,28.119,30.02,28.1192,DOWN,0
2004-11-19,29.48,30.17,28.1284,29.924,28.1662,UP,1
2004-11-22,29.91,29.65,28.1362,29.91,28.2158,DOWN,0
2004-11-23,29.76,30.0,28.1459,29.876,28.26,UP,1
2004-11-24,30.06,29.93,28.1555,29.876,28.3108,UP,1
2004-11-26,30.07,30.04,28.163,29.856,28.3482,DOWN,0
2004-11-29,30.02,29.98,28.169,29.964,28.385,UP,1
2004-11-30,30.25,29.99,28.1779,30.032,28.4364,UP,1
2004-12-01,30.68,30.32,28.1899,30.216,28.4932,UP,1
2004-12-02,30.69,30.69,28.2029,30.342,28.5624,DOWN,0
2004-12-03,30.6,30.72,28.2163,30.448,28.631,DOWN,0
2004-12-06,30.47,30.53,28.2303,30.538,28.7028,DOWN,0
2004-12-07,30.12,30.54,28.2438,30.512,28.7738,UP,1
2004-12-08,30.45,30.13,28.2602,30.466,28.842,DOWN,0
2004-12-09,30.12,30.16,28.2741,30.352,28.9044,UP,1
2004-12-10,30.2,30.12,28.2866,30.272,28.968,UP,1
2004-12-13,30.59,30.3,28.2992,30.296,29.0184,UP,1
2004-12-14,30.7,30.59,28.3101,30.412,29.067,UP,1
2004-12-15,30.77,30.75,28.3225,30.476,29.1212,UP,1
2004-12-16,30.8,30.85,28.3347,30.612,29.1742,DOWN,0
2004-12-17,30.4,30.54,28.3428,30.652,29.219,UP,1
2004-12-20,30.53,30.6,28.3507,30.64,29.2796,UP,1
2004-12-21,30.58,30.53,28.3605,30.616,29.3432,UP,1
2004-12-22,30.88,30.68,28.3745,30.638,29.4124,DOWN,0
2004-12-23,30.7,30.88,28.3902,30.618,29.4814,DOWN,0
2004-12-27,30.32,30.71,28.4054,30.602,29.5468,UP,1
2004-12-28,30.35,30.39,28.4193,30.566,29.6094,DOWN,0
2004-12-29,30.32,30.42,28.4351,30.514,29.6718,DOWN,0
2004-12-30,30.28,30.3,28.4511,30.394,29.7402,DOWN,0
2004-12-31,30.19,30.34,28.4636,30.292,29.8086,DOWN,0
2005-01-03,29.68,30.14,28.4742,30.164,29.8684,DOWN,0
2005-01-04,29.31,29.75,28.4841,29.956,29.9306,DOWN,0
2005-01-05,29.23,29.3,28.4963,29.738,29.991,UP,1
2005-01-06,29.25,29.19,28.5102,29.532,30.044,DOWN,0
2005-01-07,28.82,29.3,28.5228,29.258,30.0404,UP,1
2005-01-10,28.9,28.83,28.5325,29.102,30.0422,DOWN,0
2005-01-11,28.85,28.9,28.5422,29.01,30.0392,UP,1
2005-01-12,28.9,28.95,28.5477,28.944,30.0398,DOWN,0
2005-01-13,28.56,28.9,28.5489,28.806,30.0292,UP,1
2005-01-14,29.24,28.7,28.5537,28.89,30.018,UP,1
2005-01-18,29.37,29.2,28.5576,28.984,30.0062,DOWN,0
2005-01-19,28.65,29.2,28.5542,28.944,29.9818,UP,1
2005-01-20,29.82,29.3,28.5558,29.128,29.9804,UP,1
2005-01-21,29.94,29.79,28.5601,29.404,29.9798,DOWN,0
2005-01-24,29.78,30.19,28.5633,29.512,29.9744,DOWN,0
2005-01-25,29.75,29.95,28.5651,29.588,29.9688,UP,1
2005-01-26,29.76,29.8,28.5662,29.81,29.9648,DOWN,0
2005-01-27,29.74,29.56,28.5694,29.794,29.96,DOWN,0
2005-01-28,29.54,29.85,28.5714,29.714,29.9522,UP,1
2005-01-31,29.94,29.7,28.5745,29.746,29.9498,DOWN,0
2005-02-01,29.91,29.97,28.5743,29.778,29.9446,UP,1
2005-02-02,29.99,29.91,28.5747,29.824,29.9548,DOWN,0
2005-02-03,26.8,28.25,28.563,29.236,29.8926,UP,1
2005-02-04,27.7,26.8,28.5534,28.868,29.8514,UP,1
2005-02-07,28.35,27.9,28.5427,28.55,29.8172,UP,1
2005-02-08,28.37,28.85,28.5295,28.242,29.7832,DOWN,0
2005-02-09,27.54,28.35,28.5129,27.752,29.7336,UP,1
2005-02-10,27.73,27.54,28.5024,27.938,29.6832,UP,1
2005-02-11,27.83,27.8,28.4961,27.964,29.6262,DOWN,0
2005-02-14,27.57,27.75,28.485,27.808,29.5638,DOWN,0
2005-02-15,27.38,27.58,28.4759,27.61,29.4994,UP,1
2005-02-16,27.5,27.18,28.4669,27.602,29.44,UP,1
2005-02-17,27.54,27.35,28.4583,27.564,29.3884,DOWN,0
2005-02-18,27.43,27.57,28.4456,27.484,29.328,DOWN,0
2005-02-22,27.14,27.18,28.4348,27.398,29.2684,UP,1
2005-02-23,27.27,27.49,28.4286,27.376,29.2098,UP,1
2005-02-24,27.33,27.16,28.4262,27.342,29.1446,UP,1
2005-02-25,27.45,27.35,28.4196,27.324,29.0796,UP,1
2005-02-28,27.46,27.46,28.4124,27.33,29.0134,DOWN,0
2005-03-01,27.32,27.64,28.4036,27.366,28.9438,DOWN,0
2005-03-02,27.21,27.27,28.3952,27.354,28.88,DOWN,0
2005-03-03,27.09,27.25,28.3883,27.306,28.8112,UP,1
2005-03-04,27.47,27.55,28.384,27.31,28.749,UP,1
2005-03-07,27.76,27.55,28.3798,27.37,28.6866,DOWN,0
2005-03-08,27.69,27.7,28.3758,27.444,28.6264,DOWN,0
2005-03-09,27.69,27.7,28.371,27.54,28.5738,DOWN,0
2005-03-10,27.63,27.67,28.3641,27.648,28.5194,DOWN,0
2005-03-11,27.53,27.65,28.352,27.66,28.4636,UP,1
2005-03-14,27.59,27.59,28.3377,27.626,28.4098,DOWN,0
2005-03-15,27.45,27.5,28.3222,27.578,28.355,DOWN,0
2005-03-16,27.0,27.4,28.3033,27.44,28.3014,DOWN,0
2005-03-17,26.6,26.2,28.283,27.234,28.2472,DOWN,0
2005-03-18,26.36,26.57,28.2623,27.0,28.1898,DOWN,0
2005-03-21,25.99,26.47,28.2436,26.68,28.1246,DOWN,0
2005-03-22,25.33,25.86,28.2225,26.256,28.0548,UP,1
2005-03-23,25.85,25.36,28.2008,26.026,27.9938,UP,1
2005-03-24,25.9,25.87,28.1807,25.886,27.9348,UP,1
2005-03-28,25.94,26.0,28.1635,25.802,27.8756,DOWN,0
2005-03-29,25.26,25.8,28.1406,25.656,27.8096,DOWN,0
2005-03-30,24.89,24.0,28.1187,25.568,27.7226,UP,1
2005-03-31,25.29,24.89,28.0989,25.456,27.641,DOWN,0
2005-04-01,25.0,25.38,28.0782,25.276,27.568,DOWN,0
2005-04-04,24.99,24.95,28.0567,25.086,27.4714,DOWN,0
2005-04-05,24.99,25.15,28.0361,25.032,27.3724,DOWN,0
2005-04-06,24.97,25.0,28.0149,25.048,27.2762,DOWN,0
2005-04-07,24.93,24.98,27.9914,24.976,27.1798,DOWN,0
2005-04-08,24.79,25.0,27.9641,24.934,27.0804,DOWN,0
2005-04-11,24.65,24.78,27.9381,24.866,26.9786,UP,1
2005-04-12,24.85,24.69,27.9123,24.838,26.8848,UP,1
2005-04-13,24.9,24.85,27.8868,24.824,26.784,UP,1
2005-04-14,25.01,24.9,27.8617,24.84,26.686,DOWN,0
2005-04-15,24.74,24.96,27.8317,24.83,26.581,DOWN,0
2005-04-18,24.67,24.68,27.8042,24.834,26.5384,UP,1
2005-04-19,24.77,24.75,27.7796,24.818,26.4798,UP,1
2005-04-20,24.82,24.74,27.7575,24.802,26.4092,UP,1
2005-04-21,25.21,25.05,27.7363,24.842,26.346,DOWN,0
2005-04-22,24.94,25.21,27.7162,24.882,26.294,UP,1
2005-04-25,25.17,25.0,27.6993,24.982,26.2428,UP,1
2005-04-26,25.21,25.27,27.6829,25.07,26.1904,DOWN,0
2005-04-27,24.47,25.1,27.6629,25.0,26.1284,DOWN,0
2005-04-28,24.24,24.47,27.6395,24.806,26.0656,UP,1
2005-04-29,24.98,24.37,27.6199,24.814,26.0152,UP,1
2005-05-02,25.11,25.0,27.6041,24.802,25.9666,UP,1
2005-05-03,25.41,25.16,27.5898,24.842,25.9262,UP,1
2005-05-04,25.82,25.5,27.5774,25.112,25.8998,DOWN,0
2005-05-05,25.8,25.9,27.57,25.424,25.8704,UP,1
2005-05-06,25.97,25.95,27.5643,25.622,25.8432,UP,1
2005-05-09,26.24,25.96,27.5618,25.848,25.819,DOWN,0
2005-05-10,26.15,26.16,27.5623,25.996,25.7928,UP,1
2005-05-11,26.39,26.17,27.5648,26.11,25.7742,DOWN,0
2005-05-12,26.32,26.52,27.572,26.214,25.7564,DOWN,0
2005-05-13,25.85,26.45,27.5749,26.19,25.7316,UP,1
2005-05-16,25.96,25.85,27.5761,26.134,25.7014,UP,1
2005-05-17,26.64,26.42,27.5806,26.232,25.679,UP,1
2005-05-18,27.1,26.79,27.5897,26.374,25.6672,UP,1
2005-05-19,27.2,27.15,27.5988,26.55,25.6574,DOWN,0
2005-05-20,27.03,27.25,27.6096,26.786,25.6454,DOWN,0
2005-05-23,26.99,27.08,27.6227,26.992,25.6346,DOWN,0
2005-05-24,26.66,26.99,27.6333,26.996,25.616,UP,1
2005-05-25,26.7,26.77,27.6436,26.916,25.601,UP,1
2005-05-26,26.75,26.86,27.6544,26.826,25.596,DOWN,0
2005-05-27,26.5,26.68,27.6659,26.72,25.594,DOWN,0
2005-05-31,26.32,26.36,27.6763,26.586,25.5932,UP,1
2005-06-01,26.47,26.39,27.685,26.548,25.6028,DOWN,0
2005-06-02,26.4,26.42,27.6927,26.488,25.6242,UP,1
2005-06-03,26.45,26.51,27.696,26.428,25.6362,UP,1
2005-06-06,26.54,26.37,27.7002,26.436,25.649,UP,1
2005-06-07,26.7,26.57,27.703,26.512,25.6642,UP,1
2005-06-08,26.89,26.88,27.7061,26.596,25.6968,DOWN,0
2005-06-09,26.88,26.85,27.7094,26.692,25.7366,DOWN,0
2005-06-10,26.65,26.86,27.7092,26.732,25.7638,DOWN,0
2005-06-13,26.63,26.5,27.7089,26.75,25.7964,UP,1
2005-06-14,26.77,26.57,27.7087,26.764,25.832,DOWN,0
2005-06-15,26.72,26.79,27.7115,26.73,25.8666,UP,1
2005-06-16,26.91,26.72,27.7147,26.736,25.9054,UP,1
2005-06-17,26.95,26.91,27.7179,26.796,25.9458,DOWN,0
2005-06-20,26.74,26.9,27.7189,26.818,25.9848,DOWN,0
2005-06-21,26.67,26.65,27.7195,26.798,26.0252,UP,1
2005-06-22,26.71,26.72,27.7198,26.796,26.0624,DOWN,0
2005-06-23,26.56,26.73,27.7197,26.726,26.0956,UP,1
2005-06-24,26.8,26.9,27.7203,26.696,26.1314,DOWN,0
2005-06-27,26.48,26.81,27.717,26.644,26.1662,UP,1
2005-06-28,26.75,26.49,27.7136,26.66,26.2078,UP,1
2005-06-29,26.99,26.91,27.7108,26.716,26.2522,DOWN,0
2005-06-30,26.87,27.0,27.7076,26.778,26.2932,DOWN,0
2005-07-01,26.8,26.9,27.7006,26.778,26.325,DOWN,0
2005-07-05,26.73,26.79,27.6933,26.828,26.3608,UP,1
2005-07-06,27.06,26.81,27.6902,26.89,26.3986,DOWN,0
2005-07-07,26.7,26.61,27.6845,26.832,26.4284,UP,1
2005-07-08,27.02,26.7,27.6835,26.862,26.4794,UP,1
2005-07-11,27.3,27.14,27.6841,26.962,26.5406,UP,1
2005-07-12,27.98,28.0,27.6896,27.212,26.6006,DOWN,0
2005-07-13,27.89,28.05,27.6962,27.378,26.6562,DOWN,0
2005-07-14,27.77,28.1,27.6999,27.592,26.7034,DOWN,0
2005-07-15,27.62,27.75,27.703,27.712,26.7394,DOWN,0
2005-07-18,27.6,27.5,27.7059,27.772,26.7754,UP,1
2005-07-19,27.71,27.74,27.7041,27.718,26.8102,UP,1
2005-07-20,29.2,27.81,27.7087,27.98,26.8694,DOWN,0
2005-07-21,29.16,29.2,27.7142,28.258,26.9296,UP,1
2005-07-22,29.17,29.45,27.7193,28.568,26.9852,DOWN,0
2005-07-25,29.11,29.22,27.7241,28.87,27.041,UP,1
2005-07-26,29.7,29.12,27.7351,29.268,27.118,UP,1
2005-07-27,30.2,30.0,27.7491,29.468,27.2028,UP,1
2005-07-28,30.21,30.12,27.763,29.678,27.2742,DOWN,0
2005-07-29,29.86,30.08,27.7761,29.816,27.3294,DOWN,0
2005-08-01,29.55,29.75,27.7886,29.904,27.3764,DOWN,0
2005-08-02,29.49,29.61,27.7999,29.862,27.4256,DOWN,0
2005-08-03,29.28,29.53,27.8103,29.678,27.4714,DOWN,0
2005-08-04,29.2,29.18,27.822,29.476,27.5222,DOWN,0
2005-08-05,29.11,29.22,27.8337,29.326,27.5704,DOWN,0
2005-08-08,28.6,29.15,27.8433,29.136,27.6074,UP,1
2005-08-09,28.9,28.7,27.8568,29.018,27.6554,UP,1
2005-08-10,28.94,29.05,27.8704,28.95,27.7078,UP,1
2005-08-11,29.12,28.97,27.883,28.934,27.7608,DOWN,0
2005-08-12,28.77,29.08,27.8819,28.866,27.8082,UP,1
2005-08-15,28.96,28.85,27.8826,28.938,27.8584,DOWN,0
2005-08-16,28.71,28.97,27.8812,28.9,27.9018,UP,1
2005-08-17,28.75,28.68,27.8806,28.862,27.9428,DOWN,0
2005-08-18,28.42,28.72,27.8772,28.722,27.9734,DOWN,0
2005-08-19,28.4,28.6,27.8702,28.648,28.0038,DOWN,0
2005-08-22,28.34,28.45,27.8621,28.524,28.0376,DOWN,0
2005-08-23,28.12,28.32,27.8534,28.406,28.0674,UP,1
2005-08-24,28.2,28.01,27.8449,28.296,28.096,UP,1
2005-08-25,28.55,28.27,27.8378,28.322,28.1326,DOWN,0
2005-08-26,28.09,28.5,27.828,28.26,28.1562,DOWN,0
2005-08-29,27.84,27.96,27.8171,28.16,28.174,DOWN,0
2005-08-30,27.55,27.7,27.805,28.046,28.1902,UP,1
2005-08-31,27.9,27.5,27.7946,27.986,28.2148,DOWN,0
2005-09-01,27.85,27.82,27.7842,27.846,28.2376,DOWN,0
2005-09-02,27.74,27.8,27.7726,27.776,28.2612,UP,1
2005-09-06,28.44,27.78,27.764,27.896,28.294,UP,1
2005-09-07,28.88,28.53,27.761,28.162,28.342,UP,1
2005-09-08,29.0,28.88,27.7564,28.382,28.387,UP,1
2005-09-09,29.11,28.97,27.7532,28.634,28.4294,UP,1
2005-09-12,30.35,29.75,27.7546,29.156,28.499,UP,1
2005-09-13,30.76,30.37,27.7581,29.62,28.5782,DOWN,0
2005-09-14,30.25,30.7,27.7592,29.894,28.6486,UP,1
2005-09-15,30.65,30.5,27.7612,30.224,28.7204,UP,1
2005-09-16,30.85,30.6,27.7621,30.572,28.8034,DOWN,0
2005-09-19,30.26,30.83,27.7599,30.554,28.8682,DOWN,0
2005-09-20,30.13,30.26,27.7576,30.428,28.9248,DOWN,0
2005-09-21,30.05,30.26,27.7555,30.388,28.9662,UP,1
2005-09-22,30.3,30.05,27.7564,30.318,29.0144,UP,1
2005-09-23,30.52,30.15,27.7567,30.252,29.0694,DOWN,0
2005-09-26,30.4,30.6,27.7581,30.28,29.125,DOWN,0
2005-09-27,30.4,30.38,27.7591,30.334,29.181,UP,1
2005-09-28,30.6,30.45,27.7592,30.444,29.2388,UP,1
2005-09-29,30.73,30.45,27.7593,30.53,29.2694,UP,1
