ticker,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,47.4375,45.9375,40.3107,46.925,48.0852,UP,1
2000-02-09,48.4063,47.4375,40.3605,47.1313,48.1215,DOWN,0
2000-02-10,48.2188,48.3438,40.4116,47.375,48.2046,DOWN,0
2000-02-11,47.8438,48.9375,40.464,47.5688,48.2702,DOWN,0
2000-02-14,47.4688,47.7813,40.5201,47.875,48.3209,DOWN,0
2000-02-15,47.1875,47.5938,40.5718,47.825,48.3484,DOWN,0
2000-02-16,44.625,47.3125,40.6137,47.0688,48.3377,DOWN,0
2000-02-17,42.375,45.0,40.6491,45.9,48.234,UP,1
2000-02-18,44.5625,42.5625,40.698,45.2438,48.1427,DOWN,0
2000-02-22,43.125,45.5,40.7433,44.375,48.0002,UP,1
2000-02-23,47.25,43.75,40.8094,44.3875,47.9546,DOWN,0
2000-02-24,46.3125,47.5,40.8665,44.725,47.8831,DOWN,0
2000-02-25,44.4063,46.8125,40.9001,45.1313,47.7769,UP,1
2000-02-28,45.8438,45.25,40.9471,45.3875,47.7244,UP,1
2000-02-29,47.0938,45.7813,40.9983,46.1813,47.6425,DOWN,0
2000-03-01,47.0625,47.0938,41.048,46.1438,47.5094,DOWN,0
2000-03-02,46.25,46.875,41.0944,46.1313,47.3869,DOWN,0
2000-03-03,45.125,46.125,41.1344,46.275,47.2781,DOWN,0
2000-03-06,41.5625,45.0,41.1555,45.4188,47.115,DOWN,0
2000-03-07,40.375,41.0625,41.1726,44.075,46.8994,DOWN,0
2000-03-08,39.9375,40.3438,41.1921,42.65,46.6881,UP,1
2000-03-09,41.5,40.2188,41.2247,41.7,46.5169,UP,1
2000-03-10,41.8438,41.75,41.2565,41.0438,46.3481,DOWN,0
2000-03-13,41.6563,41.8438,41.2908,41.0625,46.1844,UP,1
2000-03-14,41.7813,41.5313,41.3247,41.3438,46.02,DOWN,0
2000-03-15,40.875,41.6563,41.3519,41.5313,45.8688,UP,1
2000-03-16,42.6875,41.375,41.3874,41.7688,45.7856,UP,1
2000-03-17,44.25,42.5625,41.4335,42.25,45.7606,UP,1
2000-03-20,45.0938,44.6875,41.4837,42.9375,45.7475,UP,1
2000-03-21,45.875,45.4688,41.5399,43.7563,45.7113,UP,1
2000-03-22,47.4688,46.125,41.6097,45.075,45.6644,UP,1
2000-03-23,47.7813,47.25,41.6785,46.0938,45.6456,UP,1
2000-03-24,49.2813,47.7813,41.7569,47.1,45.66,UP,1
2000-03-27,49.5313,49.1563,41.8349,47.9875,45.6806,UP,1
2000-03-28,49.75,49.5938,41.9149,48.7625,45.7169,DOWN,0
2000-03-29,48.9063,49.75,41.9844,49.05,45.7594,DOWN,0
2000-03-30,47.3125,48.9375,42.0404,48.9563,45.7325,DOWN,0
2000-03-31,46.8125,47.0,42.0938,48.4625,45.7319,UP,1
2000-04-03,47.5313,46.8125,42.1472,48.0625,45.7331,DOWN,0
2000-04-04,45.2403,47.4688,42.1863,47.1606,45.7179,UP,1
2000-04-05,47.6875,45.3125,42.2381,46.9168,45.7673,UP,1
2000-04-06,48.625,47.875,42.297,47.1793,45.8017,DOWN,0
2000-04-07,48.5938,48.75,42.3588,47.5356,45.8417,DOWN,0
2000-04-10,47.1563,48.5313,42.4127,47.4606,45.8386,DOWN,0
2000-04-11,46.625,47.1563,42.4586,47.7375,45.8342,DOWN,0
2000-04-12,45.5313,46.6875,42.4881,47.3063,45.7811,DOWN,0
2000-04-13,44.1875,45.4688,42.5091,46.4188,45.7173,DOWN,0
2000-04-14,41.0625,42.75,42.5206,44.9125,45.5986,UP,1
2000-04-17,42.5,41.0938,42.5409,43.9813,45.5111,DOWN,0
2000-04-18,42.1875,42.5,42.5603,43.0938,45.4361,DOWN,0
2000-04-19,41.6875,42.6875,42.5783,42.325,45.3211,UP,1
2000-04-20,41.7813,41.625,42.5938,41.8438,45.1886,UP,1
2000-04-24,42.6563,42.0625,42.617,42.1625,45.0773,UP,1
2000-04-25,44.9688,43.75,42.6556,42.6563,45.0198,UP,1
2000-04-26,46.0938,44.9375,42.6995,43.4375,44.9923,UP,1
2000-04-27,46.5,45.4063,42.7464,44.4,44.9786,DOWN,0
2000-04-28,45.5313,46.25,42.7856,45.15,44.9967,DOWN,0
2000-05-01,45.2188,45.2813,42.8149,45.6625,45.0536,DOWN,0
2000-05-02,45.1875,44.875,42.8494,45.7063,45.0661,DOWN,0
2000-05-03,43.3438,44.875,42.8831,45.1563,45.0704,DOWN,0
2000-05-04,43.3125,43.3438,42.9175,44.5188,44.9917,UP,1
2000-05-05,45.4063,43.1875,42.9608,44.4938,44.9736,DOWN,0
2000-05-08,44.25,45.0938,42.997,44.3,44.9704,DOWN,0
2000-05-09,44.0938,44.375,43.0358,44.0813,44.9354,DOWN,0
2000-05-10,43.375,44.0625,43.0681,44.0875,44.8611,UP,1
2000-05-11,43.5938,43.625,43.1061,44.1438,44.7917,UP,1
2000-05-12,43.9688,43.5,43.1464,43.8563,44.7461,DOWN,0
2000-05-15,43.8438,43.5313,43.1884,43.775,44.7204,UP,1
2000-05-16,44.9688,44.125,43.2375,43.95,44.7886,DOWN,0
2000-05-17,44.0313,45.1875,43.2831,44.0813,44.8617,DOWN,0
2000-05-18,42.9063,43.9688,43.3261,43.9438,44.9211,DOWN,0
2000-05-19,41.875,42.0,43.363,43.525,44.9286,UP,1
2000-05-22,41.9688,41.75,43.4009,43.15,44.9311,DOWN,0
2000-05-23,41.75,42.0,43.4378,42.5063,44.9329,UP,1
2000-05-24,42.0938,41.75,43.4806,42.1188,44.9392,DOWN,0
2000-05-25,41.9063,42.125,43.522,41.9188,44.9598,DOWN,0
2000-05-26,41.0625,41.9063,43.555,41.7563,44.9273,UP,1
2000-05-30,42.25,41.0625,43.5959,41.8125,44.8873,DOWN,0
2000-05-31,41.9688,41.625,43.6283,41.8563,44.8248,UP,1
2000-06-01,42.6875,42.0313,43.6634,41.975,44.7611,UP,1
2000-06-02,44.375,44.0625,43.7028,42.4688,44.6992,UP,1
2000-06-05,45.4063,44.25,43.752,43.3375,44.6517,UP,1
2000-06-06,45.7188,45.375,43.8039,44.0313,44.5804,UP,1
2000-06-07,45.7813,45.5,43.8553,44.7938,44.5054,DOWN,0
2000-06-08,44.1563,45.6563,43.9003,45.0875,44.3936,UP,1
2000-06-09,44.6875,44.75,43.9472,45.15,44.3092,DOWN,0
2000-06-12,44.2305,44.6563,43.9907,44.9148,44.2475,UP,1
2000-06-13,44.7188,44.25,44.038,44.7148,44.2057,DOWN,0
2000-06-14,44.5313,44.625,44.0835,44.4648,44.1457,UP,1
2000-06-15,45.4375,44.625,44.1223,44.7211,44.1496,UP,1
2000-06-16,47.625,46.75,44.1749,45.3086,44.1484,DOWN,0
2000-06-19,47.3125,47.125,44.2252,45.925,44.1221,UP,1
2000-06-20,47.6875,47.5,44.2698,46.5188,44.104,UP,1
2000-06-21,48.4063,47.875,44.319,47.2938,44.129,UP,1
2000-06-22,48.4375,48.2813,44.3718,47.8938,44.1652,DOWN,0
2000-06-23,48.0938,48.5,44.4213,47.9875,44.2165,DOWN,0
2000-06-26,45.25,48.0625,44.4516,47.575,44.2377,DOWN,0
2000-06-27,44.5938,45.25,44.4729,46.9563,44.3084,UP,1
2000-06-28,44.8809,45.125,44.5045,46.2512,44.356,DOWN,0
2000-06-29,44.5,44.75,44.5384,45.4637,44.4022,UP,1
2000-06-30,44.5313,44.375,44.5767,44.7512,44.4591,UP,1
2000-07-03,45.2188,44.7188,44.6142,44.7449,44.5279,DOWN,0
2000-07-05,44.8125,45.1875,44.6503,44.7887,44.571,DOWN,0
2000-07-06,44.1875,44.9375,44.6874,44.65,44.5554,DOWN,0
2000-07-07,42.5,43.6875,44.7165,44.25,44.4835,DOWN,0
2000-07-10,40.5,42.0,44.7374,43.4438,44.3635,UP,1
2000-07-11,43.3438,40.7188,44.7645,43.0688,44.3197,UP,1
2000-07-12,43.5625,43.3125,44.7913,42.8188,44.2866,DOWN,0
2000-07-13,41.7188,43.125,44.8128,42.325,44.2172,UP,1
2000-07-14,43.75,42.25,44.8407,42.575,44.2254,DOWN,0
2000-07-17,43.0156,43.7188,44.8578,43.0781,44.2194,DOWN,0
2000-07-18,42.375,42.75,44.8744,42.8844,44.1588,UP,1
2000-07-19,42.5,42.4688,44.8921,42.6719,44.1238,UP,1
2000-07-20,43.0625,42.5625,44.9135,42.9406,44.1032,DOWN,0
2000-07-21,42.5313,43.0,44.9344,42.6969,44.0863,UP,1
2000-07-24,42.9375,42.5,44.9581,42.6813,44.0732,UP,1
2000-07-25,44.625,45.5,44.9891,43.1313,44.0863,DOWN,0
2000-07-26,43.9688,44.4063,45.0156,43.425,44.0888,DOWN,0
2000-07-27,43.4063,44.2813,45.0438,43.4938,44.0575,DOWN,0
2000-07-28,42.6563,43.4063,45.0702,43.5188,44.03,DOWN,0
2000-07-31,42.5,42.7813,45.0974,43.4313,44.0219,DOWN,0
2000-08-01,42.4688,42.625,45.1253,43.0,44.0338,DOWN,0
2000-08-02,42.375,42.5625,45.1558,42.6813,44.0419,DOWN,0
2000-08-03,42.0,41.9375,45.1867,42.4,44.0469,UP,1
2000-08-04,42.3438,42.125,45.2117,42.3375,44.0519,UP,1
2000-08-07,43.125,42.5938,45.2364,42.4625,44.0763,UP,1
2000-08-08,43.875,43.375,45.2602,42.7438,44.1325,DOWN,0
2000-08-09,43.125,43.375,45.2772,42.8938,44.15,DOWN,0
2000-08-10,42.9688,43.0938,45.2913,43.0875,44.17,DOWN,0
2000-08-11,42.5,43.0938,45.3,43.1188,44.1663,DOWN,0
2000-08-14,42.4375,42.5,45.3006,42.9813,44.1275,UP,1
2000-08-15,42.5313,42.6875,45.2933,42.7125,44.07,DOWN,0
2000-08-16,41.6875,42.6563,45.2842,42.425,43.9894,UP,1
2000-08-17,42.2813,41.75,45.2906,42.2875,43.9194,DOWN,0
2000-08-18,42.0,42.2813,45.2952,42.1875,43.8763,DOWN,0
2000-08-21,41.375,41.9063,45.2946,41.975,43.81,DOWN,0
2000-08-22,40.125,41.4375,45.2939,41.4938,43.7279,UP,1
2000-08-23,40.8438,40.125,45.2931,41.325,43.6504,DOWN,0
2000-08-24,40.1875,40.9063,45.2913,40.9063,43.5636,UP,1
2000-08-25,40.9063,40.1875,45.2841,40.6875,43.4729,DOWN,0
2000-08-28,40.5313,41.0313,45.265,40.5188,43.3311,UP,1
2000-08-29,40.75,40.5,45.2463,40.6438,43.1998,UP,1
2000-08-30,41.2813,40.375,45.2281,40.7313,43.0717,UP,1
2000-08-31,41.7285,42.0,45.213,41.0395,42.9381,DOWN,0
2000-09-01,41.625,41.8438,45.194,41.1832,42.8019,DOWN,0
2000-09-05,40.9688,41.7813,45.1668,41.2707,42.6594,DOWN,0
2000-09-06,40.875,41.0,45.1393,41.2957,42.5719,DOWN,0
2000-09-07,40.0,40.8125,45.1074,41.0395,42.48,UP,1
2000-09-08,40.3125,40.0,45.0807,40.7563,42.3886,DOWN,0
2000-09-11,40.3125,40.1875,45.0521,40.4938,42.3049,UP,1
2000-09-12,41.1875,40.625,45.0258,40.5375,42.238,DOWN,0
2000-09-13,40.75,41.3125,44.9966,40.5125,42.1486,UP,1
2000-09-14,40.8125,40.9375,44.9804,40.675,42.0686,DOWN,0
2000-09-15,40.0,40.8125,44.9576,40.6125,41.9849,DOWN,0
2000-09-18,38.2813,39.9375,44.9243,40.2063,41.9005,UP,1
2000-09-19,38.7813,38.5,44.8891,39.725,41.8661,DOWN,0
2000-09-20,37.5938,38.3438,44.8513,39.0938,41.7511,UP,1
2000-09-21,38.625,37.2813,44.8066,38.6563,41.6524,DOWN,0
2000-09-22,38.5,38.5,44.7535,38.3563,41.588,DOWN,0
2000-09-25,37.9688,38.5,44.6921,38.2938,41.4724,DOWN,0
2000-09-26,36.375,37.75,44.6263,37.8125,41.3396,DOWN,0
2000-09-27,35.0,36.125,44.5519,37.2938,41.1921,UP,1
2000-09-28,37.0938,35.4688,44.4888,36.9875,41.0839,DOWN,0
2000-09-29,36.4688,36.9688,44.4288,36.5813,40.9521,UP,1
2000-10-02,36.8125,36.5,44.3569,36.35,40.8377,UP,1
2000-10-03,37.7188,36.875,44.2769,36.6188,40.7333,DOWN,0
2000-10-04,37.7188,37.8438,44.2036,37.1625,40.5952,DOWN,0
2000-10-05,37.0625,37.6875,44.1361,37.1563,40.4571,DOWN,0
2000-10-06,36.3438,37.125,44.0692,37.1313,40.3158,UP,1
2000-10-09,36.9375,36.2188,43.9981,37.1563,40.2014,UP,1
2000-10-10,37.7188,37.0625,43.9342,37.1563,40.1058,DOWN,0
2000-10-11,37.0625,37.75,43.8692,37.025,39.9977,DOWN,0
2000-10-12,37.0313,37.125,43.803,37.0188,39.8908,UP,1
2000-10-13,37.3438,37.0,43.7405,37.2188,39.7977,UP,1
2000-10-16,37.9688,37.4688,43.6803,37.425,39.7102,DOWN,0
2000-10-17,36.4688,38.0,43.6205,37.175,39.5771,UP,1
2000-10-18,36.8125,35.5,43.5703,37.125,39.4358,UP,1
2000-10-19,39.5938,37.375,43.5408,37.6375,39.3652,UP,1
2000-10-20,40.4375,39.5,43.5142,38.2563,39.3146,DOWN,0
2000-10-23,40.0625,40.3125,43.4761,38.675,39.2658,UP,1
2000-10-24,42.625,40.3125,43.4402,39.9063,39.2696,DOWN,0
2000-10-25,42.5313,42.6563,43.4092,41.05,39.2696,UP,1
2000-10-26,42.9688,42.4063,43.3813,41.725,39.2952,UP,1
2000-10-27,43.6875,43.125,43.3572,42.375,39.3233,UP,1
2000-10-30,44.8438,43.8125,43.3417,43.3313,39.3802,UP,1
2000-10-31,46.125,44.875,43.3384,44.0313,39.4752,DOWN,0
2000-11-01,45.1563,45.875,43.3209,44.5563,39.5758,DOWN,0
2000-11-02,44.1875,45.25,43.3077,44.8,39.6427,DOWN,0
2000-11-03,43.8438,44.25,43.2895,44.8313,39.7158,UP,1
2000-11-06,44.5,46.25,43.282,44.7625,39.7877,DOWN,0
2000-11-07,42.9688,44.375,43.2708,44.1313,39.8364,DOWN,0
2000-11-08,42.0313,43.1563,43.2464,43.5063,39.8621,DOWN,0
2000-11-09,40.2188,41.625,43.2145,42.7125,39.8408,UP,1
2000-11-10,40.5938,40.5938,43.1809,42.0625,39.8181,DOWN,0
2000-11-13,39.9688,39.7813,43.1466,41.1563,39.785,UP,1
2000-11-14,40.0625,39.9375,43.1059,40.575,39.7669,UP,1
2000-11-15,40.4375,40.5625,43.0713,40.2563,39.7581,DOWN,0
2000-11-16,39.9375,40.8125,43.0359,40.2,39.7569,UP,1
2000-11-17,40.2188,40.0625,43.0027,40.125,39.755,UP,1
2000-11-20,41.5313,40.4063,42.9806,40.4375,39.7794,DOWN,0
2000-11-21,39.1563,40.25,42.9392,40.2563,39.7387,UP,1
2000-11-22,39.5938,39.0313,42.8952,40.0875,39.7156,UP,1
2000-11-24,40.4063,39.7188,42.8561,40.1813,39.7075,DOWN,0
2000-11-27,40.0,40.375,42.8169,40.1375,39.7075,UP,1
2000-11-28,40.5313,40.0,42.7822,39.9375,39.7525,DOWN,0
2000-11-29,40.4063,40.25,42.7483,40.1875,39.785,DOWN,0
2000-11-30,39.3125,40.4375,42.7217,40.1313,39.8194,UP,1
2000-12-01,40.0313,39.375,42.71,40.0563,39.8475,UP,1
2000-12-04,42.5625,40.1563,42.7,40.5688,39.9287,UP,1
2000-12-05,44.7813,43.0313,42.7083,41.4188,40.065,DOWN,0
2000-12-06,44.5,44.9375,42.6945,42.2375,40.2275,DOWN,0
2000-12-07,44.0,44.375,42.683,43.175,40.4075,DOWN,0
2000-12-08,43.9688,44.375,42.6808,43.9625,40.545,DOWN,0
2000-12-11,43.8438,43.8438,42.6708,44.2188,40.6925,DOWN,0
2000-12-12,43.4688,42.9063,42.6527,43.9563,40.8256,DOWN,0
2000-12-13,43.0313,43.5,42.6325,43.6625,40.9319,DOWN,0
2000-12-14,42.3438,42.9063,42.613,43.3313,41.0244,DOWN,0
2000-12-15,41.1563,41.5,42.5931,42.7688,41.1063,UP,1
2000-12-18,41.4688,41.0313,42.5927,42.2938,41.2088,DOWN,0
2000-12-19,41.4063,41.5938,42.5978,41.8813,41.2981,DOWN,0
2000-12-20,39.8125,40.4375,42.5972,41.2375,41.34,DOWN,0
2000-12-21,39.5,38.0,42.5872,40.6688,41.3888,UP,1
2000-12-22,40.75,39.8125,42.5817,40.5875,41.4631,UP,1
2000-12-26,40.9688,40.5625,42.5783,40.4875,41.5356,DOWN,0
2000-12-27,40.875,41.0,42.5738,40.3813,41.5938,DOWN,0
2000-12-28,40.8125,41.1875,42.5734,40.5813,41.6806,UP,1
2000-12-29,41.4375,40.8438,42.5672,40.9688,41.7731,DOWN,0
2001-01-02,39.3438,41.4375,42.5427,40.6875,41.7681,UP,1
2001-01-03,43.125,38.3438,42.5328,41.1188,41.8219,UP,1
2001-01-04,44.5313,43.125,42.5261,41.85,41.9113,DOWN,0
2001-01-05,43.625,44.9688,42.5069,42.4125,41.9313,DOWN,0
2001-01-08,43.4688,43.4375,42.4853,42.8188,41.95,UP,1
2001-01-09,43.875,43.0,42.4583,43.725,41.9681,DOWN,0
2001-01-10,43.5,43.4375,42.4281,43.8,41.9644,UP,1
2001-01-11,45.9063,43.375,42.4089,44.075,41.9856,UP,1
2001-01-12,46.0625,45.4063,42.3947,44.5625,41.9844,DOWN,0
2001-01-16,44.8125,46.0625,42.3822,44.8313,41.9775,UP,1
2001-01-17,45.0313,44.9375,42.3733,45.0625,41.9944,UP,1
2001-01-18,45.375,45.125,42.3625,45.4375,42.025,DOWN,0
2001-01-19,45.0313,45.375,42.3615,45.2625,42.0356,DOWN,0
2001-01-22,44.4063,44.5625,42.3451,44.9313,42.0644,UP,1
2001-01-23,44.8438,43.75,42.3262,44.9375,42.1206,UP,1
2001-01-24,44.875,44.8438,42.3076,44.9063,42.2138,UP,1
2001-01-25,45.5,44.7813,42.2993,44.9313,42.3119,DOWN,0
2001-01-26,44.6563,45.5,42.2894,44.8563,42.4056,UP,1
2001-01-29,45.575,45.155,42.2897,45.09,42.5159,DOWN,0
2001-01-30,45.495,45.7,42.2962,45.2203,42.617,UP,1
2001-01-31,45.65,45.495,42.3191,45.3753,42.7313,DOWN,0
2001-02-01,44.005,45.65,42.3267,45.0763,42.807,DOWN,0
2001-02-02,43.445,44.005,42.3329,44.834,42.8453,UP,1
2001-02-05,44.625,43.8,42.3476,44.644,42.9547,DOWN,0
2001-02-06,44.275,44.975,42.3601,44.4,43.0483,DOWN,0
2001-02-07,43.95,44.275,42.3666,44.06,43.1192,UP,1
2001-02-08,44.83,44.0,42.3659,44.225,43.2158,DOWN,0
2001-02-09,44.565,44.83,42.3582,44.449,43.2964,UP,1
2001-02-12,44.85,44.5,42.35,44.494,43.3853,DOWN,0
2001-02-13,44.66,44.65,42.3456,44.571,43.4922,DOWN,0
2001-02-14,44.425,44.625,42.3417,44.666,43.5801,UP,1
2001-02-15,44.75,44.3,42.3395,44.65,43.6239,DOWN,0
2001-02-16,44.375,44.4,42.3446,44.612,43.6158,UP,1
2001-02-20,47.255,44.8,42.3643,45.093,43.6709,DOWN,0
2001-02-21,47.15,47.15,42.3731,45.591,43.7339,DOWN,0
2001-02-22,46.45,47.15,42.3841,45.996,43.7835,DOWN,0
2001-02-23,45.1,45.875,42.3891,46.066,43.8086,DOWN,0
2001-02-26,45.075,45.175,42.3976,46.206,43.8407,UP,1
2001-02-27,46.0,45.0,42.4096,45.955,43.9001,DOWN,0
2001-02-28,45.345,46.0,42.4165,45.594,43.9601,UP,1
2001-03-01,45.35,45.345,42.424,45.374,44.044,UP,1
2001-03-02,45.76,45.225,42.428,45.506,44.1298,DOWN,0
2001-03-05,44.865,45.5,42.4322,45.464,44.199,UP,1
2001-03-06,45.56,44.99,42.4454,45.376,44.3139,UP,1
2001-03-07,46.2,44.95,42.467,45.547,44.4479,DOWN,0
2001-03-08,45.94,45.7,42.4869,45.665,44.5517,DOWN,0
2001-03-09,44.175,45.0,42.499,45.348,44.6159,DOWN,0
2001-03-12,41.75,44.0,42.4973,44.725,44.6334,DOWN,0
2001-03-13,41.5,41.745,42.4953,43.913,44.6471,DOWN,0
2001-03-14,40.6,41.0,42.493,42.793,44.6304,UP,1
2001-03-15,41.985,41.0,42.4916,42.002,44.6832,DOWN,0
2001-03-16,41.55,41.875,42.4895,41.477,44.6517,DOWN,0
2001-03-19,41.155,41.555,42.4819,41.358,44.5842,UP,1
2001-03-20,41.3,41.425,42.4665,41.318,44.5377,DOWN,0
2001-03-21,40.975,41.3,42.4444,41.393,44.4878,DOWN,0
2001-03-22,39.8,40.775,42.4148,40.956,44.4063,UP,1
2001-03-23,40.875,40.0,42.3902,40.821,44.3538,DOWN,0
2001-03-26,40.3,40.825,42.3709,40.65,44.2417,UP,1
2001-03-27,42.24,40.325,42.3587,40.838,44.1652,UP,1
2001-03-28,42.25,42.24,42.3488,41.093,44.114,DOWN,0
2001-03-29,41.37,42.375,42.3321,41.407,44.0407,UP,1
2001-03-30,41.44,41.37,42.3166,41.52,43.9621,UP,1
2001-04-02,41.555,41.5,42.2972,41.771,43.8925,DOWN,0
2001-04-03,40.345,41.43,42.2608,41.392,43.8113,DOWN,0
2001-04-04,39.75,40.285,42.223,40.892,43.7094,UP,1
2001-04-05,41.35,40.1,42.1913,40.888,43.6389,DOWN,0
2001-04-06,40.575,41.35,42.1521,40.715,43.5404,UP,1
2001-04-09,41.63,40.75,42.1181,40.73,43.4799,UP,1
2001-04-10,41.66,41.635,42.0859,40.993,43.4016,UP,1
2001-04-11,42.1,42.125,42.0702,41.463,43.3337,UP,1
2001-04-12,43.25,41.7,42.0635,41.843,43.2857,UP,1
2001-04-16,43.5,43.25,42.0566,42.428,43.2756,UP,1
2001-04-17,44.15,43.025,42.0548,42.932,43.2897,UP,1
2001-04-18,45.575,44.54,42.06,43.715,43.3087,UP,1
2001-04-19,46.25,45.5,42.0652,44.545,43.3482,DOWN,0
2001-04-20,45.345,46.0,42.0678,44.964,43.3761,DOWN,0
2001-04-23,44.04,45.25,42.0671,45.072,43.3603,UP,1
2001-04-24,44.6,44.1,42.0776,45.162,43.361,UP,1
2001-04-25,45.055,44.6,42.1004,45.058,43.3651,UP,1
2001-04-26,46.01,44.75,42.1137,45.01,43.3921,DOWN,0
2001-04-27,44.225,45.375,42.117,44.786,43.3881,DOWN,0
2001-04-30,43.925,44.8,42.1281,44.763,43.3716,DOWN,0
2001-05-01,43.215,43.92,42.1254,44.486,43.3484,UP,1
2001-05-02,43.755,43.25,42.1291,44.226,43.2784,DOWN,0
2001-05-03,43.41,43.76,42.1343,43.706,43.2036,UP,1
2001-05-04,44.465,43.2,42.1441,43.754,43.1639,DOWN,0
2001-05-07,44.44,44.375,42.151,43.857,43.1507,UP,1
2001-05-08,45.195,44.625,42.1643,44.253,43.1531,UP,1
2001-05-09,45.2,44.725,42.1756,44.542,43.1371,DOWN,0
2001-05-10,44.945,45.205,42.1772,44.849,43.1291,DOWN,0
2001-05-11,44.875,44.975,42.1817,44.931,43.1196,UP,1
2001-05-14,44.9,44.87,42.1892,45.023,43.1024,UP,1
2001-05-15,45.5,44.975,42.2034,45.084,43.1151,UP,1
2001-05-16,46.2,45.55,42.2219,45.284,43.1279,UP,1
2001-05-17,47.135,46.2,42.2452,45.722,43.1466,DOWN,0
2001-05-18,46.925,47.26,42.268,46.132,43.1663,UP,1
2001-05-21,47.905,46.675,42.2975,46.733,43.2409,UP,1
2001-05-22,48.115,47.45,42.3264,47.256,43.3682,UP,1
2001-05-23,48.785,48.0,42.3547,47.773,43.5139,DOWN,0
2001-05-24,47.025,48.66,42.3704,47.751,43.6424,DOWN,0
2001-05-25,46.975,47.375,42.3897,47.761,43.7422,DOWN,0
2001-05-29,46.945,47.0,42.4096,47.569,43.8501,DOWN,0
2001-05-30,46.425,46.9,42.4292,47.231,43.9555,UP,1
2001-05-31,46.54,46.5,42.4497,46.782,44.0603,DOWN,0
2001-06-01,46.18,46.45,42.4679,46.613,44.1644,UP,1
2001-06-04,46.6,46.305,42.4925,46.538,44.3004,UP,1
2001-06-05,46.83,46.55,42.5152,46.515,44.4195,DOWN,0
2001-06-06,46.79,46.83,42.5392,46.588,44.5493,DOWN,0
2001-06-07,45.93,46.9,42.562,46.466,44.6231,DOWN,0
2001-06-08,45.18,45.5,42.5872,46.266,44.6817,DOWN,0
2001-06-11,44.74,44.775,42.6067,45.894,44.7491,DOWN,0
2001-06-12,43.55,44.75,42.6235,45.238,44.7913,DOWN,0
2001-06-13,42.85,43.775,42.6333,44.45,44.8172,DOWN,0
2001-06-14,41.26,42.0,42.6369,43.516,44.8355,DOWN,0
2001-06-15,41.225,40.9,42.6393,42.725,44.865,DOWN,0
2001-06-18,40.5,41.25,42.6354,41.877,44.848,UP,1
2001-06-19,41.7,41.1,42.6352,41.507,44.8705,DOWN,0
2001-06-20,40.975,41.45,42.632,41.132,44.8574,UP,1
2001-06-21,41.26,41.075,42.6334,41.132,44.8494,UP,1
2001-06-22,42.025,41.625,42.6392,41.292,44.8479,DOWN,0
2001-06-25,41.375,42.025,42.6461,41.467,44.8104,UP,1
2001-06-26,41.54,41.175,42.6522,41.435,44.7712,UP,1
2001-06-27,41.845,41.65,42.6599,41.609,44.7251,UP,1
2001-06-28,42.06,42.0,42.6642,41.769,44.6548,UP,1
2001-06-29,43.0,42.56,42.6755,41.964,44.5898,UP,1
2001-07-02,43.43,43.0,42.6886,42.375,44.5515,UP,1
