ticker,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-06-10,39.89,40.33,40.1365,40.323,40.2278,DOWN,0
2004-06-14,39.535,39.84,40.1441,40.24,40.216,UP,1
2004-06-15,39.695,39.635,40.1514,40.07,40.2077,DOWN,0
2004-06-16,39.45,39.695,40.1548,39.773,40.1752,DOWN,0
2004-06-17,38.92,39.05,40.1541,39.498,40.1323,DOWN,0
2004-06-18,38.57,38.925,40.147,39.234,40.0887,DOWN,0
2004-06-21,38.25,38.445,40.1382,38.977,40.0439,DOWN,0
2004-06-22,37.885,38.1,40.1267,38.615,39.9898,UP,1
2004-06-23,37.985,37.825,40.1159,38.322,39.9388,UP,1
2004-06-24,38.07,37.985,40.1038,38.152,39.8977,UP,1
2004-06-25,38.51,38.025,40.0957,38.14,39.8686,DOWN,0
2004-06-28,38.3,38.465,40.0919,38.15,39.8345,DOWN,0
2004-06-29,38.05,38.305,40.0856,38.183,39.7763,DOWN,0
2004-06-30,37.945,38.1,40.0803,38.175,39.716,DOWN,0
2004-07-01,37.15,37.95,40.0718,37.991,39.6534,DOWN,0
2004-07-02,36.71,37.19,40.0578,37.631,39.58,DOWN,0
2004-07-06,36.45,36.45,40.0431,37.261,39.4987,DOWN,0
2004-07-07,34.925,36.335,40.0187,36.636,39.4003,DOWN,0
2004-07-08,34.735,34.925,39.9943,35.994,39.3121,UP,1
2004-07-09,34.915,34.72,39.9756,35.547,39.2146,DOWN,0
2004-07-12,34.705,34.95,39.9556,35.146,39.1107,DOWN,0
2004-07-13,34.675,34.675,39.9419,34.791,39.0002,DOWN,0
2004-07-14,34.39,34.675,39.9281,34.684,38.8929,DOWN,0
2004-07-15,34.265,34.395,39.9184,34.59,38.7628,DOWN,0
2004-07-16,34.185,34.375,39.908,34.444,38.6187,UP,1
2004-07-19,34.615,34.24,39.9014,34.426,38.4789,UP,1
2004-07-20,35.205,34.615,39.8919,34.532,38.3656,UP,1
2004-07-21,35.565,35.22,39.8854,34.767,38.2679,DOWN,0
2004-07-22,35.24,35.45,39.8766,34.962,38.1823,DOWN,0
2004-07-23,34.765,35.155,39.8649,35.078,38.0754,DOWN,0
2004-07-26,34.7,34.735,39.8547,35.095,37.9699,UP,1
2004-07-27,34.775,34.375,39.8451,35.009,37.8676,UP,1
2004-07-28,35.4,34.8,39.8335,34.976,37.7753,UP,1
2004-07-29,35.71,35.405,39.8214,35.07,37.7032,UP,1
2004-07-30,36.01,35.8,39.8105,35.319,37.6299,UP,1
2004-08-02,36.09,36.01,39.7983,35.597,37.5566,DOWN,0
2004-08-03,35.9,36.025,39.7872,35.822,37.4846,DOWN,0
2004-08-04,35.185,35.825,39.7713,35.779,37.3978,DOWN,0
2004-08-05,34.585,35.1,39.7536,35.554,37.3028,DOWN,0
2004-08-06,33.845,34.5,39.735,35.121,37.1823,DOWN,0
2004-08-09,33.63,33.995,39.7163,34.629,37.0549,UP,1
2004-08-10,34.03,33.755,39.7023,34.255,36.9304,UP,1
2004-08-11,34.17,33.905,39.6914,34.052,36.8151,DOWN,0
2004-08-12,33.575,34.17,39.6781,33.85,36.6806,DOWN,0
2004-08-13,33.35,33.595,39.6615,33.751,36.5291,UP,1
2004-08-16,33.655,33.27,39.6359,33.756,36.3977,UP,1
2004-08-17,33.87,33.67,39.6082,33.724,36.2761,UP,1
2004-08-18,34.44,33.87,39.5812,33.778,36.154,DOWN,0
2004-08-19,34.4,34.315,39.5537,33.943,36.0233,UP,1
2004-08-20,34.73,34.35,39.5269,34.219,35.912,DOWN,0
2004-08-23,34.635,34.81,39.5005,34.415,35.8069,UP,1
2004-08-24,34.88,34.76,39.475,34.617,35.7138,UP,1
2004-08-25,35.255,34.85,39.4503,34.78,35.625,DOWN,0
2004-08-26,35.225,35.23,39.4239,34.945,35.5405,DOWN,0
2004-08-27,35.14,35.2,39.4016,35.027,35.4649,DOWN,0
2004-08-30,34.825,35.175,39.3784,35.065,35.39,DOWN,0
2004-08-31,34.405,34.85,39.3516,34.97,35.3131,DOWN,0
2004-09-01,34.39,34.275,39.3249,34.797,35.2432,UP,1
2004-09-02,34.445,34.36,39.2989,34.641,35.1724,UP,1
2004-09-03,34.605,34.45,39.2753,34.534,35.1031,DOWN,0
2004-09-07,34.285,34.65,39.2523,34.426,35.0186,DOWN,0
2004-09-08,34.075,34.225,39.2263,34.36,34.9341,UP,1
2004-09-09,34.22,34.1,39.204,34.326,34.8575,UP,1
2004-09-10,34.45,34.14,39.1814,34.327,34.7876,UP,1
2004-09-13,34.595,34.37,39.1557,34.325,34.7365,UP,1
2004-09-14,34.645,34.625,39.1303,34.397,34.6952,DOWN,0
2004-09-15,34.285,34.5,39.1032,34.439,34.6519,UP,1
2004-09-16,34.54,34.26,39.0767,34.503,34.6442,UP,1
2004-09-17,35.095,34.675,39.052,34.632,34.6514,UP,1
2004-09-20,35.465,35.04,39.0193,34.806,34.6624,UP,1
2004-09-21,35.915,35.5,38.9887,35.06,34.6866,DOWN,0
2004-09-22,35.5,35.805,38.9551,35.303,34.7031,UP,1
2004-09-23,35.85,35.505,38.9257,35.565,34.7323,UP,1
2004-09-24,36.085,35.7,38.8962,35.763,34.7687,DOWN,0
2004-09-27,35.95,35.975,38.8679,35.86,34.804,UP,1
2004-09-28,36.425,35.955,38.8418,35.962,34.8402,UP,1
2004-09-29,36.525,36.175,38.8137,36.167,34.8666,UP,1
2004-09-30,36.53,36.475,38.7859,36.303,34.8859,UP,1
2004-10-01,36.9,36.59,38.762,36.466,34.9191,UP,1
2004-10-04,37.055,36.955,38.7376,36.687,34.9649,DOWN,0
2004-10-05,36.9,37.075,38.7139,36.782,35.0089,UP,1
2004-10-06,37.25,36.825,38.6891,36.927,35.0584,DOWN,0
2004-10-07,36.975,37.1,38.662,37.016,35.0899,DOWN,0
2004-10-08,36.575,36.975,38.6302,36.951,35.1072,UP,1
2004-10-11,36.605,36.54,38.5967,36.861,35.1191,UP,1
2004-10-12,36.705,36.4,38.5635,36.822,35.1314,DOWN,0
2004-10-13,36.5,36.455,38.5302,36.672,35.1434,DOWN,0
2004-10-14,36.14,36.4,38.4922,36.505,35.1625,DOWN,0
2004-10-15,35.92,36.175,38.4539,36.374,35.1892,UP,1
2004-10-18,36.375,35.845,38.4175,36.328,35.2398,UP,1
2004-10-19,36.445,36.375,38.382,36.276,35.2961,DOWN,0
2004-10-20,36.04,36.28,38.3425,36.184,35.3363,UP,1
2004-10-21,36.34,35.95,38.3031,36.224,35.3797,UP,1
2004-10-22,36.355,36.415,38.2668,36.311,35.4353,UP,1
2004-10-25,36.36,36.26,38.2269,36.308,35.4955,UP,1
2004-10-26,39.72,37.275,38.2092,36.963,35.6168,UP,1
2004-10-27,39.95,39.72,38.1917,37.745,35.7384,DOWN,0
2004-10-28,39.63,39.65,38.1725,38.403,35.8422,DOWN,0
2004-10-29,39.45,39.47,38.1513,39.022,35.9432,UP,1
2004-11-01,39.5,39.385,38.1305,39.65,36.0386,UP,1
2004-11-02,39.825,39.6,38.1131,39.671,36.1424,UP,1
2004-11-03,39.985,40.225,38.0965,39.678,36.2445,UP,1
2004-11-04,40.425,39.985,38.0834,39.837,36.3479,DOWN,0
2004-11-05,40.265,40.425,38.0696,40.0,36.4487,UP,1
2004-11-08,40.315,40.25,38.0558,40.163,36.5522,UP,1
2004-11-09,40.4,40.315,38.0422,40.278,36.6637,UP,1
2004-11-10,40.635,40.45,38.0295,40.408,36.7883,UP,1
2004-11-11,41.5,40.6,38.027,40.623,36.9305,UP,1
2004-11-12,41.765,41.45,38.0279,40.923,37.0769,DOWN,0
2004-11-15,41.64,41.525,38.0301,41.188,37.2176,DOWN,0
2004-11-16,41.57,41.64,38.0309,41.422,37.3633,UP,1
2004-11-17,41.76,41.595,38.0327,41.647,37.517,UP,1
2004-11-18,42.145,41.885,38.0397,41.776,37.6755,DOWN,0
2004-11-19,41.35,42.05,38.0422,41.693,37.8135,DOWN,0
2004-11-22,41.12,41.275,38.0445,41.589,37.944,UP,1
2004-11-23,41.2,41.12,38.0479,41.515,38.0751,DOWN,0
2004-11-24,41.075,41.14,38.0495,41.378,38.2109,UP,1
2004-11-26,41.115,41.0,38.0469,41.172,38.3424,DOWN,0
2004-11-29,41.035,41.14,38.0428,41.109,38.4612,DOWN,0
2004-11-30,40.5,40.8,38.0376,40.985,38.5619,UP,1
2004-12-01,41.165,40.7,38.0386,40.978,38.6669,UP,1
2004-12-02,41.17,40.76,38.044,40.997,38.7803,DOWN,0
2004-12-03,40.795,40.55,38.0497,40.933,38.8792,UP,1
2004-12-06,40.95,40.785,38.0566,40.916,38.9765,DOWN,0
2004-12-07,40.3,40.875,38.0633,40.876,39.0635,DOWN,0
2004-12-08,40.125,40.215,38.0673,40.668,39.1375,UP,1
2004-12-09,40.815,40.0,38.0753,40.597,39.2233,UP,1
2004-12-10,41.04,41.515,38.0823,40.646,39.3135,UP,1
2004-12-13,41.525,41.04,38.0854,40.761,39.406,UP,1
2004-12-14,41.82,41.53,38.0916,41.065,39.5013,DOWN,0
2004-12-15,41.57,41.715,38.0994,41.354,39.5947,DOWN,0
2004-12-16,41.23,41.5,38.1049,41.437,39.6743,DOWN,0
2004-12-17,41.02,41.2,38.1089,41.433,39.7552,DOWN,0
2004-12-20,40.945,41.1,38.111,41.317,39.8426,UP,1
2004-12-21,41.2,40.955,38.118,41.193,39.9345,DOWN,0
2004-12-22,40.705,41.025,38.1254,41.02,40.0145,UP,1
2004-12-23,40.825,40.705,38.1367,40.939,40.101,UP,1
2004-12-27,40.9,40.95,38.1527,40.915,40.1962,UP,1
2004-12-28,41.435,40.83,38.1677,41.013,40.3065,DOWN,0
2004-12-29,41.255,41.3,38.1858,41.024,40.4041,UP,1
2004-12-30,42.2,41.45,38.2087,41.323,40.5192,DOWN,0
2004-12-31,42.16,42.14,38.2245,41.59,40.6416,UP,1
2005-01-03,42.3,42.4,38.2425,41.87,40.7608,DOWN,0
2005-01-04,42.275,42.3,38.26,42.038,40.8792,DOWN,0
2005-01-05,42.075,42.275,38.2787,42.202,40.9935,UP,1
2005-01-06,42.46,42.075,38.2984,42.254,41.0483,UP,1
2005-01-07,42.535,42.585,38.3183,42.329,41.1,UP,1
2005-01-10,42.585,42.5,38.3348,42.386,41.1591,DOWN,0
2005-01-11,42.53,42.36,38.3509,42.437,41.2207,UP,1
2005-01-12,43.025,42.475,38.367,42.627,41.2912,DOWN,0
2005-01-13,42.93,43.03,38.3826,42.721,41.3533,UP,1
2005-01-14,43.325,42.91,38.3986,42.879,41.4201,UP,1
2005-01-18,43.535,42.95,38.4157,43.069,41.4823,DOWN,0
2005-01-19,42.96,43.41,38.4251,43.155,41.5362,DOWN,0
2005-01-20,42.53,42.75,38.4325,43.056,41.5805,DOWN,0
2005-01-21,42.03,42.505,38.4389,42.876,41.6131,DOWN,0
2005-01-24,42.01,42.05,38.4465,42.613,41.6406,UP,1
2005-01-25,42.12,42.075,38.4541,42.33,41.653,DOWN,0
2005-01-26,42.095,42.125,38.4619,42.157,41.6596,UP,1
2005-01-27,42.185,41.92,38.4722,42.088,41.6705,DOWN,0
2005-01-28,41.745,42.06,38.4811,42.031,41.674,UP,1
2005-01-31,42.445,42.075,38.4933,42.118,41.6877,DOWN,0
2005-02-01,42.26,42.425,38.4998,42.146,41.69,UP,1
2005-02-02,42.6,42.075,38.508,42.247,41.715,UP,1
2005-02-03,42.72,42.5,38.5202,42.354,41.747,UP,1
2005-02-04,43.325,42.55,38.5349,42.67,41.7895,UP,1
2005-02-07,43.615,43.2,38.5504,42.904,41.8403,DOWN,0
2005-02-08,43.15,43.62,38.567,43.082,41.881,DOWN,0
2005-02-09,42.63,43.05,38.5844,43.088,41.9129,UP,1
2005-02-10,42.69,42.56,38.5989,43.082,41.9567,UP,1
2005-02-11,43.0,42.725,38.6144,43.017,41.9934,DOWN,0
2005-02-14,42.85,42.91,38.6276,42.864,42.027,DOWN,0
2005-02-15,42.715,42.78,38.6424,42.777,42.0654,DOWN,0
2005-02-16,42.285,42.5,38.65,42.708,42.0921,DOWN,0
2005-02-17,42.26,42.185,38.6544,42.622,42.1313,UP,1
2005-02-18,42.805,42.31,38.6604,42.583,42.1849,UP,1
2005-02-22,43.56,42.705,38.6738,42.725,42.2398,UP,1
2005-02-23,44.065,43.56,38.6919,42.995,42.3003,UP,1
2005-02-24,44.74,44.37,38.718,43.486,42.3646,UP,1
2005-02-25,44.975,44.54,38.7423,44.029,42.4277,UP,1
2005-02-28,45.535,44.96,38.7701,44.575,42.507,DOWN,0
2005-03-01,44.925,45.5,38.7953,44.848,42.5809,UP,1
2005-03-02,44.94,44.8,38.8199,45.023,42.6593,DOWN,0
2005-03-03,44.875,45.0,38.8477,45.05,42.7379,DOWN,0
2005-03-04,44.875,44.875,38.8737,45.03,42.8114,DOWN,0
2005-03-07,44.805,44.83,38.899,44.884,42.8934,DOWN,0
2005-03-08,44.63,44.52,38.9246,44.825,42.9695,DOWN,0
2005-03-09,44.165,44.13,38.9478,44.67,43.0348,UP,1
2005-03-10,44.495,44.165,38.9736,44.594,43.096,DOWN,0
2005-03-11,44.05,44.5,38.9945,44.429,43.1519,UP,1
2005-03-14,44.76,44.125,39.0183,44.42,43.2031,DOWN,0
2005-03-15,44.445,44.83,39.0393,44.383,43.2488,DOWN,0
2005-03-16,43.24,43.875,39.0558,44.198,43.2676,UP,1
2005-03-17,43.725,43.245,39.0729,44.044,43.2966,UP,1
2005-03-18,44.0,43.855,39.0883,44.034,43.3351,UP,1
2005-03-21,44.08,43.91,39.1076,43.898,43.3675,DOWN,0
2005-03-22,43.655,43.925,39.1261,43.74,43.3899,DOWN,0
2005-03-23,43.54,43.655,39.1411,43.8,43.409,UP,1
2005-03-24,43.58,43.525,39.1543,43.771,43.43,UP,1
2005-03-28,43.585,43.58,39.1707,43.688,43.4412,DOWN,0
2005-03-29,43.47,43.575,39.1886,43.566,43.452,UP,1
2005-03-30,44.1,43.595,39.2115,43.655,43.4675,UP,1
2005-03-31,44.26,44.05,39.2343,43.799,43.482,DOWN,0
2005-04-01,43.775,44.475,39.2559,43.838,43.4983,DOWN,0
2005-04-04,43.705,43.625,39.2798,43.862,43.5218,DOWN,0
2005-04-05,43.45,43.75,39.3042,43.858,43.5502,DOWN,0
2005-04-06,43.25,43.52,39.3292,43.688,43.575,DOWN,0
2005-04-07,43.25,43.375,39.3561,43.486,43.5976,DOWN,0
2005-04-08,42.935,43.125,39.3808,43.318,43.6144,DOWN,0
2005-04-11,42.88,42.94,39.4049,43.153,43.6283,UP,1
2005-04-12,43.3,42.8,39.4288,43.123,43.6594,DOWN,0
2005-04-13,43.015,43.11,39.4524,43.076,43.6708,DOWN,0
2005-04-14,42.425,43.05,39.4743,42.911,43.6741,DOWN,0
2005-04-15,41.815,42.25,39.4936,42.687,43.6584,DOWN,0
2005-04-18,41.725,41.86,39.5165,42.456,43.6385,UP,1
2005-04-19,41.94,41.865,39.5426,42.184,43.6108,DOWN,0
2005-04-20,40.985,41.88,39.5653,41.778,43.5582,UP,1
2005-04-21,42.7,41.37,39.6042,41.833,43.5492,DOWN,0
2005-04-22,41.995,42.515,39.6405,41.869,43.5365,UP,1
2005-04-25,42.85,42.25,39.6802,42.094,43.5397,DOWN,0
2005-04-26,42.41,41.925,39.7187,42.188,43.5279,DOWN,0
2005-04-27,42.1,42.285,39.7558,42.411,43.5129,DOWN,0
2005-04-28,41.5,42.145,39.7914,42.171,43.4886,DOWN,0
2005-04-29,41.45,41.625,39.8273,42.062,43.4719,UP,1
2005-05-02,41.97,41.575,39.8662,41.886,43.4661,DOWN,0
2005-05-03,41.875,41.97,39.9025,41.779,43.4475,UP,1
2005-05-04,42.675,42.09,39.9399,41.894,43.4298,DOWN,0
2005-05-05,42.38,42.52,39.9739,42.07,43.3961,UP,1
2005-05-06,43.17,42.725,40.0136,42.414,43.3647,DOWN,0
2005-05-09,42.795,43.125,40.0537,42.579,43.3211,DOWN,0
2005-05-10,42.19,42.7,40.0912,42.642,43.2542,DOWN,0
2005-05-11,41.825,42.525,40.1264,42.472,43.1922,DOWN,0
2005-05-12,41.57,41.915,40.1573,42.31,43.1248,DOWN,0
2005-05-13,41.27,41.55,40.1851,41.93,43.0527,UP,1
2005-05-16,41.43,41.27,40.2122,41.657,42.9838,UP,1
2005-05-17,42.095,41.425,40.2422,41.638,42.9296,UP,1
2005-05-18,42.57,42.14,40.2756,41.787,42.8884,DOWN,0
2005-05-19,42.4,42.575,40.3116,41.953,42.8531,DOWN,0
2005-05-20,42.03,42.4,40.3489,42.105,42.8038,DOWN,0
2005-05-23,41.805,42.025,40.3887,42.18,42.7589,DOWN,0
2005-05-24,41.55,41.7,40.4283,42.071,42.6947,DOWN,0
2005-05-25,41.29,41.38,40.4646,41.815,42.6316,UP,1
2005-05-26,41.55,41.415,40.5015,41.645,42.5978,DOWN,0
2005-05-27,41.35,41.47,40.5403,41.509,42.5503,DOWN,0
2005-05-31,40.945,41.22,40.5783,41.337,42.4892,UP,1
2005-06-01,41.465,40.815,40.6174,41.32,42.4369,UP,1
2005-06-02,41.885,41.465,40.6574,41.439,42.4015,DOWN,0
2005-06-03,41.57,41.94,40.6931,41.443,42.3621,DOWN,0
2005-06-06,40.98,41.435,40.726,41.369,42.3101,DOWN,0
2005-06-07,40.755,40.88,40.7561,41.331,42.2535,UP,1
2005-06-08,40.975,40.855,40.7878,41.233,42.2036,DOWN,0
2005-06-09,40.875,41.035,40.8178,41.031,42.1391,UP,1
2005-06-10,40.92,41.0,40.8461,40.901,42.0723,DOWN,0
2005-06-13,40.565,40.825,40.8728,40.818,42.0081,UP,1
2005-06-14,40.895,40.57,40.9016,40.846,41.9519,DOWN,0
2005-06-15,40.07,40.6,40.9278,40.665,41.8843,UP,1
2005-06-16,40.29,39.945,40.9572,40.548,41.8251,UP,1
2005-06-17,40.41,40.475,40.9873,40.446,41.7683,DOWN,0
2005-06-20,40.28,40.31,41.0165,40.389,41.7152,DOWN,0
2005-06-21,40.12,40.155,41.0441,40.234,41.66,DOWN,0
2005-06-22,39.93,40.2,41.0723,40.206,41.5926,DOWN,0
2005-06-23,39.275,39.935,41.0983,40.003,41.5178,UP,1
2005-06-24,39.325,39.875,41.1238,39.786,41.4558,DOWN,0
2005-06-27,39.195,39.315,41.1476,39.569,41.4034,UP,1
2005-06-28,39.86,39.335,41.1739,39.517,41.3661,UP,1
2005-06-29,40.315,39.985,41.2022,39.594,41.3336,DOWN,0
2005-06-30,39.93,40.125,41.2305,39.725,41.3125,UP,1
2005-07-01,40.27,40.25,41.2591,39.914,41.2639,UP,1
2005-07-05,40.675,40.225,41.287,40.21,41.2375,DOWN,0
2005-07-06,40.235,40.6,41.3109,40.285,41.1852,DOWN,0
2005-07-07,39.985,40.13,41.3312,40.219,41.1367,UP,1
2005-07-08,40.25,40.025,41.355,40.283,41.0997,DOWN,0
2005-07-11,40.185,40.375,41.3766,40.266,41.0734,UP,1
2005-07-12,40.23,40.09,41.3974,40.177,41.049,UP,1
2005-07-13,40.24,40.13,41.4188,40.178,41.0144,UP,1
2005-07-14,40.8,40.285,41.4407,40.341,40.9929,UP,1
2005-07-15,40.825,40.805,41.4622,40.456,40.9559,DOWN,0
2005-07-18,40.3,40.75,41.481,40.479,40.9143,UP,1
2005-07-19,41.49,40.575,41.504,40.731,40.8807,UP,1
2005-07-20,41.52,41.28,41.5263,40.987,40.8552,UP,1
2005-07-21,41.61,41.52,41.5499,41.149,40.8436,UP,1
2005-07-22,42.36,41.975,41.5754,41.456,40.8543,DOWN,0
2005-07-25,42.02,42.265,41.6006,41.8,40.8633,UP,1
2005-07-26,42.2,42.125,41.6288,41.942,40.8819,DOWN,0
2005-07-27,42.03,41.975,41.6559,42.044,40.8939,UP,1
2005-07-28,42.165,42.03,41.6832,42.155,40.8953,UP,1
2005-07-29,42.435,42.17,41.7129,42.17,40.8926,UP,1
2005-08-01,42.75,42.69,41.7459,42.316,40.8996,UP,1
2005-08-02,42.785,42.75,41.7802,42.433,40.9147,UP,1
2005-08-03,43.17,42.815,41.8142,42.661,40.942,DOWN,0
2005-08-04,42.635,42.935,41.8452,42.755,40.9637,DOWN,0
2005-08-05,42.08,42.455,41.8754,42.684,40.9795,DOWN,0
2005-08-08,41.735,42.3,41.9023,42.481,40.9832,DOWN,0
2005-08-09,41.69,41.74,41.929,42.262,40.99,DOWN,0
2005-08-10,41.55,41.76,41.955,41.938,41.0021,UP,1
2005-08-11,41.885,41.555,41.9658,41.788,41.0105,DOWN,0
2005-08-12,41.835,41.765,41.9752,41.739,41.0095,UP,1
2005-08-15,42.32,41.85,41.9887,41.856,41.0245,DOWN,0
2005-08-16,41.75,42.155,42.0002,41.868,41.0399,UP,1
2005-08-17,42.005,41.68,42.0127,41.959,41.0649,DOWN,0
2005-08-18,41.83,42.0,42.0227,41.948,41.082,DOWN,0
2005-08-19,41.825,41.975,42.0319,41.946,41.101,DOWN,0
2005-08-22,41.32,41.825,42.0364,41.746,41.109,DOWN,0
2005-08-23,40.905,41.115,42.0396,41.577,41.1158,DOWN,0
2005-08-24,40.49,40.7,42.0405,41.274,41.1077,DOWN,0
2005-08-25,40.39,40.535,42.0404,40.986,41.1141,DOWN,0
2005-08-26,40.25,40.39,42.0385,40.671,41.1133,UP,1
2005-08-29,40.325,40.2,42.0326,40.472,41.1116,UP,1
2005-08-30,40.35,40.055,42.0255,40.361,41.113,DOWN,0
2005-08-31,40.22,40.335,42.0184,40.307,41.115,UP,1
2005-09-01,40.415,41.0,42.0127,40.312,41.1247,DOWN,0
2005-09-02,40.29,40.38,42.0053,40.32,41.145,UP,1
2005-09-06,40.95,40.52,41.9993,40.445,41.1775,UP,1
2005-09-07,40.975,40.895,41.9975,40.57,41.2131,DOWN,0
2005-09-08,40.595,40.785,41.9948,40.645,41.2278,UP,1
2005-09-09,40.77,40.595,41.9927,40.716,41.2369,DOWN,0
2005-09-12,40.675,40.65,41.9907,40.793,41.2518,DOWN,0
2005-09-13,40.605,40.75,41.9881,40.724,41.2585,DOWN,0
2005-09-14,40.57,40.585,41.9858,40.643,41.2564,UP,1
2005-09-15,41.05,40.57,41.9886,40.734,41.2727,UP,1
2005-09-16,42.025,41.615,41.9929,40.985,41.3135,DOWN,0
2005-09-19,41.775,42.11,41.9959,41.205,41.344,UP,1
2005-09-20,42.005,41.76,42.0019,41.485,41.3804,DOWN,0
2005-09-21,41.57,41.9,42.005,41.685,41.4072,UP,1
2005-09-22,41.835,41.72,42.0127,41.842,41.4391,DOWN,0
2005-09-23,41.445,41.84,42.0193,41.726,41.452,DOWN,0
2005-09-26,41.345,41.69,42.022,41.64,41.4624,UP,1
2005-09-27,41.355,41.13,42.0235,41.51,41.4835,UP,1
2005-09-28,41.695,41.36,42.0244,41.535,41.4876,UP,1
2005-09-29,41.93,41.695,42.0249,41.554,41.4958,DOWN,0
2005-09-30,41.815,41.695,42.0262,41.628,41.4999,DOWN,0
2005-10-03,41.31,41.45,42.0266,41.621,41.4789,DOWN,0
2005-10-04,40.83,41.425,42.0256,41.516,41.4551,DOWN,0
2005-10-05,39.875,40.85,42.0203,41.152,41.4086,DOWN,0
2005-10-06,39.6,39.925,42.0123,40.686,41.36,DOWN,0
2005-10-07,39.545,39.67,42.0065,40.232,41.3076,UP,1
2005-10-10,39.735,39.545,42.001,39.917,41.2536,DOWN,0
2005-10-11,39.3,39.835,41.993,39.611,41.1846,UP,1
2005-10-12,39.375,39.28,41.9827,39.511,41.1164,UP,1
2005-10-13,39.605,39.3,41.9745,39.512,41.0451,DOWN,0
2005-10-14,39.6,39.62,41.9615,39.523,40.9844,DOWN,0
2005-10-17,39.235,39.43,41.9468,39.423,40.9275,DOWN,0
2005-10-18,38.5,39.025,41.9278,39.263,40.8628,DOWN,0
2005-10-19,38.2,38.275,41.9075,39.028,40.793,UP,1
2005-10-20,38.295,38.26,41.8886,38.766,40.7279,UP,1
2005-10-21,38.975,38.5,41.8711,38.641,40.6697,UP,1
2005-10-24,39.58,39.09,41.8564,38.71,40.6246,UP,1
2005-10-25,41.92,41.0,41.853,39.394,40.6166,DOWN,0
2005-10-26,41.455,41.95,41.8477,40.045,40.6107,DOWN,0
2005-10-27,41.24,41.45,41.8387,40.634,40.5954,UP,1
2005-10-28,42.135,41.54,41.8348,41.266,40.6015,DOWN,0
2005-10-31,41.48,42.135,41.8255,41.646,40.5946,DOWN,0
2005-11-01,41.395,41.48,41.8148,41.541,40.5961,UP,1
2005-11-02,41.52,41.575,41.8076,41.554,40.6084,DOWN,0
2005-11-03,41.425,41.525,41.8021,41.591,40.6271,DOWN,0
2005-11-04,41.425,41.5,41.7991,41.449,40.6478,UP,1
2005-11-07,41.65,41.575,41.7973,41.483,40.6758,DOWN,0
2005-11-08,41.07,41.15,41.792,41.418,40.6907,UP,1
2005-11-09,41.205,40.97,41.7876,41.355,40.7078,UP,1
2005-11-10,41.295,41.14,41.7831,41.329,40.7293,UP,1
2005-11-11,41.555,41.315,41.7822,41.355,40.7521,DOWN,0
2005-11-14,41.26,41.475,41.7763,41.277,40.7715,DOWN,0
2005-11-15,40.84,41.165,41.7692,41.231,40.7693,DOWN,0
2005-11-16,40.625,40.845,41.7593,41.115,40.7623,UP,1
2005-11-17,40.765,40.6,41.7495,41.009,40.7657,DOWN,0
2005-11-18,40.57,40.75,41.7357,40.812,40.7617,UP,1
2005-11-21,40.625,40.65,41.7208,40.685,40.7607,UP,1
2005-11-22,40.71,40.55,41.7086,40.659,40.7628,UP,1
2005-11-23,41.005,40.775,41.7005,40.735,40.7715,UP,1
2005-11-25,41.14,41.115,41.6927,40.81,40.7733,UP,1
2005-11-28,41.175,41.265,41.6836,40.931,40.7563,UP,1
2005-11-29,41.87,41.3,41.6787,41.18,40.7582,UP,1
2005-11-30,42.28,42.845,41.6765,41.494,40.7637,UP,1
2005-12-01,42.505,42.45,41.6776,41.794,40.7824,UP,1
2005-12-02,42.72,42.3,41.6799,42.11,40.8001,UP,1
2005-12-05,42.8,42.545,41.6799,42.435,40.8272,UP,1
2005-12-06,43.09,42.835,41.6775,42.679,40.8621,DOWN,0
2005-12-07,43.0,43.05,41.6722,42.823,40.895,DOWN,0
2005-12-08,42.82,43.0,41.6626,42.886,40.9175,DOWN,0
2005-12-09,42.785,42.82,41.6517,42.899,40.9346,UP,1
2005-12-12,43.01,42.91,41.639,42.941,40.9585,UP,1
2005-12-13,43.685,43.1,41.6328,43.06,41.006,UP,1
2005-12-14,43.87,43.665,41.6275,43.234,41.0668,DOWN,0
2005-12-15,43.7,43.715,41.6216,43.41,41.1433,UP,1
2005-12-16,43.91,43.89,41.6168,43.635,41.2295,DOWN,0
2005-12-19,43.5,43.7,41.6103,43.733,41.3086,DOWN,0
2005-12-20,43.405,43.465,41.6041,43.677,41.382,DOWN,0
2005-12-21,43.33,43.415,41.6,43.569,41.4626,UP,1
2005-12-22,43.41,43.3,41.5945,43.511,41.5433,DOWN,0
2005-12-23,43.335,43.415,41.591,43.396,41.6179,DOWN,0
2005-12-27,42.66,43.34,41.5805,43.228,41.6791,UP,1
2005-12-28,42.78,42.585,41.5721,43.103,41.75,DOWN,0
2005-12-29,42.695,42.68,41.5694,42.976,41.8339,DOWN,0
2005-12-30,42.565,42.57,41.5636,42.807,41.9212,UP,1
2006-01-03,43.055,42.565,41.5589,42.751,42.0164,UP,1
2006-01-04,43.295,43.075,41.555,42.878,42.1028,DOWN,0
2006-01-05,42.52,43.235,41.5493,42.826,42.1616,UP,1
2006-01-06,42.965,42.745,41.5464,42.88,42.1825,DOWN,0
