ticker,MTCH US Equity,MTCH US Equity,MTCH US Equity,MTCH US Equity,MTCH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2022-02-17,111.88,115.01,114.838,121.9102,143.0778,DOWN,0
2022-02-18,107.56,111.91,113.798,121.3494,142.9158,DOWN,0
2022-02-22,107.16,106.82,112.474,120.8484,142.7206,DOWN,0
2022-02-23,104.54,107.74,109.694,120.3324,142.5343,UP,1
2022-02-24,113.04,101.28,108.836,120.0692,142.3675,UP,1
2022-02-25,113.22,113.27,109.104,119.8774,142.2255,DOWN,0
2022-02-28,111.49,112.24,109.89,119.631,142.0909,DOWN,0
2022-03-01,110.42,111.49,110.542,119.3506,141.9321,DOWN,0
2022-03-02,109.23,110.79,111.48,119.0022,141.7783,DOWN,0
2022-03-03,102.99,110.93,109.47,118.5452,141.6089,DOWN,0
2022-03-04,96.59,102.77,106.144,117.8472,141.3977,DOWN,0
2022-03-07,89.18,96.53,101.682,117.003,141.1297,DOWN,0
2022-03-08,87.7,88.64,97.138,116.0882,140.8516,UP,1
2022-03-09,98.93,95.06,95.078,115.3866,140.6097,DOWN,0
2022-03-10,94.91,96.84,93.462,114.626,140.363,DOWN,0
2022-03-11,88.45,98.08,91.834,113.795,140.082,DOWN,0
2022-03-14,85.06,87.83,91.01,112.8322,139.7923,UP,1
2022-03-15,87.57,86.2,90.984,111.9386,139.5132,UP,1
2022-03-16,92.36,90.33,89.67,111.1012,139.2589,UP,1
2022-03-17,95.26,91.25,89.74,110.347,139.0381,UP,1
2022-03-18,102.69,94.96,92.588,109.8904,138.8675,DOWN,0
2022-03-21,100.03,101.57,95.582,109.3698,138.678,UP,1
2022-03-22,104.31,100.03,98.93,108.9506,138.4821,DOWN,0
2022-03-23,102.49,103.05,100.956,108.4692,138.2803,UP,1
2022-03-24,107.06,105.88,103.316,108.0904,138.1068,DOWN,0
2022-03-25,106.73,106.28,104.124,107.7434,137.931,UP,1
2022-03-28,107.81,107.2,105.68,107.4356,137.7622,UP,1
2022-03-29,111.16,109.44,107.05,107.2358,137.5987,DOWN,0
2022-03-30,110.72,109.81,108.696,107.1328,137.4406,DOWN,0
2022-03-31,108.74,110.41,109.032,106.9822,137.2692,UP,1
2022-04-01,109.02,109.63,109.49,106.7894,137.0631,UP,1
2022-04-04,113.34,110.14,110.596,106.7394,136.8602,DOWN,0
2022-04-05,107.96,113.45,109.956,106.5536,136.6214,DOWN,0
2022-04-06,104.4,105.75,108.692,106.4076,136.3481,DOWN,0
2022-04-07,102.4,103.48,107.424,106.2522,136.0524,DOWN,0
2022-04-08,100.48,101.61,105.716,106.1318,135.7335,DOWN,0
2022-04-11,96.5,99.83,102.348,105.8774,135.406,DOWN,0
2022-04-12,94.13,98.51,99.582,105.506,135.069,UP,1
2022-04-13,96.32,94.57,97.966,105.1906,134.7392,DOWN,0
2022-04-14,92.1,96.9,95.906,104.6724,134.3935,DOWN,0
2022-04-18,90.47,91.3,93.904,104.2422,134.0484,UP,1
2022-04-19,93.91,89.62,93.386,103.8008,133.711,DOWN,0
2022-04-20,84.62,93.76,91.484,103.225,133.3279,DOWN,0
2022-04-21,77.66,85.72,87.752,102.5298,132.9277,DOWN,0
2022-04-22,77.3,78.22,84.792,101.732,132.523,UP,1
2022-04-25,82.48,77.05,83.194,101.0936,132.1222,DOWN,0
2022-04-26,79.46,81.32,80.304,100.4276,131.7053,DOWN,0
2022-04-27,77.09,78.03,78.798,99.6938,131.2677,UP,1
2022-04-28,81.6,78.68,79.586,98.957,130.8681,DOWN,0
2022-04-29,79.15,81.39,79.956,98.1934,130.4497,UP,1
2022-05-02,80.69,78.645,79.598,97.5696,130.0473,DOWN,0
2022-05-03,79.02,80.49,79.51,96.9988,129.6757,UP,1
2022-05-04,83.88,69.53,80.868,96.5332,129.3263,DOWN,0
2022-05-05,76.88,81.48,79.924,95.98,128.9122,DOWN,0
2022-05-06,74.07,75.06,78.908,95.2006,128.48,DOWN,0
2022-05-09,70.71,73.98,76.912,94.3504,128.0043,DOWN,0
2022-05-10,70.25,73.36,75.158,93.5256,127.5344,DOWN,0
2022-05-11,69.75,69.59,72.332,92.7122,127.0722,UP,1
2022-05-12,73.48,69.69,71.652,91.9972,126.6215,UP,1
2022-05-13,77.51,74.51,72.34,91.4876,126.1921,DOWN,0
2022-05-16,75.75,76.0,73.348,91.0708,125.7745,DOWN,0
2022-05-17,75.54,77.75,74.406,90.798,125.3455,DOWN,0
2022-05-18,71.87,74.21,74.83,90.4814,124.9125,UP,1
2022-05-19,75.05,72.4,75.144,90.0038,124.5349,UP,1
2022-05-20,76.7,78.06,74.982,89.6396,124.1863,DOWN,0
2022-05-23,75.12,76.7,74.856,89.373,123.8329,DOWN,0
2022-05-24,71.79,73.4,74.106,89.1076,123.4862,UP,1
2022-05-25,73.48,71.62,74.428,88.8258,123.1586,UP,1
2022-05-26,77.88,74.09,74.994,88.5362,122.8458,UP,1
2022-05-27,79.84,78.67,75.622,88.2278,122.5495,DOWN,0
2022-05-31,78.78,79.98,76.354,87.7496,122.2621,UP,1
2022-06-01,79.24,79.78,77.844,87.3338,121.9848,UP,1
2022-06-02,84.13,79.19,79.974,86.9302,121.7506,DOWN,0
2022-06-03,82.21,82.96,80.84,86.5246,121.493,UP,1
2022-06-06,82.92,84.45,81.456,86.0418,121.2398,UP,1
2022-06-07,84.3,81.5,82.56,85.5932,120.998,UP,1
2022-06-08,84.64,84.25,83.64,85.1298,120.7386,DOWN,0
2022-06-09,80.42,83.78,82.898,84.515,120.4399,DOWN,0
2022-06-10,76.68,77.74,81.792,83.8342,120.1386,DOWN,0
2022-06-13,72.32,74.0,79.672,83.1058,119.8165,UP,1
2022-06-14,73.07,73.44,77.426,82.3868,119.4769,UP,1
2022-06-15,77.06,74.86,75.91,81.6612,119.1645,DOWN,0
2022-06-16,72.9,74.41,74.406,80.96,118.8418,DOWN,0
2022-06-17,68.555,72.86,72.781,80.2431,118.4915,UP,1
2022-06-21,70.04,69.49,72.325,79.5959,118.1061,DOWN,0
2022-06-22,69.62,69.46,71.635,78.9787,117.7133,UP,1
2022-06-23,73.45,71.12,70.913,78.5177,117.2837,UP,1
2022-06-24,78.45,74.13,72.023,78.2041,116.8845,DOWN,0
2022-06-27,76.7,78.32,73.652,77.8117,116.4795,DOWN,0
2022-06-28,71.81,77.0,74.006,77.4059,116.0166,DOWN,0
2022-06-29,71.09,72.11,74.3,77.0183,115.562,DOWN,0
2022-06-30,69.69,70.4,73.548,76.5339,115.1237,UP,1
2022-07-01,71.49,69.51,72.156,76.2713,114.6867,UP,1
2022-07-05,74.16,70.61,71.648,76.2013,114.2572,DOWN,0
2022-07-06,73.86,74.03,72.058,76.1325,113.8408,UP,1
2022-07-07,75.88,74.8,73.016,76.0005,113.4629,DOWN,0
2022-07-08,75.24,74.38,74.126,75.9161,113.0795,DOWN,0
2022-07-11,70.2,73.84,73.868,75.7783,112.6622,DOWN,0
2022-07-12,69.19,70.56,72.874,75.5301,112.2343,DOWN,0
2022-07-13,67.02,67.26,71.506,75.2875,111.7649,DOWN,0
2022-07-14,64.0,66.5,69.13,74.9537,111.2617,UP,1
2022-07-15,65.24,65.14,67.13,74.6781,110.8054,DOWN,0
2022-07-18,65.13,66.82,66.116,74.3031,110.3692,UP,1
2022-07-19,70.45,66.8,66.368,74.1745,109.9365,UP,1
2022-07-20,73.34,71.38,67.632,74.1599,109.51,UP,1
2022-07-21,74.68,72.84,69.768,74.2393,109.1202,DOWN,0
2022-07-22,72.21,73.61,71.162,74.2785,108.7087,DOWN,0
2022-07-25,71.35,72.26,72.406,74.3105,108.2789,DOWN,0
2022-07-26,68.45,71.04,72.006,74.2099,107.8215,UP,1
2022-07-27,71.96,70.59,71.73,74.0989,107.3936,UP,1
2022-07-28,72.52,71.37,71.298,74.0343,106.978,UP,1
2022-07-29,73.31,71.68,71.518,73.9897,106.5506,UP,1
2022-08-01,73.53,71.86,71.954,74.0229,106.1234,UP,1
2022-08-02,76.71,73.15,73.606,74.0561,105.7219,DOWN,0
2022-08-03,63.24,60.06,71.862,73.7869,105.238,UP,1
2022-08-04,66.53,63.58,70.664,73.6151,104.7795,UP,1
2022-08-05,67.78,65.33,69.558,73.5349,104.315,UP,1
2022-08-08,68.11,68.57,68.474,73.4275,103.8597,DOWN,0
2022-08-09,64.52,66.93,66.036,73.1603,103.3047,UP,1
2022-08-10,66.05,66.72,66.598,72.8845,102.7883,UP,1
2022-08-11,66.27,66.92,66.546,72.6343,102.2814,UP,1
2022-08-12,67.97,67.38,66.584,72.4089,101.8053,UP,1
2022-08-15,69.37,67.27,66.836,72.1137,101.3598,DOWN,0
2022-08-16,67.77,68.79,67.486,71.8249,100.9184,DOWN,0
2022-08-17,64.9,66.44,67.256,71.4645,100.489,UP,1
2022-08-18,65.04,64.5,67.01,71.0793,100.0437,DOWN,0
2022-08-19,61.87,64.09,65.79,70.6239,99.6103,DOWN,0
2022-08-22,58.62,60.5,63.64,70.1879,99.1387,DOWN,0
2022-08-23,57.75,58.33,61.636,69.8093,98.6426,DOWN,0
2022-08-24,57.73,57.99,60.202,69.5175,98.1276,UP,1
2022-08-25,60.17,58.61,59.228,69.2595,97.6489,DOWN,0
2022-08-26,57.87,60.25,58.428,68.8757,97.1603,DOWN,0
2022-08-29,57.77,57.41,58.258,68.5731,96.6789,DOWN,0
2022-08-30,56.48,58.35,58.004,68.3316,96.2125,UP,1
2022-08-31,56.53,57.91,57.764,68.0614,95.7604,DOWN,0
2022-09-01,55.45,56.13,56.82,67.778,95.2956,DOWN,0
2022-09-02,55.18,56.36,56.282,67.4126,94.8377,DOWN,0
2022-09-06,53.83,55.08,55.494,66.9202,94.3688,UP,1
2022-09-07,57.52,54.08,55.702,66.5366,93.9445,UP,1
2022-09-08,59.15,56.16,56.226,66.2834,93.5355,UP,1
2022-09-09,62.25,60.311,57.586,66.1066,93.1617,UP,1
2022-09-12,63.04,62.25,59.158,65.9736,92.8015,DOWN,0
2022-09-13,59.79,59.87,60.35,65.7396,92.4134,DOWN,0
2022-09-14,58.65,59.18,60.576,65.4294,92.0383,DOWN,0
2022-09-15,57.86,58.33,60.318,65.1094,91.6572,DOWN,0
2022-09-16,55.37,56.47,58.942,64.6992,91.2841,DOWN,0
2022-09-19,54.39,54.54,57.212,64.2822,90.9187,DOWN,0
2022-09-20,51.81,54.08,55.616,63.9144,90.5363,DOWN,0
2022-09-21,49.81,52.06,53.848,63.5268,90.1544,DOWN,0
2022-09-22,48.56,49.36,51.988,63.1576,89.75,DOWN,0
2022-09-23,47.3,48.08,50.374,62.8236,89.3143,DOWN,0
2022-09-26,46.34,47.59,48.764,62.4456,88.868,UP,1
2022-09-27,47.07,47.38,47.816,62.0844,88.4423,UP,1
2022-09-28,48.56,47.38,47.566,61.6466,88.0334,DOWN,0
2022-09-29,48.25,47.8,47.504,61.1448,87.6436,DOWN,0
2022-09-30,47.75,48.28,47.594,60.6062,87.2683,UP,1
2022-10-03,50.28,48.47,48.382,60.1676,86.9007,UP,1
2022-10-04,51.45,51.45,49.258,59.7696,86.5357,DOWN,0
2022-10-05,51.04,50.19,49.754,59.4214,86.1577,DOWN,0
2022-10-06,50.525,50.86,50.209,58.9927,85.7811,DOWN,0
2022-10-07,48.29,49.29,50.317,58.5081,85.3651,DOWN,0
2022-10-10,48.2,48.69,49.901,58.0059,84.9492,DOWN,0
2022-10-11,47.14,48.23,49.039,57.4781,84.5177,DOWN,0
2022-10-12,46.76,47.15,48.183,56.8791,84.0814,DOWN,0
2022-10-13,44.43,45.0,46.964,56.5029,83.6389,DOWN,0
2022-10-14,41.46,44.66,45.598,56.0015,83.1962,UP,1
2022-10-17,44.32,42.79,44.822,55.5323,82.7518,UP,1
2022-10-18,45.98,45.77,44.59,55.0897,82.3204,DOWN,0
2022-10-19,44.73,45.14,44.184,54.6939,81.8729,DOWN,0
2022-10-20,42.7,44.83,43.838,54.2269,81.4216,UP,1
2022-10-21,43.0,41.89,44.146,53.7615,81.009,DOWN,0
2022-10-24,42.54,43.0,43.79,53.2529,80.5914,UP,1
2022-10-25,45.43,43.15,43.68,52.7741,80.1922,DOWN,0
2022-10-26,44.23,44.46,43.58,52.3033,79.7805,DOWN,0
2022-10-27,43.56,44.37,43.752,51.8765,79.3683,UP,1
2022-10-28,43.68,43.36,43.888,51.4493,78.9663,DOWN,0
2022-10-31,43.2,43.77,44.02,51.0759,78.5663,UP,1
2022-11-01,43.9,44.4227,43.714,50.7815,78.1801,UP,1
2022-11-02,45.74,51.85,44.016,50.5413,77.8294,DOWN,0
2022-11-03,42.79,45.12,43.862,50.2425,77.462,UP,1
2022-11-04,43.02,43.9,43.73,49.8995,77.0838,UP,1
2022-11-07,44.53,43.9,43.996,49.6327,76.7273,DOWN,0
2022-11-08,44.1,44.71,44.036,49.3593,76.3615,DOWN,0
2022-11-09,42.94,43.28,43.476,49.0885,76.0177,UP,1
2022-11-10,48.84,46.0,44.686,48.9347,75.7111,UP,1
2022-11-11,51.44,49.02,46.37,48.8545,75.4358,DOWN,0
2022-11-14,48.68,50.94,47.2,48.7245,75.1331,UP,1
2022-11-15,51.92,51.0,48.764,48.6863,74.8292,DOWN,0
2022-11-16,49.34,51.0,50.044,48.5227,74.5154,DOWN,0
2022-11-17,47.03,47.58,49.682,48.2803,74.1605,DOWN,0
2022-11-18,46.4,47.78,48.674,47.9633,73.8326,UP,1
2022-11-21,46.98,46.02,48.334,47.6421,73.4876,UP,1
2022-11-22,47.3,47.23,47.41,47.3923,73.1571,UP,1
2022-11-23,48.27,47.57,47.196,47.1847,72.8363,DOWN,0
2022-11-25,47.27,47.71,47.244,46.9729,72.4867,UP,1
2022-11-28,47.46,47.03,47.456,46.8147,72.152,DOWN,0
2022-11-29,46.88,47.27,47.436,46.6645,71.8226,UP,1
2022-11-30,50.56,46.86,48.088,46.6395,71.5065,X,X
