ticker,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-06-01,56.89,57.21,66.438,58.938,62.4384,DOWN,0
2012-06-04,56.69,56.38,66.3855,58.338,62.2822,DOWN,0
2012-06-05,56.62,56.4,66.3474,57.508,62.1262,UP,1
2012-06-06,58.04,57.03,66.3192,57.3,61.9832,DOWN,0
2012-06-07,57.57,58.68,66.2844,57.162,61.8276,UP,1
2012-06-08,57.92,57.2,66.2415,57.368,61.6838,DOWN,0
2012-06-11,57.45,58.35,66.1914,57.52,61.5376,UP,1
2012-06-12,57.92,57.59,66.1494,57.78,61.3862,DOWN,0
2012-06-13,57.29,57.81,66.0959,57.63,61.2138,UP,1
2012-06-14,58.02,57.57,66.0337,57.72,61.06,UP,1
2012-06-15,58.56,58.22,65.9701,57.848,60.9208,UP,1
2012-06-18,59.01,58.22,65.9126,58.16,60.7986,UP,1
2012-06-19,59.81,59.0,65.8649,58.538,60.7148,DOWN,0
2012-06-20,59.31,59.93,65.8265,58.942,60.6342,DOWN,0
2012-06-21,57.83,59.48,65.7887,58.904,60.5108,DOWN,0
2012-06-22,57.37,57.57,65.7355,58.666,60.3676,DOWN,0
2012-06-25,56.34,56.8,65.6818,58.132,60.2118,DOWN,0
2012-06-26,56.26,56.54,65.6303,57.422,60.0408,UP,1
2012-06-27,56.84,56.48,65.5808,56.928,59.8554,DOWN,0
2012-06-28,56.66,56.4,65.5244,56.694,59.6514,UP,1
2012-06-29,58.53,57.54,65.4716,56.926,59.4992,UP,1
2012-07-02,60.85,58.78,65.426,57.828,59.3858,UP,1
2012-07-03,61.86,61.51,65.3837,58.948,59.3124,DOWN,0
2012-07-05,61.44,61.97,65.3407,59.868,59.2246,DOWN,0
2012-07-06,60.51,61.17,65.2975,60.638,59.2166,DOWN,0
2012-07-09,60.24,60.46,65.2664,60.98,59.2368,DOWN,0
2012-07-10,59.91,60.75,65.24,60.792,59.2546,DOWN,0
2012-07-11,59.6,59.85,65.2079,60.34,59.2518,DOWN,0
2012-07-12,58.95,59.18,65.1619,59.842,59.2148,UP,1
2012-07-13,60.3,59.11,65.1181,59.8,59.1748,DOWN,0
2012-07-16,58.92,60.17,65.0751,59.536,59.1248,DOWN,0
2012-07-17,57.95,57.95,65.023,59.144,59.0714,UP,1
2012-07-18,59.24,57.86,64.9768,59.072,59.039,UP,1
2012-07-19,59.53,59.39,64.9431,59.188,59.0032,DOWN,0
2012-07-20,56.96,59.49,64.8885,58.52,58.929,DOWN,0
2012-07-23,56.58,55.97,64.8184,58.052,58.8502,DOWN,0
2012-07-24,56.25,56.29,64.742,57.712,58.759,DOWN,0
2012-07-25,52.23,54.01,64.6488,56.31,58.5946,UP,1
2012-07-26,52.24,52.91,64.5446,54.852,58.424,UP,1
2012-07-27,53.35,52.73,64.4446,54.13,58.2786,DOWN,0
2012-07-30,53.25,53.2,64.3487,53.464,58.1508,DOWN,0
2012-07-31,52.85,52.96,64.2531,52.784,58.0302,DOWN,0
2012-08-01,52.85,52.98,64.1499,52.908,57.8916,UP,1
2012-08-02,53.14,52.73,64.054,53.088,57.7574,UP,1
2012-08-03,53.6,54.07,63.9523,53.138,57.623,UP,1
2012-08-06,53.63,54.01,63.8532,53.214,57.4992,UP,1
2012-08-07,53.74,54.0,63.7537,53.392,57.3802,UP,1
2012-08-08,53.9,53.5,63.6482,53.602,57.2428,DOWN,0
2012-08-09,53.8,53.91,63.5355,53.734,57.1372,UP,1
2012-08-10,54.23,53.76,63.4322,53.86,57.0566,UP,1
2012-08-13,54.61,54.07,63.3615,54.056,57.011,UP,1
2012-08-14,55.22,54.9,63.2863,54.352,56.9816,UP,1
2012-08-15,55.9,55.05,63.2138,54.752,56.9672,UP,1
2012-08-16,56.67,56.13,63.15,55.326,56.9398,UP,1
2012-08-17,57.04,56.92,63.1003,55.888,56.9292,UP,1
2012-08-20,57.44,57.01,63.0467,56.454,56.9196,DOWN,0
2012-08-21,57.41,57.4,62.989,56.892,56.9188,DOWN,0
2012-08-22,57.26,57.32,62.9317,57.164,56.9056,DOWN,0
2012-08-23,56.81,57.25,62.8715,57.192,56.896,UP,1
2012-08-24,57.16,56.79,62.8047,57.216,56.8788,DOWN,0
2012-08-27,56.53,57.18,62.7515,57.034,56.8382,DOWN,0
2012-08-28,56.1,56.45,62.6936,56.772,56.78,UP,1
2012-08-29,57.0,56.29,62.6348,56.72,56.7238,DOWN,0
2012-08-30,56.24,56.64,62.5746,56.606,56.6624,UP,1
2012-08-31,56.61,56.77,62.5148,56.496,56.638,UP,1
2012-09-04,56.63,56.68,62.4633,56.516,56.6232,DOWN,0
2012-09-05,56.37,56.38,62.4169,56.57,56.6238,UP,1
2012-09-06,57.06,56.77,62.3722,56.582,56.6398,UP,1
2012-09-07,57.45,57.29,62.3311,56.824,56.652,DOWN,0
2012-09-10,57.34,57.44,62.2941,56.97,56.6656,UP,1
2012-09-11,57.47,57.36,62.2628,57.138,56.6444,DOWN,0
2012-09-12,57.46,57.47,62.2319,57.356,56.5766,DOWN,0
2012-09-13,57.245,57.37,62.1888,57.393,56.4843,UP,1
2012-09-14,57.27,56.77,62.1471,57.357,56.4009,DOWN,0
2012-09-17,56.74,57.07,62.0883,57.237,56.3255,DOWN,0
2012-09-18,56.515,56.54,62.0326,57.046,56.251,UP,1
2012-09-19,57.4,56.7,61.9797,57.034,56.2008,UP,1
2012-09-20,57.55,57.22,61.92,57.095,56.1598,UP,1
2012-09-21,57.62,57.5,61.8654,57.165,56.1332,UP,1
2012-09-24,58.57,57.14,61.8142,57.531,56.0986,UP,1
2012-09-25,59.045,59.14,61.7731,58.037,56.1011,UP,1
2012-09-26,59.06,59.67,61.7262,58.369,56.1233,UP,1
2012-09-27,59.27,59.17,61.6843,58.713,56.1239,DOWN,0
2012-09-28,58.58,59.16,61.6437,58.905,56.1049,UP,1
2012-10-01,59.1,58.9,61.6076,59.011,56.1477,DOWN,0
2012-10-02,58.6,59.17,61.5672,58.922,56.1881,UP,1
2012-10-03,59.865,58.85,61.5336,59.083,56.2604,UP,1
2012-10-04,59.9,59.86,61.5059,59.209,56.4138,UP,1
2012-10-05,60.31,60.15,61.4663,59.555,56.5752,DOWN,0
2012-10-08,59.99,60.58,61.4238,59.733,56.708,DOWN,0
2012-10-09,59.37,59.77,61.3738,59.887,56.8304,DOWN,0
2012-10-10,59.0,59.5,61.3187,59.714,56.9534,DOWN,0
2012-10-11,58.9,59.49,61.2596,59.514,57.0744,UP,1
2012-10-12,59.94,59.51,61.2115,59.44,57.2104,UP,1
2012-10-15,60.36,60.14,61.1629,59.514,57.3456,UP,1
2012-10-16,60.9005,60.91,61.1185,59.8201,57.491,UP,1
2012-10-17,61.69,63.0,61.0778,60.3581,57.65,DOWN,0
2012-10-18,61.4,61.48,61.0412,60.8581,57.8,DOWN,0
2012-10-19,60.725,61.51,61.0057,61.0151,57.9385,DOWN,0
2012-10-22,59.85,60.75,60.9651,60.9131,58.0509,UP,1
2012-10-23,60.98,60.88,60.9321,60.929,58.1783,DOWN,0
2012-10-24,57.5509,58.99,60.883,60.1012,58.2249,UP,1
2012-10-25,59.1,57.55,60.8459,59.6412,58.2889,UP,1
2012-10-26,59.41,59.01,60.8112,59.3782,58.3437,UP,1
2012-10-31,60.31,59.65,60.7791,59.4702,58.4091,UP,1
2012-11-01,61.57,60.42,60.7546,59.5882,58.4917,DOWN,0
2012-11-02,61.48,62.05,60.7256,60.374,58.5731,UP,1
2012-11-05,62.03,61.58,60.6914,60.96,58.6685,UP,1
2012-11-06,62.92,62.16,60.6677,61.662,58.7907,DOWN,0
2012-11-07,62.22,62.05,60.6385,62.044,58.8919,DOWN,0
2012-11-08,61.5,61.97,60.6079,62.03,58.9913,DOWN,0
2012-11-09,61.48,61.49,60.5747,62.03,59.0989,DOWN,0
2012-11-12,61.38,61.48,60.5343,61.9,59.1865,UP,1
2012-11-13,61.39,61.29,60.4986,61.594,59.2895,DOWN,0
2012-11-14,59.87,61.53,60.4583,61.124,59.3547,DOWN,0
2012-11-15,59.53,59.91,60.4118,60.73,59.4127,DOWN,0
2012-11-16,59.16,59.49,60.3875,60.266,59.4685,UP,1
2012-11-19,59.81,59.91,60.3666,59.952,59.5235,UP,1
2012-11-20,60.07,59.58,60.3449,59.688,59.5759,UP,1
2012-11-21,60.22,60.09,60.3258,59.758,59.6335,UP,1
2012-11-23,60.98,60.14,60.3102,60.048,59.7037,UP,1
2012-11-26,61.48,60.79,60.2996,60.512,59.7841,DOWN,0
2012-11-27,60.83,61.33,60.2856,60.716,59.8558,UP,1
2012-11-28,61.73,60.56,60.2767,61.048,59.945,UP,1
2012-11-29,61.97,61.98,60.2628,61.398,60.0496,DOWN,0
2012-11-30,61.74,62.22,60.2441,61.55,60.1541,DOWN,0
2012-12-03,61.0,62.03,60.2312,61.454,60.2261,UP,1
2012-12-04,61.02,60.98,60.2053,61.492,60.2955,UP,1
2012-12-05,61.91,61.08,60.1843,61.528,60.3813,DOWN,0
2012-12-06,60.64,61.64,60.1569,61.262,60.4227,DOWN,0
2012-12-07,60.6,60.78,60.1287,61.034,60.4538,UP,1
2012-12-10,61.94,60.76,60.1009,61.222,60.5114,UP,1
2012-12-11,62.26,62.47,60.0761,61.47,60.5712,DOWN,0
2012-12-12,61.91,62.57,60.051,61.47,60.6378,DOWN,0
2012-12-13,61.64,61.63,60.0245,61.67,60.6886,DOWN,0
2012-12-14,61.52,61.73,60.0013,61.854,60.747,UP,1
2012-12-17,62.19,61.78,59.978,61.904,60.7935,UP,1
2012-12-18,63.55,62.44,59.9646,62.162,60.8665,UP,1
2012-12-19,63.63,63.72,59.9541,62.506,60.9329,UP,1
2012-12-20,63.76,63.53,59.9484,62.93,61.0083,DOWN,0
2012-12-21,63.6,63.01,59.9411,63.346,61.0929,DOWN,0
2012-12-24,63.32,63.25,59.9289,63.572,61.1793,DOWN,0
2012-12-26,62.99,63.54,59.9121,63.46,61.2611,DOWN,0
2012-12-27,62.8,62.95,59.8964,63.294,61.3183,DOWN,0
2012-12-28,62.15,62.34,59.8752,62.972,61.3541,UP,1
2012-12-31,63.22,62.18,59.8645,62.896,61.4005,DOWN,0
2013-01-02,63.16,64.11,59.8536,62.864,61.4299,DOWN,0
2013-01-03,62.34,62.54,59.8369,62.734,61.4487,UP,1
2013-01-04,63.04,62.15,59.824,62.782,61.495,UP,1
2013-01-07,63.15,62.51,59.8173,62.982,61.561,UP,1
2013-01-08,63.21,62.81,59.8083,62.98,61.6056,UP,1
2013-01-09,64.21,63.19,59.8069,63.19,61.7388,UP,1
2013-01-10,64.38,64.59,59.8067,63.598,61.8444,UP,1
2013-01-11,64.54,64.4,59.8034,63.898,61.947,UP,1
2013-01-14,64.8,64.56,59.8007,64.228,62.0368,UP,1
2013-01-15,65.35,65.03,59.8019,64.656,62.1124,DOWN,0
2013-01-16,64.73,65.27,59.8017,64.76,62.1774,UP,1
2013-01-17,64.88,64.87,59.7987,64.86,62.2344,UP,1
2013-01-18,65.51,64.8,59.7967,65.054,62.2862,UP,1
2013-01-22,66.07,65.35,59.7985,65.308,62.3632,DOWN,0
2013-01-23,65.75,66.05,59.7996,65.388,62.4482,UP,1
2013-01-24,67.21,66.35,59.8101,65.884,62.5628,DOWN,0
2013-01-25,67.19,67.28,59.826,66.346,62.679,UP,1
2013-01-28,67.51,67.53,59.8469,66.746,62.8014,UP,1
2013-01-29,67.92,67.48,59.8665,67.116,62.9624,DOWN,0
2013-01-30,67.14,67.68,59.8795,67.394,63.1146,DOWN,0
2013-01-31,66.15,66.78,59.8896,67.182,63.2544,UP,1
2013-02-01,66.89,66.75,59.9,67.122,63.396,DOWN,0
2013-02-04,66.03,65.51,59.8996,66.826,63.5152,UP,1
2013-02-05,67.01,66.09,59.9004,66.644,63.651,DOWN,0
2013-02-06,60.5,61.56,59.8722,65.316,63.6414,DOWN,0
2013-02-07,59.93,60.07,59.8392,64.072,63.6104,DOWN,0
2013-02-08,59.72,59.36,59.8102,62.638,63.5882,DOWN,0
2013-02-11,59.34,59.7,59.7777,61.3,63.5404,DOWN,0
2013-02-12,59.13,59.54,59.7688,59.724,63.4836,DOWN,0
2013-02-13,58.81,59.27,59.7667,59.386,63.425,DOWN,0
2013-02-14,58.08,58.64,59.762,59.016,63.3666,DOWN,0
2013-02-15,57.78,57.8,59.7522,58.628,63.3018,UP,1
2013-02-19,58.37,57.95,59.7401,58.434,63.231,UP,1
2013-02-20,58.47,58.4,59.7209,58.302,63.1876,DOWN,0
2013-02-21,57.52,58.25,59.7014,58.044,63.126,UP,1
2013-02-22,57.97,57.83,59.6882,58.022,63.0466,DOWN,0
2013-02-25,56.77,58.19,59.6677,57.82,62.9368,DOWN,0
2013-02-26,55.98,56.92,59.641,57.342,62.8182,UP,1
2013-02-27,57.19,55.98,59.6236,57.086,62.7292,DOWN,0
2013-02-28,57.02,57.19,59.6061,56.986,62.6392,UP,1
2013-03-01,57.06,56.74,59.5874,56.804,62.5366,DOWN,0
2013-03-04,57.06,57.06,59.5704,56.862,62.4068,UP,1
2013-03-05,57.54,57.17,59.5543,57.174,62.285,DOWN,0
2013-03-06,57.23,57.6,59.5373,57.182,62.1544,DOWN,0
2013-03-07,56.93,57.37,59.5238,57.164,62.021,UP,1
2013-03-08,57.0,57.16,59.5144,57.152,61.8946,DOWN,0
2013-03-11,57.0,56.99,59.5005,57.14,61.7748,UP,1
2013-03-12,57.35,57.05,59.488,57.102,61.6658,UP,1
2013-03-13,59.07,57.32,59.4817,57.47,61.6042,UP,1
2013-03-14,59.2,59.07,59.4786,57.924,61.5238,UP,1
2013-03-15,59.34,58.95,59.4769,58.392,61.4474,DOWN,0
2013-03-18,59.19,58.81,59.469,58.83,61.3844,DOWN,0
2013-03-19,59.04,59.2,59.4688,59.168,61.3044,DOWN,0
2013-03-20,58.69,59.02,59.4709,59.092,61.2152,DOWN,0
2013-03-21,57.44,58.47,59.4737,58.74,61.0998,UP,1
2013-03-22,58.1,57.65,59.4807,58.492,60.9776,UP,1
2013-03-25,58.57,58.25,59.4905,58.368,60.8614,UP,1
2013-03-26,59.01,58.51,59.4953,58.362,60.7508,UP,1
2013-03-27,59.15,58.62,59.5032,58.454,60.6378,UP,1
2013-03-28,59.46,59.04,59.5109,58.858,60.52,DOWN,0
2013-04-01,58.6,59.5,59.5167,58.958,60.3974,UP,1
2013-04-02,58.64,59.0,59.5203,58.972,60.2726,DOWN,0
2013-04-03,58.14,58.59,59.5245,58.798,60.1252,UP,1
2013-04-04,58.5,58.42,59.5269,58.668,59.9738,UP,1
2013-04-05,58.98,57.94,59.529,58.572,59.8384,UP,1
2013-04-08,59.81,59.1,59.533,58.814,59.6904,UP,1
2013-04-09,60.26,59.87,59.5353,59.138,59.5518,UP,1
2013-04-10,60.69,60.43,59.5422,59.648,59.4154,DOWN,0
2013-04-11,60.59,60.82,59.556,60.066,59.2688,DOWN,0
2013-04-12,59.0,59.35,59.5641,60.07,59.106,DOWN,0
2013-04-15,57.51,58.95,59.57,59.61,58.9332,DOWN,0
2013-04-16,57.17,56.79,59.5745,58.992,58.7388,DOWN,0
2013-04-17,56.58,56.63,59.5732,58.17,58.5498,DOWN,0
2013-04-18,56.25,56.82,59.5712,57.302,58.3346,UP,1
2013-04-19,56.33,56.69,59.5602,56.768,58.2512,UP,1
2013-04-22,57.01,56.55,59.541,56.668,58.1928,UP,1
2013-04-23,57.41,57.15,59.5187,56.716,58.1466,UP,1
2013-04-24,57.65,57.68,59.4998,56.93,58.1128,UP,1
2013-04-25,58.2,57.94,59.4882,57.32,58.0942,UP,1
2013-04-26,58.44,58.08,59.4792,57.742,58.0868,UP,1
2013-04-29,58.84,58.49,59.4739,58.108,58.102,UP,1
2013-04-30,59.39,58.92,59.4728,58.504,58.1342,DOWN,0
2013-05-01,58.9,59.46,59.4726,58.754,58.1448,UP,1
2013-05-02,59.37,59.12,59.4679,58.988,58.1628,UP,1
2013-05-03,60.47,59.87,59.4757,59.394,58.2218,DOWN,0
2013-05-06,60.37,60.41,59.4878,59.7,58.2698,UP,1
2013-05-07,61.56,60.38,59.4994,60.134,58.3656,DOWN,0
2013-05-08,57.26,56.65,59.488,59.806,58.3912,DOWN,0
2013-05-09,56.0,57.19,59.4832,59.132,58.3674,UP,1
2013-05-10,57.0,56.23,59.4853,58.438,58.367,DOWN,0
2013-05-13,56.07,56.47,59.4844,57.578,58.3472,UP,1
2013-05-14,56.87,56.15,59.5076,56.64,58.3434,UP,1
2013-05-15,57.66,56.94,59.5347,56.72,58.3458,UP,1
2013-05-16,57.87,57.79,59.5573,57.094,58.3586,UP,1
2013-05-17,58.32,58.29,59.5827,57.358,58.3864,DOWN,0
2013-05-20,58.2,58.09,59.6094,57.784,58.4104,UP,1
2013-05-21,59.87,58.33,59.6445,58.384,58.4678,DOWN,0
2013-05-22,59.11,59.87,59.6744,58.674,58.503,UP,1
2013-05-23,59.49,58.92,59.7038,58.998,58.5114,DOWN,0
2013-05-24,58.7,59.06,59.7292,59.074,58.5014,DOWN,0
2013-05-28,57.87,59.5,59.7498,59.008,58.472,DOWN,0
2013-05-29,57.67,57.67,59.7687,58.568,58.4416,DOWN,0
2013-05-30,57.47,57.81,59.787,58.24,58.4102,DOWN,0
2013-05-31,56.7,57.06,59.7994,57.682,58.3704,UP,1
2013-06-03,57.04,56.73,59.8115,57.35,58.3624,DOWN,0
2013-06-04,56.5,56.97,59.8179,57.076,58.3304,DOWN,0
2013-06-05,56.26,56.14,59.8197,56.794,58.2842,UP,1
2013-06-06,56.31,56.41,59.8179,56.562,58.2302,UP,1
2013-06-07,57.16,56.81,59.8185,56.654,58.1904,DOWN,0
2013-06-10,56.81,56.12,59.8154,56.608,58.1374,DOWN,0
2013-06-11,56.5,56.32,59.8108,56.608,58.0954,DOWN,0
2013-06-12,56.02,56.76,59.8046,56.56,58.043,UP,1
2013-06-13,56.72,55.84,59.8042,56.642,58.0146,DOWN,0
2013-06-14,56.5,56.75,59.8009,56.51,57.9746,UP,1
2013-06-17,56.9,56.96,59.8027,56.528,57.933,UP,1
2013-06-18,57.33,57.18,59.8089,56.694,57.8834,DOWN,0
2013-06-19,56.53,57.4,59.8065,56.796,57.8088,DOWN,0
2013-06-20,55.42,56.12,59.8024,56.536,57.7034,DOWN,0
2013-06-21,54.79,54.78,59.7933,56.194,57.5874,DOWN,0
2013-06-24,54.33,54.56,59.7818,55.68,57.494,UP,1
2013-06-25,54.7,55.08,59.7735,55.154,57.4378,UP,1
2013-06-26,55.12,55.32,59.7638,54.872,57.3968,UP,1
2013-06-27,55.73,55.43,59.7552,54.934,57.3798,UP,1
2013-06-28,56.31,55.55,59.75,55.238,57.381,UP,1
2013-07-01,56.52,56.86,59.7453,55.676,57.3848,DOWN,0
2013-07-02,56.46,56.39,59.7403,56.028,57.3738,DOWN,0
2013-07-03,56.37,56.19,59.7359,56.278,57.353,UP,1
2013-07-05,57.4,56.75,59.7366,56.612,57.348,UP,1
2013-07-08,58.01,57.53,59.7429,56.952,57.3442,UP,1
2013-07-09,58.39,58.17,59.7523,57.326,57.3432,DOWN,0
2013-07-10,58.14,58.22,59.756,57.662,57.3292,UP,1
2013-07-11,58.88,59.03,59.7626,58.164,57.319,DOWN,0
2013-07-12,57.83,58.51,59.7637,58.25,57.2976,UP,1
2013-07-15,59.94,57.94,59.7705,58.636,57.309,UP,1
2013-07-16,60.23,60.16,59.7765,59.004,57.3042,DOWN,0
2013-07-17,60.05,60.53,59.7814,59.386,57.2978,UP,1
2013-07-18,60.7,60.24,59.7886,59.75,57.2806,DOWN,0
2013-07-19,60.6,60.67,59.7987,60.304,57.3474,DOWN,0
2013-07-22,60.54,61.12,59.8059,60.424,57.4382,DOWN,0
2013-07-23,59.88,60.9,59.8123,60.354,57.4958,DOWN,0
2013-07-24,59.28,60.46,59.8093,60.2,57.56,DOWN,0
2013-07-25,59.18,59.26,59.8057,59.896,57.6062,UP,1
2013-07-26,59.39,58.71,59.8011,59.654,57.6408,DOWN,0
2013-07-29,59.08,59.06,59.7966,59.362,57.665,UP,1
2013-07-30,59.2,59.25,59.7957,59.226,57.6826,UP,1
2013-07-31,59.62,59.36,59.7988,59.294,57.711,UP,1
2013-08-01,61.07,60.2175,59.8097,59.672,57.735,DOWN,0
2013-08-02,59.71,60.57,59.8085,59.736,57.747,DOWN,0
2013-08-05,59.66,59.58,59.805,59.852,57.7504,DOWN,0
2013-08-06,59.58,59.5,59.7984,59.928,57.768,DOWN,0
2013-08-07,56.31,56.04,59.7715,59.266,57.7368,UP,1
2013-08-08,56.73,56.35,59.7482,58.398,57.718,UP,1
2013-08-09,56.79,56.88,59.7285,57.814,57.7044,UP,1
2013-08-12,57.06,56.59,59.7146,57.294,57.7116,DOWN,0
2013-08-13,56.44,57.07,59.6919,56.666,57.6996,DOWN,0
2013-08-14,55.72,56.34,59.6827,56.548,57.684,UP,1
2013-08-15,55.88,55.54,59.6666,56.378,57.6764,UP,1
2013-08-16,56.13,55.75,59.6502,56.246,57.6728,DOWN,0
2013-08-19,56.02,56.16,59.6288,56.038,57.65,UP,1
2013-08-20,56.46,55.9,59.6032,56.042,57.643,UP,1
2013-08-21,56.6,56.41,59.5788,56.218,57.645,UP,1
2013-08-22,56.92,56.52,59.5533,56.426,57.663,UP,1
2013-08-23,57.2,57.02,59.5247,56.64,57.6726,UP,1
2013-08-26,58.83,57.9,59.5077,57.202,57.7192,DOWN,0
2013-08-27,57.61,58.18,59.4883,57.432,57.7334,DOWN,0
2013-08-28,57.47,57.58,59.4682,57.606,57.7362,DOWN,0
2013-08-29,57.43,57.51,59.4485,57.708,57.7542,DOWN,0
2013-08-30,56.87,57.62,59.4259,57.642,57.7832,UP,1
2013-09-03,57.45,57.46,59.4138,57.366,57.8364,UP,1
2013-09-04,57.51,57.2,59.4037,57.346,57.9,UP,1
2013-09-05,57.85,57.4,59.3971,57.422,57.963,DOWN,0
2013-09-06,57.7,58.02,59.3866,57.476,58.0146,UP,1
2013-09-09,58.42,57.83,59.3783,57.786,58.0684,UP,1
2013-09-10,59.22,58.65,59.3733,58.14,58.1266,UP,1
2013-09-11,60.0,59.33,59.3684,58.638,58.1962,DOWN,0
2013-09-12,59.63,59.85,59.3592,58.994,58.2596,DOWN,0
2013-09-13,59.13,59.76,59.3507,59.28,58.3148,UP,1
2013-09-16,60.03,59.77,59.3422,59.602,58.3674,UP,1
2013-09-17,60.39,59.94,59.3343,59.836,58.415,UP,1
2013-09-18,61.8,60.57,59.3346,60.196,58.4832,DOWN,0
2013-09-19,61.62,61.84,59.3377,60.594,58.5528,UP,1
2013-09-20,62.09,61.67,59.343,61.186,58.617,DOWN,0
2013-09-23,61.64,61.87,59.3417,61.508,58.6932,UP,1
2013-09-24,61.71,61.57,59.347,61.772,58.7286,DOWN,0
2013-09-25,60.97,61.67,59.3489,61.606,58.7434,DOWN,0
2013-09-26,60.92,61.23,59.3438,61.466,58.7608,DOWN,0
2013-09-27,60.45,60.83,59.3347,61.138,58.7558,DOWN,0
2013-09-30,59.59,59.56,59.3231,60.728,58.7356,UP,1
2013-10-01,59.86,59.71,59.3142,60.358,58.722,DOWN,0
2013-10-02,59.12,59.44,59.3022,59.988,58.7068,DOWN,0
2013-10-03,57.76,58.82,59.2801,59.356,58.6764,UP,1
2013-10-04,58.48,57.83,59.2547,58.962,58.6624,DOWN,0
2013-10-07,58.29,57.47,59.228,58.702,58.6404,DOWN,0
2013-10-08,57.78,58.11,59.1981,58.286,58.6144,UP,1
2013-10-09,58.0,57.76,59.1701,58.062,58.5904,UP,1
2013-10-10,58.55,58.42,59.1463,58.22,58.569,UP,1
2013-10-11,58.9,58.27,59.1258,58.304,58.5256,UP,1
2013-10-14,59.46,58.75,59.1091,58.538,58.5206,DOWN,0
2013-10-15,58.77,59.03,59.0922,58.736,58.5028,UP,1
2013-10-16,58.985,58.88,59.071,58.933,58.4909,UP,1
2013-10-17,59.51,58.92,59.0528,59.125,58.5549,UP,1
2013-10-18,60.21,59.58,59.0421,59.387,58.6245,UP,1
2013-10-21,60.56,60.33,59.0297,59.607,58.6999,UP,1
2013-10-22,60.72,60.68,59.0176,59.997,58.7731,UP,1
2013-10-23,60.9,60.56,59.006,60.38,58.8623,UP,1
2013-10-24,61.12,60.75,58.9906,60.702,58.9703,DOWN,0
2013-10-25,60.76,61.4,58.9725,60.812,59.0679,UP,1
2013-10-28,60.8,60.88,58.9538,60.86,59.1613,UP,1
2013-10-29,60.91,60.94,58.9343,60.898,59.2591,DOWN,0
2013-10-30,60.27,60.88,58.9089,60.772,59.3353,DOWN,0
2013-10-31,59.74,60.32,58.884,60.496,59.3981,UP,1
2013-11-01,59.94,60.05,58.8593,60.332,59.4585,UP,1
2013-11-04,61.73,60.68,58.8404,60.518,59.5491,DOWN,0
2013-11-05,60.93,61.32,58.8147,60.522,59.5911,DOWN,0
2013-11-06,60.1,59.0,58.7864,60.488,59.6409,DOWN,0
2013-11-07,59.6,60.36,58.7484,60.46,59.6835,UP,1
2013-11-08,59.66,59.5,58.7107,60.404,59.7281,DOWN,0
2013-11-11,59.31,59.51,58.6697,59.92,59.7769,DOWN,0
2013-11-12,58.92,59.16,58.6247,59.518,59.8063,UP,1
2013-11-13,59.7,58.72,58.5875,59.438,59.8501,UP,1
2013-11-14,59.92,59.97,58.5564,59.502,59.8915,UP,1
2013-11-15,59.98,60.25,58.5218,59.566,59.9371,UP,1
2013-11-18,60.08,60.08,58.4921,59.72,59.9703,DOWN,0
2013-11-19,58.95,59.96,58.4518,59.726,59.9649,DOWN,0
2013-11-20,57.66,57.84,58.4376,59.318,59.9181,UP,1
2013-11-21,58.11,57.72,58.4285,58.956,59.8877,UP,1
2013-11-22,58.68,58.24,58.4233,58.696,59.8787,UP,1
2013-11-25,58.79,58.94,58.4205,58.438,59.8539,DOWN,0
2013-11-26,58.53,58.8,58.4175,58.354,59.8167,UP,1
2013-11-27,58.7,58.71,58.417,58.562,59.7547,DOWN,0
2013-11-29,58.65,58.78,58.4198,58.67,59.6953,DOWN,0
2013-12-02,58.48,58.81,58.4233,58.63,59.6231,DOWN,0
2013-12-03,58.14,58.22,58.4222,58.5,59.5531,UP,1
2013-12-04,58.25,57.87,58.4211,58.444,59.4839,UP,1
2013-12-05,58.27,58.19,58.4248,58.358,59.4299,DOWN,0
2013-12-06,57.89,58.48,58.4244,58.206,59.3693,UP,1
2013-12-09,57.91,58.08,58.4301,58.092,59.3185,DOWN,0
2013-12-10,57.72,57.97,58.4388,58.008,59.2811,DOWN,0
2013-12-11,57.37,57.56,58.4397,57.832,59.2313,DOWN,0
2013-12-12,57.13,57.34,58.4403,57.604,59.1915,DOWN,0
2013-12-13,56.4,56.93,58.437,57.306,59.1643,DOWN,0
2013-12-16,56.2,56.64,58.4327,56.964,59.1187,UP,1
2013-12-17,56.37,56.19,58.4268,56.694,59.0803,UP,1
2013-12-18,56.49,56.39,58.4231,56.518,59.0545,DOWN,0
2013-12-19,56.48,56.47,58.4209,56.388,59.0241,UP,1
2013-12-20,56.54,56.4,58.4186,56.416,58.9839,UP,1
2013-12-23,57.04,56.87,58.4188,56.584,58.9467,DOWN,0
2013-12-24,57.04,57.22,58.4172,56.718,58.8983,UP,1
2013-12-26,57.13,57.26,58.4075,56.846,58.8655,UP,1
2013-12-27,57.72,57.1,58.4001,57.094,58.8402,UP,1
2013-12-30,58.22,57.18,58.3945,57.43,58.8144,UP,1
2013-12-31,58.35,58.24,58.3903,57.692,58.7772,DOWN,0
2014-01-02,57.82,58.21,58.3842,57.848,58.7224,DOWN,0
