ticker,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-09-07,31.585,31.38,27.6288,31.246,30.0209,DOWN,0
2005-09-08,30.925,30.575,27.652,31.256,30.0623,UP,1
2005-09-09,30.97,30.785,27.6749,31.173,30.0965,UP,1
2005-09-12,31.1,30.955,27.697,31.182,30.1365,DOWN,0
2005-09-13,30.97,31.06,27.7198,31.11,30.1732,UP,1
2005-09-14,31.045,31.0,27.742,31.002,30.2064,DOWN,0
2005-09-15,30.905,31.1,27.7622,30.998,30.2406,DOWN,0
2005-09-16,30.66,30.825,27.7793,30.936,30.2718,DOWN,0
2005-09-19,30.6,30.505,27.7975,30.836,30.3042,DOWN,0
2005-09-20,30.5,30.655,27.8136,30.742,30.3197,UP,1
2005-09-21,30.65,30.6,27.8314,30.663,30.3363,DOWN,0
2005-09-22,30.545,30.555,27.8515,30.591,30.3517,DOWN,0
2005-09-23,30.225,30.54,27.8665,30.504,30.3566,DOWN,0
2005-09-26,30.195,30.465,27.8821,30.423,30.3587,UP,1
2005-09-27,30.51,30.295,27.9017,30.425,30.3708,UP,1
2005-09-28,30.535,30.745,27.9195,30.402,30.3885,UP,1
2005-09-29,31.47,30.525,27.9393,30.587,30.417,UP,1
2005-09-30,32.065,31.52,27.9633,30.955,30.4586,UP,1
2005-10-03,32.23,32.175,27.9891,31.362,30.5003,DOWN,0
2005-10-04,31.94,32.245,28.0127,31.648,30.5457,DOWN,0
2005-10-05,31.375,31.95,28.0329,31.816,30.5742,DOWN,0
2005-10-06,31.095,31.385,28.0503,31.741,30.576,UP,1
2005-10-07,31.325,31.285,28.0678,31.593,30.5774,UP,1
2005-10-10,31.49,31.5,28.0861,31.445,30.5815,UP,1
2005-10-11,32.235,31.525,28.1096,31.504,30.5997,DOWN,0
2005-10-12,31.9,32.31,28.1282,31.609,30.6146,DOWN,0
2005-10-13,31.215,31.97,28.1438,31.633,30.623,DOWN,0
2005-10-14,31.185,31.25,28.1592,31.605,30.6443,UP,1
2005-10-17,31.77,31.1,28.1792,31.661,30.6823,DOWN,0
2005-10-18,30.8,31.5,28.1959,31.374,30.7013,DOWN,0
2005-10-19,30.7,31.6,28.2128,31.134,30.7229,DOWN,0
2005-10-20,30.4,30.73,28.2269,30.971,30.741,UP,1
2005-10-21,30.66,30.89,28.2423,30.866,30.7629,UP,1
2005-10-24,31.96,31.02,28.2661,30.904,30.8116,UP,1
2005-10-25,32.91,31.8,28.2923,31.326,30.8769,UP,1
2005-10-26,33.43,33.25,28.3215,31.872,30.9625,DOWN,0
2005-10-27,32.7,33.44,28.3514,32.332,31.0302,UP,1
2005-10-28,34.49,33.3,28.3937,33.098,31.1306,UP,1
2005-10-31,35.26,34.37,28.44,33.758,31.2458,UP,1
2005-11-01,35.81,35.1,28.4883,34.338,31.3629,UP,1
2005-11-02,36.73,35.9,28.5423,34.998,31.5034,UP,1
2005-11-03,37.26,36.65,28.5996,35.91,31.6463,DOWN,0
2005-11-04,36.15,37.1,28.6518,36.242,31.7591,UP,1
2005-11-07,36.92,36.19,28.7088,36.574,31.8946,UP,1
2005-11-08,37.02,36.92,28.7651,36.816,32.0258,UP,1
2005-11-09,37.97,37.22,28.8255,37.064,32.1806,UP,1
2005-11-10,38.89,37.97,28.8915,37.39,32.3409,UP,1
2005-11-11,39.7,39.15,28.9631,38.1,32.5072,DOWN,0
2005-11-14,38.59,39.29,29.0273,38.434,32.6579,DOWN,0
2005-11-15,37.81,38.59,29.0871,38.592,32.7875,DOWN,0
2005-11-16,37.81,37.97,29.147,38.56,32.912,UP,1
2005-11-17,39.0,38.08,29.2137,38.582,33.0735,UP,1
2005-11-18,39.97,39.05,29.2851,38.636,33.2535,UP,1
2005-11-21,41.15,40.13,29.3601,39.148,33.4545,UP,1
2005-11-22,41.25,41.0,29.4329,39.836,33.6601,UP,1
2005-11-23,41.4,41.3,29.5099,40.554,33.8672,UP,1
2005-11-25,41.48,41.45,29.5893,41.05,34.0787,DOWN,0
2005-11-28,40.72,41.5,29.662,41.2,34.2799,UP,1
2005-11-29,40.97,41.04,29.7367,41.164,34.4873,DOWN,0
2005-11-30,40.5,40.9,29.8055,41.014,34.6873,UP,1
2005-12-01,40.93,40.9,29.8751,40.92,34.8929,DOWN,0
2005-12-02,39.9,40.61,29.9407,40.604,35.08,DOWN,0
2005-12-05,39.65,39.99,30.0065,40.39,35.2685,UP,1
2005-12-06,39.81,39.99,30.0756,40.158,35.4608,DOWN,0
2005-12-07,38.85,39.9,30.1374,39.828,35.6276,DOWN,0
2005-12-08,38.66,39.1,30.1951,39.374,35.7901,DOWN,0
2005-12-09,38.66,38.55,30.2513,39.126,35.9339,DOWN,0
2005-12-12,38.09,38.62,30.3048,38.814,36.0544,DOWN,0
2005-12-13,37.73,37.33,30.3559,38.398,36.1644,DOWN,0
2005-12-14,37.02,37.73,30.4042,38.032,36.266,UP,1
2005-12-15,37.57,37.2,30.4572,37.814,36.3899,DOWN,0
2005-12-16,36.8,37.48,30.5056,37.442,36.504,DOWN,0
2005-12-19,36.22,36.81,30.5482,37.068,36.6019,DOWN,0
2005-12-20,35.97,36.21,30.5903,36.716,36.6915,UP,1
2005-12-21,37.05,36.23,30.6384,36.722,36.7878,UP,1
2005-12-22,37.84,37.29,30.6924,36.776,36.9066,UP,1
2005-12-23,38.19,38.0,30.7483,37.054,37.0461,DOWN,0
2005-12-27,37.4,38.41,30.7997,37.29,37.1704,UP,1
2005-12-28,37.72,37.36,30.8539,37.64,37.2894,UP,1
2005-12-29,38.16,37.93,30.9126,37.862,37.4366,DOWN,0
2005-12-30,37.03,37.9,30.9647,37.7,37.5632,UP,1
2006-01-03,37.3,37.23,31.0194,37.522,37.7012,UP,1
2006-01-04,38.06,37.5,31.0786,37.654,37.8492,UP,1
2006-01-05,38.21,37.96,31.1398,37.752,37.9742,DOWN,0
2006-01-06,38.08,38.18,31.2019,37.736,38.0776,DOWN,0
2006-01-09,37.3201,36.74,31.2585,37.794,38.1554,DOWN,0
2006-01-10,36.91,37.09,31.3137,37.716,38.2396,DOWN,0
2006-01-11,36.58,36.85,31.3689,37.42,38.2814,DOWN,0
2006-01-12,36.48,36.36,31.4211,37.074,38.3058,UP,1
2006-01-13,36.54,36.55,31.4749,36.766,38.3204,DOWN,0
2006-01-17,36.33,36.55,31.5285,36.568,38.3124,UP,1
2006-01-18,36.98,36.34,31.586,36.582,38.3068,UP,1
2006-01-19,37.96,36.83,31.6478,36.858,38.343,DOWN,0
2006-01-20,36.83,37.73,31.7048,36.928,38.3412,UP,1
2006-01-23,37.0,37.0,31.7628,37.02,38.3408,UP,1
2006-01-24,39.05,37.0,31.834,37.564,38.3624,DOWN,0
2006-01-25,38.85,39.21,31.9052,37.938,38.3616,UP,1
2006-01-26,40.39,39.33,31.9824,38.424,38.3754,UP,1
2006-01-27,40.44,40.36,32.0631,39.146,38.4124,DOWN,0
2006-01-30,40.43,40.65,32.1451,39.832,38.4648,UP,1
2006-01-31,40.46,40.31,32.2278,40.114,38.5178,DOWN,0
2006-02-01,39.75,40.49,32.306,40.294,38.5328,DOWN,0
2006-02-02,39.65,39.56,32.3817,40.146,38.5264,DOWN,0
2006-02-03,39.61,39.58,32.4592,39.98,38.4956,UP,1
2006-02-06,40.42,39.81,32.5389,39.978,38.479,UP,1
2006-02-07,40.71,40.83,32.6231,40.028,38.4652,UP,1
2006-02-08,42.01,42.17,32.7132,40.48,38.4758,DOWN,0
2006-02-09,41.94,42.12,32.8046,40.938,38.5002,UP,1
2006-02-10,41.96,41.9,32.8874,41.408,38.52,DOWN,0
2006-02-13,41.62,42.08,32.9685,41.648,38.5424,UP,1
2006-02-14,42.68,41.6,33.0529,42.042,38.5774,UP,1
2006-02-15,42.95,42.5,33.1366,42.23,38.6384,DOWN,0
2006-02-16,42.83,42.96,33.2189,42.408,38.702,UP,1
2006-02-17,43.12,42.75,33.2984,42.64,38.7682,DOWN,0
2006-02-21,42.48,43.05,33.3731,42.812,38.8408,UP,1
2006-02-22,44.02,42.75,33.4553,43.08,38.948,UP,1
2006-02-23,44.25,43.97,33.5385,43.34,39.0598,UP,1
2006-02-24,44.26,44.14,33.6229,43.626,39.1832,UP,1
2006-02-27,45.35,44.5,33.7114,44.072,39.3356,DOWN,0
2006-02-28,44.82,45.38,33.798,44.54,39.4916,UP,1
2006-03-01,45.81,45.11,33.891,44.898,39.6564,DOWN,0
2006-03-02,45.5,45.78,33.98,45.148,39.8304,DOWN,0
2006-03-03,45.27,45.55,34.0671,45.35,40.0114,DOWN,0
2006-03-06,44.89,45.27,34.1481,45.258,40.1898,DOWN,0
2006-03-07,44.55,44.695,34.2261,45.204,40.3398,DOWN,0
2006-03-08,44.08,44.12,34.3015,44.858,40.4646,DOWN,0
2006-03-09,44.08,44.21,34.3771,44.574,40.5824,UP,1
2006-03-10,44.85,43.97,34.4532,44.49,40.7314,DOWN,0
2006-03-13,44.59,44.65,34.5301,44.43,40.8688,UP,1
2006-03-14,45.84,44.54,34.6116,44.688,41.0224,UP,1
2006-03-15,46.26,45.89,34.6975,45.124,41.207,DOWN,0
2006-03-16,45.46,46.19,34.7819,45.4,41.3702,DOWN,0
2006-03-17,45.29,45.56,34.864,45.488,41.5148,UP,1
2006-03-20,45.73,45.24,34.9493,45.716,41.6652,UP,1
2006-03-21,45.83,45.68,35.036,45.714,41.8202,UP,1
2006-03-22,47.3,45.67,35.1295,45.922,42.0198,DOWN,0
2006-03-23,46.97,46.72,35.223,46.224,42.221,UP,1
2006-03-24,47.03,47.15,35.3194,46.572,42.43,UP,1
2006-03-27,49.37,47.15,35.4275,47.3,42.6878,UP,1
2006-03-28,49.4,49.16,35.5371,48.014,42.945,UP,1
2006-03-29,49.6,49.67,35.6467,48.474,43.2104,DOWN,0
2006-03-30,49.47,49.77,35.7553,48.974,43.4602,DOWN,0
2006-03-31,49.09,49.47,35.861,49.386,43.6828,UP,1
2006-04-03,49.38,49.47,35.9653,49.388,43.9338,UP,1
2006-04-04,50.11,49.68,36.0711,49.53,44.196,UP,1
2006-04-05,51.44,49.96,36.1841,49.898,44.4438,UP,1
2006-04-06,52.16,51.47,36.3007,50.436,44.71,UP,1
2006-04-07,52.29,52.39,36.4177,51.076,44.948,DOWN,0
2006-04-10,52.28,52.43,36.5374,51.656,45.1848,UP,1
2006-04-11,52.38,52.87,36.6587,52.11,45.4238,UP,1
2006-04-12,52.5,52.6,36.7788,52.322,45.6646,DOWN,0
2006-04-13,51.43,51.63,36.8917,52.176,45.8982,DOWN,0
2006-04-17,49.09,50.23,36.9909,51.536,46.087,DOWN,0
2006-04-18,48.77,49.25,37.0892,50.834,46.2702,UP,1
2006-04-19,49.39,48.75,37.1905,50.236,46.4496,UP,1
2006-04-20,49.79,49.54,37.2925,49.694,46.6312,DOWN,0
2006-04-21,48.72,49.59,37.3901,49.152,46.7654,DOWN,0
2006-04-24,48.68,49.8,37.488,49.07,46.9002,UP,1
2006-04-25,50.04,49.15,37.5933,49.324,47.0618,DOWN,0
2006-04-26,45.89,49.03,37.6742,48.624,47.1472,DOWN,0
2006-04-27,45.19,45.66,37.751,47.704,47.1974,DOWN,0
2006-04-28,44.35,45.24,37.8239,46.83,47.2254,UP,1
2006-05-01,45.2,44.57,37.9,46.134,47.2728,UP,1
2006-05-02,46.3,45.36,37.981,45.386,47.3364,DOWN,0
2006-05-03,46.09,46.15,38.062,45.426,47.4086,UP,1
2006-05-04,48.24,46.52,38.1549,46.036,47.493,UP,1
2006-05-05,48.66,48.9,38.248,46.898,47.5812,UP,1
2006-05-08,49.7,48.92,38.3466,47.798,47.69,DOWN,0
2006-05-09,49.61,49.75,38.4439,48.46,47.7752,DOWN,0
2006-05-10,49.49,49.52,38.543,49.14,47.8686,DOWN,0
2006-05-11,48.86,49.27,38.6375,49.264,47.9296,DOWN,0
2006-05-12,47.2,48.96,38.7185,48.972,47.9636,DOWN,0
2006-05-15,46.7,47.03,38.7957,48.372,47.9922,DOWN,0
2006-05-16,46.45,46.18,38.8716,47.74,48.0234,DOWN,0
2006-05-17,45.7,46.52,38.9434,46.982,48.0464,DOWN,0
2006-05-18,44.57,45.7,39.0105,46.124,48.0562,DOWN,0
2006-05-19,44.07,44.61,39.0769,45.498,48.056,UP,1
2006-05-22,44.96,43.52,39.1511,45.15,48.0582,DOWN,0
2006-05-23,44.83,45.5,39.2259,44.826,48.063,UP,1
2006-05-24,45.0,44.11,39.3016,44.686,48.0462,UP,1
2006-05-25,45.2,45.05,39.3795,44.812,48.025,DOWN,0
2006-05-26,45.15,45.31,39.4578,45.028,48.0188,DOWN,0
2006-05-30,44.03,44.88,39.5301,44.842,47.9936,UP,1
2006-05-31,44.04,44.02,39.6027,44.684,47.9598,UP,1
2006-06-01,45.65,44.15,39.6827,44.814,47.9562,UP,1
2006-06-02,45.99,46.11,39.7669,44.972,47.93,DOWN,0
2006-06-05,44.33,46.14,39.842,44.808,47.8772,DOWN,0
2006-06-06,43.41,44.32,39.9117,44.684,47.8048,UP,1
2006-06-07,43.97,44.75,39.9841,44.67,47.6968,DOWN,0
2006-06-08,43.35,43.6,40.051,44.21,47.5758,UP,1
2006-06-09,43.59,43.6,40.1205,43.73,47.4556,DOWN,0
2006-06-12,42.8,44.34,40.1839,43.424,47.3222,UP,1
2006-06-13,43.09,42.52,40.2468,43.36,47.2022,UP,1
2006-06-14,43.21,43.0,40.3121,43.208,47.0788,UP,1
2006-06-15,45.68,43.59,40.3882,43.674,46.9902,UP,1
2006-06-16,46.6,45.57,40.4701,44.276,46.8934,UP,1
2006-06-19,46.94,46.81,40.5504,45.104,46.789,UP,1
2006-06-20,47.0,46.94,40.6285,45.886,46.6832,UP,1
2006-06-21,49.22,47.32,40.7193,47.088,46.622,DOWN,0
2006-06-22,47.93,48.83,40.8023,47.538,46.533,UP,1
2006-06-23,48.76,47.6,40.8882,47.97,46.4582,UP,1
2006-06-26,49.38,48.88,40.9804,48.458,46.4172,DOWN,0
2006-06-27,48.28,49.5,41.067,48.714,46.401,DOWN,0
2006-06-28,48.21,48.6,41.1525,48.512,46.3898,UP,1
2006-06-29,51.94,48.6,41.2574,49.314,46.4408,UP,1
2006-06-30,53.3,52.0,41.3687,50.222,46.511,UP,1
2006-07-03,54.79,53.62,41.4881,51.304,46.6324,DOWN,0
2006-07-05,52.75,54.63,41.5985,52.198,46.7138,UP,1
2006-07-06,53.05,52.64,41.7108,53.166,46.774,DOWN,0
2006-07-07,51.91,52.85,41.8178,53.16,46.8944,DOWN,0
2006-07-10,51.86,52.0,41.9239,52.872,47.0278,DOWN,0
2006-07-11,51.72,51.93,42.0298,52.258,47.1752,DOWN,0
2006-07-12,50.82,51.51,42.1327,51.872,47.2876,DOWN,0
2006-07-13,48.34,50.93,42.2235,50.93,47.3284,DOWN,0
2006-07-14,46.5,48.5,42.3034,49.848,47.3366,DOWN,0
2006-07-17,46.36,46.43,42.3825,48.748,47.299,UP,1
2006-07-18,46.65,46.4,42.4584,47.734,47.2588,UP,1
2006-07-19,47.97,46.65,42.538,47.164,47.2242,DOWN,0
2006-07-20,44.13,47.93,42.5975,46.322,47.1146,UP,1
2006-07-21,44.52,43.93,42.6604,45.926,47.0152,UP,1
2006-07-24,46.27,44.88,42.7348,45.908,46.9634,DOWN,0
2006-07-25,45.69,45.9,42.8078,45.716,46.9332,DOWN,0
2006-07-26,45.29,45.7,42.8776,45.18,46.905,DOWN,0
2006-07-27,43.79,45.29,42.9391,45.112,46.8518,UP,1
2006-07-28,46.4,44.2,43.01,45.488,46.8658,DOWN,0
2006-07-31,45.78,46.41,43.0794,45.39,46.89,DOWN,0
2006-08-01,44.57,44.45,43.1461,45.166,46.9,UP,1
2006-08-02,45.57,44.4,43.2181,45.222,46.9122,UP,1
2006-08-03,47.76,45.55,43.298,46.016,46.9708,DOWN,0
2006-08-04,47.01,48.42,43.3791,46.138,47.011,DOWN,0
2006-08-07,46.46,46.78,43.4579,46.274,47.0362,DOWN,0
2006-08-08,45.46,46.54,43.5332,46.452,47.0424,DOWN,0
2006-08-09,43.64,46.03,43.5981,46.066,47.0346,UP,1
2006-08-10,46.05,43.55,43.6685,45.724,47.0748,DOWN,0
2006-08-11,44.81,46.16,43.728,45.284,47.058,UP,1
2006-08-14,45.11,45.78,43.7864,45.014,47.0404,UP,1
2006-08-15,47.06,46.04,43.8582,45.334,47.095,UP,1
2006-08-16,47.9,47.5,43.9253,46.186,47.1848,UP,1
2006-08-17,48.13,47.86,43.9896,46.602,47.268,DOWN,0
2006-08-18,47.92,48.28,44.0502,47.224,47.3594,UP,1
2006-08-21,47.98,47.8,44.1064,47.798,47.4472,DOWN,0
2006-08-22,47.06,47.73,44.1554,47.798,47.5324,DOWN,0
2006-08-23,45.53,46.91,44.2023,47.324,47.5812,UP,1
2006-08-24,45.72,45.92,44.2463,46.842,47.6314,DOWN,0
2006-08-25,45.07,45.78,44.2866,46.272,47.6192,UP,1
2006-08-28,46.84,45.25,44.3309,46.044,47.624,DOWN,0
2006-08-29,46.7,46.72,44.37,45.972,47.6192,DOWN,0
2006-08-30,45.37,46.74,44.3983,45.94,47.5866,UP,1
2006-08-31,45.82,45.7,44.4345,45.96,47.5186,UP,1
2006-09-01,46.04,46.15,44.4756,46.154,47.4808,DOWN,0
2006-09-05,45.01,46.19,44.5116,45.788,47.4058,DOWN,0
2006-09-06,43.3,44.98,44.5331,45.108,47.2842,UP,1
2006-09-07,43.72,43.25,44.5519,44.778,47.193,DOWN,0
2006-09-08,43.23,43.56,44.5623,44.26,47.0934,UP,1
2006-09-11,44.13,42.87,44.5767,43.878,46.9372,UP,1
2006-09-12,45.77,43.74,44.5985,44.03,46.7866,UP,1
2006-09-13,46.64,45.63,44.6243,44.698,46.6236,DOWN,0
2006-09-14,45.36,46.35,44.6475,45.026,46.4758,UP,1
2006-09-15,45.52,45.64,44.6703,45.484,46.3252,DOWN,0
2006-09-18,44.65,45.36,44.691,45.588,46.18,UP,1
2006-09-19,44.94,44.67,44.7111,45.422,46.0416,UP,1
2006-09-20,45.05,45.281,44.7368,45.104,45.9082,DOWN,0
2006-09-21,44.33,45.35,44.7602,44.898,45.7784,DOWN,0
2006-09-22,43.41,43.99,44.7782,44.476,45.6798,UP,1
2006-09-25,43.67,43.6,44.8023,44.28,45.6232,UP,1
2006-09-26,44.89,43.5,44.8335,44.27,45.5938,UP,1
2006-09-27,45.3,44.79,44.8667,44.32,45.5668,DOWN,0
2006-09-28,44.5,45.11,44.8987,44.354,45.4974,UP,1
2006-09-29,44.58,44.25,44.933,44.588,45.5064,DOWN,0
2006-10-02,42.99,44.73,44.9628,44.452,45.4758,UP,1
2006-10-03,43.58,43.05,44.9929,44.19,45.422,UP,1
2006-10-04,45.0,43.35,45.0339,44.13,45.4082,UP,1
2006-10-05,45.59,44.75,45.0807,44.348,45.4142,DOWN,0
2006-10-06,44.11,45.45,45.1214,44.254,45.4206,DOWN,0
2006-10-09,43.83,44.15,45.1553,44.422,45.3692,UP,1
2006-10-10,44.41,44.04,45.1882,44.588,45.3418,DOWN,0
2006-10-11,43.1,44.2,45.2127,44.208,45.3124,UP,1
2006-10-12,43.25,43.11,45.242,43.74,45.266,DOWN,0
2006-10-13,43.11,43.0,45.2689,43.54,45.173,UP,1
2006-10-16,43.65,43.0,45.2964,43.504,45.1058,DOWN,0
2006-10-17,41.81,43.06,45.3203,42.984,45.0128,DOWN,0
2006-10-18,40.7,42.17,45.3373,42.504,44.9176,UP,1
2006-10-19,43.14,39.88,45.3627,42.482,44.9076,UP,1
2006-10-20,43.46,43.34,45.3889,42.552,44.8558,DOWN,0
2006-10-23,42.72,43.01,45.4121,42.366,44.814,DOWN,0
2006-10-24,42.56,42.43,45.4383,42.516,44.763,UP,1
2006-10-25,43.87,44.25,45.4731,43.15,44.6992,DOWN,0
2006-10-26,43.72,43.37,45.5088,43.266,44.6156,DOWN,0
2006-10-27,42.76,43.32,45.5402,43.126,44.5082,UP,1
2006-10-30,42.96,42.89,45.5723,43.174,44.409,DOWN,0
2006-10-31,41.74,43.01,45.5994,43.01,44.2842,DOWN,0
2006-11-01,41.48,42.2,45.6219,42.532,44.1726,DOWN,0
2006-11-02,41.26,41.24,45.6384,42.04,44.0872,DOWN,0
2006-11-03,41.21,41.6,45.6603,41.73,43.997,UP,1
2006-11-06,42.02,41.7,45.6854,41.542,43.936,UP,1
2006-11-07,42.21,41.69,45.7012,41.636,43.8434,DOWN,0
2006-11-08,41.81,41.46,45.716,41.702,43.7456,DOWN,0
2006-11-09,41.0,41.66,45.719,41.65,43.6582,UP,1
2006-11-10,41.61,41.07,45.7249,41.73,43.574,UP,1
2006-11-13,42.66,41.36,45.736,41.858,43.5064,DOWN,0
2006-11-14,42.45,42.38,45.746,41.906,43.4552,UP,1
2006-11-15,42.9,42.32,45.7617,42.124,43.4472,UP,1
2006-11-16,44.05,43.23,45.7837,42.734,43.4538,DOWN,0
2006-11-17,43.59,44.01,45.8036,43.13,43.461,DOWN,0
2006-11-20,42.75,42.13,45.8153,43.148,43.4334,UP,1
2006-11-21,42.82,42.5,45.8258,43.222,43.3744,DOWN,0
2006-11-22,42.7,42.67,45.8293,43.182,43.2956,DOWN,0
2006-11-24,42.62,42.22,45.8327,42.896,43.2408,UP,1
2006-11-27,44.18,42.22,45.8438,43.014,43.214,UP,1
2006-11-28,44.27,43.75,45.857,43.318,43.2064,DOWN,0
2006-11-29,44.23,44.55,45.8648,43.6,43.1922,DOWN,0
2006-11-30,44.01,43.99,45.8701,43.862,43.1714,DOWN,0
2006-12-01,43.47,43.72,45.8733,44.032,43.1542,DOWN,0
2006-12-04,43.0,44.0,45.8727,43.796,43.146,DOWN,0
2006-12-05,42.99,43.13,45.8752,43.54,43.1324,DOWN,0
2006-12-06,42.88,42.94,45.8695,43.27,43.0922,DOWN,0
2006-12-07,42.47,42.93,45.8606,42.962,43.0356,DOWN,0
2006-12-08,42.08,42.32,45.8497,42.684,42.9872,UP,1
2006-12-11,42.53,42.05,45.8356,42.59,42.9462,UP,1
2006-12-12,42.64,42.22,45.8247,42.52,42.9392,DOWN,0
2006-12-13,42.2,42.89,45.8067,42.384,42.9116,UP,1
2006-12-14,43.37,42.38,45.796,42.564,42.879,DOWN,0
2006-12-15,42.97,43.46,45.7845,42.742,42.8266,DOWN,0
2006-12-18,41.55,43.01,45.7678,42.546,42.7754,DOWN,0
2006-12-19,41.0,41.35,45.7501,42.218,42.7188,UP,1
2006-12-20,41.03,40.9,45.7348,41.984,42.6512,DOWN,0
2006-12-21,40.7,41.02,45.7179,41.45,42.6032,DOWN,0
2006-12-22,39.44,40.53,45.6909,40.744,42.527,UP,1
2006-12-26,40.51,39.6,45.6705,40.536,42.475,UP,1
2006-12-27,40.78,40.8,45.6452,40.492,42.4176,UP,1
2006-12-28,40.92,40.54,45.6185,40.47,42.3998,DOWN,0
2006-12-29,40.89,40.94,45.5956,40.508,42.4036,UP,1
2007-01-03,43.3,42.25,45.5857,41.28,42.4068,UP,1
2007-01-04,43.49,43.01,45.5745,41.876,42.4074,DOWN,0
2007-01-05,43.05,43.62,45.5606,42.33,42.414,UP,1
2007-01-08,43.31,43.0,45.5406,42.808,42.429,UP,1
2007-01-09,43.44,43.25,45.523,43.318,42.4204,DOWN,0
2007-01-10,43.2,43.07,45.5038,43.298,42.41,UP,1
2007-01-11,44.05,43.41,45.4772,43.41,42.4358,UP,1
2007-01-12,44.6,44.1,45.4532,43.72,42.4686,DOWN,0
2007-01-16,44.41,44.51,45.4273,43.94,42.522,DOWN,0
2007-01-17,44.18,44.23,45.4008,44.088,42.576,DOWN,0
2007-01-18,44.07,44.38,45.3757,44.262,42.6322,UP,1
2007-01-19,44.53,43.99,45.3515,44.358,42.6986,DOWN,0
2007-01-22,43.67,44.79,45.3193,44.172,42.7316,DOWN,0
2007-01-23,43.5,43.37,45.2796,43.99,42.7574,UP,1
2007-01-24,43.82,43.56,45.2379,43.918,42.7976,DOWN,0
2007-01-25,42.89,43.58,45.1909,43.682,42.8354,UP,1
2007-01-26,42.94,42.95,45.1441,43.364,42.862,UP,1
2007-01-29,43.07,42.59,45.0976,43.244,42.8702,UP,1
2007-01-30,43.76,42.96,45.0539,43.296,42.8964,UP,1
2007-01-31,53.2,47.3928,45.0628,45.172,43.1024,DOWN,0
2007-02-01,52.6,52.04,45.0803,47.114,43.2734,UP,1
2007-02-02,52.89,52.51,45.1009,49.104,43.4594,DOWN,0
2007-02-05,52.15,52.72,45.1147,50.92,43.6474,DOWN,0
2007-02-06,51.98,52.15,45.1256,52.564,43.8306,UP,1
2007-02-07,52.85,51.76,45.1463,52.494,44.0336,DOWN,0
2007-02-08,52.5,52.9,45.1654,52.474,44.2312,DOWN,0
2007-02-09,51.79,52.55,45.1742,52.254,44.3834,DOWN,0
2007-02-12,51.42,51.48,45.2018,52.108,44.5264,UP,1
2007-02-13,51.67,50.72,45.2342,52.046,44.6752,UP,1
2007-02-14,53.12,51.76,45.2781,52.1,44.8574,DOWN,0
2007-02-15,52.53,53.0,45.3147,52.106,45.0386,UP,1
2007-02-16,52.71,52.65,45.3468,52.29,45.2328,UP,1
2007-02-20,54.03,53.33,45.3865,52.812,45.4536,UP,1
2007-02-21,54.38,53.97,45.4172,53.354,45.6836,DOWN,0
2007-02-22,53.99,54.6,45.4438,53.528,45.914,DOWN,0
2007-02-23,53.91,54.01,45.4649,53.804,46.1506,DOWN,0
2007-02-26,52.4,53.98,45.4788,53.742,46.348,DOWN,0
2007-02-27,51.65,53.02,45.4896,53.266,46.5282,DOWN,0
2007-02-28,50.96,51.52,45.5001,52.582,46.7034,UP,1
2007-03-01,50.97,50.2,45.5189,51.978,46.8554,DOWN,0
2007-03-02,49.97,50.65,45.5353,51.19,46.9954,DOWN,0
2007-03-05,49.97,49.9,45.5529,50.704,47.1638,UP,1
2007-03-06,50.46,50.27,45.5767,50.466,47.353,UP,1
2007-03-07,50.57,50.02,45.6067,50.388,47.5438,UP,1
2007-03-08,51.09,51.0,45.6418,50.412,47.7516,DOWN,0
2007-03-09,48.62,50.1,45.6601,50.142,47.9352,DOWN,0
2007-03-12,48.44,48.6,45.6781,49.836,48.0938,DOWN,0
2007-03-13,46.74,48.18,45.6868,49.092,48.213,UP,1
2007-03-14,47.11,46.87,45.6964,48.4,48.3368,UP,1
2007-03-15,47.54,47.21,45.7083,47.69,48.4698,DOWN,0
2007-03-16,47.48,47.3,45.7256,47.462,48.5534,UP,1
2007-03-19,47.6,47.57,45.7434,47.294,48.6356,UP,1
2007-03-20,47.7,47.6,45.7536,47.486,48.7286,UP,1
2007-03-21,49.15,47.81,45.7694,47.894,48.8454,DOWN,0
2007-03-22,48.58,49.35,45.7907,48.102,48.9482,UP,1
2007-03-23,49.37,48.76,45.8205,48.48,49.0716,DOWN,0
2007-03-26,48.96,49.55,45.8454,48.752,49.1698,DOWN,0
2007-03-27,48.37,48.65,45.8705,48.886,49.2452,DOWN,0
2007-03-28,47.66,48.05,45.8909,48.588,49.3102,DOWN,0
2007-03-29,47.58,47.57,45.9148,48.388,49.3782,UP,1
2007-03-30,48.05,47.49,45.9396,48.124,49.4578,DOWN,0
2007-04-02,47.5,48.0,45.961,47.832,49.5172,UP,1
2007-04-03,49.12,47.65,45.9782,47.982,49.6262,DOWN,0
2007-04-04,49.0,49.24,45.9902,48.25,49.7362,DOWN,0
2007-04-05,48.84,48.7,45.9997,48.502,49.8366,DOWN,0
2007-04-09,48.75,49.0,46.0085,48.642,49.9538,DOWN,0
2007-04-10,48.69,48.52,46.0058,48.88,50.0688,DOWN,0
