ticker,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-10-25,28.4428,28.7878,30.4022,28.6293,29.2858,DOWN,0
2005-10-26,27.888,28.3962,30.3995,28.4474,29.2125,DOWN,0
2005-10-27,27.0861,27.8927,30.3924,28.177,29.1234,UP,1
2005-10-28,27.6922,27.0908,30.3861,27.999,29.0479,UP,1
2005-10-31,27.7948,27.8787,30.3774,27.7808,28.9741,DOWN,0
2005-11-01,27.4917,27.8088,30.3655,27.5906,28.9011,UP,1
2005-11-02,28.177,27.5523,30.3575,27.6484,28.8404,UP,1
2005-11-03,28.6572,28.3915,30.3534,27.9626,28.7917,UP,1
2005-11-04,28.9276,28.881,30.3524,28.2097,28.7495,DOWN,0
2005-11-07,28.7132,28.8577,30.3516,28.3934,28.7105,DOWN,0
2005-11-08,28.4987,28.7132,30.3495,28.5948,28.6735,UP,1
2005-11-09,28.5453,28.6106,30.3465,28.6684,28.6607,UP,1
2005-11-10,29.6409,28.4148,30.3462,28.8652,28.6641,DOWN,0
2005-11-11,29.4544,29.3239,30.345,28.9705,28.6809,UP,1
2005-11-14,29.7202,29.3892,30.3463,29.1719,28.7036,DOWN,0
2005-11-15,29.4078,29.8041,30.346,29.3537,28.7085,DOWN,0
2005-11-16,29.254,29.5244,30.3442,29.4955,28.6971,UP,1
2005-11-17,29.4218,29.3239,30.3418,29.4516,28.7036,UP,1
2005-11-18,29.6689,29.6269,30.3374,29.4945,28.7097,UP,1
2005-11-21,30.0558,29.599,30.3327,29.5617,28.7304,UP,1
2005-11-22,30.0978,29.9393,30.3299,29.6997,28.7451,UP,1
2005-11-23,30.1957,30.0139,30.3304,29.888,28.765,DOWN,0
2005-11-25,30.1537,30.2983,30.3318,30.0344,28.7897,DOWN,0
2005-11-28,29.7155,30.2003,30.3286,30.0437,28.8106,UP,1
2005-11-29,30.2237,29.9533,30.3282,30.0773,28.8473,DOWN,0
2005-11-30,30.1211,30.2983,30.3274,30.0819,28.887,UP,1
2005-12-01,31.3658,30.909,30.3332,30.316,28.9549,UP,1
2005-12-02,31.3845,31.4218,30.3411,30.5621,29.0133,DOWN,0
2005-12-05,31.3146,31.1887,30.349,30.8819,29.0629,DOWN,0
2005-12-06,31.2586,31.3938,30.3592,31.0889,29.114,UP,1
2005-12-07,31.2679,31.1887,30.3699,31.3183,29.167,UP,1
2005-12-08,31.5383,31.24,30.3817,31.3528,29.2307,UP,1
2005-12-09,31.557,31.5523,30.39,31.3873,29.2973,UP,1
2005-12-12,31.6735,31.571,30.3989,31.4591,29.3434,DOWN,0
2005-12-13,31.5616,31.585,30.4061,31.5197,29.3867,DOWN,0
2005-12-14,31.5477,31.6223,30.4112,31.5756,29.4258,UP,1
2005-12-15,31.585,31.515,30.4158,31.585,29.4685,DOWN,0
2005-12-16,31.571,31.585,30.4177,31.5878,29.5059,DOWN,0
2005-12-19,31.2167,31.5663,30.4158,31.4964,29.5383,DOWN,0
2005-12-20,31.2167,31.1421,30.4158,31.4274,29.5852,UP,1
2005-12-21,31.3286,31.254,30.4183,31.3836,29.6385,UP,1
2005-12-22,31.7248,31.4451,30.4229,31.4115,29.7094,DOWN,0
2005-12-23,31.4498,31.7435,30.4262,31.3873,29.7729,DOWN,0
2005-12-27,31.3052,31.4544,30.4267,31.405,29.827,DOWN,0
2005-12-28,31.2446,31.3052,30.426,31.4106,29.8883,UP,1
2005-12-29,31.5896,31.3985,30.4286,31.4628,29.969,DOWN,0
2005-12-30,31.2213,31.585,30.4311,31.3621,30.0175,UP,1
2006-01-03,31.4731,31.2913,30.4364,31.3668,30.0782,UP,1
2006-01-04,31.8181,31.5896,30.4441,31.4693,30.1429,DOWN,0
2006-01-05,31.7388,31.8181,30.4522,31.5682,30.2,UP,1
2006-01-06,31.9486,31.8554,30.4602,31.64,30.2701,UP,1
2006-01-09,32.3029,31.9444,30.4697,31.8563,30.3584,DOWN,0
2006-01-10,32.205,32.0512,30.4793,32.0027,30.4608,UP,1
2006-01-11,32.6246,32.191,30.4921,32.164,30.5594,DOWN,0
2006-01-12,32.3169,32.4474,30.4984,32.2796,30.6499,UP,1
2006-01-13,32.4241,32.4055,30.5047,32.3747,30.7485,DOWN,0
2006-01-17,32.1724,32.2516,30.5118,32.3486,30.8284,DOWN,0
2006-01-18,31.7761,32.1724,30.5169,32.2628,30.8908,UP,1
2006-01-19,31.9812,31.8414,30.5205,32.1341,30.9519,DOWN,0
2006-01-20,31.0395,31.9812,30.5201,31.8787,30.9984,UP,1
2006-01-23,31.0442,31.0535,30.5179,31.6027,31.0493,UP,1
2006-01-24,31.2213,31.1467,30.5168,31.4125,31.1028,UP,1
2006-01-25,31.3192,31.2078,30.5153,31.3211,31.1364,UP,1
2006-01-26,31.7621,31.5383,30.5148,31.2773,31.1825,UP,1
2006-01-27,32.191,31.8181,30.5185,31.5076,31.232,DOWN,0
2006-01-30,31.3472,32.2115,30.5203,31.5682,31.2707,DOWN,0
2006-01-31,31.0675,31.4917,30.5263,31.5374,31.307,UP,1
2006-02-01,31.6875,31.0558,30.5382,31.6111,31.3523,DOWN,0
2006-02-02,31.0721,31.4684,30.5475,31.4731,31.3804,DOWN,0
2006-02-03,30.7924,31.0605,30.5565,31.1934,31.3951,UP,1
2006-02-06,31.1421,30.9509,30.5645,31.1523,31.416,DOWN,0
2006-02-07,31.0395,31.1267,30.5708,31.1467,31.4329,DOWN,0
2006-02-08,30.8204,30.1304,30.5736,30.9733,31.4462,UP,1
2006-02-09,31.5337,31.7481,30.5778,31.0656,31.4826,UP,1
2006-02-10,32.3728,32.1211,30.586,31.3817,31.5256,DOWN,0
2006-02-13,32.1211,32.1677,30.5989,31.5775,31.5656,DOWN,0
2006-02-14,32.0418,32.1584,30.6129,31.778,31.5791,UP,1
2006-02-15,32.508,31.8274,30.6325,32.1155,31.6016,DOWN,0
2006-02-16,32.4008,32.5183,30.6526,32.2889,31.6233,DOWN,0
2006-02-17,32.2982,32.2609,30.6694,32.274,31.6441,DOWN,0
2006-02-21,31.6223,32.2982,30.6827,32.1742,31.6512,UP,1
2006-02-22,31.8507,31.6269,30.6976,32.136,31.6574,UP,1
2006-02-23,32.0512,31.6782,30.7118,32.0446,31.6673,DOWN,0
2006-02-24,31.9533,32.0745,30.7279,31.9551,31.6729,UP,1
2006-02-27,32.2843,31.9346,30.7449,31.9523,31.6873,DOWN,0
2006-02-28,31.888,32.1677,30.7614,32.0055,31.6941,UP,1
2006-03-01,32.0791,32.0045,30.78,32.0512,31.704,DOWN,0
2006-03-02,31.8787,32.0092,30.7952,32.0167,31.7102,DOWN,0
2006-03-03,31.7248,31.7621,30.8081,31.971,31.7203,UP,1
2006-03-06,31.8927,31.8647,30.8173,31.8927,31.7339,DOWN,0
2006-03-07,31.6456,31.7761,30.8236,31.8442,31.7402,UP,1
2006-03-08,31.9299,31.6502,30.8317,31.8143,31.7443,DOWN,0
2006-03-09,31.8647,31.846,30.8376,31.8115,31.7526,DOWN,0
2006-03-10,31.6689,31.7947,30.8398,31.8003,31.7599,DOWN,0
2006-03-13,31.5523,31.7248,30.8423,31.7323,31.766,DOWN,0
2006-03-14,31.5104,31.5421,30.8431,31.7052,31.7644,DOWN,0
2006-03-15,31.5057,31.4917,30.8434,31.6204,31.7701,UP,1
2006-03-16,31.7295,31.6223,30.8446,31.5934,31.7753,UP,1
2006-03-17,32.2843,31.9439,30.848,31.7164,31.7846,DOWN,0
2006-03-20,32.191,32.2283,30.8462,31.8442,31.7936,UP,1
2006-03-21,32.3868,32.2843,30.8461,32.0195,31.8024,UP,1
2006-03-22,32.4195,32.191,30.8466,32.2022,31.8047,DOWN,0
2006-03-23,32.3076,32.177,30.8468,32.3178,31.8068,DOWN,0
2006-03-24,32.0745,32.2143,30.8468,32.2759,31.7958,UP,1
2006-03-27,32.1024,32.0278,30.845,32.2582,31.7915,DOWN,0
2006-03-28,31.9766,32.0278,30.8449,32.1761,31.7825,UP,1
2006-03-29,32.2703,31.9579,30.8473,32.1463,31.7845,UP,1
2006-03-30,32.3169,32.1351,30.8482,32.1481,31.7953,DOWN,0
2006-03-31,31.9812,32.2936,30.8479,32.1295,31.7953,UP,1
2006-04-03,32.6339,32.0045,30.8502,32.2358,31.8272,UP,1
2006-04-04,32.9602,32.6386,30.8536,32.4325,31.8655,UP,1
2006-04-05,33.4964,32.7971,30.8594,32.6777,31.911,UP,1
2006-04-06,33.7108,33.4917,30.8676,32.9565,31.9589,UP,1
2006-04-07,33.7481,33.6362,30.8754,33.3099,31.9986,DOWN,0
2006-04-10,33.3146,33.6642,30.883,33.446,32.021,DOWN,0
2006-04-11,32.7411,33.3985,30.8885,33.4022,32.0489,DOWN,0
2006-04-12,32.7178,32.7178,30.8942,33.2465,32.0819,DOWN,0
2006-04-13,32.6712,32.7738,30.898,33.0386,32.1016,UP,1
2006-04-17,33.3798,32.8717,30.9056,32.9649,32.1478,UP,1
2006-04-18,33.9113,33.4731,30.9161,33.0843,32.2101,UP,1
2006-04-19,34.0651,34.0045,30.9263,33.3491,32.2686,UP,1
2006-04-20,34.1537,33.6735,30.936,33.6362,32.3309,UP,1
2006-04-21,34.205,34.2656,30.9466,33.943,32.3986,DOWN,0
2006-04-24,33.9999,34.0651,30.9567,34.067,32.4479,DOWN,0
2006-04-25,33.7248,34.1164,30.9634,34.0297,32.4749,UP,1
2006-04-26,33.8693,33.7295,30.9683,33.9905,32.5099,UP,1
2006-04-27,34.3588,33.8693,30.9763,34.0316,32.5562,DOWN,0
2006-04-28,34.0651,34.2423,30.9825,34.0036,32.5874,UP,1
2006-05-01,34.2143,34.0325,30.9953,34.0465,32.6237,DOWN,0
2006-05-02,34.0512,34.3542,31.0074,34.1118,32.6587,UP,1
2006-05-03,34.4288,33.9579,31.023,34.2236,32.7148,UP,1
2006-05-04,34.8717,34.3355,31.0398,34.3262,32.7753,UP,1
2006-05-05,35.1094,34.9416,31.0558,34.5351,32.8364,UP,1
2006-05-08,35.6083,35.1094,31.0751,34.8139,32.9095,UP,1
2006-05-09,35.7388,35.4777,31.094,35.1514,32.9786,DOWN,0
2006-05-10,35.5943,35.6176,31.1127,35.3845,33.0527,DOWN,0
2006-05-11,35.226,35.5057,31.1277,35.4553,33.1157,DOWN,0
2006-05-12,34.9229,34.9882,31.1429,35.418,33.1766,UP,1
2006-05-15,35.0069,34.9229,31.1558,35.2978,33.2422,DOWN,0
2006-05-16,34.9696,34.9696,31.171,35.1439,33.3037,DOWN,0
2006-05-17,33.9719,34.6153,31.1811,34.8194,33.3503,DOWN,0
2006-05-18,33.6922,33.9672,31.1887,34.5127,33.3855,UP,1
2006-05-19,34.233,34.1257,31.1986,34.3747,33.4329,DOWN,0
2006-05-22,33.7714,33.8414,31.2071,34.1276,33.4749,DOWN,0
2006-05-23,33.4171,33.8926,31.2147,33.8171,33.5122,UP,1
2006-05-24,33.571,33.4218,31.2236,33.7369,33.5534,UP,1
2006-05-25,33.8693,33.7947,31.2335,33.7724,33.6007,UP,1
2006-05-26,34.0978,33.9859,31.2433,33.7453,33.6481,DOWN,0
2006-05-30,33.4218,34.0978,31.2504,33.6754,33.6708,UP,1
2006-05-31,33.7201,33.501,31.261,33.736,33.7014,UP,1
2006-06-01,34.7877,33.7388,31.2769,33.9794,33.7494,DOWN,0
2006-06-02,34.536,34.7877,31.2918,34.1127,33.7918,DOWN,0
2006-06-05,34.0791,34.3215,31.3045,34.109,33.8272,DOWN,0
2006-06-06,33.6595,34.0325,31.3155,34.1565,33.8589,UP,1
2006-06-07,34.0372,33.7528,31.3282,34.2199,33.8976,DOWN,0
2006-06-08,33.5943,34.0372,31.3405,33.9812,33.9299,UP,1
2006-06-09,33.9626,33.6642,31.3543,33.8665,33.9638,DOWN,0
2006-06-12,33.6316,34.0791,31.367,33.777,33.9901,DOWN,0
2006-06-13,33.1001,33.3798,31.3773,33.6651,34.0125,DOWN,0
2006-06-14,32.7085,33.1094,31.3875,33.3994,34.0139,UP,1
2006-06-15,33.585,32.7085,31.4037,33.3975,34.0264,DOWN,0
2006-06-16,33.5383,33.5477,31.4254,33.3127,34.0273,UP,1
2006-06-19,33.5663,33.6595,31.4459,33.2996,34.0244,UP,1
2006-06-20,33.7435,33.4917,31.4716,33.4283,34.0243,UP,1
2006-06-21,34.0605,33.7435,31.4989,33.6987,34.0392,DOWN,0
2006-06-22,33.5663,34.3122,31.521,33.695,34.0557,UP,1
2006-06-23,33.8274,33.4358,31.541,33.7528,34.0779,UP,1
2006-06-26,33.846,33.7528,31.5647,33.8087,34.1014,DOWN,0
2006-06-27,33.7062,33.6595,31.5865,33.8013,34.1079,UP,1
2006-06-28,34.0978,33.7155,31.6118,33.8087,34.1117,UP,1
2006-06-29,35.17,34.247,31.6409,34.1295,34.1338,UP,1
2006-06-30,35.543,35.4311,31.6726,34.4726,34.1615,DOWN,0
2006-07-03,35.4964,35.543,31.7055,34.8027,34.1874,DOWN,0
2006-07-05,35.0115,35.2633,31.7372,35.0637,34.2076,UP,1
2006-07-06,35.0675,34.9929,31.7706,35.2577,34.2345,DOWN,0
2006-07-07,34.8437,34.8996,31.8041,35.1924,34.2539,UP,1
2006-07-10,34.9835,34.9742,31.8392,35.0805,34.2664,DOWN,0
2006-07-11,34.9649,34.9276,31.8717,34.9742,34.2844,DOWN,0
2006-07-12,34.8437,35.0115,31.9017,34.9407,34.297,DOWN,0
2006-07-13,33.7062,35.6269,31.9267,34.6684,34.2901,DOWN,0
2006-07-14,32.867,33.846,31.948,34.2731,34.2589,UP,1
2006-07-17,34.1537,32.6805,31.977,34.1071,34.2445,DOWN,0
2006-07-18,33.7901,33.874,32.0048,33.8721,34.2181,UP,1
2006-07-19,34.4241,34.0978,32.0301,33.7882,34.1945,DOWN,0
2006-07-20,33.9952,34.5173,32.0531,33.846,34.1596,DOWN,0
2006-07-21,33.0908,34.219,32.0706,33.8908,34.1095,UP,1
2006-07-24,34.2936,33.3798,32.0948,33.9187,34.0909,UP,1
2006-07-25,35.0115,34.2936,32.1213,34.163,34.0926,DOWN,0
2006-07-26,34.0325,34.7598,32.1435,34.0847,34.0732,DOWN,0
2006-07-27,32.4661,34.0418,32.1615,33.7789,34.0231,UP,1
2006-07-28,32.9416,32.5966,32.1829,33.7491,34.0025,DOWN,0
2006-07-31,32.8017,32.8204,32.206,33.4507,33.9847,DOWN,0
2006-08-01,32.7831,32.8111,32.2285,33.005,33.9557,UP,1
2006-08-02,33.4917,32.8204,32.253,32.8968,33.9501,UP,1
2006-08-03,33.9393,33.4917,32.2818,33.1915,33.9605,DOWN,0
2006-08-04,33.5663,34.4055,32.3118,33.3164,33.9604,DOWN,0
2006-08-07,33.557,33.557,32.3356,33.4675,33.9542,DOWN,0
2006-08-08,32.7738,33.557,32.3573,33.4656,33.9277,DOWN,0
2006-08-09,32.5966,32.9975,32.3774,33.2866,33.9112,UP,1
2006-08-10,32.9696,32.3542,32.3978,33.0926,33.8962,UP,1
2006-08-11,33.0815,32.9602,32.421,32.9957,33.8621,UP,1
2006-08-14,33.5756,33.3146,32.4494,32.9994,33.8429,UP,1
2006-08-15,33.8181,34.0045,32.4831,33.2083,33.8376,UP,1
2006-08-16,34.4801,33.846,32.517,33.585,33.854,UP,1
2006-08-17,34.7132,34.4801,32.5516,33.9337,33.8676,DOWN,0
2006-08-18,34.6852,34.7504,32.5876,34.2544,33.8894,DOWN,0
2006-08-21,34.219,34.4428,32.6178,34.3831,33.8945,UP,1
2006-08-22,34.2842,34.0325,32.6459,34.4763,33.9076,DOWN,0
2006-08-23,33.9393,34.2842,32.671,34.3682,33.9243,DOWN,0
2006-08-24,33.9299,33.7714,32.6971,34.2115,33.9488,DOWN,0
2006-08-25,33.5663,33.7528,32.7224,33.9877,33.9484,UP,1
2006-08-28,34.0791,33.4451,32.7501,33.9598,33.9592,UP,1
2006-08-29,34.5546,33.9859,32.7747,34.0139,33.979,UP,1
2006-08-30,34.5826,34.4894,32.8003,34.1425,33.9958,UP,1
2006-08-31,35.1141,34.5919,32.8273,34.3794,34.0168,DOWN,0
2006-09-01,34.8623,35.0302,32.8545,34.6386,34.0428,UP,1
2006-09-05,35.0581,34.9742,32.8836,34.8344,34.0674,DOWN,0
2006-09-06,34.6292,34.7038,32.9096,34.8493,34.083,DOWN,0
2006-09-07,34.6106,34.4521,32.9343,34.8549,34.1011,UP,1
2006-09-08,34.9835,34.7038,32.9589,34.8288,34.1188,UP,1
2006-09-11,35.3006,34.9835,32.985,34.9164,34.1215,UP,1
2006-09-12,36.3728,35.3006,33.0158,35.1794,34.138,UP,1
2006-09-13,36.4008,36.2143,33.0471,35.5337,34.1561,DOWN,0
2006-09-14,36.0278,36.3635,33.0786,35.8171,34.1765,UP,1
2006-09-15,36.0558,36.0838,33.1078,36.0316,34.1962,UP,1
2006-09-18,36.0651,36.1117,33.1375,36.1845,34.2207,UP,1
2006-09-19,36.1863,36.1957,33.1616,36.1472,34.2447,UP,1
2006-09-20,36.55,36.4101,33.1874,36.177,34.2764,DOWN,0
2006-09-21,36.5034,36.6992,33.2134,36.2721,34.3096,DOWN,0
2006-09-22,35.888,36.5034,33.2365,36.2386,34.3532,UP,1
2006-09-25,36.2423,35.8786,33.2614,36.274,34.4208,DOWN,0
2006-09-26,36.0651,36.177,33.284,36.2497,34.459,DOWN,0
2006-09-27,36.0372,36.0651,33.3064,36.1472,34.5039,DOWN,0
2006-09-28,35.8786,36.1957,33.3275,36.0222,34.533,UP,1
2006-09-29,36.0278,35.8041,33.3498,36.0502,34.5737,UP,1
2006-10-02,36.4567,36.2236,33.3743,36.0931,34.641,DOWN,0
2006-10-03,35.3938,36.3635,33.3934,35.9588,34.663,UP,1
2006-10-04,35.7388,35.3938,33.4142,35.8992,34.6775,UP,1
2006-10-05,38.0884,35.7388,33.4486,36.3411,34.7587,DOWN,0
2006-10-06,37.6222,37.8367,33.4806,36.66,34.8618,DOWN,0
2006-10-09,37.4637,37.6222,33.5113,36.8614,34.9522,UP,1
2006-10-10,37.8087,37.5849,33.5417,37.3444,35.0524,DOWN,0
2006-10-11,37.0162,37.5103,33.5695,37.5999,35.137,UP,1
2006-10-12,37.3891,37.2493,33.6,37.46,35.215,UP,1
2006-10-13,38.0884,37.2959,33.6342,37.5532,35.298,UP,1
2006-10-16,38.2656,38.1444,33.6676,37.7136,35.3919,UP,1
2006-10-17,38.4614,37.902,33.7038,37.8441,35.49,DOWN,0
2006-10-18,38.2936,38.881,33.7379,38.0996,35.6004,UP,1
2006-10-19,38.3215,38.6292,33.7704,38.2861,35.7149,UP,1
2006-10-20,38.7877,38.48,33.8056,38.426,35.8313,UP,1
2006-10-23,39.0488,38.6945,33.8411,38.5826,35.9506,UP,1
2006-10-24,39.0861,39.0488,33.875,38.7075,36.0608,DOWN,0
2006-10-25,38.9929,38.881,33.909,38.8474,36.1643,DOWN,0
2006-10-26,38.8157,38.7971,33.9399,38.9462,36.251,DOWN,0
2006-10-27,38.6945,38.6945,33.9718,38.9276,36.3307,UP,1
2006-10-30,39.142,38.6945,34.0054,38.9462,36.4198,DOWN,0
2006-10-31,38.9462,39.1607,34.0393,38.9183,36.5144,UP,1
2006-11-01,39.17,39.0674,34.0763,38.9537,36.6121,UP,1
2006-11-02,39.3565,38.9835,34.1131,39.0619,36.7204,DOWN,0
2006-11-03,39.1141,39.3565,34.1535,39.1458,36.8241,UP,1
2006-11-06,39.8134,39.6269,34.1974,39.28,36.949,UP,1
2006-11-07,40.0278,39.6642,34.2414,39.4964,37.068,UP,1
2006-11-08,40.3448,40.0651,34.2865,39.7313,37.1838,UP,1
2006-11-09,40.4567,40.3169,34.33,39.9514,37.3013,UP,1
2006-11-10,40.7831,40.466,34.3729,40.2852,37.4147,UP,1
2006-11-13,41.5383,40.8297,34.4239,40.6301,37.5482,UP,1
2006-11-14,41.7341,41.4451,34.4772,40.9714,37.6817,UP,1
2006-11-15,41.8367,41.6315,34.528,41.2698,37.8259,UP,1
2006-11-16,42.0418,42.2656,34.5828,41.5868,37.9745,UP,1
2006-11-17,42.2003,41.9113,34.6399,41.8702,38.1188,UP,1
2006-11-20,42.5919,41.4544,34.6971,42.081,38.2647,DOWN,0
2006-11-21,42.2096,42.6572,34.753,42.1761,38.3814,UP,1
2006-11-22,43.5896,42.4427,34.8168,42.5266,38.5252,DOWN,0
2006-11-24,43.3099,42.8903,34.8757,42.7803,38.6708,DOWN,0
2006-11-27,41.874,42.191,34.9232,42.715,38.7872,DOWN,0
2006-11-28,41.8087,41.6129,34.9716,42.5583,38.902,UP,1
2006-11-29,42.1444,41.8087,35.0221,42.5453,39.0212,DOWN,0
2006-11-30,42.0977,42.135,35.0701,42.2469,39.1322,UP,1
2006-12-01,42.1537,42.1723,35.1189,42.0157,39.2452,UP,1
2006-12-04,43.3378,42.4427,35.1741,42.3085,39.3942,UP,1
2006-12-05,43.3751,43.3658,35.2328,42.6217,39.5368,DOWN,0
2006-12-06,43.2632,43.3844,35.2899,42.8455,39.6808,DOWN,0
2006-12-07,43.1607,43.3565,35.3454,43.0581,39.8232,UP,1
2006-12-08,43.2539,43.1607,35.4019,43.2782,39.9708,DOWN,0
2006-12-11,42.8157,43.0115,35.4546,43.1737,40.1065,UP,1
2006-12-12,42.8903,42.8903,35.5096,43.0768,40.2352,UP,1
2006-12-13,43.1327,43.2539,35.5649,43.0506,40.39,UP,1
2006-12-14,43.515,43.17,35.6231,43.1215,40.5455,DOWN,0
2006-12-15,42.825,43.6548,35.6786,43.0357,40.6402,DOWN,0
2006-12-18,42.7691,42.8343,35.7329,43.0264,40.7432,UP,1
2006-12-19,43.2166,42.7691,35.7908,43.0917,40.8582,UP,1
2006-12-20,43.6362,43.2353,35.8493,43.1924,40.9748,DOWN,0
2006-12-21,43.459,43.5523,35.9073,43.1812,41.1036,UP,1
2006-12-22,43.5057,43.487,35.9665,43.3173,41.2259,UP,1
2006-12-26,44.1117,43.4777,36.0293,43.5858,41.3464,UP,1
2006-12-27,44.522,44.1117,36.0943,43.8469,41.4715,UP,1
2006-12-28,44.8483,44.5686,36.161,44.0893,41.5993,DOWN,0
2006-12-29,44.494,44.7924,36.2249,44.2963,41.7233,DOWN,0
2007-01-03,44.1397,44.4754,36.2841,44.4231,41.8397,DOWN,0
2007-01-04,43.0488,43.6362,36.3384,44.2106,41.9249,DOWN,0
2007-01-05,42.0511,42.797,36.3868,43.7164,41.9849,UP,1
2007-01-08,42.5453,42.1164,36.4374,43.2558,42.0541,UP,1
2007-01-09,43.1047,42.4521,36.4914,42.9779,42.1363,UP,1
2007-01-10,43.3099,43.1047,36.5476,42.812,42.2262,UP,1
2007-01-11,43.6921,43.4963,36.6055,42.9406,42.3262,UP,1
2007-01-12,43.9905,43.5896,36.6656,43.3285,42.4231,UP,1
2007-01-16,44.1956,43.8506,36.7252,43.6586,42.5281,DOWN,0
2007-01-17,44.0558,44.205,36.7839,43.8488,42.6258,DOWN,0
2007-01-18,43.7574,44.1024,36.8428,43.9383,42.7139,UP,1
2007-01-19,43.8973,43.7854,36.8991,43.9793,42.8095,DOWN,0
2007-01-22,43.6735,43.8506,36.9527,43.9159,42.8867,UP,1
2007-01-23,44.0092,43.7388,37.0052,43.8786,42.9664,UP,1
2007-01-24,44.4474,44.0185,37.0589,43.9569,43.0484,DOWN,0
2007-01-25,43.7761,44.3635,37.109,43.9607,43.1148,UP,1
2007-01-26,43.8786,43.8227,37.1619,43.9569,43.1767,DOWN,0
2007-01-29,43.6455,43.8879,37.2164,43.9513,43.2189,DOWN,0
2007-01-30,43.5709,44.0092,37.2706,43.8637,43.2556,UP,1
2007-01-31,44.8856,43.7201,37.3317,43.9513,43.3166,UP,1
2007-02-01,45.7061,44.8949,37.3934,44.3374,43.3899,DOWN,0
2007-02-02,45.4917,45.6595,37.4513,44.66,43.4557,UP,1
2007-02-05,46.0231,45.5476,37.511,45.1355,43.5243,UP,1
2007-02-06,46.2376,45.9672,37.5715,45.6688,43.6049,UP,1
2007-02-07,46.7411,46.2376,37.6341,46.0399,43.6679,UP,1
2007-02-08,47.7481,46.7411,37.7029,46.4483,43.7567,DOWN,0
2007-02-09,45.7714,47.0767,37.7631,46.5042,43.8346,DOWN,0
2007-02-12,45.5942,45.9485,37.8217,46.4185,43.9103,UP,1
2007-02-13,45.7248,45.6875,37.8786,46.3159,43.9819,UP,1
2007-02-14,45.7714,45.7341,37.9371,46.122,44.0554,UP,1
2007-02-15,46.0418,45.8646,37.9962,45.7807,44.1332,DOWN,0
2007-02-16,46.0045,45.8087,38.056,45.8273,44.1865,UP,1
2007-02-20,46.2935,45.9206,38.1153,45.9672,44.2449,UP,1
2007-02-21,46.3681,45.9765,38.1728,46.0959,44.307,DOWN,0
2007-02-22,46.1164,46.2469,38.2278,46.1649,44.3661,UP,1
2007-02-23,46.1443,46.2562,38.2805,46.1854,44.4239,DOWN,0
2007-02-26,45.7527,46.1816,38.3306,46.135,44.4826,DOWN,0
2007-02-27,44.2889,45.529,38.3741,45.7341,44.5106,UP,1
2007-02-28,44.6712,43.8973,38.4213,45.3947,44.5414,DOWN,0
2007-03-01,44.4567,44.1956,38.469,45.0628,44.5602,DOWN,0
2007-03-02,44.3355,44.3075,38.5156,44.701,44.5904,DOWN,0
2007-03-05,43.3192,43.8227,38.5574,44.2143,44.6014,UP,1
2007-03-06,44.1024,43.5709,38.608,44.177,44.6191,UP,1
2007-03-07,44.3355,43.5896,38.6612,44.1099,44.6331,UP,1
2007-03-08,45.1747,44.8576,38.7159,44.2534,44.6674,UP,1
2007-03-09,45.2586,45.4357,38.7734,44.4381,44.7025,DOWN,0
2007-03-12,45.156,45.2679,38.8321,44.8054,44.7234,DOWN,0
2007-03-13,44.6245,45.0814,38.8873,44.9098,44.7254,DOWN,0
2007-03-14,44.5126,44.5313,38.9405,44.9453,44.7187,UP,1
2007-03-15,44.5872,44.4101,38.993,44.8278,44.7206,DOWN,0
2007-03-16,44.2236,44.5966,39.047,44.6208,44.7223,UP,1
2007-03-19,45.0255,44.7085,39.1035,44.5947,44.7618,UP,1
2007-03-20,45.8833,45.2679,39.159,44.8464,44.8384,UP,1
2007-03-21,46.5266,45.7154,39.219,45.2492,44.9181,DOWN,0
2007-03-22,46.508,46.6199,39.2811,45.6334,44.9861,DOWN,0
2007-03-23,46.2562,46.4241,39.3441,46.0399,45.045,UP,1
2007-03-26,46.4054,46.2189,39.4059,46.3159,45.0993,DOWN,0
2007-03-27,46.0418,46.3401,39.4682,46.3476,45.1403,DOWN,0
2007-03-28,45.473,46.0418,39.5257,46.1369,45.1659,DOWN,0
2007-03-29,45.4357,45.6875,39.5847,45.9224,45.1935,UP,1
2007-03-30,45.6502,45.6408,39.6475,45.8012,45.2313,UP,1
2007-04-02,46.2842,45.5103,39.7154,45.777,45.2791,UP,1
2007-04-03,46.5732,46.3961,39.7803,45.8833,45.3371,UP,1
2007-04-04,46.9742,46.5732,39.8475,46.1835,45.3964,DOWN,0
2007-04-05,46.6385,46.9928,39.9129,46.4241,45.4402,DOWN,0
2007-04-09,46.48,46.6851,39.9765,46.59,45.4943,DOWN,0
2007-04-10,46.48,46.2842,40.0386,46.6292,45.5463,DOWN,0
2007-04-11,46.1257,46.5732,40.1014,46.5397,45.5959,UP,1
2007-04-12,46.48,46.2189,40.1647,46.4408,45.6541,UP,1
2007-04-13,46.7504,46.6199,40.2292,46.4632,45.6914,UP,1
2007-04-16,47.6455,47.0674,40.2989,46.6963,45.7302,UP,1
2007-04-17,48.1676,47.7854,40.3693,47.0339,45.7837,UP,1
2007-04-18,48.3634,47.9718,40.4352,47.4814,45.8305,DOWN,0
