ticker,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,15.6177,15.5011,16.2214,15.3205,14.8582,DOWN,0
2000-02-09,15.2389,15.4428,16.1951,15.437,14.8658,DOWN,0
2000-02-10,14.9475,15.2971,16.1712,15.4195,14.8611,UP,1
2000-02-11,15.2389,14.9475,16.1492,15.3088,14.8571,DOWN,0
2000-02-14,15.0349,15.268,16.1268,15.2156,14.8581,UP,1
2000-02-15,15.2971,15.2097,16.101,15.1515,14.8517,DOWN,0
2000-02-16,15.2389,15.3846,16.0786,15.1515,14.8488,DOWN,0
2000-02-17,14.7435,15.1223,16.0537,15.1107,14.8354,DOWN,0
2000-02-18,14.3356,14.627,16.0257,14.93,14.8161,DOWN,0
2000-02-22,14.1316,14.3356,15.9976,14.7494,14.7951,DOWN,0
2000-02-23,13.8403,14.1316,15.9684,14.458,14.7701,DOWN,0
2000-02-24,12.7622,13.8694,15.9345,13.9626,14.7243,UP,1
2000-02-25,12.9953,13.0536,15.8989,13.613,14.6812,UP,1
2000-02-28,13.0536,12.7039,15.864,13.3566,14.6421,DOWN,0
2000-02-29,12.8496,13.0536,15.8315,13.1002,14.6043,DOWN,0
2000-03-01,12.8205,12.7913,15.799,12.8962,14.5809,DOWN,0
2000-03-02,12.7622,12.7622,15.7683,12.8962,14.5506,DOWN,0
2000-03-03,12.6748,12.6165,15.7353,12.8321,14.5215,DOWN,0
2000-03-06,12.4417,12.6456,15.698,12.7097,14.4912,DOWN,0
2000-03-07,12.4125,12.4417,15.6657,12.6223,14.4545,UP,1
2000-03-08,12.5291,12.1794,15.6363,12.5641,14.4131,UP,1
2000-03-09,12.5874,12.4708,15.6109,12.5291,14.3706,DOWN,0
2000-03-10,12.5582,12.5582,15.5885,12.5058,14.3385,UP,1
2000-03-13,12.6748,12.4708,15.5655,12.5524,14.3041,UP,1
2000-03-14,12.7913,12.5582,15.5407,12.6282,14.2657,UP,1
2000-03-15,13.0244,12.5874,15.5205,12.7272,14.2418,UP,1
2000-03-16,14.7435,13.141,15.5075,13.1585,14.254,UP,1
2000-03-17,14.7727,14.8018,15.495,13.6013,14.2622,DOWN,0
2000-03-20,14.2773,14.5687,15.4773,13.9219,14.2564,UP,1
2000-03-21,14.5104,14.2191,15.4628,14.2657,14.247,DOWN,0
2000-03-22,14.3065,14.5978,15.448,14.5221,14.2179,UP,1
2000-03-23,14.5104,14.2191,15.4352,14.4755,14.2039,DOWN,0
2000-03-24,13.986,14.3939,15.4208,14.3181,14.1765,UP,1
2000-03-27,14.1316,14.4522,15.4038,14.289,14.1515,UP,1
2000-03-28,14.1899,13.8694,15.3848,14.2249,14.1299,UP,1
2000-03-29,14.5687,14.1608,15.3673,14.2773,14.12,DOWN,0
2000-03-30,14.4813,14.627,15.348,14.2715,14.1066,UP,1
2000-03-31,14.6853,14.4813,15.3311,14.4114,14.1002,UP,1
2000-04-03,15.0349,14.7144,15.3166,14.592,14.1019,UP,1
2000-04-04,15.3554,14.9184,15.306,14.8251,14.1276,DOWN,0
2000-04-05,15.1515,15.3554,15.2943,14.9417,14.1421,UP,1
2000-04-06,15.5594,15.3263,15.2853,15.1573,14.1631,DOWN,0
2000-04-07,14.9766,15.4428,15.2763,15.2156,14.1713,UP,1
2000-04-10,15.064,14.8601,15.2693,15.2214,14.1853,UP,1
2000-04-11,15.2971,14.9475,15.2629,15.2097,14.2016,UP,1
2000-04-12,15.472,15.5011,15.2553,15.2738,14.2132,DOWN,0
2000-04-13,14.7727,15.3846,15.242,15.1165,14.2156,DOWN,0
2000-04-14,14.2773,14.8601,15.2289,14.9766,14.2004,DOWN,0
2000-04-17,13.8985,14.5687,15.2145,14.7435,14.1625,UP,1
2000-04-18,14.1316,13.8985,15.1995,14.5104,14.1351,UP,1
2000-04-19,14.2191,14.0442,15.1883,14.2599,14.1072,UP,1
2000-04-20,14.3356,14.2773,15.1795,14.1724,14.0891,UP,1
2000-04-24,14.4813,14.3647,15.1641,14.2132,14.0798,DOWN,0
2000-04-25,14.3647,14.4522,15.1492,14.3065,14.0623,UP,1
2000-04-26,14.7435,14.3065,15.137,14.4288,14.0565,UP,1
2000-04-27,14.8309,14.5104,15.1248,14.5512,14.0471,UP,1
2000-04-28,14.9184,14.8601,15.1127,14.6678,14.0407,UP,1
2000-05-01,15.3846,14.9184,15.1016,14.8484,14.0536,UP,1
2000-05-02,15.4428,15.472,15.0904,15.064,14.0757,DOWN,0
2000-05-03,14.9184,15.5594,15.0768,15.099,14.0914,UP,1
2000-05-04,15.064,14.9184,15.0634,15.1456,14.1159,DOWN,0
2000-05-05,14.9475,14.9184,15.0502,15.1515,14.1596,UP,1
2000-05-08,15.1223,14.9475,15.0394,15.099,14.2022,UP,1
2000-05-09,15.3554,15.1515,15.028,15.0815,14.2482,UP,1
2000-05-10,15.7342,15.3846,15.0193,15.2447,14.3059,DOWN,0
2000-05-11,15.4428,15.6759,15.0097,15.3205,14.3583,UP,1
2000-05-12,16.2004,15.5594,15.0057,15.571,14.4271,UP,1
2000-05-15,16.8123,16.2587,15.0081,15.909,14.5099,UP,1
2000-05-16,17.0454,16.6083,15.012,16.247,14.6019,DOWN,0
2000-05-17,16.6957,16.8414,15.0129,16.4393,14.6876,DOWN,0
2000-05-18,16.6957,16.6957,15.0139,16.6899,14.7709,UP,1
2000-05-19,17.2494,16.5792,15.0173,16.8997,14.8642,DOWN,0
2000-05-22,16.8706,17.4533,15.0196,16.9114,14.9504,DOWN,0
2000-05-23,16.6083,16.8706,15.0194,16.8239,15.0291,UP,1
2000-05-24,17.1911,16.7832,15.0235,16.923,15.1171,DOWN,0
2000-05-25,16.6375,17.1037,15.0257,16.9114,15.1893,DOWN,0
2000-05-26,16.5792,16.6375,15.0283,16.7773,15.226,UP,1
2000-05-30,17.1328,16.5209,15.0312,16.8298,15.2733,DOWN,0
2000-05-31,16.8997,17.0745,15.0336,16.888,15.3257,DOWN,0
2000-06-01,16.6957,16.8414,15.0346,16.789,15.3694,UP,1
2000-06-02,16.8123,16.6666,15.0374,16.8239,15.4195,UP,1
2000-06-05,16.8997,16.9871,15.0391,16.888,15.4673,UP,1
2000-06-06,16.958,16.7249,15.0416,16.8531,15.5267,UP,1
2000-06-07,17.1328,16.8123,15.041,16.8997,15.5868,UP,1
2000-06-08,17.1911,17.1911,15.0429,16.9988,15.6468,UP,1
2000-06-09,17.5116,17.1037,15.0455,17.1386,15.7057,DOWN,0
2000-06-12,17.0217,17.599,15.0473,17.163,15.7565,DOWN,0
2000-06-13,16.6375,16.8414,15.0489,17.0989,15.7955,UP,1
2000-06-14,16.8414,16.7249,15.0547,17.0407,15.8316,DOWN,0
2000-06-15,16.6375,16.8123,15.0581,16.9299,15.8573,DOWN,0
2000-06-16,16.2587,16.6083,15.0604,16.6794,15.8794,UP,1
2000-06-19,16.7832,16.3461,15.0662,16.6316,15.9039,DOWN,0
2000-06-20,16.3461,16.6375,15.0686,16.5734,15.9313,DOWN,0
2000-06-21,16.317,16.3461,15.0705,16.4685,15.9563,DOWN,0
2000-06-22,16.2004,16.2587,15.0723,16.3811,15.9744,UP,1
2000-06-23,16.4335,16.317,15.0763,16.416,15.9936,DOWN,0
2000-06-26,16.4335,16.6083,15.0796,16.3461,16.0269,UP,1
2000-06-27,16.9871,16.4918,15.0866,16.4743,16.081,DOWN,0
2000-06-28,16.7977,17.2202,15.0951,16.5704,16.139,DOWN,0
2000-06-29,16.4918,16.754,15.1029,16.6287,16.1862,UP,1
2000-06-30,16.8123,16.317,15.1109,16.7045,16.2381,UP,1
2000-07-03,16.8997,16.8706,15.1183,16.7977,16.2894,UP,1
2000-07-05,17.1328,17.2202,15.1285,16.8269,16.3424,UP,1
2000-07-06,17.599,17.2494,15.1424,16.9871,16.4071,UP,1
2000-07-07,18.1526,17.7155,15.1601,17.3193,16.4753,DOWN,0
2000-07-10,18.1235,18.24,15.1785,17.5815,16.5411,UP,1
2000-07-11,18.6771,18.1817,15.2,17.937,16.6163,DOWN,0
2000-07-12,18.5897,18.6479,15.2191,18.2284,16.6804,DOWN,0
2000-07-13,18.4148,18.5023,15.2366,18.3915,16.7398,UP,1
2000-07-14,18.7354,18.3274,15.2544,18.5081,16.8162,UP,1
2000-07-17,18.9393,18.7354,15.2729,18.6713,16.8937,UP,1
2000-07-18,19.2598,19.0559,15.2947,18.7878,16.9799,DOWN,0
2000-07-19,18.9393,19.1141,15.3124,18.8577,17.0563,UP,1
2000-07-20,19.085,18.9685,15.3315,18.9918,17.1309,UP,1
2000-07-21,19.289,18.9976,15.3507,19.1025,17.202,DOWN,0
2000-07-24,19.1141,19.289,15.3717,19.1375,17.2754,UP,1
2000-07-25,19.2307,18.9976,15.394,19.1316,17.336,UP,1
2000-07-26,19.4929,19.1141,15.4155,19.2423,17.3896,UP,1
2000-07-27,19.5803,19.3764,15.439,19.3414,17.4403,DOWN,0
2000-07-28,18.0652,19.5803,15.4528,19.0967,17.4677,UP,1
2000-07-31,18.5314,18.0361,15.4681,18.9801,17.5044,UP,1
2000-08-01,19.2307,18.6479,15.4885,18.9801,17.544,DOWN,0
2000-08-02,18.9685,19.1141,15.5074,18.8752,17.586,DOWN,0
2000-08-03,18.9102,18.9976,15.5271,18.7412,17.632,UP,1
2000-08-04,19.2016,18.9393,15.5456,18.9685,17.6722,DOWN,0
2000-08-07,19.085,19.1141,15.5643,19.0792,17.7212,DOWN,0
2000-08-08,18.5897,19.1141,15.5798,18.951,17.7614,UP,1
2000-08-09,19.3472,18.4731,15.5991,19.0267,17.8057,DOWN,0
2000-08-10,18.9976,19.3472,15.6169,19.0442,17.8477,UP,1
2000-08-11,19.289,19.085,15.6365,19.0617,17.8995,DOWN,0
2000-08-14,18.5605,19.289,15.6514,18.9568,17.9345,UP,1
2000-08-15,18.6188,18.5605,15.666,18.9626,17.9689,DOWN,0
2000-08-16,17.9486,18.6479,15.6776,18.6829,17.9887,UP,1
2000-08-17,18.4148,18.1817,15.6928,18.5664,18.0143,DOWN,0
2000-08-18,18.0652,18.444,15.7056,18.3216,18.0318,UP,1
2000-08-21,18.8228,18.0652,15.7225,18.3741,18.058,DOWN,0
2000-08-22,18.4148,19.1141,15.7373,18.3333,18.0859,UP,1
2000-08-23,18.7354,18.4148,15.7554,18.4906,18.1278,DOWN,0
2000-08-24,18.2692,18.7354,15.7714,18.4615,18.1564,UP,1
2000-08-25,18.3857,18.1817,15.7893,18.5256,18.1914,DOWN,0
2000-08-28,17.9195,18.3274,15.8016,18.3449,18.2246,UP,1
2000-08-29,18.4731,17.9486,15.8134,18.3566,18.2584,DOWN,0
2000-08-30,18.1235,18.5314,15.8207,18.2342,18.2939,UP,1
2000-08-31,18.424,18.2109,15.8299,18.2652,18.3361,DOWN,0
2000-09-01,18.2109,18.5314,15.8429,18.2302,18.3763,UP,1
2000-09-05,19.4638,18.4731,15.8638,18.539,18.4369,DOWN,0
2000-09-06,18.7645,19.5512,15.8825,18.5973,18.4835,DOWN,0
2000-09-07,18.3274,18.2983,15.9008,18.6381,18.5103,DOWN,0
2000-09-08,18.0069,18.2983,15.9169,18.5547,18.5345,DOWN,0
2000-09-11,17.599,18.0069,15.9298,18.4323,18.5566,DOWN,0
2000-09-12,17.5116,17.4824,15.9435,18.0419,18.5706,DOWN,0
2000-09-13,17.5116,17.5116,15.9568,17.7913,18.5829,DOWN,0
2000-09-14,17.1911,17.2494,15.9668,17.564,18.584,UP,1
2000-09-15,17.5116,17.2494,15.9772,17.465,18.5823,DOWN,0
2000-09-18,17.2785,17.4242,15.9887,17.4009,18.5648,UP,1
2000-09-19,17.599,17.2494,15.9986,17.4183,18.5543,DOWN,0
2000-09-20,17.5407,17.7155,16.0093,17.4242,18.5316,UP,1
2000-09-21,17.7447,17.5116,16.021,17.5349,18.5147,UP,1
2000-09-22,18.0943,17.803,16.035,17.6514,18.5083,UP,1
2000-09-25,18.5023,18.2983,16.0516,17.8962,18.5036,DOWN,0
2000-09-26,17.2785,18.3857,16.0625,17.8321,18.4704,DOWN,0
2000-09-27,17.2202,17.599,16.0734,17.768,18.4296,UP,1
2000-09-28,17.3368,17.4824,16.0843,17.6864,18.3975,DOWN,0
2000-09-29,16.9871,17.2202,16.0942,17.465,18.3556,DOWN,0
2000-10-02,16.5792,16.9871,16.1034,17.0804,18.3014,UP,1
2000-10-03,16.6375,16.5501,16.1166,16.9521,18.2519,DOWN,0
2000-10-04,16.6375,16.6083,16.1284,16.8356,18.2,UP,1
2000-10-05,17.3368,16.6666,16.1445,16.8356,18.1569,DOWN,0
2000-10-06,16.7249,17.7155,16.1583,16.7832,18.0998,UP,1
2000-10-09,16.7832,16.7832,16.171,16.8239,18.0741,UP,1
2000-10-10,17.3659,16.7832,16.1848,16.9696,18.0508,DOWN,0
2000-10-11,17.0745,17.4533,16.1966,17.057,18.0077,DOWN,0
2000-10-12,16.7249,17.1911,16.2094,16.9347,17.9628,UP,1
2000-10-13,17.5116,16.6083,16.225,17.092,17.9348,DOWN,0
2000-10-16,17.1037,17.395,16.237,17.1561,17.8929,DOWN,0
2000-10-17,16.2004,17.3076,16.2469,16.923,17.8352,UP,1
2000-10-18,16.5792,16.2587,16.2591,16.8239,17.795,DOWN,0
2000-10-19,16.4044,16.3752,16.2693,16.7598,17.7361,DOWN,0
2000-10-20,16.2587,16.4335,16.2778,16.5093,17.6813,UP,1
2000-10-23,17.0163,16.3752,16.288,16.4918,17.6359,UP,1
2000-10-24,17.395,17.1911,16.2961,16.7307,17.6126,DOWN,0
2000-10-25,17.3076,17.395,16.3066,16.8764,17.5864,DOWN,0
2000-10-26,16.7249,17.3368,16.3135,16.9405,17.5619,UP,1
2000-10-27,17.8904,16.8123,16.326,17.2668,17.5514,DOWN,0
2000-10-30,17.7738,18.1235,16.3385,17.4183,17.5456,UP,1
2000-10-31,18.881,17.8904,16.3576,17.7155,17.5467,DOWN,0
2000-11-01,18.444,18.7936,16.3741,17.9428,17.5473,DOWN,0
2000-11-02,18.3274,18.444,16.3907,18.2633,17.5392,UP,1
2000-11-03,18.5023,18.2109,16.4084,18.3857,17.5438,DOWN,0
2000-11-06,18.444,18.3857,16.4303,18.5197,17.545,DOWN,0
2000-11-07,18.3566,18.3274,16.45,18.4148,17.5537,UP,1
2000-11-08,18.3857,18.2109,16.4693,18.4032,17.552,UP,1
2000-11-09,18.5897,18.4731,16.4894,18.4556,17.5613,DOWN,0
2000-11-10,18.1526,18.4731,16.5084,18.3857,17.5559,UP,1
2000-11-13,18.7062,18.2109,16.5295,18.4382,17.5658,UP,1
2000-11-14,19.5512,18.7936,16.5528,18.6771,17.5675,DOWN,0
2000-11-15,18.9976,19.4055,16.5745,18.7995,17.5722,UP,1
2000-11-16,19.085,19.0559,16.5948,18.8985,17.5873,UP,1
2000-11-17,19.5512,19.1141,16.6136,19.1782,17.6182,DOWN,0
2000-11-20,18.9976,19.4055,16.6311,19.2365,17.6462,UP,1
2000-11-21,19.4638,19.0267,16.6503,19.219,17.6852,DOWN,0
2000-11-22,18.5605,19.289,16.6669,19.1316,17.7062,UP,1
2000-11-24,18.9685,18.7936,16.687,19.1083,17.7418,DOWN,0
2000-11-27,18.7936,18.8519,16.7048,18.9568,17.7674,UP,1
2000-11-28,19.1141,18.881,16.7252,18.9801,17.8041,UP,1
2000-11-29,19.2307,18.9393,16.7448,18.9335,17.8368,UP,1
2000-11-30,19.3181,19.1141,16.7652,19.085,17.8723,UP,1
2000-12-01,19.5221,19.4347,16.7891,19.1957,17.9079,DOWN,0
2000-12-04,19.289,18.9976,16.8139,19.2948,17.9317,UP,1
2000-12-05,19.9009,19.3472,16.8427,19.4521,17.9597,DOWN,0
2000-12-06,19.8134,19.8134,16.8726,19.5687,18.0104,DOWN,0
2000-12-07,19.4638,19.6969,16.9061,19.5978,18.0553,UP,1
2000-12-08,19.6969,19.1433,16.9396,19.6328,18.1025,DOWN,0
2000-12-11,19.3472,19.4638,16.9711,19.6444,18.1497,UP,1
2000-12-12,19.726,19.1724,17.0055,19.6095,18.2126,DOWN,0
2000-12-13,18.881,19.7843,17.0358,19.423,18.2575,UP,1
2000-12-14,19.2598,18.881,17.0683,19.3822,18.31,DOWN,0
2000-12-15,18.5314,18.9393,17.0975,19.1491,18.3338,UP,1
2000-12-18,19.1433,18.7645,17.1311,19.1083,18.3822,DOWN,0
2000-12-19,18.5897,19.0267,17.1619,18.881,18.4183,UP,1
2000-12-20,19.0267,18.8228,17.1944,18.9102,18.4516,DOWN,0
2000-12-21,18.0943,18.7062,17.222,18.6771,18.472,UP,1
2000-12-22,18.5023,18.1817,17.2517,18.6713,18.5075,UP,1
2000-12-26,18.8228,18.6188,17.2824,18.6072,18.5337,UP,1
2000-12-27,19.0267,18.8519,17.3136,18.6946,18.5722,UP,1
2000-12-28,19.4638,19.1433,17.3458,18.782,18.6375,UP,1
2000-12-29,19.6969,19.8134,17.3706,19.1025,18.6998,DOWN,0
2001-01-02,19.1724,19.289,17.3926,19.2365,18.7552,UP,1
2001-01-03,20.8333,18.881,17.4253,19.6386,18.8467,UP,1
2001-01-04,21.3286,20.7458,17.4594,20.099,18.9329,DOWN,0
2001-01-05,20.9207,21.3286,17.4925,20.3904,19.0034,UP,1
2001-01-08,21.7657,21.1538,17.5288,20.8041,19.0926,DOWN,0
2001-01-09,21.7074,21.416,17.5674,21.3111,19.1922,DOWN,0
2001-01-10,20.8915,21.4743,17.6012,21.3228,19.2523,DOWN,0
2001-01-11,20.775,20.8915,17.6341,21.212,19.3123,UP,1
2001-01-12,21.0372,20.775,17.6665,21.2353,19.3554,UP,1
2001-01-16,21.2995,20.8041,17.7005,21.1421,19.4125,DOWN,0
2001-01-17,21.0955,21.2995,17.7326,21.0197,19.4679,UP,1
2001-01-18,21.1538,21.212,17.7632,21.0722,19.5209,DOWN,0
2001-01-19,20.9498,21.2412,17.7912,21.1071,19.571,UP,1
2001-01-22,21.1246,20.8624,17.821,21.1246,19.6264,UP,1
2001-01-23,22.2318,21.0081,17.8544,21.3111,19.7033,DOWN,0
2001-01-24,21.7365,22.1444,17.8882,21.4393,19.7662,UP,1
2001-01-25,21.8239,21.5617,17.922,21.5733,19.8397,DOWN,0
2001-01-26,21.5617,21.8239,17.9533,21.6957,19.8968,DOWN,0
2001-01-29,21.543,21.282,17.9837,21.7794,19.9366,DOWN,0
2001-01-30,21.5337,21.5057,18.0175,21.6398,19.9873,DOWN,0
2001-01-31,21.5197,21.5384,18.0537,21.5964,20.036,DOWN,0
2001-02-01,21.4405,21.5197,18.0914,21.5197,20.0738,DOWN,0
2001-02-02,21.1701,21.6316,18.1266,21.4414,20.1173,DOWN,0
2001-02-05,20.9743,21.1701,18.1604,21.3277,20.1475,DOWN,0
2001-02-06,20.1258,21.1421,18.1893,21.0461,20.1788,UP,1
2001-02-07,20.592,20.2237,18.2199,20.8605,20.2113,UP,1
2001-02-08,21.0955,21.0582,18.2535,20.7915,20.2573,DOWN,0
2001-02-09,20.6573,21.0116,18.2831,20.689,20.2881,UP,1
2001-02-12,20.7552,20.6573,18.3127,20.6451,20.3186,UP,1
2001-02-13,20.8624,20.8717,18.3424,20.7925,20.3495,DOWN,0
2001-02-14,20.7272,20.8391,18.3691,20.8195,20.3736,DOWN,0
2001-02-15,20.6806,20.7925,18.3953,20.7365,20.4015,DOWN,0
2001-02-16,20.3309,20.7925,18.4224,20.6712,20.4101,DOWN,0
2001-02-20,19.93,20.2144,18.4467,20.5062,20.4124,DOWN,0
2001-02-21,19.4079,19.93,18.469,20.2153,20.4113,DOWN,0
2001-02-22,19.0768,19.4079,18.4888,19.8852,20.3989,DOWN,0
2001-02-23,18.7971,19.0768,18.506,19.5085,20.3879,UP,1
2001-02-26,19.3519,18.2983,18.5241,19.3127,20.3804,UP,1
2001-02-27,20.0092,19.2074,18.5469,19.3286,20.403,DOWN,0
2001-02-28,19.8974,20.0139,18.5654,19.4265,20.4157,DOWN,0
2001-03-01,19.3752,19.6736,18.5782,19.4862,20.4326,DOWN,0
2001-03-02,19.1281,19.4871,18.5886,19.5524,20.4323,UP,1
2001-03-05,19.1981,19.1281,18.6012,19.5216,20.4444,DOWN,0
2001-03-06,19.1141,19.1981,18.6132,19.3426,20.4462,DOWN,0
2001-03-07,19.0629,18.9976,18.6223,19.1757,20.4656,UP,1
2001-03-08,19.2633,19.0675,18.6343,19.1533,20.4808,DOWN,0
2001-03-09,19.1421,19.3146,18.6469,19.1561,20.4872,DOWN,0
2001-03-12,18.1864,19.1141,18.6519,18.9538,20.4704,DOWN,0
2001-03-13,18.0699,18.2284,18.6591,18.7449,20.4425,UP,1
2001-03-14,18.0885,17.4824,18.6666,18.55,20.4103,UP,1
2001-03-15,18.9044,18.0885,18.6755,18.4783,20.405,UP,1
2001-03-16,19.1048,18.7179,18.6865,18.4708,20.3704,UP,1
2001-03-19,19.2307,19.1514,18.6992,18.6796,20.3284,UP,1
2001-03-20,19.8134,19.6969,18.7142,19.0284,20.3063,DOWN,0
2001-03-21,18.9929,19.4172,18.7247,19.2092,20.2508,DOWN,0
2001-03-22,18.6386,18.6946,18.7331,19.1561,20.1895,DOWN,0
2001-03-23,18.6013,18.6386,18.7404,19.0554,20.1437,UP,1
2001-03-26,18.7505,18.7179,18.7482,18.9594,20.1032,UP,1
2001-03-27,19.4125,18.7505,18.7577,18.8792,20.0707,DOWN,0
2001-03-28,19.1188,19.3799,18.7682,18.9044,20.0271,DOWN,0
2001-03-29,18.9137,18.937,18.7796,18.9594,19.9834,UP,1
2001-03-30,19.1981,19.1141,18.7914,19.0787,19.9443,UP,1
2001-04-02,19.2167,19.1981,18.8043,19.172,19.9096,DOWN,0
2001-04-03,18.4242,19.2307,18.8151,18.9743,19.8556,DOWN,0
2001-04-04,18.3589,18.4148,18.823,18.8223,19.7782,UP,1
2001-04-05,18.5547,19.2447,18.834,18.7505,19.7145,DOWN,0
2001-04-06,18.289,18.1864,18.8439,18.5687,19.6438,DOWN,0
2001-04-09,18.2284,18.4055,18.854,18.371,19.5772,UP,1
2001-04-10,18.7412,18.1118,18.8655,18.4344,19.5211,UP,1
2001-04-11,18.7785,19.2074,18.8773,18.5183,19.466,DOWN,0
2001-04-12,18.6806,18.7412,18.8857,18.5435,19.4092,DOWN,0
2001-04-16,17.9486,18.6479,18.8915,18.4755,19.3394,UP,1
2001-04-17,19.2307,18.7645,18.9052,18.6759,19.3006,UP,1
2001-04-18,20.8064,19.254,18.9252,19.089,19.2973,UP,1
2001-04-19,20.9603,20.7552,18.9455,19.5253,19.314,DOWN,0
2001-04-20,20.7925,20.606,18.9638,19.9477,19.318,UP,1
2001-04-23,21.0955,20.9789,18.9812,20.5771,19.318,DOWN,0
2001-04-24,20.6806,20.8064,18.9939,20.8671,19.3184,DOWN,0
2001-04-25,20.5127,20.6852,19.0058,20.8083,19.3136,DOWN,0
2001-04-26,20.1771,20.1631,19.0133,20.6517,19.2999,UP,1
2001-04-27,20.5221,20.1771,19.023,20.5976,19.2958,UP,1
2001-04-30,21.3892,20.5221,19.0379,20.6563,19.3099,UP,1
2001-05-01,22.0465,21.3892,19.0544,20.9295,19.3443,UP,1
2001-05-02,22.3915,21.8507,19.0717,21.3053,19.3935,DOWN,0
2001-05-03,21.4498,21.6176,19.0826,21.5598,19.4343,DOWN,0
2001-05-04,21.3985,21.3985,19.0949,21.7351,19.4808,DOWN,0
2001-05-07,21.2353,21.0489,19.1057,21.7043,19.5295,DOWN,0
2001-05-08,20.7179,20.8624,19.1128,21.4386,19.5568,UP,1
2001-05-09,20.9463,20.8158,19.122,21.1496,19.5756,UP,1
2001-05-10,21.0489,21.0256,19.1311,21.0694,19.5986,DOWN,0
2001-05-11,20.9556,21.0955,19.1384,20.9808,19.6302,UP,1
2001-05-14,21.1095,21.1188,19.146,20.9556,19.6699,DOWN,0
2001-05-15,21.0722,21.1095,19.1611,21.0265,19.7073,UP,1
2001-05-16,21.9393,21.0489,19.1781,21.2251,19.7638,UP,1
2001-05-17,22.3775,22.0978,19.1938,21.4908,19.8301,DOWN,0
2001-05-18,22.3263,22.3775,19.2106,21.765,19.8914,UP,1
2001-05-21,22.8158,22.4894,19.2302,22.1062,19.9649,UP,1
2001-05-22,23.1607,22.8158,19.2499,22.5239,20.0644,DOWN,0
2001-05-23,22.7738,22.9043,19.2684,22.6908,20.1584,DOWN,0
2001-05-24,22.7505,22.6106,19.2892,22.7654,20.2517,DOWN,0
2001-05-25,22.6992,22.7039,19.306,22.84,20.3276,UP,1
2001-05-29,23.0069,22.5174,19.326,22.8782,20.4056,DOWN,0
2001-05-30,22.1677,22.606,19.3404,22.6796,20.4643,DOWN,0
2001-05-31,22.0792,21.9113,19.358,22.5407,20.5097,DOWN,0
2001-06-01,21.7435,22.0838,19.3736,22.3393,20.5647,DOWN,0
2001-06-04,21.6736,21.6782,19.3922,22.1342,20.6254,UP,1
2001-06-05,21.9953,21.5803,19.4101,21.9318,20.6933,DOWN,0
2001-06-06,21.7435,21.9346,19.4285,21.847,20.7531,DOWN,0
2001-06-07,21.4172,21.7202,19.4415,21.7146,20.7932,DOWN,0
2001-06-08,21.1747,21.2353,19.4553,21.6008,20.8343,UP,1
2001-06-11,21.2074,21.1747,19.4677,21.5076,20.8802,DOWN,0
2001-06-12,20.951,21.2074,19.4811,21.2988,20.9153,UP,1
2001-06-13,21.0022,20.9323,19.4942,21.1505,20.951,DOWN,0
2001-06-14,20.9043,21.1188,19.5091,21.0479,21.0006,UP,1
2001-06-15,21.3239,21.1887,19.5233,21.0778,21.0599,DOWN,0
