ticker,ECL US Equity,ECL US Equity,ECL US Equity,ECL US Equity,ECL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-05-10,38.14,38.2,34.8622,38.282,38.1308,DOWN,0
2006-05-11,38.07,38.12,34.8851,38.306,38.1692,DOWN,0
2006-05-12,37.84,38.0,34.9062,38.174,38.2056,UP,1
2006-05-15,38.17,37.9,34.9279,38.08,38.251,DOWN,0
2006-05-16,38.02,38.15,34.9501,38.048,38.2966,DOWN,0
2006-05-17,37.73,37.8,34.9703,37.966,38.3302,UP,1
2006-05-18,37.81,37.63,34.9904,37.914,38.3568,UP,1
2006-05-19,38.05,37.84,35.0121,37.956,38.3384,DOWN,0
2006-05-22,37.99,38.0,35.0355,37.92,38.3132,DOWN,0
2006-05-23,37.54,38.4,35.0575,37.824,38.2884,UP,1
2006-05-24,37.84,37.5,35.0801,37.846,38.2666,UP,1
2006-05-25,38.26,37.95,35.1059,37.936,38.2458,UP,1
2006-05-26,38.56,38.26,35.1318,38.038,38.232,DOWN,0
2006-05-30,38.32,38.5,35.1556,38.104,38.2126,UP,1
2006-05-31,38.71,38.37,35.1841,38.338,38.206,DOWN,0
2006-06-01,38.35,38.55,35.2118,38.44,38.1978,DOWN,0
2006-06-02,38.32,38.65,35.2421,38.452,38.1906,DOWN,0
2006-06-05,37.78,38.25,35.2689,38.296,38.1652,UP,1
2006-06-06,37.8,37.9,35.298,38.192,38.1412,DOWN,0
2006-06-07,37.8,37.8,35.3265,38.01,38.1192,UP,1
2006-06-08,38.2,37.7,35.3569,37.98,38.1086,DOWN,0
2006-06-09,37.9,38.6,35.3876,37.896,38.094,DOWN,0
2006-06-12,37.65,37.92,35.4163,37.87,38.0756,DOWN,0
2006-06-13,37.51,37.55,35.4431,37.812,38.0618,UP,1
2006-06-14,37.9,37.5,35.4738,37.832,38.0496,UP,1
2006-06-15,38.74,37.99,35.5076,37.94,38.0486,DOWN,0
2006-06-16,38.68,38.64,35.5405,38.096,38.0538,DOWN,0
2006-06-19,38.49,38.75,35.5679,38.264,38.0576,DOWN,0
2006-06-20,38.15,38.47,35.5937,38.392,38.0618,UP,1
2006-06-21,39.26,38.1,35.6244,38.664,38.0886,UP,1
2006-06-22,39.42,39.05,35.6531,38.8,38.1292,DOWN,0
2006-06-23,39.13,39.35,35.6806,38.89,38.1564,UP,1
2006-06-26,39.57,39.2,35.7134,39.106,38.1878,UP,1
2006-06-27,40.75,39.59,35.7507,39.626,38.2442,DOWN,0
2006-06-28,39.86,40.69,35.7844,39.746,38.2794,UP,1
2006-06-29,41.14,40.0,35.8253,40.09,38.3418,DOWN,0
2006-06-30,40.58,41.14,35.8654,40.38,38.38,UP,1
2006-07-03,40.89,40.68,35.9068,40.644,38.4376,DOWN,0
2006-07-05,39.91,40.1,35.9433,40.476,38.4678,UP,1
2006-07-06,40.17,39.8,35.983,40.538,38.514,DOWN,0
2006-07-07,40.02,40.17,36.0231,40.314,38.5508,DOWN,0
2006-07-10,40.02,40.05,36.067,40.202,38.5906,UP,1
2006-07-11,41.12,40.5,36.1156,40.248,38.657,DOWN,0
2006-07-12,40.94,41.13,36.1623,40.454,38.7256,DOWN,0
2006-07-13,40.26,40.94,36.2055,40.472,38.7694,DOWN,0
2006-07-14,40.09,40.14,36.2475,40.486,38.8144,UP,1
2006-07-17,40.45,40.03,36.2903,40.572,38.8644,UP,1
2006-07-18,41.12,40.45,36.3357,40.572,38.9168,UP,1
2006-07-19,42.0,41.1,36.3861,40.784,38.984,DOWN,0
2006-07-20,41.03,41.97,36.429,40.938,39.041,UP,1
2006-07-21,41.22,41.3,36.4756,41.164,39.1026,UP,1
2006-07-24,42.18,41.4,36.5301,41.51,39.1848,DOWN,0
2006-07-25,41.75,42.18,36.5835,41.636,39.263,UP,1
2006-07-26,42.14,41.5,36.638,41.664,39.3424,UP,1
2006-07-27,42.5,42.3,36.6913,41.958,39.432,UP,1
2006-07-28,43.24,42.85,36.749,42.362,39.5422,DOWN,0
2006-07-31,43.07,43.2,36.8058,42.54,39.6474,DOWN,0
2006-08-01,42.92,42.85,36.8622,42.774,39.7448,UP,1
2006-08-02,43.35,43.05,36.92,43.016,39.852,DOWN,0
2006-08-03,43.33,43.35,36.978,43.182,39.9678,DOWN,0
2006-08-04,43.24,43.5,37.0326,43.182,40.0758,DOWN,0
2006-08-07,42.89,43.24,37.0842,43.146,40.1684,UP,1
2006-08-08,43.01,43.1,37.1387,43.164,40.2574,DOWN,0
2006-08-09,42.63,43.05,37.1886,43.02,40.3436,UP,1
2006-08-10,42.98,42.63,37.2382,42.95,40.429,DOWN,0
2006-08-11,42.89,43.0,37.2895,42.88,40.5198,UP,1
2006-08-14,43.0,43.2,37.3391,42.902,40.6134,UP,1
2006-08-15,44.29,43.4,37.3968,43.158,40.7436,DOWN,0
2006-08-16,44.27,43.41,37.4522,43.486,40.873,UP,1
2006-08-17,44.55,44.35,37.5095,43.8,41.008,DOWN,0
2006-08-18,44.22,44.63,37.5656,44.066,41.1284,DOWN,0
2006-08-21,43.59,44.05,37.6187,44.184,41.2422,DOWN,0
2006-08-22,43.52,43.63,37.6711,44.03,41.3596,DOWN,0
2006-08-23,43.4,43.66,37.7239,43.856,41.4774,UP,1
2006-08-24,43.75,43.7,37.7789,43.696,41.5944,DOWN,0
2006-08-25,43.68,43.72,37.8345,43.588,41.6932,UP,1
2006-08-28,44.15,43.73,37.8931,43.7,41.8026,UP,1
2006-08-29,44.8,44.15,37.9521,43.956,41.9288,DOWN,0
2006-08-30,44.72,44.75,38.0095,44.22,42.0602,DOWN,0
2006-08-31,44.58,44.65,38.066,44.386,42.1666,UP,1
2006-09-01,44.82,44.6,38.1245,44.614,42.2746,DOWN,0
2006-09-05,43.15,44.0,38.1745,44.414,42.355,DOWN,0
2006-09-06,42.92,42.95,38.2211,44.038,42.422,DOWN,0
2006-09-07,41.73,42.92,38.263,43.44,42.4416,UP,1
2006-09-08,42.21,41.73,38.3065,42.966,42.4886,DOWN,0
2006-09-11,40.87,42.0,38.344,42.176,42.4832,UP,1
2006-09-12,42.15,40.87,38.3891,41.976,42.5146,DOWN,0
2006-09-13,41.95,41.83,38.433,41.782,42.5358,UP,1
2006-09-14,42.14,41.98,38.4777,41.864,42.5804,DOWN,0
2006-09-15,41.98,42.26,38.5193,41.818,42.6166,UP,1
2006-09-18,42.26,41.99,38.5643,42.096,42.6614,UP,1
2006-09-19,42.35,42.36,38.6061,42.136,42.708,UP,1
2006-09-20,42.92,42.34,38.6515,42.33,42.744,DOWN,0
2006-09-21,42.66,43.02,38.695,42.434,42.7784,UP,1
2006-09-22,42.76,42.55,38.7389,42.59,42.8284,UP,1
2006-09-25,42.83,42.57,38.7831,42.704,42.8832,UP,1
2006-09-26,43.11,42.64,38.8282,42.856,42.9364,UP,1
2006-09-27,43.22,43.05,38.8714,42.916,42.9784,DOWN,0
2006-09-28,43.22,43.4,38.9129,43.028,43.0028,DOWN,0
2006-09-29,42.82,43.1,38.9507,43.04,43.0386,DOWN,0
2006-10-02,42.47,42.83,38.9843,42.968,43.0636,DOWN,0
2006-10-03,42.35,42.52,39.0195,42.816,43.067,UP,1
2006-10-04,43.39,42.39,39.0579,42.85,43.0998,UP,1
2006-10-05,44.02,43.39,39.1007,43.01,43.1374,DOWN,0
2006-10-06,43.92,44.02,39.1426,43.23,43.1658,UP,1
2006-10-09,44.19,43.8,39.1835,43.574,43.1848,UP,1
2006-10-10,44.47,44.35,39.2266,43.998,43.2128,DOWN,0
2006-10-11,44.05,44.22,39.2665,44.13,43.2354,UP,1
2006-10-12,44.47,44.15,39.3067,44.22,43.2578,DOWN,0
2006-10-13,44.2,44.1,39.3439,44.276,43.2752,UP,1
2006-10-16,44.82,44.25,39.3849,44.402,43.3068,DOWN,0
2006-10-17,44.54,44.6,39.4263,44.416,43.3398,UP,1
2006-10-18,44.89,44.66,39.4723,44.584,43.3774,UP,1
2006-10-19,44.9,44.99,39.5199,44.67,43.4228,UP,1
2006-10-20,44.98,44.99,39.5664,44.826,43.4628,DOWN,0
2006-10-23,44.85,44.8,39.6104,44.832,43.502,UP,1
2006-10-24,44.86,44.85,39.6554,44.896,43.5392,UP,1
2006-10-25,44.92,44.93,39.7022,44.902,43.5518,UP,1
2006-10-26,45.04,45.05,39.7476,44.93,43.5672,UP,1
2006-10-27,45.29,45.08,39.7974,44.992,43.582,UP,1
2006-10-30,45.55,45.1,39.849,45.132,43.6086,DOWN,0
2006-10-31,45.35,45.6,39.8995,45.23,43.6438,UP,1
2006-11-01,45.44,45.35,39.9507,45.334,43.6822,DOWN,0
2006-11-02,45.42,45.43,40.0007,45.41,43.7226,DOWN,0
2006-11-03,45.24,45.45,40.0518,45.4,43.7524,UP,1
2006-11-06,45.87,45.27,40.1038,45.464,43.7962,DOWN,0
2006-11-07,45.77,45.87,40.153,45.548,43.8286,UP,1
2006-11-08,45.97,45.48,40.2039,45.654,43.852,DOWN,0
2006-11-09,45.58,46.15,40.253,45.686,43.8692,DOWN,0
2006-11-10,45.3,45.57,40.3009,45.698,43.8836,UP,1
2006-11-13,45.73,45.1,40.3509,45.67,43.9018,UP,1
2006-11-14,45.75,45.94,40.4006,45.666,43.9538,DOWN,0
2006-11-15,45.7,45.79,40.4501,45.612,44.0094,UP,1
2006-11-16,45.87,45.71,40.5039,45.67,44.0922,DOWN,0
2006-11-17,45.79,45.72,40.5569,45.768,44.1638,UP,1
2006-11-20,45.86,45.7,40.6097,45.794,44.2636,UP,1
2006-11-21,46.19,45.72,40.6649,45.882,44.3444,DOWN,0
2006-11-22,46.03,46.0,40.72,45.948,44.426,DOWN,0
2006-11-24,46.0,46.0,40.7749,45.974,44.5032,DOWN,0
2006-11-27,45.46,46.0,40.8292,45.908,44.5728,DOWN,0
2006-11-28,45.11,45.35,40.8855,45.758,44.6298,DOWN,0
2006-11-29,44.52,44.95,40.9337,45.424,44.6732,DOWN,0
2006-11-30,44.35,44.5,40.9802,45.088,44.7018,DOWN,0
2006-12-01,44.21,44.45,41.0232,44.73,44.7328,UP,1
2006-12-04,44.95,44.31,41.0695,44.628,44.7766,UP,1
2006-12-05,45.25,45.05,41.1161,44.656,44.825,UP,1
2006-12-06,45.31,45.3,41.1609,44.814,44.869,DOWN,0
2006-12-07,45.23,45.25,41.2045,44.99,44.9092,UP,1
2006-12-08,45.52,45.31,41.2496,45.252,44.9552,DOWN,0
2006-12-11,45.48,45.5,41.2949,45.358,45.0084,DOWN,0
2006-12-12,45.17,45.22,41.3398,45.342,45.0624,DOWN,0
2006-12-13,44.98,45.25,41.384,45.276,45.115,UP,1
2006-12-14,45.14,44.98,41.4296,45.258,45.15,DOWN,0
2006-12-15,44.77,45.02,41.4739,45.108,45.165,UP,1
2006-12-18,44.84,44.77,41.5194,44.98,45.1834,UP,1
2006-12-19,45.39,44.85,41.5661,45.024,45.2074,UP,1
2006-12-20,45.44,45.38,41.6109,45.116,45.2268,DOWN,0
2006-12-21,45.38,45.44,41.643,45.164,45.2534,DOWN,0
2006-12-22,44.94,45.45,41.6714,45.198,45.2628,UP,1
2006-12-26,45.14,44.92,41.7032,45.258,45.2816,UP,1
2006-12-27,45.29,45.33,41.735,45.238,45.291,UP,1
2006-12-28,45.3,45.33,41.765,45.21,45.3062,DOWN,0
2006-12-29,45.2,45.31,41.7948,45.174,45.3124,DOWN,0
2007-01-03,44.5,45.2,41.8208,45.086,45.3044,DOWN,0
2007-01-04,43.95,44.4,41.8454,44.848,45.2838,UP,1
2007-01-05,43.96,43.95,41.8714,44.582,45.266,DOWN,0
2007-01-08,43.82,43.84,41.8971,44.286,45.2452,UP,1
2007-01-09,43.83,43.95,41.921,44.012,45.2234,DOWN,0
2007-01-10,43.8,43.75,41.945,43.872,45.1986,UP,1
2007-01-11,44.31,43.8,41.972,43.944,45.179,UP,1
2007-01-12,44.66,44.42,42.0017,44.084,45.1612,UP,1
2007-01-16,44.88,44.5,42.0329,44.296,45.1518,DOWN,0
2007-01-17,44.69,44.88,42.0635,44.468,45.1368,DOWN,0
2007-01-18,44.38,44.71,42.0944,44.584,45.116,DOWN,0
2007-01-19,44.12,44.3,42.1225,44.546,45.0936,DOWN,0
2007-01-22,44.11,44.05,42.1491,44.436,45.0584,UP,1
2007-01-23,44.24,44.0,42.1782,44.308,45.0278,UP,1
2007-01-24,44.41,44.24,42.2087,44.252,44.9966,DOWN,0
2007-01-25,43.85,44.33,42.2383,44.146,44.962,DOWN,0
2007-01-26,43.16,43.97,42.2645,43.954,44.9192,UP,1
2007-01-29,43.47,43.06,42.2949,43.826,44.874,DOWN,0
2007-01-30,43.14,43.37,42.3217,43.606,44.8218,UP,1
2007-01-31,43.9,43.1,42.3512,43.504,44.7858,UP,1
2007-02-01,44.17,43.87,42.3824,43.568,44.7518,UP,1
2007-02-02,44.27,44.17,42.4133,43.79,44.7214,DOWN,0
2007-02-05,43.73,44.12,42.4418,43.842,44.6788,UP,1
2007-02-06,44.25,43.73,42.4697,44.064,44.64,DOWN,0
2007-02-07,44.24,44.24,42.5009,44.132,44.6042,DOWN,0
2007-02-08,44.0,44.11,42.5289,44.098,44.5642,DOWN,0
2007-02-09,43.93,44.0,42.5592,44.03,44.5336,UP,1
2007-02-12,44.1,44.06,42.5888,44.104,44.5134,DOWN,0
2007-02-13,43.9,44.15,42.6182,44.034,44.501,UP,1
2007-02-14,44.07,43.94,42.6495,44.0,44.4954,UP,1
2007-02-15,44.35,44.07,42.6837,44.07,44.4982,UP,1
2007-02-16,44.52,44.18,42.716,44.188,44.4896,UP,1
2007-02-20,44.6,44.6,42.7498,44.288,44.4766,UP,1
2007-02-21,44.7,44.47,42.7835,44.448,44.4644,DOWN,0
2007-02-22,44.12,44.77,42.8116,44.458,44.4422,DOWN,0
2007-02-23,43.85,44.05,42.8377,44.358,44.4088,DOWN,0
2007-02-26,43.43,43.88,42.8639,44.14,44.3678,DOWN,0
2007-02-27,42.18,42.92,42.8841,43.656,44.308,UP,1
2007-02-28,42.3,42.32,42.9053,43.176,44.2544,DOWN,0
2007-03-01,41.75,41.8,42.9248,42.702,44.1866,DOWN,0
2007-03-02,41.39,41.79,42.9409,42.21,44.119,DOWN,0
2007-03-05,40.83,41.25,42.955,41.69,44.0388,UP,1
2007-03-06,42.06,41.07,42.9766,41.666,43.9722,UP,1
2007-03-07,42.16,41.9,42.9984,41.638,43.9066,UP,1
2007-03-08,42.57,42.38,43.021,41.802,43.8504,UP,1
2007-03-09,43.01,42.74,43.0461,42.126,43.8118,UP,1
2007-03-12,43.06,43.01,43.0737,42.572,43.7702,DOWN,0
2007-03-13,41.81,42.75,43.0935,42.522,43.7006,UP,1
2007-03-14,42.61,42.38,43.1153,42.612,43.6468,UP,1
2007-03-15,42.87,42.64,43.1368,42.672,43.6002,DOWN,0
2007-03-16,42.16,42.75,43.156,42.502,43.5534,UP,1
2007-03-19,43.0,42.54,43.1775,42.49,43.5344,DOWN,0
2007-03-20,42.74,42.9,43.1994,42.676,43.51,UP,1
2007-03-21,43.08,42.74,43.2232,42.77,43.4952,DOWN,0
2007-03-22,42.98,43.97,43.2492,42.792,43.4782,UP,1
2007-03-23,42.99,42.98,43.2752,42.958,43.462,UP,1
2007-03-26,43.3,43.1,43.3027,43.018,43.4418,DOWN,0
2007-03-27,43.0,43.11,43.3267,43.07,43.4086,DOWN,0
2007-03-28,42.52,42.84,43.3498,42.958,43.3614,UP,1
2007-03-29,42.72,42.59,43.3751,42.906,43.322,UP,1
2007-03-30,43.0,42.8,43.4026,42.908,43.2944,UP,1
2007-04-02,43.18,42.96,43.429,42.884,43.2756,UP,1
2007-04-03,43.73,43.35,43.4539,43.03,43.268,DOWN,0
2007-04-04,43.57,43.66,43.4784,43.24,43.2546,UP,1
2007-04-05,43.73,43.58,43.5046,43.442,43.241,UP,1
2007-04-09,43.81,43.72,43.5329,43.604,43.2402,DOWN,0
2007-04-10,43.68,43.85,43.555,43.704,43.2506,DOWN,0
2007-04-11,43.62,43.74,43.576,43.682,43.2536,UP,1
2007-04-12,44.05,43.63,43.6006,43.778,43.2718,DOWN,0
2007-04-13,43.78,44.0,43.6216,43.788,43.2694,UP,1
2007-04-16,44.41,43.89,43.6399,43.908,43.2742,DOWN,0
2007-04-17,44.19,44.38,43.6616,44.01,43.2726,DOWN,0
2007-04-18,43.95,44.19,43.6756,44.076,43.277,UP,1
2007-04-19,43.99,44.79,43.6927,44.064,43.2718,UP,1
2007-04-20,44.64,44.41,43.7114,44.236,43.2798,DOWN,0
2007-04-23,44.49,44.6,43.7343,44.252,43.2896,DOWN,0
2007-04-24,44.0,44.42,43.7535,44.214,43.291,UP,1
2007-04-25,44.17,44.32,43.7742,44.258,43.2924,DOWN,0
2007-04-26,44.1,44.2,43.7946,44.28,43.2964,DOWN,0
2007-04-27,43.97,44.11,43.8089,44.146,43.2944,DOWN,0
2007-04-30,42.99,43.97,43.8191,43.846,43.2672,DOWN,0
2007-05-01,42.26,43.0,43.8291,43.498,43.222,UP,1
2007-05-02,42.7,42.26,43.8422,43.204,43.184,UP,1
2007-05-03,43.2,42.83,43.8559,43.024,43.154,DOWN,0
2007-05-04,42.76,43.35,43.8641,42.782,43.1268,UP,1
2007-05-07,42.92,42.81,43.8687,42.768,43.1082,DOWN,0
2007-05-08,42.08,42.65,43.874,42.732,43.0812,DOWN,0
2007-05-09,42.06,42.0,43.8782,42.604,43.0788,DOWN,0
2007-05-10,41.78,42.06,43.8762,42.32,43.0684,UP,1
2007-05-11,42.31,42.03,43.879,42.23,43.0796,UP,1
2007-05-14,42.72,42.47,43.8819,42.19,43.1062,UP,1
2007-05-15,44.05,43.14,43.8896,42.584,43.1706,UP,1
2007-05-16,44.21,44.06,43.8945,43.014,43.2136,DOWN,0
2007-05-17,43.91,44.05,43.8987,43.44,43.2486,UP,1
2007-05-18,43.96,44.0,43.9039,43.77,43.2764,DOWN,0
2007-05-21,43.75,43.9,43.9059,43.976,43.2912,UP,1
2007-05-22,43.8,43.72,43.9082,43.926,43.306,DOWN,0
2007-05-23,43.71,43.82,43.9106,43.826,43.344,DOWN,0
2007-05-24,42.96,43.7,43.9109,43.636,43.351,UP,1
2007-05-25,43.38,43.18,43.9128,43.52,43.3612,DOWN,0
2007-05-29,43.13,43.59,43.9153,43.396,43.3806,UP,1
2007-05-30,43.19,43.1,43.9163,43.274,43.3844,DOWN,0
2007-05-31,43.15,43.29,43.9176,43.162,43.3926,DOWN,0
2007-06-01,43.06,43.15,43.9179,43.182,43.3922,DOWN,0
2007-06-04,42.85,43.03,43.9107,43.076,43.3896,DOWN,0
2007-06-05,42.6,42.86,43.9024,42.97,43.3818,DOWN,0
2007-06-06,41.75,42.6,43.8884,42.682,43.3508,DOWN,0
2007-06-07,41.59,42.25,43.8752,42.37,43.3226,UP,1
2007-06-08,41.84,41.66,43.8665,42.126,43.309,UP,1
2007-06-11,42.09,41.6,43.8593,41.974,43.2964,UP,1
2007-06-12,42.75,42.65,43.8561,42.004,43.2914,UP,1
2007-06-13,43.7,42.87,43.8558,42.394,43.3018,DOWN,0
2007-06-14,43.58,43.55,43.8553,42.792,43.2988,UP,1
2007-06-15,43.63,44.4,43.8527,43.15,43.3,DOWN,0
2007-06-18,43.63,43.66,43.8469,43.458,43.298,DOWN,0
2007-06-19,43.01,43.5,43.8383,43.51,43.282,UP,1
2007-06-20,43.18,43.85,43.8313,43.406,43.272,UP,1
2007-06-21,43.36,42.94,43.824,43.362,43.2668,DOWN,0
2007-06-22,42.82,43.2,43.8224,43.2,43.2422,DOWN,0
2007-06-25,42.64,42.78,43.821,43.002,43.2194,UP,1
2007-06-26,42.78,42.65,43.8262,42.956,43.1868,UP,1
2007-06-27,43.15,42.67,43.8309,42.95,43.166,DOWN,0
2007-06-28,42.83,43.02,43.8407,42.844,43.1436,DOWN,0
2007-06-29,42.7,42.84,43.8435,42.82,43.1178,UP,1
2007-07-02,43.15,43.03,43.8495,42.922,43.088,DOWN,0
2007-07-03,43.14,43.15,43.8545,42.994,43.061,DOWN,0
2007-07-05,42.45,42.92,43.8568,42.854,43.03,UP,1
2007-07-06,42.58,42.43,43.8584,42.804,42.9982,UP,1
2007-07-09,42.63,42.33,43.8598,42.79,42.9688,DOWN,0
2007-07-10,42.2,42.51,43.8562,42.6,42.9334,UP,1
2007-07-11,42.9,42.3,43.8574,42.552,42.9316,UP,1
2007-07-12,43.47,43.0,43.861,42.756,42.9558,UP,1
2007-07-13,43.8,43.47,43.8658,43.0,42.9778,DOWN,0
2007-07-16,43.74,43.7,43.869,43.222,42.9886,DOWN,0
2007-07-17,43.6,43.68,43.8709,43.502,43.0054,UP,1
2007-07-18,43.66,43.34,43.8731,43.654,43.0202,DOWN,0
2007-07-19,43.65,43.68,43.8772,43.69,43.0516,UP,1
2007-07-20,43.7,43.62,43.8834,43.67,43.0844,UP,1
2007-07-23,43.99,44.0,43.8916,43.72,43.1286,DOWN,0
2007-07-24,43.69,43.99,43.8931,43.738,43.1562,DOWN,0
2007-07-25,43.36,43.69,43.8898,43.678,43.169,DOWN,0
2007-07-26,42.46,43.01,43.8825,43.44,43.1372,DOWN,0
2007-07-27,41.82,42.02,43.8706,43.064,43.0894,UP,1
2007-07-30,42.57,41.93,43.8611,42.78,43.0626,DOWN,0
2007-07-31,42.11,42.81,43.8514,42.464,43.0256,UP,1
2007-08-01,42.8,42.2,43.8431,42.352,43.0066,DOWN,0
2007-08-02,42.7,42.76,43.8356,42.4,42.9846,DOWN,0
2007-08-03,42.05,42.75,43.8217,42.446,42.9514,UP,1
2007-08-06,42.63,42.26,43.8122,42.458,42.9448,UP,1
2007-08-07,42.65,42.32,43.801,42.566,42.9302,UP,1
2007-08-08,43.19,43.51,43.7924,42.644,42.9314,DOWN,0
2007-08-09,42.43,42.76,43.7797,42.59,42.9162,DOWN,0
2007-08-10,41.9,42.06,43.7649,42.56,42.8912,UP,1
2007-08-13,42.0,42.1,43.7506,42.434,42.87,DOWN,0
2007-08-14,41.15,42.17,43.7318,42.134,42.836,DOWN,0
2007-08-15,40.16,40.96,43.7074,41.528,42.7872,UP,1
2007-08-16,40.35,40.01,43.6827,41.112,42.7592,UP,1
2007-08-17,40.74,42.85,43.6586,40.88,42.7422,UP,1
2007-08-20,40.99,40.75,43.6368,40.678,42.7252,DOWN,0
2007-08-21,40.59,40.68,43.6126,40.566,42.6952,UP,1
2007-08-22,41.02,40.7,43.5906,40.738,42.6606,DOWN,0
2007-08-23,40.96,41.07,43.5692,40.86,42.6058,UP,1
2007-08-24,41.38,41.08,43.5467,40.988,42.5618,DOWN,0
2007-08-27,41.11,41.24,43.5234,41.012,42.5114,DOWN,0
2007-08-28,40.44,40.85,43.4958,40.982,42.4476,UP,1
2007-08-29,41.44,40.6,43.4751,41.066,42.4162,DOWN,0
2007-08-30,41.44,41.2,43.4558,41.162,42.3814,UP,1
2007-08-31,41.66,41.74,43.4354,41.218,42.3474,DOWN,0
2007-09-04,41.4,41.43,43.4137,41.276,42.319,UP,1
2007-09-05,41.62,41.15,43.3933,41.512,42.2986,UP,1
2007-09-06,41.65,41.62,43.3722,41.554,42.276,DOWN,0
2007-09-07,40.84,41.16,43.3474,41.434,42.2298,DOWN,0
2007-09-10,40.76,41.0,43.3219,41.254,42.1884,UP,1
2007-09-11,41.53,41.0,43.2986,41.28,42.165,UP,1
2007-09-12,42.5,41.83,43.281,41.456,42.152,UP,1
2007-09-13,42.52,42.5,43.2636,41.63,42.1396,UP,1
2007-09-14,42.74,42.0,43.25,42.01,42.1454,DOWN,0
2007-09-17,42.59,42.42,43.2374,42.376,42.1456,UP,1
2007-09-18,43.82,42.81,43.2339,42.834,42.1694,UP,1
2007-09-19,45.37,44.0,43.239,43.408,42.2328,UP,1
2007-09-20,45.38,45.15,43.2448,43.98,42.2824,UP,1
2007-09-21,46.28,45.95,43.2515,44.688,42.3386,DOWN,0
2007-09-24,45.87,46.08,43.2546,45.344,42.38,UP,1
2007-09-25,46.13,45.09,43.2587,45.806,42.4278,UP,1
2007-09-26,46.72,46.05,43.2661,46.076,42.4902,UP,1
2007-09-27,47.59,46.8,43.2765,46.518,42.5688,DOWN,0
2007-09-28,47.2,47.32,43.2851,46.702,42.6398,UP,1
2007-10-01,47.85,47.06,43.2985,47.098,42.7228,DOWN,0
2007-10-02,47.37,47.67,43.3104,47.346,42.7904,DOWN,0
2007-10-03,46.89,47.21,43.3192,47.38,42.8544,DOWN,0
2007-10-04,46.81,47.08,43.3294,47.224,42.9234,UP,1
2007-10-05,47.0,47.29,43.3402,47.184,43.0142,DOWN,0
2007-10-08,46.74,47.04,43.3469,46.962,43.1126,UP,1
2007-10-09,46.93,46.75,43.3544,46.874,43.1998,UP,1
2007-10-10,47.03,46.99,43.3626,46.902,43.2982,DOWN,0
2007-10-11,46.38,46.96,43.3698,46.816,43.3698,UP,1
2007-10-12,47.1,46.38,43.3796,46.836,43.4578,DOWN,0
2007-10-15,46.51,47.21,43.3857,46.79,43.547,DOWN,0
2007-10-16,45.66,46.63,43.3875,46.536,43.6076,UP,1
2007-10-17,46.02,45.88,43.3916,46.334,43.675,UP,1
2007-10-18,46.14,45.83,43.3998,46.286,43.734,DOWN,0
2007-10-19,45.65,45.81,43.4083,45.996,43.7984,UP,1
2007-10-22,46.38,45.58,43.4204,45.97,43.888,UP,1
2007-10-23,46.49,46.44,43.4338,46.136,43.9778,UP,1
2007-10-24,46.74,46.18,43.4483,46.28,44.0896,DOWN,0
2007-10-25,46.31,46.92,43.4609,46.314,44.2126,UP,1
2007-10-26,47.26,46.8,43.4756,46.636,44.3508,UP,1
2007-10-29,47.43,47.25,43.4895,46.846,44.4846,DOWN,0
2007-10-30,46.94,47.23,43.4998,46.936,44.6036,UP,1
2007-10-31,47.17,47.01,43.5122,47.022,44.7352,DOWN,0
2007-11-01,46.06,46.83,43.5206,46.972,44.836,UP,1
2007-11-02,46.32,46.13,43.5316,46.784,44.9432,UP,1
2007-11-05,46.53,46.0,43.5437,46.604,45.0462,UP,1
2007-11-06,48.26,46.57,43.5638,46.868,45.1892,DOWN,0
2007-11-07,46.32,47.55,43.5733,46.698,45.3068,UP,1
2007-11-08,46.67,46.36,43.5874,46.82,45.4114,DOWN,0
2007-11-09,46.05,45.99,43.6019,46.766,45.5036,DOWN,0
2007-11-12,45.85,45.88,43.6138,46.63,45.5874,UP,1
2007-11-13,46.68,46.31,43.6315,46.314,45.693,UP,1
2007-11-14,47.18,46.78,43.6479,46.486,45.8042,DOWN,0
2007-11-15,46.28,47.09,43.6584,46.408,45.8968,DOWN,0
2007-11-16,46.03,46.68,43.6672,46.404,46.0006,DOWN,0
2007-11-19,45.12,45.71,43.6742,46.258,46.0878,UP,1
2007-11-20,45.5,45.25,43.6804,46.022,46.1672,DOWN,0
2007-11-21,45.2,45.29,43.6852,45.626,46.2212,UP,1
2007-11-23,45.87,45.6,43.6946,45.544,46.2882,DOWN,0
2007-11-26,44.95,45.75,43.6997,45.328,46.3324,UP,1
2007-11-27,45.61,45.09,43.7072,45.426,46.3928,UP,1
2007-11-28,47.3,45.63,43.7242,45.786,46.4624,DOWN,0
2007-11-29,47.0,47.05,43.7389,46.146,46.495,UP,1
2007-11-30,47.9,47.47,43.7566,46.552,46.5454,UP,1
2007-12-03,49.56,47.51,43.7818,47.474,46.611,DOWN,0
2007-12-04,49.3,49.53,43.8053,48.212,46.6796,UP,1
2007-12-05,49.4,49.86,43.8288,48.632,46.745,UP,1
2007-12-06,50.25,49.38,43.8595,49.282,46.8156,UP,1
2007-12-07,50.77,50.24,43.8941,49.856,46.8792,UP,1
2007-12-10,51.49,50.49,43.9344,50.242,46.965,DOWN,0
