ticker,ECL US Equity,ECL US Equity,ECL US Equity,ECL US Equity,ECL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,17.0938,17.4375,19.1986,17.3063,18.1638,DOWN,0
2000-02-09,16.5313,17.0625,19.1778,17.2063,18.1588,UP,1
2000-02-10,16.5625,16.4063,19.1569,17.0438,18.1438,DOWN,0
2000-02-11,16.25,16.6875,19.132,16.7813,18.1231,DOWN,0
2000-02-14,16.25,16.3125,19.1084,16.5375,18.1006,UP,1
2000-02-15,16.6875,16.25,19.0858,16.4563,18.0819,DOWN,0
2000-02-16,16.375,16.625,19.0636,16.425,18.0631,DOWN,0
2000-02-17,16.3438,16.4375,19.04,16.3813,18.0488,DOWN,0
2000-02-18,15.5313,16.2188,19.013,16.2375,18.02,UP,1
2000-02-22,15.8438,16.0,18.9872,16.1563,17.9994,DOWN,0
2000-02-23,15.5625,15.8125,18.9601,15.9313,17.9738,DOWN,0
2000-02-24,14.5625,15.5,18.9283,15.5688,17.9269,DOWN,0
2000-02-25,14.5625,14.6875,18.8975,15.2125,17.8788,DOWN,0
2000-02-28,14.3125,14.6875,18.8631,14.9688,17.8169,DOWN,0
2000-02-29,14.125,14.375,18.83,14.625,17.7431,UP,1
2000-03-01,14.4375,14.375,18.7983,14.4,17.6681,DOWN,0
2000-03-02,14.375,14.4063,18.767,14.3625,17.5963,UP,1
2000-03-03,15.3438,14.375,18.7391,14.5188,17.5444,DOWN,0
2000-03-06,14.25,15.3438,18.7058,14.5063,17.4706,DOWN,0
2000-03-07,14.1875,14.4375,18.6698,14.5188,17.3925,UP,1
2000-03-08,14.5625,14.0625,18.6372,14.5438,17.3175,UP,1
2000-03-09,15.125,14.625,18.6075,14.6938,17.245,UP,1
2000-03-10,15.1875,14.9688,18.5781,14.6625,17.1619,DOWN,0
2000-03-13,14.9063,15.2188,18.5475,14.7938,17.0713,UP,1
2000-03-14,15.4063,14.8125,18.5183,15.0375,16.9881,UP,1
2000-03-15,16.2813,15.3125,18.4925,15.3813,16.9369,UP,1
2000-03-16,17.3125,16.625,18.4697,15.8188,16.9163,DOWN,0
2000-03-17,17.2188,17.9375,18.4459,16.225,16.8794,DOWN,0
2000-03-20,17.0625,17.2813,18.4216,16.6563,16.8225,UP,1
2000-03-21,17.5,16.875,18.4001,17.075,16.7744,DOWN,0
2000-03-22,17.1875,17.5,18.3769,17.2563,16.7119,DOWN,0
2000-03-23,16.9375,17.0625,18.3511,17.1813,16.6488,UP,1
2000-03-24,17.2813,16.8125,18.328,17.1938,16.6,DOWN,0
2000-03-27,17.2813,17.1875,18.3053,17.2375,16.5544,UP,1
2000-03-28,17.3125,17.2188,18.2819,17.2,16.5063,UP,1
2000-03-29,17.4688,17.2813,18.2603,17.2563,16.4713,UP,1
2000-03-30,18.25,17.5938,18.2423,17.5188,16.4569,UP,1
2000-03-31,18.3438,18.2188,18.2245,17.7313,16.4456,UP,1
2000-04-03,18.5938,18.25,18.2078,17.9938,16.4469,DOWN,0
2000-04-04,18.4688,18.6875,18.1914,18.225,16.4525,UP,1
2000-04-05,18.875,18.4063,18.177,18.5063,16.4738,UP,1
2000-04-06,18.9375,18.8438,18.1625,18.6438,16.4906,DOWN,0
2000-04-07,18.7188,18.8125,18.148,18.7188,16.5044,UP,1
2000-04-10,18.9375,18.6563,18.1341,18.7875,16.5381,UP,1
2000-04-11,19.125,18.8125,18.1231,18.9188,16.5688,UP,1
2000-04-12,19.1875,19.125,18.1119,18.9813,16.6019,DOWN,0
2000-04-13,18.9688,19.1875,18.0976,18.9875,16.6406,DOWN,0
2000-04-14,18.3125,18.5625,18.0814,18.9063,16.6594,DOWN,0
2000-04-17,18.1875,18.0625,18.0642,18.7563,16.6719,DOWN,0
2000-04-18,17.7813,18.2188,18.0447,18.4875,16.6781,UP,1
2000-04-19,17.8125,17.7188,18.0244,18.2125,16.6925,UP,1
2000-04-20,18.3125,18.5,18.0072,18.0813,16.7281,UP,1
2000-04-24,18.9688,18.1875,17.9953,18.2125,16.7763,UP,1
2000-04-25,19.2813,18.8438,17.9869,18.4313,16.8369,UP,1
2000-04-26,19.4375,19.2813,17.9783,18.7625,16.9006,UP,1
2000-04-27,19.5,19.1875,17.9711,19.1,16.9569,UP,1
2000-04-28,19.5313,19.4375,17.9647,19.3438,17.02,UP,1
2000-05-01,20.0938,19.4063,17.9601,19.5688,17.095,DOWN,0
2000-05-02,20.0313,19.9688,17.9562,19.7188,17.185,DOWN,0
2000-05-03,19.9375,19.75,17.9511,19.8188,17.2669,DOWN,0
2000-05-04,19.9375,19.9375,17.9451,19.9063,17.3544,UP,1
2000-05-05,20.125,19.8438,17.9408,20.025,17.4656,DOWN,0
2000-05-08,19.625,19.9375,17.9334,19.9313,17.5669,UP,1
2000-05-09,20.0,19.5,17.9275,19.925,17.6806,DOWN,0
2000-05-10,20.0,19.9375,17.9192,19.9375,17.7981,UP,1
2000-05-11,20.3438,19.875,17.9141,20.0188,17.9163,UP,1
2000-05-12,20.4375,20.2813,17.9101,20.0813,18.0375,DOWN,0
2000-05-15,20.4063,20.3125,17.9056,20.2375,18.1388,DOWN,0
2000-05-16,20.0,20.1563,17.8995,20.2375,18.2538,DOWN,0
2000-05-17,20.0,20.0,17.8931,20.2375,18.37,DOWN,0
2000-05-18,19.5938,19.875,17.8853,20.0875,18.4706,DOWN,0
2000-05-19,19.5,19.5,17.8783,19.9,18.5581,UP,1
2000-05-22,19.7813,19.5938,17.8728,19.775,18.65,DOWN,0
2000-05-23,19.5,19.6875,17.8651,19.675,18.7419,UP,1
2000-05-24,19.625,19.625,17.8608,19.6,18.8263,DOWN,0
2000-05-25,18.9688,19.5625,17.8526,19.475,18.88,UP,1
2000-05-26,19.0938,19.0313,17.8487,19.3938,18.9156,UP,1
2000-05-30,19.3438,19.0,17.8455,19.3063,18.9581,DOWN,0
2000-05-31,19.125,19.2188,17.8411,19.2313,18.9994,DOWN,0
2000-06-01,19.0938,19.0,17.8372,19.125,19.0313,UP,1
2000-06-02,19.5938,19.125,17.8364,19.25,19.0794,DOWN,0
2000-06-05,19.125,19.4063,17.8333,19.2563,19.1231,DOWN,0
2000-06-06,18.9375,19.0625,17.83,19.175,19.1563,UP,1
2000-06-07,19.0313,18.9063,17.8276,19.1563,19.1913,UP,1
2000-06-08,19.2188,18.9063,17.8269,19.1813,19.2294,DOWN,0
2000-06-09,19.1875,19.2813,17.8258,19.1,19.2638,DOWN,0
2000-06-12,18.5625,19.0625,17.8225,18.9875,19.27,UP,1
2000-06-13,18.6563,18.6875,17.8208,18.9313,19.2763,UP,1
2000-06-14,18.8438,18.6875,17.8219,18.8938,19.2813,DOWN,0
2000-06-15,18.6563,18.9375,17.8212,18.7813,19.285,DOWN,0
2000-06-16,18.5137,18.6563,17.8197,18.6465,19.2778,DOWN,0
2000-06-19,18.4688,18.4375,17.8187,18.6277,19.2684,DOWN,0
2000-06-20,18.2813,18.375,17.8147,18.5527,19.2596,DOWN,0
2000-06-21,17.9063,18.1563,17.8112,18.3652,19.239,DOWN,0
2000-06-22,17.875,17.8125,17.8077,18.209,19.214,UP,1
2000-06-23,18.0,17.9688,17.8065,18.1063,19.1903,DOWN,0
2000-06-26,17.9375,18.0,17.8055,18.0,19.1696,UP,1
2000-06-27,18.4688,18.0,17.8079,18.0375,19.1728,UP,1
2000-06-28,18.6719,18.5938,17.8123,18.1906,19.1825,UP,1
2000-06-29,19.0313,18.5313,17.8184,18.4219,19.2075,UP,1
2000-06-30,19.5313,18.9063,17.8294,18.7281,19.2418,UP,1
2000-07-03,20.0,19.5313,17.842,19.1406,19.2756,DOWN,0
2000-07-05,20.0,19.9375,17.8556,19.4469,19.2962,DOWN,0
2000-07-06,19.2188,19.8125,17.8667,19.5563,19.295,DOWN,0
2000-07-07,19.2188,19.0625,17.8789,19.5938,19.2906,UP,1
2000-07-10,19.3125,19.25,17.8934,19.55,19.2868,DOWN,0
2000-07-11,18.9375,19.25,17.9067,19.3375,19.275,DOWN,0
2000-07-12,18.6875,18.9688,17.9178,19.075,19.2468,DOWN,0
2000-07-13,18.6875,18.7188,17.9309,18.9688,19.22,DOWN,0
2000-07-14,18.5625,18.7188,17.9422,18.8375,19.1925,DOWN,0
2000-07-17,18.0313,18.4375,17.947,18.5813,19.1543,UP,1
2000-07-18,18.25,18.0625,17.955,18.4438,19.1168,UP,1
2000-07-19,18.3438,18.3125,17.9626,18.375,19.0912,UP,1
2000-07-20,18.4688,18.125,17.9703,18.3313,19.0606,DOWN,0
2000-07-21,18.0625,18.375,17.9725,18.2313,19.0218,DOWN,0
2000-07-24,17.7188,17.8125,17.9731,18.1688,18.9693,UP,1
2000-07-25,18.0938,17.7188,17.9744,18.1375,18.9225,DOWN,0
2000-07-26,17.4375,18.0,17.974,17.9563,18.8631,UP,1
2000-07-27,17.7344,17.375,17.9749,17.8094,18.8178,UP,1
2000-07-28,18.0625,17.7188,17.979,17.8094,18.779,DOWN,0
2000-07-31,17.9063,18.0938,17.9829,17.8469,18.7453,UP,1
2000-08-01,17.9375,18.0313,17.9876,17.8156,18.714,DOWN,0
2000-08-02,17.9375,17.9063,17.9918,17.9156,18.6771,UP,1
2000-08-03,18.0938,18.0625,17.9957,17.9875,18.649,UP,1
2000-08-04,18.1563,18.0313,18.0018,18.0063,18.6196,UP,1
2000-08-07,18.75,18.25,18.0118,18.175,18.6153,UP,1
2000-08-08,18.875,18.625,18.0212,18.3625,18.6109,DOWN,0
2000-08-09,18.4688,18.75,18.0266,18.4688,18.5934,UP,1
2000-08-10,18.5,18.4688,18.0355,18.55,18.5809,UP,1
2000-08-11,19.0625,18.8125,18.0471,18.7313,18.5803,DOWN,0
2000-08-14,19.0,18.9375,18.0579,18.7813,18.5684,UP,1
2000-08-15,19.125,18.875,18.069,18.8313,18.5684,UP,1
2000-08-16,19.25,19.0625,18.0796,18.9875,18.5746,DOWN,0
2000-08-17,19.2188,19.25,18.0902,19.1313,18.5784,UP,1
2000-08-18,19.25,19.1563,18.1015,19.1688,18.579,UP,1
2000-08-21,19.375,19.375,18.1133,19.2438,18.5828,UP,1
2000-08-22,19.75,19.3125,18.1272,19.3688,18.6065,DOWN,0
2000-08-23,19.6563,19.75,18.1391,19.45,18.6265,DOWN,0
2000-08-24,19.3125,19.5313,18.151,19.4688,18.6359,UP,1
2000-08-25,19.4375,19.3125,18.1607,19.5063,18.6515,DOWN,0
2000-08-28,19.2813,19.4375,18.169,19.4875,18.6669,DOWN,0
2000-08-29,19.0625,19.0625,18.1771,19.35,18.6788,UP,1
2000-08-30,19.0938,19.0,18.1821,19.2375,18.695,UP,1
2000-08-31,19.4688,19.1875,18.1871,19.2688,18.7263,DOWN,0
2000-09-01,19.3438,19.4688,18.1897,19.25,18.7556,DOWN,0
2000-09-05,19.3438,19.3438,18.1943,19.2625,18.7825,UP,1
2000-09-06,19.5313,19.375,18.2007,19.3563,18.8144,DOWN,0
2000-09-07,19.2188,19.6563,18.2068,19.3813,18.8294,DOWN,0
2000-09-08,18.9688,19.2188,18.2148,19.2813,18.8353,UP,1
2000-09-11,19.0625,18.9375,18.2227,19.225,18.8359,UP,1
2000-09-12,19.375,18.9688,18.2327,19.2313,18.8328,DOWN,0
2000-09-13,18.9688,19.1875,18.2437,19.1188,18.8122,DOWN,0
2000-09-14,18.4063,18.9063,18.2491,18.9563,18.7803,DOWN,0
2000-09-15,18.0938,18.0,18.2532,18.7813,18.7578,UP,1
2000-09-18,18.2188,18.125,18.2574,18.6125,18.7378,DOWN,0
2000-09-19,18.0625,18.2188,18.2596,18.35,18.7128,DOWN,0
2000-09-20,17.8438,18.0625,18.2623,18.125,18.6909,UP,1
2000-09-21,17.9688,17.875,18.2668,18.0375,18.6766,DOWN,0
2000-09-22,17.9375,17.875,18.2716,18.0063,18.6616,DOWN,0
2000-09-25,17.875,17.9375,18.2766,17.9375,18.6478,DOWN,0
2000-09-26,17.125,17.9375,18.278,17.75,18.6297,DOWN,0
2000-09-27,17.0313,17.0,18.2787,17.5875,18.6053,UP,1
2000-09-28,17.7188,17.0938,18.2824,17.5375,18.5928,UP,1
2000-09-29,18.0313,17.625,18.2855,17.5563,18.5841,DOWN,0
2000-10-02,17.9375,17.9375,18.2862,17.5688,18.5816,UP,1
2000-10-03,18.375,18.0313,18.2871,17.8188,18.5947,DOWN,0
2000-10-04,18.2813,18.375,18.2887,18.0688,18.5984,DOWN,0
2000-10-05,18.125,18.3125,18.2896,18.15,18.6122,DOWN,0
2000-10-06,17.9375,18.25,18.2896,18.1313,18.6163,DOWN,0
2000-10-09,17.8438,17.8125,18.2883,18.1125,18.6119,UP,1
2000-10-10,18.1875,17.9063,18.2877,18.075,18.6175,DOWN,0
2000-10-11,18.125,18.1563,18.2846,18.0438,18.6213,DOWN,0
2000-10-12,17.9375,18.0938,18.2776,18.0063,18.6213,DOWN,0
2000-10-13,17.75,17.8125,18.2691,17.9688,18.6144,UP,1
2000-10-16,17.875,17.75,18.2607,17.975,18.6088,DOWN,0
2000-10-17,17.5313,18.0,18.2541,17.8438,18.5844,DOWN,0
2000-10-18,17.375,17.5313,18.2493,17.6938,18.5544,UP,1
2000-10-19,17.4375,17.125,18.2412,17.5938,18.5338,UP,1
2000-10-20,17.5625,17.3125,18.2294,17.5563,18.515,UP,1
2000-10-23,17.6875,17.5938,18.2183,17.5188,18.4875,UP,1
2000-10-24,18.4063,17.8125,18.2088,17.6938,18.4756,UP,1
2000-10-25,18.4375,18.375,18.2005,17.9063,18.4619,UP,1
2000-10-26,18.8438,18.4688,18.1962,18.1875,18.4538,UP,1
2000-10-27,19.0938,18.7188,18.1938,18.4938,18.4513,UP,1
2000-10-30,20.0938,19.0938,18.1957,18.975,18.4681,DOWN,0
2000-10-31,19.5938,20.0,18.1976,19.2125,18.4725,DOWN,0
2000-11-01,19.5,19.375,18.2002,19.425,18.4675,UP,1
2000-11-02,19.8125,19.625,18.2048,19.6188,18.4706,DOWN,0
2000-11-03,19.7813,19.9375,18.211,19.7563,18.48,UP,1
2000-11-06,19.9375,19.7813,18.2198,19.725,18.49,UP,1
2000-11-07,20.0313,20.0,18.2308,19.8125,18.505,DOWN,0
2000-11-08,19.7813,19.8125,18.2393,19.8688,18.5194,UP,1
2000-11-09,20.0,19.8438,18.2491,19.9063,18.5375,DOWN,0
2000-11-10,19.875,20.0,18.2623,19.925,18.5456,DOWN,0
2000-11-13,19.5625,19.8125,18.2721,19.85,18.55,UP,1
2000-11-14,19.9375,19.4688,18.2841,19.8313,18.5619,UP,1
2000-11-15,20.125,19.875,18.2996,19.9,18.5738,DOWN,0
2000-11-16,19.8125,20.125,18.3118,19.8625,18.5856,UP,1
2000-11-17,20.0313,19.75,18.3241,19.8938,18.6069,DOWN,0
2000-11-20,19.8438,20.0,18.336,19.95,18.6225,UP,1
2000-11-21,20.4375,19.7813,18.3527,20.05,18.6438,DOWN,0
2000-11-22,20.3438,20.3125,18.3718,20.0938,18.6713,UP,1
2000-11-24,20.5313,20.25,18.3916,20.2375,18.7138,UP,1
2000-11-27,20.5625,20.6563,18.4132,20.3438,18.7631,UP,1
2000-11-28,20.875,20.5625,18.4363,20.55,18.8163,UP,1
2000-11-29,21.375,20.875,18.4598,20.7375,18.8825,UP,1
2000-11-30,21.7188,21.375,18.4865,21.0125,18.96,DOWN,0
2000-12-01,21.625,21.5938,18.5129,21.2313,19.0331,UP,1
2000-12-04,21.875,21.625,18.5446,21.4938,19.1119,DOWN,0
2000-12-05,21.3438,22.0,18.5721,21.5875,19.1813,DOWN,0
2000-12-06,20.9375,21.3438,18.599,21.5,19.2575,DOWN,0
2000-12-07,20.8438,20.5625,18.6304,21.325,19.3338,UP,1
2000-12-08,21.75,21.625,18.6663,21.35,19.4144,DOWN,0
2000-12-11,21.0938,21.7188,18.7002,21.1938,19.4756,UP,1
2000-12-12,21.125,21.1875,18.7352,21.15,19.5394,UP,1
2000-12-13,21.25,21.125,18.7693,21.2125,19.5969,DOWN,0
2000-12-14,20.875,21.3125,18.8018,21.2188,19.6488,DOWN,0
2000-12-15,20.4688,20.7188,18.8274,20.9625,19.6956,UP,1
2000-12-18,20.625,20.5938,18.8593,20.8688,19.7494,DOWN,0
2000-12-19,20.25,20.6875,18.8896,20.6938,19.7975,DOWN,0
2000-12-20,19.9063,20.0938,18.9163,20.425,19.8319,UP,1
2000-12-21,20.2813,20.0625,18.9421,20.3063,19.875,UP,1
2000-12-22,20.875,20.5625,18.9705,20.3875,19.9338,DOWN,0
2000-12-26,20.6875,20.8438,18.9994,20.4,19.9925,UP,1
2000-12-27,21.5938,20.875,19.0304,20.6688,20.0669,UP,1
2000-12-28,22.3438,21.75,19.0607,21.1563,20.1631,DOWN,0
2000-12-29,21.5938,22.25,19.0821,21.4188,20.2475,DOWN,0
2001-01-02,21.25,21.5938,19.1023,21.4938,20.3238,UP,1
2001-01-03,21.5313,21.4375,19.1246,21.6625,20.4031,DOWN,0
2001-01-04,21.5313,21.8125,19.1448,21.65,20.48,DOWN,0
2001-01-05,21.4688,21.6563,19.1662,21.475,20.5413,UP,1
2001-01-08,21.9688,21.4688,19.1913,21.55,20.6119,DOWN,0
2001-01-09,21.375,21.7813,19.2118,21.575,20.6625,DOWN,0
2001-01-10,21.1563,21.25,19.2312,21.5,20.7038,UP,1
2001-01-11,21.1875,21.2188,19.2505,21.4313,20.7256,DOWN,0
2001-01-12,20.9375,21.3438,19.2679,21.325,20.7525,DOWN,0
2001-01-16,20.5,20.75,19.2791,21.0313,20.7725,DOWN,0
2001-01-17,19.6563,20.5625,19.2857,20.6875,20.7694,DOWN,0
2001-01-18,19.5,19.6875,19.2902,20.3563,20.7638,DOWN,0
2001-01-19,19.1875,19.3125,19.2938,19.9563,20.7488,UP,1
2001-01-22,19.5,19.25,19.2969,19.6688,20.7381,DOWN,0
2001-01-23,19.4688,19.3125,19.2996,19.4625,20.7319,DOWN,0
2001-01-24,19.4688,19.5938,19.3033,19.425,20.7213,DOWN,0
2001-01-25,19.4688,19.4375,19.306,19.4188,20.7131,DOWN,0
2001-01-26,19.4375,19.625,19.3076,19.4688,20.7106,UP,1
2001-01-29,19.92,19.4,19.3112,19.5528,20.7103,UP,1
2001-01-30,20.525,19.92,19.319,19.764,20.7183,UP,1
2001-01-31,20.775,20.5,19.3313,20.0253,20.7375,UP,1
2001-02-01,21.375,21.0,19.3473,20.4065,20.7644,DOWN,0
2001-02-02,21.075,21.35,19.3637,20.734,20.789,UP,1
2001-02-05,21.4,21.0,19.3817,21.03,20.8083,UP,1
2001-02-06,21.515,21.395,19.3977,21.228,20.8317,DOWN,0
2001-02-07,21.405,21.55,19.4099,21.354,20.8492,DOWN,0
2001-02-08,21.38,21.475,19.4204,21.355,20.8655,UP,1
2001-02-09,21.53,21.425,19.4308,21.446,20.8786,DOWN,0
2001-02-12,21.275,21.53,19.4397,21.421,20.8766,DOWN,0
2001-02-13,20.675,21.175,19.4454,21.253,20.8558,UP,1
2001-02-14,21.23,20.8,19.4511,21.218,20.8479,DOWN,0
2001-02-15,21.175,21.105,19.4568,21.177,20.8339,DOWN,0
2001-02-16,20.88,21.25,19.4615,21.047,20.8246,UP,1
2001-02-20,21.415,21.0,19.4689,21.075,20.8341,DOWN,0
2001-02-21,21.275,21.5,19.4747,21.195,20.8428,DOWN,0
2001-02-22,21.145,21.275,19.4823,21.178,20.8307,DOWN,0
2001-02-23,20.635,20.925,19.4854,21.07,20.8215,UP,1
2001-02-26,21.115,20.75,19.491,21.117,20.8213,UP,1
2001-02-27,21.15,21.12,19.495,21.064,20.8193,DOWN,0
2001-02-28,20.975,21.275,19.4977,21.004,20.8213,UP,1
2001-03-01,21.185,20.875,19.5016,21.012,20.8356,UP,1
2001-03-02,21.505,21.1,19.5091,21.186,20.8532,UP,1
2001-03-05,21.625,21.5,19.5173,21.288,20.8807,DOWN,0
2001-03-06,21.365,21.875,19.5261,21.331,20.9099,UP,1
2001-03-07,21.65,21.35,19.5369,21.466,20.9373,UP,1
2001-03-08,21.755,21.65,19.5467,21.58,20.9549,UP,1
2001-03-09,21.925,21.7,19.5589,21.664,20.9796,DOWN,0
2001-03-12,21.5,21.6,19.5682,21.639,20.9777,DOWN,0
2001-03-13,20.9,21.4,19.5779,21.546,20.9489,DOWN,0
2001-03-14,20.555,20.65,19.5852,21.327,20.9281,UP,1
2001-03-15,20.965,20.5,19.5933,21.169,20.9224,DOWN,0
2001-03-16,20.965,21.25,19.6025,20.977,20.9111,DOWN,0
2001-03-19,20.75,20.85,19.6108,20.827,20.8954,DOWN,0
2001-03-20,20.605,20.65,19.6159,20.768,20.8782,DOWN,0
2001-03-21,20.165,20.605,19.6211,20.69,20.8421,DOWN,0
2001-03-22,19.48,20.0,19.6238,20.393,20.8042,UP,1
2001-03-23,20.21,19.55,19.6297,20.242,20.7853,UP,1
2001-03-26,20.875,20.175,19.6379,20.267,20.779,UP,1
2001-03-27,21.31,20.8,19.6486,20.408,20.7865,DOWN,0
2001-03-28,21.115,21.185,19.6613,20.598,20.7988,DOWN,0
2001-03-29,21.015,20.85,19.6731,20.905,20.8259,UP,1
2001-03-30,21.21,21.15,19.6849,21.105,20.8601,DOWN,0
2001-04-02,21.055,21.245,19.6969,21.141,20.8975,DOWN,0
2001-04-03,20.375,21.0,19.7062,20.954,20.915,DOWN,0
2001-04-04,20.335,20.25,19.7156,20.798,20.9323,UP,1
2001-04-05,20.845,20.36,19.7284,20.764,20.9598,DOWN,0
2001-04-06,20.45,20.845,19.7411,20.612,20.9795,UP,1
2001-04-09,20.85,20.45,19.756,20.571,21.0077,UP,1
2001-04-10,21.26,20.9,19.7723,20.748,21.0345,DOWN,0
2001-04-11,20.47,21.035,19.785,20.775,21.0334,DOWN,0
2001-04-12,20.405,20.5,19.7946,20.687,21.026,UP,1
2001-04-16,20.5,20.53,19.8038,20.697,21.0085,UP,1
2001-04-17,20.785,20.55,19.8125,20.684,21.0027,UP,1
2001-04-18,21.0,20.975,19.8199,20.632,20.9947,DOWN,0
2001-04-19,20.49,20.8,19.8223,20.636,20.9742,DOWN,0
2001-04-20,20.065,20.4,19.8227,20.568,20.9474,DOWN,0
2001-04-23,19.32,19.875,19.8232,20.332,20.9062,DOWN,0
2001-04-24,18.75,19.1,19.8208,19.925,20.8506,DOWN,0
2001-04-25,18.57,18.815,19.8171,19.439,20.7965,UP,1
2001-04-26,18.905,18.625,19.8169,19.122,20.7611,UP,1
2001-04-27,19.01,19.02,19.8186,18.911,20.7167,DOWN,0
2001-04-30,18.915,19.11,19.8197,18.83,20.6715,UP,1
2001-05-01,18.925,19.025,19.8215,18.865,20.6324,UP,1
2001-05-02,19.185,19.05,19.8273,18.988,20.5878,DOWN,0
2001-05-03,19.0,19.095,19.831,19.007,20.5423,UP,1
2001-05-04,19.2,18.95,19.8353,19.045,20.5034,UP,1
2001-05-07,19.235,19.225,19.8391,19.109,20.4754,UP,1
2001-05-08,19.395,19.5,19.8458,19.203,20.441,UP,1
2001-05-09,19.51,19.2,19.8548,19.268,20.4082,UP,1
2001-05-10,19.855,19.8,19.8636,19.439,20.3858,DOWN,0
2001-05-11,19.8,20.25,19.8754,19.559,20.3581,UP,1
2001-05-14,19.87,19.9,19.8861,19.686,20.3254,UP,1
2001-05-15,19.99,19.87,19.8957,19.805,20.2927,UP,1
2001-05-16,20.695,19.975,19.9096,20.042,20.2793,UP,1
2001-05-17,20.88,20.875,19.9244,20.247,20.2639,DOWN,0
2001-05-18,20.755,20.88,19.9384,20.438,20.2439,DOWN,0
2001-05-21,20.61,20.725,19.951,20.586,20.2176,DOWN,0
2001-05-22,20.435,20.75,19.9624,20.675,20.1963,DOWN,0
2001-05-23,20.18,20.35,19.9696,20.572,20.1819,DOWN,0
2001-05-24,20.135,20.18,19.9759,20.423,20.1735,UP,1
2001-05-25,20.15,20.175,19.9843,20.302,20.1572,UP,1
2001-05-29,20.24,20.2,19.993,20.228,20.1427,DOWN,0
2001-05-30,20.05,20.15,19.9979,20.151,20.1287,UP,1
2001-05-31,20.44,20.225,20.0051,20.203,20.1254,UP,1
2001-06-01,20.445,20.445,20.0117,20.265,20.131,UP,1
2001-06-04,20.575,20.445,20.0183,20.35,20.1529,UP,1
2001-06-05,20.605,20.65,20.0253,20.423,20.1608,UP,1
2001-06-06,20.7,20.65,20.0325,20.553,20.1573,UP,1
2001-06-07,20.805,20.79,20.0397,20.626,20.1472,UP,1
2001-06-08,20.885,20.875,20.0453,20.714,20.1426,DOWN,0
2001-06-11,20.57,20.8,20.0499,20.713,20.1337,DOWN,0
2001-06-12,20.52,20.5,20.0559,20.696,20.1199,DOWN,0
2001-06-13,20.48,20.395,20.0612,20.652,20.1084,DOWN,0
2001-06-14,20.475,20.605,20.0671,20.586,20.1104,DOWN,0
2001-06-15,20.27,20.225,20.0732,20.463,20.1091,DOWN,0
2001-06-18,20.16,20.175,20.0785,20.381,20.0954,UP,1
2001-06-19,20.305,20.05,20.0827,20.338,20.0925,UP,1
2001-06-20,20.62,20.3,20.0891,20.366,20.0879,DOWN,0
2001-06-21,20.255,20.55,20.0936,20.322,20.0678,DOWN,0
2001-06-22,19.87,20.225,20.0953,20.242,20.0558,DOWN,0
2001-06-25,19.675,19.87,20.0976,20.145,20.0412,UP,1
2001-06-26,20.04,19.6,20.1029,20.092,20.032,UP,1
2001-06-27,20.135,20.025,20.1083,19.995,20.019,UP,1
2001-06-28,20.395,20.35,20.1134,20.023,20.0069,UP,1
2001-06-29,20.485,20.55,20.121,20.146,20.0068,UP,1
2001-07-02,20.625,20.475,20.1321,20.336,20.018,UP,1
