ticker,LW US Equity,LW US Equity,LW US Equity,LW US Equity,LW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2018-06-21,67.29,67.61,66.202,65.6834,56.8663,UP,1
2018-06-22,67.88,67.55,66.792,65.7746,56.9791,UP,1
2018-06-25,68.15,68.06,67.436,65.8552,57.0934,UP,1
2018-06-26,68.63,68.42,67.886,65.9332,57.2094,DOWN,0
2018-06-27,68.16,68.75,68.022,65.9864,57.322,UP,1
2018-06-28,68.72,68.21,68.308,66.0506,57.4356,DOWN,0
2018-06-29,68.51,68.98,68.434,66.1158,57.5454,DOWN,0
2018-07-02,67.99,68.12,68.402,66.1684,57.655,UP,1
2018-07-03,68.37,68.13,68.35,66.2226,57.7649,UP,1
2018-07-05,69.88,68.52,68.694,66.3114,57.8829,UP,1
2018-07-06,70.19,69.7,68.988,66.3982,58.0019,UP,1
2018-07-09,70.38,70.21,69.362,66.4776,58.1206,DOWN,0
2018-07-10,70.28,70.78,69.82,66.5514,58.2427,DOWN,0
2018-07-11,70.2,70.21,70.186,66.649,58.3668,UP,1
2018-07-12,70.54,70.35,70.318,66.7604,58.4936,UP,1
2018-07-13,70.85,70.57,70.45,66.8946,58.6202,DOWN,0
2018-07-16,70.2,70.69,70.414,67.0178,58.741,UP,1
2018-07-17,70.73,70.2,70.504,67.1306,58.8618,DOWN,0
2018-07-18,70.59,70.69,70.582,67.2182,58.9803,DOWN,0
2018-07-19,70.38,70.48,70.55,67.2926,59.0945,UP,1
2018-07-20,70.42,70.48,70.464,67.3464,59.2107,DOWN,0
2018-07-23,69.02,70.52,70.228,67.3662,59.3138,DOWN,0
2018-07-24,68.34,68.87,69.75,67.3744,59.4125,UP,1
2018-07-25,70.41,68.63,69.714,67.4302,59.5189,DOWN,0
2018-07-26,70.05,70.92,69.648,67.485,59.625,DOWN,0
2018-07-27,69.8,70.14,69.524,67.5382,59.7288,UP,1
2018-07-30,70.24,69.52,69.768,67.603,59.8332,UP,1
2018-07-31,70.27,70.35,70.154,67.6726,59.936,DOWN,0
2018-08-01,69.7,70.29,70.012,67.7318,60.0345,UP,1
2018-08-02,70.53,69.22,70.108,67.8416,60.1337,UP,1
2018-08-03,72.16,70.67,70.58,67.9816,60.2434,UP,1
2018-08-06,72.58,72.34,71.048,68.1292,60.3535,DOWN,0
2018-08-07,71.77,72.62,71.348,68.256,60.4609,DOWN,0
2018-08-08,71.41,71.81,71.69,68.393,60.5648,UP,1
2018-08-09,71.63,71.39,71.91,68.5256,60.6684,DOWN,0
2018-08-10,71.09,71.5,71.696,68.6724,60.7703,DOWN,0
2018-08-13,70.92,71.05,71.364,68.8086,60.8718,UP,1
2018-08-14,71.7,71.12,71.35,68.937,60.9773,DOWN,0
2018-08-15,69.26,71.46,70.92,69.0076,61.0695,DOWN,0
2018-08-16,66.59,69.29,69.912,69.0462,61.1505,DOWN,0
2018-08-17,65.59,66.13,68.812,69.0608,61.2235,UP,1
2018-08-20,65.63,65.78,67.754,69.0598,61.2949,DOWN,0
2018-08-21,65.24,65.63,66.462,69.0574,61.3621,UP,1
2018-08-22,66.18,65.32,65.846,69.0672,61.4324,UP,1
2018-08-23,67.08,65.86,65.944,69.102,61.5075,DOWN,0
2018-08-24,67.03,66.91,66.232,69.1256,61.5844,UP,1
2018-08-27,68.12,67.45,66.73,69.1894,61.663,DOWN,0
2018-08-28,67.9,67.91,67.262,69.2488,61.7444,DOWN,0
2018-08-29,67.73,68.21,67.572,69.2758,61.8233,DOWN,0
2018-08-30,67.12,67.54,67.58,69.2686,61.895,UP,1
2018-08-31,67.6,67.2,67.694,69.2748,61.966,DOWN,0
2018-09-04,67.17,67.65,67.504,69.2606,62.0382,UP,1
2018-09-05,67.3,66.83,67.384,69.2436,62.1074,DOWN,0
2018-09-06,67.22,67.03,67.282,69.2154,62.1775,DOWN,0
2018-09-07,66.83,67.02,67.224,69.1888,62.2432,UP,1
2018-09-10,67.03,67.04,67.11,69.155,62.3096,UP,1
2018-09-11,67.13,66.72,67.102,69.1274,62.374,UP,1
2018-09-12,67.14,67.22,67.07,69.1104,62.4375,UP,1
2018-09-13,67.35,67.12,67.096,69.09,62.5041,UP,1
2018-09-14,68.01,67.35,67.332,69.0526,62.574,DOWN,0
2018-09-17,66.69,68.06,67.264,68.9826,62.6377,UP,1
2018-09-18,66.84,66.5,67.206,68.9118,62.7001,DOWN,0
2018-09-19,65.26,66.97,66.83,68.8114,62.7521,UP,1
2018-09-20,66.13,65.27,66.586,68.73,62.808,UP,1
2018-09-21,67.0,66.92,66.384,68.6592,62.8707,DOWN,0
2018-09-24,66.43,66.81,66.332,68.5708,62.9306,UP,1
2018-09-25,67.1,66.46,66.384,68.5088,62.9912,DOWN,0
2018-09-26,66.7,67.08,66.672,68.4282,63.0437,DOWN,0
2018-09-27,65.59,66.29,66.564,68.3282,63.0873,UP,1
2018-09-28,66.6,65.38,66.484,68.2526,63.1415,DOWN,0
2018-10-01,65.94,66.96,66.386,68.163,63.1922,UP,1
2018-10-02,72.0,69.66,67.366,68.2226,63.275,UP,1
2018-10-03,72.24,72.94,68.474,68.3006,63.3587,UP,1
2018-10-04,73.25,72.08,70.006,68.3574,63.4443,UP,1
2018-10-05,74.7,73.44,71.626,68.4504,63.5386,DOWN,0
2018-10-08,73.99,74.36,73.236,68.5342,63.6286,UP,1
2018-10-09,74.62,74.1,73.76,68.6218,63.7246,DOWN,0
2018-10-10,73.22,74.64,73.956,68.6808,63.8116,DOWN,0
2018-10-11,72.13,72.99,73.732,68.7294,63.8963,UP,1
2018-10-12,72.96,72.66,73.384,68.778,63.9838,UP,1
2018-10-15,73.18,73.06,73.222,68.7984,64.0704,UP,1
2018-10-16,75.27,73.53,73.352,68.8522,64.1645,UP,1
2018-10-17,76.11,75.12,73.93,68.939,64.2682,DOWN,0
2018-10-18,75.65,76.11,74.634,69.0238,64.3662,UP,1
2018-10-19,76.57,76.35,75.356,69.1226,64.4629,UP,1
2018-10-22,77.15,76.96,76.15,69.2438,64.5602,UP,1
2018-10-23,78.16,76.58,76.728,69.3886,64.6582,UP,1
2018-10-24,79.05,78.25,77.316,69.5356,64.7632,DOWN,0
2018-10-25,78.05,78.13,77.796,69.7114,64.8641,DOWN,0
2018-10-26,77.01,77.51,77.884,69.9198,64.9592,UP,1
2018-10-29,77.2,77.7,77.894,70.152,65.0538,DOWN,0
2018-10-30,76.79,77.33,77.62,70.3752,65.1451,UP,1
2018-10-31,78.16,76.82,77.442,70.6336,65.2392,DOWN,0
2018-11-01,77.23,78.16,77.278,70.8546,65.3302,DOWN,0
2018-11-02,76.98,77.45,77.272,71.0526,65.4149,UP,1
2018-11-05,78.63,77.03,77.558,71.2846,65.5066,UP,1
2018-11-06,80.26,78.64,78.252,71.5274,65.6063,UP,1
2018-11-07,80.81,80.4,78.782,71.7856,65.711,UP,1
2018-11-08,81.68,80.6,79.672,72.0646,65.8232,UP,1
2018-11-09,82.02,81.5,80.68,72.3626,65.9343,UP,1
2018-11-12,82.14,82.0,81.382,72.6534,66.0495,UP,1
2018-11-13,83.35,82.17,82.0,72.977,66.175,DOWN,0
2018-11-14,82.99,83.34,82.436,73.2908,66.297,DOWN,0
2018-11-15,82.21,81.9,82.542,73.5906,66.421,UP,1
2018-11-16,82.65,82.2,82.668,73.907,66.5503,DOWN,0
2018-11-19,80.81,82.38,82.402,74.1826,66.6727,DOWN,0
2018-11-20,80.6,80.5,81.852,74.452,66.7967,UP,1
2018-11-21,81.79,80.66,81.612,74.745,66.921,DOWN,0
2018-11-23,81.15,81.39,81.4,75.021,67.0531,DOWN,0
2018-11-26,80.37,81.74,80.944,75.2682,67.1826,DOWN,0
2018-11-27,77.55,78.36,80.292,75.4854,67.295,DOWN,0
2018-11-28,77.1,77.5,79.592,75.6906,67.4078,DOWN,0
2018-11-29,76.74,77.3,78.582,75.9202,67.5203,DOWN,0
2018-11-30,76.7,76.9,77.692,76.1316,67.6268,DOWN,0
2018-12-03,75.58,77.33,76.734,76.3032,67.7268,DOWN,0
2018-12-04,75.49,75.86,76.322,76.4844,67.8328,DOWN,0
2018-12-06,74.13,75.5,75.728,76.625,67.9359,DOWN,0
2018-12-07,73.45,74.3,75.07,76.76,68.0344,DOWN,0
2018-12-10,73.37,73.64,74.404,76.9156,68.1277,UP,1
2018-12-11,75.17,73.9,74.322,77.087,68.2304,UP,1
2018-12-12,76.39,75.61,74.502,77.296,68.3404,UP,1
2018-12-13,77.69,76.35,75.214,77.4098,68.4584,DOWN,0
2018-12-14,75.83,77.47,75.69,77.4816,68.5653,DOWN,0
2018-12-17,75.44,75.7,76.104,77.5254,68.6656,UP,1
2018-12-18,75.63,75.96,76.196,77.544,68.7644,DOWN,0
2018-12-19,74.99,75.99,75.916,77.564,68.8552,DOWN,0
2018-12-20,73.4,74.75,75.058,77.5396,68.9407,UP,1
2018-12-21,73.6,73.75,74.612,77.5472,69.0253,DOWN,0
2018-12-24,71.53,73.58,73.83,77.5352,69.0963,UP,1
2018-12-26,73.37,71.9,73.378,77.5434,69.1769,UP,1
2018-12-27,73.73,72.79,73.126,77.5544,69.2632,DOWN,0
2018-12-28,73.61,74.07,73.168,77.5212,69.3508,DOWN,0
2018-12-31,73.56,73.61,73.16,77.4702,69.4405,UP,1
2019-01-02,73.66,73.23,73.586,77.4304,69.5305,DOWN,0
2019-01-03,72.98,73.14,73.508,77.3586,69.6181,UP,1
2019-01-04,75.58,75.1,73.878,77.3272,69.7175,DOWN,0
2019-01-07,70.55,75.59,73.266,77.175,69.7935,UP,1
2019-01-08,70.91,70.61,72.736,77.0122,69.8751,DOWN,0
2019-01-09,69.72,71.16,71.948,76.8456,69.9535,UP,1
2019-01-10,69.86,69.72,71.324,76.7026,70.0206,DOWN,0
2019-01-11,69.47,69.86,70.102,76.548,70.088,DOWN,0
2019-01-14,67.64,69.46,69.52,76.365,70.1442,UP,1
2019-01-15,68.9,67.65,69.118,76.1798,70.1976,UP,1
2019-01-16,70.18,69.22,69.21,76.0388,70.2582,UP,1
2019-01-17,70.9,70.0,69.418,75.9172,70.317,DOWN,0
2019-01-18,70.88,71.13,69.7,75.7622,70.3743,DOWN,0
2019-01-22,70.75,70.89,70.322,75.572,70.4207,UP,1
2019-01-23,72.73,71.94,71.088,75.4104,70.4754,DOWN,0
2019-01-24,71.36,71.99,71.324,75.204,70.5208,DOWN,0
2019-01-25,71.1,71.77,71.364,74.9856,70.5574,UP,1
2019-01-28,71.4,70.63,71.468,74.7708,70.5956,UP,1
2019-01-29,72.44,71.33,71.806,74.5526,70.6412,UP,1
2019-01-30,72.58,72.71,71.776,74.3444,70.6835,DOWN,0
2019-01-31,72.3,72.14,71.964,74.1462,70.7214,UP,1
2019-02-01,72.4,72.48,72.224,73.9412,70.7559,DOWN,0
2019-02-04,71.3,72.16,72.204,73.751,70.7848,UP,1
2019-02-05,71.64,71.39,72.044,73.5718,70.8168,DOWN,0
2019-02-06,71.31,71.48,71.79,73.3622,70.8465,DOWN,0
2019-02-07,70.61,70.95,71.452,73.1514,70.8713,UP,1
2019-02-08,70.62,70.29,71.096,72.9564,70.8972,DOWN,0
2019-02-11,70.39,70.86,70.914,72.8132,70.9199,DOWN,0
2019-02-12,69.02,70.34,70.39,72.6516,70.9329,DOWN,0
2019-02-13,68.56,69.22,69.84,72.488,70.9428,UP,1
2019-02-14,68.97,68.33,69.512,72.3334,70.961,UP,1
2019-02-15,69.51,69.52,69.29,72.212,70.9837,UP,1
2019-02-19,70.3,69.46,69.272,72.1082,71.0145,DOWN,0
2019-02-20,70.06,70.17,69.48,72.0268,71.0446,UP,1
2019-02-21,70.98,70.0,69.964,71.9774,71.0741,DOWN,0
2019-02-22,70.5,70.05,70.27,71.92,71.0955,DOWN,0
2019-02-25,69.49,70.8,70.266,71.8064,71.1097,DOWN,0
2019-02-26,69.0,69.77,70.006,71.6586,71.116,UP,1
2019-02-27,69.1,68.84,69.814,71.4868,71.1214,UP,1
2019-02-28,69.31,69.2,69.48,71.3564,71.1283,UP,1
2019-03-01,70.95,69.69,69.57,71.2666,71.1449,DOWN,0
2019-03-04,70.79,70.93,69.83,71.1698,71.1623,UP,1
2019-03-05,71.16,70.73,70.262,71.0932,71.1824,DOWN,0
2019-03-06,70.54,71.25,70.55,71.036,71.2001,DOWN,0
2019-03-07,70.51,70.55,70.79,70.9742,71.2187,DOWN,0
2019-03-08,70.01,70.46,70.602,70.9438,71.2351,UP,1
2019-03-11,70.21,69.96,70.486,70.8806,71.2609,DOWN,0
2019-03-12,69.7,70.43,70.194,70.8,71.2836,UP,1
2019-03-13,69.84,69.71,70.054,70.7246,71.3068,DOWN,0
2019-03-14,68.19,69.98,69.59,70.6172,71.3206,UP,1
2019-03-15,69.51,68.04,69.49,70.5342,71.3454,UP,1
2019-03-18,69.9,69.38,69.428,70.4726,71.3699,DOWN,0
2019-03-19,69.71,70.14,69.43,70.3552,71.3997,DOWN,0
2019-03-20,69.37,69.86,69.336,70.3316,71.426,UP,1
2019-03-21,71.0,69.55,69.898,70.3334,71.4546,UP,1
2019-03-22,71.66,71.27,70.328,70.3722,71.4842,UP,1
2019-03-25,72.83,71.57,70.914,70.4316,71.5251,UP,1
2019-03-26,73.0,72.86,71.572,70.5022,71.5658,DOWN,0
2019-03-27,72.27,73.11,72.152,70.5948,71.5987,UP,1
2019-03-28,73.92,72.49,72.736,70.6952,71.6415,UP,1
2019-03-29,74.94,74.18,73.392,70.7904,71.6878,DOWN,0
2019-04-01,73.97,74.79,73.62,70.8518,71.7309,UP,1
2019-04-02,74.36,79.0,73.892,70.9214,71.7735,DOWN,0
2019-04-03,73.09,74.54,74.056,70.9682,71.8143,DOWN,0
2019-04-04,70.32,73.08,73.336,70.92,71.8412,UP,1
2019-04-05,71.63,70.19,72.674,70.9254,71.8675,UP,1
2019-04-08,72.87,71.92,72.454,70.9608,71.8944,UP,1
2019-04-09,72.92,72.67,72.166,70.9912,71.9226,DOWN,0
2019-04-10,72.4,73.08,72.028,70.9904,71.9452,DOWN,0
2019-04-11,71.63,72.33,72.29,70.9714,71.9626,DOWN,0
2019-04-12,71.11,71.49,72.186,70.9476,71.975,UP,1
2019-04-15,71.2,71.14,71.852,70.9236,71.9902,DOWN,0
2019-04-16,69.66,71.22,71.2,70.8908,71.9949,DOWN,0
2019-04-17,68.63,69.75,70.446,70.8306,71.9955,DOWN,0
2019-04-18,67.62,68.62,69.644,70.7568,71.9936,UP,1
2019-04-22,68.9,67.73,69.202,70.7226,71.9963,UP,1
2019-04-23,69.48,68.75,68.858,70.6998,71.9943,DOWN,0
2019-04-24,69.29,69.66,68.784,70.6778,71.9898,DOWN,0
2019-04-25,69.2,68.72,68.898,70.6814,71.9839,UP,1
2019-04-26,69.69,69.41,69.312,70.704,71.9809,DOWN,0
2019-04-29,68.55,69.47,69.242,70.6956,71.9727,UP,1
2019-04-30,70.05,68.57,69.356,70.7064,71.9702,UP,1
2019-05-01,70.1,69.94,69.518,70.7024,71.9665,DOWN,0
2019-05-02,66.37,69.77,68.952,70.6286,71.9473,UP,1
2019-05-03,67.1,66.53,68.434,70.551,71.9292,UP,1
2019-05-06,67.5,66.51,68.224,70.491,71.9137,UP,1
2019-05-07,68.25,68.61,67.864,70.4662,71.9031,UP,1
2019-05-08,68.3,68.15,67.504,70.4522,71.8925,UP,1
2019-05-09,68.63,68.18,67.956,70.4428,71.8905,DOWN,0
2019-05-10,67.45,68.46,68.026,70.4056,71.8861,DOWN,0
2019-05-13,66.54,66.99,67.834,70.3174,71.8667,UP,1
2019-05-14,67.02,66.76,67.588,70.242,71.8516,UP,1
2019-05-15,67.07,67.08,67.342,70.1602,71.8379,DOWN,0
2019-05-16,66.88,67.25,66.992,70.087,71.8211,UP,1
2019-05-17,67.63,66.83,67.028,70.0294,71.8079,DOWN,0
2019-05-20,67.54,67.63,67.228,69.98,71.7971,DOWN,0
2019-05-21,65.36,67.57,66.896,69.883,71.7713,DOWN,0
2019-05-22,63.66,65.36,66.214,69.7622,71.7288,DOWN,0
2019-05-23,63.08,63.29,65.454,69.627,71.6813,DOWN,0
2019-05-24,62.13,63.18,64.354,69.5058,71.6331,DOWN,0
2019-05-28,60.79,62.13,63.004,69.3314,71.58,DOWN,0
2019-05-29,59.93,60.6,61.918,69.132,71.5215,UP,1
2019-05-30,60.05,59.91,61.196,68.9388,71.4663,DOWN,0
2019-05-31,59.25,59.84,60.43,68.7364,71.4079,UP,1
2019-06-03,60.24,59.25,60.052,68.5212,71.3506,UP,1
2019-06-04,61.23,60.36,60.14,68.3126,71.3105,UP,1
2019-06-05,62.35,61.59,60.624,68.103,71.2893,UP,1
2019-06-06,62.39,62.14,61.092,67.8908,71.2733,DOWN,0
2019-06-07,60.99,62.58,61.44,67.6652,71.2501,UP,1
2019-06-10,61.42,60.9,61.676,67.4152,71.231,UP,1
2019-06-11,61.92,61.42,61.814,67.1548,71.2097,DOWN,0
2019-06-12,61.37,62.14,61.618,66.9028,71.1811,DOWN,0
2019-06-13,61.21,61.43,61.382,66.6398,71.152,UP,1
2019-06-14,61.71,61.33,61.526,66.4122,71.1199,DOWN,0
2019-06-17,59.85,61.44,61.212,66.2028,71.0797,DOWN,0
2019-06-18,58.97,59.99,60.622,65.9496,71.0359,UP,1
2019-06-19,61.32,60.76,60.612,65.7186,71.0069,UP,1
2019-06-20,61.34,61.44,60.638,65.487,70.9756,DOWN,0
2019-06-21,60.84,61.33,60.464,65.2558,70.9439,DOWN,0
2019-06-24,60.76,60.79,60.646,65.0384,70.9113,UP,1
2019-06-25,62.54,60.83,61.36,64.867,70.8879,UP,1
2019-06-26,63.0,62.12,61.696,64.703,70.8687,DOWN,0
2019-06-27,61.7,62.74,61.768,64.5438,70.8421,UP,1
2019-06-28,63.36,61.85,62.272,64.4384,70.8232,DOWN,0
2019-07-01,62.53,63.53,62.626,64.3366,70.8002,UP,1
2019-07-02,62.62,62.84,62.642,64.211,70.7765,UP,1
2019-07-03,63.72,62.65,62.786,64.0958,70.7551,UP,1
2019-07-05,64.34,63.54,63.314,63.9968,70.7433,UP,1
2019-07-08,64.39,64.43,63.52,63.9006,70.7311,UP,1
2019-07-09,65.08,64.37,64.03,63.8084,70.7302,UP,1
2019-07-10,66.2,65.0,64.746,63.7614,70.7305,UP,1
2019-07-11,67.58,66.29,65.518,63.712,70.7334,DOWN,0
2019-07-12,65.93,67.6,65.836,63.6286,70.7309,UP,1
2019-07-15,66.37,66.0,66.232,63.6286,70.7273,UP,1
2019-07-16,66.79,66.63,66.574,63.6224,70.7277,UP,1
2019-07-17,67.08,66.71,66.75,63.614,70.7352,UP,1
2019-07-18,67.96,67.2,66.826,63.6082,70.742,UP,1
2019-07-19,68.57,68.05,67.354,63.6136,70.7551,DOWN,0
2019-07-22,67.56,68.64,67.592,63.5922,70.7329,DOWN,0
2019-07-23,63.66,65.63,66.966,63.5164,70.69,DOWN,0
2019-07-24,63.49,63.19,66.248,63.4554,70.6412,UP,1
2019-07-25,64.79,63.1,65.614,63.4108,70.5917,DOWN,0
2019-07-26,64.68,65.12,64.836,63.363,70.5451,UP,1
2019-07-29,65.55,64.86,64.434,63.3364,70.4997,UP,1
2019-07-30,67.54,65.71,65.21,63.3346,70.4714,DOWN,0
2019-07-31,67.12,67.7,65.936,63.3262,70.4463,DOWN,0
2019-08-01,66.55,67.26,66.288,63.35,70.4143,UP,1
2019-08-02,67.06,66.7,66.764,63.418,70.3837,DOWN,0
2019-08-05,65.36,66.63,66.726,63.4636,70.3341,DOWN,0
2019-08-06,64.95,65.41,66.208,63.52,70.2783,UP,1
2019-08-07,65.62,64.83,65.908,63.6166,70.2282,UP,1
2019-08-08,66.84,65.08,65.966,63.7548,70.1795,UP,1
2019-08-09,67.06,67.05,65.966,63.895,70.1291,UP,1
2019-08-12,67.9,66.86,66.474,64.068,70.0778,DOWN,0
2019-08-13,67.3,67.91,66.944,64.2092,70.019,DOWN,0
2019-08-14,66.8,67.23,67.18,64.3206,69.9628,UP,1
2019-08-15,67.9,66.94,67.392,64.4316,69.9172,UP,1
2019-08-16,68.81,68.19,67.742,64.56,69.8753,UP,1
2019-08-19,70.12,69.04,68.186,64.7426,69.8419,DOWN,0
2019-08-20,68.25,69.84,68.376,64.8792,69.7924,UP,1
2019-08-21,68.44,68.51,68.704,65.0096,69.7484,UP,1
2019-08-22,69.51,68.63,69.026,65.1724,69.7111,DOWN,0
2019-08-23,68.4,69.42,68.944,65.3162,69.6599,UP,1
2019-08-26,68.87,68.83,68.694,65.4594,69.603,DOWN,0
2019-08-27,68.45,68.88,68.734,65.6314,69.5412,UP,1
2019-08-28,68.77,68.56,68.8,65.8274,69.4766,UP,1
2019-08-29,69.92,69.2,68.882,65.9994,69.4161,UP,1
2019-08-30,70.39,70.28,69.28,66.1804,69.3574,UP,1
2019-09-03,71.36,70.1,69.778,66.3908,69.2974,UP,1
2019-09-04,72.38,71.59,70.564,66.6232,69.2444,DOWN,0
2019-09-05,71.79,72.76,71.168,66.8082,69.1923,DOWN,0
2019-09-06,71.22,71.97,71.428,66.9726,69.1351,DOWN,0
2019-09-09,71.06,71.3,71.562,67.1598,69.0864,DOWN,0
2019-09-10,70.57,70.77,71.404,67.304,69.0362,UP,1
2019-09-11,71.58,70.6,71.244,67.485,68.9852,UP,1
2019-09-12,71.95,71.85,71.276,67.6716,68.9392,UP,1
2019-09-13,72.15,71.83,71.462,67.8402,68.8981,UP,1
2019-09-16,73.19,72.26,71.888,68.0172,68.8763,UP,1
2019-09-17,74.0,72.88,72.574,68.2094,68.8608,DOWN,0
2019-09-18,73.75,74.12,73.008,68.3828,68.8458,DOWN,0
2019-09-19,73.63,73.73,73.344,68.5314,68.8305,DOWN,0
2019-09-20,73.52,74.0,73.618,68.6502,68.8202,UP,1
2019-09-23,74.14,73.68,73.808,68.8144,68.8134,DOWN,0
2019-09-24,73.86,74.28,73.78,68.9642,68.8121,DOWN,0
2019-09-25,73.86,73.64,73.802,69.1056,68.8141,DOWN,0
2019-09-26,73.59,74.13,73.794,69.2358,68.8152,DOWN,0
2019-09-27,73.36,73.84,73.762,69.3438,68.8062,DOWN,0
2019-09-30,72.72,73.34,73.478,69.4268,68.7878,UP,1
2019-10-01,73.57,72.82,73.42,69.547,68.7672,DOWN,0
2019-10-02,73.35,73.6,73.318,69.7408,68.7548,UP,1
2019-10-03,77.88,73.54,74.176,70.0286,68.767,DOWN,0
2019-10-04,77.77,78.0,75.058,70.2882,68.7777,DOWN,0
2019-10-07,75.91,77.54,75.696,70.5128,68.7823,UP,1
2019-10-08,76.57,75.76,76.296,70.7332,68.7982,DOWN,0
2019-10-09,75.96,76.57,76.818,70.9016,68.81,UP,1
2019-10-10,76.41,75.79,76.524,71.0874,68.8344,DOWN,0
2019-10-11,76.09,76.55,76.188,71.2782,68.848,DOWN,0
2019-10-14,75.84,76.19,76.174,71.4538,68.8585,DOWN,0
2019-10-15,75.5,75.94,75.96,71.6566,68.868,UP,1
2019-10-16,76.23,75.7,76.014,71.8822,68.8813,UP,1
2019-10-17,77.05,76.41,76.142,72.1108,68.8983,DOWN,0
2019-10-18,76.97,77.13,76.318,72.3134,68.9182,DOWN,0
2019-10-21,76.82,76.97,76.514,72.5086,68.9244,DOWN,0
2019-10-22,75.33,77.18,76.48,72.6572,68.9483,DOWN,0
2019-10-23,74.81,75.33,76.196,72.8074,68.9678,DOWN,0
2019-10-24,74.6,74.81,75.706,72.9634,68.9922,UP,1
2019-10-25,75.0,74.88,75.312,73.1054,69.0179,UP,1
2019-10-28,76.03,75.15,75.154,73.2498,69.0507,UP,1
2019-10-29,77.02,75.99,75.492,73.3878,69.0976,UP,1
2019-10-30,77.75,77.14,76.08,73.5778,69.1419,UP,1
2019-10-31,78.04,77.58,76.768,73.7698,69.1812,DOWN,0
2019-11-01,77.57,78.34,77.282,73.931,69.2145,DOWN,0
2019-11-04,77.21,77.44,77.518,74.1072,69.2462,DOWN,0
2019-11-05,76.86,77.04,77.486,74.267,69.2767,UP,1
2019-11-06,79.07,76.95,77.75,74.4794,69.3084,DOWN,0
2019-11-07,79.0,79.21,77.942,74.684,69.3466,DOWN,0
2019-11-08,78.95,78.93,78.218,74.8646,69.3859,UP,1
2019-11-11,80.49,78.72,78.874,75.0666,69.4313,DOWN,0
2019-11-12,80.12,80.41,79.526,75.2418,69.4697,UP,1
2019-11-13,81.0,79.99,79.912,75.4142,69.5118,UP,1
2019-11-14,81.04,81.07,80.32,75.5992,69.5555,UP,1
2019-11-15,82.94,81.2,81.118,75.8336,69.6082,UP,1
2019-11-18,83.36,82.7,81.692,76.0796,69.6685,UP,1
2019-11-19,83.75,83.53,82.418,76.3432,69.7291,DOWN,0
2019-11-20,83.49,83.71,82.916,76.5814,69.79,DOWN,0
2019-11-21,82.84,83.24,83.276,76.7992,69.8511,UP,1
2019-11-22,82.91,83.07,83.27,77.0144,69.9126,UP,1
2019-11-25,83.43,83.27,83.284,77.2192,69.9778,UP,1
2019-11-26,83.85,83.7,83.304,77.4162,70.0519,UP,1
2019-11-27,84.02,83.85,83.41,77.6216,70.1292,DOWN,0
2019-11-29,83.98,83.97,83.638,77.8286,70.2043,UP,1
2019-12-02,84.03,83.81,83.862,78.0388,70.2769,UP,1
2019-12-03,84.41,83.95,84.058,78.2442,70.3474,DOWN,0
2019-12-04,84.13,84.22,84.114,78.4496,70.4178,UP,1
2019-12-05,84.41,84.35,84.192,78.6606,70.4849,DOWN,0
2019-12-06,84.22,84.4,84.24,78.8732,70.5535,DOWN,0
2019-12-09,84.16,84.26,84.266,79.0892,70.6269,DOWN,0
2019-12-10,84.02,84.29,84.188,79.3152,70.702,UP,1
2019-12-11,84.38,84.27,84.238,79.5314,70.7784,DOWN,0
2019-12-12,84.11,84.36,84.178,79.7466,70.8524,DOWN,0
2019-12-13,84.1,83.89,84.154,79.871,70.9181,DOWN,0
2019-12-16,83.97,84.05,84.116,79.995,70.984,UP,1
2019-12-17,84.09,84.03,84.13,80.1586,71.0487,UP,1
2019-12-18,84.17,84.31,84.088,80.3106,71.1168,UP,1
2019-12-19,84.2,84.39,84.106,80.4754,71.1853,UP,1
2019-12-20,85.83,84.86,84.452,80.6638,71.2644,DOWN,0
2019-12-23,85.5,86.23,84.758,80.852,71.3408,DOWN,0
2019-12-24,85.14,85.56,84.968,81.038,71.418,UP,1
2019-12-26,86.15,85.18,85.364,81.251,71.4996,DOWN,0
2019-12-27,86.07,86.22,85.738,81.4478,71.589,DOWN,0
2019-12-30,85.45,85.96,85.662,81.6158,71.6687,UP,1
2019-12-31,86.03,85.52,85.768,81.797,71.7493,DOWN,0
2020-01-02,84.09,85.77,85.558,81.9424,71.8212,UP,1
2020-01-03,93.56,87.15,87.04,82.307,71.9422,DOWN,0
2020-01-06,90.7,92.45,87.966,82.6248,72.0407,UP,1
2020-01-07,91.21,90.55,89.118,82.957,72.1384,UP,1
2020-01-08,91.26,91.2,90.164,83.2822,72.2306,DOWN,0
2020-01-09,90.79,91.95,91.504,83.5774,72.3195,DOWN,0
2020-01-10,90.48,90.83,90.888,83.8466,72.4106,UP,1
2020-01-13,91.23,90.27,90.994,84.1162,72.4971,DOWN,0
2020-01-14,90.67,91.06,90.886,84.3688,72.5758,UP,1
2020-01-15,90.88,90.73,90.81,84.635,72.6603,UP,1
2020-01-16,91.0,90.94,90.852,84.9108,72.7435,DOWN,0
2020-01-17,90.5,91.21,90.856,85.1836,72.8306,UP,1
2020-01-21,91.2,90.52,90.85,85.4262,72.935,DOWN,0
2020-01-22,91.19,91.23,90.954,85.67,73.0328,DOWN,0
2020-01-23,90.89,90.95,90.956,85.9088,73.1229,DOWN,0
