ticker,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2008-11-06,7.85,7.94,12.234,25.28,55.5946,DOWN,0
2008-11-07,7.03,7.35,10.802,24.5036,55.2233,UP,1
2008-11-10,8.0,7.48,9.584,23.7154,54.8462,DOWN,0
2008-11-11,5.34,6.5,7.976,22.8856,54.4367,DOWN,0
2008-11-12,5.1,5.24,6.664,22.0868,54.043,UP,1
2008-11-13,5.58,5.45,6.21,21.3564,53.6322,UP,1
2008-11-14,6.11,5.69,6.026,20.6262,53.2235,UP,1
2008-11-17,6.53,6.88,5.732,19.8934,52.8489,DOWN,0
2008-11-18,6.26,6.53,5.916,19.1922,52.4357,DOWN,0
2008-11-19,5.07,5.82,5.91,18.5568,52.03,DOWN,0
2008-11-20,3.9,5.01,5.574,17.8924,51.5982,DOWN,0
2008-11-21,3.23,4.33,4.998,17.2028,51.1701,UP,1
2008-11-24,3.69,3.59,4.43,16.57,50.7268,UP,1
2008-11-25,4.31,3.99,4.04,15.9336,50.2911,UP,1
2008-11-26,4.85,4.2,3.996,15.394,49.8603,UP,1
2008-11-28,5.17,5.02,4.25,14.7596,49.4305,DOWN,0
2008-12-01,4.0,4.9,4.404,13.9636,49.0059,UP,1
2008-12-02,4.64,4.24,4.594,13.3354,48.5904,UP,1
2008-12-03,5.03,4.3,4.738,12.7712,48.1788,DOWN,0
2008-12-04,4.64,5.1,4.696,12.198,47.7732,UP,1
2008-12-05,5.11,4.48,4.684,11.5972,47.3588,UP,1
2008-12-08,5.95,5.34,5.074,10.9512,46.9418,DOWN,0
2008-12-09,5.53,5.65,5.252,10.3998,46.527,DOWN,0
2008-12-10,5.31,5.66,5.308,9.7838,46.1173,UP,1
2008-12-11,5.81,5.2,5.542,9.2736,45.7336,UP,1
2008-12-12,5.94,5.35,5.708,8.8622,45.3468,UP,1
2008-12-15,6.0,6.53,5.718,8.52,44.9717,UP,1
2008-12-16,6.25,6.25,5.862,8.228,44.605,UP,1
2008-12-17,7.5,6.19,6.3,8.0382,44.2371,DOWN,0
2008-12-18,6.6,7.71,6.458,7.8366,43.8783,UP,1
2008-12-19,6.68,6.64,6.606,7.6932,43.5165,DOWN,0
2008-12-22,5.79,6.75,6.564,7.528,43.1521,UP,1
2008-12-23,5.81,5.82,6.476,7.3642,42.7802,UP,1
2008-12-24,5.88,5.85,6.152,7.2122,42.4163,UP,1
2008-12-26,6.05,5.88,6.042,7.1144,42.0579,DOWN,0
2008-12-29,5.89,6.13,5.884,6.9956,41.7133,DOWN,0
2008-12-30,5.84,5.9,5.894,6.8512,41.3832,UP,1
2008-12-31,5.93,5.86,5.918,6.7246,41.0387,UP,1
2009-01-02,7.09,5.9,6.16,6.6178,40.7109,UP,1
2009-01-05,8.48,7.0,6.646,6.5532,40.3685,DOWN,0
2009-01-06,8.4,8.81,7.148,6.557,39.996,DOWN,0
2009-01-07,7.4,7.97,7.46,6.5786,39.6188,DOWN,0
2009-01-08,7.24,7.05,7.722,6.6074,39.2583,DOWN,0
2009-01-09,6.99,7.37,7.702,6.6482,38.9127,DOWN,0
2009-01-12,5.93,6.85,7.192,6.5886,38.5744,UP,1
2009-01-13,6.45,5.94,6.802,6.51,38.2384,DOWN,0
2009-01-14,6.08,6.1,6.538,6.3478,37.8807,UP,1
2009-01-15,6.14,6.3,6.318,6.1888,37.5189,UP,1
2009-01-16,6.27,6.43,6.174,6.0466,37.1497,DOWN,0
2009-01-20,5.04,6.06,5.996,5.9142,36.7797,UP,1
2009-01-21,5.55,5.27,5.816,5.8682,36.4035,UP,1
2009-01-22,5.81,5.4,5.762,5.8438,36.0251,UP,1
2009-01-23,5.96,5.42,5.726,5.803,35.6542,DOWN,0
2009-01-26,5.81,6.0,5.634,5.8124,35.2845,DOWN,0
2009-01-27,5.66,6.01,5.758,5.8236,34.9301,UP,1
2009-01-28,6.06,6.02,5.86,5.8332,34.5903,DOWN,0
2009-01-29,5.65,5.9,5.828,5.824,34.2734,DOWN,0
2009-01-30,5.15,5.74,5.666,5.7964,33.9533,DOWN,0
2009-02-02,4.37,4.93,5.378,5.7586,33.6396,DOWN,0
2009-02-03,4.06,4.6,5.058,5.7384,33.3211,DOWN,0
2009-02-04,3.47,4.16,4.54,5.7298,33.0133,UP,1
2009-02-05,3.8,3.39,4.17,5.7412,32.6773,UP,1
2009-02-06,4.14,4.24,3.968,5.7502,32.35,UP,1
2009-02-09,4.43,4.36,3.98,5.7526,32.02,DOWN,0
2009-02-10,3.75,4.31,3.918,5.7306,31.6873,UP,1
2009-02-11,3.98,4.06,4.02,5.7068,31.3483,DOWN,0
2009-02-12,3.49,4.15,3.958,5.6966,30.9966,DOWN,0
2009-02-13,3.36,3.6,3.802,5.671,30.6323,DOWN,0
2009-02-17,3.03,3.19,3.522,5.631,30.2878,DOWN,0
2009-02-18,2.95,3.2,3.362,5.5972,29.9381,DOWN,0
2009-02-19,2.75,3.05,3.116,5.55,29.5868,DOWN,0
2009-02-20,2.6,2.75,2.938,5.483,29.2268,DOWN,0
2009-02-23,2.5,2.76,2.766,5.4224,28.8784,UP,1
2009-02-24,2.59,2.59,2.678,5.368,28.5331,DOWN,0
2009-02-25,2.16,2.43,2.52,5.295,28.1853,UP,1
2009-02-26,2.85,2.45,2.54,5.2332,27.8447,DOWN,0
2009-02-27,2.28,2.65,2.476,5.1588,27.5063,DOWN,0
2009-03-02,2.19,2.25,2.414,5.0776,27.1572,UP,1
2009-03-03,2.3,2.3,2.356,4.9736,26.7887,DOWN,0
2009-03-04,2.23,2.4,2.37,4.8862,26.4194,DOWN,0
2009-03-05,1.99,2.22,2.198,4.7924,26.0655,DOWN,0
2009-03-06,1.77,2.07,2.096,4.712,25.7219,DOWN,0
2009-03-09,1.42,1.68,1.942,4.6242,25.3904,UP,1
2009-03-10,1.66,1.72,1.814,4.5398,25.0595,DOWN,0
2009-03-11,1.55,1.74,1.678,4.4498,24.732,UP,1
2009-03-12,1.77,1.63,1.634,4.3674,24.4097,UP,1
2009-03-13,2.27,2.16,1.734,4.296,24.0871,DOWN,0
2009-03-16,1.99,2.36,1.848,4.2172,23.7595,UP,1
2009-03-17,2.27,2.05,1.97,4.1208,23.4237,UP,1
2009-03-18,2.33,2.22,2.126,3.9978,23.0976,UP,1
2009-03-19,2.57,2.58,2.286,3.8812,22.7899,DOWN,0
2009-03-20,2.41,2.64,2.314,3.7814,22.4862,UP,1
2009-03-23,2.65,2.61,2.446,3.6896,22.1789,UP,1
2009-03-24,3.05,2.6,2.602,3.6108,21.8859,DOWN,0
2009-03-25,3.03,2.99,2.742,3.5528,21.6015,UP,1
2009-03-26,3.12,3.14,2.852,3.4862,21.3344,UP,1
2009-03-27,3.14,3.0,2.998,3.4274,21.0812,DOWN,0
2009-03-30,2.85,2.99,3.038,3.3616,20.8245,UP,1
2009-03-31,3.01,2.94,3.03,3.2964,20.5604,UP,1
2009-04-01,3.74,3.18,3.172,3.2704,20.2813,UP,1
2009-04-02,4.4,4.07,3.428,3.2474,20.0076,UP,1
2009-04-03,4.48,4.5,3.696,3.2208,19.7446,UP,1
2009-04-06,4.96,4.48,4.118,3.2008,19.4819,DOWN,0
2009-04-07,4.03,4.76,4.322,3.1652,19.2272,DOWN,0
2009-04-08,4.02,4.27,4.378,3.1324,18.9742,UP,1
2009-04-09,4.44,4.31,4.386,3.1,18.7303,UP,1
2009-04-13,5.21,4.6,4.532,3.0912,18.4895,DOWN,0
2009-04-14,5.15,5.55,4.57,3.0912,18.2643,DOWN,0
2009-04-15,5.15,5.24,4.794,3.1068,18.0545,DOWN,0
2009-04-16,5.1,5.32,5.01,3.1276,17.8428,DOWN,0
2009-04-17,5.03,4.96,5.128,3.1588,17.6436,DOWN,0
2009-04-20,4.64,5.29,5.014,3.1756,17.4546,UP,1
2009-04-21,5.03,4.31,4.99,3.1934,17.2824,UP,1
2009-04-22,5.66,5.07,5.092,3.218,17.1142,UP,1
2009-04-23,6.26,6.0,5.324,3.2682,16.9446,UP,1
2009-04-24,7.42,6.52,5.802,3.337,16.7911,DOWN,0
2009-04-27,6.91,6.85,6.256,3.4054,16.6556,UP,1
2009-04-28,6.98,6.5,6.646,3.4778,16.52,UP,1
2009-04-29,7.72,7.4,7.058,3.5716,16.3909,UP,1
2009-04-30,7.82,8.78,7.37,3.669,16.264,UP,1
2009-05-01,8.0,8.0,7.486,3.774,16.128,UP,1
2009-05-04,9.5,8.32,8.004,3.912,15.9868,UP,1
2009-05-05,11.34,10.62,8.876,4.0888,15.8506,DOWN,0
2009-05-06,10.25,11.65,9.382,4.242,15.6908,DOWN,0
2009-05-07,9.49,10.92,9.716,4.3886,15.4933,UP,1
2009-05-08,10.5,10.05,10.216,4.5416,15.2852,UP,1
2009-05-11,10.9,10.19,10.496,4.714,15.1114,DOWN,0
2009-05-12,10.26,11.2,10.28,4.8754,14.9433,DOWN,0
2009-05-13,8.65,9.84,9.96,5.0024,14.7761,UP,1
2009-05-14,9.43,8.18,9.948,5.1464,14.6031,DOWN,0
2009-05-15,9.23,10.04,9.694,5.2912,14.4102,UP,1
2009-05-18,10.3,9.64,9.574,5.4618,14.2341,DOWN,0
2009-05-19,10.01,10.22,9.524,5.6336,14.0573,DOWN,0
2009-05-20,9.79,10.3,9.752,5.7962,13.8839,DOWN,0
2009-05-21,9.38,9.57,9.742,5.9528,13.6947,DOWN,0
2009-05-22,8.96,9.52,9.688,6.0966,13.4905,UP,1
2009-05-26,9.33,8.63,9.494,6.2378,13.2941,UP,1
2009-05-27,9.66,9.66,9.424,6.3912,13.0877,UP,1
2009-05-28,9.94,9.86,9.454,6.5446,12.8691,DOWN,0
2009-05-29,9.91,9.95,9.56,6.6962,12.6417,UP,1
2009-06-01,10.77,10.17,9.922,6.8602,12.4387,DOWN,0
2009-06-02,10.41,10.74,10.138,7.0202,12.2064,DOWN,0
2009-06-03,9.78,10.26,10.162,7.1628,11.9738,UP,1
2009-06-04,10.18,10.03,10.21,7.3054,11.77,DOWN,0
2009-06-05,10.01,10.5,10.23,7.445,11.5924,DOWN,0
2009-06-08,9.96,9.79,10.068,7.5818,11.4332,DOWN,0
2009-06-09,9.75,10.04,9.936,7.714,11.2769,DOWN,0
2009-06-10,9.49,9.92,9.878,7.8468,11.1227,DOWN,0
2009-06-11,9.27,9.44,9.696,7.972,10.9646,DOWN,0
2009-06-12,9.1,9.13,9.514,8.0792,10.8095,DOWN,0
2009-06-15,8.05,8.83,9.132,8.1522,10.6369,UP,1
2009-06-16,8.38,8.23,8.858,8.2302,10.4496,DOWN,0
2009-06-17,7.92,8.38,8.544,8.2894,10.2521,DOWN,0
2009-06-18,7.73,8.15,8.236,8.3634,10.0566,UP,1
2009-06-19,8.14,7.91,8.044,8.4458,9.8721,DOWN,0
2009-06-22,7.33,7.93,7.9,8.5036,9.6983,UP,1
2009-06-23,7.37,7.41,7.698,8.5468,9.522,UP,1
2009-06-24,7.74,7.7,7.662,8.5986,9.3449,UP,1
2009-06-25,8.16,7.65,7.748,8.6588,9.1791,UP,1
2009-06-26,8.25,8.25,7.77,8.7218,9.0361,DOWN,0
2009-06-29,8.17,8.34,7.938,8.7846,8.8914,DOWN,0
2009-06-30,7.86,8.12,8.036,8.849,8.7421,DOWN,0
2009-07-01,7.7,8.14,8.028,8.9024,8.604,DOWN,0
2009-07-02,7.36,7.54,7.868,8.9364,8.4601,DOWN,0
2009-07-06,7.02,7.2,7.622,8.9516,8.3361,DOWN,0
2009-07-07,6.9,7.05,7.368,8.9412,8.1861,DOWN,0
2009-07-08,6.65,7.23,7.126,8.936,8.0004,UP,1
2009-07-09,7.4,6.75,7.066,8.9444,7.8571,DOWN,0
2009-07-10,6.84,7.3,6.962,8.9268,7.7251,UP,1
2009-07-13,6.94,6.98,6.946,8.9092,7.5933,UP,1
2009-07-14,7.14,6.94,6.994,8.892,7.4533,UP,1
2009-07-15,8.11,7.35,7.286,8.8642,7.3026,UP,1
2009-07-16,8.72,7.88,7.55,8.8118,7.1807,DOWN,0
2009-07-17,8.59,8.72,7.9,8.7786,7.0431,UP,1
2009-07-20,9.86,8.96,8.484,8.786,6.9358,DOWN,0
2009-07-21,9.74,10.25,9.004,8.7708,6.8519,UP,1
2009-07-22,10.25,9.69,9.432,8.7578,6.7876,DOWN,0
2009-07-23,10.15,10.33,9.718,8.7556,6.7341,UP,1
2009-07-24,10.88,9.98,10.176,8.8002,6.7036,UP,1
2009-07-27,11.28,11.23,10.46,8.8372,6.6766,DOWN,0
2009-07-28,10.97,11.03,10.706,8.872,6.6622,DOWN,0
2009-07-29,10.2,10.68,10.696,8.87,6.6429,UP,1
2009-07-30,11.15,10.7,10.896,8.8928,6.6287,DOWN,0
2009-07-31,9.35,9.92,10.59,8.884,6.608,UP,1
2009-08-03,10.06,9.73,10.346,8.8976,6.6036,UP,1
2009-08-04,10.91,10.16,10.334,8.9366,6.599,UP,1
2009-08-05,11.17,11.13,10.528,8.9734,6.5896,DOWN,0
2009-08-06,11.13,11.44,10.524,9.0028,6.5839,UP,1
2009-08-07,12.52,11.67,11.158,9.0544,6.5844,DOWN,0
2009-08-10,12.25,12.69,11.596,9.1012,6.5871,DOWN,0
2009-08-11,11.6,11.96,11.734,9.1178,6.604,UP,1
2009-08-12,12.29,11.62,11.958,9.1554,6.6339,UP,1
2009-08-13,13.79,12.76,12.49,9.2356,6.6738,DOWN,0
2009-08-14,13.32,13.73,12.65,9.2984,6.7157,DOWN,0
2009-08-17,12.27,12.11,12.654,9.3436,6.7325,UP,1
2009-08-18,12.9,12.51,12.914,9.4024,6.7451,DOWN,0
2009-08-19,12.75,12.35,13.006,9.4624,6.7379,UP,1
2009-08-20,13.19,12.95,12.886,9.5364,6.7334,UP,1
2009-08-21,13.99,13.8,13.02,9.6308,6.7364,UP,1
2009-08-24,14.18,14.67,13.402,9.7324,6.749,UP,1
2009-08-25,14.42,14.49,13.706,9.8598,6.7819,DOWN,0
2009-08-26,14.35,14.45,14.026,9.9792,6.8185,UP,1
2009-08-27,14.62,14.27,14.312,10.1132,6.8516,UP,1
2009-08-28,14.72,14.89,14.458,10.253,6.8985,DOWN,0
2009-08-31,14.26,14.28,14.474,10.3754,6.9443,DOWN,0
2009-09-01,13.45,14.14,14.28,10.4978,6.9836,UP,1
2009-09-02,13.93,13.89,14.196,10.629,7.0227,UP,1
2009-09-03,14.33,14.43,14.138,10.7608,7.0617,UP,1
2009-09-04,15.51,14.37,14.296,10.9078,7.108,UP,1
2009-09-08,15.93,16.35,14.63,11.0614,7.1623,UP,1
2009-09-09,16.84,16.08,15.308,11.2348,7.227,DOWN,0
2009-09-10,16.24,16.41,15.77,11.4024,7.292,UP,1
2009-09-11,16.73,16.76,16.25,11.583,7.3572,UP,1
2009-09-14,18.06,17.16,16.76,11.797,7.426,UP,1
2009-09-15,19.56,18.86,17.486,12.0478,7.4995,DOWN,0
2009-09-16,18.67,20.4,17.852,12.2832,7.567,UP,1
2009-09-17,18.99,18.96,18.402,12.53,7.642,DOWN,0
2009-09-18,18.86,19.19,18.828,12.7592,7.7131,DOWN,0
2009-09-21,18.64,18.43,18.944,12.9952,7.7811,UP,1
2009-09-22,19.27,18.99,18.886,13.2418,7.8543,DOWN,0
2009-09-23,18.74,19.6,18.9,13.4738,7.9224,DOWN,0
2009-09-24,17.4,18.9,18.582,13.6596,7.9797,UP,1
2009-09-25,17.6,17.0,18.33,13.8372,8.04,UP,1
2009-09-28,17.64,17.8,18.13,14.0182,8.1017,DOWN,0
2009-09-29,17.37,17.74,17.75,14.1684,8.1595,DOWN,0
2009-09-30,16.84,17.73,17.37,14.3104,8.214,DOWN,0
2009-10-01,15.45,16.61,16.98,14.4144,8.2612,UP,1
2009-10-02,16.13,14.79,16.686,14.534,8.3106,UP,1
2009-10-05,17.45,16.45,16.648,14.6654,8.3604,DOWN,0
2009-10-06,17.36,17.92,16.646,14.787,8.4142,DOWN,0
2009-10-07,17.35,17.26,16.748,14.9146,8.4675,UP,1
2009-10-08,18.28,17.7,17.314,15.0762,8.53,DOWN,0
2009-10-09,18.05,18.51,17.698,15.2142,8.5912,DOWN,0
2009-10-12,17.72,18.35,17.752,15.3816,8.6504,UP,1
2009-10-13,17.74,17.52,17.828,15.5352,8.7088,UP,1
2009-10-14,17.94,18.39,17.946,15.6758,8.7691,DOWN,0
2009-10-15,16.93,16.93,17.676,15.791,8.8245,DOWN,0
2009-10-16,16.85,16.77,17.436,15.9054,8.8791,DOWN,0
2009-10-19,16.64,17.1,17.22,15.9878,8.9269,DOWN,0
2009-10-20,16.46,16.86,16.964,16.072,8.9668,DOWN,0
2009-10-21,16.35,16.5,16.646,16.167,9.0065,UP,1
2009-10-22,16.82,16.4,16.624,16.2576,9.0536,DOWN,0
2009-10-23,16.51,17.0,16.556,16.312,9.1,DOWN,0
2009-10-26,16.06,16.58,16.44,16.3668,9.1453,DOWN,0
2009-10-27,14.31,15.7,16.01,16.4076,9.1872,DOWN,0
2009-10-28,13.17,14.33,15.374,16.413,9.2208,UP,1
2009-10-29,14.76,13.73,14.962,16.4532,9.2642,UP,1
2009-10-30,15.09,15.83,14.678,16.4912,9.309,DOWN,0
2009-11-02,14.29,14.97,14.324,16.4972,9.3491,UP,1
2009-11-03,15.14,13.77,14.49,16.5164,9.3996,DOWN,0
2009-11-04,14.86,15.74,14.828,16.5252,9.4461,UP,1
2009-11-05,15.47,15.33,14.97,16.5476,9.4944,DOWN,0
2009-11-06,15.35,15.1,15.022,16.5622,9.5414,UP,1
2009-11-09,16.79,16.02,15.522,16.6036,9.5963,UP,1
2009-11-10,16.97,16.91,15.888,16.6578,9.6528,UP,1
2009-11-11,17.63,17.39,16.442,16.7414,9.7107,DOWN,0
2009-11-12,17.01,17.24,16.75,16.803,9.7675,UP,1
2009-11-13,17.39,17.24,17.158,16.8642,9.8287,UP,1
2009-11-16,17.64,17.83,17.328,16.9068,9.895,UP,1
2009-11-17,18.12,17.46,17.558,16.9506,9.9653,DOWN,0
2009-11-18,17.6,18.13,17.552,16.9658,10.036,DOWN,0
2009-11-19,16.95,17.39,17.54,16.98,10.1017,DOWN,0
2009-11-20,16.35,16.52,17.332,16.9724,10.1628,DOWN,0
2009-11-23,16.04,16.74,17.012,16.932,10.2208,DOWN,0
2009-11-24,15.81,15.94,16.55,16.857,10.2811,UP,1
2009-11-25,16.49,15.98,16.328,16.8134,10.3437,DOWN,0
2009-11-27,15.79,15.39,16.096,16.7494,10.4052,DOWN,0
2009-11-30,15.32,15.62,15.89,16.6786,10.465,UP,1
2009-12-01,16.12,15.8,15.906,16.6282,10.5304,DOWN,0
2009-12-02,16.12,16.02,15.968,16.5652,10.5963,UP,1
2009-12-03,16.13,16.47,15.896,16.513,10.6632,UP,1
2009-12-04,16.17,16.51,15.972,16.4884,10.731,DOWN,0
2009-12-07,15.82,16.06,16.072,16.4528,10.7976,DOWN,0
2009-12-08,15.47,15.63,15.942,16.4094,10.862,DOWN,0
2009-12-09,15.25,15.62,15.768,16.367,10.9275,DOWN,0
2009-12-10,15.1,15.42,15.562,16.3322,10.9887,UP,1
2009-12-11,15.21,15.27,15.37,16.3274,11.0534,UP,1
2009-12-14,16.31,15.38,15.468,16.331,11.124,DOWN,0
2009-12-15,15.78,16.07,15.53,16.2976,11.1914,UP,1
2009-12-16,15.8,16.06,15.64,16.2664,11.2592,DOWN,0
2009-12-17,15.45,15.55,15.71,16.2284,11.3265,DOWN,0
2009-12-18,15.29,15.59,15.726,16.1686,11.3941,UP,1
2009-12-21,15.52,15.42,15.568,16.118,11.4646,DOWN,0
2009-12-22,15.31,15.65,15.474,16.0698,11.5329,UP,1
2009-12-23,15.6,15.42,15.434,16.027,11.6031,DOWN,0
2009-12-24,15.33,15.73,15.41,15.9748,11.6709,DOWN,0
2009-12-28,15.21,15.5,15.394,15.9404,11.7356,UP,1
2009-12-29,15.29,15.32,15.348,15.9092,11.8021,DOWN,0
2009-12-30,15.05,15.22,15.296,15.8774,11.866,DOWN,0
2009-12-31,14.94,15.08,15.164,15.847,11.9291,UP,1
2010-01-04,16.62,15.6,15.422,15.8524,11.9993,UP,1
2010-01-05,18.27,17.01,16.034,15.8814,12.0786,DOWN,0
2010-01-06,18.1,18.03,16.596,15.9132,12.1559,UP,1
2010-01-07,18.5,17.85,17.286,15.962,12.2331,DOWN,0
2010-01-08,18.1,18.35,17.918,16.0378,12.3085,UP,1
2010-01-11,18.36,18.4,18.266,16.1416,12.3847,DOWN,0
2010-01-12,18.34,18.37,18.28,16.2132,12.4607,DOWN,0
2010-01-13,18.29,18.5,18.318,16.2772,12.5379,UP,1
2010-01-14,18.65,18.32,18.348,16.3644,12.6161,DOWN,0
2010-01-15,18.4,18.62,18.408,16.4296,12.6894,UP,1
2010-01-19,18.62,18.32,18.46,16.5048,12.7605,DOWN,0
2010-01-20,17.88,18.35,18.368,16.553,12.8275,DOWN,0
2010-01-21,17.02,17.86,18.114,16.5864,12.8878,DOWN,0
2010-01-22,16.28,16.95,17.64,16.5762,12.949,DOWN,0
2010-01-25,16.19,16.73,17.198,16.5606,13.0099,UP,1
2010-01-26,16.21,15.97,16.716,16.5322,13.0687,UP,1
2010-01-27,16.24,16.18,16.388,16.5168,13.1239,DOWN,0
2010-01-28,15.86,16.4,16.156,16.4862,13.1774,DOWN,0
2010-01-29,15.5,16.12,16.0,16.4434,13.2292,UP,1
2010-02-01,17.11,15.67,16.184,16.4232,13.2892,DOWN,0
2010-02-02,16.95,17.02,16.332,16.4102,13.3488,DOWN,0
2010-02-03,16.52,16.94,16.388,16.4016,13.4082,DOWN,0
2010-02-04,15.37,16.22,16.29,16.382,13.4599,UP,1
2010-02-05,15.71,15.55,16.332,16.3754,13.5102,DOWN,0
2010-02-08,15.54,15.81,16.018,16.37,13.5566,UP,1
2010-02-09,15.89,15.93,15.806,16.358,13.5989,DOWN,0
2010-02-10,15.84,15.99,15.67,16.359,13.6436,UP,1
2010-02-11,16.87,15.98,15.97,16.39,13.693,DOWN,0
2010-02-12,16.81,16.55,16.19,16.4038,13.7385,UP,1
2010-02-16,17.56,17.18,16.594,16.4326,13.7872,DOWN,0
2010-02-17,17.46,17.85,16.908,16.4592,13.8345,DOWN,0
2010-02-18,15.91,16.39,16.922,16.454,13.8665,UP,1
2010-02-19,16.24,15.87,16.796,16.4624,13.891,UP,1
2010-02-22,16.52,16.5,16.738,16.4834,13.9224,DOWN,0
2010-02-23,16.09,16.44,16.444,16.5002,13.9554,DOWN,0
2010-02-24,16.09,16.25,16.17,16.52,13.9833,UP,1
2010-02-25,16.2,15.85,16.228,16.5398,14.0098,UP,1
2010-02-26,16.63,16.3,16.306,16.5462,14.0417,UP,1
2010-03-01,17.09,16.87,16.42,16.5724,14.0839,UP,1
2010-03-02,17.11,17.34,16.624,16.5986,14.1223,UP,1
2010-03-03,17.17,17.11,16.84,16.633,14.162,UP,1
2010-03-04,17.18,17.19,17.036,16.6708,14.1964,UP,1
2010-03-05,17.87,17.39,17.284,16.7178,14.2357,UP,1
2010-03-08,18.44,17.99,17.554,16.7804,14.2789,UP,1
2010-03-09,18.85,18.36,17.902,16.8454,14.3263,UP,1
2010-03-10,19.73,19.25,18.414,16.9334,14.3801,DOWN,0
2010-03-11,19.34,19.59,18.846,17.016,14.4302,UP,1
2010-03-12,19.59,19.67,19.19,17.102,14.4798,DOWN,0
2010-03-15,18.69,19.25,19.24,17.1748,14.5236,UP,1
2010-03-16,20.06,18.9,19.482,17.2772,14.5743,DOWN,0
2010-03-17,19.84,20.35,19.504,17.3416,14.6197,DOWN,0
2010-03-18,19.28,19.75,19.492,17.3618,14.664,UP,1
2010-03-19,19.5,19.31,19.474,17.3898,14.7126,UP,1
2010-03-22,21.43,19.15,20.022,17.4484,14.7689,UP,1
2010-03-23,21.45,21.78,20.3,17.5154,14.8261,UP,1
2010-03-24,21.9,21.33,20.712,17.5862,14.8858,DOWN,0
2010-03-25,20.93,22.29,21.042,17.638,14.9417,UP,1
2010-03-26,21.89,21.15,21.52,17.71,15.0037,DOWN,0
2010-03-29,21.86,22.1,21.606,17.7742,15.0666,DOWN,0
2010-03-30,21.21,21.875,21.558,17.8304,15.1272,DOWN,0
2010-03-31,21.15,20.98,21.408,17.881,15.1927,UP,1
2010-04-01,21.3,21.18,21.482,17.9494,15.2573,UP,1
2010-04-05,23.36,21.67,21.776,18.0762,15.3345,UP,1
2010-04-06,23.43,23.4,22.09,18.2192,15.413,DOWN,0
2010-04-07,22.93,22.89,22.434,18.354,15.4869,UP,1
2010-04-08,24.23,22.81,23.05,18.5144,15.5714,DOWN,0
2010-04-09,24.12,24.38,23.614,18.672,15.6552,UP,1
2010-04-12,24.22,24.44,23.786,18.8392,15.7376,UP,1
2010-04-13,24.39,24.37,23.978,19.017,15.8187,DOWN,0
2010-04-14,24.0,24.77,24.192,19.1548,15.8975,DOWN,0
2010-04-15,23.72,23.34,24.09,19.2902,15.9752,DOWN,0
2010-04-16,22.9,23.78,23.846,19.4178,16.0504,DOWN,0
2010-04-19,22.77,22.6,23.556,19.5658,16.1258,UP,1
2010-04-20,24.05,23.43,23.488,19.7326,16.2092,DOWN,0
2010-04-21,23.71,24.16,23.43,19.896,16.2927,UP,1
2010-04-22,24.43,23.41,23.572,20.0668,16.3803,UP,1
2010-04-23,25.12,24.65,24.016,20.2524,16.4727,UP,1
2010-04-26,26.2,26.18,24.702,20.439,16.5667,DOWN,0
2010-04-27,24.69,25.96,24.83,20.5966,16.6559,UP,1
2010-04-28,25.15,25.27,25.118,20.7484,16.747,UP,1
2010-04-29,26.05,25.56,25.442,20.9202,16.8415,DOWN,0
2010-04-30,24.86,26.0,25.39,21.0992,16.9253,UP,1
2010-05-03,25.65,25.39,25.28,21.2874,17.0099,DOWN,0
2010-05-04,23.87,25.17,25.116,21.4344,17.0863,DOWN,0
2010-05-05,23.31,22.87,24.748,21.5788,17.1536,DOWN,0
2010-05-06,21.65,22.64,23.868,21.69,17.2131,DOWN,0
2010-05-07,21.19,22.26,23.134,21.7898,17.2678,UP,1
2010-05-10,23.25,23.42,22.654,21.9222,17.3333,UP,1
2010-05-11,23.61,22.76,22.602,22.0526,17.397,UP,1
2010-05-12,24.02,24.16,22.744,22.1908,17.4607,UP,1
2010-05-13,24.4,24.24,23.294,22.3354,17.5278,DOWN,0
2010-05-14,23.43,24.03,23.742,22.4604,17.594,DOWN,0
2010-05-17,22.5,23.15,23.592,22.553,17.6507,DOWN,0
2010-05-18,22.23,23.22,23.316,22.6288,17.7151,DOWN,0
2010-05-19,21.75,22.09,22.862,22.6868,17.7736,DOWN,0
2010-05-20,19.85,20.68,21.952,22.6892,17.8183,UP,1
2010-05-21,21.0,19.21,21.466,22.7224,17.8674,DOWN,0
2010-05-24,20.89,21.11,21.144,22.7484,17.9162,UP,1
2010-05-25,21.37,19.93,20.972,22.802,17.9605,UP,1
2010-05-26,21.65,21.93,20.952,22.8338,18.0075,UP,1
2010-05-27,23.83,22.76,21.748,22.9136,18.0686,DOWN,0
2010-05-28,23.48,23.96,22.244,22.9976,18.1246,DOWN,0
2010-06-01,23.02,23.17,22.67,23.068,18.1707,UP,1
2010-06-02,24.25,23.57,23.246,23.1244,18.2254,UP,1
2010-06-03,24.93,24.63,23.902,23.194,18.2887,DOWN,0
2010-06-04,24.25,24.37,23.986,23.241,18.3454,DOWN,0
2010-06-07,22.72,24.47,23.834,23.2768,18.3953,UP,1
2010-06-08,23.96,23.09,24.022,23.3182,18.4491,UP,1
2010-06-09,24.13,24.31,23.998,23.3636,18.4998,UP,1
2010-06-10,24.94,24.74,24.0,23.4382,18.5536,UP,1
