ticker,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-04-12,61.55,61.45,54.672,61.566,60.52,UP,1
2006-04-13,61.86,61.6,54.7529,61.644,60.571,UP,1
2006-04-17,62.17,61.9,54.834,61.708,60.6528,UP,1
2006-04-18,63.2,62.2,54.9171,62.036,60.742,UP,1
2006-04-19,63.36,63.18,55.0009,62.428,60.8286,DOWN,0
2006-04-20,63.26,63.26,55.0828,62.77,60.8848,DOWN,0
2006-04-21,62.51,63.32,55.162,62.9,60.9424,UP,1
2006-04-24,64.49,63.1,55.2493,63.364,61.0292,DOWN,0
2006-04-25,64.46,64.51,55.3333,63.616,61.0804,UP,1
2006-04-26,65.04,64.64,55.4189,63.952,61.1538,DOWN,0
2006-04-27,64.57,65.05,55.5025,64.214,61.2134,UP,1
2006-04-28,64.8,64.57,55.589,64.672,61.2766,UP,1
2006-05-01,64.99,64.75,55.6759,64.772,61.3468,DOWN,0
2006-05-02,64.87,64.92,55.7624,64.854,61.4102,UP,1
2006-05-03,65.69,64.8,55.8529,64.984,61.5106,UP,1
2006-05-04,65.95,67.5,55.9436,65.26,61.6126,DOWN,0
2006-05-05,65.76,65.94,56.0272,65.452,61.7148,UP,1
2006-05-08,66.41,65.74,56.1147,65.736,61.8294,UP,1
2006-05-09,66.87,66.3,56.2066,66.136,61.9472,UP,1
2006-05-10,68.34,66.87,56.3068,66.666,62.1028,DOWN,0
2006-05-11,68.18,68.16,56.404,67.112,62.2524,DOWN,0
2006-05-12,67.77,68.0,56.4962,67.514,62.3974,UP,1
2006-05-15,68.09,67.77,56.5887,67.85,62.5392,DOWN,0
2006-05-16,66.8,68.08,56.6602,67.836,62.678,DOWN,0
2006-05-17,65.72,66.7,56.7288,67.312,62.7884,DOWN,0
2006-05-18,65.06,65.7,56.7933,66.688,62.8862,DOWN,0
2006-05-19,64.71,65.1,56.8589,66.076,62.987,DOWN,0
2006-05-22,63.92,64.35,56.9235,65.242,63.0674,DOWN,0
2006-05-23,63.88,64.05,56.9891,64.658,63.14,UP,1
2006-05-24,63.9,63.91,57.0564,64.294,63.2024,UP,1
2006-05-25,64.0,64.05,57.1266,64.082,63.2766,DOWN,0
2006-05-26,64.0,64.0,57.1975,63.94,63.346,DOWN,0
2006-05-30,62.65,63.99,57.2576,63.686,63.3974,UP,1
2006-05-31,64.79,61.91,57.3287,63.868,63.491,UP,1
2006-06-01,65.48,65.09,57.4016,64.184,63.6088,DOWN,0
2006-06-02,63.95,65.49,57.4706,64.174,63.6882,DOWN,0
2006-06-05,62.7,63.5,57.532,63.914,63.7382,DOWN,0
2006-06-06,62.05,62.4,57.5905,63.794,63.7736,DOWN,0
2006-06-07,60.9,61.99,57.6445,63.016,63.7862,DOWN,0
2006-06-08,60.34,60.91,57.693,61.988,63.7934,UP,1
2006-06-09,60.81,59.9,57.746,61.36,63.7956,DOWN,0
2006-06-12,59.23,60.73,57.7902,60.666,63.7706,DOWN,0
2006-06-13,58.71,59.03,57.83,59.998,63.738,UP,1
2006-06-14,58.77,58.66,57.8748,59.572,63.7018,UP,1
2006-06-15,59.86,58.77,57.9231,59.476,63.6814,DOWN,0
2006-06-16,59.75,60.1,57.9722,59.264,63.649,DOWN,0
2006-06-19,59.11,59.73,58.0157,59.24,63.6018,DOWN,0
2006-06-20,58.5,59.04,58.0557,59.198,63.5348,UP,1
2006-06-21,59.55,58.44,58.1056,59.354,63.4946,UP,1
2006-06-22,59.6,59.59,58.1549,59.302,63.4586,UP,1
2006-06-23,59.73,59.59,58.2003,59.298,63.4222,UP,1
2006-06-26,60.24,59.83,58.2477,59.524,63.3898,DOWN,0
2006-06-27,58.6,60.19,58.2838,59.544,63.3184,UP,1
2006-06-28,58.67,58.7,58.32,59.368,63.2278,UP,1
2006-06-29,60.43,58.77,58.3674,59.534,63.1692,UP,1
2006-06-30,60.57,60.34,58.418,59.702,63.1154,UP,1
2006-07-03,61.6,60.5,58.4778,59.974,63.0972,UP,1
2006-07-05,61.81,61.6,58.5372,60.616,63.0436,UP,1
2006-07-06,61.9,61.94,58.5974,61.262,62.9924,DOWN,0
2006-07-07,60.99,61.65,58.6555,61.374,62.9114,DOWN,0
2006-07-10,60.16,60.99,58.7088,61.292,62.8232,DOWN,0
2006-07-11,59.9,59.91,58.7609,60.952,62.7252,DOWN,0
2006-07-12,59.17,59.67,58.808,60.424,62.6088,DOWN,0
2006-07-13,57.86,58.99,58.8489,59.616,62.4686,DOWN,0
2006-07-14,56.7,57.66,58.8807,58.758,62.2888,UP,1
2006-07-17,57.49,56.7,58.9164,58.224,62.1196,DOWN,0
2006-07-18,57.45,57.3,58.9501,57.734,61.9534,UP,1
2006-07-19,59.55,57.4,58.993,57.81,61.8162,DOWN,0
2006-07-20,58.58,59.67,59.0279,57.954,61.6504,DOWN,0
2006-07-21,58.09,58.68,59.0583,58.232,61.4454,UP,1
2006-07-24,59.05,58.28,59.0956,58.544,61.2628,UP,1
2006-07-25,60.39,59.05,59.1402,59.132,61.1152,UP,1
2006-07-26,60.62,60.14,59.1852,59.346,60.9658,DOWN,0
2006-07-27,59.97,60.72,59.2291,59.624,60.8292,UP,1
2006-07-28,60.91,60.2,59.2792,60.188,60.733,UP,1
2006-07-31,61.53,60.92,59.3307,60.684,60.6624,DOWN,0
2006-08-01,61.0,61.58,59.3807,60.806,60.5882,UP,1
2006-08-02,61.09,60.75,59.429,60.9,60.5316,UP,1
2006-08-03,61.16,60.25,59.4757,61.138,60.4772,DOWN,0
2006-08-04,60.71,61.39,59.5193,61.098,60.4134,DOWN,0
2006-08-07,60.2,60.65,59.5573,60.832,60.3374,DOWN,0
2006-08-08,59.37,59.86,59.593,60.506,60.2448,DOWN,0
2006-08-09,59.2,59.62,59.6315,60.128,60.1758,UP,1
2006-08-10,59.86,59.2,59.6727,59.868,60.0772,DOWN,0
2006-08-11,59.49,59.86,59.7123,59.624,59.9574,DOWN,0
2006-08-14,59.32,59.69,59.7541,59.448,59.8648,UP,1
2006-08-15,60.19,59.57,59.8006,59.612,59.8146,UP,1
2006-08-16,61.49,60.23,59.8529,60.07,59.8034,UP,1
2006-08-17,61.77,61.34,59.9037,60.452,59.8208,UP,1
2006-08-18,62.01,61.64,59.9576,60.956,59.8542,DOWN,0
2006-08-21,61.52,61.81,60.0036,61.396,59.8684,UP,1
2006-08-22,61.77,61.5,60.0506,61.712,59.9192,DOWN,0
2006-08-23,61.62,61.5,60.0777,61.738,59.9774,DOWN,0
2006-08-24,61.26,61.7,60.103,61.636,60.0272,DOWN,0
2006-08-25,60.96,61.1,60.1277,61.426,60.0492,UP,1
2006-08-28,61.0,60.92,60.1532,61.322,60.0742,UP,1
2006-08-29,61.18,61.0,60.1791,61.204,60.1156,DOWN,0
2006-08-30,60.9,61.08,60.2041,61.06,60.1636,UP,1
2006-08-31,60.94,61.0,60.2268,60.996,60.1914,UP,1
2006-09-01,61.52,60.97,60.2533,61.108,60.2298,DOWN,0
2006-09-05,61.16,61.42,60.2786,61.14,60.2584,DOWN,0
2006-09-06,60.74,60.96,60.3014,61.052,60.2684,UP,1
2006-09-07,60.85,60.54,60.3236,61.042,60.3134,UP,1
2006-09-08,61.52,60.59,60.3402,61.158,60.3704,UP,1
2006-09-11,62.36,61.3,60.3612,61.326,60.409,DOWN,0
2006-09-12,62.24,62.3,60.383,61.542,60.4424,UP,1
2006-09-13,63.66,62.1,60.414,62.126,60.4836,UP,1
2006-09-14,64.68,63.26,60.4538,62.892,60.541,UP,1
2006-09-15,65.43,64.48,60.4965,63.674,60.6116,DOWN,0
2006-09-18,65.14,65.23,60.5368,64.23,60.6946,DOWN,0
2006-09-19,65.07,65.31,60.5744,64.796,60.7928,DOWN,0
2006-09-20,64.5,65.16,60.6109,64.964,60.8848,DOWN,0
2006-09-21,64.2,64.7,60.6428,64.868,60.9854,DOWN,0
2006-09-22,64.15,64.15,60.6783,64.612,61.1112,UP,1
2006-09-25,65.07,64.24,60.7184,64.598,61.2786,DOWN,0
2006-09-26,64.94,65.06,60.7554,64.572,61.4276,UP,1
2006-09-27,65.59,64.94,60.794,64.79,61.5904,UP,1
2006-09-28,66.03,65.53,60.8339,65.156,61.72,UP,1
2006-09-29,66.15,66.13,60.8748,65.556,61.8714,DOWN,0
2006-10-02,66.01,66.0,60.918,65.744,62.0298,DOWN,0
2006-10-03,66.0,65.9,60.9629,65.956,62.1688,UP,1
2006-10-04,66.3,65.81,61.0096,66.098,62.287,UP,1
2006-10-05,66.55,66.45,61.0654,66.202,62.4056,DOWN,0
2006-10-06,66.19,66.38,61.1168,66.21,62.53,UP,1
2006-10-09,66.37,66.1,61.1687,66.282,62.6392,UP,1
2006-10-10,66.45,66.15,61.2202,66.372,62.7376,DOWN,0
2006-10-11,66.45,66.3,61.2729,66.402,62.8466,UP,1
2006-10-12,67.19,66.4,61.3324,66.53,62.9686,DOWN,0
2006-10-13,67.0,67.07,61.3914,66.692,63.0854,UP,1
2006-10-16,68.41,67.09,61.4554,67.1,63.2394,DOWN,0
2006-10-17,68.15,68.41,61.5202,67.44,63.3984,DOWN,0
2006-10-18,67.78,68.06,61.581,67.706,63.5666,DOWN,0
2006-10-19,67.69,67.78,61.6391,67.806,63.7364,DOWN,0
2006-10-20,67.23,67.6,61.6954,67.852,63.8838,UP,1
2006-10-23,67.94,67.03,61.7553,67.758,64.0528,DOWN,0
2006-10-24,67.47,67.94,61.8107,67.622,64.2158,UP,1
2006-10-25,68.58,67.32,61.872,67.782,64.3836,UP,1
2006-10-26,68.81,68.72,61.9333,68.006,64.53,DOWN,0
2006-10-27,67.6,68.56,61.9904,68.08,64.6466,UP,1
2006-10-30,68.59,67.55,62.0511,68.21,64.7782,UP,1
2006-10-31,68.65,68.5,62.113,68.446,64.9208,DOWN,0
2006-11-01,67.34,68.64,62.1603,68.198,65.0322,UP,1
2006-11-02,68.06,67.5,62.2127,68.048,65.161,UP,1
2006-11-03,74.9,74.95,62.301,69.508,65.4338,DOWN,0
2006-11-06,74.25,73.6,62.3881,70.64,65.6996,UP,1
2006-11-07,76.67,74.25,62.482,72.244,66.013,DOWN,0
2006-11-08,75.35,76.49,62.5697,73.846,66.2964,UP,1
2006-11-09,76.5,76.0,62.6612,75.534,66.6084,UP,1
2006-11-10,77.26,76.25,62.7542,76.006,66.9348,UP,1
2006-11-13,77.75,76.6,62.8487,76.706,67.2594,DOWN,0
2006-11-14,77.5,78.05,62.9467,76.872,67.5862,UP,1
2006-11-15,78.47,77.1,63.0425,77.496,67.9408,UP,1
2006-11-16,78.62,78.57,63.1452,77.92,68.2962,DOWN,0
2006-11-17,78.3,78.4,63.243,78.128,68.6318,DOWN,0
2006-11-20,78.1,77.9,63.3384,78.198,68.9466,UP,1
2006-11-21,78.45,77.96,63.4284,78.388,69.2708,UP,1
2006-11-22,78.49,78.6,63.5227,78.392,69.5674,UP,1
2006-11-24,78.86,78.48,63.6162,78.44,69.851,DOWN,0
2006-11-27,77.23,78.41,63.6929,78.226,70.087,UP,1
2006-11-28,77.62,76.73,63.7741,78.13,70.3366,UP,1
2006-11-29,78.74,77.65,63.8599,78.188,70.61,DOWN,0
2006-11-30,77.42,78.57,63.9388,77.974,70.8684,UP,1
2006-12-01,77.7,77.63,64.0199,77.742,71.1384,UP,1
2006-12-04,79.53,78.0,64.109,78.202,71.446,UP,1
2006-12-05,80.16,79.45,64.2065,78.71,71.7478,UP,1
2006-12-06,80.8,79.95,64.3062,79.122,72.065,DOWN,0
2006-12-07,80.28,81.0,64.4044,79.694,72.3588,DOWN,0
2006-12-08,80.04,80.1,64.5012,80.162,72.639,DOWN,0
2006-12-11,80.01,80.12,64.5963,80.258,72.9162,UP,1
2006-12-12,80.28,80.02,64.6949,80.282,73.2016,UP,1
2006-12-13,80.37,80.0,64.7933,80.196,73.489,UP,1
2006-12-14,80.63,80.2,64.8938,80.266,73.7756,DOWN,0
2006-12-15,80.41,80.61,64.9909,80.34,74.0528,UP,1
2006-12-18,80.77,80.65,65.0954,80.492,74.3444,DOWN,0
2006-12-19,79.6,80.54,65.1924,80.356,74.609,DOWN,0
2006-12-20,79.5,79.47,65.2891,80.182,74.87,DOWN,0
2006-12-21,79.13,78.85,65.3864,79.882,75.1236,DOWN,0
2006-12-22,78.54,79.35,65.4796,79.508,75.3506,DOWN,0
2006-12-26,78.51,78.4,65.5709,79.056,75.5808,UP,1
2006-12-27,80.02,78.76,65.6671,79.14,75.813,DOWN,0
2006-12-28,79.45,79.9,65.7629,79.13,76.039,DOWN,0
2006-12-29,78.85,79.44,65.8545,79.074,76.2604,DOWN,0
2007-01-03,77.78,78.6,65.943,78.922,76.4622,UP,1
2007-01-04,78.49,77.8,66.0349,78.918,76.6874,UP,1
2007-01-05,78.52,78.35,66.1295,78.618,76.899,UP,1
2007-01-08,78.9,78.65,66.2241,78.508,77.1276,UP,1
2007-01-09,79.82,79.35,66.3222,78.702,77.3524,DOWN,0
2007-01-10,79.59,79.7,66.4188,79.064,77.568,UP,1
2007-01-11,81.0,79.8,66.5224,79.566,77.836,DOWN,0
2007-01-12,79.91,80.56,66.6221,79.844,78.0624,UP,1
2007-01-16,80.48,79.91,66.721,80.16,78.299,DOWN,0
2007-01-17,80.22,80.05,66.8197,80.24,78.5566,DOWN,0
2007-01-18,80.18,80.22,66.9189,80.358,78.799,DOWN,0
2007-01-19,79.28,80.05,67.0124,80.014,78.8866,DOWN,0
2007-01-22,78.29,79.13,67.0994,79.69,78.9674,UP,1
2007-01-23,79.54,78.66,67.1903,79.502,79.0248,UP,1
2007-01-24,80.04,79.96,67.2831,79.466,79.1186,DOWN,0
2007-01-25,79.98,80.4,67.3738,79.426,79.1882,UP,1
2007-01-26,80.94,79.92,67.4707,79.758,79.2618,UP,1
2007-01-29,81.57,81.15,67.5715,80.414,79.3382,UP,1
2007-01-30,82.11,81.67,67.6743,80.928,79.4304,UP,1
2007-01-31,82.8,82.24,67.779,81.48,79.517,UP,1
2007-02-01,85.48,83.19,67.8956,82.58,79.6542,DOWN,0
2007-02-02,84.09,85.26,68.0,83.21,79.77,DOWN,0
2007-02-05,83.64,84.2,68.1014,83.624,79.8808,UP,1
2007-02-06,84.29,83.95,68.2066,84.06,79.9976,UP,1
2007-02-07,84.66,84.29,68.3173,84.432,80.121,DOWN,0
2007-02-08,84.6,84.69,68.4179,84.256,80.2358,UP,1
2007-02-09,89.2,89.0,68.5416,85.278,80.4752,DOWN,0
2007-02-12,87.7,88.7,68.6549,86.09,80.6768,UP,1
2007-02-13,88.02,87.65,68.7721,86.836,80.8624,UP,1
2007-02-14,89.48,88.26,68.8955,87.8,81.1036,UP,1
2007-02-15,90.66,89.74,69.0239,89.012,81.3628,DOWN,0
2007-02-16,89.61,90.2,69.1476,89.094,81.5644,UP,1
2007-02-20,89.81,89.61,69.2682,89.516,81.7574,UP,1
2007-02-21,90.6,89.99,69.3914,90.032,81.9534,DOWN,0
2007-02-22,90.17,90.2,69.5135,90.17,82.1512,DOWN,0
2007-02-23,89.91,90.5,69.631,90.02,82.3486,DOWN,0
2007-02-26,89.41,90.27,69.7437,89.98,82.5366,DOWN,0
2007-02-27,86.26,88.91,69.8333,89.27,82.6562,UP,1
2007-02-28,86.36,86.46,69.9242,88.422,82.776,DOWN,0
2007-03-01,85.89,85.0,70.0148,87.566,82.8812,DOWN,0
2007-03-02,84.96,85.65,70.0991,86.576,82.9722,UP,1
2007-03-05,84.99,83.75,70.1901,85.692,83.0566,UP,1
2007-03-06,87.18,86.45,70.2974,85.876,83.2082,DOWN,0
2007-03-07,87.11,87.18,70.4076,86.026,83.3604,DOWN,0
2007-03-08,86.45,87.8,70.5163,86.138,83.5068,UP,1
2007-03-09,86.85,86.7,70.631,86.516,83.673,UP,1
2007-03-12,88.26,86.5,70.7529,87.17,83.868,DOWN,0
2007-03-13,87.3,87.58,70.8699,87.194,84.0136,DOWN,0
2007-03-14,87.02,87.55,70.985,87.176,84.165,UP,1
2007-03-15,88.21,87.2,71.106,87.528,84.3522,DOWN,0
2007-03-16,88.19,88.3,71.2337,87.796,84.5604,UP,1
2007-03-19,89.51,88.44,71.3573,88.046,84.7808,DOWN,0
2007-03-20,89.45,89.01,71.4772,88.476,84.9994,UP,1
2007-03-21,91.08,89.7,71.6128,89.288,85.243,DOWN,0
2007-03-22,91.01,89.2,71.7544,89.848,85.4668,UP,1
2007-03-23,91.47,90.81,71.9015,90.504,85.7044,UP,1
2007-03-26,91.61,91.6,72.055,90.924,85.9166,DOWN,0
2007-03-27,90.84,90.75,72.2075,91.202,86.1352,DOWN,0
2007-03-28,89.96,90.0,72.3533,90.978,86.3248,DOWN,0
2007-03-29,89.0,90.16,72.5021,90.576,86.5004,UP,1
2007-03-30,89.57,88.8,72.6564,90.196,86.6882,UP,1
2007-04-02,89.94,89.6,72.8123,89.862,86.9014,UP,1
2007-04-03,90.09,90.0,72.9634,89.712,87.1374,UP,1
2007-04-04,91.21,90.0,73.1207,89.962,87.3708,UP,1
2007-04-05,92.68,91.36,73.2886,90.698,87.6236,DOWN,0
2007-04-09,92.31,92.5,73.4576,91.246,87.8702,UP,1
2007-04-10,93.16,92.43,73.6257,91.89,88.1146,DOWN,0
2007-04-11,93.07,93.0,73.793,92.486,88.3446,UP,1
2007-04-12,93.14,93.27,73.9601,92.872,88.5652,UP,1
2007-04-13,93.65,93.25,74.1271,93.066,88.7822,UP,1
2007-04-16,93.96,94.6,74.3039,93.396,88.9518,UP,1
2007-04-17,94.24,94.0,74.4818,93.612,89.1548,DOWN,0
2007-04-18,94.21,94.16,74.6507,93.84,89.3662,DOWN,0
2007-04-19,93.77,94.21,74.8167,93.966,89.5558,UP,1
2007-04-20,94.85,94.02,74.9829,94.206,89.7596,UP,1
2007-04-23,95.46,94.5,75.1512,94.506,89.9768,DOWN,0
2007-04-24,94.84,95.38,75.3159,94.626,90.0896,UP,1
2007-04-25,95.34,95.09,75.4876,94.852,90.2424,UP,1
2007-04-26,95.49,95.59,75.6643,95.196,90.3918,UP,1
2007-04-27,100.73,98.1,75.8684,96.372,90.6168,DOWN,0
2007-04-30,97.62,99.7,76.0607,96.804,90.756,DOWN,0
2007-05-01,97.6,97.62,76.2594,97.356,90.9158,UP,1
2007-05-02,99.21,97.55,76.4719,98.13,91.1038,UP,1
2007-05-03,99.8,98.98,76.6835,98.992,91.2878,UP,1
2007-05-04,100.36,99.55,76.898,98.918,91.4916,DOWN,0
2007-05-07,100.22,100.2,77.1014,99.438,91.6978,UP,1
2007-05-08,100.31,100.14,77.31,99.98,91.9158,UP,1
2007-05-09,100.48,100.1,77.522,100.234,92.2002,DOWN,0
2007-05-10,98.86,100.48,77.721,100.046,92.4502,UP,1
2007-05-11,99.0,98.3,77.9141,99.774,92.7124,DOWN,0
2007-05-14,98.72,98.7,78.1046,99.474,92.9876,DOWN,0
2007-05-15,97.92,98.42,78.2943,98.996,93.2462,UP,1
2007-05-16,98.0,97.91,78.4798,98.5,93.4626,DOWN,0
2007-05-17,97.58,97.75,78.66,98.244,93.672,UP,1
2007-05-18,97.97,97.62,78.8449,98.038,93.9024,UP,1
2007-05-21,98.74,97.3,79.0331,98.042,94.1402,UP,1
2007-05-22,99.6,98.9,79.2253,98.378,94.367,DOWN,0
2007-05-23,99.13,99.85,79.4174,98.604,94.6036,DOWN,0
2007-05-24,97.73,98.5,79.6051,98.634,94.8178,UP,1
2007-05-25,98.59,97.98,79.8012,98.758,95.0254,DOWN,0
2007-05-29,98.57,98.34,79.998,98.724,95.233,UP,1
2007-05-30,98.72,97.9,80.1923,98.548,95.4172,DOWN,0
2007-05-31,98.3,98.72,80.3864,98.382,95.5942,UP,1
2007-06-01,98.89,98.55,80.5842,98.614,95.7504,UP,1
2007-06-04,100.03,98.9,80.7834,98.902,95.9308,UP,1
2007-06-05,101.76,100.0,80.9848,99.54,96.1366,DOWN,0
2007-06-06,99.79,100.76,81.1749,99.754,96.3002,DOWN,0
2007-06-07,98.79,99.79,81.3588,99.852,96.4592,UP,1
2007-06-08,98.92,98.27,81.5458,99.858,96.6384,DOWN,0
2007-06-11,98.52,98.72,81.7295,99.556,96.8288,DOWN,0
2007-06-12,98.13,98.4,81.9121,98.83,97.0,DOWN,0
2007-06-13,98.06,97.93,82.0961,98.484,97.1624,UP,1
2007-06-14,98.52,97.9,82.2839,98.43,97.331,DOWN,0
2007-06-15,98.39,98.6,82.4708,98.324,97.4746,DOWN,0
2007-06-18,97.57,98.44,82.6528,98.134,97.5724,DOWN,0
2007-06-19,96.84,97.0,82.8325,97.876,97.663,DOWN,0
2007-06-20,95.05,96.85,83.003,97.274,97.7008,DOWN,0
2007-06-21,94.83,93.68,83.1696,96.536,97.736,DOWN,0
2007-06-22,94.33,94.0,83.3354,95.724,97.7598,UP,1
2007-06-25,94.41,94.0,83.5038,95.092,97.775,UP,1
2007-06-26,95.02,94.64,83.6746,94.728,97.7962,UP,1
2007-06-27,95.55,95.03,83.8448,94.828,97.8224,DOWN,0
2007-06-28,95.48,95.75,84.0104,94.958,97.8478,UP,1
2007-06-29,95.51,95.24,84.1767,95.194,97.8826,UP,1
2007-07-02,95.73,95.9,84.3371,95.458,97.9002,UP,1
2007-07-03,96.56,96.0,84.4965,95.766,97.9222,DOWN,0
2007-07-05,95.94,96.76,84.649,95.844,97.9442,UP,1
2007-07-06,97.71,96.3,84.8119,96.29,97.9916,UP,1
2007-07-09,98.21,97.91,84.9776,96.83,98.046,DOWN,0
2007-07-10,96.95,98.06,85.1398,97.074,97.9704,UP,1
2007-07-11,97.9,97.2,85.3083,97.342,97.976,UP,1
2007-07-12,98.31,98.23,85.4791,97.816,97.9902,UP,1
2007-07-13,98.51,98.51,85.6463,97.976,97.9762,UP,1
2007-07-16,99.0,98.49,85.8166,98.134,97.9602,DOWN,0
2007-07-17,98.8,98.7,85.9827,98.504,97.929,DOWN,0
2007-07-18,97.72,98.35,86.1411,98.468,97.879,UP,1
2007-07-19,98.33,97.3,86.302,98.472,97.8394,DOWN,0
2007-07-20,97.07,98.46,86.4573,98.184,97.7712,UP,1
2007-07-23,98.47,97.27,86.6197,98.078,97.7634,DOWN,0
2007-07-24,98.24,98.0,86.7794,97.966,97.7482,DOWN,0
2007-07-25,97.88,98.65,86.936,97.998,97.7314,DOWN,0
2007-07-26,95.16,97.0,87.0809,97.364,97.6762,UP,1
2007-07-27,95.38,96.5,87.2259,97.026,97.6238,UP,1
2007-07-30,95.43,95.68,87.3708,96.418,97.5808,DOWN,0
2007-07-31,95.16,95.48,87.5144,95.802,97.5246,DOWN,0
2007-08-01,95.09,94.9,87.6539,95.244,97.4516,UP,1
2007-08-02,95.92,95.0,87.7985,95.396,97.378,DOWN,0
2007-08-03,94.11,95.75,87.927,95.142,97.2776,UP,1
2007-08-06,94.67,94.22,88.0596,94.99,97.2164,DOWN,0
2007-08-07,93.51,94.3,88.1882,94.66,97.1148,DOWN,0
2007-08-08,91.71,93.05,88.3083,93.984,96.9776,DOWN,0
2007-08-09,86.59,90.81,88.4051,92.118,96.735,UP,1
2007-08-10,90.34,86.59,88.5171,91.364,96.5758,UP,1
2007-08-13,92.4,92.25,88.6418,90.91,96.446,UP,1
2007-08-14,93.21,92.8,88.7649,90.85,96.3096,DOWN,0
2007-08-15,91.76,93.38,88.8797,90.86,96.1096,DOWN,0
2007-08-16,89.72,91.0,88.9903,91.486,95.9082,UP,1
2007-08-17,91.6,90.09,89.1053,91.738,95.7644,UP,1
2007-08-20,92.94,91.8,89.2268,91.846,95.6448,UP,1
2007-08-21,93.99,92.94,89.36,92.002,95.5542,UP,1
2007-08-22,94.34,93.68,89.4914,92.518,95.4784,UP,1
2007-08-23,95.5,94.3,89.5944,93.674,95.4272,UP,1
2007-08-24,96.98,94.92,89.7081,94.75,95.3964,DOWN,0
2007-08-27,96.13,96.6,89.8054,95.388,95.3512,DOWN,0
2007-08-28,94.62,95.7,89.9017,95.514,95.2922,DOWN,0
2007-08-29,94.24,94.74,89.9904,95.494,95.2402,DOWN,0
2007-08-30,93.47,93.5,90.0715,95.088,95.2086,UP,1
2007-08-31,94.31,94.0,90.1543,94.554,95.1982,UP,1
2007-09-04,95.07,93.92,90.2421,94.342,95.213,DOWN,0
2007-09-05,95.05,94.85,90.325,94.428,95.2258,UP,1
2007-09-06,96.14,95.49,90.4126,94.808,95.2482,DOWN,0
2007-09-07,95.84,95.7,90.5003,95.282,95.254,DOWN,0
2007-09-10,94.38,96.0,90.5817,95.296,95.232,UP,1
2007-09-11,95.71,94.7,90.668,95.424,95.236,UP,1
2007-09-12,95.96,94.9,90.7554,95.606,95.2406,DOWN,0
2007-09-13,95.91,96.14,90.8406,95.56,95.2276,UP,1
2007-09-14,96.02,95.89,90.9346,95.596,95.2292,UP,1
2007-09-17,96.3,95.8,91.028,95.98,95.201,UP,1
2007-09-18,98.35,96.24,91.126,96.508,95.2038,UP,1
2007-09-19,99.7,98.42,91.2374,97.256,95.2588,DOWN,0
2007-09-20,99.65,99.67,91.3472,98.004,95.2938,DOWN,0
2007-09-21,99.5,99.89,91.447,98.7,95.3176,UP,1
2007-09-24,99.61,99.5,91.5443,99.362,95.3396,UP,1
2007-09-25,100.46,99.06,91.6426,99.784,95.3688,UP,1
2007-09-26,103.08,100.95,91.7566,100.46,95.4544,UP,1
2007-09-27,103.19,103.5,91.8723,101.168,95.5638,DOWN,0
2007-09-28,102.0,103.0,91.9823,101.668,95.6372,UP,1
2007-10-01,103.53,102.25,92.0985,102.452,95.7664,DOWN,0
2007-10-02,102.66,103.28,92.21,102.892,95.8502,DOWN,0
2007-10-03,102.32,102.66,92.3184,102.74,95.9318,UP,1
2007-10-04,102.69,102.05,92.4298,102.64,96.028,UP,1
2007-10-05,105.05,103.25,92.5512,103.25,96.2258,DOWN,0
2007-10-08,105.0,105.4,92.6782,103.544,96.4182,UP,1
2007-10-09,106.04,105.5,92.8109,104.22,96.6304,DOWN,0
2007-10-10,105.46,106.05,92.9426,104.848,96.8364,DOWN,0
2007-10-11,103.45,106.15,93.0671,105.0,97.0036,UP,1
2007-10-12,105.58,104.1,93.2025,105.106,97.1968,DOWN,0
2007-10-15,104.82,106.2,93.3265,105.07,97.411,DOWN,0
2007-10-16,104.78,104.15,93.4531,104.818,97.6132,UP,1
2007-10-17,104.87,105.21,93.5832,104.7,97.8404,UP,1
2007-10-18,105.14,104.9,93.72,105.038,98.109,DOWN,0
2007-10-19,104.89,105.17,93.852,104.9,98.475,DOWN,0
2007-10-22,104.84,103.77,93.9836,104.904,98.765,UP,1
2007-10-23,108.11,105.5,94.1297,105.57,99.0792,UP,1
2007-10-24,109.75,107.55,94.2793,106.546,99.41,DOWN,0
2007-10-25,108.38,109.35,94.4233,107.194,99.7424,UP,1
2007-10-26,108.7,109.2,94.5618,107.956,100.122,DOWN,0
2007-10-29,107.88,109.3,94.7016,108.564,100.4476,DOWN,0
2007-10-30,106.93,108.25,94.8339,108.328,100.7274,DOWN,0
2007-10-31,106.35,106.93,94.9645,107.648,100.9746,DOWN,0
2007-11-01,105.11,105.35,95.0892,106.994,101.19,UP,1
2007-11-02,112.52,115.0,95.2554,107.758,101.5304,DOWN,0
2007-11-05,111.81,110.39,95.423,108.544,101.827,UP,1
2007-11-06,116.28,112.81,95.6067,110.414,102.23,DOWN,0
2007-11-07,112.08,115.3,95.7669,111.56,102.5792,UP,1
2007-11-08,113.2,112.85,95.933,113.178,102.9584,DOWN,0
2007-11-09,109.91,112.4,96.0778,112.656,103.2872,UP,1
2007-11-12,112.7,110.92,96.2335,112.834,103.655,UP,1
2007-11-13,116.54,114.45,96.4056,112.886,104.0844,DOWN,0
