ticker,LDOS US Equity,LDOS US Equity,LDOS US Equity,LDOS US Equity,LDOS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2007-02-07,50.3195,50.9529,50.6334,50.4373,,UP,1
2007-02-08,51.4487,50.2644,50.9254,50.4103,,DOWN,0
2007-02-09,50.8978,51.6415,50.9474,50.3872,,DOWN,0
2007-02-12,49.5483,50.8978,50.6334,50.3371,,DOWN,0
2007-02-13,49.5483,49.9889,50.3525,50.2792,,UP,1
2007-02-14,49.9889,49.8512,50.2864,50.2341,,UP,1
2007-02-15,50.044,50.4021,50.0055,50.1983,,UP,1
2007-02-16,50.4847,50.0716,49.9228,50.1746,,UP,1
2007-02-20,50.9805,50.4847,50.2093,50.1487,,DOWN,0
2007-02-21,50.5673,50.8703,50.4131,50.1079,,DOWN,0
2007-02-22,50.5673,49.8788,50.5288,50.0611,,DOWN,0
2007-02-23,50.2919,50.7326,50.5783,50.0011,,UP,1
2007-02-26,50.9254,51.0355,50.6665,49.9752,,DOWN,0
2007-02-27,49.7135,50.2093,50.4131,49.8832,,DOWN,0
2007-02-28,49.6584,49.3279,50.2313,49.8716,,DOWN,0
2007-03-01,49.5483,49.3004,50.0275,49.8733,,DOWN,0
2007-03-02,48.5843,49.3004,49.686,49.8149,,UP,1
2007-03-05,48.6669,48.3364,49.2343,49.7868,,UP,1
2007-03-06,49.3555,48.9423,49.1627,49.7879,,DOWN,0
2007-03-07,49.1351,49.3279,49.058,49.7818,,DOWN,0
2007-03-08,48.8873,49.383,48.9258,49.7763,,UP,1
2007-03-09,49.025,48.7496,49.014,49.7736,,DOWN,0
2007-03-12,48.8873,49.025,49.058,49.778,,DOWN,0
2007-03-13,48.2813,48.6669,48.8432,49.7791,,UP,1
2007-03-14,48.5843,48.1987,48.733,49.773,,UP,1
2007-03-15,49.2453,48.8873,48.8046,49.778,,UP,1
2007-03-16,49.9614,49.2453,48.9919,49.7758,,UP,1
2007-03-19,50.1817,49.6034,49.2508,49.7829,,DOWN,0
2007-03-20,49.5758,50.1542,49.5097,49.8077,,DOWN,0
2007-03-21,49.4381,49.6034,49.6805,49.8237,,UP,1
2007-03-22,49.6034,49.4932,49.7521,49.8419,,DOWN,0
2007-03-23,49.3004,49.5758,49.6199,49.8485,,DOWN,0
2007-03-26,48.7496,49.5207,49.3334,49.8353,,DOWN,0
2007-03-27,48.5568,48.7771,49.1296,49.8287,,DOWN,0
2007-03-28,48.5017,48.4741,48.9423,49.8253,,DOWN,0
2007-03-29,48.1161,48.6118,48.6449,49.7967,,DOWN,0
2007-03-30,47.703,48.061,48.3254,49.7917,,UP,1
2007-04-02,48.1436,47.9508,48.2042,49.7807,,UP,1
2007-04-03,48.9148,48.2538,48.2758,49.7637,,DOWN,0
2007-04-04,48.5568,48.9699,48.2868,49.7295,,DOWN,0
2007-04-05,46.6013,48.3364,47.9839,49.6546,,UP,1
2007-04-09,46.9042,46.2708,47.8241,49.5824,,DOWN,0
2007-04-10,46.4911,46.7665,47.4936,49.4965,,UP,1
2007-04-11,47.097,46.5462,47.1301,49.4188,,UP,1
2007-04-12,49.5758,48.3364,47.3339,49.3819,,UP,1
2007-04-13,50.5949,49.3555,48.1326,49.372,,UP,1
2007-04-16,51.4211,50.9529,49.036,49.4006,,DOWN,0
2007-04-17,50.4296,51.4487,49.8237,49.3935,,UP,1
2007-04-18,51.3936,50.4296,50.683,49.399,,DOWN,0
2007-04-19,50.5398,51.3936,50.8758,49.3907,,UP,1
2007-04-20,50.9529,51.3661,50.9474,49.4034,,UP,1
2007-04-23,51.2834,50.8428,50.9199,49.4001,,UP,1
2007-04-24,51.8343,51.2834,51.2008,49.4188,,DOWN,0
2007-04-25,50.7326,51.669,51.0686,49.4425,,DOWN,0
2007-04-26,50.5673,50.4572,51.0741,49.4629,,UP,1
2007-04-27,51.0355,50.4021,51.0906,49.4838,,DOWN,0
2007-04-30,50.3745,51.0355,50.9089,49.4904,,UP,1
2007-05-01,51.2283,50.2644,50.7877,49.5053,,UP,1
2007-05-02,52.0546,50.9529,51.0521,49.5268,,UP,1
2007-05-03,52.2749,52.6881,51.3936,49.5609,,UP,1
2007-05-04,53.0461,52.2749,51.7957,49.6105,,DOWN,0
2007-05-07,52.1923,53.0461,52.1593,49.6485,,UP,1
2007-05-08,52.33,51.9169,52.3796,49.6766,,DOWN,0
2007-05-09,51.3936,52.0546,52.2474,49.7102,,DOWN,0
2007-05-10,49.7135,51.1182,51.7351,49.7113,,UP,1
2007-05-11,50.044,49.8512,51.1347,49.7212,,DOWN,0
2007-05-14,49.7686,49.9614,50.65,49.7449,,UP,1
2007-05-15,50.347,49.7135,50.2534,49.7785,,UP,1
2007-05-16,51.0355,50.2919,50.1817,49.8121,,DOWN,0
2007-05-17,50.7877,51.0355,50.3966,49.8452,,UP,1
2007-05-18,51.7516,50.8428,50.7381,49.9025,,UP,1
2007-05-21,52.3576,51.3385,51.2559,49.9691,,UP,1
2007-05-22,52.9635,52.2199,51.7792,50.0506,,UP,1
2007-05-23,53.0186,53.0186,52.1758,50.1454,,DOWN,0
2007-05-24,51.2283,53.0186,52.2639,50.1983,,UP,1
2007-05-25,52.33,51.5038,52.3796,50.26,,UP,1
2007-05-29,53.7071,52.1923,52.6495,50.3349,,UP,1
2007-05-30,54.919,53.1838,53.0406,50.4296,,UP,1
2007-05-31,55.4974,54.7537,53.5364,50.5481,,DOWN,0
2007-06-01,54.9465,55.3597,54.28,50.6582,,DOWN,0
2007-06-04,54.3406,54.9465,54.6821,50.753,,DOWN,0
2007-06-05,53.8173,54.0927,54.7042,50.8433,,UP,1
2007-06-06,53.955,53.9826,54.5114,50.9474,,DOWN,0
2007-06-07,49.4932,52.2749,53.3105,50.9661,,UP,1
2007-06-08,49.686,49.5758,52.2584,50.9898,,UP,1
2007-06-11,49.7686,51.1457,51.344,51.0229,,DOWN,0
2007-06-12,48.8322,49.5758,50.347,51.0455,,UP,1
2007-06-13,49.9339,49.025,49.5428,51.0813,,UP,1
2007-06-14,50.0716,50.1267,49.6584,51.1044,,UP,1
2007-06-15,50.0991,50.9254,49.7411,51.1353,,DOWN,0
2007-06-18,49.5758,50.2919,49.7025,51.1947,,UP,1
2007-06-19,50.347,49.4656,50.0055,51.2636,,DOWN,0
2007-06-20,50.0165,50.4847,50.022,51.3341,,DOWN,0
2007-06-21,49.8788,49.7686,49.9834,51.3897,,DOWN,0
2007-06-22,49.383,49.7135,49.8402,51.3859,,DOWN,0
2007-06-25,48.9423,49.0525,49.7135,51.3528,,DOWN,0
2007-06-26,48.4466,49.1076,49.3334,51.2933,,UP,1
2007-06-27,49.7686,47.9508,49.2839,51.2801,,UP,1
2007-06-28,50.0716,49.7962,49.3224,51.2537,,DOWN,0
2007-06-29,49.7686,50.1542,49.3995,51.2383,,UP,1
2007-07-02,49.8788,50.2368,49.5868,51.2168,,DOWN,0
2007-07-03,49.7962,50.347,49.8567,51.187,,DOWN,0
2007-07-05,49.6309,49.686,49.8292,51.143,,DOWN,0
2007-07-06,49.5483,49.5758,49.7245,51.1193,,UP,1
2007-07-09,49.6034,49.4932,49.6915,51.1,,DOWN,0
2007-07-10,48.9974,49.1902,49.5152,51.0592,,DOWN,0
2007-07-11,48.8046,48.9423,49.3169,51.0278,,UP,1
2007-07-12,48.8322,49.025,49.1572,50.9799,,UP,1
2007-07-13,49.2729,48.7496,49.1021,50.9243,,UP,1
2007-07-16,49.5758,49.2453,49.0966,50.8703,,UP,1
2007-07-17,50.4847,49.5758,49.394,50.8191,,DOWN,0
2007-07-18,50.2644,50.0716,49.686,50.7805,,UP,1
2007-07-19,50.5398,50.65,50.0275,50.7447,,DOWN,0
2007-07-20,50.4021,50.4296,50.2534,50.7249,,UP,1
2007-07-23,50.6775,50.3195,50.4737,50.7442,,DOWN,0
2007-07-24,48.3089,49.8512,50.0385,50.7094,,UP,1
2007-07-25,48.8873,48.4741,49.7631,50.6918,,DOWN,0
2007-07-26,47.4275,48.2813,49.1407,50.6334,,DOWN,0
2007-07-27,46.8216,47.2347,48.4246,50.5492,,UP,1
2007-07-30,47.703,46.6839,47.8296,50.4875,,DOWN,0
2007-07-31,46.1606,48.0885,47.4,50.3756,50.5464,UP,1
2007-08-01,46.2432,45.6648,46.8712,50.2534,50.5711,DOWN,0
2007-08-02,46.1881,46.078,46.6233,50.1178,50.5516,UP,1
2007-08-03,46.739,45.9953,46.6068,49.9923,50.5359,DOWN,0
2007-08-06,46.5462,46.8216,46.3754,49.8986,50.5212,UP,1
2007-08-07,46.6564,46.8491,46.4746,49.7851,50.5111,UP,1
2007-08-08,47.3174,46.9869,46.6894,49.6573,50.5099,DOWN,0
2007-08-09,45.9953,47.0695,46.6508,49.4789,50.4941,UP,1
2007-08-10,47.5652,45.9953,46.8161,49.3202,50.4869,DOWN,0
2007-08-13,47.2347,48.061,46.9538,49.166,50.4766,DOWN,0
2007-08-14,46.1881,47.6754,46.8602,49.0029,50.4587,UP,1
2007-08-15,46.3258,46.1881,46.6619,48.8531,50.4244,DOWN,0
2007-08-16,45.8576,46.4085,46.6343,48.6912,50.3773,UP,1
2007-08-17,46.6013,46.3809,46.4415,48.6333,50.3303,UP,1
2007-08-20,46.8491,46.8216,46.3644,48.5766,50.2892,UP,1
2007-08-21,47.703,46.6288,46.6674,48.5353,50.2557,UP,1
2007-08-22,48.9423,47.9508,47.1907,48.5375,50.2317,DOWN,0
2007-08-23,47.8957,48.9974,47.5983,48.4967,50.1979,UP,1
2007-08-24,49.0801,48.2263,48.094,48.4769,50.168,DOWN,0
2007-08-27,48.0885,48.7771,48.3419,48.4367,50.1335,UP,1
2007-08-28,48.9148,47.9233,48.5843,48.4235,50.114,UP,1
2007-08-29,49.8788,48.9974,48.7716,48.4141,50.0852,UP,1
2007-08-30,50.6775,49.4932,49.3279,48.4273,50.0633,DOWN,0
2007-08-31,50.4296,50.705,49.5978,48.4383,50.0417,DOWN,0
2007-09-04,50.0716,50.2368,49.9945,48.4521,50.0175,DOWN,0
2007-09-05,48.8322,49.7411,49.9779,48.4499,49.9859,UP,1
2007-09-06,49.1902,49.3004,49.8402,48.4648,49.9553,UP,1
2007-09-07,51.008,49.9889,49.9063,48.4896,49.9381,UP,1
2007-09-10,51.6966,51.1182,50.1597,48.5221,49.9281,DOWN,0
2007-09-11,49.4932,51.8618,50.044,48.5165,49.9103,UP,1
2007-09-12,50.2644,49.2453,50.3305,48.5243,49.8954,UP,1
2007-09-13,50.5673,50.347,50.6059,48.5397,49.8843,UP,1
2007-09-14,51.0355,50.2644,50.6114,48.5678,49.8792,DOWN,0
2007-09-17,50.3745,50.7877,50.347,48.5843,49.8708,UP,1
2007-09-18,51.2834,50.4572,50.705,48.6179,49.865,DOWN,0
2007-09-19,51.0906,51.2834,50.8703,48.6598,49.8592,DOWN,0
2007-09-20,50.9254,50.9529,50.9419,48.7022,49.8547,DOWN,0
2007-09-21,50.4572,50.8428,50.8262,48.7347,49.8486,DOWN,0
2007-09-24,50.3195,50.65,50.8152,48.7556,49.8388,UP,1
2007-09-25,51.008,49.9339,50.7601,48.7843,49.8309,UP,1
2007-09-26,51.3936,51.2834,50.8207,48.8024,49.8233,UP,1
2007-09-27,52.1372,51.5313,51.0631,48.8399,49.8175,UP,1
2007-09-28,52.8533,51.6966,51.5423,48.8862,49.8207,UP,1
2007-10-01,52.9084,52.8533,52.0601,48.9363,49.8136,DOWN,0
2007-10-02,51.6415,52.7982,52.1868,48.9556,49.8207,UP,1
2007-10-03,53.0186,51.6139,52.5118,49.0498,49.8384,DOWN,0
2007-10-04,52.7982,53.2114,52.644,49.128,49.8449,UP,1
2007-10-05,53.1012,53.1012,52.6936,49.2415,49.8601,DOWN,0
2007-10-08,51.4487,53.1012,52.4016,49.334,49.8708,UP,1
2007-10-09,53.7898,51.972,52.8313,49.4557,49.8926,UP,1
2007-10-10,54.5334,53.6245,53.1343,49.6232,49.9194,DOWN,0
2007-10-11,53.1012,54.3406,53.1949,49.7603,49.9391,UP,1
2007-10-12,54.3957,53.652,53.4537,49.9245,49.9677,DOWN,0
2007-10-15,52.9084,53.8999,53.7457,50.0479,49.9912,UP,1
2007-10-16,53.5143,53.2389,53.6906,50.1873,50.0143,UP,1
2007-10-17,54.0376,53.9826,53.5915,50.3349,50.0395,UP,1
2007-10-18,54.6436,53.8173,53.8999,50.4814,50.0623,DOWN,0
2007-10-19,52.6881,53.4317,53.5584,50.6153,50.0767,UP,1
2007-10-22,53.1012,52.6054,53.597,50.726,50.1005,UP,1
2007-10-23,53.5419,53.6796,53.6025,50.8521,50.125,DOWN,0
2007-10-24,53.294,53.2114,53.4537,50.9942,50.148,DOWN,0
2007-10-25,52.5504,53.294,53.0351,51.1187,50.1659,UP,1
2007-10-26,53.5419,53.1012,53.2059,51.2724,50.1866,DOWN,0
2007-10-29,53.0737,53.597,53.2004,51.4019,50.2075,DOWN,0
2007-10-30,52.5779,52.7707,53.0076,51.5164,50.227,UP,1
2007-10-31,54.2855,52.9084,53.2059,51.6481,50.2507,DOWN,0
2007-11-01,53.597,53.9826,53.4152,51.7412,50.279,UP,1
2007-11-02,55.222,53.9275,53.7512,51.8877,50.3116,DOWN,0
2007-11-05,54.0376,54.3957,53.944,51.9869,50.3329,UP,1
2007-11-06,55.0567,54.0376,54.4398,52.1262,50.3569,DOWN,0
2007-11-07,54.1754,54.8639,54.4177,52.2314,50.3761,UP,1
2007-11-08,55.0016,54.3681,54.6987,52.3339,50.3985,DOWN,0
2007-11-09,54.3681,54.4232,54.5279,52.4077,50.4164,DOWN,0
2007-11-12,52.6605,54.2029,54.2525,52.4523,50.4248,UP,1
2007-11-13,53.3491,53.2389,53.9109,52.5179,50.4344,UP,1
2007-11-14,54.3131,53.7071,53.9385,52.6275,50.4506,UP,1
2007-11-15,54.4232,54.1754,53.8228,52.7321,50.4727,DOWN,0
2007-11-16,54.0101,54.6436,53.7512,52.7922,50.4888,DOWN,0
2007-11-19,53.7347,53.5419,53.966,52.8329,50.5019,DOWN,0
2007-11-20,53.294,53.6245,53.955,52.909,50.5136,DOWN,0
2007-11-21,52.6605,53.0461,53.6245,52.9569,50.5253,UP,1
2007-11-23,54.1478,52.991,53.5694,53.0285,50.5388,DOWN,0
2007-11-26,53.3215,53.8448,53.4317,53.0742,50.5509,UP,1
2007-11-27,54.3957,53.4868,53.5639,53.1546,50.5752,UP,1
2007-11-28,55.6626,54.8914,54.0376,53.2422,50.6058,DOWN,0
2007-11-29,54.2029,55.6351,54.3461,53.3045,50.6268,UP,1
2007-11-30,54.919,54.8639,54.5003,53.3843,50.6512,DOWN,0
2007-12-03,53.7347,54.919,54.583,53.4499,50.6674,DOWN,0
2007-12-04,53.294,53.3491,54.3626,53.5094,50.679,UP,1
2007-12-05,54.8088,53.9826,54.1919,53.5854,50.7002,UP,1
2007-12-06,55.0842,54.8088,54.3681,53.6592,50.7228,UP,1
2007-12-07,55.1669,55.0842,54.4177,53.7198,50.7472,DOWN,0
2007-12-10,54.6436,55.0842,54.5995,53.7556,50.7658,UP,1
2007-12-11,56.3236,56.1033,55.2054,53.8239,50.7988,UP,1
2007-12-12,56.9846,57.0673,55.6406,53.9308,50.8355,DOWN,0
2007-12-13,56.0758,56.4063,55.8389,53.9919,50.8681,DOWN,0
2007-12-14,54.8364,55.6626,55.7728,54.0327,50.8994,UP,1
2007-12-17,55.2495,54.3957,55.894,54.0756,50.9323,UP,1
2007-12-18,55.883,55.8279,55.8058,54.1643,50.9649,DOWN,0
2007-12-19,55.4147,55.4147,55.4919,54.1968,50.9963,DOWN,0
2007-12-20,55.0842,55.7453,55.2936,54.2078,51.0273,UP,1
2007-12-21,55.7728,55.8554,55.4808,54.2613,51.061,UP,1
2007-12-24,55.9105,55.3597,55.613,54.2916,51.0961,DOWN,0
2007-12-26,55.3597,55.3872,55.5084,54.3406,51.1315,DOWN,0
2007-12-27,54.1754,54.8364,55.2605,54.3538,51.1595,UP,1
2007-12-28,54.2304,54.258,55.0897,54.3577,51.1844,UP,1
2007-12-31,55.4147,53.955,55.0181,54.3731,51.2117,DOWN,0
2008-01-02,53.5143,55.222,54.5389,54.3896,51.2283,DOWN,0
2008-01-03,53.4868,53.5143,54.1643,54.3973,51.2479,DOWN,0
2008-01-04,52.0546,53.4317,53.7402,54.3676,51.261,UP,1
2008-01-07,52.5228,52.1923,53.3987,54.3522,51.2756,DOWN,0
2008-01-08,51.2834,52.6605,52.5724,54.3268,51.2855,UP,1
2008-01-09,52.7707,51.5038,52.4237,54.3114,51.3056,UP,1
2008-01-10,54.4508,53.6796,52.6165,54.339,51.3351,UP,1
2008-01-11,54.6987,54.1203,53.1453,54.3814,51.3661,DOWN,0
2008-01-14,54.5609,55.1669,53.5529,54.3869,51.3983,DOWN,0
2008-01-15,54.5609,53.9275,54.2084,54.4062,51.4326,DOWN,0
2008-01-16,53.7622,54.5059,54.4067,54.377,51.4607,DOWN,0
2008-01-17,51.9995,54.0652,53.9165,54.3362,51.4761,DOWN,0
2008-01-18,51.2008,52.3025,53.2169,54.2591,51.4893,DOWN,0
2008-01-22,50.1267,49.0801,52.33,54.1781,51.5069,DOWN,0
2008-01-23,50.1267,49.025,51.4432,54.0806,51.523,UP,1
2008-01-24,50.65,50.5122,50.8207,54.0062,51.5438,UP,1
2008-01-25,50.7326,51.4487,50.5673,53.9677,51.562,DOWN,0
2008-01-28,50.5122,50.5398,50.4296,53.9109,51.5667,UP,1
2008-01-29,50.9805,50.8978,50.6004,53.8443,51.5686,DOWN,0
2008-01-30,50.5398,50.5398,50.683,53.7666,51.5642,UP,1
2008-01-31,52.0546,50.5122,50.9639,53.7275,51.5723,UP,1
2008-02-01,52.3851,52.4402,51.2944,53.7005,51.5773,DOWN,0
2008-02-04,52.1923,52.1372,51.6305,53.6785,51.5856,DOWN,0
2008-02-05,50.4847,51.4762,51.5313,53.635,51.5832,DOWN,0
2008-02-06,50.1542,50.9529,51.4542,53.5551,51.5776,DOWN,0
2008-02-07,49.9063,51.1457,51.0245,53.4868,51.5679,DOWN,0
2008-02-08,49.6584,49.686,50.4792,53.3921,51.5626,DOWN,0
2008-02-11,49.6309,49.7686,49.9669,53.2714,51.5579,UP,1
2008-02-12,50.2368,49.9889,49.9173,53.1921,51.5539,UP,1
2008-02-13,51.2283,50.65,50.1322,53.1183,51.5582,DOWN,0
2008-02-14,50.8428,51.1733,50.3195,53.0604,51.5562,UP,1
2008-02-15,51.2008,50.5673,50.6279,53.0186,51.552,UP,1
2008-02-19,51.5588,51.1457,51.0135,52.9536,51.5484,UP,1
2008-02-20,51.9444,51.0906,51.355,52.8908,51.5429,DOWN,0
2008-02-21,51.4487,52.2199,51.3991,52.8164,51.5392,UP,1
2008-02-22,52.6881,51.311,51.7682,52.7773,51.5409,DOWN,0
2008-02-25,52.6605,52.4402,52.0601,52.704,51.5473,DOWN,0
2008-02-26,52.6054,52.2199,52.2694,52.6165,51.5617,DOWN,0
2008-02-27,52.5779,52.0271,52.3961,52.5465,51.5744,DOWN,0
2008-02-28,52.1097,52.3851,52.5283,52.492,51.5861,UP,1
2008-02-29,52.4953,51.7792,52.4898,52.4369,51.5969,UP,1
2008-03-03,52.8533,52.4402,52.5283,52.3763,51.6059,UP,1
2008-03-04,53.294,52.33,52.666,52.3339,51.6185,DOWN,0
2008-03-05,53.2665,53.1563,52.8038,52.2975,51.6261,DOWN,0
2008-03-06,51.8894,52.8809,52.7597,52.2199,51.6237,UP,1
2008-03-07,52.33,51.7516,52.7266,52.1483,51.6205,DOWN,0
2008-03-10,51.3661,52.4127,52.4292,52.0684,51.6123,UP,1
2008-03-11,52.3025,50.2919,52.2309,52.0309,51.6177,DOWN,0
2008-03-12,51.7792,51.9995,51.9334,51.9819,51.6149,DOWN,0
2008-03-13,51.3385,52.0821,51.8233,51.9004,51.6031,DOWN,0
2008-03-14,50.8428,51.669,51.5258,51.8469,51.5827,DOWN,0
2008-03-17,48.6669,50.2644,50.986,51.7505,51.5485,UP,1
2008-03-18,51.3936,49.686,50.8042,51.7373,51.5308,DOWN,0
2008-03-19,49.2178,51.5864,50.2919,51.6712,51.5051,UP,1
2008-03-20,51.3385,49.5483,50.2919,51.6723,51.4927,DOWN,0
2008-03-24,51.1733,51.4487,50.358,51.6404,51.4788,UP,1
2008-03-25,51.6415,51.4211,50.9529,51.5842,51.4896,DOWN,0
2008-03-26,50.5949,49.8237,50.7932,51.5021,51.4941,DOWN,0
2008-03-27,50.044,50.5673,50.9584,51.4118,51.4955,UP,1
2008-03-28,50.705,50.0165,50.8317,51.3347,51.5049,UP,1
2008-03-31,51.2008,50.4572,50.8372,51.2834,51.5112,UP,1
2008-04-01,51.5864,51.0355,50.8262,51.2752,51.5188,DOWN,0
2008-04-02,51.4487,51.5038,50.997,51.2801,51.5255,UP,1
2008-04-03,51.5864,51.0906,51.3055,51.3093,51.5356,DOWN,0
2008-04-04,51.2834,51.5588,51.4211,51.3325,51.5403,UP,1
2008-04-07,52.1648,51.5313,51.6139,51.3627,51.551,UP,1
2008-04-08,53.1563,51.6415,51.9279,51.4112,51.5674,DOWN,0
2008-04-09,51.8343,53.3491,52.005,51.4377,51.5796,UP,1
2008-04-10,52.4677,51.9169,52.1813,51.4674,51.5973,DOWN,0
2008-04-11,52.0271,51.9169,52.33,51.4972,51.6152,DOWN,0
2008-04-14,51.2834,51.5588,52.1538,51.4817,51.6227,UP,1
2008-04-15,52.33,51.5313,51.9885,51.4806,51.634,UP,1
2008-04-16,53.2389,52.3025,52.2694,51.5016,51.6514,UP,1
2008-04-17,53.6796,52.9084,52.5118,51.5655,51.6704,UP,1
2008-04-18,53.8724,54.3131,52.8809,51.6398,51.6908,DOWN,0
2008-04-21,53.7622,53.5143,53.3766,51.7169,51.7114,DOWN,0
2008-04-22,53.294,53.4042,53.5694,51.7897,51.7302,UP,1
2008-04-23,53.3491,53.597,53.5915,51.864,51.7489,UP,1
2008-04-24,53.3766,53.294,53.5309,51.9268,51.7708,UP,1
2008-04-25,54.3131,53.5143,53.619,51.9885,51.7983,DOWN,0
2008-04-28,53.6245,54.1203,53.5915,52.0441,51.8223,DOWN,0
2008-04-29,52.991,53.4317,53.5309,52.0799,51.8409,DOWN,0
2008-04-30,52.33,53.0186,53.3271,52.0954,51.8547,UP,1
2008-05-01,53.652,52.2199,53.3821,52.1295,51.8705,DOWN,0
2008-05-02,52.7707,53.3766,53.0737,52.156,51.883,DOWN,0
2008-05-05,52.7432,52.7156,52.8974,52.1571,51.894,UP,1
